ko:K02495	elu:UM146_19570
ko:K05798	elu:UM146_23170
ko:K01652	elu:UM146_23175
ko:K01653	elu:UM146_23180
ko:K03435	elu:UM146_23185
ko:K03925	elu:UM146_23190
ko:K03438	elu:UM146_23195
ko:K03586	elu:UM146_23200
ko:K03587	elu:UM146_23205
ko:K01928	elu:UM146_23210
ko:K01929	elu:UM146_23215
ko:K01000	elu:UM146_23220
ko:K01925	elu:UM146_23225
ko:K03588	elu:UM146_23230
ko:K02563	elu:UM146_23235
ko:K01924	elu:UM146_23240
ko:K01921	elu:UM146_23245
ko:K03589	elu:UM146_23250
ko:K03590	elu:UM146_23255
ko:K03531	elu:UM146_23260
ko:K02535	elu:UM146_23265
ko:K13301	elu:UM146_23270
ko:K09862	elu:UM146_23290
ko:K00859	elu:UM146_23300
ko:K00364	elu:UM146_23305
ko:K02505	elu:UM146_23310
ko:K02504	elu:UM146_23315
ko:K02682	elu:UM146_23320
ko:K00767	elu:UM146_23325
ko:K03806	elu:UM146_23330
ko:K03807	elu:UM146_23335
ko:K11734	elu:UM146_23340
ko:K00794	elu:UM146_15285
ko:K11752	elu:UM146_15290
ko:K07738	elu:UM146_15295
ko:K05517	elu:UM146_15305
ko:K03074	elu:UM146_15315
ko:K03072	elu:UM146_15320
ko:K03210	elu:UM146_15325
ko:K00773	elu:UM146_15330
ko:K07568	elu:UM146_15335
ko:K08682	elu:UM146_15340
ko:K11736	elu:UM146_15350
ko:K03311	elu:UM146_15355
ko:K07636	elu:UM146_15360
ko:K03547	elu:UM146_15370
ko:K00847	elu:UM146_15385
ko:K03554	elu:UM146_15390
ko:K09913	elu:UM146_15410
ko:K14591	elu:UM146_15415
ko:K00891	elu:UM146_15425
ko:K09768	elu:UM146_15430
ko:K00757	elu:UM146_19385
ko:K01631	elu:UM146_19410
ko:K00883	elu:UM146_19415
ko:K09760	elu:UM146_19425
ko:K03183	elu:UM146_19430
ko:K03690	elu:UM146_19435
ko:K03688	elu:UM146_19440
ko:K03116	elu:UM146_19445
ko:K03117	elu:UM146_19450
ko:K03118	elu:UM146_19455
ko:K03424	elu:UM146_19460
ko:K03182	elu:UM146_19470
ko:K05368	elu:UM146_19475
ko:K01825	elu:UM146_19485
ko:K03753	elu:UM146_19510
ko:K03752	elu:UM146_19515
ko:K09896	elu:UM146_19520
ko:K03673	elu:UM146_19530
ko:K03978	elu:UM146_19555
ko:K09894	elu:UM146_19560
ko:K07712	elu:UM146_19580
ko:K07708	elu:UM146_19585
ko:K01915	elu:UM146_19590
ko:K06207	elu:UM146_19595
ko:K08318	elu:UM146_19610
ko:K02647	elu:UM146_23625
ko:K00990	elu:UM146_23640
ko:K01265	elu:UM146_23645
ko:K02967	elu:UM146_23650
ko:K02357	elu:UM146_23655
ko:K09903	elu:UM146_23660
ko:K02838	elu:UM146_23665
ko:K00099	elu:UM146_23670
ko:K00806	elu:UM146_23675
ko:K00981	elu:UM146_23680
ko:K11749	elu:UM146_23685
ko:K07277	elu:UM146_23690
ko:K06142	elu:UM146_23695
ko:K02536	elu:UM146_23700
ko:K02372	elu:UM146_23705
ko:K00677	elu:UM146_23710
ko:K00748	elu:UM146_23715
ko:K03470	elu:UM146_23720
ko:K02337	elu:UM146_23725
ko:K01962	elu:UM146_23730
ko:K04075	elu:UM146_23745
ko:K15034	elu:UM146_23765
ko:K06079	elu:UM146_23770
ko:K01881	elu:UM146_23780
ko:K06080	elu:UM146_23790
ko:K02073	elu:UM146_23795
ko:K02072	elu:UM146_23800
ko:K02071	elu:UM146_23805
ko:K03273	elu:UM146_23810
ko:K07089	elu:UM146_00615
ko:K07460	elu:UM146_00630
ko:K07121	elu:UM146_00635
ko:K07056	elu:UM146_00640
ko:K02080	elu:UM146_00645
ko:K10986	elu:UM146_00650
ko:K10985	elu:UM146_00655
ko:K10984	elu:UM146_00660
ko:K02082	elu:UM146_00670
ko:K02079	elu:UM146_00675
ko:K02747	elu:UM146_00685
ko:K02746	elu:UM146_00690
ko:K12299	elu:UM146_00715
ko:K00865	elu:UM146_00730
ko:K07591	elu:UM146_00735
ko:K07592	elu:UM146_00740
ko:K01754	elu:UM146_00745
ko:K03838	elu:UM146_00750
ko:K00656	elu:UM146_00760
ko:K01752	elu:UM146_00770
ko:K06911	elu:UM146_00790
ko:K15977	elu:UM146_00810
ko:K08191	elu:UM146_00850
ko:K01812	elu:UM146_00855
ko:K01685	elu:UM146_00860
ko:K07862	elu:UM146_00870
ko:K04754	elu:UM146_05090
ko:K06076	elu:UM146_05095
ko:K08296	elu:UM146_05115
ko:K07320	elu:UM146_05160
ko:K01736	elu:UM146_05165
ko:K07261	elu:UM146_05170
ko:K07090	elu:UM146_05175
ko:K09906	elu:UM146_05180
ko:K15461	elu:UM146_05190
ko:K03473	elu:UM146_05210
ko:K06173	elu:UM146_05220
ko:K03975	elu:UM146_05225
ko:K01963	elu:UM146_05230
ko:K11754	elu:UM146_05235
ko:K03749	elu:UM146_05240
ko:K03558	elu:UM146_05245
ko:K00764	elu:UM146_05250
ko:K03186	elu:UM146_05255
ko:K03482	elu:UM146_09330
ko:K02760	elu:UM146_09335
ko:K02761	elu:UM146_09340
ko:K02759	elu:UM146_09345
ko:K10124	elu:UM146_09350
ko:K01223	elu:UM146_09355
ko:K13630	elu:UM146_09360
ko:K13632	elu:UM146_09365
ko:K03712	elu:UM146_09370
ko:K08159	elu:UM146_09380
ko:K08324	elu:UM146_09390
ko:K01425	elu:UM146_09395
ko:K00041	elu:UM146_09410
ko:K07154	elu:UM146_09430
ko:K07345	elu:UM146_09515
ko:K07347	elu:UM146_09525
ko:K06871	elu:UM146_09565
ko:K02471	elu:UM146_09575
ko:K13574	elu:UM146_13640
ko:K11927	elu:UM146_13660
ko:K01993	elu:UM146_13670
ko:K06890	elu:UM146_13710
ko:K06890	elu:UM146_13715
ko:K03636	elu:UM146_13725
ko:K03637	elu:UM146_13730
ko:K03638	elu:UM146_13735
ko:K03639	elu:UM146_13740
ko:K03702	elu:UM146_13755
ko:K01935	elu:UM146_13760
ko:K02169	elu:UM146_13765
ko:K01012	elu:UM146_13775
ko:K00833	elu:UM146_13780
ko:K01051	elu:UM146_13790
ko:K01681	elu:UM146_13795
ko:K03319	elu:UM146_13800
ko:K02018	elu:UM146_13835
ko:K02020	elu:UM146_13840
ko:K02019	elu:UM146_13850
ko:K05776	elu:UM146_13855
ko:K00965	elu:UM146_13865
ko:K00849	elu:UM146_13870
ko:K01626	elu:UM146_13885
ko:K11103	elu:UM146_17795
ko:K00694	elu:UM146_17820
ko:K12372	elu:UM146_17870
ko:K12371	elu:UM146_17875
ko:K12370	elu:UM146_17880
ko:K12369	elu:UM146_17885
ko:K12368	elu:UM146_17890
ko:K12975	elu:UM146_17900
ko:K08177	elu:UM146_17905
ko:K01246	elu:UM146_17915
ko:K03826	elu:UM146_17920
ko:K07726	elu:UM146_17945
ko:K03704	elu:UM146_17950
ko:K01879	elu:UM146_17960
ko:K01878	elu:UM146_17965
ko:K01805	elu:UM146_17995
ko:K10543	elu:UM146_18000
ko:K10545	elu:UM146_18005
ko:K02529	elu:UM146_18015
ko:K00835	elu:UM146_18030
ko:K08092	elu:UM146_18045
ko:K14155	elu:UM146_22105
ko:K03315	elu:UM146_22110
ko:K07454	elu:UM146_22225
ko:K07357	elu:UM146_22250
ko:K07345	elu:UM146_22260
ko:K07351	elu:UM146_22265
ko:K07347	elu:UM146_22275
ko:K07348	elu:UM146_22280
ko:K07349	elu:UM146_22285
ko:K07350	elu:UM146_22290
ko:K01686	elu:UM146_22295
ko:K07471	elu:UM146_01235
ko:K02621	elu:UM146_01245
ko:K00655	elu:UM146_01250
ko:K08325	elu:UM146_01315
ko:K03561	elu:UM146_01335
ko:K01061	elu:UM146_01360
ko:K10011	elu:UM146_05525
ko:K10012	elu:UM146_05530
ko:K07806	elu:UM146_05535
ko:K12661	elu:UM146_05565
ko:K12660	elu:UM146_05575
ko:K00113	elu:UM146_05595
ko:K00112	elu:UM146_05600
ko:K00111	elu:UM146_05605
ko:K02445	elu:UM146_05610
ko:K01126	elu:UM146_05615
ko:K11107	elu:UM146_05625
ko:K02469	elu:UM146_05650
ko:K09934	elu:UM146_05660
ko:K06894	elu:UM146_05665
ko:K02106	elu:UM146_05685
ko:K01034	elu:UM146_05695
ko:K07710	elu:UM146_05705
ko:K07677	elu:UM146_05710
ko:K07687	elu:UM146_05715
ko:K07676	elu:UM146_05720
ko:K09475	elu:UM146_05725
ko:K03734	elu:UM146_05730
ko:K10778	elu:UM146_05735
ko:K03919	elu:UM146_05740
ko:K06159	elu:UM146_05745
ko:K00116	elu:UM146_05750
ko:K08276	elu:UM146_05755
ko:K02572	elu:UM146_05765
ko:K02570	elu:UM146_05770
ko:K02567	elu:UM146_05775
ko:K09794	elu:UM146_09885
ko:K00134	elu:UM146_09925
ko:K07248	elu:UM146_09930
ko:K03578	elu:UM146_09940
ko:K01118	elu:UM146_09945
ko:K00981	elu:UM146_09960
ko:K09978	elu:UM146_09995
ko:K03778	elu:UM146_10010
ko:K03737	elu:UM146_10030
ko:K14058	elu:UM146_10055
ko:K05591	elu:UM146_10060
ko:K03543	elu:UM146_10085
ko:K14055	elu:UM146_10110
ko:K15580	elu:UM146_10125
ko:K14054	elu:UM146_10145
ko:K11065	elu:UM146_10155
ko:K03721	elu:UM146_10160
ko:K08990	elu:UM146_10165
ko:K06918	elu:UM146_10170
ko:K01886	elu:UM146_14155
ko:K01714	elu:UM146_14180
ko:K02802	elu:UM146_14210
ko:K02803	elu:UM146_14210
ko:K02804	elu:UM146_14210
ko:K01443	elu:UM146_14220
ko:K02565	elu:UM146_14225
ko:K01953	elu:UM146_14235
ko:K03184	elu:UM146_14240
ko:K06168	elu:UM146_14245
ko:K07042	elu:UM146_14255
ko:K06189	elu:UM146_14260
ko:K03820	elu:UM146_14265
ko:K10001	elu:UM146_14275
ko:K10003	elu:UM146_14280
ko:K10002	elu:UM146_14285
ko:K10004	elu:UM146_14290
ko:K01869	elu:UM146_14305
ko:K03643	elu:UM146_14310
ko:K02340	elu:UM146_14315
ko:K00969	elu:UM146_14320
ko:K09710	elu:UM146_14330
ko:K00783	elu:UM146_14335
ko:K05515	elu:UM146_14340
ko:K05837	elu:UM146_14345
ko:K03642	elu:UM146_14350
ko:K09158	elu:UM146_14360
ko:K03801	elu:UM146_14365
ko:K03644	elu:UM146_14375
ko:K03425	elu:UM146_14380
ko:K06199	elu:UM146_14390
ko:K02913	elu:UM146_18335
ko:K02902	elu:UM146_18340
ko:K03630	elu:UM146_18345
ko:K13038	elu:UM146_18350
ko:K05501	elu:UM146_18360
ko:K00762	elu:UM146_18365
ko:K00989	elu:UM146_18370
ko:K01972	elu:UM146_18390
ko:K00942	elu:UM146_18395
ko:K03060	elu:UM146_18400
ko:K00556	elu:UM146_18410
ko:K03655	elu:UM146_18415
ko:K03312	elu:UM146_18420
ko:K09988	elu:UM146_18435
ko:K00847	elu:UM146_18440
ko:K01624	elu:UM146_18445
ko:K01624	elu:UM146_18450
ko:K01811	elu:UM146_18475
ko:K02073	elu:UM146_18510
ko:K06901	elu:UM146_18530
ko:K01486	elu:UM146_18535
ko:K07783	elu:UM146_18545
ko:K01653	elu:UM146_18560
ko:K01652	elu:UM146_18565
ko:K06871	elu:UM146_18575
ko:K13255	elu:UM146_22590
ko:K02344	elu:UM146_22610
ko:K03789	elu:UM146_22615
ko:K08723	elu:UM146_22620
ko:K02837	elu:UM146_22625
ko:K03424	elu:UM146_22645
ko:K01839	elu:UM146_22675
ko:K03800	elu:UM146_22690
ko:K01079	elu:UM146_22700
ko:K04485	elu:UM146_22705
ko:K06211	elu:UM146_22710
ko:K08309	elu:UM146_22730
ko:K03720	elu:UM146_22735
ko:K05804	elu:UM146_22750
ko:K05805	elu:UM146_22755
ko:K07663	elu:UM146_22760
ko:K07641	elu:UM146_22765
ko:K06143	elu:UM146_22770
ko:K07773	elu:UM146_22775
ko:K12524	elu:UM146_22785
ko:K00872	elu:UM146_22790
ko:K01733	elu:UM146_22795
ko:K09861	elu:UM146_22805
ko:K03310	elu:UM146_22810
ko:K03831	elu:UM146_22820
ko:K04043	elu:UM146_22845
ko:K00287	elu:UM146_23020
ko:K03687	elu:UM146_03645
ko:K03106	elu:UM146_03660
ko:K02959	elu:UM146_03665
ko:K02860	elu:UM146_03670
ko:K00554	elu:UM146_03675
ko:K02884	elu:UM146_03680
ko:K01626	elu:UM146_03705
ko:K14187	elu:UM146_03710
ko:K14170	elu:UM146_03715
ko:K05809	elu:UM146_03720
ko:K05807	elu:UM146_03725
ko:K06180	elu:UM146_03730
ko:K05810	elu:UM146_03735
ko:K03695	elu:UM146_03740
ko:K05811	elu:UM146_03785
ko:K00998	elu:UM146_03790
ko:K03672	elu:UM146_03805
ko:K03214	elu:UM146_03810
ko:K03648	elu:UM146_03815
ko:K11249	elu:UM146_03825
ko:K05590	elu:UM146_03835
ko:K00278	elu:UM146_03845
ko:K03088	elu:UM146_03855
ko:K03597	elu:UM146_03860
ko:K03598	elu:UM146_03865
ko:K03596	elu:UM146_03875
ko:K03100	elu:UM146_03880
ko:K03685	elu:UM146_03885
ko:K03584	elu:UM146_03895
ko:K03474	elu:UM146_03900
ko:K07156	elu:UM146_07955
ko:K09972	elu:UM146_00005
ko:K09971	elu:UM146_00010
ko:K09970	elu:UM146_00015
ko:K09969	elu:UM146_00020
ko:K01524	elu:UM146_04215
ko:K00937	elu:UM146_04220
ko:K11175	elu:UM146_04225
ko:K01933	elu:UM146_04230
ko:K00761	elu:UM146_04235
ko:K10763	elu:UM146_04245
ko:K03564	elu:UM146_04265
ko:K03567	elu:UM146_04270
ko:K01714	elu:UM146_04275
ko:K07287	elu:UM146_04280
ko:K01923	elu:UM146_04285
ko:K06957	elu:UM146_04295
ko:K06999	elu:UM146_04300
ko:K07674	elu:UM146_04325
ko:K12945	elu:UM146_04340
ko:K00615	elu:UM146_04350
ko:K00029	elu:UM146_04360
ko:K04031	elu:UM146_04365
ko:K04029	elu:UM146_04370
ko:K04030	elu:UM146_04375
ko:K04032	elu:UM146_04380
ko:K04020	elu:UM146_04385
ko:K04021	elu:UM146_04400
ko:K04024	elu:UM146_04405
ko:K04022	elu:UM146_04410
ko:K04023	elu:UM146_04415
ko:K04019	elu:UM146_04420
ko:K03735	elu:UM146_04425
ko:K03736	elu:UM146_04430
ko:K04026	elu:UM146_04435
ko:K04025	elu:UM146_04440
ko:K04033	elu:UM146_04445
ko:K00228	elu:UM146_04450
ko:K01448	elu:UM146_04455
ko:K01868	elu:UM146_08555
ko:K02520	elu:UM146_08560
ko:K02916	elu:UM146_08565
ko:K02887	elu:UM146_08570
ko:K01889	elu:UM146_08580
ko:K01890	elu:UM146_08585
ko:K04764	elu:UM146_08590
ko:K06073	elu:UM146_08595
ko:K00432	elu:UM146_08600
ko:K06074	elu:UM146_08605
ko:K01626	elu:UM146_08630
ko:K09773	elu:UM146_08635
ko:K12507	elu:UM146_08645
ko:K00313	elu:UM146_08655
ko:K03785	elu:UM146_08685
ko:K05887	elu:UM146_08690
ko:K05997	elu:UM146_08735
ko:K09014	elu:UM146_08740
ko:K09013	elu:UM146_08745
ko:K09015	elu:UM146_08750
ko:K11717	elu:UM146_08755
ko:K02426	elu:UM146_08760
ko:K00873	elu:UM146_08775
ko:K15738	elu:UM146_12830
ko:K12297	elu:UM146_12835
ko:K07140	elu:UM146_12840
ko:K00299	elu:UM146_12855
ko:K15554	elu:UM146_12875
ko:K01256	elu:UM146_12885
ko:K00763	elu:UM146_12890
ko:K01893	elu:UM146_12895
ko:K03632	elu:UM146_12930
ko:K03804	elu:UM146_12935
ko:K03633	elu:UM146_12940
ko:K06219	elu:UM146_12945
ko:K00979	elu:UM146_12960
ko:K09791	elu:UM146_12965
ko:K09927	elu:UM146_12970
ko:K00912	elu:UM146_12975
ko:K05788	elu:UM146_12990
ko:K02945	elu:UM146_12995
ko:K00945	elu:UM146_13000
ko:K07387	elu:UM146_13005
ko:K00800	elu:UM146_13010
ko:K00831	elu:UM146_13015
ko:K09136	elu:UM146_13025
ko:K00656	elu:UM146_13035
ko:K04069	elu:UM146_13040
ko:K08219	elu:UM146_13045
ko:K07306	elu:UM146_13065
ko:K01875	elu:UM146_13070
ko:K07478	elu:UM146_13075
ko:K03634	elu:UM146_13080
ko:K03466	elu:UM146_13085
ko:K00384	elu:UM146_13095
ko:K01735	elu:UM146_17000
ko:K00891	elu:UM146_17005
ko:K03808	elu:UM146_08000
ko:K03607	elu:UM146_08010
ko:K03797	elu:UM146_08015
ko:K03799	elu:UM146_08020
ko:K08169	elu:UM146_08025
ko:K03704	elu:UM146_08055
ko:K00563	elu:UM146_08060
ko:K01752	elu:UM146_08100
ko:K01665	elu:UM146_08110
ko:K09917	elu:UM146_08115
ko:K07285	elu:UM146_08140
ko:K03684	elu:UM146_08150
ko:K11250	elu:UM146_08155
ko:K13069	elu:UM146_08175
ko:K09712	elu:UM146_08180
ko:K03449	elu:UM146_08190
ko:K09786	elu:UM146_08225
ko:K07180	elu:UM146_08230
ko:K14155	elu:UM146_12420
ko:K07733	elu:UM146_12455
ko:K11935	elu:UM146_12490
ko:K11931	elu:UM146_12495
ko:K11936	elu:UM146_12500
ko:K11937	elu:UM146_12505
ko:K07224	elu:UM146_12520
ko:K07243	elu:UM146_12525
ko:K13821	elu:UM146_12540
ko:K09018	elu:UM146_12550
ko:K09021	elu:UM146_12560
ko:K02892	elu:UM146_16500
ko:K02926	elu:UM146_16505
ko:K02906	elu:UM146_16510
ko:K02946	elu:UM146_16515
ko:K02451	elu:UM146_16520
ko:K02452	elu:UM146_16530
ko:K02453	elu:UM146_16535
ko:K02455	elu:UM146_16545
ko:K02456	elu:UM146_16550
ko:K02457	elu:UM146_16555
ko:K02458	elu:UM146_16560
ko:K02459	elu:UM146_16565
ko:K02460	elu:UM146_16570
ko:K02461	elu:UM146_16575
ko:K02462	elu:UM146_16580
ko:K03594	elu:UM146_16590
ko:K02192	elu:UM146_16595
ko:K02358	elu:UM146_16605
ko:K03524	elu:UM146_16620
ko:K00075	elu:UM146_16625
ko:K00602	elu:UM146_16630
ko:K01945	elu:UM146_16635
ko:K07803	elu:UM146_16655
ko:K05787	elu:UM146_16665
ko:K09891	elu:UM146_16670
ko:K05982	elu:UM146_16675
ko:K01599	elu:UM146_16680
ko:K03426	elu:UM146_16685
ko:K07740	elu:UM146_16690
ko:K03147	elu:UM146_16695
ko:K00788	elu:UM146_16700
ko:K03154	elu:UM146_16710
ko:K03149	elu:UM146_16715
ko:K03150	elu:UM146_16720
ko:K03046	elu:UM146_16725
ko:K03043	elu:UM146_16730
ko:K09994	elu:UM146_20700
ko:K05774	elu:UM146_20705
ko:K06162	elu:UM146_20710
ko:K05780	elu:UM146_20715
ko:K05781	elu:UM146_20720
ko:K06163	elu:UM146_20725
ko:K06164	elu:UM146_20730
ko:K06165	elu:UM146_20735
ko:K06166	elu:UM146_20740
ko:K02043	elu:UM146_20745
ko:K02042	elu:UM146_20750
ko:K02044	elu:UM146_20755
ko:K02041	elu:UM146_20760
ko:K06193	elu:UM146_20775
ko:K03762	elu:UM146_20790
ko:K07643	elu:UM146_20795
ko:K03760	elu:UM146_20805
ko:K03759	elu:UM146_20810
ko:K03755	elu:UM146_20815
ko:K01584	elu:UM146_20820
ko:K07406	elu:UM146_20835
ko:K08984	elu:UM146_20840
ko:K01676	elu:UM146_20845
ko:K07703	elu:UM146_20855
ko:K07701	elu:UM146_20860
ko:K06975	elu:UM146_20870
ko:K04567	elu:UM146_20885
ko:K03305	elu:UM146_20890
ko:K03765	elu:UM146_20905
ko:K04084	elu:UM146_20920
ko:K03926	elu:UM146_20925
ko:K07791	elu:UM146_20930
ko:K01744	elu:UM146_20935
ko:K07113	elu:UM146_20940
ko:K02507	elu:UM146_17010
ko:K12291	elu:UM146_17015
ko:K12290	elu:UM146_17020
ko:K12289	elu:UM146_17025
ko:K12288	elu:UM146_17030
ko:K05366	elu:UM146_17035
ko:K08312	elu:UM146_17040
ko:K04762	elu:UM146_17055
ko:K04083	elu:UM146_17060
ko:K01610	elu:UM146_17070
ko:K07638	elu:UM146_17075
ko:K07659	elu:UM146_17080
ko:K04760	elu:UM146_17085
ko:K06959	elu:UM146_17090
ko:K04758	elu:UM146_17095
ko:K04759	elu:UM146_17100
ko:K07490	elu:UM146_17105
ko:K02170	elu:UM146_17120
ko:K07400	elu:UM146_17130
ko:K06155	elu:UM146_17135
ko:K00705	elu:UM146_17140
ko:K00688	elu:UM146_17145
ko:K03556	elu:UM146_17150
ko:K14415	elu:UM146_17160
ko:K14414	elu:UM146_17165
ko:K02444	elu:UM146_17170
ko:K02439	elu:UM146_17180
ko:K00111	elu:UM146_17185
ko:K07347	elu:UM146_17230
ko:K00688	elu:UM146_17245
ko:K00703	elu:UM146_17250
ko:K00975	elu:UM146_17255
ko:K03078	elu:UM146_21220
ko:K02990	elu:UM146_21240
ko:K02686	elu:UM146_21245
ko:K02963	elu:UM146_21250
ko:K02939	elu:UM146_21255
ko:K07154	elu:UM146_21265
ko:K08191	elu:UM146_21270
ko:K07269	elu:UM146_21315
ko:K03773	elu:UM146_21320
ko:K11737	elu:UM146_21325
ko:K07322	elu:UM146_21330
ko:K07109	elu:UM146_21360
ko:K07278	elu:UM146_21380
ko:K09800	elu:UM146_21385
ko:K02057	elu:UM146_21410
ko:K02057	elu:UM146_21415
ko:K03841	elu:UM146_21420
ko:K02558	elu:UM146_21425
ko:K09889	elu:UM146_21430
ko:K03592	elu:UM146_21435
ko:K15536	elu:UM146_21440
ko:K02818	elu:UM146_21465
ko:K02819	elu:UM146_21465
ko:K03485	elu:UM146_21470
ko:K01531	elu:UM146_21475
ko:K03565	elu:UM146_03100
ko:K01872	elu:UM146_03110
ko:K03563	elu:UM146_03115
ko:K01919	elu:UM146_03135
ko:K07173	elu:UM146_03140
ko:K03446	elu:UM146_03155
ko:K03543	elu:UM146_03160
ko:K15974	elu:UM146_03165
ko:K02002	elu:UM146_03185
ko:K02001	elu:UM146_03190
ko:K02000	elu:UM146_03195
ko:K00375	elu:UM146_03225
ko:K15735	elu:UM146_03270
ko:K11735	elu:UM146_03275
ko:K15736	elu:UM146_03290
ko:K15737	elu:UM146_03295
ko:K07781	elu:UM146_07430
ko:K02421	elu:UM146_07435
ko:K02420	elu:UM146_07440
ko:K02419	elu:UM146_07445
ko:K02418	elu:UM146_07450
ko:K02417	elu:UM146_07455
ko:K02416	elu:UM146_07460
ko:K02415	elu:UM146_07465
ko:K02413	elu:UM146_07475
ko:K02412	elu:UM146_07480
ko:K02411	elu:UM146_07485
ko:K02410	elu:UM146_07490
ko:K02409	elu:UM146_07495
ko:K02408	elu:UM146_07500
ko:K07112	elu:UM146_07535
ko:K02423	elu:UM146_07550
ko:K02422	elu:UM146_07555
ko:K02407	elu:UM146_07560
ko:K02406	elu:UM146_07565
ko:K02405	elu:UM146_07570
ko:K02425	elu:UM146_07575
ko:K02424	elu:UM146_07580
ko:K10009	elu:UM146_07590
ko:K10010	elu:UM146_07595
ko:K07689	elu:UM146_07610
ko:K03703	elu:UM146_07615
ko:K00995	elu:UM146_07620
ko:K07039	elu:UM146_07625
ko:K03834	elu:UM146_07630
ko:K02217	elu:UM146_07645
ko:K02255	elu:UM146_07660
ko:K10537	elu:UM146_07665
ko:K10539	elu:UM146_07670
ko:K10538	elu:UM146_07675
ko:K00697	elu:UM146_07680
ko:K03885	elu:UM146_11780
ko:K07000	elu:UM146_11785
ko:K01207	elu:UM146_11790
ko:K07251	elu:UM146_11795
ko:K07337	elu:UM146_11800
ko:K03424	elu:UM146_11825
ko:K02341	elu:UM146_11830
ko:K00943	elu:UM146_11835
ko:K07082	elu:UM146_11840
ko:K09458	elu:UM146_11850
ko:K02078	elu:UM146_11855
ko:K00645	elu:UM146_11865
ko:K00648	elu:UM146_11870
ko:K03621	elu:UM146_11875
ko:K02911	elu:UM146_11880
ko:K07040	elu:UM146_11885
ko:K08300	elu:UM146_11905
ko:K02397	elu:UM146_11910
ko:K02396	elu:UM146_11915
ko:K02395	elu:UM146_11920
ko:K02394	elu:UM146_11925
ko:K02393	elu:UM146_11930
ko:K02392	elu:UM146_11935
ko:K02391	elu:UM146_11940
ko:K02390	elu:UM146_11945
ko:K02389	elu:UM146_11950
ko:K02388	elu:UM146_11955
ko:K02387	elu:UM146_11960
ko:K02386	elu:UM146_11965
ko:K02398	elu:UM146_11970
ko:K02399	elu:UM146_11975
ko:K03980	elu:UM146_11980
ko:K09915	elu:UM146_11995
ko:K03790	elu:UM146_12000
ko:K08162	elu:UM146_12005
ko:K03675	elu:UM146_12010
ko:K00147	elu:UM146_16000
ko:K00931	elu:UM146_16005
ko:K11926	elu:UM146_16015
ko:K11750	elu:UM146_16020
ko:K02839	elu:UM146_16035
ko:K02346	elu:UM146_16060
ko:K02557	elu:UM146_16065
ko:K02400	elu:UM146_16070
ko:K03271	elu:UM146_16095
ko:K11903	elu:UM146_16160
ko:K11901	elu:UM146_16165
ko:K11900	elu:UM146_16170
ko:K11905	elu:UM146_16175
ko:K11896	elu:UM146_16180
ko:K11895	elu:UM146_16185
ko:K11906	elu:UM146_16195
ko:K11893	elu:UM146_16200
ko:K11892	elu:UM146_16205
ko:K11907	elu:UM146_16210
ko:K11909	elu:UM146_16215
ko:K11910	elu:UM146_16220
ko:K11891	elu:UM146_16225
ko:K03324	elu:UM146_20175
ko:K05995	elu:UM146_20180
ko:K02815	elu:UM146_20195
ko:K02814	elu:UM146_20200
ko:K02813	elu:UM146_20205
ko:K02812	elu:UM146_20210
ko:K06182	elu:UM146_20225
ko:K00928	elu:UM146_20235
ko:K01810	elu:UM146_20240
ko:K13256	elu:UM146_20270
ko:K02024	elu:UM146_20300
ko:K05775	elu:UM146_20305
ko:K03181	elu:UM146_20310
ko:K03179	elu:UM146_20315
ko:K00631	elu:UM146_20320
ko:K00901	elu:UM146_20325
ko:K01356	elu:UM146_20330
ko:K03327	elu:UM146_20335
ko:K09823	elu:UM146_20345
ko:K05539	elu:UM146_20350
ko:K02529	elu:UM146_20385
ko:K01775	elu:UM146_20395
ko:K03811	elu:UM146_20400
ko:K00832	elu:UM146_20410
ko:K00164	elu:UM146_20415
ko:K00658	elu:UM146_20420
ko:K00382	elu:UM146_20425
ko:K01903	elu:UM146_20430
ko:K01902	elu:UM146_20435
ko:K02003	elu:UM146_24666
ko:K07230	elu:UM146_24686
ko:K00348	elu:UM146_24691
ko:K14744	elu:UM146_11455
ko:K01766	elu:UM146_02515
ko:K06968	elu:UM146_02535
ko:K02430	elu:UM146_02540
ko:K02431	elu:UM146_02545
ko:K01818	elu:UM146_02555
ko:K02429	elu:UM146_02560
ko:K01628	elu:UM146_02565
ko:K00048	elu:UM146_02570
ko:K01146	elu:UM146_02575
ko:K01752	elu:UM146_02580
ko:K03837	elu:UM146_02585
ko:K06966	elu:UM146_02590
ko:K06879	elu:UM146_02595
ko:K15723	elu:UM146_02600
ko:K06175	elu:UM146_02615
ko:K13918	elu:UM146_02630
ko:K01706	elu:UM146_02635
ko:K07678	elu:UM146_02640
ko:K03215	elu:UM146_02645
ko:K01937	elu:UM146_02670
ko:K01689	elu:UM146_02675
ko:K06872	elu:UM146_02680
ko:K06872	elu:UM146_02685
ko:K06872	elu:UM146_02690
ko:K03744	elu:UM146_02695
ko:K10026	elu:UM146_02700
ko:K00313	elu:UM146_02760
ko:K01737	elu:UM146_02765
ko:K00381	elu:UM146_02775
ko:K00390	elu:UM146_02780
ko:K09612	elu:UM146_02790
ko:K00957	elu:UM146_02795
ko:K00860	elu:UM146_02805
ko:K09936	elu:UM146_06955
ko:K02231	elu:UM146_07035
ko:K02233	elu:UM146_07040
ko:K00768	elu:UM146_07045
