ko:K02495	seni:CY43_20935
ko:K06203	seni:CY43_12995
ko:K01738	seni:CY43_13000
ko:K02784	seni:CY43_13010
ko:K08483	seni:CY43_13015
ko:K00868	seni:CY43_13030
ko:K12339	seni:CY43_13055
ko:K02045	seni:CY43_13060
ko:K02047	seni:CY43_13065
ko:K02046	seni:CY43_13070
ko:K02048	seni:CY43_13075
ko:K07223	seni:CY43_13085
ko:K01448	seni:CY43_13105
ko:K00228	seni:CY43_13110
ko:K03186	seni:CY43_15245
ko:K03087	seni:CY43_15260
ko:K06194	seni:CY43_15265
ko:K00573	seni:CY43_15270
ko:K03787	seni:CY43_15275
ko:K06176	seni:CY43_15280
ko:K01770	seni:CY43_15285
ko:K00991	seni:CY43_15290
ko:K05589	seni:CY43_15295
ko:K00860	seni:CY43_15305
ko:K00956	seni:CY43_15310
ko:K00957	seni:CY43_15315
ko:K09612	seni:CY43_15320
ko:K07012	seni:CY43_15360
ko:K13739	seni:CY43_15365
ko:K00390	seni:CY43_15370
ko:K02192	seni:CY43_17915
ko:K02358	seni:CY43_17920
ko:K02355	seni:CY43_17925
ko:K02992	seni:CY43_17930
ko:K02950	seni:CY43_17935
ko:K07237	seni:CY43_17940
ko:K07236	seni:CY43_17945
ko:K07235	seni:CY43_17950
ko:K03772	seni:CY43_17960
ko:K03745	seni:CY43_17965
ko:K03775	seni:CY43_17970
ko:K07070	seni:CY43_17975
ko:K11747	seni:CY43_17980
ko:K06158	seni:CY43_17990
ko:K07019	seni:CY43_18005
ko:K09898	seni:CY43_18010
ko:K00855	seni:CY43_18015
ko:K07397	seni:CY43_18020
ko:K10914	seni:CY43_18025
ko:K01664	seni:CY43_18040
ko:K04095	seni:CY43_18045
ko:K03767	seni:CY43_18055
ko:K06141	seni:CY43_18060
ko:K00362	seni:CY43_18065
ko:K00363	seni:CY43_18070
ko:K02598	seni:CY43_18075
ko:K02302	seni:CY43_18080
ko:K12516	seni:CY43_18085
ko:K07491	seni:CY43_18090
ko:K01867	seni:CY43_18100
ko:K01091	seni:CY43_18105
ko:K01783	seni:CY43_18110
ko:K03112	seni:CY43_18120
ko:K01735	seni:CY43_18125
ko:K00891	seni:CY43_18130
ko:K02507	seni:CY43_18135
ko:K12291	seni:CY43_18140
ko:K12290	seni:CY43_18145
ko:K12289	seni:CY43_18150
ko:K07700	seni:CY43_00260
ko:K01572	seni:CY43_00265
ko:K01573	seni:CY43_00275
ko:K01910	seni:CY43_00285
ko:K01646	seni:CY43_00290
ko:K01644	seni:CY43_00295
ko:K01643	seni:CY43_00300
ko:K05964	seni:CY43_00305
ko:K05966	seni:CY43_00310
ko:K00215	seni:CY43_00315
ko:K01956	seni:CY43_00325
ko:K01955	seni:CY43_00330
ko:K08277	seni:CY43_00335
ko:K08279	seni:CY43_00340
ko:K08299	seni:CY43_00345
ko:K02182	seni:CY43_00350
ko:K08298	seni:CY43_00355
ko:K08297	seni:CY43_00360
ko:K05245	seni:CY43_00365
ko:K03521	seni:CY43_00375
ko:K03522	seni:CY43_00380
ko:K00313	seni:CY43_00385
ko:K03855	seni:CY43_00390
ko:K08368	seni:CY43_00395
ko:K11746	seni:CY43_00420
ko:K01525	seni:CY43_00435
ko:K06195	seni:CY43_00440
ko:K02528	seni:CY43_00445
ko:K00097	seni:CY43_00450
ko:K03771	seni:CY43_00455
ko:K04744	seni:CY43_00460
ko:K05801	seni:CY43_00465
ko:K06177	seni:CY43_00470
ko:K03580	seni:CY43_00475
ko:K02336	seni:CY43_00480
ko:K01804	seni:CY43_00500
ko:K00853	seni:CY43_00505
ko:K02099	seni:CY43_00510
ko:K02062	seni:CY43_00520
ko:K02063	seni:CY43_00525
ko:K02064	seni:CY43_00530
ko:K11925	seni:CY43_00535
ko:K07308	seni:CY43_04945
ko:K08219	seni:CY43_04950
ko:K04069	seni:CY43_04960
ko:K00656	seni:CY43_04975
ko:K06212	seni:CY43_04980
ko:K09136	seni:CY43_04985
ko:K00831	seni:CY43_04995
ko:K00800	seni:CY43_05000
ko:K07387	seni:CY43_05005
ko:K00945	seni:CY43_05010
ko:K02945	seni:CY43_05015
ko:K05788	seni:CY43_05020
ko:K02238	seni:CY43_05025
ko:K11085	seni:CY43_05030
ko:K00912	seni:CY43_05035
ko:K09927	seni:CY43_05040
ko:K09791	seni:CY43_05045
ko:K00979	seni:CY43_05050
ko:K06219	seni:CY43_05065
ko:K03633	seni:CY43_05070
ko:K03804	seni:CY43_05075
ko:K03632	seni:CY43_05080
ko:K00813	seni:CY43_05100
ko:K09476	seni:CY43_05105
ko:K01893	seni:CY43_05110
ko:K01751	seni:CY43_05125
ko:K00763	seni:CY43_05135
ko:K10762	seni:CY43_05195
ko:K03971	seni:CY43_08620
ko:K03970	seni:CY43_08630
ko:K03969	seni:CY43_08635
ko:K03974	seni:CY43_08640
ko:K00208	seni:CY43_08680
ko:K01147	seni:CY43_08690
ko:K14051	seni:CY43_08695
ko:K04062	seni:CY43_08710
ko:K02189	seni:CY43_10955
ko:K05936	seni:CY43_10960
ko:K02191	seni:CY43_10965
ko:K03399	seni:CY43_10970
ko:K02188	seni:CY43_10975
ko:K06042	seni:CY43_10980
ko:K02227	seni:CY43_10985
ko:K02224	seni:CY43_10990
ko:K13919	seni:CY43_11020
ko:K13920	seni:CY43_11025
ko:K13923	seni:CY43_11050
ko:K13922	seni:CY43_11070
ko:K13921	seni:CY43_11075
ko:K04031	seni:CY43_11090
ko:K12945	seni:CY43_13240
ko:K07674	seni:CY43_13255
ko:K01439	seni:CY43_13270
ko:K06957	seni:CY43_13280
ko:K07054	seni:CY43_13285
ko:K01923	seni:CY43_13290
ko:K07287	seni:CY43_13295
ko:K01714	seni:CY43_13300
ko:K03567	seni:CY43_13305
ko:K03564	seni:CY43_13310
ko:K07491	seni:CY43_13320
ko:K00537	seni:CY43_13335
ko:K10763	seni:CY43_13340
ko:K02824	seni:CY43_13345
ko:K00761	seni:CY43_13350
ko:K01933	seni:CY43_13355
ko:K11175	seni:CY43_13360
ko:K00937	seni:CY43_13365
ko:K01524	seni:CY43_13370
ko:K00048	seni:CY43_15510
ko:K01628	seni:CY43_15515
ko:K02429	seni:CY43_15520
ko:K01818	seni:CY43_15525
ko:K00879	seni:CY43_15530
ko:K02431	seni:CY43_15535
ko:K02430	seni:CY43_15540
ko:K06968	seni:CY43_15545
ko:K03566	seni:CY43_15555
ko:K01766	seni:CY43_15565
ko:K02426	seni:CY43_15570
ko:K08304	seni:CY43_15585
ko:K01448	seni:CY43_15600
ko:K14682	seni:CY43_15605
ko:K03581	seni:CY43_15610
ko:K03582	seni:CY43_15615
ko:K01407	seni:CY43_15620
ko:K03583	seni:CY43_15625
ko:K02681	seni:CY43_15630
ko:K02680	seni:CY43_15640
ko:K02679	seni:CY43_15645
ko:K05813	seni:CY43_18475
ko:K07341	seni:CY43_18480
ko:K01996	seni:CY43_18490
ko:K01995	seni:CY43_18495
ko:K01998	seni:CY43_18500
ko:K01997	seni:CY43_18505
ko:K01999	seni:CY43_18510
ko:K01999	seni:CY43_18520
ko:K03089	seni:CY43_18525
ko:K09811	seni:CY43_18530
ko:K09812	seni:CY43_18535
ko:K03110	seni:CY43_18540
ko:K08316	seni:CY43_18545
ko:K08993	seni:CY43_18550
ko:K01534	seni:CY43_18565
ko:K03406	seni:CY43_18570
ko:K04085	seni:CY43_18575
ko:K09125	seni:CY43_18580
ko:K06133	seni:CY43_18600
ko:K07722	seni:CY43_18605
ko:K13926	seni:CY43_18615
ko:K01993	seni:CY43_18620
ko:K07007	seni:CY43_18625
ko:K16322	seni:CY43_18630
ko:K06144	seni:CY43_18635
ko:K06149	seni:CY43_18640
ko:K03305	seni:CY43_18645
ko:K15984	seni:CY43_18650
ko:K01414	seni:CY43_18655
ko:K07115	seni:CY43_18665
ko:K00383	seni:CY43_18670
ko:K01424	seni:CY43_18675
ko:K07792	seni:CY43_18680
ko:K03710	seni:CY43_18695
ko:K01194	seni:CY43_18700
ko:K07058	seni:CY43_18725
ko:K07290	seni:CY43_18735
ko:K00874	seni:CY43_18745
ko:K06606	seni:CY43_23070
ko:K03338	seni:CY43_23080
ko:K00010	seni:CY43_23095
ko:K06606	seni:CY43_23105
ko:K06605	seni:CY43_23110
ko:K09889	seni:CY43_23115
ko:K03592	seni:CY43_23120
ko:K15536	seni:CY43_23125
ko:K01465	seni:CY43_23155
ko:K01042	seni:CY43_23160
ko:K01226	seni:CY43_23195
ko:K03485	seni:CY43_23205
ko:K01531	seni:CY43_23210
ko:K09022	seni:CY43_23220
ko:K00610	seni:CY43_23225
ko:K00609	seni:CY43_23230
ko:K00611	seni:CY43_23255
ko:K00926	seni:CY43_23260
ko:K01478	seni:CY43_23265
ko:K00611	seni:CY43_23275
ko:K09893	seni:CY43_23280
ko:K06169	seni:CY43_23285
ko:K03828	seni:CY43_23295
ko:K01873	seni:CY43_23305
ko:K02339	seni:CY43_23310
ko:K01255	seni:CY43_23315
ko:K07091	seni:CY43_23320
ko:K11720	seni:CY43_23325
ko:K06146	seni:CY43_23335
ko:K06157	seni:CY43_23340
ko:K00046	seni:CY43_23345
ko:K00098	seni:CY43_23350
ko:K00851	seni:CY43_23355
ko:K12957	seni:CY43_23360
ko:K08093	seni:CY43_14395
ko:K08094	seni:CY43_14400
ko:K08325	seni:CY43_16490
ko:K06221	seni:CY43_16495
ko:K03319	seni:CY43_16500
ko:K00655	seni:CY43_16540
ko:K02621	seni:CY43_16545
ko:K13652	seni:CY43_16550
ko:K07666	seni:CY43_16560
ko:K07645	seni:CY43_16565
ko:K03923	seni:CY43_16570
ko:K02622	seni:CY43_16580
ko:K07000	seni:CY43_16585
ko:K03651	seni:CY43_16590
ko:K09920	seni:CY43_16595
ko:K01515	seni:CY43_16600
ko:K12340	seni:CY43_16605
ko:K02521	seni:CY43_20470
ko:K00053	seni:CY43_20475
ko:K03769	seni:CY43_20480
ko:K03656	seni:CY43_20490
ko:K01524	seni:CY43_20495
ko:K03732	seni:CY43_20500
ko:K03671	seni:CY43_20505
ko:K03628	seni:CY43_20510
ko:K02851	seni:CY43_20515
ko:K05790	seni:CY43_20520
ko:K01791	seni:CY43_20525
ko:K02472	seni:CY43_20530
ko:K16704	seni:CY43_20545
ko:K02805	seni:CY43_20550
ko:K16693	seni:CY43_20555
ko:K12582	seni:CY43_20560
ko:K02853	seni:CY43_20565
ko:K02852	seni:CY43_20570
ko:K02498	seni:CY43_20600
ko:K02496	seni:CY43_20605
ko:K01719	seni:CY43_20610
ko:K01749	seni:CY43_20615
ko:K05851	seni:CY43_20620
ko:K06202	seni:CY43_20635
ko:K01778	seni:CY43_20655
ko:K09921	seni:CY43_20660
ko:K03733	seni:CY43_20665
ko:K03657	seni:CY43_20675
ko:K03284	seni:CY43_20680
ko:K05786	seni:CY43_20695
ko:K01058	seni:CY43_20705
ko:K03654	seni:CY43_20710
ko:K05835	seni:CY43_20715
ko:K05834	seni:CY43_20720
ko:K01048	seni:CY43_20725
ko:K03576	seni:CY43_20740
ko:K00549	seni:CY43_20745
ko:K06871	seni:CY43_20755
ko:K12288	seni:CY43_18155
ko:K05366	seni:CY43_18160
ko:K08312	seni:CY43_18165
ko:K04762	seni:CY43_18180
ko:K04083	seni:CY43_18185
ko:K09474	seni:CY43_22520
ko:K04084	seni:CY43_22550
ko:K03926	seni:CY43_22555
ko:K07791	seni:CY43_22560
ko:K01744	seni:CY43_22565
ko:K07113	seni:CY43_22570
ko:K16263	seni:CY43_22575
ko:K04078	seni:CY43_22580
ko:K04077	seni:CY43_22585
ko:K02356	seni:CY43_22605
ko:K16347	seni:CY43_22610
ko:K16348	seni:CY43_22615
ko:K03098	seni:CY43_22630
ko:K00247	seni:CY43_22635
ko:K00246	seni:CY43_22640
ko:K00245	seni:CY43_22645
ko:K00244	seni:CY43_22650
ko:K04568	seni:CY43_22655
ko:K01613	seni:CY43_22675
ko:K06949	seni:CY43_22680
ko:K13288	seni:CY43_22685
ko:K09996	seni:CY43_22690
ko:K17758	seni:CY43_22715
ko:K17759	seni:CY43_22715
ko:K06925	seni:CY43_22720
ko:K01448	seni:CY43_22725
ko:K03572	seni:CY43_22730
ko:K00791	seni:CY43_22735
ko:K03666	seni:CY43_22740
ko:K03665	seni:CY43_22745
ko:K04088	seni:CY43_22750
ko:K04087	seni:CY43_22755
ko:K09937	seni:CY43_22760
ko:K01939	seni:CY43_22765
ko:K13771	seni:CY43_22770
ko:K12573	seni:CY43_22775
ko:K03218	seni:CY43_22780
ko:K09980	seni:CY43_22785
ko:K20861	seni:CY43_04645
ko:K09710	seni:CY43_03495
ko:K02226	seni:CY43_03505
ko:K04720	seni:CY43_03510
ko:K00969	seni:CY43_03515
ko:K02340	seni:CY43_03520
ko:K03643	seni:CY43_03525
ko:K01869	seni:CY43_03530
ko:K16849	seni:CY43_03535
ko:K16850	seni:CY43_03540
ko:K04045	seni:CY43_03585
ko:K01250	seni:CY43_03595
ko:K10004	seni:CY43_03600
ko:K10002	seni:CY43_03605
ko:K10003	seni:CY43_03610
ko:K10001	seni:CY43_03615
ko:K03820	seni:CY43_03620
ko:K06189	seni:CY43_03625
ko:K07042	seni:CY43_03630
ko:K06168	seni:CY43_03640
ko:K03184	seni:CY43_03645
ko:K01953	seni:CY43_03690
ko:K02566	seni:CY43_03695
ko:K02565	seni:CY43_03700
ko:K01443	seni:CY43_03705
ko:K02564	seni:CY43_03710
ko:K02802	seni:CY43_03715
ko:K02803	seni:CY43_03715
ko:K02804	seni:CY43_03715
ko:K01886	seni:CY43_03720
ko:K03288	seni:CY43_03735
ko:K13795	seni:CY43_03740
ko:K13796	seni:CY43_03745
ko:K13794	seni:CY43_03750
ko:K03711	seni:CY43_03755
ko:K03839	seni:CY43_03760
ko:K00121	seni:CY43_08305
ko:K02030	seni:CY43_08335
ko:K02029	seni:CY43_08340
ko:K02028	seni:CY43_08345
ko:K02029	seni:CY43_08350
ko:K12262	seni:CY43_08370
ko:K03578	seni:CY43_08380
ko:K01118	seni:CY43_08385
ko:K09978	seni:CY43_08395
ko:K03778	seni:CY43_08410
ko:K03737	seni:CY43_08425
ko:K14061	seni:CY43_08435
ko:K14058	seni:CY43_08455
ko:K05591	seni:CY43_08460
ko:K16074	seni:CY43_08465
ko:K00567	seni:CY43_08480
ko:K14055	seni:CY43_08490
ko:K16052	seni:CY43_08500
ko:K09903	seni:CY43_01095
ko:K02838	seni:CY43_01100
ko:K00099	seni:CY43_01105
ko:K00806	seni:CY43_01110
ko:K00981	seni:CY43_01115
ko:K11749	seni:CY43_01120
ko:K07277	seni:CY43_01125
ko:K06142	seni:CY43_01130
ko:K02536	seni:CY43_01135
ko:K02372	seni:CY43_01140
ko:K00677	seni:CY43_01145
ko:K00748	seni:CY43_01150
ko:K03470	seni:CY43_01155
ko:K02337	seni:CY43_01160
ko:K01962	seni:CY43_01165
ko:K08234	seni:CY43_01180
ko:K04075	seni:CY43_01185
ko:K15034	seni:CY43_01205
ko:K06079	seni:CY43_01210
ko:K01881	seni:CY43_01215
ko:K06080	seni:CY43_01225
ko:K02073	seni:CY43_01230
ko:K02072	seni:CY43_01235
ko:K02071	seni:CY43_01240
ko:K03273	seni:CY43_01245
ko:K06222	seni:CY43_01280
ko:K08307	seni:CY43_01305
ko:K01069	seni:CY43_01310
ko:K03469	seni:CY43_01320
ko:K02342	seni:CY43_01325
ko:K11902	seni:CY43_01335
ko:K11895	seni:CY43_01340
ko:K11897	seni:CY43_01350
ko:K11898	seni:CY43_01355
ko:K11907	seni:CY43_01365
ko:K11901	seni:CY43_01370
ko:K11900	seni:CY43_01375
ko:K04337	seni:CY43_05825
ko:K04335	seni:CY43_05835
ko:K04334	seni:CY43_05840
ko:K11941	seni:CY43_05860
ko:K03670	seni:CY43_05865
ko:K03669	seni:CY43_05870
ko:K12147	seni:CY43_05880
ko:K08161	seni:CY43_05885
ko:K02517	seni:CY43_05890
ko:K07146	seni:CY43_05895
ko:K02846	seni:CY43_05915
ko:K12148	seni:CY43_05920
ko:K12149	seni:CY43_05925
ko:K01465	seni:CY43_05930
ko:K03675	seni:CY43_05940
ko:K18139	seni:CY43_02075
ko:K07213	seni:CY43_02100
ko:K08178	seni:CY43_02105
ko:K07316	seni:CY43_02110
ko:K00425	seni:CY43_02120
ko:K00426	seni:CY43_02125
ko:K02014	seni:CY43_02140
ko:K03329	seni:CY43_02145
ko:K02688	seni:CY43_02155
ko:K03417	seni:CY43_02160
ko:K01659	seni:CY43_02165
ko:K01720	seni:CY43_02170
ko:K01908	seni:CY43_02175
ko:K01698	seni:CY43_02180
ko:K17938	seni:CY43_02200
ko:K01921	seni:CY43_02225
ko:K08161	seni:CY43_02235
ko:K00286	seni:CY43_02255
ko:K09768	seni:CY43_02260
ko:K00891	seni:CY43_02265
ko:K14591	seni:CY43_02275
ko:K09913	seni:CY43_02280
ko:K03554	seni:CY43_02285
ko:K00847	seni:CY43_02290
ko:K03547	seni:CY43_02305
ko:K07657	seni:CY43_02315
ko:K07636	seni:CY43_02320
ko:K07491	seni:CY43_02325
ko:K03311	seni:CY43_02330
ko:K11736	seni:CY43_02335
ko:K01187	seni:CY43_02340
ko:K03490	seni:CY43_06695
ko:K03478	seni:CY43_06705
ko:K07491	seni:CY43_06710
ko:K03781	seni:CY43_06715
ko:K15722	seni:CY43_06720
ko:K06956	seni:CY43_06725
ko:K07038	seni:CY43_06730
ko:K16370	seni:CY43_06755
ko:K07283	seni:CY43_06760
ko:K09953	seni:CY43_06765
ko:K01173	seni:CY43_06775
ko:K01868	seni:CY43_06785
ko:K02520	seni:CY43_06790
ko:K02916	seni:CY43_06795
ko:K02887	seni:CY43_06800
ko:K01889	seni:CY43_06805
ko:K01890	seni:CY43_06810
ko:K04764	seni:CY43_06815
ko:K06073	seni:CY43_06820
ko:K00432	seni:CY43_06825
ko:K06074	seni:CY43_06830
ko:K08997	seni:CY43_06845
ko:K01626	seni:CY43_06855
ko:K09773	seni:CY43_06860
ko:K00313	seni:CY43_06885
ko:K03785	seni:CY43_06915
ko:K05887	seni:CY43_06920
ko:K06956	seni:CY43_06960
ko:K05997	seni:CY43_06965
ko:K09014	seni:CY43_06970
ko:K09013	seni:CY43_06975
ko:K09015	seni:CY43_06980
ko:K07245	seni:CY43_09890
ko:K07156	seni:CY43_09895
ko:K10857	seni:CY43_09910
ko:K01354	seni:CY43_09915
ko:K02568	seni:CY43_12110
ko:K02574	seni:CY43_12115
ko:K02573	seni:CY43_12120
ko:K02567	seni:CY43_12125
ko:K02572	seni:CY43_12135
ko:K08276	seni:CY43_12140
ko:K06159	seni:CY43_12145
ko:K03919	seni:CY43_12150
ko:K10778	seni:CY43_12155
ko:K03734	seni:CY43_12160
ko:K09475	seni:CY43_12165
ko:K07676	seni:CY43_12170
ko:K07687	seni:CY43_12175
ko:K07677	seni:CY43_12180
ko:K02469	seni:CY43_12185
ko:K00568	seni:CY43_12205
ko:K11107	seni:CY43_12220
ko:K01126	seni:CY43_12235
ko:K02445	seni:CY43_12240
ko:K00111	seni:CY43_12245
ko:K06859	seni:CY43_14405
ko:K02406	seni:CY43_14490
ko:K07017	seni:CY43_14515
ko:K09933	seni:CY43_10805
ko:K07126	seni:CY43_10840
ko:K01241	seni:CY43_10860
ko:K00768	seni:CY43_10895
ko:K02231	seni:CY43_10905
ko:K02232	seni:CY43_10910
ko:K02006	seni:CY43_10915
ko:K02008	seni:CY43_10920
ko:K02009	seni:CY43_10925
ko:K02007	seni:CY43_10930
ko:K03394	seni:CY43_10935
ko:K02190	seni:CY43_10940
ko:K05895	seni:CY43_10945
ko:K01951	seni:CY43_13040
ko:K04033	seni:CY43_13125
ko:K04025	seni:CY43_13130
ko:K04026	seni:CY43_13135
ko:K03736	seni:CY43_13140
ko:K03735	seni:CY43_13145
ko:K04019	seni:CY43_13150
ko:K04023	seni:CY43_13155
ko:K04022	seni:CY43_13160
ko:K04024	seni:CY43_13165
ko:K04021	seni:CY43_13170
ko:K04027	seni:CY43_13180
ko:K04020	seni:CY43_13185
ko:K04032	seni:CY43_13190
ko:K04030	seni:CY43_13195
ko:K04029	seni:CY43_13200
ko:K04031	seni:CY43_13205
ko:K07491	seni:CY43_13210
ko:K00029	seni:CY43_13215
ko:K00616	seni:CY43_13220
ko:K00615	seni:CY43_13225
ko:K15342	seni:CY43_15330
ko:K00381	seni:CY43_15375
ko:K00380	seni:CY43_15380
ko:K01737	seni:CY43_15385
ko:K06897	seni:CY43_15390
ko:K10026	seni:CY43_15395
ko:K01689	seni:CY43_15400
ko:K01937	seni:CY43_15405
ko:K04765	seni:CY43_15410
ko:K00951	seni:CY43_15425
ko:K03215	seni:CY43_15430
ko:K07678	seni:CY43_15435
ko:K00865	seni:CY43_15440
ko:K01706	seni:CY43_15445
ko:K18552	seni:CY43_20075
ko:K08162	seni:CY43_05945
ko:K03790	seni:CY43_05950
ko:K09915	seni:CY43_05955
ko:K03810	seni:CY43_05960
ko:K03980	seni:CY43_05965
ko:K02399	seni:CY43_05970
ko:K02398	seni:CY43_05975
ko:K02386	seni:CY43_05980
ko:K02387	seni:CY43_05985
ko:K02388	seni:CY43_05990
ko:K02389	seni:CY43_05995
ko:K02390	seni:CY43_06000
ko:K02391	seni:CY43_06005
ko:K02392	seni:CY43_06010
ko:K02393	seni:CY43_06015
ko:K02394	seni:CY43_06020
ko:K02395	seni:CY43_06025
ko:K02396	seni:CY43_06030
ko:K02397	seni:CY43_06035
ko:K08300	seni:CY43_06040
ko:K06179	seni:CY43_06045
ko:K07040	seni:CY43_06065
ko:K02911	seni:CY43_06070
ko:K03621	seni:CY43_06075
ko:K00648	seni:CY43_06080
ko:K00645	seni:CY43_06085
ko:K00059	seni:CY43_06090
ko:K02078	seni:CY43_06095
ko:K09458	seni:CY43_06100
ko:K02619	seni:CY43_06105
ko:K03113	seni:CY43_08715
ko:K01591	seni:CY43_08720
ko:K08992	seni:CY43_08730
ko:K01497	seni:CY43_08740
ko:K01681	seni:CY43_08745
ko:K13634	seni:CY43_08760
ko:K03168	seni:CY43_08765
ko:K04774	seni:CY43_08775
ko:K06178	seni:CY43_08790
ko:K07053	seni:CY43_08800
ko:K01657	seni:CY43_08805
ko:K13498	seni:CY43_08815
ko:K01696	seni:CY43_08820
ko:K01695	seni:CY43_08825
ko:K07217	seni:CY43_08845
ko:K07275	seni:CY43_08850
ko:K06940	seni:CY43_08855
ko:K06190	seni:CY43_08865
ko:K04029	seni:CY43_11095
ko:K16651	seni:CY43_11105
ko:K09802	seni:CY43_11110
ko:K07470	seni:CY43_11120
ko:K07258	seni:CY43_11125
ko:K08354	seni:CY43_11130
ko:K08353	seni:CY43_11135
ko:K08352	seni:CY43_11140
ko:K01141	seni:CY43_11150
ko:K00765	seni:CY43_11170
ko:K00013	seni:CY43_11175
ko:K00817	seni:CY43_11180
ko:K01089	seni:CY43_11185
ko:K02501	seni:CY43_11190
ko:K01814	seni:CY43_11195
ko:K02500	seni:CY43_11200
ko:K11755	seni:CY43_11205
ko:K05789	seni:CY43_11210
ko:K00012	seni:CY43_11215
ko:K07491	seni:CY43_11220
ko:K03548	seni:CY43_13325
ko:K01951	seni:CY43_13400
ko:K00088	seni:CY43_13405
ko:K03601	seni:CY43_13410
ko:K13735	seni:CY43_13435
ko:K03977	seni:CY43_13445
ko:K17713	seni:CY43_13450
ko:K01892	seni:CY43_13460
ko:K15539	seni:CY43_13470
ko:K06941	seni:CY43_13475
ko:K00940	seni:CY43_13485
ko:K07308	seni:CY43_13495
ko:K07307	seni:CY43_13500
ko:K07306	seni:CY43_13505
ko:K05367	seni:CY43_13510
ko:K06894	seni:CY43_13515
ko:K01011	seni:CY43_13520
ko:K13292	seni:CY43_15655
ko:K08484	seni:CY43_15660
ko:K08311	seni:CY43_15665
ko:K03573	seni:CY43_15670
ko:K08227	seni:CY43_15690
ko:K05939	seni:CY43_15695
ko:K02529	seni:CY43_15700
ko:K01586	seni:CY43_15710
ko:K02100	seni:CY43_15725
ko:K00065	seni:CY43_15730
ko:K01815	seni:CY43_15735
ko:K00626	seni:CY43_15740
ko:K11103	seni:CY43_18755
ko:K00694	seni:CY43_18780
ko:K07491	seni:CY43_18810
ko:K12372	seni:CY43_18830
ko:K12371	seni:CY43_18835
ko:K12370	seni:CY43_18840
ko:K12369	seni:CY43_18845
ko:K12368	seni:CY43_18850
ko:K12975	seni:CY43_18875
ko:K07347	seni:CY43_18890
ko:K01246	seni:CY43_18910
ko:K03826	seni:CY43_18915
ko:K08351	seni:CY43_18920
ko:K00090	seni:CY43_18930
ko:K07726	seni:CY43_18940
ko:K03704	seni:CY43_18945
ko:K03830	seni:CY43_18965
ko:K01879	seni:CY43_18970
ko:K01878	seni:CY43_18975
ko:K00854	seni:CY43_18995
ko:K01805	seni:CY43_19000
ko:K02529	seni:CY43_19005
ko:K03796	seni:CY43_19010
ko:K01176	seni:CY43_19020
ko:K00835	seni:CY43_19025
ko:K01338	seni:CY43_23385
ko:K04095	seni:CY43_23425
ko:K09982	seni:CY43_23440
ko:K01867	seni:CY43_23475
ko:K06887	seni:CY43_23480
ko:K01779	seni:CY43_23485
ko:K01305	seni:CY43_23495
ko:K00135	seni:CY43_23530
ko:K01154	seni:CY43_23550
ko:K03427	seni:CY43_23555
ko:K01153	seni:CY43_23560
ko:K09824	seni:CY43_14535
ko:K07241	seni:CY43_14550
ko:K07238	seni:CY43_16625
ko:K03673	seni:CY43_16640
ko:K03611	seni:CY43_16645
ko:K02858	seni:CY43_16650
ko:K09806	seni:CY43_16655
ko:K00982	seni:CY43_16685
ko:K18446	seni:CY43_16690
ko:K07184	seni:CY43_16695
ko:K00974	seni:CY43_16700
ko:K06153	seni:CY43_16705
ko:K01633	seni:CY43_16710
ko:K08591	seni:CY43_16715
ko:K01409	seni:CY43_16725
ko:K02970	seni:CY43_16730
ko:K03086	seni:CY43_16740
ko:K03649	seni:CY43_16745
ko:K07229	seni:CY43_16755
ko:K03776	seni:CY43_16770
ko:K01061	seni:CY43_20760
ko:K00757	seni:CY43_20765
ko:K09760	seni:CY43_20770
ko:K03183	seni:CY43_20775
ko:K03690	seni:CY43_20780
ko:K03688	seni:CY43_20785
ko:K03116	seni:CY43_20790
ko:K03117	seni:CY43_20795
ko:K03118	seni:CY43_20800
ko:K03424	seni:CY43_20805
ko:K03182	seni:CY43_20815
ko:K05368	seni:CY43_20820
ko:K01825	seni:CY43_20835
ko:K03498	seni:CY43_20850
ko:K00230	seni:CY43_20855
ko:K03753	seni:CY43_20885
ko:K03752	seni:CY43_20890
ko:K09896	seni:CY43_20895
ko:K03673	seni:CY43_20905
ko:K03978	seni:CY43_20920
ko:K09894	seni:CY43_20930
ko:K07712	seni:CY43_20940
ko:K07708	seni:CY43_20945
ko:K01915	seni:CY43_20950
ko:K06207	seni:CY43_20955
ko:K03292	seni:CY43_20995
ko:K03292	seni:CY43_21000
ko:K15922	seni:CY43_21005
ko:K18479	seni:CY43_21015
ko:K01671	seni:CY43_21020
ko:K08318	seni:CY43_21025
ko:K18478	seni:CY43_21030
ko:K13918	seni:CY43_15450
ko:K03535	seni:CY43_15455
ko:K06175	seni:CY43_15465
ko:K15723	seni:CY43_15480
ko:K06879	seni:CY43_15485
ko:K06966	seni:CY43_15490
ko:K03837	seni:CY43_15495
ko:K01752	seni:CY43_15500
ko:K01146	seni:CY43_15505
ko:K01610	seni:CY43_18195
ko:K07638	seni:CY43_18200
ko:K07659	seni:CY43_18205
ko:K04760	seni:CY43_18210
ko:K06959	seni:CY43_18215
ko:K04758	seni:CY43_18220
ko:K04759	seni:CY43_18225
ko:K07490	seni:CY43_18230
ko:K02170	seni:CY43_18240
ko:K07400	seni:CY43_18250
ko:K06155	seni:CY43_18255
ko:K00705	seni:CY43_18260
ko:K00688	seni:CY43_18265
