ko:K04112	rpt:Rpal_0724
ko:K02601	rpt:Rpal_3693
ko:K03073	rpt:Rpal_3694
ko:K03088	rpt:Rpal_3701
ko:K01588	rpt:Rpal_4654
ko:K01589	rpt:Rpal_4655
ko:K02970	rpt:Rpal_4656
ko:K00325	rpt:Rpal_4660
ko:K00324	rpt:Rpal_4661
ko:K00324	rpt:Rpal_4662
ko:K00666	rpt:Rpal_0814
ko:K00666	rpt:Rpal_0462
ko:K02034	rpt:Rpal_1658
ko:K02033	rpt:Rpal_1659
ko:K02035	rpt:Rpal_1660
ko:K07234	rpt:Rpal_1673
ko:K08226	rpt:Rpal_1680
ko:K03585	rpt:Rpal_1684
ko:K01749	rpt:Rpal_1692
ko:K03405	rpt:Rpal_1693
ko:K01599	rpt:Rpal_1696
ko:K02291	rpt:Rpal_1700
ko:K01740	rpt:Rpal_2593
ko:K01740	rpt:Rpal_2594
ko:K02588	rpt:Rpal_2597
ko:K02585	rpt:Rpal_2598
ko:K02073	rpt:Rpal_2603
ko:K02071	rpt:Rpal_2604
ko:K02072	rpt:Rpal_2605
ko:K01740	rpt:Rpal_2606
ko:K02586	rpt:Rpal_2607
ko:K01620	rpt:Rpal_2609
ko:K03585	rpt:Rpal_2614
ko:K09956	rpt:Rpal_2619
ko:K02014	rpt:Rpal_2620
ko:K03825	rpt:Rpal_2621
ko:K02013	rpt:Rpal_2624
ko:K02015	rpt:Rpal_2625
ko:K02015	rpt:Rpal_2626
ko:K02016	rpt:Rpal_2627
ko:K00526	rpt:Rpal_2638
ko:K00525	rpt:Rpal_2639
ko:K09765	rpt:Rpal_2649
ko:K00549	rpt:Rpal_2650
ko:K02230	rpt:Rpal_2652
ko:K01669	rpt:Rpal_3589
ko:K01714	rpt:Rpal_3603
ko:K04061	rpt:Rpal_3620
ko:K06179	rpt:Rpal_3624
ko:K07478	rpt:Rpal_3636
ko:K02879	rpt:Rpal_3641
ko:K03040	rpt:Rpal_3642
ko:K02948	rpt:Rpal_3643
ko:K02952	rpt:Rpal_3644
ko:K00939	rpt:Rpal_3646
ko:K03076	rpt:Rpal_3647
ko:K02876	rpt:Rpal_3648
ko:K02907	rpt:Rpal_3649
ko:K02988	rpt:Rpal_3650
ko:K09691	rpt:Rpal_4590
ko:K07305	rpt:Rpal_4603
ko:K01955	rpt:Rpal_4605
ko:K03624	rpt:Rpal_4606
ko:K00384	rpt:Rpal_4609
ko:K02279	rpt:Rpal_4615
ko:K00948	rpt:Rpal_4626
ko:K07576	rpt:Rpal_4627
ko:K01821	rpt:Rpal_4629
ko:K02012	rpt:Rpal_4631
ko:K02011	rpt:Rpal_4632
ko:K01029	rpt:Rpal_4634
ko:K01028	rpt:Rpal_4635
ko:K11074	rpt:Rpal_4637
ko:K11075	rpt:Rpal_4638
ko:K11076	rpt:Rpal_4639
ko:K02050	rpt:Rpal_4641
ko:K02049	rpt:Rpal_4642
ko:K00812	rpt:Rpal_4809
ko:K07006	rpt:Rpal_0754
ko:K05774	rpt:Rpal_0755
ko:K06162	rpt:Rpal_0756
ko:K05780	rpt:Rpal_0757
ko:K05781	rpt:Rpal_0758
ko:K06163	rpt:Rpal_0759
ko:K06164	rpt:Rpal_0760
ko:K06165	rpt:Rpal_0761
ko:K06166	rpt:Rpal_0762
ko:K02043	rpt:Rpal_0763
ko:K02042	rpt:Rpal_0765
ko:K07240	rpt:Rpal_0588
ko:K09456	rpt:Rpal_0592
ko:K00990	rpt:Rpal_0594
ko:K03676	rpt:Rpal_0602
ko:K00928	rpt:Rpal_0608
ko:K08484	rpt:Rpal_0609
ko:K02835	rpt:Rpal_0610
ko:K02493	rpt:Rpal_0611
ko:K09705	rpt:Rpal_0615
ko:K02343	rpt:Rpal_0619
ko:K02164	rpt:Rpal_1639
ko:K02305	rpt:Rpal_1641
ko:K04561	rpt:Rpal_1642
ko:K04748	rpt:Rpal_1643
ko:K02448	rpt:Rpal_1644
ko:K01687	rpt:Rpal_1648
ko:K07010	rpt:Rpal_1649
ko:K03281	rpt:Rpal_1650
ko:K04090	rpt:Rpal_3608
ko:K08738	rpt:Rpal_4215
ko:K11357	rpt:Rpal_2063
ko:K03561	rpt:Rpal_2418
ko:K03561	rpt:Rpal_3697
ko:K03561	rpt:Rpal_3967
ko:K03561	rpt:Rpal_1432
ko:K02116	rpt:Rpal_1055
ko:K02116	rpt:Rpal_0915
ko:K02017	rpt:Rpal_5196
ko:K04063	rpt:Rpal_4674
ko:K07657	rpt:Rpal_5261
ko:K04090	rpt:Rpal_1554
ko:K02018	rpt:Rpal_5197
ko:K02020	rpt:Rpal_5198
ko:K02019	rpt:Rpal_5199
ko:K03737	rpt:Rpal_5202
ko:K00266	rpt:Rpal_5203
ko:K02335	rpt:Rpal_5204
ko:K00762	rpt:Rpal_5205
ko:K00688	rpt:Rpal_5208
ko:K00655	rpt:Rpal_5215
ko:K09811	rpt:Rpal_5217
ko:K09812	rpt:Rpal_5218
ko:K01586	rpt:Rpal_5223
ko:K03522	rpt:Rpal_5231
ko:K03521	rpt:Rpal_5232
ko:K07058	rpt:Rpal_5235
ko:K01247	rpt:Rpal_5238
ko:K07722	rpt:Rpal_5239
ko:K01494	rpt:Rpal_5250
ko:K10764	rpt:Rpal_5251
ko:K06195	rpt:Rpal_5255
ko:K04083	rpt:Rpal_5257
ko:K11443	rpt:Rpal_3542
ko:K00703	rpt:Rpal_0386
ko:K12340	rpt:Rpal_2013
ko:K01259	rpt:Rpal_4151
ko:K12262	rpt:Rpal_2736
ko:K06282	rpt:Rpal_1154
ko:K06137	rpt:Rpal_2159
ko:K06139	rpt:Rpal_2161
ko:K03820	rpt:Rpal_0448
ko:K09386	rpt:Rpal_4327
ko:K16011	rpt:Rpal_3745
ko:K01628	rpt:Rpal_5136
ko:K11752	rpt:Rpal_3006
ko:K11749	rpt:Rpal_3261
ko:K01426	rpt:Rpal_1900
ko:K01426	rpt:Rpal_4149
ko:K01835	rpt:Rpal_1671
ko:K00575	rpt:Rpal_0141
ko:K01790	rpt:Rpal_0121
ko:K00067	rpt:Rpal_0122
ko:K00973	rpt:Rpal_0123
ko:K02025	rpt:Rpal_0131
ko:K02050	rpt:Rpal_0135
ko:K02051	rpt:Rpal_0136
ko:K03408	rpt:Rpal_0143
ko:K03408	rpt:Rpal_0144
ko:K03407	rpt:Rpal_0145
ko:K03413	rpt:Rpal_0146
ko:K07814	rpt:Rpal_0148
ko:K02888	rpt:Rpal_0151
ko:K02899	rpt:Rpal_0152
ko:K00931	rpt:Rpal_0158
ko:K00147	rpt:Rpal_0159
ko:K00969	rpt:Rpal_0160
ko:K09710	rpt:Rpal_0161
ko:K00783	rpt:Rpal_0162
ko:K03797	rpt:Rpal_0164
ko:K09798	rpt:Rpal_0165
ko:K08311	rpt:Rpal_0166
ko:K08311	rpt:Rpal_0169
ko:K02114	rpt:Rpal_0170
ko:K02112	rpt:Rpal_0171
ko:K02115	rpt:Rpal_0172
ko:K02111	rpt:Rpal_0173
ko:K02113	rpt:Rpal_0174
ko:K03642	rpt:Rpal_0175
ko:K04066	rpt:Rpal_0176
ko:K00382	rpt:Rpal_0180
ko:K04101	rpt:Rpal_1199
ko:K00411	rpt:Rpal_1208
ko:K07054	rpt:Rpal_1219
ko:K03638	rpt:Rpal_1220
ko:K03470	rpt:Rpal_1226
ko:K00311	rpt:Rpal_1229
ko:K00919	rpt:Rpal_1231
ko:K02523	rpt:Rpal_1232
ko:K01878	rpt:Rpal_1237
ko:K01879	rpt:Rpal_1239
ko:K01006	rpt:Rpal_1243
ko:K00767	rpt:Rpal_1245
ko:K03517	rpt:Rpal_1247
ko:K06952	rpt:Rpal_1253
ko:K01246	rpt:Rpal_1255
ko:K06980	rpt:Rpal_1256
ko:K01465	rpt:Rpal_1257
ko:K07716	rpt:Rpal_2148
ko:K00077	rpt:Rpal_2153
ko:K06915	rpt:Rpal_2167
ko:K05539	rpt:Rpal_2180
ko:K06938	rpt:Rpal_2184
ko:K07716	rpt:Rpal_2185
ko:K03593	rpt:Rpal_2187
ko:K03639	rpt:Rpal_2191
ko:K01807	rpt:Rpal_2194
ko:K09924	rpt:Rpal_2195
ko:K00383	rpt:Rpal_2196
ko:K01626	rpt:Rpal_2197
ko:K00901	rpt:Rpal_2198
ko:K03111	rpt:Rpal_3154
ko:K03701	rpt:Rpal_3156
ko:K06975	rpt:Rpal_3163
ko:K04094	rpt:Rpal_3168
ko:K02291	rpt:Rpal_3169
ko:K03074	rpt:Rpal_3171
ko:K03072	rpt:Rpal_3172
ko:K03210	rpt:Rpal_3173
ko:K06923	rpt:Rpal_3174
ko:K00573	rpt:Rpal_3179
ko:K03497	rpt:Rpal_0293
ko:K03733	rpt:Rpal_0177
ko:K09967	rpt:Rpal_1590
ko:K02049	rpt:Rpal_1591
ko:K02050	rpt:Rpal_1592
ko:K02051	rpt:Rpal_1593
ko:K01995	rpt:Rpal_1599
ko:K01996	rpt:Rpal_1600
ko:K07798	rpt:Rpal_1604
ko:K00640	rpt:Rpal_1609
ko:K02071	rpt:Rpal_1610
ko:K02072	rpt:Rpal_1611
ko:K02073	rpt:Rpal_1612
ko:K01912	rpt:Rpal_1613
ko:K02073	rpt:Rpal_1614
ko:K02584	rpt:Rpal_1624
ko:K02031	rpt:Rpal_1630
ko:K02032	rpt:Rpal_1631
ko:K02035	rpt:Rpal_1632
ko:K02033	rpt:Rpal_1633
ko:K02034	rpt:Rpal_1634
ko:K02016	rpt:Rpal_2551
ko:K02015	rpt:Rpal_2552
ko:K02013	rpt:Rpal_2553
ko:K01040	rpt:Rpal_2560
ko:K00135	rpt:Rpal_2568
ko:K01438	rpt:Rpal_2569
ko:K01652	rpt:Rpal_2570
ko:K02035	rpt:Rpal_2571
ko:K02033	rpt:Rpal_2572
ko:K02034	rpt:Rpal_2573
ko:K00681	rpt:Rpal_2575
ko:K09826	rpt:Rpal_2583
ko:K01687	rpt:Rpal_2585
ko:K02586	rpt:Rpal_2592
ko:K00609	rpt:Rpal_3527
ko:K01465	rpt:Rpal_3528
ko:K08591	rpt:Rpal_3529
ko:K04096	rpt:Rpal_3531
ko:K03168	rpt:Rpal_3535
ko:K02913	rpt:Rpal_3540
ko:K02346	rpt:Rpal_3544
ko:K09919	rpt:Rpal_3548
ko:K03694	rpt:Rpal_3556
ko:K06891	rpt:Rpal_3557
ko:K01918	rpt:Rpal_3564
ko:K06213	rpt:Rpal_3573
ko:K03801	rpt:Rpal_3579
ko:K01821	rpt:Rpal_3581
ko:K01512	rpt:Rpal_3583
ko:K05592	rpt:Rpal_4525
ko:K02970	rpt:Rpal_4529
ko:K01251	rpt:Rpal_4545
ko:K00789	rpt:Rpal_4546
ko:K00012	rpt:Rpal_4548
ko:K01999	rpt:Rpal_4549
ko:K01997	rpt:Rpal_4550
ko:K01998	rpt:Rpal_4551
ko:K01995	rpt:Rpal_4552
ko:K01996	rpt:Rpal_4553
ko:K00549	rpt:Rpal_4554
ko:K01996	rpt:Rpal_4555
ko:K01995	rpt:Rpal_4556
ko:K01998	rpt:Rpal_4557
ko:K01997	rpt:Rpal_4558
ko:K01999	rpt:Rpal_4559
ko:K01433	rpt:Rpal_4562
ko:K01719	rpt:Rpal_4563
ko:K01999	rpt:Rpal_4564
ko:K01997	rpt:Rpal_4565
ko:K01998	rpt:Rpal_4566
ko:K01995	rpt:Rpal_4567
ko:K01996	rpt:Rpal_4568
ko:K01995	rpt:Rpal_4571
ko:K01997	rpt:Rpal_4573
ko:K01998	rpt:Rpal_4574
ko:K01999	rpt:Rpal_4575
ko:K01996	rpt:Rpal_4576
ko:K00067	rpt:Rpal_4585
ko:K09690	rpt:Rpal_4589
ko:K01738	rpt:Rpal_0559
ko:K01923	rpt:Rpal_0560
ko:K06911	rpt:Rpal_0561
ko:K02426	rpt:Rpal_2061
ko:K09160	rpt:Rpal_2074
ko:K01999	rpt:Rpal_2079
ko:K02014	rpt:Rpal_3084
ko:K02687	rpt:Rpal_4031
ko:K01262	rpt:Rpal_4033
ko:K07552	rpt:Rpal_4034
ko:K01972	rpt:Rpal_4035
ko:K03631	rpt:Rpal_4037
ko:K05807	rpt:Rpal_4038
ko:K02535	rpt:Rpal_4039
ko:K03531	rpt:Rpal_4040
ko:K03590	rpt:Rpal_4041
ko:K03589	rpt:Rpal_4042
ko:K01921	rpt:Rpal_4043
ko:K00075	rpt:Rpal_4046
ko:K01924	rpt:Rpal_4047
ko:K02563	rpt:Rpal_4048
ko:K03588	rpt:Rpal_4049
ko:K01925	rpt:Rpal_4050
ko:K01000	rpt:Rpal_4051
ko:K01929	rpt:Rpal_4052
ko:K01928	rpt:Rpal_4053
ko:K03438	rpt:Rpal_4056
ko:K04095	rpt:Rpal_4058
ko:K03543	rpt:Rpal_4061
ko:K03325	rpt:Rpal_4071
ko:K07089	rpt:Rpal_4076
ko:K01667	rpt:Rpal_4083
ko:K06287	rpt:Rpal_5018
ko:K00013	rpt:Rpal_5022
ko:K00790	rpt:Rpal_5024
ko:K00384	rpt:Rpal_5027
ko:K00364	rpt:Rpal_5041
ko:K00077	rpt:Rpal_5042
ko:K00925	rpt:Rpal_5046
ko:K00208	rpt:Rpal_5048
ko:K00651	rpt:Rpal_5070
ko:K01740	rpt:Rpal_5071
ko:K02902	rpt:Rpal_0494
ko:K09883	rpt:Rpal_0497
ko:K03558	rpt:Rpal_3500
ko:K00764	rpt:Rpal_3501
ko:K01999	rpt:Rpal_3503
ko:K08151	rpt:Rpal_3504
ko:K03977	rpt:Rpal_3505
ko:K00606	rpt:Rpal_3508
ko:K02434	rpt:Rpal_3514
ko:K02433	rpt:Rpal_3517
ko:K02435	rpt:Rpal_3521
ko:K07447	rpt:Rpal_3523
ko:K09858	rpt:Rpal_3524
ko:K09456	rpt:Rpal_3525
ko:K08296	rpt:Rpal_4461
ko:K01711	rpt:Rpal_4472
ko:K00384	rpt:Rpal_4475
ko:K07107	rpt:Rpal_4476
ko:K02067	rpt:Rpal_4483
ko:K02065	rpt:Rpal_4484
ko:K02066	rpt:Rpal_4485
ko:K05820	rpt:Rpal_4487
ko:K01754	rpt:Rpal_4489
ko:K03980	rpt:Rpal_4500
ko:K03274	rpt:Rpal_4508
ko:K02843	rpt:Rpal_4509
ko:K03271	rpt:Rpal_4510
ko:K03273	rpt:Rpal_4511
ko:K02841	rpt:Rpal_4512
ko:K09747	rpt:Rpal_0620
ko:K06187	rpt:Rpal_0621
ko:K08218	rpt:Rpal_0623
ko:K09760	rpt:Rpal_0624
ko:K01462	rpt:Rpal_0625
ko:K00604	rpt:Rpal_0626
ko:K06173	rpt:Rpal_0627
ko:K01439	rpt:Rpal_0628
ko:K00930	rpt:Rpal_0633
ko:K03978	rpt:Rpal_0635
ko:K03217	rpt:Rpal_0636
ko:K03536	rpt:Rpal_0637
ko:K02914	rpt:Rpal_0638
ko:K03497	rpt:Rpal_0644
ko:K06903	rpt:Rpal_0684
ko:K07112	rpt:Rpal_1579
ko:K02049	rpt:Rpal_1583
ko:K02050	rpt:Rpal_1584
ko:K09967	rpt:Rpal_1589
ko:K01578	rpt:Rpal_0562
ko:K07043	rpt:Rpal_0579
ko:K08987	rpt:Rpal_0584
ko:K06959	rpt:Rpal_0587
ko:K09882	rpt:Rpal_0499
ko:K01735	rpt:Rpal_0504
ko:K00891	rpt:Rpal_0505
ko:K03543	rpt:Rpal_0516
ko:K09823	rpt:Rpal_0518
ko:K00795	rpt:Rpal_0525
ko:K03814	rpt:Rpal_0526
ko:K02911	rpt:Rpal_0527
ko:K00023	rpt:Rpal_0533
ko:K06985	rpt:Rpal_0535
ko:K03579	rpt:Rpal_0536
ko:K07120	rpt:Rpal_0543
ko:K03088	rpt:Rpal_0551
ko:K11103	rpt:Rpal_0554
ko:K01483	rpt:Rpal_0556
ko:K00803	rpt:Rpal_1454
ko:K02410	rpt:Rpal_1458
ko:K01956	rpt:Rpal_1470
ko:K09117	rpt:Rpal_1472
ko:K02316	rpt:Rpal_1480
ko:K03086	rpt:Rpal_1481
ko:K02389	rpt:Rpal_1494
ko:K00566	rpt:Rpal_1496
ko:K03427	rpt:Rpal_1501
ko:K01725	rpt:Rpal_2406
ko:K03839	rpt:Rpal_2408
ko:K02013	rpt:Rpal_2409
ko:K02015	rpt:Rpal_2410
ko:K02016	rpt:Rpal_2411
ko:K07227	rpt:Rpal_2417
ko:K03559	rpt:Rpal_2419
ko:K03832	rpt:Rpal_2420
ko:K01687	rpt:Rpal_2448
ko:K07039	rpt:Rpal_2456
ko:K04077	rpt:Rpal_2457
ko:K04078	rpt:Rpal_2458
ko:K03717	rpt:Rpal_3403
ko:K05577	rpt:Rpal_3404
ko:K09822	rpt:Rpal_3405
ko:K01714	rpt:Rpal_3407
ko:K02806	rpt:Rpal_3408
ko:K07667	rpt:Rpal_3409
ko:K07646	rpt:Rpal_3410
ko:K01548	rpt:Rpal_3411
ko:K01547	rpt:Rpal_3412
ko:K01546	rpt:Rpal_3413
ko:K03549	rpt:Rpal_3417
ko:K03549	rpt:Rpal_3436
ko:K01438	rpt:Rpal_3442
ko:K05805	rpt:Rpal_3447
ko:K01876	rpt:Rpal_3453
ko:K03684	rpt:Rpal_3455
ko:K08994	rpt:Rpal_3456
ko:K00937	rpt:Rpal_3458
ko:K01933	rpt:Rpal_3461
ko:K11175	rpt:Rpal_3462
ko:K02401	rpt:Rpal_4406
ko:K02421	rpt:Rpal_4407
ko:K02420	rpt:Rpal_4408
ko:K02408	rpt:Rpal_4409
ko:K02388	rpt:Rpal_4410
ko:K02387	rpt:Rpal_4411
ko:K02419	rpt:Rpal_4413
ko:K02416	rpt:Rpal_4420
ko:K02415	rpt:Rpal_4421
ko:K02391	rpt:Rpal_4422
ko:K02392	rpt:Rpal_4423
ko:K02386	rpt:Rpal_4424
ko:K02393	rpt:Rpal_4425
ko:K03686	rpt:Rpal_0337
ko:K01953	rpt:Rpal_4592
ko:K11068	rpt:Rpal_1773
ko:K01620	rpt:Rpal_1776
ko:K02986	rpt:Rpal_1777
ko:K01776	rpt:Rpal_1780
ko:K01952	rpt:Rpal_1786
ko:K10255	rpt:Rpal_1793
ko:K07390	rpt:Rpal_1796
ko:K01576	rpt:Rpal_1799
ko:K09709	rpt:Rpal_1800
ko:K01652	rpt:Rpal_1808
ko:K03407	rpt:Rpal_1817
ko:K03408	rpt:Rpal_1818
ko:K03413	rpt:Rpal_1819
ko:K03088	rpt:Rpal_1825
ko:K03786	rpt:Rpal_2715
ko:K03523	rpt:Rpal_2725
ko:K11103	rpt:Rpal_2726
ko:K01448	rpt:Rpal_2729
ko:K02836	rpt:Rpal_2731
ko:K03564	rpt:Rpal_2734
ko:K01866	rpt:Rpal_2738
ko:K09001	rpt:Rpal_2739
ko:K07018	rpt:Rpal_2740
ko:K09014	rpt:Rpal_2742
ko:K09013	rpt:Rpal_2743
ko:K09015	rpt:Rpal_2744
ko:K07734	rpt:Rpal_2769
ko:K00145	rpt:Rpal_2770
ko:K02049	rpt:Rpal_2776
ko:K01996	rpt:Rpal_3714
ko:K01142	rpt:Rpal_3728
ko:K03781	rpt:Rpal_3732
ko:K06214	rpt:Rpal_3754
ko:K02065	rpt:Rpal_4716
ko:K02066	rpt:Rpal_4717
ko:K09181	rpt:Rpal_4719
ko:K07028	rpt:Rpal_4721
ko:K03821	rpt:Rpal_4722
ko:K01740	rpt:Rpal_4730
ko:K00343	rpt:Rpal_4731
ko:K00342	rpt:Rpal_4732
ko:K00341	rpt:Rpal_4733
ko:K00340	rpt:Rpal_4734
ko:K00339	rpt:Rpal_4735
ko:K00338	rpt:Rpal_4736
ko:K00337	rpt:Rpal_4737
ko:K00336	rpt:Rpal_4738
ko:K00335	rpt:Rpal_4739
ko:K00334	rpt:Rpal_4740
ko:K00331	rpt:Rpal_4742
ko:K00330	rpt:Rpal_4743
ko:K03469	rpt:Rpal_4749
ko:K02204	rpt:Rpal_4750
ko:K03527	rpt:Rpal_4751
ko:K09987	rpt:Rpal_4752
ko:K01939	rpt:Rpal_4774
ko:K06953	rpt:Rpal_0876
ko:K01919	rpt:Rpal_0890
ko:K03100	rpt:Rpal_0892
ko:K03568	rpt:Rpal_0893
ko:K02275	rpt:Rpal_0899
ko:K02274	rpt:Rpal_0900
ko:K02258	rpt:Rpal_0903
ko:K02276	rpt:Rpal_0904
ko:K01733	rpt:Rpal_0907
ko:K03790	rpt:Rpal_0909
ko:K02109	rpt:Rpal_0911
ko:K02109	rpt:Rpal_0912
ko:K02110	rpt:Rpal_0913
ko:K02108	rpt:Rpal_0914
ko:K00643	rpt:Rpal_0922
ko:K07507	rpt:Rpal_0931
ko:K00808	rpt:Rpal_0933
ko:K06140	rpt:Rpal_0934
ko:K02046	rpt:Rpal_0820
ko:K02048	rpt:Rpal_0821
ko:K00390	rpt:Rpal_0822
ko:K00957	rpt:Rpal_0823
ko:K02031	rpt:Rpal_0826
ko:K02433	rpt:Rpal_0827
ko:K02032	rpt:Rpal_0829
ko:K02034	rpt:Rpal_0830
ko:K02033	rpt:Rpal_0831
ko:K02035	rpt:Rpal_0833
ko:K00681	rpt:Rpal_0844
ko:K03799	rpt:Rpal_0855
ko:K03327	rpt:Rpal_0868
ko:K07577	rpt:Rpal_0871
ko:K03724	rpt:Rpal_0875
ko:K06199	rpt:Rpal_1891
ko:K07006	rpt:Rpal_1894
ko:K06940	rpt:Rpal_1919
ko:K07006	rpt:Rpal_1920
ko:K03919	rpt:Rpal_1922
ko:K01912	rpt:Rpal_1923
ko:K02618	rpt:Rpal_1925
ko:K05350	rpt:Rpal_1936
ko:K01998	rpt:Rpal_1939
ko:K01997	rpt:Rpal_1940
ko:K01999	rpt:Rpal_1941
ko:K06016	rpt:Rpal_1945
ko:K01999	rpt:Rpal_1948
ko:K01997	rpt:Rpal_1949
ko:K01998	rpt:Rpal_1950
ko:K01995	rpt:Rpal_1951
ko:K01996	rpt:Rpal_1952
ko:K00574	rpt:Rpal_2838
ko:K09701	rpt:Rpal_2839
ko:K07799	rpt:Rpal_2842
ko:K07788	rpt:Rpal_2843
ko:K07789	rpt:Rpal_2844
ko:K00573	rpt:Rpal_2850
ko:K09991	rpt:Rpal_2852
ko:K01873	rpt:Rpal_2853
ko:K03652	rpt:Rpal_2856
ko:K03644	rpt:Rpal_2857
ko:K03743	rpt:Rpal_2859
ko:K07708	rpt:Rpal_2862
ko:K07712	rpt:Rpal_2863
ko:K00824	rpt:Rpal_2866
ko:K03665	rpt:Rpal_2868
ko:K02469	rpt:Rpal_2869
ko:K00954	rpt:Rpal_2871
ko:K07568	rpt:Rpal_2875
ko:K00773	rpt:Rpal_2876
ko:K02588	rpt:Rpal_2886
ko:K02591	rpt:Rpal_2888
ko:K03218	rpt:Rpal_3844
ko:K00858	rpt:Rpal_3856
ko:K02051	rpt:Rpal_3865
ko:K01496	rpt:Rpal_3871
ko:K01495	rpt:Rpal_3872
ko:K08998	rpt:Rpal_3875
ko:K03893	rpt:Rpal_3877
ko:K03704	rpt:Rpal_3878
ko:K01868	rpt:Rpal_3886
ko:K07001	rpt:Rpal_3892
ko:K02014	rpt:Rpal_3895
ko:K06942	rpt:Rpal_4838
ko:K01056	rpt:Rpal_4839
ko:K02897	rpt:Rpal_4840
ko:K05810	rpt:Rpal_4844
ko:K00948	rpt:Rpal_4846
ko:K00794	rpt:Rpal_4847
ko:K00286	rpt:Rpal_4850
ko:K07638	rpt:Rpal_4851
ko:K03572	rpt:Rpal_4855
ko:K03101	rpt:Rpal_4860
ko:K01870	rpt:Rpal_4861
ko:K02014	rpt:Rpal_4869
ko:K01637	rpt:Rpal_4878
ko:K07110	rpt:Rpal_4879
ko:K01999	rpt:Rpal_4882
ko:K01995	rpt:Rpal_4883
ko:K01996	rpt:Rpal_4884
ko:K01997	rpt:Rpal_4885
ko:K01998	rpt:Rpal_4886
ko:K10680	rpt:Rpal_4888
ko:K00111	rpt:Rpal_4895
ko:K02444	rpt:Rpal_4896
ko:K02035	rpt:Rpal_0106
ko:K00375	rpt:Rpal_0109
ko:K01652	rpt:Rpal_0112
ko:K03088	rpt:Rpal_1068
ko:K06966	rpt:Rpal_1077
ko:K07576	rpt:Rpal_1078
ko:K01338	rpt:Rpal_1126
ko:K02014	rpt:Rpal_2019
ko:K03088	rpt:Rpal_2022
ko:K02014	rpt:Rpal_2027
ko:K01304	rpt:Rpal_2032
ko:K07588	rpt:Rpal_2033
ko:K01673	rpt:Rpal_2034
ko:K01673	rpt:Rpal_2035
ko:K00950	rpt:Rpal_2042
ko:K01633	rpt:Rpal_2043
ko:K00796	rpt:Rpal_2044
ko:K06915	rpt:Rpal_2047
ko:K02014	rpt:Rpal_2049
ko:K01894	rpt:Rpal_5237
ko:K03655	rpt:Rpal_2936
ko:K09159	rpt:Rpal_2937
ko:K03723	rpt:Rpal_2938
ko:K02035	rpt:Rpal_2941
ko:K07088	rpt:Rpal_2945
ko:K03185	rpt:Rpal_2946
ko:K01004	rpt:Rpal_2947
ko:K02051	rpt:Rpal_2952
ko:K02050	rpt:Rpal_2953
ko:K00640	rpt:Rpal_3916
ko:K07458	rpt:Rpal_3924
ko:K06915	rpt:Rpal_3925
ko:K02433	rpt:Rpal_3929
ko:K00140	rpt:Rpal_3940
ko:K02026	rpt:Rpal_3958
ko:K02025	rpt:Rpal_3959
ko:K00681	rpt:Rpal_4906
ko:K03745	rpt:Rpal_4907
ko:K02014	rpt:Rpal_4917
ko:K03695	rpt:Rpal_4921
ko:K07140	rpt:Rpal_4922
ko:K00641	rpt:Rpal_4925
ko:K00817	rpt:Rpal_4927
ko:K09803	rpt:Rpal_4929
ko:K03284	rpt:Rpal_4931
ko:K09769	rpt:Rpal_4945
ko:K00457	rpt:Rpal_0005
ko:K08481	rpt:Rpal_0008
ko:K08482	rpt:Rpal_0009
ko:K05800	rpt:Rpal_0010
ko:K00406	rpt:Rpal_0017
ko:K00405	rpt:Rpal_0019
ko:K00404	rpt:Rpal_0020
ko:K00077	rpt:Rpal_0021
ko:K00681	rpt:Rpal_0026
ko:K06902	rpt:Rpal_0027
ko:K01626	rpt:Rpal_0028
ko:K03500	rpt:Rpal_0031
ko:K01889	rpt:Rpal_0038
ko:K02887	rpt:Rpal_0039
ko:K02916	rpt:Rpal_0040
ko:K02520	rpt:Rpal_0041
ko:K06153	rpt:Rpal_0045
ko:K01581	rpt:Rpal_0938
ko:K01284	rpt:Rpal_0940
ko:K02400	rpt:Rpal_1828
ko:K07243	rpt:Rpal_1834
ko:K09808	rpt:Rpal_1840
ko:K01999	rpt:Rpal_1850
ko:K01737	rpt:Rpal_1854
ko:K00154	rpt:Rpal_1883
ko:K02050	rpt:Rpal_2777
ko:K02051	rpt:Rpal_2778
ko:K03821	rpt:Rpal_2780
ko:K00003	rpt:Rpal_2783
ko:K07462	rpt:Rpal_2787
ko:K02356	rpt:Rpal_2792
ko:K04568	rpt:Rpal_2793
ko:K03704	rpt:Rpal_2801
ko:K09005	rpt:Rpal_2802
ko:K03684	rpt:Rpal_0047
ko:K09774	rpt:Rpal_0049
ko:K06861	rpt:Rpal_0050
ko:K03092	rpt:Rpal_0052
ko:K05816	rpt:Rpal_0057
ko:K05815	rpt:Rpal_0058
ko:K05814	rpt:Rpal_0059
ko:K05813	rpt:Rpal_0060
ko:K01772	rpt:Rpal_0943
ko:K07340	rpt:Rpal_0945
ko:K06041	rpt:Rpal_0947
ko:K02050	rpt:Rpal_0950
ko:K02049	rpt:Rpal_0951
ko:K02051	rpt:Rpal_0952
ko:K00963	rpt:Rpal_0955
ko:K04080	rpt:Rpal_0957
ko:K00266	rpt:Rpal_0960
ko:K09795	rpt:Rpal_0965
ko:K01714	rpt:Rpal_0966
ko:K03809	rpt:Rpal_0979
ko:K06911	rpt:Rpal_0980
ko:K07735	rpt:Rpal_0983
