ko:K01006	lmg:LMKG_00471
ko:K02760	lmg:LMKG_02419
ko:K02761	lmg:LMKG_02418
ko:K01845	lmg:LMKG_02672
ko:K10780	lmg:LMKG_02669
ko:K03575	lmg:LMKG_03186
ko:K03565	lmg:LMKG_02663
ko:K07071	lmg:LMKG_02662
ko:K14205	lmg:LMKG_02661
ko:K03790	lmg:LMKG_03187
ko:K07058	lmg:LMKG_02649
ko:K01265	lmg:LMKG_02646
ko:K03839	lmg:LMKG_02644
ko:K03569	lmg:LMKG_02640
ko:K02759	lmg:LMKG_02634
ko:K02760	lmg:LMKG_02633
ko:K02529	lmg:LMKG_02626
ko:K05349	lmg:LMKG_02624
ko:K03628	lmg:LMKG_02478
ko:K00790	lmg:LMKG_02477
ko:K13678	lmg:LMKG_02475
ko:K01937	lmg:LMKG_02954
ko:K01887	lmg:LMKG_02952
ko:K01821	lmg:LMKG_02949
ko:K06885	lmg:LMKG_02948
ko:K08281	lmg:LMKG_02941
ko:K02003	lmg:LMKG_02930
ko:K02379	lmg:LMKG_02926
ko:K00123	lmg:LMKG_02924
ko:K02996	lmg:LMKG_03218
ko:K02871	lmg:LMKG_02910
ko:K00615	lmg:LMKG_01572
ko:K01808	lmg:LMKG_01569
ko:K01803	lmg:LMKG_01568
ko:K05879	lmg:LMKG_01567
ko:K05878	lmg:LMKG_01566
ko:K02259	lmg:LMKG_00265
ko:K14166	lmg:LMKG_00261
ko:K03282	lmg:LMKG_00259
ko:K01442	lmg:LMKG_00256
ko:K04077	lmg:LMKG_00255
ko:K04078	lmg:LMKG_00254
ko:K01926	lmg:LMKG_00250
ko:K06158	lmg:LMKG_00248
ko:K03789	lmg:LMKG_00243
ko:K06925	lmg:LMKG_00241
ko:K06199	lmg:LMKG_00238
ko:K06199	lmg:LMKG_00237
ko:K01940	lmg:LMKG_00229
ko:K01755	lmg:LMKG_00228
ko:K01628	lmg:LMKG_00225
ko:K02774	lmg:LMKG_00222
ko:K02773	lmg:LMKG_00221
ko:K06215	lmg:LMKG_00218
ko:K08681	lmg:LMKG_00217
ko:K04758	lmg:LMKG_00214
ko:K04759	lmg:LMKG_00213
ko:K01443	lmg:LMKG_00209
ko:K01809	lmg:LMKG_00207
ko:K02396	lmg:LMKG_01177
ko:K02397	lmg:LMKG_01176
ko:K02407	lmg:LMKG_01175
ko:K02422	lmg:LMKG_01174
ko:K02387	lmg:LMKG_01171
ko:K02388	lmg:LMKG_01170
ko:K02408	lmg:LMKG_01169
ko:K02409	lmg:LMKG_01168
ko:K02410	lmg:LMKG_01167
ko:K02411	lmg:LMKG_01166
ko:K02412	lmg:LMKG_01165
ko:K00820	lmg:LMKG_03160
ko:K07726	lmg:LMKG_01144
ko:K02529	lmg:LMKG_01143
ko:K01783	lmg:LMKG_01142
ko:K01808	lmg:LMKG_01141
ko:K01223	lmg:LMKG_01138
ko:K15975	lmg:LMKG_01118
ko:K06999	lmg:LMKG_01117
ko:K03665	lmg:LMKG_01115
ko:K03800	lmg:LMKG_01113
ko:K00611	lmg:LMKG_00618
ko:K00930	lmg:LMKG_00616
ko:K00620	lmg:LMKG_00615
ko:K00145	lmg:LMKG_00614
ko:K03151	lmg:LMKG_00612
ko:K04487	lmg:LMKG_00611
ko:K02986	lmg:LMKG_00608
ko:K01866	lmg:LMKG_00605
ko:K02529	lmg:LMKG_03185
ko:K13853	lmg:LMKG_00602
ko:K01924	lmg:LMKG_00596
ko:K03466	lmg:LMKG_00595
ko:K06878	lmg:LMKG_00594
ko:K03439	lmg:LMKG_00586
ko:K00824	lmg:LMKG_00581
ko:K01695	lmg:LMKG_00573
ko:K01696	lmg:LMKG_00572
ko:K01817	lmg:LMKG_00571
ko:K01609	lmg:LMKG_00570
ko:K00766	lmg:LMKG_00569
ko:K01657	lmg:LMKG_00567
ko:K04072	lmg:LMKG_00566
ko:K01246	lmg:LMKG_00561
ko:K03664	lmg:LMKG_03210
ko:K12573	lmg:LMKG_02687
ko:K03928	lmg:LMKG_02686
ko:K03075	lmg:LMKG_02685
ko:K01689	lmg:LMKG_02681
ko:K15633	lmg:LMKG_02680
ko:K01803	lmg:LMKG_02679
ko:K00927	lmg:LMKG_02678
ko:K00134	lmg:LMKG_02677
ko:K05311	lmg:LMKG_02676
ko:K03092	lmg:LMKG_02675
ko:K01273	lmg:LMKG_02576
ko:K01358	lmg:LMKG_02570
ko:K06958	lmg:LMKG_02564
ko:K00384	lmg:LMKG_02560
ko:K06019	lmg:LMKG_02557
ko:K13292	lmg:LMKG_02556
ko:K08972	lmg:LMKG_02554
ko:K03701	lmg:LMKG_02550
ko:K03702	lmg:LMKG_02549
ko:K07023	lmg:LMKG_02547
ko:K02039	lmg:LMKG_02544
ko:K02036	lmg:LMKG_02543
ko:K01358	lmg:LMKG_01797
ko:K02304	lmg:LMKG_03175
ko:K04031	lmg:LMKG_01790
ko:K04029	lmg:LMKG_01789
ko:K02231	lmg:LMKG_01787
ko:K02233	lmg:LMKG_01786
ko:K13919	lmg:LMKG_01780
ko:K13920	lmg:LMKG_01779
ko:K04024	lmg:LMKG_01773
ko:K13922	lmg:LMKG_01769
ko:K02440	lmg:LMKG_01767
ko:K00925	lmg:LMKG_01766
ko:K04019	lmg:LMKG_01757
ko:K03735	lmg:LMKG_01756
ko:K03736	lmg:LMKG_01755
ko:K04026	lmg:LMKG_01754
ko:K04032	lmg:LMKG_01750
ko:K04023	lmg:LMKG_01745
ko:K04030	lmg:LMKG_01744
ko:K07775	lmg:LMKG_00383
ko:K06178	lmg:LMKG_03194
ko:K06024	lmg:LMKG_00380
ko:K05896	lmg:LMKG_00379
ko:K01586	lmg:LMKG_00378
ko:K01839	lmg:LMKG_00376
ko:K02015	lmg:LMKG_00373
ko:K02015	lmg:LMKG_00372
ko:K02016	lmg:LMKG_00371
ko:K02013	lmg:LMKG_00369
ko:K01625	lmg:LMKG_00360
ko:K03710	lmg:LMKG_00355
ko:K02346	lmg:LMKG_00354
ko:K07124	lmg:LMKG_00353
ko:K00036	lmg:LMKG_00350
ko:K01687	lmg:LMKG_00344
ko:K01652	lmg:LMKG_00343
ko:K01653	lmg:LMKG_00342
ko:K00053	lmg:LMKG_00341
ko:K01649	lmg:LMKG_00340
ko:K00052	lmg:LMKG_00339
ko:K01703	lmg:LMKG_00338
ko:K01704	lmg:LMKG_00337
ko:K01754	lmg:LMKG_00336
ko:K01575	lmg:LMKG_00335
ko:K00756	lmg:LMKG_00334
ko:K02529	lmg:LMKG_00333
ko:K05346	lmg:LMKG_00331
ko:K03495	lmg:LMKG_02022
ko:K03650	lmg:LMKG_02021
ko:K08170	lmg:LMKG_02014
ko:K00831	lmg:LMKG_02006
ko:K07078	lmg:LMKG_02001
ko:K00865	lmg:LMKG_01998
ko:K03534	lmg:LMKG_02347
ko:K00848	lmg:LMKG_02344
ko:K03217	lmg:LMKG_02339
ko:K03536	lmg:LMKG_02338
ko:K02914	lmg:LMKG_02337
ko:K01669	lmg:LMKG_01304
ko:K00641	lmg:LMKG_01298
ko:K01740	lmg:LMKG_01297
ko:K03523	lmg:LMKG_01294
ko:K01118	lmg:LMKG_01281
ko:K01126	lmg:LMKG_01276
ko:K07090	lmg:LMKG_01271
ko:K11203	lmg:LMKG_01258
ko:K11202	lmg:LMKG_01257
ko:K01534	lmg:LMKG_01247
ko:K03596	lmg:LMKG_00734
ko:K02968	lmg:LMKG_00733
ko:K02340	lmg:LMKG_00732
ko:K02237	lmg:LMKG_00729
ko:K09710	lmg:LMKG_00727
ko:K00969	lmg:LMKG_00725
ko:K07574	lmg:LMKG_00724
ko:K00014	lmg:LMKG_00723
ko:K07015	lmg:LMKG_00721
ko:K03624	lmg:LMKG_00717
ko:K00876	lmg:LMKG_00715
ko:K07082	lmg:LMKG_00713
ko:K07447	lmg:LMKG_00710
ko:K01872	lmg:LMKG_00708
ko:K02003	lmg:LMKG_00706
ko:K03581	lmg:LMKG_00702
ko:K00566	lmg:LMKG_00699
ko:K04487	lmg:LMKG_00698
ko:K07478	lmg:LMKG_00697
ko:K03320	lmg:LMKG_00695
ko:K04751	lmg:LMKG_00694
ko:K01876	lmg:LMKG_00692
ko:K01892	lmg:LMKG_00691
ko:K01448	lmg:LMKG_00690
ko:K07560	lmg:LMKG_00689
ko:K00759	lmg:LMKG_00687
ko:K07462	lmg:LMKG_00686
ko:K12257	lmg:LMKG_00684
ko:K03210	lmg:LMKG_00682
ko:K00773	lmg:LMKG_00681
ko:K07568	lmg:LMKG_00680
ko:K00299	lmg:LMKG_02815
ko:K01421	lmg:LMKG_02805
ko:K01810	lmg:LMKG_03048
ko:K14155	lmg:LMKG_03045
ko:K02003	lmg:LMKG_03042
ko:K02760	lmg:LMKG_03041
ko:K00928	lmg:LMKG_03040
ko:K05566	lmg:LMKG_03035
ko:K05567	lmg:LMKG_03034
ko:K05569	lmg:LMKG_03032
ko:K05571	lmg:LMKG_03030
ko:K05823	lmg:LMKG_01912
ko:K02000	lmg:LMKG_01910
ko:K02001	lmg:LMKG_01909
ko:K02002	lmg:LMKG_01908
ko:K00243	lmg:LMKG_01905
ko:K11622	lmg:LMKG_01904
ko:K02529	lmg:LMKG_01894
ko:K00615	lmg:LMKG_01892
ko:K00615	lmg:LMKG_01891
ko:K00864	lmg:LMKG_01890
ko:K03752	lmg:LMKG_01885
ko:K02018	lmg:LMKG_01883
ko:K02020	lmg:LMKG_01882
ko:K03750	lmg:LMKG_01881
ko:K03753	lmg:LMKG_01880
ko:K03636	lmg:LMKG_01878
ko:K03637	lmg:LMKG_01877
ko:K03639	lmg:LMKG_01876
ko:K03638	lmg:LMKG_01875
ko:K01462	lmg:LMKG_01872
ko:K00161	lmg:LMKG_01870
ko:K00162	lmg:LMKG_01869
ko:K00627	lmg:LMKG_01868
ko:K01956	lmg:LMKG_00502
ko:K01465	lmg:LMKG_00501
ko:K00609	lmg:LMKG_00500
ko:K02825	lmg:LMKG_00498
ko:K06180	lmg:LMKG_00495
ko:K03101	lmg:LMKG_00494
ko:K06901	lmg:LMKG_00493
ko:K03327	lmg:LMKG_00491
ko:K03797	lmg:LMKG_00486
ko:K11068	lmg:LMKG_00474
ko:K09773	lmg:LMKG_00472
ko:K00563	lmg:LMKG_00466
ko:K15738	lmg:LMKG_00463
ko:K01938	lmg:LMKG_00462
ko:K03704	lmg:LMKG_00459
ko:K02954	lmg:LMKG_00456
ko:K03816	lmg:LMKG_00451
ko:K01299	lmg:LMKG_00450
ko:K07444	lmg:LMKG_00449
ko:K05366	lmg:LMKG_00443
ko:K05879	lmg:LMKG_02143
ko:K06187	lmg:LMKG_02137
ko:K09747	lmg:LMKG_02136
ko:K02343	lmg:LMKG_02135
ko:K02761	lmg:LMKG_02130
ko:K00426	lmg:LMKG_02121
ko:K00425	lmg:LMKG_02120
ko:K01895	lmg:LMKG_02118
ko:K02768	lmg:LMKG_02105
ko:K02769	lmg:LMKG_02105
ko:K02770	lmg:LMKG_02105
ko:K00865	lmg:LMKG_02102
ko:K12410	lmg:LMKG_02099
ko:K01875	lmg:LMKG_02091
ko:K14229	lmg:LMKG_3501
ko:K14233	lmg:LMKG_3511
ko:K14219	lmg:LMKG_3539
ko:K10716	lmg:LMKG_00264
ko:K14218	lmg:LMKG_3510
ko:K14218	lmg:LMKG_3560
ko:K14218	lmg:LMKG_3565
ko:K14218	lmg:LMKG_3530
ko:K14232	lmg:LMKG_3509
ko:K14232	lmg:LMKG_3531
ko:K14235	lmg:LMKG_3551
ko:K10254	lmg:LMKG_01420
ko:K02775	lmg:LMKG_01390
ko:K01222	lmg:LMKG_01375
ko:K00929	lmg:LMKG_00848
ko:K00033	lmg:LMKG_00840
ko:K01823	lmg:LMKG_00833
ko:K02056	lmg:LMKG_00827
ko:K00158	lmg:LMKG_01159
ko:K03406	lmg:LMKG_01158
ko:K02755	lmg:LMKG_01139
ko:K02756	lmg:LMKG_01139
ko:K02757	lmg:LMKG_01139
ko:K07729	lmg:LMKG_01128
ko:K07098	lmg:LMKG_01114
ko:K09704	lmg:LMKG_01112
ko:K14230	lmg:LMKG_3528
ko:K00059	lmg:LMKG_00822
ko:K02443	lmg:LMKG_00810
ko:K00626	lmg:LMKG_00801
ko:K01641	lmg:LMKG_00800
ko:K06902	lmg:LMKG_00798
ko:K01679	lmg:LMKG_00082
ko:K12555	lmg:LMKG_00078
ko:K06889	lmg:LMKG_00044
ko:K07030	lmg:LMKG_01302
ko:K06147	lmg:LMKG_01285
ko:K06147	lmg:LMKG_01284
ko:K07025	lmg:LMKG_01255
ko:K02238	lmg:LMKG_00731
ko:K06948	lmg:LMKG_00722
ko:K01243	lmg:LMKG_00719
ko:K02004	lmg:LMKG_00705
ko:K02564	lmg:LMKG_02807
ko:K01580	lmg:LMKG_02802
ko:K07570	lmg:LMKG_03046
ko:K02004	lmg:LMKG_03204
ko:K03768	lmg:LMKG_03038
ko:K05565	lmg:LMKG_03036
ko:K05568	lmg:LMKG_03033
ko:K05570	lmg:LMKG_03031
ko:K03294	lmg:LMKG_01243
ko:K07104	lmg:LMKG_01242
ko:K07457	lmg:LMKG_01230
ko:K00575	lmg:LMKG_01200
ko:K00016	lmg:LMKG_00677
ko:K04518	lmg:LMKG_00675
ko:K07584	lmg:LMKG_00670
ko:K02236	lmg:LMKG_00660
ko:K01719	lmg:LMKG_00654
ko:K11144	lmg:LMKG_00648
ko:K03346	lmg:LMKG_00647
ko:K01580	lmg:LMKG_02705
ko:K03488	lmg:LMKG_02703
ko:K07032	lmg:LMKG_02701
ko:K10563	lmg:LMKG_00644
ko:K00657	lmg:LMKG_02744
ko:K07729	lmg:LMKG_02736
ko:K04488	lmg:LMKG_02731
ko:K07729	lmg:LMKG_01494
ko:K01580	lmg:LMKG_01462
ko:K09976	lmg:LMKG_00913
ko:K09764	lmg:LMKG_00893
ko:K03177	lmg:LMKG_00891
ko:K01934	lmg:LMKG_00883
ko:K00845	lmg:LMKG_00880
ko:K02249	lmg:LMKG_00878
ko:K02248	lmg:LMKG_00877
ko:K02246	lmg:LMKG_00875
ko:K02245	lmg:LMKG_00874
ko:K02244	lmg:LMKG_00873
ko:K02243	lmg:LMKG_00872
ko:K01262	lmg:LMKG_00864
ko:K01759	lmg:LMKG_00143
ko:K01026	lmg:LMKG_00139
ko:K10823	lmg:LMKG_00117
ko:K15582	lmg:LMKG_00115
ko:K06976	lmg:LMKG_00100
ko:K07533	lmg:LMKG_00089
ko:K03698	lmg:LMKG_00088
ko:K01222	lmg:LMKG_01360
ko:K01635	lmg:LMKG_01357
ko:K02782	lmg:LMKG_01353
ko:K02783	lmg:LMKG_01353
ko:K02783	lmg:LMKG_01352
ko:K07404	lmg:LMKG_01337
ko:K01523	lmg:LMKG_01333
ko:K01496	lmg:LMKG_01332
ko:K03492	lmg:LMKG_01319
ko:K05845	lmg:LMKG_00793
ko:K05846	lmg:LMKG_00793
ko:K00383	lmg:LMKG_00782
ko:K07533	lmg:LMKG_00771
ko:K02076	lmg:LMKG_00770
ko:K15986	lmg:LMKG_00767
ko:K01489	lmg:LMKG_00752
ko:K03700	lmg:LMKG_00008
ko:K00882	lmg:LMKG_02830
ko:K03436	lmg:LMKG_02829
ko:K01372	lmg:LMKG_02828
ko:K06183	lmg:LMKG_02824
ko:K01507	lmg:LMKG_01575
ko:K00616	lmg:LMKG_01571
ko:K04750	lmg:LMKG_00983
ko:K07052	lmg:LMKG_00252
ko:K06889	lmg:LMKG_00247
ko:K01409	lmg:LMKG_00244
ko:K05020	lmg:LMKG_00227
ko:K00882	lmg:LMKG_00224
ko:K02775	lmg:LMKG_00223
ko:K00625	lmg:LMKG_00216
ko:K07098	lmg:LMKG_00211
ko:K03399	lmg:LMKG_01733
ko:K02190	lmg:LMKG_01726
ko:K02009	lmg:LMKG_01723
ko:K02004	lmg:LMKG_01703
ko:K06994	lmg:LMKG_01701
ko:K03471	lmg:LMKG_01699
ko:K02428	lmg:LMKG_03114
ko:K07720	lmg:LMKG_00315
ko:K09704	lmg:LMKG_00312
ko:K01191	lmg:LMKG_00311
ko:K01191	lmg:LMKG_00309
ko:K07105	lmg:LMKG_00303
ko:K08724	lmg:LMKG_00285
ko:K08152	lmg:LMKG_00281
ko:K07177	lmg:LMKG_00272
ko:K11051	lmg:LMKG_01937
ko:K07315	lmg:LMKG_02400
ko:K03090	lmg:LMKG_02397
ko:K03095	lmg:LMKG_02393
ko:K03492	lmg:LMKG_02389
ko:K00383	lmg:LMKG_02385
ko:K00135	lmg:LMKG_02378
ko:K03491	lmg:LMKG_02373
ko:K00867	lmg:LMKG_02369
ko:K11189	lmg:LMKG_01922
ko:K08483	lmg:LMKG_01921
ko:K00841	lmg:LMKG_01918
ko:K05822	lmg:LMKG_01913
ko:K06201	lmg:LMKG_01906
ko:K11617	lmg:LMKG_01903
ko:K11618	lmg:LMKG_01902
ko:K03499	lmg:LMKG_01901
ko:K02755	lmg:LMKG_03174
ko:K02756	lmg:LMKG_03174
ko:K02757	lmg:LMKG_03174
ko:K02017	lmg:LMKG_01884
ko:K03635	lmg:LMKG_01879
ko:K02824	lmg:LMKG_00499
ko:K07213	lmg:LMKG_00485
ko:K03784	lmg:LMKG_00481
ko:K03810	lmg:LMKG_00479
ko:K07305	lmg:LMKG_03190
ko:K07304	lmg:LMKG_00478
ko:K03469	lmg:LMKG_00458
ko:K03700	lmg:LMKG_00444
ko:K00851	lmg:LMKG_02126
ko:K16012	lmg:LMKG_02123
ko:K16013	lmg:LMKG_02122
ko:K04750	lmg:LMKG_02114
ko:K01191	lmg:LMKG_02104
ko:K08161	lmg:LMKG_02097
ko:K00616	lmg:LMKG_02095
ko:K07343	lmg:LMKG_02092
ko:K03342	lmg:LMKG_02088
ko:K02795	lmg:LMKG_01093
ko:K01739	lmg:LMKG_02957
ko:K01439	lmg:LMKG_00580
ko:K06994	lmg:LMKG_02575
ko:K09762	lmg:LMKG_02566
ko:K01835	lmg:LMKG_02563
ko:K01785	lmg:LMKG_02562
ko:K01784	lmg:LMKG_02561
ko:K06023	lmg:LMKG_02555
ko:K06286	lmg:LMKG_00610
ko:K02793	lmg:LMKG_01091
ko:K03976	lmg:LMKG_01085
ko:K03316	lmg:LMKG_01070
ko:K11072	lmg:LMKG_01065
ko:K11071	lmg:LMKG_01064
ko:K11069	lmg:LMKG_01062
ko:K01674	lmg:LMKG_01061
ko:K02371	lmg:LMKG_01058
ko:K00054	lmg:LMKG_01045
ko:K00016	lmg:LMKG_02970
ko:K09815	lmg:LMKG_02966
ko:K08680	lmg:LMKG_02963
ko:K02552	lmg:LMKG_02961
ko:K01760	lmg:LMKG_02958
ko:K07658	lmg:LMKG_02537
ko:K02242	lmg:LMKG_02526
ko:K02240	lmg:LMKG_02525
ko:K07692	lmg:LMKG_02522
ko:K02549	lmg:LMKG_02516
ko:K02116	lmg:LMKG_02497
ko:K01104	lmg:LMKG_02353
ko:K02025	lmg:LMKG_02622
ko:K00805	lmg:LMKG_02861
ko:K00805	lmg:LMKG_02860
ko:K01470	lmg:LMKG_03010
ko:K02004	lmg:LMKG_02607
ko:K07048	lmg:LMKG_03009
ko:K03475	lmg:LMKG_03008
ko:K02822	lmg:LMKG_03007
ko:K02433	lmg:LMKG_02598
ko:K07094	lmg:LMKG_02593
ko:K01258	lmg:LMKG_03097
ko:K01426	lmg:LMKG_02903
ko:K00939	lmg:LMKG_02894
ko:K02025	lmg:LMKG_01992
ko:K01629	lmg:LMKG_02346
ko:K01813	lmg:LMKG_02345
ko:K06610	lmg:LMKG_02343
ko:K06346	lmg:LMKG_02340
ko:K13921	lmg:LMKG_01768
ko:K04720	lmg:LMKG_01765
ko:K03783	lmg:LMKG_00377
ko:K04763	lmg:LMKG_00375
ko:K03711	lmg:LMKG_00374
ko:K01515	lmg:LMKG_00364
ko:K07048	lmg:LMKG_00359
ko:K03475	lmg:LMKG_00358
ko:K02822	lmg:LMKG_00357
ko:K02821	lmg:LMKG_00356
ko:K00784	lmg:LMKG_00352
ko:K01619	lmg:LMKG_00332
ko:K02793	lmg:LMKG_00330
ko:K00059	lmg:LMKG_02017
ko:K00058	lmg:LMKG_02007
ko:K04844	lmg:LMKG_01997
ko:K00244	lmg:LMKG_01558
ko:K05937	lmg:LMKG_01524
ko:K15524	lmg:LMKG_01509
ko:K01759	lmg:LMKG_01503
ko:K03486	lmg:LMKG_00970
ko:K01226	lmg:LMKG_00969
ko:K03713	lmg:LMKG_00922
ko:K02004	lmg:LMKG_00202
ko:K07052	lmg:LMKG_00189
ko:K07035	lmg:LMKG_00169
ko:K01958	lmg:LMKG_01848
ko:K09693	lmg:LMKG_01845
ko:K01916	lmg:LMKG_01827
ko:K06889	lmg:LMKG_01809
ko:K02086	lmg:LMKG_00440
ko:K00974	lmg:LMKG_00429
ko:K00027	lmg:LMKG_00419
ko:K04517	lmg:LMKG_00410
ko:K00805	lmg:LMKG_00404
ko:K00805	lmg:LMKG_00402
ko:K01104	lmg:LMKG_00398
ko:K01424	lmg:LMKG_00393
ko:K05337	lmg:LMKG_03193
ko:K07258	lmg:LMKG_02084
ko:K00088	lmg:LMKG_02080
ko:K02755	lmg:LMKG_02065
ko:K02756	lmg:LMKG_02065
ko:K02757	lmg:LMKG_02065
ko:K03488	lmg:LMKG_03225
ko:K02004	lmg:LMKG_02060
ko:K03491	lmg:LMKG_02050
ko:K02755	lmg:LMKG_02047
ko:K02756	lmg:LMKG_02047
ko:K02757	lmg:LMKG_02047
ko:K03488	lmg:LMKG_02046
ko:K02799	lmg:LMKG_02035
ko:K02800	lmg:LMKG_02035
ko:K01788	lmg:LMKG_02033
ko:K02004	lmg:LMKG_01860
ko:K01092	lmg:LMKG_01855
ko:K06147	lmg:LMKG_02462
ko:K07784	lmg:LMKG_02461
ko:K02025	lmg:LMKG_02435
ko:K01226	lmg:LMKG_02433
ko:K09167	lmg:LMKG_02412
ko:K08981	lmg:LMKG_02411
ko:K09825	lmg:LMKG_02674
ko:K07586	lmg:LMKG_02670
ko:K07504	lmg:LMKG_02636
ko:K09963	lmg:LMKG_02635
ko:K07027	lmg:LMKG_02476
ko:K03048	lmg:LMKG_02953
ko:K01990	lmg:LMKG_00176
ko:K02004	lmg:LMKG_02929
ko:K03593	lmg:LMKG_02920
ko:K02035	lmg:LMKG_02943
ko:K02564	lmg:LMKG_01969
ko:K07816	lmg:LMKG_01958
ko:K00567	lmg:LMKG_01928
ko:K03697	lmg:LMKG_01927
ko:K07052	lmg:LMKG_01926
ko:K01104	lmg:LMKG_00539
ko:K09787	lmg:LMKG_00537
ko:K00059	lmg:LMKG_00531
ko:K07030	lmg:LMKG_00524
ko:K00949	lmg:LMKG_00521
ko:K02823	lmg:LMKG_00504
ko:K02775	lmg:LMKG_02992
ko:K03325	lmg:LMKG_02170
ko:K07038	lmg:LMKG_02666
ko:K16509	lmg:LMKG_00118
ko:K03699	lmg:LMKG_02100
ko:K01840	lmg:LMKG_02430
ko:K01838	lmg:LMKG_01999
ko:K11733	lmg:LMKG_03162
ko:K01977	lmg:LMKG_r35
ko:K01977	lmg:LMKG_r45
ko:K01977	lmg:LMKG_r40
ko:K01977	lmg:LMKG_r20
ko:K01977	lmg:LMKG_r10
ko:K01223	lmg:LMKG_01652
ko:K01223	lmg:LMKG_01663
ko:K06198	lmg:LMKG_00120
ko:K02769	lmg:LMKG_00179
ko:K01977	lmg:LMKG_r00
ko:K15583	lmg:LMKG_00116
ko:K14234	lmg:LMKG_3563
ko:K16511	lmg:LMKG_00119
ko:K01223	lmg:LMKG_02076
ko:K02798	lmg:LMKG_02037
ko:K01223	lmg:LMKG_01320
ko:K02769	lmg:LMKG_01483
ko:K16329	lmg:LMKG_02826
ko:K16169	lmg:LMKG_00452
ko:K05518	lmg:LMKG_02396
ko:K16301	lmg:LMKG_01545
ko:K05340	lmg:LMKG_01486
ko:K01883	lmg:LMKG_01687
ko:K16264	lmg:LMKG_02937
ko:K11145	lmg:LMKG_01686
ko:K00640	lmg:LMKG_03147
ko:K02851	lmg:LMKG_01967
ko:K07045	lmg:LMKG_02425
ko:K16644	lmg:LMKG_02771
ko:K15770	lmg:LMKG_00191
ko:K07483	lmg:LMKG_01227
ko:K01985	lmg:LMKG_r60
ko:K01985	lmg:LMKG_r65
ko:K01985	lmg:LMKG_r75
ko:K01985	lmg:LMKG_r80
ko:K01985	lmg:LMKG_r85
ko:K01985	lmg:LMKG_r70
ko:K13730	lmg:LMKG_01477
ko:K13731	lmg:LMKG_01476
ko:K15772	lmg:LMKG_00193
ko:K15771	lmg:LMKG_00192
ko:K16786	lmg:LMKG_03219
ko:K02768	lmg:LMKG_01484
ko:K02025	lmg:LMKG_01111
ko:K02026	lmg:LMKG_02795
ko:K16787	lmg:LMKG_02907
ko:K16785	lmg:LMKG_02908
ko:K09681	lmg:LMKG_02618
ko:K00980	lmg:LMKG_01831
ko:K16789	lmg:LMKG_00786
ko:K02768	lmg:LMKG_01512
ko:K02768	lmg:LMKG_00178
ko:K02768	lmg:LMKG_01259
ko:K02025	lmg:LMKG_02796
ko:K13052	lmg:LMKG_02756
ko:K06962	lmg:LMKG_01684
ko:K03218	lmg:LMKG_01685
ko:K03328	lmg:LMKG_02758
ko:K10947	lmg:LMKG_01293
ko:K01990	lmg:LMKG_01135
ko:K07483	lmg:LMKG_02467
ko:K01426	lmg:LMKG_02448
ko:K04757	lmg:LMKG_02398
ko:K07284	lmg:LMKG_02363
ko:K10947	lmg:LMKG_01162
ko:K03574	lmg:LMKG_00978
ko:K00634	lmg:LMKG_00849
ko:K01271	lmg:LMKG_00628
ko:K03574	lmg:LMKG_00579
ko:K16785	lmg:LMKG_02868
ko:K01990	lmg:LMKG_02629
ko:K03574	lmg:LMKG_03047
ko:K02768	lmg:LMKG_01556
ko:K11050	lmg:LMKG_01938
ko:K16651	lmg:LMKG_01764
ko:K02851	lmg:LMKG_02517
ko:K18344	lmg:LMKG_01862
ko:K16898	lmg:LMKG_00039
ko:K01834	lmg:LMKG_00104
ko:K02030	lmg:LMKG_02615
ko:K14236	lmg:LMKG_3543
ko:K14236	lmg:LMKG_3552
ko:K14237	lmg:LMKG_3567
ko:K02006	lmg:LMKG_01721
ko:K14224	lmg:LMKG_3514
ko:K14224	lmg:LMKG_3541
ko:K14224	lmg:LMKG_3557
ko:K14224	lmg:LMKG_3518
ko:K14228	lmg:LMKG_3505
ko:K14228	lmg:LMKG_3535
ko:K14231	lmg:LMKG_3524
ko:K14231	lmg:LMKG_3553
ko:K02226	lmg:LMKG_01785
ko:K18345	lmg:LMKG_01861
ko:K11991	lmg:LMKG_02119
ko:K07979	lmg:LMKG_00066
ko:K10974	lmg:LMKG_01452
ko:K02008	lmg:LMKG_01722
ko:K14229	lmg:LMKG_3504
ko:K14229	lmg:LMKG_3545
ko:K14229	lmg:LMKG_3536
ko:K01980	lmg:LMKG_r30
ko:K01980	lmg:LMKG_r05
ko:K01980	lmg:LMKG_r25
ko:K01980	lmg:LMKG_r55
ko:K01980	lmg:LMKG_r50
ko:K01980	lmg:LMKG_r15
ko:K14237	lmg:LMKG_3502
ko:K14237	lmg:LMKG_3556
ko:K14237	lmg:LMKG_3538
ko:K14228	lmg:LMKG_3507
ko:K14228	lmg:LMKG_3533
ko:K14225	lmg:LMKG_3506
ko:K14225	lmg:LMKG_3534
ko:K14225	lmg:LMKG_3548
ko:K14225	lmg:LMKG_3516
ko:K14225	lmg:LMKG_3522
ko:K14219	lmg:LMKG_3508
ko:K14219	lmg:LMKG_3532
ko:K14219	lmg:LMKG_3517
ko:K14220	lmg:LMKG_3512
ko:K14220	lmg:LMKG_3559
ko:K14220	lmg:LMKG_3564
ko:K14220	lmg:LMKG_3520
ko:K14221	lmg:LMKG_3515
ko:K14221	lmg:LMKG_3525
ko:K14221	lmg:LMKG_3554
