ko:K16238	kpv:KPNIH29_05445
ko:K10193	kpv:KPNIH29_21715
ko:K10194	kpv:KPNIH29_21720
ko:K10195	kpv:KPNIH29_21725
ko:K10192	kpv:KPNIH29_21730
ko:K01193	kpv:KPNIH29_21740
ko:K02532	kpv:KPNIH29_21745
ko:K02100	kpv:KPNIH29_21760
ko:K00065	kpv:KPNIH29_21765
ko:K01730	kpv:KPNIH29_21775
ko:K00626	kpv:KPNIH29_21785
ko:K07347	kpv:KPNIH29_21835
ko:K07345	kpv:KPNIH29_21845
ko:K15269	kpv:KPNIH29_21855
ko:K07357	kpv:KPNIH29_21880
ko:K07358	kpv:KPNIH29_21885
ko:K07345	kpv:KPNIH29_21895
ko:K07351	kpv:KPNIH29_21900
ko:K07346	kpv:KPNIH29_21905
ko:K07347	kpv:KPNIH29_21910
ko:K07348	kpv:KPNIH29_21915
ko:K07349	kpv:KPNIH29_21920
ko:K07350	kpv:KPNIH29_21925
ko:K06975	kpv:KPNIH29_21935
ko:K15549	kpv:KPNIH29_21950
ko:K15547	kpv:KPNIH29_21955
ko:K15550	kpv:KPNIH29_21960
ko:K02358	kpv:KPNIH29_24130
ko:K02355	kpv:KPNIH29_24135
ko:K02992	kpv:KPNIH29_24140
ko:K02950	kpv:KPNIH29_24145
ko:K07237	kpv:KPNIH29_24150
ko:K07236	kpv:KPNIH29_24155
ko:K07235	kpv:KPNIH29_24160
ko:K03772	kpv:KPNIH29_24170
ko:K03745	kpv:KPNIH29_24175
ko:K03775	kpv:KPNIH29_24180
ko:K07070	kpv:KPNIH29_24185
ko:K11747	kpv:KPNIH29_24190
ko:K11748	kpv:KPNIH29_24195
ko:K06158	kpv:KPNIH29_24200
ko:K07019	kpv:KPNIH29_24210
ko:K09898	kpv:KPNIH29_24215
ko:K00855	kpv:KPNIH29_24220
ko:K07397	kpv:KPNIH29_24225
ko:K10914	kpv:KPNIH29_24230
ko:K01664	kpv:KPNIH29_24245
ko:K04095	kpv:KPNIH29_24250
ko:K03767	kpv:KPNIH29_24260
ko:K06141	kpv:KPNIH29_24265
ko:K01485	kpv:KPNIH29_24270
ko:K00362	kpv:KPNIH29_24280
ko:K00363	kpv:KPNIH29_24285
ko:K02302	kpv:KPNIH29_24290
ko:K01867	kpv:KPNIH29_24295
ko:K01091	kpv:KPNIH29_24300
ko:K02339	kpv:KPNIH29_02745
ko:K19221	kpv:KPNIH29_11045
ko:K01783	kpv:KPNIH29_24305
ko:K03112	kpv:KPNIH29_24315
ko:K01735	kpv:KPNIH29_24320
ko:K00891	kpv:KPNIH29_24325
ko:K02507	kpv:KPNIH29_24330
ko:K12290	kpv:KPNIH29_24335
ko:K12289	kpv:KPNIH29_24340
ko:K12288	kpv:KPNIH29_24345
ko:K05366	kpv:KPNIH29_24350
ko:K08312	kpv:KPNIH29_24355
ko:K04762	kpv:KPNIH29_24370
ko:K04083	kpv:KPNIH29_24375
ko:K01610	kpv:KPNIH29_24385
ko:K07638	kpv:KPNIH29_24390
ko:K03496	kpv:KPNIH29_26850
ko:K03497	kpv:KPNIH29_26855
ko:K07483	kpv:KPNIH29_26860
ko:K07483	kpv:KPNIH29_26890
ko:K10748	kpv:KPNIH29_26910
ko:K05839	kpv:KPNIH29_26935
ko:K06889	kpv:KPNIH29_26945
ko:K07397	kpv:KPNIH29_26945
ko:K14155	kpv:KPNIH29_26955
ko:K03671	kpv:KPNIH29_26975
ko:K16137	kpv:KPNIH29_26985
ko:K14060	kpv:KPNIH29_26995
ko:K07480	kpv:KPNIH29_27040
ko:K03893	kpv:KPNIH29_27095
ko:K00135	kpv:KPNIH29_03375
ko:K00484	kpv:KPNIH29_03410
ko:K00483	kpv:KPNIH29_03415
ko:K02508	kpv:KPNIH29_03420
ko:K02511	kpv:KPNIH29_03425
ko:K02510	kpv:KPNIH29_03430
ko:K02509	kpv:KPNIH29_03435
ko:K01826	kpv:KPNIH29_03440
ko:K00455	kpv:KPNIH29_03445
ko:K00151	kpv:KPNIH29_03450
ko:K05921	kpv:KPNIH29_03455
ko:K05921	kpv:KPNIH29_03460
ko:K06015	kpv:KPNIH29_03500
ko:K03307	kpv:KPNIH29_03510
ko:K00883	kpv:KPNIH29_03515
ko:K01631	kpv:KPNIH29_03520
ko:K00041	kpv:KPNIH29_03555
ko:K06199	kpv:KPNIH29_07640
ko:K03425	kpv:KPNIH29_07650
ko:K03644	kpv:KPNIH29_07655
ko:K03801	kpv:KPNIH29_07665
ko:K09158	kpv:KPNIH29_07670
ko:K07258	kpv:KPNIH29_07675
ko:K03642	kpv:KPNIH29_07680
ko:K05837	kpv:KPNIH29_07685
ko:K05515	kpv:KPNIH29_07690
ko:K00783	kpv:KPNIH29_07695
ko:K09710	kpv:KPNIH29_07700
ko:K02226	kpv:KPNIH29_07705
ko:K00969	kpv:KPNIH29_07710
ko:K02340	kpv:KPNIH29_07715
ko:K03643	kpv:KPNIH29_07720
ko:K01869	kpv:KPNIH29_07725
ko:K10004	kpv:KPNIH29_07750
ko:K10002	kpv:KPNIH29_07755
ko:K10003	kpv:KPNIH29_07760
ko:K10001	kpv:KPNIH29_07765
ko:K03820	kpv:KPNIH29_07770
ko:K06189	kpv:KPNIH29_07775
ko:K07042	kpv:KPNIH29_07780
ko:K06168	kpv:KPNIH29_07790
ko:K03184	kpv:KPNIH29_07795
ko:K01953	kpv:KPNIH29_07835
ko:K02566	kpv:KPNIH29_07840
ko:K02565	kpv:KPNIH29_07845
ko:K01443	kpv:KPNIH29_07850
ko:K02564	kpv:KPNIH29_07855
ko:K02802	kpv:KPNIH29_07860
ko:K02803	kpv:KPNIH29_07860
ko:K02804	kpv:KPNIH29_07860
ko:K01886	kpv:KPNIH29_07865
ko:K03711	kpv:KPNIH29_07885
ko:K03839	kpv:KPNIH29_07890
ko:K00997	kpv:KPNIH29_19815
ko:K03474	kpv:KPNIH29_19820
ko:K03584	kpv:KPNIH29_19825
ko:K03685	kpv:KPNIH29_19835
ko:K03100	kpv:KPNIH29_19845
ko:K03596	kpv:KPNIH29_19850
ko:K03803	kpv:KPNIH29_19855
ko:K03598	kpv:KPNIH29_19860
ko:K03597	kpv:KPNIH29_19865
ko:K03088	kpv:KPNIH29_19870
ko:K00278	kpv:KPNIH29_19875
ko:K15460	kpv:KPNIH29_19880
ko:K05590	kpv:KPNIH29_19885
ko:K03648	kpv:KPNIH29_19895
ko:K03214	kpv:KPNIH29_19900
ko:K03672	kpv:KPNIH29_19905
ko:K05812	kpv:KPNIH29_19910
ko:K00998	kpv:KPNIH29_19920
ko:K05811	kpv:KPNIH29_19925
ko:K03761	kpv:KPNIH29_19930
ko:K03695	kpv:KPNIH29_19960
ko:K05810	kpv:KPNIH29_19965
ko:K06180	kpv:KPNIH29_19970
ko:K05807	kpv:KPNIH29_19975
ko:K05809	kpv:KPNIH29_19980
ko:K14170	kpv:KPNIH29_19985
ko:K14187	kpv:KPNIH29_19995
ko:K01626	kpv:KPNIH29_20000
ko:K02884	kpv:KPNIH29_20035
ko:K00554	kpv:KPNIH29_20040
ko:K02860	kpv:KPNIH29_20045
ko:K02959	kpv:KPNIH29_20050
ko:K03106	kpv:KPNIH29_20055
ko:K03687	kpv:KPNIH29_20070
ko:K00858	kpv:KPNIH29_20075
ko:K03305	kpv:KPNIH29_21970
ko:K00537	kpv:KPNIH29_21975
ko:K03893	kpv:KPNIH29_21980
ko:K09702	kpv:KPNIH29_21995
ko:K01607	kpv:KPNIH29_22035
ko:K08169	kpv:KPNIH29_22045
ko:K12943	kpv:KPNIH29_22055
ko:K01823	kpv:KPNIH29_22065
ko:K04567	kpv:KPNIH29_22070
ko:K02836	kpv:KPNIH29_22075
ko:K07462	kpv:KPNIH29_22080
ko:K03981	kpv:KPNIH29_22085
ko:K04763	kpv:KPNIH29_22090
ko:K03840	kpv:KPNIH29_22095
ko:K09159	kpv:KPNIH29_22105
ko:K06980	kpv:KPNIH29_22110
ko:K11068	kpv:KPNIH29_22115
ko:K09900	kpv:KPNIH29_22120
ko:K01223	kpv:KPNIH29_22130
ko:K08344	kpv:KPNIH29_22140
ko:K07483	kpv:KPNIH29_22155
ko:K00281	kpv:KPNIH29_22170
ko:K02437	kpv:KPNIH29_22175
ko:K00605	kpv:KPNIH29_22180
ko:K18800	kpv:KPNIH29_22185
ko:K03185	kpv:KPNIH29_22190
ko:K01262	kpv:KPNIH29_22195
ko:K09895	kpv:KPNIH29_22200
ko:K09888	kpv:KPNIH29_22205
ko:K01934	kpv:KPNIH29_22210
ko:K00058	kpv:KPNIH29_22215
ko:K01807	kpv:KPNIH29_22225
ko:K05596	kpv:KPNIH29_22230
ko:K09807	kpv:KPNIH29_22235
ko:K07659	kpv:KPNIH29_24395
ko:K04760	kpv:KPNIH29_24400
ko:K06959	kpv:KPNIH29_24405
ko:K04758	kpv:KPNIH29_24410
ko:K04759	kpv:KPNIH29_24415
ko:K07490	kpv:KPNIH29_24420
ko:K02170	kpv:KPNIH29_24430
ko:K07400	kpv:KPNIH29_24440
ko:K06155	kpv:KPNIH29_24445
ko:K00705	kpv:KPNIH29_24450
ko:K00688	kpv:KPNIH29_24455
ko:K03556	kpv:KPNIH29_24460
ko:K02444	kpv:KPNIH29_24465
ko:K02441	kpv:KPNIH29_24470
ko:K02439	kpv:KPNIH29_24475
ko:K00111	kpv:KPNIH29_24480
ko:K00688	kpv:KPNIH29_24495
ko:K00703	kpv:KPNIH29_24500
ko:K00975	kpv:KPNIH29_24505
ko:K00700	kpv:KPNIH29_24515
ko:K00133	kpv:KPNIH29_24520
ko:K06156	kpv:KPNIH29_24530
ko:K00851	kpv:KPNIH29_24535
ko:K06145	kpv:KPNIH29_24540
ko:K06911	kpv:KPNIH29_24545
ko:K03825	kpv:KPNIH29_24560
ko:K00681	kpv:KPNIH29_24565
ko:K01126	kpv:KPNIH29_24575
ko:K05816	kpv:KPNIH29_24580
ko:K05815	kpv:KPNIH29_24585
ko:K05814	kpv:KPNIH29_24590
ko:K05813	kpv:KPNIH29_24595
ko:K07341	kpv:KPNIH29_24600
ko:K01996	kpv:KPNIH29_24610
ko:K01995	kpv:KPNIH29_24615
ko:K01998	kpv:KPNIH29_24620
ko:K01997	kpv:KPNIH29_24625
ko:K01999	kpv:KPNIH29_24630
ko:K00537	kpv:KPNIH29_27100
ko:K06218	kpv:KPNIH29_27110
ko:K18923	kpv:KPNIH29_27115
ko:K10013	kpv:KPNIH29_27135
ko:K03710	kpv:KPNIH29_27140
ko:K07160	kpv:KPNIH29_27180
ko:K11263	kpv:KPNIH29_27195
ko:K07644	kpv:KPNIH29_27220
ko:K07665	kpv:KPNIH29_27225
ko:K07245	kpv:KPNIH29_27230
ko:K07156	kpv:KPNIH29_27235
ko:K07233	kpv:KPNIH29_27240
ko:K07480	kpv:KPNIH29_27250
ko:K07480	kpv:KPNIH29_27260
ko:K07483	kpv:KPNIH29_27275
ko:K17686	kpv:KPNIH29_27290
ko:K07787	kpv:KPNIH29_27300
ko:K07798	kpv:KPNIH29_27305
ko:K07810	kpv:KPNIH29_27310
ko:K07796	kpv:KPNIH29_27315
ko:K07665	kpv:KPNIH29_27320
ko:K07644	kpv:KPNIH29_27325
ko:K18828	kpv:KPNIH29_27355
ko:K18829	kpv:KPNIH29_27360
ko:K03292	kpv:KPNIH29_25675
ko:K13256	kpv:KPNIH29_01350
ko:K10110	kpv:KPNIH29_01355
ko:K10109	kpv:KPNIH29_01360
ko:K10108	kpv:KPNIH29_01365
ko:K10111	kpv:KPNIH29_01370
ko:K02024	kpv:KPNIH29_01375
ko:K05775	kpv:KPNIH29_01380
ko:K03181	kpv:KPNIH29_01385
ko:K03179	kpv:KPNIH29_01390
ko:K00631	kpv:KPNIH29_01395
ko:K00901	kpv:KPNIH29_01400
ko:K01356	kpv:KPNIH29_01405
ko:K03327	kpv:KPNIH29_01410
ko:K09823	kpv:KPNIH29_01425
ko:K05539	kpv:KPNIH29_01440
ko:K01775	kpv:KPNIH29_01460
ko:K00832	kpv:KPNIH29_01465
ko:K03788	kpv:KPNIH29_01470
ko:K03701	kpv:KPNIH29_01485
ko:K03111	kpv:KPNIH29_01490
ko:K18325	kpv:KPNIH29_01555
ko:K01092	kpv:KPNIH29_01585
ko:K03072	kpv:KPNIH29_05715
ko:K03074	kpv:KPNIH29_05720
ko:K06996	kpv:KPNIH29_05725
ko:K05517	kpv:KPNIH29_05735
ko:K07738	kpv:KPNIH29_05745
ko:K11752	kpv:KPNIH29_05750
ko:K00794	kpv:KPNIH29_05755
ko:K03625	kpv:KPNIH29_05760
ko:K00946	kpv:KPNIH29_05765
ko:K01095	kpv:KPNIH29_05770
ko:K01662	kpv:KPNIH29_05780
ko:K00795	kpv:KPNIH29_05785
ko:K03602	kpv:KPNIH29_05790
ko:K03151	kpv:KPNIH29_05795
ko:K03152	kpv:KPNIH29_05805
ko:K00077	kpv:KPNIH29_05810
ko:K09767	kpv:KPNIH29_05815
ko:K08195	kpv:KPNIH29_05830
ko:K00014	kpv:KPNIH29_05855
ko:K02624	kpv:KPNIH29_05860
ko:K02300	kpv:KPNIH29_05875
ko:K02299	kpv:KPNIH29_05880
ko:K02298	kpv:KPNIH29_05885
ko:K02297	kpv:KPNIH29_05890
ko:K08218	kpv:KPNIH29_05895
ko:K07286	kpv:KPNIH29_05900
ko:K05527	kpv:KPNIH29_05905
ko:K03545	kpv:KPNIH29_05910
ko:K01358	kpv:KPNIH29_05915
ko:K03544	kpv:KPNIH29_05920
ko:K01338	kpv:KPNIH29_05925
ko:K03530	kpv:KPNIH29_05930
ko:K03770	kpv:KPNIH29_05935
ko:K02237	kpv:KPNIH29_05940
ko:K12500	kpv:KPNIH29_05945
ko:K06920	kpv:KPNIH29_05950
ko:K11938	kpv:KPNIH29_05960
ko:K01738	kpv:KPNIH29_05965
ko:K05800	kpv:KPNIH29_05970
ko:K11071	kpv:KPNIH29_10055
ko:K11072	kpv:KPNIH29_10060
ko:K01258	kpv:KPNIH29_10065
ko:K07637	kpv:KPNIH29_10075
ko:K07660	kpv:KPNIH29_10080
ko:K01756	kpv:KPNIH29_10095
ko:K07153	kpv:KPNIH29_10100
ko:K00566	kpv:KPNIH29_10105
ko:K12152	kpv:KPNIH29_10110
ko:K06181	kpv:KPNIH29_10115
ko:K00031	kpv:KPNIH29_10120
ko:K03497	kpv:KPNIH29_10165
ko:K09786	kpv:KPNIH29_10665
ko:K07180	kpv:KPNIH29_10670
ko:K01792	kpv:KPNIH29_10685
ko:K00134	kpv:KPNIH29_10690
ko:K07305	kpv:KPNIH29_10695
ko:K09916	kpv:KPNIH29_10700
ko:K01183	kpv:KPNIH29_10710
ko:K08281	kpv:KPNIH29_10715
ko:K01424	kpv:KPNIH29_10720
ko:K04773	kpv:KPNIH29_10725
ko:K09474	kpv:KPNIH29_10735
ko:K01008	kpv:KPNIH29_10740
ko:K03169	kpv:KPNIH29_10745
ko:K00262	kpv:KPNIH29_10755
ko:K08320	kpv:KPNIH29_10765
ko:K05779	kpv:KPNIH29_10780
ko:K05778	kpv:KPNIH29_10785
ko:K05777	kpv:KPNIH29_10790
ko:K01142	kpv:KPNIH29_10810
ko:K00840	kpv:KPNIH29_10815
ko:K00673	kpv:KPNIH29_10820
ko:K06447	kpv:KPNIH29_10825
ko:K01484	kpv:KPNIH29_10830
ko:K05526	kpv:KPNIH29_10835
ko:K05984	kpv:KPNIH29_10850
ko:K01916	kpv:KPNIH29_10855
ko:K04064	kpv:KPNIH29_10860
ko:K02760	kpv:KPNIH29_10865
ko:K02761	kpv:KPNIH29_10875
ko:K02759	kpv:KPNIH29_10880
ko:K03490	kpv:KPNIH29_10885
ko:K01222	kpv:KPNIH29_10890
ko:K00208	kpv:KPNIH29_11165
ko:K09975	kpv:KPNIH29_11170
ko:K03457	kpv:KPNIH29_11175
ko:K08170	kpv:KPNIH29_11225
ko:K03974	kpv:KPNIH29_11230
ko:K03969	kpv:KPNIH29_11235
ko:K03970	kpv:KPNIH29_11240
ko:K03971	kpv:KPNIH29_11250
ko:K06918	kpv:KPNIH29_11255
ko:K08990	kpv:KPNIH29_11260
ko:K13636	kpv:KPNIH29_11265
ko:K01222	kpv:KPNIH29_11270
ko:K03721	kpv:KPNIH29_11275
ko:K07120	kpv:KPNIH29_11280
ko:K11065	kpv:KPNIH29_11285
ko:K14054	kpv:KPNIH29_11295
ko:K15580	kpv:KPNIH29_11305
ko:K19222	kpv:KPNIH29_15725
ko:K01002	kpv:KPNIH29_03600
ko:K02317	kpv:KPNIH29_03615
ko:K00481	kpv:KPNIH29_03635
ko:K18954	kpv:KPNIH29_03640
ko:K02761	kpv:KPNIH29_03660
ko:K13255	kpv:KPNIH29_03665
ko:K00564	kpv:KPNIH29_03700
ko:K02344	kpv:KPNIH29_03705
ko:K03789	kpv:KPNIH29_03710
ko:K08723	kpv:KPNIH29_03715
ko:K02837	kpv:KPNIH29_03720
ko:K04065	kpv:KPNIH29_03725
ko:K03424	kpv:KPNIH29_03740
ko:K03317	kpv:KPNIH29_03745
ko:K01619	kpv:KPNIH29_03750
ko:K00758	kpv:KPNIH29_03755
ko:K01839	kpv:KPNIH29_03760
ko:K03784	kpv:KPNIH29_03765
ko:K03800	kpv:KPNIH29_03770
ko:K07186	kpv:KPNIH29_03775
ko:K01079	kpv:KPNIH29_03780
ko:K04485	kpv:KPNIH29_03785
ko:K06211	kpv:KPNIH29_03790
ko:K08309	kpv:KPNIH29_03800
ko:K03720	kpv:KPNIH29_03805
ko:K05804	kpv:KPNIH29_03820
ko:K05805	kpv:KPNIH29_03825
ko:K07663	kpv:KPNIH29_03830
ko:K07641	kpv:KPNIH29_03835
ko:K06143	kpv:KPNIH29_03840
ko:K07773	kpv:KPNIH29_03845
ko:K03645	kpv:KPNIH29_07910
ko:K01835	kpv:KPNIH29_07915
ko:K07667	kpv:KPNIH29_07925
ko:K07646	kpv:KPNIH29_07930
ko:K01548	kpv:KPNIH29_07935
ko:K01547	kpv:KPNIH29_07940
ko:K01546	kpv:KPNIH29_07945
ko:K01669	kpv:KPNIH29_07955
ko:K03305	kpv:KPNIH29_07960
ko:K07160	kpv:KPNIH29_07980
ko:K01304	kpv:KPNIH29_07995
ko:K05522	kpv:KPNIH29_08000
ko:K01647	kpv:KPNIH29_08010
ko:K00241	kpv:KPNIH29_08015
ko:K00242	kpv:KPNIH29_08020
ko:K00239	kpv:KPNIH29_08025
ko:K00240	kpv:KPNIH29_08030
ko:K00164	kpv:KPNIH29_08035
ko:K00658	kpv:KPNIH29_08040
ko:K01903	kpv:KPNIH29_08045
ko:K01902	kpv:KPNIH29_08050
ko:K00425	kpv:KPNIH29_08060
ko:K00426	kpv:KPNIH29_08065
ko:K07107	kpv:KPNIH29_08080
ko:K03562	kpv:KPNIH29_08085
ko:K03560	kpv:KPNIH29_08090
ko:K03646	kpv:KPNIH29_08095
ko:K03641	kpv:KPNIH29_08100
ko:K03640	kpv:KPNIH29_08105
ko:K03517	kpv:KPNIH29_08155
ko:K03811	kpv:KPNIH29_08160
ko:K16264	kpv:KPNIH29_08165
ko:K06895	kpv:KPNIH29_22240
ko:K03442	kpv:KPNIH29_22250
ko:K01624	kpv:KPNIH29_22255
ko:K00927	kpv:KPNIH29_22260
ko:K03472	kpv:KPNIH29_22265
ko:K00615	kpv:KPNIH29_22270
ko:K07387	kpv:KPNIH29_22275
ko:K01652	kpv:KPNIH29_22285
ko:K06989	kpv:KPNIH29_22295
ko:K01480	kpv:KPNIH29_22360
ko:K01585	kpv:KPNIH29_22365
ko:K00789	kpv:KPNIH29_22375
ko:K08137	kpv:KPNIH29_22380
ko:K02742	kpv:KPNIH29_22385
ko:K01150	kpv:KPNIH29_22390
ko:K09761	kpv:KPNIH29_22395
ko:K01920	kpv:KPNIH29_22400
ko:K07735	kpv:KPNIH29_22405
ko:K07447	kpv:KPNIH29_22410
ko:K02669	kpv:KPNIH29_22425
ko:K06997	kpv:KPNIH29_22430
ko:K02221	kpv:KPNIH29_22435
ko:K09131	kpv:KPNIH29_22440
ko:K02428	kpv:KPNIH29_22445
ko:K09923	kpv:KPNIH29_22460
ko:K03439	kpv:KPNIH29_22465
ko:K03575	kpv:KPNIH29_22470
ko:K08306	kpv:KPNIH29_22480
ko:K03289	kpv:KPNIH29_22485
ko:K01581	kpv:KPNIH29_22490
ko:K07150	kpv:KPNIH29_22495
ko:K01999	kpv:KPNIH29_24650
ko:K00823	kpv:KPNIH29_24660
ko:K00375	kpv:KPNIH29_24665
ko:K03089	kpv:KPNIH29_24670
ko:K09811	kpv:KPNIH29_24675
ko:K09812	kpv:KPNIH29_24680
ko:K03110	kpv:KPNIH29_24685
ko:K08316	kpv:KPNIH29_24690
ko:K08993	kpv:KPNIH29_24695
ko:K01534	kpv:KPNIH29_24710
ko:K04085	kpv:KPNIH29_24715
ko:K09125	kpv:KPNIH29_24720
ko:K12963	kpv:KPNIH29_24740
ko:K12962	kpv:KPNIH29_24745
ko:K07264	kpv:KPNIH29_24750
ko:K13014	kpv:KPNIH29_24755
ko:K10011	kpv:KPNIH29_24760
ko:K10012	kpv:KPNIH29_24765
ko:K07806	kpv:KPNIH29_24770
ko:K13727	kpv:KPNIH29_24775
ko:K15584	kpv:KPNIH29_24785
ko:K15585	kpv:KPNIH29_24790
ko:K15586	kpv:KPNIH29_24795
ko:K15587	kpv:KPNIH29_24800
ko:K10824	kpv:KPNIH29_24805
ko:K07722	kpv:KPNIH29_24810
ko:K06213	kpv:KPNIH29_24815
ko:K07007	kpv:KPNIH29_24820
ko:K16322	kpv:KPNIH29_24825
ko:K06144	kpv:KPNIH29_24830
ko:K06149	kpv:KPNIH29_24835
ko:K03305	kpv:KPNIH29_24840
ko:K15984	kpv:KPNIH29_24845
ko:K01414	kpv:KPNIH29_24850
ko:K07115	kpv:KPNIH29_24860
ko:K00383	kpv:KPNIH29_24865
ko:K00799	kpv:KPNIH29_24870
ko:K01194	kpv:KPNIH29_24880
ko:K07058	kpv:KPNIH29_24900
ko:K00059	kpv:KPNIH29_27405
ko:K02083	kpv:KPNIH29_27415
ko:K01464	kpv:KPNIH29_27420
ko:K16786	kpv:KPNIH29_27450
ko:K02083	kpv:KPNIH29_27465
ko:K00675	kpv:KPNIH29_27500
ko:K07483	kpv:KPNIH29_27520
ko:K18831	kpv:KPNIH29_27535
ko:K02533	kpv:KPNIH29_03850
ko:K12524	kpv:KPNIH29_03860
ko:K00872	kpv:KPNIH29_03865
ko:K01733	kpv:KPNIH29_03870
ko:K09861	kpv:KPNIH29_03880
ko:K03310	kpv:KPNIH29_03885
ko:K00616	kpv:KPNIH29_03890
ko:K03831	kpv:KPNIH29_03895
ko:K07034	kpv:KPNIH29_03905
ko:K04043	kpv:KPNIH29_03920
ko:K03686	kpv:KPNIH29_03925
ko:K03313	kpv:KPNIH29_03930
ko:K03717	kpv:KPNIH29_03935
ko:K02968	kpv:KPNIH29_03945
ko:K11753	kpv:KPNIH29_03950
ko:K01870	kpv:KPNIH29_03955
ko:K03101	kpv:KPNIH29_03960
ko:K03774	kpv:KPNIH29_03965
ko:K03527	kpv:KPNIH29_03970
ko:K12700	kpv:KPNIH29_03975
ko:K00215	kpv:KPNIH29_03995
ko:K01956	kpv:KPNIH29_04010
ko:K01955	kpv:KPNIH29_04015
ko:K11746	kpv:KPNIH29_04025
ko:K01525	kpv:KPNIH29_04040
ko:K06195	kpv:KPNIH29_04045
ko:K02528	kpv:KPNIH29_04050
ko:K00097	kpv:KPNIH29_04055
ko:K03771	kpv:KPNIH29_04060
ko:K04744	kpv:KPNIH29_04065
ko:K05801	kpv:KPNIH29_04070
ko:K07702	kpv:KPNIH29_04075
ko:K07700	kpv:KPNIH29_04080
ko:K05964	kpv:KPNIH29_04095
ko:K06177	kpv:KPNIH29_04100
ko:K03580	kpv:KPNIH29_04105
ko:K02336	kpv:KPNIH29_04110
ko:K01626	kpv:KPNIH29_08175
ko:K01834	kpv:KPNIH29_08180
ko:K01785	kpv:KPNIH29_08185
ko:K00849	kpv:KPNIH29_08190
ko:K00965	kpv:KPNIH29_08195
ko:K01784	kpv:KPNIH29_08200
ko:K05776	kpv:KPNIH29_08210
ko:K02019	kpv:KPNIH29_08215
ko:K02020	kpv:KPNIH29_08225
ko:K02018	kpv:KPNIH29_08230
ko:K02017	kpv:KPNIH29_08235
ko:K07404	kpv:KPNIH29_08245
ko:K01051	kpv:KPNIH29_08320
ko:K01468	kpv:KPNIH29_08325
ko:K01479	kpv:KPNIH29_08330
ko:K05836	kpv:KPNIH29_08335
ko:K01712	kpv:KPNIH29_08340
ko:K01745	kpv:KPNIH29_08345
ko:K16234	kpv:KPNIH29_08350
ko:K06910	kpv:KPNIH29_08355
ko:K00833	kpv:KPNIH29_08360
ko:K01012	kpv:KPNIH29_08365
ko:K00652	kpv:KPNIH29_08370
ko:K02169	kpv:KPNIH29_08375
ko:K01935	kpv:KPNIH29_08380
ko:K03702	kpv:KPNIH29_08395
ko:K07643	kpv:KPNIH29_08400
ko:K07771	kpv:KPNIH29_08405
ko:K03760	kpv:KPNIH29_08410
ko:K03639	kpv:KPNIH29_08420
ko:K03638	kpv:KPNIH29_08425
ko:K06889	kpv:KPNIH29_11325
ko:K04757	kpv:KPNIH29_11345
ko:K06885	kpv:KPNIH29_11360
ko:K05520	kpv:KPNIH29_11365
ko:K11901	kpv:KPNIH29_11375
ko:K11900	kpv:KPNIH29_11380
ko:K11893	kpv:KPNIH29_11385
ko:K11892	kpv:KPNIH29_11390
ko:K11903	kpv:KPNIH29_11400
ko:K11907	kpv:KPNIH29_11405
ko:K11904	kpv:KPNIH29_11410
ko:K16074	kpv:KPNIH29_11990
ko:K14155	kpv:KPNIH29_11995
ko:K16136	kpv:KPNIH29_12005
ko:K01809	kpv:KPNIH29_12015
ko:K01676	kpv:KPNIH29_12020
ko:K01679	kpv:KPNIH29_12025
ko:K10748	kpv:KPNIH29_12030
ko:K07639	kpv:KPNIH29_12035
ko:K07661	kpv:KPNIH29_12045
ko:K13938	kpv:KPNIH29_12055
ko:K03758	kpv:KPNIH29_12060
ko:K00324	kpv:KPNIH29_12085
ko:K00325	kpv:KPNIH29_12090
ko:K14055	kpv:KPNIH29_12100
ko:K00567	kpv:KPNIH29_12110
ko:K12942	kpv:KPNIH29_12120
ko:K03497	kpv:KPNIH29_12145
ko:K16839	kpv:KPNIH29_13085
ko:K16345	kpv:KPNIH29_13090
ko:K16840	kpv:KPNIH29_13095
ko:K07127	kpv:KPNIH29_13100
ko:K15773	kpv:KPNIH29_13105
ko:K07154	kpv:KPNIH29_13110
ko:K01265	kpv:KPNIH29_13145
ko:K07017	kpv:KPNIH29_13165
ko:K01232	kpv:KPNIH29_13195
ko:K02749	kpv:KPNIH29_13200
ko:K02750	kpv:KPNIH29_13200
ko:K03482	kpv:KPNIH29_13205
ko:K07090	kpv:KPNIH29_13210
ko:K00626	kpv:KPNIH29_13250
ko:K00059	kpv:KPNIH29_13255
ko:K01026	kpv:KPNIH29_13260
ko:K01759	kpv:KPNIH29_13270
ko:K02429	kpv:KPNIH29_13275
ko:K17195	kpv:KPNIH29_13285
ko:K02430	kpv:KPNIH29_13290
ko:K01619	kpv:KPNIH29_13295
ko:K03436	kpv:KPNIH29_13305
ko:K06889	kpv:KPNIH29_13320
ko:K00134	kpv:KPNIH29_13335
ko:K01250	kpv:KPNIH29_14460
ko:K03823	kpv:KPNIH29_14475
ko:K09936	kpv:KPNIH29_14480
ko:K00137	kpv:KPNIH29_14530
ko:K02053	kpv:KPNIH29_14535
ko:K02054	kpv:KPNIH29_14540
ko:K02052	kpv:KPNIH29_14545
ko:K02055	kpv:KPNIH29_14550
ko:K00425	kpv:KPNIH29_14560
ko:K00426	kpv:KPNIH29_14565
ko:K08303	kpv:KPNIH29_14585
