ko:K19079	sauu:SA957_0616
ko:K02160	sauu:SA957_1482
ko:K02356	sauu:SA957_1483
ko:K03800	sauu:SA957_1487
ko:K00283	sauu:SA957_1489
ko:K00282	sauu:SA957_1490
ko:K00605	sauu:SA957_1491
ko:K00891	sauu:SA957_1492
ko:K02913	sauu:SA957_1505
ko:K12553	sauu:SA957_1506
ko:K11737	sauu:SA957_2273
ko:K00077	sauu:SA957_2278
ko:K08170	sauu:SA957_2279
ko:K05846	sauu:SA957_2280
ko:K05845	sauu:SA957_2281
ko:K05846	sauu:SA957_2282
ko:K05847	sauu:SA957_2283
ko:K02069	sauu:SA957_2288
ko:K02068	sauu:SA957_2289
ko:K10824	sauu:SA957_2295
ko:K15587	sauu:SA957_2296
ko:K15586	sauu:SA957_2297
ko:K15585	sauu:SA957_2298
ko:K15584	sauu:SA957_2299
ko:K04564	sauu:SA957_1507
ko:K09816	sauu:SA957_1509
ko:K09817	sauu:SA957_1510
ko:K01151	sauu:SA957_1511
ko:K06967	sauu:SA957_1514
ko:K03086	sauu:SA957_1515
ko:K09773	sauu:SA957_1517
ko:K01880	sauu:SA957_1519
ko:K03584	sauu:SA957_1520
ko:K07042	sauu:SA957_1524
ko:K02970	sauu:SA957_1529
ko:K09761	sauu:SA957_1531
ko:K02687	sauu:SA957_1532
ko:K03686	sauu:SA957_1533
ko:K04043	sauu:SA957_1534
ko:K03687	sauu:SA957_1535
ko:K03705	sauu:SA957_1536
ko:K03596	sauu:SA957_1538
ko:K02968	sauu:SA957_1539
ko:K02340	sauu:SA957_1540
ko:K02237	sauu:SA957_1543
ko:K09710	sauu:SA957_1545
ko:K00969	sauu:SA957_1547
ko:K07574	sauu:SA957_1548
ko:K00014	sauu:SA957_1549
ko:K07015	sauu:SA957_1551
ko:K07160	sauu:SA957_1558
ko:K01961	sauu:SA957_1559
ko:K02160	sauu:SA957_1560
ko:K00963	sauu:SA957_2332
ko:K11476	sauu:SA957_2337
ko:K04041	sauu:SA957_2352
ko:K06999	sauu:SA957_2354
ko:K15975	sauu:SA957_2355
ko:K15973	sauu:SA957_2356
ko:K06975	sauu:SA957_2357
ko:K03778	sauu:SA957_2361
ko:K16917	sauu:SA957_2363
ko:K16916	sauu:SA957_2364
ko:K03823	sauu:SA957_2366
ko:K01752	sauu:SA957_2367
ko:K01752	sauu:SA957_2368
ko:K07107	sauu:SA957_2373
ko:K03624	sauu:SA957_1563
ko:K00876	sauu:SA957_1564
ko:K08303	sauu:SA957_1565
ko:K07447	sauu:SA957_1569
ko:K01872	sauu:SA957_1571
ko:K03581	sauu:SA957_1572
ko:K00566	sauu:SA957_1574
ko:K04487	sauu:SA957_1575
ko:K17472	sauu:SA957_1579
ko:K07478	sauu:SA957_1580
ko:K01876	sauu:SA957_1582
ko:K01892	sauu:SA957_1583
ko:K01448	sauu:SA957_1584
ko:K07560	sauu:SA957_1585
ko:K00759	sauu:SA957_1587
ko:K07462	sauu:SA957_1588
ko:K12257	sauu:SA957_1589
ko:K03210	sauu:SA957_1590
ko:K00773	sauu:SA957_1591
ko:K07568	sauu:SA957_1592
ko:K03551	sauu:SA957_1593
ko:K03550	sauu:SA957_1594
ko:K06209	sauu:SA957_1595
ko:K03979	sauu:SA957_1596
ko:K02899	sauu:SA957_1597
ko:K02888	sauu:SA957_1599
ko:K03571	sauu:SA957_1600
ko:K03570	sauu:SA957_1601
ko:K03630	sauu:SA957_1605
ko:K11754	sauu:SA957_1607
ko:K01873	sauu:SA957_1608
ko:K01246	sauu:SA957_1609
ko:K01845	sauu:SA957_1612
ko:K01698	sauu:SA957_1613
ko:K04759	sauu:SA957_2387
ko:K04758	sauu:SA957_2388
ko:K03778	sauu:SA957_2397
ko:K10208	sauu:SA957_2400
ko:K10211	sauu:SA957_2401
ko:K10210	sauu:SA957_2402
ko:K01749	sauu:SA957_1615
ko:K02497	sauu:SA957_1616
ko:K02492	sauu:SA957_1617
ko:K03978	sauu:SA957_1618
ko:K03544	sauu:SA957_1619
ko:K03545	sauu:SA957_1620
ko:K02887	sauu:SA957_1623
ko:K02916	sauu:SA957_1624
ko:K02520	sauu:SA957_1625
ko:K11733	sauu:SA957_1626
ko:K01868	sauu:SA957_1627
ko:K07738	sauu:SA957_1630
ko:K00134	sauu:SA957_1631
ko:K00859	sauu:SA957_1632
ko:K07636	sauu:SA957_1636
ko:K00031	sauu:SA957_1638
ko:K01647	sauu:SA957_1639
ko:K11737	sauu:SA957_1640
ko:K00873	sauu:SA957_1641
ko:K00850	sauu:SA957_1642
ko:K01962	sauu:SA957_1643
ko:K01963	sauu:SA957_1644
ko:K02337	sauu:SA957_1646
ko:K00259	sauu:SA957_1653
ko:K00925	sauu:SA957_1655
ko:K11065	sauu:SA957_1657
ko:K07090	sauu:SA957_1658
ko:K03151	sauu:SA957_1659
ko:K04487	sauu:SA957_1660
ko:K02986	sauu:SA957_1663
ko:K01126	sauu:SA957_1664
ko:K09765	sauu:SA957_2429
ko:K06978	sauu:SA957_2432
ko:K01579	sauu:SA957_2435
ko:K01918	sauu:SA957_2436
ko:K00606	sauu:SA957_2437
ko:K00077	sauu:SA957_2438
ko:K01575	sauu:SA957_2439
ko:K00823	sauu:SA957_2442
ko:K01623	sauu:SA957_2444
ko:K00116	sauu:SA957_2445
ko:K01895	sauu:SA957_2447
ko:K03300	sauu:SA957_2457
ko:K02304	sauu:SA957_2458
ko:K00432	sauu:SA957_2460
ko:K14192	sauu:SA957_2470
ko:K00926	sauu:SA957_2472
ko:K03758	sauu:SA957_2473
ko:K00611	sauu:SA957_2474
ko:K02803	sauu:SA957_1671
ko:K02804	sauu:SA957_1671
ko:K00655	sauu:SA957_1672
ko:K01866	sauu:SA957_1674
ko:K12551	sauu:SA957_1675
ko:K01938	sauu:SA957_1677
ko:K01895	sauu:SA957_1678
ko:K04766	sauu:SA957_1679
ko:K04768	sauu:SA957_1680
ko:K02529	sauu:SA957_1681
ko:K13853	sauu:SA957_1682
ko:K01924	sauu:SA957_1685
ko:K03466	sauu:SA957_1686
ko:K06878	sauu:SA957_1687
ko:K03439	sauu:SA957_1693
ko:K00824	sauu:SA957_1695
ko:K07007	sauu:SA957_1700
ko:K01869	sauu:SA957_1703
ko:K07139	sauu:SA957_1705
ko:K00318	sauu:SA957_1710
ko:K00794	sauu:SA957_1711
ko:K14652	sauu:SA957_1712
ko:K00793	sauu:SA957_1713
ko:K11752	sauu:SA957_1714
ko:K03893	sauu:SA957_1716
ko:K02768	sauu:SA957_2481
ko:K02769	sauu:SA957_2481
ko:K02770	sauu:SA957_2481
ko:K01809	sauu:SA957_2482
ko:K01421	sauu:SA957_2483
ko:K03070	sauu:SA957_2489
ko:K03076	sauu:SA957_2493
ko:K11936	sauu:SA957_2508
ko:K11755	sauu:SA957_2514
ko:K02500	sauu:SA957_2515
ko:K01814	sauu:SA957_2516
ko:K02501	sauu:SA957_2517
ko:K01693	sauu:SA957_2518
ko:K00817	sauu:SA957_2519
ko:K00013	sauu:SA957_2520
ko:K00765	sauu:SA957_2521
ko:K16785	sauu:SA957_2525
ko:K16786	sauu:SA957_2526
ko:K16787	sauu:SA957_2526
ko:K07146	sauu:SA957_2531
ko:K01304	sauu:SA957_2532
ko:K06199	sauu:SA957_1726
ko:K06199	sauu:SA957_1727
ko:K00789	sauu:SA957_1730
ko:K01610	sauu:SA957_1731
ko:K08998	sauu:SA957_1734
ko:K01911	sauu:SA957_1736
ko:K01154	sauu:SA957_1747
ko:K07002	sauu:SA957_1756
ko:K00231	sauu:SA957_1757
ko:K01772	sauu:SA957_1758
ko:K01599	sauu:SA957_1759
ko:K02503	sauu:SA957_1763
ko:K03319	sauu:SA957_2536
ko:K05786	sauu:SA957_2537
ko:K07241	sauu:SA957_2539
ko:K11631	sauu:SA957_2543
ko:K11632	sauu:SA957_2544
ko:K03704	sauu:SA957_2550
ko:K03501	sauu:SA957_2555
ko:K03495	sauu:SA957_2556
ko:K03650	sauu:SA957_2557
ko:K03536	sauu:SA957_2558
ko:K02914	sauu:SA957_2559
ko:K06180	sauu:SA957_1775
ko:K03216	sauu:SA957_1780
ko:K03564	sauu:SA957_1787
ko:K01845	sauu:SA957_1788
ko:K03575	sauu:SA957_1792
ko:K07038	sauu:SA957_1793
ko:K03565	sauu:SA957_1797
ko:K00641	sauu:SA957_0013
ko:K02939	sauu:SA957_0016
ko:K01939	sauu:SA957_0018
ko:K13012	sauu:SA957_0143
ko:K02472	sauu:SA957_0145
ko:K09790	sauu:SA957_0148
ko:K16264	sauu:SA957_0150
ko:K08996	sauu:SA957_0160
ko:K00930	sauu:SA957_0161
ko:K00620	sauu:SA957_0162
ko:K00145	sauu:SA957_0163
ko:K03311	sauu:SA957_0165
ko:K07106	sauu:SA957_0171
ko:K01153	sauu:SA957_0175
ko:K02034	sauu:SA957_0179
ko:K01118	sauu:SA957_0183
ko:K15771	sauu:SA957_0187
ko:K15772	sauu:SA957_0188
ko:K01442	sauu:SA957_0248
ko:K03466	sauu:SA957_0260
ko:K03311	sauu:SA957_0279
ko:K02003	sauu:SA957_0282
ko:K03800	sauu:SA957_0300
ko:K16169	sauu:SA957_0360
ko:K01951	sauu:SA957_0362
ko:K08987	sauu:SA957_0372
ko:K11042	sauu:SA957_0375
ko:K03427	sauu:SA957_0385
ko:K01154	sauu:SA957_0386
ko:K05577	sauu:SA957_0405
ko:K09822	sauu:SA957_0406
ko:K03928	sauu:SA957_0410
ko:K03308	sauu:SA957_0412
ko:K17217	sauu:SA957_0414
ko:K02071	sauu:SA957_0415
ko:K02072	sauu:SA957_0416
ko:K02073	sauu:SA957_0417
ko:K04567	sauu:SA957_0471
ko:K00375	sauu:SA957_0472
ko:K06215	sauu:SA957_0473
ko:K08681	sauu:SA957_0474
ko:K11535	sauu:SA957_0475
ko:K03696	sauu:SA957_0479
ko:K04485	sauu:SA957_0480
ko:K00640	sauu:SA957_0483
ko:K01883	sauu:SA957_0484
ko:K11145	sauu:SA957_0485
ko:K03218	sauu:SA957_0486
ko:K06962	sauu:SA957_0487
ko:K03091	sauu:SA957_0488
ko:K02913	sauu:SA957_0489
ko:K03073	sauu:SA957_0490
ko:K02601	sauu:SA957_0491
ko:K02867	sauu:SA957_0492
ko:K02863	sauu:SA957_0493
ko:K02864	sauu:SA957_0494
ko:K02935	sauu:SA957_0495
ko:K03043	sauu:SA957_0497
ko:K03046	sauu:SA957_0498
ko:K07590	sauu:SA957_0499
ko:K02950	sauu:SA957_0500
ko:K02992	sauu:SA957_0501
ko:K02355	sauu:SA957_0502
ko:K02358	sauu:SA957_0503
ko:K05523	sauu:SA957_0506
ko:K00826	sauu:SA957_0509
ko:K01091	sauu:SA957_0510
ko:K15519	sauu:SA957_0511
ko:K15518	sauu:SA957_0512
ko:K11991	sauu:SA957_0513
ko:K14194	sauu:SA957_0516
ko:K14194	sauu:SA957_0517
ko:K05566	sauu:SA957_0580
ko:K05567	sauu:SA957_0581
ko:K05569	sauu:SA957_0583
ko:K05571	sauu:SA957_0585
ko:K05946	sauu:SA957_0592
ko:K16323	sauu:SA957_0600
ko:K02013	sauu:SA957_0602
ko:K02015	sauu:SA957_0603
ko:K02015	sauu:SA957_0604
ko:K05878	sauu:SA957_0605
ko:K05879	sauu:SA957_0606
ko:K07220	sauu:SA957_0618
ko:K03306	sauu:SA957_0619
ko:K06890	sauu:SA957_0621
ko:K09793	sauu:SA957_0629
ko:K02015	sauu:SA957_0688
ko:K02015	sauu:SA957_0689
ko:K02013	sauu:SA957_0690
ko:K02016	sauu:SA957_0691
ko:K00075	sauu:SA957_0692
ko:K00865	sauu:SA957_0696
ko:K03070	sauu:SA957_0707
ko:K02836	sauu:SA957_0708
ko:K07023	sauu:SA957_0710
ko:K03702	sauu:SA957_0712
ko:K03701	sauu:SA957_0713
ko:K13292	sauu:SA957_0715
ko:K00384	sauu:SA957_0718
ko:K01358	sauu:SA957_0722
ko:K07071	sauu:SA957_0724
ko:K05311	sauu:SA957_0726
ko:K00134	sauu:SA957_0727
ko:K00927	sauu:SA957_0728
ko:K01803	sauu:SA957_0729
ko:K15633	sauu:SA957_0730
ko:K01689	sauu:SA957_0731
ko:K03075	sauu:SA957_0733
ko:K03928	sauu:SA957_0734
ko:K12573	sauu:SA957_0735
ko:K03664	sauu:SA957_0736
ko:K03704	sauu:SA957_0746
ko:K06895	sauu:SA957_0754
ko:K03785	sauu:SA957_0757
ko:K02437	sauu:SA957_0761
ko:K07476	sauu:SA957_0764
ko:K02071	sauu:SA957_0766
ko:K02072	sauu:SA957_0767
ko:K02073	sauu:SA957_0768
ko:K09013	sauu:SA957_0796
ko:K09015	sauu:SA957_0797
ko:K11717	sauu:SA957_0798
ko:K09014	sauu:SA957_0800
ko:K00459	sauu:SA957_0803
ko:K00648	sauu:SA957_0864
ko:K09458	sauu:SA957_0865
ko:K15581	sauu:SA957_0867
ko:K15580	sauu:SA957_0871
ko:K02034	sauu:SA957_0876
ko:K01867	sauu:SA957_0878
ko:K16511	sauu:SA957_0880
ko:K08602	sauu:SA957_0882
ko:K06886	sauu:SA957_0884
ko:K00858	sauu:SA957_0888
ko:K06180	sauu:SA957_0889
ko:K06213	sauu:SA957_0890
ko:K00208	sauu:SA957_0892
ko:K03310	sauu:SA957_0895
ko:K01247	sauu:SA957_0898
ko:K02837	sauu:SA957_0905
ko:K02250	sauu:SA957_0910
ko:K06969	sauu:SA957_0966
ko:K00425	sauu:SA957_0971
ko:K00426	sauu:SA957_0972
ko:K01462	sauu:SA957_0977
ko:K00161	sauu:SA957_0979
ko:K00162	sauu:SA957_0980
ko:K00627	sauu:SA957_0981
ko:K00382	sauu:SA957_0982
ko:K03322	sauu:SA957_0991
ko:K06207	sauu:SA957_0995
ko:K03588	sauu:SA957_0999
ko:K02259	sauu:SA957_1001
ko:K08976	sauu:SA957_1003
ko:K01126	sauu:SA957_1006
ko:K00954	sauu:SA957_1010
ko:K07040	sauu:SA957_1012
ko:K02911	sauu:SA957_1013
ko:K14193	sauu:SA957_1015
ko:K02016	sauu:SA957_1018
ko:K09772	sauu:SA957_1075
ko:K02221	sauu:SA957_1076
ko:K04074	sauu:SA957_1078
ko:K01870	sauu:SA957_1079
ko:K03101	sauu:SA957_1083
ko:K06180	sauu:SA957_1084
ko:K02825	sauu:SA957_1085
ko:K00609	sauu:SA957_1087
ko:K01465	sauu:SA957_1088
ko:K01956	sauu:SA957_1089
ko:K01955	sauu:SA957_1090
ko:K01591	sauu:SA957_1091
ko:K00762	sauu:SA957_1092
ko:K00942	sauu:SA957_1097
ko:K03060	sauu:SA957_1098
ko:K13038	sauu:SA957_1099
ko:K04066	sauu:SA957_1100
ko:K01462	sauu:SA957_1103
ko:K00604	sauu:SA957_1104
ko:K03500	sauu:SA957_1105
ko:K06941	sauu:SA957_1106
ko:K06949	sauu:SA957_1109
ko:K01783	sauu:SA957_1110
ko:K02902	sauu:SA957_1112
ko:K03655	sauu:SA957_1115
ko:K03621	sauu:SA957_1117
ko:K00645	sauu:SA957_1118
ko:K02078	sauu:SA957_1120
ko:K03685	sauu:SA957_1121
ko:K03529	sauu:SA957_1122
ko:K03110	sauu:SA957_1123
ko:K03106	sauu:SA957_1125
ko:K02959	sauu:SA957_1126
ko:K02860	sauu:SA957_1127
ko:K00554	sauu:SA957_1128
ko:K02884	sauu:SA957_1129
ko:K14540	sauu:SA957_1131
ko:K03470	sauu:SA957_1132
ko:K01903	sauu:SA957_1133
ko:K01902	sauu:SA957_1134
ko:K04096	sauu:SA957_1137
ko:K03168	sauu:SA957_1138
ko:K04094	sauu:SA957_1139
ko:K03733	sauu:SA957_1140
ko:K01419	sauu:SA957_1141
ko:K03667	sauu:SA957_1142
ko:K03706	sauu:SA957_1143
ko:K02967	sauu:SA957_1144
ko:K02357	sauu:SA957_1145
ko:K09903	sauu:SA957_1146
ko:K02838	sauu:SA957_1147
ko:K00806	sauu:SA957_1148
ko:K00981	sauu:SA957_1149
ko:K11749	sauu:SA957_1150
ko:K01881	sauu:SA957_1151
ko:K03763	sauu:SA957_1152
ko:K09748	sauu:SA957_1153
ko:K02600	sauu:SA957_1154
ko:K07742	sauu:SA957_1155
ko:K02519	sauu:SA957_1157
ko:K02834	sauu:SA957_1158
ko:K11753	sauu:SA957_1160
ko:K02956	sauu:SA957_1161
ko:K00962	sauu:SA957_1162
ko:K03466	sauu:SA957_1164
ko:K00995	sauu:SA957_1171
ko:K09769	sauu:SA957_1176
ko:K00174	sauu:SA957_1177
ko:K00175	sauu:SA957_1178
ko:K06168	sauu:SA957_1180
ko:K03555	sauu:SA957_1183
ko:K03572	sauu:SA957_1184
ko:K02440	sauu:SA957_1186
ko:K00864	sauu:SA957_1187
ko:K00111	sauu:SA957_1188
ko:K00791	sauu:SA957_1190
ko:K03666	sauu:SA957_1191
ko:K00432	sauu:SA957_1192
ko:K03665	sauu:SA957_1193
ko:K01915	sauu:SA957_1196
ko:K01620	sauu:SA957_1214
ko:K06131	sauu:SA957_1216
ko:K00928	sauu:SA957_1221
ko:K00003	sauu:SA957_1222
ko:K01733	sauu:SA957_1223
ko:K00872	sauu:SA957_1224
ko:K03781	sauu:SA957_1228
ko:K02913	sauu:SA957_1229
ko:K02954	sauu:SA957_1230
ko:K00364	sauu:SA957_1231
ko:K01356	sauu:SA957_1233
ko:K00615	sauu:SA957_1236
ko:K03547	sauu:SA957_1239
ko:K03282	sauu:SA957_1241
ko:K01681	sauu:SA957_1243
ko:K07107	sauu:SA957_1244
ko:K08591	sauu:SA957_1246
ko:K02622	sauu:SA957_1247
ko:K02621	sauu:SA957_1248
ko:K03310	sauu:SA957_1249
ko:K03480	sauu:SA957_1250
ko:K14205	sauu:SA957_1252
ko:K01821	sauu:SA957_1255
ko:K01657	sauu:SA957_1259
ko:K00766	sauu:SA957_1261
ko:K01609	sauu:SA957_1262
ko:K01817	sauu:SA957_1263
ko:K01696	sauu:SA957_1264
ko:K01695	sauu:SA957_1265
ko:K11694	sauu:SA957_1266
ko:K11695	sauu:SA957_1267
ko:K02034	sauu:SA957_1272
ko:K02039	sauu:SA957_1276
ko:K02036	sauu:SA957_1277
ko:K02038	sauu:SA957_1278
ko:K02037	sauu:SA957_1279
ko:K02040	sauu:SA957_1280
ko:K00243	sauu:SA957_1281
ko:K00928	sauu:SA957_1283
ko:K00133	sauu:SA957_1284
ko:K01714	sauu:SA957_1285
ko:K00215	sauu:SA957_1286
ko:K01775	sauu:SA957_1289
ko:K01586	sauu:SA957_1290
ko:K07734	sauu:SA957_1291
ko:K03704	sauu:SA957_1293
ko:K01512	sauu:SA957_1295
ko:K03311	sauu:SA957_1298
ko:K14221	sauu:SA957_t002
ko:K14221	sauu:SA957_t034
ko:K14221	sauu:SA957_t023
ko:K14233	sauu:SA957_t014
ko:K14222	sauu:SA957_t027
ko:K14223	sauu:SA957_t028
ko:K14223	sauu:SA957_t054
ko:K14236	sauu:SA957_t031
ko:K14236	sauu:SA957_t055
ko:K14225	sauu:SA957_t026
ko:K14232	sauu:SA957_t011
ko:K14232	sauu:SA957_t041
ko:K17686	sauu:SA957_2395
ko:K14224	sauu:SA957_t001
ko:K14224	sauu:SA957_t018
ko:K14224	sauu:SA957_t057
ko:K01977	sauu:SA957_r005
ko:K01977	sauu:SA957_r013
ko:K01977	sauu:SA957_r016
ko:K01977	sauu:SA957_r001
ko:K01977	sauu:SA957_r010
ko:K14219	sauu:SA957_t013
ko:K14219	sauu:SA957_t016
ko:K14219	sauu:SA957_t010
ko:K14219	sauu:SA957_t042
ko:K14225	sauu:SA957_t020
ko:K14225	sauu:SA957_t051
ko:K14225	sauu:SA957_t008
ko:K14225	sauu:SA957_t044
ko:K14226	sauu:SA957_t021
ko:K14226	sauu:SA957_t029
ko:K14231	sauu:SA957_t022
ko:K14231	sauu:SA957_t033
ko:K14230	sauu:SA957_t024
ko:K14230	sauu:SA957_t035
ko:K14230	sauu:SA957_t038
ko:K14228	sauu:SA957_t025
ko:K14218	sauu:SA957_t012
ko:K14218	sauu:SA957_t049
ko:K14218	sauu:SA957_t040
ko:K14229	sauu:SA957_t046
ko:K14229	sauu:SA957_t053
ko:K14229	sauu:SA957_t007
ko:K14237	sauu:SA957_t005
ko:K14237	sauu:SA957_t048
ko:K14237	sauu:SA957_t056
ko:K01980	sauu:SA957_r012
ko:K01980	sauu:SA957_r015
ko:K06518	sauu:SA957_2377
ko:K01658	sauu:SA957_1260
ko:K04757	sauu:SA957_1907
ko:K07284	sauu:SA957_2365
ko:K01739	sauu:SA957_0330
ko:K11928	sauu:SA957_1827
ko:K00226	sauu:SA957_2427
ko:K07979	sauu:SA957_1859
ko:K10212	sauu:SA957_2403
ko:K01791	sauu:SA957_0146
ko:K00128	sauu:SA957_1846
ko:K00128	sauu:SA957_1965
ko:K00128	sauu:SA957_0149
ko:K14233	sauu:SA957_t003
ko:K14233	sauu:SA957_t037
ko:K14233	sauu:SA957_t036
ko:K14234	sauu:SA957_t006
ko:K14234	sauu:SA957_t047
ko:K14234	sauu:SA957_t032
ko:K14220	sauu:SA957_t015
ko:K14220	sauu:SA957_t058
ko:K14220	sauu:SA957_t019
ko:K14235	sauu:SA957_t030
ko:K14230	sauu:SA957_t039
ko:K14228	sauu:SA957_t052
ko:K14227	sauu:SA957_t004
ko:K14227	sauu:SA957_t050
ko:K01980	sauu:SA957_r002
ko:K01980	sauu:SA957_r009
ko:K01985	sauu:SA957_r003
ko:K01985	sauu:SA957_r008
ko:K01985	sauu:SA957_r004
ko:K01985	sauu:SA957_r011
ko:K01985	sauu:SA957_r014
ko:K01985	sauu:SA957_r007
ko:K14233	sauu:SA957_t017
ko:K14228	sauu:SA957_t045
ko:K01980	sauu:SA957_r006
ko:K01187	sauu:SA957_1462
ko:K01791	sauu:SA957_1954
ko:K01791	sauu:SA957_0137
ko:K02031	sauu:SA957_0177
ko:K02032	sauu:SA957_0177
ko:K19080	sauu:SA957_0617
ko:K18104	sauu:SA957_0599
ko:K02479	sauu:SA957_1773
ko:K08168	sauu:SA957_0119
ko:K14204	sauu:SA957_0862
ko:K03293	sauu:SA957_1227
ko:K01271	sauu:SA957_1651
ko:K07741	sauu:SA957_1431
ko:K02809	sauu:SA957_0172
ko:K02810	sauu:SA957_0172
ko:K00130	sauu:SA957_2451
ko:K02809	sauu:SA957_2211
ko:K02810	sauu:SA957_2211
ko:K03366	sauu:SA957_0109
ko:K07145	sauu:SA957_1021
ko:K01046	sauu:SA957_0293
ko:K00108	sauu:SA957_2450
ko:K22580	sauu:SA957_0942
ko:K01046	sauu:SA957_2512
ko:K00632	sauu:SA957_0202
ko:K00008	sauu:SA957_0223
ko:K03719	sauu:SA957_0068
ko:K21461	sauu:SA957_2509
ko:K21462	sauu:SA957_2511
ko:K21463	sauu:SA957_2186
ko:K00008	sauu:SA957_0221
ko:K01727	sauu:SA957_1745
ko:K08255	sauu:SA957_0852
ko:K07705	sauu:SA957_0234
ko:K00681	sauu:SA957_0181
ko:K04749	sauu:SA957_1908
ko:K18707	sauu:SA957_1530
ko:K18672	sauu:SA957_2003
ko:K18704	sauu:SA957_0226
ko:K18682	sauu:SA957_1174
ko:K18692	sauu:SA957_1512
ko:K18906	sauu:SA957_0641
ko:K01262	sauu:SA957_1484
ko:K09692	sauu:SA957_1794
ko:K07723	sauu:SA957_1911
ko:K18909	sauu:SA957_0305
ko:K18941	sauu:SA957_1306
ko:K18908	sauu:SA957_0306
ko:K07171	sauu:SA957_1910
ko:K04940	sauu:SA957_2131
ko:K18907	sauu:SA957_0089
ko:K03497	sauu:SA957_0331
ko:K03111	sauu:SA957_0339
ko:K03111	sauu:SA957_1938
ko:K03169	sauu:SA957_2085
ko:K03111	sauu:SA957_1424
ko:K11040	sauu:SA957_1555
ko:K11040	sauu:SA957_2383
ko:K03497	sauu:SA957_2554
ko:K14201	sauu:SA957_0741
ko:K11040	sauu:SA957_0770
ko:K11040	sauu:SA957_0771
ko:K11040	sauu:SA957_0791
ko:K03502	sauu:SA957_1256
ko:K07029	sauu:SA957_1822
ko:K07498	sauu:SA957_0036
ko:K02315	sauu:SA957_1420
ko:K03498	sauu:SA957_1868
ko:K09145	sauu:SA957_0626
ko:K13052	sauu:SA957_0461
ko:K18979	sauu:SA957_1781
ko:K00949	sauu:SA957_1111
ko:K01318	sauu:SA957_0934
ko:K03741	sauu:SA957_1717
ko:K07816	sauu:SA957_2339
ko:K03429	sauu:SA957_0902
ko:K07498	sauu:SA957_0041
ko:K02755	sauu:SA957_0238
ko:K03293	sauu:SA957_2146
ko:K19077	sauu:SA957_0615
ko:K01174	sauu:SA957_1218
ko:K14202	sauu:SA957_1751
ko:K14203	sauu:SA957_1041
ko:K01239	sauu:SA957_2113
ko:K19078	sauu:SA957_0614
ko:K19158	sauu:SA957_2240
ko:K19225	sauu:SA957_1503
ko:K02777	sauu:SA957_1312
ko:K19068	sauu:SA957_0136
ko:K19081	sauu:SA957_2464
ko:K19082	sauu:SA957_2465
ko:K19083	sauu:SA957_2463
ko:K19084	sauu:SA957_2462
ko:K08259	sauu:SA957_0249
ko:K19159	sauu:SA957_2241
ko:K02031	sauu:SA957_0873
ko:K02032	sauu:SA957_1270
ko:K01992	sauu:SA957_2197
ko:K01992	sauu:SA957_2345
ko:K19411	sauu:SA957_0477
ko:K19302	sauu:SA957_1307
ko:K19405	sauu:SA957_0478
ko:K03574	sauu:SA957_1733
ko:K03722	sauu:SA957_1345
ko:K19576	sauu:SA957_0649
ko:K06881	sauu:SA957_1647
ko:K01906	sauu:SA957_2257
ko:K21721	sauu:SA957_0099
ko:K03483	sauu:SA957_1997
ko:K19689	sauu:SA957_1803
ko:K01258	sauu:SA957_1466
ko:K00547	sauu:SA957_0328
ko:K00297	sauu:SA957_0328
ko:K07119	sauu:SA957_2026
ko:K02538	sauu:SA957_2480
ko:K21636	sauu:SA957_2456
ko:K19976	sauu:SA957_0588
ko:K20074	sauu:SA957_1107
ko:K12132	sauu:SA957_1108
ko:K20116	sauu:SA957_0169
ko:K20117	sauu:SA957_0169
ko:K20118	sauu:SA957_0169
ko:K20116	sauu:SA957_2374
ko:K20117	sauu:SA957_2374
ko:K20118	sauu:SA957_2374
ko:K20338	sauu:SA957_1707
ko:K21949	sauu:SA957_0098
ko:K20337	sauu:SA957_1059
ko:K20337	sauu:SA957_1060
ko:K20534	sauu:SA957_0659
ko:K02790	sauu:SA957_0214
ko:K02791	sauu:SA957_0214
ko:K21029	sauu:SA957_2106
ko:K21030	sauu:SA957_0224
ko:K00525	sauu:SA957_0686
ko:K21030	sauu:SA957_0228
ko:K21064	sauu:SA957_0853
ko:K08968	sauu:SA957_1662
ko:K00435	sauu:SA957_0543
ko:K00526	sauu:SA957_0687
ko:K04068	sauu:SA957_2455
ko:K14199	sauu:SA957_1750
ko:K03546	sauu:SA957_1240
ko:K14199	sauu:SA957_0200
ko:K14199	sauu:SA957_1044
ko:K00287	sauu:SA957_1316
ko:K00560	sauu:SA957_1317
ko:K11038	sauu:SA957_1864
ko:K11038	sauu:SA957_1865
ko:K00857	sauu:SA957_1962
ko:K11038	sauu:SA957_1377
ko:K11038	sauu:SA957_1378
ko:K11038	sauu:SA957_2252
ko:K11038	sauu:SA957_2254
ko:K11038	sauu:SA957_2255
ko:K02316	sauu:SA957_1516
ko:K06217	sauu:SA957_1525
ko:K01493	sauu:SA957_1542
ko:K02314	sauu:SA957_0017
ko:K01174	sauu:SA957_0745
ko:K07474	sauu:SA957_0790
ko:K03553	sauu:SA957_1173
ko:K06958	sauu:SA957_0719
ko:K05020	sauu:SA957_2024
ko:K13714	sauu:SA957_0938
ko:K02335	sauu:SA957_1634
ko:K21285	sauu:SA957_0595
ko:K02032	sauu:SA957_0874
ko:K03296	sauu:SA957_2091
ko:K00980	sauu:SA957_0597
