ko:K10440	smk:Sinme_5390
ko:K00793	smk:Sinme_1008
ko:K00794	smk:Sinme_1012
ko:K03625	smk:Sinme_1013
ko:K15987	smk:Sinme_1015
ko:K03621	smk:Sinme_1019
ko:K00648	smk:Sinme_1020
ko:K04764	smk:Sinme_1021
ko:K01991	smk:Sinme_1031
ko:K02259	smk:Sinme_1037
ko:K00145	smk:Sinme_1038
ko:K00330	smk:Sinme_1061
ko:K00331	smk:Sinme_1062
ko:K00332	smk:Sinme_1063
ko:K00333	smk:Sinme_1064
ko:K00334	smk:Sinme_1066
ko:K00337	smk:Sinme_1070
ko:K00338	smk:Sinme_1071
ko:K00339	smk:Sinme_1072
ko:K00340	smk:Sinme_1073
ko:K00341	smk:Sinme_1074
ko:K00342	smk:Sinme_1075
ko:K00343	smk:Sinme_1076
ko:K03524	smk:Sinme_1077
ko:K05606	smk:Sinme_1079
ko:K01881	smk:Sinme_1082
ko:K09808	smk:Sinme_1083
ko:K02337	smk:Sinme_1085
ko:K02346	smk:Sinme_1087
ko:K11443	smk:Sinme_1089
ko:K02913	smk:Sinme_1091
ko:K12573	smk:Sinme_1095
ko:K03168	smk:Sinme_1096
ko:K04096	smk:Sinme_1097
ko:K08591	smk:Sinme_1098
ko:K01465	smk:Sinme_1099
ko:K00609	smk:Sinme_1100
ko:K09456	smk:Sinme_1101
ko:K07447	smk:Sinme_1104
ko:K02435	smk:Sinme_1106
ko:K01118	smk:Sinme_1128
ko:K03218	smk:Sinme_1130
ko:K02358	smk:Sinme_1131
ko:K03073	smk:Sinme_1134
ko:K02601	smk:Sinme_1135
ko:K02867	smk:Sinme_1136
ko:K02863	smk:Sinme_1137
ko:K02864	smk:Sinme_1138
ko:K02935	smk:Sinme_1139
ko:K03043	smk:Sinme_1140
ko:K03046	smk:Sinme_1141
ko:K02950	smk:Sinme_1144
ko:K02992	smk:Sinme_1145
ko:K02355	smk:Sinme_1146
ko:K02946	smk:Sinme_1148
ko:K02906	smk:Sinme_1149
ko:K02926	smk:Sinme_1150
ko:K02892	smk:Sinme_1151
ko:K02886	smk:Sinme_1152
ko:K02965	smk:Sinme_1153
ko:K02890	smk:Sinme_1154
ko:K02982	smk:Sinme_1155
ko:K02878	smk:Sinme_1156
ko:K02904	smk:Sinme_1157
ko:K02961	smk:Sinme_1158
ko:K01919	smk:Sinme_0479
ko:K09761	smk:Sinme_0480
ko:K03306	smk:Sinme_0481
ko:K11472	smk:Sinme_0487
ko:K11473	smk:Sinme_0488
ko:K01246	smk:Sinme_0492
ko:K01892	smk:Sinme_0496
ko:K02502	smk:Sinme_0497
ko:K01462	smk:Sinme_1197
ko:K06213	smk:Sinme_1198
ko:K01752	smk:Sinme_1204
ko:K01631	smk:Sinme_0531
ko:K00883	smk:Sinme_0532
ko:K03284	smk:Sinme_0538
ko:K03549	smk:Sinme_0539
ko:K02108	smk:Sinme_0542
ko:K02110	smk:Sinme_0543
ko:K02109	smk:Sinme_0544
ko:K02109	smk:Sinme_0545
ko:K03470	smk:Sinme_0546
ko:K03638	smk:Sinme_0550
ko:K00919	smk:Sinme_0551
ko:K02523	smk:Sinme_0553
ko:K01878	smk:Sinme_0558
ko:K03744	smk:Sinme_0560
ko:K01879	smk:Sinme_0562
ko:K01945	smk:Sinme_0565
ko:K08223	smk:Sinme_0568
ko:K03215	smk:Sinme_0585
ko:K06442	smk:Sinme_0586
ko:K01662	smk:Sinme_0587
ko:K06911	smk:Sinme_0588
ko:K03602	smk:Sinme_0589
ko:K07107	smk:Sinme_0592
ko:K03523	smk:Sinme_0595
ko:K09927	smk:Sinme_0598
ko:K03568	smk:Sinme_0599
ko:K00275	smk:Sinme_0602
ko:K00208	smk:Sinme_0605
ko:K01736	smk:Sinme_0608
ko:K14652	smk:Sinme_0609
ko:K02275	smk:Sinme_0611
ko:K02276	smk:Sinme_0616
ko:K03527	smk:Sinme_0620
ko:K02204	smk:Sinme_0621
ko:K07735	smk:Sinme_0625
ko:K03790	smk:Sinme_0627
ko:K01733	smk:Sinme_0629
ko:K01999	smk:Sinme_0631
ko:K00957	smk:Sinme_0653
ko:K00390	smk:Sinme_0654
ko:K02167	smk:Sinme_0660
ko:K02001	smk:Sinme_0749
ko:K00615	smk:Sinme_2621
ko:K06886	smk:Sinme_2629
ko:K01915	smk:Sinme_2630
ko:K01999	smk:Sinme_2634
ko:K01995	smk:Sinme_2635
ko:K01996	smk:Sinme_2636
ko:K01997	smk:Sinme_2637
ko:K01998	smk:Sinme_2638
ko:K00823	smk:Sinme_2640
ko:K02034	smk:Sinme_2646
ko:K02034	smk:Sinme_1924
ko:K01999	smk:Sinme_1926
ko:K02230	smk:Sinme_1929
ko:K02234	smk:Sinme_1930
ko:K02231	smk:Sinme_1931
ko:K02232	smk:Sinme_1935
ko:K02002	smk:Sinme_1937
ko:K05800	smk:Sinme_1783
ko:K02601	smk:Sinme_1854
ko:K00375	smk:Sinme_1874
ko:K07734	smk:Sinme_1875
ko:K09823	smk:Sinme_1883
ko:K09816	smk:Sinme_1884
ko:K09817	smk:Sinme_1885
ko:K21911	smk:Sinme_2205
ko:K10112	smk:Sinme_5923
ko:K00058	smk:Sinme_5925
ko:K02025	smk:Sinme_5936
ko:K02033	smk:Sinme_5945
ko:K01258	smk:Sinme_5823
ko:K02025	smk:Sinme_5920
ko:K00059	smk:Sinme_5859
ko:K21909	smk:Sinme_2208
ko:K02027	smk:Sinme_4975
ko:K14987	smk:Sinme_5886
ko:K02569	smk:Sinme_5889
ko:K02571	smk:Sinme_5894
ko:K10237	smk:Sinme_4445
ko:K10238	smk:Sinme_4446
ko:K03297	smk:Sinme_2462
ko:K10439	smk:Sinme_4152
ko:K01560	smk:Sinme_6227
ko:K11961	smk:Sinme_4228
ko:K02052	smk:Sinme_6432
ko:K02033	smk:Sinme_6443
ko:K02035	smk:Sinme_6444
ko:K01674	smk:Sinme_6543
ko:K02591	smk:Sinme_6350
ko:K03855	smk:Sinme_6357
ko:K00135	smk:Sinme_6365
ko:K02052	smk:Sinme_6366
ko:K02587	smk:Sinme_6349
ko:K02055	smk:Sinme_6369
ko:K06988	smk:Sinme_6593
ko:K01426	smk:Sinme_6750
ko:K02033	smk:Sinme_6754
ko:K02035	smk:Sinme_6755
ko:K02035	smk:Sinme_6906
ko:K01474	smk:Sinme_6450
ko:K02055	smk:Sinme_6452
ko:K02055	smk:Sinme_6454
ko:K01607	smk:Sinme_6610
ko:K07263	smk:Sinme_6649
ko:K02035	smk:Sinme_6810
ko:K02033	smk:Sinme_6816
ko:K02035	smk:Sinme_6661
ko:K02033	smk:Sinme_6663
ko:K11263	smk:Sinme_6686
ko:K01439	smk:Sinme_6704
ko:K02049	smk:Sinme_6706
ko:K03406	smk:Sinme_0584
ko:K00626	smk:Sinme_0593
ko:K07258	smk:Sinme_0600
ko:K02274	smk:Sinme_0612
ko:K02258	smk:Sinme_0615
ko:K03406	smk:Sinme_0049
ko:K00852	smk:Sinme_0050
ko:K01439	smk:Sinme_0056
ko:K00674	smk:Sinme_0065
ko:K07126	smk:Sinme_0762
ko:K03499	smk:Sinme_1263
ko:K01760	smk:Sinme_1282
ko:K00626	smk:Sinme_1596
ko:K01759	smk:Sinme_1623
ko:K02010	smk:Sinme_2030
ko:K09795	smk:Sinme_2864
ko:K00266	smk:Sinme_2865
ko:K01620	smk:Sinme_2867
ko:K14347	smk:Sinme_2868
ko:K02034	smk:Sinme_2873
ko:K03635	smk:Sinme_0965
ko:K00799	smk:Sinme_0971
ko:K09949	smk:Sinme_1309
ko:K07126	smk:Sinme_1320
ko:K02010	smk:Sinme_1330
ko:K13628	smk:Sinme_1634
ko:K07343	smk:Sinme_1651
ko:K07161	smk:Sinme_1655
ko:K07793	smk:Sinme_1671
ko:K09815	smk:Sinme_1886
ko:K01192	smk:Sinme_1896
ko:K00799	smk:Sinme_2036
ko:K01480	smk:Sinme_1039
ko:K02533	smk:Sinme_1695
ko:K07107	smk:Sinme_2799
ko:K03551	smk:Sinme_2804
ko:K03550	smk:Sinme_2805
ko:K01159	smk:Sinme_2806
ko:K09769	smk:Sinme_2812
ko:K09888	smk:Sinme_2816
ko:K00615	smk:Sinme_2818
ko:K00134	smk:Sinme_2819
ko:K09957	smk:Sinme_2820
ko:K00927	smk:Sinme_2821
ko:K01623	smk:Sinme_2822
ko:K13592	smk:Sinme_2828
ko:K02909	smk:Sinme_2829
ko:K02557	smk:Sinme_2831
ko:K00788	smk:Sinme_2835
ko:K07090	smk:Sinme_2836
ko:K01588	smk:Sinme_2840
ko:K01589	smk:Sinme_2841
ko:K02919	smk:Sinme_2842
ko:K00873	smk:Sinme_2844
ko:K09948	smk:Sinme_2847
ko:K08602	smk:Sinme_2851
ko:K01665	smk:Sinme_2852
ko:K01772	smk:Sinme_2858
ko:K07340	smk:Sinme_2860
ko:K00963	smk:Sinme_2862
ko:K04080	smk:Sinme_2876
ko:K13589	smk:Sinme_2880
ko:K01687	smk:Sinme_2881
ko:K03088	smk:Sinme_2888
ko:K06996	smk:Sinme_2891
ko:K00688	smk:Sinme_2897
ko:K00975	smk:Sinme_2899
ko:K00703	smk:Sinme_2900
ko:K00305	smk:Sinme_2906
ko:K00303	smk:Sinme_2909
ko:K02970	smk:Sinme_2910
ko:K01259	smk:Sinme_0911
ko:K02433	smk:Sinme_1107
ko:K00799	smk:Sinme_1449
ko:K05595	smk:Sinme_1454
ko:K02067	smk:Sinme_1737
ko:K01916	smk:Sinme_1752
ko:K00383	smk:Sinme_1759
ko:K01679	smk:Sinme_1764
ko:K02035	smk:Sinme_1922
ko:K02033	smk:Sinme_1923
ko:K00939	smk:Sinme_1170
ko:K07054	smk:Sinme_1473
ko:K07258	smk:Sinme_1504
ko:K06988	smk:Sinme_1799
ko:K03406	smk:Sinme_1802
ko:K00548	smk:Sinme_1942
ko:K00548	smk:Sinme_1959
ko:K06179	smk:Sinme_1183
ko:K00121	smk:Sinme_1188
ko:K01011	smk:Sinme_1522
ko:K01119	smk:Sinme_1527
ko:K03498	smk:Sinme_1530
ko:K00769	smk:Sinme_1539
ko:K02035	smk:Sinme_1545
ko:K00033	smk:Sinme_1903
ko:K08305	smk:Sinme_2863
ko:K07025	smk:Sinme_0067
ko:K07305	smk:Sinme_0073
ko:K01782	smk:Sinme_0176
ko:K00626	smk:Sinme_0177
ko:K04750	smk:Sinme_0005
ko:K02806	smk:Sinme_0012
ko:K07393	smk:Sinme_2416
ko:K02033	smk:Sinme_2459
ko:K02035	smk:Sinme_2460
ko:K00970	smk:Sinme_2408
ko:K03406	smk:Sinme_0080
ko:K00101	smk:Sinme_0091
ko:K01784	smk:Sinme_0199
ko:K03469	smk:Sinme_0622
ko:K01560	smk:Sinme_0635
ko:K06147	smk:Sinme_0916
ko:K01496	smk:Sinme_1219
ko:K00324	smk:Sinme_2916
ko:K07657	smk:Sinme_0159
ko:K00799	smk:Sinme_0666
ko:K00799	smk:Sinme_0668
ko:K00598	smk:Sinme_0677
ko:K01560	smk:Sinme_0678
ko:K00059	smk:Sinme_0938
ko:K03743	smk:Sinme_1256
ko:K02056	smk:Sinme_1574
ko:K06196	smk:Sinme_1579
ko:K00325	smk:Sinme_2914
ko:K00324	smk:Sinme_2915
ko:K07104	smk:Sinme_0695
ko:K07305	smk:Sinme_0700
ko:K05565	smk:Sinme_0701
ko:K05568	smk:Sinme_0704
ko:K05570	smk:Sinme_0706
ko:K02200	smk:Sinme_0730
ko:K02200	smk:Sinme_0733
ko:K10112	smk:Sinme_3938
ko:K10232	smk:Sinme_0389
ko:K10233	smk:Sinme_0390
ko:K10234	smk:Sinme_0391
ko:K09471	smk:Sinme_0398
ko:K03406	smk:Sinme_0402
ko:K07126	smk:Sinme_0405
ko:K03406	smk:Sinme_0329
ko:K03409	smk:Sinme_0330
ko:K00575	smk:Sinme_0334
ko:K01907	smk:Sinme_0422
ko:K02427	smk:Sinme_0465
ko:K00088	smk:Sinme_0469
ko:K03455	smk:Sinme_0515
ko:K01092	smk:Sinme_0517
ko:K03593	smk:Sinme_0537
ko:K02116	smk:Sinme_0541
ko:K00045	smk:Sinme_2488
ko:K02049	smk:Sinme_2504
ko:K02050	smk:Sinme_2506
ko:K02050	smk:Sinme_2507
ko:K02051	smk:Sinme_2508
ko:K02005	smk:Sinme_2509
ko:K07010	smk:Sinme_2919
ko:K16554	smk:Sinme_4629
ko:K10009	smk:Sinme_3271
ko:K02027	smk:Sinme_4368
ko:K02026	smk:Sinme_4370
ko:K19092	smk:Sinme_6568
ko:K10010	smk:Sinme_3272
ko:K02052	smk:Sinme_2547
ko:K02055	smk:Sinme_2548
ko:K01480	smk:Sinme_2549
ko:K09471	smk:Sinme_2555
ko:K02025	smk:Sinme_2561
ko:K08738	smk:Sinme_2564
ko:K02274	smk:Sinme_2566
ko:K02035	smk:Sinme_2586
ko:K02033	smk:Sinme_2591
ko:K10440	smk:Sinme_2593
ko:K00058	smk:Sinme_2608
ko:K01619	smk:Sinme_2611
ko:K00854	smk:Sinme_2613
ko:K10440	smk:Sinme_2615
ko:K11605	smk:Sinme_3081
ko:K11606	smk:Sinme_3082
ko:K02114	smk:Sinme_3086
ko:K02112	smk:Sinme_3087
ko:K02115	smk:Sinme_3088
ko:K02111	smk:Sinme_3089
ko:K02113	smk:Sinme_3090
ko:K04066	smk:Sinme_3092
ko:K03733	smk:Sinme_3099
ko:K09973	smk:Sinme_3100
ko:K00382	smk:Sinme_3101
ko:K00658	smk:Sinme_3105
ko:K00164	smk:Sinme_3106
ko:K01902	smk:Sinme_3107
ko:K01903	smk:Sinme_3108
ko:K00024	smk:Sinme_3109
ko:K00239	smk:Sinme_3123
ko:K00242	smk:Sinme_3124
ko:K09780	smk:Sinme_3129
ko:K00057	smk:Sinme_3130
ko:K01749	smk:Sinme_3132
ko:K02498	smk:Sinme_3135
ko:K01951	smk:Sinme_3137
ko:K02221	smk:Sinme_3140
ko:K06207	smk:Sinme_3144
ko:K02888	smk:Sinme_3151
ko:K02899	smk:Sinme_3152
ko:K03979	smk:Sinme_3155
ko:K00931	smk:Sinme_3156
ko:K00147	smk:Sinme_3157
ko:K00969	smk:Sinme_3158
ko:K09710	smk:Sinme_3159
ko:K00783	smk:Sinme_3160
ko:K03797	smk:Sinme_3162
ko:K09798	smk:Sinme_3163
ko:K08311	smk:Sinme_3164
ko:K03594	smk:Sinme_3165
ko:K14161	smk:Sinme_3168
ko:K14160	smk:Sinme_3169
ko:K01644	smk:Sinme_3172
ko:K02071	smk:Sinme_2944
ko:K01805	smk:Sinme_2948
ko:K02529	smk:Sinme_2950
ko:K03543	smk:Sinme_2953
ko:K13653	smk:Sinme_2955
ko:K04567	smk:Sinme_2958
ko:K05559	smk:Sinme_2964
ko:K05560	smk:Sinme_2965
ko:K05561	smk:Sinme_2966
ko:K05562	smk:Sinme_2967
ko:K02020	smk:Sinme_2981
ko:K02018	smk:Sinme_2982
ko:K02019	smk:Sinme_2985
ko:K00166	smk:Sinme_2988
ko:K00167	smk:Sinme_2989
ko:K09699	smk:Sinme_2990
ko:K00382	smk:Sinme_2991
ko:K01433	smk:Sinme_2992
ko:K00451	smk:Sinme_2995
ko:K00457	smk:Sinme_2998
ko:K03710	smk:Sinme_3008
ko:K02029	smk:Sinme_3015
ko:K01126	smk:Sinme_3019
ko:K02034	smk:Sinme_3020
ko:K00099	smk:Sinme_3042
ko:K00643	smk:Sinme_3043
ko:K07278	smk:Sinme_3050
ko:K09800	smk:Sinme_3051
ko:K01476	smk:Sinme_3056
ko:K03408	smk:Sinme_3057
ko:K00126	smk:Sinme_3059
ko:K02379	smk:Sinme_3060
ko:K00123	smk:Sinme_3061
ko:K02444	smk:Sinme_3067
ko:K00111	smk:Sinme_3068
ko:K01581	smk:Sinme_2929
ko:K01625	smk:Sinme_2938
ko:K07146	smk:Sinme_2941
ko:K02073	smk:Sinme_2942
ko:K02072	smk:Sinme_2943
ko:K10439	smk:Sinme_2617
ko:K00854	smk:Sinme_2620
ko:K02050	smk:Sinme_2624
ko:K02049	smk:Sinme_2625
ko:K02033	smk:Sinme_2645
ko:K06916	smk:Sinme_3110
ko:K00240	smk:Sinme_3122
ko:K05895	smk:Sinme_2974
ko:K03394	smk:Sinme_2976
ko:K06042	smk:Sinme_2977
ko:K02229	smk:Sinme_2978
ko:K03648	smk:Sinme_2980
ko:K01704	smk:Sinme_3174
ko:K05563	smk:Sinme_2968
ko:K05564	smk:Sinme_2969
ko:K05936	smk:Sinme_2972
ko:K15034	smk:Sinme_3377
ko:K03919	smk:Sinme_3379
ko:K02500	smk:Sinme_3382
ko:K01814	smk:Sinme_3383
ko:K02501	smk:Sinme_3384
ko:K01693	smk:Sinme_3386
ko:K01419	smk:Sinme_3387
ko:K03667	smk:Sinme_3389
ko:K01638	smk:Sinme_3393
ko:K15012	smk:Sinme_3396
ko:K15011	smk:Sinme_3397
ko:K03579	smk:Sinme_3398
ko:K05779	smk:Sinme_3399
ko:K05778	smk:Sinme_3400
ko:K05777	smk:Sinme_3401
ko:K07168	smk:Sinme_3410
ko:K01491	smk:Sinme_3412
ko:K00305	smk:Sinme_3413
ko:K13688	smk:Sinme_3278
ko:K00812	smk:Sinme_3283
ko:K00822	smk:Sinme_3285
ko:K02529	smk:Sinme_3298
ko:K01284	smk:Sinme_3300
ko:K00052	smk:Sinme_3302
ko:K00133	smk:Sinme_3307
ko:K01673	smk:Sinme_3309
ko:K03501	smk:Sinme_3327
ko:K03495	smk:Sinme_3328
ko:K03650	smk:Sinme_3329
ko:K03628	smk:Sinme_3330
ko:K08973	smk:Sinme_3331
ko:K01599	smk:Sinme_3332
ko:K09773	smk:Sinme_3333
ko:K06287	smk:Sinme_3334
ko:K00014	smk:Sinme_3335
ko:K00859	smk:Sinme_3336
ko:K03071	smk:Sinme_3338
ko:K07113	smk:Sinme_3339
ko:K08304	smk:Sinme_3341
ko:K02470	smk:Sinme_3344
ko:K01685	smk:Sinme_3349
ko:K10441	smk:Sinme_3352
ko:K07043	smk:Sinme_3357
ko:K01817	smk:Sinme_3358
ko:K01696	smk:Sinme_3359
ko:K01695	smk:Sinme_3360
ko:K01963	smk:Sinme_3361
ko:K11754	smk:Sinme_3362
ko:K03671	smk:Sinme_3364
ko:K01251	smk:Sinme_3370
ko:K00868	smk:Sinme_3310
ko:K00602	smk:Sinme_3313
ko:K03500	smk:Sinme_3315
ko:K03799	smk:Sinme_3316
ko:K01895	smk:Sinme_3318
ko:K09987	smk:Sinme_3319
ko:K01908	smk:Sinme_3320
ko:K06997	smk:Sinme_3321
ko:K01869	smk:Sinme_3322
ko:K03643	smk:Sinme_3323
ko:K02340	smk:Sinme_3324
ko:K14980	smk:Sinme_3374
ko:K14981	smk:Sinme_3375
ko:K01610	smk:Sinme_3376
ko:K15269	smk:Sinme_3630
ko:K03092	smk:Sinme_1817
ko:K01130	smk:Sinme_5820
ko:K01467	smk:Sinme_4671
ko:K02031	smk:Sinme_2649
ko:K03110	smk:Sinme_3234
ko:K01778	smk:Sinme_3236
ko:K03106	smk:Sinme_3237
ko:K04092	smk:Sinme_3238
ko:K02959	smk:Sinme_3239
ko:K02860	smk:Sinme_3240
ko:K00554	smk:Sinme_3241
ko:K07090	smk:Sinme_3242
ko:K02884	smk:Sinme_3243
ko:K00651	smk:Sinme_3176
ko:K05838	smk:Sinme_3180
ko:K07157	smk:Sinme_3181
ko:K09791	smk:Sinme_3182
ko:K03185	smk:Sinme_3183
ko:K02029	smk:Sinme_3245
ko:K02064	smk:Sinme_3249
ko:K02063	smk:Sinme_3250
ko:K03089	smk:Sinme_3253
ko:K07736	smk:Sinme_3254
ko:K04762	smk:Sinme_3256
ko:K00023	smk:Sinme_3258
ko:K02911	smk:Sinme_3261
ko:K03814	smk:Sinme_3263
ko:K00795	smk:Sinme_3264
ko:K00817	smk:Sinme_3265
ko:K10805	smk:Sinme_3184
ko:K04752	smk:Sinme_3185
ko:K03320	smk:Sinme_3186
ko:K03466	smk:Sinme_3187
ko:K01142	smk:Sinme_3197
ko:K08296	smk:Sinme_3201
ko:K01703	smk:Sinme_3202
ko:K07552	smk:Sinme_3205
ko:K01940	smk:Sinme_3206
ko:K06941	smk:Sinme_3211
ko:K01975	smk:Sinme_3215
ko:K02003	smk:Sinme_3217
ko:K06890	smk:Sinme_3219
ko:K03823	smk:Sinme_3220
ko:K01358	smk:Sinme_3221
ko:K01681	smk:Sinme_3226
ko:K02194	smk:Sinme_3228
ko:K02195	smk:Sinme_3229
ko:K02199	smk:Sinme_3231
ko:K06190	smk:Sinme_3233
ko:K01997	smk:Sinme_3030
ko:K01998	smk:Sinme_3031
ko:K00847	smk:Sinme_3037
ko:K01999	smk:Sinme_3027
ko:K01995	smk:Sinme_3028
ko:K01996	smk:Sinme_3029
ko:K10117	smk:Sinme_3525
ko:K07497	smk:Sinme_6434
ko:K07497	smk:Sinme_6478
ko:K10439	smk:Sinme_4787
ko:K10440	smk:Sinme_4789
ko:K10440	smk:Sinme_4790
ko:K02056	smk:Sinme_3706
ko:K02031	smk:Sinme_3713
ko:K02034	smk:Sinme_3713
ko:K02033	smk:Sinme_3714
ko:K02035	smk:Sinme_3715
ko:K07315	smk:Sinme_3734
ko:K02025	smk:Sinme_3941
ko:K01469	smk:Sinme_4147
ko:K05499	smk:Sinme_4156
ko:K01847	smk:Sinme_4285
ko:K01965	smk:Sinme_4286
ko:K01692	smk:Sinme_4290
ko:K00046	smk:Sinme_4292
ko:K07793	smk:Sinme_4301
ko:K01222	smk:Sinme_4441
ko:K10439	smk:Sinme_4568
ko:K00101	smk:Sinme_4575
ko:K01784	smk:Sinme_4648
ko:K06147	smk:Sinme_4649
ko:K02056	smk:Sinme_4659
ko:K02025	smk:Sinme_4668
ko:K02025	smk:Sinme_4678
ko:K02056	smk:Sinme_4684
ko:K01011	smk:Sinme_4723
ko:K02010	smk:Sinme_4730
ko:K00625	smk:Sinme_4739
ko:K00854	smk:Sinme_2949
ko:K01885	smk:Sinme_2957
ko:K00595	smk:Sinme_2973
ko:K02228	smk:Sinme_2979
ko:K02017	smk:Sinme_2983
ko:K09992	smk:Sinme_3120
ko:K07304	smk:Sinme_3121
ko:K00241	smk:Sinme_3125
ko:K02035	smk:Sinme_4825
ko:K02052	smk:Sinme_4925
ko:K02055	smk:Sinme_4928
ko:K01601	smk:Sinme_3974
ko:K01602	smk:Sinme_3975
ko:K03396	smk:Sinme_3979
ko:K02049	smk:Sinme_3982
ko:K02050	smk:Sinme_3983
ko:K02051	smk:Sinme_3984
ko:K08738	smk:Sinme_3994
ko:K00121	smk:Sinme_3996
ko:K00799	smk:Sinme_4165
ko:K02035	smk:Sinme_4178
ko:K02033	smk:Sinme_4179
ko:K02025	smk:Sinme_4198
ko:K02056	smk:Sinme_4208
ko:K10439	smk:Sinme_4307
ko:K10440	smk:Sinme_4308
ko:K05499	smk:Sinme_4310
ko:K00567	smk:Sinme_4321
ko:K06910	smk:Sinme_4326
ko:K10440	smk:Sinme_4758
ko:K10439	smk:Sinme_4756
ko:K02025	smk:Sinme_4620
ko:K00700	smk:Sinme_2898
ko:K01470	smk:Sinme_2923
ko:K00548	smk:Sinme_3034
ko:K03519	smk:Sinme_3044
ko:K03518	smk:Sinme_3046
ko:K03406	smk:Sinme_3058
ko:K02033	smk:Sinme_3021
ko:K02035	smk:Sinme_3024
ko:K05833	smk:Sinme_3208
ko:K02056	smk:Sinme_3194
ko:K05832	smk:Sinme_3209
ko:K01989	smk:Sinme_3210
ko:K01724	smk:Sinme_3214
ko:K02033	smk:Sinme_4938
ko:K02035	smk:Sinme_4939
ko:K04477	smk:Sinme_4970
ko:K02025	smk:Sinme_4976
ko:K10112	smk:Sinme_4980
ko:K00851	smk:Sinme_5001
ko:K00799	smk:Sinme_3632
ko:K01243	smk:Sinme_3644
ko:K01601	smk:Sinme_3785
ko:K02055	smk:Sinme_3795
ko:K02052	smk:Sinme_3798
ko:K00135	smk:Sinme_3800
ko:K01092	smk:Sinme_3816
ko:K01092	smk:Sinme_4008
ko:K01092	smk:Sinme_4017
ko:K15257	smk:Sinme_3935
ko:K01835	smk:Sinme_2901
ko:K14221	smk:Sinme_R0014
ko:K14221	smk:Sinme_R0013
ko:K14234	smk:Sinme_R0002
ko:K14234	smk:Sinme_R0004
ko:K14234	smk:Sinme_R0015
ko:K14236	smk:Sinme_R0016
ko:K14235	smk:Sinme_R0018
ko:K14228	smk:Sinme_R0019
ko:K14228	smk:Sinme_R0020
ko:K14228	smk:Sinme_R0026
ko:K14228	smk:Sinme_R0044
ko:K14228	smk:Sinme_R0066
ko:K14218	smk:Sinme_R0023
ko:K14218	smk:Sinme_R0041
ko:K14218	smk:Sinme_R0051
ko:K14218	smk:Sinme_R0059
ko:K14222	smk:Sinme_R0024
ko:K14219	smk:Sinme_R0054
ko:K14224	smk:Sinme_R0030
ko:K14224	smk:Sinme_R0031
ko:K14224	smk:Sinme_R0033
ko:K14224	smk:Sinme_R0032
ko:K14230	smk:Sinme_R0062
ko:K14230	smk:Sinme_R0048
ko:K14230	smk:Sinme_R0038
ko:K14227	smk:Sinme_R0042
ko:K14227	smk:Sinme_R0052
ko:K14227	smk:Sinme_R0058
ko:K14219	smk:Sinme_R0067
ko:K02035	smk:Sinme_4023
ko:K02033	smk:Sinme_4024
ko:K03518	smk:Sinme_4036
ko:K03519	smk:Sinme_4037
ko:K02056	smk:Sinme_4043
ko:K11530	smk:Sinme_5077
ko:K07338	smk:Sinme_3650
ko:K00799	smk:Sinme_3657
ko:K00059	smk:Sinme_3693
ko:K10563	smk:Sinme_3696
ko:K01692	smk:Sinme_3697
ko:K02056	smk:Sinme_3862
ko:K01639	smk:Sinme_3873
ko:K11072	smk:Sinme_3891
ko:K02033	smk:Sinme_4058
ko:K02035	smk:Sinme_4059
ko:K07027	smk:Sinme_4074
ko:K06934	smk:Sinme_4101
ko:K03153	smk:Sinme_4215
ko:K01039	smk:Sinme_4242
ko:K14238	smk:Sinme_R0068
ko:K00122	smk:Sinme_5595
ko:K01607	smk:Sinme_4252
ko:K00046	smk:Sinme_4337
ko:K13641	smk:Sinme_4346
ko:K09702	smk:Sinme_4353
ko:K10439	smk:Sinme_4357
ko:K02025	smk:Sinme_4369
ko:K01916	smk:Sinme_4379
ko:K00010	smk:Sinme_4524
ko:K11085	smk:Sinme_4847
ko:K00135	smk:Sinme_4853
ko:K02031	smk:Sinme_3023
ko:K01479	smk:Sinme_4874
ko:K12373	smk:Sinme_4878
ko:K02025	smk:Sinme_4889
ko:K01482	smk:Sinme_4897
ko:K01619	smk:Sinme_4901
ko:K00799	smk:Sinme_3442
ko:K02025	smk:Sinme_3447
ko:K02056	smk:Sinme_3456
ko:K01489	smk:Sinme_3459
ko:K03783	smk:Sinme_3460
ko:K00758	smk:Sinme_3461
ko:K01488	smk:Sinme_3463
ko:K10562	smk:Sinme_0323
ko:K15408	smk:Sinme_4763
ko:K12340	smk:Sinme_1316
ko:K00124	smk:Sinme_3063
ko:K00127	smk:Sinme_3064
ko:K00059	smk:Sinme_3066
ko:K03711	smk:Sinme_3078
ko:K11604	smk:Sinme_3079
ko:K11607	smk:Sinme_3080
ko:K00616	smk:Sinme_3093
ko:K05524	smk:Sinme_3255
ko:K00626	smk:Sinme_3259
ko:K01958	smk:Sinme_3273
ko:K06147	smk:Sinme_3275
ko:K00845	smk:Sinme_3489
ko:K06147	smk:Sinme_3490
ko:K07027	smk:Sinme_3505
ko:K06201	smk:Sinme_3531
ko:K02433	smk:Sinme_3533
ko:K01409	smk:Sinme_3131
ko:K01719	smk:Sinme_3133
ko:K01507	smk:Sinme_3141
ko:K01113	smk:Sinme_3145
ko:K02433	smk:Sinme_3147
ko:K14162	smk:Sinme_3167
ko:K01785	smk:Sinme_3177
ko:K06902	smk:Sinme_3312
