ko:K08744	mtuu:HKBT2_1919
ko:K07672	mtuu:HKBT2_1092
ko:K00134	mtuu:HKBT2_1532
ko:K00927	mtuu:HKBT2_1533
ko:K01803	mtuu:HKBT2_1534
ko:K03075	mtuu:HKBT2_1537
ko:K08351	mtuu:HKBT2_1540
ko:K01057	mtuu:HKBT2_1545
ko:K00036	mtuu:HKBT2_1547
ko:K00616	mtuu:HKBT2_1548
ko:K00615	mtuu:HKBT2_1549
ko:K03594	mtuu:HKBT2_1973
ko:K01915	mtuu:HKBT2_1975
ko:K07045	mtuu:HKBT2_1976
ko:K04093	mtuu:HKBT2_1982
ko:K07560	mtuu:HKBT2_1996
ko:K03742	mtuu:HKBT2_2000
ko:K14415	mtuu:HKBT2_2778
ko:K09771	mtuu:HKBT2_2787
ko:K06916	mtuu:HKBT2_2817
ko:K16647	mtuu:HKBT2_2819
ko:K07305	mtuu:HKBT2_2820
ko:K00231	mtuu:HKBT2_2823
ko:K01599	mtuu:HKBT2_2824
ko:K01692	mtuu:HKBT2_2825
ko:K03684	mtuu:HKBT2_2827
ko:K01662	mtuu:HKBT2_2828
ko:K01580	mtuu:HKBT2_3643
ko:K00820	mtuu:HKBT2_3648
ko:K03431	mtuu:HKBT2_3653
ko:K02996	mtuu:HKBT2_3654
ko:K02871	mtuu:HKBT2_3655
ko:K03466	mtuu:HKBT2_3659
ko:K14743	mtuu:HKBT2_3661
ko:K06173	mtuu:HKBT2_3666
ko:K02879	mtuu:HKBT2_3667
ko:K03040	mtuu:HKBT2_3668
ko:K02986	mtuu:HKBT2_3669
ko:K02948	mtuu:HKBT2_3670
ko:K02952	mtuu:HKBT2_3671
ko:K02919	mtuu:HKBT2_3672
ko:K02518	mtuu:HKBT2_3673
ko:K01790	mtuu:HKBT2_3676
ko:K01666	mtuu:HKBT2_3680
ko:K01652	mtuu:HKBT2_3681
ko:K11738	mtuu:HKBT2_0362
ko:K04043	mtuu:HKBT2_0366
ko:K03687	mtuu:HKBT2_0367
ko:K03686	mtuu:HKBT2_0368
ko:K13640	mtuu:HKBT2_0369
ko:K01939	mtuu:HKBT2_0373
ko:K06213	mtuu:HKBT2_0378
ko:K01624	mtuu:HKBT2_0379
ko:K03975	mtuu:HKBT2_0380
ko:K07161	mtuu:HKBT2_0384
ko:K00121	mtuu:HKBT2_0801
ko:K05917	mtuu:HKBT2_0804
ko:K00128	mtuu:HKBT2_0808
ko:K01607	mtuu:HKBT2_0811
ko:K01945	mtuu:HKBT2_0812
ko:K01756	mtuu:HKBT2_0817
ko:K01923	mtuu:HKBT2_0820
ko:K01354	mtuu:HKBT2_0821
ko:K06986	mtuu:HKBT2_0825
ko:K12410	mtuu:HKBT2_1231
ko:K13669	mtuu:HKBT2_1241
ko:K01724	mtuu:HKBT2_1242
ko:K03574	mtuu:HKBT2_1243
ko:K00370	mtuu:HKBT2_1244
ko:K00371	mtuu:HKBT2_1245
ko:K00373	mtuu:HKBT2_1246
ko:K00374	mtuu:HKBT2_1247
ko:K06207	mtuu:HKBT2_1248
ko:K15525	mtuu:HKBT2_1253
ko:K11779	mtuu:HKBT2_1256
ko:K00246	mtuu:HKBT2_1664
ko:K00247	mtuu:HKBT2_1665
ko:K06994	mtuu:HKBT2_1667
ko:K01754	mtuu:HKBT2_1669
ko:K01236	mtuu:HKBT2_1672
ko:K06044	mtuu:HKBT2_1673
ko:K00833	mtuu:HKBT2_1678
ko:K00652	mtuu:HKBT2_1679
ko:K01935	mtuu:HKBT2_1680
ko:K01012	mtuu:HKBT2_1684
ko:K03517	mtuu:HKBT2_1689
ko:K00278	mtuu:HKBT2_1690
ko:K02229	mtuu:HKBT2_2180
ko:K06042	mtuu:HKBT2_2181
ko:K13540	mtuu:HKBT2_2182
ko:K17836	mtuu:HKBT2_2184
ko:K03088	mtuu:HKBT2_2185
ko:K05895	mtuu:HKBT2_2186
ko:K05936	mtuu:HKBT2_2187
ko:K00595	mtuu:HKBT2_2188
ko:K03727	mtuu:HKBT2_2210
ko:K03118	mtuu:HKBT2_2211
ko:K03116	mtuu:HKBT2_2212
ko:K13573	mtuu:HKBT2_2213
ko:K13571	mtuu:HKBT2_2215
ko:K03432	mtuu:HKBT2_2227
ko:K03433	mtuu:HKBT2_2228
ko:K13570	mtuu:HKBT2_2229
ko:K13527	mtuu:HKBT2_2233
ko:K09764	mtuu:HKBT2_2235
ko:K04096	mtuu:HKBT2_3046
ko:K07391	mtuu:HKBT2_3047
ko:K07460	mtuu:HKBT2_3048
ko:K02379	mtuu:HKBT2_3049
ko:K03470	mtuu:HKBT2_3052
ko:K03100	mtuu:HKBT2_3053
ko:K02884	mtuu:HKBT2_3054
ko:K00554	mtuu:HKBT2_3056
ko:K02860	mtuu:HKBT2_3057
ko:K06960	mtuu:HKBT2_3058
ko:K02959	mtuu:HKBT2_3059
ko:K07258	mtuu:HKBT2_3061
ko:K03106	mtuu:HKBT2_3066
ko:K00990	mtuu:HKBT2_3068
ko:K04751	mtuu:HKBT2_3069
ko:K03320	mtuu:HKBT2_3070
ko:K03110	mtuu:HKBT2_3071
ko:K03529	mtuu:HKBT2_3072
ko:K01512	mtuu:HKBT2_3073
ko:K10563	mtuu:HKBT2_3075
ko:K03685	mtuu:HKBT2_3076
ko:K07040	mtuu:HKBT2_3077
ko:K12426	mtuu:HKBT2_3081
ko:K12440	mtuu:HKBT2_3082
ko:K12441	mtuu:HKBT2_3083
ko:K12442	mtuu:HKBT2_3084
ko:K12443	mtuu:HKBT2_3085
ko:K12444	mtuu:HKBT2_3086
ko:K01990	mtuu:HKBT2_3087
ko:K01992	mtuu:HKBT2_3088
ko:K01992	mtuu:HKBT2_3089
ko:K11628	mtuu:HKBT2_3091
ko:K12427	mtuu:HKBT2_3092
ko:K06994	mtuu:HKBT2_3093
ko:K09958	mtuu:HKBT2_0168
ko:K00324	mtuu:HKBT2_0169
ko:K00324	mtuu:HKBT2_0170
ko:K00325	mtuu:HKBT2_0171
ko:K07107	mtuu:HKBT2_0177
ko:K00666	mtuu:HKBT2_0181
ko:K02066	mtuu:HKBT2_0182
ko:K02066	mtuu:HKBT2_0183
ko:K02067	mtuu:HKBT2_0184
ko:K02067	mtuu:HKBT2_0185
ko:K02067	mtuu:HKBT2_0186
ko:K02067	mtuu:HKBT2_0187
ko:K02067	mtuu:HKBT2_0188
ko:K02067	mtuu:HKBT2_0189
ko:K18481	mtuu:HKBT2_0190
ko:K18481	mtuu:HKBT2_0191
ko:K18481	mtuu:HKBT2_0192
ko:K18481	mtuu:HKBT2_0193
ko:K09122	mtuu:HKBT2_0605
ko:K02066	mtuu:HKBT2_0613
ko:K02066	mtuu:HKBT2_0614
ko:K02067	mtuu:HKBT2_0615
ko:K02067	mtuu:HKBT2_0616
ko:K02067	mtuu:HKBT2_0617
ko:K02067	mtuu:HKBT2_0618
ko:K02067	mtuu:HKBT2_0619
ko:K02067	mtuu:HKBT2_0620
ko:K02067	mtuu:HKBT2_0621
ko:K07133	mtuu:HKBT2_0624
ko:K02484	mtuu:HKBT2_0628
ko:K02484	mtuu:HKBT2_0629
ko:K08372	mtuu:HKBT2_1038
ko:K03282	mtuu:HKBT2_1040
ko:K02003	mtuu:HKBT2_1041
ko:K02004	mtuu:HKBT2_1042
ko:K00805	mtuu:HKBT2_1044
ko:K00963	mtuu:HKBT2_1048
ko:K03750	mtuu:HKBT2_1049
ko:K03790	mtuu:HKBT2_1050
ko:K01478	mtuu:HKBT2_1058
ko:K07056	mtuu:HKBT2_1060
ko:K01665	mtuu:HKBT2_1062
ko:K01874	mtuu:HKBT2_1064
ko:K03424	mtuu:HKBT2_1065
ko:K02825	mtuu:HKBT2_1474
ko:K00609	mtuu:HKBT2_1476
ko:K01465	mtuu:HKBT2_1477
ko:K01956	mtuu:HKBT2_1479
ko:K01955	mtuu:HKBT2_1480
ko:K01591	mtuu:HKBT2_1481
ko:K00942	mtuu:HKBT2_1486
ko:K03060	mtuu:HKBT2_1487
ko:K13038	mtuu:HKBT2_1488
ko:K00789	mtuu:HKBT2_1489
ko:K02471	mtuu:HKBT2_1916
ko:K01652	mtuu:HKBT2_1917
ko:K03070	mtuu:HKBT2_1918
ko:K02437	mtuu:HKBT2_1923
ko:K08999	mtuu:HKBT2_1926
ko:K00281	mtuu:HKBT2_1929
ko:K06978	mtuu:HKBT2_1932
ko:K01638	mtuu:HKBT2_1934
ko:K00088	mtuu:HKBT2_1940
ko:K00033	mtuu:HKBT2_1941
ko:K03564	mtuu:HKBT2_2665
ko:K00997	mtuu:HKBT2_2667
ko:K11533	mtuu:HKBT2_2668
ko:K01584	mtuu:HKBT2_2676
ko:K03625	mtuu:HKBT2_2678
ko:K02356	mtuu:HKBT2_2679
ko:K03786	mtuu:HKBT2_2682
ko:K01735	mtuu:HKBT2_2683
ko:K00891	mtuu:HKBT2_2684
ko:K01736	mtuu:HKBT2_2685
ko:K02654	mtuu:HKBT2_2697
ko:K00014	mtuu:HKBT2_2698
ko:K07082	mtuu:HKBT2_2699
ko:K07447	mtuu:HKBT2_2700
ko:K01872	mtuu:HKBT2_2701
ko:K07478	mtuu:HKBT2_2705
ko:K02004	mtuu:HKBT2_2708
ko:K02003	mtuu:HKBT2_2709
ko:K07001	mtuu:HKBT2_2710
ko:K01876	mtuu:HKBT2_2717
ko:K00077	mtuu:HKBT2_2718
ko:K07054	mtuu:HKBT2_2720
ko:K00031	mtuu:HKBT2_3531
ko:K01740	mtuu:HKBT2_3533
ko:K00641	mtuu:HKBT2_3534
ko:K01491	mtuu:HKBT2_3551
ko:K06945	mtuu:HKBT2_3557
ko:K07131	mtuu:HKBT2_3559
ko:K03216	mtuu:HKBT2_3561
ko:K14162	mtuu:HKBT2_3565
ko:K01087	mtuu:HKBT2_3567
ko:K01692	mtuu:HKBT2_3569
ko:K01426	mtuu:HKBT2_3571
ko:K07025	mtuu:HKBT2_3572
ko:K17811	mtuu:HKBT2_3573
ko:K15911	mtuu:HKBT2_3574
ko:K01662	mtuu:HKBT2_3575
ko:K00459	mtuu:HKBT2_0026
ko:K00652	mtuu:HKBT2_0037
ko:K07735	mtuu:HKBT2_0043
ko:K01869	mtuu:HKBT2_0046
ko:K01858	mtuu:HKBT2_0051
ko:K06994	mtuu:HKBT2_0467
ko:K01692	mtuu:HKBT2_0473
ko:K01322	mtuu:HKBT2_0475
ko:K00138	mtuu:HKBT2_0476
ko:K09959	mtuu:HKBT2_0477
ko:K00382	mtuu:HKBT2_0480
ko:K07110	mtuu:HKBT2_0483
ko:K01637	mtuu:HKBT2_0485
ko:K00074	mtuu:HKBT2_0486
ko:K00574	mtuu:HKBT2_0487
ko:K00574	mtuu:HKBT2_0488
ko:K16645	mtuu:HKBT2_0495
ko:K00626	mtuu:HKBT2_0903
ko:K01782	mtuu:HKBT2_0904
ko:K10843	mtuu:HKBT2_0905
ko:K03637	mtuu:HKBT2_0908
ko:K03635	mtuu:HKBT2_0910
ko:K03639	mtuu:HKBT2_0913
ko:K03704	mtuu:HKBT2_0915
ko:K00831	mtuu:HKBT2_0928
ko:K00528	mtuu:HKBT2_0930
ko:K04750	mtuu:HKBT2_0931
ko:K00104	mtuu:HKBT2_1341
ko:K01426	mtuu:HKBT2_1348
ko:K14955	mtuu:HKBT2_1355
ko:K06147	mtuu:HKBT2_1357
ko:K06147	mtuu:HKBT2_1358
ko:K08296	mtuu:HKBT2_1361
ko:K01990	mtuu:HKBT2_1785
ko:K03652	mtuu:HKBT2_1786
ko:K01866	mtuu:HKBT2_1787
ko:K06442	mtuu:HKBT2_1792
ko:K00858	mtuu:HKBT2_1793
ko:K03631	mtuu:HKBT2_1794
ko:K01937	mtuu:HKBT2_1797
ko:K01515	mtuu:HKBT2_1798
ko:K00389	mtuu:HKBT2_2398
ko:K00104	mtuu:HKBT2_2404
ko:K03306	mtuu:HKBT2_2405
ko:K03316	mtuu:HKBT2_2410
ko:K01521	mtuu:HKBT2_2412
ko:K01011	mtuu:HKBT2_2414
ko:K14155	mtuu:HKBT2_2416
ko:K09925	mtuu:HKBT2_2417
ko:K04079	mtuu:HKBT2_2421
ko:K07045	mtuu:HKBT2_2425
ko:K06889	mtuu:HKBT2_2429
ko:K03568	mtuu:HKBT2_2443
ko:K02025	mtuu:HKBT2_2444
ko:K02026	mtuu:HKBT2_2445
ko:K02027	mtuu:HKBT2_2446
ko:K00819	mtuu:HKBT2_2449
ko:K00819	mtuu:HKBT2_2450
ko:K03664	mtuu:HKBT2_3262
ko:K09811	mtuu:HKBT2_3263
ko:K09812	mtuu:HKBT2_3264
ko:K02836	mtuu:HKBT2_3267
ko:K00528	mtuu:HKBT2_3268
ko:K00803	mtuu:HKBT2_3269
ko:K03639	mtuu:HKBT2_3271
ko:K01724	mtuu:HKBT2_3272
ko:K03637	mtuu:HKBT2_3273
ko:K03636	mtuu:HKBT2_3274
ko:K01011	mtuu:HKBT2_3279
ko:K07491	mtuu:HKBT2_3284
ko:K05602	mtuu:HKBT2_3306
ko:K04069	mtuu:HKBT2_3307
ko:K00330	mtuu:HKBT2_3314
ko:K02553	mtuu:HKBT2_4078
ko:K10215	mtuu:HKBT2_4079
ko:K04477	mtuu:HKBT2_4081
ko:K00266	mtuu:HKBT2_4083
ko:K00265	mtuu:HKBT2_4084
ko:K14743	mtuu:HKBT2_4108
ko:K14743	mtuu:HKBT2_4111
ko:K03527	mtuu:HKBT2_3576
ko:K13787	mtuu:HKBT2_3577
ko:K13787	mtuu:HKBT2_3580
ko:K02990	mtuu:HKBT2_0058
ko:K02963	mtuu:HKBT2_0060
ko:K02939	mtuu:HKBT2_0061
ko:K09118	mtuu:HKBT2_0070
ko:K00031	mtuu:HKBT2_0073
ko:K01752	mtuu:HKBT2_0076
ko:K00600	mtuu:HKBT2_0077
ko:K14155	mtuu:HKBT2_0080
ko:K01619	mtuu:HKBT2_0498
ko:K00075	mtuu:HKBT2_0502
ko:K15521	mtuu:HKBT2_0506
ko:K06895	mtuu:HKBT2_0508
ko:K01834	mtuu:HKBT2_0509
ko:K07768	mtuu:HKBT2_0510
ko:K07776	mtuu:HKBT2_0511
ko:K01524	mtuu:HKBT2_0517
ko:K00286	mtuu:HKBT2_0521
ko:K01647	mtuu:HKBT2_0936
ko:K01647	mtuu:HKBT2_0943
ko:K07655	mtuu:HKBT2_0949
ko:K07671	mtuu:HKBT2_0950
ko:K01962	mtuu:HKBT2_0951
ko:K01963	mtuu:HKBT2_0951
ko:K01692	mtuu:HKBT2_0952
ko:K02035	mtuu:HKBT2_1366
ko:K02031	mtuu:HKBT2_1367
ko:K02032	mtuu:HKBT2_1367
ko:K02034	mtuu:HKBT2_1368
ko:K02033	mtuu:HKBT2_1369
ko:K01673	mtuu:HKBT2_1370
ko:K00957	mtuu:HKBT2_1371
ko:K00955	mtuu:HKBT2_1372
ko:K01887	mtuu:HKBT2_1379
ko:K01586	mtuu:HKBT2_1380
ko:K00003	mtuu:HKBT2_1381
ko:K01733	mtuu:HKBT2_1382
ko:K00872	mtuu:HKBT2_1383
ko:K03628	mtuu:HKBT2_1384
ko:K02909	mtuu:HKBT2_1385
ko:K02835	mtuu:HKBT2_1386
ko:K02493	mtuu:HKBT2_1387
ko:K02851	mtuu:HKBT2_1389
ko:K04763	mtuu:HKBT2_1799
ko:K00545	mtuu:HKBT2_1802
ko:K11737	mtuu:HKBT2_1803
ko:K03321	mtuu:HKBT2_1807
ko:K05896	mtuu:HKBT2_1809
ko:K06024	mtuu:HKBT2_1810
ko:K06178	mtuu:HKBT2_1811
ko:K00945	mtuu:HKBT2_1812
ko:K03977	mtuu:HKBT2_1813
ko:K00074	mtuu:HKBT2_1815
ko:K16785	mtuu:HKBT2_2453
ko:K16786	mtuu:HKBT2_2454
ko:K16787	mtuu:HKBT2_2454
ko:K02575	mtuu:HKBT2_2457
ko:K00027	mtuu:HKBT2_2461
ko:K01738	mtuu:HKBT2_2464
ko:K00640	mtuu:HKBT2_2465
ko:K06994	mtuu:HKBT2_2470
ko:K01129	mtuu:HKBT2_2475
ko:K01114	mtuu:HKBT2_2480
ko:K01114	mtuu:HKBT2_2481
ko:K01114	mtuu:HKBT2_2482
ko:K01880	mtuu:HKBT2_2490
ko:K03711	mtuu:HKBT2_2492
ko:K03584	mtuu:HKBT2_2495
ko:K01426	mtuu:HKBT2_2496
ko:K07042	mtuu:HKBT2_2500
ko:K09761	mtuu:HKBT2_2505
ko:K03686	mtuu:HKBT2_2506
ko:K00331	mtuu:HKBT2_3315
ko:K00332	mtuu:HKBT2_3316
ko:K00333	mtuu:HKBT2_3317
ko:K00334	mtuu:HKBT2_3318
ko:K00337	mtuu:HKBT2_3321
ko:K00338	mtuu:HKBT2_3322
ko:K00339	mtuu:HKBT2_3323
ko:K00340	mtuu:HKBT2_3324
ko:K00341	mtuu:HKBT2_3325
ko:K00342	mtuu:HKBT2_3326
ko:K00343	mtuu:HKBT2_3327
ko:K03924	mtuu:HKBT2_3334
ko:K00274	mtuu:HKBT2_3340
ko:K01426	mtuu:HKBT2_3345
ko:K07133	mtuu:HKBT2_3352
ko:K09118	mtuu:HKBT2_3369
ko:K07177	mtuu:HKBT2_3370
ko:K00970	mtuu:HKBT2_4133
ko:K03980	mtuu:HKBT2_4136
ko:K03088	mtuu:HKBT2_4137
ko:K00384	mtuu:HKBT2_4139
ko:K03671	mtuu:HKBT2_4140
ko:K03501	mtuu:HKBT2_4145
ko:K06346	mtuu:HKBT2_4146
ko:K03217	mtuu:HKBT2_4147
ko:K08998	mtuu:HKBT2_4148
ko:K03536	mtuu:HKBT2_4149
ko:K02914	mtuu:HKBT2_4150
ko:K14743	mtuu:HKBT2_0309
ko:K00598	mtuu:HKBT2_0312
ko:K04719	mtuu:HKBT2_0323
ko:K02982	mtuu:HKBT2_0744
ko:K02878	mtuu:HKBT2_0745
ko:K02904	mtuu:HKBT2_0746
ko:K02961	mtuu:HKBT2_0747
ko:K01130	mtuu:HKBT2_0748
ko:K02874	mtuu:HKBT2_0751
ko:K02895	mtuu:HKBT2_0752
ko:K02931	mtuu:HKBT2_0753
ko:K02954	mtuu:HKBT2_0754
ko:K02994	mtuu:HKBT2_0755
ko:K02933	mtuu:HKBT2_0756
ko:K02881	mtuu:HKBT2_0757
ko:K02988	mtuu:HKBT2_0758
ko:K02907	mtuu:HKBT2_0759
ko:K02876	mtuu:HKBT2_0760
ko:K04773	mtuu:HKBT2_0761
ko:K01628	mtuu:HKBT2_0764
ko:K00058	mtuu:HKBT2_0765
ko:K00854	mtuu:HKBT2_0766
ko:K03076	mtuu:HKBT2_0769
ko:K00939	mtuu:HKBT2_0770
ko:K01265	mtuu:HKBT2_0771
ko:K16045	mtuu:HKBT2_1178
ko:K03602	mtuu:HKBT2_1179
ko:K03601	mtuu:HKBT2_1180
ko:K03527	mtuu:HKBT2_1182
ko:K06942	mtuu:HKBT2_1184
ko:K00036	mtuu:HKBT2_1193
ko:K00033	mtuu:HKBT2_1194
ko:K01006	mtuu:HKBT2_1199
ko:K11611	mtuu:HKBT2_1588
ko:K02805	mtuu:HKBT2_1609
ko:K02805	mtuu:HKBT2_1610
ko:K01711	mtuu:HKBT2_1615
ko:K01711	mtuu:HKBT2_1618
ko:K02377	mtuu:HKBT2_1619
ko:K06994	mtuu:HKBT2_1630
ko:K12433	mtuu:HKBT2_1635
ko:K18481	mtuu:HKBT2_2068
ko:K18481	mtuu:HKBT2_2069
ko:K02358	mtuu:HKBT2_2078
ko:K09131	mtuu:HKBT2_2089
ko:K05596	mtuu:HKBT2_2090
ko:K06895	mtuu:HKBT2_2091
ko:K12953	mtuu:HKBT2_2103
ko:K03294	mtuu:HKBT2_2105
ko:K00038	mtuu:HKBT2_2108
ko:K07028	mtuu:HKBT2_2110
ko:K01194	mtuu:HKBT2_2112
ko:K07133	mtuu:HKBT2_2114
ko:K03709	mtuu:HKBT2_2937
ko:K03177	mtuu:HKBT2_2942
ko:K06978	mtuu:HKBT2_2949
ko:K09002	mtuu:HKBT2_2968
ko:K01692	mtuu:HKBT2_2979
ko:K05816	mtuu:HKBT2_2980
ko:K05813	mtuu:HKBT2_2981
ko:K05815	mtuu:HKBT2_2982
ko:K05814	mtuu:HKBT2_2983
ko:K02834	mtuu:HKBT2_2986
ko:K02519	mtuu:HKBT2_2987
ko:K07742	mtuu:HKBT2_2988
ko:K02600	mtuu:HKBT2_2989
ko:K09748	mtuu:HKBT2_2990
ko:K03696	mtuu:HKBT2_3807
ko:K04567	mtuu:HKBT2_3809
ko:K03525	mtuu:HKBT2_3810
ko:K01579	mtuu:HKBT2_3811
ko:K01918	mtuu:HKBT2_3812
ko:K00950	mtuu:HKBT2_3816
ko:K01633	mtuu:HKBT2_3817
ko:K00796	mtuu:HKBT2_3818
ko:K01495	mtuu:HKBT2_3819
ko:K03798	mtuu:HKBT2_3820
ko:K14733	mtuu:HKBT2_3827
ko:K09807	mtuu:HKBT2_3832
ko:K00760	mtuu:HKBT2_3833
ko:K04075	mtuu:HKBT2_3834
ko:K07259	mtuu:HKBT2_3836
ko:K01507	mtuu:HKBT2_3837
ko:K09799	mtuu:HKBT2_3838
ko:K09153	mtuu:HKBT2_3841
ko:K01784	mtuu:HKBT2_3843
ko:K04095	mtuu:HKBT2_3850
ko:K02341	mtuu:HKBT2_3854
ko:K03168	mtuu:HKBT2_3856
ko:K03704	mtuu:HKBT2_3858
ko:K02902	mtuu:HKBT2_0113
ko:K12955	mtuu:HKBT2_0115
ko:K03271	mtuu:HKBT2_0122
ko:K03273	mtuu:HKBT2_0123
ko:K07031	mtuu:HKBT2_0124
ko:K01577	mtuu:HKBT2_0128
ko:K02355	mtuu:HKBT2_0130
ko:K05343	mtuu:HKBT2_0136
ko:K16146	mtuu:HKBT2_0137
ko:K11608	mtuu:HKBT2_0557
ko:K02548	mtuu:HKBT2_0558
ko:K00772	mtuu:HKBT2_0559
ko:K17947	mtuu:HKBT2_0560
ko:K09931	mtuu:HKBT2_0564
ko:K01911	mtuu:HKBT2_0566
ko:K03306	mtuu:HKBT2_0569
ko:K01661	mtuu:HKBT2_0572
ko:K00666	mtuu:HKBT2_0575
ko:K02037	mtuu:HKBT2_0984
ko:K02038	mtuu:HKBT2_0985
ko:K10979	mtuu:HKBT2_0986
ko:K10563	mtuu:HKBT2_0993
ko:K01810	mtuu:HKBT2_0995
ko:K04093	mtuu:HKBT2_0999
ko:K03657	mtuu:HKBT2_1000
ko:K01902	mtuu:HKBT2_1003
ko:K11175	mtuu:HKBT2_1007
ko:K00602	mtuu:HKBT2_1008
ko:K03405	mtuu:HKBT2_1009
ko:K00700	mtuu:HKBT2_1416
ko:K16147	mtuu:HKBT2_1417
ko:K00688	mtuu:HKBT2_1418
ko:K00763	mtuu:HKBT2_1420
ko:K06891	mtuu:HKBT2_1421
ko:K01776	mtuu:HKBT2_1428
ko:K00989	mtuu:HKBT2_1430
ko:K02428	mtuu:HKBT2_1431
ko:K02078	mtuu:HKBT2_1434
ko:K01909	mtuu:HKBT2_1435
ko:K14698	mtuu:HKBT2_1438
ko:K14699	mtuu:HKBT2_1439
ko:K00059	mtuu:HKBT2_1440
ko:K00705	mtuu:HKBT2_1878
ko:K07161	mtuu:HKBT2_2563
ko:K00147	mtuu:HKBT2_2565
ko:K03386	mtuu:HKBT2_2567
ko:K04756	mtuu:HKBT2_2568
ko:K00852	mtuu:HKBT2_2577
ko:K01950	mtuu:HKBT2_2580
ko:K00931	mtuu:HKBT2_2581
ko:K03979	mtuu:HKBT2_2582
ko:K02899	mtuu:HKBT2_2583
ko:K02888	mtuu:HKBT2_2584
ko:K11103	mtuu:HKBT2_2585
ko:K00940	mtuu:HKBT2_2587
ko:K11754	mtuu:HKBT2_2589
ko:K01873	mtuu:HKBT2_2590
ko:K03752	mtuu:HKBT2_2594
ko:K00175	mtuu:HKBT2_2595
ko:K00174	mtuu:HKBT2_2596
ko:K03544	mtuu:HKBT2_2598
ko:K00547	mtuu:HKBT2_2599
ko:K01358	mtuu:HKBT2_2601
ko:K01358	mtuu:HKBT2_2602
ko:K03545	mtuu:HKBT2_2603
ko:K05522	mtuu:HKBT2_2605
ko:K01808	mtuu:HKBT2_2606
ko:K01256	mtuu:HKBT2_2608
ko:K06886	mtuu:HKBT2_2612
ko:K01187	mtuu:HKBT2_2613
ko:K07654	mtuu:HKBT2_3428
ko:K07670	mtuu:HKBT2_3429
ko:K00943	mtuu:HKBT2_3430
ko:K01251	mtuu:HKBT2_3431
ko:K00496	mtuu:HKBT2_3435
ko:K03294	mtuu:HKBT2_3436
ko:K01809	mtuu:HKBT2_3438
ko:K01840	mtuu:HKBT2_3440
ko:K11212	mtuu:HKBT2_3444
ko:K12234	mtuu:HKBT2_3445
ko:K00966	mtuu:HKBT2_3449
ko:K16870	mtuu:HKBT2_3450
ko:K00067	mtuu:HKBT2_3451
ko:K12950	mtuu:HKBT2_3455
ko:K01673	mtuu:HKBT2_3458
ko:K01588	mtuu:HKBT2_3460
ko:K01589	mtuu:HKBT2_3462
ko:K03524	mtuu:HKBT2_3464
ko:K01966	mtuu:HKBT2_3465
ko:K06287	mtuu:HKBT2_3467
ko:K01011	mtuu:HKBT2_3468
ko:K02426	mtuu:HKBT2_3469
ko:K11263	mtuu:HKBT2_3470
ko:K03090	mtuu:HKBT2_3471
ko:K03918	mtuu:HKBT2_3475
ko:K03719	mtuu:HKBT2_3476
ko:K07141	mtuu:HKBT2_0387
ko:K07402	mtuu:HKBT2_0388
ko:K03520	mtuu:HKBT2_0389
ko:K03518	mtuu:HKBT2_0390
ko:K03519	mtuu:HKBT2_0391
ko:K07402	mtuu:HKBT2_0392
ko:K09165	mtuu:HKBT2_0395
ko:K00762	mtuu:HKBT2_0398
ko:K03695	mtuu:HKBT2_0400
ko:K08289	mtuu:HKBT2_0404
ko:K10764	mtuu:HKBT2_0406
ko:K03885	mtuu:HKBT2_0407
ko:K07077	mtuu:HKBT2_0826
ko:K01952	mtuu:HKBT2_0829
ko:K01952	mtuu:HKBT2_0830
ko:K03710	mtuu:HKBT2_0834
ko:K00382	mtuu:HKBT2_0836
ko:K07223	mtuu:HKBT2_0841
ko:K01952	mtuu:HKBT2_0845
ko:K07052	mtuu:HKBT2_0846
ko:K00764	mtuu:HKBT2_0850
ko:K01933	mtuu:HKBT2_0851
ko:K00219	mtuu:HKBT2_1258
ko:K12432	mtuu:HKBT2_1263
ko:K06994	mtuu:HKBT2_1265
ko:K12423	mtuu:HKBT2_1267
ko:K00294	mtuu:HKBT2_1269
ko:K00318	mtuu:HKBT2_1270
ko:K03088	mtuu:HKBT2_1271
ko:K00674	mtuu:HKBT2_1283
ko:K01439	mtuu:HKBT2_1284
ko:K06966	mtuu:HKBT2_1287
ko:K00767	mtuu:HKBT2_1691
ko:K00013	mtuu:HKBT2_1694
ko:K00817	mtuu:HKBT2_1695
ko:K01693	mtuu:HKBT2_1696
ko:K02501	mtuu:HKBT2_1697
ko:K01814	mtuu:HKBT2_1698
ko:K01817	mtuu:HKBT2_1698
ko:K01092	mtuu:HKBT2_1699
ko:K02500	mtuu:HKBT2_1700
ko:K01496	mtuu:HKBT2_1701
ko:K07300	mtuu:HKBT2_1702
ko:K03564	mtuu:HKBT2_1703
ko:K01657	mtuu:HKBT2_1704
ko:K01609	mtuu:HKBT2_1706
ko:K01696	mtuu:HKBT2_1707
ko:K01695	mtuu:HKBT2_1708
ko:K00873	mtuu:HKBT2_1713
ko:K10805	mtuu:HKBT2_1714
ko:K16012	mtuu:HKBT2_1716
ko:K16013	mtuu:HKBT2_1717
ko:K00426	mtuu:HKBT2_1718
ko:K07442	mtuu:HKBT2_2236
ko:K00765	mtuu:HKBT2_2239
ko:K01523	mtuu:HKBT2_2240
ko:K00548	mtuu:HKBT2_2243
ko:K11738	mtuu:HKBT2_2247
