ko:K01212	bamc:U471_39230
ko:K01814	bamc:U471_33350
ko:K02501	bamc:U471_33360
ko:K01693	bamc:U471_33370
ko:K00013	bamc:U471_33380
ko:K11623	bamc:U471_05670
ko:K07010	bamc:U471_05700
ko:K00005	bamc:U471_05740
ko:K07552	bamc:U471_05750
ko:K09458	bamc:U471_05760
ko:K07090	bamc:U471_05780
ko:K00657	bamc:U471_05790
ko:K03492	bamc:U471_05960
ko:K03449	bamc:U471_05980
ko:K07217	bamc:U471_06030
ko:K00946	bamc:U471_06070
ko:K06925	bamc:U471_06080
ko:K03789	bamc:U471_06100
ko:K01409	bamc:U471_06110
ko:K06158	bamc:U471_06120
ko:K03637	bamc:U471_06130
ko:K01926	bamc:U471_06140
ko:K03116	bamc:U471_06150
ko:K03118	bamc:U471_06160
ko:K07052	bamc:U471_06180
ko:K04078	bamc:U471_06190
ko:K04077	bamc:U471_06200
ko:K00847	bamc:U471_06270
ko:K03969	bamc:U471_06290
ko:K06872	bamc:U471_06310
ko:K03088	bamc:U471_06360
ko:K06324	bamc:U471_06420
ko:K11735	bamc:U471_06430
ko:K03924	bamc:U471_06450
ko:K01951	bamc:U471_06480
ko:K03088	bamc:U471_06490
ko:K06901	bamc:U471_06510
ko:K01588	bamc:U471_06560
ko:K01589	bamc:U471_06570
ko:K01756	bamc:U471_06580
ko:K01923	bamc:U471_06590
ko:K01952	bamc:U471_06600
ko:K01952	bamc:U471_06610
ko:K01952	bamc:U471_06620
ko:K00764	bamc:U471_06630
ko:K01933	bamc:U471_06640
ko:K11175	bamc:U471_06650
ko:K00602	bamc:U471_06660
ko:K01945	bamc:U471_06670
ko:K01486	bamc:U471_06690
ko:K07094	bamc:U471_06740
ko:K03657	bamc:U471_06750
ko:K01972	bamc:U471_06760
ko:K07507	bamc:U471_06790
ko:K03307	bamc:U471_06800
ko:K02435	bamc:U471_06810
ko:K02433	bamc:U471_06820
ko:K02434	bamc:U471_06830
ko:K03215	bamc:U471_06870
ko:K03427	bamc:U471_06890
ko:K01154	bamc:U471_06900
ko:K01153	bamc:U471_06910
ko:K06332	bamc:U471_07000
ko:K06333	bamc:U471_07010
ko:K06334	bamc:U471_07020
ko:K06890	bamc:U471_07120
ko:K14338	bamc:U471_07160
ko:K01990	bamc:U471_07190
ko:K01992	bamc:U471_07200
ko:K09136	bamc:U471_07240
ko:K00978	bamc:U471_07310
ko:K01709	bamc:U471_07320
ko:K08223	bamc:U471_07360
ko:K03294	bamc:U471_07370
ko:K15738	bamc:U471_07420
ko:K01728	bamc:U471_07520
ko:K03319	bamc:U471_07530
ko:K11637	bamc:U471_07610
ko:K00491	bamc:U471_07660
ko:K01512	bamc:U471_07680
ko:K01265	bamc:U471_07720
ko:K02803	bamc:U471_07730
ko:K02804	bamc:U471_07730
ko:K13993	bamc:U471_07770
ko:K02818	bamc:U471_07800
ko:K02819	bamc:U471_07800
ko:K01226	bamc:U471_07810
ko:K03486	bamc:U471_07820
ko:K05520	bamc:U471_07870
ko:K02529	bamc:U471_07880
ko:K00014	bamc:U471_07900
ko:K03785	bamc:U471_07910
ko:K01104	bamc:U471_07940
ko:K07058	bamc:U471_07960
ko:K07300	bamc:U471_07990
ko:K03284	bamc:U471_08070
ko:K01247	bamc:U471_08080
ko:K03215	bamc:U471_08090
ko:K00627	bamc:U471_08160
ko:K00382	bamc:U471_08170
ko:K06425	bamc:U471_08190
ko:K01232	bamc:U471_08200
ko:K03481	bamc:U471_08210
ko:K02749	bamc:U471_08220
ko:K02750	bamc:U471_08220
ko:K07104	bamc:U471_08290
ko:K00355	bamc:U471_08340
ko:K03623	bamc:U471_08370
ko:K14205	bamc:U471_08410
ko:K07071	bamc:U471_08460
ko:K03565	bamc:U471_08470
ko:K06428	bamc:U471_08520
ko:K07038	bamc:U471_08610
ko:K03575	bamc:U471_08620
ko:K10780	bamc:U471_08640
ko:K06422	bamc:U471_08650
ko:K07586	bamc:U471_08680
ko:K11085	bamc:U471_08690
ko:K01845	bamc:U471_08710
ko:K03564	bamc:U471_08720
ko:K00756	bamc:U471_38050
ko:K11535	bamc:U471_38060
ko:K01619	bamc:U471_38070
ko:K05346	bamc:U471_38080
ko:K02016	bamc:U471_38160
ko:K11636	bamc:U471_38190
ko:K11635	bamc:U471_38200
ko:K06606	bamc:U471_38290
ko:K06605	bamc:U471_38300
ko:K00010	bamc:U471_38310
ko:K06610	bamc:U471_38320
ko:K03335	bamc:U471_38330
ko:K03336	bamc:U471_38340
ko:K03338	bamc:U471_38350
ko:K03337	bamc:U471_38360
ko:K00140	bamc:U471_38370
ko:K06608	bamc:U471_38380
ko:K04079	bamc:U471_38410
ko:K07693	bamc:U471_38440
ko:K07778	bamc:U471_38450
ko:K10255	bamc:U471_38460
ko:K03386	bamc:U471_38560
ko:K03387	bamc:U471_38570
ko:K11737	bamc:U471_38590
ko:K04041	bamc:U471_38600
ko:K03518	bamc:U471_38610
ko:K17763	bamc:U471_07080
ko:K09825	bamc:U471_08730
ko:K03147	bamc:U471_08790
ko:K03781	bamc:U471_08830
ko:K15555	bamc:U471_08860
ko:K15553	bamc:U471_08880
ko:K15554	bamc:U471_08890
ko:K04091	bamc:U471_08900
ko:K02954	bamc:U471_08920
ko:K03216	bamc:U471_08980
ko:K07180	bamc:U471_09030
ko:K09786	bamc:U471_09050
ko:K03809	bamc:U471_09100
ko:K01990	bamc:U471_09140
ko:K03704	bamc:U471_09180
ko:K02073	bamc:U471_09190
ko:K06956	bamc:U471_09210
ko:K06180	bamc:U471_09290
ko:K02443	bamc:U471_09350
ko:K02440	bamc:U471_09360
ko:K00864	bamc:U471_09370
ko:K00111	bamc:U471_09380
ko:K01835	bamc:U471_09390
ko:K02480	bamc:U471_09400
ko:K13771	bamc:U471_09460
ko:K01077	bamc:U471_09490
ko:K01647	bamc:U471_09520
ko:K03294	bamc:U471_09540
ko:K03308	bamc:U471_09550
ko:K03088	bamc:U471_09580
ko:K00655	bamc:U471_09600
ko:K11358	bamc:U471_09630
ko:K00646	bamc:U471_09640
ko:K06199	bamc:U471_09670
ko:K06199	bamc:U471_09680
ko:K01126	bamc:U471_09690
ko:K16052	bamc:U471_09720
ko:K12410	bamc:U471_09730
ko:K00824	bamc:U471_09750
ko:K03897	bamc:U471_09950
ko:K03455	bamc:U471_09960
ko:K07228	bamc:U471_09970
ko:K01990	bamc:U471_10020
ko:K01992	bamc:U471_10030
ko:K03698	bamc:U471_10060
ko:K07533	bamc:U471_10080
ko:K09682	bamc:U471_10140
ko:K00831	bamc:U471_10180
ko:K02503	bamc:U471_10190
ko:K01990	bamc:U471_10200
ko:K01992	bamc:U471_10210
ko:K01599	bamc:U471_10270
ko:K01772	bamc:U471_10280
ko:K00231	bamc:U471_10290
ko:K01421	bamc:U471_10310
ko:K00648	bamc:U471_10320
ko:K11102	bamc:U471_10350
ko:K03800	bamc:U471_10380
ko:K01897	bamc:U471_10400
ko:K02016	bamc:U471_10450
ko:K00626	bamc:U471_10470
ko:K03523	bamc:U471_10490
ko:K02250	bamc:U471_10540
ko:K05937	bamc:U471_10560
ko:K03307	bamc:U471_10610
ko:K03100	bamc:U471_10650
ko:K07120	bamc:U471_10680
ko:K16899	bamc:U471_10730
ko:K16898	bamc:U471_10740
ko:K03547	bamc:U471_10750
ko:K06304	bamc:U471_10780
ko:K06302	bamc:U471_10800
ko:K06301	bamc:U471_10810
ko:K06300	bamc:U471_10820
ko:K06299	bamc:U471_10830
ko:K01953	bamc:U471_10880
ko:K02291	bamc:U471_10890
ko:K09767	bamc:U471_10970
ko:K00243	bamc:U471_10980
ko:K07335	bamc:U471_10990
ko:K15629	bamc:U471_11010
ko:K06889	bamc:U471_11090
ko:K11210	bamc:U471_11110
ko:K00145	bamc:U471_11140
ko:K00620	bamc:U471_11150
ko:K00930	bamc:U471_11160
ko:K01956	bamc:U471_11180
ko:K01955	bamc:U471_11190
ko:K00611	bamc:U471_11200
ko:K05519	bamc:U471_11260
ko:K02254	bamc:U471_11270
ko:K00648	bamc:U471_11290
ko:K09458	bamc:U471_11300
ko:K02035	bamc:U471_11340
ko:K02033	bamc:U471_11350
ko:K02034	bamc:U471_11360
ko:K01867	bamc:U471_11380
ko:K15580	bamc:U471_11400
ko:K15581	bamc:U471_11410
ko:K15582	bamc:U471_11420
ko:K15583	bamc:U471_11430
ko:K10823	bamc:U471_11440
ko:K16509	bamc:U471_11470
ko:K16511	bamc:U471_11490
ko:K08602	bamc:U471_11510
ko:K06886	bamc:U471_11540
ko:K07816	bamc:U471_11580
ko:K00858	bamc:U471_11590
ko:K06180	bamc:U471_11600
ko:K03455	bamc:U471_11620
ko:K03707	bamc:U471_11630
ko:K10810	bamc:U471_11640
ko:K03153	bamc:U471_11650
ko:K03154	bamc:U471_11660
ko:K03149	bamc:U471_11670
ko:K00941	bamc:U471_11690
ko:K00208	bamc:U471_11700
ko:K06342	bamc:U471_11740
ko:K06341	bamc:U471_11750
ko:K03657	bamc:U471_11820
ko:K01990	bamc:U471_11860
ko:K01760	bamc:U471_11920
ko:K01224	bamc:U471_12130
ko:K00965	bamc:U471_12140
ko:K01784	bamc:U471_12150
ko:K00849	bamc:U471_12160
ko:K02787	bamc:U471_12170
ko:K02788	bamc:U471_12170
ko:K02786	bamc:U471_12180
ko:K01220	bamc:U471_12190
ko:K02530	bamc:U471_12200
ko:K07507	bamc:U471_12240
ko:K00123	bamc:U471_12280
ko:K01719	bamc:U471_12330
ko:K02069	bamc:U471_12340
ko:K02068	bamc:U471_12350
ko:K03885	bamc:U471_12400
ko:K01812	bamc:U471_12420
ko:K02529	bamc:U471_12440
ko:K00041	bamc:U471_12450
ko:K01685	bamc:U471_12460
ko:K07090	bamc:U471_12470
ko:K06359	bamc:U471_12490
ko:K03088	bamc:U471_12650
ko:K06388	bamc:U471_12770
ko:K03306	bamc:U471_12780
ko:K07220	bamc:U471_12790
ko:K03294	bamc:U471_12810
ko:K15975	bamc:U471_12830
ko:K16203	bamc:U471_12910
ko:K16200	bamc:U471_12920
ko:K16201	bamc:U471_12930
ko:K16202	bamc:U471_12940
ko:K16199	bamc:U471_12950
ko:K01297	bamc:U471_12960
ko:K07404	bamc:U471_13000
ko:K01433	bamc:U471_13070
ko:K00931	bamc:U471_13080
ko:K00147	bamc:U471_13090
ko:K05820	bamc:U471_13180
ko:K00549	bamc:U471_13200
ko:K13275	bamc:U471_13210
ko:K16785	bamc:U471_13240
ko:K16786	bamc:U471_13250
ko:K16787	bamc:U471_13250
ko:K16925	bamc:U471_13260
ko:K06213	bamc:U471_13310
ko:K10979	bamc:U471_13380
ko:K03093	bamc:U471_13430
ko:K06421	bamc:U471_13450
ko:K03799	bamc:U471_13480
ko:K13533	bamc:U471_13530
ko:K00567	bamc:U471_13540
ko:K08963	bamc:U471_13560
ko:K00899	bamc:U471_13570
ko:K08969	bamc:U471_13590
ko:K08965	bamc:U471_13600
ko:K08966	bamc:U471_13610
ko:K08964	bamc:U471_13620
ko:K08967	bamc:U471_13630
ko:K13532	bamc:U471_13650
ko:K15973	bamc:U471_13660
ko:K02557	bamc:U471_13680
ko:K02556	bamc:U471_13690
ko:K03697	bamc:U471_13700
ko:K06920	bamc:U471_13740
ko:K01737	bamc:U471_13750
ko:K10026	bamc:U471_13760
ko:K02313	bamc:U471_00010
ko:K02338	bamc:U471_00020
ko:K03629	bamc:U471_00040
ko:K02470	bamc:U471_00060
ko:K02469	bamc:U471_00070
ko:K00088	bamc:U471_00090
ko:K07258	bamc:U471_00100
ko:K06215	bamc:U471_00110
ko:K08681	bamc:U471_00120
ko:K01875	bamc:U471_00130
ko:K00865	bamc:U471_00140
ko:K15519	bamc:U471_00160
ko:K15518	bamc:U471_00170
ko:K06306	bamc:U471_00180
ko:K11991	bamc:U471_00200
ko:K02343	bamc:U471_00220
ko:K09747	bamc:U471_00230
ko:K06187	bamc:U471_00240
ko:K06317	bamc:U471_00260
ko:K00943	bamc:U471_00310
ko:K09770	bamc:U471_00330
ko:K02341	bamc:U471_00340
ko:K07461	bamc:U471_00380
ko:K07056	bamc:U471_00390
ko:K06284	bamc:U471_00400
ko:K01874	bamc:U471_00410
ko:K03424	bamc:U471_00420
ko:K05985	bamc:U471_00450
ko:K02528	bamc:U471_00460
ko:K06436	bamc:U471_00470
ko:K06423	bamc:U471_00490
ko:K00919	bamc:U471_00500
ko:K09685	bamc:U471_00510
ko:K06412	bamc:U471_00530
ko:K04042	bamc:U471_00540
ko:K00948	bamc:U471_00550
ko:K02897	bamc:U471_00560
ko:K01056	bamc:U471_00570
ko:K03723	bamc:U471_00590
ko:K04769	bamc:U471_00600
ko:K02499	bamc:U471_00620
ko:K07571	bamc:U471_00670
ko:K06382	bamc:U471_00690
ko:K07114	bamc:U471_00700
ko:K04075	bamc:U471_00720
ko:K00760	bamc:U471_00730
ko:K03798	bamc:U471_00740
ko:K03525	bamc:U471_00750
ko:K04083	bamc:U471_00760
ko:K01738	bamc:U471_00780
ko:K01665	bamc:U471_00800
ko:K01664	bamc:U471_00810
ko:K02619	bamc:U471_00820
ko:K00796	bamc:U471_00830
ko:K01633	bamc:U471_00840
ko:K00950	bamc:U471_00850
ko:K04567	bamc:U471_00880
ko:K03708	bamc:U471_00900
ko:K03696	bamc:U471_00930
ko:K04485	bamc:U471_00940
ko:K07067	bamc:U471_00950
ko:K06294	bamc:U471_01550
ko:K06349	bamc:U471_01560
ko:K08174	bamc:U471_01580
ko:K01092	bamc:U471_01600
ko:K03321	bamc:U471_01620
ko:K02015	bamc:U471_01650
ko:K02015	bamc:U471_01660
ko:K02016	bamc:U471_01670
ko:K01207	bamc:U471_01700
ko:K07106	bamc:U471_01730
ko:K03088	bamc:U471_01760
ko:K03431	bamc:U471_01800
ko:K00820	bamc:U471_01830
ko:K01990	bamc:U471_01840
ko:K02003	bamc:U471_01900
ko:K02004	bamc:U471_01910
ko:K01424	bamc:U471_02590
ko:K07039	bamc:U471_02610
ko:K00034	bamc:U471_02680
ko:K01182	bamc:U471_02690
ko:K09815	bamc:U471_02700
ko:K09817	bamc:U471_02710
ko:K09816	bamc:U471_02720
ko:K05795	bamc:U471_02750
ko:K05795	bamc:U471_02760
ko:K08369	bamc:U471_02800
ko:K02000	bamc:U471_02810
ko:K02001	bamc:U471_02820
ko:K02002	bamc:U471_02830
ko:K14665	bamc:U471_02840
ko:K01176	bamc:U471_02870
ko:K00016	bamc:U471_02890
ko:K09190	bamc:U471_02930
ko:K09967	bamc:U471_02950
ko:K01916	bamc:U471_02960
ko:K15652	bamc:U471_02990
ko:K00891	bamc:U471_03010
ko:K01060	bamc:U471_03020
ko:K07074	bamc:U471_03030
ko:K00318	bamc:U471_03040
ko:K00294	bamc:U471_03050
ko:K13542	bamc:U471_03090
ko:K00363	bamc:U471_03100
ko:K00362	bamc:U471_03110
ko:K00372	bamc:U471_03120
ko:K00362	bamc:U471_03130
ko:K02575	bamc:U471_03140
ko:K00121	bamc:U471_03160
ko:K00128	bamc:U471_19650
ko:K00128	bamc:U471_27680
ko:K00128	bamc:U471_38490
ko:K00991	bamc:U471_00970
ko:K01770	bamc:U471_00980
ko:K09698	bamc:U471_00990
ko:K00640	bamc:U471_01010
ko:K01883	bamc:U471_01020
ko:K11145	bamc:U471_01030
ko:K03218	bamc:U471_01040
ko:K06962	bamc:U471_01050
ko:K03091	bamc:U471_01060
ko:K02913	bamc:U471_01070
ko:K03073	bamc:U471_01080
ko:K02601	bamc:U471_01090
ko:K02867	bamc:U471_01100
ko:K02863	bamc:U471_01110
ko:K02864	bamc:U471_01120
ko:K02935	bamc:U471_01130
ko:K00564	bamc:U471_01140
ko:K03043	bamc:U471_01150
ko:K03046	bamc:U471_01160
ko:K07590	bamc:U471_01170
ko:K02992	bamc:U471_01180
ko:K02355	bamc:U471_01190
ko:K02358	bamc:U471_01200
ko:K02906	bamc:U471_01230
ko:K02926	bamc:U471_01240
ko:K02892	bamc:U471_01250
ko:K02886	bamc:U471_01260
ko:K02878	bamc:U471_01270
ko:K02904	bamc:U471_01280
ko:K02961	bamc:U471_01290
ko:K02895	bamc:U471_01300
ko:K02931	bamc:U471_01310
ko:K02994	bamc:U471_01320
ko:K02933	bamc:U471_01330
ko:K02881	bamc:U471_01340
ko:K02988	bamc:U471_01350
ko:K02907	bamc:U471_01360
ko:K02876	bamc:U471_01370
ko:K03076	bamc:U471_01380
ko:K00939	bamc:U471_01390
ko:K01265	bamc:U471_01400
ko:K02518	bamc:U471_01410
ko:K02919	bamc:U471_01420
ko:K02952	bamc:U471_01430
ko:K03040	bamc:U471_01440
ko:K16786	bamc:U471_01450
ko:K16787	bamc:U471_01460
ko:K16785	bamc:U471_01470
ko:K06173	bamc:U471_01480
ko:K02871	bamc:U471_01490
ko:K01448	bamc:U471_01530
ko:K03593	bamc:U471_01540
ko:K01560	bamc:U471_01990
ko:K01992	bamc:U471_02030
ko:K01992	bamc:U471_02040
ko:K01126	bamc:U471_02120
ko:K02445	bamc:U471_02130
ko:K08317	bamc:U471_02220
ko:K08289	bamc:U471_02230
ko:K17103	bamc:U471_02260
ko:K01613	bamc:U471_02280
ko:K07146	bamc:U471_02300
ko:K11102	bamc:U471_02310
ko:K00826	bamc:U471_02320
ko:K00547	bamc:U471_02340
ko:K11626	bamc:U471_02350
ko:K01425	bamc:U471_02360
ko:K07717	bamc:U471_02370
ko:K07719	bamc:U471_02380
ko:K15976	bamc:U471_02440
ko:K15975	bamc:U471_02450
ko:K15977	bamc:U471_02460
ko:K01449	bamc:U471_02490
ko:K01113	bamc:U471_02520
ko:K03116	bamc:U471_02530
ko:K03118	bamc:U471_02540
ko:K01304	bamc:U471_02550
ko:K01223	bamc:U471_03190
ko:K08094	bamc:U471_03220
ko:K08093	bamc:U471_03230
ko:K06133	bamc:U471_03350
ko:K10010	bamc:U471_03370
ko:K10009	bamc:U471_03380
ko:K02424	bamc:U471_03390
ko:K03186	bamc:U471_03410
ko:K03305	bamc:U471_03450
ko:K06295	bamc:U471_03480
ko:K06297	bamc:U471_03500
ko:K06296	bamc:U471_03510
ko:K16961	bamc:U471_03540
ko:K16962	bamc:U471_03550
ko:K16963	bamc:U471_03560
ko:K02003	bamc:U471_03590
ko:K02004	bamc:U471_03600
ko:K00928	bamc:U471_03680
ko:K02015	bamc:U471_03700
ko:K02015	bamc:U471_03710
ko:K02013	bamc:U471_03720
ko:K02016	bamc:U471_03730
ko:K00375	bamc:U471_03790
ko:K07141	bamc:U471_38640
ko:K00783	bamc:U471_38720
ko:K01476	bamc:U471_38820
ko:K02205	bamc:U471_38830
ko:K00819	bamc:U471_38840
ko:K06714	bamc:U471_38850
ko:K02484	bamc:U471_38910
ko:K07652	bamc:U471_38980
ko:K07668	bamc:U471_38990
ko:K01939	bamc:U471_39010
ko:K02939	bamc:U471_39140
ko:K14225	bamc:U471_t00120
ko:K14225	bamc:U471_t00500
ko:K14225	bamc:U471_t00760
ko:K14225	bamc:U471_t00190
ko:K14225	bamc:U471_t00350
ko:K14225	bamc:U471_t00540
ko:K14225	bamc:U471_t00640
ko:K14220	bamc:U471_t00270
ko:K14220	bamc:U471_t00620
ko:K14220	bamc:U471_t00380
ko:K14230	bamc:U471_t00360
ko:K14230	bamc:U471_t00680
ko:K14230	bamc:U471_t00420
ko:K14226	bamc:U471_t00480
ko:K14226	bamc:U471_t00650
ko:K14222	bamc:U471_t00510
ko:K14219	bamc:U471_t00560
ko:K14219	bamc:U471_t00820
ko:K14230	bamc:U471_t00700
ko:K14228	bamc:U471_t00770
ko:K14233	bamc:U471_t00030
ko:K14233	bamc:U471_t00690
ko:K01977	bamc:U471_r00040
ko:K01980	bamc:U471_r00080
ko:K01980	bamc:U471_r00200
ko:K14234	bamc:U471_t00090
ko:K14234	bamc:U471_t00240
ko:K14234	bamc:U471_t00450
ko:K14234	bamc:U471_t00790
ko:K14229	bamc:U471_t00100
ko:K14229	bamc:U471_t00860
ko:K14229	bamc:U471_t00780
ko:K14229	bamc:U471_t00310
ko:K14219	bamc:U471_t00140
ko:K14219	bamc:U471_t00340
ko:K14219	bamc:U471_t00200
ko:K14219	bamc:U471_t00740
ko:K14219	bamc:U471_t00580
ko:K14219	bamc:U471_t00590
ko:K14220	bamc:U471_t00170
ko:K14223	bamc:U471_t00260
ko:K14223	bamc:U471_t00490
ko:K14223	bamc:U471_t00300
ko:K14223	bamc:U471_t00570
ko:K14228	bamc:U471_t00530
ko:K01980	bamc:U471_r00260
ko:K01977	bamc:U471_r00270
ko:K14218	bamc:U471_t00810
ko:K14233	bamc:U471_t00390
ko:K06329	bamc:U471_39180
ko:K15986	bamc:U471_39200
ko:K00692	bamc:U471_39220
ko:K08224	bamc:U471_39310
ko:K08987	bamc:U471_39330
ko:K00019	bamc:U471_39410
ko:K06888	bamc:U471_39480
ko:K07052	bamc:U471_39490
ko:K08369	bamc:U471_39500
ko:K01759	bamc:U471_39510
ko:K01142	bamc:U471_39530
ko:K13531	bamc:U471_39540
ko:K13530	bamc:U471_39550
ko:K02990	bamc:U471_39570
ko:K06942	bamc:U471_39580
ko:K03501	bamc:U471_39670
ko:K03495	bamc:U471_39680
ko:K03650	bamc:U471_39690
ko:K06346	bamc:U471_39700
ko:K03217	bamc:U471_39710
ko:K03536	bamc:U471_39720
ko:K01791	bamc:U471_34080
ko:K07250	bamc:U471_03800
ko:K00135	bamc:U471_03810
ko:K05340	bamc:U471_03820
ko:K00034	bamc:U471_03840
ko:K14166	bamc:U471_03860
ko:K09457	bamc:U471_13770
ko:K01449	bamc:U471_13860
ko:K01534	bamc:U471_13890
ko:K03480	bamc:U471_13930
ko:K11189	bamc:U471_13960
ko:K08483	bamc:U471_13970
ko:K06315	bamc:U471_13980
ko:K03716	bamc:U471_13990
ko:K03406	bamc:U471_14000
ko:K02491	bamc:U471_14040
ko:K00841	bamc:U471_14050
ko:K03415	bamc:U471_14070
ko:K07098	bamc:U471_14110
ko:K09776	bamc:U471_14170
ko:K03839	bamc:U471_14210
ko:K03839	bamc:U471_14230
ko:K05822	bamc:U471_14240
ko:K05823	bamc:U471_14250
ko:K03752	bamc:U471_14310
ko:K03750	bamc:U471_14330
ko:K03753	bamc:U471_14340
ko:K03635	bamc:U471_14350
ko:K03636	bamc:U471_14360
ko:K02005	bamc:U471_14390
ko:K02003	bamc:U471_14400
ko:K02004	bamc:U471_14410
ko:K03436	bamc:U471_14420
ko:K00882	bamc:U471_14430
ko:K02768	bamc:U471_14440
ko:K02769	bamc:U471_14440
ko:K02770	bamc:U471_14440
ko:K03100	bamc:U471_14450
ko:K00077	bamc:U471_14480
ko:K03569	bamc:U471_14510
ko:K07698	bamc:U471_14540
ko:K03499	bamc:U471_14560
ko:K01462	bamc:U471_14610
ko:K15329	bamc:U471_14660
ko:K00161	bamc:U471_14750
ko:K00162	bamc:U471_14760
ko:K00627	bamc:U471_14770
ko:K00382	bamc:U471_14780
ko:K01092	bamc:U471_14870
ko:K03088	bamc:U471_14930
ko:K06207	bamc:U471_14970
ko:K02799	bamc:U471_03890
ko:K02800	bamc:U471_03890
ko:K02798	bamc:U471_03900
ko:K00009	bamc:U471_03910
ko:K07160	bamc:U471_03960
ko:K06351	bamc:U471_03990
ko:K06350	bamc:U471_04000
ko:K03817	bamc:U471_04130
ko:K00158	bamc:U471_04260
ko:K03322	bamc:U471_04380
ko:K07217	bamc:U471_04490
ko:K07175	bamc:U471_15010
ko:K01425	bamc:U471_15030
ko:K03588	bamc:U471_15050
ko:K01958	bamc:U471_15060
ko:K02259	bamc:U471_15070
ko:K02275	bamc:U471_15100
ko:K02274	bamc:U471_15110
ko:K02276	bamc:U471_15120
ko:K02862	bamc:U471_15140
ko:K00954	bamc:U471_15240
ko:K07001	bamc:U471_15260
ko:K07177	bamc:U471_15270
ko:K07040	bamc:U471_15300
ko:K00077	bamc:U471_15330
ko:K03925	bamc:U471_15350
ko:K03438	bamc:U471_15360
ko:K08724	bamc:U471_15380
ko:K08384	bamc:U471_15390
ko:K01928	bamc:U471_15400
ko:K01000	bamc:U471_15410
ko:K01925	bamc:U471_15420
ko:K03588	bamc:U471_15430
ko:K02563	bamc:U471_15440
ko:K00075	bamc:U471_15450
ko:K03589	bamc:U471_15460
ko:K03701	bamc:U471_33570
ko:K03702	bamc:U471_33580
ko:K03797	bamc:U471_33650
ko:K00765	bamc:U471_33390
ko:K02502	bamc:U471_33400
ko:K06019	bamc:U471_33430
ko:K13292	bamc:U471_33440
ko:K06023	bamc:U471_33460
ko:K01443	bamc:U471_33470
ko:K02564	bamc:U471_33480
ko:K03710	bamc:U471_33490
ko:K08972	bamc:U471_33520
ko:K09811	bamc:U471_33670
ko:K07692	bamc:U471_33910
ko:K07777	bamc:U471_33920
ko:K02851	bamc:U471_33950
ko:K16698	bamc:U471_33970
ko:K16705	bamc:U471_33990
ko:K00012	bamc:U471_34000
ko:K01448	bamc:U471_34040
ko:K00963	bamc:U471_34090
ko:K09693	bamc:U471_34100
ko:K05946	bamc:U471_34150
ko:K01809	bamc:U471_34180
ko:K07282	bamc:U471_34330
ko:K06295	bamc:U471_34390
ko:K00852	bamc:U471_34430
ko:K06726	bamc:U471_34440
ko:K10441	bamc:U471_34450
ko:K10440	bamc:U471_34460
ko:K10439	bamc:U471_34470
ko:K01575	bamc:U471_34500
ko:K03590	bamc:U471_15480
ko:K03531	bamc:U471_15490
ko:K13276	bamc:U471_15500
ko:K06383	bamc:U471_15510
ko:K03091	bamc:U471_15520
ko:K03091	bamc:U471_15530
ko:K02013	bamc:U471_15540
ko:K05810	bamc:U471_15580
ko:K06997	bamc:U471_15590
ko:K09772	bamc:U471_15600
ko:K02221	bamc:U471_15610
ko:K04074	bamc:U471_15630
ko:K01870	bamc:U471_15640
ko:K03101	bamc:U471_15660
ko:K06180	bamc:U471_15670
ko:K02825	bamc:U471_15680
ko:K02824	bamc:U471_15690
ko:K00609	bamc:U471_15700
ko:K01465	bamc:U471_15710
ko:K01956	bamc:U471_15720
ko:K01955	bamc:U471_15730
ko:K02823	bamc:U471_15740
ko:K01591	bamc:U471_15760
ko:K00762	bamc:U471_15770
ko:K00390	bamc:U471_15790
ko:K16331	bamc:U471_15800
ko:K00958	bamc:U471_15810
ko:K00860	bamc:U471_15820
ko:K02303	bamc:U471_15830
ko:K03794	bamc:U471_15840
ko:K02304	bamc:U471_15850
ko:K01537	bamc:U471_15880
ko:K09777	bamc:U471_15900
ko:K00942	bamc:U471_15910
ko:K03060	bamc:U471_15920
ko:K13038	bamc:U471_15930
ko:K04066	bamc:U471_15940
ko:K01462	bamc:U471_15950
ko:K00604	bamc:U471_15960
ko:K03500	bamc:U471_15970
ko:K06941	bamc:U471_15980
ko:K06949	bamc:U471_16010
ko:K01783	bamc:U471_16020
ko:K00949	bamc:U471_16030
ko:K06414	bamc:U471_16040
ko:K02902	bamc:U471_16050
ko:K07030	bamc:U471_16070
ko:K01752	bamc:U471_16080
ko:K01752	bamc:U471_16090
ko:K03655	bamc:U471_16100
ko:K03621	bamc:U471_16120
ko:K00645	bamc:U471_16130
ko:K00059	bamc:U471_16140
ko:K02078	bamc:U471_16150
ko:K03685	bamc:U471_16160
ko:K03529	bamc:U471_16170
ko:K03110	bamc:U471_16180
ko:K09787	bamc:U471_16200
ko:K03106	bamc:U471_16210
ko:K02959	bamc:U471_16220
ko:K06960	bamc:U471_16230
ko:K02860	bamc:U471_16250
ko:K00554	bamc:U471_16260
ko:K14540	bamc:U471_16280
ko:K03470	bamc:U471_16290
ko:K04061	bamc:U471_16310
ko:K01903	bamc:U471_16320
ko:K01902	bamc:U471_16330
ko:K04096	bamc:U471_16340
ko:K03168	bamc:U471_16360
ko:K04094	bamc:U471_16370
ko:K03733	bamc:U471_16380
ko:K01419	bamc:U471_16390
ko:K03667	bamc:U471_16400
