ko:K02495	senc:SEET0819_03850
ko:K04653	senc:SEET0819_21100
ko:K04654	senc:SEET0819_21105
ko:K04655	senc:SEET0819_21110
ko:K15836	senc:SEET0819_21115
ko:K11604	senc:SEET0819_21125
ko:K11607	senc:SEET0819_21130
ko:K11605	senc:SEET0819_21135
ko:K11606	senc:SEET0819_21140
ko:K08598	senc:SEET0819_21145
ko:K03221	senc:SEET0819_21185
ko:K13740	senc:SEET0819_21210
ko:K02078	senc:SEET0819_21225
ko:K13284	senc:SEET0819_21230
ko:K13287	senc:SEET0819_21235
ko:K13286	senc:SEET0819_21240
ko:K13285	senc:SEET0819_21245
ko:K03225	senc:SEET0819_21275
ko:K05803	senc:SEET0819_00005
ko:K00962	senc:SEET0819_00010
ko:K02956	senc:SEET0819_00015
ko:K03177	senc:SEET0819_00020
ko:K02834	senc:SEET0819_00025
ko:K02519	senc:SEET0819_00030
ko:K02600	senc:SEET0819_00035
ko:K09748	senc:SEET0819_00040
ko:K01940	senc:SEET0819_00050
ko:K03075	senc:SEET0819_00065
ko:K03431	senc:SEET0819_00070
ko:K00796	senc:SEET0819_00075
ko:K03798	senc:SEET0819_00080
ko:K02427	senc:SEET0819_00085
ko:K07574	senc:SEET0819_00090
ko:K03624	senc:SEET0819_00095
ko:K07259	senc:SEET0819_00105
ko:K03979	senc:SEET0819_00110
ko:K02899	senc:SEET0819_00120
ko:K02888	senc:SEET0819_00125
ko:K02523	senc:SEET0819_00130
ko:K07724	senc:SEET0819_00135
ko:K00790	senc:SEET0819_00140
ko:K07122	senc:SEET0819_00150
ko:K07323	senc:SEET0819_00155
ko:K02067	senc:SEET0819_00160
ko:K02066	senc:SEET0819_00165
ko:K02065	senc:SEET0819_00170
ko:K07301	senc:SEET0819_00175
ko:K06041	senc:SEET0819_00180
ko:K03270	senc:SEET0819_00185
ko:K11719	senc:SEET0819_00190
ko:K09774	senc:SEET0819_00195
ko:K06861	senc:SEET0819_00200
ko:K03092	senc:SEET0819_00205
ko:K05808	senc:SEET0819_00210
ko:K02806	senc:SEET0819_00215
ko:K06958	senc:SEET0819_00220
ko:K08485	senc:SEET0819_00225
ko:K03814	senc:SEET0819_00235
ko:K07648	senc:SEET0819_00245
ko:K07139	senc:SEET0819_00250
ko:K03667	senc:SEET0819_04300
ko:K01419	senc:SEET0819_04305
ko:K03591	senc:SEET0819_04310
ko:K05499	senc:SEET0819_04315
ko:K04066	senc:SEET0819_04320
ko:K02909	senc:SEET0819_04325
ko:K03764	senc:SEET0819_04340
ko:K01739	senc:SEET0819_04345
ko:K12525	senc:SEET0819_04350
ko:K00297	senc:SEET0819_04375
ko:K03782	senc:SEET0819_04380
ko:K09974	senc:SEET0819_04385
ko:K00005	senc:SEET0819_04390
ko:K08314	senc:SEET0819_04395
ko:K01595	senc:SEET0819_04410
ko:K01438	senc:SEET0819_04415
ko:K00145	senc:SEET0819_04420
ko:K00930	senc:SEET0819_04425
ko:K01755	senc:SEET0819_04430
ko:K04761	senc:SEET0819_04435
ko:K00322	senc:SEET0819_04440
ko:K00557	senc:SEET0819_04455
ko:K16092	senc:SEET0819_04460
ko:K01776	senc:SEET0819_04465
ko:K00075	senc:SEET0819_04495
ko:K03524	senc:SEET0819_04500
ko:K00867	senc:SEET0819_04505
ko:K02358	senc:SEET0819_04530
ko:K03073	senc:SEET0819_04535
ko:K02601	senc:SEET0819_04540
ko:K02867	senc:SEET0819_04545
ko:K02863	senc:SEET0819_04550
ko:K02864	senc:SEET0819_04555
ko:K02935	senc:SEET0819_04560
ko:K07347	senc:SEET0819_08650
ko:K07345	senc:SEET0819_08660
ko:K18139	senc:SEET0819_08710
ko:K07213	senc:SEET0819_08735
ko:K08178	senc:SEET0819_08740
ko:K07316	senc:SEET0819_08745
ko:K01156	senc:SEET0819_08750
ko:K00425	senc:SEET0819_08755
ko:K00426	senc:SEET0819_08760
ko:K02014	senc:SEET0819_08775
ko:K03329	senc:SEET0819_08780
ko:K02688	senc:SEET0819_08790
ko:K03417	senc:SEET0819_08795
ko:K01659	senc:SEET0819_08800
ko:K01720	senc:SEET0819_08805
ko:K01908	senc:SEET0819_08810
ko:K01698	senc:SEET0819_08815
ko:K18988	senc:SEET0819_08830
ko:K17938	senc:SEET0819_08835
ko:K01921	senc:SEET0819_08860
ko:K08161	senc:SEET0819_08870
ko:K18968	senc:SEET0819_08885
ko:K00286	senc:SEET0819_08890
ko:K09768	senc:SEET0819_08895
ko:K00891	senc:SEET0819_08900
ko:K14591	senc:SEET0819_08910
ko:K09913	senc:SEET0819_08915
ko:K03554	senc:SEET0819_08920
ko:K00847	senc:SEET0819_08925
ko:K04093	senc:SEET0819_12985
ko:K11250	senc:SEET0819_12990
ko:K09712	senc:SEET0819_13015
ko:K03449	senc:SEET0819_13030
ko:K19055	senc:SEET0819_13050
ko:K09786	senc:SEET0819_13065
ko:K07180	senc:SEET0819_13070
ko:K06871	senc:SEET0819_13080
ko:K01792	senc:SEET0819_13090
ko:K00134	senc:SEET0819_13100
ko:K07305	senc:SEET0819_13105
ko:K09916	senc:SEET0819_13110
ko:K08281	senc:SEET0819_13115
ko:K01424	senc:SEET0819_13120
ko:K04773	senc:SEET0819_13125
ko:K01008	senc:SEET0819_13135
ko:K03169	senc:SEET0819_13140
ko:K00262	senc:SEET0819_13145
ko:K08320	senc:SEET0819_13155
ko:K01142	senc:SEET0819_13160
ko:K00840	senc:SEET0819_13165
ko:K00673	senc:SEET0819_13170
ko:K06447	senc:SEET0819_13175
ko:K01484	senc:SEET0819_13180
ko:K05526	senc:SEET0819_13185
ko:K05984	senc:SEET0819_13195
ko:K01916	senc:SEET0819_13200
ko:K04064	senc:SEET0819_13205
ko:K02760	senc:SEET0819_13210
ko:K02761	senc:SEET0819_13215
ko:K02759	senc:SEET0819_13220
ko:K03490	senc:SEET0819_13225
ko:K01222	senc:SEET0819_13230
ko:K03478	senc:SEET0819_13235
ko:K03781	senc:SEET0819_13240
ko:K02227	senc:SEET0819_17315
ko:K02224	senc:SEET0819_17320
ko:K01699	senc:SEET0819_17345
ko:K13919	senc:SEET0819_17350
ko:K13920	senc:SEET0819_17355
ko:K13923	senc:SEET0819_17380
ko:K13922	senc:SEET0819_17400
ko:K13921	senc:SEET0819_17405
ko:K04031	senc:SEET0819_17420
ko:K04029	senc:SEET0819_17425
ko:K16651	senc:SEET0819_17435
ko:K09802	senc:SEET0819_17440
ko:K07470	senc:SEET0819_17450
ko:K07258	senc:SEET0819_17455
ko:K08354	senc:SEET0819_17460
ko:K08353	senc:SEET0819_17465
ko:K08352	senc:SEET0819_17470
ko:K01141	senc:SEET0819_17480
ko:K00765	senc:SEET0819_17500
ko:K00013	senc:SEET0819_17505
ko:K00817	senc:SEET0819_17510
ko:K01089	senc:SEET0819_17515
ko:K02501	senc:SEET0819_17520
ko:K01814	senc:SEET0819_17525
ko:K02500	senc:SEET0819_17530
ko:K11755	senc:SEET0819_17535
ko:K05789	senc:SEET0819_17540
ko:K00012	senc:SEET0819_17545
ko:K00033	senc:SEET0819_17550
ko:K01840	senc:SEET0819_17560
ko:K00971	senc:SEET0819_17565
ko:K07012	senc:SEET0819_21555
ko:K13739	senc:SEET0819_21560
ko:K00390	senc:SEET0819_21565
ko:K00381	senc:SEET0819_21570
ko:K00380	senc:SEET0819_21575
ko:K01737	senc:SEET0819_21580
ko:K06897	senc:SEET0819_21585
ko:K10026	senc:SEET0819_21590
ko:K01689	senc:SEET0819_21595
ko:K01937	senc:SEET0819_21600
ko:K04765	senc:SEET0819_21605
ko:K00951	senc:SEET0819_21645
ko:K03215	senc:SEET0819_21650
ko:K07678	senc:SEET0819_21655
ko:K00865	senc:SEET0819_21660
ko:K01706	senc:SEET0819_21665
ko:K13918	senc:SEET0819_21670
ko:K03535	senc:SEET0819_21675
ko:K06175	senc:SEET0819_21685
ko:K15723	senc:SEET0819_21700
ko:K06879	senc:SEET0819_21705
ko:K06966	senc:SEET0819_21710
ko:K03837	senc:SEET0819_21715
ko:K01752	senc:SEET0819_21720
ko:K01146	senc:SEET0819_21725
ko:K00048	senc:SEET0819_21730
ko:K01628	senc:SEET0819_21735
ko:K02429	senc:SEET0819_21740
ko:K01818	senc:SEET0819_21745
ko:K00879	senc:SEET0819_21750
ko:K02431	senc:SEET0819_21755
ko:K02430	senc:SEET0819_21760
ko:K06968	senc:SEET0819_21765
ko:K03566	senc:SEET0819_21775
ko:K01766	senc:SEET0819_21785
ko:K02426	senc:SEET0819_21790
ko:K08304	senc:SEET0819_21805
ko:K03532	senc:SEET0819_02955
ko:K07772	senc:SEET0819_02960
ko:K11930	senc:SEET0819_02965
ko:K07647	senc:SEET0819_02970
ko:K08194	senc:SEET0819_02975
ko:K01684	senc:SEET0819_02980
ko:K01631	senc:SEET0819_02985
ko:K00883	senc:SEET0819_02990
ko:K02470	senc:SEET0819_03020
ko:K03629	senc:SEET0819_03025
ko:K02338	senc:SEET0819_03030
ko:K02313	senc:SEET0819_03035
ko:K03536	senc:SEET0819_03040
ko:K03217	senc:SEET0819_03045
ko:K03650	senc:SEET0819_03050
ko:K08163	senc:SEET0819_03080
ko:K06901	senc:SEET0819_03100
ko:K02039	senc:SEET0819_03115
ko:K02036	senc:SEET0819_03120
ko:K02038	senc:SEET0819_03125
ko:K02037	senc:SEET0819_03130
ko:K02040	senc:SEET0819_03135
ko:K02769	senc:SEET0819_03140
ko:K02770	senc:SEET0819_03140
ko:K00014	senc:SEET0819_03145
ko:K00820	senc:SEET0819_03155
ko:K04042	senc:SEET0819_03160
ko:K06890	senc:SEET0819_03170
ko:K02114	senc:SEET0819_03180
ko:K02112	senc:SEET0819_03185
ko:K02115	senc:SEET0819_03190
ko:K02111	senc:SEET0819_03195
ko:K02113	senc:SEET0819_03200
ko:K02109	senc:SEET0819_03205
ko:K02110	senc:SEET0819_03210
ko:K06195	senc:SEET0819_07330
ko:K02528	senc:SEET0819_07335
ko:K00097	senc:SEET0819_07340
ko:K03771	senc:SEET0819_07345
ko:K04744	senc:SEET0819_07350
ko:K05801	senc:SEET0819_07355
ko:K06177	senc:SEET0819_07360
ko:K03580	senc:SEET0819_07365
ko:K02336	senc:SEET0819_07370
ko:K01804	senc:SEET0819_07390
ko:K00853	senc:SEET0819_07395
ko:K02099	senc:SEET0819_07400
ko:K02062	senc:SEET0819_07410
ko:K02063	senc:SEET0819_07415
ko:K02064	senc:SEET0819_07420
ko:K11925	senc:SEET0819_07425
ko:K01704	senc:SEET0819_07435
ko:K01703	senc:SEET0819_07440
ko:K00052	senc:SEET0819_07445
ko:K01649	senc:SEET0819_07450
ko:K05798	senc:SEET0819_07455
ko:K01652	senc:SEET0819_07460
ko:K01653	senc:SEET0819_07465
ko:K03435	senc:SEET0819_07470
ko:K03925	senc:SEET0819_07475
ko:K03438	senc:SEET0819_07480
ko:K03586	senc:SEET0819_07485
ko:K03587	senc:SEET0819_07490
ko:K01928	senc:SEET0819_07495
ko:K01929	senc:SEET0819_07500
ko:K01000	senc:SEET0819_07505
ko:K01925	senc:SEET0819_07510
ko:K03588	senc:SEET0819_07515
ko:K02563	senc:SEET0819_07520
ko:K01924	senc:SEET0819_07525
ko:K01921	senc:SEET0819_07530
ko:K03589	senc:SEET0819_07535
ko:K03590	senc:SEET0819_07540
ko:K03531	senc:SEET0819_07545
ko:K02535	senc:SEET0819_07550
ko:K13301	senc:SEET0819_07555
ko:K03070	senc:SEET0819_07560
ko:K03574	senc:SEET0819_07565
ko:K09862	senc:SEET0819_07575
ko:K00156	senc:SEET0819_11610
ko:K11933	senc:SEET0819_11615
ko:K05601	senc:SEET0819_11620
ko:K07459	senc:SEET0819_11630
ko:K09824	senc:SEET0819_11635
ko:K13888	senc:SEET0819_11640
ko:K05685	senc:SEET0819_11645
ko:K03704	senc:SEET0819_11650
ko:K06891	senc:SEET0819_11655
ko:K03694	senc:SEET0819_11660
ko:K06911	senc:SEET0819_11675
ko:K02518	senc:SEET0819_11685
ko:K00684	senc:SEET0819_11690
ko:K16012	senc:SEET0819_11695
ko:K16013	senc:SEET0819_11700
ko:K00384	senc:SEET0819_11705
ko:K03719	senc:SEET0819_11710
ko:K03466	senc:SEET0819_11715
ko:K03634	senc:SEET0819_11720
ko:K07478	senc:SEET0819_11725
ko:K01875	senc:SEET0819_11730
ko:K07306	senc:SEET0819_11735
ko:K07307	senc:SEET0819_11740
ko:K07308	senc:SEET0819_11745
ko:K08219	senc:SEET0819_11750
ko:K04069	senc:SEET0819_11760
ko:K00656	senc:SEET0819_11775
ko:K06212	senc:SEET0819_11780
ko:K09136	senc:SEET0819_11785
ko:K00831	senc:SEET0819_11800
ko:K00800	senc:SEET0819_11805
ko:K07387	senc:SEET0819_11810
ko:K00945	senc:SEET0819_11815
ko:K02945	senc:SEET0819_11820
ko:K05788	senc:SEET0819_11825
ko:K02238	senc:SEET0819_11830
ko:K11085	senc:SEET0819_11835
ko:K00912	senc:SEET0819_11840
ko:K09927	senc:SEET0819_11845
ko:K09791	senc:SEET0819_11850
ko:K00979	senc:SEET0819_11855
ko:K06219	senc:SEET0819_11870
ko:K03633	senc:SEET0819_11875
ko:K03804	senc:SEET0819_11880
ko:K08169	senc:SEET0819_15960
ko:K03799	senc:SEET0819_15965
ko:K03797	senc:SEET0819_15970
ko:K03607	senc:SEET0819_15975
ko:K03808	senc:SEET0819_15985
ko:K11392	senc:SEET0819_15995
ko:K13741	senc:SEET0819_16020
ko:K15353	senc:SEET0819_16055
ko:K07245	senc:SEET0819_16075
ko:K07156	senc:SEET0819_16080
ko:K02345	senc:SEET0819_16085
ko:K10857	senc:SEET0819_16095
ko:K01354	senc:SEET0819_16100
ko:K09918	senc:SEET0819_16115
ko:K08289	senc:SEET0819_16120
ko:K01625	senc:SEET0819_16130
ko:K01690	senc:SEET0819_16135
ko:K00036	senc:SEET0819_16140
ko:K00873	senc:SEET0819_16150
ko:K02560	senc:SEET0819_16155
ko:K09815	senc:SEET0819_16165
ko:K09817	senc:SEET0819_16170
ko:K09816	senc:SEET0819_16175
ko:K03551	senc:SEET0819_16180
ko:K03550	senc:SEET0819_16185
ko:K01159	senc:SEET0819_16200
ko:K08310	senc:SEET0819_16210
ko:K01876	senc:SEET0819_16215
ko:K03757	senc:SEET0819_20245
ko:K03305	senc:SEET0819_20255
ko:K04751	senc:SEET0819_20260
ko:K07715	senc:SEET0819_20265
ko:K07711	senc:SEET0819_20275
ko:K01952	senc:SEET0819_20280
ko:K18691	senc:SEET0819_20285
ko:K11991	senc:SEET0819_20290
ko:K18697	senc:SEET0819_20295
ko:K02809	senc:SEET0819_20300
ko:K02810	senc:SEET0819_20300
ko:K07106	senc:SEET0819_20305
ko:K00077	senc:SEET0819_20315
ko:K08177	senc:SEET0819_20320
ko:K00997	senc:SEET0819_20335
ko:K03474	senc:SEET0819_20340
ko:K03584	senc:SEET0819_20345
ko:K03685	senc:SEET0819_20355
ko:K03100	senc:SEET0819_20360
ko:K03596	senc:SEET0819_20365
ko:K03803	senc:SEET0819_20370
ko:K03598	senc:SEET0819_20375
ko:K03597	senc:SEET0819_20380
ko:K03088	senc:SEET0819_20385
ko:K03632	senc:SEET0819_11885
ko:K00813	senc:SEET0819_11905
ko:K09476	senc:SEET0819_11910
ko:K01893	senc:SEET0819_11915
ko:K01751	senc:SEET0819_11925
ko:K03310	senc:SEET0819_11930
ko:K00763	senc:SEET0819_11935
ko:K01256	senc:SEET0819_11940
ko:K00254	senc:SEET0819_11945
ko:K18657	senc:SEET0819_11950
ko:K07140	senc:SEET0819_11955
ko:K12297	senc:SEET0819_11960
ko:K15738	senc:SEET0819_11965
ko:K03808	senc:SEET0819_11970
ko:K06192	senc:SEET0819_11975
ko:K09857	senc:SEET0819_11980
ko:K03812	senc:SEET0819_11985
ko:K01716	senc:SEET0819_11990
ko:K04770	senc:SEET0819_11995
ko:K09911	senc:SEET0819_12000
ko:K03286	senc:SEET0819_12005
ko:K13053	senc:SEET0819_12010
ko:K07343	senc:SEET0819_12015
ko:K03658	senc:SEET0819_12030
ko:K01734	senc:SEET0819_12035
ko:K09909	senc:SEET0819_12040
ko:K06929	senc:SEET0819_12045
ko:K11940	senc:SEET0819_12050
ko:K06969	senc:SEET0819_12055
ko:K06910	senc:SEET0819_12065
ko:K01512	senc:SEET0819_12075
ko:K11179	senc:SEET0819_12080
ko:K13085	senc:SEET0819_12115
ko:K02484	senc:SEET0819_12135
ko:K07127	senc:SEET0819_12145
ko:K00484	senc:SEET0819_12150
ko:K00483	senc:SEET0819_12155
ko:K05921	senc:SEET0819_12165
ko:K03502	senc:SEET0819_16230
ko:K03503	senc:SEET0819_16235
ko:K10762	senc:SEET0819_16465
ko:K05809	senc:SEET0819_20510
ko:K14170	senc:SEET0819_20515
ko:K14187	senc:SEET0819_20525
ko:K01626	senc:SEET0819_20530
ko:K02884	senc:SEET0819_20545
ko:K00554	senc:SEET0819_20550
ko:K02860	senc:SEET0819_20555
ko:K02959	senc:SEET0819_20560
ko:K03106	senc:SEET0819_20565
ko:K03687	senc:SEET0819_20585
ko:K00858	senc:SEET0819_20590
ko:K03631	senc:SEET0819_20595
ko:K06186	senc:SEET0819_20600
ko:K09801	senc:SEET0819_20605
ko:K03664	senc:SEET0819_20615
ko:K12543	senc:SEET0819_20625
ko:K12541	senc:SEET0819_20630
ko:K12542	senc:SEET0819_20635
ko:K18895	senc:SEET0819_20680
ko:K07017	senc:SEET0819_20690
ko:K15352	senc:SEET0819_20705
ko:K09824	senc:SEET0819_20710
ko:K07241	senc:SEET0819_20725
ko:K07649	senc:SEET0819_20730
ko:K07774	senc:SEET0819_20735
ko:K07795	senc:SEET0819_20740
ko:K07794	senc:SEET0819_20745
ko:K07793	senc:SEET0819_20750
ko:K15737	senc:SEET0819_20755
ko:K15736	senc:SEET0819_20760
ko:K00135	senc:SEET0819_20765
ko:K07250	senc:SEET0819_20770
ko:K11735	senc:SEET0819_20775
ko:K03557	senc:SEET0819_00530
ko:K07319	senc:SEET0819_00535
ko:K18140	senc:SEET0819_00550
ko:K18141	senc:SEET0819_00555
ko:K18142	senc:SEET0819_00560
ko:K00014	senc:SEET0819_00615
ko:K07566	senc:SEET0819_00620
ko:K07479	senc:SEET0819_00625
ko:K03747	senc:SEET0819_00630
ko:K04096	senc:SEET0819_00635
ko:K01462	senc:SEET0819_00640
ko:K00604	senc:SEET0819_00645
ko:K03500	senc:SEET0819_00650
ko:K03499	senc:SEET0819_00655
ko:K03282	senc:SEET0819_00660
ko:K02879	senc:SEET0819_00675
ko:K03040	senc:SEET0819_00680
ko:K02986	senc:SEET0819_00685
ko:K02948	senc:SEET0819_00690
ko:K02952	senc:SEET0819_00695
ko:K03076	senc:SEET0819_00700
ko:K02876	senc:SEET0819_00705
ko:K02907	senc:SEET0819_00710
ko:K02988	senc:SEET0819_00715
ko:K02881	senc:SEET0819_00720
ko:K02933	senc:SEET0819_00725
ko:K02994	senc:SEET0819_00730
ko:K02954	senc:SEET0819_00735
ko:K02931	senc:SEET0819_00740
ko:K02895	senc:SEET0819_00745
ko:K02874	senc:SEET0819_00750
ko:K02961	senc:SEET0819_00755
ko:K02904	senc:SEET0819_00760
ko:K02878	senc:SEET0819_00765
ko:K02982	senc:SEET0819_00770
ko:K02890	senc:SEET0819_00775
ko:K02965	senc:SEET0819_00780
ko:K02886	senc:SEET0819_00785
ko:K02892	senc:SEET0819_00790
ko:K00928	senc:SEET0819_04915
ko:K01810	senc:SEET0819_04920
ko:K13256	senc:SEET0819_04945
ko:K10110	senc:SEET0819_04950
ko:K10109	senc:SEET0819_04955
ko:K10108	senc:SEET0819_04960
ko:K10111	senc:SEET0819_04965
ko:K02024	senc:SEET0819_04970
ko:K05775	senc:SEET0819_04975
ko:K03181	senc:SEET0819_04980
ko:K03179	senc:SEET0819_04985
ko:K00631	senc:SEET0819_04990
ko:K00901	senc:SEET0819_04995
ko:K01356	senc:SEET0819_05000
ko:K03327	senc:SEET0819_05005
ko:K09823	senc:SEET0819_05020
ko:K05539	senc:SEET0819_05030
ko:K01775	senc:SEET0819_05050
ko:K00832	senc:SEET0819_05055
ko:K03788	senc:SEET0819_05060
ko:K03701	senc:SEET0819_05085
ko:K03111	senc:SEET0819_05090
ko:K05527	senc:SEET0819_09190
ko:K03545	senc:SEET0819_09195
ko:K01358	senc:SEET0819_09200
ko:K03544	senc:SEET0819_09205
ko:K01338	senc:SEET0819_09210
ko:K03530	senc:SEET0819_09215
ko:K03770	senc:SEET0819_09220
ko:K02237	senc:SEET0819_09225
ko:K12500	senc:SEET0819_09230
ko:K06920	senc:SEET0819_09235
ko:K11938	senc:SEET0819_09245
ko:K01738	senc:SEET0819_09250
ko:K05800	senc:SEET0819_09255
ko:K18889	senc:SEET0819_09260
ko:K18890	senc:SEET0819_09265
ko:K04752	senc:SEET0819_09270
ko:K03320	senc:SEET0819_09275
ko:K10805	senc:SEET0819_09280
ko:K09914	senc:SEET0819_09285
ko:K07443	senc:SEET0819_09290
ko:K02909	senc:SEET0819_09300
ko:K02919	senc:SEET0819_09305
ko:K00661	senc:SEET0819_09315
ko:K05839	senc:SEET0819_09320
ko:K19162	senc:SEET0819_09325
ko:K18138	senc:SEET0819_09330
ko:K03585	senc:SEET0819_09335
ko:K03577	senc:SEET0819_09340
ko:K05802	senc:SEET0819_09345
ko:K04067	senc:SEET0819_09360
ko:K09790	senc:SEET0819_09365
ko:K00759	senc:SEET0819_09370
ko:K02343	senc:SEET0819_09375
ko:K09747	senc:SEET0819_09380
ko:K06187	senc:SEET0819_09385
ko:K04079	senc:SEET0819_09390
ko:K00939	senc:SEET0819_09395
ko:K01772	senc:SEET0819_09400
ko:K00892	senc:SEET0819_09410
ko:K03455	senc:SEET0819_09415
ko:K08223	senc:SEET0819_09420
ko:K11751	senc:SEET0819_09425
ko:K03976	senc:SEET0819_09430
ko:K09973	senc:SEET0819_09435
ko:K17686	senc:SEET0819_09445
ko:K07340	senc:SEET0819_09455
ko:K19234	senc:SEET0819_13515
ko:K06078	senc:SEET0819_13520
ko:K06078	senc:SEET0819_13525
ko:K06078	senc:SEET0819_13530
ko:K06078	senc:SEET0819_13535
ko:K00873	senc:SEET0819_13540
ko:K01259	senc:SEET0819_13550
ko:K08357	senc:SEET0819_13565
ko:K08359	senc:SEET0819_13570
ko:K08358	senc:SEET0819_13575
ko:K13040	senc:SEET0819_13580
ko:K13041	senc:SEET0819_13585
ko:K14979	senc:SEET0819_13610
ko:K14978	senc:SEET0819_13615
ko:K03219	senc:SEET0819_13625
ko:K03220	senc:SEET0819_13630
ko:K18984	senc:SEET0819_13635
ko:K15367	senc:SEET0819_13640
ko:K15344	senc:SEET0819_13645
ko:K15368	senc:SEET0819_13650
ko:K15345	senc:SEET0819_13655
ko:K15346	senc:SEET0819_13660
ko:K15350	senc:SEET0819_13675
ko:K15351	senc:SEET0819_13680
ko:K03221	senc:SEET0819_13685
ko:K03222	senc:SEET0819_13700
ko:K03230	senc:SEET0819_13725
ko:K03224	senc:SEET0819_13730
ko:K03225	senc:SEET0819_13745
ko:K03226	senc:SEET0819_13750
ko:K03227	senc:SEET0819_13755
ko:K03228	senc:SEET0819_13760
ko:K03229	senc:SEET0819_13765
ko:K08303	senc:SEET0819_17860
ko:K00941	senc:SEET0819_17900
ko:K00878	senc:SEET0819_17905
ko:K07347	senc:SEET0819_17920
ko:K03593	senc:SEET0819_17940
ko:K01874	senc:SEET0819_17945
ko:K02477	senc:SEET0819_17965
ko:K02478	senc:SEET0819_17970
ko:K05846	senc:SEET0819_17985
ko:K05847	senc:SEET0819_17990
ko:K05846	senc:SEET0819_17995
ko:K05845	senc:SEET0819_18000
ko:K05349	senc:SEET0819_18005
ko:K03777	senc:SEET0819_18010
ko:K07262	senc:SEET0819_18015
ko:K05541	senc:SEET0819_18045
ko:K00278	senc:SEET0819_20390
ko:K15460	senc:SEET0819_20395
ko:K05590	senc:SEET0819_20400
ko:K11249	senc:SEET0819_20410
ko:K03648	senc:SEET0819_20420
ko:K03214	senc:SEET0819_20425
ko:K03672	senc:SEET0819_20430
ko:K05812	senc:SEET0819_20435
ko:K00998	senc:SEET0819_20445
ko:K05811	senc:SEET0819_20450
ko:K03761	senc:SEET0819_20455
ko:K03695	senc:SEET0819_20490
ko:K05810	senc:SEET0819_20495
ko:K06180	senc:SEET0819_20500
ko:K05807	senc:SEET0819_20505
ko:K16165	senc:SEET0819_18060
ko:K00450	senc:SEET0819_18065
ko:K08195	senc:SEET0819_18070
ko:K06518	senc:SEET0819_18080
ko:K01489	senc:SEET0819_18090
ko:K03748	senc:SEET0819_18095
ko:K17722	senc:SEET0819_18105
ko:K17723	senc:SEET0819_18110
ko:K07733	senc:SEET0819_22140
ko:K12943	senc:SEET0819_22165
ko:K01823	senc:SEET0819_22170
ko:K04567	senc:SEET0819_22175
ko:K02836	senc:SEET0819_22180
ko:K07462	senc:SEET0819_22185
ko:K03981	senc:SEET0819_22190
ko:K04763	senc:SEET0819_22195
ko:K03840	senc:SEET0819_22200
ko:K19168	senc:SEET0819_22205
ko:K09159	senc:SEET0819_22210
ko:K06980	senc:SEET0819_22220
ko:K11068	senc:SEET0819_22225
ko:K09900	senc:SEET0819_22230
ko:K01223	senc:SEET0819_22235
ko:K00281	senc:SEET0819_22245
ko:K02437	senc:SEET0819_22250
ko:K00605	senc:SEET0819_22255
ko:K18800	senc:SEET0819_22260
ko:K03185	senc:SEET0819_22265
ko:K01262	senc:SEET0819_22270
ko:K09895	senc:SEET0819_22275
ko:K09888	senc:SEET0819_22280
ko:K01934	senc:SEET0819_22285
ko:K00058	senc:SEET0819_22290
ko:K01807	senc:SEET0819_22295
ko:K05596	senc:SEET0819_22300
ko:K09807	senc:SEET0819_22305
ko:K06895	senc:SEET0819_22310
ko:K03442	senc:SEET0819_22315
ko:K01624	senc:SEET0819_22320
ko:K00927	senc:SEET0819_22325
ko:K03472	senc:SEET0819_22330
ko:K06934	senc:SEET0819_22335
ko:K16923	senc:SEET0819_22340
ko:K08312	senc:SEET0819_01065
ko:K04762	senc:SEET0819_01080
ko:K04083	senc:SEET0819_01085
ko:K01610	senc:SEET0819_01095
ko:K07638	senc:SEET0819_01100
ko:K07659	senc:SEET0819_01105
ko:K04760	senc:SEET0819_01110
ko:K06959	senc:SEET0819_01115
ko:K04758	senc:SEET0819_01120
ko:K04759	senc:SEET0819_01125
ko:K07490	senc:SEET0819_01130
ko:K02170	senc:SEET0819_01140
ko:K07400	senc:SEET0819_01150
ko:K06155	senc:SEET0819_01155
ko:K00705	senc:SEET0819_01160
ko:K00688	senc:SEET0819_01165
ko:K03556	senc:SEET0819_01170
ko:K01974	senc:SEET0819_01180
ko:K14415	senc:SEET0819_01185
ko:K14414	senc:SEET0819_01200
ko:K02444	senc:SEET0819_01205
ko:K02441	senc:SEET0819_01210
ko:K02439	senc:SEET0819_01215
ko:K00111	senc:SEET0819_01220
ko:K02040	senc:SEET0819_01230
ko:K00005	senc:SEET0819_01235
ko:K01687	senc:SEET0819_01245
ko:K00688	senc:SEET0819_01260
ko:K00703	senc:SEET0819_01265
ko:K00975	senc:SEET0819_01270
ko:K00700	senc:SEET0819_01280
ko:K00133	senc:SEET0819_01285
ko:K06156	senc:SEET0819_01290
ko:K00851	senc:SEET0819_01295
ko:K06145	senc:SEET0819_01300
ko:K06911	senc:SEET0819_01305
ko:K03825	senc:SEET0819_01315
ko:K07347	senc:SEET0819_05420
ko:K03673	senc:SEET0819_05435
ko:K09474	senc:SEET0819_05465
ko:K04084	senc:SEET0819_05485
ko:K03926	senc:SEET0819_05490
ko:K07791	senc:SEET0819_05495
ko:K01744	senc:SEET0819_05500
ko:K07113	senc:SEET0819_05510
ko:K16263	senc:SEET0819_05515
ko:K04078	senc:SEET0819_05520
