ko:K04042	mtf:TBFG_11036
ko:K00294	mtf:TBFG_11211
ko:K00318	mtf:TBFG_11212
ko:K03088	mtf:TBFG_11213
ko:K01965	mtf:TBFG_10991
ko:K02911	mtf:TBFG_10997
ko:K03624	mtf:TBFG_11098
ko:K06888	mtf:TBFG_11102
ko:K00674	mtf:TBFG_11225
ko:K01439	mtf:TBFG_11226
ko:K00574	mtf:TBFG_10656
ko:K00574	mtf:TBFG_10657
ko:K00574	mtf:TBFG_10658
ko:K00645	mtf:TBFG_10662
ko:K00845	mtf:TBFG_10663
ko:K02864	mtf:TBFG_10664
ko:K02935	mtf:TBFG_10665
ko:K11159	mtf:TBFG_10667
ko:K02065	mtf:TBFG_10668
ko:K01151	mtf:TBFG_10684
ko:K09456	mtf:TBFG_10686
ko:K07653	mtf:TBFG_11000
ko:K03282	mtf:TBFG_11003
ko:K02003	mtf:TBFG_11004
ko:K00805	mtf:TBFG_11007
ko:K03790	mtf:TBFG_11013
ko:K06966	mtf:TBFG_11229
ko:K00796	mtf:TBFG_11231
ko:K01246	mtf:TBFG_11234
ko:K00975	mtf:TBFG_11237
ko:K06978	mtf:TBFG_11239
ko:K03088	mtf:TBFG_11245
ko:K03117	mtf:TBFG_11248
ko:K01591	mtf:TBFG_11414
ko:K00942	mtf:TBFG_11418
ko:K00789	mtf:TBFG_11421
ko:K00604	mtf:TBFG_11435
ko:K01783	mtf:TBFG_11437
ko:K09762	mtf:TBFG_11452
ko:K02518	mtf:TBFG_13499
ko:K11738	mtf:TBFG_12159
ko:K00700	mtf:TBFG_11358
ko:K00688	mtf:TBFG_11360
ko:K00763	mtf:TBFG_11362
ko:K01776	mtf:TBFG_11368
ko:K00989	mtf:TBFG_11370
ko:K02078	mtf:TBFG_11374
ko:K00059	mtf:TBFG_11380
ko:K09136	mtf:TBFG_11404
ko:K01465	mtf:TBFG_11410
ko:K12234	mtf:TBFG_13291
ko:K11752	mtf:TBFG_11438
ko:K07124	mtf:TBFG_12531
ko:K04790	mtf:TBFG_12407
ko:K12421	mtf:TBFG_12610
ko:K12431	mtf:TBFG_13859
ko:K12435	mtf:TBFG_11680
ko:K12433	mtf:TBFG_11560
ko:K12434	mtf:TBFG_11679
ko:K12432	mtf:TBFG_11205
ko:K12437	mtf:TBFG_13834
ko:K12430	mtf:TBFG_12960
ko:K07107	mtf:TBFG_10164
ko:K02066	mtf:TBFG_10168
ko:K02066	mtf:TBFG_10169
ko:K02067	mtf:TBFG_10171
ko:K02067	mtf:TBFG_10174
ko:K02067	mtf:TBFG_10175
ko:K07304	mtf:TBFG_10138
ko:K03281	mtf:TBFG_10144
ko:K06860	mtf:TBFG_10209
ko:K03439	mtf:TBFG_10210
ko:K12430	mtf:TBFG_12961
ko:K07031	mtf:TBFG_10116
ko:K01577	mtf:TBFG_10119
ko:K02355	mtf:TBFG_10121
ko:K05349	mtf:TBFG_10187
ko:K01687	mtf:TBFG_10190
ko:K07386	mtf:TBFG_10200
ko:K02351	mtf:TBFG_10103
ko:K12141	mtf:TBFG_10087
ko:K07245	mtf:TBFG_10103
ko:K02902	mtf:TBFG_10106
ko:K03271	mtf:TBFG_10114
ko:K00652	mtf:TBFG_10031
ko:K07735	mtf:TBFG_10037
ko:K01869	mtf:TBFG_10040
ko:K02990	mtf:TBFG_10052
ko:K02963	mtf:TBFG_10054
ko:K02939	mtf:TBFG_10055
ko:K09118	mtf:TBFG_10063
ko:K09118	mtf:TBFG_10064
ko:K00031	mtf:TBFG_10066
ko:K01752	mtf:TBFG_10069
ko:K00600	mtf:TBFG_10070
ko:K02004	mtf:TBFG_10072
ko:K02003	mtf:TBFG_10073
ko:K02259	mtf:TBFG_11484
ko:K09014	mtf:TBFG_11489
ko:K09015	mtf:TBFG_11490
ko:K00134	mtf:TBFG_11464
ko:K00927	mtf:TBFG_11465
ko:K01803	mtf:TBFG_11466
ko:K01057	mtf:TBFG_11473
ko:K00036	mtf:TBFG_11475
ko:K00616	mtf:TBFG_11476
ko:K00615	mtf:TBFG_11477
ko:K08256	mtf:TBFG_12629
ko:K01061	mtf:TBFG_12091
ko:K00666	mtf:TBFG_11230
ko:K00666	mtf:TBFG_10561
ko:K00666	mtf:TBFG_11954
ko:K00666	mtf:TBFG_10274
ko:K00666	mtf:TBFG_10167
ko:K12439	mtf:TBFG_11681
ko:K12436	mtf:TBFG_12085
ko:K12410	mtf:TBFG_11175
ko:K12440	mtf:TBFG_12945
ko:K12442	mtf:TBFG_12947
ko:K12427	mtf:TBFG_12955
ko:K12426	mtf:TBFG_12944
ko:K12428	mtf:TBFG_13835
ko:K12429	mtf:TBFG_11217
ko:K01491	mtf:TBFG_13392
ko:K12424	mtf:TBFG_12962
ko:K12423	mtf:TBFG_11209
ko:K00666	mtf:TBFG_11076
ko:K00626	mtf:TBFG_13556
ko:K00508	mtf:TBFG_13258
ko:K12422	mtf:TBFG_10100
ko:K03719	mtf:TBFG_13320
ko:K03657	mtf:TBFG_13220
ko:K06889	mtf:TBFG_12329
ko:K07133	mtf:TBFG_13201
ko:K07133	mtf:TBFG_12040
ko:K07133	mtf:TBFG_10609
ko:K03333	mtf:TBFG_13443
ko:K01194	mtf:TBFG_12038
ko:K01426	mtf:TBFG_12902
ko:K00626	mtf:TBFG_13579
ko:K00626	mtf:TBFG_11895
ko:K01950	mtf:TBFG_12465
ko:K11753	mtf:TBFG_12799
ko:K03709	mtf:TBFG_12801
ko:K11611	mtf:TBFG_11513
ko:K01092	mtf:TBFG_11620
ko:K01092	mtf:TBFG_12716
ko:K01710	mtf:TBFG_13501
ko:K00595	mtf:TBFG_12108
ko:K00666	mtf:TBFG_12527
ko:K00626	mtf:TBFG_10246
ko:K00626	mtf:TBFG_11092
ko:K07684	mtf:TBFG_10861
ko:K10215	mtf:TBFG_13890
ko:K01739	mtf:TBFG_11097
ko:K01784	mtf:TBFG_13665
ko:K01243	mtf:TBFG_10092
ko:K03386	mtf:TBFG_12456
ko:K01358	mtf:TBFG_12485
ko:K01358	mtf:TBFG_12486
ko:K12140	mtf:TBFG_10086
ko:K00819	mtf:TBFG_12344
ko:K00819	mtf:TBFG_12345
ko:K11263	mtf:TBFG_13314
ko:K11779	mtf:TBFG_11198
ko:K01890	mtf:TBFG_11667
ko:K02238	mtf:TBFG_12442
ko:K03496	mtf:TBFG_11723
ko:K01847	mtf:TBFG_11522
ko:K02302	mtf:TBFG_12862
ko:K03574	mtf:TBFG_11185
ko:K11628	mtf:TBFG_12954
ko:K01426	mtf:TBFG_13411
ko:K01426	mtf:TBFG_12389
ko:K11609	mtf:TBFG_12274
ko:K11608	mtf:TBFG_10544
ko:K04789	mtf:TBFG_12405
ko:K04793	mtf:TBFG_12403
ko:K07114	mtf:TBFG_11510
ko:K07228	mtf:TBFG_13266
ko:K00281	mtf:TBFG_11861
ko:K12425	mtf:TBFG_13860
ko:K13419	mtf:TBFG_13097
ko:K09165	mtf:TBFG_10384
ko:K03316	mtf:TBFG_12309
ko:K13542	mtf:TBFG_10522
ko:K01426	mtf:TBFG_11289
ko:K01909	mtf:TBFG_11375
ko:K03386	mtf:TBFG_12267
ko:K01079	mtf:TBFG_13058
ko:K13788	mtf:TBFG_10413
ko:K13527	mtf:TBFG_12147
ko:K12443	mtf:TBFG_12948
ko:K01822	mtf:TBFG_10775
ko:K03321	mtf:TBFG_11722
ko:K01563	mtf:TBFG_12319
ko:K01426	mtf:TBFG_13196
ko:K00529	mtf:TBFG_11897
ko:K01130	mtf:TBFG_10676
ko:K12955	mtf:TBFG_10108
ko:K12956	mtf:TBFG_10987
ko:K13787	mtf:TBFG_13417
ko:K13787	mtf:TBFG_12201
ko:K02027	mtf:TBFG_12078
ko:K00121	mtf:TBFG_10776
ko:K01784	mtf:TBFG_10512
ko:K13570	mtf:TBFG_12143
ko:K13525	mtf:TBFG_10440
ko:K13529	mtf:TBFG_11344
ko:K01782	mtf:TBFG_10877
ko:K00215	mtf:TBFG_12786
ko:K05337	mtf:TBFG_13537
ko:K01697	mtf:TBFG_11095
ko:K03574	mtf:TBFG_10418
ko:K03294	mtf:TBFG_12031
ko:K01796	mtf:TBFG_11166
ko:K09927	mtf:TBFG_12775
ko:K03657	mtf:TBFG_13224
ko:K01469	mtf:TBFG_10270
ko:K13038	mtf:TBFG_11420
ko:K07250	mtf:TBFG_12609
ko:K00620	mtf:TBFG_11671
ko:K05845	mtf:TBFG_13791
ko:K12583	mtf:TBFG_10567
ko:K12949	mtf:TBFG_10093
ko:K12949	mtf:TBFG_10104
ko:K12950	mtf:TBFG_13299
ko:K12951	mtf:TBFG_11497
ko:K12952	mtf:TBFG_10926
ko:K12953	mtf:TBFG_12029
ko:K12954	mtf:TBFG_12024
ko:K13979	mtf:TBFG_13061
ko:K02077	mtf:TBFG_12096
ko:K00273	mtf:TBFG_11934
ko:K07483	mtf:TBFG_10853
ko:K13669	mtf:TBFG_11183
ko:K13670	mtf:TBFG_11531
ko:K13671	mtf:TBFG_12209
ko:K00955	mtf:TBFG_11312
ko:K00024	mtf:TBFG_11265
ko:K13640	mtf:TBFG_10358
ko:K01130	mtf:TBFG_10725
ko:K06168	mtf:TBFG_12746
ko:K01958	mtf:TBFG_12982
ko:K09925	mtf:TBFG_12318
ko:K01011	mtf:TBFG_10830
ko:K01011	mtf:TBFG_13312
ko:K00020	mtf:TBFG_10765
ko:K02004	mtf:TBFG_12583
ko:K02483	mtf:TBFG_10772
ko:K11754	mtf:TBFG_12473
ko:K14221	mtf:TBFG_14012
ko:K00038	mtf:TBFG_12034
ko:K14215	mtf:TBFG_12387
ko:K01768	mtf:TBFG_11350
ko:K01768	mtf:TBFG_11351
ko:K00257	mtf:TBFG_11376
ko:K00001	mtf:TBFG_11563
ko:K01768	mtf:TBFG_11641
ko:K08095	mtf:TBFG_12324
ko:K13573	mtf:TBFG_12130
ko:K01130	mtf:TBFG_13328
ko:K11263	mtf:TBFG_12523
ko:K03782	mtf:TBFG_11937
ko:K00941	mtf:TBFG_10427
ko:K14219	mtf:TBFG_14043
ko:K14224	mtf:TBFG_14011
ko:K22476	mtf:TBFG_10433
ko:K00965	mtf:TBFG_10629
ko:K14232	mtf:TBFG_14040
ko:K14230	mtf:TBFG_14024
ko:K07065	mtf:TBFG_12570
ko:K14226	mtf:TBFG_14029
ko:K14234	mtf:TBFG_14006
ko:K01768	mtf:TBFG_13674
ko:K05364	mtf:TBFG_10016
ko:K14235	mtf:TBFG_14008
ko:K14225	mtf:TBFG_14032
ko:K02027	mtf:TBFG_12341
ko:K01990	mtf:TBFG_11703
ko:K14233	mtf:TBFG_14044
ko:K14339	mtf:TBFG_11487
ko:K14225	mtf:TBFG_14027
ko:K14232	mtf:TBFG_14026
ko:K01563	mtf:TBFG_11862
ko:K08281	mtf:TBFG_12080
ko:K01969	mtf:TBFG_12524
ko:K01719	mtf:TBFG_10264
ko:K02575	mtf:TBFG_10265
ko:K02016	mtf:TBFG_10269
ko:K02575	mtf:TBFG_10271
ko:K13571	mtf:TBFG_12132
ko:K13787	mtf:TBFG_13433
ko:K09166	mtf:TBFG_11956
ko:K13687	mtf:TBFG_13839
ko:K13686	mtf:TBFG_13826
ko:K13572	mtf:TBFG_12131
ko:K13668	mtf:TBFG_12216
ko:K13693	mtf:TBFG_11232
ko:K02224	mtf:TBFG_12863
ko:K03932	mtf:TBFG_10685
ko:K03932	mtf:TBFG_13327
ko:K07048	mtf:TBFG_10232
ko:K00135	mtf:TBFG_10236
ko:K00059	mtf:TBFG_10245
ko:K00240	mtf:TBFG_10250
ko:K02231	mtf:TBFG_10257
ko:K02232	mtf:TBFG_10258
ko:K04719	mtf:TBFG_10311
ko:K07238	mtf:TBFG_10323
ko:K01304	mtf:TBFG_10324
ko:K01494	mtf:TBFG_10326
ko:K00012	mtf:TBFG_10327
ko:K00973	mtf:TBFG_10339
ko:K01966	mtf:TBFG_13309
ko:K02004	mtf:TBFG_11005
ko:K13953	mtf:TBFG_11890
ko:K03404	mtf:TBFG_12865
ko:K01011	mtf:TBFG_12314
ko:K14230	mtf:TBFG_14007
ko:K14232	mtf:TBFG_14021
ko:K14223	mtf:TBFG_14036
ko:K07045	mtf:TBFG_11907
ko:K05847	mtf:TBFG_13790
ko:K14340	mtf:TBFG_11651
ko:K14335	mtf:TBFG_11776
ko:K07064	mtf:TBFG_10243
ko:K07064	mtf:TBFG_10281
ko:K00459	mtf:TBFG_10021
ko:K14223	mtf:TBFG_14016
ko:K14234	mtf:TBFG_14009
ko:K02013	mtf:TBFG_13057
ko:K14225	mtf:TBFG_14004
ko:K14233	mtf:TBFG_14041
ko:K14233	mtf:TBFG_14042
ko:K14260	mtf:TBFG_10342
ko:K14228	mtf:TBFG_14003
ko:K11738	mtf:TBFG_10351
ko:K01179	mtf:TBFG_10061
ko:K02484	mtf:TBFG_13796
ko:K14267	mtf:TBFG_10875
ko:K14231	mtf:TBFG_14013
ko:K14228	mtf:TBFG_14022
ko:K14228	mtf:TBFG_14019
ko:K14233	mtf:TBFG_14045
ko:K14224	mtf:TBFG_14035
ko:K07481	mtf:TBFG_11052
ko:K07481	mtf:TBFG_11053
ko:K07481	mtf:TBFG_11054
ko:K07492	mtf:TBFG_11060
ko:K01179	mtf:TBFG_11110
ko:K01179	mtf:TBFG_11111
ko:K07492	mtf:TBFG_11174
ko:K07064	mtf:TBFG_11267
ko:K01768	mtf:TBFG_11290
ko:K06147	mtf:TBFG_11299
ko:K02031	mtf:TBFG_11307
ko:K02032	mtf:TBFG_11307
ko:K01768	mtf:TBFG_11345
ko:K14229	mtf:TBFG_14010
ko:K14236	mtf:TBFG_14005
ko:K14337	mtf:TBFG_12202
ko:K08095	mtf:TBFG_12015
ko:K07486	mtf:TBFG_12046
ko:K01274	mtf:TBFG_12124
ko:K07100	mtf:TBFG_12173
ko:K07486	mtf:TBFG_12205
ko:K07045	mtf:TBFG_12326
ko:K03325	mtf:TBFG_12661
ko:K03741	mtf:TBFG_12661
ko:K03553	mtf:TBFG_12750
ko:K07064	mtf:TBFG_12550
ko:K07496	mtf:TBFG_12804
ko:K07497	mtf:TBFG_12826
ko:K09144	mtf:TBFG_12840
ko:K07064	mtf:TBFG_12887
ko:K07496	mtf:TBFG_12899
ko:K07481	mtf:TBFG_12975
ko:K07496	mtf:TBFG_12993
ko:K00344	mtf:TBFG_13162
ko:K00966	mtf:TBFG_13293
ko:K00128	mtf:TBFG_13322
ko:K07064	mtf:TBFG_13418
ko:K07481	mtf:TBFG_13420
ko:K07481	mtf:TBFG_13421
ko:K00666	mtf:TBFG_13540
ko:K00249	mtf:TBFG_10132
ko:K11737	mtf:TBFG_11719
ko:K00666	mtf:TBFG_11768
ko:K00387	mtf:TBFG_11777
ko:K07064	mtf:TBFG_11867
ko:K07052	mtf:TBFG_11891
ko:K07064	mtf:TBFG_11990
ko:K00001	mtf:TBFG_10163
ko:K01436	mtf:TBFG_13334
ko:K14136	mtf:TBFG_13840
ko:K05794	mtf:TBFG_12736
ko:K14155	mtf:TBFG_12317
ko:K14237	mtf:TBFG_14034
ko:K14237	mtf:TBFG_14031
ko:K14230	mtf:TBFG_14038
ko:K14220	mtf:TBFG_14025
ko:K14237	mtf:TBFG_14023
ko:K14228	mtf:TBFG_14020
ko:K06945	mtf:TBFG_13398
ko:K01980	mtf:TBFG_14047
ko:K04517	mtf:TBFG_13786
ko:K01985	mtf:TBFG_14048
ko:K01939	mtf:TBFG_10362
ko:K06213	mtf:TBFG_10367
ko:K03975	mtf:TBFG_10369
ko:K07161	mtf:TBFG_10373
ko:K07141	mtf:TBFG_10376
ko:K07402	mtf:TBFG_10377
ko:K03518	mtf:TBFG_10379
ko:K07450	mtf:TBFG_10939
ko:K07496	mtf:TBFG_10940
ko:K07065	mtf:TBFG_10593
ko:K02483	mtf:TBFG_10613
ko:K07496	mtf:TBFG_10617
ko:K07064	mtf:TBFG_10628
ko:K07064	mtf:TBFG_10674
ko:K07485	mtf:TBFG_10755
ko:K07064	mtf:TBFG_10763
ko:K01607	mtf:TBFG_10786
ko:K07052	mtf:TBFG_10819
ko:K07496	mtf:TBFG_10844
ko:K02480	mtf:TBFG_10862
ko:K01977	mtf:TBFG_14046
ko:K01515	mtf:TBFG_11715
ko:K00970	mtf:TBFG_13942
ko:K14218	mtf:TBFG_14037
ko:K06147	mtf:TBFG_11298
ko:K03519	mtf:TBFG_10380
ko:K07402	mtf:TBFG_10381
ko:K00762	mtf:TBFG_10387
ko:K10764	mtf:TBFG_10395
ko:K03885	mtf:TBFG_10396
ko:K00252	mtf:TBFG_10405
ko:K06994	mtf:TBFG_10407
ko:K00925	mtf:TBFG_10414
ko:K01524	mtf:TBFG_11044
ko:K14652	mtf:TBFG_11969
ko:K00788	mtf:TBFG_10419
ko:K07020	mtf:TBFG_10426
ko:K01142	mtf:TBFG_10432
ko:K01462	mtf:TBFG_10434
ko:K07157	mtf:TBFG_10439
ko:K01613	mtf:TBFG_10442
ko:K03750	mtf:TBFG_10443
ko:K07045	mtf:TBFG_13544
ko:K07052	mtf:TBFG_10671
ko:K07052	mtf:TBFG_11163
ko:K09146	mtf:TBFG_11648
ko:K00249	mtf:TBFG_13161
ko:K01011	mtf:TBFG_13137
ko:K00104	mtf:TBFG_11283
ko:K00249	mtf:TBFG_10993
ko:K00128	mtf:TBFG_10783
ko:K00249	mtf:TBFG_10233
ko:K14229	mtf:TBFG_14030
ko:K02030	mtf:TBFG_10416
ko:K00897	mtf:TBFG_13851
ko:K14234	mtf:TBFG_14039
ko:K14219	mtf:TBFG_14014
ko:K14219	mtf:TBFG_14028
ko:K14227	mtf:TBFG_14001
ko:K14218	mtf:TBFG_14002
ko:K14218	mtf:TBFG_14015
ko:K14219	mtf:TBFG_14018
ko:K14161	mtf:TBFG_13428
ko:K14162	mtf:TBFG_13406
ko:K14222	mtf:TBFG_14033
ko:K00622	mtf:TBFG_13599
ko:K02031	mtf:TBFG_13693
ko:K02032	mtf:TBFG_13693
ko:K07064	mtf:TBFG_13728
ko:K07485	mtf:TBFG_13832
ko:K07496	mtf:TBFG_13861
ko:K14155	mtf:TBFG_10075
ko:K00965	mtf:TBFG_10630
ko:K06893	mtf:TBFG_10033
ko:K00091	mtf:TBFG_10140
ko:K06893	mtf:TBFG_10142
ko:K00128	mtf:TBFG_10148
ko:K00249	mtf:TBFG_10155
ko:K08095	mtf:TBFG_13488
ko:K01524	mtf:TBFG_10505
ko:K14743	mtf:TBFG_10298
ko:K14743	mtf:TBFG_13486
ko:K14743	mtf:TBFG_13921
ko:K14954	mtf:TBFG_11440
ko:K14955	mtf:TBFG_11296
ko:K14952	mtf:TBFG_13852
ko:K14953	mtf:TBFG_13795
ko:K01239	mtf:TBFG_13427
ko:K14949	mtf:TBFG_10415
ko:K14941	mtf:TBFG_12998
ko:K14743	mtf:TBFG_11827
ko:K00128	mtf:TBFG_10225
ko:K14956	mtf:TBFG_13910
ko:K07171	mtf:TBFG_10463
ko:K16013	mtf:TBFG_11637
ko:K16012	mtf:TBFG_11636
ko:K03297	mtf:TBFG_13082
ko:K14652	mtf:TBFG_11444
ko:K06177	mtf:TBFG_13329
ko:K14728	mtf:TBFG_12965
ko:K14698	mtf:TBFG_11378
ko:K14699	mtf:TBFG_11379
ko:K00392	mtf:TBFG_12419
ko:K14733	mtf:TBFG_13649
ko:K00103	mtf:TBFG_11799
ko:K15342	mtf:TBFG_12831
ko:K15510	mtf:TBFG_10412
ko:K05602	mtf:TBFG_13158
ko:K15526	mtf:TBFG_12161
ko:K03088	mtf:TBFG_10450
ko:K00574	mtf:TBFG_10453
ko:K09701	mtf:TBFG_10454
ko:K06994	mtf:TBFG_10456
ko:K15521	mtf:TBFG_10494
ko:K14228	mtf:TBFG_14017
ko:K03929	mtf:TBFG_12082
ko:K01082	mtf:TBFG_12162
ko:K01692	mtf:TBFG_11165
ko:K01692	mtf:TBFG_11964
ko:K01692	mtf:TBFG_12694
ko:K01692	mtf:TBFG_12846
ko:K01692	mtf:TBFG_13409
ko:K01692	mtf:TBFG_13410
ko:K01692	mtf:TBFG_13549
ko:K01692	mtf:TBFG_13808
ko:K01692	mtf:TBFG_11088
ko:K14415	mtf:TBFG_12650
ko:K12510	mtf:TBFG_13688
ko:K07483	mtf:TBFG_12377
ko:K07483	mtf:TBFG_12380
ko:K01692	mtf:TBFG_10923
ko:K01692	mtf:TBFG_11500
ko:K01692	mtf:TBFG_12507
ko:K01692	mtf:TBFG_13055
ko:K01692	mtf:TBFG_10224
ko:K01692	mtf:TBFG_10462
ko:K01692	mtf:TBFG_10643
ko:K15911	mtf:TBFG_13414
ko:K01692	mtf:TBFG_10689
ko:K01692	mtf:TBFG_10989
ko:K01692	mtf:TBFG_11089
ko:K04093	mtf:TBFG_11913
ko:K01692	mtf:TBFG_13583
ko:K21431	mtf:TBFG_10870
ko:K15520	mtf:TBFG_10834
ko:K15525	mtf:TBFG_11195
ko:K15781	mtf:TBFG_12504
ko:K15371	mtf:TBFG_12500
ko:K01840	mtf:TBFG_13286
ko:K22316	mtf:TBFG_12257
ko:K01692	mtf:TBFG_10687
ko:K01692	mtf:TBFG_11164
ko:K04093	mtf:TBFG_10966
ko:K15977	mtf:TBFG_13020
ko:K15977	mtf:TBFG_13081
ko:K07171	mtf:TBFG_11123
ko:K15981	mtf:TBFG_13578
ko:K15982	mtf:TBFG_13559
ko:K15983	mtf:TBFG_13604
ko:K16146	mtf:TBFG_10128
ko:K16147	mtf:TBFG_11359
ko:K16148	mtf:TBFG_11236
ko:K16149	mtf:TBFG_13047
ko:K16150	mtf:TBFG_13048
ko:K07171	mtf:TBFG_11525
ko:K18956	mtf:TBFG_10022
ko:K18957	mtf:TBFG_13897
ko:K18851	mtf:TBFG_10130
ko:K18958	mtf:TBFG_13219
ko:K10716	mtf:TBFG_13223
ko:K07171	mtf:TBFG_10672
ko:K07171	mtf:TBFG_11971
ko:K16045	mtf:TBFG_11128
ko:K16046	mtf:TBFG_13551
ko:K05898	mtf:TBFG_13570
ko:K16048	mtf:TBFG_13600
ko:K16047	mtf:TBFG_13603
ko:K16049	mtf:TBFG_13601
ko:K16050	mtf:TBFG_13602
ko:K18955	mtf:TBFG_13289
ko:K02067	mtf:TBFG_10600
ko:K02067	mtf:TBFG_11997
ko:K16168	mtf:TBFG_11162
ko:K07068	mtf:TBFG_11644
ko:K07068	mtf:TBFG_13575
ko:K02067	mtf:TBFG_10170
ko:K02067	mtf:TBFG_10172
ko:K02067	mtf:TBFG_10604
ko:K02067	mtf:TBFG_13533
ko:K02067	mtf:TBFG_13530
ko:K16167	mtf:TBFG_11683
ko:K16167	mtf:TBFG_11678
ko:K01207	mtf:TBFG_10240
ko:K16191	mtf:TBFG_10918
ko:K16193	mtf:TBFG_10919
ko:K07482	mtf:TBFG_13211
ko:K00459	mtf:TBFG_12794
ko:K16370	mtf:TBFG_12066
ko:K11735	mtf:TBFG_10533
ko:K01796	mtf:TBFG_10872
ko:K16233	mtf:TBFG_11401
ko:K01322	mtf:TBFG_10464
ko:K00382	mtf:TBFG_10469
ko:K06895	mtf:TBFG_10496
ko:K01834	mtf:TBFG_10497
ko:K00286	mtf:TBFG_10509
ko:K00574	mtf:TBFG_10514
ko:K06994	mtf:TBFG_10518
ko:K02492	mtf:TBFG_10520
ko:K01749	mtf:TBFG_10521
ko:K01698	mtf:TBFG_10523
ko:K01845	mtf:TBFG_10535
ko:K06196	mtf:TBFG_10538
ko:K07399	mtf:TBFG_10539
ko:K00772	mtf:TBFG_10546
ko:K09931	mtf:TBFG_10551
ko:K03893	mtf:TBFG_13611
ko:K01637	mtf:TBFG_10474
ko:K00074	mtf:TBFG_10475
ko:K00574	mtf:TBFG_10476
ko:K00574	mtf:TBFG_10477
ko:K01619	mtf:TBFG_10486
ko:K00075	mtf:TBFG_10490
ko:K03306	mtf:TBFG_10556
ko:K01661	mtf:TBFG_10559
ko:K00805	mtf:TBFG_10572
ko:K03799	mtf:TBFG_10573
ko:K00057	mtf:TBFG_10574
ko:K09767	mtf:TBFG_10576
ko:K16653	mtf:TBFG_13824
ko:K07448	mtf:TBFG_12548
ko:K16645	mtf:TBFG_10483
ko:K02554	mtf:TBFG_13569
ko:K00153	mtf:TBFG_12287
ko:K16652	mtf:TBFG_13825
ko:K16650	mtf:TBFG_13842
ko:K16647	mtf:TBFG_12688
ko:K16649	mtf:TBFG_13816
ko:K16648	mtf:TBFG_10238
ko:K02851	mtf:TBFG_11329
ko:K00561	mtf:TBFG_12019
ko:K16906	mtf:TBFG_12702
ko:K16907	mtf:TBFG_12703
ko:K16785	mtf:TBFG_12348
ko:K11991	mtf:TBFG_13784
ko:K00681	mtf:TBFG_12422
ko:K16870	mtf:TBFG_13294
ko:K09710	mtf:TBFG_12448
ko:K02340	mtf:TBFG_12441
ko:K03087	mtf:TBFG_12724
ko:K00995	mtf:TBFG_12759
ko:K00619	mtf:TBFG_12760
ko:K16905	mtf:TBFG_12701
ko:K02968	mtf:TBFG_12440
ko:K17218	mtf:TBFG_10336
ko:K15581	mtf:TBFG_13695
ko:K06978	mtf:TBFG_12813
ko:K00981	mtf:TBFG_12895
ko:K02838	mtf:TBFG_12896
ko:K09903	mtf:TBFG_12897
ko:K02357	mtf:TBFG_12903
ko:K04096	mtf:TBFG_12910
ko:K05816	mtf:TBFG_12847
ko:K05813	mtf:TBFG_12848
ko:K05815	mtf:TBFG_12849
ko:K05814	mtf:TBFG_12850
ko:K02834	mtf:TBFG_12853
ko:K02519	mtf:TBFG_12854
ko:K07742	mtf:TBFG_12855
ko:K09748	mtf:TBFG_12857
ko:K01881	mtf:TBFG_12860
ko:K02348	mtf:TBFG_12866
ko:K00116	mtf:TBFG_12867
ko:K07241	mtf:TBFG_12871
ko:K07010	mtf:TBFG_12875
ko:K01915	mtf:TBFG_12876
ko:K01265	mtf:TBFG_12877
ko:K00099	mtf:TBFG_12886
ko:K06941	mtf:TBFG_12894
ko:K19311	mtf:TBFG_13227
ko:K00259	mtf:TBFG_12793
ko:K02956	mtf:TBFG_12798
ko:K01990	mtf:TBFG_11242
ko:K01990	mtf:TBFG_11486
ko:K01990	mtf:TBFG_12950
ko:K03655	mtf:TBFG_12988
ko:K07030	mtf:TBFG_12989
ko:K02902	mtf:TBFG_12990
ko:K00946	mtf:TBFG_12992
ko:K01921	mtf:TBFG_12996
ko:K00057	mtf:TBFG_12997
ko:K00937	mtf:TBFG_12999
ko:K03530	mtf:TBFG_13001
ko:K01885	mtf:TBFG_13007
ko:K00052	mtf:TBFG_13010
ko:K02069	mtf:TBFG_13015
ko:K00053	mtf:TBFG_13016
ko:K02434	mtf:TBFG_13024
ko:K02433	mtf:TBFG_13026
ko:K01972	mtf:TBFG_13029
ko:K00566	mtf:TBFG_13040
ko:K04487	mtf:TBFG_13041
ko:K03522	mtf:TBFG_13044
ko:K03521	mtf:TBFG_13045
ko:K02016	mtf:TBFG_13060
ko:K06200	mtf:TBFG_13080
ko:K06199	mtf:TBFG_13086
ko:K06199	mtf:TBFG_13087
ko:K06994	mtf:TBFG_12956
ko:K07089	mtf:TBFG_12977
ko:K01433	mtf:TBFG_12978
ko:K17103	mtf:TBFG_10441
ko:K07391	mtf:TBFG_12911
ko:K07460	mtf:TBFG_12912
ko:K02379	mtf:TBFG_12913
ko:K03100	mtf:TBFG_12917
ko:K02884	mtf:TBFG_12918
ko:K00554	mtf:TBFG_12920
ko:K02860	mtf:TBFG_12921
ko:K06960	mtf:TBFG_12922
ko:K02959	mtf:TBFG_12923
ko:K07258	mtf:TBFG_12925
ko:K03106	mtf:TBFG_12930
ko:K00990	mtf:TBFG_12932
ko:K03320	mtf:TBFG_12934
ko:K01512	mtf:TBFG_12937
ko:K07040	mtf:TBFG_12941
ko:K15580	mtf:TBFG_13696
