ko:K02495	sej:STMUK_3987
ko:K08320	sej:STMUK_1268
ko:K01142	sej:STMUK_1269
ko:K00840	sej:STMUK_1270
ko:K00673	sej:STMUK_1271
ko:K06447	sej:STMUK_1272
ko:K01484	sej:STMUK_1273
ko:K05526	sej:STMUK_1274
ko:K05984	sej:STMUK_1276
ko:K04064	sej:STMUK_1278
ko:K02760	sej:STMUK_1279
ko:K02761	sej:STMUK_1280
ko:K02759	sej:STMUK_1281
ko:K03490	sej:STMUK_1282
ko:K03781	sej:STMUK_1285
ko:K15722	sej:STMUK_1286
ko:K06956	sej:STMUK_1287
ko:K07038	sej:STMUK_1288
ko:K01173	sej:STMUK_1297
ko:K01868	sej:STMUK_1300
ko:K02520	sej:STMUK_1301
ko:K02916	sej:STMUK_1302
ko:K02887	sej:STMUK_1303
ko:K01889	sej:STMUK_1304
ko:K01890	sej:STMUK_1305
ko:K04764	sej:STMUK_1306
ko:K06073	sej:STMUK_1307
ko:K00432	sej:STMUK_1308
ko:K06074	sej:STMUK_1309
ko:K02493	sej:STMUK_1747
ko:K02835	sej:STMUK_1748
ko:K02492	sej:STMUK_1749
ko:K02494	sej:STMUK_1750
ko:K00919	sej:STMUK_1751
ko:K00948	sej:STMUK_1752
ko:K03321	sej:STMUK_1753
ko:K01056	sej:STMUK_1755
ko:K06942	sej:STMUK_1756
ko:K03620	sej:STMUK_1760
ko:K03619	sej:STMUK_1762
ko:K03618	sej:STMUK_1763
ko:K00425	sej:STMUK_1764
ko:K00426	sej:STMUK_1765
ko:K00261	sej:STMUK_1767
ko:K01194	sej:STMUK_1768
ko:K08308	sej:STMUK_1771
ko:K01775	sej:STMUK_1774
ko:K00285	sej:STMUK_1775
ko:K03603	sej:STMUK_1777
ko:K03314	sej:STMUK_1778
ko:K03611	sej:STMUK_1779
ko:K09160	sej:STMUK_1783
ko:K09902	sej:STMUK_1785
ko:K03610	sej:STMUK_1786
ko:K03609	sej:STMUK_1787
ko:K03608	sej:STMUK_1788
ko:K03684	sej:STMUK_1789
ko:K07285	sej:STMUK_1792
ko:K09917	sej:STMUK_1796
ko:K01665	sej:STMUK_1797
ko:K02568	sej:STMUK_2287
ko:K02573	sej:STMUK_2289
ko:K02567	sej:STMUK_2290
ko:K02570	sej:STMUK_2291
ko:K02572	sej:STMUK_2292
ko:K08276	sej:STMUK_2293
ko:K06159	sej:STMUK_2294
ko:K03919	sej:STMUK_2295
ko:K10778	sej:STMUK_2296
ko:K03734	sej:STMUK_2297
ko:K09475	sej:STMUK_2298
ko:K07676	sej:STMUK_2299
ko:K07687	sej:STMUK_2300
ko:K07677	sej:STMUK_2301
ko:K02469	sej:STMUK_2302
ko:K11107	sej:STMUK_2309
ko:K01126	sej:STMUK_2312
ko:K02445	sej:STMUK_2313
ko:K00111	sej:STMUK_2314
ko:K00112	sej:STMUK_2315
ko:K00113	sej:STMUK_2316
ko:K12660	sej:STMUK_2319
ko:K12661	sej:STMUK_2321
ko:K07806	sej:STMUK_2327
ko:K10012	sej:STMUK_2328
ko:K10011	sej:STMUK_2329
ko:K13014	sej:STMUK_2330
ko:K07264	sej:STMUK_2331
ko:K12962	sej:STMUK_2332
ko:K12963	sej:STMUK_2333
ko:K01911	sej:STMUK_2335
ko:K03225	sej:STMUK_2880
ko:K03230	sej:STMUK_2885
ko:K07314	sej:STMUK_2896
ko:K03555	sej:STMUK_2898
ko:K03186	sej:STMUK_2910
ko:K06194	sej:STMUK_2914
ko:K00573	sej:STMUK_2915
ko:K03787	sej:STMUK_2916
ko:K06176	sej:STMUK_2917
ko:K01770	sej:STMUK_2918
ko:K00991	sej:STMUK_2919
ko:K05589	sej:STMUK_2920
ko:K00860	sej:STMUK_2922
ko:K00957	sej:STMUK_2924
ko:K09612	sej:STMUK_2925
ko:K15342	sej:STMUK_2927
ko:K00688	sej:STMUK_3519
ko:K00703	sej:STMUK_3520
ko:K00975	sej:STMUK_3521
ko:K00133	sej:STMUK_3524
ko:K06156	sej:STMUK_3526
ko:K06145	sej:STMUK_3528
ko:K06911	sej:STMUK_3529
ko:K09936	sej:STMUK_3534
ko:K01126	sej:STMUK_3538
ko:K05813	sej:STMUK_3542
ko:K07341	sej:STMUK_3543
ko:K01996	sej:STMUK_3545
ko:K01995	sej:STMUK_3546
ko:K01998	sej:STMUK_3547
ko:K01997	sej:STMUK_3548
ko:K01999	sej:STMUK_3549
ko:K01999	sej:STMUK_3552
ko:K03089	sej:STMUK_3553
ko:K09811	sej:STMUK_3554
ko:K03753	sej:STMUK_3977
ko:K03752	sej:STMUK_3978
ko:K09896	sej:STMUK_3979
ko:K03673	sej:STMUK_3981
ko:K03978	sej:STMUK_3984
ko:K09894	sej:STMUK_3986
ko:K07712	sej:STMUK_3988
ko:K07708	sej:STMUK_3989
ko:K01915	sej:STMUK_3990
ko:K06207	sej:STMUK_3992
ko:K09812	sej:STMUK_3555
ko:K03110	sej:STMUK_3556
ko:K08993	sej:STMUK_3558
ko:K01534	sej:STMUK_3561
ko:K09125	sej:STMUK_3564
ko:K06133	sej:STMUK_3568
ko:K03179	sej:STMUK_4219
ko:K00631	sej:STMUK_4220
ko:K00901	sej:STMUK_4221
ko:K01356	sej:STMUK_4222
ko:K03327	sej:STMUK_4223
ko:K09823	sej:STMUK_4226
ko:K05539	sej:STMUK_4228
ko:K01775	sej:STMUK_4232
ko:K00832	sej:STMUK_4233
ko:K03788	sej:STMUK_4234
ko:K03701	sej:STMUK_4239
ko:K13631	sej:STMUK_4250
ko:K13639	sej:STMUK_4251
ko:K06901	sej:STMUK_4253
ko:K14393	sej:STMUK_4258
ko:K01895	sej:STMUK_4260
ko:K03385	sej:STMUK_4262
ko:K04013	sej:STMUK_4263
ko:K04016	sej:STMUK_4266
ko:K11102	sej:STMUK_4268
ko:K09994	sej:STMUK_4272
ko:K12524	sej:STMUK_0002
ko:K00872	sej:STMUK_0003
ko:K01733	sej:STMUK_0004
ko:K09861	sej:STMUK_0005
ko:K03310	sej:STMUK_0006
ko:K03831	sej:STMUK_0008
ko:K04043	sej:STMUK_0012
ko:K03686	sej:STMUK_0013
ko:K07347	sej:STMUK_0023
ko:K06871	sej:STMUK_0037
ko:K03313	sej:STMUK_0040
ko:K03717	sej:STMUK_0041
ko:K01811	sej:STMUK_0042
ko:K02839	sej:STMUK_0322
ko:K11750	sej:STMUK_0325
ko:K11926	sej:STMUK_0326
ko:K00931	sej:STMUK_0328
ko:K00147	sej:STMUK_0329
ko:K01703	sej:STMUK_0335
ko:K01704	sej:STMUK_0336
ko:K07347	sej:STMUK_0344
ko:K07345	sej:STMUK_0346
ko:K00425	sej:STMUK_0366
ko:K00426	sej:STMUK_0367
ko:K03329	sej:STMUK_0371
ko:K02688	sej:STMUK_0373
ko:K01720	sej:STMUK_0376
ko:K01908	sej:STMUK_0377
ko:K01698	sej:STMUK_0378
ko:K01581	sej:STMUK_0706
ko:K07667	sej:STMUK_0708
ko:K07646	sej:STMUK_0709
ko:K01548	sej:STMUK_0710
ko:K01547	sej:STMUK_0711
ko:K01546	sej:STMUK_0712
ko:K01669	sej:STMUK_0715
ko:K03305	sej:STMUK_0716
ko:K07160	sej:STMUK_0720
ko:K07357	sej:STMUK_0722
ko:K01647	sej:STMUK_0736
ko:K00242	sej:STMUK_0739
ko:K00239	sej:STMUK_0740
ko:K00240	sej:STMUK_0741
ko:K00164	sej:STMUK_0742
ko:K00658	sej:STMUK_0743
ko:K01903	sej:STMUK_0744
ko:K01902	sej:STMUK_0745
ko:K00425	sej:STMUK_0746
ko:K00426	sej:STMUK_0747
ko:K07107	sej:STMUK_0750
ko:K03562	sej:STMUK_0751
ko:K03641	sej:STMUK_0754
ko:K03640	sej:STMUK_0755
ko:K02393	sej:STMUK_1148
ko:K02394	sej:STMUK_1149
ko:K02395	sej:STMUK_1150
ko:K02396	sej:STMUK_1151
ko:K02397	sej:STMUK_1152
ko:K08300	sej:STMUK_1153
ko:K07040	sej:STMUK_1158
ko:K02911	sej:STMUK_1159
ko:K03621	sej:STMUK_1160
ko:K00648	sej:STMUK_1161
ko:K00645	sej:STMUK_1162
ko:K02078	sej:STMUK_1164
ko:K09458	sej:STMUK_1165
ko:K07082	sej:STMUK_1167
ko:K00943	sej:STMUK_1168
ko:K02341	sej:STMUK_1169
ko:K03424	sej:STMUK_1170
ko:K07337	sej:STMUK_1175
ko:K07251	sej:STMUK_1176
ko:K01207	sej:STMUK_1177
ko:K07000	sej:STMUK_1178
ko:K03885	sej:STMUK_1179
ko:K12151	sej:STMUK_1182
ko:K03723	sej:STMUK_1184
ko:K09808	sej:STMUK_1185
ko:K09808	sej:STMUK_1187
ko:K12410	sej:STMUK_1189
ko:K07637	sej:STMUK_1198
ko:K01756	sej:STMUK_1200
ko:K07153	sej:STMUK_1201
ko:K15580	sej:STMUK_1647
ko:K14054	sej:STMUK_1648
ko:K11065	sej:STMUK_1650
ko:K03721	sej:STMUK_1652
ko:K08990	sej:STMUK_1653
ko:K06918	sej:STMUK_1654
ko:K03971	sej:STMUK_1656
ko:K03970	sej:STMUK_1658
ko:K03969	sej:STMUK_1659
ko:K03974	sej:STMUK_1660
ko:K00208	sej:STMUK_1670
ko:K01147	sej:STMUK_1672
ko:K14051	sej:STMUK_1673
ko:K04062	sej:STMUK_1676
ko:K03113	sej:STMUK_1677
ko:K01591	sej:STMUK_1678
ko:K01681	sej:STMUK_1683
ko:K13634	sej:STMUK_1685
ko:K03168	sej:STMUK_1686
ko:K01874	sej:STMUK_2184
ko:K02478	sej:STMUK_2189
ko:K05846	sej:STMUK_2192
ko:K05847	sej:STMUK_2193
ko:K05846	sej:STMUK_2194
ko:K05845	sej:STMUK_2195
ko:K05349	sej:STMUK_2196
ko:K03777	sej:STMUK_2197
ko:K07262	sej:STMUK_2198
ko:K05541	sej:STMUK_2204
ko:K00450	sej:STMUK_2208
ko:K08195	sej:STMUK_2209
ko:K10542	sej:STMUK_2219
ko:K02529	sej:STMUK_2221
ko:K07148	sej:STMUK_2222
ko:K01495	sej:STMUK_2223
ko:K01070	sej:STMUK_2224
ko:K01752	sej:STMUK_2226
ko:K07783	sej:STMUK_2228
ko:K11733	sej:STMUK_2230
ko:K07241	sej:STMUK_2771
ko:K07649	sej:STMUK_2772
ko:K07774	sej:STMUK_2773
ko:K07795	sej:STMUK_2774
ko:K15737	sej:STMUK_2777
ko:K15736	sej:STMUK_2778
ko:K11735	sej:STMUK_2781
ko:K15735	sej:STMUK_2782
ko:K00375	sej:STMUK_2792
ko:K02000	sej:STMUK_2798
ko:K02001	sej:STMUK_2799
ko:K02002	sej:STMUK_2800
ko:K03543	sej:STMUK_2803
ko:K03446	sej:STMUK_2804
ko:K07173	sej:STMUK_2806
ko:K01919	sej:STMUK_2807
ko:K03563	sej:STMUK_2815
ko:K01872	sej:STMUK_2816
ko:K03565	sej:STMUK_2817
ko:K02781	sej:STMUK_2823
ko:K02881	sej:STMUK_3410
ko:K02933	sej:STMUK_3411
ko:K02994	sej:STMUK_3412
ko:K02954	sej:STMUK_3413
ko:K02931	sej:STMUK_3414
ko:K02895	sej:STMUK_3415
ko:K02874	sej:STMUK_3416
ko:K02961	sej:STMUK_3417
ko:K02904	sej:STMUK_3418
ko:K02878	sej:STMUK_3419
ko:K02982	sej:STMUK_3420
ko:K02890	sej:STMUK_3421
ko:K02965	sej:STMUK_3422
ko:K02886	sej:STMUK_3423
ko:K02892	sej:STMUK_3424
ko:K02926	sej:STMUK_3425
ko:K02906	sej:STMUK_3426
ko:K02946	sej:STMUK_3427
ko:K03594	sej:STMUK_3429
ko:K02192	sej:STMUK_3430
ko:K02358	sej:STMUK_3431
ko:K02355	sej:STMUK_3432
ko:K02992	sej:STMUK_3433
ko:K02950	sej:STMUK_3434
ko:K07237	sej:STMUK_3435
ko:K07236	sej:STMUK_3436
ko:K07235	sej:STMUK_3437
ko:K03745	sej:STMUK_3440
ko:K03775	sej:STMUK_3441
ko:K07070	sej:STMUK_3442
ko:K06158	sej:STMUK_3445
ko:K00855	sej:STMUK_3450
ko:K07397	sej:STMUK_3451
ko:K04095	sej:STMUK_3456
ko:K06141	sej:STMUK_3459
ko:K00362	sej:STMUK_3460
ko:K00363	sej:STMUK_3461
ko:K02598	sej:STMUK_3462
ko:K01755	sej:STMUK_4108
ko:K04761	sej:STMUK_4109
ko:K00322	sej:STMUK_4110
ko:K01776	sej:STMUK_4115
ko:K00075	sej:STMUK_4121
ko:K03524	sej:STMUK_4122
ko:K03073	sej:STMUK_4130
ko:K02601	sej:STMUK_4131
ko:K02867	sej:STMUK_4132
ko:K02863	sej:STMUK_4133
ko:K02864	sej:STMUK_4134
ko:K02935	sej:STMUK_4135
ko:K03043	sej:STMUK_4136
ko:K03046	sej:STMUK_4137
ko:K03150	sej:STMUK_4143
ko:K03149	sej:STMUK_4144
ko:K03154	sej:STMUK_4145
ko:K00788	sej:STMUK_4147
ko:K03147	sej:STMUK_4148
ko:K07740	sej:STMUK_4149
ko:K03426	sej:STMUK_4150
ko:K01599	sej:STMUK_4151
ko:K05982	sej:STMUK_4152
ko:K09891	sej:STMUK_4153
ko:K05787	sej:STMUK_4154
ko:K07803	sej:STMUK_4156
ko:K01945	sej:STMUK_4159
ko:K00602	sej:STMUK_4160
ko:K01809	sej:STMUK_1431
ko:K01676	sej:STMUK_1432
ko:K07639	sej:STMUK_1435
ko:K07661	sej:STMUK_1438
ko:K03758	sej:STMUK_1440
ko:K00324	sej:STMUK_1442
ko:K00325	sej:STMUK_1443
ko:K11744	sej:STMUK_1444
ko:K11743	sej:STMUK_1445
ko:K11742	sej:STMUK_1446
ko:K04775	sej:STMUK_1447
ko:K08224	sej:STMUK_1449
ko:K15545	sej:STMUK_1451
ko:K01935	sej:STMUK_1452
ko:K03281	sej:STMUK_1453
ko:K05847	sej:STMUK_1454
ko:K05846	sej:STMUK_1455
ko:K05845	sej:STMUK_1456
ko:K05846	sej:STMUK_1457
ko:K07310	sej:STMUK_1461
ko:K07309	sej:STMUK_1462
ko:K09771	sej:STMUK_1467
ko:K08323	sej:STMUK_1468
ko:K08322	sej:STMUK_1469
ko:K00697	sej:STMUK_1908
ko:K01087	sej:STMUK_1909
ko:K02255	sej:STMUK_1911
ko:K02217	sej:STMUK_1914
ko:K03834	sej:STMUK_1916
ko:K07039	sej:STMUK_1917
ko:K00995	sej:STMUK_1924
ko:K03703	sej:STMUK_1925
ko:K07689	sej:STMUK_1926
ko:K10010	sej:STMUK_1930
ko:K10009	sej:STMUK_1931
ko:K02424	sej:STMUK_1933
ko:K02425	sej:STMUK_1934
ko:K02405	sej:STMUK_1935
ko:K02406	sej:STMUK_1938
ko:K02407	sej:STMUK_1939
ko:K02422	sej:STMUK_1940
ko:K02423	sej:STMUK_1941
ko:K07112	sej:STMUK_1944
ko:K02408	sej:STMUK_1947
ko:K02409	sej:STMUK_1948
ko:K02410	sej:STMUK_1949
ko:K02411	sej:STMUK_1950
ko:K02412	sej:STMUK_1951
ko:K02413	sej:STMUK_1952
ko:K02415	sej:STMUK_1954
ko:K02416	sej:STMUK_1955
ko:K02417	sej:STMUK_1956
ko:K02418	sej:STMUK_1957
ko:K02419	sej:STMUK_1958
ko:K02420	sej:STMUK_1959
ko:K02421	sej:STMUK_1960
ko:K07781	sej:STMUK_1961
ko:K11537	sej:STMUK_2453
ko:K03815	sej:STMUK_2454
ko:K14347	sej:STMUK_2457
ko:K09954	sej:STMUK_2458
ko:K01972	sej:STMUK_2459
ko:K03528	sej:STMUK_2460
ko:K06203	sej:STMUK_2461
ko:K01738	sej:STMUK_2462
ko:K00868	sej:STMUK_2467
ko:K01951	sej:STMUK_2469
ko:K12339	sej:STMUK_2472
ko:K02045	sej:STMUK_2473
ko:K02047	sej:STMUK_2474
ko:K02046	sej:STMUK_2475
ko:K02048	sej:STMUK_2476
ko:K07223	sej:STMUK_2478
ko:K01448	sej:STMUK_2482
ko:K00228	sej:STMUK_2483
ko:K04033	sej:STMUK_2486
ko:K04025	sej:STMUK_2487
ko:K04026	sej:STMUK_2488
ko:K03736	sej:STMUK_2489
ko:K03735	sej:STMUK_2490
ko:K04019	sej:STMUK_2491
ko:K04023	sej:STMUK_2492
ko:K04022	sej:STMUK_2493
ko:K04024	sej:STMUK_2494
ko:K04021	sej:STMUK_2495
ko:K11068	sej:STMUK_3037
ko:K09900	sej:STMUK_3038
ko:K01223	sej:STMUK_3039
ko:K00281	sej:STMUK_3041
ko:K02437	sej:STMUK_3042
ko:K00605	sej:STMUK_3043
ko:K03185	sej:STMUK_3045
ko:K09895	sej:STMUK_3047
ko:K09888	sej:STMUK_3048
ko:K01807	sej:STMUK_3051
ko:K05596	sej:STMUK_3052
ko:K09807	sej:STMUK_3053
ko:K06895	sej:STMUK_3054
ko:K01624	sej:STMUK_3056
ko:K00927	sej:STMUK_3057
ko:K03472	sej:STMUK_3058
ko:K00615	sej:STMUK_3064
ko:K07387	sej:STMUK_3065
ko:K00789	sej:STMUK_3078
ko:K08137	sej:STMUK_3079
ko:K02742	sej:STMUK_3080
ko:K01150	sej:STMUK_3081
ko:K09761	sej:STMUK_3082
ko:K01920	sej:STMUK_3083
ko:K07735	sej:STMUK_3084
ko:K07447	sej:STMUK_3085
ko:K02669	sej:STMUK_3087
ko:K06997	sej:STMUK_3088
ko:K02221	sej:STMUK_3089
ko:K09131	sej:STMUK_3090
ko:K00427	sej:STMUK_3678
ko:K14348	sej:STMUK_3679
ko:K03216	sej:STMUK_3681
ko:K06145	sej:STMUK_3682
ko:K00640	sej:STMUK_3685
ko:K00057	sej:STMUK_3686
ko:K03071	sej:STMUK_3687
ko:K15633	sej:STMUK_3690
ko:K09798	sej:STMUK_3692
ko:K00060	sej:STMUK_3694
ko:K03274	sej:STMUK_3696
ko:K02841	sej:STMUK_3698
ko:K02847	sej:STMUK_3699
ko:K02850	sej:STMUK_3702
ko:K02840	sej:STMUK_3705
ko:K02848	sej:STMUK_3707
ko:K02844	sej:STMUK_3708
ko:K02527	sej:STMUK_3710
ko:K00954	sej:STMUK_3711
ko:K02913	sej:STMUK_3713
ko:K02902	sej:STMUK_3714
ko:K03630	sej:STMUK_3715
ko:K13038	sej:STMUK_3716
ko:K05501	sej:STMUK_3718
ko:K00762	sej:STMUK_3719
ko:K00989	sej:STMUK_3720
ko:K01972	sej:STMUK_3725
ko:K00942	sej:STMUK_3726
ko:K03060	sej:STMUK_3727
ko:K11737	sej:STMUK_4383
ko:K07322	sej:STMUK_4384
ko:K07109	sej:STMUK_4390
ko:K07278	sej:STMUK_4394
ko:K09800	sej:STMUK_4395
ko:K03841	sej:STMUK_4400
ko:K02558	sej:STMUK_4401
ko:K03337	sej:STMUK_4407
ko:K00140	sej:STMUK_4408
ko:K03335	sej:STMUK_4410
ko:K01201	sej:STMUK_4412
ko:K06606	sej:STMUK_4413
ko:K03338	sej:STMUK_4415
ko:K03336	sej:STMUK_4416
ko:K06606	sej:STMUK_4420
ko:K06605	sej:STMUK_4421
ko:K09889	sej:STMUK_4422
ko:K03592	sej:STMUK_4423
ko:K15536	sej:STMUK_4424
ko:K01465	sej:STMUK_4430
ko:K01042	sej:STMUK_4431
ko:K12541	sej:STMUK_2726
ko:K00826	sej:STMUK_3890
ko:K01687	sej:STMUK_3891
ko:K01754	sej:STMUK_3892
ko:K02521	sej:STMUK_3895
ko:K00053	sej:STMUK_3896
ko:K03656	sej:STMUK_3899
ko:K01524	sej:STMUK_3900
ko:K03732	sej:STMUK_3901
ko:K03671	sej:STMUK_3902
ko:K03628	sej:STMUK_3903
ko:K05790	sej:STMUK_3905
ko:K02472	sej:STMUK_3907
ko:K02805	sej:STMUK_3911
ko:K12582	sej:STMUK_3913
ko:K02853	sej:STMUK_3914
ko:K02498	sej:STMUK_3921
ko:K02496	sej:STMUK_3922
ko:K01749	sej:STMUK_3924
ko:K05851	sej:STMUK_3925
ko:K06202	sej:STMUK_3929
ko:K01778	sej:STMUK_3932
ko:K09921	sej:STMUK_3933
ko:K03733	sej:STMUK_3934
ko:K03657	sej:STMUK_3936
ko:K03284	sej:STMUK_3937
ko:K05786	sej:STMUK_3940
ko:K01058	sej:STMUK_3942
ko:K03654	sej:STMUK_3943
ko:K05835	sej:STMUK_3944
ko:K01673	sej:STMUK_p021
ko:K01129	sej:STMUK_0210
ko:K02647	sej:STMUK_0212
ko:K00990	sej:STMUK_0216
ko:K01265	sej:STMUK_0217
ko:K02967	sej:STMUK_0218
ko:K02357	sej:STMUK_0219
ko:K09903	sej:STMUK_0220
ko:K02838	sej:STMUK_0221
ko:K00099	sej:STMUK_0222
ko:K00806	sej:STMUK_0223
ko:K00981	sej:STMUK_0224
ko:K11749	sej:STMUK_0225
ko:K07277	sej:STMUK_0226
ko:K06142	sej:STMUK_0227
ko:K02536	sej:STMUK_0228
ko:K02372	sej:STMUK_0229
ko:K00677	sej:STMUK_0230
ko:K00748	sej:STMUK_0231
ko:K03470	sej:STMUK_0232
ko:K02337	sej:STMUK_0233
ko:K01962	sej:STMUK_0234
ko:K04075	sej:STMUK_0238
ko:K15034	sej:STMUK_0242
ko:K06079	sej:STMUK_0243
ko:K01881	sej:STMUK_0244
ko:K06080	sej:STMUK_0246
ko:K02073	sej:STMUK_0247
ko:K02072	sej:STMUK_0248
ko:K02071	sej:STMUK_0249
ko:K03273	sej:STMUK_0250
ko:K06222	sej:STMUK_0257
ko:K08307	sej:STMUK_0262
ko:K02016	sej:STMUK_0599
ko:K02361	sej:STMUK_0600
ko:K02363	sej:STMUK_0601
ko:K01252	sej:STMUK_0602
ko:K00216	sej:STMUK_0603
ko:K06200	sej:STMUK_0605
ko:K08317	sej:STMUK_0607
ko:K14287	sej:STMUK_0608
ko:K03805	sej:STMUK_0612
ko:K03387	sej:STMUK_0614
ko:K11932	sej:STMUK_0619
ko:K06140	sej:STMUK_0621
ko:K01169	sej:STMUK_0622
ko:K05964	sej:STMUK_0625
ko:K01643	sej:STMUK_0626
ko:K01644	sej:STMUK_0627
ko:K01646	sej:STMUK_0628
ko:K01910	sej:STMUK_0629
ko:K07700	sej:STMUK_0630
ko:K07702	sej:STMUK_0631
ko:K12973	sej:STMUK_0633
ko:K03704	sej:STMUK_0634
ko:K06199	sej:STMUK_0635
ko:K03425	sej:STMUK_0637
ko:K03644	sej:STMUK_0638
ko:K03801	sej:STMUK_0640
ko:K09158	sej:STMUK_0641
ko:K03642	sej:STMUK_0643
ko:K05837	sej:STMUK_0644
ko:K05515	sej:STMUK_0645
ko:K00783	sej:STMUK_0646
ko:K09710	sej:STMUK_0647
ko:K00969	sej:STMUK_0650
ko:K03658	sej:STMUK_1044
ko:K01734	sej:STMUK_1045
ko:K06929	sej:STMUK_1047
ko:K11940	sej:STMUK_1048
ko:K06969	sej:STMUK_1049
ko:K01512	sej:STMUK_1052
ko:K07127	sej:STMUK_1066
ko:K05921	sej:STMUK_1070
ko:K00455	sej:STMUK_1072
ko:K02509	sej:STMUK_1074
ko:K02511	sej:STMUK_1076
ko:K02508	sej:STMUK_1077
ko:K05516	sej:STMUK_1081
ko:K01085	sej:STMUK_1086
ko:K03809	sej:STMUK_1088
ko:K13821	sej:STMUK_1092
ko:K06044	sej:STMUK_1528
ko:K02972	sej:STMUK_1534
ko:K08349	sej:STMUK_1538
ko:K02575	sej:STMUK_1545
ko:K09790	sej:STMUK_0489
ko:K00759	sej:STMUK_0490
ko:K02343	sej:STMUK_0491
ko:K09747	sej:STMUK_0492
ko:K06187	sej:STMUK_0493
ko:K04079	sej:STMUK_0494
ko:K01772	sej:STMUK_0496
ko:K00892	sej:STMUK_0498
ko:K08223	sej:STMUK_0500
ko:K09973	sej:STMUK_0503
ko:K07340	sej:STMUK_0507
ko:K02068	sej:STMUK_0509
ko:K02069	sej:STMUK_0510
ko:K05838	sej:STMUK_0511
ko:K10804	sej:STMUK_0513
ko:K02003	sej:STMUK_0514
ko:K02073	sej:STMUK_0517
ko:K02071	sej:STMUK_0518
ko:K02072	sej:STMUK_0519
ko:K06917	sej:STMUK_0520
ko:K10972	sej:STMUK_0521
ko:K01483	sej:STMUK_0522
ko:K10973	sej:STMUK_0523
ko:K01608	sej:STMUK_0524
ko:K10975	sej:STMUK_0529
ko:K00865	sej:STMUK_0532
ko:K14977	sej:STMUK_0533
ko:K00926	sej:STMUK_0539
ko:K01589	sej:STMUK_0540
ko:K01588	sej:STMUK_0541
ko:K03269	sej:STMUK_0542
ko:K08160	sej:STMUK_0872
ko:K07085	sej:STMUK_0876
ko:K11073	sej:STMUK_0883
ko:K11076	sej:STMUK_0884
ko:K11075	sej:STMUK_0885
ko:K11074	sej:STMUK_0886
ko:K03212	sej:STMUK_0888
ko:K09996	sej:STMUK_0892
ko:K09999	sej:STMUK_0894
ko:K09997	sej:STMUK_0895
ko:K11066	sej:STMUK_0899
ko:K01620	sej:STMUK_0902
ko:K00156	sej:STMUK_0903
ko:K11933	sej:STMUK_0904
ko:K09824	sej:STMUK_0908
ko:K13888	sej:STMUK_0909
ko:K05685	sej:STMUK_0910
ko:K03704	sej:STMUK_0911
ko:K06891	sej:STMUK_0912
ko:K03694	sej:STMUK_0913
ko:K06911	sej:STMUK_0919
ko:K02518	sej:STMUK_0921
ko:K00684	sej:STMUK_0923
ko:K01626	sej:STMUK_1314
ko:K09773	sej:STMUK_1315
ko:K12507	sej:STMUK_1317
ko:K00313	sej:STMUK_1319
ko:K03785	sej:STMUK_1325
ko:K05887	sej:STMUK_1326
ko:K06956	sej:STMUK_1334
ko:K05997	sej:STMUK_1335
ko:K09014	sej:STMUK_1336
ko:K09013	sej:STMUK_1337
ko:K09015	sej:STMUK_1338
ko:K11717	sej:STMUK_1339
ko:K02426	sej:STMUK_1340
ko:K00873	sej:STMUK_1344
ko:K03219	sej:STMUK_1360
ko:K03220	sej:STMUK_1361
ko:K01752	sej:STMUK_1799
ko:K00563	sej:STMUK_1808
ko:K03587	sej:STMUK_1809
ko:K03704	sej:STMUK_1810
ko:K08169	sej:STMUK_1816
ko:K03799	sej:STMUK_1817
ko:K03797	sej:STMUK_1818
ko:K03607	sej:STMUK_1819
ko:K03808	sej:STMUK_1821
ko:K01661	sej:STMUK_2337
ko:K02551	sej:STMUK_2339
ko:K05594	sej:STMUK_2341
ko:K03415	sej:STMUK_2344
ko:K00343	sej:STMUK_2346
ko:K00342	sej:STMUK_2347
ko:K00341	sej:STMUK_2348
ko:K00340	sej:STMUK_2349
ko:K00339	sej:STMUK_2350
ko:K00338	sej:STMUK_2351
ko:K00337	sej:STMUK_2352
ko:K00334	sej:STMUK_2355
ko:K13378	sej:STMUK_2356
ko:K00331	sej:STMUK_2357
ko:K00330	sej:STMUK_2358
ko:K14260	sej:STMUK_2361
ko:K09161	sej:STMUK_2365
ko:K09899	sej:STMUK_2366
ko:K00925	sej:STMUK_2367
ko:K13788	sej:STMUK_2368
ko:K00615	sej:STMUK_2370
ko:K00615	sej:STMUK_2371
ko:K07095	sej:STMUK_2377
ko:K07071	sej:STMUK_2380
ko:K10017	sej:STMUK_2381
ko:K10015	sej:STMUK_2382
ko:K10016	sej:STMUK_2383
ko:K03186	sej:STMUK_2386
ko:K00390	sej:STMUK_2935
ko:K00381	sej:STMUK_2936
ko:K01737	sej:STMUK_2938
ko:K10026	sej:STMUK_2940
ko:K01689	sej:STMUK_2941
ko:K01937	sej:STMUK_2942
ko:K03215	sej:STMUK_2946
ko:K07678	sej:STMUK_2947
ko:K00865	sej:STMUK_2948
ko:K01706	sej:STMUK_2949
ko:K13918	sej:STMUK_2950
ko:K06175	sej:STMUK_2953
ko:K15723	sej:STMUK_2955
ko:K06879	sej:STMUK_2956
ko:K06966	sej:STMUK_2957
ko:K03837	sej:STMUK_2958
ko:K01752	sej:STMUK_2959
ko:K01146	sej:STMUK_2960
