ko:K02335	abm:ABSDF2897
ko:K07323	abm:ABSDF0396
ko:K03284	abm:ABSDF0398
ko:K06966	abm:ABSDF0399
ko:K07044	abm:ABSDF0412
ko:K02886	abm:ABSDF0426
ko:K02965	abm:ABSDF0427
ko:K02890	abm:ABSDF0428
ko:K02982	abm:ABSDF0429
ko:K02878	abm:ABSDF0430
ko:K02874	abm:ABSDF0433
ko:K02895	abm:ABSDF0434
ko:K02994	abm:ABSDF0437
ko:K02988	abm:ABSDF0440
ko:K03076	abm:ABSDF0443
ko:K02919	abm:ABSDF0444
ko:K02952	abm:ABSDF0445
ko:K02948	abm:ABSDF0446
ko:K02986	abm:ABSDF0447
ko:K02879	abm:ABSDF0449
ko:K09159	abm:ABSDF0452
ko:K07070	abm:ABSDF0459
ko:K07058	abm:ABSDF0469
ko:K03809	abm:ABSDF0470
ko:K03832	abm:ABSDF0474
ko:K06217	abm:ABSDF0478
ko:K06168	abm:ABSDF0479
ko:K07394	abm:ABSDF0485
ko:K07115	abm:ABSDF0486
ko:K04485	abm:ABSDF0846
ko:K04078	abm:ABSDF0817
ko:K09158	abm:ABSDF0760
ko:K01153	abm:ABSDF3412
ko:K02108	abm:ABSDF0163
ko:K02073	abm:ABSDF2160
ko:K02071	abm:ABSDF2162
ko:K02072	abm:ABSDF2163
ko:K11179	abm:ABSDF1660
ko:K10763	abm:ABSDF0896
ko:K02836	abm:ABSDF3444
ko:K03628	abm:ABSDF2904
ko:K02520	abm:ABSDF2922
ko:K00666	abm:ABSDF2924
ko:K09710	abm:ABSDF2949
ko:K05539	abm:ABSDF2958
ko:K03424	abm:ABSDF2965
ko:K03544	abm:ABSDF3027
ko:K07336	abm:ABSDF3031
ko:K03118	abm:ABSDF3042
ko:K07093	abm:ABSDF3043
ko:K07093	abm:ABSDF3046
ko:K07007	abm:ABSDF3124
ko:K02456	abm:ABSDF3142
ko:K05562	abm:ABSDF3176
ko:K08083	abm:ABSDF3261
ko:K03651	abm:ABSDF3283
ko:K06188	abm:ABSDF3343
ko:K08224	abm:ABSDF3374
ko:K00375	abm:ABSDF3385
ko:K01154	abm:ABSDF3560
ko:K03650	abm:ABSDF3679
ko:K06867	abm:ABSDF2233
ko:K02358	abm:ABSDF2567
ko:K02078	abm:ABSDF2639
ko:K03671	abm:ABSDF2903
ko:K03116	abm:ABSDF3040
ko:K04085	abm:ABSDF3136
ko:K04752	abm:ABSDF3317
ko:K03574	abm:ABSDF3321
ko:K02914	abm:ABSDF3683
ko:K03704	abm:ABSDF_p30021
ko:K05995	abm:ABSDF_p30027
ko:K03585	abm:ABSDF0738
ko:K07090	abm:ABSDF1939
ko:K02016	abm:ABSDF1953
ko:K02015	abm:ABSDF1954
ko:K01081	abm:ABSDF1976
ko:K06136	abm:ABSDF1980
ko:K06137	abm:ABSDF1981
ko:K06138	abm:ABSDF1982
ko:K06139	abm:ABSDF1983
ko:K01273	abm:ABSDF1984
ko:K01055	abm:ABSDF2000
ko:K07112	abm:ABSDF2008
ko:K07112	abm:ABSDF2009
ko:K08195	abm:ABSDF2019
ko:K09771	abm:ABSDF2047
ko:K03327	abm:ABSDF3116
ko:K02600	abm:ABSDF3181
ko:K06940	abm:ABSDF3450
ko:K03306	abm:ABSDF2427
ko:K09961	abm:ABSDF2484
ko:K03455	abm:ABSDF3065
ko:K06878	abm:ABSDF3139
ko:K03631	abm:ABSDF3200
ko:K04759	abm:ABSDF3290
ko:K09806	abm:ABSDF3318
ko:K03217	abm:ABSDF3680
ko:K01154	abm:ABSDF3414
ko:K09790	abm:ABSDF2280
ko:K02916	abm:ABSDF2915
ko:K03559	abm:ABSDF2298
ko:K09801	abm:ABSDF2540
ko:K03608	abm:ABSDF2557
ko:K02950	abm:ABSDF2570
ko:K06906	abm:ABSDF2777
ko:K06903	abm:ABSDF2786
ko:K04764	abm:ABSDF2906
ko:K03745	abm:ABSDF3078
ko:K06199	abm:ABSDF3122
ko:K09862	abm:ABSDF3126
ko:K02834	abm:ABSDF3179
ko:K03075	abm:ABSDF3186
ko:K09913	abm:ABSDF3198
ko:K04758	abm:ABSDF3291
ko:K02442	abm:ABSDF3399
ko:K08987	abm:ABSDF3400
ko:K07160	abm:ABSDF2258
ko:K09774	abm:ABSDF2321
ko:K00783	abm:ABSDF2358
ko:K03192	abm:ABSDF2369
ko:K03188	abm:ABSDF2371
ko:K07400	abm:ABSDF2422
ko:K03664	abm:ABSDF2617
ko:K03809	abm:ABSDF2618
ko:K02494	abm:ABSDF2625
ko:K07040	abm:ABSDF2643
ko:K06024	abm:ABSDF2648
ko:K03594	abm:ABSDF2658
ko:K06908	abm:ABSDF2780
ko:K03600	abm:ABSDF2866
ko:K02221	abm:ABSDF2898
ko:K09935	abm:ABSDF2913
ko:K09889	abm:ABSDF2929
ko:K03690	abm:ABSDF3165
ko:K09748	abm:ABSDF3182
ko:K07735	abm:ABSDF3201
ko:K07275	abm:ABSDF3234
ko:K02864	abm:ABSDF3245
ko:K02601	abm:ABSDF3248
ko:K07738	abm:ABSDF3315
ko:K03111	abm:ABSDF3392
ko:K09765	abm:ABSDF2228
ko:K03561	abm:ABSDF2299
ko:K01934	abm:ABSDF2353
ko:K04761	abm:ABSDF2402
ko:K09906	abm:ABSDF2644
ko:K05896	abm:ABSDF2647
ko:K06905	abm:ABSDF2776
ko:K06907	abm:ABSDF2781
ko:K04083	abm:ABSDF3146
ko:K02452	abm:ABSDF3256
ko:K02463	abm:ABSDF3257
ko:K02039	abm:ABSDF3273
ko:K00799	abm:ABSDF2156
ko:K06942	abm:ABSDF2164
ko:K09960	abm:ABSDF2479
ko:K06911	abm:ABSDF2574
ko:K05807	abm:ABSDF2621
ko:K03106	abm:ABSDF2666
ko:K07007	abm:ABSDF2693
ko:K06958	abm:ABSDF2931
ko:K01142	abm:ABSDF3481
ko:K03589	abm:ABSDF3469
ko:K03590	abm:ABSDF3468
ko:K03457	abm:ABSDF2141
ko:K05782	abm:ABSDF2220
ko:K02168	abm:ABSDF2436
ko:K02168	abm:ABSDF2437
ko:K03547	abm:ABSDF2531
ko:K06992	abm:ABSDF2834
ko:K03977	abm:ABSDF2996
ko:K04079	abm:ABSDF3232
ko:K02453	abm:ABSDF3255
ko:K03147	abm:ABSDF3281
ko:K07497	abm:ABSDF3331
ko:K03549	abm:ABSDF3351
ko:K06867	abm:ABSDF3529
ko:K01673	abm:ABSDF0255
ko:K06861	abm:ABSDF2320
ko:K04744	abm:ABSDF1714
ko:K06941	abm:ABSDF3005
ko:K02968	abm:ABSDF1833
ko:K03723	abm:ABSDF1843
ko:K03530	abm:ABSDF1857
ko:K06938	abm:ABSDF0769
ko:K07574	abm:ABSDF0794
ko:K03761	abm:ABSDF0806
ko:K04077	abm:ABSDF0818
ko:K07124	abm:ABSDF0838
ko:K03733	abm:ABSDF0857
ko:K03521	abm:ABSDF0858
ko:K03522	abm:ABSDF0859
ko:K01993	abm:ABSDF0871
ko:K07507	abm:ABSDF2221
ko:K09927	abm:ABSDF2230
ko:K03616	abm:ABSDF2362
ko:K05515	abm:ABSDF2367
ko:K02167	abm:ABSDF2438
ko:K07071	abm:ABSDF2527
ko:K06997	abm:ABSDF2533
ko:K06186	abm:ABSDF2539
ko:K02355	abm:ABSDF2568
ko:K02992	abm:ABSDF2569
ko:K08973	abm:ABSDF2573
ko:K05810	abm:ABSDF2619
ko:K03529	abm:ABSDF2661
ko:K05808	abm:ABSDF2843
ko:K02996	abm:ABSDF2864
ko:K03599	abm:ABSDF2865
ko:K03777	abm:ABSDF0088
ko:K06177	abm:ABSDF0110
ko:K02109	abm:ABSDF0166
ko:K02113	abm:ABSDF0167
ko:K03634	abm:ABSDF0745
ko:K02899	abm:ABSDF0744
ko:K09946	abm:ABSDF0631
ko:K06193	abm:ABSDF0630
ko:K00507	abm:ABSDF0554
ko:K02111	abm:ABSDF0168
ko:K02115	abm:ABSDF0169
ko:K02112	abm:ABSDF0170
ko:K02114	abm:ABSDF0171
ko:K02346	abm:ABSDF0208
ko:K02621	abm:ABSDF0217
ko:K02500	abm:ABSDF0227
ko:K02204	abm:ABSDF0228
ko:K10806	abm:ABSDF0501
ko:K02501	abm:ABSDF0241
ko:K03438	abm:ABSDF0282
ko:K03587	abm:ABSDF0284
ko:K00265	abm:ABSDF0304
ko:K00266	abm:ABSDF0305
ko:K03177	abm:ABSDF0333
ko:K04565	abm:ABSDF0344
ko:K06447	abm:ABSDF0357
ko:K01484	abm:ABSDF0358
ko:K05526	abm:ABSDF0359
ko:K01879	abm:ABSDF0371
ko:K01878	abm:ABSDF0372
ko:K00631	abm:ABSDF0405
ko:K03040	abm:ABSDF0448
ko:K03816	abm:ABSDF0471
ko:K08309	abm:ABSDF0480
ko:K07568	abm:ABSDF0521
ko:K07664	abm:ABSDF0552
ko:K09780	abm:ABSDF0507
ko:K08998	abm:ABSDF3681
ko:K02871	abm:ABSDF2863
ko:K02876	abm:ABSDF0442
ko:K02907	abm:ABSDF0441
ko:K02881	abm:ABSDF0439
ko:K02954	abm:ABSDF0436
ko:K02931	abm:ABSDF0435
ko:K02904	abm:ABSDF0431
ko:K02961	abm:ABSDF0432
ko:K02892	abm:ABSDF0425
ko:K02926	abm:ABSDF0424
ko:K02906	abm:ABSDF0423
ko:K02946	abm:ABSDF0422
ko:K03978	abm:ABSDF0413
ko:K03655	abm:ABSDF0402
ko:K02066	abm:ABSDF0394
ko:K02884	abm:ABSDF0329
ko:K02959	abm:ABSDF0326
ko:K02664	abm:ABSDF0296
ko:K02662	abm:ABSDF0293
ko:K03586	abm:ABSDF0283
ko:K09799	abm:ABSDF3394
ko:K03531	abm:ABSDF3467
ko:K03611	abm:ABSDF3512
ko:K09975	abm:ABSDF3585
ko:K03453	abm:ABSDF3604
ko:K07478	abm:ABSDF3613
ko:K10773	abm:ABSDF2363
ko:K03046	abm:ABSDF3242
ko:K03673	abm:ABSDF0046
ko:K03773	abm:ABSDF0061
ko:K03772	abm:ABSDF0062
ko:K02474	abm:ABSDF0066
ko:K01032	abm:ABSDF2023
ko:K01031	abm:ABSDF2024
ko:K02313	abm:ABSDF0001
ko:K03629	abm:ABSDF0003
ko:K06158	abm:ABSDF0007
ko:K03806	abm:ABSDF0057
ko:K01991	abm:ABSDF0065
ko:K01654	abm:ABSDF0070
ko:K00785	abm:ABSDF0075
ko:K02014	abm:ABSDF0113
ko:K03719	abm:ABSDF0115
ko:K05527	abm:ABSDF0134
ko:K03496	abm:ABSDF0136
ko:K03975	abm:ABSDF0139
ko:K06911	abm:ABSDF0148
ko:K07397	abm:ABSDF0149
ko:K09816	abm:ABSDF0157
ko:K09817	abm:ABSDF0158
ko:K09823	abm:ABSDF0159
ko:K06134	abm:ABSDF1605
ko:K02963	abm:ABSDF1569
ko:K02939	abm:ABSDF1568
ko:K00793	abm:ABSDF3312
ko:K07107	abm:ABSDF3266
ko:K09989	abm:ABSDF1926
ko:K06891	abm:ABSDF2049
ko:K07390	abm:ABSDF2089
ko:K03565	abm:ABSDF1693
ko:K03557	abm:ABSDF1514
ko:K03808	abm:ABSDF2349
ko:K02970	abm:ABSDF1283
ko:K02357	abm:ABSDF1203
ko:K03644	abm:ABSDF1194
ko:K00974	abm:ABSDF1182
ko:K06180	abm:ABSDF2620
ko:K03774	abm:ABSDF0025
ko:K02658	abm:ABSDF0639
ko:K02887	abm:ABSDF2914
ko:K09956	abm:ABSDF2818
ko:K03593	abm:ABSDF2684
ko:K02169	abm:ABSDF2651
ko:K02911	abm:ABSDF2642
ko:K02897	abm:ABSDF2628
ko:K03610	abm:ABSDF2555
ko:K03711	abm:ABSDF2538
ko:K09965	abm:ABSDF2392
ko:K03190	abm:ABSDF2378
ko:K03187	abm:ABSDF2372
ko:K02356	abm:ABSDF1143
ko:K02909	abm:ABSDF1137
ko:K03775	abm:ABSDF0989
ko:K04091	abm:ABSDF0035
ko:K00568	abm:ABSDF0045
ko:K00989	abm:ABSDF0051
ko:K01114	abm:ABSDF0054
ko:K00767	abm:ABSDF0056
ko:K01104	abm:ABSDF0064
ko:K00963	abm:ABSDF0079
ko:K00012	abm:ABSDF0080
ko:K01810	abm:ABSDF0081
ko:K01784	abm:ABSDF0082
ko:K00101	abm:ABSDF0087
ko:K03417	abm:ABSDF0091
ko:K01659	abm:ABSDF0092
ko:K00285	abm:ABSDF0116
ko:K01775	abm:ABSDF0117
ko:K00140	abm:ABSDF0121
ko:K00020	abm:ABSDF0122
ko:K01895	abm:ABSDF0123
ko:K01951	abm:ABSDF0144
ko:K00984	abm:ABSDF0145
ko:K01887	abm:ABSDF0155
ko:K00432	abm:ABSDF0175
ko:K01462	abm:ABSDF0185
ko:K01738	abm:ABSDF0201
ko:K01897	abm:ABSDF0218
ko:K01507	abm:ABSDF0222
ko:K01814	abm:ABSDF0237
ko:K01693	abm:ABSDF0242
ko:K01885	abm:ABSDF0279
ko:K01928	abm:ABSDF0285
ko:K01929	abm:ABSDF0286
ko:K01000	abm:ABSDF0287
ko:K00563	abm:ABSDF0291
ko:K00891	abm:ABSDF0301
ko:K01735	abm:ABSDF0302
ko:K01139	abm:ABSDF0320
ko:K00942	abm:ABSDF0322
ko:K03527	abm:ABSDF0323
ko:K00554	abm:ABSDF0328
ko:K00058	abm:ABSDF0338
ko:K00261	abm:ABSDF0354
ko:K00673	abm:ABSDF0356
ko:K00014	abm:ABSDF0386
ko:K00228	abm:ABSDF0387
ko:K01497	abm:ABSDF0388
ko:K01662	abm:ABSDF0389
ko:K01092	abm:ABSDF0390
ko:K01760	abm:ABSDF0419
ko:K01414	abm:ABSDF0460
ko:K00382	abm:ABSDF0493
ko:K00773	abm:ABSDF0518
ko:K00982	abm:ABSDF0524
ko:K00826	abm:ABSDF0525
ko:K01876	abm:ABSDF0538
ko:K00799	abm:ABSDF0546
ko:K00798	abm:ABSDF0559
ko:K01817	abm:ABSDF0564
ko:K01782	abm:ABSDF0590
ko:K00117	abm:ABSDF0596
ko:K00626	abm:ABSDF0602
ko:K00564	abm:ABSDF0610
ko:K01881	abm:ABSDF0632
ko:K01439	abm:ABSDF0647
ko:K01754	abm:ABSDF0671
ko:K00635	abm:ABSDF0686
ko:K00355	abm:ABSDF0690
ko:K06153	abm:ABSDF0696
ko:K01185	abm:ABSDF0706
ko:K00795	abm:ABSDF0714
ko:K01873	abm:ABSDF0728
ko:K01875	abm:ABSDF0747
ko:K00001	abm:ABSDF0756
ko:K01647	abm:ABSDF0770
ko:K00164	abm:ABSDF0775
ko:K00658	abm:ABSDF0776
ko:K00382	abm:ABSDF0777
ko:K01867	abm:ABSDF0782
ko:K00796	abm:ABSDF0797
ko:K00864	abm:ABSDF0807
ko:K01596	abm:ABSDF0809
ko:K00901	abm:ABSDF0819
ko:K01126	abm:ABSDF0821
ko:K01586	abm:ABSDF0850
ko:K01778	abm:ABSDF0851
ko:K00831	abm:ABSDF0874
ko:K01658	abm:ABSDF3335
ko:K07638	abm:ABSDF0249
ko:K03719	abm:ABSDF1543
ko:K00832	abm:ABSDF0089
ko:K00812	abm:ABSDF0966
ko:K08485	abm:ABSDF2930
ko:K01625	abm:ABSDF3020
ko:K04042	abm:ABSDF3568
ko:K11731	abm:ABSDF2870
ko:K12340	abm:ABSDF3274
ko:K02237	abm:ABSDF2936
ko:K03426	abm:ABSDF1357
ko:K11749	abm:ABSDF1685
ko:K11928	abm:ABSDF2107
ko:K01894	abm:ABSDF3286
ko:K01890	abm:ABSDF2907
ko:K01874	abm:ABSDF2686
ko:K11102	abm:ABSDF3083
ko:K01186	abm:ABSDF1049
ko:K02316	abm:ABSDF2622
ko:K11085	abm:ABSDF1722
ko:K11175	abm:ABSDF0893
ko:K07862	abm:ABSDF2098
ko:K11068	abm:ABSDF0585
ko:K11311	abm:ABSDF1969
ko:K03088	abm:ABSDF2288
ko:K06135	abm:ABSDF1979
ko:K03561	abm:ABSDF3057
ko:K03561	abm:ABSDF1820
ko:K11893	abm:ABSDF2238
ko:K11902	abm:ABSDF2239
ko:K07661	abm:ABSDF2719
ko:K11754	abm:ABSDF0575
ko:K11755	abm:ABSDF3170
ko:K12979	abm:ABSDF3218
ko:K13292	abm:ABSDF3048
ko:K01243	abm:ABSDF2683
ko:K11753	abm:ABSDF0028
ko:K00602	abm:ABSDF1513
ko:K12410	abm:ABSDF2105
ko:K05794	abm:ABSDF3667
ko:K01665	abm:ABSDF2837
ko:K10804	abm:ABSDF2417
ko:K11747	abm:ABSDF3145
ko:K01491	abm:ABSDF0803
ko:K00626	abm:ABSDF0591
ko:K11896	abm:ABSDF2247
ko:K11719	abm:ABSDF2322
ko:K11752	abm:ABSDF3314
ko:K11907	abm:ABSDF2240
ko:K11891	abm:ABSDF2244
ko:K11892	abm:ABSDF2237
ko:K11901	abm:ABSDF2251
ko:K11897	abm:ABSDF2248
ko:K11900	abm:ABSDF2250
ko:K11903	abm:ABSDF2249
ko:K03524	abm:ABSDF2664
ko:K11895	abm:ABSDF2246
ko:K01243	abm:ABSDF0030
ko:K11263	abm:ABSDF2255
ko:K06001	abm:ABSDF1927
ko:K11720	abm:ABSDF3306
ko:K07473	abm:ABSDF_p20031
ko:K08994	abm:ABSDF1935
ko:K05685	abm:ABSDF2984
ko:K07002	abm:ABSDF3223
ko:K13038	abm:ABSDF0514
ko:K13288	abm:ABSDF2988
ko:K06879	abm:ABSDF1213
ko:K13378	abm:ABSDF2712
ko:K12957	abm:ABSDF3625
ko:K13482	abm:ABSDF1159
ko:K01079	abm:ABSDF3575
ko:K00029	abm:ABSDF1183
ko:K12339	abm:ABSDF2944
ko:K00620	abm:ABSDF2808
ko:K12262	abm:ABSDF1428
ko:K12573	abm:ABSDF0461
ko:K14058	abm:ABSDF0830
ko:K13954	abm:ABSDF1641
ko:K07044	abm:ABSDF0569
ko:K07044	abm:ABSDF2566
ko:K07044	abm:ABSDF2036
ko:K07044	abm:ABSDF2565
ko:K14059	abm:ABSDF2750
ko:K01825	abm:ABSDF3220
ko:K03574	abm:ABSDF0400
ko:K07044	abm:ABSDF0306
ko:K02203	abm:ABSDF0688
ko:K10857	abm:ABSDF1457
ko:K11250	abm:ABSDF2218
ko:K00626	abm:ABSDF2214
ko:K02014	abm:ABSDF1822
ko:K13888	abm:ABSDF2983
ko:K13643	abm:ABSDF1854
ko:K13774	abm:ABSDF2872
ko:K13776	abm:ABSDF3111
ko:K13777	abm:ABSDF2868
ko:K13778	abm:ABSDF2871
ko:K13779	abm:ABSDF2869
ko:K00024	abm:ABSDF0482
ko:K13481	abm:ABSDF1158
ko:K18138	abm:ABSDF0737
ko:K13821	abm:ABSDF2109
ko:K01961	abm:ABSDF2190
ko:K03297	abm:ABSDF0599
ko:K13745	abm:ABSDF1093.4
ko:K07019	abm:ABSDF2037
ko:K00712	abm:ABSDF2312
ko:K03299	abm:ABSDF3019
ko:K13628	abm:ABSDF1851
ko:K14225	abm:ABSDF_tRNA32
ko:K01113	abm:ABSDF0801
ko:K01977	abm:ABSDF_16S_1
ko:K01977	abm:ABSDF_16S_5
ko:K01977	abm:ABSDF_16S_4
ko:K01977	abm:ABSDF_16S_2
ko:K01977	abm:ABSDF_16S_3
ko:K14228	abm:ABSDF_tRNA17
ko:K14228	abm:ABSDF_tRNA19
ko:K14228	abm:ABSDF_tRNA12
ko:K14237	abm:ABSDF_tRNA13
ko:K14237	abm:ABSDF_tRNA15
ko:K08281	abm:ABSDF3605
ko:K13635	abm:ABSDF0935
ko:K13771	abm:ABSDF0414
ko:K14231	abm:ABSDF_tRNA5
ko:K14231	abm:ABSDF_tRNA6
ko:K14220	abm:ABSDF_tRNA53
ko:K14220	abm:ABSDF_tRNA54
ko:K14220	abm:ABSDF_tRNA52
ko:K14219	abm:ABSDF_tRNA58
ko:K14223	abm:ABSDF_tRNA24
ko:K14223	abm:ABSDF_tRNA25
ko:K14347	abm:ABSDF1136
ko:K14233	abm:ABSDF_tRNA21
ko:K14228	abm:ABSDF_tRNA35
ko:K14260	abm:ABSDF2181
ko:K14219	abm:ABSDF_tRNA8
ko:K14219	abm:ABSDF_tRNA9
ko:K14221	abm:ABSDF_tRNA14
ko:K14236	abm:ABSDF_tRNA31
ko:K14228	abm:ABSDF_tRNA56
ko:K14228	abm:ABSDF_tRNA57
ko:K14234	abm:ABSDF_tRNA33
ko:K21029	abm:ABSDF1593
ko:K14227	abm:ABSDF_tRNA1
ko:K14227	abm:ABSDF_tRNA10
ko:K14227	abm:ABSDF_tRNA3
ko:K14227	abm:ABSDF_tRNA38
ko:K14227	abm:ABSDF_tRNA40
ko:K14232	abm:ABSDF_tRNA42
ko:K14232	abm:ABSDF_tRNA45
ko:K14232	abm:ABSDF_tRNA46
ko:K14348	abm:ABSDF0086
ko:K14230	abm:ABSDF_tRNA47
ko:K14230	abm:ABSDF_tRNA48
ko:K14393	abm:ABSDF3427
ko:K00941	abm:ABSDF2637
ko:K02358	abm:ABSDF3250
ko:K14237	abm:ABSDF_tRNA16
ko:K14233	abm:ABSDF_tRNA7
ko:K15396	abm:ABSDF1558
ko:K04085	abm:ABSDF1265
ko:K14235	abm:ABSDF_tRNA34
ko:K14234	abm:ABSDF_tRNA29
ko:K14234	abm:ABSDF_tRNA30
ko:K14267	abm:ABSDF2175
ko:K01985	abm:ABSDF_5S_1
ko:K01985	abm:ABSDF_5S_5
ko:K01985	abm:ABSDF_5S_3
ko:K01985	abm:ABSDF_5S_4
ko:K01985	abm:ABSDF_5S_2
ko:K19302	abm:ABSDF3665
ko:K14170	abm:ABSDF1251
ko:K14219	abm:ABSDF_tRNA43
ko:K14441	abm:ABSDF1679
ko:K14225	abm:ABSDF_tRNA23
ko:K14225	abm:ABSDF_tRNA63
ko:K14225	abm:ABSDF_tRNA64
ko:K01524	abm:ABSDF2902
ko:K15125	abm:ABSDF3544
ko:K15035	abm:ABSDF_misc_RNA_7
ko:K14222	abm:ABSDF_tRNA55
ko:K14224	abm:ABSDF_tRNA51
ko:K14224	abm:ABSDF_tRNA61
ko:K14224	abm:ABSDF_tRNA62
ko:K14224	abm:ABSDF_tRNA60
ko:K14226	abm:ABSDF_tRNA44
ko:K14218	abm:ABSDF_tRNA59
ko:K15778	abm:ABSDF2549
ko:K14219	abm:ABSDF_tRNA50
ko:K16238	abm:ABSDF1637
ko:K01011	abm:ABSDF3527
ko:K14229	abm:ABSDF_tRNA26
ko:K14229	abm:ABSDF_tRNA27
ko:K14230	abm:ABSDF_tRNA36
ko:K14230	abm:ABSDF_tRNA37
ko:K14230	abm:ABSDF_tRNA49
ko:K06133	abm:ABSDF2994
ko:K01980	abm:ABSDF_23S_1
ko:K01980	abm:ABSDF_23S_4
ko:K01980	abm:ABSDF_23S_5
ko:K01980	abm:ABSDF_23S_3
ko:K01980	abm:ABSDF_23S_2
ko:K14233	abm:ABSDF_tRNA28
ko:K14218	abm:ABSDF_tRNA11
ko:K14218	abm:ABSDF_tRNA4
ko:K14218	abm:ABSDF_tRNA39
ko:K14218	abm:ABSDF_tRNA2
ko:K14218	abm:ABSDF_tRNA41
ko:K14230	abm:ABSDF_tRNA22
ko:K14742	abm:ABSDF2823
ko:K07278	abm:ABSDF1607
ko:K14652	abm:ABSDF3573
ko:K06177	abm:ABSDF1621
ko:K11939	abm:ABSDF0337
ko:K08316	abm:ABSDF2368
ko:K14682	abm:ABSDF0039
ko:K11741	abm:ABSDF2810
ko:K00220	abm:ABSDF1252
ko:K00800	abm:ABSDF1252
ko:K15724	abm:ABSDF0012
ko:K15554	abm:ABSDF0034
ko:K02428	abm:ABSDF3036
ko:K15633	abm:ABSDF3305
ko:K15553	abm:ABSDF0037
ko:K15555	abm:ABSDF0033
ko:K06999	abm:ABSDF1529
ko:K15553	abm:ABSDF0038
ko:K15738	abm:ABSDF3079
ko:K01082	abm:ABSDF1831
ko:K04093	abm:ABSDF1542
ko:K03286	abm:ABSDF2242
ko:K12543	abm:ABSDF1107
ko:K15726	abm:ABSDF0265
ko:K15727	abm:ABSDF0264
ko:K15725	abm:ABSDF0263
ko:K15461	abm:ABSDF0505
ko:K15536	abm:ABSDF0005
ko:K03288	abm:ABSDF2734
ko:K01840	abm:ABSDF0083
ko:K12542	abm:ABSDF1109
ko:K12541	abm:ABSDF1108
ko:K15977	abm:ABSDF0142
ko:K15984	abm:ABSDF2822
ko:K02226	abm:ABSDF1881
ko:K18013	abm:ABSDF1527
ko:K12541	abm:ABSDF2317
ko:K12542	abm:ABSDF2316
ko:K07389	abm:ABSDF3545
ko:K03559	abm:ABSDF3056
ko:K03832	abm:ABSDF3058
ko:K16090	abm:ABSDF3030
ko:K14235	abm:ABSDF_tRNA18
ko:K14235	abm:ABSDF_tRNA20
ko:K16137	abm:ABSDF3402
ko:K16087	abm:ABSDF2285
ko:K09024	abm:ABSDF2727
ko:K16053	abm:ABSDF1652
ko:K16345	abm:ABSDF0611
ko:K11733	abm:ABSDF0609
ko:K01990	abm:ABSDF1894
ko:K01800	abm:ABSDF3594
ko:K11734	abm:ABSDF3592
ko:K11735	abm:ABSDF3386
ko:K16235	abm:ABSDF0277
ko:K11737	abm:ABSDF0848
ko:K22617	abm:ABSDF2855
ko:K16264	abm:ABSDF0268
ko:K07122	abm:ABSDF0397
ko:K16692	abm:ABSDF0063
ko:K01166	abm:ABSDF0481
ko:K16839	abm:ABSDF3498
ko:K16137	abm:ABSDF0839
ko:K16842	abm:ABSDF3490
ko:K16872	abm:ABSDF1494
ko:K16840	abm:ABSDF3491
ko:K17103	abm:ABSDF0487
ko:K19611	abm:ABSDF2421
ko:K11209	abm:ABSDF2921
ko:K17218	abm:ABSDF1938
ko:K17713	abm:ABSDF2997
ko:K17228	abm:ABSDF3433
ko:K01990	abm:ABSDF1215
ko:K01992	abm:ABSDF0870
ko:K01992	abm:ABSDF1214
ko:K00821	abm:ABSDF2088
ko:K00254	abm:ABSDF1275
ko:K07318	abm:ABSDF3313
ko:K17733	abm:ABSDF_p20011
ko:K18139	abm:ABSDF0736
ko:K13794	abm:ABSDF2732
ko:K11939	abm:ABSDF0336
ko:K17938	abm:ABSDF0672
ko:K03366	abm:ABSDF1933
ko:K05520	abm:ABSDF0676
ko:K11737	abm:ABSDF0119
ko:K18118	abm:ABSDF0248
ko:K01791	abm:ABSDF0069
ko:K18303	abm:ABSDF3638
ko:K18302	abm:ABSDF3639
ko:K18301	abm:ABSDF3640
ko:K00138	abm:ABSDF1638
ko:K07397	abm:ABSDF2118
ko:K07263	abm:ABSDF1071
ko:K00508	abm:ABSDF1089
ko:K03821	abm:ABSDF1303
ko:K16234	abm:ABSDF3582
ko:K11904	abm:ABSDF2265
ko:K03462	abm:ABSDF1962
ko:K17733	abm:ABSDF2235
ko:K18902	abm:ABSDF1462
ko:K18893	abm:ABSDF2101
ko:K18794	abm:ABSDF2125
ko:K18900	abm:ABSDF1465
ko:K07339	abm:ABSDF2802
ko:K18843	abm:ABSDF2803
ko:K18850	abm:ABSDF1707
ko:K18901	abm:ABSDF1463
ko:K03526	abm:ABSDF3001
ko:K18979	abm:ABSDF2132
ko:K18997	abm:ABSDF3151
ko:K19157	abm:ABSDF_p20030
ko:K22444	abm:ABSDF2579
ko:K01992	abm:ABSDF0869
ko:K01992	abm:ABSDF1895
ko:K01992	abm:ABSDF1896
ko:K19302	abm:ABSDF3008
ko:K04771	abm:ABSDF0946
ko:K19577	abm:ABSDF3631
ko:K17686	abm:ABSDF1500
ko:K00992	abm:ABSDF1716
ko:K06132	abm:ABSDF2854
ko:K15777	abm:ABSDF2359
ko:K19810	abm:ABSDF1142
ko:K20455	abm:ABSDF0093
ko:K09788	abm:ABSDF0713
ko:K06996	abm:ABSDF2529
ko:K21053	abm:ABSDF1427
ko:K21105	abm:ABSDF1411
ko:K13877	abm:ABSDF1409
ko:K21472	abm:ABSDF3622
ko:K21420	abm:ABSDF2563
