ko:K07050	bsw:IY71_05230
ko:K09812	bsw:IY71_09800
ko:K06188	bsw:IY71_09810
ko:K02387	bsw:IY71_09850
ko:K02388	bsw:IY71_09855
ko:K02408	bsw:IY71_09860
ko:K02392	bsw:IY71_09865
ko:K02386	bsw:IY71_09870
ko:K02394	bsw:IY71_09875
ko:K02393	bsw:IY71_09885
ko:K02415	bsw:IY71_09890
ko:K02419	bsw:IY71_09895
ko:K09709	bsw:IY71_09925
ko:K01644	bsw:IY71_09930
ko:K08738	bsw:IY71_09955
ko:K09794	bsw:IY71_09960
ko:K00104	bsw:IY71_09990
ko:K11472	bsw:IY71_09995
ko:K11473	bsw:IY71_10000
ko:K06221	bsw:IY71_10005
ko:K01246	bsw:IY71_10020
ko:K01892	bsw:IY71_10030
ko:K02502	bsw:IY71_10035
ko:K00765	bsw:IY71_10040
ko:K15977	bsw:IY71_10055
ko:K01679	bsw:IY71_10060
ko:K04077	bsw:IY71_10070
ko:K04078	bsw:IY71_10075
ko:K11753	bsw:IY71_10085
ko:K01870	bsw:IY71_10090
ko:K03501	bsw:IY71_10400
ko:K03495	bsw:IY71_10405
ko:K03650	bsw:IY71_10410
ko:K06888	bsw:IY71_10415
ko:K03628	bsw:IY71_10420
ko:K08973	bsw:IY71_10430
ko:K01599	bsw:IY71_10435
ko:K09773	bsw:IY71_10445
ko:K06287	bsw:IY71_10450
ko:K00014	bsw:IY71_10455
ko:K00859	bsw:IY71_10460
ko:K02342	bsw:IY71_10465
ko:K03071	bsw:IY71_10470
ko:K07113	bsw:IY71_10475
ko:K08304	bsw:IY71_10485
ko:K03667	bsw:IY71_10505
ko:K01419	bsw:IY71_10510
ko:K01693	bsw:IY71_10520
ko:K02501	bsw:IY71_10530
ko:K01814	bsw:IY71_10535
ko:K02500	bsw:IY71_10540
ko:K01523	bsw:IY71_10545
ko:K00867	bsw:IY71_10550
ko:K15034	bsw:IY71_10555
ko:K01610	bsw:IY71_10560
ko:K14981	bsw:IY71_10565
ko:K14980	bsw:IY71_10570
ko:K02793	bsw:IY71_10580
ko:K11189	bsw:IY71_10585
ko:K01251	bsw:IY71_10590
ko:K03671	bsw:IY71_10620
ko:K11754	bsw:IY71_10625
ko:K01963	bsw:IY71_10630
ko:K01695	bsw:IY71_10635
ko:K01696	bsw:IY71_10645
ko:K01817	bsw:IY71_10650
ko:K07043	bsw:IY71_10660
ko:K05782	bsw:IY71_10670
ko:K01255	bsw:IY71_10990
ko:K10563	bsw:IY71_11000
ko:K01692	bsw:IY71_11005
ko:K02968	bsw:IY71_11015
ko:K02313	bsw:IY71_11020
ko:K02338	bsw:IY71_11025
ko:K03629	bsw:IY71_11030
ko:K12972	bsw:IY71_11040
ko:K13896	bsw:IY71_11045
ko:K13895	bsw:IY71_11050
ko:K13894	bsw:IY71_11055
ko:K13893	bsw:IY71_11060
ko:K13893	bsw:IY71_11065
ko:K01999	bsw:IY71_11080
ko:K13766	bsw:IY71_11085
ko:K01640	bsw:IY71_11095
ko:K01968	bsw:IY71_11100
ko:K01969	bsw:IY71_11105
ko:K00253	bsw:IY71_11110
ko:K01907	bsw:IY71_11115
ko:K00800	bsw:IY71_11140
ko:K00945	bsw:IY71_11145
ko:K02945	bsw:IY71_11150
ko:K02056	bsw:IY71_11165
ko:K07335	bsw:IY71_11170
ko:K02362	bsw:IY71_11180
ko:K00216	bsw:IY71_11185
ko:K01252	bsw:IY71_11190
ko:K02363	bsw:IY71_11195
ko:K02361	bsw:IY71_11200
ko:K02364	bsw:IY71_11205
ko:K03088	bsw:IY71_11225
ko:K01999	bsw:IY71_11240
ko:K01997	bsw:IY71_11245
ko:K01998	bsw:IY71_11250
ko:K01995	bsw:IY71_11255
ko:K01996	bsw:IY71_11260
ko:K00059	bsw:IY71_11270
ko:K01426	bsw:IY71_11595
ko:K01581	bsw:IY71_11600
ko:K00033	bsw:IY71_11645
ko:K02052	bsw:IY71_11650
ko:K02053	bsw:IY71_11655
ko:K02054	bsw:IY71_11660
ko:K02055	bsw:IY71_11665
ko:K03543	bsw:IY71_11675
ko:K02401	bsw:IY71_11700
ko:K02234	bsw:IY71_06470
ko:K02231	bsw:IY71_06475
ko:K02232	bsw:IY71_06490
ko:K12257	bsw:IY71_06555
ko:K03455	bsw:IY71_06560
ko:K07027	bsw:IY71_06565
ko:K07002	bsw:IY71_06570
ko:K02047	bsw:IY71_06575
ko:K02046	bsw:IY71_06580
ko:K02048	bsw:IY71_06585
ko:K02431	bsw:IY71_06615
ko:K02056	bsw:IY71_06625
ko:K02057	bsw:IY71_06630
ko:K02058	bsw:IY71_06640
ko:K02013	bsw:IY71_06650
ko:K02015	bsw:IY71_06655
ko:K02016	bsw:IY71_06660
ko:K16092	bsw:IY71_06665
ko:K13926	bsw:IY71_06675
ko:K01993	bsw:IY71_06680
ko:K01430	bsw:IY71_06690
ko:K01429	bsw:IY71_06695
ko:K01428	bsw:IY71_06700
ko:K03187	bsw:IY71_06705
ko:K03188	bsw:IY71_06710
ko:K03189	bsw:IY71_06715
ko:K03190	bsw:IY71_06720
ko:K08717	bsw:IY71_06725
ko:K02009	bsw:IY71_06730
ko:K02007	bsw:IY71_06735
ko:K16915	bsw:IY71_06740
ko:K02008	bsw:IY71_06745
ko:K02563	bsw:IY71_07050
ko:K03588	bsw:IY71_07055
ko:K01925	bsw:IY71_07060
ko:K01000	bsw:IY71_07065
ko:K01929	bsw:IY71_07070
ko:K01928	bsw:IY71_07075
ko:K03587	bsw:IY71_07080
ko:K03438	bsw:IY71_07090
ko:K03322	bsw:IY71_07095
ko:K05801	bsw:IY71_07110
ko:K07273	bsw:IY71_07120
ko:K07088	bsw:IY71_07130
ko:K00297	bsw:IY71_07135
ko:K00598	bsw:IY71_07155
ko:K09988	bsw:IY71_07180
ko:K00479	bsw:IY71_07185
ko:K06193	bsw:IY71_07195
ko:K08281	bsw:IY71_07200
ko:K09799	bsw:IY71_07205
ko:K01442	bsw:IY71_07215
ko:K09807	bsw:IY71_07255
ko:K09160	bsw:IY71_07265
ko:K03086	bsw:IY71_07275
ko:K03324	bsw:IY71_07285
ko:K09117	bsw:IY71_07290
ko:K01956	bsw:IY71_07295
ko:K07054	bsw:IY71_07300
ko:K01955	bsw:IY71_07315
ko:K02471	bsw:IY71_07320
ko:K03924	bsw:IY71_07635
ko:K07393	bsw:IY71_07660
ko:K07275	bsw:IY71_07665
ko:K01649	bsw:IY71_07680
ko:K13503	bsw:IY71_07690
ko:K03719	bsw:IY71_07705
ko:K02002	bsw:IY71_07735
ko:K02001	bsw:IY71_07740
ko:K02000	bsw:IY71_07745
ko:K12372	bsw:IY71_07750
ko:K00135	bsw:IY71_07765
ko:K02034	bsw:IY71_07785
ko:K02033	bsw:IY71_07790
ko:K00627	bsw:IY71_07800
ko:K02035	bsw:IY71_07805
ko:K00074	bsw:IY71_07815
ko:K06446	bsw:IY71_07825
ko:K01434	bsw:IY71_07830
ko:K02035	bsw:IY71_07835
ko:K02033	bsw:IY71_07840
ko:K02034	bsw:IY71_07845
ko:K02035	bsw:IY71_07865
ko:K02033	bsw:IY71_07870
ko:K02034	bsw:IY71_07875
ko:K01426	bsw:IY71_07900
ko:K11078	bsw:IY71_07915
ko:K01845	bsw:IY71_07935
ko:K01588	bsw:IY71_08585
ko:K01589	bsw:IY71_08590
ko:K02919	bsw:IY71_08595
ko:K00873	bsw:IY71_08605
ko:K15738	bsw:IY71_08625
ko:K00949	bsw:IY71_08635
ko:K02064	bsw:IY71_08640
ko:K02063	bsw:IY71_08645
ko:K02062	bsw:IY71_08650
ko:K03089	bsw:IY71_08665
ko:K07736	bsw:IY71_08670
ko:K05524	bsw:IY71_08675
ko:K04762	bsw:IY71_08680
ko:K00626	bsw:IY71_08690
ko:K02911	bsw:IY71_08705
ko:K03814	bsw:IY71_08710
ko:K00795	bsw:IY71_08720
ko:K00019	bsw:IY71_08730
ko:K01958	bsw:IY71_08740
ko:K01999	bsw:IY71_08745
ko:K01999	bsw:IY71_08750
ko:K01995	bsw:IY71_08765
ko:K01998	bsw:IY71_08770
ko:K01997	bsw:IY71_08775
ko:K12658	bsw:IY71_08780
ko:K06075	bsw:IY71_08800
ko:K02114	bsw:IY71_08810
ko:K02112	bsw:IY71_08815
ko:K02115	bsw:IY71_08820
ko:K02111	bsw:IY71_08825
ko:K02113	bsw:IY71_08830
ko:K04066	bsw:IY71_08840
ko:K00616	bsw:IY71_08845
ko:K03643	bsw:IY71_08850
ko:K01869	bsw:IY71_08855
ko:K01778	bsw:IY71_09470
ko:K18707	bsw:IY71_09475
ko:K03110	bsw:IY71_09480
ko:K06190	bsw:IY71_09485
ko:K01069	bsw:IY71_09490
ko:K03574	bsw:IY71_09505
ko:K00620	bsw:IY71_09515
ko:K03769	bsw:IY71_09520
ko:K03070	bsw:IY71_09525
ko:K03760	bsw:IY71_09545
ko:K02030	bsw:IY71_09565
ko:K02029	bsw:IY71_09575
ko:K02029	bsw:IY71_09580
ko:K02028	bsw:IY71_09585
ko:K01480	bsw:IY71_09590
ko:K01744	bsw:IY71_09595
ko:K09972	bsw:IY71_09600
ko:K01424	bsw:IY71_09605
ko:K01424	bsw:IY71_09615
ko:K01761	bsw:IY71_09635
ko:K00074	bsw:IY71_09655
ko:K03522	bsw:IY71_09660
ko:K03521	bsw:IY71_09665
ko:K06920	bsw:IY71_09670
ko:K01737	bsw:IY71_09675
ko:K10026	bsw:IY71_09680
ko:K07058	bsw:IY71_09700
ko:K09768	bsw:IY71_09705
ko:K01755	bsw:IY71_09715
ko:K01586	bsw:IY71_09725
ko:K00760	bsw:IY71_09735
ko:K00817	bsw:IY71_09745
ko:K00220	bsw:IY71_09750
ko:K07232	bsw:IY71_09760
ko:K02221	bsw:IY71_09775
ko:K02410	bsw:IY71_11705
ko:K02410	bsw:IY71_11710
ko:K02417	bsw:IY71_11715
ko:K02416	bsw:IY71_11725
ko:K02556	bsw:IY71_11730
ko:K02391	bsw:IY71_11740
ko:K02412	bsw:IY71_11745
ko:K02387	bsw:IY71_11830
ko:K02388	bsw:IY71_11835
ko:K02408	bsw:IY71_11840
ko:K02392	bsw:IY71_11845
ko:K02386	bsw:IY71_11850
ko:K02394	bsw:IY71_11855
ko:K02393	bsw:IY71_11865
ko:K02415	bsw:IY71_11870
ko:K08300	bsw:IY71_12520
ko:K03786	bsw:IY71_12540
ko:K02160	bsw:IY71_12545
ko:K01961	bsw:IY71_12550
ko:K00684	bsw:IY71_12555
ko:K02434	bsw:IY71_12580
ko:K03545	bsw:IY71_12585
ko:K04094	bsw:IY71_12610
ko:K02291	bsw:IY71_12615
ko:K12257	bsw:IY71_12625
ko:K03210	bsw:IY71_12630
ko:K06923	bsw:IY71_12635
ko:K03647	bsw:IY71_12665
ko:K03610	bsw:IY71_12680
ko:K03609	bsw:IY71_12685
ko:K03608	bsw:IY71_12690
ko:K02055	bsw:IY71_12710
ko:K02052	bsw:IY71_12715
ko:K02054	bsw:IY71_12720
ko:K02053	bsw:IY71_12725
ko:K03585	bsw:IY71_12750
ko:K01425	bsw:IY71_12775
ko:K01840	bsw:IY71_12805
ko:K00088	bsw:IY71_12820
ko:K02051	bsw:IY71_13435
ko:K03885	bsw:IY71_13480
ko:K06996	bsw:IY71_13490
ko:K03310	bsw:IY71_13500
ko:K00651	bsw:IY71_13510
ko:K07273	bsw:IY71_13515
ko:K00648	bsw:IY71_13520
ko:K00833	bsw:IY71_13525
ko:K01935	bsw:IY71_13530
ko:K00652	bsw:IY71_13535
ko:K01012	bsw:IY71_13540
ko:K03831	bsw:IY71_13550
ko:K07078	bsw:IY71_13555
ko:K05559	bsw:IY71_13565
ko:K05560	bsw:IY71_13570
ko:K05561	bsw:IY71_13575
ko:K05562	bsw:IY71_13580
ko:K05563	bsw:IY71_13585
ko:K05564	bsw:IY71_13590
ko:K16013	bsw:IY71_13600
ko:K16012	bsw:IY71_13605
ko:K00425	bsw:IY71_13610
ko:K00426	bsw:IY71_13615
ko:K03710	bsw:IY71_13625
ko:K18676	bsw:IY71_13630
ko:K10117	bsw:IY71_13635
ko:K10118	bsw:IY71_13645
ko:K10119	bsw:IY71_13650
ko:K10111	bsw:IY71_13660
ko:K00166	bsw:IY71_13670
ko:K00167	bsw:IY71_13675
ko:K09699	bsw:IY71_13680
ko:K00382	bsw:IY71_13685
ko:K14998	bsw:IY71_13690
ko:K03466	bsw:IY71_13695
ko:K01266	bsw:IY71_13700
ko:K08369	bsw:IY71_13705
ko:K03919	bsw:IY71_13710
ko:K10823	bsw:IY71_13715
ko:K15583	bsw:IY71_13715
ko:K15582	bsw:IY71_13720
ko:K03919	bsw:IY71_00005
ko:K10823	bsw:IY71_00010
ko:K15583	bsw:IY71_00010
ko:K15582	bsw:IY71_00015
ko:K15581	bsw:IY71_00020
ko:K06187	bsw:IY71_00050
ko:K09747	bsw:IY71_00055
ko:K02343	bsw:IY71_00060
ko:K03426	bsw:IY71_00075
ko:K04518	bsw:IY71_00080
ko:K00979	bsw:IY71_00085
ko:K08738	bsw:IY71_00090
ko:K02297	bsw:IY71_00100
ko:K02298	bsw:IY71_00105
ko:K02299	bsw:IY71_00110
ko:K02300	bsw:IY71_00115
ko:K07278	bsw:IY71_00125
ko:K09800	bsw:IY71_00130
ko:K01759	bsw:IY71_00160
ko:K03593	bsw:IY71_00165
ko:K01835	bsw:IY71_00170
ko:K06889	bsw:IY71_00180
ko:K16165	bsw:IY71_00190
ko:K11068	bsw:IY71_00215
ko:K14162	bsw:IY71_00220
ko:K14161	bsw:IY71_00225
ko:K14160	bsw:IY71_00230
ko:K01940	bsw:IY71_00245
ko:K06941	bsw:IY71_00260
ko:K01724	bsw:IY71_00280
ko:K01975	bsw:IY71_00290
ko:K10804	bsw:IY71_00295
ko:K02003	bsw:IY71_00300
ko:K02004	bsw:IY71_00305
ko:K00609	bsw:IY71_00600
ko:K09456	bsw:IY71_00605
ko:K07447	bsw:IY71_00610
ko:K02435	bsw:IY71_00625
ko:K02433	bsw:IY71_00630
ko:K02622	bsw:IY71_00640
ko:K03801	bsw:IY71_00650
ko:K14205	bsw:IY71_00675
ko:K06196	bsw:IY71_00680
ko:K04042	bsw:IY71_00685
ko:K00820	bsw:IY71_00690
ko:K03655	bsw:IY71_00695
ko:K09159	bsw:IY71_00700
ko:K03723	bsw:IY71_00705
ko:K02035	bsw:IY71_00720
ko:K11940	bsw:IY71_00730
ko:K03185	bsw:IY71_00735
ko:K01004	bsw:IY71_00740
ko:K02056	bsw:IY71_00750
ko:K02057	bsw:IY71_00755
ko:K02057	bsw:IY71_00760
ko:K02058	bsw:IY71_00765
ko:K14441	bsw:IY71_00775
ko:K03594	bsw:IY71_00780
ko:K13772	bsw:IY71_00795
ko:K15012	bsw:IY71_00815
ko:K01867	bsw:IY71_00845
ko:K03980	bsw:IY71_00850
ko:K00990	bsw:IY71_00855
ko:K00029	bsw:IY71_00860
ko:K00029	bsw:IY71_00865
ko:K03555	bsw:IY71_00870
ko:K03101	bsw:IY71_00880
ko:K03437	bsw:IY71_00885
ko:K06969	bsw:IY71_00890
ko:K00941	bsw:IY71_01195
ko:K05846	bsw:IY71_01220
ko:K05847	bsw:IY71_01225
ko:K05846	bsw:IY71_01230
ko:K05845	bsw:IY71_01235
ko:K00262	bsw:IY71_01245
ko:K00303	bsw:IY71_01250
ko:K00305	bsw:IY71_01265
ko:K02027	bsw:IY71_01280
ko:K02025	bsw:IY71_01285
ko:K02026	bsw:IY71_01290
ko:K10112	bsw:IY71_01295
ko:K03534	bsw:IY71_01305
ko:K18335	bsw:IY71_01320
ko:K18334	bsw:IY71_01330
ko:K09862	bsw:IY71_01355
ko:K06287	bsw:IY71_01360
ko:K02518	bsw:IY71_01365
ko:K00013	bsw:IY71_01380
ko:K00790	bsw:IY71_01395
ko:K03190	bsw:IY71_01440
ko:K01430	bsw:IY71_01445
ko:K01429	bsw:IY71_01455
ko:K01428	bsw:IY71_01460
ko:K03187	bsw:IY71_01465
ko:K03188	bsw:IY71_01470
ko:K03189	bsw:IY71_01475
ko:K01464	bsw:IY71_01500
ko:K06016	bsw:IY71_01505
ko:K17723	bsw:IY71_01520
ko:K13481	bsw:IY71_01835
ko:K13482	bsw:IY71_01840
ko:K07402	bsw:IY71_01845
ko:K01487	bsw:IY71_01860
ko:K01533	bsw:IY71_01875
ko:K00406	bsw:IY71_01890
ko:K00407	bsw:IY71_01895
ko:K00405	bsw:IY71_01900
ko:K00404	bsw:IY71_01905
ko:K10778	bsw:IY71_01925
ko:K17938	bsw:IY71_01950
ko:K03977	bsw:IY71_01965
ko:K04046	bsw:IY71_01970
ko:K02116	bsw:IY71_01980
ko:K02108	bsw:IY71_01985
ko:K02110	bsw:IY71_01990
ko:K02109	bsw:IY71_01995
ko:K02109	bsw:IY71_02000
ko:K03470	bsw:IY71_02005
ko:K00919	bsw:IY71_02030
ko:K03313	bsw:IY71_02045
ko:K02523	bsw:IY71_02065
ko:K01878	bsw:IY71_02075
ko:K01879	bsw:IY71_02085
ko:K07566	bsw:IY71_02090
ko:K06890	bsw:IY71_00310
ko:K03823	bsw:IY71_00315
ko:K01681	bsw:IY71_00330
ko:K02193	bsw:IY71_00335
ko:K02194	bsw:IY71_00340
ko:K02195	bsw:IY71_00345
ko:K02196	bsw:IY71_00350
ko:K02199	bsw:IY71_00355
ko:K01995	bsw:IY71_00360
ko:K01998	bsw:IY71_00365
ko:K01997	bsw:IY71_00370
ko:K01999	bsw:IY71_00375
ko:K01857	bsw:IY71_00380
ko:K00448	bsw:IY71_00385
ko:K00449	bsw:IY71_00390
ko:K01607	bsw:IY71_00395
ko:K01055	bsw:IY71_00400
ko:K02623	bsw:IY71_00405
ko:K00481	bsw:IY71_00410
ko:K02624	bsw:IY71_00420
ko:K01031	bsw:IY71_00425
ko:K01032	bsw:IY71_00430
ko:K02030	bsw:IY71_00455
ko:K02030	bsw:IY71_00460
ko:K00285	bsw:IY71_00465
ko:K02342	bsw:IY71_00485
ko:K02346	bsw:IY71_00525
ko:K06140	bsw:IY71_00530
ko:K11443	bsw:IY71_00540
ko:K02488	bsw:IY71_00545
ko:K02913	bsw:IY71_00550
ko:K12573	bsw:IY71_00570
ko:K03168	bsw:IY71_00575
ko:K04096	bsw:IY71_00585
ko:K08591	bsw:IY71_00590
ko:K01465	bsw:IY71_00595
ko:K05788	bsw:IY71_00900
ko:K04773	bsw:IY71_00905
ko:K11719	bsw:IY71_00910
ko:K09774	bsw:IY71_00915
ko:K06861	bsw:IY71_00920
ko:K03092	bsw:IY71_00925
ko:K02806	bsw:IY71_00935
ko:K10773	bsw:IY71_00955
ko:K06203	bsw:IY71_00960
ko:K03687	bsw:IY71_00975
ko:K03705	bsw:IY71_00980
ko:K00989	bsw:IY71_00985
ko:K02428	bsw:IY71_00995
ko:K07056	bsw:IY71_01005
ko:K07460	bsw:IY71_01010
ko:K02302	bsw:IY71_01015
ko:K00381	bsw:IY71_01025
ko:K00390	bsw:IY71_01030
ko:K00567	bsw:IY71_01045
ko:K00548	bsw:IY71_01060
ko:K07782	bsw:IY71_01065
ko:K16871	bsw:IY71_01070
ko:K00957	bsw:IY71_01075
ko:K00955	bsw:IY71_01080
ko:K01082	bsw:IY71_01085
ko:K02444	bsw:IY71_01110
ko:K00111	bsw:IY71_01115
ko:K00138	bsw:IY71_01125
ko:K13953	bsw:IY71_01130
ko:K09959	bsw:IY71_01135
ko:K15599	bsw:IY71_01160
ko:K03707	bsw:IY71_01165
ko:K15598	bsw:IY71_01170
ko:K00788	bsw:IY71_01175
ko:K03149	bsw:IY71_01180
ko:K03154	bsw:IY71_01185
ko:K03153	bsw:IY71_01190
ko:K01810	bsw:IY71_01535
ko:K06987	bsw:IY71_01545
ko:K01091	bsw:IY71_01550
ko:K01897	bsw:IY71_01560
ko:K03577	bsw:IY71_01565
ko:K03585	bsw:IY71_01570
ko:K18138	bsw:IY71_01575
ko:K02030	bsw:IY71_01585
ko:K07636	bsw:IY71_01600
ko:K13583	bsw:IY71_01605
ko:K04083	bsw:IY71_01620
ko:K06195	bsw:IY71_01625
ko:K10764	bsw:IY71_01630
ko:K01494	bsw:IY71_01640
ko:K00254	bsw:IY71_01665
ko:K01259	bsw:IY71_01680
ko:K03282	bsw:IY71_01695
ko:K00643	bsw:IY71_01700
ko:K06518	bsw:IY71_01730
ko:K01918	bsw:IY71_01745
ko:K00606	bsw:IY71_01750
ko:K00528	bsw:IY71_01760
ko:K13747	bsw:IY71_01770
ko:K03327	bsw:IY71_01785
ko:K14977	bsw:IY71_01820
ko:K01945	bsw:IY71_02130
ko:K03179	bsw:IY71_02135
ko:K00275	bsw:IY71_02140
ko:K00208	bsw:IY71_02155
ko:K09778	bsw:IY71_02180
ko:K01736	bsw:IY71_02190
ko:K14652	bsw:IY71_02195
ko:K03602	bsw:IY71_02205
ko:K06911	bsw:IY71_02225
ko:K01662	bsw:IY71_02230
ko:K06442	bsw:IY71_02235
ko:K03215	bsw:IY71_02240
ko:K06966	bsw:IY71_02245
ko:K06147	bsw:IY71_02265
ko:K01613	bsw:IY71_02270
ko:K17103	bsw:IY71_02275
ko:K00764	bsw:IY71_02285
ko:K03558	bsw:IY71_02290
ko:K04485	bsw:IY71_02295
ko:K00574	bsw:IY71_02305
ko:K02939	bsw:IY71_02310
ko:K02963	bsw:IY71_02320
ko:K02990	bsw:IY71_02325
ko:K00645	bsw:IY71_02330
ko:K00059	bsw:IY71_02335
ko:K02078	bsw:IY71_02340
ko:K09458	bsw:IY71_02345
ko:K07082	bsw:IY71_02355
ko:K00942	bsw:IY71_02365
ko:K03568	bsw:IY71_02370
ko:K02275	bsw:IY71_02380
ko:K02274	bsw:IY71_02385
ko:K02258	bsw:IY71_02400
ko:K02276	bsw:IY71_02405
ko:K14998	bsw:IY71_02415
ko:K03527	bsw:IY71_02420
ko:K02204	bsw:IY71_02425
ko:K03469	bsw:IY71_02430
ko:K10439	bsw:IY71_02785
ko:K01805	bsw:IY71_02800
ko:K00854	bsw:IY71_02805
ko:K02529	bsw:IY71_02810
ko:K02167	bsw:IY71_02830
ko:K07341	bsw:IY71_02845
ko:K03284	bsw:IY71_02855
ko:K03449	bsw:IY71_02865
ko:K06915	bsw:IY71_02875
ko:K01560	bsw:IY71_02885
ko:K04564	bsw:IY71_02890
ko:K01354	bsw:IY71_02900
ko:K02433	bsw:IY71_02925
ko:K02426	bsw:IY71_02930
ko:K11357	bsw:IY71_02945
ko:K02200	bsw:IY71_03100
ko:K01883	bsw:IY71_03425
ko:K01649	bsw:IY71_03430
ko:K05786	bsw:IY71_03435
ko:K02528	bsw:IY71_03445
ko:K00097	bsw:IY71_03450
ko:K03771	bsw:IY71_03455
ko:K04744	bsw:IY71_03460
ko:K11720	bsw:IY71_03465
ko:K07091	bsw:IY71_03470
ko:K01255	bsw:IY71_03475
ko:K02339	bsw:IY71_03480
ko:K06158	bsw:IY71_03490
ko:K00940	bsw:IY71_03500
ko:K09914	bsw:IY71_03505
ko:K03635	bsw:IY71_03510
ko:K03636	bsw:IY71_03515
ko:K03703	bsw:IY71_03525
ko:K16079	bsw:IY71_03535
ko:K00799	bsw:IY71_03540
ko:K01166	bsw:IY71_03545
ko:K07115	bsw:IY71_03555
ko:K11175	bsw:IY71_03575
ko:K01933	bsw:IY71_03580
ko:K01784	bsw:IY71_03595
ko:K03303	bsw:IY71_03615
ko:K00939	bsw:IY71_03645
ko:K00330	bsw:IY71_04020
ko:K00331	bsw:IY71_04025
ko:K00332	bsw:IY71_04030
ko:K00333	bsw:IY71_04035
ko:K00334	bsw:IY71_04040
ko:K00337	bsw:IY71_04055
ko:K00338	bsw:IY71_04060
ko:K00339	bsw:IY71_04065
ko:K00340	bsw:IY71_04070
ko:K00341	bsw:IY71_04075
ko:K00342	bsw:IY71_04080
ko:K00343	bsw:IY71_04085
ko:K03524	bsw:IY71_04090
ko:K12574	bsw:IY71_04095
ko:K05606	bsw:IY71_04100
ko:K01881	bsw:IY71_04110
ko:K09808	bsw:IY71_04115
ko:K09810	bsw:IY71_04120
ko:K02337	bsw:IY71_04130
ko:K02986	bsw:IY71_04155
ko:K14058	bsw:IY71_04160
ko:K07552	bsw:IY71_04170
ko:K07390	bsw:IY71_04175
ko:K01952	bsw:IY71_04185
ko:K01952	bsw:IY71_04200
ko:K01952	bsw:IY71_04205
ko:K01923	bsw:IY71_04210
ko:K02510	bsw:IY71_04220
ko:K07002	bsw:IY71_04225
ko:K07104	bsw:IY71_04230
ko:K01756	bsw:IY71_04235
ko:K01783	bsw:IY71_04240
ko:K02517	bsw:IY71_04245
ko:K09458	bsw:IY71_04255
ko:K09458	bsw:IY71_04260
ko:K01785	bsw:IY71_04275
ko:K00874	bsw:IY71_04280
ko:K06162	bsw:IY71_04290
ko:K05539	bsw:IY71_04305
ko:K06985	bsw:IY71_04310
ko:K04487	bsw:IY71_04620
ko:K09014	bsw:IY71_04625
ko:K09013	bsw:IY71_04630
ko:K09015	bsw:IY71_04635
ko:K11717	bsw:IY71_04640
ko:K00858	bsw:IY71_04660
ko:K13628	bsw:IY71_04670
ko:K07213	bsw:IY71_04680
ko:K00573	bsw:IY71_04685
ko:K12340	bsw:IY71_04690
ko:K09991	bsw:IY71_04695
ko:K01873	bsw:IY71_04700
ko:K06076	bsw:IY71_04710
ko:K02029	bsw:IY71_04725
ko:K02029	bsw:IY71_04730
ko:K02030	bsw:IY71_04735
ko:K03753	bsw:IY71_04740
ko:K03752	bsw:IY71_04745
ko:K03639	bsw:IY71_04750
ko:K01676	bsw:IY71_04765
ko:K16079	bsw:IY71_04845
ko:K09803	bsw:IY71_04865
ko:K00537	bsw:IY71_04920
ko:K03642	bsw:IY71_04925
ko:K07258	bsw:IY71_04930
ko:K00943	bsw:IY71_04935
ko:K07712	bsw:IY71_05555
ko:K07708	bsw:IY71_05560
ko:K12506	bsw:IY71_05570
ko:K03743	bsw:IY71_05575
ko:K18588	bsw:IY71_05585
ko:K03644	bsw:IY71_05590
ko:K00382	bsw:IY71_05600
ko:K00627	bsw:IY71_05605
ko:K00162	bsw:IY71_05610
ko:K00161	bsw:IY71_05615
ko:K01689	bsw:IY71_05630
ko:K01627	bsw:IY71_05635
ko:K01937	bsw:IY71_05640
ko:K03075	bsw:IY71_05650
ko:K01803	bsw:IY71_05655
ko:K03770	bsw:IY71_05660
ko:K00766	bsw:IY71_05665
ko:K01609	bsw:IY71_05670
ko:K03637	bsw:IY71_05675
ko:K03750	bsw:IY71_05680
ko:K01356	bsw:IY71_05685
ko:K01885	bsw:IY71_05695
ko:K01647	bsw:IY71_05700
ko:K00748	bsw:IY71_05705
ko:K09949	bsw:IY71_05710
ko:K00677	bsw:IY71_05715
ko:K02372	bsw:IY71_05720
ko:K02536	bsw:IY71_05725
ko:K07277	bsw:IY71_05730
ko:K11749	bsw:IY71_05735
ko:K00806	bsw:IY71_05745
ko:K02838	bsw:IY71_05750
ko:K09903	bsw:IY71_05755
ko:K02357	bsw:IY71_05760
ko:K02967	bsw:IY71_05765
ko:K09919	bsw:IY71_05790
ko:K02503	bsw:IY71_05795
ko:K03694	bsw:IY71_05800
ko:K06891	bsw:IY71_05805
ko:K01752	bsw:IY71_05825
ko:K07735	bsw:IY71_02445
ko:K03790	bsw:IY71_02455
ko:K01733	bsw:IY71_02465
ko:K03281	bsw:IY71_02490
ko:K01560	bsw:IY71_02500
ko:K03575	bsw:IY71_02505
ko:K03529	bsw:IY71_02525
ko:K16264	bsw:IY71_02530
ko:K06996	bsw:IY71_02535
ko:K01006	bsw:IY71_02540
ko:K03523	bsw:IY71_02570
ko:K01483	bsw:IY71_02575
ko:K07127	bsw:IY71_02580
ko:K01711	bsw:IY71_02660
ko:K07039	bsw:IY71_02685
ko:K01840	bsw:IY71_02755
