ko:K00887	lpb:SH83_08180
ko:K02337	lpb:SH83_07870
ko:K03695	lpb:SH83_07880
ko:K01258	lpb:SH83_07885
ko:K06967	lpb:SH83_07895
ko:K01992	lpb:SH83_07905
ko:K01990	lpb:SH83_07910
ko:K01689	lpb:SH83_07955
ko:K01439	lpb:SH83_07970
ko:K02781	lpb:SH83_14995
ko:K02782	lpb:SH83_15000
ko:K02783	lpb:SH83_15000
ko:K02783	lpb:SH83_15005
ko:K00068	lpb:SH83_15020
ko:K02529	lpb:SH83_15030
ko:K16211	lpb:SH83_15035
ko:K01182	lpb:SH83_15040
ko:K01223	lpb:SH83_15050
ko:K01191	lpb:SH83_15060
ko:K09704	lpb:SH83_15065
ko:K10112	lpb:SH83_15080
ko:K00847	lpb:SH83_15085
ko:K07720	lpb:SH83_15090
ko:K07718	lpb:SH83_15095
ko:K17318	lpb:SH83_15110
ko:K17320	lpb:SH83_15115
ko:K17319	lpb:SH83_15120
ko:K06147	lpb:SH83_15135
ko:K06147	lpb:SH83_15140
ko:K02781	lpb:SH83_15155
ko:K02782	lpb:SH83_15160
ko:K02783	lpb:SH83_15160
ko:K02783	lpb:SH83_15165
ko:K00068	lpb:SH83_15180
ko:K06216	lpb:SH83_15185
ko:K06726	lpb:SH83_15190
ko:K00852	lpb:SH83_15195
ko:K02529	lpb:SH83_15200
ko:K04072	lpb:SH83_15205
ko:K13727	lpb:SH83_15220
ko:K02509	lpb:SH83_15225
ko:K03100	lpb:SH83_15250
ko:K03495	lpb:SH83_15275
ko:K03650	lpb:SH83_15280
ko:K06346	lpb:SH83_15285
ko:K15580	lpb:SH83_15295
ko:K03217	lpb:SH83_15300
ko:K03536	lpb:SH83_15305
ko:K03186	lpb:SH83_01155
ko:K03322	lpb:SH83_01175
ko:K02761	lpb:SH83_01225
ko:K00104	lpb:SH83_01245
ko:K07816	lpb:SH83_01255
ko:K06994	lpb:SH83_01265
ko:K01246	lpb:SH83_01270
ko:K02004	lpb:SH83_01280
ko:K02003	lpb:SH83_01285
ko:K07052	lpb:SH83_01290
ko:K07052	lpb:SH83_01295
ko:K02437	lpb:SH83_01310
ko:K00925	lpb:SH83_01335
ko:K02348	lpb:SH83_01340
ko:K03885	lpb:SH83_01350
ko:K03071	lpb:SH83_01370
ko:K11069	lpb:SH83_01375
ko:K11070	lpb:SH83_01380
ko:K11071	lpb:SH83_01385
ko:K11072	lpb:SH83_01390
ko:K07979	lpb:SH83_01420
ko:K01990	lpb:SH83_01425
ko:K03665	lpb:SH83_03625
ko:K11741	lpb:SH83_03635
ko:K03455	lpb:SH83_03655
ko:K03975	lpb:SH83_03665
ko:K03657	lpb:SH83_03670
ko:K00867	lpb:SH83_03680
ko:K01951	lpb:SH83_03685
ko:K02761	lpb:SH83_08030
ko:K01091	lpb:SH83_08035
ko:K00661	lpb:SH83_08040
ko:K07693	lpb:SH83_08085
ko:K07778	lpb:SH83_08090
ko:K01992	lpb:SH83_08095
ko:K01990	lpb:SH83_08100
ko:K03827	lpb:SH83_08105
ko:K01990	lpb:SH83_08120
ko:K01992	lpb:SH83_08125
ko:K01990	lpb:SH83_08140
ko:K07979	lpb:SH83_08145
ko:K03086	lpb:SH83_08150
ko:K01879	lpb:SH83_08160
ko:K01878	lpb:SH83_08165
ko:K03584	lpb:SH83_08170
ko:K07042	lpb:SH83_08185
ko:K09117	lpb:SH83_08195
ko:K02970	lpb:SH83_08200
ko:K09773	lpb:SH83_08205
ko:K01151	lpb:SH83_08215
ko:K07304	lpb:SH83_08230
ko:K01876	lpb:SH83_08235
ko:K01892	lpb:SH83_08240
ko:K01448	lpb:SH83_08245
ko:K07560	lpb:SH83_08260
ko:K00951	lpb:SH83_08265
ko:K09761	lpb:SH83_08275
ko:K02687	lpb:SH83_08280
ko:K03652	lpb:SH83_08285
ko:K18104	lpb:SH83_10635
ko:K00712	lpb:SH83_10640
ko:K01810	lpb:SH83_10655
ko:K05340	lpb:SH83_10660
ko:K06969	lpb:SH83_10665
ko:K09157	lpb:SH83_10680
ko:K07166	lpb:SH83_10685
ko:K08369	lpb:SH83_10705
ko:K03719	lpb:SH83_10725
ko:K02802	lpb:SH83_10765
ko:K02803	lpb:SH83_10765
ko:K02804	lpb:SH83_10765
ko:K00077	lpb:SH83_10770
ko:K00003	lpb:SH83_10780
ko:K01740	lpb:SH83_10785
ko:K00651	lpb:SH83_10790
ko:K01989	lpb:SH83_10795
ko:K05832	lpb:SH83_10800
ko:K05833	lpb:SH83_10805
ko:K00661	lpb:SH83_10825
ko:K00817	lpb:SH83_10830
ko:K01523	lpb:SH83_10835
ko:K01496	lpb:SH83_10840
ko:K02500	lpb:SH83_10845
ko:K01814	lpb:SH83_10850
ko:K02501	lpb:SH83_10855
ko:K01693	lpb:SH83_10860
ko:K00013	lpb:SH83_10865
ko:K00765	lpb:SH83_10870
ko:K02502	lpb:SH83_10875
ko:K04486	lpb:SH83_10880
ko:K00133	lpb:SH83_10905
ko:K01442	lpb:SH83_10910
ko:K19005	lpb:SH83_10940
ko:K01126	lpb:SH83_10945
ko:K03469	lpb:SH83_10980
ko:K05340	lpb:SH83_10985
ko:K04069	lpb:SH83_10995
ko:K00656	lpb:SH83_11005
ko:K03316	lpb:SH83_11045
ko:K01662	lpb:SH83_11050
ko:K01990	lpb:SH83_11065
ko:K06889	lpb:SH83_11080
ko:K00158	lpb:SH83_11110
ko:K06889	lpb:SH83_11120
ko:K01739	lpb:SH83_11130
ko:K03800	lpb:SH83_11160
ko:K06180	lpb:SH83_11175
ko:K03976	lpb:SH83_11225
ko:K06950	lpb:SH83_11235
ko:K13993	lpb:SH83_11255
ko:K03647	lpb:SH83_11270
ko:K03316	lpb:SH83_11275
ko:K00036	lpb:SH83_11300
ko:K00375	lpb:SH83_11305
ko:K00841	lpb:SH83_11310
ko:K01714	lpb:SH83_11315
ko:K07090	lpb:SH83_11320
ko:K16898	lpb:SH83_11340
ko:K16899	lpb:SH83_11345
ko:K09936	lpb:SH83_11350
ko:K00762	lpb:SH83_11355
ko:K01591	lpb:SH83_11360
ko:K17828	lpb:SH83_11365
ko:K01955	lpb:SH83_11370
ko:K01956	lpb:SH83_11375
ko:K01465	lpb:SH83_11380
ko:K00609	lpb:SH83_11385
ko:K02825	lpb:SH83_11390
ko:K09684	lpb:SH83_11395
ko:K16169	lpb:SH83_11400
ko:K06901	lpb:SH83_11405
ko:K01945	lpb:SH83_11435
ko:K00602	lpb:SH83_11440
ko:K11175	lpb:SH83_11445
ko:K01933	lpb:SH83_11450
ko:K00764	lpb:SH83_11455
ko:K01952	lpb:SH83_11460
ko:K01952	lpb:SH83_11465
ko:K01952	lpb:SH83_11470
ko:K01923	lpb:SH83_11475
ko:K01589	lpb:SH83_11480
ko:K01588	lpb:SH83_11485
ko:K03800	lpb:SH83_11500
ko:K01104	lpb:SH83_11505
ko:K01674	lpb:SH83_11510
ko:K01424	lpb:SH83_11520
ko:K02003	lpb:SH83_11525
ko:K02004	lpb:SH83_11530
ko:K01990	lpb:SH83_11545
ko:K14155	lpb:SH83_11585
ko:K01733	lpb:SH83_11610
ko:K00661	lpb:SH83_11625
ko:K01515	lpb:SH83_11630
ko:K10039	lpb:SH83_03555
ko:K10040	lpb:SH83_03560
ko:K10040	lpb:SH83_03565
ko:K03294	lpb:SH83_03590
ko:K07090	lpb:SH83_03615
ko:K02348	lpb:SH83_05760
ko:K01887	lpb:SH83_05765
ko:K02759	lpb:SH83_05795
ko:K02760	lpb:SH83_05800
ko:K02761	lpb:SH83_05805
ko:K01223	lpb:SH83_05810
ko:K14188	lpb:SH83_05825
ko:K06895	lpb:SH83_05835
ko:K03402	lpb:SH83_05845
ko:K12555	lpb:SH83_05850
ko:K03698	lpb:SH83_05870
ko:K00244	lpb:SH83_05895
ko:K11752	lpb:SH83_05930
ko:K00793	lpb:SH83_05935
ko:K14652	lpb:SH83_05940
ko:K00794	lpb:SH83_05945
ko:K09962	lpb:SH83_05950
ko:K07533	lpb:SH83_06000
ko:K02503	lpb:SH83_06010
ko:K01990	lpb:SH83_06015
ko:K01992	lpb:SH83_06020
ko:K00759	lpb:SH83_08850
ko:K07462	lpb:SH83_08855
ko:K07124	lpb:SH83_08865
ko:K00784	lpb:SH83_08870
ko:K03979	lpb:SH83_08880
ko:K03436	lpb:SH83_08885
ko:K00882	lpb:SH83_08890
ko:K02768	lpb:SH83_08895
ko:K02769	lpb:SH83_08895
ko:K02770	lpb:SH83_08895
ko:K01784	lpb:SH83_08935
ko:K01104	lpb:SH83_08940
ko:K03703	lpb:SH83_08955
ko:K02028	lpb:SH83_08960
ko:K02029	lpb:SH83_08965
ko:K02030	lpb:SH83_08965
ko:K03978	lpb:SH83_08980
ko:K03544	lpb:SH83_08985
ko:K03545	lpb:SH83_08990
ko:K02358	lpb:SH83_08995
ko:K12574	lpb:SH83_09005
ko:K01714	lpb:SH83_09010
ko:K02956	lpb:SH83_09020
ko:K02968	lpb:SH83_09025
ko:K02340	lpb:SH83_09030
ko:K02238	lpb:SH83_09035
ko:K02237	lpb:SH83_09045
ko:K07177	lpb:SH83_09050
ko:K00954	lpb:SH83_09055
ko:K01958	lpb:SH83_09070
ko:K03588	lpb:SH83_09075
ko:K06207	lpb:SH83_09100
ko:K01092	lpb:SH83_09105
ko:K00382	lpb:SH83_09120
ko:K00627	lpb:SH83_09125
ko:K00162	lpb:SH83_09130
ko:K00161	lpb:SH83_09135
ko:K08602	lpb:SH83_09415
ko:K06198	lpb:SH83_09420
ko:K16511	lpb:SH83_09425
ko:K16509	lpb:SH83_09430
ko:K07570	lpb:SH83_09590
ko:K03768	lpb:SH83_09595
ko:K03975	lpb:SH83_09600
ko:K00925	lpb:SH83_09635
ko:K02246	lpb:SH83_09655
ko:K02245	lpb:SH83_09660
ko:K02244	lpb:SH83_09665
ko:K02243	lpb:SH83_09670
ko:K00852	lpb:SH83_09675
ko:K09004	lpb:SH83_09685
ko:K02529	lpb:SH83_09695
ko:K06147	lpb:SH83_10240
ko:K06147	lpb:SH83_10245
ko:K07584	lpb:SH83_10385
ko:K01624	lpb:SH83_01440
ko:K08659	lpb:SH83_01460
ko:K03523	lpb:SH83_01470
ko:K03524	lpb:SH83_01475
ko:K02073	lpb:SH83_01485
ko:K02071	lpb:SH83_01490
ko:K02072	lpb:SH83_01495
ko:K00077	lpb:SH83_01500
ko:K08969	lpb:SH83_01505
ko:K09692	lpb:SH83_01515
ko:K09693	lpb:SH83_01520
ko:K03320	lpb:SH83_01540
ko:K00016	lpb:SH83_01545
ko:K01807	lpb:SH83_01560
ko:K08987	lpb:SH83_01570
ko:K06910	lpb:SH83_01575
ko:K09384	lpb:SH83_01580
ko:K02160	lpb:SH83_01595
ko:K12700	lpb:SH83_01600
ko:K03469	lpb:SH83_01615
ko:K05845	lpb:SH83_01620
ko:K05846	lpb:SH83_01620
ko:K05847	lpb:SH83_01625
ko:K00383	lpb:SH83_01630
ko:K00864	lpb:SH83_01635
ko:K00105	lpb:SH83_01640
ko:K02440	lpb:SH83_01645
ko:K07052	lpb:SH83_03795
ko:K02759	lpb:SH83_03875
ko:K01256	lpb:SH83_03885
ko:K01153	lpb:SH83_03890
ko:K03427	lpb:SH83_03895
ko:K01154	lpb:SH83_03900
ko:K07491	lpb:SH83_03930
ko:K01118	lpb:SH83_03965
ko:K01893	lpb:SH83_03970
ko:K01914	lpb:SH83_03975
ko:K08659	lpb:SH83_03980
ko:K03740	lpb:SH83_08305
ko:K03596	lpb:SH83_08300
ko:K14188	lpb:SH83_08310
ko:K03739	lpb:SH83_08315
ko:K03367	lpb:SH83_08320
ko:K03686	lpb:SH83_08335
ko:K04043	lpb:SH83_08340
ko:K03687	lpb:SH83_08345
ko:K03705	lpb:SH83_08350
ko:K01575	lpb:SH83_08355
ko:K11753	lpb:SH83_08360
ko:K03177	lpb:SH83_08365
ko:K00891	lpb:SH83_08370
ko:K04517	lpb:SH83_08375
ko:K00800	lpb:SH83_08380
ko:K01736	lpb:SH83_08390
ko:K02834	lpb:SH83_08400
ko:K02519	lpb:SH83_08405
ko:K07742	lpb:SH83_08415
ko:K02600	lpb:SH83_08420
ko:K09748	lpb:SH83_08425
ko:K03763	lpb:SH83_08430
ko:K01881	lpb:SH83_08435
ko:K11749	lpb:SH83_08440
ko:K00981	lpb:SH83_08445
ko:K00806	lpb:SH83_08450
ko:K02838	lpb:SH83_08455
ko:K09903	lpb:SH83_08460
ko:K02357	lpb:SH83_08465
ko:K02967	lpb:SH83_08470
ko:K07025	lpb:SH83_08475
ko:K03778	lpb:SH83_08480
ko:K07461	lpb:SH83_08485
ko:K00655	lpb:SH83_08495
ko:K09976	lpb:SH83_08500
ko:K01356	lpb:SH83_08510
ko:K01641	lpb:SH83_08520
ko:K02049	lpb:SH83_08555
ko:K02050	lpb:SH83_08560
ko:K05837	lpb:SH83_08565
ko:K00059	lpb:SH83_11640
ko:K09963	lpb:SH83_11650
ko:K07105	lpb:SH83_11665
ko:K00763	lpb:SH83_11670
ko:K01990	lpb:SH83_11685
ko:K01753	lpb:SH83_11690
ko:K01223	lpb:SH83_11695
ko:K01223	lpb:SH83_11700
ko:K02759	lpb:SH83_11705
ko:K02760	lpb:SH83_11710
ko:K03489	lpb:SH83_11715
ko:K00077	lpb:SH83_11740
ko:K07491	lpb:SH83_11755
ko:K06988	lpb:SH83_11760
ko:K03785	lpb:SH83_11790
ko:K01866	lpb:SH83_11845
ko:K07150	lpb:SH83_11870
ko:K11102	lpb:SH83_11885
ko:K08996	lpb:SH83_11890
ko:K02004	lpb:SH83_11895
ko:K02003	lpb:SH83_11900
ko:K16923	lpb:SH83_11905
ko:K07088	lpb:SH83_11930
ko:K01744	lpb:SH83_11935
ko:K01560	lpb:SH83_11945
ko:K03817	lpb:SH83_11960
ko:K00712	lpb:SH83_11975
ko:K00712	lpb:SH83_11980
ko:K00567	lpb:SH83_11995
ko:K01990	lpb:SH83_12000
ko:K01992	lpb:SH83_12005
ko:K01607	lpb:SH83_12015
ko:K01439	lpb:SH83_12030
ko:K02004	lpb:SH83_12035
ko:K02003	lpb:SH83_12040
ko:K10773	lpb:SH83_12045
ko:K00661	lpb:SH83_12050
ko:K03100	lpb:SH83_12055
ko:K03100	lpb:SH83_12060
ko:K00661	lpb:SH83_12125
ko:K07025	lpb:SH83_12130
ko:K06988	lpb:SH83_12140
ko:K14155	lpb:SH83_12145
ko:K01421	lpb:SH83_12185
ko:K15051	lpb:SH83_12200
ko:K07052	lpb:SH83_12220
ko:K03701	lpb:SH83_12240
ko:K06902	lpb:SH83_12255
ko:K01462	lpb:SH83_12315
ko:K03734	lpb:SH83_12320
ko:K03182	lpb:SH83_12350
ko:K06889	lpb:SH83_12375
ko:K07035	lpb:SH83_12380
ko:K18104	lpb:SH83_12425
ko:K02802	lpb:SH83_12440
ko:K02803	lpb:SH83_12440
ko:K02804	lpb:SH83_12440
ko:K05833	lpb:SH83_12445
ko:K05832	lpb:SH83_12450
ko:K01989	lpb:SH83_12455
ko:K03439	lpb:SH83_06030
ko:K06878	lpb:SH83_06040
ko:K03466	lpb:SH83_06045
ko:K01924	lpb:SH83_06050
ko:K04759	lpb:SH83_06055
ko:K04758	lpb:SH83_06060
ko:K09013	lpb:SH83_06065
ko:K09015	lpb:SH83_06070
ko:K11717	lpb:SH83_06075
ko:K04488	lpb:SH83_06080
ko:K09014	lpb:SH83_06085
ko:K02016	lpb:SH83_06090
ko:K02013	lpb:SH83_06095
ko:K02015	lpb:SH83_06100
ko:K03635	lpb:SH83_06110
ko:K03636	lpb:SH83_06115
ko:K03639	lpb:SH83_06120
ko:K02575	lpb:SH83_06125
ko:K07696	lpb:SH83_06155
ko:K07683	lpb:SH83_06160
ko:K10851	lpb:SH83_06165
ko:K03752	lpb:SH83_06175
ko:K03637	lpb:SH83_06180
ko:K03753	lpb:SH83_06185
ko:K03750	lpb:SH83_06190
ko:K03638	lpb:SH83_06195
ko:K00370	lpb:SH83_06205
ko:K00371	lpb:SH83_06210
ko:K00373	lpb:SH83_06215
ko:K00374	lpb:SH83_06220
ko:K06890	lpb:SH83_06260
ko:K10563	lpb:SH83_06270
ko:K00859	lpb:SH83_06275
ko:K07738	lpb:SH83_06280
ko:K03346	lpb:SH83_06285
ko:K11144	lpb:SH83_06290
ko:K01868	lpb:SH83_06295
ko:K02520	lpb:SH83_06300
ko:K02916	lpb:SH83_06305
ko:K02887	lpb:SH83_06310
ko:K01462	lpb:SH83_09140
ko:K12574	lpb:SH83_09155
ko:K00948	lpb:SH83_09175
ko:K03581	lpb:SH83_09180
ko:K03499	lpb:SH83_09210
ko:K03498	lpb:SH83_09215
ko:K00566	lpb:SH83_09220
ko:K04487	lpb:SH83_09230
ko:K01243	lpb:SH83_09235
ko:K01515	lpb:SH83_09245
ko:K01778	lpb:SH83_09250
ko:K01870	lpb:SH83_09255
ko:K04074	lpb:SH83_09260
ko:K02221	lpb:SH83_09270
ko:K09772	lpb:SH83_09275
ko:K03531	lpb:SH83_09280
ko:K03590	lpb:SH83_09285
ko:K03589	lpb:SH83_09290
ko:K02563	lpb:SH83_09295
ko:K01925	lpb:SH83_09300
ko:K01000	lpb:SH83_09305
ko:K08724	lpb:SH83_09310
ko:K03438	lpb:SH83_09320
ko:K03925	lpb:SH83_09325
ko:K03284	lpb:SH83_09335
ko:K03466	lpb:SH83_09340
ko:K03216	lpb:SH83_09345
ko:K07118	lpb:SH83_09350
ko:K07491	lpb:SH83_09355
ko:K03311	lpb:SH83_09360
ko:K00563	lpb:SH83_09365
ko:K02954	lpb:SH83_09370
ko:K02781	lpb:SH83_09380
ko:K07404	lpb:SH83_09385
ko:K06201	lpb:SH83_09390
ko:K06180	lpb:SH83_09395
ko:K00858	lpb:SH83_09400
ko:K07816	lpb:SH83_09405
ko:K05823	lpb:SH83_09725
ko:K05822	lpb:SH83_09730
ko:K07095	lpb:SH83_09740
ko:K02428	lpb:SH83_09745
ko:K01776	lpb:SH83_09750
ko:K03671	lpb:SH83_09760
ko:K07456	lpb:SH83_09765
ko:K09888	lpb:SH83_09770
ko:K07447	lpb:SH83_09780
ko:K01872	lpb:SH83_09790
ko:K18692	lpb:SH83_09795
ko:K02346	lpb:SH83_09805
ko:K03210	lpb:SH83_09810
ko:K00773	lpb:SH83_09815
ko:K07568	lpb:SH83_09820
ko:K03551	lpb:SH83_09825
ko:K03550	lpb:SH83_09830
ko:K03572	lpb:SH83_09850
ko:K03555	lpb:SH83_09855
ko:K09769	lpb:SH83_09860
ko:K18682	lpb:SH83_09865
ko:K03742	lpb:SH83_09875
ko:K00995	lpb:SH83_09880
ko:K00928	lpb:SH83_09900
ko:K02030	lpb:SH83_09905
ko:K02028	lpb:SH83_09910
ko:K02029	lpb:SH83_09915
ko:K03609	lpb:SH83_09920
ko:K03610	lpb:SH83_09925
ko:K03571	lpb:SH83_09930
ko:K03570	lpb:SH83_09935
ko:K03569	lpb:SH83_09940
ko:K11754	lpb:SH83_09950
ko:K01873	lpb:SH83_09955
ko:K11065	lpb:SH83_09960
ko:K03151	lpb:SH83_09970
ko:K07258	lpb:SH83_13310
ko:K00088	lpb:SH83_13335
ko:K06942	lpb:SH83_13345
ko:K03497	lpb:SH83_13355
ko:K03496	lpb:SH83_13360
ko:K03497	lpb:SH83_13365
ko:K03501	lpb:SH83_13370
ko:K16323	lpb:SH83_13375
ko:K02424	lpb:SH83_13395
ko:K10009	lpb:SH83_13400
ko:K10010	lpb:SH83_13405
ko:K02424	lpb:SH83_13410
ko:K10947	lpb:SH83_13420
ko:K07491	lpb:SH83_13435
ko:K02808	lpb:SH83_13440
ko:K02809	lpb:SH83_13440
ko:K02810	lpb:SH83_13440
ko:K01187	lpb:SH83_13445
ko:K02069	lpb:SH83_13465
ko:K02068	lpb:SH83_13470
ko:K00847	lpb:SH83_13495
ko:K02770	lpb:SH83_13505
ko:K02769	lpb:SH83_13510
ko:K02768	lpb:SH83_13515
ko:K02755	lpb:SH83_13535
ko:K02756	lpb:SH83_13535
ko:K02757	lpb:SH83_13535
ko:K07457	lpb:SH83_13540
ko:K09825	lpb:SH83_13565
ko:K05338	lpb:SH83_13590
ko:K05339	lpb:SH83_13595
ko:K06973	lpb:SH83_13605
ko:K10027	lpb:SH83_13610
ko:K02291	lpb:SH83_13615
ko:K06889	lpb:SH83_13620
ko:K00865	lpb:SH83_13625
ko:K00383	lpb:SH83_13630
ko:K01756	lpb:SH83_13640
ko:K01939	lpb:SH83_13645
ko:K00364	lpb:SH83_13650
ko:K01104	lpb:SH83_13655
ko:K06131	lpb:SH83_13660
ko:K03294	lpb:SH83_13670
ko:K03549	lpb:SH83_13675
ko:K03297	lpb:SH83_13695
ko:K03297	lpb:SH83_13700
ko:K11068	lpb:SH83_13705
ko:K16264	lpb:SH83_13715
ko:K01246	lpb:SH83_13720
ko:K00796	lpb:SH83_13725
ko:K11754	lpb:SH83_13735
ko:K01495	lpb:SH83_13740
ko:K00950	lpb:SH83_13745
ko:K01633	lpb:SH83_13750
ko:K02077	lpb:SH83_13760
ko:K00656	lpb:SH83_13800
ko:K04069	lpb:SH83_13805
ko:K03451	lpb:SH83_13840
ko:K03311	lpb:SH83_01755
ko:K07706	lpb:SH83_01815
ko:K07483	lpb:SH83_01830
ko:K07052	lpb:SH83_01865
ko:K07052	lpb:SH83_01870
ko:K07052	lpb:SH83_01875
ko:K07052	lpb:SH83_01880
ko:K01867	lpb:SH83_01905
ko:K02761	lpb:SH83_01915
ko:K02761	lpb:SH83_01930
ko:K01223	lpb:SH83_01935
ko:K01524	lpb:SH83_01965
ko:K00054	lpb:SH83_01970
ko:K12410	lpb:SH83_01980
ko:K01874	lpb:SH83_01995
ko:K03424	lpb:SH83_02005
ko:K05985	lpb:SH83_02010
ko:K02528	lpb:SH83_02015
ko:K00919	lpb:SH83_02025
ko:K02074	lpb:SH83_02035
ko:K02075	lpb:SH83_02040
ko:K09685	lpb:SH83_02045
ko:K03654	lpb:SH83_04000
ko:K06180	lpb:SH83_04005
ko:K01928	lpb:SH83_04060
ko:K00928	lpb:SH83_04065
ko:K01953	lpb:SH83_04070
ko:K03709	lpb:SH83_04115
ko:K03704	lpb:SH83_04120
ko:K01652	lpb:SH83_04160
ko:K11733	lpb:SH83_04165
ko:K07260	lpb:SH83_04170
ko:K01875	lpb:SH83_04180
ko:K03708	lpb:SH83_04220
ko:K03696	lpb:SH83_04225
ko:K03043	lpb:SH83_04235
ko:K03046	lpb:SH83_04240
ko:K02950	lpb:SH83_04250
ko:K02992	lpb:SH83_04255
ko:K02355	lpb:SH83_04260
ko:K02946	lpb:SH83_04265
ko:K02906	lpb:SH83_04270
ko:K02926	lpb:SH83_04275
ko:K02892	lpb:SH83_04280
ko:K02886	lpb:SH83_04285
ko:K02965	lpb:SH83_04290
ko:K04767	lpb:SH83_12480
ko:K01996	lpb:SH83_12485
ko:K01995	lpb:SH83_12490
ko:K01998	lpb:SH83_12495
ko:K01997	lpb:SH83_12500
ko:K01999	lpb:SH83_12505
ko:K03322	lpb:SH83_12530
ko:K02760	lpb:SH83_12595
ko:K02761	lpb:SH83_12600
ko:K01223	lpb:SH83_12605
ko:K02077	lpb:SH83_12640
ko:K01246	lpb:SH83_12650
ko:K03502	lpb:SH83_12665
ko:K06910	lpb:SH83_12695
ko:K18892	lpb:SH83_12725
ko:K18891	lpb:SH83_12730
ko:K00055	lpb:SH83_12775
ko:K17686	lpb:SH83_12780
ko:K07343	lpb:SH83_12805
ko:K07706	lpb:SH83_12810
ko:K01953	lpb:SH83_12895
ko:K07707	lpb:SH83_12900
ko:K07706	lpb:SH83_12905
ko:K00135	lpb:SH83_12925
ko:K02016	lpb:SH83_12980
ko:K02013	lpb:SH83_12985
ko:K02015	lpb:SH83_12990
ko:K02015	lpb:SH83_12995
ko:K19265	lpb:SH83_14455
ko:K12952	lpb:SH83_04785
ko:K19265	lpb:SH83_00875
ko:K00020	lpb:SH83_10815
ko:K03722	lpb:SH83_07230
ko:K01992	lpb:SH83_07455
ko:K01992	lpb:SH83_11680
ko:K19271	lpb:SH83_07430
ko:K04771	lpb:SH83_00180
ko:K19267	lpb:SH83_13485
ko:K01215	lpb:SH83_15105
ko:K19302	lpb:SH83_05500
ko:K06881	lpb:SH83_05725
ko:K06881	lpb:SH83_09800
ko:K00984	lpb:SH83_00405
ko:K02796	lpb:SH83_02510
ko:K01977	lpb:SH83_02325
ko:K01977	lpb:SH83_09580
ko:K01977	lpb:SH83_11835
ko:K01977	lpb:SH83_13785
ko:K01977	lpb:SH83_05330
ko:K01978	lpb:SH83_15310
ko:K19784	lpb:SH83_01025
ko:K00547	lpb:SH83_05700
ko:K00297	lpb:SH83_05700
ko:K07707	lpb:SH83_01835
ko:K07707	lpb:SH83_01820
ko:K21636	lpb:SH83_12305
ko:K20861	lpb:SH83_12230
ko:K19975	lpb:SH83_04540
ko:K05770	lpb:SH83_07090
ko:K19976	lpb:SH83_04535
ko:K20074	lpb:SH83_06735
ko:K18907	lpb:SH83_05830
ko:K12132	lpb:SH83_06740
ko:K01980	lpb:SH83_02330
ko:K01980	lpb:SH83_13780
ko:K01980	lpb:SH83_11830
ko:K01980	lpb:SH83_09575
ko:K01980	lpb:SH83_05335
ko:K01985	lpb:SH83_02335
ko:K01985	lpb:SH83_13775
ko:K01985	lpb:SH83_05340
ko:K01985	lpb:SH83_11825
ko:K01985	lpb:SH83_09570
ko:K01985	lpb:SH83_09555
ko:K01985	lpb:SH83_09540
ko:K00525	lpb:SH83_02740
ko:K20344	lpb:SH83_01855
ko:K18889	lpb:SH83_12165
ko:K18890	lpb:SH83_12160
ko:K20708	lpb:SH83_07165
ko:K22103	lpb:SH83_07980
ko:K20742	lpb:SH83_10720
ko:K01208	lpb:SH83_11605
ko:K01023	lpb:SH83_05730
ko:K21030	lpb:SH83_07555
ko:K21064	lpb:SH83_07175
ko:K21029	lpb:SH83_06200
ko:K08968	lpb:SH83_09990
ko:K00821	lpb:SH83_02230
ko:K14229	lpb:SH83_00150
ko:K14219	lpb:SH83_04205
ko:K14219	lpb:SH83_09510
ko:K14228	lpb:SH83_04200
ko:K14228	lpb:SH83_09515
ko:K14225	lpb:SH83_04195
ko:K14225	lpb:SH83_09520
ko:K14227	lpb:SH83_09465
ko:K14220	lpb:SH83_02340
ko:K14220	lpb:SH83_05345
ko:K14234	lpb:SH83_02345
ko:K14234	lpb:SH83_04190
ko:K14236	lpb:SH83_02360
ko:K14236	lpb:SH83_05370
ko:K14223	lpb:SH83_02365
ko:K14228	lpb:SH83_05395
ko:K14228	lpb:SH83_05675
ko:K14219	lpb:SH83_06600
ko:K14232	lpb:SH83_04215
ko:K14233	lpb:SH83_05350
ko:K14233	lpb:SH83_08570
ko:K14233	lpb:SH83_09460
ko:K14233	lpb:SH83_09490
ko:K14224	lpb:SH83_05355
ko:K14224	lpb:SH83_09455
ko:K14224	lpb:SH83_10595
ko:K14231	lpb:SH83_05365
ko:K14231	lpb:SH83_09475
ko:K01071	lpb:SH83_02805
ko:K02315	lpb:SH83_08720
ko:K01493	lpb:SH83_09040
ko:K07474	lpb:SH83_10400
ko:K07474	lpb:SH83_06240
ko:K03553	lpb:SH83_09870
ko:K03546	lpb:SH83_06430
ko:K00857	lpb:SH83_10195
ko:K02314	lpb:SH83_00060
ko:K00287	lpb:SH83_07745
ko:K00560	lpb:SH83_07750
ko:K02316	lpb:SH83_08155
ko:K06217	lpb:SH83_08190
ko:K01185	lpb:SH83_11165
ko:K04068	lpb:SH83_12300
ko:K01520	lpb:SH83_02630
ko:K06191	lpb:SH83_02745
ko:K02335	lpb:SH83_06265
ko:K02035	lpb:SH83_00080
ko:K00001	lpb:SH83_00360
ko:K00001	lpb:SH83_06910
ko:K00001	lpb:SH83_12105
