ko:K01006	lmw:LMOSLCC2755_1928
ko:K05995	lmw:LMOSLCC2755_0363
ko:K06193	lmw:LMOSLCC2755_0367
ko:K02761	lmw:LMOSLCC2755_0370
ko:K02760	lmw:LMOSLCC2755_0371
ko:K06608	lmw:LMOSLCC2755_0380
ko:K00140	lmw:LMOSLCC2755_0381
ko:K03337	lmw:LMOSLCC2755_0382
ko:K03338	lmw:LMOSLCC2755_0383
ko:K03336	lmw:LMOSLCC2755_0384
ko:K03648	lmw:LMOSLCC2755_0388
ko:K00286	lmw:LMOSLCC2755_0394
ko:K04024	lmw:LMOSLCC2755_1153
ko:K13922	lmw:LMOSLCC2755_1157
ko:K02440	lmw:LMOSLCC2755_1159
ko:K00925	lmw:LMOSLCC2755_1160
ko:K04019	lmw:LMOSLCC2755_1167
ko:K03735	lmw:LMOSLCC2755_1168
ko:K03736	lmw:LMOSLCC2755_1169
ko:K04026	lmw:LMOSLCC2755_1170
ko:K04032	lmw:LMOSLCC2755_1174
ko:K04023	lmw:LMOSLCC2755_1179
ko:K04030	lmw:LMOSLCC2755_1180
ko:K02224	lmw:LMOSLCC2755_1184
ko:K02227	lmw:LMOSLCC2755_1185
ko:K06042	lmw:LMOSLCC2755_1186
ko:K02188	lmw:LMOSLCC2755_1187
ko:K02191	lmw:LMOSLCC2755_1189
ko:K05936	lmw:LMOSLCC2755_1190
ko:K05895	lmw:LMOSLCC2755_1192
ko:K13542	lmw:LMOSLCC2755_1193
ko:K03394	lmw:LMOSLCC2755_1195
ko:K01783	lmw:LMOSLCC2755_1879
ko:K06949	lmw:LMOSLCC2755_1880
ko:K03500	lmw:LMOSLCC2755_1883
ko:K00604	lmw:LMOSLCC2755_1884
ko:K04066	lmw:LMOSLCC2755_1885
ko:K13038	lmw:LMOSLCC2755_1886
ko:K03060	lmw:LMOSLCC2755_1887
ko:K00942	lmw:LMOSLCC2755_1888
ko:K00762	lmw:LMOSLCC2755_1892
ko:K01591	lmw:LMOSLCC2755_1893
ko:K01955	lmw:LMOSLCC2755_1896
ko:K01956	lmw:LMOSLCC2755_1897
ko:K01465	lmw:LMOSLCC2755_1898
ko:K00609	lmw:LMOSLCC2755_1899
ko:K02825	lmw:LMOSLCC2755_1901
ko:K06180	lmw:LMOSLCC2755_1904
ko:K03101	lmw:LMOSLCC2755_1905
ko:K06901	lmw:LMOSLCC2755_1906
ko:K03327	lmw:LMOSLCC2755_1907
ko:K03797	lmw:LMOSLCC2755_1912
ko:K02996	lmw:LMOSLCC2755_2609
ko:K02871	lmw:LMOSLCC2755_2610
ko:K06173	lmw:LMOSLCC2755_2611
ko:K07507	lmw:LMOSLCC2755_2615
ko:K02879	lmw:LMOSLCC2755_2618
ko:K03040	lmw:LMOSLCC2755_2619
ko:K02948	lmw:LMOSLCC2755_2620
ko:K02952	lmw:LMOSLCC2755_2621
ko:K02919	lmw:LMOSLCC2755_2622
ko:K02518	lmw:LMOSLCC2755_2623
ko:K03076	lmw:LMOSLCC2755_2625
ko:K02876	lmw:LMOSLCC2755_2626
ko:K02907	lmw:LMOSLCC2755_2627
ko:K02988	lmw:LMOSLCC2755_2628
ko:K02881	lmw:LMOSLCC2755_2629
ko:K02933	lmw:LMOSLCC2755_2630
ko:K02994	lmw:LMOSLCC2755_2631
ko:K02954	lmw:LMOSLCC2755_2633
ko:K02931	lmw:LMOSLCC2755_2634
ko:K02895	lmw:LMOSLCC2755_2635
ko:K02874	lmw:LMOSLCC2755_2636
ko:K02961	lmw:LMOSLCC2755_2637
ko:K02904	lmw:LMOSLCC2755_2638
ko:K02878	lmw:LMOSLCC2755_2639
ko:K02982	lmw:LMOSLCC2755_2640
ko:K02890	lmw:LMOSLCC2755_2641
ko:K02965	lmw:LMOSLCC2755_2642
ko:K02886	lmw:LMOSLCC2755_2643
ko:K02892	lmw:LMOSLCC2755_2644
ko:K02926	lmw:LMOSLCC2755_2645
ko:K02906	lmw:LMOSLCC2755_2646
ko:K02003	lmw:LMOSLCC2755_0402
ko:K03306	lmw:LMOSLCC2755_0413
ko:K07238	lmw:LMOSLCC2755_0422
ko:K01421	lmw:LMOSLCC2755_0449
ko:K01442	lmw:LMOSLCC2755_0451
ko:K02007	lmw:LMOSLCC2755_1196
ko:K02232	lmw:LMOSLCC2755_1200
ko:K09936	lmw:LMOSLCC2755_1202
ko:K09936	lmw:LMOSLCC2755_1203
ko:K03437	lmw:LMOSLCC2755_1210
ko:K01889	lmw:LMOSLCC2755_1213
ko:K01890	lmw:LMOSLCC2755_1214
ko:K02003	lmw:LMOSLCC2755_1215
ko:K03648	lmw:LMOSLCC2755_1219
ko:K09888	lmw:LMOSLCC2755_1221
ko:K02347	lmw:LMOSLCC2755_1223
ko:K07456	lmw:LMOSLCC2755_1224
ko:K03671	lmw:LMOSLCC2755_1225
ko:K03703	lmw:LMOSLCC2755_1226
ko:K00928	lmw:LMOSLCC2755_1227
ko:K01776	lmw:LMOSLCC2755_1230
ko:K00989	lmw:LMOSLCC2755_1231
ko:K07095	lmw:LMOSLCC2755_1233
ko:K11068	lmw:LMOSLCC2755_1925
ko:K09773	lmw:LMOSLCC2755_1927
ko:K00563	lmw:LMOSLCC2755_1933
ko:K15738	lmw:LMOSLCC2755_1936
ko:K01938	lmw:LMOSLCC2755_1937
ko:K03704	lmw:LMOSLCC2755_1939
ko:K02954	lmw:LMOSLCC2755_1942
ko:K16169	lmw:LMOSLCC2755_1944
ko:K03816	lmw:LMOSLCC2755_1945
ko:K01299	lmw:LMOSLCC2755_1946
ko:K07444	lmw:LMOSLCC2755_1947
ko:K05366	lmw:LMOSLCC2755_1952
ko:K10773	lmw:LMOSLCC2755_1954
ko:K01893	lmw:LMOSLCC2755_1956
ko:K00812	lmw:LMOSLCC2755_1957
ko:K01579	lmw:LMOSLCC2755_1960
ko:K01918	lmw:LMOSLCC2755_1961
ko:K00606	lmw:LMOSLCC2755_1962
ko:K03524	lmw:LMOSLCC2755_1964
ko:K01734	lmw:LMOSLCC2755_1966
ko:K00215	lmw:LMOSLCC2755_1967
ko:K02946	lmw:LMOSLCC2755_2647
ko:K03734	lmw:LMOSLCC2755_2650
ko:K03885	lmw:LMOSLCC2755_2652
ko:K02358	lmw:LMOSLCC2755_2672
ko:K02355	lmw:LMOSLCC2755_2673
ko:K02992	lmw:LMOSLCC2755_2674
ko:K02950	lmw:LMOSLCC2755_2675
ko:K01129	lmw:LMOSLCC2755_2676
ko:K01783	lmw:LMOSLCC2755_2679
ko:K00615	lmw:LMOSLCC2755_2680
ko:K01783	lmw:LMOSLCC2755_2681
ko:K01808	lmw:LMOSLCC2755_2682
ko:K02774	lmw:LMOSLCC2755_2686
ko:K02773	lmw:LMOSLCC2755_2687
ko:K03924	lmw:LMOSLCC2755_0460
ko:K09703	lmw:LMOSLCC2755_0463
ko:K06885	lmw:LMOSLCC2755_0475
ko:K06941	lmw:LMOSLCC2755_0480
ko:K13653	lmw:LMOSLCC2755_0481
ko:K02911	lmw:LMOSLCC2755_0485
ko:K00014	lmw:LMOSLCC2755_0489
ko:K03785	lmw:LMOSLCC2755_0490
ko:K06978	lmw:LMOSLCC2755_0492
ko:K01808	lmw:LMOSLCC2755_0497
ko:K01783	lmw:LMOSLCC2755_0498
ko:K02773	lmw:LMOSLCC2755_0502
ko:K01783	lmw:LMOSLCC2755_0504
ko:K02818	lmw:LMOSLCC2755_1257
ko:K02819	lmw:LMOSLCC2755_1257
ko:K00147	lmw:LMOSLCC2755_1261
ko:K00931	lmw:LMOSLCC2755_1262
ko:K03545	lmw:LMOSLCC2755_1269
ko:K03544	lmw:LMOSLCC2755_1271
ko:K03100	lmw:LMOSLCC2755_1272
ko:K03100	lmw:LMOSLCC2755_1273
ko:K03100	lmw:LMOSLCC2755_1274
ko:K14540	lmw:LMOSLCC2755_1275
ko:K03470	lmw:LMOSLCC2755_1276
ko:K04096	lmw:LMOSLCC2755_1277
ko:K03168	lmw:LMOSLCC2755_1278
ko:K04094	lmw:LMOSLCC2755_1279
ko:K03733	lmw:LMOSLCC2755_1280
ko:K01419	lmw:LMOSLCC2755_1281
ko:K03667	lmw:LMOSLCC2755_1282
ko:K03706	lmw:LMOSLCC2755_1283
ko:K07107	lmw:LMOSLCC2755_1284
ko:K08591	lmw:LMOSLCC2755_1287
ko:K02622	lmw:LMOSLCC2755_1289
ko:K02621	lmw:LMOSLCC2755_1290
ko:K07173	lmw:LMOSLCC2755_1291
ko:K01126	lmw:LMOSLCC2755_1295
ko:K00111	lmw:LMOSLCC2755_1296
ko:K00656	lmw:LMOSLCC2755_1977
ko:K07007	lmw:LMOSLCC2755_1978
ko:K06973	lmw:LMOSLCC2755_1979
ko:K00800	lmw:LMOSLCC2755_1983
ko:K00817	lmw:LMOSLCC2755_1985
ko:K06208	lmw:LMOSLCC2755_1986
ko:K01735	lmw:LMOSLCC2755_1987
ko:K01736	lmw:LMOSLCC2755_1988
ko:K00940	lmw:LMOSLCC2755_1989
ko:K03183	lmw:LMOSLCC2755_1991
ko:K01495	lmw:LMOSLCC2755_1993
ko:K03530	lmw:LMOSLCC2755_1994
ko:K00869	lmw:LMOSLCC2755_0011
ko:K00057	lmw:LMOSLCC2755_1996
ko:K03977	lmw:LMOSLCC2755_1997
ko:K02945	lmw:LMOSLCC2755_1998
ko:K00945	lmw:LMOSLCC2755_1999
ko:K03654	lmw:LMOSLCC2755_2002
ko:K07651	lmw:LMOSLCC2755_2007
ko:K07775	lmw:LMOSLCC2755_2008
ko:K06178	lmw:LMOSLCC2755_2009
ko:K06024	lmw:LMOSLCC2755_2010
ko:K05896	lmw:LMOSLCC2755_2011
ko:K01586	lmw:LMOSLCC2755_2012
ko:K01839	lmw:LMOSLCC2755_2014
ko:K01808	lmw:LMOSLCC2755_2694
ko:K07667	lmw:LMOSLCC2755_2698
ko:K07646	lmw:LMOSLCC2755_2699
ko:K01548	lmw:LMOSLCC2755_2700
ko:K01547	lmw:LMOSLCC2755_2701
ko:K01546	lmw:LMOSLCC2755_2702
ko:K02760	lmw:LMOSLCC2755_2703
ko:K02761	lmw:LMOSLCC2755_2704
ko:K02759	lmw:LMOSLCC2755_2705
ko:K01531	lmw:LMOSLCC2755_2708
ko:K00943	lmw:LMOSLCC2755_2712
ko:K05878	lmw:LMOSLCC2755_2714
ko:K05879	lmw:LMOSLCC2755_2715
ko:K06187	lmw:LMOSLCC2755_2724
ko:K09747	lmw:LMOSLCC2755_2725
ko:K02343	lmw:LMOSLCC2755_2726
ko:K02761	lmw:LMOSLCC2755_2730
ko:K02774	lmw:LMOSLCC2755_0506
ko:K00948	lmw:LMOSLCC2755_0508
ko:K07282	lmw:LMOSLCC2755_0515
ko:K15342	lmw:LMOSLCC2755_0522
ko:K08987	lmw:LMOSLCC2755_0524
ko:K07166	lmw:LMOSLCC2755_0538
ko:K09157	lmw:LMOSLCC2755_0539
ko:K02083	lmw:LMOSLCC2755_0542
ko:K02016	lmw:LMOSLCC2755_0546
ko:K02781	lmw:LMOSLCC2755_0547
ko:K00791	lmw:LMOSLCC2755_1297
ko:K03666	lmw:LMOSLCC2755_1298
ko:K03665	lmw:LMOSLCC2755_1299
ko:K01915	lmw:LMOSLCC2755_1302
ko:K03893	lmw:LMOSLCC2755_1303
ko:K01356	lmw:LMOSLCC2755_1305
ko:K00615	lmw:LMOSLCC2755_1308
ko:K09903	lmw:LMOSLCC2755_1315
ko:K02838	lmw:LMOSLCC2755_1316
ko:K00806	lmw:LMOSLCC2755_1317
ko:K00981	lmw:LMOSLCC2755_1318
ko:K00099	lmw:LMOSLCC2755_1319
ko:K11749	lmw:LMOSLCC2755_1320
ko:K01881	lmw:LMOSLCC2755_1321
ko:K03763	lmw:LMOSLCC2755_1322
ko:K09748	lmw:LMOSLCC2755_1323
ko:K02600	lmw:LMOSLCC2755_1324
ko:K07742	lmw:LMOSLCC2755_1325
ko:K02519	lmw:LMOSLCC2755_1327
ko:K02834	lmw:LMOSLCC2755_1329
ko:K11753	lmw:LMOSLCC2755_1331
ko:K02956	lmw:LMOSLCC2755_1332
ko:K00962	lmw:LMOSLCC2755_1333
ko:K06949	lmw:LMOSLCC2755_1334
ko:K02913	lmw:LMOSLCC2755_1337
ko:K02247	lmw:LMOSLCC2755_1345
ko:K02015	lmw:LMOSLCC2755_2017
ko:K02015	lmw:LMOSLCC2755_2018
ko:K02016	lmw:LMOSLCC2755_2019
ko:K02013	lmw:LMOSLCC2755_2020
ko:K02346	lmw:LMOSLCC2755_2028
ko:K07124	lmw:LMOSLCC2755_2029
ko:K00036	lmw:LMOSLCC2755_2031
ko:K01687	lmw:LMOSLCC2755_2036
ko:K01652	lmw:LMOSLCC2755_2037
ko:K01653	lmw:LMOSLCC2755_2038
ko:K00053	lmw:LMOSLCC2755_2039
ko:K01649	lmw:LMOSLCC2755_2040
ko:K00052	lmw:LMOSLCC2755_2041
ko:K01703	lmw:LMOSLCC2755_2042
ko:K01704	lmw:LMOSLCC2755_2043
ko:K01754	lmw:LMOSLCC2755_2044
ko:K01575	lmw:LMOSLCC2755_2045
ko:K00756	lmw:LMOSLCC2755_2046
ko:K02529	lmw:LMOSLCC2755_2047
ko:K05346	lmw:LMOSLCC2755_2049
ko:K01652	lmw:LMOSLCC2755_2059
ko:K00426	lmw:LMOSLCC2755_2740
ko:K00425	lmw:LMOSLCC2755_2741
ko:K01895	lmw:LMOSLCC2755_2743
ko:K02768	lmw:LMOSLCC2755_2756
ko:K02769	lmw:LMOSLCC2755_2756
ko:K02770	lmw:LMOSLCC2755_2756
ko:K00865	lmw:LMOSLCC2755_2759
ko:K12410	lmw:LMOSLCC2755_2762
ko:K01875	lmw:LMOSLCC2755_2770
ko:K06978	lmw:LMOSLCC2755_2778
ko:K03654	lmw:LMOSLCC2755_2780
ko:K01223	lmw:LMOSLCC2755_2784
ko:K02760	lmw:LMOSLCC2755_2785
ko:K02761	lmw:LMOSLCC2755_2786
ko:K08325	lmw:LMOSLCC2755_0559
ko:K03305	lmw:LMOSLCC2755_0560
ko:K00262	lmw:LMOSLCC2755_0565
ko:K02500	lmw:LMOSLCC2755_0568
ko:K01814	lmw:LMOSLCC2755_0569
ko:K02501	lmw:LMOSLCC2755_0570
ko:K01693	lmw:LMOSLCC2755_0571
ko:K00013	lmw:LMOSLCC2755_0572
ko:K00765	lmw:LMOSLCC2755_0573
ko:K02502	lmw:LMOSLCC2755_0574
ko:K04486	lmw:LMOSLCC2755_0575
ko:K07443	lmw:LMOSLCC2755_0576
ko:K06901	lmw:LMOSLCC2755_0578
ko:K01223	lmw:LMOSLCC2755_0579
ko:K06999	lmw:LMOSLCC2755_0586
ko:K06969	lmw:LMOSLCC2755_0587
ko:K03070	lmw:LMOSLCC2755_0589
ko:K01669	lmw:LMOSLCC2755_0594
ko:K00641	lmw:LMOSLCC2755_0600
ko:K01740	lmw:LMOSLCC2755_0601
ko:K00605	lmw:LMOSLCC2755_1350
ko:K00282	lmw:LMOSLCC2755_1351
ko:K00283	lmw:LMOSLCC2755_1352
ko:K02356	lmw:LMOSLCC2755_1357
ko:K02160	lmw:LMOSLCC2755_1358
ko:K01961	lmw:LMOSLCC2755_1359
ko:K03625	lmw:LMOSLCC2755_1361
ko:K01491	lmw:LMOSLCC2755_1362
ko:K03601	lmw:LMOSLCC2755_1363
ko:K03602	lmw:LMOSLCC2755_1364
ko:K13789	lmw:LMOSLCC2755_1365
ko:K03704	lmw:LMOSLCC2755_1366
ko:K01662	lmw:LMOSLCC2755_1367
ko:K06442	lmw:LMOSLCC2755_1368
ko:K03402	lmw:LMOSLCC2755_1369
ko:K03631	lmw:LMOSLCC2755_1370
ko:K00382	lmw:LMOSLCC2755_1373
ko:K00166	lmw:LMOSLCC2755_1374
ko:K00167	lmw:LMOSLCC2755_1375
ko:K09699	lmw:LMOSLCC2755_1376
ko:K03217	lmw:LMOSLCC2755_1382
ko:K01512	lmw:LMOSLCC2755_1384
ko:K07146	lmw:LMOSLCC2755_1387
ko:K03466	lmw:LMOSLCC2755_1389
ko:K00286	lmw:LMOSLCC2755_1390
ko:K07335	lmw:LMOSLCC2755_1392
ko:K02057	lmw:LMOSLCC2755_1394
ko:K07718	lmw:LMOSLCC2755_2064
ko:K03704	lmw:LMOSLCC2755_2069
ko:K01778	lmw:LMOSLCC2755_2071
ko:K01870	lmw:LMOSLCC2755_2072
ko:K04074	lmw:LMOSLCC2755_2073
ko:K04487	lmw:LMOSLCC2755_2075
ko:K00278	lmw:LMOSLCC2755_2076
ko:K00767	lmw:LMOSLCC2755_2077
ko:K03517	lmw:LMOSLCC2755_2078
ko:K02221	lmw:LMOSLCC2755_2091
ko:K09772	lmw:LMOSLCC2755_2092
ko:K06997	lmw:LMOSLCC2755_2093
ko:K03531	lmw:LMOSLCC2755_2094
ko:K03590	lmw:LMOSLCC2755_2095
ko:K03589	lmw:LMOSLCC2755_2096
ko:K02563	lmw:LMOSLCC2755_2097
ko:K01925	lmw:LMOSLCC2755_2098
ko:K01000	lmw:LMOSLCC2755_2099
ko:K01928	lmw:LMOSLCC2755_2100
ko:K03438	lmw:LMOSLCC2755_2103
ko:K03925	lmw:LMOSLCC2755_2104
ko:K02759	lmw:LMOSLCC2755_2788
ko:K01919	lmw:LMOSLCC2755_2794
ko:K01223	lmw:LMOSLCC2755_2795
ko:K02003	lmw:LMOSLCC2755_2798
ko:K06942	lmw:LMOSLCC2755_2803
ko:K02759	lmw:LMOSLCC2755_2804
ko:K05349	lmw:LMOSLCC2755_2805
ko:K02760	lmw:LMOSLCC2755_2806
ko:K02761	lmw:LMOSLCC2755_2807
ko:K03781	lmw:LMOSLCC2755_2809
ko:K03501	lmw:LMOSLCC2755_2823
ko:K03495	lmw:LMOSLCC2755_2831
ko:K03523	lmw:LMOSLCC2755_0604
ko:K01118	lmw:LMOSLCC2755_0617
ko:K01126	lmw:LMOSLCC2755_0622
ko:K07090	lmw:LMOSLCC2755_0627
ko:K11203	lmw:LMOSLCC2755_0639
ko:K11202	lmw:LMOSLCC2755_0640
ko:K01534	lmw:LMOSLCC2755_0650
ko:K02057	lmw:LMOSLCC2755_1395
ko:K00995	lmw:LMOSLCC2755_1400
ko:K03823	lmw:LMOSLCC2755_1404
ko:K09769	lmw:LMOSLCC2755_1405
ko:K03555	lmw:LMOSLCC2755_1407
ko:K03572	lmw:LMOSLCC2755_1408
ko:K00656	lmw:LMOSLCC2755_1410
ko:K04069	lmw:LMOSLCC2755_1411
ko:K07727	lmw:LMOSLCC2755_1415
ko:K00075	lmw:LMOSLCC2755_1425
ko:K05847	lmw:LMOSLCC2755_1426
ko:K03322	lmw:LMOSLCC2755_1429
ko:K05846	lmw:LMOSLCC2755_1430
ko:K05845	lmw:LMOSLCC2755_1431
ko:K05846	lmw:LMOSLCC2755_1432
ko:K05847	lmw:LMOSLCC2755_1433
ko:K01714	lmw:LMOSLCC2755_1440
ko:K00928	lmw:LMOSLCC2755_1441
ko:K00077	lmw:LMOSLCC2755_2107
ko:K02911	lmw:LMOSLCC2755_2109
ko:K07040	lmw:LMOSLCC2755_2110
ko:K00954	lmw:LMOSLCC2755_2114
ko:K02259	lmw:LMOSLCC2755_2120
ko:K10716	lmw:LMOSLCC2755_2121
ko:K14166	lmw:LMOSLCC2755_2124
ko:K03282	lmw:LMOSLCC2755_2126
ko:K01442	lmw:LMOSLCC2755_2129
ko:K04077	lmw:LMOSLCC2755_2130
ko:K04078	lmw:LMOSLCC2755_2131
ko:K01926	lmw:LMOSLCC2755_2135
ko:K06158	lmw:LMOSLCC2755_2136
ko:K03789	lmw:LMOSLCC2755_2139
ko:K06925	lmw:LMOSLCC2755_2141
ko:K06199	lmw:LMOSLCC2755_2144
ko:K06199	lmw:LMOSLCC2755_2145
ko:K01940	lmw:LMOSLCC2755_2153
ko:K01755	lmw:LMOSLCC2755_2154
ko:K03650	lmw:LMOSLCC2755_2832
ko:K08170	lmw:LMOSLCC2755_2839
ko:K00831	lmw:LMOSLCC2755_2846
ko:K07078	lmw:LMOSLCC2755_2850
ko:K00865	lmw:LMOSLCC2755_2853
ko:K03534	lmw:LMOSLCC2755_2866
ko:K00848	lmw:LMOSLCC2755_2869
ko:K03217	lmw:LMOSLCC2755_2874
ko:K03536	lmw:LMOSLCC2755_2875
ko:K02914	lmw:LMOSLCC2755_2876
ko:K02338	lmw:LMOSLCC2755_0002
ko:K03284	lmw:LMOSLCC2755_0657
ko:K01421	lmw:LMOSLCC2755_0659
ko:K08976	lmw:LMOSLCC2755_0665
ko:K00868	lmw:LMOSLCC2755_0674
ko:K02419	lmw:LMOSLCC2755_0689
ko:K02420	lmw:LMOSLCC2755_0690
ko:K02421	lmw:LMOSLCC2755_0691
ko:K02401	lmw:LMOSLCC2755_0692
ko:K02400	lmw:LMOSLCC2755_0693
ko:K02404	lmw:LMOSLCC2755_0694
ko:K02392	lmw:LMOSLCC2755_0695
ko:K02556	lmw:LMOSLCC2755_0698
ko:K02557	lmw:LMOSLCC2755_0699
ko:K03415	lmw:LMOSLCC2755_0702
ko:K02406	lmw:LMOSLCC2755_0703
ko:K03413	lmw:LMOSLCC2755_0704
ko:K00133	lmw:LMOSLCC2755_1442
ko:K04564	lmw:LMOSLCC2755_1444
ko:K09816	lmw:LMOSLCC2755_1451
ko:K09817	lmw:LMOSLCC2755_1452
ko:K01151	lmw:LMOSLCC2755_1454
ko:K03527	lmw:LMOSLCC2755_1456
ko:K06967	lmw:LMOSLCC2755_1458
ko:K03086	lmw:LMOSLCC2755_1459
ko:K09768	lmw:LMOSLCC2755_1461
ko:K09773	lmw:LMOSLCC2755_1462
ko:K01879	lmw:LMOSLCC2755_1463
ko:K01878	lmw:LMOSLCC2755_1464
ko:K03584	lmw:LMOSLCC2755_1465
ko:K03595	lmw:LMOSLCC2755_1467
ko:K07042	lmw:LMOSLCC2755_1470
ko:K07037	lmw:LMOSLCC2755_1471
ko:K09117	lmw:LMOSLCC2755_1473
ko:K02970	lmw:LMOSLCC2755_1474
ko:K09761	lmw:LMOSLCC2755_1475
ko:K02687	lmw:LMOSLCC2755_1476
ko:K03686	lmw:LMOSLCC2755_1477
ko:K04043	lmw:LMOSLCC2755_1478
ko:K03687	lmw:LMOSLCC2755_1479
ko:K03705	lmw:LMOSLCC2755_1480
ko:K03596	lmw:LMOSLCC2755_1484
ko:K02968	lmw:LMOSLCC2755_1485
ko:K02340	lmw:LMOSLCC2755_1486
ko:K01628	lmw:LMOSLCC2755_2157
ko:K02774	lmw:LMOSLCC2755_2160
ko:K02773	lmw:LMOSLCC2755_2161
ko:K06215	lmw:LMOSLCC2755_2164
ko:K08681	lmw:LMOSLCC2755_2165
ko:K04758	lmw:LMOSLCC2755_2167
ko:K04759	lmw:LMOSLCC2755_2168
ko:K01443	lmw:LMOSLCC2755_2172
ko:K01809	lmw:LMOSLCC2755_2174
ko:K02003	lmw:LMOSLCC2755_2178
ko:K03431	lmw:LMOSLCC2755_2182
ko:K02002	lmw:LMOSLCC2755_p0025
ko:K06915	lmw:LMOSLCC2755_p0030
ko:K01534	lmw:LMOSLCC2755_p0039
ko:K10254	lmw:LMOSLCC2755_0479
ko:K02775	lmw:LMOSLCC2755_0507
ko:K04750	lmw:LMOSLCC2755_1242
ko:K03486	lmw:LMOSLCC2755_1255
ko:K01226	lmw:LMOSLCC2755_1256
ko:K03700	lmw:LMOSLCC2755_1951
ko:K02086	lmw:LMOSLCC2755_1955
ko:K00974	lmw:LMOSLCC2755_1965
ko:K00027	lmw:LMOSLCC2755_1975
ko:K04517	lmw:LMOSLCC2755_1984
ko:K00805	lmw:LMOSLCC2755_1990
ko:K00805	lmw:LMOSLCC2755_1992
ko:K01470	lmw:LMOSLCC2755_2660
ko:K07048	lmw:LMOSLCC2755_2661
ko:K03475	lmw:LMOSLCC2755_2662
ko:K02822	lmw:LMOSLCC2755_2663
ko:K02775	lmw:LMOSLCC2755_2685
ko:K01222	lmw:LMOSLCC2755_0527
ko:K01222	lmw:LMOSLCC2755_0541
ko:K01635	lmw:LMOSLCC2755_0544
ko:K02782	lmw:LMOSLCC2755_0548
ko:K02783	lmw:LMOSLCC2755_0548
ko:K02783	lmw:LMOSLCC2755_0549
ko:K03713	lmw:LMOSLCC2755_1301
ko:K09976	lmw:LMOSLCC2755_1309
ko:K09764	lmw:LMOSLCC2755_1328
ko:K03177	lmw:LMOSLCC2755_1330
ko:K01104	lmw:LMOSLCC2755_1995
ko:K01424	lmw:LMOSLCC2755_2000
ko:K03783	lmw:LMOSLCC2755_2013
ko:K04763	lmw:LMOSLCC2755_2015
ko:K03711	lmw:LMOSLCC2755_2016
ko:K01515	lmw:LMOSLCC2755_2025
ko:K00784	lmw:LMOSLCC2755_2030
ko:K02795	lmw:LMOSLCC2755_0023
ko:K05340	lmw:LMOSLCC2755_0172
ko:K05340	lmw:LMOSLCC2755_0429
ko:K02793	lmw:LMOSLCC2755_0021
ko:K01507	lmw:LMOSLCC2755_0341
ko:K00616	lmw:LMOSLCC2755_0344
ko:K00244	lmw:LMOSLCC2755_0357
ko:K06889	lmw:LMOSLCC2755_1119
ko:K01258	lmw:LMOSLCC2755_1838
ko:K01104	lmw:LMOSLCC2755_1860
ko:K02116	lmw:LMOSLCC2755_2542
ko:K07027	lmw:LMOSLCC2755_2559
ko:K03048	lmw:LMOSLCC2755_2566
ko:K05937	lmw:LMOSLCC2755_0385
ko:K02004	lmw:LMOSLCC2755_0403
ko:K13921	lmw:LMOSLCC2755_1158
ko:K04720	lmw:LMOSLCC2755_1161
ko:K02190	lmw:LMOSLCC2755_1194
ko:K09787	lmw:LMOSLCC2755_1862
ko:K00059	lmw:LMOSLCC2755_1868
ko:K07030	lmw:LMOSLCC2755_1875
ko:K00949	lmw:LMOSLCC2755_1878
ko:K02823	lmw:LMOSLCC2755_1895
ko:K02824	lmw:LMOSLCC2755_1900
ko:K02035	lmw:LMOSLCC2755_2575
ko:K02004	lmw:LMOSLCC2755_2587
ko:K03593	lmw:LMOSLCC2755_2597
ko:K09952	lmw:LMOSLCC2755_2607
ko:K15524	lmw:LMOSLCC2755_0409
ko:K01759	lmw:LMOSLCC2755_0414
ko:K07729	lmw:LMOSLCC2755_0424
ko:K01580	lmw:LMOSLCC2755_0452
ko:K03399	lmw:LMOSLCC2755_1188
ko:K02009	lmw:LMOSLCC2755_1197
ko:K02004	lmw:LMOSLCC2755_1216
ko:K06994	lmw:LMOSLCC2755_1218
ko:K03471	lmw:LMOSLCC2755_1220
ko:K02428	lmw:LMOSLCC2755_1232
ko:K07213	lmw:LMOSLCC2755_1913
ko:K03784	lmw:LMOSLCC2755_1917
ko:K03810	lmw:LMOSLCC2755_1919
ko:K07305	lmw:LMOSLCC2755_1920
ko:K07304	lmw:LMOSLCC2755_1921
ko:K03469	lmw:LMOSLCC2755_1940
ko:K01426	lmw:LMOSLCC2755_2616
ko:K00939	lmw:LMOSLCC2755_2624
ko:K00805	lmw:LMOSLCC2755_2654
ko:K00805	lmw:LMOSLCC2755_2655
ko:K01439	lmw:LMOSLCC2755_0269
ko:K08969	lmw:LMOSLCC2755_0293
ko:K07668	lmw:LMOSLCC2755_0294
ko:K07652	lmw:LMOSLCC2755_0295
ko:K03491	lmw:LMOSLCC2755_0308
ko:K01092	lmw:LMOSLCC2755_1064
ko:K01958	lmw:LMOSLCC2755_1070
ko:K09693	lmw:LMOSLCC2755_1073
ko:K01916	lmw:LMOSLCC2755_1091
ko:K09963	lmw:LMOSLCC2755_1779
ko:K02025	lmw:LMOSLCC2755_1789
ko:K02004	lmw:LMOSLCC2755_1804
ko:K02433	lmw:LMOSLCC2755_1813
ko:K07094	lmw:LMOSLCC2755_1818
ko:K01785	lmw:LMOSLCC2755_2481
ko:K01784	lmw:LMOSLCC2755_2482
ko:K06023	lmw:LMOSLCC2755_2488
