ko:K00499	lpm:LP6_2245
ko:K04756	lpm:LP6_2378
ko:K00024	lpm:LP6_2381
ko:K08312	lpm:LP6_2382
ko:K08591	lpm:LP6_2385
ko:K02970	lpm:LP6_2387
ko:K09117	lpm:LP6_2388
ko:K03086	lpm:LP6_2390
ko:K07154	lpm:LP6_2398
ko:K07154	lpm:LP6_2399
ko:K01531	lpm:LP6_2410
ko:K03549	lpm:LP6_2413
ko:K03782	lpm:LP6_2418
ko:K03594	lpm:LP6_2422
ko:K09888	lpm:LP6_0080
ko:K09895	lpm:LP6_0081
ko:K03185	lpm:LP6_0083
ko:K09768	lpm:LP6_0094
ko:K12573	lpm:LP6_0097
ko:K03218	lpm:LP6_0098
ko:K01807	lpm:LP6_0099
ko:K06193	lpm:LP6_0102
ko:K02536	lpm:LP6_0105
ko:K06901	lpm:LP6_0111
ko:K00283	lpm:LP6_0118
ko:K00282	lpm:LP6_0120
ko:K02437	lpm:LP6_0121
ko:K00605	lpm:LP6_0122
ko:K03782	lpm:LP6_0196
ko:K00425	lpm:LP6_0201
ko:K00426	lpm:LP6_0202
ko:K06876	lpm:LP6_0207
ko:K01669	lpm:LP6_0214
ko:K01589	lpm:LP6_0218
ko:K01588	lpm:LP6_0219
ko:K09822	lpm:LP6_0222
ko:K05577	lpm:LP6_0223
ko:K09823	lpm:LP6_0233
ko:K01576	lpm:LP6_0234
ko:K01425	lpm:LP6_0242
ko:K15371	lpm:LP6_0246
ko:K08482	lpm:LP6_1097
ko:K00574	lpm:LP6_1114
ko:K00459	lpm:LP6_1116
ko:K01299	lpm:LP6_1127
ko:K10778	lpm:LP6_1131
ko:K01438	lpm:LP6_1145
ko:K00876	lpm:LP6_1146
ko:K09767	lpm:LP6_1148
ko:K04069	lpm:LP6_1151
ko:K00817	lpm:LP6_1978
ko:K03074	lpm:LP6_1980
ko:K03072	lpm:LP6_1981
ko:K03210	lpm:LP6_1982
ko:K00773	lpm:LP6_1983
ko:K07568	lpm:LP6_1984
ko:K15738	lpm:LP6_1986
ko:K06985	lpm:LP6_1987
ko:K03060	lpm:LP6_1990
ko:K00942	lpm:LP6_1991
ko:K00989	lpm:LP6_1993
ko:K02669	lpm:LP6_1994
ko:K06997	lpm:LP6_1995
ko:K00286	lpm:LP6_1996
ko:K02221	lpm:LP6_1997
ko:K14645	lpm:LP6_1999
ko:K01251	lpm:LP6_2001
ko:K00789	lpm:LP6_2002
ko:K01956	lpm:LP6_2003
ko:K03686	lpm:LP6_2004
ko:K04043	lpm:LP6_2005
ko:K03687	lpm:LP6_2006
ko:K01626	lpm:LP6_2007
ko:K01599	lpm:LP6_2008
ko:K01633	lpm:LP6_2009
ko:K03591	lpm:LP6_2010
ko:K01887	lpm:LP6_2011
ko:K03655	lpm:LP6_2013
ko:K06287	lpm:LP6_2016
ko:K01689	lpm:LP6_2017
ko:K05589	lpm:LP6_2018
ko:K10026	lpm:LP6_2021
ko:K03640	lpm:LP6_2023
ko:K02065	lpm:LP6_2026
ko:K02066	lpm:LP6_2027
ko:K03564	lpm:LP6_2869
ko:K07175	lpm:LP6_2871
ko:K03928	lpm:LP6_2874
ko:K01166	lpm:LP6_2877
ko:K03704	lpm:LP6_2879
ko:K03924	lpm:LP6_2888
ko:K01737	lpm:LP6_2894
ko:K04066	lpm:LP6_2895
ko:K07107	lpm:LP6_2896
ko:K13292	lpm:LP6_2899
ko:K08484	lpm:LP6_2901
ko:K08311	lpm:LP6_2902
ko:K04042	lpm:LP6_2905
ko:K03284	lpm:LP6_2908
ko:K10773	lpm:LP6_2910
ko:K01874	lpm:LP6_2912
ko:K03186	lpm:LP6_2913
ko:K06920	lpm:LP6_2916
ko:K03495	lpm:LP6_2919
ko:K03501	lpm:LP6_2920
ko:K03673	lpm:LP6_0127
ko:K03978	lpm:LP6_0129
ko:K01895	lpm:LP6_0131
ko:K00140	lpm:LP6_0133
ko:K07798	lpm:LP6_0994
ko:K07787	lpm:LP6_0995
ko:K00948	lpm:LP6_0998
ko:K15726	lpm:LP6_1016
ko:K01534	lpm:LP6_1018
ko:K07357	lpm:LP6_1019
ko:K02115	lpm:LP6_1028
ko:K02111	lpm:LP6_1029
ko:K02109	lpm:LP6_1030
ko:K02110	lpm:LP6_1031
ko:K02108	lpm:LP6_1032
ko:K02114	lpm:LP6_1034
ko:K02112	lpm:LP6_1035
ko:K01512	lpm:LP6_1865
ko:K06131	lpm:LP6_1867
ko:K09858	lpm:LP6_1875
ko:K03924	lpm:LP6_1877
ko:K09906	lpm:LP6_1885
ko:K07678	lpm:LP6_1891
ko:K05527	lpm:LP6_1895
ko:K00979	lpm:LP6_1898
ko:K09791	lpm:LP6_1899
ko:K07154	lpm:LP6_1915
ko:K00773	lpm:LP6_2761
ko:K03611	lpm:LP6_2762
ko:K01749	lpm:LP6_2768
ko:K02496	lpm:LP6_2770
ko:K02498	lpm:LP6_2771
ko:K16264	lpm:LP6_2772
ko:K09765	lpm:LP6_2773
ko:K13288	lpm:LP6_2774
ko:K06949	lpm:LP6_2776
ko:K02343	lpm:LP6_2783
ko:K09747	lpm:LP6_2784
ko:K06187	lpm:LP6_2785
ko:K02503	lpm:LP6_2794
ko:K01495	lpm:LP6_2795
ko:K00962	lpm:LP6_2797
ko:K02956	lpm:LP6_2798
ko:K02834	lpm:LP6_2800
ko:K02519	lpm:LP6_2801
ko:K02600	lpm:LP6_2802
ko:K09748	lpm:LP6_2803
ko:K00343	lpm:LP6_2805
ko:K00342	lpm:LP6_2806
ko:K00341	lpm:LP6_2807
ko:K00340	lpm:LP6_2808
ko:K00339	lpm:LP6_2809
ko:K00338	lpm:LP6_2810
ko:K00337	lpm:LP6_2811
ko:K08309	lpm:LP6_0647
ko:K01783	lpm:LP6_0648
ko:K15977	lpm:LP6_0649
ko:K07001	lpm:LP6_0653
ko:K03885	lpm:LP6_0654
ko:K01574	lpm:LP6_0655
ko:K09930	lpm:LP6_0659
ko:K00982	lpm:LP6_0662
ko:K14441	lpm:LP6_0667
ko:K04084	lpm:LP6_0668
ko:K04078	lpm:LP6_0669
ko:K04077	lpm:LP6_0670
ko:K04047	lpm:LP6_0671
ko:K02622	lpm:LP6_0674
ko:K01881	lpm:LP6_0677
ko:K01673	lpm:LP6_0680
ko:K14058	lpm:LP6_0681
ko:K12340	lpm:LP6_0682
ko:K00573	lpm:LP6_0683
ko:K00060	lpm:LP6_0685
ko:K07112	lpm:LP6_0688
ko:K06076	lpm:LP6_0689
ko:K01468	lpm:LP6_0693
ko:K07644	lpm:LP6_0696
ko:K01873	lpm:LP6_0701
ko:K00161	lpm:LP6_1536
ko:K00162	lpm:LP6_1537
ko:K00627	lpm:LP6_1538
ko:K03154	lpm:LP6_1545
ko:K03149	lpm:LP6_1546
ko:K14153	lpm:LP6_1547
ko:K03641	lpm:LP6_1550
ko:K03562	lpm:LP6_1553
ko:K07107	lpm:LP6_1554
ko:K03551	lpm:LP6_1555
ko:K03088	lpm:LP6_1556
ko:K06980	lpm:LP6_1557
ko:K12262	lpm:LP6_1558
ko:K15371	lpm:LP6_1559
ko:K01004	lpm:LP6_1562
ko:K02939	lpm:LP6_1567
ko:K02963	lpm:LP6_1569
ko:K02990	lpm:LP6_1570
ko:K03563	lpm:LP6_1572
ko:K01595	lpm:LP6_1585
ko:K00147	lpm:LP6_1587
ko:K00931	lpm:LP6_1588
ko:K13929	lpm:LP6_2454
ko:K13932	lpm:LP6_2455
ko:K13933	lpm:LP6_2456
ko:K13934	lpm:LP6_2457
ko:K13930	lpm:LP6_2458
ko:K07552	lpm:LP6_2467
ko:K08641	lpm:LP6_2478
ko:K07238	lpm:LP6_2479
ko:K00675	lpm:LP6_2480
ko:K00215	lpm:LP6_0136
ko:K03607	lpm:LP6_0138
ko:K00873	lpm:LP6_0141
ko:K00927	lpm:LP6_0142
ko:K00134	lpm:LP6_0143
ko:K00615	lpm:LP6_0144
ko:K01414	lpm:LP6_0146
ko:K01265	lpm:LP6_0163
ko:K09781	lpm:LP6_0170
ko:K09857	lpm:LP6_0172
ko:K03799	lpm:LP6_0184
ko:K02057	lpm:LP6_0190
ko:K03821	lpm:LP6_1041
ko:K00023	lpm:LP6_1042
ko:K03762	lpm:LP6_1046
ko:K01462	lpm:LP6_1047
ko:K01129	lpm:LP6_1062
ko:K03980	lpm:LP6_1069
ko:K07798	lpm:LP6_1077
ko:K07787	lpm:LP6_1078
ko:K03821	lpm:LP6_1079
ko:K00074	lpm:LP6_1923
ko:K16137	lpm:LP6_1949
ko:K05520	lpm:LP6_1960
ko:K08296	lpm:LP6_1968
ko:K07136	lpm:LP6_1970
ko:K08304	lpm:LP6_1975
ko:K00334	lpm:LP6_2814
ko:K00333	lpm:LP6_2815
ko:K00332	lpm:LP6_2816
ko:K00331	lpm:LP6_2817
ko:K00330	lpm:LP6_2818
ko:K11927	lpm:LP6_0251
ko:K09125	lpm:LP6_0253
ko:K07023	lpm:LP6_0270
ko:K06915	lpm:LP6_0271
ko:K00763	lpm:LP6_0272
ko:K08281	lpm:LP6_0273
ko:K02356	lpm:LP6_0290
ko:K00937	lpm:LP6_0292
ko:K07240	lpm:LP6_0294
ko:K07102	lpm:LP6_0299
ko:K04744	lpm:LP6_0300
ko:K03771	lpm:LP6_0301
ko:K00097	lpm:LP6_0302
ko:K02668	lpm:LP6_1154
ko:K02667	lpm:LP6_1155
ko:K11752	lpm:LP6_1159
ko:K00793	lpm:LP6_1160
ko:K14652	lpm:LP6_1161
ko:K00794	lpm:LP6_1162
ko:K01937	lpm:LP6_1163
ko:K01627	lpm:LP6_1164
ko:K05807	lpm:LP6_1168
ko:K03554	lpm:LP6_1169
ko:K03549	lpm:LP6_1170
ko:K06969	lpm:LP6_1172
ko:K01207	lpm:LP6_1173
ko:K11755	lpm:LP6_1175
ko:K02500	lpm:LP6_1176
ko:K01814	lpm:LP6_1177
ko:K02501	lpm:LP6_1178
ko:K01089	lpm:LP6_1179
ko:K00817	lpm:LP6_1180
ko:K00013	lpm:LP6_1181
ko:K00765	lpm:LP6_1182
ko:K00425	lpm:LP6_1184
ko:K00426	lpm:LP6_1185
ko:K00762	lpm:LP6_1187
ko:K03704	lpm:LP6_1188
ko:K00228	lpm:LP6_1199
ko:K02387	lpm:LP6_1200
ko:K02388	lpm:LP6_1201
ko:K02389	lpm:LP6_1202
ko:K02390	lpm:LP6_1203
ko:K02391	lpm:LP6_1204
ko:K03762	lpm:LP6_2040
ko:K01534	lpm:LP6_2045
ko:K01534	lpm:LP6_2048
ko:K15726	lpm:LP6_2049
ko:K03563	lpm:LP6_2054
ko:K02276	lpm:LP6_2925
ko:K02275	lpm:LP6_2928
ko:K06895	lpm:LP6_2932
ko:K03183	lpm:LP6_2934
ko:K03690	lpm:LP6_2935
ko:K03688	lpm:LP6_2936
ko:K03116	lpm:LP6_2937
ko:K03117	lpm:LP6_2938
ko:K12267	lpm:LP6_2941
ko:K07133	lpm:LP6_2948
ko:K07726	lpm:LP6_2950
ko:K02003	lpm:LP6_2958
ko:K02528	lpm:LP6_2963
ko:K01579	lpm:LP6_2964
ko:K03118	lpm:LP6_2965
ko:K11940	lpm:LP6_2966
ko:K03182	lpm:LP6_2968
ko:K03628	lpm:LP6_2969
ko:K03671	lpm:LP6_2970
ko:K09761	lpm:LP6_2971
ko:K02517	lpm:LP6_2975
ko:K02517	lpm:LP6_2976
ko:K00677	lpm:LP6_2978
ko:K03075	lpm:LP6_2820
ko:K01803	lpm:LP6_2821
ko:K03431	lpm:LP6_2823
ko:K00796	lpm:LP6_2824
ko:K03798	lpm:LP6_2825
ko:K07574	lpm:LP6_2827
ko:K10763	lpm:LP6_2831
ko:K03305	lpm:LP6_2833
ko:K07001	lpm:LP6_2835
ko:K00014	lpm:LP6_2836
ko:K01256	lpm:LP6_2837
ko:K07180	lpm:LP6_2838
ko:K09786	lpm:LP6_2839
ko:K03656	lpm:LP6_2844
ko:K04083	lpm:LP6_2846
ko:K06207	lpm:LP6_2851
ko:K00858	lpm:LP6_2852
ko:K03631	lpm:LP6_2853
ko:K03704	lpm:LP6_2854
ko:K10806	lpm:LP6_2862
ko:K06959	lpm:LP6_2863
ko:K00820	lpm:LP6_2865
ko:K07146	lpm:LP6_2867
ko:K03664	lpm:LP6_2868
ko:K00600	lpm:LP6_0707
ko:K07738	lpm:LP6_0708
ko:K03625	lpm:LP6_0709
ko:K00946	lpm:LP6_0710
ko:K01095	lpm:LP6_0711
ko:K01950	lpm:LP6_0716
ko:K01775	lpm:LP6_0720
ko:K03644	lpm:LP6_0725
ko:K03305	lpm:LP6_0726
ko:K02500	lpm:LP6_0729
ko:K02501	lpm:LP6_0730
ko:K01790	lpm:LP6_0739
ko:K00067	lpm:LP6_0740
ko:K01810	lpm:LP6_0743
ko:K00973	lpm:LP6_0744
ko:K01845	lpm:LP6_0751
ko:K02501	lpm:LP6_0755
ko:K06176	lpm:LP6_1601
ko:K00648	lpm:LP6_1609
ko:K01061	lpm:LP6_1613
ko:K01733	lpm:LP6_1621
ko:K12262	lpm:LP6_1624
ko:K03335	lpm:LP6_1627
ko:K03336	lpm:LP6_1628
ko:K03338	lpm:LP6_1629
ko:K05367	lpm:LP6_1642
ko:K06894	lpm:LP6_1643
ko:K04654	lpm:LP6_2502
ko:K04653	lpm:LP6_2503
ko:K04656	lpm:LP6_2504
ko:K04651	lpm:LP6_2506
ko:K07241	lpm:LP6_2508
ko:K15268	lpm:LP6_2511
ko:K15778	lpm:LP6_2516
ko:K13038	lpm:LP6_2518
ko:K03630	lpm:LP6_2519
ko:K13993	lpm:LP6_2523
ko:K03216	lpm:LP6_2526
ko:K06966	lpm:LP6_2531
ko:K01673	lpm:LP6_2532
ko:K03073	lpm:LP6_0308
ko:K02601	lpm:LP6_0309
ko:K02867	lpm:LP6_0310
ko:K02863	lpm:LP6_0311
ko:K02864	lpm:LP6_0312
ko:K02935	lpm:LP6_0313
ko:K03043	lpm:LP6_0314
ko:K03046	lpm:LP6_0315
ko:K02950	lpm:LP6_0316
ko:K02992	lpm:LP6_0317
ko:K02355	lpm:LP6_0318
ko:K02358	lpm:LP6_0319
ko:K02946	lpm:LP6_0320
ko:K02906	lpm:LP6_0321
ko:K02926	lpm:LP6_0322
ko:K02892	lpm:LP6_0323
ko:K02886	lpm:LP6_0324
ko:K02965	lpm:LP6_0325
ko:K02890	lpm:LP6_0326
ko:K02982	lpm:LP6_0327
ko:K02878	lpm:LP6_0328
ko:K02904	lpm:LP6_0329
ko:K02961	lpm:LP6_0330
ko:K02874	lpm:LP6_0331
ko:K02895	lpm:LP6_0332
ko:K02931	lpm:LP6_0333
ko:K02954	lpm:LP6_0334
ko:K02994	lpm:LP6_0335
ko:K02933	lpm:LP6_0336
ko:K02881	lpm:LP6_0337
ko:K02988	lpm:LP6_0338
ko:K02907	lpm:LP6_0339
ko:K02876	lpm:LP6_0340
ko:K03076	lpm:LP6_0341
ko:K02919	lpm:LP6_0342
ko:K02952	lpm:LP6_0343
ko:K02948	lpm:LP6_0344
ko:K02986	lpm:LP6_0345
ko:K03040	lpm:LP6_0346
ko:K02879	lpm:LP6_0347
ko:K10780	lpm:LP6_0350
ko:K09458	lpm:LP6_0353
ko:K02517	lpm:LP6_0355
ko:K01778	lpm:LP6_0358
ko:K06999	lpm:LP6_0361
ko:K09801	lpm:LP6_0363
ko:K06186	lpm:LP6_0364
ko:K02392	lpm:LP6_1205
ko:K02393	lpm:LP6_1206
ko:K02394	lpm:LP6_1207
ko:K02395	lpm:LP6_1208
ko:K02396	lpm:LP6_1209
ko:K02397	lpm:LP6_1210
ko:K07458	lpm:LP6_1219
ko:K03305	lpm:LP6_1245
ko:K00311	lpm:LP6_1259
ko:K01897	lpm:LP6_1109
ko:K01897	lpm:LP6_2257
ko:K15977	lpm:LP6_2130
ko:K09930	lpm:LP6_2132
ko:K03704	lpm:LP6_2144
ko:K02536	lpm:LP6_2979
ko:K00748	lpm:LP6_2980
ko:K01953	lpm:LP6_2985
ko:K01738	lpm:LP6_2989
ko:K05788	lpm:LP6_2993
ko:K01494	lpm:LP6_2994
ko:K07403	lpm:LP6_2996
ko:K01465	lpm:LP6_3002
ko:K03683	lpm:LP6_3003
ko:K07390	lpm:LP6_3005
ko:K04564	lpm:LP6_3006
ko:K01126	lpm:LP6_3009
ko:K07566	lpm:LP6_3011
ko:K01613	lpm:LP6_3013
ko:K02621	lpm:LP6_3019
ko:K02114	lpm:LP6_3020
ko:K02112	lpm:LP6_3021
ko:K02115	lpm:LP6_3022
ko:K02111	lpm:LP6_3023
ko:K02113	lpm:LP6_3024
ko:K02109	lpm:LP6_3025
ko:K02110	lpm:LP6_3026
ko:K02108	lpm:LP6_3027
ko:K03271	lpm:LP6_3032
ko:K01537	lpm:LP6_1075
ko:K14234	lpm:LP6_0960
ko:K14230	lpm:LP6_2391
ko:K14220	lpm:LP6_0075
ko:K01977	lpm:LP6_0305
ko:K14235	lpm:LP6_0307
ko:K14232	lpm:LP6_0517
ko:K14232	lpm:LP6_2607
ko:K14223	lpm:LP6_0537
ko:K14225	lpm:LP6_0546
ko:K14225	lpm:LP6_2320
ko:K01980	lpm:LP6_0557
ko:K01980	lpm:LP6_2780
ko:K01985	lpm:LP6_0558
ko:K01985	lpm:LP6_2779
ko:K14229	lpm:LP6_0788
ko:K14229	lpm:LP6_2034
ko:K14229	lpm:LP6_2035
ko:K14233	lpm:LP6_0871
ko:K14233	lpm:LP6_1167
ko:K14233	lpm:LP6_1578
ko:K14219	lpm:LP6_1579
ko:K14219	lpm:LP6_1844
ko:K14230	lpm:LP6_1311
ko:K14237	lpm:LP6_1836
ko:K14237	lpm:LP6_2749
ko:K14228	lpm:LP6_1842
ko:K14228	lpm:LP6_2819
ko:K01990	lpm:LP6_0381
ko:K01992	lpm:LP6_0380
ko:K08316	lpm:LP6_2705
ko:K07576	lpm:LP6_0996
ko:K07576	lpm:LP6_2285
ko:K12207	lpm:LP6_0445
ko:K03671	lpm:LP6_1393
ko:K00122	lpm:LP6_0285
ko:K00821	lpm:LP6_3007
ko:K07250	lpm:LP6_0240
ko:K00058	lpm:LP6_0243
ko:K06902	lpm:LP6_0265
ko:K00647	lpm:LP6_0354
ko:K03711	lpm:LP6_0365
ko:K00567	lpm:LP6_0387
ko:K11189	lpm:LP6_0466
ko:K02030	lpm:LP6_0482
ko:K02028	lpm:LP6_0484
ko:K01488	lpm:LP6_0488
ko:K02067	lpm:LP6_0833
ko:K04774	lpm:LP6_0845
ko:K02200	lpm:LP6_0852
ko:K01715	lpm:LP6_0859
ko:K01439	lpm:LP6_0876
ko:K02033	lpm:LP6_0948
ko:K01510	lpm:LP6_0959
ko:K01537	lpm:LP6_0992
ko:K00758	lpm:LP6_0997
ko:K15725	lpm:LP6_1002
ko:K15725	lpm:LP6_1014
ko:K15727	lpm:LP6_1015
ko:K02116	lpm:LP6_1033
ko:K02193	lpm:LP6_0846
ko:K14998	lpm:LP6_0402
ko:K05844	lpm:LP6_0407
ko:K00845	lpm:LP6_0412
ko:K00241	lpm:LP6_0521
ko:K10563	lpm:LP6_0548
ko:K00383	lpm:LP6_0560
ko:K01488	lpm:LP6_0561
ko:K09806	lpm:LP6_0572
ko:K01934	lpm:LP6_0574
ko:K04488	lpm:LP6_0587
ko:K02238	lpm:LP6_0609
ko:K01992	lpm:LP6_0666
ko:K00639	lpm:LP6_0684
ko:K01479	lpm:LP6_0691
ko:K07665	lpm:LP6_0697
ko:K07305	lpm:LP6_1087
ko:K08481	lpm:LP6_1096
ko:K11069	lpm:LP6_1121
ko:K11071	lpm:LP6_1123
ko:K06990	lpm:LP6_1150
ko:K07126	lpm:LP6_1153
ko:K02674	lpm:LP6_0611
ko:K02030	lpm:LP6_0661
ko:K07257	lpm:LP6_0752
ko:K01784	lpm:LP6_0817
ko:K00674	lpm:LP6_0877
ko:K01760	lpm:LP6_0879
ko:K00486	lpm:LP6_0881
ko:K02665	lpm:LP6_0918
ko:K06149	lpm:LP6_0923
ko:K17686	lpm:LP6_1604
ko:K17686	lpm:LP6_0999
ko:K01467	lpm:LP6_2441
ko:K03767	lpm:LP6_1943
ko:K06518	lpm:LP6_0216
ko:K01658	lpm:LP6_0825
ko:K00254	lpm:LP6_1799
ko:K07263	lpm:LP6_2703
ko:K07263	lpm:LP6_2704
ko:K00537	lpm:LP6_0249
ko:K17758	lpm:LP6_2733
ko:K17759	lpm:LP6_2733
ko:K00128	lpm:LP6_1332
ko:K01069	lpm:LP6_1279
ko:K01487	lpm:LP6_1966
ko:K11022	lpm:LP6_2546
ko:K01659	lpm:LP6_1508
ko:K03719	lpm:LP6_2548
ko:K03719	lpm:LP6_1466
ko:K14742	lpm:LP6_1900
ko:K00130	lpm:LP6_0239
ko:K07645	lpm:LP6_1275
ko:K16011	lpm:LP6_2917
ko:K00632	lpm:LP6_1334
ko:K01139	lpm:LP6_1989
ko:K18138	lpm:LP6_0702
ko:K07045	lpm:LP6_2571
ko:K00663	lpm:LP6_2427
ko:K00103	lpm:LP6_2351
ko:K03585	lpm:LP6_0703
ko:K01286	lpm:LP6_1889
ko:K21480	lpm:LP6_0230
ko:K01286	lpm:LP6_2954
ko:K01286	lpm:LP6_1100
ko:K02031	lpm:LP6_0675
ko:K02032	lpm:LP6_0675
ko:K01838	lpm:LP6_1074
ko:K01768	lpm:LP6_1470
ko:K12226	lpm:LP6_0449
ko:K07090	lpm:LP6_2900
ko:K00523	lpm:LP6_2967
ko:K01533	lpm:LP6_2723
ko:K01533	lpm:LP6_0232
ko:K07461	lpm:LP6_0262
ko:K02358	lpm:LP6_0306
ko:K02500	lpm:LP6_0754
ko:K03704	lpm:LP6_1043
ko:K03563	lpm:LP6_1240
ko:K07461	lpm:LP6_1296
ko:K06147	lpm:LP6_2086
ko:K06147	lpm:LP6_2088
ko:K03563	lpm:LP6_2119
ko:K03569	lpm:LP6_2191
ko:K07154	lpm:LP6_2407
ko:K07154	lpm:LP6_2408
ko:K07154	lpm:LP6_2409
ko:K07461	lpm:LP6_2476
ko:K07001	lpm:LP6_0015
ko:K09458	lpm:LP6_0107
ko:K09930	lpm:LP6_0651
ko:K19294	lpm:LP6_0747
ko:K18429	lpm:LP6_0733
ko:K18431	lpm:LP6_0731
ko:K18430	lpm:LP6_0732
ko:K03293	lpm:LP6_0958
ko:K18480	lpm:LP6_2024
ko:K00681	lpm:LP6_0540
ko:K01178	lpm:LP6_0415
ko:K04065	lpm:LP6_0375
ko:K02664	lpm:LP6_0917
ko:K08744	lpm:LP6_2830
ko:K09691	lpm:LP6_0737
ko:K18778	lpm:LP6_1447
ko:K06147	lpm:LP6_1260
ko:K18800	lpm:LP6_0084
ko:K18893	lpm:LP6_2265
ko:K18844	lpm:LP6_1472
ko:K18850	lpm:LP6_1880
ko:K06147	lpm:LP6_1593
ko:K12222	lpm:LP6_0433
ko:K12218	lpm:LP6_0437
ko:K12217	lpm:LP6_0438
ko:K12214	lpm:LP6_0441
ko:K12213	lpm:LP6_0442
ko:K12209	lpm:LP6_0443
ko:K12206	lpm:LP6_0448
ko:K03111	lpm:LP6_0965
ko:K03503	lpm:LP6_1215
ko:K03502	lpm:LP6_1216
ko:K03205	lpm:LP6_1228
ko:K03196	lpm:LP6_1229
ko:K03204	lpm:LP6_1231
ko:K03203	lpm:LP6_1232
ko:K03201	lpm:LP6_1233
ko:K03646	lpm:LP6_1551
ko:K03502	lpm:LP6_1680
ko:K03503	lpm:LP6_1681
ko:K12056	lpm:LP6_2104
ko:K12072	lpm:LP6_2105
ko:K12057	lpm:LP6_2107
ko:K12058	lpm:LP6_2108
ko:K12059	lpm:LP6_2109
ko:K12060	lpm:LP6_2110
ko:K12061	lpm:LP6_2111
ko:K12063	lpm:LP6_2112
ko:K12065	lpm:LP6_2114
ko:K12066	lpm:LP6_2115
ko:K12067	lpm:LP6_2116
ko:K12068	lpm:LP6_2117
ko:K05593	lpm:LP6_2171
ko:K04565	lpm:LP6_2376
ko:K03497	lpm:LP6_2621
ko:K12204	lpm:LP6_2707
ko:K12203	lpm:LP6_2708
ko:K03496	lpm:LP6_2921
ko:K03497	lpm:LP6_2922
ko:K07497	lpm:LP6_2087
ko:K07497	lpm:LP6_2601
ko:K19055	lpm:LP6_1190
ko:K07483	lpm:LP6_0151
ko:K00335	lpm:LP6_2813
ko:K02663	lpm:LP6_0916
ko:K12211	lpm:LP6_0444
ko:K18997	lpm:LP6_2293
ko:K12221	lpm:LP6_0434
ko:K12220	lpm:LP6_0435
ko:K12216	lpm:LP6_0439
ko:K12215	lpm:LP6_0440
ko:K12210	lpm:LP6_0450
ko:K12208	lpm:LP6_0446
ko:K15474	lpm:LP6_2670
ko:K00986	lpm:LP6_1063
ko:K04771	lpm:LP6_1312
ko:K15479	lpm:LP6_1931
ko:K15480	lpm:LP6_2494
ko:K15482	lpm:LP6_2542
ko:K15483	lpm:LP6_2541
ko:K15484	lpm:LP6_2615
ko:K12212	lpm:LP6_0447
ko:K15486	lpm:LP6_1463
ko:K15487	lpm:LP6_0277
ko:K15488	lpm:LP6_2859
ko:K15478	lpm:LP6_2841
ko:K15477	lpm:LP6_2860
ko:K15476	lpm:LP6_0382
ko:K15481	lpm:LP6_0928
ko:K12225	lpm:LP6_2721
ko:K16291	lpm:LP6_1574
ko:K12202	lpm:LP6_2718
ko:K02650	lpm:LP6_1894
ko:K00812	lpm:LP6_2566
ko:K01710	lpm:LP6_0741
ko:K12224	lpm:LP6_2720
ko:K00499	lpm:LP6_2189
ko:K12219	lpm:LP6_0436
ko:K00336	lpm:LP6_2812
ko:K15490	lpm:LP6_1349
ko:K07497	lpm:LP6_1905
ko:K07497	lpm:LP6_1906
ko:K07497	lpm:LP6_1907
ko:K07497	lpm:LP6_2600
ko:K02655	lpm:LP6_1893
ko:K19416	lpm:LP6_0937
ko:K00020	lpm:LP6_0132
ko:K01992	lpm:LP6_0644
ko:K01992	lpm:LP6_0645
ko:K01399	lpm:LP6_1633
ko:K01399	lpm:LP6_3016
ko:K01399	lpm:LP6_0458
ko:K03722	lpm:LP6_1901
ko:K00638	lpm:LP6_0050
ko:K19294	lpm:LP6_2231
ko:K09690	lpm:LP6_0736
ko:K07011	lpm:LP6_0765
ko:K11209	lpm:LP6_1953
ko:K12205	lpm:LP6_2706
ko:K00992	lpm:LP6_0298
ko:K07666	lpm:LP6_1276
ko:K00995	lpm:LP6_2321
ko:K19784	lpm:LP6_2468
ko:K13775	lpm:LP6_1363
ko:K07662	lpm:LP6_1419
ko:K19802	lpm:LP6_1937
ko:K19804	lpm:LP6_1404
ko:K19810	lpm:LP6_0291
ko:K05770	lpm:LP6_0213
ko:K01568	lpm:LP6_1136
ko:K06445	lpm:LP6_0296
ko:K20265	lpm:LP6_1670
ko:K20265	lpm:LP6_0396
ko:K20265	lpm:LP6_1896
ko:K20265	lpm:LP6_1636
ko:K00507	lpm:LP6_0250
ko:K00507	lpm:LP6_0549
ko:K07259	lpm:LP6_1451
ko:K20534	lpm:LP6_2507
ko:K03200	lpm:LP6_1236
ko:K03198	lpm:LP6_1238
ko:K03197	lpm:LP6_1239
ko:K03202	lpm:LP6_1235
ko:K03195	lpm:LP6_1230
ko:K03199	lpm:LP6_1237
ko:K01945	lpm:LP6_1652
ko:K21071	lpm:LP6_1892
ko:K01768	lpm:LP6_0657
ko:K01768	lpm:LP6_1112
ko:K01768	lpm:LP6_1304
ko:K01768	lpm:LP6_1716
ko:K00526	lpm:LP6_1752
ko:K21218	lpm:LP6_3001
ko:K00287	lpm:LP6_0303
ko:K00857	lpm:LP6_0619
ko:K06223	lpm:LP6_0637
ko:K02314	lpm:LP6_0719
ko:K00558	lpm:LP6_1220
ko:K06217	lpm:LP6_1422
ko:K03553	lpm:LP6_1779
ko:K06223	lpm:LP6_2080
