ko:K13613	bmp:NG74_01767
ko:K03763	bmp:NG74_01703
ko:K09748	bmp:NG74_01704
ko:K02600	bmp:NG74_01705
ko:K07742	bmp:NG74_01706
ko:K02519	bmp:NG74_01708
ko:K09764	bmp:NG74_01709
ko:K02834	bmp:NG74_01710
ko:K03177	bmp:NG74_01711
ko:K11753	bmp:NG74_01712
ko:K02956	bmp:NG74_01713
ko:K00962	bmp:NG74_01714
ko:K01893	bmp:NG74_02149
ko:K00812	bmp:NG74_02150
ko:K01579	bmp:NG74_02154
ko:K01918	bmp:NG74_02155
ko:K00606	bmp:NG74_02156
ko:K03524	bmp:NG74_02158
ko:K00974	bmp:NG74_02159
ko:K01734	bmp:NG74_02162
ko:K00215	bmp:NG74_02163
ko:K01569	bmp:NG74_02166
ko:K03888	bmp:NG74_02169
ko:K03887	bmp:NG74_02170
ko:K03886	bmp:NG74_02171
ko:K00800	bmp:NG74_02175
ko:K04517	bmp:NG74_02176
ko:K00817	bmp:NG74_02177
ko:K01695	bmp:NG74_02178
ko:K01696	bmp:NG74_02179
ko:K01817	bmp:NG74_02180
ko:K01609	bmp:NG74_02181
ko:K00766	bmp:NG74_02182
ko:K01657	bmp:NG74_02183
ko:K06208	bmp:NG74_02184
ko:K01735	bmp:NG74_02185
ko:K01736	bmp:NG74_02186
ko:K00575	bmp:NG74_02187
ko:K00940	bmp:NG74_02188
ko:K00805	bmp:NG74_02189
ko:K03183	bmp:NG74_02190
ko:K00805	bmp:NG74_02191
ko:K06285	bmp:NG74_02192
ko:K01495	bmp:NG74_02193
ko:K03530	bmp:NG74_02194
ko:K06398	bmp:NG74_02195
ko:K01154	bmp:NG74_02673
ko:K03427	bmp:NG74_02674
ko:K01153	bmp:NG74_02675
ko:K07095	bmp:NG74_02680
ko:K02428	bmp:NG74_02681
ko:K00989	bmp:NG74_02682
ko:K06298	bmp:NG74_02683
ko:K01776	bmp:NG74_02684
ko:K01994	bmp:NG74_02686
ko:K07107	bmp:NG74_02687
ko:K00240	bmp:NG74_02688
ko:K00239	bmp:NG74_02689
ko:K00241	bmp:NG74_02690
ko:K00928	bmp:NG74_02692
ko:K03703	bmp:NG74_02694
ko:K03671	bmp:NG74_02695
ko:K01209	bmp:NG74_02696
ko:K03522	bmp:NG74_02697
ko:K03521	bmp:NG74_02698
ko:K13767	bmp:NG74_02699
ko:K13770	bmp:NG74_02700
ko:K01897	bmp:NG74_02701
ko:K08989	bmp:NG74_02703
ko:K07456	bmp:NG74_02704
ko:K02347	bmp:NG74_02705
ko:K09888	bmp:NG74_02707
ko:K03471	bmp:NG74_02708
ko:K01890	bmp:NG74_02709
ko:K01889	bmp:NG74_02710
ko:K03437	bmp:NG74_02712
ko:K06426	bmp:NG74_02713
ko:K02647	bmp:NG74_02714
ko:K00104	bmp:NG74_02715
ko:K11473	bmp:NG74_02716
ko:K06200	bmp:NG74_02717
ko:K01209	bmp:NG74_02718
ko:K17236	bmp:NG74_02719
ko:K17235	bmp:NG74_02720
ko:K16959	bmp:NG74_03246
ko:K16958	bmp:NG74_03247
ko:K16957	bmp:NG74_03248
ko:K00059	bmp:NG74_03252
ko:K03623	bmp:NG74_03253
ko:K03623	bmp:NG74_03254
ko:K03623	bmp:NG74_03255
ko:K03664	bmp:NG74_03257
ko:K12573	bmp:NG74_03258
ko:K03928	bmp:NG74_03259
ko:K03075	bmp:NG74_03260
ko:K05846	bmp:NG74_03270
ko:K05845	bmp:NG74_03271
ko:K05846	bmp:NG74_03272
ko:K05847	bmp:NG74_03273
ko:K05846	bmp:NG74_03275
ko:K05845	bmp:NG74_03276
ko:K05846	bmp:NG74_03277
ko:K05847	bmp:NG74_03278
ko:K05595	bmp:NG74_03280
ko:K01689	bmp:NG74_03284
ko:K15633	bmp:NG74_03285
ko:K01803	bmp:NG74_03286
ko:K00927	bmp:NG74_03287
ko:K00134	bmp:NG74_03288
ko:K05311	bmp:NG74_03289
ko:K03091	bmp:NG74_02511
ko:K13653	bmp:NG74_02514
ko:K13256	bmp:NG74_02517
ko:K07148	bmp:NG74_02520
ko:K01809	bmp:NG74_02541
ko:K02768	bmp:NG74_02542
ko:K02769	bmp:NG74_02542
ko:K02770	bmp:NG74_02542
ko:K03976	bmp:NG74_02545
ko:K08224	bmp:NG74_02547
ko:K14338	bmp:NG74_02548
ko:K00123	bmp:NG74_02554
ko:K17217	bmp:NG74_02557
ko:K17216	bmp:NG74_02558
ko:K01243	bmp:NG74_02559
ko:K17462	bmp:NG74_02560
ko:K06950	bmp:NG74_03039
ko:K16216	bmp:NG74_03040
ko:K03466	bmp:NG74_03043
ko:K00259	bmp:NG74_03048
ko:K04780	bmp:NG74_03051
ko:K01252	bmp:NG74_03052
ko:K02363	bmp:NG74_03053
ko:K02361	bmp:NG74_03054
ko:K00216	bmp:NG74_03055
ko:K07017	bmp:NG74_03056
ko:K03523	bmp:NG74_03058
ko:K07084	bmp:NG74_03059
ko:K01255	bmp:NG74_03060
ko:K09775	bmp:NG74_03061
ko:K03885	bmp:NG74_03064
ko:K00364	bmp:NG74_03067
ko:K01990	bmp:NG74_03070
ko:K01992	bmp:NG74_03071
ko:K03790	bmp:NG74_03074
ko:K14189	bmp:NG74_03075
ko:K13628	bmp:NG74_03076
ko:K01778	bmp:NG74_03077
ko:K03317	bmp:NG74_03078
ko:K03885	bmp:NG74_03080
ko:K00872	bmp:NG74_03084
ko:K01733	bmp:NG74_03085
ko:K00003	bmp:NG74_03086
ko:K11686	bmp:NG74_03595
ko:K07088	bmp:NG74_03596
ko:K00027	bmp:NG74_03597
ko:K02909	bmp:NG74_03599
ko:K03628	bmp:NG74_03600
ko:K02446	bmp:NG74_03601
ko:K00790	bmp:NG74_03602
ko:K00616	bmp:NG74_03603
ko:K01624	bmp:NG74_03604
ko:K02490	bmp:NG74_03605
ko:K01937	bmp:NG74_03608
ko:K03048	bmp:NG74_03609
ko:K06131	bmp:NG74_03611
ko:K06147	bmp:NG74_03614
ko:K06131	bmp:NG74_03615
ko:K00374	bmp:NG74_03617
ko:K00373	bmp:NG74_03618
ko:K00371	bmp:NG74_03619
ko:K00370	bmp:NG74_03620
ko:K02575	bmp:NG74_03624
ko:K01887	bmp:NG74_03625
ko:K07729	bmp:NG74_03629
ko:K01480	bmp:NG74_03636
ko:K00797	bmp:NG74_03637
ko:K01821	bmp:NG74_03642
ko:K03294	bmp:NG74_03644
ko:K09388	bmp:NG74_03645
ko:K06885	bmp:NG74_03646
ko:K11145	bmp:NG74_00119
ko:K03218	bmp:NG74_00120
ko:K06962	bmp:NG74_00121
ko:K03091	bmp:NG74_00122
ko:K03073	bmp:NG74_00123
ko:K02601	bmp:NG74_00124
ko:K02867	bmp:NG74_00125
ko:K02863	bmp:NG74_00126
ko:K02864	bmp:NG74_00128
ko:K02935	bmp:NG74_00129
ko:K00564	bmp:NG74_00130
ko:K03043	bmp:NG74_00131
ko:K03046	bmp:NG74_00132
ko:K07590	bmp:NG74_00133
ko:K02950	bmp:NG74_00134
ko:K02992	bmp:NG74_00135
ko:K02355	bmp:NG74_00136
ko:K02358	bmp:NG74_00137
ko:K02946	bmp:NG74_00139
ko:K02906	bmp:NG74_00140
ko:K02926	bmp:NG74_00141
ko:K02892	bmp:NG74_00142
ko:K02886	bmp:NG74_00143
ko:K02965	bmp:NG74_00144
ko:K02890	bmp:NG74_00145
ko:K02982	bmp:NG74_00146
ko:K02878	bmp:NG74_00147
ko:K02904	bmp:NG74_00148
ko:K02961	bmp:NG74_00149
ko:K02874	bmp:NG74_00150
ko:K02895	bmp:NG74_00151
ko:K02931	bmp:NG74_00152
ko:K02954	bmp:NG74_00153
ko:K02994	bmp:NG74_00154
ko:K02933	bmp:NG74_00155
ko:K02881	bmp:NG74_00156
ko:K02988	bmp:NG74_00157
ko:K02907	bmp:NG74_00158
ko:K02876	bmp:NG74_00159
ko:K03076	bmp:NG74_00160
ko:K00939	bmp:NG74_00161
ko:K01265	bmp:NG74_00162
ko:K02518	bmp:NG74_00163
ko:K02919	bmp:NG74_00164
ko:K02952	bmp:NG74_00165
ko:K02948	bmp:NG74_00166
ko:K03040	bmp:NG74_00167
ko:K02879	bmp:NG74_00168
ko:K16786	bmp:NG74_00169
ko:K16787	bmp:NG74_00170
ko:K16785	bmp:NG74_00171
ko:K06173	bmp:NG74_00172
ko:K02871	bmp:NG74_00174
ko:K02996	bmp:NG74_00175
ko:K00375	bmp:NG74_00391
ko:K07250	bmp:NG74_00392
ko:K00135	bmp:NG74_00393
ko:K05340	bmp:NG74_00394
ko:K00034	bmp:NG74_00395
ko:K14166	bmp:NG74_00397
ko:K02799	bmp:NG74_00400
ko:K02800	bmp:NG74_00400
ko:K02798	bmp:NG74_00401
ko:K00009	bmp:NG74_00402
ko:K02372	bmp:NG74_00403
ko:K07160	bmp:NG74_00406
ko:K06351	bmp:NG74_00409
ko:K06350	bmp:NG74_00410
ko:K03817	bmp:NG74_00421
ko:K03719	bmp:NG74_00426
ko:K00158	bmp:NG74_00436
ko:K06366	bmp:NG74_00441
ko:K17763	bmp:NG74_00727
ko:K06890	bmp:NG74_00730
ko:K14338	bmp:NG74_00734
ko:K01990	bmp:NG74_00737
ko:K01992	bmp:NG74_00738
ko:K00978	bmp:NG74_00741
ko:K01709	bmp:NG74_00742
ko:K08223	bmp:NG74_00746
ko:K03294	bmp:NG74_00747
ko:K15738	bmp:NG74_00752
ko:K01728	bmp:NG74_00761
ko:K03319	bmp:NG74_00762
ko:K07284	bmp:NG74_00770
ko:K11637	bmp:NG74_00771
ko:K00491	bmp:NG74_00776
ko:K01512	bmp:NG74_00777
ko:K16043	bmp:NG74_01107
ko:K09767	bmp:NG74_01113
ko:K00243	bmp:NG74_01114
ko:K07335	bmp:NG74_01115
ko:K15629	bmp:NG74_01117
ko:K06889	bmp:NG74_01125
ko:K11210	bmp:NG74_01127
ko:K00145	bmp:NG74_01130
ko:K00620	bmp:NG74_01131
ko:K00930	bmp:NG74_01132
ko:K01956	bmp:NG74_01134
ko:K01955	bmp:NG74_01135
ko:K00611	bmp:NG74_01136
ko:K05519	bmp:NG74_01141
ko:K02254	bmp:NG74_01142
ko:K00648	bmp:NG74_01144
ko:K09458	bmp:NG74_01145
ko:K02035	bmp:NG74_01149
ko:K02033	bmp:NG74_01150
ko:K02034	bmp:NG74_01151
ko:K01867	bmp:NG74_01153
ko:K15580	bmp:NG74_01155
ko:K15581	bmp:NG74_01156
ko:K15582	bmp:NG74_01157
ko:K15583	bmp:NG74_01158
ko:K02911	bmp:NG74_01551
ko:K00077	bmp:NG74_01554
ko:K01756	bmp:NG74_00673
ko:K01923	bmp:NG74_00674
ko:K01952	bmp:NG74_00675
ko:K01952	bmp:NG74_00676
ko:K01952	bmp:NG74_00677
ko:K00764	bmp:NG74_00678
ko:K01933	bmp:NG74_00679
ko:K11175	bmp:NG74_00680
ko:K00602	bmp:NG74_00681
ko:K01945	bmp:NG74_00682
ko:K01486	bmp:NG74_00684
ko:K07094	bmp:NG74_00688
ko:K03657	bmp:NG74_00689
ko:K01972	bmp:NG74_00690
ko:K07507	bmp:NG74_00693
ko:K03307	bmp:NG74_00694
ko:K02435	bmp:NG74_00695
ko:K02433	bmp:NG74_00696
ko:K02434	bmp:NG74_00697
ko:K03215	bmp:NG74_00701
ko:K09925	bmp:NG74_00706
ko:K06332	bmp:NG74_00719
ko:K06333	bmp:NG74_00720
ko:K06334	bmp:NG74_00721
ko:K07145	bmp:NG74_00725
ko:K03897	bmp:NG74_01015
ko:K03455	bmp:NG74_01016
ko:K07228	bmp:NG74_01017
ko:K01990	bmp:NG74_01021
ko:K01992	bmp:NG74_01022
ko:K03698	bmp:NG74_01025
ko:K07533	bmp:NG74_01027
ko:K09682	bmp:NG74_01030
ko:K00831	bmp:NG74_01034
ko:K02503	bmp:NG74_01035
ko:K01990	bmp:NG74_01036
ko:K01992	bmp:NG74_01037
ko:K12555	bmp:NG74_01042
ko:K01599	bmp:NG74_01043
ko:K01772	bmp:NG74_01044
ko:K00231	bmp:NG74_01045
ko:K01421	bmp:NG74_01047
ko:K00648	bmp:NG74_01048
ko:K11102	bmp:NG74_01051
ko:K00899	bmp:NG74_01388
ko:K08969	bmp:NG74_01391
ko:K08965	bmp:NG74_01393
ko:K08966	bmp:NG74_01394
ko:K08964	bmp:NG74_01395
ko:K08967	bmp:NG74_01396
ko:K13532	bmp:NG74_01398
ko:K15973	bmp:NG74_01399
ko:K02557	bmp:NG74_01400
ko:K02556	bmp:NG74_01401
ko:K03697	bmp:NG74_01402
ko:K06920	bmp:NG74_01405
ko:K01737	bmp:NG74_01406
ko:K10026	bmp:NG74_01407
ko:K09457	bmp:NG74_01408
ko:K09457	bmp:NG74_01411
ko:K01449	bmp:NG74_01415
ko:K01534	bmp:NG74_01418
ko:K03480	bmp:NG74_01422
ko:K11189	bmp:NG74_01424
ko:K08483	bmp:NG74_01425
ko:K06315	bmp:NG74_01426
ko:K03716	bmp:NG74_01427
ko:K03406	bmp:NG74_01428
ko:K02491	bmp:NG74_01433
ko:K00841	bmp:NG74_01434
ko:K03415	bmp:NG74_01436
ko:K07098	bmp:NG74_01440
ko:K01356	bmp:NG74_01844
ko:K00615	bmp:NG74_01848
ko:K09976	bmp:NG74_01850
ko:K06196	bmp:NG74_01852
ko:K03413	bmp:NG74_01853
ko:K06335	bmp:NG74_01856
ko:K06433	bmp:NG74_01857
ko:K06432	bmp:NG74_01858
ko:K01681	bmp:NG74_01859
ko:K06431	bmp:NG74_01861
ko:K06434	bmp:NG74_01862
ko:K07107	bmp:NG74_01863
ko:K08591	bmp:NG74_01866
ko:K02622	bmp:NG74_01868
ko:K02621	bmp:NG74_01869
ko:K03310	bmp:NG74_01872
ko:K00874	bmp:NG74_01873
ko:K08322	bmp:NG74_01874
ko:K01625	bmp:NG74_01875
ko:K01686	bmp:NG74_01876
ko:K02525	bmp:NG74_01878
ko:K00059	bmp:NG74_02308
ko:K15329	bmp:NG74_02312
ko:K02601	bmp:NG74_02313
ko:K00784	bmp:NG74_02319
ko:K00036	bmp:NG74_02320
ko:K00033	bmp:NG74_02321
ko:K02346	bmp:NG74_02322
ko:K03217	bmp:NG74_02324
ko:K01966	bmp:NG74_02326
ko:K05606	bmp:NG74_02327
ko:K02028	bmp:NG74_02331
ko:K02029	bmp:NG74_02332
ko:K02030	bmp:NG74_02333
ko:K09699	bmp:NG74_02336
ko:K00167	bmp:NG74_02337
ko:K00166	bmp:NG74_02338
ko:K00382	bmp:NG74_02339
ko:K00929	bmp:NG74_02340
ko:K00263	bmp:NG74_02341
ko:K03417	bmp:NG74_02345
ko:K01720	bmp:NG74_02346
ko:K01647	bmp:NG74_02347
ko:K00074	bmp:NG74_02349
ko:K00626	bmp:NG74_02350
ko:K01126	bmp:NG74_02351
ko:K01448	bmp:NG74_02352
ko:K04767	bmp:NG74_02825
ko:K04768	bmp:NG74_02826
ko:K02557	bmp:NG74_02827
ko:K02556	bmp:NG74_02828
ko:K02529	bmp:NG74_02829
ko:K13853	bmp:NG74_02830
ko:K01924	bmp:NG74_02834
ko:K03466	bmp:NG74_02835
ko:K06878	bmp:NG74_02836
ko:K00027	bmp:NG74_02842
ko:K03439	bmp:NG74_02844
ko:K01975	bmp:NG74_02849
ko:K01738	bmp:NG74_02850
ko:K01439	bmp:NG74_02851
ko:K06901	bmp:NG74_02852
ko:K01992	bmp:NG74_02853
ko:K01990	bmp:NG74_02854
ko:K06183	bmp:NG74_02856
ko:K07007	bmp:NG74_02858
ko:K05020	bmp:NG74_02859
ko:K02529	bmp:NG74_02861
ko:K10117	bmp:NG74_02862
ko:K10118	bmp:NG74_02863
ko:K10119	bmp:NG74_02864
ko:K07406	bmp:NG74_02865
ko:K01869	bmp:NG74_02868
ko:K11632	bmp:NG74_02874
ko:K11631	bmp:NG74_02875
ko:K11629	bmp:NG74_02876
ko:K03701	bmp:NG74_03397
ko:K03702	bmp:NG74_03398
ko:K03797	bmp:NG74_03414
ko:K09811	bmp:NG74_03416
ko:K09812	bmp:NG74_03417
ko:K12263	bmp:NG74_03418
ko:K02836	bmp:NG74_03420
ko:K03070	bmp:NG74_03421
ko:K02423	bmp:NG74_03424
ko:K02422	bmp:NG74_03425
ko:K02407	bmp:NG74_03426
ko:K02406	bmp:NG74_03427
ko:K03563	bmp:NG74_03428
ko:K13626	bmp:NG74_03429
ko:K02397	bmp:NG74_03431
ko:K02396	bmp:NG74_03432
ko:K02398	bmp:NG74_03434
ko:K02242	bmp:NG74_03436
ko:K02241	bmp:NG74_03437
ko:K02240	bmp:NG74_03438
ko:K07692	bmp:NG74_03440
ko:K07777	bmp:NG74_03441
ko:K02851	bmp:NG74_03444
ko:K00161	bmp:NG74_01500
ko:K00162	bmp:NG74_01501
ko:K00627	bmp:NG74_01502
ko:K00382	bmp:NG74_01503
ko:K01092	bmp:NG74_01510
ko:K03088	bmp:NG74_01515
ko:K06207	bmp:NG74_01519
ko:K07175	bmp:NG74_01523
ko:K01425	bmp:NG74_01525
ko:K03588	bmp:NG74_01527
ko:K01958	bmp:NG74_01528
ko:K02259	bmp:NG74_01529
ko:K02275	bmp:NG74_01531
ko:K02274	bmp:NG74_01532
ko:K02276	bmp:NG74_01533
ko:K02862	bmp:NG74_01535
ko:K00954	bmp:NG74_01545
ko:K07001	bmp:NG74_01547
ko:K07177	bmp:NG74_01548
ko:K07040	bmp:NG74_01550
ko:K01868	bmp:NG74_01933
ko:K13955	bmp:NG74_01935
ko:K00266	bmp:NG74_01937
ko:K00265	bmp:NG74_01938
ko:K00931	bmp:NG74_01940
ko:K00286	bmp:NG74_01941
ko:K00059	bmp:NG74_01943
ko:K11216	bmp:NG74_01947
ko:K00058	bmp:NG74_01948
ko:K06878	bmp:NG74_01958
ko:K08976	bmp:NG74_01965
ko:K03654	bmp:NG74_01971
ko:K01118	bmp:NG74_01973
ko:K13993	bmp:NG74_01978
ko:K00128	bmp:NG74_01984
ko:K18115	bmp:NG74_01985
ko:K03925	bmp:NG74_01556
ko:K03438	bmp:NG74_01557
ko:K08724	bmp:NG74_01559
ko:K08384	bmp:NG74_01560
ko:K01928	bmp:NG74_01561
ko:K01000	bmp:NG74_01562
ko:K01925	bmp:NG74_01563
ko:K03588	bmp:NG74_01564
ko:K02563	bmp:NG74_01565
ko:K00075	bmp:NG74_01566
ko:K03589	bmp:NG74_01567
ko:K03590	bmp:NG74_01568
ko:K03531	bmp:NG74_01569
ko:K13276	bmp:NG74_01570
ko:K06383	bmp:NG74_01571
ko:K03091	bmp:NG74_01572
ko:K03091	bmp:NG74_01573
ko:K02013	bmp:NG74_01574
ko:K05810	bmp:NG74_01578
ko:K06997	bmp:NG74_01579
ko:K09772	bmp:NG74_01580
ko:K02221	bmp:NG74_01581
ko:K04074	bmp:NG74_01583
ko:K01870	bmp:NG74_01585
ko:K03101	bmp:NG74_01587
ko:K06180	bmp:NG74_01588
ko:K02825	bmp:NG74_01590
ko:K02824	bmp:NG74_01591
ko:K00609	bmp:NG74_01593
ko:K01465	bmp:NG74_01594
ko:K01956	bmp:NG74_01595
ko:K01955	bmp:NG74_01596
ko:K02823	bmp:NG74_01597
ko:K17828	bmp:NG74_01598
ko:K01591	bmp:NG74_01599
ko:K00762	bmp:NG74_01600
ko:K00390	bmp:NG74_01603
ko:K16331	bmp:NG74_01604
ko:K00958	bmp:NG74_01605
ko:K00860	bmp:NG74_01606
ko:K02303	bmp:NG74_01607
ko:K03794	bmp:NG74_01608
ko:K06322	bmp:NG74_02040
ko:K06319	bmp:NG74_02042
ko:K01083	bmp:NG74_02044
ko:K17716	bmp:NG74_02045
ko:K06359	bmp:NG74_02059
ko:K01069	bmp:NG74_02062
ko:K17218	bmp:NG74_02063
ko:K07090	bmp:NG74_02066
ko:K07305	bmp:NG74_02078
ko:K07304	bmp:NG74_02079
ko:K07152	bmp:NG74_02083
ko:K01754	bmp:NG74_02085
ko:K11068	bmp:NG74_02087
ko:K00655	bmp:NG74_02088
ko:K03624	bmp:NG74_02564
ko:K00876	bmp:NG74_02565
ko:K08303	bmp:NG74_02566
ko:K08303	bmp:NG74_02567
ko:K07082	bmp:NG74_02569
ko:K07447	bmp:NG74_02571
ko:K01872	bmp:NG74_02573
ko:K10041	bmp:NG74_02576
ko:K10039	bmp:NG74_02577
ko:K10040	bmp:NG74_02578
ko:K10040	bmp:NG74_02579
ko:K03581	bmp:NG74_02583
ko:K00566	bmp:NG74_02585
ko:K04487	bmp:NG74_02586
ko:K17472	bmp:NG74_02587
ko:K07478	bmp:NG74_02588
ko:K01876	bmp:NG74_02591
ko:K01892	bmp:NG74_02592
ko:K01448	bmp:NG74_02596
ko:K07560	bmp:NG74_02597
ko:K00951	bmp:NG74_02598
ko:K00759	bmp:NG74_02599
ko:K07462	bmp:NG74_02600
ko:K07228	bmp:NG74_02602
ko:K12257	bmp:NG74_02603
ko:K06409	bmp:NG74_02605
ko:K03210	bmp:NG74_02608
ko:K00773	bmp:NG74_02609
ko:K07568	bmp:NG74_02610
ko:K03551	bmp:NG74_02612
ko:K03550	bmp:NG74_02613
ko:K06318	bmp:NG74_02614
ko:K02437	bmp:NG74_03141
ko:K00537	bmp:NG74_03142
ko:K07516	bmp:NG74_03145
ko:K00318	bmp:NG74_03146
ko:K01574	bmp:NG74_03152
ko:K00077	bmp:NG74_03153
ko:K02013	bmp:NG74_03155
ko:K04047	bmp:NG74_03159
ko:K07770	bmp:NG74_03161
ko:K07650	bmp:NG74_03162
ko:K01679	bmp:NG74_03165
ko:K06290	bmp:NG74_03169
ko:K11618	bmp:NG74_03170
ko:K11617	bmp:NG74_03171
ko:K11622	bmp:NG74_03172
ko:K11621	bmp:NG74_03173
ko:K11619	bmp:NG74_03175
ko:K02013	bmp:NG74_03178
ko:K02015	bmp:NG74_03179
ko:K02016	bmp:NG74_03180
ko:K01569	bmp:NG74_03188
ko:K02013	bmp:NG74_03190
ko:K00826	bmp:NG74_03749
ko:K01222	bmp:NG74_03750
ko:K02759	bmp:NG74_03751
ko:K02761	bmp:NG74_03752
ko:K02760	bmp:NG74_03753
ko:K03491	bmp:NG74_03754
ko:K03652	bmp:NG74_03756
ko:K02015	bmp:NG74_03757
ko:K02015	bmp:NG74_03758
ko:K02016	bmp:NG74_03759
ko:K03893	bmp:NG74_03761
ko:K02760	bmp:NG74_03762
ko:K02759	bmp:NG74_03763
ko:K02761	bmp:NG74_03764
ko:K01223	bmp:NG74_03765
ko:K00847	bmp:NG74_03766
ko:K01809	bmp:NG74_03767
ko:K01218	bmp:NG74_03768
ko:K03781	bmp:NG74_03769
ko:K01442	bmp:NG74_03770
ko:K03457	bmp:NG74_03771
ko:K17758	bmp:NG74_03772
ko:K16012	bmp:NG74_03773
ko:K16013	bmp:NG74_03774
ko:K00426	bmp:NG74_03775
ko:K00425	bmp:NG74_03776
ko:K10112	bmp:NG74_03779
ko:K01784	bmp:NG74_03784
ko:K01258	bmp:NG74_03785
ko:K00563	bmp:NG74_03791
ko:K16323	bmp:NG74_03793
ko:K03781	bmp:NG74_03797
ko:K03300	bmp:NG74_03798
ko:K03488	bmp:NG74_03800
ko:K06902	bmp:NG74_03801
ko:K04564	bmp:NG74_01986
ko:K03308	bmp:NG74_01987
ko:K03453	bmp:NG74_01988
ko:K02249	bmp:NG74_02406
ko:K02248	bmp:NG74_02407
ko:K02247	bmp:NG74_02408
ko:K02246	bmp:NG74_02409
ko:K02245	bmp:NG74_02410
ko:K02244	bmp:NG74_02411
ko:K02243	bmp:NG74_02412
ko:K17763	bmp:NG74_02415
ko:K16509	bmp:NG74_02417
ko:K01308	bmp:NG74_02423
ko:K00845	bmp:NG74_02424
ko:K03315	bmp:NG74_02425
ko:K01934	bmp:NG74_02427
ko:K02913	bmp:NG74_02428
ko:K02036	bmp:NG74_02431
ko:K02036	bmp:NG74_02432
ko:K02038	bmp:NG74_02433
ko:K02037	bmp:NG74_02434
ko:K02040	bmp:NG74_02435
ko:K08222	bmp:NG74_02437
ko:K04564	bmp:NG74_02438
ko:K09793	bmp:NG74_02439
ko:K05967	bmp:NG74_02444
ko:K02076	bmp:NG74_02445
ko:K01151	bmp:NG74_02448
ko:K18692	bmp:NG74_02449
ko:K03527	bmp:NG74_02451
ko:K06967	bmp:NG74_02453
ko:K13300	bmp:NG74_02454
ko:K03086	bmp:NG74_02455
ko:K09768	bmp:NG74_02457
ko:K16789	bmp:NG74_02954
ko:K07192	bmp:NG74_02955
ko:K11440	bmp:NG74_02959
ko:K03499	bmp:NG74_02963
ko:K05916	bmp:NG74_02965
ko:K06153	bmp:NG74_02970
ko:K05520	bmp:NG74_02973
ko:K03406	bmp:NG74_02974
ko:K03406	bmp:NG74_02975
ko:K03406	bmp:NG74_02976
ko:K03406	bmp:NG74_02977
ko:K00686	bmp:NG74_02978
ko:K00459	bmp:NG74_02980
ko:K01187	bmp:NG74_02982
ko:K06973	bmp:NG74_02984
ko:K01575	bmp:NG74_03492
ko:K01652	bmp:NG74_03493
ko:K03893	bmp:NG74_03495
ko:K06325	bmp:NG74_03497
ko:K06330	bmp:NG74_03498
ko:K00681	bmp:NG74_03502
ko:K07240	bmp:NG74_03504
ko:K07240	bmp:NG74_03505
ko:K05982	bmp:NG74_03509
ko:K00012	bmp:NG74_03519
ko:K01104	bmp:NG74_03520
ko:K03282	bmp:NG74_03531
ko:K02372	bmp:NG74_03532
ko:K02392	bmp:NG74_03534
ko:K02392	bmp:NG74_03535
ko:K03569	bmp:NG74_03536
ko:K06283	bmp:NG74_03537
ko:K03457	bmp:NG74_03540
ko:K03320	bmp:NG74_03543
ko:K03574	bmp:NG74_03814
ko:K06113	bmp:NG74_03815
ko:K09683	bmp:NG74_03816
ko:K01745	bmp:NG74_03817
ko:K01712	bmp:NG74_03818
ko:K01468	bmp:NG74_03819
ko:K01479	bmp:NG74_03820
ko:K00756	bmp:NG74_03822
ko:K11535	bmp:NG74_03823
ko:K01619	bmp:NG74_03824
ko:K05346	bmp:NG74_03825
ko:K02016	bmp:NG74_03832
ko:K11636	bmp:NG74_03834
ko:K11635	bmp:NG74_03835
ko:K06606	bmp:NG74_03844
ko:K06605	bmp:NG74_03845
ko:K00010	bmp:NG74_03846
ko:K06610	bmp:NG74_03847
ko:K03335	bmp:NG74_03848
ko:K03336	bmp:NG74_03849
ko:K03338	bmp:NG74_03850
ko:K03337	bmp:NG74_03851
ko:K00140	bmp:NG74_03852
ko:K06608	bmp:NG74_03853
ko:K02484	bmp:NG74_03909
ko:K07652	bmp:NG74_03916
ko:K07668	bmp:NG74_03917
ko:K01939	bmp:NG74_03922
ko:K02939	bmp:NG74_03935
ko:K06329	bmp:NG74_03939
ko:K15986	bmp:NG74_03941
ko:K00692	bmp:NG74_03943
ko:K08987	bmp:NG74_03949
ko:K06019	bmp:NG74_03956
ko:K00919	bmp:NG74_00062
ko:K09685	bmp:NG74_00063
ko:K09022	bmp:NG74_00064
ko:K06412	bmp:NG74_00065
ko:K04042	bmp:NG74_00066
ko:K00948	bmp:NG74_00067
ko:K02897	bmp:NG74_00068
ko:K01056	bmp:NG74_00069
ko:K03723	bmp:NG74_00071
ko:K04769	bmp:NG74_00072
ko:K02499	bmp:NG74_00074
ko:K07571	bmp:NG74_00079
ko:K06382	bmp:NG74_00082
ko:K07114	bmp:NG74_00083
ko:K04075	bmp:NG74_00085
ko:K00760	bmp:NG74_00086
ko:K03798	bmp:NG74_00087
ko:K03525	bmp:NG74_00088
ko:K04083	bmp:NG74_00089
ko:K01738	bmp:NG74_00091
ko:K01665	bmp:NG74_00092
ko:K01664	bmp:NG74_00093
ko:K02619	bmp:NG74_00094
ko:K00796	bmp:NG74_00095
ko:K01633	bmp:NG74_00096
ko:K00950	bmp:NG74_00097
ko:K04567	bmp:NG74_00100
