ko:K18893	babr:DO74_372
ko:K09808	babr:DO74_1051
ko:K01881	babr:DO74_1052
ko:K01907	babr:DO74_1841
ko:K01907	babr:DO74_1842
ko:K00253	babr:DO74_1843
ko:K01969	babr:DO74_1844
ko:K01968	babr:DO74_1845
ko:K01640	babr:DO74_1846
ko:K13766	babr:DO74_1847
ko:K01999	babr:DO74_1848
ko:K13893	babr:DO74_1850
ko:K13893	babr:DO74_1851
ko:K13894	babr:DO74_1852
ko:K13895	babr:DO74_1853
ko:K13896	babr:DO74_1854
ko:K12972	babr:DO74_1855
ko:K03629	babr:DO74_1857
ko:K02338	babr:DO74_1858
ko:K02313	babr:DO74_1859
ko:K02968	babr:DO74_1860
ko:K01692	babr:DO74_1861
ko:K10563	babr:DO74_1862
ko:K01255	babr:DO74_1864
ko:K02073	babr:DO74_1871
ko:K09826	babr:DO74_1872
ko:K01716	babr:DO74_1873
ko:K00647	babr:DO74_1874
ko:K00208	babr:DO74_1875
ko:K00564	babr:DO74_1876
ko:K00564	babr:DO74_1877
ko:K00962	babr:DO74_1878
ko:K02956	babr:DO74_1879
ko:K03177	babr:DO74_1880
ko:K02834	babr:DO74_1881
ko:K02519	babr:DO74_1882
ko:K07742	babr:DO74_1883
ko:K02600	babr:DO74_1884
ko:K09748	babr:DO74_1885
ko:K03439	babr:DO74_1886
ko:K00789	babr:DO74_1887
ko:K03820	babr:DO74_1889
ko:K00324	babr:DO74_2675
ko:K00324	babr:DO74_2676
ko:K00325	babr:DO74_2677
ko:K02970	babr:DO74_2683
ko:K02072	babr:DO74_2686
ko:K02071	babr:DO74_2687
ko:K02073	babr:DO74_2688
ko:K01998	babr:DO74_2690
ko:K01997	babr:DO74_2691
ko:K01996	babr:DO74_2692
ko:K01995	babr:DO74_2693
ko:K01999	babr:DO74_2694
ko:K09969	babr:DO74_2699
ko:K01266	babr:DO74_2700
ko:K01652	babr:DO74_2702
ko:K01687	babr:DO74_2706
ko:K00883	babr:DO74_2707
ko:K01631	babr:DO74_2708
ko:K10546	babr:DO74_2709
ko:K10546	babr:DO74_2710
ko:K10548	babr:DO74_2711
ko:K10547	babr:DO74_2712
ko:K00824	babr:DO74_2713
ko:K09975	babr:DO74_2714
ko:K01712	babr:DO74_2715
ko:K01479	babr:DO74_2716
ko:K01745	babr:DO74_2717
ko:K01468	babr:DO74_2718
ko:K05836	babr:DO74_2720
ko:K00822	babr:DO74_2721
ko:K00285	babr:DO74_2723
ko:K01775	babr:DO74_2724
ko:K00806	babr:DO74_729
ko:K00981	babr:DO74_730
ko:K11749	babr:DO74_731
ko:K07277	babr:DO74_732
ko:K02536	babr:DO74_733
ko:K02372	babr:DO74_734
ko:K00677	babr:DO74_735
ko:K09949	babr:DO74_736
ko:K00748	babr:DO74_737
ko:K01647	babr:DO74_738
ko:K01885	babr:DO74_739
ko:K01356	babr:DO74_740
ko:K03750	babr:DO74_742
ko:K03637	babr:DO74_743
ko:K01609	babr:DO74_744
ko:K00766	babr:DO74_745
ko:K03770	babr:DO74_746
ko:K01803	babr:DO74_747
ko:K03075	babr:DO74_748
ko:K01937	babr:DO74_750
ko:K01627	babr:DO74_751
ko:K01689	babr:DO74_752
ko:K00161	babr:DO74_755
ko:K00162	babr:DO74_756
ko:K00627	babr:DO74_757
ko:K00382	babr:DO74_758
ko:K03644	babr:DO74_759
ko:K18588	babr:DO74_761
ko:K03743	babr:DO74_762
ko:K12506	babr:DO74_763
ko:K07708	babr:DO74_765
ko:K07712	babr:DO74_766
ko:K13598	babr:DO74_767
ko:K13599	babr:DO74_768
ko:K03499	babr:DO74_769
ko:K03666	babr:DO74_771
ko:K03665	babr:DO74_772
ko:K01358	babr:DO74_773
ko:K03544	babr:DO74_774
ko:K01338	babr:DO74_775
ko:K03530	babr:DO74_776
ko:K03701	babr:DO74_777
ko:K00790	babr:DO74_1579
ko:K00013	babr:DO74_1581
ko:K02518	babr:DO74_1584
ko:K06287	babr:DO74_1585
ko:K09862	babr:DO74_1586
ko:K02395	babr:DO74_1609
ko:K18334	babr:DO74_1623
ko:K18335	babr:DO74_1625
ko:K03534	babr:DO74_1628
ko:K10112	babr:DO74_1630
ko:K02026	babr:DO74_1631
ko:K00627	babr:DO74_2409
ko:K11381	babr:DO74_2410
ko:K00059	babr:DO74_2412
ko:K01996	babr:DO74_2414
ko:K01995	babr:DO74_2415
ko:K01998	babr:DO74_2416
ko:K01997	babr:DO74_2417
ko:K01999	babr:DO74_2418
ko:K03088	babr:DO74_2421
ko:K02364	babr:DO74_2425
ko:K02361	babr:DO74_2426
ko:K02363	babr:DO74_2427
ko:K02064	babr:DO74_172
ko:K00949	babr:DO74_173
ko:K15738	babr:DO74_175
ko:K00873	babr:DO74_179
ko:K02919	babr:DO74_181
ko:K01589	babr:DO74_182
ko:K01588	babr:DO74_183
ko:K09987	babr:DO74_191
ko:K01908	babr:DO74_196
ko:K00927	babr:DO74_198
ko:K00134	babr:DO74_199
ko:K00615	babr:DO74_200
ko:K09888	babr:DO74_202
ko:K01934	babr:DO74_203
ko:K09769	babr:DO74_204
ko:K09706	babr:DO74_206
ko:K03523	babr:DO74_207
ko:K02909	babr:DO74_210
ko:K06147	babr:DO74_211
ko:K02557	babr:DO74_212
ko:K01092	babr:DO74_214
ko:K02356	babr:DO74_215
ko:K07126	babr:DO74_216
ko:K00788	babr:DO74_217
ko:K13592	babr:DO74_219
ko:K01159	babr:DO74_220
ko:K03550	babr:DO74_221
ko:K03551	babr:DO74_222
ko:K07107	babr:DO74_223
ko:K03562	babr:DO74_224
ko:K03560	babr:DO74_225
ko:K05606	babr:DO74_1054
ko:K12574	babr:DO74_1055
ko:K03524	babr:DO74_1056
ko:K00343	babr:DO74_1057
ko:K00342	babr:DO74_1058
ko:K00341	babr:DO74_1059
ko:K00340	babr:DO74_1060
ko:K00339	babr:DO74_1061
ko:K00338	babr:DO74_1062
ko:K00337	babr:DO74_1063
ko:K00334	babr:DO74_1066
ko:K00333	babr:DO74_1067
ko:K00332	babr:DO74_1068
ko:K00331	babr:DO74_1069
ko:K00330	babr:DO74_1070
ko:K02871	babr:DO74_1082
ko:K02996	babr:DO74_1083
ko:K01480	babr:DO74_1084
ko:K00145	babr:DO74_1085
ko:K02259	babr:DO74_1086
ko:K01991	babr:DO74_1089
ko:K04764	babr:DO74_1095
ko:K00648	babr:DO74_1096
ko:K03621	babr:DO74_1097
ko:K17662	babr:DO74_1099
ko:K15987	babr:DO74_1101
ko:K03625	babr:DO74_1102
ko:K07042	babr:DO74_1891
ko:K01252	babr:DO74_2428
ko:K00216	babr:DO74_2429
ko:K02362	babr:DO74_2431
ko:K07335	babr:DO74_2432
ko:K02056	babr:DO74_2433
ko:K02057	babr:DO74_2434
ko:K02057	babr:DO74_2435
ko:K00852	babr:DO74_2437
ko:K01996	babr:DO74_2448
ko:K01995	babr:DO74_2449
ko:K01998	babr:DO74_2450
ko:K01997	babr:DO74_2451
ko:K01997	babr:DO74_2452
ko:K01999	babr:DO74_2453
ko:K16087	babr:DO74_2455
ko:K02050	babr:DO74_2457
ko:K02049	babr:DO74_2458
ko:K06168	babr:DO74_1893
ko:K03789	babr:DO74_1895
ko:K04047	babr:DO74_1897
ko:K07657	babr:DO74_1901
ko:K02039	babr:DO74_1902
ko:K02036	babr:DO74_1903
ko:K02038	babr:DO74_1904
ko:K02037	babr:DO74_1905
ko:K02040	babr:DO74_1906
ko:K09790	babr:DO74_1907
ko:K03642	babr:DO74_1908
ko:K07391	babr:DO74_1910
ko:K01920	babr:DO74_1911
ko:K01591	babr:DO74_1914
ko:K00570	babr:DO74_1915
ko:K03686	babr:DO74_1916
ko:K04043	babr:DO74_1917
ko:K01890	babr:DO74_1919
ko:K01889	babr:DO74_1920
ko:K02887	babr:DO74_1922
ko:K02916	babr:DO74_1923
ko:K02520	babr:DO74_1925
ko:K05782	babr:DO74_1928
ko:K05782	babr:DO74_1929
ko:K07043	babr:DO74_1931
ko:K01817	babr:DO74_1933
ko:K01696	babr:DO74_1934
ko:K01695	babr:DO74_1936
ko:K01963	babr:DO74_1937
ko:K11754	babr:DO74_1938
ko:K03671	babr:DO74_1939
ko:K00101	babr:DO74_2727
ko:K03710	babr:DO74_2733
ko:K00820	babr:DO74_2734
ko:K01443	babr:DO74_2735
ko:K01433	babr:DO74_2737
ko:K00128	babr:DO74_2738
ko:K06959	babr:DO74_2743
ko:K10680	babr:DO74_2746
ko:K01476	babr:DO74_2748
ko:K06886	babr:DO74_2750
ko:K05838	babr:DO74_2754
ko:K07157	babr:DO74_2755
ko:K09791	babr:DO74_2757
ko:K00052	babr:DO74_2758
ko:K10778	babr:DO74_2759
ko:K00133	babr:DO74_2761
ko:K01704	babr:DO74_2765
ko:K01644	babr:DO74_2766
ko:K01284	babr:DO74_2769
ko:K06213	babr:DO74_2770
ko:K06207	babr:DO74_2771
ko:K03841	babr:DO74_2774
ko:K01624	babr:DO74_2775
ko:K03641	babr:DO74_227
ko:K03640	babr:DO74_228
ko:K04075	babr:DO74_231
ko:K03798	babr:DO74_232
ko:K03431	babr:DO74_233
ko:K03453	babr:DO74_235
ko:K00831	babr:DO74_236
ko:K00058	babr:DO74_238
ko:K01939	babr:DO74_240
ko:K05800	babr:DO74_246
ko:K13888	babr:DO74_248
ko:K05685	babr:DO74_249
ko:K03832	babr:DO74_252
ko:K03559	babr:DO74_253
ko:K03561	babr:DO74_254
ko:K03088	babr:DO74_261
ko:K03711	babr:DO74_266
ko:K06180	babr:DO74_269
ko:K03089	babr:DO74_270
ko:K03823	babr:DO74_271
ko:K01638	babr:DO74_272
ko:K01894	babr:DO74_273
ko:K01247	babr:DO74_274
ko:K00135	babr:DO74_278
ko:K00794	babr:DO74_1103
ko:K00793	babr:DO74_1104
ko:K11752	babr:DO74_1105
ko:K07738	babr:DO74_1106
ko:K00600	babr:DO74_1107
ko:K01698	babr:DO74_1112
ko:K02621	babr:DO74_1115
ko:K01876	babr:DO74_1117
ko:K03684	babr:DO74_1118
ko:K01524	babr:DO74_1119
ko:K00937	babr:DO74_1120
ko:K00480	babr:DO74_1122
ko:K09972	babr:DO74_1123
ko:K09971	babr:DO74_1124
ko:K09971	babr:DO74_1125
ko:K09970	babr:DO74_1127
ko:K09969	babr:DO74_1128
ko:K01760	babr:DO74_1130
ko:K00939	babr:DO74_1147
ko:K03303	babr:DO74_1153
ko:K01251	babr:DO74_1945
ko:K11189	babr:DO74_1946
ko:K02793	babr:DO74_1947
ko:K14980	babr:DO74_1949
ko:K14981	babr:DO74_1950
ko:K01610	babr:DO74_1951
ko:K15034	babr:DO74_1953
ko:K00867	babr:DO74_1954
ko:K01523	babr:DO74_1955
ko:K02500	babr:DO74_1956
ko:K01814	babr:DO74_1957
ko:K02501	babr:DO74_1958
ko:K01693	babr:DO74_1960
ko:K01419	babr:DO74_1961
ko:K03667	babr:DO74_1962
ko:K08304	babr:DO74_1966
ko:K07113	babr:DO74_1968
ko:K03071	babr:DO74_1969
ko:K02342	babr:DO74_1970
ko:K00859	babr:DO74_1971
ko:K00014	babr:DO74_1972
ko:K06287	babr:DO74_1973
ko:K09773	babr:DO74_1974
ko:K01599	babr:DO74_1975
ko:K08973	babr:DO74_1976
ko:K03628	babr:DO74_1978
ko:K06888	babr:DO74_1979
ko:K03650	babr:DO74_1981
ko:K03495	babr:DO74_1982
ko:K03501	babr:DO74_1983
ko:K02340	babr:DO74_1986
ko:K05833	babr:DO74_1987
ko:K05832	babr:DO74_1988
ko:K01989	babr:DO74_1989
ko:K00862	babr:DO74_2782
ko:K17204	babr:DO74_2784
ko:K17203	babr:DO74_2785
ko:K17202	babr:DO74_2786
ko:K07043	babr:DO74_2796
ko:K01153	babr:DO74_2797
ko:K01154	babr:DO74_2798
ko:K03427	babr:DO74_2799
ko:K00459	babr:DO74_2809
ko:K03724	babr:DO74_2812
ko:K06953	babr:DO74_2813
ko:K07090	babr:DO74_2815
ko:K13582	babr:DO74_2816
ko:K09137	babr:DO74_2818
ko:K06199	babr:DO74_2819
ko:K06199	babr:DO74_2820
ko:K01686	babr:DO74_2825
ko:K01812	babr:DO74_2827
ko:K01812	babr:DO74_2828
ko:K00040	babr:DO74_2829
ko:K02055	babr:DO74_2830
ko:K02052	babr:DO74_2831
ko:K02054	babr:DO74_2832
ko:K02053	babr:DO74_2833
ko:K17207	babr:DO74_288
ko:K17206	babr:DO74_289
ko:K17205	babr:DO74_290
ko:K05878	babr:DO74_292
ko:K05879	babr:DO74_293
ko:K05878	babr:DO74_294
ko:K05878	babr:DO74_295
ko:K05879	babr:DO74_296
ko:K16079	babr:DO74_299
ko:K00076	babr:DO74_304
ko:K01637	babr:DO74_308
ko:K07110	babr:DO74_310
ko:K11073	babr:DO74_311
ko:K11076	babr:DO74_312
ko:K11075	babr:DO74_313
ko:K11074	babr:DO74_315
ko:K07289	babr:DO74_316
ko:K07270	babr:DO74_319
ko:K13584	babr:DO74_324
ko:K13588	babr:DO74_325
ko:K06975	babr:DO74_328
ko:K00566	babr:DO74_331
ko:K12368	babr:DO74_336
ko:K12369	babr:DO74_337
ko:K12370	babr:DO74_338
ko:K12371	babr:DO74_339
ko:K01784	babr:DO74_1157
ko:K01933	babr:DO74_1160
ko:K11175	babr:DO74_1161
ko:K07115	babr:DO74_1165
ko:K01166	babr:DO74_1167
ko:K00799	babr:DO74_1168
ko:K16079	babr:DO74_1169
ko:K03703	babr:DO74_1171
ko:K03636	babr:DO74_1173
ko:K03635	babr:DO74_1174
ko:K09914	babr:DO74_1175
ko:K00940	babr:DO74_1176
ko:K06158	babr:DO74_1178
ko:K02339	babr:DO74_1180
ko:K01255	babr:DO74_1181
ko:K07091	babr:DO74_1182
ko:K11720	babr:DO74_1183
ko:K04744	babr:DO74_1184
ko:K03771	babr:DO74_1185
ko:K00097	babr:DO74_1186
ko:K02528	babr:DO74_1187
ko:K05786	babr:DO74_1189
ko:K01649	babr:DO74_1190
ko:K01883	babr:DO74_1193
ko:K06895	babr:DO74_1194
ko:K01465	babr:DO74_1201
ko:K06980	babr:DO74_1202
ko:K03584	babr:DO74_1204
ko:K03685	babr:DO74_1207
ko:K03100	babr:DO74_1208
ko:K00997	babr:DO74_1209
ko:K09928	babr:DO74_1210
ko:K02529	babr:DO74_1992
ko:K00059	babr:DO74_2003
ko:K04085	babr:DO74_2009
ko:K01962	babr:DO74_2011
ko:K04763	babr:DO74_2012
ko:K00891	babr:DO74_2014
ko:K01735	babr:DO74_2015
ko:K05527	babr:DO74_2017
ko:K09883	babr:DO74_2020
ko:K01534	babr:DO74_2023
ko:K02902	babr:DO74_2026
ko:K09125	babr:DO74_2027
ko:K01142	babr:DO74_2038
ko:K06188	babr:DO74_2040
ko:K09812	babr:DO74_2042
ko:K09811	babr:DO74_2043
ko:K01708	babr:DO74_2834
ko:K07722	babr:DO74_2835
ko:K15584	babr:DO74_2836
ko:K15584	babr:DO74_2837
ko:K15585	babr:DO74_2838
ko:K15586	babr:DO74_2839
ko:K15587	babr:DO74_2840
ko:K10824	babr:DO74_2841
ko:K00626	babr:DO74_2845
ko:K01782	babr:DO74_2846
ko:K04566	babr:DO74_2849
ko:K01673	babr:DO74_2851
ko:K02035	babr:DO74_2853
ko:K02033	babr:DO74_2854
ko:K02034	babr:DO74_2855
ko:K00286	babr:DO74_2858
ko:K01491	babr:DO74_2859
ko:K01690	babr:DO74_2860
ko:K01057	babr:DO74_2861
ko:K00036	babr:DO74_2862
ko:K00059	babr:DO74_2863
ko:K09471	babr:DO74_2870
ko:K01915	babr:DO74_2872
ko:K03601	babr:DO74_2876
ko:K01919	babr:DO74_2877
ko:K09761	babr:DO74_2878
ko:K06075	babr:DO74_2879
ko:K02016	babr:DO74_2883
ko:K02015	babr:DO74_2884
ko:K02013	babr:DO74_2885
ko:K12372	babr:DO74_340
ko:K02000	babr:DO74_341
ko:K02001	babr:DO74_342
ko:K02002	babr:DO74_343
ko:K03719	babr:DO74_348
ko:K13503	babr:DO74_349
ko:K01649	babr:DO74_351
ko:K07275	babr:DO74_354
ko:K07393	babr:DO74_355
ko:K03924	babr:DO74_360
ko:K09986	babr:DO74_361
ko:K00970	babr:DO74_363
ko:K03824	babr:DO74_366
ko:K00228	babr:DO74_367
ko:K03216	babr:DO74_370
ko:K00411	babr:DO74_373
ko:K00412	babr:DO74_374
ko:K00413	babr:DO74_375
ko:K00759	babr:DO74_377
ko:K06942	babr:DO74_380
ko:K01056	babr:DO74_381
ko:K02897	babr:DO74_382
ko:K06915	babr:DO74_383
ko:K00948	babr:DO74_384
ko:K05810	babr:DO74_387
ko:K13292	babr:DO74_389
ko:K06878	babr:DO74_392
ko:K07638	babr:DO74_393
ko:K08223	babr:DO74_1212
ko:K00762	babr:DO74_1215
ko:K03060	babr:DO74_1217
ko:K03664	babr:DO74_1220
ko:K01714	babr:DO74_1221
ko:K08309	babr:DO74_1222
ko:K00817	babr:DO74_1229
ko:K07126	babr:DO74_1233
ko:K01241	babr:DO74_1239
ko:K00311	babr:DO74_1241
ko:K01256	babr:DO74_1245
ko:K07716	babr:DO74_1246
ko:K00982	babr:DO74_1248
ko:K02200	babr:DO74_1252
ko:K02198	babr:DO74_1253
ko:K02197	babr:DO74_1254
ko:K02200	babr:DO74_1255
ko:K00655	babr:DO74_2045
ko:K01507	babr:DO74_2046
ko:K02221	babr:DO74_2047
ko:K07232	babr:DO74_2049
ko:K00220	babr:DO74_2050
ko:K00817	babr:DO74_2052
ko:K00760	babr:DO74_2054
ko:K01586	babr:DO74_2056
ko:K01755	babr:DO74_2058
ko:K09768	babr:DO74_2060
ko:K07058	babr:DO74_2061
ko:K10026	babr:DO74_2065
ko:K01737	babr:DO74_2066
ko:K06920	babr:DO74_2067
ko:K03521	babr:DO74_2068
ko:K03522	babr:DO74_2069
ko:K00074	babr:DO74_2070
ko:K01738	babr:DO74_2071
ko:K01761	babr:DO74_2073
ko:K01424	babr:DO74_2075
ko:K01424	babr:DO74_2077
ko:K09972	babr:DO74_2078
ko:K01744	babr:DO74_2079
ko:K01480	babr:DO74_2080
ko:K02028	babr:DO74_2081
ko:K02029	babr:DO74_2082
ko:K02029	babr:DO74_2083
ko:K02030	babr:DO74_2084
ko:K03760	babr:DO74_2088
ko:K03760	babr:DO74_2089
ko:K03070	babr:DO74_2091
ko:K01999	babr:DO74_2092
ko:K00135	babr:DO74_2093
ko:K00014	babr:DO74_2095
ko:K02026	babr:DO74_2888
ko:K02025	babr:DO74_2889
ko:K02027	babr:DO74_2890
ko:K10112	babr:DO74_2892
ko:K02000	babr:DO74_2897
ko:K02001	babr:DO74_2898
ko:K02002	babr:DO74_2899
ko:K01915	babr:DO74_2903
ko:K00605	babr:DO74_2908
ko:K02437	babr:DO74_2909
ko:K00281	babr:DO74_2910
ko:K03719	babr:DO74_2911
ko:K13821	babr:DO74_2912
ko:K02012	babr:DO74_2913
ko:K02011	babr:DO74_2914
ko:K02010	babr:DO74_2915
ko:K01092	babr:DO74_2916
ko:K03337	babr:DO74_2917
ko:K03335	babr:DO74_2918
ko:K03336	babr:DO74_2919
ko:K03338	babr:DO74_2920
ko:K00010	babr:DO74_2922
ko:K04761	babr:DO74_2924
ko:K03386	babr:DO74_2925
ko:K04756	babr:DO74_2926
ko:K14588	babr:DO74_2929
ko:K02010	babr:DO74_2933
ko:K02012	babr:DO74_2934
ko:K02011	babr:DO74_2935
ko:K07659	babr:DO74_394
ko:K03702	babr:DO74_401
ko:K10806	babr:DO74_403
ko:K09922	babr:DO74_405
ko:K03624	babr:DO74_408
ko:K12989	babr:DO74_409
ko:K03498	babr:DO74_411
ko:K00384	babr:DO74_412
ko:K00812	babr:DO74_416
ko:K00799	babr:DO74_417
ko:K03704	babr:DO74_418
ko:K02471	babr:DO74_420
ko:K01955	babr:DO74_421
ko:K07054	babr:DO74_424
ko:K01956	babr:DO74_425
ko:K09117	babr:DO74_426
ko:K03324	babr:DO74_427
ko:K03086	babr:DO74_429
ko:K09160	babr:DO74_431
ko:K09807	babr:DO74_433
ko:K01442	babr:DO74_441
ko:K09799	babr:DO74_444
ko:K08281	babr:DO74_443
ko:K06193	babr:DO74_445
ko:K00479	babr:DO74_447
ko:K09988	babr:DO74_448
ko:K05366	babr:DO74_1278
ko:K11357	babr:DO74_1284
ko:K02426	babr:DO74_1286
ko:K02433	babr:DO74_1287
ko:K01354	babr:DO74_1292
ko:K04564	babr:DO74_1294
ko:K01560	babr:DO74_1295
ko:K06915	babr:DO74_1298
ko:K03449	babr:DO74_1300
ko:K03449	babr:DO74_1301
ko:K03284	babr:DO74_1303
ko:K07341	babr:DO74_1306
ko:K02167	babr:DO74_1308
ko:K02529	babr:DO74_1312
ko:K00854	babr:DO74_1313
ko:K01805	babr:DO74_1314
ko:K10439	babr:DO74_1317
ko:K00059	babr:DO74_2096
ko:K01996	babr:DO74_2097
ko:K01995	babr:DO74_2098
ko:K01998	babr:DO74_2098
ko:K01997	babr:DO74_2099
ko:K01999	babr:DO74_2100
ko:K00925	babr:DO74_2106
ko:K07243	babr:DO74_2109
ko:K07230	babr:DO74_2111
ko:K01951	babr:DO74_2112
ko:K01243	babr:DO74_2113
ko:K03500	babr:DO74_2115
ko:K03781	babr:DO74_2118
ko:K04761	babr:DO74_2119
ko:K00088	babr:DO74_2121
ko:K01840	babr:DO74_2124
ko:K01425	babr:DO74_2130
ko:K01580	babr:DO74_2132
ko:K01580	babr:DO74_2133
ko:K03585	babr:DO74_2135
ko:K02053	babr:DO74_2141
ko:K02054	babr:DO74_2142
ko:K02052	babr:DO74_2143
ko:K02055	babr:DO74_2144
ko:K02379	babr:DO74_2939
ko:K00794	babr:DO74_2938
ko:K17316	babr:DO74_2942
ko:K17317	babr:DO74_2943
ko:K10112	babr:DO74_2944
ko:K02427	babr:DO74_2947
ko:K01524	babr:DO74_2948
ko:K10010	babr:DO74_2949
ko:K10009	babr:DO74_2950
ko:K02424	babr:DO74_2951
ko:K01469	babr:DO74_2952
ko:K02013	babr:DO74_2954
ko:K02015	babr:DO74_2955
ko:K02015	babr:DO74_2956
ko:K02016	babr:DO74_2957
ko:K00128	babr:DO74_2958
ko:K07077	babr:DO74_2961
ko:K07090	babr:DO74_2962
ko:K00826	babr:DO74_2963
ko:K06901	babr:DO74_2967
ko:K05816	babr:DO74_2970
ko:K05815	babr:DO74_2971
ko:K05814	babr:DO74_2972
ko:K05813	babr:DO74_2973
ko:K01273	babr:DO74_2974
ko:K01486	babr:DO74_2976
ko:K01996	babr:DO74_2975
ko:K01995	babr:DO74_2977
ko:K01998	babr:DO74_2978
ko:K01997	babr:DO74_2979
ko:K01999	babr:DO74_2980
ko:K01857	babr:DO74_2981
ko:K00448	babr:DO74_2982
ko:K00449	babr:DO74_2983
ko:K01607	babr:DO74_2985
ko:K01055	babr:DO74_2986
ko:K02623	babr:DO74_2987
ko:K00598	babr:DO74_452
ko:K07088	babr:DO74_458
ko:K07273	babr:DO74_460
ko:K05801	babr:DO74_462
ko:K03322	babr:DO74_466
ko:K03438	babr:DO74_467
ko:K03587	babr:DO74_469
ko:K01928	babr:DO74_470
ko:K01929	babr:DO74_471
ko:K01000	babr:DO74_472
ko:K01925	babr:DO74_473
ko:K03588	babr:DO74_474
ko:K02563	babr:DO74_475
ko:K01924	babr:DO74_476
ko:K00075	babr:DO74_477
ko:K01921	babr:DO74_478
ko:K03589	babr:DO74_479
ko:K03590	babr:DO74_480
ko:K03531	babr:DO74_481
ko:K02535	babr:DO74_482
ko:K05807	babr:DO74_483
ko:K03631	babr:DO74_484
ko:K01972	babr:DO74_485
ko:K01262	babr:DO74_487
ko:K02687	babr:DO74_488
ko:K07152	babr:DO74_489
ko:K05805	babr:DO74_491
ko:K03657	babr:DO74_492
ko:K09985	babr:DO74_501
ko:K07552	babr:DO74_503
ko:K10440	babr:DO74_1318
ko:K10441	babr:DO74_1319
ko:K12995	babr:DO74_1320
ko:K00971	babr:DO74_1322
ko:K01840	babr:DO74_1323
ko:K01711	babr:DO74_1334
ko:K07127	babr:DO74_1348
ko:K01483	babr:DO74_1349
ko:K03523	babr:DO74_1350
ko:K01006	babr:DO74_1356
ko:K06996	babr:DO74_1357
ko:K16264	babr:DO74_1358
ko:K03529	babr:DO74_1359
ko:K03575	babr:DO74_1363
ko:K01560	babr:DO74_1364
ko:K03281	babr:DO74_1366
ko:K03608	babr:DO74_2148
ko:K03609	babr:DO74_2149
ko:K03610	babr:DO74_2150
ko:K03647	babr:DO74_2153
ko:K10111	babr:DO74_2159
ko:K10238	babr:DO74_2160
ko:K10237	babr:DO74_2161
ko:K10236	babr:DO74_2162
ko:K02529	babr:DO74_2163
ko:K02575	babr:DO74_2165
ko:K00370	babr:DO74_2166
ko:K00371	babr:DO74_2167
ko:K00373	babr:DO74_2168
ko:K00374	babr:DO74_2169
ko:K03769	babr:DO74_2170
ko:K03186	babr:DO74_2172
ko:K03182	babr:DO74_2173
ko:K03182	babr:DO74_2174
ko:K08303	babr:DO74_2176
ko:K02049	babr:DO74_2178
ko:K02050	babr:DO74_2179
ko:K02051	babr:DO74_2180
ko:K07234	babr:DO74_2181
ko:K03734	babr:DO74_2184
ko:K07218	babr:DO74_2188
ko:K00376	babr:DO74_2189
ko:K00039	babr:DO74_2195
ko:K10544	babr:DO74_2196
ko:K10545	babr:DO74_2197
ko:K10543	babr:DO74_2198
ko:K00481	babr:DO74_2988
ko:K02624	babr:DO74_2990
ko:K01031	babr:DO74_2991
ko:K01032	babr:DO74_2992
ko:K02030	babr:DO74_2998
ko:K02030	babr:DO74_2999
ko:K00285	babr:DO74_3000
ko:K02342	babr:DO74_3004
ko:K02346	babr:DO74_3012
ko:K06140	babr:DO74_3013
ko:K11443	babr:DO74_3015
ko:K02488	babr:DO74_3016
ko:K02913	babr:DO74_3017
ko:K12573	babr:DO74_3021
ko:K03168	babr:DO74_3022
ko:K04096	babr:DO74_3024
ko:K08591	babr:DO74_3025
ko:K01465	babr:DO74_3026
ko:K00609	babr:DO74_3027
ko:K09456	babr:DO74_3029
ko:K07447	babr:DO74_3028
ko:K02435	babr:DO74_3031
ko:K02433	babr:DO74_3032
ko:K02622	babr:DO74_3034
ko:K03801	babr:DO74_3036
ko:K14205	babr:DO74_3041
ko:K06196	babr:DO74_3042
ko:K04088	babr:DO74_507
ko:K04087	babr:DO74_508
ko:K09937	babr:DO74_509
ko:K07007	babr:DO74_511
ko:K01079	babr:DO74_512
ko:K00791	babr:DO74_513
ko:K01652	babr:DO74_514
ko:K01653	babr:DO74_515
ko:K03474	babr:DO74_518
ko:K03549	babr:DO74_519
ko:K00053	babr:DO74_521
ko:K06998	babr:DO74_527
ko:K06199	babr:DO74_531
ko:K02006	babr:DO74_533
ko:K02008	babr:DO74_534
ko:K16915	babr:DO74_535
ko:K02007	babr:DO74_536
ko:K02009	babr:DO74_537
ko:K08717	babr:DO74_538
ko:K03190	babr:DO74_539
ko:K03189	babr:DO74_540
ko:K03188	babr:DO74_541
ko:K01428	babr:DO74_542
ko:K01429	babr:DO74_543
ko:K01430	babr:DO74_544
ko:K01993	babr:DO74_547
ko:K13926	babr:DO74_548
ko:K13926	babr:DO74_549
ko:K16092	babr:DO74_551
ko:K02016	babr:DO74_552
ko:K02015	babr:DO74_553
ko:K02013	babr:DO74_555
ko:K02058	babr:DO74_556
ko:K02057	babr:DO74_557
ko:K02057	babr:DO74_558
ko:K02056	babr:DO74_559
ko:K01733	babr:DO74_1371
ko:K03790	babr:DO74_1373
ko:K07735	babr:DO74_1375
ko:K03469	babr:DO74_1378
ko:K02204	babr:DO74_1379
ko:K03527	babr:DO74_1380
ko:K14998	babr:DO74_1381
ko:K02276	babr:DO74_1383
ko:K02258	babr:DO74_1384
ko:K02258	babr:DO74_1385
ko:K02274	babr:DO74_1387
