ko:K18917	cgq:CGLAR1_04630
ko:K00010	cgq:CGLAR1_14690
ko:K03762	cgq:CGLAR1_14705
ko:K09384	cgq:CGLAR1_14725
ko:K02016	cgq:CGLAR1_14730
ko:K08987	cgq:CGLAR1_14740
ko:K00868	cgq:CGLAR1_14750
ko:K07735	cgq:CGLAR1_14775
ko:K00970	cgq:CGLAR1_14780
ko:K03980	cgq:CGLAR1_14800
ko:K03088	cgq:CGLAR1_14805
ko:K00384	cgq:CGLAR1_14810
ko:K03671	cgq:CGLAR1_14815
ko:K01448	cgq:CGLAR1_14820
ko:K03501	cgq:CGLAR1_14840
ko:K03217	cgq:CGLAR1_14845
ko:K03536	cgq:CGLAR1_14850
ko:K02914	cgq:CGLAR1_14855
ko:K07300	cgq:CGLAR1_05775
ko:K11065	cgq:CGLAR1_05795
ko:K09781	cgq:CGLAR1_05805
ko:K00077	cgq:CGLAR1_05810
ko:K09956	cgq:CGLAR1_05815
ko:K00537	cgq:CGLAR1_05835
ko:K09146	cgq:CGLAR1_05845
ko:K06207	cgq:CGLAR1_05855
ko:K15525	cgq:CGLAR1_05865
ko:K00674	cgq:CGLAR1_05895
ko:K16237	cgq:CGLAR1_05900
ko:K00674	cgq:CGLAR1_05905
ko:K01439	cgq:CGLAR1_05910
ko:K06966	cgq:CGLAR1_05915
ko:K00796	cgq:CGLAR1_05920
ko:K13693	cgq:CGLAR1_05925
ko:K00563	cgq:CGLAR1_05940
ko:K01193	cgq:CGLAR1_05945
ko:K16148	cgq:CGLAR1_05950
ko:K00975	cgq:CGLAR1_05955
ko:K03088	cgq:CGLAR1_05965
ko:K03117	cgq:CGLAR1_05975
ko:K03593	cgq:CGLAR1_05980
ko:K01616	cgq:CGLAR1_06010
ko:K00014	cgq:CGLAR1_06025
ko:K03929	cgq:CGLAR1_06030
ko:K02275	cgq:CGLAR1_10285
ko:K01953	cgq:CGLAR1_10290
ko:K02231	cgq:CGLAR1_10305
ko:K00768	cgq:CGLAR1_10310
ko:K02233	cgq:CGLAR1_10315
ko:K00826	cgq:CGLAR1_10325
ko:K01255	cgq:CGLAR1_10330
ko:K00658	cgq:CGLAR1_10340
ko:K03801	cgq:CGLAR1_10355
ko:K03644	cgq:CGLAR1_10360
ko:K07085	cgq:CGLAR1_10370
ko:K01915	cgq:CGLAR1_10380
ko:K01733	cgq:CGLAR1_10445
ko:K02074	cgq:CGLAR1_00180
ko:K02058	cgq:CGLAR1_00185
ko:K02057	cgq:CGLAR1_00190
ko:K02056	cgq:CGLAR1_00195
ko:K03767	cgq:CGLAR1_00205
ko:K03652	cgq:CGLAR1_00885
ko:K07025	cgq:CGLAR1_00900
ko:K00606	cgq:CGLAR1_00875
ko:K02892	cgq:CGLAR1_02970
ko:K00982	cgq:CGLAR1_10475
ko:K01915	cgq:CGLAR1_10480
ko:K00849	cgq:CGLAR1_10500
ko:K07164	cgq:CGLAR1_10520
ko:K01104	cgq:CGLAR1_10535
ko:K00163	cgq:CGLAR1_10555
ko:K05833	cgq:CGLAR1_10560
ko:K05832	cgq:CGLAR1_10565
ko:K01989	cgq:CGLAR1_10570
ko:K00549	cgq:CGLAR1_06060
ko:K18277	cgq:CGLAR1_06070
ko:K16012	cgq:CGLAR1_06095
ko:K16013	cgq:CGLAR1_06100
ko:K00426	cgq:CGLAR1_06105
ko:K00425	cgq:CGLAR1_06110
ko:K03574	cgq:CGLAR1_06120
ko:K05592	cgq:CGLAR1_06135
ko:K11928	cgq:CGLAR1_06150
ko:K01028	cgq:CGLAR1_06180
ko:K01029	cgq:CGLAR1_06185
ko:K00626	cgq:CGLAR1_06190
ko:K07068	cgq:CGLAR1_06195
ko:K02106	cgq:CGLAR1_06200
ko:K01534	cgq:CGLAR1_06235
ko:K01887	cgq:CGLAR1_06260
ko:K01586	cgq:CGLAR1_06265
ko:K00003	cgq:CGLAR1_06290
ko:K00872	cgq:CGLAR1_06295
ko:K00374	cgq:CGLAR1_06305
ko:K00373	cgq:CGLAR1_06310
ko:K00371	cgq:CGLAR1_06315
ko:K00370	cgq:CGLAR1_06320
ko:K02575	cgq:CGLAR1_06325
ko:K02078	cgq:CGLAR1_10590
ko:K02566	cgq:CGLAR1_10595
ko:K01113	cgq:CGLAR1_10665
ko:K00820	cgq:CGLAR1_10705
ko:K01129	cgq:CGLAR1_10715
ko:K01880	cgq:CGLAR1_10740
ko:K03711	cgq:CGLAR1_10750
ko:K00806	cgq:CGLAR1_10765
ko:K03584	cgq:CGLAR1_10770
ko:K07042	cgq:CGLAR1_10785
ko:K09761	cgq:CGLAR1_10795
ko:K03686	cgq:CGLAR1_10800
ko:K03705	cgq:CGLAR1_10805
ko:K01897	cgq:CGLAR1_10830
ko:K00705	cgq:CGLAR1_10835
ko:K06147	cgq:CGLAR1_10840
ko:K03750	cgq:CGLAR1_06355
ko:K03639	cgq:CGLAR1_06360
ko:K00666	cgq:CGLAR1_06365
ko:K03628	cgq:CGLAR1_06370
ko:K02835	cgq:CGLAR1_06375
ko:K02493	cgq:CGLAR1_06380
ko:K02851	cgq:CGLAR1_06390
ko:K02108	cgq:CGLAR1_06400
ko:K02110	cgq:CGLAR1_06405
ko:K02109	cgq:CGLAR1_06410
ko:K02113	cgq:CGLAR1_06415
ko:K02111	cgq:CGLAR1_06420
ko:K02115	cgq:CGLAR1_06425
ko:K02112	cgq:CGLAR1_06430
ko:K02114	cgq:CGLAR1_06435
ko:K07503	cgq:CGLAR1_06445
ko:K05606	cgq:CGLAR1_06450
ko:K05838	cgq:CGLAR1_06460
ko:K04091	cgq:CGLAR1_06465
ko:K15554	cgq:CGLAR1_06470
ko:K15555	cgq:CGLAR1_06475
ko:K15553	cgq:CGLAR1_06480
ko:K00700	cgq:CGLAR1_06485
ko:K16147	cgq:CGLAR1_06490
ko:K02013	cgq:CGLAR1_06495
ko:K03521	cgq:CGLAR1_06515
ko:K03522	cgq:CGLAR1_06520
ko:K04487	cgq:CGLAR1_06525
ko:K07154	cgq:CGLAR1_06535
ko:K03824	cgq:CGLAR1_06545
ko:K00566	cgq:CGLAR1_06565
ko:K02342	cgq:CGLAR1_06580
ko:K01972	cgq:CGLAR1_06585
ko:K02435	cgq:CGLAR1_06595
ko:K02433	cgq:CGLAR1_06600
ko:K01284	cgq:CGLAR1_10855
ko:K05343	cgq:CGLAR1_10865
ko:K01823	cgq:CGLAR1_10875
ko:K14155	cgq:CGLAR1_10895
ko:K03311	cgq:CGLAR1_10900
ko:K07088	cgq:CGLAR1_10920
ko:K02035	cgq:CGLAR1_10950
ko:K02033	cgq:CGLAR1_10955
ko:K02034	cgq:CGLAR1_10960
ko:K02031	cgq:CGLAR1_10965
ko:K02032	cgq:CGLAR1_10965
ko:K01975	cgq:CGLAR1_10970
ko:K00852	cgq:CGLAR1_10975
ko:K03453	cgq:CGLAR1_10990
ko:K01792	cgq:CGLAR1_10995
ko:K01638	cgq:CGLAR1_11000
ko:K01637	cgq:CGLAR1_11005
ko:K03596	cgq:CGLAR1_11060
ko:K02968	cgq:CGLAR1_11070
ko:K02340	cgq:CGLAR1_11085
ko:K02237	cgq:CGLAR1_11095
ko:K09710	cgq:CGLAR1_11110
ko:K00969	cgq:CGLAR1_11115
ko:K00147	cgq:CGLAR1_11125
ko:K00931	cgq:CGLAR1_11135
ko:K02529	cgq:CGLAR1_06620
ko:K10441	cgq:CGLAR1_06625
ko:K10440	cgq:CGLAR1_06630
ko:K10439	cgq:CGLAR1_06635
ko:K06726	cgq:CGLAR1_06640
ko:K02016	cgq:CGLAR1_06650
ko:K03453	cgq:CGLAR1_06655
ko:K02434	cgq:CGLAR1_06660
ko:K06988	cgq:CGLAR1_06665
ko:K06895	cgq:CGLAR1_06675
ko:K05596	cgq:CGLAR1_06680
ko:K07393	cgq:CGLAR1_06685
ko:K01687	cgq:CGLAR1_06700
ko:K01652	cgq:CGLAR1_06715
ko:K01653	cgq:CGLAR1_06720
ko:K00053	cgq:CGLAR1_06725
ko:K16264	cgq:CGLAR1_06750
ko:K00058	cgq:CGLAR1_06765
ko:K00052	cgq:CGLAR1_06775
ko:K07182	cgq:CGLAR1_06785
ko:K02342	cgq:CGLAR1_06790
ko:K02361	cgq:CGLAR1_06805
ko:K01885	cgq:CGLAR1_06810
ko:K07727	cgq:CGLAR1_06815
ko:K03147	cgq:CGLAR1_06875
ko:K00688	cgq:CGLAR1_06885
ko:K01069	cgq:CGLAR1_06890
ko:K07090	cgq:CGLAR1_06895
ko:K03979	cgq:CGLAR1_11140
ko:K06221	cgq:CGLAR1_11150
ko:K02899	cgq:CGLAR1_11165
ko:K02888	cgq:CGLAR1_11170
ko:K06911	cgq:CGLAR1_11185
ko:K00940	cgq:CGLAR1_11195
ko:K06975	cgq:CGLAR1_11205
ko:K11754	cgq:CGLAR1_11220
ko:K01873	cgq:CGLAR1_11225
ko:K15580	cgq:CGLAR1_11230
ko:K06966	cgq:CGLAR1_11240
ko:K00024	cgq:CGLAR1_11245
ko:K07088	cgq:CGLAR1_11275
ko:K03544	cgq:CGLAR1_11280
ko:K01029	cgq:CGLAR1_11290
ko:K01028	cgq:CGLAR1_11295
ko:K02624	cgq:CGLAR1_11300
ko:K00626	cgq:CGLAR1_11305
ko:K01055	cgq:CGLAR1_11310
ko:K06886	cgq:CGLAR1_11315
ko:K01607	cgq:CGLAR1_11320
ko:K01857	cgq:CGLAR1_11325
ko:K00448	cgq:CGLAR1_11330
ko:K00449	cgq:CGLAR1_11335
ko:K03464	cgq:CGLAR1_11345
ko:K03381	cgq:CGLAR1_11355
ko:K05549	cgq:CGLAR1_11360
ko:K05550	cgq:CGLAR1_11365
ko:K05784	cgq:CGLAR1_11370
ko:K05783	cgq:CGLAR1_11375
ko:K05548	cgq:CGLAR1_11385
ko:K05782	cgq:CGLAR1_11390
ko:K01358	cgq:CGLAR1_11395
ko:K01358	cgq:CGLAR1_11400
ko:K03545	cgq:CGLAR1_11405
ko:K07090	cgq:CGLAR1_06925
ko:K01703	cgq:CGLAR1_06945
ko:K01704	cgq:CGLAR1_06950
ko:K03574	cgq:CGLAR1_06965
ko:K00057	cgq:CGLAR1_06975
ko:K01921	cgq:CGLAR1_06980
ko:K00946	cgq:CGLAR1_06990
ko:K03648	cgq:CGLAR1_06995
ko:K07030	cgq:CGLAR1_07000
ko:K03655	cgq:CGLAR1_07005
ko:K08316	cgq:CGLAR1_07015
ko:K00954	cgq:CGLAR1_07020
ko:K02028	cgq:CGLAR1_07025
ko:K02029	cgq:CGLAR1_07030
ko:K02030	cgq:CGLAR1_07035
ko:K08974	cgq:CGLAR1_07045
ko:K02945	cgq:CGLAR1_07180
ko:K02755	cgq:CGLAR1_07185
ko:K02756	cgq:CGLAR1_07185
ko:K02757	cgq:CGLAR1_07185
ko:K00859	cgq:CGLAR1_07190
ko:K01808	cgq:CGLAR1_11460
ko:K01256	cgq:CGLAR1_11475
ko:K07504	cgq:CGLAR1_11480
ko:K02031	cgq:CGLAR1_11520
ko:K02032	cgq:CGLAR1_11520
ko:K02034	cgq:CGLAR1_11525
ko:K02033	cgq:CGLAR1_11530
ko:K02035	cgq:CGLAR1_11535
ko:K15372	cgq:CGLAR1_11545
ko:K03975	cgq:CGLAR1_11555
ko:K01739	cgq:CGLAR1_11570
ko:K02013	cgq:CGLAR1_11575
ko:K06886	cgq:CGLAR1_11580
ko:K07240	cgq:CGLAR1_11585
ko:K07107	cgq:CGLAR1_11595
ko:K02351	cgq:CGLAR1_11615
ko:K07245	cgq:CGLAR1_11615
ko:K01077	cgq:CGLAR1_11625
ko:K10119	cgq:CGLAR1_11645
ko:K10118	cgq:CGLAR1_11650
ko:K10117	cgq:CGLAR1_11655
ko:K10112	cgq:CGLAR1_11665
ko:K00721	cgq:CGLAR1_11670
ko:K06898	cgq:CGLAR1_11700
ko:K09121	cgq:CGLAR1_11705
ko:K00852	cgq:CGLAR1_07220
ko:K02529	cgq:CGLAR1_07225
ko:K03702	cgq:CGLAR1_07235
ko:K03701	cgq:CGLAR1_07275
ko:K02520	cgq:CGLAR1_07285
ko:K02916	cgq:CGLAR1_07290
ko:K02887	cgq:CGLAR1_07295
ko:K05814	cgq:CGLAR1_07305
ko:K05815	cgq:CGLAR1_07310
ko:K05813	cgq:CGLAR1_07315
ko:K10112	cgq:CGLAR1_07320
ko:K01126	cgq:CGLAR1_07325
ko:K03437	cgq:CGLAR1_07330
ko:K01889	cgq:CGLAR1_07335
ko:K01890	cgq:CGLAR1_07340
ko:K00145	cgq:CGLAR1_07360
ko:K00620	cgq:CGLAR1_07365
ko:K00930	cgq:CGLAR1_07370
ko:K00611	cgq:CGLAR1_07380
ko:K03402	cgq:CGLAR1_07385
ko:K01940	cgq:CGLAR1_07390
ko:K01755	cgq:CGLAR1_07395
ko:K07114	cgq:CGLAR1_07405
ko:K09791	cgq:CGLAR1_07415
ko:K01866	cgq:CGLAR1_07420
ko:K06442	cgq:CGLAR1_07460
ko:K00858	cgq:CGLAR1_07465
ko:K03631	cgq:CGLAR1_07470
ko:K01937	cgq:CGLAR1_07485
ko:K01515	cgq:CGLAR1_07490
ko:K04763	cgq:CGLAR1_07495
ko:K07124	cgq:CGLAR1_11730
ko:K13288	cgq:CGLAR1_11735
ko:K07214	cgq:CGLAR1_11740
ko:K01425	cgq:CGLAR1_11790
ko:K02529	cgq:CGLAR1_11795
ko:K01812	cgq:CGLAR1_11805
ko:K00851	cgq:CGLAR1_11810
ko:K08281	cgq:CGLAR1_11820
ko:K03564	cgq:CGLAR1_11830
ko:K00997	cgq:CGLAR1_11840
ko:K02428	cgq:CGLAR1_11895
ko:K00989	cgq:CGLAR1_11900
ko:K01776	cgq:CGLAR1_11915
ko:K06891	cgq:CGLAR1_11945
ko:K00763	cgq:CGLAR1_11955
ko:K01079	cgq:CGLAR1_11975
ko:K02274	cgq:CGLAR1_11980
ko:K02217	cgq:CGLAR1_11990
ko:K07301	cgq:CGLAR1_12005
ko:K18230	cgq:CGLAR1_07500
ko:K05896	cgq:CGLAR1_07510
ko:K01011	cgq:CGLAR1_07520
ko:K06024	cgq:CGLAR1_07525
ko:K06178	cgq:CGLAR1_07530
ko:K00945	cgq:CGLAR1_07535
ko:K03977	cgq:CGLAR1_07540
ko:K07238	cgq:CGLAR1_07570
ko:K03316	cgq:CGLAR1_07575
ko:K09858	cgq:CGLAR1_07590
ko:K06889	cgq:CGLAR1_07595
ko:K07397	cgq:CGLAR1_07595
ko:K03070	cgq:CGLAR1_07600
ko:K08999	cgq:CGLAR1_07615
ko:K00033	cgq:CGLAR1_07660
ko:K01990	cgq:CGLAR1_07675
ko:K02042	cgq:CGLAR1_07690
ko:K02042	cgq:CGLAR1_07695
ko:K02041	cgq:CGLAR1_07700
ko:K02044	cgq:CGLAR1_07705
ko:K00941	cgq:CGLAR1_07715
ko:K00878	cgq:CGLAR1_07720
ko:K03885	cgq:CGLAR1_07725
ko:K00574	cgq:CGLAR1_07730
ko:K07101	cgq:CGLAR1_07740
ko:K03321	cgq:CGLAR1_07765
ko:K03647	cgq:CGLAR1_12015
ko:K02919	cgq:CGLAR1_12025
ko:K01916	cgq:CGLAR1_12030
ko:K01835	cgq:CGLAR1_12060
ko:K02004	cgq:CGLAR1_12090
ko:K02003	cgq:CGLAR1_12095
ko:K00790	cgq:CGLAR1_12145
ko:K01738	cgq:CGLAR1_12160
ko:K00640	cgq:CGLAR1_12165
ko:K06975	cgq:CGLAR1_12170
ko:K01902	cgq:CGLAR1_12185
ko:K01903	cgq:CGLAR1_12190
ko:K18118	cgq:CGLAR1_12220
ko:K02039	cgq:CGLAR1_12230
ko:K02036	cgq:CGLAR1_12235
ko:K02038	cgq:CGLAR1_12240
ko:K02037	cgq:CGLAR1_12245
ko:K02040	cgq:CGLAR1_12250
ko:K15520	cgq:CGLAR1_12255
ko:K02619	cgq:CGLAR1_12275
ko:K06980	cgq:CGLAR1_12280
ko:K00721	cgq:CGLAR1_07795
ko:K03820	cgq:CGLAR1_07800
ko:K07113	cgq:CGLAR1_07805
ko:K00595	cgq:CGLAR1_07820
ko:K03727	cgq:CGLAR1_07845
ko:K03118	cgq:CGLAR1_07850
ko:K03116	cgq:CGLAR1_07855
ko:K13573	cgq:CGLAR1_07860
ko:K13571	cgq:CGLAR1_07870
ko:K13570	cgq:CGLAR1_07875
ko:K13527	cgq:CGLAR1_07885
ko:K07442	cgq:CGLAR1_07890
ko:K01267	cgq:CGLAR1_07895
ko:K01744	cgq:CGLAR1_07920
ko:K00765	cgq:CGLAR1_07925
ko:K01523	cgq:CGLAR1_07930
ko:K00548	cgq:CGLAR1_07940
ko:K03325	cgq:CGLAR1_07955
ko:K15526	cgq:CGLAR1_07975
ko:K06153	cgq:CGLAR1_07980
ko:K00254	cgq:CGLAR1_07995
ko:K06910	cgq:CGLAR1_08010
ko:K07588	cgq:CGLAR1_08045
ko:K01847	cgq:CGLAR1_08050
ko:K01847	cgq:CGLAR1_08055
ko:K01933	cgq:CGLAR1_12290
ko:K00764	cgq:CGLAR1_12295
ko:K11068	cgq:CGLAR1_12310
ko:K01952	cgq:CGLAR1_12315
ko:K01952	cgq:CGLAR1_12320
ko:K01952	cgq:CGLAR1_12325
ko:K00432	cgq:CGLAR1_12330
ko:K07004	cgq:CGLAR1_12335
ko:K06986	cgq:CGLAR1_12345
ko:K11103	cgq:CGLAR1_12350
ko:K01354	cgq:CGLAR1_12355
ko:K01923	cgq:CGLAR1_12360
ko:K01756	cgq:CGLAR1_12375
ko:K01945	cgq:CGLAR1_12385
ko:K03305	cgq:CGLAR1_12410
ko:K00833	cgq:CGLAR1_12415
ko:K01935	cgq:CGLAR1_12420
ko:K02484	cgq:CGLAR1_12425
ko:K00156	cgq:CGLAR1_12445
ko:K08167	cgq:CGLAR1_12450
ko:K06902	cgq:CGLAR1_12460
ko:K09780	cgq:CGLAR1_12485
ko:K03340	cgq:CGLAR1_12505
ko:K03932	cgq:CGLAR1_12510
ko:K01772	cgq:CGLAR1_08090
ko:K01681	cgq:CGLAR1_08105
ko:K01951	cgq:CGLAR1_08115
ko:K07166	cgq:CGLAR1_08130
ko:K09157	cgq:CGLAR1_08135
ko:K01186	cgq:CGLAR1_08165
ko:K04488	cgq:CGLAR1_08185
ko:K11717	cgq:CGLAR1_08190
ko:K09013	cgq:CGLAR1_08195
ko:K09015	cgq:CGLAR1_08200
ko:K09014	cgq:CGLAR1_08205
ko:K14339	cgq:CGLAR1_08215
ko:K01990	cgq:CGLAR1_08220
ko:K01992	cgq:CGLAR1_08225
ko:K02259	cgq:CGLAR1_08230
ko:K00615	cgq:CGLAR1_08250
ko:K00616	cgq:CGLAR1_08255
ko:K00036	cgq:CGLAR1_08260
ko:K01057	cgq:CGLAR1_08270
ko:K03320	cgq:CGLAR1_08285
ko:K03075	cgq:CGLAR1_08290
ko:K01595	cgq:CGLAR1_08295
ko:K01803	cgq:CGLAR1_08300
ko:K00927	cgq:CGLAR1_08305
ko:K00134	cgq:CGLAR1_08310
ko:K09762	cgq:CGLAR1_08315
ko:K06958	cgq:CGLAR1_08325
ko:K03703	cgq:CGLAR1_08330
ko:K00794	cgq:CGLAR1_08340
ko:K00697	cgq:CGLAR1_12615
ko:K01087	cgq:CGLAR1_12625
ko:K02077	cgq:CGLAR1_12635
ko:K02074	cgq:CGLAR1_12640
ko:K02075	cgq:CGLAR1_12645
ko:K03218	cgq:CGLAR1_12675
ko:K01883	cgq:CGLAR1_12680
ko:K02808	cgq:CGLAR1_12685
ko:K02809	cgq:CGLAR1_12685
ko:K02810	cgq:CGLAR1_12685
ko:K01193	cgq:CGLAR1_12690
ko:K02564	cgq:CGLAR1_12695
ko:K01443	cgq:CGLAR1_12700
ko:K01714	cgq:CGLAR1_12705
ko:K00845	cgq:CGLAR1_12710
ko:K01788	cgq:CGLAR1_12715
ko:K02035	cgq:CGLAR1_12730
ko:K02033	cgq:CGLAR1_12735
ko:K02031	cgq:CGLAR1_12740
ko:K02034	cgq:CGLAR1_12740
ko:K01770	cgq:CGLAR1_12765
ko:K00991	cgq:CGLAR1_12770
ko:K07736	cgq:CGLAR1_12775
ko:K04485	cgq:CGLAR1_12795
ko:K07067	cgq:CGLAR1_12800
ko:K00128	cgq:CGLAR1_12810
ko:K01673	cgq:CGLAR1_12815
ko:K03575	cgq:CGLAR1_12820
ko:K03366	cgq:CGLAR1_12830
ko:K03696	cgq:CGLAR1_12850
ko:K00088	cgq:CGLAR1_12855
ko:K14652	cgq:CGLAR1_08345
ko:K00793	cgq:CGLAR1_08350
ko:K11752	cgq:CGLAR1_08355
ko:K01783	cgq:CGLAR1_08360
ko:K03500	cgq:CGLAR1_08365
ko:K00604	cgq:CGLAR1_08370
ko:K01462	cgq:CGLAR1_08375
ko:K04066	cgq:CGLAR1_08380
ko:K00789	cgq:CGLAR1_08385
ko:K13038	cgq:CGLAR1_08390
ko:K03060	cgq:CGLAR1_08395
ko:K00942	cgq:CGLAR1_08400
ko:K01591	cgq:CGLAR1_08410
ko:K01955	cgq:CGLAR1_08415
ko:K01956	cgq:CGLAR1_08420
ko:K01465	cgq:CGLAR1_08425
ko:K00609	cgq:CGLAR1_08430
ko:K02825	cgq:CGLAR1_08435
ko:K07071	cgq:CGLAR1_08440
ko:K03625	cgq:CGLAR1_08460
ko:K02356	cgq:CGLAR1_08465
ko:K01735	cgq:CGLAR1_08475
ko:K00891	cgq:CGLAR1_08480
ko:K01736	cgq:CGLAR1_08485
ko:K02654	cgq:CGLAR1_08490
ko:K02015	cgq:CGLAR1_08500
ko:K02016	cgq:CGLAR1_08505
ko:K02013	cgq:CGLAR1_08510
ko:K00014	cgq:CGLAR1_08515
ko:K07082	cgq:CGLAR1_08520
ko:K07447	cgq:CGLAR1_08525
ko:K01872	cgq:CGLAR1_08530
ko:K07478	cgq:CGLAR1_08535
ko:K01876	cgq:CGLAR1_08545
ko:K07054	cgq:CGLAR1_08550
ko:K01421	cgq:CGLAR1_08560
ko:K00299	cgq:CGLAR1_08585
ko:K01752	cgq:CGLAR1_08590
ko:K00111	cgq:CGLAR1_08595
ko:K01892	cgq:CGLAR1_08600
ko:K03768	cgq:CGLAR1_08610
ko:K03380	cgq:CGLAR1_12870
ko:K04567	cgq:CGLAR1_12895
ko:K01918	cgq:CGLAR1_12900
ko:K00950	cgq:CGLAR1_12920
ko:K01633	cgq:CGLAR1_12925
ko:K00796	cgq:CGLAR1_12930
ko:K01495	cgq:CGLAR1_12935
ko:K03798	cgq:CGLAR1_12940
ko:K00760	cgq:CGLAR1_12945
ko:K04075	cgq:CGLAR1_12950
ko:K07259	cgq:CGLAR1_12955
ko:K01507	cgq:CGLAR1_12960
ko:K00797	cgq:CGLAR1_12965
ko:K04077	cgq:CGLAR1_13045
ko:K05565	cgq:CGLAR1_13110
ko:K05567	cgq:CGLAR1_13115
ko:K05568	cgq:CGLAR1_13120
ko:K05569	cgq:CGLAR1_13125
ko:K05570	cgq:CGLAR1_13130
ko:K05571	cgq:CGLAR1_13135
ko:K06048	cgq:CGLAR1_13145
ko:K00951	cgq:CGLAR1_08625
ko:K00759	cgq:CGLAR1_08630
ko:K03074	cgq:CGLAR1_08645
ko:K03072	cgq:CGLAR1_08650
ko:K03210	cgq:CGLAR1_08655
ko:K03551	cgq:CGLAR1_08660
ko:K03550	cgq:CGLAR1_08665
ko:K01159	cgq:CGLAR1_08670
ko:K10805	cgq:CGLAR1_08680
ko:K08256	cgq:CGLAR1_08695
ko:K00995	cgq:CGLAR1_08705
ko:K01868	cgq:CGLAR1_08715
ko:K07156	cgq:CGLAR1_08730
ko:K16647	cgq:CGLAR1_08775
ko:K07305	cgq:CGLAR1_08780
ko:K03684	cgq:CGLAR1_08795
ko:K01662	cgq:CGLAR1_08800
ko:K01092	cgq:CGLAR1_08835
ko:K00886	cgq:CGLAR1_08840
ko:K03086	cgq:CGLAR1_08845
ko:K07560	cgq:CGLAR1_08885
ko:K03087	cgq:CGLAR1_08890
ko:K03709	cgq:CGLAR1_08895
ko:K01462	cgq:CGLAR1_13160
ko:K01142	cgq:CGLAR1_13170
ko:K06131	cgq:CGLAR1_13175
ko:K07552	cgq:CGLAR1_13180
ko:K14683	cgq:CGLAR1_13185
ko:K03574	cgq:CGLAR1_13205
ko:K02030	cgq:CGLAR1_13215
ko:K14949	cgq:CGLAR1_13220
ko:K00925	cgq:CGLAR1_13225
ko:K13788	cgq:CGLAR1_13230
ko:K00528	cgq:CGLAR1_13235
ko:K08289	cgq:CGLAR1_13260
ko:K01939	cgq:CGLAR1_13265
ko:K01624	cgq:CGLAR1_13285
ko:K00762	cgq:CGLAR1_13300
ko:K01011	cgq:CGLAR1_13310
ko:K03695	cgq:CGLAR1_13330
ko:K03312	cgq:CGLAR1_13335
ko:K01739	cgq:CGLAR1_13360
ko:K00138	cgq:CGLAR1_13405
ko:K13640	cgq:CGLAR1_13410
ko:K03686	cgq:CGLAR1_13415
ko:K03687	cgq:CGLAR1_13420
ko:K04043	cgq:CGLAR1_13425
ko:K01784	cgq:CGLAR1_08900
ko:K04761	cgq:CGLAR1_08920
ko:K03578	cgq:CGLAR1_08930
ko:K07738	cgq:CGLAR1_08935
ko:K01356	cgq:CGLAR1_08945
ko:K03436	cgq:CGLAR1_08950
ko:K00882	cgq:CGLAR1_08955
ko:K08483	cgq:CGLAR1_08960
ko:K00882	cgq:CGLAR1_08970
ko:K02768	cgq:CGLAR1_08975
ko:K02769	cgq:CGLAR1_08975
ko:K02770	cgq:CGLAR1_08975
ko:K11189	cgq:CGLAR1_08980
ko:K03665	cgq:CGLAR1_08995
ko:K01778	cgq:CGLAR1_09010
ko:K00791	cgq:CGLAR1_09015
ko:K06168	cgq:CGLAR1_09040
ko:K10008	cgq:CGLAR1_09045
ko:K10005	cgq:CGLAR1_09050
ko:K10006	cgq:CGLAR1_09055
ko:K10007	cgq:CGLAR1_09060
ko:K03565	cgq:CGLAR1_09065
ko:K03523	cgq:CGLAR1_09085
ko:K16784	cgq:CGLAR1_09090
ko:K03743	cgq:CGLAR1_09110
ko:K00995	cgq:CGLAR1_09115
ko:K05794	cgq:CGLAR1_09125
ko:K03466	cgq:CGLAR1_09130
ko:K12574	cgq:CGLAR1_09140
ko:K01714	cgq:CGLAR1_09145
ko:K00215	cgq:CGLAR1_09155
ko:K00962	cgq:CGLAR1_09165
ko:K02956	cgq:CGLAR1_09170
ko:K01243	cgq:CGLAR1_13435
ko:K13953	cgq:CGLAR1_13450
ko:K07090	cgq:CGLAR1_13465
ko:K00956	cgq:CGLAR1_13475
ko:K00957	cgq:CGLAR1_13480
ko:K00390	cgq:CGLAR1_13485
ko:K00392	cgq:CGLAR1_13490
ko:K00528	cgq:CGLAR1_13495
ko:K04750	cgq:CGLAR1_13505
ko:K07793	cgq:CGLAR1_13515
ko:K07794	cgq:CGLAR1_13520
ko:K07795	cgq:CGLAR1_13525
ko:K16786	cgq:CGLAR1_13555
ko:K16787	cgq:CGLAR1_13555
ko:K16785	cgq:CGLAR1_13560
ko:K16923	cgq:CGLAR1_13565
ko:K01246	cgq:CGLAR1_13640
ko:K05916	cgq:CGLAR1_13645
ko:K06988	cgq:CGLAR1_13655
ko:K03488	cgq:CGLAR1_13660
ko:K14260	cgq:CGLAR1_13675
ko:K00012	cgq:CGLAR1_13685
ko:K01494	cgq:CGLAR1_13690
ko:K01207	cgq:CGLAR1_13710
ko:K16648	cgq:CGLAR1_13725
ko:K01990	cgq:CGLAR1_01295
ko:K01992	cgq:CGLAR1_01300
ko:K21686	cgq:CGLAR1_03940
ko:K14225	cgq:CGLAR1_08735
ko:K14225	cgq:CGLAR1_08745
ko:K18955	cgq:CGLAR1_01700
ko:K18955	cgq:CGLAR1_03460
ko:K00529	cgq:CGLAR1_13000
ko:K18320	cgq:CGLAR1_00365
