ko:K13040	sbp:Sbal223_3676
ko:K07071	sbp:Sbal223_1683
ko:K07589	sbp:Sbal223_1684
ko:K06969	sbp:Sbal223_1686
ko:K00925	sbp:Sbal223_1691
ko:K09899	sbp:Sbal223_1692
ko:K04069	sbp:Sbal223_1693
ko:K00656	sbp:Sbal223_1694
ko:K02014	sbp:Sbal223_1696
ko:K01738	sbp:Sbal223_1699
ko:K06203	sbp:Sbal223_1702
ko:K03529	sbp:Sbal223_1703
ko:K03528	sbp:Sbal223_1704
ko:K01972	sbp:Sbal223_1705
ko:K03502	sbp:Sbal223_2605
ko:K03503	sbp:Sbal223_2606
ko:K02342	sbp:Sbal223_2625
ko:K00558	sbp:Sbal223_2642
ko:K00852	sbp:Sbal223_3580
ko:K01126	sbp:Sbal223_3585
ko:K07101	sbp:Sbal223_3586
ko:K09705	sbp:Sbal223_3596
ko:K09136	sbp:Sbal223_3599
ko:K01868	sbp:Sbal223_3616
ko:K02437	sbp:Sbal223_3618
ko:K00605	sbp:Sbal223_3619
ko:K03185	sbp:Sbal223_3621
ko:K09895	sbp:Sbal223_3622
ko:K09888	sbp:Sbal223_3623
ko:K03402	sbp:Sbal223_3628
ko:K07223	sbp:Sbal223_3631
ko:K00681	sbp:Sbal223_3632
ko:K02011	sbp:Sbal223_3634
ko:K03497	sbp:Sbal223_4525
ko:K06940	sbp:Sbal223_0042
ko:K09798	sbp:Sbal223_0044
ko:K03797	sbp:Sbal223_0045
ko:K03071	sbp:Sbal223_0049
ko:K00057	sbp:Sbal223_0050
ko:K07007	sbp:Sbal223_0051
ko:K03498	sbp:Sbal223_0053
ko:K03499	sbp:Sbal223_0054
ko:K07667	sbp:Sbal223_0055
ko:K06911	sbp:Sbal223_0057
ko:K00690	sbp:Sbal223_0065
ko:K00847	sbp:Sbal223_0068
ko:K03831	sbp:Sbal223_0069
ko:K07107	sbp:Sbal223_0080
ko:K06975	sbp:Sbal223_0082
ko:K07107	sbp:Sbal223_0083
ko:K01126	sbp:Sbal223_0091
ko:K07734	sbp:Sbal223_0092
ko:K01468	sbp:Sbal223_0099
ko:K02233	sbp:Sbal223_1000
ko:K02231	sbp:Sbal223_1001
ko:K02232	sbp:Sbal223_1002
ko:K00135	sbp:Sbal223_1006
ko:K00005	sbp:Sbal223_1007
ko:K00375	sbp:Sbal223_1011
ko:K01465	sbp:Sbal223_1016
ko:K02003	sbp:Sbal223_1019
ko:K04337	sbp:Sbal223_1024
ko:K04338	sbp:Sbal223_1025
ko:K06214	sbp:Sbal223_1026
ko:K00154	sbp:Sbal223_1028
ko:K06149	sbp:Sbal223_1030
ko:K06901	sbp:Sbal223_1036
ko:K00931	sbp:Sbal223_1037
ko:K00147	sbp:Sbal223_1038
ko:K04043	sbp:Sbal223_1042
ko:K03686	sbp:Sbal223_1043
ko:K03773	sbp:Sbal223_1049
ko:K01956	sbp:Sbal223_1051
ko:K01955	sbp:Sbal223_1052
ko:K06177	sbp:Sbal223_1053
ko:K06213	sbp:Sbal223_1056
ko:K01752	sbp:Sbal223_1942
ko:K01207	sbp:Sbal223_1943
ko:K07000	sbp:Sbal223_1944
ko:K06173	sbp:Sbal223_1617
ko:K03749	sbp:Sbal223_1619
ko:K03558	sbp:Sbal223_1620
ko:K00764	sbp:Sbal223_1621
ko:K03169	sbp:Sbal223_1623
ko:K07402	sbp:Sbal223_1627
ko:K07302	sbp:Sbal223_1629
ko:K07303	sbp:Sbal223_1630
ko:K01142	sbp:Sbal223_1649
ko:K00833	sbp:Sbal223_2528
ko:K03674	sbp:Sbal223_2534
ko:K03640	sbp:Sbal223_2537
ko:K03641	sbp:Sbal223_2538
ko:K03646	sbp:Sbal223_2539
ko:K03560	sbp:Sbal223_2540
ko:K03562	sbp:Sbal223_2541
ko:K07107	sbp:Sbal223_2542
ko:K03683	sbp:Sbal223_2545
ko:K07084	sbp:Sbal223_2547
ko:K00761	sbp:Sbal223_2548
ko:K01933	sbp:Sbal223_2549
ko:K11175	sbp:Sbal223_2550
ko:K01953	sbp:Sbal223_2558
ko:K02014	sbp:Sbal223_2565
ko:K09458	sbp:Sbal223_2571
ko:K02078	sbp:Sbal223_2572
ko:K00059	sbp:Sbal223_2573
ko:K00645	sbp:Sbal223_2574
ko:K00648	sbp:Sbal223_2575
ko:K00760	sbp:Sbal223_3521
ko:K03186	sbp:Sbal223_3522
ko:K02558	sbp:Sbal223_3523
ko:K07286	sbp:Sbal223_3528
ko:K08218	sbp:Sbal223_3531
ko:K09767	sbp:Sbal223_3532
ko:K00077	sbp:Sbal223_3535
ko:K04752	sbp:Sbal223_3536
ko:K03320	sbp:Sbal223_3537
ko:K01627	sbp:Sbal223_3540
ko:K02493	sbp:Sbal223_3545
ko:K02835	sbp:Sbal223_3546
ko:K02492	sbp:Sbal223_3547
ko:K02494	sbp:Sbal223_3548
ko:K00919	sbp:Sbal223_3549
ko:K00948	sbp:Sbal223_3550
ko:K03088	sbp:Sbal223_3552
ko:K07386	sbp:Sbal223_3557
ko:K08981	sbp:Sbal223_3563
ko:K00549	sbp:Sbal223_3572
ko:K03576	sbp:Sbal223_3573
ko:K02014	sbp:Sbal223_3576
ko:K01154	sbp:Sbal223_4454
ko:K03427	sbp:Sbal223_4455
ko:K01153	sbp:Sbal223_4457
ko:K07727	sbp:Sbal223_4458
ko:K01153	sbp:Sbal223_4470
ko:K01154	sbp:Sbal223_4472
ko:K03427	sbp:Sbal223_4473
ko:K03497	sbp:Sbal223_4477
ko:K02313	sbp:Sbal223_0001
ko:K02338	sbp:Sbal223_0002
ko:K03629	sbp:Sbal223_0003
ko:K02470	sbp:Sbal223_0004
ko:K01879	sbp:Sbal223_0012
ko:K01878	sbp:Sbal223_0013
ko:K01246	sbp:Sbal223_0014
ko:K03498	sbp:Sbal223_0023
ko:K00230	sbp:Sbal223_0024
ko:K00230	sbp:Sbal223_0026
ko:K03498	sbp:Sbal223_0027
ko:K03499	sbp:Sbal223_0028
ko:K03500	sbp:Sbal223_0029
ko:K00604	sbp:Sbal223_0030
ko:K01462	sbp:Sbal223_0031
ko:K04096	sbp:Sbal223_0033
ko:K03747	sbp:Sbal223_0034
ko:K07479	sbp:Sbal223_0035
ko:K07566	sbp:Sbal223_0036
ko:K06886	sbp:Sbal223_0038
ko:K00014	sbp:Sbal223_0039
ko:K00325	sbp:Sbal223_0942
ko:K00324	sbp:Sbal223_0943
ko:K00380	sbp:Sbal223_0944
ko:K00381	sbp:Sbal223_0945
ko:K00390	sbp:Sbal223_0946
ko:K03814	sbp:Sbal223_0948
ko:K00957	sbp:Sbal223_0954
ko:K00860	sbp:Sbal223_0957
ko:K00230	sbp:Sbal223_0962
ko:K10679	sbp:Sbal223_0966
ko:K07262	sbp:Sbal223_0978
ko:K07300	sbp:Sbal223_0979
ko:K00548	sbp:Sbal223_0995
ko:K02013	sbp:Sbal223_0997
ko:K00768	sbp:Sbal223_0999
ko:K00684	sbp:Sbal223_1882
ko:K06077	sbp:Sbal223_1883
ko:K07088	sbp:Sbal223_1885
ko:K03593	sbp:Sbal223_1887
ko:K00876	sbp:Sbal223_1888
ko:K01494	sbp:Sbal223_1889
ko:K07082	sbp:Sbal223_1891
ko:K00943	sbp:Sbal223_1892
ko:K02341	sbp:Sbal223_1893
ko:K02676	sbp:Sbal223_1894
ko:K03424	sbp:Sbal223_1895
ko:K11392	sbp:Sbal223_1896
ko:K03808	sbp:Sbal223_1899
ko:K03808	sbp:Sbal223_1900
ko:K09918	sbp:Sbal223_1901
ko:K03607	sbp:Sbal223_1903
ko:K03797	sbp:Sbal223_1904
ko:K01256	sbp:Sbal223_1905
ko:K09978	sbp:Sbal223_1922
ko:K03834	sbp:Sbal223_1925
ko:K02500	sbp:Sbal223_1927
ko:K01814	sbp:Sbal223_1928
ko:K02501	sbp:Sbal223_1929
ko:K00817	sbp:Sbal223_1931
ko:K00013	sbp:Sbal223_1932
ko:K00765	sbp:Sbal223_1933
ko:K01993	sbp:Sbal223_2833
ko:K03098	sbp:Sbal223_2844
ko:K00059	sbp:Sbal223_2850
ko:K00140	sbp:Sbal223_2855
ko:K00651	sbp:Sbal223_2858
ko:K05592	sbp:Sbal223_0583
ko:K03701	sbp:Sbal223_0585
ko:K03111	sbp:Sbal223_0587
ko:K03581	sbp:Sbal223_0593
ko:K11021	sbp:Sbal223_0610
ko:K00245	sbp:Sbal223_0636
ko:K00246	sbp:Sbal223_0638
ko:K00033	sbp:Sbal223_1534
ko:K02548	sbp:Sbal223_1538
ko:K10805	sbp:Sbal223_1540
ko:K09936	sbp:Sbal223_1546
ko:K09936	sbp:Sbal223_1547
ko:K10126	sbp:Sbal223_1548
ko:K10125	sbp:Sbal223_1549
ko:K01885	sbp:Sbal223_1554
ko:K03415	sbp:Sbal223_1561
ko:K07862	sbp:Sbal223_1562
ko:K06177	sbp:Sbal223_1566
ko:K07568	sbp:Sbal223_1569
ko:K00773	sbp:Sbal223_1570
ko:K03210	sbp:Sbal223_1571
ko:K03072	sbp:Sbal223_1572
ko:K03074	sbp:Sbal223_1573
ko:K09797	sbp:Sbal223_1585
ko:K06076	sbp:Sbal223_1587
ko:K03811	sbp:Sbal223_2482
ko:K03548	sbp:Sbal223_2493
ko:K10763	sbp:Sbal223_2499
ko:K09938	sbp:Sbal223_2500
ko:K07390	sbp:Sbal223_2502
ko:K04564	sbp:Sbal223_2503
ko:K03571	sbp:Sbal223_0524
ko:K06287	sbp:Sbal223_0525
ko:K08301	sbp:Sbal223_0526
ko:K03568	sbp:Sbal223_0529
ko:K01993	sbp:Sbal223_0531
ko:K09889	sbp:Sbal223_0537
ko:K03592	sbp:Sbal223_0538
ko:K02014	sbp:Sbal223_0539
ko:K09890	sbp:Sbal223_0541
ko:K01679	sbp:Sbal223_0542
ko:K09807	sbp:Sbal223_0544
ko:K03811	sbp:Sbal223_0549
ko:K00757	sbp:Sbal223_0550
ko:K01923	sbp:Sbal223_0555
ko:K05539	sbp:Sbal223_0799
ko:K09920	sbp:Sbal223_0808
ko:K03651	sbp:Sbal223_0809
ko:K07000	sbp:Sbal223_0810
ko:K02622	sbp:Sbal223_0811
ko:K02621	sbp:Sbal223_0813
ko:K02018	sbp:Sbal223_0822
ko:K02020	sbp:Sbal223_0823
ko:K02019	sbp:Sbal223_0824
ko:K03673	sbp:Sbal223_1709
ko:K02342	sbp:Sbal223_1713
ko:K00648	sbp:Sbal223_1715
ko:K03273	sbp:Sbal223_1717
ko:K01284	sbp:Sbal223_1720
ko:K03827	sbp:Sbal223_1722
ko:K01284	sbp:Sbal223_1724
ko:K00681	sbp:Sbal223_1727
ko:K09919	sbp:Sbal223_1728
ko:K00457	sbp:Sbal223_1731
ko:K00451	sbp:Sbal223_1732
ko:K07167	sbp:Sbal223_1748
ko:K03088	sbp:Sbal223_1749
ko:K07157	sbp:Sbal223_1750
ko:K03415	sbp:Sbal223_1752
ko:K03775	sbp:Sbal223_1756
ko:K06999	sbp:Sbal223_1759
ko:K05541	sbp:Sbal223_1762
ko:K09930	sbp:Sbal223_1764
ko:K03621	sbp:Sbal223_2651
ko:K02911	sbp:Sbal223_2652
ko:K07040	sbp:Sbal223_2653
ko:K01091	sbp:Sbal223_2655
ko:K06179	sbp:Sbal223_2656
ko:K08300	sbp:Sbal223_2657
ko:K03704	sbp:Sbal223_2659
ko:K00563	sbp:Sbal223_2660
ko:K01141	sbp:Sbal223_2662
ko:K01489	sbp:Sbal223_2663
ko:K06996	sbp:Sbal223_2665
ko:K06996	sbp:Sbal223_2667
ko:K09791	sbp:Sbal223_2672
ko:K00912	sbp:Sbal223_2673
ko:K02238	sbp:Sbal223_2675
ko:K09928	sbp:Sbal223_2676
ko:K07234	sbp:Sbal223_2677
ko:K04068	sbp:Sbal223_2692
ko:K07119	sbp:Sbal223_2696
ko:K07001	sbp:Sbal223_2697
ko:K07043	sbp:Sbal223_2700
ko:K03546	sbp:Sbal223_2703
ko:K03547	sbp:Sbal223_2704
ko:K02012	sbp:Sbal223_3635
ko:K00528	sbp:Sbal223_3638
ko:K01626	sbp:Sbal223_3646
ko:K04752	sbp:Sbal223_3650
ko:K03385	sbp:Sbal223_3652
ko:K07674	sbp:Sbal223_3653
ko:K07685	sbp:Sbal223_3654
ko:K09910	sbp:Sbal223_3655
ko:K06987	sbp:Sbal223_3657
ko:K00928	sbp:Sbal223_3658
ko:K12282	sbp:Sbal223_0508
ko:K12276	sbp:Sbal223_0511
ko:K12286	sbp:Sbal223_0520
ko:K09859	sbp:Sbal223_3402
ko:K07337	sbp:Sbal223_3403
ko:K01256	sbp:Sbal223_3404
ko:K01951	sbp:Sbal223_3411
ko:K03670	sbp:Sbal223_3412
ko:K04567	sbp:Sbal223_3419
ko:K02836	sbp:Sbal223_3420
ko:K00123	sbp:Sbal223_3421
ko:K07240	sbp:Sbal223_3423
ko:K03212	sbp:Sbal223_3424
ko:K00111	sbp:Sbal223_3425
ko:K03778	sbp:Sbal223_3434
ko:K01255	sbp:Sbal223_3443
ko:K03387	sbp:Sbal223_3445
ko:K07462	sbp:Sbal223_3447
ko:K03981	sbp:Sbal223_3448
ko:K04763	sbp:Sbal223_3449
ko:K03311	sbp:Sbal223_3450
ko:K05590	sbp:Sbal223_3452
ko:K03497	sbp:Sbal223_4365
ko:K02806	sbp:Sbal223_0705
ko:K05808	sbp:Sbal223_0706
ko:K03092	sbp:Sbal223_0707
ko:K06861	sbp:Sbal223_0708
ko:K09774	sbp:Sbal223_0709
ko:K03270	sbp:Sbal223_0711
ko:K06041	sbp:Sbal223_0712
ko:K02065	sbp:Sbal223_0713
ko:K02066	sbp:Sbal223_0714
ko:K02067	sbp:Sbal223_0715
ko:K07323	sbp:Sbal223_0716
ko:K07122	sbp:Sbal223_0717
ko:K00790	sbp:Sbal223_0719
ko:K06916	sbp:Sbal223_0722
ko:K02871	sbp:Sbal223_0723
ko:K02996	sbp:Sbal223_0724
ko:K09937	sbp:Sbal223_0725
ko:K01939	sbp:Sbal223_0726
ko:K03218	sbp:Sbal223_0729
ko:K07283	sbp:Sbal223_0731
ko:K02990	sbp:Sbal223_0732
ko:K02686	sbp:Sbal223_0733
ko:K02963	sbp:Sbal223_0734
ko:K02939	sbp:Sbal223_0735
ko:K02314	sbp:Sbal223_0737
ko:K01775	sbp:Sbal223_0738
ko:K07336	sbp:Sbal223_0741
ko:K09780	sbp:Sbal223_1650
ko:K06190	sbp:Sbal223_1651
ko:K01695	sbp:Sbal223_1659
ko:K01696	sbp:Sbal223_1660
ko:K00766	sbp:Sbal223_1662
ko:K01658	sbp:Sbal223_1663
ko:K01657	sbp:Sbal223_1664
ko:K07053	sbp:Sbal223_1665
ko:K03088	sbp:Sbal223_4159
ko:K03559	sbp:Sbal223_4166
ko:K03559	sbp:Sbal223_4167
ko:K03832	sbp:Sbal223_4168
ko:K03427	sbp:Sbal223_4188
ko:K01154	sbp:Sbal223_4189
ko:K01153	sbp:Sbal223_4190
ko:K07115	sbp:Sbal223_4204
ko:K03744	sbp:Sbal223_4207
ko:K03585	sbp:Sbal223_4212
ko:K12059	sbp:Sbal223_4382
ko:K12060	sbp:Sbal223_4505
ko:K05501	sbp:Sbal223_0399
ko:K01520	sbp:Sbal223_0400
ko:K03764	sbp:Sbal223_0563
ko:K02805	sbp:Sbal223_1475
ko:K03431	sbp:Sbal223_1487
ko:K09975	sbp:Sbal223_1489
ko:K01790	sbp:Sbal223_1494
ko:K07001	sbp:Sbal223_1500
ko:K00606	sbp:Sbal223_1501
ko:K01881	sbp:Sbal223_1503
ko:K06080	sbp:Sbal223_1506
ko:K03746	sbp:Sbal223_1510
ko:K03521	sbp:Sbal223_1511
ko:K03522	sbp:Sbal223_1512
ko:K01284	sbp:Sbal223_1514
ko:K00857	sbp:Sbal223_1516
ko:K03826	sbp:Sbal223_1519
ko:K01029	sbp:Sbal223_1524
ko:K01028	sbp:Sbal223_1525
ko:K01640	sbp:Sbal223_1526
ko:K01968	sbp:Sbal223_1527
ko:K04656	sbp:Sbal223_2409
ko:K04652	sbp:Sbal223_2411
ko:K04653	sbp:Sbal223_2412
ko:K04654	sbp:Sbal223_2413
ko:K04655	sbp:Sbal223_2414
ko:K04651	sbp:Sbal223_2415
ko:K02560	sbp:Sbal223_2416
ko:K04764	sbp:Sbal223_2417
ko:K01889	sbp:Sbal223_2419
ko:K09160	sbp:Sbal223_2421
ko:K09902	sbp:Sbal223_2423
ko:K03610	sbp:Sbal223_2424
ko:K03609	sbp:Sbal223_2425
ko:K03608	sbp:Sbal223_2426
ko:K03684	sbp:Sbal223_2427
ko:K01698	sbp:Sbal223_2434
ko:K09897	sbp:Sbal223_2442
ko:K05805	sbp:Sbal223_2453
ko:K04046	sbp:Sbal223_2454
ko:K00937	sbp:Sbal223_2455
ko:K07004	sbp:Sbal223_2467
ko:K01255	sbp:Sbal223_3349
ko:K02346	sbp:Sbal223_3355
ko:K03594	sbp:Sbal223_3357
ko:K03594	sbp:Sbal223_3358
ko:K05952	sbp:Sbal223_3359
ko:K03734	sbp:Sbal223_3360
ko:K00351	sbp:Sbal223_3361
ko:K00350	sbp:Sbal223_3362
ko:K00349	sbp:Sbal223_3363
ko:K00348	sbp:Sbal223_3364
ko:K00347	sbp:Sbal223_3365
ko:K00346	sbp:Sbal223_3366
ko:K07173	sbp:Sbal223_3368
ko:K05527	sbp:Sbal223_3370
ko:K01740	sbp:Sbal223_3374
ko:K00425	sbp:Sbal223_3376
ko:K00426	sbp:Sbal223_3377
ko:K03734	sbp:Sbal223_3383
ko:K03834	sbp:Sbal223_3389
ko:K03781	sbp:Sbal223_3392
ko:K07004	sbp:Sbal223_3397
ko:K03745	sbp:Sbal223_3400
ko:K01462	sbp:Sbal223_3401
ko:K12056	sbp:Sbal223_4427
ko:K12072	sbp:Sbal223_4428
ko:K01744	sbp:Sbal223_0640
ko:K01387	sbp:Sbal223_0653
ko:K01785	sbp:Sbal223_0656
ko:K00849	sbp:Sbal223_0657
ko:K04084	sbp:Sbal223_0659
ko:K03926	sbp:Sbal223_0660
ko:K07113	sbp:Sbal223_0661
ko:K04078	sbp:Sbal223_0667
ko:K04077	sbp:Sbal223_0668
ko:K07154	sbp:Sbal223_0670
ko:K05776	sbp:Sbal223_0675
ko:K07178	sbp:Sbal223_0697
ko:K06213	sbp:Sbal223_0702
ko:K03088	sbp:Sbal223_1590
ko:K03924	sbp:Sbal223_1596
ko:K08296	sbp:Sbal223_1604
ko:K07320	sbp:Sbal223_1606
ko:K01736	sbp:Sbal223_1607
ko:K05820	sbp:Sbal223_1608
ko:K00647	sbp:Sbal223_1613
ko:K03473	sbp:Sbal223_1614
ko:K00133	sbp:Sbal223_1615
ko:K12072	sbp:Sbal223_4387
ko:K12057	sbp:Sbal223_4384
ko:K03453	sbp:Sbal223_0222
ko:K00127	sbp:Sbal223_0227
ko:K00123	sbp:Sbal223_0229
ko:K00127	sbp:Sbal223_0231
ko:K00123	sbp:Sbal223_0233
ko:K02379	sbp:Sbal223_0239
ko:K09983	sbp:Sbal223_0241
ko:K07640	sbp:Sbal223_0255
ko:K07662	sbp:Sbal223_0256
ko:K07712	sbp:Sbal223_0261
ko:K07708	sbp:Sbal223_0262
ko:K09913	sbp:Sbal223_0269
ko:K03415	sbp:Sbal223_1179
ko:K01939	sbp:Sbal223_1180
ko:K06886	sbp:Sbal223_1194
ko:K07396	sbp:Sbal223_1205
ko:K00600	sbp:Sbal223_1209
ko:K07738	sbp:Sbal223_1210
ko:K00793	sbp:Sbal223_1212
ko:K00794	sbp:Sbal223_1214
ko:K03625	sbp:Sbal223_1215
ko:K00946	sbp:Sbal223_1216
ko:K01095	sbp:Sbal223_1217
ko:K03631	sbp:Sbal223_1218
ko:K07088	sbp:Sbal223_1219
ko:K09891	sbp:Sbal223_1222
ko:K07678	sbp:Sbal223_1223
ko:K03215	sbp:Sbal223_1224
ko:K00549	sbp:Sbal223_1232
ko:K01937	sbp:Sbal223_1236
ko:K01689	sbp:Sbal223_1237
ko:K01804	sbp:Sbal223_2140
ko:K01785	sbp:Sbal223_2146
ko:K09955	sbp:Sbal223_2153
ko:K10680	sbp:Sbal223_2173
ko:K07124	sbp:Sbal223_2174
ko:K01733	sbp:Sbal223_3084
ko:K00872	sbp:Sbal223_3085
ko:K03775	sbp:Sbal223_3087
ko:K03720	sbp:Sbal223_3089
ko:K01572	sbp:Sbal223_3265
ko:K01573	sbp:Sbal223_3267
ko:K03695	sbp:Sbal223_3270
ko:K05810	sbp:Sbal223_3271
ko:K06180	sbp:Sbal223_3272
ko:K05807	sbp:Sbal223_3273
ko:K05916	sbp:Sbal223_3275
ko:K07034	sbp:Sbal223_3283
ko:K01414	sbp:Sbal223_4217
ko:K00383	sbp:Sbal223_4220
ko:K00931	sbp:Sbal223_4237
ko:K00147	sbp:Sbal223_4238
ko:K01638	sbp:Sbal223_4240
ko:K02552	sbp:Sbal223_4256
ko:K09125	sbp:Sbal223_4258
ko:K05772	sbp:Sbal223_4262
ko:K05773	sbp:Sbal223_4263
ko:K03752	sbp:Sbal223_4265
ko:K03750	sbp:Sbal223_4266
ko:K03639	sbp:Sbal223_4267
ko:K10563	sbp:Sbal223_4269
ko:K00012	sbp:Sbal223_4273
ko:K02014	sbp:Sbal223_0456
ko:K06876	sbp:Sbal223_0467
ko:K03667	sbp:Sbal223_0472
ko:K01419	sbp:Sbal223_0473
ko:K03442	sbp:Sbal223_0487
ko:K01581	sbp:Sbal223_0489
ko:K02461	sbp:Sbal223_0162
ko:K07347	sbp:Sbal223_0168
ko:K07690	sbp:Sbal223_0174
ko:K01911	sbp:Sbal223_0176
ko:K02549	sbp:Sbal223_0177
ko:K08680	sbp:Sbal223_0178
ko:K02551	sbp:Sbal223_0179
ko:K04013	sbp:Sbal223_0182
ko:K04014	sbp:Sbal223_0183
ko:K04015	sbp:Sbal223_0184
ko:K07552	sbp:Sbal223_0196
ko:K03216	sbp:Sbal223_0213
ko:K07574	sbp:Sbal223_1119
ko:K02427	sbp:Sbal223_1120
ko:K03798	sbp:Sbal223_1121
ko:K00796	sbp:Sbal223_1122
ko:K03431	sbp:Sbal223_1123
ko:K01803	sbp:Sbal223_1124
ko:K03075	sbp:Sbal223_1125
ko:K09748	sbp:Sbal223_1126
ko:K02600	sbp:Sbal223_1127
ko:K02519	sbp:Sbal223_1128
ko:K02834	sbp:Sbal223_1129
ko:K03177	sbp:Sbal223_1130
ko:K02956	sbp:Sbal223_1131
ko:K00962	sbp:Sbal223_1133
ko:K05803	sbp:Sbal223_1134
ko:K02837	sbp:Sbal223_1135
ko:K03424	sbp:Sbal223_1137
ko:K05517	sbp:Sbal223_1139
ko:K01619	sbp:Sbal223_1140
ko:K01839	sbp:Sbal223_1142
ko:K03784	sbp:Sbal223_1143
ko:K04485	sbp:Sbal223_1148
ko:K07772	sbp:Sbal223_1150
ko:K07647	sbp:Sbal223_1152
ko:K07811	sbp:Sbal223_1154
ko:K03532	sbp:Sbal223_1155
ko:K02571	sbp:Sbal223_1156
ko:K06901	sbp:Sbal223_1157
ko:K08303	sbp:Sbal223_1171
ko:K08303	sbp:Sbal223_1175
ko:K00525	sbp:Sbal223_2055
ko:K02469	sbp:Sbal223_2058
ko:K00831	sbp:Sbal223_2059
ko:K00800	sbp:Sbal223_2064
ko:K09940	sbp:Sbal223_0278
ko:K00311	sbp:Sbal223_0280
ko:K03639	sbp:Sbal223_0281
ko:K03637	sbp:Sbal223_0282
ko:K03635	sbp:Sbal223_0284
ko:K02020	sbp:Sbal223_0285
ko:K02018	sbp:Sbal223_0286
ko:K06177	sbp:Sbal223_0300
ko:K07792	sbp:Sbal223_0307
ko:K01915	sbp:Sbal223_0311
ko:K06207	sbp:Sbal223_0312
ko:K01761	sbp:Sbal223_0317
ko:K07058	sbp:Sbal223_0320
ko:K07560	sbp:Sbal223_0323
ko:K01118	sbp:Sbal223_0325
ko:K05782	sbp:Sbal223_0329
ko:K03829	sbp:Sbal223_0330
ko:K09458	sbp:Sbal223_0335
ko:K00059	sbp:Sbal223_0336
ko:K00647	sbp:Sbal223_0338
ko:K05589	sbp:Sbal223_1238
ko:K00991	sbp:Sbal223_1239
ko:K01770	sbp:Sbal223_1240
ko:K06176	sbp:Sbal223_1241
ko:K03787	sbp:Sbal223_1242
ko:K00573	sbp:Sbal223_1243
ko:K06194	sbp:Sbal223_1244
ko:K03555	sbp:Sbal223_1246
ko:K03553	sbp:Sbal223_1248
ko:K03565	sbp:Sbal223_1249
ko:K01872	sbp:Sbal223_1250
ko:K00928	sbp:Sbal223_1251
ko:K03563	sbp:Sbal223_1252
ko:K01873	sbp:Sbal223_1255
ko:K02339	sbp:Sbal223_1256
ko:K01255	sbp:Sbal223_1257
ko:K07091	sbp:Sbal223_1258
ko:K09922	sbp:Sbal223_1262
ko:K01299	sbp:Sbal223_1264
ko:K03758	sbp:Sbal223_1278
ko:K01262	sbp:Sbal223_1282
ko:K02106	sbp:Sbal223_1286
ko:K07148	sbp:Sbal223_1289
ko:K03815	sbp:Sbal223_1292
ko:K08974	sbp:Sbal223_1294
ko:K03327	sbp:Sbal223_2180
ko:K00793	sbp:Sbal223_2181
ko:K01868	sbp:Sbal223_2184
ko:K02520	sbp:Sbal223_2185
ko:K02916	sbp:Sbal223_2186
ko:K02887	sbp:Sbal223_2187
ko:K00384	sbp:Sbal223_2188
ko:K00259	sbp:Sbal223_2189
ko:K09794	sbp:Sbal223_0490
ko:K00757	sbp:Sbal223_0491
ko:K01887	sbp:Sbal223_0498
ko:K04066	sbp:Sbal223_0499
ko:K02909	sbp:Sbal223_0501
ko:K02387	sbp:Sbal223_1416
ko:K02388	sbp:Sbal223_1417
ko:K02389	sbp:Sbal223_1418
ko:K02390	sbp:Sbal223_1419
ko:K02391	sbp:Sbal223_1420
ko:K02392	sbp:Sbal223_1421
ko:K02393	sbp:Sbal223_1422
ko:K02394	sbp:Sbal223_1423
ko:K02395	sbp:Sbal223_1424
ko:K02396	sbp:Sbal223_1425
ko:K02397	sbp:Sbal223_1426
ko:K02406	sbp:Sbal223_1427
ko:K02406	sbp:Sbal223_1428
ko:K06603	sbp:Sbal223_1429
ko:K02407	sbp:Sbal223_1430
ko:K02422	sbp:Sbal223_1432
ko:K10941	sbp:Sbal223_1433
ko:K10942	sbp:Sbal223_1434
ko:K10943	sbp:Sbal223_1435
ko:K02408	sbp:Sbal223_1436
ko:K02409	sbp:Sbal223_1437
ko:K02410	sbp:Sbal223_1438
ko:K02411	sbp:Sbal223_1439
ko:K02412	sbp:Sbal223_1440
ko:K02413	sbp:Sbal223_1441
ko:K02415	sbp:Sbal223_1443
ko:K02416	sbp:Sbal223_1444
ko:K02417	sbp:Sbal223_1445
ko:K02418	sbp:Sbal223_1446
ko:K02419	sbp:Sbal223_1447
ko:K02420	sbp:Sbal223_1448
ko:K02421	sbp:Sbal223_1449
ko:K02401	sbp:Sbal223_1450
ko:K02400	sbp:Sbal223_1451
ko:K02404	sbp:Sbal223_1452
ko:K04562	sbp:Sbal223_1453
ko:K02405	sbp:Sbal223_1454
ko:K03413	sbp:Sbal223_1455
ko:K03414	sbp:Sbal223_1456
ko:K03407	sbp:Sbal223_1457
ko:K03412	sbp:Sbal223_1458
ko:K03408	sbp:Sbal223_1461
ko:K03408	sbp:Sbal223_1462
ko:K04061	sbp:Sbal223_1464
ko:K03466	sbp:Sbal223_2191
ko:K03634	sbp:Sbal223_2192
ko:K07478	sbp:Sbal223_2193
ko:K06199	sbp:Sbal223_2194
ko:K01875	sbp:Sbal223_2195
ko:K11179	sbp:Sbal223_2197
ko:K07237	sbp:Sbal223_2198
ko:K07236	sbp:Sbal223_2199
ko:K07235	sbp:Sbal223_2200
ko:K00404	sbp:Sbal223_2214
ko:K00405	sbp:Sbal223_2215
ko:K00406	sbp:Sbal223_2217
