ko:K06900	bmab:BM45_4020
ko:K01785	bmab:BM45_2643
ko:K10538	bmab:BM45_2645
ko:K10539	bmab:BM45_2646
ko:K10537	bmab:BM45_2647
ko:K01631	bmab:BM45_2649
ko:K00883	bmab:BM45_2650
ko:K03814	bmab:BM45_2654
ko:K00014	bmab:BM45_2655
ko:K01147	bmab:BM45_2656
ko:K07000	bmab:BM45_2657
ko:K02558	bmab:BM45_2658
ko:K03786	bmab:BM45_2661
ko:K02160	bmab:BM45_2662
ko:K01961	bmab:BM45_2663
ko:K02687	bmab:BM45_2664
ko:K11065	bmab:BM45_2666
ko:K00856	bmab:BM45_2667
ko:K06077	bmab:BM45_2668
ko:K03806	bmab:BM45_2673
ko:K06950	bmab:BM45_2674
ko:K03106	bmab:BM45_2676
ko:K00760	bmab:BM45_2677
ko:K01881	bmab:BM45_2679
ko:K08311	bmab:BM45_2680
ko:K00931	bmab:BM45_2683
ko:K03979	bmab:BM45_2684
ko:K02899	bmab:BM45_2685
ko:K02888	bmab:BM45_2686
ko:K02523	bmab:BM45_2687
ko:K00363	bmab:BM45_3484
ko:K00362	bmab:BM45_3485
ko:K02575	bmab:BM45_3486
ko:K02303	bmab:BM45_3487
ko:K01495	bmab:BM45_3490
ko:K00059	bmab:BM45_3499
ko:K08325	bmab:BM45_3503
ko:K04780	bmab:BM45_3510
ko:K08151	bmab:BM45_3512
ko:K07497	bmab:BM45_3516
ko:K07497	bmab:BM45_3517
ko:K03088	bmab:BM45_3526
ko:K00231	bmab:BM45_3530
ko:K01754	bmab:BM45_3531
ko:K07497	bmab:BM45_3533
ko:K07497	bmab:BM45_3534
ko:K01754	bmab:BM45_3535
ko:K05549	bmab:BM45_4329
ko:K05550	bmab:BM45_4330
ko:K05784	bmab:BM45_4331
ko:K05783	bmab:BM45_4332
ko:K07497	bmab:BM45_4339
ko:K07497	bmab:BM45_4340
ko:K05999	bmab:BM45_4348
ko:K16692	bmab:BM45_4353
ko:K07497	bmab:BM45_4357
ko:K01114	bmab:BM45_4359
ko:K10126	bmab:BM45_4365
ko:K10125	bmab:BM45_4366
ko:K03761	bmab:BM45_4368
ko:K03746	bmab:BM45_4369
ko:K03701	bmab:BM45_4372
ko:K03088	bmab:BM45_4373
ko:K08995	bmab:BM45_4375
ko:K07240	bmab:BM45_4378
ko:K07240	bmab:BM45_4379
ko:K06893	bmab:BM45_65
ko:K01999	bmab:BM45_67
ko:K01997	bmab:BM45_68
ko:K01998	bmab:BM45_69
ko:K01995	bmab:BM45_70
ko:K01996	bmab:BM45_71
ko:K01156	bmab:BM45_74
ko:K07316	bmab:BM45_75
ko:K07649	bmab:BM45_78
ko:K02050	bmab:BM45_79
ko:K02049	bmab:BM45_80
ko:K02051	bmab:BM45_81
ko:K02421	bmab:BM45_85
ko:K02420	bmab:BM45_86
ko:K02419	bmab:BM45_87
ko:K07497	bmab:BM45_88
ko:K07497	bmab:BM45_89
ko:K02419	bmab:BM45_90
ko:K02418	bmab:BM45_91
ko:K02417	bmab:BM45_92
ko:K02416	bmab:BM45_93
ko:K02415	bmab:BM45_94
ko:K06518	bmab:BM45_96
ko:K03446	bmab:BM45_98
ko:K03446	bmab:BM45_99
ko:K02463	bmab:BM45_103
ko:K02462	bmab:BM45_104
ko:K02461	bmab:BM45_105
ko:K02460	bmab:BM45_106
ko:K02459	bmab:BM45_107
ko:K02458	bmab:BM45_108
ko:K02457	bmab:BM45_109
ko:K02456	bmab:BM45_110
ko:K02452	bmab:BM45_111
ko:K02455	bmab:BM45_112
ko:K02454	bmab:BM45_113
ko:K02453	bmab:BM45_114
ko:K00794	bmab:BM45_770
ko:K14652	bmab:BM45_771
ko:K00793	bmab:BM45_772
ko:K11752	bmab:BM45_773
ko:K01845	bmab:BM45_774
ko:K07552	bmab:BM45_777
ko:K05396	bmab:BM45_779
ko:K02028	bmab:BM45_780
ko:K10009	bmab:BM45_781
ko:K02424	bmab:BM45_782
ko:K00845	bmab:BM45_783
ko:K01057	bmab:BM45_784
ko:K00036	bmab:BM45_785
ko:K17315	bmab:BM45_786
ko:K17316	bmab:BM45_787
ko:K17317	bmab:BM45_788
ko:K10112	bmab:BM45_789
ko:K00384	bmab:BM45_792
ko:K03466	bmab:BM45_793
ko:K03634	bmab:BM45_794
ko:K07478	bmab:BM45_795
ko:K01875	bmab:BM45_797
ko:K03610	bmab:BM45_801
ko:K03609	bmab:BM45_802
ko:K03608	bmab:BM45_803
ko:K02841	bmab:BM45_807
ko:K03832	bmab:BM45_810
ko:K02428	bmab:BM45_814
ko:K00989	bmab:BM45_815
ko:K00942	bmab:BM45_817
ko:K03060	bmab:BM45_818
ko:K04760	bmab:BM45_822
ko:K08178	bmab:BM45_1622
ko:K01114	bmab:BM45_1627
ko:K03406	bmab:BM45_1628
ko:K12573	bmab:BM45_1632
ko:K03218	bmab:BM45_1633
ko:K11066	bmab:BM45_1634
ko:K01807	bmab:BM45_1635
ko:K07497	bmab:BM45_1638
ko:K07497	bmab:BM45_1639
ko:K01434	bmab:BM45_1640
ko:K00612	bmab:BM45_1641
ko:K07497	bmab:BM45_1642
ko:K07497	bmab:BM45_1643
ko:K06916	bmab:BM45_1649
ko:K00382	bmab:BM45_1650
ko:K00658	bmab:BM45_1651
ko:K00164	bmab:BM45_1652
ko:K06207	bmab:BM45_1653
ko:K03543	bmab:BM45_1656
ko:K03446	bmab:BM45_1657
ko:K03177	bmab:BM45_1658
ko:K02834	bmab:BM45_1659
ko:K02519	bmab:BM45_1660
ko:K02600	bmab:BM45_1661
ko:K09748	bmab:BM45_1662
ko:K06178	bmab:BM45_1663
ko:K06024	bmab:BM45_1664
ko:K07497	bmab:BM45_1673
ko:K07497	bmab:BM45_1674
ko:K03088	bmab:BM45_2229
ko:K02849	bmab:BM45_2236
ko:K11085	bmab:BM45_2241
ko:K02337	bmab:BM45_2242
ko:K07146	bmab:BM45_2243
ko:K01894	bmab:BM45_2244
ko:K08289	bmab:BM45_2248
ko:K03466	bmab:BM45_2250
ko:K05973	bmab:BM45_2254
ko:K03616	bmab:BM45_2256
ko:K10773	bmab:BM45_2257
ko:K09989	bmab:BM45_2264
ko:K05782	bmab:BM45_2265
ko:K00616	bmab:BM45_2266
ko:K04750	bmab:BM45_2267
ko:K03307	bmab:BM45_2268
ko:K03181	bmab:BM45_2272
ko:K04079	bmab:BM45_2273
ko:K02401	bmab:BM45_3055
ko:K02400	bmab:BM45_3057
ko:K02404	bmab:BM45_3058
ko:K04562	bmab:BM45_3059
ko:K02405	bmab:BM45_3060
ko:K01251	bmab:BM45_3061
ko:K08972	bmab:BM45_3062
ko:K00297	bmab:BM45_3063
ko:K01061	bmab:BM45_3065
ko:K00459	bmab:BM45_3066
ko:K07497	bmab:BM45_3067
ko:K07497	bmab:BM45_3068
ko:K11897	bmab:BM45_3069
ko:K11896	bmab:BM45_3070
ko:K11895	bmab:BM45_3071
ko:K11907	bmab:BM45_3072
ko:K11902	bmab:BM45_3073
ko:K03286	bmab:BM45_3074
ko:K11890	bmab:BM45_3075
ko:K11891	bmab:BM45_3076
ko:K12340	bmab:BM45_3079
ko:K13409	bmab:BM45_3080
ko:K13408	bmab:BM45_3081
ko:K01256	bmab:BM45_3084
ko:K09941	bmab:BM45_3089
ko:K04046	bmab:BM45_3093
ko:K07056	bmab:BM45_3096
ko:K07460	bmab:BM45_3097
ko:K03271	bmab:BM45_3098
ko:K08738	bmab:BM45_3100
ko:K07497	bmab:BM45_3103
ko:K07497	bmab:BM45_3105
ko:K07497	bmab:BM45_3106
ko:K03704	bmab:BM45_3107
ko:K03761	bmab:BM45_3921
ko:K00101	bmab:BM45_3923
ko:K08677	bmab:BM45_3925
ko:K03306	bmab:BM45_3929
ko:K09990	bmab:BM45_3930
ko:K15552	bmab:BM45_3935
ko:K10831	bmab:BM45_3936
ko:K15551	bmab:BM45_3937
ko:K03119	bmab:BM45_3938
ko:K00694	bmab:BM45_3941
ko:K15773	bmab:BM45_3949
ko:K07154	bmab:BM45_3950
ko:K12255	bmab:BM45_3953
ko:K03219	bmab:BM45_3960
ko:K09459	bmab:BM45_4750
ko:K01841	bmab:BM45_4751
ko:K18118	bmab:BM45_4756
ko:K11902	bmab:BM45_4757
ko:K11900	bmab:BM45_4759
ko:K11903	bmab:BM45_4760
ko:K11897	bmab:BM45_4761
ko:K11896	bmab:BM45_4762
ko:K11895	bmab:BM45_4763
ko:K11907	bmab:BM45_4764
ko:K11904	bmab:BM45_4765
ko:K11904	bmab:BM45_4766
ko:K11906	bmab:BM45_4771
ko:K11892	bmab:BM45_4774
ko:K11891	bmab:BM45_4775
ko:K18100	bmab:BM45_4779
ko:K18101	bmab:BM45_4780
ko:K12990	bmab:BM45_4783
ko:K03543	bmab:BM45_4785
ko:K00692	bmab:BM45_4787
ko:K02529	bmab:BM45_4788
ko:K00148	bmab:BM45_4789
ko:K00600	bmab:BM45_4791
ko:K01273	bmab:BM45_4792
ko:K03522	bmab:BM45_4796
ko:K03521	bmab:BM45_4797
ko:K00479	bmab:BM45_4798
ko:K02002	bmab:BM45_4800
ko:K01433	bmab:BM45_4802
ko:K01133	bmab:BM45_4804
ko:K01991	bmab:BM45_395
ko:K03606	bmab:BM45_396
ko:K01192	bmab:BM45_403
ko:K16011	bmab:BM45_409
ko:K09136	bmab:BM45_414
ko:K07497	bmab:BM45_425
ko:K07497	bmab:BM45_426
ko:K07497	bmab:BM45_431
ko:K07497	bmab:BM45_432
ko:K02470	bmab:BM45_433
ko:K02338	bmab:BM45_434
ko:K02313	bmab:BM45_435
ko:K08307	bmab:BM45_2037
ko:K01069	bmab:BM45_2038
ko:K03469	bmab:BM45_2040
ko:K02342	bmab:BM45_2041
ko:K09771	bmab:BM45_2042
ko:K03762	bmab:BM45_2043
ko:K07497	bmab:BM45_2045
ko:K07497	bmab:BM45_2046
ko:K00645	bmab:BM45_2050
ko:K13930	bmab:BM45_2051
ko:K13934	bmab:BM45_2052
ko:K13933	bmab:BM45_2053
ko:K13932	bmab:BM45_2054
ko:K13931	bmab:BM45_2055
ko:K13929	bmab:BM45_2056
ko:K01596	bmab:BM45_2062
ko:K00381	bmab:BM45_2068
ko:K14162	bmab:BM45_2847
ko:K14161	bmab:BM45_2848
ko:K14160	bmab:BM45_2849
ko:K05833	bmab:BM45_2850
ko:K05832	bmab:BM45_2851
ko:K01989	bmab:BM45_2852
ko:K03089	bmab:BM45_2854
ko:K01649	bmab:BM45_2857
ko:K00372	bmab:BM45_2860
ko:K00363	bmab:BM45_2861
ko:K00362	bmab:BM45_2862
ko:K03110	bmab:BM45_2864
ko:K00954	bmab:BM45_2866
ko:K00817	bmab:BM45_2868
ko:K01056	bmab:BM45_2869
ko:K02897	bmab:BM45_2870
ko:K00948	bmab:BM45_2871
ko:K00919	bmab:BM45_2873
ko:K02494	bmab:BM45_2874
ko:K10563	bmab:BM45_2876
ko:K03575	bmab:BM45_2877
ko:K07157	bmab:BM45_2878
ko:K06958	bmab:BM45_2879
ko:K06023	bmab:BM45_2880
ko:K02806	bmab:BM45_2881
ko:K05808	bmab:BM45_2882
ko:K03092	bmab:BM45_2883
ko:K06861	bmab:BM45_2885
ko:K09774	bmab:BM45_2886
ko:K11719	bmab:BM45_2887
ko:K03270	bmab:BM45_2888
ko:K06041	bmab:BM45_2889
ko:K03455	bmab:BM45_2890
ko:K00759	bmab:BM45_2891
ko:K01433	bmab:BM45_2894
ko:K07302	bmab:BM45_3699
ko:K07303	bmab:BM45_3700
ko:K01953	bmab:BM45_3702
ko:K02164	bmab:BM45_3706
ko:K01194	bmab:BM45_3708
ko:K09927	bmab:BM45_3710
ko:K07497	bmab:BM45_3712
ko:K07497	bmab:BM45_3713
ko:K01281	bmab:BM45_3715
ko:K13633	bmab:BM45_3722
ko:K07771	bmab:BM45_3727
ko:K00799	bmab:BM45_3731
ko:K07023	bmab:BM45_3737
ko:K03569	bmab:BM45_3739
ko:K07001	bmab:BM45_3741
ko:K02484	bmab:BM45_3742
ko:K01425	bmab:BM45_3745
ko:K07497	bmab:BM45_3747
ko:K07497	bmab:BM45_3748
ko:K06153	bmab:BM45_3749
ko:K07497	bmab:BM45_3751
ko:K07497	bmab:BM45_3752
ko:K00612	bmab:BM45_4541
ko:K08678	bmab:BM45_4551
ko:K08995	bmab:BM45_4558
ko:K01845	bmab:BM45_4561
ko:K10253	bmab:BM45_4563
ko:K03527	bmab:BM45_4565
ko:K01512	bmab:BM45_4569
ko:K05786	bmab:BM45_4570
ko:K01720	bmab:BM45_4572
ko:K01644	bmab:BM45_4574
ko:K07497	bmab:BM45_4581
ko:K05591	bmab:BM45_4582
ko:K01698	bmab:BM45_176
ko:K03978	bmab:BM45_177
ko:K07399	bmab:BM45_179
ko:K07497	bmab:BM45_181
ko:K07497	bmab:BM45_182
ko:K07275	bmab:BM45_184
ko:K00145	bmab:BM45_187
ko:K03809	bmab:BM45_188
ko:K06910	bmab:BM45_189
ko:K00762	bmab:BM45_190
ko:K00029	bmab:BM45_191
ko:K04090	bmab:BM45_192
ko:K00457	bmab:BM45_195
ko:K03719	bmab:BM45_196
ko:K02613	bmab:BM45_200
ko:K02612	bmab:BM45_201
ko:K02611	bmab:BM45_202
ko:K02610	bmab:BM45_203
ko:K02609	bmab:BM45_204
ko:K02609	bmab:BM45_205
ko:K07497	bmab:BM45_213
ko:K07497	bmab:BM45_214
ko:K01887	bmab:BM45_217
ko:K03673	bmab:BM45_219
ko:K12368	bmab:BM45_224
ko:K00906	bmab:BM45_227
ko:K01673	bmab:BM45_228
ko:K00626	bmab:BM45_229
ko:K09858	bmab:BM45_231
ko:K00459	bmab:BM45_1045
ko:K08303	bmab:BM45_1046
ko:K04561	bmab:BM45_1056
ko:K00496	bmab:BM45_1057
ko:K01669	bmab:BM45_1058
ko:K00860	bmab:BM45_1059
ko:K07782	bmab:BM45_1060
ko:K06133	bmab:BM45_1062
ko:K01745	bmab:BM45_1063
ko:K05836	bmab:BM45_1064
ko:K01712	bmab:BM45_1065
ko:K09975	bmab:BM45_1066
ko:K01468	bmab:BM45_1067
ko:K05603	bmab:BM45_1068
ko:K07010	bmab:BM45_1070
ko:K01915	bmab:BM45_1071
ko:K12256	bmab:BM45_1072
ko:K07497	bmab:BM45_1073
ko:K07497	bmab:BM45_1074
ko:K13634	bmab:BM45_1076
ko:K00381	bmab:BM45_1077
ko:K00390	bmab:BM45_1079
ko:K00957	bmab:BM45_1080
ko:K00956	bmab:BM45_1081
ko:K02303	bmab:BM45_1082
ko:K11720	bmab:BM45_1084
ko:K07091	bmab:BM45_1085
ko:K01255	bmab:BM45_1086
ko:K02339	bmab:BM45_1087
ko:K08738	bmab:BM45_1089
ko:K01687	bmab:BM45_1091
ko:K07287	bmab:BM45_1676
ko:K04764	bmab:BM45_1682
ko:K01890	bmab:BM45_1683
ko:K01889	bmab:BM45_1684
ko:K02887	bmab:BM45_1685
ko:K02916	bmab:BM45_1686
ko:K02520	bmab:BM45_1687
ko:K01868	bmab:BM45_1688
ko:K00951	bmab:BM45_1690
ko:K01029	bmab:BM45_1698
ko:K01028	bmab:BM45_1699
ko:K07107	bmab:BM45_1703
ko:K00311	bmab:BM45_1705
ko:K01933	bmab:BM45_2484
ko:K10763	bmab:BM45_2485
ko:K00970	bmab:BM45_2487
ko:K00950	bmab:BM45_2488
ko:K00606	bmab:BM45_2490
ko:K03342	bmab:BM45_2491
ko:K03686	bmab:BM45_2492
ko:K04043	bmab:BM45_2493
ko:K03687	bmab:BM45_2495
ko:K04762	bmab:BM45_2496
ko:K01772	bmab:BM45_2497
ko:K03705	bmab:BM45_2498
ko:K00858	bmab:BM45_2499
ko:K03631	bmab:BM45_2500
ko:K00982	bmab:BM45_2501
ko:K03568	bmab:BM45_2504
ko:K01626	bmab:BM45_2505
ko:K02871	bmab:BM45_2509
ko:K02996	bmab:BM45_2510
ko:K15724	bmab:BM45_2511
ko:K09001	bmab:BM45_2515
ko:K01866	bmab:BM45_2516
ko:K07560	bmab:BM45_2517
ko:K03551	bmab:BM45_2521
ko:K03550	bmab:BM45_2522
ko:K01159	bmab:BM45_2523
ko:K00602	bmab:BM45_2524
ko:K03557	bmab:BM45_2525
ko:K05540	bmab:BM45_2526
ko:K03185	bmab:BM45_2527
ko:K01262	bmab:BM45_2528
ko:K00799	bmab:BM45_2529
ko:K00566	bmab:BM45_2532
ko:K00324	bmab:BM45_2534
ko:K00324	bmab:BM45_2535
ko:K02034	bmab:BM45_3329
ko:K02033	bmab:BM45_3330
ko:K02035	bmab:BM45_3331
ko:K08641	bmab:BM45_3332
ko:K11904	bmab:BM45_3336
ko:K12685	bmab:BM45_3340
ko:K07394	bmab:BM45_3341
ko:K02035	bmab:BM45_3342
ko:K01569	bmab:BM45_3343
ko:K03322	bmab:BM45_3344
ko:K01531	bmab:BM45_3351
ko:K14645	bmab:BM45_3353
ko:K15977	bmab:BM45_3359
ko:K10016	bmab:BM45_3362
ko:K10015	bmab:BM45_3363
ko:K10017	bmab:BM45_3364
ko:K00790	bmab:BM45_3365
ko:K07497	bmab:BM45_3372
ko:K07497	bmab:BM45_3373
ko:K03781	bmab:BM45_3376
ko:K00101	bmab:BM45_4170
ko:K16856	bmab:BM45_4171
ko:K03746	bmab:BM45_4177
ko:K10823	bmab:BM45_4184
ko:K15583	bmab:BM45_4185
ko:K15582	bmab:BM45_4186
ko:K15581	bmab:BM45_4187
ko:K15580	bmab:BM45_4188
ko:K03305	bmab:BM45_4190
ko:K07497	bmab:BM45_4195
ko:K03086	bmab:BM45_4198
ko:K09117	bmab:BM45_4200
ko:K07007	bmab:BM45_4201
ko:K01409	bmab:BM45_4202
ko:K09007	bmab:BM45_4203
ko:K01662	bmab:BM45_4204
ko:K00795	bmab:BM45_4205
ko:K03602	bmab:BM45_4206
ko:K01011	bmab:BM45_4209
ko:K02914	bmab:BM45_436
ko:K03536	bmab:BM45_437
ko:K08998	bmab:BM45_438
ko:K03217	bmab:BM45_439
ko:K03650	bmab:BM45_441
ko:K07497	bmab:BM45_442
ko:K07497	bmab:BM45_443
ko:K08234	bmab:BM45_445
ko:K10778	bmab:BM45_446
ko:K01247	bmab:BM45_447
ko:K07053	bmab:BM45_1250
ko:K01867	bmab:BM45_1253
ko:K01714	bmab:BM45_1255
ko:K07287	bmab:BM45_1256
ko:K18850	bmab:BM45_1258
ko:K03775	bmab:BM45_1259
ko:K03775	bmab:BM45_1261
ko:K03555	bmab:BM45_1262
ko:K01092	bmab:BM45_1264
ko:K02533	bmab:BM45_1265
ko:K00640	bmab:BM45_1266
ko:K03269	bmab:BM45_1267
ko:K03768	bmab:BM45_1268
ko:K03767	bmab:BM45_1269
ko:K01883	bmab:BM45_1271
ko:K01247	bmab:BM45_1272
ko:K01962	bmab:BM45_1273
ko:K04075	bmab:BM45_1274
ko:K00928	bmab:BM45_1275
ko:K00860	bmab:BM45_1283
ko:K03119	bmab:BM45_1290
ko:K00615	bmab:BM45_1294
ko:K00615	bmab:BM45_1295
ko:K00831	bmab:BM45_1298
ko:K00957	bmab:BM45_1300
ko:K01755	bmab:BM45_1303
ko:K00684	bmab:BM45_1859
ko:K00254	bmab:BM45_1861
ko:K02424	bmab:BM45_1862
ko:K10009	bmab:BM45_1863
ko:K07497	bmab:BM45_1864
ko:K07497	bmab:BM45_1865
ko:K07483	bmab:BM45_1867
ko:K01736	bmab:BM45_1868
ko:K07058	bmab:BM45_1872
ko:K03809	bmab:BM45_1873
ko:K03406	bmab:BM45_1883
ko:K08223	bmab:BM45_1884
ko:K01243	bmab:BM45_1885
ko:K03657	bmab:BM45_1886
ko:K01873	bmab:BM45_1887
ko:K00963	bmab:BM45_1888
ko:K00010	bmab:BM45_1895
ko:K00010	bmab:BM45_1896
ko:K02058	bmab:BM45_1898
ko:K02057	bmab:BM45_1899
ko:K02056	bmab:BM45_1900
ko:K03338	bmab:BM45_1901
ko:K03336	bmab:BM45_1902
ko:K03335	bmab:BM45_1903
ko:K03337	bmab:BM45_1904
ko:K01996	bmab:BM45_1905
ko:K01995	bmab:BM45_1906
ko:K01998	bmab:BM45_1906
ko:K01997	bmab:BM45_1907
ko:K07107	bmab:BM45_1908
ko:K07497	bmab:BM45_2691
ko:K07497	bmab:BM45_2692
ko:K02652	bmab:BM45_2696
ko:K02653	bmab:BM45_2697
ko:K02654	bmab:BM45_2698
ko:K00859	bmab:BM45_2699
ko:K18778	bmab:BM45_2700
ko:K03574	bmab:BM45_2701
ko:K06923	bmab:BM45_2702
ko:K00620	bmab:BM45_2703
ko:K03070	bmab:BM45_2704
ko:K02535	bmab:BM45_2706
ko:K03531	bmab:BM45_2708
ko:K03590	bmab:BM45_2709
ko:K03589	bmab:BM45_2710
ko:K01921	bmab:BM45_2711
ko:K01924	bmab:BM45_2712
ko:K02563	bmab:BM45_2713
ko:K03588	bmab:BM45_2714
ko:K01925	bmab:BM45_2715
ko:K01000	bmab:BM45_2716
ko:K01929	bmab:BM45_2717
ko:K01928	bmab:BM45_2718
ko:K03587	bmab:BM45_2719
ko:K03586	bmab:BM45_2720
ko:K03438	bmab:BM45_2721
ko:K03925	bmab:BM45_2722
ko:K06134	bmab:BM45_2723
ko:K00548	bmab:BM45_2726
ko:K00548	bmab:BM45_2727
ko:K16171	bmab:BM45_2731
ko:K01692	bmab:BM45_2732
ko:K07001	bmab:BM45_2734
ko:K07001	bmab:BM45_2735
ko:K03525	bmab:BM45_2739
ko:K13408	bmab:BM45_3539
ko:K13409	bmab:BM45_3541
ko:K12340	bmab:BM45_3544
ko:K00681	bmab:BM45_3545
ko:K03724	bmab:BM45_3549
ko:K07497	bmab:BM45_3550
ko:K07497	bmab:BM45_3551
ko:K16263	bmab:BM45_3552
ko:K01626	bmab:BM45_3555
ko:K02623	bmab:BM45_3562
ko:K00449	bmab:BM45_3563
ko:K00448	bmab:BM45_3564
ko:K16203	bmab:BM45_3565
ko:K01266	bmab:BM45_3566
ko:K13891	bmab:BM45_3567
ko:K13890	bmab:BM45_3568
ko:K13889	bmab:BM45_3569
ko:K13892	bmab:BM45_3570
ko:K13051	bmab:BM45_3571
ko:K02168	bmab:BM45_3573
ko:K01114	bmab:BM45_3576
ko:K01870	bmab:BM45_3579
ko:K07050	bmab:BM45_3581
ko:K00102	bmab:BM45_3582
ko:K08195	bmab:BM45_4384
ko:K01607	bmab:BM45_4385
ko:K01055	bmab:BM45_4386
ko:K01857	bmab:BM45_4387
ko:K01032	bmab:BM45_4388
ko:K01031	bmab:BM45_4389
ko:K00481	bmab:BM45_4390
ko:K01495	bmab:BM45_4392
ko:K00640	bmab:BM45_4394
ko:K01053	bmab:BM45_4397
ko:K07497	bmab:BM45_4398
ko:K07497	bmab:BM45_4399
ko:K05596	bmab:BM45_4405
ko:K06895	bmab:BM45_4406
ko:K09930	bmab:BM45_4410
ko:K19302	bmab:BM45_4417
ko:K01574	bmab:BM45_4418
ko:K00019	bmab:BM45_4419
ko:K07001	bmab:BM45_4420
ko:K00799	bmab:BM45_4422
ko:K16135	bmab:BM45_4424
ko:K07246	bmab:BM45_4425
ko:K09958	bmab:BM45_4427
ko:K00060	bmab:BM45_4430
ko:K00639	bmab:BM45_4431
ko:K10001	bmab:BM45_4590
ko:K00285	bmab:BM45_4591
ko:K01061	bmab:BM45_4210
ko:K03885	bmab:BM45_4212
ko:K06966	bmab:BM45_4214
ko:K07497	bmab:BM45_4219
ko:K07497	bmab:BM45_4220
ko:K00873	bmab:BM45_613
ko:K01624	bmab:BM45_614
ko:K01923	bmab:BM45_615
ko:K01588	bmab:BM45_616
ko:K01589	bmab:BM45_617
ko:K07566	bmab:BM45_618
ko:K07259	bmab:BM45_622
ko:K02484	bmab:BM45_624
ko:K04771	bmab:BM45_625
ko:K03577	bmab:BM45_629
ko:K03585	bmab:BM45_630
ko:K18138	bmab:BM45_631
ko:K18139	bmab:BM45_632
ko:K07497	bmab:BM45_636
ko:K07497	bmab:BM45_637
ko:K07497	bmab:BM45_638
ko:K00854	bmab:BM45_640
ko:K00121	bmab:BM45_642
ko:K01070	bmab:BM45_643
ko:K02075	bmab:BM45_644
ko:K02074	bmab:BM45_645
ko:K02077	bmab:BM45_646
ko:K09823	bmab:BM45_647
ko:K00847	bmab:BM45_649
ko:K16371	bmab:BM45_650
ko:K01919	bmab:BM45_448
ko:K03086	bmab:BM45_449
ko:K02055	bmab:BM45_453
ko:K12251	bmab:BM45_455
ko:K07497	bmab:BM45_460
ko:K07497	bmab:BM45_461
ko:K00058	bmab:BM45_466
ko:K03169	bmab:BM45_468
ko:K04096	bmab:BM45_470
ko:K01462	bmab:BM45_471
ko:K00604	bmab:BM45_472
ko:K03799	bmab:BM45_474
ko:K03500	bmab:BM45_475
ko:K06920	bmab:BM45_480
ko:K01737	bmab:BM45_482
ko:K01630	bmab:BM45_483
ko:K05837	bmab:BM45_485
ko:K05515	bmab:BM45_486
ko:K03571	bmab:BM45_487
ko:K03570	bmab:BM45_488
ko:K03569	bmab:BM45_489
ko:K02435	bmab:BM45_490
ko:K02433	bmab:BM45_491
ko:K02434	bmab:BM45_492
ko:K01142	bmab:BM45_494
ko:K05520	bmab:BM45_501
ko:K01265	bmab:BM45_1305
ko:K05524	bmab:BM45_1307
ko:K03639	bmab:BM45_1308
ko:K00528	bmab:BM45_1309
ko:K00208	bmab:BM45_1312
ko:K13893	bmab:BM45_1313
ko:K13894	bmab:BM45_1314
ko:K13895	bmab:BM45_1315
ko:K13896	bmab:BM45_1316
ko:K07001	bmab:BM45_1318
ko:K01885	bmab:BM45_1319
ko:K02553	bmab:BM45_1325
ko:K01638	bmab:BM45_1327
ko:K01560	bmab:BM45_1328
ko:K01637	bmab:BM45_1331
ko:K14742	bmab:BM45_1335
ko:K03789	bmab:BM45_1336
ko:K09977	bmab:BM45_1338
ko:K00941	bmab:BM45_1339
ko:K01775	bmab:BM45_1341
ko:K04485	bmab:BM45_1342
ko:K06158	bmab:BM45_1344
ko:K00432	bmab:BM45_1345
ko:K06131	bmab:BM45_1346
ko:K07320	bmab:BM45_1347
ko:K01439	bmab:BM45_1348
ko:K10227	bmab:BM45_651
ko:K10228	bmab:BM45_652
ko:K10229	bmab:BM45_653
ko:K10111	bmab:BM45_655
ko:K00854	bmab:BM45_661
ko:K00007	bmab:BM45_662
ko:K06190	bmab:BM45_1462
ko:K07305	bmab:BM45_1463
ko:K07516	bmab:BM45_1466
ko:K08281	bmab:BM45_1467
ko:K00626	bmab:BM45_1468
ko:K01066	bmab:BM45_1473
ko:K06980	bmab:BM45_1476
ko:K07082	bmab:BM45_1477
ko:K00943	bmab:BM45_1478
ko:K02341	bmab:BM45_1479
ko:K03823	bmab:BM45_1480
ko:K03424	bmab:BM45_1481
ko:K06867	bmab:BM45_1482
ko:K01424	bmab:BM45_1490
ko:K07483	bmab:BM45_1491
ko:K07497	bmab:BM45_1492
ko:K07497	bmab:BM45_1493
ko:K07497	bmab:BM45_1494
ko:K07497	bmab:BM45_1495
ko:K02275	bmab:BM45_1496
ko:K03088	bmab:BM45_1498
ko:K02990	bmab:BM45_1500
ko:K02686	bmab:BM45_1501
ko:K02963	bmab:BM45_1502
ko:K02939	bmab:BM45_1503
ko:K07220	bmab:BM45_1505
ko:K03306	bmab:BM45_1506
ko:K07175	bmab:BM45_1508
ko:K03564	bmab:BM45_1509
ko:K00604	bmab:BM45_1512
ko:K10012	bmab:BM45_1513
ko:K09965	bmab:BM45_2073
ko:K11159	bmab:BM45_2074
ko:K00820	bmab:BM45_2075
ko:K00375	bmab:BM45_2077
ko:K07734	bmab:BM45_2078
ko:K02055	bmab:BM45_2086
ko:K02053	bmab:BM45_2087
ko:K02053	bmab:BM45_2089
ko:K02052	bmab:BM45_2090
ko:K03147	bmab:BM45_2100
ko:K07497	bmab:BM45_2101
