ko:K01212	bso:BSNT_10032
ko:K01585	bso:BSNT_07965
ko:K01092	bso:BSNT_07969
ko:K01400	bso:BSNT_07973
ko:K03088	bso:BSNT_07976
ko:K03590	bso:BSNT_08039
ko:K03531	bso:BSNT_08040
ko:K13276	bso:BSNT_08041
ko:K06383	bso:BSNT_08042
ko:K03091	bso:BSNT_08043
ko:K03091	bso:BSNT_08044
ko:K02013	bso:BSNT_08045
ko:K05810	bso:BSNT_08048
ko:K06997	bso:BSNT_08049
ko:K09772	bso:BSNT_08050
ko:K02221	bso:BSNT_08051
ko:K04074	bso:BSNT_08053
ko:K01870	bso:BSNT_08054
ko:K03101	bso:BSNT_08056
ko:K06180	bso:BSNT_08057
ko:K02825	bso:BSNT_08058
ko:K02824	bso:BSNT_08059
ko:K00609	bso:BSNT_08060
ko:K01465	bso:BSNT_08061
ko:K01956	bso:BSNT_08062
ko:K01955	bso:BSNT_08063
ko:K02823	bso:BSNT_08064
ko:K17828	bso:BSNT_08065
ko:K01591	bso:BSNT_08066
ko:K00762	bso:BSNT_08067
ko:K00390	bso:BSNT_08068
ko:K16331	bso:BSNT_08069
ko:K00958	bso:BSNT_08070
ko:K00860	bso:BSNT_08071
ko:K02303	bso:BSNT_08072
ko:K03794	bso:BSNT_08073
ko:K02304	bso:BSNT_08074
ko:K01537	bso:BSNT_08077
ko:K09777	bso:BSNT_08079
ko:K00942	bso:BSNT_08080
ko:K03060	bso:BSNT_08081
ko:K13038	bso:BSNT_08082
ko:K04066	bso:BSNT_08083
ko:K01462	bso:BSNT_08084
ko:K00604	bso:BSNT_08085
ko:K03500	bso:BSNT_08086
ko:K06941	bso:BSNT_08087
ko:K06949	bso:BSNT_08090
ko:K01783	bso:BSNT_08091
ko:K00949	bso:BSNT_08092
ko:K02902	bso:BSNT_08093
ko:K02421	bso:BSNT_08151
ko:K02401	bso:BSNT_08152
ko:K02400	bso:BSNT_08153
ko:K02404	bso:BSNT_08154
ko:K04562	bso:BSNT_08155
ko:K03412	bso:BSNT_08156
ko:K03407	bso:BSNT_08157
ko:K03408	bso:BSNT_08158
ko:K03410	bso:BSNT_08159
ko:K03410	bso:BSNT_08160
ko:K03411	bso:BSNT_08161
ko:K02405	bso:BSNT_08162
ko:K02967	bso:BSNT_08164
ko:K02357	bso:BSNT_08165
ko:K09903	bso:BSNT_08166
ko:K02838	bso:BSNT_08167
ko:K00806	bso:BSNT_08168
ko:K00981	bso:BSNT_08169
ko:K00099	bso:BSNT_08170
ko:K11749	bso:BSNT_08171
ko:K01881	bso:BSNT_08172
ko:K03763	bso:BSNT_08173
ko:K09748	bso:BSNT_08174
ko:K02600	bso:BSNT_08175
ko:K07742	bso:BSNT_08176
ko:K02519	bso:BSNT_08178
ko:K09764	bso:BSNT_08179
ko:K02834	bso:BSNT_08180
ko:K03177	bso:BSNT_08181
ko:K11753	bso:BSNT_08182
ko:K00962	bso:BSNT_08183
ko:K06410	bso:BSNT_08188
ko:K06411	bso:BSNT_08189
ko:K00133	bso:BSNT_08190
ko:K00928	bso:BSNT_08191
ko:K01714	bso:BSNT_08192
ko:K12574	bso:BSNT_08193
ko:K03466	bso:BSNT_08196
ko:K03710	bso:BSNT_08197
ko:K08221	bso:BSNT_08198
ko:K00059	bso:BSNT_08201
ko:K00995	bso:BSNT_08205
ko:K03742	bso:BSNT_08206
ko:K18682	bso:BSNT_08210
ko:K09769	bso:BSNT_08211
ko:K06416	bso:BSNT_08212
ko:K00060	bso:BSNT_08213
ko:K00639	bso:BSNT_08214
ko:K06168	bso:BSNT_08215
ko:K06328	bso:BSNT_08217
ko:K03555	bso:BSNT_08218
ko:K03572	bso:BSNT_08219
ko:K03292	bso:BSNT_08326
ko:K07497	bso:BSNT_08328
ko:K01198	bso:BSNT_08329
ko:K01805	bso:BSNT_08331
ko:K00854	bso:BSNT_08332
ko:K06609	bso:BSNT_08335
ko:K01775	bso:BSNT_08336
ko:K03116	bso:BSNT_08347
ko:K06310	bso:BSNT_08354
ko:K06310	bso:BSNT_08355
ko:K06312	bso:BSNT_08357
ko:K11210	bso:BSNT_08365
ko:K01356	bso:BSNT_08366
ko:K00059	bso:BSNT_08441
ko:K03790	bso:BSNT_08444
ko:K01992	bso:BSNT_08446
ko:K01992	bso:BSNT_08447
ko:K01990	bso:BSNT_08448
ko:K03502	bso:BSNT_08453
ko:K00274	bso:BSNT_08461
ko:K06878	bso:BSNT_08463
ko:K08976	bso:BSNT_08473
ko:K10255	bso:BSNT_08479
ko:K07778	bso:BSNT_08480
ko:K07693	bso:BSNT_08481
ko:K03654	bso:BSNT_08483
ko:K01118	bso:BSNT_08485
ko:K00286	bso:BSNT_08438
ko:K13993	bso:BSNT_08489
ko:K00128	bso:BSNT_08494
ko:K00065	bso:BSNT_08608
ko:K03722	bso:BSNT_08609
ko:K07444	bso:BSNT_08611
ko:K07502	bso:BSNT_08615
ko:K06877	bso:BSNT_08616
ko:K02777	bso:BSNT_08617
ko:K06430	bso:BSNT_08623
ko:K03700	bso:BSNT_08625
ko:K05366	bso:BSNT_08626
ko:K10773	bso:BSNT_08628
ko:K02086	bso:BSNT_08629
ko:K01893	bso:BSNT_08630
ko:K00812	bso:BSNT_08631
ko:K03722	bso:BSNT_08634
ko:K01579	bso:BSNT_08635
ko:K01918	bso:BSNT_08636
ko:K00606	bso:BSNT_08637
ko:K03524	bso:BSNT_08638
ko:K00974	bso:BSNT_08639
ko:K01734	bso:BSNT_08642
ko:K00215	bso:BSNT_08643
ko:K03888	bso:BSNT_08648
ko:K03887	bso:BSNT_08649
ko:K03886	bso:BSNT_08650
ko:K00800	bso:BSNT_08655
ko:K04517	bso:BSNT_08656
ko:K00817	bso:BSNT_08657
ko:K01695	bso:BSNT_08658
ko:K01696	bso:BSNT_08659
ko:K01817	bso:BSNT_08660
ko:K01839	bso:BSNT_08770
ko:K04763	bso:BSNT_08771
ko:K03711	bso:BSNT_08774
ko:K06384	bso:BSNT_08775
ko:K00027	bso:BSNT_08777
ko:K03315	bso:BSNT_08778
ko:K01744	bso:BSNT_08779
ko:K01424	bso:BSNT_08780
ko:K01515	bso:BSNT_08783
ko:K06889	bso:BSNT_08788
ko:K02346	bso:BSNT_08795
ko:K00867	bso:BSNT_08802
ko:K01753	bso:BSNT_08803
ko:K07124	bso:BSNT_08804
ko:K00286	bso:BSNT_08806
ko:K00354	bso:BSNT_08808
ko:K02913	bso:BSNT_08812
ko:K00784	bso:BSNT_08813
ko:K00036	bso:BSNT_08814
ko:K00033	bso:BSNT_08815
ko:K02346	bso:BSNT_08816
ko:K03217	bso:BSNT_08818
ko:K09166	bso:BSNT_08820
ko:K01258	bso:BSNT_08821
ko:K01966	bso:BSNT_08822
ko:K05606	bso:BSNT_08824
ko:K02036	bso:BSNT_08937
ko:K02036	bso:BSNT_08938
ko:K02038	bso:BSNT_08939
ko:K02037	bso:BSNT_08940
ko:K02040	bso:BSNT_08941
ko:K08222	bso:BSNT_08943
ko:K04564	bso:BSNT_08944
ko:K09793	bso:BSNT_08945
ko:K03526	bso:BSNT_08948
ko:K05967	bso:BSNT_08950
ko:K02076	bso:BSNT_08951
ko:K01151	bso:BSNT_08954
ko:K18692	bso:BSNT_08955
ko:K03527	bso:BSNT_08957
ko:K06967	bso:BSNT_08959
ko:K13300	bso:BSNT_08960
ko:K03086	bso:BSNT_08962
ko:K09768	bso:BSNT_08964
ko:K09773	bso:BSNT_08965
ko:K01879	bso:BSNT_08967
ko:K01878	bso:BSNT_08968
ko:K03584	bso:BSNT_08969
ko:K01489	bso:BSNT_08972
ko:K00887	bso:BSNT_08974
ko:K07042	bso:BSNT_08975
ko:K07037	bso:BSNT_08976
ko:K06438	bso:BSNT_08979
ko:K07403	bso:BSNT_08983
ko:K09117	bso:BSNT_08984
ko:K02970	bso:BSNT_08985
ko:K03324	bso:BSNT_08986
ko:K18707	bso:BSNT_08987
ko:K09761	bso:BSNT_08988
ko:K03088	bso:BSNT_09100
ko:K14338	bso:BSNT_09105
ko:K14338	bso:BSNT_09106
ko:K00123	bso:BSNT_09114
ko:K17217	bso:BSNT_09119
ko:K17216	bso:BSNT_09120
ko:K01243	bso:BSNT_09121
ko:K17462	bso:BSNT_09122
ko:K03624	bso:BSNT_09126
ko:K00876	bso:BSNT_09127
ko:K08303	bso:BSNT_09128
ko:K08303	bso:BSNT_09129
ko:K07082	bso:BSNT_09132
ko:K07447	bso:BSNT_09134
ko:K01872	bso:BSNT_09136
ko:K10041	bso:BSNT_09139
ko:K10039	bso:BSNT_09140
ko:K10040	bso:BSNT_09141
ko:K10040	bso:BSNT_09142
ko:K03581	bso:BSNT_09147
ko:K00566	bso:BSNT_09149
ko:K04487	bso:BSNT_09150
ko:K17472	bso:BSNT_09151
ko:K07478	bso:BSNT_09152
ko:K00239	bso:BSNT_09263
ko:K00241	bso:BSNT_09264
ko:K00928	bso:BSNT_09266
ko:K03703	bso:BSNT_09267
ko:K03671	bso:BSNT_09268
ko:K01209	bso:BSNT_09270
ko:K03522	bso:BSNT_09271
ko:K03521	bso:BSNT_09272
ko:K13767	bso:BSNT_09273
ko:K13770	bso:BSNT_09274
ko:K01897	bso:BSNT_09276
ko:K08989	bso:BSNT_09277
ko:K07456	bso:BSNT_09278
ko:K02347	bso:BSNT_09279
ko:K09888	bso:BSNT_09281
ko:K03471	bso:BSNT_09282
ko:K01890	bso:BSNT_09283
ko:K01889	bso:BSNT_09284
ko:K03437	bso:BSNT_09285
ko:K06426	bso:BSNT_09286
ko:K02647	bso:BSNT_09287
ko:K00104	bso:BSNT_09288
ko:K11473	bso:BSNT_09289
ko:K01759	bso:BSNT_09290
ko:K06200	bso:BSNT_09291
ko:K01209	bso:BSNT_09292
ko:K17236	bso:BSNT_09293
ko:K17235	bso:BSNT_09294
ko:K17234	bso:BSNT_09295
ko:K00096	bso:BSNT_09296
ko:K00853	bso:BSNT_09299
ko:K01804	bso:BSNT_09300
ko:K06113	bso:BSNT_09301
ko:K06113	bso:BSNT_09302
ko:K02887	bso:BSNT_09306
ko:K02916	bso:BSNT_10844
ko:K02520	bso:BSNT_09307
ko:K05339	bso:BSNT_09309
ko:K05338	bso:BSNT_09310
ko:K07705	bso:BSNT_09311
ko:K07704	bso:BSNT_09312
ko:K07025	bso:BSNT_09313
ko:K01868	bso:BSNT_09314
ko:K06878	bso:BSNT_09401
ko:K00027	bso:BSNT_09408
ko:K03439	bso:BSNT_09410
ko:K01975	bso:BSNT_09416
ko:K01738	bso:BSNT_09417
ko:K01439	bso:BSNT_09418
ko:K06901	bso:BSNT_09419
ko:K01992	bso:BSNT_09420
ko:K01990	bso:BSNT_09421
ko:K06183	bso:BSNT_09423
ko:K07007	bso:BSNT_09425
ko:K05020	bso:BSNT_09426
ko:K15532	bso:BSNT_09432
ko:K17319	bso:BSNT_09433
ko:K17318	bso:BSNT_09436
ko:K17320	bso:BSNT_09437
ko:K16593	bso:BSNT_09439
ko:K01012	bso:BSNT_09440
ko:K01935	bso:BSNT_09441
ko:K00652	bso:BSNT_09442
ko:K19563	bso:BSNT_09443
ko:K01906	bso:BSNT_09444
ko:K02529	bso:BSNT_09446
ko:K10117	bso:BSNT_09447
ko:K10118	bso:BSNT_09448
ko:K10119	bso:BSNT_09449
ko:K02251	bso:BSNT_09634
ko:K00763	bso:BSNT_09639
ko:K06950	bso:BSNT_09646
ko:K16216	bso:BSNT_09647
ko:K03466	bso:BSNT_09650
ko:K00259	bso:BSNT_09656
ko:K04780	bso:BSNT_09659
ko:K01252	bso:BSNT_09660
ko:K02363	bso:BSNT_09661
ko:K02361	bso:BSNT_09662
ko:K00216	bso:BSNT_09663
ko:K07017	bso:BSNT_09664
ko:K03523	bso:BSNT_09666
ko:K07084	bso:BSNT_09667
ko:K01255	bso:BSNT_09668
ko:K09775	bso:BSNT_09669
ko:K03885	bso:BSNT_09673
ko:K00364	bso:BSNT_09678
ko:K07734	bso:BSNT_09679
ko:K04763	bso:BSNT_09697
ko:K13628	bso:BSNT_09698
ko:K01778	bso:BSNT_09699
ko:K03317	bso:BSNT_09700
ko:K03885	bso:BSNT_09702
ko:K00872	bso:BSNT_09706
ko:K01733	bso:BSNT_09707
ko:K00003	bso:BSNT_09708
ko:K03644	bso:BSNT_09715
ko:K07090	bso:BSNT_09720
ko:K01466	bso:BSNT_09723
ko:K09684	bso:BSNT_09724
ko:K16169	bso:BSNT_09726
ko:K07127	bso:BSNT_09728
ko:K07141	bso:BSNT_09734
ko:K00839	bso:BSNT_09737
ko:K02083	bso:BSNT_09738
ko:K10112	bso:BSNT_09741
ko:K10711	bso:BSNT_09742
ko:K10710	bso:BSNT_09743
ko:K10119	bso:BSNT_09744
ko:K10119	bso:BSNT_09745
ko:K10118	bso:BSNT_09746
ko:K10117	bso:BSNT_09747
ko:K10708	bso:BSNT_09748
ko:K00285	bso:BSNT_09750
ko:K09014	bso:BSNT_09754
ko:K04488	bso:BSNT_09755
ko:K11717	bso:BSNT_09756
ko:K09015	bso:BSNT_09757
ko:K09013	bso:BSNT_09758
ko:K02073	bso:BSNT_09762
ko:K02072	bso:BSNT_09763
ko:K02071	bso:BSNT_09764
ko:K07476	bso:BSNT_09768
ko:K02437	bso:BSNT_09770
ko:K00537	bso:BSNT_09771
ko:K07516	bso:BSNT_09774
ko:K00318	bso:BSNT_09776
ko:K00059	bso:BSNT_09783
ko:K02013	bso:BSNT_09787
ko:K01992	bso:BSNT_09793
ko:K01990	bso:BSNT_09794
ko:K08217	bso:BSNT_09796
ko:K00639	bso:BSNT_09801
ko:K04047	bso:BSNT_09804
ko:K04771	bso:BSNT_09805
ko:K07770	bso:BSNT_09807
ko:K07650	bso:BSNT_09808
ko:K01679	bso:BSNT_09811
ko:K06288	bso:BSNT_09813
ko:K06289	bso:BSNT_09814
ko:K06290	bso:BSNT_09815
ko:K11618	bso:BSNT_09816
ko:K11617	bso:BSNT_09817
ko:K11622	bso:BSNT_09818
ko:K11621	bso:BSNT_09819
ko:K11620	bso:BSNT_09820
ko:K11619	bso:BSNT_09821
ko:K00798	bso:BSNT_09823
ko:K02013	bso:BSNT_09824
ko:K02015	bso:BSNT_09825
ko:K02016	bso:BSNT_09826
ko:K01569	bso:BSNT_09837
ko:K02004	bso:BSNT_09839
ko:K02003	bso:BSNT_09840
ko:K02005	bso:BSNT_09841
ko:K02013	bso:BSNT_09843
ko:K02015	bso:BSNT_09844
ko:K02015	bso:BSNT_09845
ko:K02016	bso:BSNT_09846
ko:K03758	bso:BSNT_09848
ko:K06427	bso:BSNT_09850
ko:K07038	bso:BSNT_09851
ko:K07219	bso:BSNT_09853
ko:K02020	bso:BSNT_09854
ko:K02018	bso:BSNT_09855
ko:K03316	bso:BSNT_09858
ko:K00381	bso:BSNT_09859
ko:K00380	bso:BSNT_09860
ko:K03657	bso:BSNT_09861
ko:K03611	bso:BSNT_09865
ko:K01534	bso:BSNT_09868
ko:K17686	bso:BSNT_09869
ko:K07213	bso:BSNT_09870
ko:K01118	bso:BSNT_09873
ko:K01118	bso:BSNT_09874
ko:K03297	bso:BSNT_09877
ko:K00059	bso:BSNT_09879
ko:K08681	bso:BSNT_06301
ko:K01875	bso:BSNT_06302
ko:K00088	bso:BSNT_06298
ko:K07258	bso:BSNT_06299
ko:K06215	bso:BSNT_06300
ko:K03664	bso:BSNT_09941
ko:K12573	bso:BSNT_09942
ko:K03928	bso:BSNT_09943
ko:K03075	bso:BSNT_09944
ko:K03406	bso:BSNT_09951
ko:K05846	bso:BSNT_09952
ko:K05845	bso:BSNT_09953
ko:K05846	bso:BSNT_09954
ko:K05847	bso:BSNT_09955
ko:K05846	bso:BSNT_09958
ko:K05845	bso:BSNT_09959
ko:K05846	bso:BSNT_09960
ko:K05847	bso:BSNT_09961
ko:K05595	bso:BSNT_09963
ko:K01689	bso:BSNT_09968
ko:K15633	bso:BSNT_09969
ko:K01803	bso:BSNT_09970
ko:K00927	bso:BSNT_09971
ko:K00134	bso:BSNT_09972
ko:K19285	bso:BSNT_10469
ko:K05837	bso:BSNT_10470
ko:K02829	bso:BSNT_10473
ko:K02828	bso:BSNT_10474
ko:K02827	bso:BSNT_10475
ko:K02826	bso:BSNT_10476
ko:K00965	bso:BSNT_10478
ko:K00849	bso:BSNT_10479
ko:K19432	bso:BSNT_10482
ko:K14393	bso:BSNT_10484
ko:K16301	bso:BSNT_10486
ko:K07224	bso:BSNT_10487
ko:K07243	bso:BSNT_10488
ko:K00788	bso:BSNT_10489
ko:K00878	bso:BSNT_10490
ko:K06518	bso:BSNT_10492
ko:K05820	bso:BSNT_10494
ko:K06969	bso:BSNT_10496
ko:K01759	bso:BSNT_10497
ko:K02761	bso:BSNT_10499
ko:K13277	bso:BSNT_10501
ko:K02809	bso:BSNT_10503
ko:K02810	bso:BSNT_10503
ko:K03488	bso:BSNT_10504
ko:K01866	bso:BSNT_10508
ko:K19701	bso:BSNT_10509
ko:K07816	bso:BSNT_10510
ko:K02548	bso:BSNT_10513
ko:K03367	bso:BSNT_10517
ko:K03739	bso:BSNT_10518
ko:K14188	bso:BSNT_10519
ko:K03740	bso:BSNT_10520
ko:K14189	bso:BSNT_10521
ko:K14189	bso:BSNT_10522
ko:K11189	bso:BSNT_06880
ko:K00375	bso:BSNT_06884
ko:K07002	bso:BSNT_06886
ko:K03893	bso:BSNT_06889
ko:K18907	bso:BSNT_06894
ko:K11623	bso:BSNT_06900
ko:K11624	bso:BSNT_06901
ko:K11625	bso:BSNT_06902
ko:K07150	bso:BSNT_06904
ko:K15976	bso:BSNT_06907
ko:K15975	bso:BSNT_06908
ko:K15977	bso:BSNT_06909
ko:K13993	bso:BSNT_06918
ko:K18231	bso:BSNT_06923
ko:K11737	bso:BSNT_06924
ko:K06994	bso:BSNT_06928
ko:K07552	bso:BSNT_06931
ko:K07090	bso:BSNT_06932
ko:K01077	bso:BSNT_06937
ko:K05937	bso:BSNT_06938
ko:K06324	bso:BSNT_07002
ko:K11735	bso:BSNT_07003
ko:K03924	bso:BSNT_07005
ko:K01951	bso:BSNT_07009
ko:K06901	bso:BSNT_07011
ko:K01588	bso:BSNT_07017
ko:K01589	bso:BSNT_07018
ko:K01756	bso:BSNT_07019
ko:K01923	bso:BSNT_07020
ko:K01952	bso:BSNT_07021
ko:K01952	bso:BSNT_07022
ko:K01952	bso:BSNT_07023
ko:K00764	bso:BSNT_07024
ko:K01933	bso:BSNT_07026
ko:K11175	bso:BSNT_07027
ko:K00602	bso:BSNT_07028
ko:K01945	bso:BSNT_07029
ko:K16263	bso:BSNT_07031
ko:K01486	bso:BSNT_07033
ko:K07094	bso:BSNT_07037
ko:K03657	bso:BSNT_07038
ko:K01972	bso:BSNT_07039
ko:K01104	bso:BSNT_07164
ko:K07058	bso:BSNT_07166
ko:K07300	bso:BSNT_07170
ko:K01567	bso:BSNT_07175
ko:K19577	bso:BSNT_07238
ko:K06428	bso:BSNT_07239
ko:K07038	bso:BSNT_07247
ko:K03575	bso:BSNT_07248
ko:K10780	bso:BSNT_07250
ko:K06422	bso:BSNT_07251
ko:K07586	bso:BSNT_07253
ko:K11085	bso:BSNT_07254
ko:K01845	bso:BSNT_07256
ko:K03564	bso:BSNT_07257
ko:K09825	bso:BSNT_07258
ko:K06377	bso:BSNT_07282
ko:K07284	bso:BSNT_07352
ko:K06180	bso:BSNT_07353
ko:K02443	bso:BSNT_07359
ko:K02440	bso:BSNT_07360
ko:K00864	bso:BSNT_07361
ko:K00111	bso:BSNT_07362
ko:K01835	bso:BSNT_07363
ko:K02480	bso:BSNT_07364
ko:K03206	bso:BSNT_07366
ko:K19223	bso:BSNT_07369
ko:K13771	bso:BSNT_07370
ko:K01077	bso:BSNT_07373
ko:K19224	bso:BSNT_07374
ko:K19242	bso:BSNT_07375
ko:K01647	bso:BSNT_07376
ko:K03294	bso:BSNT_07378
ko:K03308	bso:BSNT_07379
ko:K00375	bso:BSNT_07380
ko:K03455	bso:BSNT_07419
ko:K07228	bso:BSNT_07420
ko:K01990	bso:BSNT_07424
ko:K01992	bso:BSNT_07425
ko:K03698	bso:BSNT_07428
ko:K07533	bso:BSNT_07430
ko:K09682	bso:BSNT_07435
ko:K00831	bso:BSNT_07438
ko:K02503	bso:BSNT_07439
ko:K01990	bso:BSNT_07440
ko:K01992	bso:BSNT_07441
ko:K12555	bso:BSNT_07447
ko:K01599	bso:BSNT_07448
ko:K01772	bso:BSNT_07449
ko:K00231	bso:BSNT_07450
ko:K01421	bso:BSNT_07453
ko:K00648	bso:BSNT_07454
ko:K11102	bso:BSNT_07459
ko:K03800	bso:BSNT_07462
ko:K13274	bso:BSNT_07524
ko:K01953	bso:BSNT_07526
ko:K02291	bso:BSNT_07527
ko:K16043	bso:BSNT_07532
ko:K06895	bso:BSNT_07534
ko:K18907	bso:BSNT_07535
ko:K00297	bso:BSNT_07540
ko:K00547	bso:BSNT_07540
ko:K09767	bso:BSNT_07541
ko:K00243	bso:BSNT_07542
ko:K06889	bso:BSNT_07548
ko:K00145	bso:BSNT_07554
ko:K00620	bso:BSNT_07555
ko:K00930	bso:BSNT_07556
ko:K01956	bso:BSNT_07558
ko:K01955	bso:BSNT_07559
ko:K00611	bso:BSNT_07560
ko:K05519	bso:BSNT_07567
ko:K02254	bso:BSNT_07568
ko:K00648	bso:BSNT_07570
ko:K09458	bso:BSNT_07571
ko:K01739	bso:BSNT_07633
ko:K01760	bso:BSNT_07634
ko:K03790	bso:BSNT_07635
ko:K00712	bso:BSNT_07648
ko:K02538	bso:BSNT_07666
ko:K02768	bso:BSNT_07667
ko:K02769	bso:BSNT_07667
ko:K02770	bso:BSNT_07667
ko:K01809	bso:BSNT_07668
ko:K03976	bso:BSNT_07673
ko:K00123	bso:BSNT_07685
ko:K00123	bso:BSNT_07686
ko:K06389	bso:BSNT_07765
ko:K06388	bso:BSNT_07766
ko:K03306	bso:BSNT_07767
ko:K07220	bso:BSNT_07768
ko:K03294	bso:BSNT_07769
ko:K15975	bso:BSNT_07770
ko:K04771	bso:BSNT_07774
ko:K00286	bso:BSNT_07775
ko:K16203	bso:BSNT_07776
ko:K16200	bso:BSNT_07777
ko:K16201	bso:BSNT_07778
ko:K16202	bso:BSNT_07779
ko:K16199	bso:BSNT_07780
ko:K01297	bso:BSNT_07782
ko:K19802	bso:BSNT_07783
ko:K07404	bso:BSNT_07786
ko:K05916	bso:BSNT_07789
ko:K18924	bso:BSNT_07794
ko:K18925	bso:BSNT_07795
ko:K01433	bso:BSNT_07796
ko:K00931	bso:BSNT_07798
ko:K00147	bso:BSNT_07799
ko:K00549	bso:BSNT_07805
ko:K13275	bso:BSNT_07806
ko:K06920	bso:BSNT_07864
ko:K01737	bso:BSNT_07865
ko:K10026	bso:BSNT_07866
ko:K09457	bso:BSNT_07867
ko:K01449	bso:BSNT_07873
ko:K01534	bso:BSNT_07876
ko:K03480	bso:BSNT_07880
ko:K11189	bso:BSNT_07882
ko:K08483	bso:BSNT_07883
ko:K06315	bso:BSNT_07884
ko:K03716	bso:BSNT_07885
ko:K03406	bso:BSNT_07887
ko:K00020	bso:BSNT_07888
ko:K02491	bso:BSNT_07892
ko:K00841	bso:BSNT_07893
ko:K03415	bso:BSNT_07895
ko:K07098	bso:BSNT_07899
ko:K09776	bso:BSNT_07904
ko:K03839	bso:BSNT_07908
ko:K03839	bso:BSNT_07910
ko:K05822	bso:BSNT_07912
ko:K05823	bso:BSNT_07913
ko:K06207	bso:BSNT_07981
ko:K07175	bso:BSNT_07985
ko:K01425	bso:BSNT_07987
ko:K03588	bso:BSNT_07991
ko:K15519	bso:BSNT_06304
ko:K15518	bso:BSNT_06305
ko:K06306	bso:BSNT_06306
ko:K11991	bso:BSNT_06308
ko:K02343	bso:BSNT_06309
ko:K09747	bso:BSNT_06310
ko:K06187	bso:BSNT_06311
ko:K06317	bso:BSNT_06313
ko:K07461	bso:BSNT_06322
ko:K07056	bso:BSNT_06323
ko:K06284	bso:BSNT_06324
ko:K00919	bso:BSNT_06328
ko:K09685	bso:BSNT_06329
ko:K13052	bso:BSNT_06335
ko:K04769	bso:BSNT_06333
ko:K02897	bso:BSNT_06331
ko:K07114	bso:BSNT_06338
ko:K06382	bso:BSNT_06337
ko:K00991	bso:BSNT_06381
ko:K01770	bso:BSNT_06382
ko:K09698	bso:BSNT_06383
ko:K00640	bso:BSNT_06384
ko:K01883	bso:BSNT_06385
ko:K11145	bso:BSNT_06386
ko:K03218	bso:BSNT_06387
ko:K06962	bso:BSNT_06388
ko:K03091	bso:BSNT_06389
ko:K02913	bso:BSNT_10825
ko:K03073	bso:BSNT_06390
ko:K02601	bso:BSNT_06391
ko:K01958	bso:BSNT_07992
ko:K02259	bso:BSNT_07994
ko:K02275	bso:BSNT_07996
ko:K02274	bso:BSNT_07997
ko:K02276	bso:BSNT_07998
ko:K02277	bso:BSNT_07999
ko:K02862	bso:BSNT_08000
ko:K00954	bso:BSNT_08010
ko:K07001	bso:BSNT_08012
ko:K07177	bso:BSNT_08013
ko:K07040	bso:BSNT_08016
ko:K00077	bso:BSNT_08020
ko:K03925	bso:BSNT_08022
ko:K03438	bso:BSNT_08023
ko:K08724	bso:BSNT_08025
ko:K08384	bso:BSNT_08027
ko:K01928	bso:BSNT_08028
ko:K01000	bso:BSNT_08030
ko:K01925	bso:BSNT_08031
ko:K03588	bso:BSNT_08032
ko:K02563	bso:BSNT_08033
ko:K00075	bso:BSNT_08034
ko:K03589	bso:BSNT_08035
ko:K07030	bso:BSNT_08095
ko:K01752	bso:BSNT_08096
ko:K01752	bso:BSNT_08097
ko:K03655	bso:BSNT_08098
ko:K03621	bso:BSNT_08100
ko:K00645	bso:BSNT_08101
ko:K00059	bso:BSNT_08102
ko:K02078	bso:BSNT_08103
ko:K03685	bso:BSNT_08104
ko:K03529	bso:BSNT_08105
ko:K03110	bso:BSNT_08106
ko:K09787	bso:BSNT_08108
ko:K03106	bso:BSNT_08109
ko:K02959	bso:BSNT_08110
ko:K06960	bso:BSNT_08111
ko:K02860	bso:BSNT_08113
ko:K00554	bso:BSNT_08114
ko:K02884	bso:BSNT_08115
ko:K14540	bso:BSNT_08116
ko:K03470	bso:BSNT_08117
ko:K04061	bso:BSNT_08119
ko:K01903	bso:BSNT_08120
ko:K01902	bso:BSNT_08121
ko:K04096	bso:BSNT_08122
ko:K03168	bso:BSNT_08123
ko:K04094	bso:BSNT_08124
ko:K03733	bso:BSNT_08125
ko:K01419	bso:BSNT_08126
ko:K03667	bso:BSNT_08127
ko:K03706	bso:BSNT_08128
ko:K02387	bso:BSNT_08129
ko:K02388	bso:BSNT_08130
ko:K02408	bso:BSNT_08131
ko:K02409	bso:BSNT_08132
ko:K02409	bso:BSNT_08133
ko:K02410	bso:BSNT_08134
ko:K02411	bso:BSNT_08135
ko:K02412	bso:BSNT_08136
ko:K02413	bso:BSNT_08137
ko:K02414	bso:BSNT_08139
ko:K02389	bso:BSNT_08140
ko:K02390	bso:BSNT_08141
ko:K02385	bso:BSNT_08142
ko:K02415	bso:BSNT_08143
ko:K02416	bso:BSNT_08144
ko:K02417	bso:BSNT_08145
ko:K03413	bso:BSNT_08146
ko:K02418	bso:BSNT_08147
ko:K02419	bso:BSNT_08148
ko:K02420	bso:BSNT_08149
ko:K17734	bso:BSNT_08244
ko:K11815	bso:BSNT_08248
ko:K11814	bso:BSNT_08249
ko:K00791	bso:BSNT_08252
ko:K03666	bso:BSNT_08253
ko:K03647	bso:BSNT_08256
ko:K01448	bso:BSNT_08260
ko:K06413	bso:BSNT_08261
ko:K03665	bso:BSNT_08262
ko:K03713	bso:BSNT_08264
ko:K01915	bso:BSNT_08265
ko:K00615	bso:BSNT_08370
ko:K09976	bso:BSNT_08372
ko:K06196	bso:BSNT_08374
ko:K03413	bso:BSNT_08375
