ko:K19296	ppud:DW66_4804
ko:K11904	ppud:DW66_3122
ko:K04335	ppud:DW66_3128
ko:K03919	ppud:DW66_3130
ko:K01247	ppud:DW66_3134
ko:K06911	ppud:DW66_3136
ko:K02189	ppud:DW66_3144
ko:K05936	ppud:DW66_3145
ko:K09984	ppud:DW66_3146
ko:K07690	ppud:DW66_3147
ko:K07679	ppud:DW66_3148
ko:K03406	ppud:DW66_3149
ko:K06145	ppud:DW66_3150
ko:K00851	ppud:DW66_3151
ko:K03299	ppud:DW66_3152
ko:K07709	ppud:DW66_3155
ko:K02456	ppud:DW66_3159
ko:K02455	ppud:DW66_3160
ko:K18298	ppud:DW66_3161
ko:K18299	ppud:DW66_3162
ko:K00057	ppud:DW66_4013
ko:K02014	ppud:DW66_4015
ko:K01716	ppud:DW66_4018
ko:K00647	ppud:DW66_4019
ko:K06911	ppud:DW66_4021
ko:K04079	ppud:DW66_4023
ko:K03311	ppud:DW66_4028
ko:K01902	ppud:DW66_4029
ko:K01903	ppud:DW66_4030
ko:K00382	ppud:DW66_4031
ko:K00658	ppud:DW66_4032
ko:K00164	ppud:DW66_4033
ko:K00240	ppud:DW66_4034
ko:K00239	ppud:DW66_4035
ko:K00242	ppud:DW66_4036
ko:K00241	ppud:DW66_4037
ko:K01647	ppud:DW66_4038
ko:K06940	ppud:DW66_4040
ko:K03522	ppud:DW66_4046
ko:K03521	ppud:DW66_4047
ko:K00311	ppud:DW66_4048
ko:K03088	ppud:DW66_4051
ko:K13888	ppud:DW66_4052
ko:K05685	ppud:DW66_4053
ko:K00836	ppud:DW66_4060
ko:K00981	ppud:DW66_4891
ko:K06995	ppud:DW66_4894
ko:K11903	ppud:DW66_4897
ko:K00140	ppud:DW66_4900
ko:K03581	ppud:DW66_4905
ko:K03582	ppud:DW66_4906
ko:K03583	ppud:DW66_4907
ko:K17247	ppud:DW66_4908
ko:K17103	ppud:DW66_4910
ko:K00053	ppud:DW66_4911
ko:K01653	ppud:DW66_4912
ko:K01652	ppud:DW66_4913
ko:K05365	ppud:DW66_4916
ko:K07028	ppud:DW66_4918
ko:K02013	ppud:DW66_4921
ko:K02015	ppud:DW66_4922
ko:K02016	ppud:DW66_4923
ko:K06206	ppud:DW66_4925
ko:K06204	ppud:DW66_4927
ko:K01894	ppud:DW66_4928
ko:K00970	ppud:DW66_4933
ko:K00950	ppud:DW66_4934
ko:K03554	ppud:DW66_1275
ko:K01265	ppud:DW66_1277
ko:K00362	ppud:DW66_1280
ko:K00363	ppud:DW66_1281
ko:K02623	ppud:DW66_1282
ko:K03773	ppud:DW66_1283
ko:K03797	ppud:DW66_1288
ko:K02052	ppud:DW66_1292
ko:K02053	ppud:DW66_1293
ko:K02054	ppud:DW66_1294
ko:K02055	ppud:DW66_1296
ko:K01267	ppud:DW66_1300
ko:K06177	ppud:DW66_1301
ko:K03608	ppud:DW66_1302
ko:K03609	ppud:DW66_1303
ko:K03544	ppud:DW66_2133
ko:K01338	ppud:DW66_2134
ko:K03530	ppud:DW66_2135
ko:K03770	ppud:DW66_2136
ko:K07001	ppud:DW66_2137
ko:K03424	ppud:DW66_2143
ko:K15977	ppud:DW66_2145
ko:K04760	ppud:DW66_2147
ko:K02004	ppud:DW66_2148
ko:K02003	ppud:DW66_2149
ko:K10804	ppud:DW66_2150
ko:K06975	ppud:DW66_2154
ko:K01626	ppud:DW66_2155
ko:K00077	ppud:DW66_2157
ko:K13634	ppud:DW66_2159
ko:K00390	ppud:DW66_2160
ko:K01665	ppud:DW66_2161
ko:K03417	ppud:DW66_2166
ko:K01659	ppud:DW66_2168
ko:K01720	ppud:DW66_2173
ko:K01682	ppud:DW66_2174
ko:K06938	ppud:DW66_2176
ko:K01737	ppud:DW66_2177
ko:K07168	ppud:DW66_2184
ko:K01908	ppud:DW66_2186
ko:K06916	ppud:DW66_2187
ko:K09794	ppud:DW66_2189
ko:K01784	ppud:DW66_3057
ko:K01991	ppud:DW66_3061
ko:K02106	ppud:DW66_3063
ko:K01029	ppud:DW66_3064
ko:K01028	ppud:DW66_3065
ko:K17737	ppud:DW66_3066
ko:K14162	ppud:DW66_3068
ko:K14161	ppud:DW66_3069
ko:K01356	ppud:DW66_3071
ko:K05834	ppud:DW66_3072
ko:K03566	ppud:DW66_3073
ko:K13928	ppud:DW66_3075
ko:K01426	ppud:DW66_3077
ko:K11904	ppud:DW66_3084
ko:K11901	ppud:DW66_3093
ko:K11900	ppud:DW66_3094
ko:K11897	ppud:DW66_3095
ko:K11896	ppud:DW66_3096
ko:K11895	ppud:DW66_3097
ko:K11907	ppud:DW66_3098
ko:K11906	ppud:DW66_3099
ko:K11893	ppud:DW66_3100
ko:K11892	ppud:DW66_3101
ko:K11891	ppud:DW66_3102
ko:K11890	ppud:DW66_3103
ko:K11891	ppud:DW66_3104
ko:K11903	ppud:DW66_3105
ko:K11902	ppud:DW66_3106
ko:K01637	ppud:DW66_3958
ko:K00330	ppud:DW66_3962
ko:K00331	ppud:DW66_3963
ko:K13378	ppud:DW66_3964
ko:K00334	ppud:DW66_3965
ko:K00337	ppud:DW66_3968
ko:K00338	ppud:DW66_3969
ko:K00339	ppud:DW66_3970
ko:K00340	ppud:DW66_3971
ko:K00341	ppud:DW66_3972
ko:K00342	ppud:DW66_3973
ko:K00343	ppud:DW66_3974
ko:K02014	ppud:DW66_3981
ko:K01584	ppud:DW66_3984
ko:K02342	ppud:DW66_3985
ko:K03469	ppud:DW66_3986
ko:K01069	ppud:DW66_3988
ko:K08307	ppud:DW66_3989
ko:K13893	ppud:DW66_3990
ko:K13893	ppud:DW66_3991
ko:K13894	ppud:DW66_3992
ko:K13895	ppud:DW66_3993
ko:K13896	ppud:DW66_3994
ko:K07667	ppud:DW66_4002
ko:K07646	ppud:DW66_4003
ko:K01548	ppud:DW66_4004
ko:K01547	ppud:DW66_4005
ko:K01546	ppud:DW66_4006
ko:K08296	ppud:DW66_4011
ko:K09918	ppud:DW66_4832
ko:K00263	ppud:DW66_4833
ko:K01555	ppud:DW66_4836
ko:K00451	ppud:DW66_4837
ko:K06518	ppud:DW66_4843
ko:K06205	ppud:DW66_4845
ko:K09932	ppud:DW66_4849
ko:K13938	ppud:DW66_4850
ko:K09948	ppud:DW66_4851
ko:K00209	ppud:DW66_4854
ko:K00626	ppud:DW66_4857
ko:K00549	ppud:DW66_4858
ko:K00297	ppud:DW66_4859
ko:K06200	ppud:DW66_4863
ko:K04485	ppud:DW66_4866
ko:K03282	ppud:DW66_4867
ko:K00528	ppud:DW66_4868
ko:K07782	ppud:DW66_4869
ko:K00426	ppud:DW66_4872
ko:K00425	ppud:DW66_4873
ko:K06901	ppud:DW66_4875
ko:K00448	ppud:DW66_4877
ko:K00449	ppud:DW66_4878
ko:K07054	ppud:DW66_4879
ko:K03406	ppud:DW66_4880
ko:K00681	ppud:DW66_4881
ko:K03923	ppud:DW66_4883
ko:K07090	ppud:DW66_4885
ko:K00995	ppud:DW66_4887
ko:K09932	ppud:DW66_5676
ko:K00128	ppud:DW66_5680
ko:K03327	ppud:DW66_5684
ko:K03656	ppud:DW66_5686
ko:K03816	ppud:DW66_5687
ko:K01775	ppud:DW66_5691
ko:K00285	ppud:DW66_5692
ko:K03719	ppud:DW66_5693
ko:K06940	ppud:DW66_5694
ko:K12254	ppud:DW66_5700
ko:K06995	ppud:DW66_5701
ko:K02913	ppud:DW66_5702
ko:K02902	ppud:DW66_5703
ko:K02035	ppud:DW66_5704
ko:K03630	ppud:DW66_5705
ko:K13038	ppud:DW66_5706
ko:K15778	ppud:DW66_5708
ko:K00930	ppud:DW66_5709
ko:K00762	ppud:DW66_5710
ko:K01142	ppud:DW66_5711
ko:K09940	ppud:DW66_5712
ko:K00989	ppud:DW66_5713
ko:K00942	ppud:DW66_5715
ko:K07010	ppud:DW66_5717
ko:K01915	ppud:DW66_5718
ko:K03060	ppud:DW66_5720
ko:K03561	ppud:DW66_5725
ko:K12262	ppud:DW66_5216
ko:K00274	ppud:DW66_5217
ko:K00833	ppud:DW66_5219
ko:K09761	ppud:DW66_5220
ko:K11068	ppud:DW66_5221
ko:K06598	ppud:DW66_5222
ko:K02487	ppud:DW66_5223
ko:K06596	ppud:DW66_5223
ko:K02660	ppud:DW66_5224
ko:K02659	ppud:DW66_5225
ko:K02658	ppud:DW66_5226
ko:K02657	ppud:DW66_5227
ko:K01920	ppud:DW66_5228
ko:K03832	ppud:DW66_5229
ko:K07735	ppud:DW66_5230
ko:K07447	ppud:DW66_5231
ko:K02825	ppud:DW66_5232
ko:K00609	ppud:DW66_5233
ko:K01465	ppud:DW66_5234
ko:K01419	ppud:DW66_5235
ko:K03667	ppud:DW66_5236
ko:K03821	ppud:DW66_5238
ko:K03821	ppud:DW66_5240
ko:K03183	ppud:DW66_5245
ko:K03690	ppud:DW66_5246
ko:K03688	ppud:DW66_5247
ko:K01496	ppud:DW66_5248
ko:K01523	ppud:DW66_5249
ko:K03116	ppud:DW66_5250
ko:K03117	ppud:DW66_5251
ko:K03118	ppud:DW66_5252
ko:K03406	ppud:DW66_5254
ko:K03406	ppud:DW66_5255
ko:K02028	ppud:DW66_5256
ko:K02029	ppud:DW66_5257
ko:K02030	ppud:DW66_5258
ko:K03669	ppud:DW66_5259
ko:K03670	ppud:DW66_5260
ko:K07560	ppud:DW66_5261
ko:K01259	ppud:DW66_5262
ko:K00606	ppud:DW66_4935
ko:K01918	ppud:DW66_4936
ko:K01810	ppud:DW66_4938
ko:K01895	ppud:DW66_4939
ko:K02946	ppud:DW66_0463
ko:K02906	ppud:DW66_0464
ko:K02926	ppud:DW66_0465
ko:K02892	ppud:DW66_0466
ko:K02886	ppud:DW66_0467
ko:K02965	ppud:DW66_0468
ko:K02890	ppud:DW66_0469
ko:K02982	ppud:DW66_0470
ko:K02878	ppud:DW66_0471
ko:K02904	ppud:DW66_0472
ko:K02961	ppud:DW66_0473
ko:K02874	ppud:DW66_0474
ko:K02895	ppud:DW66_0475
ko:K02931	ppud:DW66_0476
ko:K02954	ppud:DW66_0477
ko:K02994	ppud:DW66_0478
ko:K02933	ppud:DW66_0479
ko:K02881	ppud:DW66_0480
ko:K02988	ppud:DW66_0481
ko:K02907	ppud:DW66_0482
ko:K02876	ppud:DW66_0483
ko:K03076	ppud:DW66_0484
ko:K02919	ppud:DW66_0485
ko:K02952	ppud:DW66_0486
ko:K02948	ppud:DW66_0487
ko:K02986	ppud:DW66_0488
ko:K03040	ppud:DW66_0489
ko:K02879	ppud:DW66_0490
ko:K03781	ppud:DW66_0491
ko:K03594	ppud:DW66_0492
ko:K03701	ppud:DW66_0493
ko:K07090	ppud:DW66_0497
ko:K16066	ppud:DW66_0498
ko:K00124	ppud:DW66_0500
ko:K00127	ppud:DW66_0501
ko:K02380	ppud:DW66_0502
ko:K01042	ppud:DW66_0503
ko:K03833	ppud:DW66_0504
ko:K01424	ppud:DW66_0505
ko:K03310	ppud:DW66_0506
ko:K07090	ppud:DW66_0509
ko:K00067	ppud:DW66_0511
ko:K01784	ppud:DW66_0512
ko:K07275	ppud:DW66_0515
ko:K09950	ppud:DW66_0516
ko:K02004	ppud:DW66_0517
ko:K02003	ppud:DW66_0518
ko:K05838	ppud:DW66_0521
ko:K18691	ppud:DW66_1362
ko:K01952	ppud:DW66_1364
ko:K03118	ppud:DW66_1366
ko:K03117	ppud:DW66_1367
ko:K03116	ppud:DW66_1368
ko:K02460	ppud:DW66_1369
ko:K07093	ppud:DW66_1370
ko:K02452	ppud:DW66_1372
ko:K02453	ppud:DW66_1373
ko:K02454	ppud:DW66_1374
ko:K02455	ppud:DW66_1375
ko:K02456	ppud:DW66_1376
ko:K02457	ppud:DW66_1377
ko:K02461	ppud:DW66_1379
ko:K02463	ppud:DW66_1381
ko:K11016	ppud:DW66_1382
ko:K11017	ppud:DW66_1383
ko:K06938	ppud:DW66_1388
ko:K08289	ppud:DW66_1390
ko:K03106	ppud:DW66_1394
ko:K02959	ppud:DW66_1395
ko:K02860	ppud:DW66_1396
ko:K00554	ppud:DW66_1397
ko:K02884	ppud:DW66_1398
ko:K04763	ppud:DW66_1400
ko:K03981	ppud:DW66_1401
ko:K00003	ppud:DW66_1402
ko:K01733	ppud:DW66_1403
ko:K07462	ppud:DW66_1410
ko:K00137	ppud:DW66_1414
ko:K00014	ppud:DW66_2247
ko:K03786	ppud:DW66_2248
ko:K15725	ppud:DW66_2249
ko:K15727	ppud:DW66_2250
ko:K15726	ppud:DW66_2251
ko:K03762	ppud:DW66_2252
ko:K02014	ppud:DW66_2253
ko:K18093	ppud:DW66_2258
ko:K02013	ppud:DW66_2259
ko:K02015	ppud:DW66_2260
ko:K02016	ppud:DW66_2261
ko:K02014	ppud:DW66_2263
ko:K03717	ppud:DW66_2264
ko:K09471	ppud:DW66_2269
ko:K05597	ppud:DW66_2273
ko:K10439	ppud:DW66_2274
ko:K10441	ppud:DW66_2275
ko:K10440	ppud:DW66_2276
ko:K02529	ppud:DW66_2277
ko:K00852	ppud:DW66_2278
ko:K06726	ppud:DW66_2279
ko:K03704	ppud:DW66_2283
ko:K01868	ppud:DW66_2285
ko:K02520	ppud:DW66_2286
ko:K02916	ppud:DW66_2287
ko:K02887	ppud:DW66_2288
ko:K01889	ppud:DW66_2289
ko:K01890	ppud:DW66_2291
ko:K04764	ppud:DW66_2292
ko:K01425	ppud:DW66_2298
ko:K00457	ppud:DW66_3169
ko:K05786	ppud:DW66_3172
ko:K00131	ppud:DW66_3179
ko:K04750	ppud:DW66_3180
ko:K01754	ppud:DW66_3182
ko:K11740	ppud:DW66_3185
ko:K11739	ppud:DW66_3186
ko:K02484	ppud:DW66_3190
ko:K03585	ppud:DW66_3193
ko:K18138	ppud:DW66_3194
ko:K03752	ppud:DW66_3195
ko:K00666	ppud:DW66_3196
ko:K06871	ppud:DW66_3199
ko:K06147	ppud:DW66_3207
ko:K06214	ppud:DW66_3210
ko:K04338	ppud:DW66_3211
ko:K04337	ppud:DW66_3212
ko:K02456	ppud:DW66_3214
ko:K02456	ppud:DW66_3215
ko:K02453	ppud:DW66_3216
ko:K07141	ppud:DW66_4066
ko:K07402	ppud:DW66_4067
ko:K04084	ppud:DW66_4071
ko:K03805	ppud:DW66_4073
ko:K03088	ppud:DW66_4075
ko:K09913	ppud:DW66_4079
ko:K07020	ppud:DW66_4080
ko:K00404	ppud:DW66_4081
ko:K00405	ppud:DW66_4082
ko:K00407	ppud:DW66_4083
ko:K00406	ppud:DW66_4084
ko:K00404	ppud:DW66_4085
ko:K00405	ppud:DW66_4086
ko:K00407	ppud:DW66_4087
ko:K00406	ppud:DW66_4088
ko:K09926	ppud:DW66_4090
ko:K01533	ppud:DW66_4091
ko:K09792	ppud:DW66_4093
ko:K00759	ppud:DW66_4096
ko:K06187	ppud:DW66_4097
ko:K09747	ppud:DW66_4098
ko:K01479	ppud:DW66_5266
ko:K01468	ppud:DW66_5267
ko:K16234	ppud:DW66_5268
ko:K02343	ppud:DW66_4099
ko:K01972	ppud:DW66_4104
ko:K03528	ppud:DW66_4106
ko:K03529	ppud:DW66_4107
ko:K13481	ppud:DW66_4109
ko:K13482	ppud:DW66_4110
ko:K07402	ppud:DW66_4111
ko:K01487	ppud:DW66_4112
ko:K06188	ppud:DW66_4113
ko:K06901	ppud:DW66_4115
ko:K07127	ppud:DW66_4117
ko:K01483	ppud:DW66_4120
ko:K07738	ppud:DW66_0524
ko:K11752	ppud:DW66_0525
ko:K00793	ppud:DW66_0526
ko:K14652	ppud:DW66_0527
ko:K00794	ppud:DW66_0528
ko:K03625	ppud:DW66_0529
ko:K00946	ppud:DW66_0530
ko:K01095	ppud:DW66_0531
ko:K02030	ppud:DW66_0532
ko:K01497	ppud:DW66_0533
ko:K01662	ppud:DW66_0536
ko:K13789	ppud:DW66_0537
ko:K03602	ppud:DW66_0538
ko:K02858	ppud:DW66_0539
ko:K14415	ppud:DW66_0540
ko:K07233	ppud:DW66_0544
ko:K01507	ppud:DW66_0548
ko:K09933	ppud:DW66_0549
ko:K03975	ppud:DW66_0550
ko:K03736	ppud:DW66_0552
ko:K03735	ppud:DW66_0553
ko:K00138	ppud:DW66_0555
ko:K02558	ppud:DW66_0559
ko:K03186	ppud:DW66_0560
ko:K00004	ppud:DW66_0566
ko:K00627	ppud:DW66_0568
ko:K01961	ppud:DW66_0573
ko:K02160	ppud:DW66_0574
ko:K03786	ppud:DW66_0575
ko:K04084	ppud:DW66_0576
ko:K02053	ppud:DW66_1415
ko:K02054	ppud:DW66_1416
ko:K02052	ppud:DW66_1417
ko:K02055	ppud:DW66_1418
ko:K13487	ppud:DW66_1420
ko:K13488	ppud:DW66_1421
ko:K13486	ppud:DW66_1422
ko:K13489	ppud:DW66_1423
ko:K13490	ppud:DW66_1424
ko:K13491	ppud:DW66_1425
ko:K11444	ppud:DW66_1426
ko:K02836	ppud:DW66_1427
ko:K04567	ppud:DW66_1428
ko:K06889	ppud:DW66_1432
ko:K01595	ppud:DW66_1437
ko:K00939	ppud:DW66_1438
ko:K15984	ppud:DW66_1445
ko:K18301	ppud:DW66_1447
ko:K18302	ppud:DW66_1448
ko:K18303	ppud:DW66_1449
ko:K09914	ppud:DW66_1451
ko:K09914	ppud:DW66_1453
ko:K00631	ppud:DW66_1454
ko:K03704	ppud:DW66_1456
ko:K00563	ppud:DW66_1458
ko:K01439	ppud:DW66_1459
ko:K02426	ppud:DW66_1462
ko:K01766	ppud:DW66_1463
ko:K00674	ppud:DW66_1464
ko:K00537	ppud:DW66_1465
ko:K03316	ppud:DW66_1466
ko:K14267	ppud:DW66_1467
ko:K00990	ppud:DW66_1468
ko:K01265	ppud:DW66_1469
ko:K02967	ppud:DW66_1470
ko:K01740	ppud:DW66_2313
ko:K01081	ppud:DW66_2319
ko:K00799	ppud:DW66_2323
ko:K08194	ppud:DW66_2327
ko:K00059	ppud:DW66_2332
ko:K10680	ppud:DW66_2336
ko:K06016	ppud:DW66_2342
ko:K11735	ppud:DW66_2347
ko:K00598	ppud:DW66_2348
ko:K00457	ppud:DW66_2359
ko:K07240	ppud:DW66_2361
ko:K02454	ppud:DW66_3221
ko:K03769	ppud:DW66_3223
ko:K07152	ppud:DW66_3226
ko:K13935	ppud:DW66_3232
ko:K13934	ppud:DW66_3233
ko:K13933	ppud:DW66_3234
ko:K13932	ppud:DW66_3235
ko:K13931	ppud:DW66_3236
ko:K13930	ppud:DW66_3237
ko:K13929	ppud:DW66_3238
ko:K06967	ppud:DW66_3245
ko:K08303	ppud:DW66_3248
ko:K01426	ppud:DW66_3249
ko:K17989	ppud:DW66_3251
ko:K13747	ppud:DW66_3252
ko:K00012	ppud:DW66_3256
ko:K00116	ppud:DW66_3257
ko:K00793	ppud:DW66_3262
ko:K03762	ppud:DW66_3264
ko:K01698	ppud:DW66_3265
ko:K07178	ppud:DW66_3266
ko:K11735	ppud:DW66_3267
ko:K15736	ppud:DW66_3268
ko:K15737	ppud:DW66_3269
ko:K15735	ppud:DW66_3270
ko:K01883	ppud:DW66_3273
ko:K09781	ppud:DW66_4125
ko:K01608	ppud:DW66_4129
ko:K00873	ppud:DW66_4133
ko:K08717	ppud:DW66_4134
ko:K10716	ppud:DW66_4135
ko:K02048	ppud:DW66_4136
ko:K06969	ppud:DW66_4137
ko:K03719	ppud:DW66_4139
ko:K03457	ppud:DW66_4140
ko:K02200	ppud:DW66_4151
ko:K02200	ppud:DW66_4152
ko:K02199	ppud:DW66_4153
ko:K02198	ppud:DW66_4154
ko:K02197	ppud:DW66_4155
ko:K02196	ppud:DW66_4156
ko:K02195	ppud:DW66_4157
ko:K02194	ppud:DW66_4158
ko:K02193	ppud:DW66_4159
ko:K04061	ppud:DW66_4164
ko:K10764	ppud:DW66_4168
ko:K06137	ppud:DW66_4170
ko:K03408	ppud:DW66_4175
ko:K03408	ppud:DW66_4176
ko:K03559	ppud:DW66_5726
ko:K03832	ppud:DW66_5727
ko:K04761	ppud:DW66_5728
ko:K03655	ppud:DW66_5729
ko:K05787	ppud:DW66_5732
ko:K05297	ppud:DW66_5733
ko:K03181	ppud:DW66_5735
ko:K03179	ppud:DW66_5736
ko:K07657	ppud:DW66_5738
ko:K07636	ppud:DW66_5739
ko:K02039	ppud:DW66_5743
ko:K02036	ppud:DW66_5744
ko:K02038	ppud:DW66_5745
ko:K02037	ppud:DW66_5746
ko:K02040	ppud:DW66_5747
ko:K10806	ppud:DW66_5749
ko:K01792	ppud:DW66_5750
ko:K09950	ppud:DW66_5751
ko:K01589	ppud:DW66_5753
ko:K01588	ppud:DW66_5754
ko:K01744	ppud:DW66_5758
ko:K11073	ppud:DW66_5761
ko:K00375	ppud:DW66_5762
ko:K07734	ppud:DW66_5763
ko:K01960	ppud:DW66_5766
ko:K01959	ppud:DW66_5767
ko:K00036	ppud:DW66_5771
ko:K03657	ppud:DW66_5773
ko:K03455	ppud:DW66_5776
ko:K00868	ppud:DW66_5779
ko:K03113	ppud:DW66_0581
ko:K01585	ppud:DW66_0582
ko:K03327	ppud:DW66_0584
ko:K06894	ppud:DW66_0585
ko:K05367	ppud:DW66_0587
ko:K02278	ppud:DW66_0591
ko:K06219	ppud:DW66_0595
ko:K00059	ppud:DW66_0598
ko:K00626	ppud:DW66_0599
ko:K03406	ppud:DW66_0601
ko:K17686	ppud:DW66_0603
ko:K07213	ppud:DW66_0605
ko:K07552	ppud:DW66_0606
ko:K00822	ppud:DW66_0613
ko:K00140	ppud:DW66_0614
ko:K03808	ppud:DW66_0615
ko:K03808	ppud:DW66_0616
ko:K02968	ppud:DW66_0618
ko:K03980	ppud:DW66_0619
ko:K11753	ppud:DW66_0621
ko:K01870	ppud:DW66_0622
ko:K03101	ppud:DW66_0623
ko:K03774	ppud:DW66_0624
ko:K03527	ppud:DW66_0625
ko:K08084	ppud:DW66_0626
ko:K02671	ppud:DW66_0627
ko:K02672	ppud:DW66_0628
ko:K02673	ppud:DW66_0629
ko:K02655	ppud:DW66_0630
ko:K03153	ppud:DW66_0631
ko:K06950	ppud:DW66_0632
ko:K05807	ppud:DW66_0633
ko:K06180	ppud:DW66_0634
ko:K02357	ppud:DW66_1471
ko:K09903	ppud:DW66_1472
ko:K02838	ppud:DW66_1473
ko:K00806	ppud:DW66_1474
ko:K00981	ppud:DW66_1475
ko:K00099	ppud:DW66_1476
ko:K11749	ppud:DW66_1477
ko:K07277	ppud:DW66_1478
ko:K06142	ppud:DW66_1479
ko:K02536	ppud:DW66_1480
ko:K02372	ppud:DW66_1481
ko:K00677	ppud:DW66_1482
ko:K00748	ppud:DW66_1483
ko:K03470	ppud:DW66_1484
ko:K02337	ppud:DW66_1486
ko:K01962	ppud:DW66_1487
ko:K04075	ppud:DW66_1488
ko:K01937	ppud:DW66_1489
ko:K01627	ppud:DW66_1490
ko:K01689	ppud:DW66_1491
ko:K05589	ppud:DW66_1492
ko:K00991	ppud:DW66_1493
ko:K00121	ppud:DW66_1495
ko:K01070	ppud:DW66_1496
ko:K01770	ppud:DW66_1497
ko:K06176	ppud:DW66_1498
ko:K03787	ppud:DW66_1499
ko:K00573	ppud:DW66_1500
ko:K06194	ppud:DW66_1501
ko:K03087	ppud:DW66_1502
ko:K05524	ppud:DW66_1503
ko:K03555	ppud:DW66_1504
ko:K12538	ppud:DW66_2363
ko:K12537	ppud:DW66_2364
ko:K12536	ppud:DW66_2365
ko:K06911	ppud:DW66_2369
ko:K03808	ppud:DW66_2388
ko:K03808	ppud:DW66_2389
ko:K06192	ppud:DW66_2390
ko:K09857	ppud:DW66_2391
ko:K08191	ppud:DW66_2405
ko:K00014	ppud:DW66_2409
ko:K02624	ppud:DW66_2410
ko:K02055	ppud:DW66_2411
ko:K00303	ppud:DW66_2412
ko:K02053	ppud:DW66_2415
ko:K02054	ppud:DW66_2416
ko:K01886	ppud:DW66_3274
ko:K03768	ppud:DW66_3276
ko:K03269	ppud:DW66_3277
ko:K07116	ppud:DW66_3279
ko:K09800	ppud:DW66_3286
ko:K07278	ppud:DW66_3287
ko:K01142	ppud:DW66_3289
ko:K15553	ppud:DW66_3291
ko:K14977	ppud:DW66_3293
ko:K00681	ppud:DW66_3296
ko:K00481	ppud:DW66_3298
ko:K01640	ppud:DW66_3301
ko:K07507	ppud:DW66_3302
ko:K03734	ppud:DW66_3309
ko:K03615	ppud:DW66_3310
ko:K03614	ppud:DW66_3311
ko:K03446	ppud:DW66_3312
ko:K03543	ppud:DW66_3313
ko:K00666	ppud:DW66_3317
ko:K07165	ppud:DW66_3319
ko:K07084	ppud:DW66_3320
ko:K03406	ppud:DW66_3321
ko:K02002	ppud:DW66_3322
ko:K02001	ppud:DW66_3323
ko:K07088	ppud:DW66_3325
ko:K02557	ppud:DW66_4178
ko:K02556	ppud:DW66_4179
ko:K03412	ppud:DW66_4180
ko:K03407	ppud:DW66_4181
ko:K03414	ppud:DW66_4182
ko:K03413	ppud:DW66_4183
ko:K02405	ppud:DW66_4184
ko:K04562	ppud:DW66_4185
ko:K02404	ppud:DW66_4186
ko:K02400	ppud:DW66_4187
ko:K02401	ppud:DW66_4188
ko:K02421	ppud:DW66_4189
ko:K02420	ppud:DW66_4190
ko:K02419	ppud:DW66_4191
ko:K02418	ppud:DW66_4192
ko:K02417	ppud:DW66_4193
ko:K02416	ppud:DW66_4194
ko:K02415	ppud:DW66_4195
ko:K02414	ppud:DW66_4196
ko:K02413	ppud:DW66_4200
ko:K02412	ppud:DW66_4201
ko:K02411	ppud:DW66_4202
ko:K02410	ppud:DW66_4203
ko:K02409	ppud:DW66_4204
ko:K02408	ppud:DW66_4205
ko:K10943	ppud:DW66_4206
ko:K10942	ppud:DW66_4207
ko:K02406	ppud:DW66_4209
ko:K06603	ppud:DW66_4210
ko:K02407	ppud:DW66_4211
ko:K02422	ppud:DW66_4212
ko:K10941	ppud:DW66_4214
ko:K00648	ppud:DW66_4217
ko:K02397	ppud:DW66_4218
ko:K02396	ppud:DW66_4219
ko:K02395	ppud:DW66_4220
ko:K02394	ppud:DW66_4221
ko:K02393	ppud:DW66_4222
ko:K02392	ppud:DW66_4223
ko:K02391	ppud:DW66_4224
ko:K02390	ppud:DW66_4226
ko:K02389	ppud:DW66_4227
ko:K02388	ppud:DW66_4228
ko:K02387	ppud:DW66_4229
ko:K09007	ppud:DW66_5784
ko:K06131	ppud:DW66_5786
ko:K00574	ppud:DW66_5787
ko:K00382	ppud:DW66_5788
ko:K07233	ppud:DW66_5790
ko:K07665	ppud:DW66_5794
ko:K07644	ppud:DW66_5795
ko:K07798	ppud:DW66_5797
ko:K07787	ppud:DW66_5799
ko:K07213	ppud:DW66_5805
ko:K17686	ppud:DW66_5806
ko:K07221	ppud:DW66_5812
ko:K01534	ppud:DW66_5816
ko:K15726	ppud:DW66_5818
ko:K15727	ppud:DW66_5819
ko:K15725	ppud:DW66_5820
ko:K07665	ppud:DW66_5824
ko:K12973	ppud:DW66_5829
ko:K15034	ppud:DW66_5834
ko:K01745	ppud:DW66_5269
ko:K01712	ppud:DW66_5270
ko:K09975	ppud:DW66_5271
ko:K05836	ppud:DW66_5272
ko:K05603	ppud:DW66_5273
ko:K03098	ppud:DW66_5274
ko:K03841	ppud:DW66_5277
ko:K00688	ppud:DW66_5278
ko:K06940	ppud:DW66_5279
ko:K06207	ppud:DW66_5281
ko:K03151	ppud:DW66_5282
ko:K01915	ppud:DW66_5283
ko:K07708	ppud:DW66_5285
ko:K07712	ppud:DW66_5286
ko:K03216	ppud:DW66_5288
ko:K03071	ppud:DW66_5290
ko:K15633	ppud:DW66_5293
ko:K03797	ppud:DW66_5295
ko:K09798	ppud:DW66_5296
ko:K02168	ppud:DW66_5298
ko:K02167	ppud:DW66_5299
ko:K11105	ppud:DW66_5302
ko:K05802	ppud:DW66_5303
ko:K03672	ppud:DW66_5305
