ko:K19743	apq:APA22_08140
ko:K03629	apq:APA22_12300
ko:K02338	apq:APA22_12310
ko:K02313	apq:APA22_12320
ko:K02968	apq:APA22_12330
ko:K03183	apq:APA22_12350
ko:K13038	apq:APA22_12360
ko:K01873	apq:APA22_12410
ko:K09991	apq:APA22_12420
ko:K07160	apq:APA22_20680
ko:K01961	apq:APA22_20730
ko:K00812	apq:APA22_20750
ko:K06044	apq:APA22_20790
ko:K01236	apq:APA22_20800
ko:K00703	apq:APA22_20820
ko:K00156	apq:APA22_20860
ko:K07152	apq:APA22_20910
ko:K01875	apq:APA22_21120
ko:K03118	apq:APA22_21130
ko:K03117	apq:APA22_21140
ko:K06024	apq:APA22_21150
ko:K05896	apq:APA22_21160
ko:K01887	apq:APA22_21180
ko:K01129	apq:APA22_21190
ko:K03549	apq:APA22_42600
ko:K01142	apq:APA22_21210
ko:K06136	apq:APA22_21260
ko:K06137	apq:APA22_21270
ko:K06138	apq:APA22_21280
ko:K06139	apq:APA22_21290
ko:K01358	apq:APA22_21310
ko:K14261	apq:APA22_21330
ko:K00003	apq:APA22_21340
ko:K07462	apq:APA22_21360
ko:K03089	apq:APA22_21370
ko:K06180	apq:APA22_21380
ko:K02015	apq:APA22_21390
ko:K02013	apq:APA22_21400
ko:K00826	apq:APA22_21420
ko:K07152	apq:APA22_21440
ko:K03762	apq:APA22_21460
ko:K00426	apq:APA22_21490
ko:K00425	apq:APA22_21500
ko:K07223	apq:APA22_21510
ko:K11738	apq:APA22_21530
ko:K05358	apq:APA22_21550
ko:K00822	apq:APA22_21580
ko:K01464	apq:APA22_21680
ko:K01153	apq:APA22_43180
ko:K01154	apq:APA22_43200
ko:K03427	apq:APA22_43210
ko:K00573	apq:APA22_12440
ko:K00946	apq:APA22_12510
ko:K03625	apq:APA22_12520
ko:K07738	apq:APA22_12530
ko:K00864	apq:APA22_12550
ko:K02440	apq:APA22_12560
ko:K00111	apq:APA22_12570
ko:K02444	apq:APA22_12580
ko:K03654	apq:APA22_12590
ko:K03088	apq:APA22_12650
ko:K03088	apq:APA22_12660
ko:K15738	apq:APA22_12680
ko:K01194	apq:APA22_12690
ko:K06193	apq:APA22_12710
ko:K00077	apq:APA22_12730
ko:K06173	apq:APA22_06720
ko:K00604	apq:APA22_06730
ko:K01462	apq:APA22_06740
ko:K07140	apq:APA22_06790
ko:K06861	apq:APA22_06800
ko:K09774	apq:APA22_06810
ko:K11719	apq:APA22_06820
ko:K06041	apq:APA22_06830
ko:K03684	apq:APA22_06840
ko:K03218	apq:APA22_06850
ko:K00942	apq:APA22_06880
ko:K03272	apq:APA22_06890
ko:K02065	apq:APA22_06950
ko:K02066	apq:APA22_06960
ko:K04485	apq:APA22_06980
ko:K13821	apq:APA22_07050
ko:K01895	apq:APA22_07080
ko:K06968	apq:APA22_07120
ko:K07566	apq:APA22_07190
ko:K01255	apq:APA22_07210
ko:K02339	apq:APA22_07220
ko:K03579	apq:APA22_07250
ko:K04083	apq:APA22_07270
ko:K03565	apq:APA22_07310
ko:K03116	apq:APA22_07330
ko:K08967	apq:APA22_07350
ko:K09880	apq:APA22_07360
ko:K11753	apq:APA22_07370
ko:K01870	apq:APA22_07380
ko:K03101	apq:APA22_07390
ko:K03572	apq:APA22_07410
ko:K00342	apq:APA22_07420
ko:K11939	apq:APA22_07430
ko:K02622	apq:APA22_07440
ko:K01738	apq:APA22_07480
ko:K03797	apq:APA22_07510
ko:K12573	apq:APA22_07520
ko:K03168	apq:APA22_07530
ko:K04096	apq:APA22_07580
ko:K08591	apq:APA22_07590
ko:K01465	apq:APA22_07600
ko:K00609	apq:APA22_07610
ko:K06916	apq:APA22_07650
ko:K00164	apq:APA22_07660
ko:K00658	apq:APA22_07670
ko:K00382	apq:APA22_07680
ko:K01251	apq:APA22_07710
ko:K00655	apq:APA22_07720
ko:K00606	apq:APA22_08560
ko:K04775	apq:APA22_08600
ko:K01586	apq:APA22_08630
ko:K01755	apq:APA22_08650
ko:K00014	apq:APA22_08690
ko:K00859	apq:APA22_08700
ko:K01783	apq:APA22_08750
ko:K03500	apq:APA22_08760
ko:K11175	apq:APA22_08770
ko:K01933	apq:APA22_08780
ko:K00937	apq:APA22_08800
ko:K01524	apq:APA22_08810
ko:K02867	apq:APA22_09230
ko:K02863	apq:APA22_09240
ko:K02864	apq:APA22_09250
ko:K02935	apq:APA22_09260
ko:K03043	apq:APA22_09270
ko:K03046	apq:APA22_09280
ko:K02950	apq:APA22_09290
ko:K02992	apq:APA22_09300
ko:K02358	apq:APA22_09310
ko:K02946	apq:APA22_09315
ko:K02906	apq:APA22_09320
ko:K02926	apq:APA22_09330
ko:K02892	apq:APA22_09340
ko:K02886	apq:APA22_09350
ko:K02965	apq:APA22_09355
ko:K02890	apq:APA22_09360
ko:K02982	apq:APA22_09370
ko:K02878	apq:APA22_09380
ko:K02904	apq:APA22_09390
ko:K02961	apq:APA22_09400
ko:K02874	apq:APA22_09410
ko:K02895	apq:APA22_09420
ko:K02931	apq:APA22_09430
ko:K02954	apq:APA22_09440
ko:K02994	apq:APA22_09450
ko:K02933	apq:APA22_09460
ko:K02881	apq:APA22_09470
ko:K02988	apq:APA22_09480
ko:K02907	apq:APA22_09490
ko:K02876	apq:APA22_09500
ko:K03076	apq:APA22_09510
ko:K01613	apq:APA22_07830
ko:K01872	apq:APA22_07840
ko:K13829	apq:APA22_07870
ko:K01962	apq:APA22_07900
ko:K04566	apq:APA22_07920
ko:K07115	apq:APA22_07950
ko:K01749	apq:APA22_07970
ko:K03071	apq:APA22_07990
ko:K00428	apq:APA22_08030
ko:K00228	apq:APA22_08060
ko:K00413	apq:APA22_08080
ko:K10679	apq:APA22_08130
ko:K00154	apq:APA22_08150
ko:K08715	apq:APA22_08880
ko:K02199	apq:APA22_08950
ko:K02198	apq:APA22_08960
ko:K02197	apq:APA22_08970
ko:K02195	apq:APA22_08990
ko:K09780	apq:APA22_09000
ko:K00684	apq:APA22_09070
ko:K00982	apq:APA22_09120
ko:K03564	apq:APA22_09130
ko:K09760	apq:APA22_09170
ko:K02952	apq:APA22_09530
ko:K02948	apq:APA22_09540
ko:K03040	apq:APA22_09550
ko:K02879	apq:APA22_09560
ko:K07789	apq:APA22_09630
ko:K07788	apq:APA22_09640
ko:K07799	apq:APA22_09650
ko:K03470	apq:APA22_09680
ko:K03521	apq:APA22_05750
ko:K03522	apq:APA22_05800
ko:K02429	apq:APA22_05830
ko:K07267	apq:APA22_05850
ko:K03306	apq:APA22_05920
ko:K00627	apq:APA22_05960
ko:K13993	apq:APA22_05970
ko:K03885	apq:APA22_05990
ko:K07137	apq:APA22_06050
ko:K01817	apq:APA22_21730
ko:K01591	apq:APA22_21740
ko:K03071	apq:APA22_21760
ko:K00097	apq:APA22_21780
ko:K03474	apq:APA22_21790
ko:K09001	apq:APA22_21810
ko:K03919	apq:APA22_21860
ko:K05916	apq:APA22_21890
ko:K02072	apq:APA22_21900
ko:K02071	apq:APA22_21910
ko:K02073	apq:APA22_21920
ko:K02302	apq:APA22_21940
ko:K00077	apq:APA22_22010
ko:K02053	apq:APA22_22140
ko:K00137	apq:APA22_22210
ko:K07341	apq:APA22_43770
ko:K07726	apq:APA22_43930
ko:K03561	apq:APA22_22290
ko:K03832	apq:APA22_22310
ko:K11103	apq:APA22_22340
ko:K02231	apq:APA22_22420
ko:K00768	apq:APA22_22430
ko:K02233	apq:APA22_22440
ko:K02225	apq:APA22_22460
ko:K02227	apq:APA22_22450
ko:K04719	apq:APA22_22470
ko:K02232	apq:APA22_22480
ko:K02224	apq:APA22_22510
ko:K02230	apq:APA22_22520
ko:K02234	apq:APA22_22530
ko:K09024	apq:APA22_22600
ko:K09823	apq:APA22_22640
ko:K08963	apq:APA22_22670
ko:K01738	apq:APA22_22700
ko:K01951	apq:APA22_22710
ko:K08137	apq:APA22_22940
ko:K03303	apq:APA22_22960
ko:K03274	apq:APA22_22980
ko:K13292	apq:APA22_22990
ko:K05810	apq:APA22_23010
ko:K09771	apq:APA22_23060
ko:K00817	apq:APA22_23090
ko:K00615	apq:APA22_23110
ko:K13810	apq:APA22_23120
ko:K01057	apq:APA22_23150
ko:K01807	apq:APA22_23160
ko:K02016	apq:APA22_23200
ko:K03281	apq:APA22_23210
ko:K06997	apq:APA22_23230
ko:K03549	apq:APA22_23240
ko:K03189	apq:APA22_23410
ko:K03188	apq:APA22_23420
ko:K03187	apq:APA22_23430
ko:K01428	apq:APA22_23440
ko:K01429	apq:APA22_23450
ko:K01430	apq:APA22_23460
ko:K03190	apq:APA22_23470
ko:K07241	apq:APA22_23480
ko:K03594	apq:APA22_23530
ko:K01246	apq:APA22_23560
ko:K07090	apq:APA22_23600
ko:K06911	apq:APA22_23640
ko:K03543	apq:APA22_23660
ko:K01799	apq:APA22_23730
ko:K15357	apq:APA22_23740
ko:K14974	apq:APA22_23790
ko:K00459	apq:APA22_15140
ko:K09474	apq:APA22_15150
ko:K01169	apq:APA22_15160
ko:K01114	apq:APA22_15180
ko:K15549	apq:APA22_15280
ko:K15547	apq:APA22_15290
ko:K08995	apq:APA22_15320
ko:K00426	apq:APA22_15380
ko:K00425	apq:APA22_15390
ko:K09758	apq:APA22_15490
ko:K13979	apq:APA22_15620
ko:K09958	apq:APA22_15640
ko:K07507	apq:APA22_15670
ko:K03832	apq:APA22_13020
ko:K01993	apq:APA22_13030
ko:K13926	apq:APA22_13040
ko:K03313	apq:APA22_13140
ko:K10680	apq:APA22_13160
ko:K03781	apq:APA22_13180
ko:K15034	apq:APA22_13190
ko:K13688	apq:APA22_13220
ko:K00941	apq:APA22_13250
ko:K02471	apq:APA22_13300
ko:K04046	apq:APA22_13330
ko:K07290	apq:APA22_13400
ko:K03832	apq:APA22_13490
ko:K03561	apq:APA22_13510
ko:K07402	apq:APA22_12880
ko:K13482	apq:APA22_12890
ko:K13481	apq:APA22_12900
ko:K07127	apq:APA22_12920
ko:K03088	apq:APA22_13610
ko:K03088	apq:APA22_13660
ko:K15553	apq:APA22_13670
ko:K15554	apq:APA22_13690
ko:K03119	apq:APA22_13710
ko:K00140	apq:APA22_13920
ko:K07722	apq:APA22_13960
ko:K09967	apq:APA22_13970
ko:K09967	apq:APA22_13980
ko:K00117	apq:APA22_14620
ko:K00925	apq:APA22_14700
ko:K03737	apq:APA22_14730
ko:K02379	apq:APA22_14790
ko:K03752	apq:APA22_14800
ko:K03753	apq:APA22_14810
ko:K03750	apq:APA22_14820
ko:K02380	apq:APA22_14830
ko:K00123	apq:APA22_14860
ko:K09024	apq:APA22_14130
ko:K01154	apq:APA22_14250
ko:K07043	apq:APA22_14290
ko:K03701	apq:APA22_14430
ko:K03675	apq:APA22_14460
ko:K02188	apq:APA22_14480
ko:K05936	apq:APA22_14490
ko:K02189	apq:APA22_14500
ko:K05895	apq:APA22_14520
ko:K03394	apq:APA22_14540
ko:K06042	apq:APA22_14550
ko:K02229	apq:APA22_14560
ko:K01524	apq:APA22_14880
ko:K00847	apq:APA22_14900
ko:K03602	apq:APA22_14920
ko:K00795	apq:APA22_14930
ko:K01662	apq:APA22_14940
ko:K06442	apq:APA22_14950
ko:K06941	apq:APA22_14970
ko:K01940	apq:APA22_14980
ko:K03773	apq:APA22_14990
ko:K01867	apq:APA22_15010
ko:K03500	apq:APA22_15070
ko:K02034	apq:APA22_15100
ko:K00135	apq:APA22_40440
ko:K03316	apq:APA22_40550
ko:K01006	apq:APA22_19100
ko:K01885	apq:APA22_19180
ko:K03294	apq:APA22_19370
ko:K10254	apq:APA22_41290
ko:K07213	apq:APA22_19580
ko:K03469	apq:APA22_19750
ko:K03417	apq:APA22_03610
ko:K07123	apq:APA22_41630
ko:K00135	apq:APA22_20540
ko:K02014	apq:APA22_20650
ko:K03177	apq:APA22_24370
ko:K07126	apq:APA22_24450
ko:K02433	apq:APA22_20770
ko:K00700	apq:APA22_20810
ko:K02014	apq:APA22_20920
ko:K01835	apq:APA22_15810
ko:K09702	apq:APA22_15830
ko:K00666	apq:APA22_16040
ko:K00652	apq:APA22_16060
ko:K00548	apq:APA22_24490
ko:K00721	apq:APA22_24580
ko:K02116	apq:APA22_24630
ko:K01759	apq:APA22_24670
ko:K03593	apq:APA22_24890
ko:K13628	apq:APA22_16560
ko:K04488	apq:APA22_16580
ko:K06147	apq:APA22_16700
ko:K02193	apq:APA22_25130
ko:K07250	apq:APA22_25330
ko:K02433	apq:APA22_25370
ko:K06147	apq:APA22_25400
ko:K03307	apq:APA22_21840
ko:K00059	apq:APA22_22030
ko:K02055	apq:APA22_22190
ko:K02052	apq:APA22_22200
ko:K00135	apq:APA22_22400
ko:K07034	apq:APA22_22580
ko:K01692	apq:APA22_22590
ko:K02074	apq:APA22_22620
ko:K02077	apq:APA22_22630
ko:K00033	apq:APA22_23130
ko:K00851	apq:APA22_23170
ko:K00721	apq:APA22_16880
ko:K06179	apq:APA22_17220
ko:K06177	apq:APA22_25960
ko:K02533	apq:APA22_26040
ko:K03386	apq:APA22_23580
ko:K01496	apq:APA22_17380
ko:K01854	apq:APA22_17590
ko:K00769	apq:APA22_17640
ko:K01092	apq:APA22_17820
ko:K03769	apq:APA22_26300
ko:K01523	apq:APA22_26560
ko:K00799	apq:APA22_26620
ko:K01259	apq:APA22_18310
ko:K00567	apq:APA22_26690
ko:K05372	apq:APA22_40590
ko:K00570	apq:APA22_16840
ko:K07267	apq:APA22_22350
ko:K16092	apq:APA22_04230
ko:K16090	apq:APA22_15440
ko:K16090	apq:APA22_22280
ko:K16137	apq:APA22_20520
ko:K16137	apq:APA22_40420
ko:K14230	apq:APA22_14370
ko:K14230	apq:APA22_24080
ko:K14230	apq:APA22_15970
ko:K14230	apq:APA22_20970
ko:K14230	apq:APA22_25510
ko:K02014	apq:APA22_04950
ko:K03561	apq:APA22_13010
ko:K03559	apq:APA22_13000
ko:K03559	apq:APA22_12990
ko:K15726	apq:APA22_42190
ko:K01546	apq:APA22_43100
ko:K01547	apq:APA22_43110
ko:K01548	apq:APA22_43120
ko:K07646	apq:APA22_43130
ko:K07667	apq:APA22_43140
ko:K07726	apq:APA22_44140
ko:K02014	apq:APA22_15330
ko:K02014	apq:APA22_41360
ko:K14235	apq:APA22_01140
ko:K19164	apq:APA22_43300
ko:K16074	apq:APA22_23070
ko:K07267	apq:APA22_40870
ko:K11735	apq:APA22_07030
ko:K14233	apq:APA22_21720
ko:K11645	apq:APA22_02600
ko:K07165	apq:APA22_13600
ko:K03699	apq:APA22_03990
ko:K01840	apq:APA22_11180
ko:K01659	apq:APA22_03600
ko:K16264	apq:APA22_06040
ko:K01069	apq:APA22_07740
ko:K00146	apq:APA22_22090
ko:K02054	apq:APA22_22150
ko:K02054	apq:APA22_22180
ko:K13581	apq:APA22_09690
ko:K02014	apq:APA22_01490
ko:K13472	apq:APA22_40580
ko:K07749	apq:APA22_15730
ko:K14223	apq:APA22_26430
ko:K14233	apq:APA22_25390
ko:K14233	apq:APA22_18800
ko:K14236	apq:APA22_08550
ko:K14224	apq:APA22_21950
ko:K03321	apq:APA22_17400
ko:K16066	apq:APA22_05540
ko:K11959	apq:APA22_23330
ko:K11959	apq:APA22_01580
ko:K11960	apq:APA22_23320
ko:K11960	apq:APA22_01590
ko:K11961	apq:APA22_01600
ko:K07323	apq:APA22_02140
ko:K12205	apq:APA22_42780
ko:K12218	apq:APA22_42730
ko:K11961	apq:APA22_23310
ko:K01980	apq:APA22_14390
ko:K01980	apq:APA22_25530
ko:K01980	apq:APA22_20990
ko:K01980	apq:APA22_15990
ko:K01980	apq:APA22_24100
ko:K01977	apq:APA22_14420
ko:K01977	apq:APA22_24130
ko:K01977	apq:APA22_21020
ko:K01977	apq:APA22_25560
ko:K01977	apq:APA22_16020
ko:K01985	apq:APA22_14380
ko:K01985	apq:APA22_15980
ko:K01985	apq:APA22_24090
ko:K01985	apq:APA22_25520
ko:K01985	apq:APA22_20980
ko:K02075	apq:APA22_22610
ko:K11962	apq:APA22_23300
ko:K11962	apq:APA22_01610
ko:K11963	apq:APA22_23290
ko:K18828	apq:APA22_43270
ko:K07012	apq:APA22_41030
ko:K11963	apq:APA22_01620
ko:K14232	apq:APA22_17630
ko:K14219	apq:APA22_17610
ko:K14219	apq:APA22_21070
ko:K14219	apq:APA22_22730
ko:K14233	apq:APA22_17800
ko:K14220	apq:APA22_19510
ko:K14231	apq:APA22_19940
ko:K14234	apq:APA22_25750
ko:K14234	apq:APA22_26060
ko:K06016	apq:APA22_21600
ko:K02226	apq:APA22_22500
ko:K14228	apq:APA22_01820
ko:K14237	apq:APA22_03360
ko:K07215	apq:APA22_14070
ko:K00040	apq:APA22_40070
ko:K00265	apq:APA22_19810
ko:K15555	apq:APA22_13680
ko:K03559	apq:APA22_00690
ko:K03559	apq:APA22_00700
ko:K06075	apq:APA22_01900
ko:K03559	apq:APA22_22300
ko:K03559	apq:APA22_13500
ko:K00114	apq:APA22_22100
ko:K01487	apq:APA22_12970
ko:K02051	apq:APA22_19520
ko:K14218	apq:APA22_14400
ko:K14218	apq:APA22_16000
ko:K14218	apq:APA22_21000
ko:K14218	apq:APA22_24110
ko:K14218	apq:APA22_25540
ko:K09810	apq:APA22_16250
ko:K13485	apq:APA22_12930
ko:K02196	apq:APA22_08980
ko:K14228	apq:APA22_00220
ko:K14228	apq:APA22_11160
ko:K14228	apq:APA22_16510
ko:K14228	apq:APA22_19840
ko:K14225	apq:APA22_01150
ko:K14225	apq:APA22_06990
ko:K14221	apq:APA22_02070
ko:K14230	apq:APA22_02110
ko:K14230	apq:APA22_11360
ko:K14237	apq:APA22_15030
ko:K14237	apq:APA22_16440
ko:K14237	apq:APA22_16450
ko:K14218	apq:APA22_04780
ko:K14226	apq:APA22_06280
ko:K14222	apq:APA22_12450
ko:K14232	apq:APA22_16970
ko:K14224	apq:APA22_23280
ko:K14229	apq:APA22_24290
ko:K14229	apq:APA22_26630
ko:K14234	apq:APA22_24560
ko:K07091	apq:APA22_16100
ko:K14223	apq:APA22_14870
ko:K14227	apq:APA22_14410
ko:K14227	apq:APA22_25550
ko:K14227	apq:APA22_24120
ko:K14227	apq:APA22_21010
ko:K14227	apq:APA22_16010
ko:K14225	apq:APA22_26500
ko:K14232	apq:APA22_26730
ko:K14218	apq:APA22_26810
ko:K07323	apq:APA22_03960
ko:K02029	apq:APA22_25100
ko:K02030	apq:APA22_25100
ko:K03457	apq:APA22_41980
ko:K03457	apq:APA22_21700
ko:K00681	apq:APA22_02770
ko:K02066	apq:APA22_08830
ko:K02065	apq:APA22_08840
ko:K00681	apq:APA22_00430
ko:K02028	apq:APA22_25110
ko:K00951	apq:APA22_06450
ko:K06218	apq:APA22_41270
ko:K17218	apq:APA22_18520
ko:K02484	apq:APA22_15910
ko:K02484	apq:APA22_42170
ko:K04091	apq:APA22_14160
ko:K11532	apq:APA22_21350
ko:K00681	apq:APA22_12980
ko:K02049	apq:APA22_13950
ko:K08316	apq:APA22_25710
ko:K04084	apq:APA22_21100
ko:K00102	apq:APA22_21930
ko:K17686	apq:APA22_19210
ko:K17675	apq:APA22_01070
ko:K17675	apq:APA22_00960
ko:K17723	apq:APA22_21610
ko:K03292	apq:APA22_14100
ko:K00226	apq:APA22_14720
ko:K19745	apq:APA22_03250
ko:K00537	apq:APA22_42360
ko:K00537	apq:APA22_42450
ko:K03789	apq:APA22_00180
ko:K01658	apq:APA22_12220
ko:K01843	apq:APA22_02760
ko:K00661	apq:APA22_15820
ko:K00128	apq:APA22_20430
ko:K12574	apq:APA22_16280
ko:K07506	apq:APA22_40700
ko:K12979	apq:APA22_02500
ko:K00127	apq:APA22_14840
ko:K18028	apq:APA22_23760
ko:K13995	apq:APA22_23750
ko:K18030	apq:APA22_23770
ko:K18029	apq:APA22_23780
ko:K03074	apq:APA22_10570
ko:K00329	apq:APA22_19830
ko:K00356	apq:APA22_19830
ko:K07003	apq:APA22_18530
ko:K07222	apq:APA22_41610
ko:K07222	apq:APA22_42010
ko:K09017	apq:APA22_21710
ko:K01286	apq:APA22_02790
ko:K00091	apq:APA22_02000
ko:K04771	apq:APA22_24860
ko:K16011	apq:APA22_18380
ko:K18118	apq:APA22_10710
ko:K18138	apq:APA22_01410
ko:K21678	apq:APA22_01970
ko:K07165	apq:APA22_13630
ko:K07165	apq:APA22_15870
ko:K03761	apq:APA22_09150
ko:K03535	apq:APA22_13820
ko:K01153	apq:APA22_14260
ko:K02221	apq:APA22_04790
ko:K01669	apq:APA22_04390
ko:K09712	apq:APA22_11600
ko:K20074	apq:APA22_01740
ko:K12132	apq:APA22_01750
ko:K09691	apq:APA22_04100
ko:K11927	apq:APA22_19320
ko:K03559	apq:APA22_20610
ko:K03559	apq:APA22_20620
ko:K02575	apq:APA22_42140
ko:K02160	apq:APA22_20720
ko:K03893	apq:APA22_42460
ko:K03549	apq:APA22_42630
ko:K03292	apq:APA22_43350
ko:K00537	apq:APA22_23620
ko:K18588	apq:APA22_12130
ko:K18587	apq:APA22_17080
ko:K09691	apq:APA22_23050
ko:K09690	apq:APA22_04110
ko:K18707	apq:APA22_24650
ko:K18702	apq:APA22_15690
ko:K01568	apq:APA22_23490
ko:K07172	apq:APA22_41500
ko:K18829	apq:APA22_41520
ko:K07171	apq:APA22_41490
ko:K21677	apq:APA22_01960
ko:K18829	apq:APA22_43260
ko:K18831	apq:APA22_23920
ko:K18918	apq:APA22_41260
ko:K18918	apq:APA22_42790
ko:K18928	apq:APA22_03840
ko:K18929	apq:APA22_03850
ko:K03111	apq:APA22_25720
ko:K03497	apq:APA22_26640
ko:K03496	apq:APA22_26650
ko:K03497	apq:APA22_40300
ko:K14161	apq:APA22_41300
ko:K18828	apq:APA22_41510
ko:K11811	apq:APA22_42340
ko:K18828	apq:APA22_42550
ko:K12217	apq:APA22_42710
ko:K12203	apq:APA22_42760
ko:K12204	apq:APA22_42770
ko:K06218	apq:APA22_42800
ko:K12206	apq:APA22_42810
ko:K03496	apq:APA22_43720
ko:K03496	apq:APA22_43920
ko:K03496	apq:APA22_44150
ko:K16898	apq:APA22_26100
ko:K07484	apq:APA22_14320
ko:K07483	apq:APA22_23970
ko:K07483	apq:APA22_17890
ko:K07483	apq:APA22_18240
ko:K07483	apq:APA22_42470
ko:K07483	apq:APA22_42520
ko:K07483	apq:APA22_42890
ko:K07483	apq:APA22_21650
ko:K07483	apq:APA22_43360
ko:K07483	apq:APA22_43580
ko:K16899	apq:APA22_26110
ko:K07484	apq:APA22_01790
ko:K07484	apq:APA22_08380
ko:K07484	apq:APA22_17900
ko:K07484	apq:APA22_18230
ko:K07484	apq:APA22_21640
ko:K07063	apq:APA22_43550
ko:K07497	apq:APA22_40180
ko:K07497	apq:APA22_41240
ko:K07497	apq:APA22_42430
ko:K07497	apq:APA22_42620
ko:K07497	apq:APA22_43980
ko:K07497	apq:APA22_44110
ko:K00335	apq:APA22_16380
ko:K03976	apq:APA22_22680
ko:K18979	apq:APA22_02180
ko:K03526	apq:APA22_11300
ko:K02483	apq:APA22_19640
ko:K07483	apq:APA22_01800
ko:K07483	apq:APA22_08370
ko:K07483	apq:APA22_14310
ko:K09472	apq:APA22_42000
ko:K00611	apq:APA22_07290
ko:K18996	apq:APA22_40640
ko:K19046	apq:APA22_41050
ko:K07497	apq:APA22_08400
ko:K07497	apq:APA22_42980
ko:K07497	apq:APA22_17940
ko:K07497	apq:APA22_20950
ko:K07497	apq:APA22_15860
ko:K07497	apq:APA22_40010
ko:K07497	apq:APA22_42030
ko:K07497	apq:APA22_42580
ko:K07497	apq:APA22_42820
ko:K07497	apq:APA22_42990
ko:K07497	apq:APA22_43660
ko:K07497	apq:APA22_08170
ko:K07497	apq:APA22_08410
ko:K07497	apq:APA22_14360
ko:K07497	apq:APA22_17950
ko:K16238	apq:APA22_01390
ko:K19155	apq:APA22_40790
ko:K19156	apq:APA22_40780
ko:K19123	apq:APA22_41040
ko:K19163	apq:APA22_43310
ko:K01710	apq:APA22_25900
ko:K01710	apq:APA22_18080
ko:K00571	apq:APA22_08020
ko:K19124	apq:APA22_41060
ko:K22468	apq:APA22_05910
ko:K03446	apq:APA22_23670
ko:K19125	apq:APA22_41070
ko:K19126	apq:APA22_41080
ko:K09951	apq:APA22_41100
ko:K19221	apq:APA22_22490
ko:K00798	apq:APA22_07140
ko:K00336	apq:APA22_16370
ko:K03722	apq:APA22_17830
ko:K07497	apq:APA22_11810
ko:K07497	apq:APA22_08180
ko:K07496	apq:APA22_17700
ko:K07497	apq:APA22_14350
ko:K01992	apq:APA22_13050
ko:K07497	apq:APA22_15850
ko:K07497	apq:APA22_40190
ko:K07497	apq:APA22_18770
ko:K07497	apq:APA22_18780
ko:K07497	apq:APA22_41230
ko:K07497	apq:APA22_41530
ko:K07497	apq:APA22_42040
ko:K07497	apq:APA22_42420
ko:K07497	apq:APA22_20880
ko:K07497	apq:APA22_20890
ko:K07497	apq:APA22_20960
ko:K07497	apq:APA22_42530
ko:K07497	apq:APA22_42590
ko:K07497	apq:APA22_42610
ko:K07497	apq:APA22_42830
ko:K07497	apq:APA22_43650
ko:K07497	apq:APA22_43690
ko:K07497	apq:APA22_43970
ko:K07497	apq:APA22_44120
ko:K07497	apq:APA22_23380
ko:K19338	apq:APA22_20760
ko:K00839	apq:APA22_12840
ko:K04771	apq:APA22_25660
ko:K02022	apq:APA22_24460
ko:K00059	apq:APA22_03300
ko:K19336	apq:APA22_15750
ko:K06867	apq:APA22_23100
ko:K02031	apq:APA22_15120
ko:K01066	apq:APA22_18890
ko:K01457	apq:APA22_14000
ko:K03574	apq:APA22_18370
ko:K00362	apq:APA22_42120
ko:K06075	apq:APA22_22560
ko:K07344	apq:APA22_23890
ko:K04771	apq:APA22_07240
ko:K04096	apq:APA22_07540
ko:K14205	apq:APA22_07930
ko:K19577	apq:APA22_20550
ko:K02032	apq:APA22_15130
ko:K17722	apq:APA22_21620
ko:K00799	apq:APA22_25980
ko:K19784	apq:APA22_20570
ko:K08744	apq:APA22_10860
ko:K07483	apq:APA22_24050
ko:K07483	apq:APA22_40980
ko:K07483	apq:APA22_41160
ko:K07483	apq:APA22_41440
ko:K07483	apq:APA22_23860
ko:K19813	apq:APA22_22380
ko:K21679	apq:APA22_01980
ko:K00380	apq:APA22_42070
ko:K07484	apq:APA22_01780
ko:K07484	apq:APA22_08390
ko:K07484	apq:APA22_17910
ko:K07484	apq:APA22_18220
ko:K07484	apq:APA22_21630
ko:K12132	apq:APA22_01760
ko:K20531	apq:APA22_23880
ko:K20532	apq:APA22_23870
ko:K20533	apq:APA22_23840
ko:K20539	apq:APA22_16230
ko:K20534	apq:APA22_17550
ko:K22066	apq:APA22_11130
ko:K11529	apq:APA22_05700
ko:K01214	apq:APA22_20830
ko:K11529	apq:APA22_00840
ko:K00821	apq:APA22_07300
ko:K21029	apq:APA22_06140
ko:K03553	apq:APA22_00440
ko:K07451	apq:APA22_04750
ko:K09961	apq:APA22_05210
ko:K09960	apq:APA22_05220
ko:K02316	apq:APA22_09900
ko:K06217	apq:APA22_10770
ko:K09882	apq:APA22_11110
ko:K03676	apq:APA22_11220
ko:K01520	apq:APA22_12370
ko:K02314	apq:APA22_06910
ko:K07336	apq:APA22_15430
ko:K03465	apq:APA22_24920
ko:K06919	apq:APA22_26880
ko:K01185	apq:APA22_19980
ko:K06904	apq:APA22_20140
ko:K07336	apq:APA22_22250
ko:K09806	apq:APA22_26390
ko:K02335	apq:APA22_21430
ko:K00525	apq:APA22_10600
ko:K02014	apq:APA22_05630
ko:K00526	apq:APA22_10610
ko:K21416	apq:APA22_05940
ko:K21417	apq:APA22_05950
ko:K02483	apq:APA22_09180
ko:K02483	apq:APA22_15920
ko:K02483	apq:APA22_42180
ko:K21420	apq:APA22_19390
ko:K22044	apq:APA22_26330
ko:K01420	apq:APA22_25650
