ko:K08153	banv:DJ46_5310
ko:K03740	banv:DJ46_1620
ko:K15580	banv:DJ46_1622
ko:K01489	banv:DJ46_1627
ko:K01281	banv:DJ46_1632
ko:K06889	banv:DJ46_1637
ko:K01243	banv:DJ46_1638
ko:K05946	banv:DJ46_1640
ko:K07090	banv:DJ46_2445
ko:K09976	banv:DJ46_2452
ko:K00615	banv:DJ46_2454
ko:K02042	banv:DJ46_2456
ko:K02042	banv:DJ46_2457
ko:K02041	banv:DJ46_2458
ko:K02044	banv:DJ46_2459
ko:K01119	banv:DJ46_2460
ko:K01119	banv:DJ46_2461
ko:K01356	banv:DJ46_2464
ko:K10947	banv:DJ46_2467
ko:K02016	banv:DJ46_3274
ko:K04072	banv:DJ46_3276
ko:K17217	banv:DJ46_3277
ko:K17216	banv:DJ46_3278
ko:K01243	banv:DJ46_3279
ko:K17462	banv:DJ46_3280
ko:K03624	banv:DJ46_3284
ko:K00876	banv:DJ46_3285
ko:K08303	banv:DJ46_3286
ko:K08303	banv:DJ46_3287
ko:K07082	banv:DJ46_3289
ko:K07447	banv:DJ46_3291
ko:K01872	banv:DJ46_3293
ko:K03581	banv:DJ46_3299
ko:K00566	banv:DJ46_3301
ko:K04487	banv:DJ46_3302
ko:K17472	banv:DJ46_3303
ko:K07478	banv:DJ46_3304
ko:K01876	banv:DJ46_3307
ko:K01892	banv:DJ46_3308
ko:K07560	banv:DJ46_3310
ko:K00951	banv:DJ46_3311
ko:K00759	banv:DJ46_3312
ko:K07462	banv:DJ46_3313
ko:K12257	banv:DJ46_3315
ko:K06409	banv:DJ46_3317
ko:K03210	banv:DJ46_3320
ko:K00773	banv:DJ46_3321
ko:K07568	banv:DJ46_3322
ko:K03551	banv:DJ46_3324
ko:K03550	banv:DJ46_3325
ko:K03317	banv:DJ46_4130
ko:K05020	banv:DJ46_4134
ko:K02250	banv:DJ46_4146
ko:K02004	banv:DJ46_4149
ko:K02003	banv:DJ46_4150
ko:K02005	banv:DJ46_4151
ko:K02445	banv:DJ46_4154
ko:K02012	banv:DJ46_4155
ko:K01784	banv:DJ46_4159
ko:K02372	banv:DJ46_4161
ko:K01791	banv:DJ46_4162
ko:K09693	banv:DJ46_4163
ko:K02472	banv:DJ46_4165
ko:K03569	banv:DJ46_4172
ko:K06283	banv:DJ46_4173
ko:K06386	banv:DJ46_4175
ko:K01990	banv:DJ46_4178
ko:K01990	banv:DJ46_4179
ko:K06381	banv:DJ46_4180
ko:K07192	banv:DJ46_5015
ko:K03406	banv:DJ46_5016
ko:K03300	banv:DJ46_5019
ko:K02443	banv:DJ46_5023
ko:K05816	banv:DJ46_5024
ko:K05814	banv:DJ46_5025
ko:K05815	banv:DJ46_5026
ko:K05813	banv:DJ46_5027
ko:K03406	banv:DJ46_5033
ko:K11614	banv:DJ46_5034
ko:K11616	banv:DJ46_5036
ko:K00027	banv:DJ46_5037
ko:K00375	banv:DJ46_5040
ko:K02379	banv:DJ46_5046
ko:K00123	banv:DJ46_5047
ko:K01126	banv:DJ46_5050
ko:K00259	banv:DJ46_5051
ko:K03294	banv:DJ46_5052
ko:K01534	banv:DJ46_5054
ko:K00763	banv:DJ46_5055
ko:K11535	banv:DJ46_5064
ko:K08234	banv:DJ46_5065
ko:K01744	banv:DJ46_5067
ko:K03303	banv:DJ46_5068
ko:K02283	banv:DJ46_5904
ko:K01953	banv:DJ46_1
ko:K01772	banv:DJ46_2
ko:K03781	banv:DJ46_3
ko:K03320	banv:DJ46_4
ko:K09767	banv:DJ46_7
ko:K00243	banv:DJ46_8
ko:K07533	banv:DJ46_10
ko:K06878	banv:DJ46_867
ko:K06385	banv:DJ46_871
ko:K01426	banv:DJ46_875
ko:K01834	banv:DJ46_879
ko:K01775	banv:DJ46_882
ko:K00375	banv:DJ46_888
ko:K01938	banv:DJ46_909
ko:K01759	banv:DJ46_913
ko:K03088	banv:DJ46_916
ko:K00432	banv:DJ46_921
ko:K03924	banv:DJ46_924
ko:K16323	banv:DJ46_1753
ko:K00147	banv:DJ46_1754
ko:K00931	banv:DJ46_1755
ko:K00286	banv:DJ46_1756
ko:K02205	banv:DJ46_1759
ko:K10255	banv:DJ46_1761
ko:K01077	banv:DJ46_1762
ko:K07727	banv:DJ46_1764
ko:K07706	banv:DJ46_1768
ko:K07707	banv:DJ46_1769
ko:K00876	banv:DJ46_1770
ko:K01759	banv:DJ46_1772
ko:K03924	banv:DJ46_1776
ko:K03762	banv:DJ46_1779
ko:K03781	banv:DJ46_1789
ko:K01486	banv:DJ46_1791
ko:K03924	banv:DJ46_1797
ko:K03572	banv:DJ46_2607
ko:K03555	banv:DJ46_2608
ko:K06328	banv:DJ46_2609
ko:K06168	banv:DJ46_2611
ko:K00175	banv:DJ46_2612
ko:K00174	banv:DJ46_2613
ko:K01273	banv:DJ46_2614
ko:K06416	banv:DJ46_2615
ko:K09769	banv:DJ46_2616
ko:K18682	banv:DJ46_2617
ko:K03742	banv:DJ46_2620
ko:K00995	banv:DJ46_2621
ko:K00059	banv:DJ46_2625
ko:K02057	banv:DJ46_2628
ko:K02057	banv:DJ46_2629
ko:K02057	banv:DJ46_2630
ko:K02056	banv:DJ46_2631
ko:K07335	banv:DJ46_2632
ko:K03710	banv:DJ46_2633
ko:K03466	banv:DJ46_2634
ko:K12574	banv:DJ46_2637
ko:K01714	banv:DJ46_2638
ko:K00928	banv:DJ46_2639
ko:K00133	banv:DJ46_2640
ko:K06411	banv:DJ46_2641
ko:K06410	banv:DJ46_2642
ko:K00962	banv:DJ46_2646
ko:K02956	banv:DJ46_2647
ko:K11753	banv:DJ46_2648
ko:K03177	banv:DJ46_2649
ko:K02834	banv:DJ46_2650
ko:K09764	banv:DJ46_2651
ko:K02519	banv:DJ46_2652
ko:K03522	banv:DJ46_3430
ko:K03521	banv:DJ46_3431
ko:K13767	banv:DJ46_3432
ko:K13770	banv:DJ46_3433
ko:K01897	banv:DJ46_3434
ko:K02016	banv:DJ46_3436
ko:K02015	banv:DJ46_3437
ko:K06969	banv:DJ46_3449
ko:K07145	banv:DJ46_3451
ko:K08600	banv:DJ46_3452
ko:K02013	banv:DJ46_3453
ko:K02015	banv:DJ46_3454
ko:K02016	banv:DJ46_3455
ko:K03311	banv:DJ46_3459
ko:K06182	banv:DJ46_3460
ko:K07456	banv:DJ46_3462
ko:K02347	banv:DJ46_3463
ko:K09888	banv:DJ46_3465
ko:K03471	banv:DJ46_3466
ko:K01893	banv:DJ46_3470
ko:K01890	banv:DJ46_3471
ko:K01889	banv:DJ46_3472
ko:K03437	banv:DJ46_3473
ko:K06426	banv:DJ46_3474
ko:K06950	banv:DJ46_3475
ko:K07052	banv:DJ46_3476
ko:K07052	banv:DJ46_3477
ko:K01449	banv:DJ46_4286
ko:K06305	banv:DJ46_4287
ko:K10716	banv:DJ46_4290
ko:K03648	banv:DJ46_4294
ko:K00003	banv:DJ46_4300
ko:K00651	banv:DJ46_4301
ko:K01740	banv:DJ46_4302
ko:K01560	banv:DJ46_4304
ko:K01118	banv:DJ46_4306
ko:K00868	banv:DJ46_4310
ko:K06200	banv:DJ46_4313
ko:K08369	banv:DJ46_4315
ko:K05946	banv:DJ46_4316
ko:K12267	banv:DJ46_4334
ko:K05339	banv:DJ46_4336
ko:K02038	banv:DJ46_5174
ko:K03707	banv:DJ46_5205
ko:K15600	banv:DJ46_5206
ko:K15599	banv:DJ46_5207
ko:K15598	banv:DJ46_5208
ko:K10810	banv:DJ46_5209
ko:K03153	banv:DJ46_5210
ko:K03154	banv:DJ46_5211
ko:K03149	banv:DJ46_5212
ko:K00941	banv:DJ46_5214
ko:K01546	banv:DJ46_5218
ko:K01547	banv:DJ46_5219
ko:K01548	banv:DJ46_5220
ko:K07646	banv:DJ46_5221
ko:K06901	banv:DJ46_5226
ko:K00847	banv:DJ46_5231
ko:K01193	banv:DJ46_5232
ko:K02809	banv:DJ46_5233
ko:K02810	banv:DJ46_5233
ko:K05995	banv:DJ46_587
ko:K06196	banv:DJ46_591
ko:K01753	banv:DJ46_597
ko:K01992	banv:DJ46_606
ko:K06131	banv:DJ46_608
ko:K09903	banv:DJ46_609
ko:K11102	banv:DJ46_610
ko:K01744	banv:DJ46_611
ko:K00027	banv:DJ46_612
ko:K07717	banv:DJ46_613
ko:K07719	banv:DJ46_614
ko:K01914	banv:DJ46_617
ko:K00928	banv:DJ46_621
ko:K03574	banv:DJ46_626
ko:K01448	banv:DJ46_627
ko:K00648	banv:DJ46_636
ko:K03665	banv:DJ46_638
ko:K15580	banv:DJ46_640
ko:K08223	banv:DJ46_641
ko:K08310	banv:DJ46_1493
ko:K00285	banv:DJ46_1494
ko:K00675	banv:DJ46_1496
ko:K07025	banv:DJ46_1499
ko:K03076	banv:DJ46_1512
ko:K06313	banv:DJ46_1525
ko:K01449	banv:DJ46_1526
ko:K00453	banv:DJ46_1529
ko:K07130	banv:DJ46_1530
ko:K01556	banv:DJ46_1531
ko:K03636	banv:DJ46_2339
ko:K03635	banv:DJ46_2340
ko:K03750	banv:DJ46_2341
ko:K03639	banv:DJ46_2344
ko:K02379	banv:DJ46_2345
ko:K00123	banv:DJ46_2348
ko:K15580	banv:DJ46_2359
ko:K15580	banv:DJ46_2360
ko:K15580	banv:DJ46_2361
ko:K11103	banv:DJ46_2362
ko:K03088	banv:DJ46_2365
ko:K01992	banv:DJ46_2367
ko:K01990	banv:DJ46_2369
ko:K02621	banv:DJ46_2372
ko:K02622	banv:DJ46_2373
ko:K08591	banv:DJ46_2379
ko:K07107	banv:DJ46_2381
ko:K06306	banv:DJ46_2382
ko:K06434	banv:DJ46_2383
ko:K06431	banv:DJ46_2384
ko:K02342	banv:DJ46_2386
ko:K01934	banv:DJ46_3171
ko:K02913	banv:DJ46_3172
ko:K16881	banv:DJ46_3174
ko:K02039	banv:DJ46_3175
ko:K02036	banv:DJ46_3176
ko:K02038	banv:DJ46_3177
ko:K02037	banv:DJ46_3178
ko:K02040	banv:DJ46_3179
ko:K08222	banv:DJ46_3181
ko:K04564	banv:DJ46_3182
ko:K02076	banv:DJ46_3187
ko:K09816	banv:DJ46_3188
ko:K09817	banv:DJ46_3189
ko:K01151	banv:DJ46_3192
ko:K18692	banv:DJ46_3193
ko:K03527	banv:DJ46_3195
ko:K06967	banv:DJ46_3197
ko:K13300	banv:DJ46_3198
ko:K03086	banv:DJ46_3199
ko:K09773	banv:DJ46_3201
ko:K03584	banv:DJ46_3203
ko:K01489	banv:DJ46_3206
ko:K07042	banv:DJ46_3208
ko:K07037	banv:DJ46_3209
ko:K06438	banv:DJ46_3211
ko:K09117	banv:DJ46_3213
ko:K02970	banv:DJ46_3214
ko:K18707	banv:DJ46_3215
ko:K09761	banv:DJ46_3216
ko:K02687	banv:DJ46_3217
ko:K03686	banv:DJ46_3218
ko:K04043	banv:DJ46_3219
ko:K03687	banv:DJ46_3220
ko:K03705	banv:DJ46_3221
ko:K01689	banv:DJ46_4029
ko:K15633	banv:DJ46_4030
ko:K01803	banv:DJ46_4031
ko:K00927	banv:DJ46_4032
ko:K00134	banv:DJ46_4033
ko:K05311	banv:DJ46_4034
ko:K03092	banv:DJ46_4036
ko:K06405	banv:DJ46_4040
ko:K06406	banv:DJ46_4041
ko:K06407	banv:DJ46_4042
ko:K01358	banv:DJ46_4045
ko:K11184	banv:DJ46_4046
ko:K09762	banv:DJ46_4047
ko:K06958	banv:DJ46_4049
ko:K03574	banv:DJ46_4050
ko:K08974	banv:DJ46_4051
ko:K00384	banv:DJ46_4052
ko:K06019	banv:DJ46_4055
ko:K13292	banv:DJ46_4056
ko:K06023	banv:DJ46_4057
ko:K08972	banv:DJ46_4058
ko:K03701	banv:DJ46_4060
ko:K03702	banv:DJ46_4061
ko:K07729	banv:DJ46_4068
ko:K06147	banv:DJ46_4075
ko:K06173	banv:DJ46_4927
ko:K06714	banv:DJ46_4929
ko:K01425	banv:DJ46_4937
ko:K02803	banv:DJ46_4938
ko:K02804	banv:DJ46_4938
ko:K01784	banv:DJ46_4945
ko:K00656	banv:DJ46_4947
ko:K04069	banv:DJ46_4948
ko:K07038	banv:DJ46_5823
ko:K06180	banv:DJ46_129
ko:K11473	banv:DJ46_132
ko:K00104	banv:DJ46_133
ko:K02647	banv:DJ46_134
ko:K00782	banv:DJ46_141
ko:K02236	banv:DJ46_142
ko:K02598	banv:DJ46_144
ko:K06421	banv:DJ46_148
ko:K00023	banv:DJ46_153
ko:K03821	banv:DJ46_154
ko:K02012	banv:DJ46_159
ko:K02010	banv:DJ46_161
ko:K02010	banv:DJ46_162
ko:K02011	banv:DJ46_164
ko:K05306	banv:DJ46_165
ko:K03430	banv:DJ46_166
ko:K09798	banv:DJ46_176
ko:K13532	banv:DJ46_178
ko:K15973	banv:DJ46_179
ko:K07697	banv:DJ46_183
ko:K06920	banv:DJ46_184
ko:K03116	banv:DJ46_1040
ko:K03118	banv:DJ46_1041
ko:K07152	banv:DJ46_1045
ko:K01953	banv:DJ46_1047
ko:K02016	banv:DJ46_1051
ko:K00824	banv:DJ46_1052
ko:K13993	banv:DJ46_1058
ko:K02480	banv:DJ46_1060
ko:K13953	banv:DJ46_1064
ko:K06880	banv:DJ46_1069
ko:K00851	banv:DJ46_1071
ko:K00851	banv:DJ46_1072
ko:K03206	banv:DJ46_1075
ko:K05847	banv:DJ46_1078
ko:K05845	banv:DJ46_1079
ko:K05846	banv:DJ46_1079
ko:K03758	banv:DJ46_1080
ko:K11686	banv:DJ46_1085
ko:K01034	banv:DJ46_1092
ko:K01438	banv:DJ46_1094
ko:K03781	banv:DJ46_1915
ko:K09932	banv:DJ46_1919
ko:K15973	banv:DJ46_1923
ko:K01669	banv:DJ46_1932
ko:K09822	banv:DJ46_1934
ko:K05577	banv:DJ46_1935
ko:K02548	banv:DJ46_1938
ko:K03325	banv:DJ46_1948
ko:K04045	banv:DJ46_1954
ko:K01759	banv:DJ46_1960
ko:K16263	banv:DJ46_1966
ko:K01000	banv:DJ46_2752
ko:K01928	banv:DJ46_2753
ko:K08384	banv:DJ46_2754
ko:K08724	banv:DJ46_2755
ko:K03438	banv:DJ46_2757
ko:K00077	banv:DJ46_2759
ko:K02911	banv:DJ46_2762
ko:K07040	banv:DJ46_2763
ko:K03282	banv:DJ46_3587
ko:K02529	banv:DJ46_3592
ko:K03817	banv:DJ46_3600
ko:K01924	banv:DJ46_3601
ko:K00763	banv:DJ46_3602
ko:K03466	banv:DJ46_3603
ko:K06878	banv:DJ46_3605
ko:K03439	banv:DJ46_3612
ko:K01975	banv:DJ46_3616
ko:K01439	banv:DJ46_3617
ko:K03306	banv:DJ46_296
ko:K07220	banv:DJ46_297
ko:K12555	banv:DJ46_298
ko:K03784	banv:DJ46_305
ko:K14205	banv:DJ46_308
ko:K04564	banv:DJ46_311
ko:K06373	banv:DJ46_313
ko:K06374	banv:DJ46_314
ko:K06178	banv:DJ46_315
ko:K07399	banv:DJ46_317
ko:K07775	banv:DJ46_319
ko:K07651	banv:DJ46_320
ko:K05337	banv:DJ46_325
ko:K03654	banv:DJ46_327
ko:K07052	banv:DJ46_328
ko:K16511	banv:DJ46_332
ko:K00260	banv:DJ46_333
ko:K00384	banv:DJ46_337
ko:K01424	banv:DJ46_338
ko:K00945	banv:DJ46_340
ko:K02945	banv:DJ46_341
ko:K01823	banv:DJ46_342
ko:K05739	banv:DJ46_345
ko:K03977	banv:DJ46_347
ko:K00057	banv:DJ46_348
ko:K06398	banv:DJ46_352
ko:K00231	banv:DJ46_1208
ko:K03704	banv:DJ46_1212
ko:K07052	banv:DJ46_1213
ko:K00133	banv:DJ46_1225
ko:K09702	banv:DJ46_1231
ko:K01448	banv:DJ46_1235
ko:K03088	banv:DJ46_1242
ko:K02760	banv:DJ46_1248
ko:K02761	banv:DJ46_1249
ko:K09001	banv:DJ46_1251
ko:K01754	banv:DJ46_1255
ko:K05592	banv:DJ46_1260
ko:K01992	banv:DJ46_2082
ko:K01990	banv:DJ46_2083
ko:K11031	banv:DJ46_2089
ko:K02106	banv:DJ46_2090
ko:K00355	banv:DJ46_2092
ko:K16927	banv:DJ46_2097
ko:K16786	banv:DJ46_2098
ko:K16787	banv:DJ46_2098
ko:K16785	banv:DJ46_2099
ko:K02553	banv:DJ46_2102
ko:K06889	banv:DJ46_2106
ko:K08591	banv:DJ46_2108
ko:K03976	banv:DJ46_2109
ko:K01892	banv:DJ46_2110
ko:K00873	banv:DJ46_2116
ko:K00059	banv:DJ46_2118
ko:K01992	banv:DJ46_2119
ko:K01990	banv:DJ46_2120
ko:K01560	banv:DJ46_2125
ko:K00549	banv:DJ46_2912
ko:K07697	banv:DJ46_2916
ko:K00841	banv:DJ46_2918
ko:K15772	banv:DJ46_2920
ko:K15771	banv:DJ46_2921
ko:K15770	banv:DJ46_2922
ko:K01182	banv:DJ46_2924
ko:K10112	banv:DJ46_2925
ko:K00626	banv:DJ46_2933
ko:K10947	banv:DJ46_2940
ko:K00019	banv:DJ46_2941
ko:K08963	banv:DJ46_2943
ko:K00899	banv:DJ46_2944
ko:K08969	banv:DJ46_2946
ko:K08965	banv:DJ46_2947
ko:K08966	banv:DJ46_2948
ko:K08964	banv:DJ46_2949
ko:K08967	banv:DJ46_2950
ko:K08483	banv:DJ46_2959
ko:K11189	banv:DJ46_2960
ko:K03480	banv:DJ46_2962
ko:K11636	banv:DJ46_3748
ko:K11635	banv:DJ46_3749
ko:K11636	banv:DJ46_3750
ko:K11636	banv:DJ46_3751
ko:K00874	banv:DJ46_3755
ko:K01042	banv:DJ46_3757
ko:K01465	banv:DJ46_3758
ko:K07260	banv:DJ46_3761
ko:K02549	banv:DJ46_3764
ko:K01911	banv:DJ46_3765
ko:K01661	banv:DJ46_3766
ko:K08680	banv:DJ46_3767
ko:K02551	banv:DJ46_3768
ko:K02552	banv:DJ46_3769
ko:K02548	banv:DJ46_3770
ko:K03704	banv:DJ46_3772
ko:K00688	banv:DJ46_3776
ko:K00703	banv:DJ46_3777
ko:K00975	banv:DJ46_3778
ko:K00975	banv:DJ46_3779
ko:K00700	banv:DJ46_3780
ko:K00016	banv:DJ46_3781
ko:K00655	banv:DJ46_4619
ko:K03424	banv:DJ46_4626
ko:K02035	banv:DJ46_4634
ko:K02033	banv:DJ46_4635
ko:K02034	banv:DJ46_4636
ko:K00457	banv:DJ46_4646
ko:K00451	banv:DJ46_4648
ko:K01921	banv:DJ46_4650
ko:K01921	banv:DJ46_4651
ko:K01929	banv:DJ46_4652
ko:K05592	banv:DJ46_4653
ko:K00997	banv:DJ46_4656
ko:K01775	banv:DJ46_4658
ko:K07723	banv:DJ46_4659
ko:K06959	banv:DJ46_4661
ko:K03095	banv:DJ46_4662
ko:K09167	banv:DJ46_5507
ko:K08981	banv:DJ46_5508
ko:K08981	banv:DJ46_5509
ko:K08987	banv:DJ46_5513
ko:K09167	banv:DJ46_5519
ko:K08981	banv:DJ46_5520
ko:K12555	banv:DJ46_5522
ko:K01599	banv:DJ46_5523
ko:K01772	banv:DJ46_5524
ko:K00231	banv:DJ46_5525
ko:K07004	banv:DJ46_5527
ko:K01421	banv:DJ46_5533
ko:K03800	banv:DJ46_5541
ko:K01897	banv:DJ46_5543
ko:K07098	banv:DJ46_5556
ko:K06885	banv:DJ46_5557
ko:K03088	banv:DJ46_5559
ko:K13653	banv:DJ46_5560
ko:K15580	banv:DJ46_5839
ko:K07052	banv:DJ46_5840
ko:K01439	banv:DJ46_3618
ko:K06183	banv:DJ46_3620
ko:K07007	banv:DJ46_3622
ko:K00034	banv:DJ46_3630
ko:K05340	banv:DJ46_3631
ko:K03636	banv:DJ46_3633
ko:K03635	banv:DJ46_3634
ko:K03753	banv:DJ46_3635
ko:K03750	banv:DJ46_3636
ko:K03637	banv:DJ46_3637
ko:K03639	banv:DJ46_3639
ko:K02499	banv:DJ46_4448
ko:K07571	banv:DJ46_4453
ko:K06382	banv:DJ46_4456
ko:K04075	banv:DJ46_4457
ko:K00760	banv:DJ46_4458
ko:K03798	banv:DJ46_4459
ko:K03525	banv:DJ46_4460
ko:K04083	banv:DJ46_4461
ko:K01738	banv:DJ46_4462
ko:K01665	banv:DJ46_4463
ko:K01664	banv:DJ46_4464
ko:K02619	banv:DJ46_4465
ko:K00796	banv:DJ46_4466
ko:K01633	banv:DJ46_4467
ko:K00950	banv:DJ46_4468
ko:K04567	banv:DJ46_4471
ko:K03708	banv:DJ46_4475
ko:K03696	banv:DJ46_4478
ko:K04485	banv:DJ46_4479
ko:K07067	banv:DJ46_4480
ko:K00991	banv:DJ46_4482
ko:K01770	banv:DJ46_4483
ko:K09698	banv:DJ46_4484
ko:K00640	banv:DJ46_4485
ko:K01883	banv:DJ46_4486
ko:K11145	banv:DJ46_4487
ko:K03218	banv:DJ46_4488
ko:K06962	banv:DJ46_4489
ko:K03091	banv:DJ46_4490
ko:K03073	banv:DJ46_4491
ko:K02601	banv:DJ46_4492
ko:K02867	banv:DJ46_4493
ko:K02863	banv:DJ46_4494
ko:K02864	banv:DJ46_4495
ko:K02935	banv:DJ46_4496
ko:K00564	banv:DJ46_4497
ko:K03043	banv:DJ46_4498
ko:K03046	banv:DJ46_4499
ko:K07590	banv:DJ46_4500
ko:K02950	banv:DJ46_4501
ko:K03321	banv:DJ46_5349
ko:K03070	banv:DJ46_5353
ko:K01448	banv:DJ46_5367
ko:K02035	banv:DJ46_5376
ko:K02033	banv:DJ46_5377
ko:K02034	banv:DJ46_5378
ko:K11637	banv:DJ46_5388
ko:K09124	banv:DJ46_5393
ko:K03666	banv:DJ46_473
ko:K07023	banv:DJ46_474
ko:K02556	banv:DJ46_475
ko:K02557	banv:DJ46_476
ko:K03413	banv:DJ46_477
ko:K03407	banv:DJ46_478
ko:K03407	banv:DJ46_479
ko:K02417	banv:DJ46_480
ko:K00575	banv:DJ46_483
ko:K09770	banv:DJ46_485
ko:K02396	banv:DJ46_487
ko:K02396	banv:DJ46_488
ko:K02397	banv:DJ46_489
ko:K02397	banv:DJ46_490
ko:K02407	banv:DJ46_491
ko:K02422	banv:DJ46_492
ko:K02387	banv:DJ46_494
ko:K02388	banv:DJ46_495
ko:K02408	banv:DJ46_496
ko:K02409	banv:DJ46_497
ko:K02410	banv:DJ46_499
ko:K02411	banv:DJ46_500
ko:K02412	banv:DJ46_501
ko:K02389	banv:DJ46_505
ko:K02390	banv:DJ46_506
ko:K03415	banv:DJ46_510
ko:K02406	banv:DJ46_523
ko:K02416	banv:DJ46_525
ko:K02416	banv:DJ46_526
ko:K02417	banv:DJ46_527
ko:K01449	banv:DJ46_1376
ko:K01426	banv:DJ46_1377
ko:K11635	banv:DJ46_1385
ko:K11636	banv:DJ46_1386
ko:K00003	banv:DJ46_1391
ko:K01921	banv:DJ46_1393
ko:K03707	banv:DJ46_1394
ko:K18234	banv:DJ46_1412
ko:K01779	banv:DJ46_1422
ko:K16924	banv:DJ46_1423
ko:K16786	banv:DJ46_1424
ko:K16787	banv:DJ46_1424
ko:K16785	banv:DJ46_1425
ko:K07697	banv:DJ46_1427
ko:K13955	banv:DJ46_1430
ko:K07222	banv:DJ46_2236
ko:K09936	banv:DJ46_2239
ko:K02016	banv:DJ46_2256
ko:K02015	banv:DJ46_2258
ko:K02015	banv:DJ46_2259
ko:K01176	banv:DJ46_2273
ko:K00675	banv:DJ46_2274
ko:K08602	banv:DJ46_2275
ko:K01126	banv:DJ46_2282
ko:K09699	banv:DJ46_3068
ko:K00167	banv:DJ46_3069
ko:K00166	banv:DJ46_3070
ko:K00382	banv:DJ46_3071
ko:K00929	banv:DJ46_3072
ko:K00263	banv:DJ46_3073
ko:K01126	banv:DJ46_3077
ko:K07699	banv:DJ46_3080
ko:K06399	banv:DJ46_3081
ko:K03631	banv:DJ46_3082
ko:K03402	banv:DJ46_3083
ko:K06442	banv:DJ46_3084
ko:K01662	banv:DJ46_3085
ko:K13789	banv:DJ46_3086
ko:K03602	banv:DJ46_3087
ko:K03601	banv:DJ46_3088
ko:K01491	banv:DJ46_3089
ko:K03625	banv:DJ46_3090
ko:K01961	banv:DJ46_3092
ko:K02160	banv:DJ46_3093
ko:K06397	banv:DJ46_3095
ko:K06396	banv:DJ46_3096
ko:K06395	banv:DJ46_3097
ko:K06394	banv:DJ46_3098
ko:K06393	banv:DJ46_3099
ko:K06392	banv:DJ46_3100
ko:K06391	banv:DJ46_3101
ko:K06390	banv:DJ46_3102
ko:K02356	banv:DJ46_3106
ko:K03786	banv:DJ46_3108
ko:K07025	banv:DJ46_3111
ko:K03716	banv:DJ46_3114
ko:K03800	banv:DJ46_3116
ko:K07052	banv:DJ46_3915
ko:K07516	banv:DJ46_3921
ko:K00318	banv:DJ46_3924
ko:K03406	banv:DJ46_3927
ko:K03294	banv:DJ46_3932
ko:K03217	banv:DJ46_3934
ko:K07729	banv:DJ46_3941
ko:K01874	banv:DJ46_3949
ko:K03406	banv:DJ46_3951
ko:K08777	banv:DJ46_3953
ko:K06911	banv:DJ46_3954
ko:K03455	banv:DJ46_3957
ko:K07228	banv:DJ46_3958
ko:K03310	banv:DJ46_3959
ko:K04047	banv:DJ46_3960
ko:K06966	banv:DJ46_3963
ko:K02217	banv:DJ46_3965
ko:K07148	banv:DJ46_3967
ko:K11535	banv:DJ46_3968
ko:K01628	banv:DJ46_4785
ko:K02015	banv:DJ46_4786
ko:K02015	banv:DJ46_4787
ko:K02016	banv:DJ46_4788
ko:K06325	banv:DJ46_4792
ko:K06325	banv:DJ46_4793
ko:K07074	banv:DJ46_4801
ko:K05548	banv:DJ46_4802
ko:K02029	banv:DJ46_4805
ko:K02030	banv:DJ46_4806
ko:K02028	banv:DJ46_4807
ko:K03406	banv:DJ46_4808
ko:K03406	banv:DJ46_4809
ko:K01187	banv:DJ46_4810
ko:K06896	banv:DJ46_4812
ko:K01421	banv:DJ46_4813
ko:K00878	banv:DJ46_4815
ko:K00788	banv:DJ46_4816
ko:K07791	banv:DJ46_4817
ko:K03406	banv:DJ46_4818
ko:K02049	banv:DJ46_4822
ko:K01183	banv:DJ46_4824
ko:K07729	banv:DJ46_4830
ko:K06902	banv:DJ46_4832
ko:K01881	banv:DJ46_4835
ko:K00759	banv:DJ46_5682
ko:K00012	banv:DJ46_5697
ko:K00963	banv:DJ46_5699
ko:K00752	banv:DJ46_5700
ko:K16013	banv:DJ46_753
ko:K16012	banv:DJ46_754
ko:K07078	banv:DJ46_759
ko:K18104	banv:DJ46_762
ko:K18104	banv:DJ46_763
ko:K00059	banv:DJ46_767
ko:K07006	banv:DJ46_772
ko:K00003	banv:DJ46_773
ko:K01733	banv:DJ46_774
ko:K00872	banv:DJ46_775
ko:K07507	banv:DJ46_784
ko:K00666	banv:DJ46_788
ko:K15652	banv:DJ46_791
ko:K08221	banv:DJ46_794
ko:K08221	banv:DJ46_795
ko:K06895	banv:DJ46_796
ko:K07001	banv:DJ46_798
ko:K01916	banv:DJ46_804
ko:K11636	banv:DJ46_805
ko:K11636	banv:DJ46_806
ko:K13275	banv:DJ46_808
ko:K02372	banv:DJ46_1668
ko:K09680	banv:DJ46_1669
ko:K01992	banv:DJ46_1672
ko:K01990	banv:DJ46_1673
ko:K04091	banv:DJ46_1684
ko:K15554	banv:DJ46_1685
ko:K15553	banv:DJ46_1686
ko:K15555	banv:DJ46_1687
ko:K03088	banv:DJ46_2508
ko:K01915	banv:DJ46_2537
ko:K03713	banv:DJ46_2538
ko:K03665	banv:DJ46_2541
ko:K06413	banv:DJ46_2543
ko:K03666	banv:DJ46_2547
ko:K00791	banv:DJ46_2548
ko:K02016	banv:DJ46_3326
ko:K06318	banv:DJ46_3327
ko:K06370	banv:DJ46_3333
ko:K03517	banv:DJ46_3334
ko:K00767	banv:DJ46_3335
ko:K00278	banv:DJ46_3336
ko:K04487	banv:DJ46_3337
ko:K07105	banv:DJ46_3338
