ko:K07046	bpk:BBK_3654
ko:K01997	bpk:BBK_1383
ko:K01998	bpk:BBK_1384
ko:K01995	bpk:BBK_1385
ko:K01996	bpk:BBK_1386
ko:K01156	bpk:BBK_1389
ko:K07316	bpk:BBK_1390
ko:K07649	bpk:BBK_1394
ko:K02050	bpk:BBK_1395
ko:K02049	bpk:BBK_1396
ko:K02051	bpk:BBK_1397
ko:K02421	bpk:BBK_1401
ko:K02420	bpk:BBK_1402
ko:K02419	bpk:BBK_1403
ko:K02418	bpk:BBK_1404
ko:K02417	bpk:BBK_1405
ko:K09941	bpk:BBK_1823
ko:K04046	bpk:BBK_1827
ko:K03704	bpk:BBK_1830
ko:K03186	bpk:BBK_1833
ko:K07390	bpk:BBK_1834
ko:K02493	bpk:BBK_1835
ko:K02835	bpk:BBK_1836
ko:K02492	bpk:BBK_1837
ko:K01262	bpk:BBK_1839
ko:K01560	bpk:BBK_1841
ko:K01126	bpk:BBK_1844
ko:K11735	bpk:BBK_1846
ko:K06942	bpk:BBK_1850
ko:K01784	bpk:BBK_2269
ko:K01784	bpk:BBK_2274
ko:K15778	bpk:BBK_2278
ko:K02841	bpk:BBK_2279
ko:K02527	bpk:BBK_2281
ko:K00077	bpk:BBK_2892
ko:K00865	bpk:BBK_2894
ko:K03545	bpk:BBK_2895
ko:K01358	bpk:BBK_2896
ko:K03544	bpk:BBK_2897
ko:K01338	bpk:BBK_2898
ko:K03770	bpk:BBK_2905
ko:K10804	bpk:BBK_2906
ko:K02003	bpk:BBK_2907
ko:K01810	bpk:BBK_2908
ko:K00285	bpk:BBK_2910
ko:K01952	bpk:BBK_2911
ko:K03824	bpk:BBK_2912
ko:K03769	bpk:BBK_2913
ko:K05527	bpk:BBK_2914
ko:K06190	bpk:BBK_2915
ko:K07305	bpk:BBK_2916
ko:K07516	bpk:BBK_2919
ko:K08281	bpk:BBK_2920
ko:K00626	bpk:BBK_2921
ko:K06980	bpk:BBK_2930
ko:K07082	bpk:BBK_2931
ko:K00943	bpk:BBK_2932
ko:K02341	bpk:BBK_2933
ko:K00140	bpk:BBK_3743
ko:K00822	bpk:BBK_3745
ko:K00694	bpk:BBK_3752
ko:K00666	bpk:BBK_3757
ko:K07644	bpk:BBK_3759
ko:K00375	bpk:BBK_3761
ko:K04064	bpk:BBK_3763
ko:K00208	bpk:BBK_3765
ko:K16137	bpk:BBK_3769
ko:K03928	bpk:BBK_3772
ko:K01775	bpk:BBK_3777
ko:K07140	bpk:BBK_3783
ko:K07649	bpk:BBK_3784
ko:K07774	bpk:BBK_3785
ko:K02012	bpk:BBK_3786
ko:K02011	bpk:BBK_3787
ko:K02010	bpk:BBK_3788
ko:K02510	bpk:BBK_3791
ko:K07223	bpk:BBK_4595
ko:K06147	bpk:BBK_4597
ko:K01867	bpk:BBK_4600
ko:K07052	bpk:BBK_4602
ko:K01560	bpk:BBK_4605
ko:K13491	bpk:BBK_4606
ko:K13490	bpk:BBK_4607
ko:K13489	bpk:BBK_4608
ko:K13486	bpk:BBK_4610
ko:K13488	bpk:BBK_4611
ko:K13487	bpk:BBK_4612
ko:K01652	bpk:BBK_4617
ko:K03316	bpk:BBK_4618
ko:K02503	bpk:BBK_4622
ko:K03381	bpk:BBK_4630
ko:K03464	bpk:BBK_4631
ko:K02300	bpk:BBK_4632
ko:K02299	bpk:BBK_4633
ko:K02298	bpk:BBK_4634
ko:K02297	bpk:BBK_4635
ko:K00219	bpk:BBK_4636
ko:K05549	bpk:BBK_4642
ko:K05550	bpk:BBK_4643
ko:K05784	bpk:BBK_4644
ko:K05783	bpk:BBK_4645
ko:K17205	bpk:BBK_5457
ko:K00065	bpk:BBK_5458
ko:K05878	bpk:BBK_5460
ko:K05879	bpk:BBK_5461
ko:K02073	bpk:BBK_5466
ko:K06987	bpk:BBK_5467
ko:K03430	bpk:BBK_5712
ko:K01841	bpk:BBK_5714
ko:K11900	bpk:BBK_5722
ko:K11903	bpk:BBK_5723
ko:K11897	bpk:BBK_5724
ko:K11896	bpk:BBK_5725
ko:K11895	bpk:BBK_5726
ko:K11907	bpk:BBK_5728
ko:K02050	bpk:BBK_771
ko:K02049	bpk:BBK_772
ko:K06917	bpk:BBK_774
ko:K03776	bpk:BBK_779
ko:K01684	bpk:BBK_786
ko:K07245	bpk:BBK_787
ko:K11927	bpk:BBK_790
ko:K12371	bpk:BBK_1214
ko:K12370	bpk:BBK_1215
ko:K12369	bpk:BBK_1216
ko:K12368	bpk:BBK_1217
ko:K01338	bpk:BBK_1222
ko:K00528	bpk:BBK_1226
ko:K03294	bpk:BBK_1229
ko:K07402	bpk:BBK_1230
ko:K09939	bpk:BBK_1231
ko:K04061	bpk:BBK_1232
ko:K02423	bpk:BBK_1235
ko:K02422	bpk:BBK_1236
ko:K02408	bpk:BBK_1237
ko:K02409	bpk:BBK_1238
ko:K02410	bpk:BBK_1239
ko:K02411	bpk:BBK_1240
ko:K02950	bpk:BBK_1656
ko:K02992	bpk:BBK_1657
ko:K02355	bpk:BBK_1658
ko:K02358	bpk:BBK_1659
ko:K02946	bpk:BBK_1660
ko:K02906	bpk:BBK_1661
ko:K02926	bpk:BBK_1662
ko:K02892	bpk:BBK_1663
ko:K02886	bpk:BBK_1664
ko:K02965	bpk:BBK_1665
ko:K02890	bpk:BBK_1666
ko:K02982	bpk:BBK_1667
ko:K02904	bpk:BBK_1669
ko:K02961	bpk:BBK_1670
ko:K02874	bpk:BBK_1671
ko:K02895	bpk:BBK_1672
ko:K02931	bpk:BBK_1673
ko:K02954	bpk:BBK_1674
ko:K02994	bpk:BBK_1675
ko:K02933	bpk:BBK_1676
ko:K02881	bpk:BBK_1677
ko:K02988	bpk:BBK_1678
ko:K02907	bpk:BBK_1679
ko:K02876	bpk:BBK_1680
ko:K03076	bpk:BBK_1681
ko:K02518	bpk:BBK_1682
ko:K02919	bpk:BBK_1683
ko:K02952	bpk:BBK_1684
ko:K02948	bpk:BBK_1685
ko:K00858	bpk:BBK_2097
ko:K03705	bpk:BBK_2098
ko:K01772	bpk:BBK_2099
ko:K04762	bpk:BBK_2100
ko:K03687	bpk:BBK_2101
ko:K03686	bpk:BBK_2104
ko:K03342	bpk:BBK_2105
ko:K00606	bpk:BBK_2106
ko:K00950	bpk:BBK_2108
ko:K00970	bpk:BBK_2109
ko:K10763	bpk:BBK_2111
ko:K01933	bpk:BBK_2112
ko:K00791	bpk:BBK_2114
ko:K03572	bpk:BBK_2115
ko:K03975	bpk:BBK_2116
ko:K03442	bpk:BBK_2117
ko:K07266	bpk:BBK_2120
ko:K01991	bpk:BBK_2122
ko:K10107	bpk:BBK_2123
ko:K10016	bpk:BBK_2562
ko:K10015	bpk:BBK_2563
ko:K06447	bpk:BBK_2569
ko:K01484	bpk:BBK_2570
ko:K05526	bpk:BBK_2571
ko:K00799	bpk:BBK_2572
ko:K10013	bpk:BBK_2573
ko:K10255	bpk:BBK_2574
ko:K02300	bpk:BBK_2575
ko:K02299	bpk:BBK_2576
ko:K02298	bpk:BBK_2577
ko:K02297	bpk:BBK_2578
ko:K13771	bpk:BBK_2580
ko:K04488	bpk:BBK_2583
ko:K11717	bpk:BBK_2584
ko:K09015	bpk:BBK_2585
ko:K09013	bpk:BBK_2586
ko:K09014	bpk:BBK_2587
ko:K07234	bpk:BBK_2588
ko:K00459	bpk:BBK_2593
ko:K08303	bpk:BBK_2594
ko:K04561	bpk:BBK_2604
ko:K01669	bpk:BBK_2607
ko:K00860	bpk:BBK_2608
ko:K02834	bpk:BBK_3414
ko:K02519	bpk:BBK_3415
ko:K02600	bpk:BBK_3416
ko:K09748	bpk:BBK_3417
ko:K06178	bpk:BBK_3418
ko:K06024	bpk:BBK_3419
ko:K07287	bpk:BBK_3428
ko:K04764	bpk:BBK_3435
ko:K01890	bpk:BBK_3436
ko:K01889	bpk:BBK_3437
ko:K02887	bpk:BBK_3438
ko:K02916	bpk:BBK_3439
ko:K02520	bpk:BBK_3440
ko:K01868	bpk:BBK_3441
ko:K00951	bpk:BBK_3443
ko:K01029	bpk:BBK_3451
ko:K01028	bpk:BBK_3452
ko:K15977	bpk:BBK_3455
ko:K14645	bpk:BBK_3460
ko:K01531	bpk:BBK_3462
ko:K03230	bpk:BBK_4276
ko:K03229	bpk:BBK_4277
ko:K03222	bpk:BBK_4280
ko:K03223	bpk:BBK_4282
ko:K03224	bpk:BBK_4283
ko:K03228	bpk:BBK_4285
ko:K00836	bpk:BBK_4293
ko:K00156	bpk:BBK_4295
ko:K07152	bpk:BBK_4309
ko:K08195	bpk:BBK_4311
ko:K05349	bpk:BBK_4315
ko:K01426	bpk:BBK_4317
ko:K03088	bpk:BBK_5133
ko:K00639	bpk:BBK_5143
ko:K00060	bpk:BBK_5144
ko:K09958	bpk:BBK_5147
ko:K07246	bpk:BBK_5149
ko:K16135	bpk:BBK_5150
ko:K00799	bpk:BBK_5153
ko:K07001	bpk:BBK_5155
ko:K00019	bpk:BBK_5156
ko:K01574	bpk:BBK_5157
ko:K09930	bpk:BBK_5164
ko:K06895	bpk:BBK_5168
ko:K05596	bpk:BBK_5169
ko:K01053	bpk:BBK_5174
ko:K00640	bpk:BBK_5177
ko:K01495	bpk:BBK_5179
ko:K00481	bpk:BBK_5181
ko:K01031	bpk:BBK_5182
ko:K01032	bpk:BBK_5183
ko:K01857	bpk:BBK_5184
ko:K01055	bpk:BBK_5185
ko:K00471	bpk:BBK_6001
ko:K00941	bpk:BBK_6007
ko:K01537	bpk:BBK_6011
ko:K07282	bpk:BBK_6015
ko:K03607	bpk:BBK_6020
ko:K00259	bpk:BBK_6022
ko:K10013	bpk:BBK_5470
ko:K03762	bpk:BBK_5474
ko:K02624	bpk:BBK_5476
ko:K03776	bpk:BBK_5479
ko:K00135	bpk:BBK_5484
ko:K00823	bpk:BBK_5485
ko:K00375	bpk:BBK_5487
ko:K01008	bpk:BBK_5494
ko:K07088	bpk:BBK_5508
ko:K00645	bpk:BBK_5510
ko:K14232	bpk:BBK_145
ko:K14232	bpk:BBK_3431
ko:K07107	bpk:BBK_4
ko:K00311	bpk:BBK_6
ko:K01736	bpk:BBK_7
ko:K07058	bpk:BBK_11
ko:K03809	bpk:BBK_12
ko:K03406	bpk:BBK_22
ko:K08223	bpk:BBK_23
ko:K01243	bpk:BBK_24
ko:K03657	bpk:BBK_25
ko:K01873	bpk:BBK_26
ko:K00963	bpk:BBK_27
ko:K00010	bpk:BBK_34
ko:K00010	bpk:BBK_35
ko:K02057	bpk:BBK_38
ko:K02056	bpk:BBK_39
ko:K03338	bpk:BBK_40
ko:K03336	bpk:BBK_41
ko:K03335	bpk:BBK_42
ko:K03337	bpk:BBK_43
ko:K01996	bpk:BBK_44
ko:K01995	bpk:BBK_45
ko:K01998	bpk:BBK_45
ko:K01997	bpk:BBK_46
ko:K07107	bpk:BBK_47
ko:K01872	bpk:BBK_54
ko:K04062	bpk:BBK_56
ko:K01692	bpk:BBK_1073
ko:K16171	bpk:BBK_1074
ko:K00548	bpk:BBK_1079
ko:K00548	bpk:BBK_1080
ko:K01887	bpk:BBK_1082
ko:K03673	bpk:BBK_1084
ko:K12368	bpk:BBK_1088
ko:K00906	bpk:BBK_1091
ko:K01673	bpk:BBK_1092
ko:K00626	bpk:BBK_1093
ko:K09858	bpk:BBK_1095
ko:K00833	bpk:BBK_1097
ko:K00652	bpk:BBK_1098
ko:K01935	bpk:BBK_1099
ko:K01012	bpk:BBK_1100
ko:K06201	bpk:BBK_1101
ko:K03406	bpk:BBK_1525
ko:K00648	bpk:BBK_1538
ko:K02078	bpk:BBK_1539
ko:K00648	bpk:BBK_1540
ko:K01591	bpk:BBK_1959
ko:K03743	bpk:BBK_1960
ko:K01095	bpk:BBK_1961
ko:K00946	bpk:BBK_1962
ko:K00029	bpk:BBK_1963
ko:K09761	bpk:BBK_1966
ko:K00797	bpk:BBK_1968
ko:K00615	bpk:BBK_1969
ko:K00134	bpk:BBK_1970
ko:K01725	bpk:BBK_1972
ko:K01673	bpk:BBK_1973
ko:K11921	bpk:BBK_1974
ko:K11103	bpk:BBK_1976
ko:K01477	bpk:BBK_1977
ko:K01483	bpk:BBK_1978
ko:K03711	bpk:BBK_1979
ko:K06186	bpk:BBK_1980
ko:K00215	bpk:BBK_1981
ko:K03561	bpk:BBK_1982
ko:K03559	bpk:BBK_1983
ko:K01869	bpk:BBK_1984
ko:K03643	bpk:BBK_1985
ko:K00989	bpk:BBK_2371
ko:K03841	bpk:BBK_2397
ko:K03576	bpk:BBK_2398
ko:K00549	bpk:BBK_2399
ko:K01256	bpk:BBK_2400
ko:K06901	bpk:BBK_2404
ko:K07402	bpk:BBK_2406
ko:K03611	bpk:BBK_2407
ko:K02433	bpk:BBK_2408
ko:K00126	bpk:BBK_2415
ko:K00123	bpk:BBK_2416
ko:K00124	bpk:BBK_2417
ko:K00135	bpk:BBK_3153
ko:K13472	bpk:BBK_3161
ko:K12541	bpk:BBK_3162
ko:K12542	bpk:BBK_3163
ko:K00860	bpk:BBK_3166
ko:K01745	bpk:BBK_3174
ko:K01712	bpk:BBK_3176
ko:K09703	bpk:BBK_3177
ko:K01466	bpk:BBK_3179
ko:K06016	bpk:BBK_3180
ko:K03088	bpk:BBK_3184
ko:K15977	bpk:BBK_3187
ko:K09930	bpk:BBK_3189
ko:K01434	bpk:BBK_3193
ko:K00612	bpk:BBK_3194
ko:K01620	bpk:BBK_3198
ko:K01755	bpk:BBK_3199
ko:K01738	bpk:BBK_3200
ko:K01755	bpk:BBK_3204
ko:K01940	bpk:BBK_3205
ko:K03224	bpk:BBK_4003
ko:K03223	bpk:BBK_4004
ko:K03222	bpk:BBK_4006
ko:K03229	bpk:BBK_4009
ko:K03230	bpk:BBK_4010
ko:K03225	bpk:BBK_4012
ko:K03226	bpk:BBK_4013
ko:K03227	bpk:BBK_4014
ko:K03220	bpk:BBK_4016
ko:K02002	bpk:BBK_4032
ko:K02001	bpk:BBK_4034
ko:K02000	bpk:BBK_4035
ko:K00299	bpk:BBK_4037
ko:K03325	bpk:BBK_4043
ko:K01968	bpk:BBK_4055
ko:K13766	bpk:BBK_4056
ko:K11900	bpk:BBK_4864
ko:K11902	bpk:BBK_4866
ko:K11890	bpk:BBK_4869
ko:K11891	bpk:BBK_4870
ko:K11892	bpk:BBK_4871
ko:K11893	bpk:BBK_4872
ko:K11906	bpk:BBK_4873
ko:K07169	bpk:BBK_4875
ko:K01753	bpk:BBK_4883
ko:K04487	bpk:BBK_4889
ko:K00101	bpk:BBK_4893
ko:K16856	bpk:BBK_4894
ko:K10823	bpk:BBK_4907
ko:K15583	bpk:BBK_4908
ko:K15582	bpk:BBK_4909
ko:K15581	bpk:BBK_4910
ko:K15580	bpk:BBK_4911
ko:K03305	bpk:BBK_4914
ko:K12990	bpk:BBK_5745
ko:K03543	bpk:BBK_5747
ko:K01322	bpk:BBK_5748
ko:K00640	bpk:BBK_5750
ko:K11717	bpk:BBK_5753
ko:K07112	bpk:BBK_5757
ko:K07112	bpk:BBK_5758
ko:K03710	bpk:BBK_5768
ko:K01870	bpk:BBK_5782
ko:K17103	bpk:BBK_334
ko:K01613	bpk:BBK_335
ko:K00053	bpk:BBK_336
ko:K01653	bpk:BBK_337
ko:K01652	bpk:BBK_338
ko:K03088	bpk:BBK_339
ko:K00901	bpk:BBK_345
ko:K06966	bpk:BBK_347
ko:K01426	bpk:BBK_351
ko:K06886	bpk:BBK_354
ko:K02004	bpk:BBK_355
ko:K09712	bpk:BBK_358
ko:K07667	bpk:BBK_359
ko:K07646	bpk:BBK_360
ko:K01548	bpk:BBK_361
ko:K01547	bpk:BBK_362
ko:K01546	bpk:BBK_363
ko:K01734	bpk:BBK_366
ko:K00059	bpk:BBK_368
ko:K00761	bpk:BBK_369
ko:K01945	bpk:BBK_371
ko:K00228	bpk:BBK_372
ko:K00969	bpk:BBK_373
ko:K09710	bpk:BBK_374
ko:K00783	bpk:BBK_375
ko:K06287	bpk:BBK_376
ko:K08301	bpk:BBK_377
ko:K16345	bpk:BBK_378
ko:K03088	bpk:BBK_385
ko:K02444	bpk:BBK_794
ko:K00111	bpk:BBK_797
ko:K00864	bpk:BBK_798
ko:K02440	bpk:BBK_799
ko:K00800	bpk:BBK_801
ko:K00800	bpk:BBK_802
ko:K01953	bpk:BBK_803
ko:K02858	bpk:BBK_807
ko:K06168	bpk:BBK_811
ko:K07042	bpk:BBK_813
ko:K07232	bpk:BBK_814
ko:K06189	bpk:BBK_815
ko:K03820	bpk:BBK_816
ko:K01878	bpk:BBK_817
ko:K01879	bpk:BBK_818
ko:K03273	bpk:BBK_819
ko:K00655	bpk:BBK_820
ko:K07043	bpk:BBK_821
ko:K02412	bpk:BBK_1241
ko:K02413	bpk:BBK_1242
ko:K02414	bpk:BBK_1243
ko:K09456	bpk:BBK_1245
ko:K00154	bpk:BBK_1246
ko:K08224	bpk:BBK_1250
ko:K00789	bpk:BBK_1257
ko:K02517	bpk:BBK_1258
ko:K01778	bpk:BBK_1259
ko:K09921	bpk:BBK_1260
ko:K03733	bpk:BBK_1261
ko:K06969	bpk:BBK_1262
ko:K06204	bpk:BBK_1264
ko:K01419	bpk:BBK_1265
ko:K03667	bpk:BBK_1266
ko:K15012	bpk:BBK_1267
ko:K15011	bpk:BBK_1268
ko:K02878	bpk:BBK_1668
ko:K02986	bpk:BBK_1686
ko:K03040	bpk:BBK_1687
ko:K02879	bpk:BBK_1688
ko:K07130	bpk:BBK_658
ko:K01556	bpk:BBK_659
ko:K00453	bpk:BBK_660
ko:K08195	bpk:BBK_661
ko:K00077	bpk:BBK_662
ko:K00141	bpk:BBK_663
ko:K01576	bpk:BBK_664
ko:K00007	bpk:BBK_666
ko:K00854	bpk:BBK_667
ko:K10111	bpk:BBK_673
ko:K10229	bpk:BBK_675
ko:K10228	bpk:BBK_676
ko:K10227	bpk:BBK_677
ko:K16371	bpk:BBK_678
ko:K00847	bpk:BBK_679
ko:K09823	bpk:BBK_681
ko:K02077	bpk:BBK_682
ko:K02074	bpk:BBK_684
ko:K02075	bpk:BBK_685
ko:K01070	bpk:BBK_686
ko:K00121	bpk:BBK_687
ko:K00854	bpk:BBK_689
ko:K03585	bpk:BBK_694
ko:K03577	bpk:BBK_695
ko:K02484	bpk:BBK_700
ko:K07259	bpk:BBK_702
ko:K07566	bpk:BBK_705
ko:K01589	bpk:BBK_706
ko:K01588	bpk:BBK_707
ko:K01923	bpk:BBK_708
ko:K02803	bpk:BBK_963
ko:K02804	bpk:BBK_963
ko:K01443	bpk:BBK_966
ko:K03710	bpk:BBK_967
ko:K01586	bpk:BBK_976
ko:K01990	bpk:BBK_983
ko:K01992	bpk:BBK_984
ko:K00836	bpk:BBK_986
ko:K14162	bpk:BBK_990
ko:K02416	bpk:BBK_1406
ko:K02415	bpk:BBK_1407
ko:K03446	bpk:BBK_1411
ko:K02463	bpk:BBK_1415
ko:K02462	bpk:BBK_1416
ko:K02461	bpk:BBK_1417
ko:K02460	bpk:BBK_1418
ko:K02459	bpk:BBK_1419
ko:K02458	bpk:BBK_1420
ko:K02457	bpk:BBK_1421
ko:K02456	bpk:BBK_1422
ko:K02455	bpk:BBK_1423
ko:K02454	bpk:BBK_1424
ko:K02453	bpk:BBK_1425
ko:K03530	bpk:BBK_1428
ko:K15461	bpk:BBK_1429
ko:K06048	bpk:BBK_1431
ko:K01951	bpk:BBK_1433
ko:K03981	bpk:BBK_1854
ko:K01118	bpk:BBK_1856
ko:K03648	bpk:BBK_1857
ko:K01609	bpk:BBK_1859
ko:K00766	bpk:BBK_1860
ko:K01657	bpk:BBK_1862
ko:K01091	bpk:BBK_1863
ko:K01783	bpk:BBK_1864
ko:K06195	bpk:BBK_1865
ko:K08304	bpk:BBK_1867
ko:K01912	bpk:BBK_1868
ko:K15866	bpk:BBK_1870
ko:K01692	bpk:BBK_1873
ko:K03189	bpk:BBK_2282
ko:K03188	bpk:BBK_2283
ko:K03187	bpk:BBK_2284
ko:K01428	bpk:BBK_2285
ko:K01429	bpk:BBK_2286
ko:K01430	bpk:BBK_2287
ko:K03190	bpk:BBK_2288
ko:K11963	bpk:BBK_2289
ko:K11962	bpk:BBK_2290
ko:K11961	bpk:BBK_2291
ko:K11960	bpk:BBK_2292
ko:K11959	bpk:BBK_2293
ko:K00822	bpk:BBK_2294
ko:K00573	bpk:BBK_2296
ko:K06940	bpk:BBK_2299
ko:K06153	bpk:BBK_2301
ko:K03439	bpk:BBK_2302
ko:K03823	bpk:BBK_2934
ko:K03424	bpk:BBK_2935
ko:K01424	bpk:BBK_2945
ko:K01608	bpk:BBK_2949
ko:K02275	bpk:BBK_2951
ko:K03088	bpk:BBK_2953
ko:K02990	bpk:BBK_2955
ko:K02686	bpk:BBK_2956
ko:K02963	bpk:BBK_2957
ko:K02939	bpk:BBK_2958
ko:K07220	bpk:BBK_2960
ko:K03306	bpk:BBK_2961
ko:K07175	bpk:BBK_2963
ko:K03564	bpk:BBK_2964
ko:K00604	bpk:BBK_2967
ko:K10012	bpk:BBK_2968
ko:K14260	bpk:BBK_2973
ko:K00003	bpk:BBK_2974
ko:K01733	bpk:BBK_2975
ko:K03750	bpk:BBK_2976
ko:K03636	bpk:BBK_2977
ko:K03635	bpk:BBK_2978
ko:K06886	bpk:BBK_2979
ko:K13771	bpk:BBK_2980
ko:K03695	bpk:BBK_2981
ko:K01607	bpk:BBK_2985
ko:K03327	bpk:BBK_2986
ko:K02509	bpk:BBK_3793
ko:K01826	bpk:BBK_3794
ko:K00455	bpk:BBK_3795
ko:K00151	bpk:BBK_3796
ko:K05921	bpk:BBK_3797
ko:K05921	bpk:BBK_3798
ko:K02484	bpk:BBK_3803
ko:K07302	bpk:BBK_3810
ko:K07303	bpk:BBK_3811
ko:K01953	bpk:BBK_3813
ko:K02164	bpk:BBK_3817
ko:K01194	bpk:BBK_3819
ko:K09927	bpk:BBK_3821
ko:K01281	bpk:BBK_3834
ko:K13633	bpk:BBK_3841
ko:K11733	bpk:BBK_4651
ko:K07044	bpk:BBK_4652
ko:K07576	bpk:BBK_4653
ko:K00023	bpk:BBK_4654
ko:K13953	bpk:BBK_4656
ko:K06966	bpk:BBK_4660
ko:K00860	bpk:BBK_4664
ko:K03406	bpk:BBK_4666
ko:K02005	bpk:BBK_4670
ko:K02003	bpk:BBK_4671
ko:K02004	bpk:BBK_4672
ko:K01993	bpk:BBK_4677
ko:K13926	bpk:BBK_4678
ko:K03406	bpk:BBK_4681
ko:K13953	bpk:BBK_4684
ko:K02115	bpk:BBK_4685
ko:K02111	bpk:BBK_4686
ko:K02109	bpk:BBK_4687
ko:K02110	bpk:BBK_4688
ko:K02108	bpk:BBK_4689
ko:K02116	bpk:BBK_4691
ko:K02114	bpk:BBK_4692
ko:K02112	bpk:BBK_4693
ko:K03821	bpk:BBK_4694
ko:K00625	bpk:BBK_4695
ko:K00925	bpk:BBK_4696
ko:K16370	bpk:BBK_4697
ko:K01489	bpk:BBK_4699
ko:K01586	bpk:BBK_5513
ko:K00053	bpk:BBK_5516
ko:K00137	bpk:BBK_5518
ko:K02073	bpk:BBK_5525
ko:K02071	bpk:BBK_5527
ko:K02072	bpk:BBK_5528
ko:K00782	bpk:BBK_5535
ko:K03303	bpk:BBK_5536
ko:K15977	bpk:BBK_5537
ko:K12658	bpk:BBK_5544
ko:K00457	bpk:BBK_5551
ko:K03786	bpk:BBK_5552
ko:K00014	bpk:BBK_5553
ko:K03430	bpk:BBK_5555
ko:K11081	bpk:BBK_5556
ko:K11084	bpk:BBK_5557
ko:K11083	bpk:BBK_5558
ko:K11082	bpk:BBK_5559
ko:K03926	bpk:BBK_1689
ko:K04084	bpk:BBK_1690
ko:K01698	bpk:BBK_1691
ko:K03978	bpk:BBK_1692
ko:K07399	bpk:BBK_1694
ko:K17247	bpk:BBK_1697
ko:K01586	bpk:BBK_1698
ko:K06202	bpk:BBK_1700
ko:K05366	bpk:BBK_1701
ko:K02666	bpk:BBK_1705
ko:K00891	bpk:BBK_1706
ko:K01735	bpk:BBK_1707
ko:K01129	bpk:BBK_1708
ko:K05813	bpk:BBK_1709
ko:K05814	bpk:BBK_1710
ko:K05815	bpk:BBK_1711
ko:K04043	bpk:BBK_2103
ko:K09688	bpk:BBK_2124
ko:K09689	bpk:BBK_2126
ko:K01711	bpk:BBK_2133
ko:K07031	bpk:BBK_2134
ko:K03271	bpk:BBK_2135
ko:K03273	bpk:BBK_2137
ko:K07265	bpk:BBK_2139
ko:K02535	bpk:BBK_2143
ko:K06133	bpk:BBK_2612
ko:K01745	bpk:BBK_2613
ko:K05836	bpk:BBK_2614
ko:K01712	bpk:BBK_2615
ko:K09975	bpk:BBK_2616
ko:K01468	bpk:BBK_2617
ko:K05603	bpk:BBK_2618
ko:K07010	bpk:BBK_2620
ko:K01915	bpk:BBK_2621
ko:K12256	bpk:BBK_2622
ko:K14682	bpk:BBK_2632
ko:K03578	bpk:BBK_2633
ko:K01915	bpk:BBK_2639
ko:K07708	bpk:BBK_2640
ko:K07712	bpk:BBK_2641
ko:K01142	bpk:BBK_2642
ko:K07673	bpk:BBK_2644
ko:K00374	bpk:BBK_2645
ko:K00373	bpk:BBK_2646
ko:K00371	bpk:BBK_2647
ko:K00370	bpk:BBK_2648
ko:K02575	bpk:BBK_2649
ko:K02575	bpk:BBK_2650
ko:K02346	bpk:BBK_2652
ko:K01414	bpk:BBK_2653
ko:K01491	bpk:BBK_2654
ko:K00163	bpk:BBK_2657
ko:K00627	bpk:BBK_2658
ko:K00382	bpk:BBK_2659
ko:K07262	bpk:BBK_2661
ko:K03322	bpk:BBK_3469
ko:K01569	bpk:BBK_3470
ko:K02035	bpk:BBK_3471
ko:K07394	bpk:BBK_3472
ko:K12685	bpk:BBK_3473
ko:K08641	bpk:BBK_3481
ko:K02035	bpk:BBK_3482
ko:K02033	bpk:BBK_3483
ko:K02034	bpk:BBK_3484
ko:K06194	bpk:BBK_3490
ko:K01607	bpk:BBK_3497
ko:K10716	bpk:BBK_3499
ko:K03406	bpk:BBK_3504
ko:K03823	bpk:BBK_3508
ko:K15553	bpk:BBK_3510
ko:K07044	bpk:BBK_3514
ko:K03762	bpk:BBK_3516
ko:K09957	bpk:BBK_3521
ko:K00675	bpk:BBK_3522
ko:K07733	bpk:BBK_4374
ko:K03833	bpk:BBK_4375
ko:K01042	bpk:BBK_4376
ko:K02380	bpk:BBK_4377
ko:K00127	bpk:BBK_4378
ko:K00124	bpk:BBK_4379
ko:K00123	bpk:BBK_4380
ko:K00123	bpk:BBK_4381
ko:K02030	bpk:BBK_4384
ko:K01607	bpk:BBK_5186
ko:K08195	bpk:BBK_5187
ko:K03701	bpk:BBK_5190
ko:K10125	bpk:BBK_5195
ko:K10126	bpk:BBK_5196
ko:K01114	bpk:BBK_5201
ko:K11071	bpk:BBK_5208
ko:K11070	bpk:BBK_5209
ko:K11069	bpk:BBK_5210
ko:K03671	bpk:BBK_5216
ko:K02274	bpk:BBK_5219
ko:K07345	bpk:BBK_5227
ko:K15540	bpk:BBK_5228
ko:K07347	bpk:BBK_5229
ko:K07345	bpk:BBK_5230
ko:K11892	bpk:BBK_5231
ko:K11901	bpk:BBK_5233
ko:K11900	bpk:BBK_5234
ko:K11903	bpk:BBK_5235
ko:K11906	bpk:BBK_5236
ko:K11893	bpk:BBK_5237
ko:K11892	bpk:BBK_5238
ko:K11891	bpk:BBK_5239
ko:K00694	bpk:BBK_6079
ko:K01738	bpk:BBK_6094
ko:K09129	bpk:BBK_6095
ko:K15725	bpk:BBK_6098
ko:K15727	bpk:BBK_6099
ko:K15726	bpk:BBK_6100
ko:K07665	bpk:BBK_6101
ko:K07644	bpk:BBK_6102
ko:K00128	bpk:BBK_3146
ko:K01886	bpk:BBK_57
ko:K01207	bpk:BBK_62
