ko:K21147	lph:LPV_1705
ko:K02992	lph:LPV_0415
ko:K02355	lph:LPV_0416
ko:K02358	lph:LPV_0417
ko:K02946	lph:LPV_0418
ko:K02906	lph:LPV_0419
ko:K02926	lph:LPV_0420
ko:K02892	lph:LPV_0423
ko:K02886	lph:LPV_0424
ko:K02965	lph:LPV_0426
ko:K02890	lph:LPV_0427
ko:K02982	lph:LPV_0428
ko:K02878	lph:LPV_0429
ko:K02904	lph:LPV_0430
ko:K02961	lph:LPV_0431
ko:K02874	lph:LPV_0432
ko:K02895	lph:LPV_0433
ko:K02931	lph:LPV_0434
ko:K02954	lph:LPV_0435
ko:K02994	lph:LPV_0436
ko:K02933	lph:LPV_0437
ko:K01438	lph:LPV_1317
ko:K00876	lph:LPV_1319
ko:K09767	lph:LPV_1321
ko:K04069	lph:LPV_1325
ko:K02668	lph:LPV_1328
ko:K02667	lph:LPV_1329
ko:K11752	lph:LPV_1333
ko:K00793	lph:LPV_1334
ko:K14652	lph:LPV_1335
ko:K00794	lph:LPV_1336
ko:K01937	lph:LPV_1338
ko:K01627	lph:LPV_1339
ko:K05807	lph:LPV_1342
ko:K03554	lph:LPV_1343
ko:K03549	lph:LPV_1344
ko:K06969	lph:LPV_1346
ko:K01207	lph:LPV_1347
ko:K11755	lph:LPV_1349
ko:K02500	lph:LPV_1350
ko:K01814	lph:LPV_1351
ko:K02501	lph:LPV_1352
ko:K01089	lph:LPV_1353
ko:K00817	lph:LPV_1354
ko:K00013	lph:LPV_1355
ko:K00765	lph:LPV_1356
ko:K00425	lph:LPV_1359
ko:K00426	lph:LPV_1360
ko:K00762	lph:LPV_1361
ko:K03704	lph:LPV_1362
ko:K00074	lph:LPV_2235
ko:K16137	lph:LPV_2266
ko:K08296	lph:LPV_2288
ko:K00858	lph:LPV_3177
ko:K03631	lph:LPV_3178
ko:K03704	lph:LPV_3179
ko:K10806	lph:LPV_3188
ko:K06959	lph:LPV_3189
ko:K00820	lph:LPV_3191
ko:K07146	lph:LPV_3193
ko:K03664	lph:LPV_3194
ko:K03564	lph:LPV_3195
ko:K07175	lph:LPV_3197
ko:K03928	lph:LPV_3200
ko:K01166	lph:LPV_3203
ko:K03704	lph:LPV_3206
ko:K03924	lph:LPV_3216
ko:K01737	lph:LPV_3222
ko:K04066	lph:LPV_3223
ko:K07107	lph:LPV_3224
ko:K13292	lph:LPV_3227
ko:K08484	lph:LPV_3229
ko:K08311	lph:LPV_3230
ko:K04042	lph:LPV_3233
ko:K02881	lph:LPV_0438
ko:K02988	lph:LPV_0439
ko:K02907	lph:LPV_0440
ko:K02876	lph:LPV_0441
ko:K03076	lph:LPV_0442
ko:K02919	lph:LPV_CDS447576D
ko:K02952	lph:LPV_0443
ko:K02948	lph:LPV_0445
ko:K02986	lph:LPV_0446
ko:K03040	lph:LPV_0447
ko:K02879	lph:LPV_0448
ko:K10780	lph:LPV_0452
ko:K09458	lph:LPV_0455
ko:K02517	lph:LPV_0457
ko:K01778	lph:LPV_0460
ko:K06999	lph:LPV_0463
ko:K09801	lph:LPV_0465
ko:K06186	lph:LPV_0467
ko:K03701	lph:LPV_0482
ko:K03744	lph:LPV_0483
ko:K03799	lph:LPV_0484
ko:K07394	lph:LPV_0488
ko:K07043	lph:LPV_0489
ko:K02884	lph:LPV_0494
ko:K00554	lph:LPV_0495
ko:K02860	lph:LPV_0496
ko:K00228	lph:LPV_1372
ko:K02387	lph:LPV_1373
ko:K02388	lph:LPV_1374
ko:K02389	lph:LPV_1375
ko:K02390	lph:LPV_1376
ko:K02391	lph:LPV_1377
ko:K02392	lph:LPV_1378
ko:K02393	lph:LPV_1379
ko:K02394	lph:LPV_1380
ko:K02395	lph:LPV_1381
ko:K02396	lph:LPV_1382
ko:K02397	lph:LPV_1383
ko:K00311	lph:LPV_1389
ko:K03787	lph:LPV_1395
ko:K06194	lph:LPV_1396
ko:K00451	lph:LPV_1398
ko:K01159	lph:LPV_1400
ko:K03550	lph:LPV_1401
ko:K06190	lph:LPV_1405
ko:K08307	lph:LPV_1406
ko:K07115	lph:LPV_1409
ko:K01491	lph:LPV_1411
ko:K06173	lph:LPV_1416
ko:K01817	lph:LPV_1417
ko:K07136	lph:LPV_2290
ko:K08304	lph:LPV_2295
ko:K00817	lph:LPV_2300
ko:K03074	lph:LPV_2302
ko:K03072	lph:LPV_2303
ko:K03210	lph:LPV_2304
ko:K00773	lph:LPV_2305
ko:K07568	lph:LPV_2306
ko:K15738	lph:LPV_2308
ko:K06985	lph:LPV_2309
ko:K03060	lph:LPV_2312
ko:K00942	lph:LPV_2313
ko:K00989	lph:LPV_2315
ko:K02669	lph:LPV_2316
ko:K06997	lph:LPV_2317
ko:K00286	lph:LPV_2318
ko:K02221	lph:LPV_2319
ko:K14645	lph:LPV_2323
ko:K01251	lph:LPV_2325
ko:K00789	lph:LPV_2326
ko:K01956	lph:LPV_2327
ko:K03686	lph:LPV_2328
ko:K04043	lph:LPV_2329
ko:K03687	lph:LPV_2330
ko:K01626	lph:LPV_2331
ko:K01599	lph:LPV_2332
ko:K01633	lph:LPV_2333
ko:K03591	lph:LPV_2334
ko:K01887	lph:LPV_2335
ko:K03655	lph:LPV_2337
ko:K06287	lph:LPV_2340
ko:K01689	lph:LPV_2341
ko:K03284	lph:LPV_3236
ko:K10773	lph:LPV_3238
ko:K01874	lph:LPV_3240
ko:K03186	lph:LPV_3241
ko:K06920	lph:LPV_3244
ko:K03495	lph:LPV_3247
ko:K03501	lph:LPV_3248
ko:K02276	lph:LPV_3253
ko:K02275	lph:LPV_3256
ko:K06895	lph:LPV_3260
ko:K03183	lph:LPV_3264
ko:K03690	lph:LPV_3265
ko:K03688	lph:LPV_3267
ko:K03116	lph:LPV_3268
ko:K03117	lph:LPV_3269
ko:K12267	lph:LPV_3273
ko:K07133	lph:LPV_3282
ko:K07726	lph:LPV_3285
ko:K02003	lph:LPV_3295
ko:K02959	lph:LPV_0497
ko:K03106	lph:LPV_0498
ko:K02259	lph:LPV_0512
ko:K07152	lph:LPV_0514
ko:K00036	lph:LPV_0517
ko:K01057	lph:LPV_0518
ko:K01690	lph:LPV_0519
ko:K01625	lph:LPV_0521
ko:K07727	lph:LPV_0524
ko:K01772	lph:LPV_0526
ko:K03704	lph:LPV_0527
ko:K01696	lph:LPV_1418
ko:K01695	lph:LPV_1419
ko:K01886	lph:LPV_1420
ko:K01883	lph:LPV_1421
ko:K07014	lph:LPV_1422
ko:K02453	lph:LPV_1427
ko:K05810	lph:LPV_1441
ko:K06180	lph:LPV_1442
ko:K06168	lph:LPV_1443
ko:K02422	lph:LPV_1448
ko:K02407	lph:LPV_1449
ko:K02406	lph:LPV_1451
ko:K01963	lph:LPV_1453
ko:K11754	lph:LPV_1455
ko:K03749	lph:LPV_1456
ko:K03558	lph:LPV_1457
ko:K00969	lph:LPV_1458
ko:K02340	lph:LPV_1459
ko:K03643	lph:LPV_1460
ko:K01869	lph:LPV_1461
ko:K03820	lph:LPV_1462
ko:K07516	lph:LPV_1465
ko:K02460	lph:LPV_1471
ko:K02459	lph:LPV_1472
ko:K02458	lph:LPV_1473
ko:K02457	lph:LPV_1474
ko:K05589	lph:LPV_2342
ko:K10026	lph:LPV_2345
ko:K03640	lph:LPV_2347
ko:K02065	lph:LPV_2350
ko:K02066	lph:LPV_2351
ko:K03704	lph:LPV_2368
ko:K05591	lph:LPV_2369
ko:K03549	lph:LPV_2373
ko:K03762	lph:LPV_2381
ko:K00275	lph:LPV_2387
ko:K02528	lph:LPV_3300
ko:K01579	lph:LPV_3302
ko:K03118	lph:LPV_3303
ko:K11940	lph:LPV_3304
ko:K03182	lph:LPV_3307
ko:K03628	lph:LPV_3308
ko:K03671	lph:LPV_3310
ko:K09761	lph:LPV_3311
ko:K02517	lph:LPV_3322
ko:K02517	lph:LPV_3323
ko:K00748	lph:LPV_3324
ko:K02536	lph:LPV_3325
ko:K00677	lph:LPV_3326
ko:K01738	lph:LPV_3334
ko:K05788	lph:LPV_3339
ko:K01494	lph:LPV_3340
ko:K07403	lph:LPV_3342
ko:K01465	lph:LPV_3350
ko:K03683	lph:LPV_3351
ko:K07390	lph:LPV_3353
ko:K04564	lph:LPV_3354
ko:K00602	lph:LPV_0560
ko:K02687	lph:LPV_0562
ko:K01961	lph:LPV_0563
ko:K02160	lph:LPV_0564
ko:K03786	lph:LPV_0565
ko:K01623	lph:LPV_0572
ko:K17103	lph:LPV_0576
ko:K05808	lph:LPV_0578
ko:K03092	lph:LPV_0579
ko:K02913	lph:LPV_0580
ko:K02902	lph:LPV_0581
ko:K03439	lph:LPV_0583
ko:K04088	lph:LPV_0586
ko:K04087	lph:LPV_0587
ko:K01939	lph:LPV_0588
ko:K03402	lph:LPV_0590
ko:K02029	lph:LPV_0592
ko:K01940	lph:LPV_0594
ko:K01755	lph:LPV_0595
ko:K00611	lph:LPV_0596
ko:K01999	lph:LPV_0598
ko:K03797	lph:LPV_0599
ko:K15633	lph:LPV_0601
ko:K00806	lph:LPV_0604
ko:K02456	lph:LPV_1475
ko:K02455	lph:LPV_1476
ko:K01915	lph:LPV_1477
ko:K09861	lph:LPV_1479
ko:K04079	lph:LPV_1482
ko:K03557	lph:LPV_1483
ko:K00748	lph:LPV_1484
ko:K03470	lph:LPV_1487
ko:K05837	lph:LPV_1488
ko:K05515	lph:LPV_1489
ko:K00783	lph:LPV_1492
ko:K09710	lph:LPV_1493
ko:K03305	lph:LPV_1494
ko:K01712	lph:LPV_1495
ko:K01745	lph:LPV_1496
ko:K00154	lph:LPV_1497
ko:K15724	lph:LPV_1504
ko:K00566	lph:LPV_1505
ko:K07040	lph:LPV_1506
ko:K02911	lph:LPV_1507
ko:K03621	lph:LPV_1508
ko:K00648	lph:LPV_1509
ko:K00645	lph:LPV_1510
ko:K02078	lph:LPV_1512
ko:K09458	lph:LPV_1513
ko:K07082	lph:LPV_1514
ko:K00943	lph:LPV_1515
ko:K02341	lph:LPV_1516
ko:K02676	lph:LPV_1517
ko:K03424	lph:LPV_1518
ko:K09001	lph:LPV_1519
ko:K08160	lph:LPV_1522
ko:K07501	lph:LPV_1526
ko:K03671	lph:LPV_1529
ko:K00111	lph:LPV_1530
ko:K00570	lph:LPV_2409
ko:K13652	lph:LPV_2415
ko:K01251	lph:LPV_2425
ko:K04080	lph:LPV_2444
ko:K01673	lph:LPV_2446
ko:K03305	lph:LPV_2451
ko:K14415	lph:LPV_2454
ko:K01126	lph:LPV_3357
ko:K07566	lph:LPV_3359
ko:K01613	lph:LPV_3361
ko:K02621	lph:LPV_3367
ko:K02114	lph:LPV_3369
ko:K02112	lph:LPV_3370
ko:K02115	lph:LPV_3371
ko:K02111	lph:LPV_3372
ko:K02113	lph:LPV_3373
ko:K02109	lph:LPV_3374
ko:K02110	lph:LPV_3375
ko:K02108	lph:LPV_3376
ko:K03271	lph:LPV_3381
ko:K07460	lph:LPV_3382
ko:K07121	lph:LPV_3383
ko:K07056	lph:LPV_3384
ko:K00496	lph:LPV_3385
ko:K03321	lph:LPV_3386
ko:K03650	lph:LPV_3390
ko:K03217	lph:LPV_3391
ko:K03536	lph:LPV_3392
ko:K00981	lph:LPV_0605
ko:K11749	lph:LPV_0606
ko:K07277	lph:LPV_0608
ko:K06142	lph:LPV_0609
ko:K02536	lph:LPV_0610
ko:K02372	lph:LPV_0612
ko:K00677	lph:LPV_0613
ko:K06199	lph:LPV_0614
ko:K01875	lph:LPV_0615
ko:K00242	lph:LPV_0638
ko:K00239	lph:LPV_0640
ko:K00240	lph:LPV_0641
ko:K00164	lph:LPV_0642
ko:K00658	lph:LPV_0643
ko:K01903	lph:LPV_0644
ko:K01902	lph:LPV_0645
ko:K00275	lph:LPV_0646
ko:K03557	lph:LPV_0651
ko:K00948	lph:LPV_0652
ko:K02494	lph:LPV_0654
ko:K00954	lph:LPV_0655
ko:K00655	lph:LPV_0658
ko:K02346	lph:LPV_0660
ko:K00864	lph:LPV_1531
ko:K01647	lph:LPV_1532
ko:K00757	lph:LPV_1533
ko:K02469	lph:LPV_1534
ko:K00831	lph:LPV_1535
ko:K00800	lph:LPV_1536
ko:K00945	lph:LPV_1537
ko:K02945	lph:LPV_1538
ko:K13017	lph:LPV_1541
ko:K01591	lph:LPV_1542
ko:K07001	lph:LPV_1543
ko:K03179	lph:LPV_1548
ko:K03815	lph:LPV_1553
ko:K06189	lph:LPV_1558
ko:K07042	lph:LPV_1559
ko:K07053	lph:LPV_1561
ko:K01867	lph:LPV_1563
ko:K05896	lph:LPV_1564
ko:K06024	lph:LPV_1565
ko:K06178	lph:LPV_1566
ko:K03215	lph:LPV_1577
ko:K14261	lph:LPV_1580
ko:K07462	lph:LPV_1582
ko:K05539	lph:LPV_1583
ko:K03070	lph:LPV_1584
ko:K07071	lph:LPV_2468
ko:K00648	lph:LPV_2490
ko:K00648	lph:LPV_2495
ko:K02078	lph:LPV_2496
ko:K08154	lph:LPV_2497
ko:K04561	lph:LPV_2499
ko:K07001	lph:LPV_2502
ko:K00761	lph:LPV_2510
ko:K11103	lph:LPV_2516
ko:K03975	lph:LPV_2519
ko:K01915	lph:LPV_2524
ko:K14224	lph:LPV_tRNA28
ko:K14224	lph:LPV_tRNA29
ko:K14231	lph:LPV_tRNA12
ko:K14229	lph:LPV_tRNA26
ko:K14222	lph:LPV_tRNA24
ko:K14227	lph:LPV_tRNA20
ko:K00023	lph:LPV_0667
ko:K00023	lph:LPV_0668
ko:K06373	lph:LPV_0672
ko:K06374	lph:LPV_0673
ko:K01866	lph:LPV_0675
ko:K00790	lph:LPV_0684
ko:K03306	lph:LPV_0690
ko:K07220	lph:LPV_0691
ko:K07735	lph:LPV_0693
ko:K07447	lph:LPV_0694
ko:K00609	lph:LPV_0695
ko:K07391	lph:LPV_0698
ko:K04752	lph:LPV_0700
ko:K05939	lph:LPV_0706
ko:K03821	lph:LPV_0709
ko:K09014	lph:LPV_0711
ko:K09013	lph:LPV_0712
ko:K09015	lph:LPV_0713
ko:K11717	lph:LPV_0714
ko:K04568	lph:LPV_0717
ko:K06968	lph:LPV_0718
ko:K00859	lph:LPV_1591
ko:K07259	lph:LPV_1596
ko:K00833	lph:LPV_1597
ko:K01012	lph:LPV_1598
ko:K02170	lph:LPV_1600
ko:K01935	lph:LPV_1601
ko:K01876	lph:LPV_1604
ko:K05802	lph:LPV_1605
ko:K03573	lph:LPV_1606
ko:K01256	lph:LPV_1625
ko:K03789	lph:LPV_1633
ko:K00382	lph:LPV_1634
ko:K00627	lph:LPV_1635
ko:K00163	lph:LPV_1636
ko:K03807	lph:LPV_1638
ko:K03642	lph:LPV_1640
ko:K00824	lph:LPV_1642
ko:K09158	lph:LPV_1643
ko:K03801	lph:LPV_1644
ko:K12541	lph:LPV_1648
ko:K09930	lph:LPV_2526
ko:K07576	lph:LPV_2529
ko:K03821	lph:LPV_2533
ko:K00925	lph:LPV_2535
ko:K05516	lph:LPV_2536
ko:K09941	lph:LPV_2539
ko:K05813	lph:LPV_2546
ko:K01126	lph:LPV_2547
ko:K00263	lph:LPV_2549
ko:K00457	lph:LPV_2551
ko:K16171	lph:LPV_2552
ko:K01893	lph:LPV_2555
ko:K09810	lph:LPV_2557
ko:K09808	lph:LPV_2558
ko:K01091	lph:LPV_2561
ko:K08300	lph:LPV_2564
ko:K03580	lph:LPV_2566
ko:K00133	lph:LPV_2569
ko:K01736	lph:LPV_2570
ko:K07320	lph:LPV_2571
ko:K03071	lph:LPV_2575
ko:K00057	lph:LPV_2576
ko:K01776	lph:LPV_2577
ko:K13979	lph:LPV_0723
ko:K01462	lph:LPV_0726
ko:K06879	lph:LPV_0728
ko:K01246	lph:LPV_0730
ko:K06996	lph:LPV_0731
ko:K02655	lph:LPV_0740
ko:K02673	lph:LPV_0742
ko:K02672	lph:LPV_0743
ko:K02671	lph:LPV_0744
ko:K08084	lph:LPV_0745
ko:K01839	lph:LPV_0755
ko:K01419	lph:LPV_0759
ko:K03667	lph:LPV_0760
ko:K07058	lph:LPV_0762
ko:K03809	lph:LPV_0765
ko:K01142	lph:LPV_0767
ko:K01142	lph:LPV_0768
ko:K02909	lph:LPV_0769
ko:K00029	lph:LPV_0770
ko:K03834	lph:LPV_0774
ko:K03834	lph:LPV_0776
ko:K01993	lph:LPV_0779
ko:K12542	lph:LPV_1649
ko:K00760	lph:LPV_1651
ko:K02652	lph:LPV_1654
ko:K02654	lph:LPV_1656
ko:K09773	lph:LPV_1660
ko:K01720	lph:LPV_1661
ko:K15461	lph:LPV_1665
ko:K03305	lph:LPV_1666
ko:K01845	lph:LPV_1667
ko:K08973	lph:LPV_1669
ko:K00950	lph:LPV_1673
ko:K03977	lph:LPV_1675
ko:K01892	lph:LPV_1678
ko:K02656	lph:LPV_1680
ko:K06941	lph:LPV_1681
ko:K00940	lph:LPV_1682
ko:K06169	lph:LPV_1685
ko:K03269	lph:LPV_1687
ko:K03610	lph:LPV_1688
ko:K09996	lph:LPV_1690
ko:K01665	lph:LPV_1692
ko:K00161	lph:LPV_1693
ko:K00162	lph:LPV_1694
ko:K00627	lph:LPV_1695
ko:K01714	lph:LPV_2582
ko:K00019	lph:LPV_2585
ko:K07001	lph:LPV_2586
ko:K02556	lph:LPV_2587
ko:K02557	lph:LPV_2588
ko:K03837	lph:LPV_2590
ko:K02670	lph:LPV_2592
ko:K04485	lph:LPV_2596
ko:K03602	lph:LPV_2599
ko:K00795	lph:LPV_2600
ko:K02169	lph:LPV_2601
ko:K11749	lph:LPV_2603
ko:K02492	lph:LPV_2606
ko:K02835	lph:LPV_2607
ko:K02493	lph:LPV_2608
ko:K06204	lph:LPV_2609
ko:K02527	lph:LPV_2611
ko:K05801	lph:LPV_2612
ko:K05592	lph:LPV_2617
ko:K04756	lph:LPV_2622
ko:K00024	lph:LPV_2625
ko:K08312	lph:LPV_2626
ko:K08591	lph:LPV_2630
ko:K02970	lph:LPV_2632
ko:K09117	lph:LPV_2633
ko:K03086	lph:LPV_2636
ko:K17686	lph:LPV_1881
ko:K17686	lph:LPV_1166
ko:K01467	lph:LPV_2729
ko:K06518	lph:LPV_0294
ko:K03767	lph:LPV_2261
ko:K01069	lph:LPV_1408
ko:K00254	lph:LPV_2093
ko:K07263	lph:LPV_3015
ko:K07263	lph:LPV_3016
ko:K01658	lph:LPV_0962
ko:K17758	lph:LPV_3047
ko:K17759	lph:LPV_3047
ko:K00128	lph:LPV_1464
ko:K01487	lph:LPV_2286
ko:K11022	lph:LPV_2850
ko:K01659	lph:LPV_1662
ko:K02058	lph:LPV_0266
ko:K03719	lph:LPV_2852
ko:K03719	lph:LPV_1612
ko:K00130	lph:LPV_0320
ko:K07645	lph:LPV_1403
ko:K16011	lph:LPV_3245
ko:K00632	lph:LPV_1466
ko:K01139	lph:LPV_2311
ko:K18138	lph:LPV_0844
ko:K00663	lph:LPV_2710
ko:K07045	lph:LPV_2873
ko:K14742	lph:LPV_2196
ko:K03585	lph:LPV_0845
ko:K01286	lph:LPV_2184
ko:K21480	lph:LPV_0309
ko:K01286	lph:LPV_1265
ko:K01286	lph:LPV_3291
ko:K02031	lph:LPV_0814
ko:K02032	lph:LPV_0814
ko:K01838	lph:LPV_1232
ko:K01768	lph:LPV_1616
ko:K12226	lph:LPV_0557
ko:K07090	lph:LPV_3228
ko:K00523	lph:LPV_3306
ko:K01533	lph:LPV_3037
ko:K01533	lph:LPV_0312
ko:K03704	lph:LPV_1746
ko:K15726	lph:LPV_1780
ko:K07787	lph:LPV_1809
ko:K03563	lph:LPV_1819
ko:K09458	lph:LPV_0118
ko:K03563	lph:LPV_0167
ko:K01959	lph:LPV_3008
ko:K03305	lph:LPV_0211
ko:K03704	lph:LPV_1207
ko:K18429	lph:LPV_0879
ko:K18431	lph:LPV_0877
ko:K18430	lph:LPV_0878
ko:K18480	lph:LPV_2348
ko:K00681	lph:LPV_0656
ko:K01178	lph:LPV_0523
ko:K02664	lph:LPV_1066
ko:K08744	lph:LPV_3153
ko:K09691	lph:LPV_0903
ko:K01800	lph:LPV_2553
ko:K18778	lph:LPV_1590
ko:K06147	lph:LPV_1390
ko:K18800	lph:LPV_0094
ko:K18893	lph:LPV_2500
ko:K18831	lph:LPV_2651
ko:K18843	lph:LPV_1218
ko:K18844	lph:LPV_1618
ko:K18850	lph:LPV_2174
ko:K06147	lph:LPV_1869
ko:K04565	lph:LPV_2621
ko:K03646	lph:LPV_1708
ko:K03502	lph:LPV_1968
ko:K03503	lph:LPV_1969
ko:K03497	lph:LPV_2924
ko:K03201	lph:LPV_0172
ko:K03203	lph:LPV_0173
ko:K03204	lph:LPV_0174
ko:K03196	lph:LPV_0176
ko:K03205	lph:LPV_0177
ko:K03503	lph:LPV_1116
ko:K03502	lph:LPV_1117
ko:K03111	lph:LPV_1123
ko:K12204	lph:LPV_3019
ko:K12203	lph:LPV_3020
ko:K03496	lph:LPV_3249
ko:K03497	lph:LPV_3250
ko:K12222	lph:LPV_CDS534273D
ko:K12218	lph:LPV_0545
ko:K12217	lph:LPV_0546
ko:K12214	lph:LPV_0549
ko:K12213	lph:LPV_0550
ko:K12209	lph:LPV_0551
ko:K12206	lph:LPV_0556
ko:K05593	lph:LPV_2401
ko:K07483	lph:LPV_0896
ko:K07483	lph:LPV_0074
ko:K07483	lph:LPV_0200
ko:K07483	lph:LPV_0224
ko:K07483	lph:LPV_1237
ko:K19055	lph:LPV_1364
ko:K00335	lph:LPV_3136
ko:K02663	lph:LPV_1065
ko:K12211	lph:LPV_0552
ko:K18997	lph:LPV_2537
ko:K07746	lph:LPV_2360
ko:K12221	lph:LPV_0542
ko:K12220	lph:LPV_0543
ko:K12216	lph:LPV_0547
ko:K12215	lph:LPV_0548
ko:K12210	lph:LPV_0558
ko:K12208	lph:LPV_0554
ko:K12207	lph:LPV_0553
ko:K15474	lph:LPV_2979
ko:K04771	lph:LPV_1440
ko:K15479	lph:LPV_2243
ko:K15480	lph:LPV_2789
ko:K15482	lph:LPV_2846
ko:K12212	lph:LPV_0555
ko:K15484	lph:LPV_2916
ko:K15486	lph:LPV_1609
ko:K15487	lph:LPV_0367
ko:K15488	lph:LPV_3185
ko:K15477	lph:LPV_3186
ko:K15476	lph:LPV_0487
ko:K15481	lph:LPV_1077
ko:K12225	lph:LPV_3035
ko:K16291	lph:LPV_1733
ko:K12202	lph:LPV_3032
ko:K02650	lph:LPV_2189
ko:K01710	lph:LPV_0884
ko:K00812	lph:LPV_2868
ko:K12224	lph:LPV_3034
ko:K00499	lph:LPV_2472
ko:K12219	lph:LPV_0544
ko:K00336	lph:LPV_3135
ko:K19092	lph:LPV_2361
ko:K15490	lph:LPV_1481
ko:K00020	lph:LPV_0144
ko:K19416	lph:LPV_1086
ko:K01992	lph:LPV_0781
ko:K01992	lph:LPV_0782
ko:K03722	lph:LPV_2197
ko:K01399	lph:LPV_1911
ko:K01399	lph:LPV_0568
ko:K02655	lph:LPV_2188
ko:K07497	lph:LPV_1630
ko:K07497	lph:LPV_1771
ko:K07497	lph:LPV_1588
ko:K07497	lph:LPV_2513
ko:K00638	lph:LPV_0053
ko:K19294	lph:LPV_2458
ko:K09690	lph:LPV_0902
ko:K07011	lph:LPV_0905
ko:K12205	lph:LPV_3018
ko:K00992	lph:LPV_0390
ko:K07666	lph:LPV_1404
ko:K00995	lph:LPV_2560
ko:K19784	lph:LPV_2763
ko:K07662	lph:LPV_1557
ko:K13775	lph:LPV_1498
ko:K19802	lph:LPV_2252
ko:K19804	lph:LPV_1540
ko:K19810	lph:LPV_0383
ko:K05770	lph:LPV_0291
ko:K06445	lph:LPV_0388
ko:K01568	lph:LPV_1308
ko:K20265	lph:LPV_1955
ko:K20265	lph:LPV_0503
ko:K20265	lph:LPV_2191
ko:K20265	lph:LPV_1914
ko:K00507	lph:LPV_0665
ko:K00507	lph:LPV_0332
ko:K20534	lph:LPV_2803
ko:K03197	lph:LPV_0168
ko:K03200	lph:LPV_0170
ko:K03199	lph:LPV_0169
ko:K03195	lph:LPV_0175
ko:K01945	lph:LPV_1934
ko:K21071	lph:LPV_2187
ko:K01768	lph:LPV_0794
ko:K01768	lph:LPV_2007
ko:K01768	lph:LPV_1280
ko:K01768	lph:LPV_1429
ko:K00526	lph:LPV_2044
ko:K21218	lph:LPV_3349
ko:K21147	lph:LPV_0216
ko:K03676	lph:LPV_2574
ko:K00857	lph:LPV_0751
ko:K06223	lph:LPV_0773
ko:K02316	lph:LPV_2634
ko:K02314	lph:LPV_0862
ko:K01520	lph:LPV_2812
ko:K14059	lph:LPV_0192
ko:K03553	lph:LPV_2071
ko:K00287	lph:LPV_0395
ko:K00560	lph:LPV_3226
ko:K06217	lph:LPV_1560
ko:K02335	lph:LPV_0115
ko:K03636	lph:LPV_0215
ko:K00525	lph:LPV_2043
ko:K03293	lph:LPV_1109
ko:K08365	lph:LPV_0067
ko:K21929	lph:LPV_0349
ko:K01634	lph:LPV_2428
ko:K05802	lph:LPV_1696
ko:K03595	lph:LPV_1079
ko:K08994	lph:LPV_0049
ko:K17759	lph:LPV_3175
ko:K01505	lph:LPV_1480
ko:K02257	lph:LPV_0513
ko:K22352	lph:LPV_1872
ko:K11206	lph:LPV_1088
ko:K01007	lph:LPV_0932
