ko:K01006	lmp:MUO_09580
ko:K02020	lmp:MUO_05480
ko:K03750	lmp:MUO_05485
ko:K03753	lmp:MUO_05490
ko:K03636	lmp:MUO_05500
ko:K03637	lmp:MUO_05505
ko:K03639	lmp:MUO_05510
ko:K03638	lmp:MUO_05515
ko:K01462	lmp:MUO_05530
ko:K00161	lmp:MUO_05535
ko:K00162	lmp:MUO_05540
ko:K00627	lmp:MUO_05545
ko:K00382	lmp:MUO_05550
ko:K03284	lmp:MUO_05575
ko:K06207	lmp:MUO_05590
ko:K03588	lmp:MUO_05610
ko:K02016	lmp:MUO_05620
ko:K00963	lmp:MUO_05665
ko:K00763	lmp:MUO_05700
ko:K02760	lmp:MUO_05715
ko:K01951	lmp:MUO_05720
ko:K04019	lmp:MUO_06065
ko:K03735	lmp:MUO_06070
ko:K03736	lmp:MUO_06075
ko:K04026	lmp:MUO_06080
ko:K04032	lmp:MUO_06100
ko:K04023	lmp:MUO_06125
ko:K04030	lmp:MUO_06130
ko:K02224	lmp:MUO_06145
ko:K02227	lmp:MUO_06150
ko:K06042	lmp:MUO_06155
ko:K02188	lmp:MUO_06160
ko:K02191	lmp:MUO_06170
ko:K05936	lmp:MUO_06175
ko:K02189	lmp:MUO_06180
ko:K05895	lmp:MUO_06190
ko:K13542	lmp:MUO_06195
ko:K03394	lmp:MUO_06205
ko:K02007	lmp:MUO_06210
ko:K09936	lmp:MUO_06245
ko:K09936	lmp:MUO_06250
ko:K03437	lmp:MUO_06285
ko:K01889	lmp:MUO_06300
ko:K01890	lmp:MUO_06305
ko:K02003	lmp:MUO_06310
ko:K03648	lmp:MUO_06330
ko:K02247	lmp:MUO_06935
ko:K00605	lmp:MUO_06960
ko:K00282	lmp:MUO_06965
ko:K00283	lmp:MUO_06970
ko:K02356	lmp:MUO_06995
ko:K02160	lmp:MUO_07000
ko:K01961	lmp:MUO_07005
ko:K03625	lmp:MUO_07015
ko:K01491	lmp:MUO_07020
ko:K03601	lmp:MUO_07025
ko:K03602	lmp:MUO_07030
ko:K13789	lmp:MUO_07035
ko:K03704	lmp:MUO_07040
ko:K01662	lmp:MUO_07045
ko:K06442	lmp:MUO_07050
ko:K03402	lmp:MUO_07055
ko:K03631	lmp:MUO_07060
ko:K00382	lmp:MUO_07075
ko:K00166	lmp:MUO_07080
ko:K00167	lmp:MUO_07085
ko:K09699	lmp:MUO_07090
ko:K03217	lmp:MUO_07120
ko:K01512	lmp:MUO_07130
ko:K07146	lmp:MUO_07145
ko:K03466	lmp:MUO_07155
ko:K00286	lmp:MUO_07160
ko:K07335	lmp:MUO_07165
ko:K02057	lmp:MUO_07175
ko:K02057	lmp:MUO_07180
ko:K02529	lmp:MUO_00205
ko:K02761	lmp:MUO_00220
ko:K13252	lmp:MUO_00230
ko:K10536	lmp:MUO_00240
ko:K00926	lmp:MUO_00245
ko:K10536	lmp:MUO_00250
ko:K03481	lmp:MUO_00255
ko:K03975	lmp:MUO_00260
ko:K02990	lmp:MUO_00270
ko:K02963	lmp:MUO_00280
ko:K07813	lmp:MUO_00290
ko:K07707	lmp:MUO_00305
ko:K02939	lmp:MUO_00315
ko:K01939	lmp:MUO_00330
ko:K00215	lmp:MUO_09785
ko:K00656	lmp:MUO_09835
ko:K07007	lmp:MUO_09840
ko:K06973	lmp:MUO_09845
ko:K00800	lmp:MUO_09865
ko:K00817	lmp:MUO_09875
ko:K06208	lmp:MUO_09880
ko:K01735	lmp:MUO_09885
ko:K01736	lmp:MUO_09890
ko:K00940	lmp:MUO_09895
ko:K03183	lmp:MUO_09905
ko:K01495	lmp:MUO_09915
ko:K03530	lmp:MUO_09920
ko:K00057	lmp:MUO_09930
ko:K03977	lmp:MUO_09935
ko:K02945	lmp:MUO_09940
ko:K00945	lmp:MUO_09945
ko:K03654	lmp:MUO_09960
ko:K07651	lmp:MUO_09990
ko:K07775	lmp:MUO_09995
ko:K06178	lmp:MUO_10000
ko:K06024	lmp:MUO_10005
ko:K05896	lmp:MUO_10010
ko:K01586	lmp:MUO_10015
ko:K01839	lmp:MUO_10025
ko:K02015	lmp:MUO_10040
ko:K02015	lmp:MUO_10045
ko:K01442	lmp:MUO_10605
ko:K04077	lmp:MUO_10610
ko:K04078	lmp:MUO_10615
ko:K01926	lmp:MUO_10630
ko:K06158	lmp:MUO_10635
ko:K03789	lmp:MUO_10650
ko:K06925	lmp:MUO_10660
ko:K06199	lmp:MUO_10675
ko:K06199	lmp:MUO_10680
ko:K01940	lmp:MUO_10720
ko:K01755	lmp:MUO_10725
ko:K01628	lmp:MUO_10740
ko:K02774	lmp:MUO_10755
ko:K02773	lmp:MUO_10760
ko:K06215	lmp:MUO_10775
ko:K08681	lmp:MUO_10780
ko:K04758	lmp:MUO_10790
ko:K04759	lmp:MUO_10795
ko:K01443	lmp:MUO_10815
ko:K01809	lmp:MUO_10825
ko:K02003	lmp:MUO_10845
ko:K03431	lmp:MUO_10865
ko:K08600	lmp:MUO_11200
ko:K02013	lmp:MUO_11205
ko:K02015	lmp:MUO_11210
ko:K02016	lmp:MUO_11215
ko:K08602	lmp:MUO_11235
ko:K15581	lmp:MUO_11270
ko:K15580	lmp:MUO_11275
ko:K01867	lmp:MUO_11285
ko:K09458	lmp:MUO_11300
ko:K00648	lmp:MUO_11305
ko:K03695	lmp:MUO_11325
ko:K06890	lmp:MUO_11330
ko:K01772	lmp:MUO_11350
ko:K01599	lmp:MUO_11355
ko:K02503	lmp:MUO_11375
ko:K00299	lmp:MUO_11730
ko:K01421	lmp:MUO_11780
ko:K01810	lmp:MUO_11820
ko:K14155	lmp:MUO_11835
ko:K02003	lmp:MUO_11845
ko:K02760	lmp:MUO_11850
ko:K00928	lmp:MUO_11855
ko:K05566	lmp:MUO_11890
ko:K05567	lmp:MUO_11895
ko:K05569	lmp:MUO_11905
ko:K03664	lmp:MUO_12220
ko:K12573	lmp:MUO_12225
ko:K03928	lmp:MUO_12230
ko:K03075	lmp:MUO_12235
ko:K01689	lmp:MUO_12255
ko:K15633	lmp:MUO_12260
ko:K01803	lmp:MUO_12265
ko:K00927	lmp:MUO_12270
ko:K00134	lmp:MUO_12275
ko:K05311	lmp:MUO_12280
ko:K03092	lmp:MUO_12285
ko:K01273	lmp:MUO_12290
ko:K01358	lmp:MUO_12320
ko:K06958	lmp:MUO_12350
ko:K00384	lmp:MUO_12370
ko:K06019	lmp:MUO_12385
ko:K13292	lmp:MUO_12390
ko:K08972	lmp:MUO_12400
ko:K03701	lmp:MUO_12420
ko:K03702	lmp:MUO_12425
ko:K07023	lmp:MUO_12435
ko:K02039	lmp:MUO_12450
ko:K02036	lmp:MUO_12455
ko:K02036	lmp:MUO_12460
ko:K02038	lmp:MUO_12465
ko:K03628	lmp:MUO_12735
ko:K00790	lmp:MUO_12740
ko:K13678	lmp:MUO_12750
ko:K01937	lmp:MUO_12775
ko:K01887	lmp:MUO_12785
ko:K01821	lmp:MUO_12800
ko:K06885	lmp:MUO_12805
ko:K08281	lmp:MUO_12840
ko:K02003	lmp:MUO_12890
ko:K02379	lmp:MUO_12910
ko:K00123	lmp:MUO_12920
ko:K02996	lmp:MUO_12965
ko:K02871	lmp:MUO_12970
ko:K06187	lmp:MUO_13530
ko:K09747	lmp:MUO_13535
ko:K02343	lmp:MUO_13540
ko:K02761	lmp:MUO_13560
ko:K00426	lmp:MUO_13605
ko:K00425	lmp:MUO_13610
ko:K01895	lmp:MUO_13620
ko:K02768	lmp:MUO_13725
ko:K02769	lmp:MUO_13725
ko:K02770	lmp:MUO_13725
ko:K00865	lmp:MUO_13740
ko:K12410	lmp:MUO_13755
ko:K01875	lmp:MUO_13795
ko:K03495	lmp:MUO_14120
ko:K03650	lmp:MUO_14125
ko:K08170	lmp:MUO_14160
ko:K00831	lmp:MUO_14195
ko:K07078	lmp:MUO_14215
ko:K00865	lmp:MUO_14230
ko:K03534	lmp:MUO_14295
ko:K00848	lmp:MUO_14310
ko:K03217	lmp:MUO_14335
ko:K03536	lmp:MUO_14340
ko:K02914	lmp:MUO_14345
ko:K10716	lmp:MUO_10565
ko:K14218	lmp:MUO_t14375
ko:K14218	lmp:MUO_t14485
ko:K14218	lmp:MUO_t14475
ko:K14218	lmp:MUO_t14415
ko:K14224	lmp:MUO_t14383
ko:K14224	lmp:MUO_t14437
ko:K14224	lmp:MUO_t14469
ko:K14224	lmp:MUO_t14391
ko:K14232	lmp:MUO_t14373
ko:K14232	lmp:MUO_t14417
ko:K14235	lmp:MUO_t14457
ko:K14230	lmp:MUO_t14411
ko:K01739	lmp:MUO_08640
ko:K00657	lmp:MUO_00045
ko:K00869	lmp:MUO_00055
ko:K01597	lmp:MUO_00060
ko:K00938	lmp:MUO_00065
ko:K02793	lmp:MUO_00655
ko:K02794	lmp:MUO_00655
ko:K02795	lmp:MUO_00660
ko:K06147	lmp:MUO_00715
ko:K06147	lmp:MUO_00720
ko:K01081	lmp:MUO_00835
ko:K00088	lmp:MUO_00845
ko:K02035	lmp:MUO_00860
ko:K02033	lmp:MUO_00865
ko:K02035	lmp:MUO_00925
ko:K09815	lmp:MUO_00930
ko:K01182	lmp:MUO_01065
ko:K03478	lmp:MUO_01100
ko:K09685	lmp:MUO_01105
ko:K02005	lmp:MUO_01110
ko:K02004	lmp:MUO_01120
ko:K01771	lmp:MUO_01150
ko:K00564	lmp:MUO_01415
ko:K01182	lmp:MUO_01445
ko:K01439	lmp:MUO_01510
ko:K08969	lmp:MUO_01625
ko:K07668	lmp:MUO_01630
ko:K07652	lmp:MUO_01635
ko:K03491	lmp:MUO_01680
ko:K05937	lmp:MUO_02090
ko:K02004	lmp:MUO_02190
ko:K15524	lmp:MUO_02220
ko:K01759	lmp:MUO_02245
ko:K07729	lmp:MUO_02290
ko:K02775	lmp:MUO_02795
ko:K06147	lmp:MUO_03290
ko:K07025	lmp:MUO_03470
ko:K03294	lmp:MUO_03525
ko:K07104	lmp:MUO_03530
ko:K07457	lmp:MUO_03610
ko:K01222	lmp:MUO_02860
ko:K01222	lmp:MUO_02930
ko:K01635	lmp:MUO_02945
ko:K02782	lmp:MUO_02965
ko:K02783	lmp:MUO_02965
ko:K02783	lmp:MUO_02970
ko:K06147	lmp:MUO_03285
ko:K07038	lmp:MUO_08695
ko:K02793	lmp:MUO_00125
ko:K02795	lmp:MUO_00135
ko:K06201	lmp:MUO_00150
ko:K02755	lmp:MUO_00155
ko:K02756	lmp:MUO_00155
ko:K02757	lmp:MUO_00155
ko:K01478	lmp:MUO_00265
ko:K07706	lmp:MUO_00300
ko:K16509	lmp:MUO_11250
ko:K03699	lmp:MUO_13750
ko:K11031	lmp:MUO_01155
ko:K00016	lmp:MUO_01195
ko:K03708	lmp:MUO_01295
ko:K09698	lmp:MUO_01335
ko:K00616	lmp:MUO_01900
ko:K00244	lmp:MUO_01965
ko:K10254	lmp:MUO_02650
ko:K07404	lmp:MUO_03040
ko:K01840	lmp:MUO_04585
ko:K01523	lmp:MUO_03055
ko:K01496	lmp:MUO_03060
ko:K03492	lmp:MUO_03125
ko:K07030	lmp:MUO_03200
ko:K10947	lmp:MUO_03245
ko:K00575	lmp:MUO_03760
ko:K03316	lmp:MUO_04270
ko:K11072	lmp:MUO_04290
ko:K11071	lmp:MUO_04295
ko:K11069	lmp:MUO_04305
ko:K01674	lmp:MUO_04310
ko:K02371	lmp:MUO_04325
ko:K00054	lmp:MUO_04395
ko:K06147	lmp:MUO_04445
ko:K07784	lmp:MUO_04450
ko:K03491	lmp:MUO_04870
ko:K00867	lmp:MUO_04890
ko:K01104	lmp:MUO_04965
ko:K02564	lmp:MUO_05055
ko:K07816	lmp:MUO_05105
ko:K02017	lmp:MUO_05470
ko:K03635	lmp:MUO_05495
ko:K01092	lmp:MUO_05585
ko:K01958	lmp:MUO_05615
ko:K09693	lmp:MUO_05630
ko:K01426	lmp:MUO_04505
ko:K01916	lmp:MUO_05705
ko:K04720	lmp:MUO_06040
ko:K03399	lmp:MUO_06165
ko:K02190	lmp:MUO_06200
ko:K02009	lmp:MUO_06215
ko:K02004	lmp:MUO_06315
ko:K06994	lmp:MUO_06325
ko:K02249	lmp:MUO_06925
ko:K02248	lmp:MUO_06930
ko:K02246	lmp:MUO_06940
ko:K02245	lmp:MUO_06945
ko:K02244	lmp:MUO_06950
ko:K02243	lmp:MUO_06955
ko:K01262	lmp:MUO_06990
ko:K00929	lmp:MUO_07070
ko:K00033	lmp:MUO_07105
ko:K01823	lmp:MUO_07140
ko:K02056	lmp:MUO_07170
ko:K00059	lmp:MUO_07195
ko:K02025	lmp:MUO_04560
ko:K00158	lmp:MUO_03955
ko:K03406	lmp:MUO_03960
ko:K07098	lmp:MUO_04095
ko:K02795	lmp:MUO_04165
ko:K02793	lmp:MUO_04175
ko:K03976	lmp:MUO_04210
ko:K01226	lmp:MUO_04570
ko:K09167	lmp:MUO_04675
ko:K08981	lmp:MUO_04680
ko:K07315	lmp:MUO_04725
ko:K03090	lmp:MUO_04740
ko:K03095	lmp:MUO_04760
ko:K03492	lmp:MUO_04785
ko:K00383	lmp:MUO_04805
ko:K00135	lmp:MUO_04845
ko:K00567	lmp:MUO_05255
ko:K03697	lmp:MUO_05260
ko:K07052	lmp:MUO_05265
ko:K11189	lmp:MUO_05285
ko:K08483	lmp:MUO_05290
ko:K00841	lmp:MUO_05305
ko:K05822	lmp:MUO_05330
ko:K06201	lmp:MUO_05365
ko:K11617	lmp:MUO_05380
ko:K11618	lmp:MUO_05385
ko:K03499	lmp:MUO_05390
ko:K02755	lmp:MUO_05450
ko:K02756	lmp:MUO_05450
ko:K02757	lmp:MUO_05450
ko:K06889	lmp:MUO_05830
ko:K13921	lmp:MUO_06025
ko:K03471	lmp:MUO_06335
ko:K02428	lmp:MUO_06390
ko:K04750	lmp:MUO_06425
ko:K03486	lmp:MUO_06490
ko:K01226	lmp:MUO_06495
ko:K02443	lmp:MUO_07250
ko:K00626	lmp:MUO_07295
ko:K01641	lmp:MUO_07300
ko:K06902	lmp:MUO_07310
ko:K05845	lmp:MUO_07335
ko:K05846	lmp:MUO_07335
ko:K00383	lmp:MUO_07390
ko:K07533	lmp:MUO_07445
ko:K02076	lmp:MUO_07450
ko:K15986	lmp:MUO_07465
ko:K00016	lmp:MUO_07900
ko:K04518	lmp:MUO_07910
ko:K07584	lmp:MUO_07935
ko:K02236	lmp:MUO_07980
ko:K01719	lmp:MUO_08005
ko:K01439	lmp:MUO_08325
ko:K09963	lmp:MUO_08830
ko:K02025	lmp:MUO_08895
ko:K02004	lmp:MUO_08970
ko:K09787	lmp:MUO_09255
ko:K00059	lmp:MUO_09280
ko:K07030	lmp:MUO_09315
ko:K00949	lmp:MUO_09330
ko:K02823	lmp:MUO_09415
ko:K02824	lmp:MUO_09440
ko:K07213	lmp:MUO_09505
ko:K01515	lmp:MUO_10080
ko:K00784	lmp:MUO_10105
ko:K01619	lmp:MUO_10195
ko:K02793	lmp:MUO_10205
ko:K07720	lmp:MUO_10275
ko:K09704	lmp:MUO_10290
ko:K01191	lmp:MUO_10295
ko:K01191	lmp:MUO_10305
ko:K01838	lmp:MUO_14225
ko:K11733	lmp:MUO_04250
ko:K03713	lmp:MUO_06715
ko:K09976	lmp:MUO_06755
ko:K09764	lmp:MUO_06850
ko:K03177	lmp:MUO_06860
ko:K01934	lmp:MUO_06900
ko:K00845	lmp:MUO_06915
ko:K01489	lmp:MUO_07540
ko:K02238	lmp:MUO_07635
ko:K06948	lmp:MUO_07680
ko:K01243	lmp:MUO_07695
ko:K11144	lmp:MUO_08030
ko:K03346	lmp:MUO_08035
ko:K10563	lmp:MUO_08050
ko:K06286	lmp:MUO_08200
ko:K00016	lmp:MUO_08575
ko:K09815	lmp:MUO_08595
ko:K08680	lmp:MUO_08610
ko:K02552	lmp:MUO_08620
ko:K01760	lmp:MUO_08635
ko:K09825	lmp:MUO_08660
ko:K07586	lmp:MUO_08680
ko:K02433	lmp:MUO_09015
ko:K07094	lmp:MUO_09040
ko:K01258	lmp:MUO_09140
ko:K01104	lmp:MUO_09245
ko:K03784	lmp:MUO_09525
ko:K03810	lmp:MUO_09535
ko:K07305	lmp:MUO_09540
ko:K07304	lmp:MUO_09545
ko:K03469	lmp:MUO_09645
ko:K03700	lmp:MUO_09705
ko:K02086	lmp:MUO_09725
ko:K00974	lmp:MUO_09775
ko:K07105	lmp:MUO_10335
ko:K08724	lmp:MUO_10465
ko:K08152	lmp:MUO_10485
ko:K07177	lmp:MUO_10525
ko:K07052	lmp:MUO_10920
ko:K07035	lmp:MUO_11010
ko:K01759	lmp:MUO_11125
ko:K01679	lmp:MUO_11420
ko:K12555	lmp:MUO_11440
ko:K06889	lmp:MUO_11600
ko:K00882	lmp:MUO_11655
ko:K03436	lmp:MUO_11660
ko:K01372	lmp:MUO_11665
ko:K06183	lmp:MUO_11685
ko:K05570	lmp:MUO_11910
ko:K00657	lmp:MUO_11990
ko:K04488	lmp:MUO_12035
ko:K01580	lmp:MUO_12145
ko:K03488	lmp:MUO_12155
ko:K07032	lmp:MUO_12160
ko:K07658	lmp:MUO_12485
ko:K02242	lmp:MUO_12545
ko:K02240	lmp:MUO_12550
ko:K07692	lmp:MUO_12560
ko:K02549	lmp:MUO_12585
ko:K02116	lmp:MUO_12665
ko:K02775	lmp:MUO_13340
ko:K01977	lmp:MUO_r14509
ko:K01977	lmp:MUO_r14511
ko:K01977	lmp:MUO_r14513
ko:K01977	lmp:MUO_r14507
ko:K01977	lmp:MUO_r14505
ko:K00027	lmp:MUO_09825
ko:K04517	lmp:MUO_09870
ko:K00805	lmp:MUO_09900
ko:K00805	lmp:MUO_09910
ko:K01104	lmp:MUO_09925
ko:K01424	lmp:MUO_09950
ko:K05337	lmp:MUO_09970
ko:K03783	lmp:MUO_10020
ko:K04763	lmp:MUO_10030
ko:K03711	lmp:MUO_10035
ko:K07052	lmp:MUO_10620
ko:K06889	lmp:MUO_10640
ko:K01409	lmp:MUO_10645
ko:K05020	lmp:MUO_10730
ko:K00882	lmp:MUO_10745
ko:K02775	lmp:MUO_10750
ko:K00625	lmp:MUO_10785
ko:K07098	lmp:MUO_10805
ko:K02004	lmp:MUO_10850
ko:K01026	lmp:MUO_11145
ko:K10823	lmp:MUO_11255
ko:K15582	lmp:MUO_11265
ko:K06976	lmp:MUO_11340
ko:K07533	lmp:MUO_11390
ko:K03698	lmp:MUO_11395
ko:K02564	lmp:MUO_11770
ko:K01580	lmp:MUO_11800
ko:K07570	lmp:MUO_11830
ko:K02004	lmp:MUO_11840
ko:K03768	lmp:MUO_11875
ko:K05565	lmp:MUO_11885
ko:K05568	lmp:MUO_11900
ko:K06994	lmp:MUO_12295
ko:K09762	lmp:MUO_12340
ko:K01835	lmp:MUO_12355
ko:K01785	lmp:MUO_12360
ko:K01784	lmp:MUO_12365
ko:K06023	lmp:MUO_12395
ko:K07027	lmp:MUO_12745
ko:K03048	lmp:MUO_12780
ko:K02035	lmp:MUO_12830
ko:K02004	lmp:MUO_12895
ko:K03593	lmp:MUO_12940
ko:K00851	lmp:MUO_13580
ko:K16012	lmp:MUO_13595
ko:K16013	lmp:MUO_13600
ko:K04750	lmp:MUO_13680
ko:K01191	lmp:MUO_13730
ko:K08161	lmp:MUO_13765
ko:K00616	lmp:MUO_13775
ko:K07343	lmp:MUO_13790
ko:K00059	lmp:MUO_14145
ko:K00058	lmp:MUO_14190
ko:K04844	lmp:MUO_14235
ko:K02025	lmp:MUO_14260
ko:K01629	lmp:MUO_14300
ko:K01813	lmp:MUO_14305
ko:K06610	lmp:MUO_14315
ko:K06346	lmp:MUO_14330
ko:K01223	lmp:MUO_01545
ko:K01223	lmp:MUO_01470
ko:K01426	lmp:MUO_13000
ko:K00939	lmp:MUO_13040
ko:K00805	lmp:MUO_13185
ko:K00805	lmp:MUO_13190
ko:K01470	lmp:MUO_13215
ko:K07048	lmp:MUO_13220
ko:K03475	lmp:MUO_13225
ko:K02822	lmp:MUO_13230
ko:K03342	lmp:MUO_13810
ko:K07258	lmp:MUO_13835
ko:K00088	lmp:MUO_13855
ko:K02755	lmp:MUO_13925
ko:K02756	lmp:MUO_13925
ko:K02757	lmp:MUO_13925
ko:K03488	lmp:MUO_13930
ko:K02004	lmp:MUO_13945
ko:K03491	lmp:MUO_13995
ko:K02798	lmp:MUO_14045
ko:K02799	lmp:MUO_14055
ko:K02800	lmp:MUO_14055
ko:K01788	lmp:MUO_14065
ko:K06198	lmp:MUO_11240
ko:K02769	lmp:MUO_02210
ko:K02769	lmp:MUO_10965
ko:K01977	lmp:MUO_r14503
ko:K15583	lmp:MUO_11260
ko:K14234	lmp:MUO_t14481
ko:K16511	lmp:MUO_11245
ko:K01223	lmp:MUO_13870
ko:K01223	lmp:MUO_03120
ko:K02769	lmp:MUO_02330
ko:K16329	lmp:MUO_11675
ko:K16169	lmp:MUO_09665
ko:K05518	lmp:MUO_04745
ko:K05340	lmp:MUO_01010
ko:K05340	lmp:MUO_02315
ko:K16264	lmp:MUO_12860
ko:K02851	lmp:MUO_05065
ko:K16644	lmp:MUO_01165
ko:K15770	lmp:MUO_10910
ko:K15770	lmp:MUO_01430
ko:K15772	lmp:MUO_01440
ko:K01985	lmp:MUO_r14491
ko:K01985	lmp:MUO_r14497
ko:K01985	lmp:MUO_r14493
ko:K01985	lmp:MUO_r14499
ko:K01985	lmp:MUO_r14495
ko:K01985	lmp:MUO_r14501
ko:K13730	lmp:MUO_02455
ko:K13731	lmp:MUO_02460
ko:K07979	lmp:MUO_11500
ko:K15772	lmp:MUO_10900
ko:K15771	lmp:MUO_10905
ko:K16786	lmp:MUO_12990
ko:K02768	lmp:MUO_02325
ko:K02026	lmp:MUO_01045
ko:K16787	lmp:MUO_12985
ko:K16785	lmp:MUO_12980
ko:K09681	lmp:MUO_08915
ko:K00980	lmp:MUO_05695
ko:K16789	lmp:MUO_07370
ko:K02768	lmp:MUO_02205
ko:K02768	lmp:MUO_10970
ko:K02768	lmp:MUO_03430
ko:K02025	lmp:MUO_01040
ko:K13052	lmp:MUO_01230
ko:K10947	lmp:MUO_03940
ko:K03574	lmp:MUO_08330
ko:K16785	lmp:MUO_13155
ko:K03574	lmp:MUO_11825
ko:K02768	lmp:MUO_01975
ko:K11050	lmp:MUO_05205
ko:K16651	lmp:MUO_06045
ko:K02851	lmp:MUO_12580
ko:K16898	lmp:MUO_11625
ko:K01834	lmp:MUO_11320
ko:K02030	lmp:MUO_08930
ko:K14236	lmp:MUO_t14441
ko:K14236	lmp:MUO_t14459
ko:K14237	lmp:MUO_t14489
ko:K02006	lmp:MUO_06225
ko:K01271	lmp:MUO_08120
ko:K14228	lmp:MUO_t14365
ko:K14228	lmp:MUO_t14425
ko:K14231	lmp:MUO_t14403
ko:K14231	lmp:MUO_t14461
ko:K02226	lmp:MUO_05940
ko:K11991	lmp:MUO_13615
ko:K10974	lmp:MUO_02545
ko:K02008	lmp:MUO_06220
ko:K14229	lmp:MUO_t14363
ko:K14229	lmp:MUO_t14445
ko:K14229	lmp:MUO_t14427
ko:K01980	lmp:MUO_r14515
ko:K01980	lmp:MUO_r14519
ko:K01980	lmp:MUO_r14523
ko:K01980	lmp:MUO_r14517
ko:K01980	lmp:MUO_r14525
ko:K01980	lmp:MUO_r14521
ko:K14237	lmp:MUO_t14359
ko:K14237	lmp:MUO_t14467
ko:K14237	lmp:MUO_t14431
ko:K14228	lmp:MUO_t14369
ko:K14228	lmp:MUO_t14421
ko:K14225	lmp:MUO_t14367
ko:K14225	lmp:MUO_t14423
ko:K14225	lmp:MUO_t14451
ko:K14225	lmp:MUO_t14387
ko:K14225	lmp:MUO_t14399
ko:K14219	lmp:MUO_t14371
ko:K14219	lmp:MUO_t14419
ko:K14219	lmp:MUO_t14389
ko:K14220	lmp:MUO_t14379
ko:K14220	lmp:MUO_t14483
ko:K14220	lmp:MUO_t14473
ko:K14220	lmp:MUO_t14395
ko:K14221	lmp:MUO_t14385
ko:K14221	lmp:MUO_t14463
ko:K14221	lmp:MUO_t14405
ko:K14227	lmp:MUO_t14397
ko:K14227	lmp:MUO_t14477
ko:K14227	lmp:MUO_t14487
ko:K14230	lmp:MUO_t14407
ko:K14230	lmp:MUO_t14465
ko:K14230	lmp:MUO_t14413
ko:K14233	lmp:MUO_t14409
ko:K14234	lmp:MUO_t14439
ko:K14228	lmp:MUO_t14435
ko:K14228	lmp:MUO_t14447
ko:K14223	lmp:MUO_t14443
ko:K14222	lmp:MUO_t14449
ko:K14233	lmp:MUO_t14471
ko:K14219	lmp:MUO_t14479
ko:K04027	lmp:MUO_06095
ko:K16899	lmp:MUO_11630
ko:K16960	lmp:MUO_11705
ko:K16959	lmp:MUO_11710
ko:K16958	lmp:MUO_11715
ko:K16957	lmp:MUO_11720
ko:K11070	lmp:MUO_04300
ko:K10027	lmp:MUO_05275
ko:K01992	lmp:MUO_11425
ko:K01990	lmp:MUO_11430
ko:K01992	lmp:MUO_11365
ko:K02029	lmp:MUO_04495
ko:K02030	lmp:MUO_04495
ko:K02029	lmp:MUO_11545
ko:K02030	lmp:MUO_11545
ko:K17319	lmp:MUO_10270
ko:K17318	lmp:MUO_10260
ko:K02028	lmp:MUO_08935
ko:K01990	lmp:MUO_11370
ko:K13923	lmp:MUO_05995
ko:K01990	lmp:MUO_04020
ko:K01990	lmp:MUO_10980
ko:K01990	lmp:MUO_08860
ko:K01992	lmp:MUO_10070
ko:K01992	lmp:MUO_10985
ko:K02028	lmp:MUO_04500
ko:K02028	lmp:MUO_11550
ko:K03574	lmp:MUO_06450
ko:K17320	lmp:MUO_10265
ko:K00951	lmp:MUO_07845
ko:K00265	lmp:MUO_08910
ko:K08986	lmp:MUO_04885
ko:K14226	lmp:MUO_t14401
ko:K14226	lmp:MUO_t14455
ko:K01992	lmp:MUO_04065
ko:K17472	lmp:MUO_07805
ko:K01992	lmp:MUO_03675
ko:K01992	lmp:MUO_05175
ko:K01992	lmp:MUO_05735
ko:K01992	lmp:MUO_11490
ko:K14229	lmp:MUO_t14357
ko:K10112	lmp:MUO_01580
ko:K14233	lmp:MUO_t14381
ko:K14233	lmp:MUO_t14393
ko:K14223	lmp:MUO_t14453
ko:K17686	lmp:MUO_09510
ko:K01990	lmp:MUO_00170
ko:K01990	lmp:MUO_03670
ko:K01990	lmp:MUO_05170
ko:K01990	lmp:MUO_05730
ko:K01990	lmp:MUO_10075
ko:K01990	lmp:MUO_11495
ko:K01990	lmp:MUO_13250
ko:K01990	lmp:MUO_13910
ko:K01990	lmp:MUO_04895
ko:K01990	lmp:MUO_08405
ko:K07260	lmp:MUO_09520
ko:K02027	lmp:MUO_08890
ko:K01791	lmp:MUO_12670
ko:K17752	lmp:MUO_04720
ko:K02026	lmp:MUO_04565
ko:K02026	lmp:MUO_08900
ko:K02026	lmp:MUO_14255
ko:K02027	lmp:MUO_01050
ko:K01658	lmp:MUO_08385
ko:K17828	lmp:MUO_09410
ko:K02027	lmp:MUO_14265
ko:K12574	lmp:MUO_05410
ko:K12574	lmp:MUO_07395
ko:K17763	lmp:MUO_00970
ko:K17763	lmp:MUO_04710
ko:K07284	lmp:MUO_04920
ko:K02027	lmp:MUO_04555
ko:K00661	lmp:MUO_03655
ko:K00537	lmp:MUO_12105
ko:K01183	lmp:MUO_00705
ko:K04757	lmp:MUO_04735
ko:K17762	lmp:MUO_04715
ko:K01187	lmp:MUO_01060
ko:K07145	lmp:MUO_02665
ko:K09022	lmp:MUO_04480
ko:K18104	lmp:MUO_13785
ko:K08221	lmp:MUO_07270
ko:K02770	lmp:MUO_10960
ko:K08316	lmp:MUO_10535
ko:K01101	lmp:MUO_11995
ko:K02809	lmp:MUO_08525
ko:K02810	lmp:MUO_08525
ko:K02770	lmp:MUO_02215
ko:K02770	lmp:MUO_02335
ko:K22597	lmp:MUO_14270
