ko:K07005	bmaq:DM76_3387
ko:K07093	bmaq:DM76_2632
ko:K07118	bmaq:DM76_2635
ko:K05800	bmaq:DM76_2637
ko:K02010	bmaq:DM76_2638
ko:K02011	bmaq:DM76_2639
ko:K02012	bmaq:DM76_2640
ko:K16234	bmaq:DM76_2642
ko:K03583	bmaq:DM76_2644
ko:K03582	bmaq:DM76_2645
ko:K00658	bmaq:DM76_3075
ko:K00382	bmaq:DM76_3076
ko:K06916	bmaq:DM76_3077
ko:K00612	bmaq:DM76_3085
ko:K01434	bmaq:DM76_3086
ko:K01807	bmaq:DM76_3093
ko:K11066	bmaq:DM76_3094
ko:K03218	bmaq:DM76_3095
ko:K12573	bmaq:DM76_3096
ko:K01465	bmaq:DM76_603
ko:K13993	bmaq:DM76_607
ko:K04078	bmaq:DM76_608
ko:K10004	bmaq:DM76_611
ko:K10002	bmaq:DM76_612
ko:K10003	bmaq:DM76_613
ko:K10001	bmaq:DM76_614
ko:K00261	bmaq:DM76_615
ko:K02575	bmaq:DM76_617
ko:K01756	bmaq:DM76_618
ko:K00851	bmaq:DM76_619
ko:K03299	bmaq:DM76_620
ko:K01625	bmaq:DM76_621
ko:K01690	bmaq:DM76_622
ko:K08973	bmaq:DM76_624
ko:K00147	bmaq:DM76_625
ko:K02340	bmaq:DM76_626
ko:K03643	bmaq:DM76_627
ko:K01869	bmaq:DM76_628
ko:K03559	bmaq:DM76_629
ko:K03561	bmaq:DM76_630
ko:K00215	bmaq:DM76_631
ko:K06186	bmaq:DM76_632
ko:K03711	bmaq:DM76_633
ko:K01483	bmaq:DM76_634
ko:K01483	bmaq:DM76_635
ko:K01477	bmaq:DM76_636
ko:K11103	bmaq:DM76_637
ko:K11921	bmaq:DM76_639
ko:K01692	bmaq:DM76_744
ko:K07001	bmaq:DM76_746
ko:K03525	bmaq:DM76_751
ko:K03524	bmaq:DM76_752
ko:K01119	bmaq:DM76_754
ko:K02066	bmaq:DM76_755
ko:K02065	bmaq:DM76_756
ko:K02067	bmaq:DM76_757
ko:K18480	bmaq:DM76_758
ko:K07018	bmaq:DM76_761
ko:K07258	bmaq:DM76_762
ko:K00824	bmaq:DM76_763
ko:K09158	bmaq:DM76_764
ko:K03566	bmaq:DM76_765
ko:K03801	bmaq:DM76_767
ko:K03644	bmaq:DM76_768
ko:K00681	bmaq:DM76_772
ko:K14393	bmaq:DM76_779
ko:K11103	bmaq:DM76_780
ko:K10126	bmaq:DM76_783
ko:K07391	bmaq:DM76_788
ko:K09806	bmaq:DM76_789
ko:K04752	bmaq:DM76_790
ko:K03320	bmaq:DM76_791
ko:K01919	bmaq:DM76_794
ko:K01920	bmaq:DM76_795
ko:K02821	bmaq:DM76_796
ko:K11189	bmaq:DM76_797
ko:K08483	bmaq:DM76_798
ko:K03797	bmaq:DM76_800
ko:K02113	bmaq:DM76_963
ko:K02111	bmaq:DM76_964
ko:K02115	bmaq:DM76_965
ko:K02112	bmaq:DM76_966
ko:K02114	bmaq:DM76_967
ko:K00666	bmaq:DM76_968
ko:K06929	bmaq:DM76_969
ko:K01713	bmaq:DM76_970
ko:K01599	bmaq:DM76_971
ko:K04066	bmaq:DM76_972
ko:K13821	bmaq:DM76_974
ko:K01999	bmaq:DM76_975
ko:K12508	bmaq:DM76_976
ko:K09456	bmaq:DM76_977
ko:K10013	bmaq:DM76_980
ko:K01534	bmaq:DM76_985
ko:K00425	bmaq:DM76_995
ko:K00426	bmaq:DM76_996
ko:K12373	bmaq:DM76_999
ko:K02803	bmaq:DM76_1000
ko:K02804	bmaq:DM76_1000
ko:K02768	bmaq:DM76_1001
ko:K08483	bmaq:DM76_1001
ko:K11183	bmaq:DM76_1001
ko:K01443	bmaq:DM76_1003
ko:K03710	bmaq:DM76_1004
ko:K01586	bmaq:DM76_1013
ko:K03153	bmaq:DM76_1223
ko:K02471	bmaq:DM76_1224
ko:K01975	bmaq:DM76_1225
ko:K03310	bmaq:DM76_1226
ko:K00266	bmaq:DM76_1227
ko:K00265	bmaq:DM76_1228
ko:K07491	bmaq:DM76_1229
ko:K07275	bmaq:DM76_1230
ko:K01126	bmaq:DM76_1231
ko:K05816	bmaq:DM76_1232
ko:K05815	bmaq:DM76_1233
ko:K05814	bmaq:DM76_1234
ko:K05813	bmaq:DM76_1235
ko:K01129	bmaq:DM76_1236
ko:K01735	bmaq:DM76_1237
ko:K00891	bmaq:DM76_1238
ko:K02666	bmaq:DM76_1239
ko:K05366	bmaq:DM76_1243
ko:K06202	bmaq:DM76_1246
ko:K01586	bmaq:DM76_1248
ko:K17247	bmaq:DM76_1249
ko:K02358	bmaq:DM76_1257
ko:K03073	bmaq:DM76_1259
ko:K02601	bmaq:DM76_1260
ko:K02867	bmaq:DM76_1261
ko:K02863	bmaq:DM76_1262
ko:K02864	bmaq:DM76_1263
ko:K02935	bmaq:DM76_1264
ko:K03043	bmaq:DM76_1265
ko:K03046	bmaq:DM76_1266
ko:K03654	bmaq:DM76_1268
ko:K02950	bmaq:DM76_1269
ko:K02992	bmaq:DM76_1270
ko:K02355	bmaq:DM76_1271
ko:K02358	bmaq:DM76_1272
ko:K02946	bmaq:DM76_1273
ko:K02906	bmaq:DM76_1274
ko:K02926	bmaq:DM76_1275
ko:K02892	bmaq:DM76_1276
ko:K03569	bmaq:DM76_1545
ko:K02435	bmaq:DM76_1546
ko:K02433	bmaq:DM76_1547
ko:K02434	bmaq:DM76_1548
ko:K01142	bmaq:DM76_1550
ko:K05520	bmaq:DM76_1558
ko:K01753	bmaq:DM76_1559
ko:K06015	bmaq:DM76_1561
ko:K06879	bmaq:DM76_1563
ko:K01754	bmaq:DM76_1564
ko:K03183	bmaq:DM76_1568
ko:K03690	bmaq:DM76_1570
ko:K03688	bmaq:DM76_1571
ko:K01876	bmaq:DM76_1575
ko:K08310	bmaq:DM76_1576
ko:K07516	bmaq:DM76_1580
ko:K02379	bmaq:DM76_1583
ko:K10806	bmaq:DM76_1585
ko:K06147	bmaq:DM76_1586
ko:K07102	bmaq:DM76_1588
ko:K04744	bmaq:DM76_1589
ko:K03771	bmaq:DM76_1590
ko:K00097	bmaq:DM76_1591
ko:K02528	bmaq:DM76_1592
ko:K01759	bmaq:DM76_1594
ko:K07043	bmaq:DM76_1595
ko:K00655	bmaq:DM76_1596
ko:K03273	bmaq:DM76_1597
ko:K03703	bmaq:DM76_1915
ko:K06911	bmaq:DM76_1922
ko:K02348	bmaq:DM76_1923
ko:K07152	bmaq:DM76_1926
ko:K01087	bmaq:DM76_1927
ko:K00697	bmaq:DM76_1928
ko:K06147	bmaq:DM76_1929
ko:K08983	bmaq:DM76_1932
ko:K01999	bmaq:DM76_1934
ko:K10015	bmaq:DM76_1937
ko:K10017	bmaq:DM76_1938
ko:K00673	bmaq:DM76_1941
ko:K00673	bmaq:DM76_1942
ko:K06447	bmaq:DM76_1943
ko:K01484	bmaq:DM76_1944
ko:K05526	bmaq:DM76_1945
ko:K00799	bmaq:DM76_1946
ko:K10013	bmaq:DM76_1947
ko:K10255	bmaq:DM76_1948
ko:K02300	bmaq:DM76_1949
ko:K02299	bmaq:DM76_1950
ko:K02298	bmaq:DM76_1952
ko:K02297	bmaq:DM76_1953
ko:K13771	bmaq:DM76_1955
ko:K04488	bmaq:DM76_1958
ko:K11717	bmaq:DM76_1959
ko:K09015	bmaq:DM76_1960
ko:K09013	bmaq:DM76_1961
ko:K09014	bmaq:DM76_1962
ko:K07234	bmaq:DM76_1963
ko:K02841	bmaq:DM76_2334
ko:K03832	bmaq:DM76_2337
ko:K02428	bmaq:DM76_2341
ko:K00989	bmaq:DM76_2342
ko:K00942	bmaq:DM76_2344
ko:K03060	bmaq:DM76_2345
ko:K04760	bmaq:DM76_2349
ko:K03640	bmaq:DM76_2358
ko:K03641	bmaq:DM76_2359
ko:K03560	bmaq:DM76_2361
ko:K03562	bmaq:DM76_2362
ko:K07107	bmaq:DM76_2363
ko:K16066	bmaq:DM76_2364
ko:K00600	bmaq:DM76_2365
ko:K07738	bmaq:DM76_2366
ko:K08084	bmaq:DM76_2367
ko:K02672	bmaq:DM76_2369
ko:K02655	bmaq:DM76_2371
ko:K00252	bmaq:DM76_2376
ko:K05712	bmaq:DM76_2381
ko:K08195	bmaq:DM76_2383
ko:K00451	bmaq:DM76_2384
ko:K01555	bmaq:DM76_2385
ko:K03281	bmaq:DM76_2814
ko:K00874	bmaq:DM76_2819
ko:K02525	bmaq:DM76_2823
ko:K03284	bmaq:DM76_2838
ko:K09780	bmaq:DM76_2839
ko:K07218	bmaq:DM76_2851
ko:K00376	bmaq:DM76_2852
ko:K03734	bmaq:DM76_2853
ko:K01990	bmaq:DM76_2854
ko:K01992	bmaq:DM76_2855
ko:K03406	bmaq:DM76_2856
ko:K01953	bmaq:DM76_3343
ko:K07303	bmaq:DM76_3345
ko:K07302	bmaq:DM76_3346
ko:K02484	bmaq:DM76_3353
ko:K05921	bmaq:DM76_3358
ko:K05921	bmaq:DM76_3359
ko:K00151	bmaq:DM76_3360
ko:K00455	bmaq:DM76_3361
ko:K01826	bmaq:DM76_3362
ko:K02509	bmaq:DM76_3363
ko:K02510	bmaq:DM76_3365
ko:K02010	bmaq:DM76_3368
ko:K02011	bmaq:DM76_3369
ko:K02012	bmaq:DM76_3370
ko:K03406	bmaq:DM76_3100
ko:K01114	bmaq:DM76_3101
ko:K08178	bmaq:DM76_3106
ko:K01897	bmaq:DM76_3108
ko:K03666	bmaq:DM76_3111
ko:K12511	bmaq:DM76_3118
ko:K12510	bmaq:DM76_3119
ko:K02283	bmaq:DM76_3120
ko:K02282	bmaq:DM76_3121
ko:K02280	bmaq:DM76_3122
ko:K02279	bmaq:DM76_3123
ko:K02278	bmaq:DM76_3125
ko:K02651	bmaq:DM76_3126
ko:K00380	bmaq:DM76_3612
ko:K03734	bmaq:DM76_3613
ko:K00128	bmaq:DM76_3614
ko:K09471	bmaq:DM76_3619
ko:K00040	bmaq:DM76_3625
ko:K08323	bmaq:DM76_3627
ko:K08322	bmaq:DM76_3628
ko:K01916	bmaq:DM76_3632
ko:K00368	bmaq:DM76_3638
ko:K07152	bmaq:DM76_3641
ko:K11910	bmaq:DM76_3647
ko:K11901	bmaq:DM76_3650
ko:K11900	bmaq:DM76_3651
ko:K11903	bmaq:DM76_3652
ko:K11905	bmaq:DM76_3653
ko:K11896	bmaq:DM76_3654
ko:K11895	bmaq:DM76_3655
ko:K11907	bmaq:DM76_3656
ko:K11904	bmaq:DM76_3657
ko:K11893	bmaq:DM76_3663
ko:K11892	bmaq:DM76_3664
ko:K11891	bmaq:DM76_3665
ko:K01495	bmaq:DM76_3667
ko:K13486	bmaq:DM76_4195
ko:K13488	bmaq:DM76_4196
ko:K13487	bmaq:DM76_4197
ko:K01652	bmaq:DM76_4202
ko:K03316	bmaq:DM76_4203
ko:K02503	bmaq:DM76_4207
ko:K16320	bmaq:DM76_4210
ko:K03381	bmaq:DM76_4215
ko:K03464	bmaq:DM76_4216
ko:K02300	bmaq:DM76_4217
ko:K02299	bmaq:DM76_4218
ko:K02298	bmaq:DM76_4219
ko:K02297	bmaq:DM76_4220
ko:K00219	bmaq:DM76_4221
ko:K05549	bmaq:DM76_4228
ko:K05550	bmaq:DM76_4229
ko:K05784	bmaq:DM76_4230
ko:K05783	bmaq:DM76_4231
ko:K11733	bmaq:DM76_4240
ko:K07044	bmaq:DM76_4242
ko:K07576	bmaq:DM76_4243
ko:K00023	bmaq:DM76_4244
ko:K07774	bmaq:DM76_3371
ko:K07649	bmaq:DM76_3372
ko:K07140	bmaq:DM76_3373
ko:K16137	bmaq:DM76_3378
ko:K00208	bmaq:DM76_3382
ko:K04064	bmaq:DM76_3384
ko:K00375	bmaq:DM76_3386
ko:K00666	bmaq:DM76_3390
ko:K00694	bmaq:DM76_3393
ko:K07152	bmaq:DM76_3942
ko:K08195	bmaq:DM76_3944
ko:K05349	bmaq:DM76_3948
ko:K05349	bmaq:DM76_3949
ko:K03833	bmaq:DM76_3953
ko:K01042	bmaq:DM76_3954
ko:K02380	bmaq:DM76_3955
ko:K00127	bmaq:DM76_3956
ko:K00124	bmaq:DM76_3957
ko:K00123	bmaq:DM76_3960
ko:K02030	bmaq:DM76_3962
ko:K02028	bmaq:DM76_3964
ko:K02029	bmaq:DM76_3964
ko:K02030	bmaq:DM76_3968
ko:K06987	bmaq:DM76_3970
ko:K07058	bmaq:DM76_3972
ko:K00963	bmaq:DM76_3977
ko:K01711	bmaq:DM76_3985
ko:K01733	bmaq:DM76_1
ko:K00003	bmaq:DM76_2
ko:K14260	bmaq:DM76_3
ko:K10012	bmaq:DM76_8
ko:K00604	bmaq:DM76_9
ko:K03564	bmaq:DM76_12
ko:K07175	bmaq:DM76_13
ko:K03306	bmaq:DM76_15
ko:K07220	bmaq:DM76_16
ko:K02939	bmaq:DM76_18
ko:K02963	bmaq:DM76_19
ko:K02686	bmaq:DM76_20
ko:K02990	bmaq:DM76_21
ko:K03088	bmaq:DM76_23
ko:K02275	bmaq:DM76_25
ko:K01424	bmaq:DM76_30
ko:K03424	bmaq:DM76_39
ko:K03823	bmaq:DM76_40
ko:K02341	bmaq:DM76_41
ko:K00943	bmaq:DM76_42
ko:K07082	bmaq:DM76_43
ko:K06980	bmaq:DM76_44
ko:K10974	bmaq:DM76_3778
ko:K01266	bmaq:DM76_3785
ko:K06911	bmaq:DM76_3797
ko:K13741	bmaq:DM76_3809
ko:K13287	bmaq:DM76_3813
ko:K13286	bmaq:DM76_3815
ko:K13285	bmaq:DM76_3816
ko:K03225	bmaq:DM76_3822
ko:K03230	bmaq:DM76_3827
ko:K00640	bmaq:DM76_4353
ko:K01053	bmaq:DM76_4356
ko:K05596	bmaq:DM76_4364
ko:K06895	bmaq:DM76_4365
ko:K09930	bmaq:DM76_4369
ko:K01574	bmaq:DM76_4377
ko:K00019	bmaq:DM76_4378
ko:K07001	bmaq:DM76_4379
ko:K00799	bmaq:DM76_4381
ko:K16135	bmaq:DM76_4383
ko:K07246	bmaq:DM76_4384
ko:K09958	bmaq:DM76_4386
ko:K00060	bmaq:DM76_4389
ko:K00639	bmaq:DM76_4390
ko:K00537	bmaq:DM76_4399
ko:K03088	bmaq:DM76_4401
ko:K09801	bmaq:DM76_159
ko:K03664	bmaq:DM76_161
ko:K05998	bmaq:DM76_166
ko:K09773	bmaq:DM76_167
ko:K03437	bmaq:DM76_170
ko:K03470	bmaq:DM76_171
ko:K00748	bmaq:DM76_172
ko:K00677	bmaq:DM76_173
ko:K02372	bmaq:DM76_174
ko:K02536	bmaq:DM76_175
ko:K06142	bmaq:DM76_176
ko:K07277	bmaq:DM76_177
ko:K11749	bmaq:DM76_178
ko:K00099	bmaq:DM76_179
ko:K00981	bmaq:DM76_180
ko:K00806	bmaq:DM76_181
ko:K02838	bmaq:DM76_182
ko:K09903	bmaq:DM76_183
ko:K02357	bmaq:DM76_184
ko:K02967	bmaq:DM76_185
ko:K01265	bmaq:DM76_186
ko:K00990	bmaq:DM76_187
ko:K06182	bmaq:DM76_188
ko:K01462	bmaq:DM76_189
ko:K01972	bmaq:DM76_190
ko:K03529	bmaq:DM76_192
ko:K14267	bmaq:DM76_194
ko:K00674	bmaq:DM76_195
ko:K01439	bmaq:DM76_197
ko:K07320	bmaq:DM76_198
ko:K06131	bmaq:DM76_199
ko:K00432	bmaq:DM76_200
ko:K06158	bmaq:DM76_201
ko:K04485	bmaq:DM76_203
ko:K01775	bmaq:DM76_204
ko:K00941	bmaq:DM76_206
ko:K09977	bmaq:DM76_207
ko:K03789	bmaq:DM76_209
ko:K04567	bmaq:DM76_317
ko:K04755	bmaq:DM76_320
ko:K04044	bmaq:DM76_321
ko:K04082	bmaq:DM76_322
ko:K13628	bmaq:DM76_323
ko:K04488	bmaq:DM76_324
ko:K04487	bmaq:DM76_325
ko:K13643	bmaq:DM76_326
ko:K01104	bmaq:DM76_327
ko:K03527	bmaq:DM76_335
ko:K03774	bmaq:DM76_336
ko:K03630	bmaq:DM76_337
ko:K02902	bmaq:DM76_338
ko:K02913	bmaq:DM76_339
ko:K00278	bmaq:DM76_340
ko:K00767	bmaq:DM76_341
ko:K03517	bmaq:DM76_342
ko:K03500	bmaq:DM76_345
ko:K11175	bmaq:DM76_346
ko:K11753	bmaq:DM76_347
ko:K01870	bmaq:DM76_348
ko:K03101	bmaq:DM76_349
ko:K03694	bmaq:DM76_358
ko:K06891	bmaq:DM76_359
ko:K03704	bmaq:DM76_362
ko:K00939	bmaq:DM76_365
ko:K00979	bmaq:DM76_366
ko:K09791	bmaq:DM76_367
ko:K00912	bmaq:DM76_368
ko:K03601	bmaq:DM76_369
ko:K04564	bmaq:DM76_370
ko:K03650	bmaq:DM76_374
ko:K03217	bmaq:DM76_376
ko:K08998	bmaq:DM76_377
ko:K03536	bmaq:DM76_378
ko:K02914	bmaq:DM76_379
ko:K02313	bmaq:DM76_380
ko:K02338	bmaq:DM76_381
ko:K02470	bmaq:DM76_382
ko:K09136	bmaq:DM76_398
ko:K01192	bmaq:DM76_409
ko:K03606	bmaq:DM76_416
ko:K01991	bmaq:DM76_417
ko:K13979	bmaq:DM76_423
ko:K08218	bmaq:DM76_427
ko:K01338	bmaq:DM76_480
ko:K12368	bmaq:DM76_484
ko:K12369	bmaq:DM76_485
ko:K12370	bmaq:DM76_486
ko:K12371	bmaq:DM76_488
ko:K12372	bmaq:DM76_489
ko:K09973	bmaq:DM76_490
ko:K07160	bmaq:DM76_493
ko:K08309	bmaq:DM76_498
ko:K00329	bmaq:DM76_499
ko:K00356	bmaq:DM76_499
ko:K00974	bmaq:DM76_501
ko:K02399	bmaq:DM76_503
ko:K02398	bmaq:DM76_504
ko:K02386	bmaq:DM76_505
ko:K02387	bmaq:DM76_507
ko:K02388	bmaq:DM76_508
ko:K02389	bmaq:DM76_509
ko:K02390	bmaq:DM76_510
ko:K02391	bmaq:DM76_511
ko:K02392	bmaq:DM76_512
ko:K02393	bmaq:DM76_513
ko:K02394	bmaq:DM76_514
ko:K02395	bmaq:DM76_515
ko:K02396	bmaq:DM76_517
ko:K02397	bmaq:DM76_518
ko:K03566	bmaq:DM76_520
ko:K07240	bmaq:DM76_521
ko:K07240	bmaq:DM76_522
ko:K06193	bmaq:DM76_524
ko:K00720	bmaq:DM76_530
ko:K07267	bmaq:DM76_533
ko:K01673	bmaq:DM76_640
ko:K01725	bmaq:DM76_641
ko:K00134	bmaq:DM76_643
ko:K00615	bmaq:DM76_644
ko:K00797	bmaq:DM76_645
ko:K09761	bmaq:DM76_647
ko:K00029	bmaq:DM76_650
ko:K00946	bmaq:DM76_651
ko:K01095	bmaq:DM76_652
ko:K03743	bmaq:DM76_653
ko:K01591	bmaq:DM76_654
ko:K10538	bmaq:DM76_657
ko:K10539	bmaq:DM76_658
ko:K10537	bmaq:DM76_659
ko:K01631	bmaq:DM76_661
ko:K00883	bmaq:DM76_662
ko:K03814	bmaq:DM76_666
ko:K00014	bmaq:DM76_667
ko:K01147	bmaq:DM76_668
ko:K07000	bmaq:DM76_669
ko:K02558	bmaq:DM76_670
ko:K03786	bmaq:DM76_673
ko:K02160	bmaq:DM76_674
ko:K01961	bmaq:DM76_675
ko:K02687	bmaq:DM76_676
ko:K11065	bmaq:DM76_678
ko:K00856	bmaq:DM76_679
ko:K06077	bmaq:DM76_680
ko:K03806	bmaq:DM76_685
ko:K06950	bmaq:DM76_686
ko:K03106	bmaq:DM76_688
ko:K00760	bmaq:DM76_689
ko:K01881	bmaq:DM76_691
ko:K00297	bmaq:DM76_857
ko:K08972	bmaq:DM76_858
ko:K01251	bmaq:DM76_859
ko:K02405	bmaq:DM76_860
ko:K04562	bmaq:DM76_861
ko:K02404	bmaq:DM76_862
ko:K02400	bmaq:DM76_863
ko:K02401	bmaq:DM76_865
ko:K03414	bmaq:DM76_869
ko:K03413	bmaq:DM76_870
ko:K03412	bmaq:DM76_871
ko:K00575	bmaq:DM76_872
ko:K03408	bmaq:DM76_874
ko:K03407	bmaq:DM76_875
ko:K03413	bmaq:DM76_876
ko:K02557	bmaq:DM76_877
ko:K02556	bmaq:DM76_879
ko:K02402	bmaq:DM76_880
ko:K02403	bmaq:DM76_881
ko:K06188	bmaq:DM76_884
ko:K18676	bmaq:DM76_886
ko:K01246	bmaq:DM76_887
ko:K02970	bmaq:DM76_888
ko:K02406	bmaq:DM76_889
ko:K02407	bmaq:DM76_890
ko:K00648	bmaq:DM76_894
ko:K02078	bmaq:DM76_895
ko:K00648	bmaq:DM76_896
ko:K03406	bmaq:DM76_909
ko:K02452	bmaq:DM76_1121
ko:K02456	bmaq:DM76_1122
ko:K02457	bmaq:DM76_1123
ko:K02458	bmaq:DM76_1124
ko:K02459	bmaq:DM76_1125
ko:K02460	bmaq:DM76_1126
ko:K02461	bmaq:DM76_1127
ko:K02462	bmaq:DM76_1128
ko:K02463	bmaq:DM76_1129
ko:K03446	bmaq:DM76_1133
ko:K03446	bmaq:DM76_1134
ko:K06518	bmaq:DM76_1136
ko:K02415	bmaq:DM76_1138
ko:K02416	bmaq:DM76_1139
ko:K02417	bmaq:DM76_1140
ko:K02418	bmaq:DM76_1141
ko:K02419	bmaq:DM76_1142
ko:K01782	bmaq:DM76_1150
ko:K00626	bmaq:DM76_1151
ko:K02616	bmaq:DM76_1154
ko:K10947	bmaq:DM76_1157
ko:K01999	bmaq:DM76_1163
ko:K01997	bmaq:DM76_1164
ko:K01998	bmaq:DM76_1165
ko:K01995	bmaq:DM76_1166
ko:K01996	bmaq:DM76_1167
ko:K01156	bmaq:DM76_1170
ko:K07316	bmaq:DM76_1171
ko:K00950	bmaq:DM76_1440
ko:K00970	bmaq:DM76_1441
ko:K10763	bmaq:DM76_1443
ko:K01933	bmaq:DM76_1444
ko:K00791	bmaq:DM76_1446
ko:K03572	bmaq:DM76_1447
ko:K03975	bmaq:DM76_1448
ko:K03442	bmaq:DM76_1449
ko:K07266	bmaq:DM76_1452
ko:K01991	bmaq:DM76_1454
ko:K10107	bmaq:DM76_1455
ko:K09688	bmaq:DM76_1456
ko:K09689	bmaq:DM76_1458
ko:K01711	bmaq:DM76_1465
ko:K07031	bmaq:DM76_1466
ko:K03271	bmaq:DM76_1467
ko:K03273	bmaq:DM76_1469
ko:K07265	bmaq:DM76_1470
ko:K02535	bmaq:DM76_1474
ko:K09005	bmaq:DM76_1480
ko:K02355	bmaq:DM76_1481
ko:K03710	bmaq:DM76_1484
ko:K01647	bmaq:DM76_1486
ko:K00077	bmaq:DM76_1490
ko:K02945	bmaq:DM76_1806
ko:K05788	bmaq:DM76_1807
ko:K00012	bmaq:DM76_1812
ko:K03274	bmaq:DM76_1814
ko:K02237	bmaq:DM76_1815
ko:K12339	bmaq:DM76_1816
ko:K08305	bmaq:DM76_1817
ko:K02071	bmaq:DM76_1820
ko:K02072	bmaq:DM76_1821
ko:K02073	bmaq:DM76_1822
ko:K03521	bmaq:DM76_1823
ko:K03522	bmaq:DM76_1824
ko:K00285	bmaq:DM76_1827
ko:K03719	bmaq:DM76_1828
ko:K02959	bmaq:DM76_1833
ko:K02860	bmaq:DM76_1834
ko:K00554	bmaq:DM76_1835
ko:K02884	bmaq:DM76_1836
ko:K02227	bmaq:DM76_1840
ko:K06949	bmaq:DM76_1842
ko:K06013	bmaq:DM76_1843
ko:K13288	bmaq:DM76_1844
ko:K03831	bmaq:DM76_1845
ko:K09889	bmaq:DM76_1846
ko:K03592	bmaq:DM76_1847
ko:K02518	bmaq:DM76_2231
ko:K15738	bmaq:DM76_2236
ko:K02622	bmaq:DM76_2237
ko:K02621	bmaq:DM76_2238
ko:K06016	bmaq:DM76_2244
ko:K07240	bmaq:DM76_2246
ko:K01784	bmaq:DM76_2253
ko:K15778	bmaq:DM76_2257
ko:K02841	bmaq:DM76_2258
ko:K02527	bmaq:DM76_2260
ko:K03189	bmaq:DM76_2261
ko:K03188	bmaq:DM76_2262
ko:K03187	bmaq:DM76_2263
ko:K01428	bmaq:DM76_2264
ko:K01429	bmaq:DM76_2265
ko:K01430	bmaq:DM76_2266
ko:K03190	bmaq:DM76_2267
ko:K11963	bmaq:DM76_2268
ko:K11962	bmaq:DM76_2269
ko:K11961	bmaq:DM76_2270
ko:K11960	bmaq:DM76_2271
ko:K11959	bmaq:DM76_2272
ko:K00822	bmaq:DM76_2273
ko:K00573	bmaq:DM76_2275
ko:K06940	bmaq:DM76_2278
ko:K06153	bmaq:DM76_2280
ko:K13929	bmaq:DM76_2702
ko:K13931	bmaq:DM76_2703
ko:K13932	bmaq:DM76_2704
ko:K13933	bmaq:DM76_2705
ko:K13934	bmaq:DM76_2706
ko:K13930	bmaq:DM76_2707
ko:K00645	bmaq:DM76_2708
ko:K03762	bmaq:DM76_2715
ko:K09771	bmaq:DM76_2716
ko:K02342	bmaq:DM76_2717
ko:K03469	bmaq:DM76_2718
ko:K01069	bmaq:DM76_2720
ko:K08307	bmaq:DM76_2721
ko:K01956	bmaq:DM76_2725
ko:K11250	bmaq:DM76_2726
ko:K01955	bmaq:DM76_2727
ko:K03624	bmaq:DM76_2728
ko:K02427	bmaq:DM76_2731
ko:K03798	bmaq:DM76_2732
ko:K00796	bmaq:DM76_2733
ko:K03431	bmaq:DM76_2734
ko:K02040	bmaq:DM76_2735
ko:K02037	bmaq:DM76_2736
ko:K02038	bmaq:DM76_2737
ko:K02036	bmaq:DM76_2738
ko:K02039	bmaq:DM76_2739
ko:K07657	bmaq:DM76_2740
ko:K07636	bmaq:DM76_2741
ko:K00937	bmaq:DM76_2742
ko:K01524	bmaq:DM76_2743
ko:K03781	bmaq:DM76_3242
ko:K00646	bmaq:DM76_3247
ko:K15337	bmaq:DM76_3248
ko:K15313	bmaq:DM76_3249
ko:K15312	bmaq:DM76_3250
ko:K15311	bmaq:DM76_3254
ko:K13611	bmaq:DM76_3263
ko:K14257	bmaq:DM76_3266
ko:K07168	bmaq:DM76_3270
ko:K07300	bmaq:DM76_3272
ko:K05595	bmaq:DM76_3273
ko:K07052	bmaq:DM76_3274
ko:K16165	bmaq:DM76_3275
ko:K03088	bmaq:DM76_3278
ko:K03088	bmaq:DM76_3283
ko:K07165	bmaq:DM76_3284
ko:K02014	bmaq:DM76_3285
ko:K10440	bmaq:DM76_3286
ko:K03221	bmaq:DM76_3832
ko:K00101	bmaq:DM76_3846
ko:K08677	bmaq:DM76_3849
ko:K03306	bmaq:DM76_3853
ko:K09990	bmaq:DM76_3854
ko:K15552	bmaq:DM76_3859
ko:K10831	bmaq:DM76_3860
ko:K15551	bmaq:DM76_3861
ko:K03119	bmaq:DM76_3862
ko:K00694	bmaq:DM76_3865
ko:K07154	bmaq:DM76_3874
ko:K12255	bmaq:DM76_3877
ko:K07002	bmaq:DM76_4459
ko:K03119	bmaq:DM76_4462
ko:K03556	bmaq:DM76_4465
ko:K00666	bmaq:DM76_4466
ko:K13993	bmaq:DM76_4468
ko:K07028	bmaq:DM76_4473
ko:K03333	bmaq:DM76_4478
ko:K00166	bmaq:DM76_4483
ko:K00167	bmaq:DM76_4484
ko:K09699	bmaq:DM76_4485
ko:K00382	bmaq:DM76_4486
ko:K06192	bmaq:DM76_1387
ko:K09857	bmaq:DM76_1388
ko:K07444	bmaq:DM76_1391
ko:K06996	bmaq:DM76_1392
ko:K00325	bmaq:DM76_1394
ko:K00324	bmaq:DM76_1395
ko:K00324	bmaq:DM76_1396
ko:K00566	bmaq:DM76_1398
ko:K00799	bmaq:DM76_1400
ko:K01262	bmaq:DM76_1401
ko:K03185	bmaq:DM76_1402
ko:K05540	bmaq:DM76_1403
ko:K03557	bmaq:DM76_1404
ko:K00602	bmaq:DM76_1405
ko:K01159	bmaq:DM76_1406
ko:K03550	bmaq:DM76_1407
ko:K03551	bmaq:DM76_1408
ko:K07560	bmaq:DM76_1412
