ko:K08153	banh:HYU01_04530
ko:K15770	banh:HYU01_20665
ko:K01182	banh:HYU01_20675
ko:K10112	banh:HYU01_20680
ko:K00626	banh:HYU01_20720
ko:K10947	banh:HYU01_20755
ko:K00019	banh:HYU01_20760
ko:K08963	banh:HYU01_20770
ko:K00899	banh:HYU01_20775
ko:K08969	banh:HYU01_20785
ko:K08965	banh:HYU01_20790
ko:K08966	banh:HYU01_20795
ko:K08964	banh:HYU01_20800
ko:K08967	banh:HYU01_20805
ko:K08483	banh:HYU01_20845
ko:K11189	banh:HYU01_20850
ko:K03480	banh:HYU01_20860
ko:K03710	banh:HYU01_20870
ko:K02564	banh:HYU01_20875
ko:K01443	banh:HYU01_20880
ko:K06024	banh:HYU01_20890
ko:K05896	banh:HYU01_20895
ko:K09763	banh:HYU01_20905
ko:K02859	banh:HYU01_20910
ko:K03768	banh:HYU01_20915
ko:K06408	banh:HYU01_20930
ko:K06348	banh:HYU01_25160
ko:K01880	banh:HYU01_25180
ko:K03523	banh:HYU01_25195
ko:K00963	banh:HYU01_25205
ko:K01835	banh:HYU01_25210
ko:K01255	banh:HYU01_25220
ko:K03885	banh:HYU01_25240
ko:K01778	banh:HYU01_25290
ko:K03885	banh:HYU01_25300
ko:K02068	banh:HYU01_25310
ko:K02069	banh:HYU01_25315
ko:K06193	banh:HYU01_25320
ko:K07052	banh:HYU01_25350
ko:K00355	banh:HYU01_25395
ko:K02446	banh:HYU01_25415
ko:K04517	banh:HYU01_14630
ko:K00817	banh:HYU01_14635
ko:K01736	banh:HYU01_14640
ko:K13853	banh:HYU01_14645
ko:K03088	banh:HYU01_14690
ko:K00116	banh:HYU01_14710
ko:K10555	banh:HYU01_14715
ko:K10557	banh:HYU01_14720
ko:K10556	banh:HYU01_14725
ko:K10558	banh:HYU01_14730
ko:K11216	banh:HYU01_14740
ko:K07145	banh:HYU01_14770
ko:K16323	banh:HYU01_14790
ko:K00147	banh:HYU01_14795
ko:K00931	banh:HYU01_14800
ko:K00286	banh:HYU01_14805
ko:K02205	banh:HYU01_14820
ko:K10255	banh:HYU01_14830
ko:K01077	banh:HYU01_14835
ko:K07727	banh:HYU01_14845
ko:K07706	banh:HYU01_14865
ko:K07707	banh:HYU01_14870
ko:K00876	banh:HYU01_14875
ko:K01759	banh:HYU01_14885
ko:K03924	banh:HYU01_14905
ko:K03762	banh:HYU01_14920
ko:K03781	banh:HYU01_14970
ko:K01486	banh:HYU01_14980
ko:K03924	banh:HYU01_15005
ko:K07979	banh:HYU01_15055
ko:K05281	banh:HYU01_15060
ko:K02003	banh:HYU01_15065
ko:K02004	banh:HYU01_15070
ko:K02004	banh:HYU01_15075
ko:K13652	banh:HYU01_15090
ko:K03574	banh:HYU01_15105
ko:K09768	banh:HYU01_15120
ko:K00876	banh:HYU01_15155
ko:K01434	banh:HYU01_16335
ko:K01992	banh:HYU01_16415
ko:K01990	banh:HYU01_16420
ko:K11031	banh:HYU01_16450
ko:K02106	banh:HYU01_16460
ko:K00355	banh:HYU01_16470
ko:K16927	banh:HYU01_16495
ko:K16786	banh:HYU01_16500
ko:K16787	banh:HYU01_16500
ko:K16785	banh:HYU01_16505
ko:K02553	banh:HYU01_16520
ko:K06889	banh:HYU01_16540
ko:K08591	banh:HYU01_16550
ko:K03976	banh:HYU01_16555
ko:K01892	banh:HYU01_16560
ko:K00873	banh:HYU01_16590
ko:K00059	banh:HYU01_16600
ko:K01992	banh:HYU01_16605
ko:K06407	banh:HYU01_20935
ko:K06407	banh:HYU01_20940
ko:K06406	banh:HYU01_20945
ko:K06405	banh:HYU01_20950
ko:K06404	banh:HYU01_20955
ko:K06403	banh:HYU01_20960
ko:K03308	banh:HYU01_20970
ko:K03091	banh:HYU01_20975
ko:K06379	banh:HYU01_20980
ko:K07258	banh:HYU01_20990
ko:K07979	banh:HYU01_20995
ko:K01990	banh:HYU01_21000
ko:K09807	banh:HYU01_21020
ko:K04083	banh:HYU01_00380
ko:K01738	banh:HYU01_00385
ko:K01665	banh:HYU01_00390
ko:K01664	banh:HYU01_00395
ko:K02619	banh:HYU01_00400
ko:K00796	banh:HYU01_00405
ko:K01633	banh:HYU01_00410
ko:K00950	banh:HYU01_00415
ko:K04567	banh:HYU01_00430
ko:K03708	banh:HYU01_00450
ko:K03696	banh:HYU01_00465
ko:K04485	banh:HYU01_00470
ko:K07067	banh:HYU01_00475
ko:K00991	banh:HYU01_00485
ko:K01770	banh:HYU01_00490
ko:K09698	banh:HYU01_00495
ko:K00640	banh:HYU01_00500
ko:K01883	banh:HYU01_00505
ko:K11145	banh:HYU01_00510
ko:K03218	banh:HYU01_00515
ko:K06962	banh:HYU01_00520
ko:K03091	banh:HYU01_00525
ko:K00865	banh:HYU01_00875
ko:K00865	banh:HYU01_00880
ko:K01476	banh:HYU01_00885
ko:K18672	banh:HYU01_00890
ko:K03431	banh:HYU01_00900
ko:K00820	banh:HYU01_00910
ko:K11476	banh:HYU01_00920
ko:K00851	banh:HYU01_00925
ko:K03299	banh:HYU01_00930
ko:K00033	banh:HYU01_00935
ko:K16937	banh:HYU01_00950
ko:K00059	banh:HYU01_00975
ko:K02072	banh:HYU01_00980
ko:K02071	banh:HYU01_00985
ko:K02073	banh:HYU01_00990
ko:K07552	banh:HYU01_01020
ko:K02033	banh:HYU01_01035
ko:K02034	banh:HYU01_01040
ko:K15580	banh:HYU01_01055
ko:K15580	banh:HYU01_01080
ko:K02035	banh:HYU01_01085
ko:K00286	banh:HYU01_01095
ko:K03811	banh:HYU01_01105
ko:K05340	banh:HYU01_01110
ko:K02018	banh:HYU01_01115
ko:K02020	banh:HYU01_01120
ko:K02434	banh:HYU01_01740
ko:K01091	banh:HYU01_01750
ko:K07250	banh:HYU01_01755
ko:K00135	banh:HYU01_01765
ko:K03317	banh:HYU01_01790
ko:K03215	banh:HYU01_01795
ko:K07043	banh:HYU01_01815
ko:K03315	banh:HYU01_01835
ko:K14665	banh:HYU01_01840
ko:K03387	banh:HYU01_01850
ko:K03386	banh:HYU01_01855
ko:K00899	banh:HYU01_01860
ko:K08963	banh:HYU01_01865
ko:K01628	banh:HYU01_01870
ko:K02015	banh:HYU01_01875
ko:K02015	banh:HYU01_01880
ko:K02016	banh:HYU01_01885
ko:K06325	banh:HYU01_01905
ko:K06325	banh:HYU01_01910
ko:K07074	banh:HYU01_01960
ko:K05548	banh:HYU01_01965
ko:K02029	banh:HYU01_01980
ko:K02030	banh:HYU01_01985
ko:K02028	banh:HYU01_01990
ko:K03406	banh:HYU01_02005
ko:K01187	banh:HYU01_02010
ko:K06896	banh:HYU01_02020
ko:K01421	banh:HYU01_02025
ko:K14205	banh:HYU01_07535
ko:K04564	banh:HYU01_07550
ko:K06373	banh:HYU01_07560
ko:K06374	banh:HYU01_07565
ko:K06178	banh:HYU01_07570
ko:K07399	banh:HYU01_07580
ko:K07775	banh:HYU01_07590
ko:K07651	banh:HYU01_07595
ko:K05337	banh:HYU01_07620
ko:K03654	banh:HYU01_07630
ko:K07052	banh:HYU01_07635
ko:K16511	banh:HYU01_07655
ko:K00260	banh:HYU01_07660
ko:K00384	banh:HYU01_07680
ko:K01424	banh:HYU01_07685
ko:K00945	banh:HYU01_07695
ko:K02945	banh:HYU01_07700
ko:K01823	banh:HYU01_07705
ko:K05739	banh:HYU01_07720
ko:K03977	banh:HYU01_07730
ko:K00057	banh:HYU01_07735
ko:K06398	banh:HYU01_07755
ko:K03530	banh:HYU01_07760
ko:K01495	banh:HYU01_07765
ko:K00805	banh:HYU01_07770
ko:K03183	banh:HYU01_07775
ko:K00805	banh:HYU01_07780
ko:K00940	banh:HYU01_07785
ko:K01736	banh:HYU01_07790
ko:K01735	banh:HYU01_07795
ko:K00817	banh:HYU01_07800
ko:K03886	banh:HYU01_07820
ko:K03887	banh:HYU01_07825
ko:K03888	banh:HYU01_07830
ko:K06973	banh:HYU01_07850
ko:K00215	banh:HYU01_07870
ko:K01734	banh:HYU01_07875
ko:K00974	banh:HYU01_07890
ko:K03524	banh:HYU01_07895
ko:K00606	banh:HYU01_07905
ko:K01918	banh:HYU01_07910
ko:K01579	banh:HYU01_07915
ko:K00812	banh:HYU01_07935
ko:K02086	banh:HYU01_07940
ko:K10773	banh:HYU01_07945
ko:K05366	banh:HYU01_07955
ko:K03700	banh:HYU01_07960
ko:K06327	banh:HYU01_07995
ko:K07444	banh:HYU01_08010
ko:K01299	banh:HYU01_08025
ko:K01265	banh:HYU01_08040
ko:K03816	banh:HYU01_08045
ko:K16169	banh:HYU01_08050
ko:K07148	banh:HYU01_08055
ko:K01011	banh:HYU01_08085
ko:K08989	banh:HYU01_08105
ko:K03469	banh:HYU01_08205
ko:K03469	banh:HYU01_08220
ko:K03704	banh:HYU01_08235
ko:K09190	banh:HYU01_08240
ko:K14393	banh:HYU01_08265
ko:K12574	banh:HYU01_08285
ko:K03666	banh:HYU01_08360
ko:K07023	banh:HYU01_08365
ko:K02556	banh:HYU01_08370
ko:K02557	banh:HYU01_08375
ko:K03413	banh:HYU01_08380
ko:K02417	banh:HYU01_08390
ko:K00575	banh:HYU01_08405
ko:K09770	banh:HYU01_08415
ko:K02396	banh:HYU01_08425
ko:K02397	banh:HYU01_08430
ko:K02397	banh:HYU01_08435
ko:K02407	banh:HYU01_08440
ko:K02422	banh:HYU01_08445
ko:K02387	banh:HYU01_08455
ko:K02388	banh:HYU01_08460
ko:K02408	banh:HYU01_08465
ko:K02409	banh:HYU01_08470
ko:K02410	banh:HYU01_08480
ko:K02411	banh:HYU01_08485
ko:K02412	banh:HYU01_08490
ko:K02389	banh:HYU01_08515
ko:K02390	banh:HYU01_08520
ko:K03415	banh:HYU01_08535
ko:K02406	banh:HYU01_08605
ko:K02417	banh:HYU01_08625
ko:K02419	banh:HYU01_08635
ko:K02420	banh:HYU01_08640
ko:K02421	banh:HYU01_08645
ko:K02401	banh:HYU01_08650
ko:K02400	banh:HYU01_08655
ko:K02404	banh:HYU01_08660
ko:K02392	banh:HYU01_08665
ko:K06425	banh:HYU01_08720
ko:K02010	banh:HYU01_08745
ko:K02012	banh:HYU01_08750
ko:K02011	banh:HYU01_08755
ko:K01834	banh:HYU01_08795
ko:K01953	banh:HYU01_08825
ko:K03088	banh:HYU01_08830
ko:K16264	banh:HYU01_08845
ko:K03315	banh:HYU01_08885
ko:K01679	banh:HYU01_08890
ko:K05995	banh:HYU01_08915
ko:K06196	banh:HYU01_08935
ko:K01753	banh:HYU01_08965
ko:K01992	banh:HYU01_09010
ko:K06131	banh:HYU01_09020
ko:K09903	banh:HYU01_09025
ko:K11102	banh:HYU01_09030
ko:K01744	banh:HYU01_09035
ko:K00027	banh:HYU01_09040
ko:K18118	banh:HYU01_09355
ko:K12960	banh:HYU01_09370
ko:K06889	banh:HYU01_09375
ko:K15580	banh:HYU01_09385
ko:K03322	banh:HYU01_09445
ko:K07146	banh:HYU01_09450
ko:K00077	banh:HYU01_09460
ko:K11033	banh:HYU01_09475
ko:K11034	banh:HYU01_09480
ko:K11034	banh:HYU01_09485
ko:K05346	banh:HYU01_09495
ko:K01619	banh:HYU01_09500
ko:K11535	banh:HYU01_09505
ko:K00756	banh:HYU01_09510
ko:K01489	banh:HYU01_09515
ko:K01262	banh:HYU01_09540
ko:K01118	banh:HYU01_09575
ko:K14166	banh:HYU01_09590
ko:K01426	banh:HYU01_09635
ko:K00016	banh:HYU01_09645
ko:K00274	banh:HYU01_09650
ko:K03284	banh:HYU01_10260
ko:K07089	banh:HYU01_10265
ko:K07240	banh:HYU01_26565
ko:K03478	banh:HYU01_26570
ko:K01222	banh:HYU01_26575
ko:K02759	banh:HYU01_26580
ko:K02761	banh:HYU01_26585
ko:K02760	banh:HYU01_26590
ko:K00797	banh:HYU01_26595
ko:K01611	banh:HYU01_26600
ko:K02759	banh:HYU01_26605
ko:K02761	banh:HYU01_26610
ko:K02760	banh:HYU01_26615
ko:K01421	banh:HYU01_26635
ko:K00425	banh:HYU01_26665
ko:K00426	banh:HYU01_26670
ko:K03893	banh:HYU01_26675
ko:K03147	banh:HYU01_26680
ko:K03303	banh:HYU01_26685
ko:K00824	banh:HYU01_26715
ko:K03317	banh:HYU01_26725
ko:K05020	banh:HYU01_26745
ko:K02250	banh:HYU01_26810
ko:K02004	banh:HYU01_26825
ko:K02003	banh:HYU01_26830
ko:K02005	banh:HYU01_26835
ko:K02445	banh:HYU01_26850
ko:K06901	banh:HYU01_21025
ko:K03284	banh:HYU01_21030
ko:K00756	banh:HYU01_21035
ko:K03783	banh:HYU01_21040
ko:K01839	banh:HYU01_21045
ko:K04763	banh:HYU01_21055
ko:K03711	banh:HYU01_21065
ko:K06384	banh:HYU01_21070
ko:K01515	banh:HYU01_21080
ko:K01081	banh:HYU01_21110
ko:K07084	banh:HYU01_21125
ko:K06889	banh:HYU01_21140
ko:K11752	banh:HYU01_21155
ko:K00793	banh:HYU01_21160
ko:K14652	banh:HYU01_21165
ko:K00794	banh:HYU01_21170
ko:K01012	banh:HYU01_21180
ko:K02169	banh:HYU01_21185
ko:K02170	banh:HYU01_21190
ko:K00652	banh:HYU01_21195
ko:K01935	banh:HYU01_21200
ko:K01990	banh:HYU01_16610
ko:K01560	banh:HYU01_16635
ko:K01104	banh:HYU01_16645
ko:K01759	banh:HYU01_16670
ko:K00661	banh:HYU01_16685
ko:K02003	banh:HYU01_16695
ko:K01867	banh:HYU01_16705
ko:K00099	banh:HYU01_16710
ko:K02116	banh:HYU01_16770
ko:K09984	banh:HYU01_16795
ko:K07404	banh:HYU01_16800
ko:K00851	banh:HYU01_16805
ko:K00616	banh:HYU01_16815
ko:K00033	banh:HYU01_16820
ko:K00615	banh:HYU01_16825
ko:K00036	banh:HYU01_16830
ko:K00059	banh:HYU01_16860
ko:K07078	banh:HYU01_16875
ko:K00833	banh:HYU01_21205
ko:K03315	banh:HYU01_21215
ko:K01119	banh:HYU01_21220
ko:K00611	banh:HYU01_21245
ko:K00930	banh:HYU01_21255
ko:K00620	banh:HYU01_21260
ko:K00145	banh:HYU01_21265
ko:K07124	banh:HYU01_21275
ko:K00286	banh:HYU01_21285
ko:K01752	banh:HYU01_21290
ko:K01752	banh:HYU01_21295
ko:K00784	banh:HYU01_21305
ko:K02346	banh:HYU01_21315
ko:K03790	banh:HYU01_21330
ko:K02028	banh:HYU01_21355
ko:K02029	banh:HYU01_21360
ko:K02030	banh:HYU01_21365
ko:K09699	banh:HYU01_21390
ko:K00167	banh:HYU01_21395
ko:K00166	banh:HYU01_21400
ko:K00382	banh:HYU01_21405
ko:K00929	banh:HYU01_21410
ko:K00263	banh:HYU01_21415
ko:K01126	banh:HYU01_21435
ko:K07699	banh:HYU01_21450
ko:K06399	banh:HYU01_21455
ko:K03631	banh:HYU01_21460
ko:K03402	banh:HYU01_21465
ko:K06442	banh:HYU01_21470
ko:K01662	banh:HYU01_21475
ko:K13789	banh:HYU01_21480
ko:K03837	banh:HYU01_16910
ko:K16509	banh:HYU01_16935
ko:K00574	banh:HYU01_16955
ko:K00064	banh:HYU01_16970
ko:K03093	banh:HYU01_17065
ko:K07052	banh:HYU01_17075
ko:K01992	banh:HYU01_17105
ko:K01990	banh:HYU01_17110
ko:K05601	banh:HYU01_17130
ko:K17837	banh:HYU01_17145
ko:K07273	banh:HYU01_17150
ko:K07222	banh:HYU01_17185
ko:K03602	banh:HYU01_21485
ko:K03601	banh:HYU01_21490
ko:K01491	banh:HYU01_21495
ko:K03625	banh:HYU01_21500
ko:K01961	banh:HYU01_21510
ko:K02160	banh:HYU01_21515
ko:K06397	banh:HYU01_21520
ko:K06396	banh:HYU01_21525
ko:K06395	banh:HYU01_21530
ko:K06394	banh:HYU01_21535
ko:K06393	banh:HYU01_21540
ko:K06392	banh:HYU01_21545
ko:K06391	banh:HYU01_21550
ko:K06390	banh:HYU01_21555
ko:K02356	banh:HYU01_21575
ko:K03786	banh:HYU01_21585
ko:K07025	banh:HYU01_21605
ko:K03716	banh:HYU01_21615
ko:K03800	banh:HYU01_21625
ko:K01992	banh:HYU01_21665
ko:K01992	banh:HYU01_21670
ko:K01992	banh:HYU01_21675
ko:K01992	banh:HYU01_21680
ko:K01990	banh:HYU01_21685
ko:K07979	banh:HYU01_21690
ko:K00283	banh:HYU01_21705
ko:K00282	banh:HYU01_21710
ko:K00605	banh:HYU01_21715
ko:K00891	banh:HYU01_21750
ko:K09936	banh:HYU01_17205
ko:K02016	banh:HYU01_17290
ko:K02015	banh:HYU01_17300
ko:K02015	banh:HYU01_17305
ko:K00675	banh:HYU01_17380
ko:K08602	banh:HYU01_17385
ko:K01126	banh:HYU01_17420
ko:K07734	banh:HYU01_17470
ko:K00472	banh:HYU01_21755
ko:K02249	banh:HYU01_21760
ko:K02248	banh:HYU01_21765
ko:K02247	banh:HYU01_21770
ko:K02246	banh:HYU01_21775
ko:K02245	banh:HYU01_21780
ko:K02244	banh:HYU01_21785
ko:K02243	banh:HYU01_21790
ko:K06956	banh:HYU01_21805
ko:K02563	banh:HYU01_21840
ko:K01739	banh:HYU01_21855
ko:K01760	banh:HYU01_21860
ko:K00845	banh:HYU01_21895
ko:K01934	banh:HYU01_21905
ko:K02913	banh:HYU01_21910
ko:K16881	banh:HYU01_21915
ko:K02039	banh:HYU01_21925
ko:K02036	banh:HYU01_21930
ko:K02038	banh:HYU01_21935
ko:K02037	banh:HYU01_21940
ko:K02040	banh:HYU01_21945
ko:K08222	banh:HYU01_21955
ko:K04564	banh:HYU01_21960
ko:K02076	banh:HYU01_21985
ko:K09816	banh:HYU01_21990
ko:K09817	banh:HYU01_21995
ko:K01151	banh:HYU01_22010
ko:K18692	banh:HYU01_22015
ko:K03527	banh:HYU01_22025
ko:K03453	banh:HYU01_17485
ko:K01387	banh:HYU01_17535
ko:K07507	banh:HYU01_17540
ko:K07104	banh:HYU01_17550
ko:K03704	banh:HYU01_17585
ko:K03839	banh:HYU01_17595
ko:K07034	banh:HYU01_17600
ko:K16216	banh:HYU01_17625
ko:K06976	banh:HYU01_17630
ko:K14392	banh:HYU01_17650
ko:K00128	banh:HYU01_17660
ko:K00059	banh:HYU01_17665
ko:K18115	banh:HYU01_17675
ko:K09775	banh:HYU01_17680
ko:K05786	banh:HYU01_17685
ko:K03593	banh:HYU01_17705
ko:K03636	banh:HYU01_17710
ko:K03635	banh:HYU01_17715
ko:K03750	banh:HYU01_17720
ko:K03639	banh:HYU01_17735
ko:K02379	banh:HYU01_17740
ko:K06967	banh:HYU01_22035
ko:K13300	banh:HYU01_22040
ko:K03086	banh:HYU01_22045
ko:K09773	banh:HYU01_22055
ko:K03584	banh:HYU01_22065
ko:K01489	banh:HYU01_22080
ko:K07042	banh:HYU01_22090
ko:K07037	banh:HYU01_22095
ko:K06438	banh:HYU01_22105
ko:K09117	banh:HYU01_22115
ko:K02970	banh:HYU01_22120
ko:K18707	banh:HYU01_22125
ko:K09761	banh:HYU01_22130
ko:K02687	banh:HYU01_22135
ko:K03686	banh:HYU01_22140
ko:K04043	banh:HYU01_22145
ko:K03687	banh:HYU01_22150
ko:K03705	banh:HYU01_22155
ko:K03596	banh:HYU01_22170
ko:K06012	banh:HYU01_22180
ko:K02968	banh:HYU01_22185
ko:K02340	banh:HYU01_22190
ko:K02237	banh:HYU01_22210
ko:K02239	banh:HYU01_22215
ko:K09710	banh:HYU01_22225
ko:K00969	banh:HYU01_22235
ko:K07574	banh:HYU01_22240
ko:K00014	banh:HYU01_22245
ko:K06948	banh:HYU01_22250
ko:K07015	banh:HYU01_22255
ko:K06371	banh:HYU01_22260
ko:K01613	banh:HYU01_22265
ko:K03091	banh:HYU01_22270
ko:K02913	banh:HYU01_22285
ko:K15976	banh:HYU01_22290
ko:K01077	banh:HYU01_22305
ko:K00123	banh:HYU01_17755
ko:K15580	banh:HYU01_17810
ko:K15580	banh:HYU01_17815
ko:K11103	banh:HYU01_17820
ko:K03088	banh:HYU01_17835
ko:K01990	banh:HYU01_17855
ko:K02621	banh:HYU01_17870
ko:K08986	banh:HYU01_10270
ko:K06131	banh:HYU01_10285
ko:K09793	banh:HYU01_10305
ko:K03311	banh:HYU01_10325
ko:K06878	banh:HYU01_10330
ko:K06385	banh:HYU01_10345
ko:K01426	banh:HYU01_10365
ko:K01834	banh:HYU01_10385
ko:K01775	banh:HYU01_10400
ko:K00375	banh:HYU01_10430
ko:K01938	banh:HYU01_10540
ko:K01759	banh:HYU01_10560
ko:K00878	banh:HYU01_02035
ko:K00788	banh:HYU01_02040
ko:K07791	banh:HYU01_02045
ko:K03406	banh:HYU01_02050
ko:K02049	banh:HYU01_02070
ko:K07729	banh:HYU01_02110
ko:K06902	banh:HYU01_02120
ko:K01881	banh:HYU01_02135
ko:K05795	banh:HYU01_02155
ko:K05795	banh:HYU01_02160
ko:K01537	banh:HYU01_02180
ko:K01104	banh:HYU01_02190
ko:K07058	banh:HYU01_02200
ko:K01534	banh:HYU01_02210
ko:K03100	banh:HYU01_02225
ko:K08978	banh:HYU01_02240
ko:K07300	banh:HYU01_02255
ko:K01676	banh:HYU01_02275
ko:K01247	banh:HYU01_02290
ko:K07717	banh:HYU01_09045
ko:K07719	banh:HYU01_09050
ko:K01914	banh:HYU01_09075
ko:K00928	banh:HYU01_09095
ko:K01448	banh:HYU01_09125
ko:K00648	banh:HYU01_09165
ko:K03665	banh:HYU01_09175
ko:K15580	banh:HYU01_09185
ko:K03308	banh:HYU01_09215
ko:K07304	banh:HYU01_09275
ko:K00826	banh:HYU01_09285
ko:K01652	banh:HYU01_09290
ko:K01653	banh:HYU01_09295
ko:K00053	banh:HYU01_09300
ko:K01687	banh:HYU01_09305
ko:K01754	banh:HYU01_09310
ko:K07150	banh:HYU01_09325
ko:K00666	banh:HYU01_09670
ko:K00648	banh:HYU01_09680
ko:K01999	banh:HYU01_09685
ko:K01995	banh:HYU01_09690
ko:K01996	banh:HYU01_09695
ko:K01997	banh:HYU01_09700
ko:K01998	banh:HYU01_09705
ko:K01607	banh:HYU01_09725
ko:K00425	banh:HYU01_09740
ko:K00426	banh:HYU01_09745
ko:K16013	banh:HYU01_09750
ko:K16012	banh:HYU01_09755
ko:K07078	banh:HYU01_09780
ko:K18104	banh:HYU01_09795
ko:K18104	banh:HYU01_09800
ko:K00059	banh:HYU01_09820
ko:K07006	banh:HYU01_09850
ko:K00003	banh:HYU01_09860
ko:K01733	banh:HYU01_09865
ko:K00872	banh:HYU01_09870
ko:K07507	banh:HYU01_09915
ko:K00666	banh:HYU01_09935
ko:K03088	banh:HYU01_10575
ko:K00432	banh:HYU01_10600
ko:K03924	banh:HYU01_10615
ko:K00370	banh:HYU01_10630
ko:K00371	banh:HYU01_10635
ko:K00373	banh:HYU01_10640
ko:K00374	banh:HYU01_10645
ko:K07979	banh:HYU01_10650
ko:K01990	banh:HYU01_10655
ko:K03639	banh:HYU01_10670
ko:K03750	banh:HYU01_10680
ko:K03635	banh:HYU01_10685
ko:K03636	banh:HYU01_10690
ko:K02575	banh:HYU01_10695
ko:K07088	banh:HYU01_10700
ko:K02304	banh:HYU01_10710
ko:K13542	banh:HYU01_10720
ko:K00363	banh:HYU01_10725
ko:K07322	banh:HYU01_10735
ko:K00675	banh:HYU01_10760
ko:K06416	banh:HYU01_10770
ko:K06950	banh:HYU01_10805
ko:K15738	banh:HYU01_10810
ko:K01118	banh:HYU01_11170
ko:K00655	banh:HYU01_11175
ko:K11068	banh:HYU01_11180
ko:K03116	banh:HYU01_11185
ko:K03118	banh:HYU01_11190
ko:K07152	banh:HYU01_11210
ko:K01953	banh:HYU01_11220
ko:K02016	banh:HYU01_11240
ko:K00824	banh:HYU01_11245
ko:K13993	banh:HYU01_11275
ko:K02480	banh:HYU01_11285
ko:K13953	banh:HYU01_11305
ko:K06880	banh:HYU01_11325
ko:K00851	banh:HYU01_11335
ko:K00851	banh:HYU01_11340
ko:K03206	banh:HYU01_11355
ko:K05847	banh:HYU01_11370
ko:K05845	banh:HYU01_11375
ko:K05846	banh:HYU01_11375
ko:K03758	banh:HYU01_11380
ko:K11686	banh:HYU01_11405
ko:K03547	banh:HYU01_11745
ko:K08177	banh:HYU01_11780
ko:K00216	banh:HYU01_11785
ko:K02361	banh:HYU01_11790
ko:K02363	banh:HYU01_11795
ko:K01252	banh:HYU01_11800
ko:K06133	banh:HYU01_11820
ko:K03530	banh:HYU01_11830
ko:K06182	banh:HYU01_11875
ko:K01868	banh:HYU01_11880
ko:K02004	banh:HYU01_11890
ko:K02034	banh:HYU01_11910
ko:K07238	banh:HYU01_11915
ko:K06994	banh:HYU01_11975
ko:K03825	banh:HYU01_12000
ko:K00231	banh:HYU01_12030
ko:K01834	banh:HYU01_12365
ko:K01270	banh:HYU01_12405
ko:K03088	banh:HYU01_12425
ko:K17836	banh:HYU01_12445
ko:K00010	banh:HYU01_12465
ko:K03338	banh:HYU01_12470
ko:K00140	banh:HYU01_12475
ko:K03336	banh:HYU01_12480
ko:K03335	banh:HYU01_12485
ko:K01624	banh:HYU01_12490
ko:K01119	banh:HYU01_12510
ko:K07729	banh:HYU01_12525
ko:K07260	banh:HYU01_12540
ko:K01448	banh:HYU01_12550
ko:K11032	banh:HYU01_12560
ko:K01069	banh:HYU01_12600
ko:K01990	banh:HYU01_12615
ko:K01992	banh:HYU01_12620
ko:K00003	banh:HYU01_12940
ko:K01921	banh:HYU01_12950
ko:K03707	banh:HYU01_12955
ko:K18234	banh:HYU01_13060
ko:K01779	banh:HYU01_13110
ko:K16924	banh:HYU01_13115
ko:K16786	banh:HYU01_13120
ko:K16787	banh:HYU01_13120
ko:K16785	banh:HYU01_13125
ko:K07697	banh:HYU01_13135
ko:K13955	banh:HYU01_13150
ko:K01126	banh:HYU01_13250
ko:K06313	banh:HYU01_13625
ko:K01449	banh:HYU01_13630
ko:K00453	banh:HYU01_13645
ko:K07130	banh:HYU01_13650
ko:K01556	banh:HYU01_13655
ko:K00382	banh:HYU01_13750
ko:K00627	banh:HYU01_13755
ko:K02001	banh:HYU01_13810
ko:K02000	banh:HYU01_13815
ko:K02002	banh:HYU01_13820
ko:K01358	banh:HYU01_13825
ko:K03088	banh:HYU01_13830
ko:K04091	banh:HYU01_14455
ko:K15554	banh:HYU01_14460
ko:K15553	banh:HYU01_14465
ko:K15555	banh:HYU01_14470
ko:K06994	banh:HYU01_14605
ko:K06994	banh:HYU01_14610
ko:K02622	banh:HYU01_17875
ko:K08591	banh:HYU01_17905
ko:K07107	banh:HYU01_17915
ko:K06306	banh:HYU01_17920
ko:K06434	banh:HYU01_17925
ko:K06431	banh:HYU01_17930
ko:K02342	banh:HYU01_17940
ko:K06147	banh:HYU01_17955
ko:K01681	banh:HYU01_17960
ko:K06432	banh:HYU01_17965
ko:K06335	banh:HYU01_17980
ko:K00626	banh:HYU01_18010
ko:K03523	banh:HYU01_18020
ko:K00666	banh:HYU01_18025
ko:K16937	banh:HYU01_22320
ko:K14647	banh:HYU01_22350
ko:K00500	banh:HYU01_22365
ko:K01724	banh:HYU01_22370
ko:K07104	banh:HYU01_22375
ko:K02013	banh:HYU01_22410
ko:K02015	banh:HYU01_22415
ko:K02016	banh:HYU01_22420
ko:K04072	banh:HYU01_22430
ko:K17217	banh:HYU01_22435
ko:K17216	banh:HYU01_22440
ko:K01243	banh:HYU01_22445
ko:K17462	banh:HYU01_22450
ko:K03624	banh:HYU01_22470
ko:K00876	banh:HYU01_22475
ko:K08303	banh:HYU01_22480
ko:K08303	banh:HYU01_22485
ko:K07082	banh:HYU01_22495
ko:K07447	banh:HYU01_22505
ko:K01872	banh:HYU01_22515
ko:K03581	banh:HYU01_22545
ko:K00566	banh:HYU01_22555
ko:K04487	banh:HYU01_22560
ko:K17472	banh:HYU01_22565
ko:K07478	banh:HYU01_22570
ko:K01876	banh:HYU01_22585
