ko:K08744	mto:MTCTRI2_1854
ko:K03657	mto:MTCTRI2_3264
ko:K02361	mto:MTCTRI2_3279
ko:K01845	mto:MTCTRI2_0532
ko:K07399	mto:MTCTRI2_0536
ko:K02548	mto:MTCTRI2_0542
ko:K01911	mto:MTCTRI2_0550
ko:K03306	mto:MTCTRI2_0553
ko:K01661	mto:MTCTRI2_0556
ko:K07086	mto:MTCTRI2_2430
ko:K00390	mto:MTCTRI2_2435
ko:K02045	mto:MTCTRI2_2440
ko:K02047	mto:MTCTRI2_2441
ko:K02046	mto:MTCTRI2_2442
ko:K02048	mto:MTCTRI2_2443
ko:K03596	mto:MTCTRI2_2448
ko:K02968	mto:MTCTRI2_2456
ko:K02340	mto:MTCTRI2_2457
ko:K02237	mto:MTCTRI2_2459
ko:K09710	mto:MTCTRI2_2464
ko:K00969	mto:MTCTRI2_2465
ko:K00147	mto:MTCTRI2_2471
ko:K03088	mto:MTCTRI2_3288
ko:K00800	mto:MTCTRI2_3294
ko:K06949	mto:MTCTRI2_3295
ko:K07228	mto:MTCTRI2_3304
ko:K03070	mto:MTCTRI2_3307
ko:K00943	mto:MTCTRI2_3314
ko:K18851	mto:MTCTRI2_0132
ko:K02551	mto:MTCTRI2_0563
ko:K03183	mto:MTCTRI2_0566
ko:K03799	mto:MTCTRI2_0571
ko:K00057	mto:MTCTRI2_0572
ko:K09767	mto:MTCTRI2_0574
ko:K03581	mto:MTCTRI2_0640
ko:K03582	mto:MTCTRI2_0641
ko:K03583	mto:MTCTRI2_0642
ko:K02913	mto:MTCTRI2_0649
ko:K03073	mto:MTCTRI2_0654
ko:K02601	mto:MTCTRI2_0655
ko:K02867	mto:MTCTRI2_0656
ko:K02863	mto:MTCTRI2_0657
ko:K00574	mto:MTCTRI2_0658
ko:K00574	mto:MTCTRI2_0659
ko:K00574	mto:MTCTRI2_0660
ko:K00574	mto:MTCTRI2_0661
ko:K00645	mto:MTCTRI2_0665
ko:K02864	mto:MTCTRI2_0667
ko:K02935	mto:MTCTRI2_0668
ko:K02065	mto:MTCTRI2_0671
ko:K03043	mto:MTCTRI2_0683
ko:K03046	mto:MTCTRI2_0684
ko:K01151	mto:MTCTRI2_0686
ko:K09456	mto:MTCTRI2_0688
ko:K02616	mto:MTCTRI2_0690
ko:K01952	mto:MTCTRI2_0806
ko:K01952	mto:MTCTRI2_0807
ko:K03710	mto:MTCTRI2_0811
ko:K00382	mto:MTCTRI2_0813
ko:K07223	mto:MTCTRI2_0816
ko:K01952	mto:MTCTRI2_0820
ko:K00764	mto:MTCTRI2_0825
ko:K01933	mto:MTCTRI2_0826
ko:K06980	mto:MTCTRI2_0828
ko:K02036	mto:MTCTRI2_0837
ko:K02039	mto:MTCTRI2_0838
ko:K03921	mto:MTCTRI2_0841
ko:K03657	mto:MTCTRI2_0972
ko:K01903	mto:MTCTRI2_0974
ko:K01902	mto:MTCTRI2_0975
ko:K11175	mto:MTCTRI2_0979
ko:K00602	mto:MTCTRI2_0980
ko:K02911	mto:MTCTRI2_1003
ko:K03282	mto:MTCTRI2_1009
ko:K02003	mto:MTCTRI2_1010
ko:K00963	mto:MTCTRI2_1017
ko:K03750	mto:MTCTRI2_1018
ko:K03790	mto:MTCTRI2_1019
ko:K07001	mto:MTCTRI2_1090
ko:K07001	mto:MTCTRI2_1091
ko:K01697	mto:MTCTRI2_1105
ko:K03624	mto:MTCTRI2_1108
ko:K06888	mto:MTCTRI2_1112
ko:K11068	mto:MTCTRI2_1113
ko:K00600	mto:MTCTRI2_1123
ko:K07175	mto:MTCTRI2_1125
ko:K00370	mto:MTCTRI2_1193
ko:K00371	mto:MTCTRI2_1194
ko:K00373	mto:MTCTRI2_1195
ko:K06207	mto:MTCTRI2_1197
ko:K00318	mto:MTCTRI2_1219
ko:K03088	mto:MTCTRI2_1220
ko:K06966	mto:MTCTRI2_1236
ko:K00796	mto:MTCTRI2_1238
ko:K01246	mto:MTCTRI2_1241
ko:K08296	mto:MTCTRI2_1307
ko:K02034	mto:MTCTRI2_1313
ko:K01673	mto:MTCTRI2_1315
ko:K00957	mto:MTCTRI2_1316
ko:K00955	mto:MTCTRI2_1317
ko:K01887	mto:MTCTRI2_1325
ko:K01586	mto:MTCTRI2_1326
ko:K00003	mto:MTCTRI2_1327
ko:K01733	mto:MTCTRI2_1328
ko:K00872	mto:MTCTRI2_1329
ko:K03628	mto:MTCTRI2_1330
ko:K02909	mto:MTCTRI2_1331
ko:K02835	mto:MTCTRI2_1332
ko:K02493	mto:MTCTRI2_1333
ko:K02108	mto:MTCTRI2_1337
ko:K02110	mto:MTCTRI2_1338
ko:K02109	mto:MTCTRI2_1339
ko:K02111	mto:MTCTRI2_1341
ko:K02115	mto:MTCTRI2_1342
ko:K02112	mto:MTCTRI2_1343
ko:K02114	mto:MTCTRI2_1344
ko:K00790	mto:MTCTRI2_1348
ko:K09136	mto:MTCTRI2_1412
ko:K02825	mto:MTCTRI2_1416
ko:K00609	mto:MTCTRI2_1417
ko:K01465	mto:MTCTRI2_1418
ko:K01956	mto:MTCTRI2_1420
ko:K01955	mto:MTCTRI2_1421
ko:K01591	mto:MTCTRI2_1422
ko:K00942	mto:MTCTRI2_1426
ko:K03060	mto:MTCTRI2_1427
ko:K13038	mto:MTCTRI2_1428
ko:K00789	mto:MTCTRI2_1429
ko:K04066	mto:MTCTRI2_1439
ko:K00604	mto:MTCTRI2_1443
ko:K03500	mto:MTCTRI2_1444
ko:K01783	mto:MTCTRI2_1445
ko:K11752	mto:MTCTRI2_1446
ko:K00793	mto:MTCTRI2_1449
ko:K14652	mto:MTCTRI2_1452
ko:K00794	mto:MTCTRI2_1453
ko:K03703	mto:MTCTRI2_1457
ko:K06958	mto:MTCTRI2_1458
ko:K03924	mto:MTCTRI2_1517
ko:K01772	mto:MTCTRI2_1523
ko:K09165	mto:MTCTRI2_1538
ko:K02805	mto:MTCTRI2_1544
ko:K01711	mto:MTCTRI2_1554
ko:K02377	mto:MTCTRI2_1555
ko:K03652	mto:MTCTRI2_1717
ko:K01866	mto:MTCTRI2_1718
ko:K06442	mto:MTCTRI2_1723
ko:K00858	mto:MTCTRI2_1724
ko:K03631	mto:MTCTRI2_1725
ko:K01937	mto:MTCTRI2_1728
ko:K11737	mto:MTCTRI2_1733
ko:K03321	mto:MTCTRI2_1737
ko:K05896	mto:MTCTRI2_1739
ko:K06024	mto:MTCTRI2_1740
ko:K06178	mto:MTCTRI2_1741
ko:K00945	mto:MTCTRI2_1742
ko:K03977	mto:MTCTRI2_1743
ko:K00074	mto:MTCTRI2_1745
ko:K07507	mto:MTCTRI2_1843
ko:K03885	mto:MTCTRI2_1844
ko:K02471	mto:MTCTRI2_1851
ko:K01652	mto:MTCTRI2_1852
ko:K03070	mto:MTCTRI2_1853
ko:K02437	mto:MTCTRI2_1858
ko:K08999	mto:MTCTRI2_1861
ko:K00281	mto:MTCTRI2_1864
ko:K06978	mto:MTCTRI2_1867
ko:K01638	mto:MTCTRI2_1869
ko:K08972	mto:MTCTRI2_1936
ko:K03782	mto:MTCTRI2_1941
ko:K01637	mto:MTCTRI2_1948
ko:K01637	mto:MTCTRI2_1949
ko:K09166	mto:MTCTRI2_1960
ko:K11065	mto:MTCTRI2_1965
ko:K14652	mto:MTCTRI2_1973
ko:K01251	mto:MTCTRI2_3315
ko:K00496	mto:MTCTRI2_3319
ko:K01809	mto:MTCTRI2_3322
ko:K00067	mto:MTCTRI2_3333
ko:K04756	mto:MTCTRI2_2473
ko:K01950	mto:MTCTRI2_2482
ko:K00931	mto:MTCTRI2_2484
ko:K03979	mto:MTCTRI2_2485
ko:K02899	mto:MTCTRI2_2486
ko:K02888	mto:MTCTRI2_2487
ko:K11103	mto:MTCTRI2_2488
ko:K00940	mto:MTCTRI2_2490
ko:K11754	mto:MTCTRI2_2492
ko:K01873	mto:MTCTRI2_2493
ko:K03752	mto:MTCTRI2_2498
ko:K00175	mto:MTCTRI2_2499
ko:K00174	mto:MTCTRI2_2500
ko:K03544	mto:MTCTRI2_2502
ko:K01358	mto:MTCTRI2_2505
ko:K01358	mto:MTCTRI2_2506
ko:K03545	mto:MTCTRI2_2507
ko:K01808	mto:MTCTRI2_2512
ko:K01256	mto:MTCTRI2_2514
ko:K06886	mto:MTCTRI2_2517
ko:K07107	mto:MTCTRI2_2522
ko:K15371	mto:MTCTRI2_2523
ko:K01673	mto:MTCTRI2_3340
ko:K01588	mto:MTCTRI2_3342
ko:K01589	mto:MTCTRI2_3343
ko:K03524	mto:MTCTRI2_3346
ko:K06287	mto:MTCTRI2_3349
ko:K02426	mto:MTCTRI2_3351
ko:K03724	mto:MTCTRI2_3363
ko:K02039	mto:MTCTRI2_3368
ko:K00111	mto:MTCTRI2_3369
ko:K00382	mto:MTCTRI2_3370
ko:K00761	mto:MTCTRI2_3376
ko:K00242	mto:MTCTRI2_3385
ko:K00239	mto:MTCTRI2_3386
ko:K00240	mto:MTCTRI2_3387
ko:K18958	mto:MTCTRI2_3259
ko:K00631	mto:MTCTRI2_2527
ko:K06966	mto:MTCTRI2_2537
ko:K00627	mto:MTCTRI2_2541
ko:K00162	mto:MTCTRI2_2542
ko:K00161	mto:MTCTRI2_2543
ko:K01644	mto:MTCTRI2_2544
ko:K01969	mto:MTCTRI2_2548
ko:K01029	mto:MTCTRI2_2549
ko:K01028	mto:MTCTRI2_2550
ko:K07124	mto:MTCTRI2_2555
ko:K06915	mto:MTCTRI2_2556
ko:K13288	mto:MTCTRI2_2557
ko:K03564	mto:MTCTRI2_2569
ko:K00997	mto:MTCTRI2_2571
ko:K11533	mto:MTCTRI2_2572
ko:K03637	mto:MTCTRI2_3392
ko:K03639	mto:MTCTRI2_3396
ko:K03088	mto:MTCTRI2_3401
ko:K01443	mto:MTCTRI2_3405
ko:K07058	mto:MTCTRI2_3408
ko:K01867	mto:MTCTRI2_3409
ko:K00031	mto:MTCTRI2_3412
ko:K01740	mto:MTCTRI2_3413
ko:K00641	mto:MTCTRI2_3414
ko:K01491	mto:MTCTRI2_3429
ko:K03216	mto:MTCTRI2_3439
ko:K01752	mto:MTCTRI2_0071
ko:K00600	mto:MTCTRI2_0072
ko:K02003	mto:MTCTRI2_0075
ko:K14155	mto:MTCTRI2_0077
ko:K12140	mto:MTCTRI2_0088
ko:K12141	mto:MTCTRI2_0089
ko:K02902	mto:MTCTRI2_0108
ko:K03271	mto:MTCTRI2_0116
ko:K03273	mto:MTCTRI2_0117
ko:K02355	mto:MTCTRI2_0123
ko:K05343	mto:MTCTRI2_0129
ko:K03281	mto:MTCTRI2_0146
ko:K00324	mto:MTCTRI2_0159
ko:K00324	mto:MTCTRI2_0160
ko:K00325	mto:MTCTRI2_0161
ko:K07107	mto:MTCTRI2_0167
ko:K02066	mto:MTCTRI2_0171
ko:K02066	mto:MTCTRI2_0172
ko:K06911	mto:MTCTRI2_0185
ko:K03088	mto:MTCTRI2_0186
ko:K05349	mto:MTCTRI2_0190
ko:K01687	mto:MTCTRI2_0193
ko:K03439	mto:MTCTRI2_0212
ko:K10716	mto:MTCTRI2_3263
ko:K07171	mto:MTCTRI2_0675
ko:K07171	mto:MTCTRI2_1975
ko:K16045	mto:MTCTRI2_1136
ko:K16046	mto:MTCTRI2_3582
ko:K05898	mto:MTCTRI2_3601
ko:K16048	mto:MTCTRI2_3632
ko:K16047	mto:MTCTRI2_3635
ko:K16049	mto:MTCTRI2_3633
ko:K16050	mto:MTCTRI2_3634
ko:K14232	mto:MTCTRI2_2508
ko:K07045	mto:MTCTRI2_3576
ko:K13540	mto:MTCTRI2_2104
ko:K00595	mto:MTCTRI2_2110
ko:K03727	mto:MTCTRI2_2131
ko:K13573	mto:MTCTRI2_2134
ko:K13571	mto:MTCTRI2_2136
ko:K13570	mto:MTCTRI2_2146
ko:K13527	mto:MTCTRI2_2150
ko:K09764	mto:MTCTRI2_2152
ko:K07442	mto:MTCTRI2_2153
ko:K01523	mto:MTCTRI2_2157
ko:K00548	mto:MTCTRI2_2159
ko:K15526	mto:MTCTRI2_2165
ko:K01082	mto:MTCTRI2_2166
ko:K06910	mto:MTCTRI2_2175
ko:K14232	mto:MTCTRI2_3754
ko:K14235	mto:MTCTRI2_0653
ko:K00033	mto:MTCTRI2_1153
ko:K00626	mto:MTCTRI2_1167
ko:K07052	mto:MTCTRI2_1172
ko:K01692	mto:MTCTRI2_1173
ko:K01692	mto:MTCTRI2_1174
ko:K01796	mto:MTCTRI2_1175
ko:K06994	mto:MTCTRI2_1177
ko:K06994	mto:MTCTRI2_1178
ko:K08981	mto:MTCTRI2_1257
ko:K09167	mto:MTCTRI2_1258
ko:K03593	mto:MTCTRI2_1260
ko:K02025	mto:MTCTRI2_1267
ko:K01616	mto:MTCTRI2_1279
ko:K00567	mto:MTCTRI2_1352
ko:K07503	mto:MTCTRI2_1357
ko:K00626	mto:MTCTRI2_1360
ko:K00700	mto:MTCTRI2_1363
ko:K02428	mto:MTCTRI2_1378
ko:K01909	mto:MTCTRI2_1382
ko:K00059	mto:MTCTRI2_1388
ko:K09762	mto:MTCTRI2_1460
ko:K00616	mto:MTCTRI2_1485
ko:K14339	mto:MTCTRI2_1496
ko:K04488	mto:MTCTRI2_1502
ko:K01692	mto:MTCTRI2_1509
ko:K01424	mto:MTCTRI2_1581
ko:K00244	mto:MTCTRI2_1594
ko:K00245	mto:MTCTRI2_1595
ko:K18955	mto:MTCTRI2_3327
ko:K01692	mto:MTCTRI2_0691
ko:K06994	mto:MTCTRI2_0692
ko:K00101	mto:MTCTRI2_0710
ko:K00058	mto:MTCTRI2_0744
ko:K00854	mto:MTCTRI2_0745
ko:K01259	mto:MTCTRI2_0863
ko:K01796	mto:MTCTRI2_0878
ko:K00626	mto:MTCTRI2_0882
ko:K01782	mto:MTCTRI2_0883
ko:K10843	mto:MTCTRI2_0884
ko:K03635	mto:MTCTRI2_0889
ko:K04750	mto:MTCTRI2_0910
ko:K06994	mto:MTCTRI2_1599
ko:K00652	mto:MTCTRI2_1611
ko:K01814	mto:MTCTRI2_1630
ko:K01817	mto:MTCTRI2_1630
ko:K01092	mto:MTCTRI2_1631
ko:K01496	mto:MTCTRI2_1633
ko:K16012	mto:MTCTRI2_1647
ko:K16013	mto:MTCTRI2_1648
ko:K09146	mto:MTCTRI2_1660
ko:K14340	mto:MTCTRI2_1663
ko:K01823	mto:MTCTRI2_1776
ko:K00666	mto:MTCTRI2_1781
ko:K00033	mto:MTCTRI2_1876
ko:K02017	mto:MTCTRI2_1891
ko:K13953	mto:MTCTRI2_1894
ko:K07052	mto:MTCTRI2_1895
ko:K00626	mto:MTCTRI2_1899
ko:K00101	mto:MTCTRI2_1904
ko:K04093	mto:MTCTRI2_1917
ko:K02067	mto:MTCTRI2_2000
ko:K02067	mto:MTCTRI2_2001
ko:K02067	mto:MTCTRI2_2002
ko:K02067	mto:MTCTRI2_2003
ko:K02067	mto:MTCTRI2_2004
ko:K03294	mto:MTCTRI2_2033
ko:K00038	mto:MTCTRI2_2036
ko:K07028	mto:MTCTRI2_2038
ko:K02025	mto:MTCTRI2_2078
ko:K03929	mto:MTCTRI2_2083
ko:K02077	mto:MTCTRI2_2097
ko:K02075	mto:MTCTRI2_2098
ko:K01478	mto:MTCTRI2_1026
ko:K00666	mto:MTCTRI2_1038
ko:K02428	mto:MTCTRI2_1047
ko:K09009	mto:MTCTRI2_1051
ko:K02067	mto:MTCTRI2_0598
ko:K02433	mto:MTCTRI2_3073
ko:K01692	mto:MTCTRI2_3102
ko:K02274	mto:MTCTRI2_3106
ko:K03647	mto:MTCTRI2_3115
ko:K04477	mto:MTCTRI2_3935
ko:K14743	mto:MTCTRI2_3962
ko:K14743	mto:MTCTRI2_3965
ko:K00970	mto:MTCTRI2_3986
ko:K00619	mto:MTCTRI2_2800
ko:K03709	mto:MTCTRI2_2841
ko:K03177	mto:MTCTRI2_2846
ko:K14733	mto:MTCTRI2_3683
ko:K01507	mto:MTCTRI2_3693
ko:K09153	mto:MTCTRI2_3697
ko:K01784	mto:MTCTRI2_3699
ko:K12444	mto:MTCTRI2_2992
ko:K12443	mto:MTCTRI2_2991
ko:K12951	mto:MTCTRI2_1506
ko:K12423	mto:MTCTRI2_1216
ko:K02067	mto:MTCTRI2_1999
ko:K16168	mto:MTCTRI2_1171
ko:K07655	mto:MTCTRI2_0925
ko:K10215	mto:MTCTRI2_3933
ko:K09002	mto:MTCTRI2_2878
ko:K01692	mto:MTCTRI2_2888
ko:K05816	mto:MTCTRI2_2889
ko:K05815	mto:MTCTRI2_2891
ko:K05814	mto:MTCTRI2_2892
ko:K06877	mto:MTCTRI2_3717
ko:K01835	mto:MTCTRI2_3132
ko:K00803	mto:MTCTRI2_3170
ko:K06346	mto:MTCTRI2_3999
ko:K01840	mto:MTCTRI2_3375
ko:K00059	mto:MTCTRI2_0247
ko:K00626	mto:MTCTRI2_0248
ko:K01719	mto:MTCTRI2_0265
ko:K01469	mto:MTCTRI2_0271
ko:K00666	mto:MTCTRI2_0275
ko:K01724	mto:MTCTRI2_3173
ko:K05602	mto:MTCTRI2_3200
ko:K12434	mto:MTCTRI2_1690
ko:K12435	mto:MTCTRI2_1691
ko:K12439	mto:MTCTRI2_1692
ko:K06994	mto:MTCTRI2_2381
ko:K03711	mto:MTCTRI2_2402
ko:K00274	mto:MTCTRI2_3233
ko:K09118	mto:MTCTRI2_3253
ko:K07177	mto:MTCTRI2_3254
ko:K06196	mto:MTCTRI2_0535
ko:K00772	mto:MTCTRI2_0543
ko:K09931	mto:MTCTRI2_0548
ko:K00666	mto:MTCTRI2_0559
ko:K02549	mto:MTCTRI2_0561
ko:K12583	mto:MTCTRI2_0565
ko:K00805	mto:MTCTRI2_0570
ko:K01692	mto:MTCTRI2_0643
ko:K00845	mto:MTCTRI2_0666
ko:K07052	mto:MTCTRI2_0674
ko:K03932	mto:MTCTRI2_0687
ko:K01692	mto:MTCTRI2_0689
ko:K07052	mto:MTCTRI2_0821
ko:K02619	mto:MTCTRI2_0829
ko:K01011	mto:MTCTRI2_0832
ko:K15520	mto:MTCTRI2_0836
ko:K04093	mto:MTCTRI2_0971
ko:K03405	mto:MTCTRI2_0981
ko:K04788	mto:MTCTRI2_2426
ko:K00784	mto:MTCTRI2_2451
ko:K02238	mto:MTCTRI2_2458
ko:K07161	mto:MTCTRI2_2469
ko:K00508	mto:MTCTRI2_3296
ko:K03455	mto:MTCTRI2_3303
ko:K07654	mto:MTCTRI2_3312
ko:K07670	mto:MTCTRI2_3313
ko:K03294	mto:MTCTRI2_3320
ko:K11212	mto:MTCTRI2_3328
ko:K12234	mto:MTCTRI2_3329
ko:K01692	mto:MTCTRI2_0994
ko:K01965	mto:MTCTRI2_0996
ko:K07669	mto:MTCTRI2_1005
ko:K07653	mto:MTCTRI2_1006
ko:K08372	mto:MTCTRI2_1007
ko:K02004	mto:MTCTRI2_1011
ko:K00805	mto:MTCTRI2_1013
ko:K00666	mto:MTCTRI2_1086
ko:K01692	mto:MTCTRI2_1098
ko:K01692	mto:MTCTRI2_1099
ko:K00626	mto:MTCTRI2_1102
ko:K12503	mto:MTCTRI2_1114
ko:K00867	mto:MTCTRI2_1122
ko:K01679	mto:MTCTRI2_1128
ko:K02446	mto:MTCTRI2_1129
ko:K01724	mto:MTCTRI2_1191
ko:K00374	mto:MTCTRI2_1196
ko:K15525	mto:MTCTRI2_1202
ko:K11779	mto:MTCTRI2_1205
ko:K00219	mto:MTCTRI2_1207
ko:K06994	mto:MTCTRI2_1214
ko:K00294	mto:MTCTRI2_1218
ko:K00674	mto:MTCTRI2_1232
ko:K01439	mto:MTCTRI2_1233
ko:K00666	mto:MTCTRI2_1237
ko:K13693	mto:MTCTRI2_1239
ko:K06147	mto:MTCTRI2_1303
ko:K06147	mto:MTCTRI2_1304
ko:K02035	mto:MTCTRI2_1311
ko:K02033	mto:MTCTRI2_1314
ko:K14954	mto:MTCTRI2_1448
ko:K07114	mto:MTCTRI2_1519
ko:K11610	mto:MTCTRI2_1521
ko:K11611	mto:MTCTRI2_1522
ko:K01847	mto:MTCTRI2_1531
ko:K01847	mto:MTCTRI2_1532
ko:K07588	mto:MTCTRI2_1535
ko:K06994	mto:MTCTRI2_1565
ko:K00247	mto:MTCTRI2_1597
ko:K01515	mto:MTCTRI2_1729
ko:K04763	mto:MTCTRI2_1730
ko:K00545	mto:MTCTRI2_1732
ko:K14743	mto:MTCTRI2_1827
ko:K00088	mto:MTCTRI2_1875
ko:K08178	mto:MTCTRI2_1935
ko:K06910	mto:MTCTRI2_1943
ko:K06910	mto:MTCTRI2_1944
ko:K00666	mto:MTCTRI2_1958
ko:K01664	mto:MTCTRI2_0015
ko:K00652	mto:MTCTRI2_0034
ko:K09118	mto:MTCTRI2_0066
ko:K01692	mto:MTCTRI2_1968
ko:K03386	mto:MTCTRI2_2472
ko:K00852	mto:MTCTRI2_2480
ko:K00547	mto:MTCTRI2_2503
ko:K05522	mto:MTCTRI2_2511
ko:K01966	mto:MTCTRI2_3347
ko:K01011	mto:MTCTRI2_3350
ko:K11263	mto:MTCTRI2_3352
ko:K03090	mto:MTCTRI2_3353
ko:K03918	mto:MTCTRI2_3357
ko:K05522	mto:MTCTRI2_3364
ko:K03932	mto:MTCTRI2_3365
ko:K06177	mto:MTCTRI2_3367
ko:K03783	mto:MTCTRI2_3374
ko:K01488	mto:MTCTRI2_3381
ko:K00758	mto:MTCTRI2_3382
ko:K01489	mto:MTCTRI2_3383
ko:K00241	mto:MTCTRI2_3384
ko:K07068	mto:MTCTRI2_1656
ko:K00598	mto:MTCTRI2_0301
ko:K13640	mto:MTCTRI2_0360
ko:K07161	mto:MTCTRI2_0375
ko:K03518	mto:MTCTRI2_0381
ko:K03519	mto:MTCTRI2_0382
ko:K06994	mto:MTCTRI2_0405
ko:K14949	mto:MTCTRI2_0413
ko:K03153	mto:MTCTRI2_0418
ko:K06994	mto:MTCTRI2_0453
ko:K01692	mto:MTCTRI2_0459
ko:K01322	mto:MTCTRI2_0461
ko:K01619	mto:MTCTRI2_0483
ko:K15521	mto:MTCTRI2_0491
ko:K07768	mto:MTCTRI2_0495
ko:K07776	mto:MTCTRI2_0496
ko:K01784	mto:MTCTRI2_0509
ko:K14743	mto:MTCTRI2_0298
ko:K06994	mto:MTCTRI2_0515
ko:K02067	mto:MTCTRI2_0599
ko:K02067	mto:MTCTRI2_0601
ko:K02067	mto:MTCTRI2_0603
ko:K02067	mto:MTCTRI2_0604
ko:K00939	mto:MTCTRI2_0749
ko:K00121	mto:MTCTRI2_0780
ko:K05917	mto:MTCTRI2_0783
ko:K01607	mto:MTCTRI2_0790
ko:K06986	mto:MTCTRI2_0802
ko:K07077	mto:MTCTRI2_0803
ko:K01962	mto:MTCTRI2_0927
ko:K01963	mto:MTCTRI2_0927
ko:K01692	mto:MTCTRI2_0928
ko:K11159	mto:MTCTRI2_0936
ko:K00626	mto:MTCTRI2_0937
ko:K00076	mto:MTCTRI2_0951
ko:K10563	mto:MTCTRI2_0968
ko:K03404	mto:MTCTRI2_2907
ko:K02348	mto:MTCTRI2_2908
ko:K06976	mto:MTCTRI2_2924
ko:K02342	mto:MTCTRI2_3782
ko:K07009	mto:MTCTRI2_3784
ko:K09966	mto:MTCTRI2_3818
ko:K13787	mto:MTCTRI2_2208
ko:K13671	mto:MTCTRI2_2216
ko:K13668	mto:MTCTRI2_2223
ko:K02342	mto:MTCTRI2_2226
ko:K03889	mto:MTCTRI2_2229
ko:K03890	mto:MTCTRI2_2230
ko:K03891	mto:MTCTRI2_2231
ko:K00856	mto:MTCTRI2_2237
ko:K01104	mto:MTCTRI2_2269
ko:K03386	mto:MTCTRI2_2274
ko:K11609	mto:MTCTRI2_2281
ko:K11609	mto:MTCTRI2_2282
ko:K00803	mto:MTCTRI2_2287
ko:K00153	mto:MTCTRI2_2295
ko:K00389	mto:MTCTRI2_2307
ko:K03316	mto:MTCTRI2_2322
ko:K01011	mto:MTCTRI2_2326
ko:K06889	mto:MTCTRI2_2343
ko:K02025	mto:MTCTRI2_2357
ko:K00819	mto:MTCTRI2_2362
ko:K00819	mto:MTCTRI2_2363
ko:K00027	mto:MTCTRI2_2374
ko:K07258	mto:MTCTRI2_2967
ko:K10563	mto:MTCTRI2_2981
ko:K06994	mto:MTCTRI2_2999
ko:K04517	mto:MTCTRI2_3828
ko:K14953	mto:MTCTRI2_3837
ko:K01692	mto:MTCTRI2_3852
ko:K13686	mto:MTCTRI2_3871
ko:K15781	mto:MTCTRI2_2528
ko:K01692	mto:MTCTRI2_2532
ko:K11263	mto:MTCTRI2_2547
ko:K00666	mto:MTCTRI2_2551
ko:K06902	mto:MTCTRI2_2554
ko:K01724	mto:MTCTRI2_3393
ko:K07258	mto:MTCTRI2_3403
ko:K06945	mto:MTCTRI2_3435
ko:K07131	mto:MTCTRI2_3437
ko:K01958	mto:MTCTRI2_3025
ko:K07030	mto:MTCTRI2_3033
ko:K07030	mto:MTCTRI2_3034
ko:K14941	mto:MTCTRI2_3042
ko:K01885	mto:MTCTRI2_3053
ko:K00058	mto:MTCTRI2_3057
ko:K12437	mto:MTCTRI2_3879
ko:K12428	mto:MTCTRI2_3880
ko:K13687	mto:MTCTRI2_3884
ko:K14136	mto:MTCTRI2_3885
ko:K02004	mto:MTCTRI2_2611
ko:K07054	mto:MTCTRI2_2623
ko:K03768	mto:MTCTRI2_2630
ko:K02035	mto:MTCTRI2_2633
ko:K14162	mto:MTCTRI2_3443
ko:K01692	mto:MTCTRI2_3446
ko:K01692	mto:MTCTRI2_3447
ko:K07025	mto:MTCTRI2_3449
ko:K13787	mto:MTCTRI2_3454
ko:K13787	mto:MTCTRI2_3470
ko:K03333	mto:MTCTRI2_3481
ko:K00088	mto:MTCTRI2_3482
ko:K00088	mto:MTCTRI2_3483
ko:K01409	mto:MTCTRI2_3491
ko:K08256	mto:MTCTRI2_2659
ko:K01580	mto:MTCTRI2_3500
ko:K14743	mto:MTCTRI2_3517
ko:K02004	mto:MTCTRI2_0074
ko:K01243	mto:MTCTRI2_0094
ko:K02351	mto:MTCTRI2_0105
ko:K07245	mto:MTCTRI2_0105
ko:K07031	mto:MTCTRI2_0118
ko:K01577	mto:MTCTRI2_0121
ko:K07304	mto:MTCTRI2_0140
ko:K01104	mto:MTCTRI2_0157
ko:K00666	mto:MTCTRI2_0170
ko:K02067	mto:MTCTRI2_0174
ko:K02067	mto:MTCTRI2_0177
ko:K02067	mto:MTCTRI2_0178
ko:K07386	mto:MTCTRI2_0202
ko:K06860	mto:MTCTRI2_0211
ko:K01596	mto:MTCTRI2_0215
ko:K01692	mto:MTCTRI2_0226
ko:K07048	mto:MTCTRI2_0234
ko:K00135	mto:MTCTRI2_0238
ko:K14952	mto:MTCTRI2_3897
ko:K06994	mto:MTCTRI2_3902
ko:K01854	mto:MTCTRI2_3888
ko:K04518	mto:MTCTRI2_3917
ko:K07305	mto:MTCTRI2_2726
ko:K01692	mto:MTCTRI2_2731
ko:K03499	mto:MTCTRI2_2743
ko:K03499	mto:MTCTRI2_2744
ko:K02067	mto:MTCTRI2_3560
ko:K02067	mto:MTCTRI2_3561
ko:K02067	mto:MTCTRI2_3563
ko:K02067	mto:MTCTRI2_3564
ko:K00059	mto:MTCTRI2_3568
ko:K05337	mto:MTCTRI2_3569
ko:K00666	mto:MTCTRI2_3572
ko:K01692	mto:MTCTRI2_3580
ko:K00626	mto:MTCTRI2_3587
ko:K15982	mto:MTCTRI2_3590
ko:K04073	mto:MTCTRI2_3599
ko:K01092	mto:MTCTRI2_2753
ko:K03087	mto:MTCTRI2_2762
ko:K03709	mto:MTCTRI2_2763
ko:K05794	mto:MTCTRI2_2775
ko:K10533	mto:MTCTRI2_2793
ko:K15981	mto:MTCTRI2_3609
