ko:K19079	suz:MS7_0711
ko:K09793	suz:MS7_0726
ko:K06966	suz:MS7_0732
ko:K02913	suz:MS7_1568
ko:K04564	suz:MS7_1570
ko:K09816	suz:MS7_1572
ko:K09817	suz:MS7_1573
ko:K01151	suz:MS7_1574
ko:K06967	suz:MS7_1577
ko:K03086	suz:MS7_1578
ko:K09773	suz:MS7_1580
ko:K01880	suz:MS7_1582
ko:K03584	suz:MS7_1583
ko:K07042	suz:MS7_1587
ko:K02970	suz:MS7_1592
ko:K09761	suz:MS7_1594
ko:K02687	suz:MS7_1595
ko:K03686	suz:MS7_1596
ko:K04043	suz:MS7_1597
ko:K03687	suz:MS7_1598
ko:K03705	suz:MS7_1599
ko:K03596	suz:MS7_1602
ko:K02968	suz:MS7_1603
ko:K02340	suz:MS7_1604
ko:K02237	suz:MS7_1607
ko:K09710	suz:MS7_1609
ko:K00969	suz:MS7_1611
ko:K01012	suz:MS7_2440
ko:K00833	suz:MS7_2441
ko:K01935	suz:MS7_2442
ko:K00865	suz:MS7_2446
ko:K00077	suz:MS7_2457
ko:K08170	suz:MS7_2458
ko:K05846	suz:MS7_2459
ko:K05845	suz:MS7_2460
ko:K05846	suz:MS7_2461
ko:K05847	suz:MS7_2462
ko:K02069	suz:MS7_2467
ko:K02068	suz:MS7_2468
ko:K10824	suz:MS7_2476
ko:K01548	suz:MS7_2092
ko:K01547	suz:MS7_2093
ko:K01546	suz:MS7_2094
ko:K07646	suz:MS7_2095
ko:K07667	suz:MS7_2096
ko:K01929	suz:MS7_2098
ko:K01921	suz:MS7_2099
ko:K05837	suz:MS7_2100
ko:K06895	suz:MS7_0050
ko:K08170	suz:MS7_0097
ko:K03324	suz:MS7_0099
ko:K03303	suz:MS7_0102
ko:K06886	suz:MS7_0958
ko:K00858	suz:MS7_0962
ko:K06180	suz:MS7_0963
ko:K06213	suz:MS7_0964
ko:K00208	suz:MS7_0966
ko:K03310	suz:MS7_0968
ko:K02837	suz:MS7_0976
ko:K02250	suz:MS7_0983
ko:K03800	suz:MS7_0985
ko:K02003	suz:MS7_0990
ko:K15977	suz:MS7_0994
ko:K02016	suz:MS7_0995
ko:K02548	suz:MS7_0999
ko:K02551	suz:MS7_1001
ko:K01661	suz:MS7_1003
ko:K07002	suz:MS7_1836
ko:K00231	suz:MS7_1837
ko:K01772	suz:MS7_1838
ko:K01599	suz:MS7_1839
ko:K02503	suz:MS7_1843
ko:K06180	suz:MS7_1855
ko:K03216	suz:MS7_1860
ko:K07146	suz:MS7_2695
ko:K01304	suz:MS7_2696
ko:K03319	suz:MS7_2700
ko:K05786	suz:MS7_2701
ko:K07241	suz:MS7_2703
ko:K03704	suz:MS7_2709
ko:K03501	suz:MS7_2714
ko:K03495	suz:MS7_2715
ko:K03650	suz:MS7_2716
ko:K03536	suz:MS7_2717
ko:K02914	suz:MS7_2718
ko:K01534	suz:MS7_2729
ko:K18934	suz:MS7_2190
ko:K18936	suz:MS7_2430
ko:K14234	suz:MS7_0497
ko:K14234	suz:MS7_1889
ko:K14234	suz:MS7_1873
ko:K18935	suz:MS7_2192
ko:K06216	suz:MS7_0260
ko:K03328	suz:MS7_0123
ko:K03328	suz:MS7_0481
ko:K14236	suz:MS7_2182
ko:K14236	suz:MS7_1872
ko:K02424	suz:MS7_2429
ko:K14222	suz:MS7_1868
ko:K10009	suz:MS7_2428
ko:K01077	suz:MS7_2632
ko:K01226	suz:MS7_0449
ko:K03486	suz:MS7_0450
ko:K09685	suz:MS7_0473
ko:K02499	suz:MS7_0482
ko:K05822	suz:MS7_1353
ko:K02004	suz:MS7_0298
ko:K03307	suz:MS7_0304
ko:K01639	suz:MS7_0305
ko:K01788	suz:MS7_0308
ko:K03475	suz:MS7_0319
ko:K02822	suz:MS7_0320
ko:K02821	suz:MS7_0321
ko:K07030	suz:MS7_1184
ko:K00059	suz:MS7_1189
ko:K09787	suz:MS7_1194
ko:K03177	suz:MS7_1229
ko:K01409	suz:MS7_2061
ko:K03095	suz:MS7_2079
ko:K03090	suz:MS7_2081
ko:K07315	suz:MS7_2084
ko:K09167	suz:MS7_2089
ko:K08981	suz:MS7_2090
ko:K01823	suz:MS7_2364
ko:K02564	suz:MS7_0559
ko:K08093	suz:MS7_0560
ko:K00626	suz:MS7_0565
ko:K00625	suz:MS7_0577
ko:K00869	suz:MS7_0579
ko:K01597	suz:MS7_0580
ko:K00938	suz:MS7_0581
ko:K07052	suz:MS7_2330
ko:K01479	suz:MS7_2351
ko:K01785	suz:MS7_2357
ko:K14232	suz:MS7_0502
ko:K14232	suz:MS7_1883
ko:K16013	suz:MS7_0736
ko:K16012	suz:MS7_0737
ko:K06934	suz:MS7_0745
ko:K03976	suz:MS7_0748
ko:K03436	suz:MS7_0749
ko:K02619	suz:MS7_0766
ko:K05845	suz:MS7_0774
ko:K05846	suz:MS7_0774
ko:K03647	suz:MS7_0781
ko:K06948	suz:MS7_1614
ko:K01243	suz:MS7_1616
ko:K07584	suz:MS7_1661
ko:K12942	suz:MS7_2486
ko:K01835	suz:MS7_2497
ko:K03299	suz:MS7_2508
ko:K00851	suz:MS7_2509
ko:K03535	suz:MS7_2515
ko:K07104	suz:MS7_2528
ko:K01784	suz:MS7_0119
ko:K03784	suz:MS7_0127
ko:K01619	suz:MS7_0129
ko:K07491	suz:MS7_0141
ko:K01104	suz:MS7_0145
ko:K01784	suz:MS7_0156
ko:K11189	suz:MS7_1040
ko:K08483	suz:MS7_1041
ko:K03499	suz:MS7_1045
ko:K11072	suz:MS7_1056
ko:K11071	suz:MS7_1057
ko:K11069	suz:MS7_1059
ko:K09825	suz:MS7_1896
ko:K11085	suz:MS7_1901
ko:K07586	suz:MS7_1902
ko:K09693	suz:MS7_1906
ko:K01104	suz:MS7_1916
ko:K07009	suz:MS7_1926
ko:K02342	suz:MS7_1929
ko:K02433	suz:MS7_1935
ko:K14235	suz:MS7_1871
ko:K14230	suz:MS7_1880
ko:K07305	suz:MS7_1379
ko:K07304	suz:MS7_1380
ko:K03469	suz:MS7_1390
ko:K03294	suz:MS7_1393
ko:K01220	suz:MS7_2212
ko:K02786	suz:MS7_2214
ko:K01635	suz:MS7_2215
ko:K00917	suz:MS7_2216
ko:K01819	suz:MS7_2217
ko:K01819	suz:MS7_2218
ko:K02530	suz:MS7_2219
ko:K01727	suz:MS7_2224
ko:K00939	suz:MS7_2249
ko:K07668	suz:MS7_0020
ko:K07652	suz:MS7_0021
ko:K05568	suz:MS7_0904
ko:K05565	suz:MS7_0907
ko:K03768	suz:MS7_0909
ko:K00819	suz:MS7_0912
ko:K06910	suz:MS7_0935
ko:K15582	suz:MS7_0942
ko:K10823	suz:MS7_0944
ko:K02035	suz:MS7_0947
ko:K02033	suz:MS7_0950
ko:K07052	suz:MS7_1782
ko:K00616	suz:MS7_1783
ko:K02549	suz:MS7_1794
ko:K01478	suz:MS7_2640
ko:K12270	suz:MS7_2655
ko:K12269	suz:MS7_2656
ko:K12268	suz:MS7_2657
ko:K07304	suz:MS7_2665
ko:K01104	suz:MS7_2667
ko:K07729	suz:MS7_0339
ko:K00626	suz:MS7_0344
ko:K01760	suz:MS7_0348
ko:K03386	suz:MS7_0371
ko:K00088	suz:MS7_0379
ko:K00059	suz:MS7_1238
ko:K02443	suz:MS7_1255
ko:K03713	suz:MS7_1265
ko:K02116	suz:MS7_2126
ko:K01104	suz:MS7_2131
ko:K03048	suz:MS7_2146
ko:K09680	suz:MS7_2148
ko:K01619	suz:MS7_2155
ko:K13953	suz:MS7_0658
ko:K07457	suz:MS7_0661
ko:K07025	suz:MS7_0664
ko:K05565	suz:MS7_0674
ko:K09763	suz:MS7_1513
ko:K04763	suz:MS7_1514
ko:K03711	suz:MS7_1515
ko:K01515	suz:MS7_1516
ko:K00784	suz:MS7_1521
ko:K00033	suz:MS7_1528
ko:K02246	suz:MS7_1558
ko:K02245	suz:MS7_1559
ko:K00374	suz:MS7_2409
ko:K09815	suz:MS7_2421
ko:K00122	suz:MS7_0170
ko:K02049	suz:MS7_0165
ko:K02051	suz:MS7_0166
ko:K02050	suz:MS7_0167
ko:K00819	suz:MS7_0178
ko:K09963	suz:MS7_0183
ko:K02033	suz:MS7_0192
ko:K02035	suz:MS7_0194
ko:K10112	suz:MS7_0199
ko:K15770	suz:MS7_0200
ko:K07784	suz:MS7_0207
ko:K07720	suz:MS7_0208
ko:K01092	suz:MS7_1064
ko:K01958	suz:MS7_1071
ko:K03471	suz:MS7_1096
ko:K00241	suz:MS7_1104
ko:K02428	suz:MS7_1108
ko:K07094	suz:MS7_1941
ko:K01916	suz:MS7_1947
ko:K04518	suz:MS7_1950
ko:K15986	suz:MS7_1954
ko:K03708	suz:MS7_0511
ko:K09698	suz:MS7_0517
ko:K00639	suz:MS7_0540
ko:K00853	suz:MS7_0542
ko:K00712	suz:MS7_0554
ko:K00712	suz:MS7_0555
ko:K03700	suz:MS7_1405
ko:K02086	suz:MS7_1409
ko:K00974	suz:MS7_1413
ko:K00805	suz:MS7_1424
ko:K01424	suz:MS7_1432
ko:K05337	suz:MS7_1437
ko:K03635	suz:MS7_2290
ko:K02017	suz:MS7_2296
ko:K01258	suz:MS7_0793
ko:K02240	suz:MS7_0800
ko:K02242	suz:MS7_0801
ko:K06023	suz:MS7_0810
ko:K09762	suz:MS7_0817
ko:K02236	suz:MS7_1669
ko:K07120	suz:MS7_1673
ko:K01719	suz:MS7_1677
ko:K11144	suz:MS7_1691
ko:K03346	suz:MS7_1692
ko:K10563	suz:MS7_1696
ko:K07658	suz:MS7_1700
ko:K00027	suz:MS7_1708
ko:K00158	suz:MS7_2544
ko:K00054	suz:MS7_2550
ko:K01641	suz:MS7_2551
ko:K00567	suz:MS7_2553
ko:K04086	suz:MS7_2554
ko:K06994	suz:MS7_2558
ko:K00294	suz:MS7_2561
ko:K07213	suz:MS7_2565
ko:K10209	suz:MS7_2568
ko:K07035	suz:MS7_2576
ko:K07032	suz:MS7_2581
ko:K18940	suz:MS7_1370
ko:K05568	suz:MS7_0677
ko:K05570	suz:MS7_0679
ko:K03316	suz:MS7_0681
ko:K03709	suz:MS7_0685
ko:K09693	suz:MS7_0688
ko:K07258	suz:MS7_0693
ko:K09705	suz:MS7_0720
ko:K02244	suz:MS7_1560
ko:K02243	suz:MS7_1561
ko:K00845	suz:MS7_1564
ko:K02076	suz:MS7_1571
ko:K01489	suz:MS7_1585
ko:K02238	suz:MS7_1605
ko:K00652	suz:MS7_2439
ko:K06147	suz:MS7_2443
ko:K06147	suz:MS7_2444
ko:K03929	suz:MS7_2465
ko:K01771	suz:MS7_0088
ko:K10254	suz:MS7_0100
ko:K07816	suz:MS7_0961
ko:K03455	suz:MS7_0965
ko:K05362	suz:MS7_0974
ko:K07052	suz:MS7_0987
ko:K02552	suz:MS7_1000
ko:K08680	suz:MS7_1002
ko:K00841	suz:MS7_1007
ko:K07533	suz:MS7_1846
ko:K03698	suz:MS7_1847
ko:K01679	suz:MS7_1856
ko:K07035	suz:MS7_1864
ko:K02035	suz:MS7_0223
ko:K00016	suz:MS7_0227
ko:K02775	suz:MS7_0235
ko:K00852	suz:MS7_0258
ko:K11041	suz:MS7_1128
ko:K07025	suz:MS7_1132
ko:K07104	suz:MS7_1151
ko:K02824	suz:MS7_1156
ko:K01439	suz:MS7_2038
ko:K07052	suz:MS7_2043
ko:K07706	suz:MS7_2049
ko:K09976	suz:MS7_1302
ko:K05020	suz:MS7_1307
ko:K07304	suz:MS7_1318
ko:K04517	suz:MS7_1322
ko:K02033	suz:MS7_1339
ko:K03784	suz:MS7_2156
ko:K02799	suz:MS7_2171
ko:K02800	suz:MS7_2171
ko:K02798	suz:MS7_2173
ko:K03593	suz:MS7_2189
ko:K21454	suz:MS7_2375
ko:K08974	suz:MS7_0868
ko:K04488	suz:MS7_0872
ko:K13628	suz:MS7_0895
ko:K05570	suz:MS7_0902
ko:K06286	suz:MS7_1724
ko:K00058	suz:MS7_1730
ko:K01261	suz:MS7_1751
ko:K01439	suz:MS7_1757
ko:K03451	suz:MS7_2620
ko:K00380	suz:MS7_2625
ko:K06183	suz:MS7_1759
ko:K04750	suz:MS7_2598
ko:K00016	suz:MS7_2607
ko:K03294	suz:MS7_2608
ko:K01977	suz:MS7_0504
ko:K01977	suz:MS7_1895
ko:K01977	suz:MS7_2076
ko:K01977	suz:MS7_2188
ko:K01977	suz:MS7_0455
ko:K07038	suz:MS7_1904
ko:K02545	suz:MS7_0033
ko:K16509	suz:MS7_0953
ko:K01834	suz:MS7_2431
ko:K01834	suz:MS7_0366
ko:K16511	suz:MS7_0954
ko:K11733	suz:MS7_1689
ko:K14229	suz:MS7_0498
ko:K16264	suz:MS7_0162
ko:K06198	suz:MS7_0955
ko:K15583	suz:MS7_0943
ko:K14220	suz:MS7_0982
ko:K16329	suz:MS7_0302
ko:K19310	suz:MS7_0058
ko:K16323	suz:MS7_0695
ko:K16169	suz:MS7_0378
ko:K11737	suz:MS7_2452
ko:K05340	suz:MS7_2276
ko:K16264	suz:MS7_2164
ko:K02851	suz:MS7_0797
ko:K07045	suz:MS7_2586
ko:K09814	suz:MS7_2377
ko:K13052	suz:MS7_0484
ko:K11040	suz:MS7_1618
ko:K11040	suz:MS7_2552
ko:K10010	suz:MS7_2427
ko:K16786	suz:MS7_2242
ko:K16787	suz:MS7_2241
ko:K04564	suz:MS7_0124
ko:K16785	suz:MS7_2240
ko:K04757	suz:MS7_2082
ko:K01985	suz:MS7_0457
ko:K01985	suz:MS7_0495
ko:K01985	suz:MS7_0506
ko:K01985	suz:MS7_2074
ko:K01985	suz:MS7_2186
ko:K01985	suz:MS7_1891
ko:K07705	suz:MS7_0251
ko:K02032	suz:MS7_0949
ko:K03429	suz:MS7_0973
ko:K09813	suz:MS7_2378
ko:K01401	suz:MS7_2642
ko:K14198	suz:MS7_1979
ko:K14204	suz:MS7_1973
ko:K13733	suz:MS7_2504
ko:K02547	suz:MS7_0034
ko:K11039	suz:MS7_2047
ko:K14200	suz:MS7_1114
ko:K14201	suz:MS7_0839
ko:K10208	suz:MS7_2569
ko:K14195	suz:MS7_2500
ko:K02755	suz:MS7_0255
ko:K00128	suz:MS7_0161
ko:K00128	suz:MS7_2138
ko:K08259	suz:MS7_0267
ko:K12553	suz:MS7_1569
ko:K07683	suz:MS7_2407
ko:K01239	suz:MS7_2302
ko:K00128	suz:MS7_1956
ko:K01906	suz:MS7_2438
ko:K14230	suz:MS7_1835
ko:K14230	suz:MS7_1876
ko:K14229	suz:MS7_1888
ko:K14229	suz:MS7_2180
ko:K03483	suz:MS7_2172
ko:K11631	suz:MS7_2706
ko:K11042	suz:MS7_0397
ko:K13715	suz:MS7_1005
ko:K13732	suz:MS7_2506
ko:K10210	suz:MS7_2571
ko:K11695	suz:MS7_1332
ko:K11693	suz:MS7_2282
ko:K01271	suz:MS7_1714
ko:K14233	suz:MS7_1828
ko:K16785	suz:MS7_1033
ko:K16786	suz:MS7_1034
ko:K16787	suz:MS7_1034
ko:K16785	suz:MS7_2688
ko:K16786	suz:MS7_2689
ko:K16787	suz:MS7_2689
ko:K02768	suz:MS7_2646
ko:K02769	suz:MS7_2646
ko:K02770	suz:MS7_2646
ko:K11632	suz:MS7_2707
ko:K13714	suz:MS7_1010
ko:K04478	suz:MS7_1909
ko:K00980	suz:MS7_0692
ko:K16937	suz:MS7_0758
ko:K16869	suz:MS7_0578
ko:K11991	suz:MS7_0548
ko:K17716	suz:MS7_0147
ko:K10851	suz:MS7_2408
ko:K00882	suz:MS7_0750
ko:K02803	suz:MS7_1732
ko:K02804	suz:MS7_1732
ko:K14228	suz:MS7_1885
ko:K14228	suz:MS7_0500
ko:K00108	suz:MS7_2616
ko:K16916	suz:MS7_2533
ko:K16917	suz:MS7_2532
ko:K16925	suz:MS7_1035
ko:K14196	suz:MS7_0103
ko:K14203	suz:MS7_1112
ko:K16924	suz:MS7_2690
ko:K14192	suz:MS7_2635
ko:K14193	suz:MS7_1086
ko:K14197	suz:MS7_2433
ko:K08258	suz:MS7_1944
ko:K10211	suz:MS7_2570
ko:K10850	suz:MS7_2405
ko:K11694	suz:MS7_1331
ko:K12552	suz:MS7_1138
ko:K07681	suz:MS7_1920
ko:K07694	suz:MS7_1919
ko:K02352	suz:MS7_2694
ko:K12551	suz:MS7_1736
ko:K02303	suz:MS7_2413
ko:K16898	suz:MS7_0922
ko:K16899	suz:MS7_0921
ko:K14224	suz:MS7_0018
ko:K14224	suz:MS7_1829
ko:K14224	suz:MS7_2184
ko:K14221	suz:MS7_0019
ko:K14221	suz:MS7_1878
ko:K14221	suz:MS7_1834
ko:K14221	suz:MS7_1875
ko:K14233	suz:MS7_0447
ko:K14233	suz:MS7_1879
ko:K14233	suz:MS7_1877
ko:K14233	suz:MS7_0981
ko:K14237	suz:MS7_0496
ko:K14237	suz:MS7_1890
ko:K14237	suz:MS7_2183
ko:K14225	suz:MS7_1831
ko:K14225	suz:MS7_2077
ko:K14225	suz:MS7_0499
ko:K14225	suz:MS7_1886
ko:K14228	suz:MS7_1865
ko:K14228	suz:MS7_1887
ko:K14228	suz:MS7_2078
ko:K14219	suz:MS7_0501
ko:K14219	suz:MS7_1884
ko:K14219	suz:MS7_0818
ko:K14219	suz:MS7_1129
ko:K14218	suz:MS7_0503
ko:K14218	suz:MS7_1882
ko:K14218	suz:MS7_1893
ko:K14227	suz:MS7_1894
ko:K14220	suz:MS7_2185
ko:K14220	suz:MS7_1830
ko:K14226	suz:MS7_1832
ko:K14226	suz:MS7_1870
ko:K14231	suz:MS7_1833
ko:K14231	suz:MS7_1874
ko:K14230	suz:MS7_1881
ko:K14225	suz:MS7_1867
ko:K14225	suz:MS7_1866
ko:K14223	suz:MS7_1869
ko:K14223	suz:MS7_2181
ko:K01980	suz:MS7_0505
ko:K01980	suz:MS7_0456
ko:K01980	suz:MS7_2075
ko:K01980	suz:MS7_2187
ko:K01980	suz:MS7_1892
ko:K11070	suz:MS7_1058
ko:K02029	suz:MS7_1863
ko:K02030	suz:MS7_1863
ko:K01992	suz:MS7_2359
ko:K07284	suz:MS7_2534
ko:K10947	suz:MS7_2698
ko:K01990	suz:MS7_0268
ko:K01990	suz:MS7_2519
ko:K01990	suz:MS7_2360
ko:K01990	suz:MS7_0341
ko:K01990	suz:MS7_1842
ko:K01990	suz:MS7_1968
ko:K01664	suz:MS7_0764
ko:K01992	suz:MS7_0269
ko:K01992	suz:MS7_0270
ko:K01992	suz:MS7_1841
ko:K01992	suz:MS7_1965
ko:K02028	suz:MS7_1862
ko:K03574	suz:MS7_2496
ko:K17216	suz:MS7_0433
ko:K17217	suz:MS7_0434
ko:K00951	suz:MS7_1649
ko:K00265	suz:MS7_0445
ko:K01897	suz:MS7_0220
ko:K01990	suz:MS7_1966
ko:K19309	suz:MS7_0057
ko:K17472	suz:MS7_1642
ko:K17686	suz:MS7_2564
ko:K01739	suz:MS7_0349
ko:K01791	suz:MS7_2127
ko:K00226	suz:MS7_2595
ko:K06518	suz:MS7_2546
ko:K01791	suz:MS7_0149
ko:K01791	suz:MS7_0158
ko:K11928	suz:MS7_1937
ko:K01658	suz:MS7_1325
ko:K07318	suz:MS7_0079
ko:K02171	suz:MS7_2725
ko:K12574	suz:MS7_1046
ko:K12574	suz:MS7_1233
ko:K07979	suz:MS7_1969
ko:K10212	suz:MS7_2572
ko:K01187	suz:MS7_1525
ko:K19080	suz:MS7_0712
ko:K02171	suz:MS7_0043
ko:K18104	suz:MS7_0694
ko:K02479	suz:MS7_1853
ko:K08168	suz:MS7_0128
ko:K02483	suz:MS7_2379
ko:K03293	suz:MS7_1292
ko:K02031	suz:MS7_0191
ko:K02032	suz:MS7_0191
ko:K02809	suz:MS7_0185
ko:K02810	suz:MS7_0185
ko:K02809	suz:MS7_2396
ko:K02810	suz:MS7_2396
ko:K03366	suz:MS7_0118
ko:K07145	suz:MS7_1092
ko:K22580	suz:MS7_1014
ko:K00632	suz:MS7_0217
ko:K01046	suz:MS7_0310
ko:K01046	suz:MS7_2675
ko:K00008	suz:MS7_0238
ko:K02172	suz:MS7_0044
ko:K21461	suz:MS7_2672
ko:K21462	suz:MS7_2674
ko:K21463	suz:MS7_2374
ko:K00008	suz:MS7_0236
ko:K18231	suz:MS7_0047
ko:K21900	suz:MS7_2733
ko:K03427	suz:MS7_1808
ko:K06153	suz:MS7_0059
ko:K07491	suz:MS7_0140
ko:K08255	suz:MS7_0926
ko:K00681	suz:MS7_0195
ko:K04749	suz:MS7_2083
ko:K18707	suz:MS7_1593
ko:K02172	suz:MS7_2724
ko:K18766	suz:MS7_0045
ko:K18766	suz:MS7_2723
ko:K05592	suz:MS7_2097
ko:K18672	suz:MS7_2178
ko:K18704	suz:MS7_0241
ko:K18682	suz:MS7_1244
ko:K18692	suz:MS7_1575
ko:K18906	suz:MS7_0738
ko:K01262	suz:MS7_1547
ko:K09692	suz:MS7_1905
ko:K07723	suz:MS7_2086
ko:K18909	suz:MS7_0323
ko:K18941	suz:MS7_1371
ko:K18908	suz:MS7_0324
ko:K07171	suz:MS7_2085
ko:K05593	suz:MS7_0061
ko:K03497	suz:MS7_2713
ko:K03111	suz:MS7_2017
ko:K03497	suz:MS7_0350
ko:K03111	suz:MS7_0356
ko:K03111	suz:MS7_2113
ko:K03502	suz:MS7_1321
ko:K03169	suz:MS7_2274
ko:K03111	suz:MS7_0596
ko:K07029	suz:MS7_1933
ko:K07497	suz:MS7_0041
ko:K07132	suz:MS7_0040
ko:K03498	suz:MS7_2040
ko:K09145	suz:MS7_0722
ko:K18979	suz:MS7_1861
ko:K00949	suz:MS7_1181
ko:K01318	suz:MS7_1809
ko:K01318	suz:MS7_1006
ko:K07498	suz:MS7_0029
ko:K07498	suz:MS7_0048
ko:K07498	suz:MS7_0053
ko:K07498	suz:MS7_0060
ko:K07498	suz:MS7_2722
ko:K07498	suz:MS7_2730
ko:K07816	suz:MS7_2512
ko:K19005	suz:MS7_0770
ko:K03293	suz:MS7_2333
ko:K19159	suz:MS7_2423
ko:K19077	suz:MS7_0710
ko:K01174	suz:MS7_1283
ko:K19078	suz:MS7_0709
ko:K19082	suz:MS7_0054
ko:K19081	suz:MS7_0055
ko:K19081	suz:MS7_0056
ko:K19158	suz:MS7_2422
ko:K19225	suz:MS7_1566
ko:K02777	suz:MS7_1378
ko:K05881	suz:MS7_0702
ko:K19068	suz:MS7_0148
ko:K19081	suz:MS7_2629
ko:K19082	suz:MS7_2630
ko:K19083	suz:MS7_2628
ko:K19084	suz:MS7_2627
ko:K02031	suz:MS7_0948
ko:K02032	suz:MS7_1336
ko:K19273	suz:MS7_0062
ko:K03722	suz:MS7_1411
ko:K01992	suz:MS7_2520
ko:K19411	suz:MS7_0512
ko:K19302	suz:MS7_1372
ko:K19405	suz:MS7_0513
ko:K19299	suz:MS7_0063
ko:K03574	suz:MS7_1792
ko:K19576	suz:MS7_0746
ko:K06881	suz:MS7_1710
ko:K21721	suz:MS7_0109
ko:K19689	suz:MS7_1914
ko:K01258	suz:MS7_1529
ko:K20483	suz:MS7_1822
ko:K20482	suz:MS7_1823
ko:K07119	suz:MS7_2210
ko:K00547	suz:MS7_0347
ko:K00297	suz:MS7_0347
ko:K02538	suz:MS7_2645
ko:K21636	suz:MS7_2622
ko:K19975	suz:MS7_0682
ko:K19976	suz:MS7_0683
ko:K19973	suz:MS7_0684
ko:K20074	suz:MS7_1177
ko:K12132	suz:MS7_1178
ko:K20116	suz:MS7_0182
ko:K20117	suz:MS7_0182
ko:K20118	suz:MS7_0182
ko:K20116	suz:MS7_2543
ko:K20117	suz:MS7_2543
ko:K20118	suz:MS7_2543
ko:K20338	suz:MS7_1768
ko:K20491	suz:MS7_1817
ko:K20494	suz:MS7_1816
ko:K21949	suz:MS7_0108
ko:K20484	suz:MS7_1821
ko:K20486	suz:MS7_1819
ko:K20490	suz:MS7_1818
ko:K20337	suz:MS7_1130
ko:K20337	suz:MS7_1131
ko:K11044	suz:MS7_2230
ko:K20534	suz:MS7_0755
ko:K02790	suz:MS7_0229
ko:K02791	suz:MS7_0229
ko:K21029	suz:MS7_2295
ko:K21030	suz:MS7_0239
ko:K21030	suz:MS7_0245
ko:K21064	suz:MS7_0927
ko:K08968	suz:MS7_1725
ko:K00435	suz:MS7_0576
ko:K00526	suz:MS7_0783
ko:K02316	suz:MS7_1579
ko:K06217	suz:MS7_1588
ko:K01493	suz:MS7_1606
ko:K11038	suz:MS7_2434
ko:K11038	suz:MS7_2435
ko:K11038	suz:MS7_2436
ko:K01174	suz:MS7_0843
ko:K04068	suz:MS7_2621
ko:K02314	suz:MS7_0016
ko:K11038	suz:MS7_1824
ko:K11038	suz:MS7_1825
ko:K14199	suz:MS7_1115
ko:K14199	suz:MS7_1977
ko:K14199	suz:MS7_0215
ko:K06904	suz:MS7_1997
ko:K07455	suz:MS7_2019
ko:K11038	suz:MS7_2036
ko:K11038	suz:MS7_2037
ko:K03553	suz:MS7_1243
ko:K00857	suz:MS7_2135
ko:K03546	suz:MS7_1305
ko:K00287	suz:MS7_1382
ko:K00560	suz:MS7_1383
ko:K11038	suz:MS7_1444
ko:K11038	suz:MS7_1445
ko:K07455	suz:MS7_0594
ko:K07474	suz:MS7_0616
ko:K01520	suz:MS7_1480
ko:K06909	suz:MS7_0617
ko:K06958	suz:MS7_0815
ko:K05020	suz:MS7_2208
ko:K02335	suz:MS7_1697
ko:K21285	suz:MS7_0690
ko:K03296	suz:MS7_2281
ko:K02031	suz:MS7_1337
ko:K00525	suz:MS7_0782
ko:K22044	suz:MS7_0351
ko:K21478	suz:MS7_2673
ko:K21453	suz:MS7_2670
ko:K21567	suz:MS7_2390
ko:K21591	suz:MS7_0244
ko:K21600	suz:MS7_2103
ko:K18704	suz:MS7_0247
ko:K21828	suz:MS7_2636
ko:K02334	suz:MS7_1489
ko:K22043	suz:MS7_2163
ko:K21903	suz:MS7_2728
ko:K22136	suz:MS7_1134
ko:K00754	suz:MS7_1414
ko:K22135	suz:MS7_0557
ko:K03595	suz:MS7_1584
ko:K22132	suz:MS7_1644
ko:K22109	suz:MS7_2618
ko:K03547	suz:MS7_1849
ko:K17758	suz:MS7_0007
ko:K02257	suz:MS7_1073
ko:K22409	suz:MS7_0438
ko:K13566	suz:MS7_2046
ko:K22441	suz:MS7_2387
