ko:K07489	ypo:BZ17_3368
ko:K03468	ypo:BZ17_3055
ko:K00135	ypo:BZ17_3056
ko:K03623	ypo:BZ17_3058
ko:K09889	ypo:BZ17_3059
ko:K03592	ypo:BZ17_3060
ko:K15536	ypo:BZ17_3062
ko:K06140	ypo:BZ17_3063
ko:K01226	ypo:BZ17_3064
ko:K02818	ypo:BZ17_3065
ko:K02819	ypo:BZ17_3065
ko:K07223	ypo:BZ17_3886
ko:K01639	ypo:BZ17_3887
ko:K01788	ypo:BZ17_3888
ko:K00885	ypo:BZ17_3890
ko:K03290	ypo:BZ17_3893
ko:K02048	ypo:BZ17_3894
ko:K02046	ypo:BZ17_3895
ko:K02047	ypo:BZ17_3896
ko:K02045	ypo:BZ17_3897
ko:K12339	ypo:BZ17_3898
ko:K07114	ypo:BZ17_3903
ko:K14155	ypo:BZ17_3904
ko:K03307	ypo:BZ17_3907
ko:K05685	ypo:BZ17_3909
ko:K13888	ypo:BZ17_3910
ko:K02484	ypo:BZ17_3912
ko:K02777	ypo:BZ17_3913
ko:K08483	ypo:BZ17_3914
ko:K02784	ypo:BZ17_3915
ko:K01738	ypo:BZ17_3916
ko:K06203	ypo:BZ17_3917
ko:K03528	ypo:BZ17_3918
ko:K01972	ypo:BZ17_3919
ko:K09954	ypo:BZ17_3920
ko:K09962	ypo:BZ17_3922
ko:K01885	ypo:BZ17_3926
ko:K11535	ypo:BZ17_3931
ko:K03322	ypo:BZ17_3932
ko:K19265	ypo:BZ17_3934
ko:K00845	ypo:BZ17_3937
ko:K01190	ypo:BZ17_37
ko:K03704	ypo:BZ17_38
ko:K05876	ypo:BZ17_40
ko:K07507	ypo:BZ17_41
ko:K01531	ypo:BZ17_42
ko:K02403	ypo:BZ17_43
ko:K02402	ypo:BZ17_44
ko:K02556	ypo:BZ17_45
ko:K02557	ypo:BZ17_46
ko:K03407	ypo:BZ17_47
ko:K03408	ypo:BZ17_48
ko:K05877	ypo:BZ17_52
ko:K00575	ypo:BZ17_53
ko:K03412	ypo:BZ17_54
ko:K03413	ypo:BZ17_55
ko:K03414	ypo:BZ17_56
ko:K01775	ypo:BZ17_61
ko:K07347	ypo:BZ17_70
ko:K07346	ypo:BZ17_71
ko:K03808	ypo:BZ17_76
ko:K03607	ypo:BZ17_78
ko:K03797	ypo:BZ17_79
ko:K03799	ypo:BZ17_81
ko:K07345	ypo:BZ17_82
ko:K15540	ypo:BZ17_83
ko:K07347	ypo:BZ17_84
ko:K07345	ypo:BZ17_85
ko:K07346	ypo:BZ17_86
ko:K08169	ypo:BZ17_87
ko:K01730	ypo:BZ17_88
ko:K11066	ypo:BZ17_90
ko:K06956	ypo:BZ17_91
ko:K07038	ypo:BZ17_92
ko:K10192	ypo:BZ17_94
ko:K09802	ypo:BZ17_942
ko:K01141	ypo:BZ17_944
ko:K08317	ypo:BZ17_947
ko:K02056	ypo:BZ17_948
ko:K03327	ypo:BZ17_153
ko:K00793	ypo:BZ17_154
ko:K00574	ypo:BZ17_155
ko:K03604	ypo:BZ17_158
ko:K04564	ypo:BZ17_160
ko:K19303	ypo:BZ17_161
ko:K07390	ypo:BZ17_163
ko:K03683	ypo:BZ17_164
ko:K01759	ypo:BZ17_165
ko:K11021	ypo:BZ17_166
ko:K10680	ypo:BZ17_167
ko:K16137	ypo:BZ17_168
ko:K03760	ypo:BZ17_169
ko:K06938	ypo:BZ17_170
ko:K06075	ypo:BZ17_172
ko:K06077	ypo:BZ17_173
ko:K09001	ypo:BZ17_174
ko:K00275	ypo:BZ17_176
ko:K01866	ypo:BZ17_177
ko:K00868	ypo:BZ17_178
ko:K00799	ypo:BZ17_179
ko:K03305	ypo:BZ17_182
ko:K19230	ypo:BZ17_185
ko:K19229	ypo:BZ17_186
ko:K19228	ypo:BZ17_187
ko:K19227	ypo:BZ17_188
ko:K19226	ypo:BZ17_189
ko:K03974	ypo:BZ17_190
ko:K03969	ypo:BZ17_191
ko:K03970	ypo:BZ17_192
ko:K03971	ypo:BZ17_194
ko:K06918	ypo:BZ17_195
ko:K08990	ypo:BZ17_196
ko:K03721	ypo:BZ17_199
ko:K11065	ypo:BZ17_200
ko:K14054	ypo:BZ17_202
ko:K15580	ypo:BZ17_203
ko:K16074	ypo:BZ17_204
ko:K11179	ypo:BZ17_1053
ko:K01512	ypo:BZ17_1054
ko:K06969	ypo:BZ17_1055
ko:K11940	ypo:BZ17_1056
ko:K06929	ypo:BZ17_1057
ko:K09909	ypo:BZ17_1058
ko:K01734	ypo:BZ17_1059
ko:K03658	ypo:BZ17_1060
ko:K07343	ypo:BZ17_1063
ko:K13053	ypo:BZ17_1064
ko:K03286	ypo:BZ17_1065
ko:K09911	ypo:BZ17_1066
ko:K04770	ypo:BZ17_1067
ko:K01716	ypo:BZ17_1068
ko:K09458	ypo:BZ17_1070
ko:K09857	ypo:BZ17_1071
ko:K06192	ypo:BZ17_1072
ko:K03808	ypo:BZ17_1073
ko:K15738	ypo:BZ17_1074
ko:K12297	ypo:BZ17_1075
ko:K07140	ypo:BZ17_1076
ko:K18657	ypo:BZ17_1077
ko:K00254	ypo:BZ17_1078
ko:K01256	ypo:BZ17_1079
ko:K00763	ypo:BZ17_1080
ko:K01893	ypo:BZ17_1081
ko:K09476	ypo:BZ17_1082
ko:K00813	ypo:BZ17_1083
ko:K03632	ypo:BZ17_1087
ko:K03804	ypo:BZ17_1088
ko:K03633	ypo:BZ17_1089
ko:K06219	ypo:BZ17_1090
ko:K00979	ypo:BZ17_1092
ko:K09791	ypo:BZ17_1093
ko:K03704	ypo:BZ17_1094
ko:K00912	ypo:BZ17_1096
ko:K11085	ypo:BZ17_1097
ko:K02238	ypo:BZ17_1098
ko:K05788	ypo:BZ17_1099
ko:K02945	ypo:BZ17_1101
ko:K03291	ypo:BZ17_1889
ko:K11925	ypo:BZ17_1890
ko:K02064	ypo:BZ17_1894
ko:K02063	ypo:BZ17_1895
ko:K02062	ypo:BZ17_1896
ko:K02336	ypo:BZ17_1898
ko:K03580	ypo:BZ17_1899
ko:K11891	ypo:BZ17_1901
ko:K11892	ypo:BZ17_1902
ko:K11893	ypo:BZ17_1903
ko:K11906	ypo:BZ17_1904
ko:K11904	ypo:BZ17_1909
ko:K11907	ypo:BZ17_1910
ko:K11895	ypo:BZ17_1911
ko:K11896	ypo:BZ17_1912
ko:K11897	ypo:BZ17_1913
ko:K11903	ypo:BZ17_1914
ko:K11900	ypo:BZ17_1915
ko:K11901	ypo:BZ17_1916
ko:K11902	ypo:BZ17_1917
ko:K06177	ypo:BZ17_1919
ko:K05801	ypo:BZ17_1920
ko:K04744	ypo:BZ17_1921
ko:K03771	ypo:BZ17_1922
ko:K00097	ypo:BZ17_1923
ko:K02528	ypo:BZ17_1924
ko:K06195	ypo:BZ17_1925
ko:K01525	ypo:BZ17_1926
ko:K01955	ypo:BZ17_1932
ko:K01956	ypo:BZ17_1933
ko:K00215	ypo:BZ17_1934
ko:K07491	ypo:BZ17_1935
ko:K03527	ypo:BZ17_1936
ko:K03774	ypo:BZ17_1937
ko:K03101	ypo:BZ17_1938
ko:K01870	ypo:BZ17_1939
ko:K12368	ypo:BZ17_2742
ko:K12369	ypo:BZ17_2743
ko:K12370	ypo:BZ17_2744
ko:K12371	ypo:BZ17_2745
ko:K12372	ypo:BZ17_2746
ko:K01728	ypo:BZ17_2750
ko:K11103	ypo:BZ17_2752
ko:K00874	ypo:BZ17_2755
ko:K01821	ypo:BZ17_2756
ko:K07290	ypo:BZ17_2758
ko:K01521	ypo:BZ17_2759
ko:K07058	ypo:BZ17_2760
ko:K00865	ypo:BZ17_2764
ko:K03299	ypo:BZ17_2765
ko:K02647	ypo:BZ17_2766
ko:K00383	ypo:BZ17_2767
ko:K07115	ypo:BZ17_2768
ko:K01414	ypo:BZ17_2769
ko:K15984	ypo:BZ17_2770
ko:K00262	ypo:BZ17_2772
ko:K06149	ypo:BZ17_2773
ko:K06144	ypo:BZ17_2774
ko:K16322	ypo:BZ17_2775
ko:K07007	ypo:BZ17_2776
ko:K10441	ypo:BZ17_2778
ko:K10440	ypo:BZ17_2779
ko:K10439	ypo:BZ17_2780
ko:K09988	ypo:BZ17_2781
ko:K01624	ypo:BZ17_2782
ko:K06911	ypo:BZ17_2785
ko:K06145	ypo:BZ17_2786
ko:K06155	ypo:BZ17_2787
ko:K00851	ypo:BZ17_2788
ko:K00674	ypo:BZ17_3615
ko:K00990	ypo:BZ17_3616
ko:K01265	ypo:BZ17_3617
ko:K02967	ypo:BZ17_3618
ko:K02357	ypo:BZ17_3619
ko:K09903	ypo:BZ17_3620
ko:K02838	ypo:BZ17_3621
ko:K00099	ypo:BZ17_3622
ko:K00806	ypo:BZ17_3623
ko:K00981	ypo:BZ17_3624
ko:K11749	ypo:BZ17_3625
ko:K07277	ypo:BZ17_3626
ko:K06142	ypo:BZ17_3627
ko:K02536	ypo:BZ17_3628
ko:K02372	ypo:BZ17_3629
ko:K00677	ypo:BZ17_3630
ko:K00748	ypo:BZ17_3631
ko:K03470	ypo:BZ17_3632
ko:K02337	ypo:BZ17_3633
ko:K01962	ypo:BZ17_3634
ko:K08234	ypo:BZ17_3635
ko:K04075	ypo:BZ17_3636
ko:K19000	ypo:BZ17_3638
ko:K15034	ypo:BZ17_3641
ko:K06079	ypo:BZ17_3642
ko:K01881	ypo:BZ17_3643
ko:K06080	ypo:BZ17_3645
ko:K02073	ypo:BZ17_3646
ko:K02072	ypo:BZ17_3647
ko:K02071	ypo:BZ17_3648
ko:K03273	ypo:BZ17_3649
ko:K06222	ypo:BZ17_3655
ko:K08307	ypo:BZ17_3658
ko:K01069	ypo:BZ17_3659
ko:K03469	ypo:BZ17_3661
ko:K02342	ypo:BZ17_3662
ko:K03457	ypo:BZ17_3664
ko:K16842	ypo:BZ17_3665
ko:K02386	ypo:BZ17_831
ko:K02398	ypo:BZ17_832
ko:K02399	ypo:BZ17_833
ko:K03516	ypo:BZ17_835
ko:K02400	ypo:BZ17_836
ko:K02401	ypo:BZ17_837
ko:K07245	ypo:BZ17_841
ko:K07156	ypo:BZ17_842
ko:K02217	ypo:BZ17_843
ko:K02345	ypo:BZ17_844
ko:K01259	ypo:BZ17_845
ko:K01354	ypo:BZ17_846
ko:K09900	ypo:BZ17_848
ko:K09918	ypo:BZ17_849
ko:K05591	ypo:BZ17_850
ko:K08289	ypo:BZ17_851
ko:K09917	ypo:BZ17_852
ko:K01665	ypo:BZ17_853
ko:K01752	ypo:BZ17_855
ko:K00484	ypo:BZ17_856
ko:K00483	ypo:BZ17_857
ko:K02511	ypo:BZ17_858
ko:K02510	ypo:BZ17_859
ko:K02509	ypo:BZ17_860
ko:K01826	ypo:BZ17_861
ko:K02057	ypo:BZ17_949
ko:K00765	ypo:BZ17_953
ko:K00013	ypo:BZ17_954
ko:K00817	ypo:BZ17_955
ko:K01089	ypo:BZ17_956
ko:K02501	ypo:BZ17_957
ko:K01814	ypo:BZ17_958
ko:K02500	ypo:BZ17_959
ko:K11755	ypo:BZ17_960
ko:K07491	ypo:BZ17_961
ko:K00033	ypo:BZ17_962
ko:K00963	ypo:BZ17_963
ko:K00963	ypo:BZ17_964
ko:K16088	ypo:BZ17_966
ko:K02016	ypo:BZ17_967
ko:K02015	ypo:BZ17_968
ko:K02015	ypo:BZ17_969
ko:K02013	ypo:BZ17_970
ko:K03897	ypo:BZ17_973
ko:K13745	ypo:BZ17_974
ko:K13255	ypo:BZ17_975
ko:K07289	ypo:BZ17_977
ko:K01494	ypo:BZ17_978
ko:K00876	ypo:BZ17_979
ko:K03593	ypo:BZ17_980
ko:K01874	ypo:BZ17_981
ko:K02058	ypo:BZ17_983
ko:K06518	ypo:BZ17_986
ko:K01489	ypo:BZ17_988
ko:K00027	ypo:BZ17_989
ko:K03748	ypo:BZ17_990
ko:K10541	ypo:BZ17_991
ko:K10542	ypo:BZ17_992
ko:K10540	ypo:BZ17_993
ko:K07148	ypo:BZ17_994
ko:K05589	ypo:BZ17_1787
ko:K00860	ypo:BZ17_1789
ko:K00956	ypo:BZ17_1790
ko:K00957	ypo:BZ17_1791
ko:K02302	ypo:BZ17_1792
ko:K00390	ypo:BZ17_1795
ko:K00381	ypo:BZ17_1796
ko:K00380	ypo:BZ17_1797
ko:K01737	ypo:BZ17_1798
ko:K10026	ypo:BZ17_1799
ko:K04565	ypo:BZ17_1800
ko:K01689	ypo:BZ17_1801
ko:K01937	ypo:BZ17_1802
ko:K04765	ypo:BZ17_1803
ko:K00951	ypo:BZ17_1804
ko:K07678	ypo:BZ17_1805
ko:K04771	ypo:BZ17_1806
ko:K01129	ypo:BZ17_1807
ko:K01243	ypo:BZ17_1808
ko:K06858	ypo:BZ17_1809
ko:K15724	ypo:BZ17_1811
ko:K03281	ypo:BZ17_1812
ko:K01845	ypo:BZ17_1813
ko:K02015	ypo:BZ17_1814
ko:K02016	ypo:BZ17_1815
ko:K02013	ypo:BZ17_1816
ko:K05365	ypo:BZ17_1817
ko:K03579	ypo:BZ17_1818
ko:K01975	ypo:BZ17_1819
ko:K06206	ypo:BZ17_1820
ko:K06204	ypo:BZ17_1821
ko:K01894	ypo:BZ17_1822
ko:K00970	ypo:BZ17_1823
ko:K00950	ypo:BZ17_1824
ko:K00606	ypo:BZ17_1825
ko:K01918	ypo:BZ17_1826
ko:K01579	ypo:BZ17_1827
ko:K01992	ypo:BZ17_1829
ko:K01990	ypo:BZ17_1830
ko:K01673	ypo:BZ17_1831
ko:K00760	ypo:BZ17_1832
ko:K14588	ypo:BZ17_1833
ko:K00797	ypo:BZ17_1835
ko:K01611	ypo:BZ17_1836
ko:K03536	ypo:BZ17_2630
ko:K02914	ypo:BZ17_2631
ko:K02313	ypo:BZ17_2633
ko:K02338	ypo:BZ17_2634
ko:K03629	ypo:BZ17_2635
ko:K02470	ypo:BZ17_2636
ko:K07483	ypo:BZ17_2638
ko:K08160	ypo:BZ17_2641
ko:K03833	ypo:BZ17_2647
ko:K01042	ypo:BZ17_2648
ko:K02380	ypo:BZ17_2649
ko:K00127	ypo:BZ17_2650
ko:K00124	ypo:BZ17_2651
ko:K00123	ypo:BZ17_2652
ko:K00123	ypo:BZ17_2653
ko:K02379	ypo:BZ17_2654
ko:K04564	ypo:BZ17_2655
ko:K14762	ypo:BZ17_2659
ko:K02562	ypo:BZ17_2661
ko:K00009	ypo:BZ17_2662
ko:K02798	ypo:BZ17_2663
ko:K02799	ypo:BZ17_2663
ko:K02800	ypo:BZ17_2663
ko:K01879	ypo:BZ17_2665
ko:K01878	ypo:BZ17_2666
ko:K01246	ypo:BZ17_2667
ko:K03826	ypo:BZ17_2668
ko:K00090	ypo:BZ17_2671
ko:K01176	ypo:BZ17_2672
ko:K00835	ypo:BZ17_2674
ko:K07085	ypo:BZ17_2675
ko:K04081	ypo:BZ17_2676
ko:K04080	ypo:BZ17_2677
ko:K01754	ypo:BZ17_2680
ko:K17205	ypo:BZ17_3513
ko:K17206	ypo:BZ17_3514
ko:K17207	ypo:BZ17_3515
ko:K10111	ypo:BZ17_3516
ko:K15770	ypo:BZ17_3517
ko:K15771	ypo:BZ17_3518
ko:K15772	ypo:BZ17_3519
ko:K01224	ypo:BZ17_3520
ko:K12308	ypo:BZ17_3521
ko:K02778	ypo:BZ17_3522
ko:K02024	ypo:BZ17_3523
ko:K01187	ypo:BZ17_3525
ko:K08191	ypo:BZ17_3526
ko:K08302	ypo:BZ17_3530
ko:K06871	ypo:BZ17_3533
ko:K00065	ypo:BZ17_3535
ko:K02079	ypo:BZ17_3536
ko:K02744	ypo:BZ17_3537
ko:K02747	ypo:BZ17_3538
ko:K02746	ypo:BZ17_3539
ko:K02745	ypo:BZ17_3540
ko:K02082	ypo:BZ17_3541
ko:K16371	ypo:BZ17_3542
ko:K08961	ypo:BZ17_3545
ko:K01673	ypo:BZ17_3549
ko:K02452	ypo:BZ17_3551
ko:K02453	ypo:BZ17_3552
ko:K02454	ypo:BZ17_3553
ko:K02455	ypo:BZ17_3554
ko:K02456	ypo:BZ17_3555
ko:K02457	ypo:BZ17_3556
ko:K02458	ypo:BZ17_3557
ko:K00995	ypo:BZ17_762
ko:K03703	ypo:BZ17_763
ko:K07689	ypo:BZ17_764
ko:K11737	ypo:BZ17_770
ko:K17948	ypo:BZ17_771
ko:K03809	ypo:BZ17_772
ko:K16301	ypo:BZ17_773
ko:K07224	ypo:BZ17_774
ko:K07243	ypo:BZ17_775
ko:K05800	ypo:BZ17_1577
ko:K01738	ypo:BZ17_1578
ko:K11938	ypo:BZ17_1579
ko:K06920	ypo:BZ17_1581
ko:K12500	ypo:BZ17_1582
ko:K02237	ypo:BZ17_1583
ko:K03770	ypo:BZ17_1584
ko:K03530	ypo:BZ17_1585
ko:K01338	ypo:BZ17_1586
ko:K03544	ypo:BZ17_1587
ko:K01358	ypo:BZ17_1588
ko:K03545	ypo:BZ17_1589
ko:K05527	ypo:BZ17_1591
ko:K07286	ypo:BZ17_1592
ko:K08218	ypo:BZ17_1593
ko:K02297	ypo:BZ17_1595
ko:K02298	ypo:BZ17_1596
ko:K02299	ypo:BZ17_1597
ko:K02300	ypo:BZ17_1598
ko:K09767	ypo:BZ17_1601
ko:K00077	ypo:BZ17_1602
ko:K03152	ypo:BZ17_1603
ko:K03151	ypo:BZ17_1604
ko:K03602	ypo:BZ17_1605
ko:K00795	ypo:BZ17_1606
ko:K01662	ypo:BZ17_1607
ko:K01095	ypo:BZ17_1608
ko:K00946	ypo:BZ17_1609
ko:K03625	ypo:BZ17_1610
ko:K00794	ypo:BZ17_1611
ko:K11752	ypo:BZ17_1612
ko:K07738	ypo:BZ17_1613
ko:K03074	ypo:BZ17_1615
ko:K03072	ypo:BZ17_1616
ko:K03210	ypo:BZ17_1617
ko:K00773	ypo:BZ17_1618
ko:K07568	ypo:BZ17_1619
ko:K08682	ypo:BZ17_1620
ko:K03386	ypo:BZ17_1622
ko:K00681	ypo:BZ17_1623
ko:K01187	ypo:BZ17_1625
ko:K11736	ypo:BZ17_1626
ko:K03311	ypo:BZ17_1627
ko:K02040	ypo:BZ17_1628
ko:K02851	ypo:BZ17_2421
ko:K03628	ypo:BZ17_2422
ko:K03671	ypo:BZ17_2423
ko:K03732	ypo:BZ17_2424
ko:K01524	ypo:BZ17_2425
ko:K03656	ypo:BZ17_2426
ko:K03769	ypo:BZ17_2427
ko:K07345	ypo:BZ17_2429
ko:K07346	ypo:BZ17_2430
ko:K07347	ypo:BZ17_2431
ko:K00053	ypo:BZ17_2445
ko:K02521	ypo:BZ17_2446
ko:K01754	ypo:BZ17_2452
ko:K01687	ypo:BZ17_2453
ko:K00826	ypo:BZ17_2454
ko:K11258	ypo:BZ17_2455
ko:K01652	ypo:BZ17_2456
ko:K07391	ypo:BZ17_2457
ko:K09897	ypo:BZ17_2458
ko:K02057	ypo:BZ17_2459
ko:K02057	ypo:BZ17_2461
ko:K02056	ypo:BZ17_2462
ko:K02058	ypo:BZ17_2463
ko:K01776	ypo:BZ17_2470
ko:K16092	ypo:BZ17_2471
ko:K00557	ypo:BZ17_2472
ko:K02406	ypo:BZ17_3284
ko:K02407	ypo:BZ17_3285
ko:K02422	ypo:BZ17_3286
ko:K02414	ypo:BZ17_3288
ko:K02415	ypo:BZ17_3289
ko:K02405	ypo:BZ17_3290
ko:K02556	ypo:BZ17_3291
ko:K02557	ypo:BZ17_3292
ko:K06077	ypo:BZ17_3296
ko:K07483	ypo:BZ17_3299
ko:K12678	ypo:BZ17_3305
ko:K12942	ypo:BZ17_3308
ko:K01258	ypo:BZ17_3310
ko:K02014	ypo:BZ17_3311
ko:K06147	ypo:BZ17_3318
ko:K06147	ypo:BZ17_3319
ko:K16321	ypo:BZ17_3323
ko:K11904	ypo:BZ17_3326
ko:K14445	ypo:BZ17_3339
ko:K02846	ypo:BZ17_4152
ko:K12148	ypo:BZ17_4153
ko:K12149	ypo:BZ17_4154
ko:K01465	ypo:BZ17_4155
ko:K08300	ypo:BZ17_4157
ko:K06179	ypo:BZ17_4158
ko:K07040	ypo:BZ17_4160
ko:K02911	ypo:BZ17_4161
ko:K03621	ypo:BZ17_4162
ko:K00648	ypo:BZ17_4163
ko:K00645	ypo:BZ17_4164
ko:K00059	ypo:BZ17_4165
ko:K02078	ypo:BZ17_4166
ko:K09458	ypo:BZ17_4167
ko:K02619	ypo:BZ17_4168
ko:K07082	ypo:BZ17_4169
ko:K00943	ypo:BZ17_4170
ko:K02341	ypo:BZ17_4171
ko:K03424	ypo:BZ17_4172
ko:K02778	ypo:BZ17_4173
ko:K02779	ypo:BZ17_4173
ko:K00014	ypo:BZ17_4184
ko:K02503	ypo:BZ17_4185
ko:K07337	ypo:BZ17_4187
ko:K07251	ypo:BZ17_4188
ko:K08599	ypo:BZ17_4198
ko:K07483	ypo:BZ17_4201
ko:K03496	ypo:BZ17_4204
ko:K03497	ypo:BZ17_4205
ko:K07746	ypo:BZ17_4207
ko:K00455	ypo:BZ17_862
ko:K00151	ypo:BZ17_863
ko:K05921	ypo:BZ17_864
ko:K05921	ypo:BZ17_865
ko:K02793	ypo:BZ17_868
ko:K02794	ypo:BZ17_868
ko:K02795	ypo:BZ17_869
ko:K02014	ypo:BZ17_873
ko:K00563	ypo:BZ17_876
ko:K03704	ypo:BZ17_878
ko:K12973	ypo:BZ17_880
ko:K11734	ypo:BZ17_881
ko:K02029	ypo:BZ17_1679
ko:K02030	ypo:BZ17_1680
ko:K15974	ypo:BZ17_1688
ko:K03543	ypo:BZ17_1689
ko:K03446	ypo:BZ17_1690
ko:K03214	ypo:BZ17_1691
ko:K03672	ypo:BZ17_1692
ko:K05812	ypo:BZ17_1693
ko:K00998	ypo:BZ17_1695
ko:K05811	ypo:BZ17_1696
ko:K03695	ypo:BZ17_1703
ko:K05810	ypo:BZ17_1704
ko:K06180	ypo:BZ17_1705
ko:K05807	ypo:BZ17_1706
ko:K05809	ypo:BZ17_1707
ko:K14170	ypo:BZ17_1708
ko:K14187	ypo:BZ17_1709
ko:K01626	ypo:BZ17_1710
ko:K02477	ypo:BZ17_1711
ko:K07792	ypo:BZ17_1712
ko:K07283	ypo:BZ17_1713
ko:K02884	ypo:BZ17_1714
ko:K00554	ypo:BZ17_1715
ko:K02860	ypo:BZ17_1716
ko:K02959	ypo:BZ17_1717
ko:K03106	ypo:BZ17_1718
ko:K07173	ypo:BZ17_1721
ko:K01919	ypo:BZ17_1722
ko:K03563	ypo:BZ17_1730
ko:K01872	ypo:BZ17_1731
ko:K03565	ypo:BZ17_1732
ko:K03743	ypo:BZ17_1734
ko:K07640	ypo:BZ17_2527
ko:K10778	ypo:BZ17_2528
ko:K03216	ypo:BZ17_2529
ko:K00640	ypo:BZ17_2530
ko:K00057	ypo:BZ17_2531
ko:K03071	ypo:BZ17_2532
ko:K15633	ypo:BZ17_2535
ko:K09798	ypo:BZ17_2537
ko:K00060	ypo:BZ17_2538
ko:K00639	ypo:BZ17_2539
ko:K03274	ypo:BZ17_2540
ko:K02843	ypo:BZ17_2541
ko:K02841	ypo:BZ17_2542
ko:K02527	ypo:BZ17_2543
ko:K12984	ypo:BZ17_2544
ko:K00954	ypo:BZ17_2545
ko:K10563	ypo:BZ17_2546
ko:K02913	ypo:BZ17_2547
ko:K02902	ypo:BZ17_2548
ko:K03630	ypo:BZ17_2549
ko:K13038	ypo:BZ17_2550
ko:K05501	ypo:BZ17_2552
ko:K00762	ypo:BZ17_2553
ko:K00989	ypo:BZ17_2554
ko:K01972	ypo:BZ17_2557
ko:K00942	ypo:BZ17_2558
ko:K03060	ypo:BZ17_2559
ko:K00556	ypo:BZ17_2561
ko:K03655	ypo:BZ17_2562
ko:K03312	ypo:BZ17_2563
ko:K16345	ypo:BZ17_2564
ko:K07560	ypo:BZ17_2567
ko:K07058	ypo:BZ17_2568
ko:K06207	ypo:BZ17_2570
ko:K01915	ypo:BZ17_2571
ko:K07708	ypo:BZ17_2572
ko:K07712	ypo:BZ17_2573
ko:K09894	ypo:BZ17_2575
ko:K03978	ypo:BZ17_2576
ko:K00286	ypo:BZ17_3396
ko:K06997	ypo:BZ17_3397
ko:K02669	ypo:BZ17_3398
ko:K10536	ypo:BZ17_3399
ko:K12251	ypo:BZ17_3400
ko:K07447	ypo:BZ17_3401
ko:K07735	ypo:BZ17_3402
ko:K01920	ypo:BZ17_3403
ko:K09761	ypo:BZ17_3404
ko:K01150	ypo:BZ17_3405
ko:K02742	ypo:BZ17_3406
ko:K00789	ypo:BZ17_3407
ko:K01585	ypo:BZ17_3409
ko:K07491	ypo:BZ17_3410
ko:K07387	ypo:BZ17_3412
ko:K00615	ypo:BZ17_3413
ko:K03472	ypo:BZ17_3414
ko:K00927	ypo:BZ17_3415
ko:K01624	ypo:BZ17_3416
ko:K03442	ypo:BZ17_3417
ko:K06895	ypo:BZ17_3418
ko:K09807	ypo:BZ17_3419
ko:K05596	ypo:BZ17_3420
ko:K01807	ypo:BZ17_3421
ko:K00058	ypo:BZ17_3422
ko:K01934	ypo:BZ17_3423
ko:K09888	ypo:BZ17_3424
ko:K09895	ypo:BZ17_3425
ko:K01262	ypo:BZ17_3426
ko:K03185	ypo:BZ17_3427
ko:K18800	ypo:BZ17_3428
ko:K00605	ypo:BZ17_3429
ko:K02437	ypo:BZ17_3430
ko:K00281	ypo:BZ17_3431
ko:K11068	ypo:BZ17_3435
ko:K06980	ypo:BZ17_3437
ko:K09159	ypo:BZ17_3438
ko:K07663	ypo:BZ17_3439
ko:K07641	ypo:BZ17_3440
ko:K06143	ypo:BZ17_3441
ko:K03840	ypo:BZ17_3442
ko:K04763	ypo:BZ17_3443
ko:K03981	ypo:BZ17_3444
ko:K07462	ypo:BZ17_3445
ko:K02836	ypo:BZ17_3446
ko:K04567	ypo:BZ17_3447
ko:K03226	ypo:BZ17_4263
ko:K03225	ypo:BZ17_4264
ko:K04056	ypo:BZ17_4266
ko:K03224	ypo:BZ17_4267
ko:K04058	ypo:BZ17_4268
ko:K04059	ypo:BZ17_4271
ko:K04060	ypo:BZ17_4272
ko:K03230	ypo:BZ17_4273
ko:K03169	ypo:BZ17_4279
ko:K03496	ypo:BZ17_4282
ko:K03194	ypo:BZ17_4288
ko:K19159	ypo:BZ17_4292
ko:K19158	ypo:BZ17_4293
ko:K03201	ypo:BZ17_4295
ko:K03203	ypo:BZ17_4297
ko:K03204	ypo:BZ17_4298
ko:K03196	ypo:BZ17_4302
ko:K12342	ypo:BZ17_4304
ko:K00010	ypo:BZ17_1470
ko:K03336	ypo:BZ17_1471
ko:K00140	ypo:BZ17_1472
ko:K06894	ypo:BZ17_1475
ko:K05367	ypo:BZ17_1476
ko:K07724	ypo:BZ17_1477
ko:K06887	ypo:BZ17_1482
ko:K18850	ypo:BZ17_1488
ko:K06182	ypo:BZ17_1489
ko:K05349	ypo:BZ17_1492
ko:K06221	ypo:BZ17_1494
ko:K00981	ypo:BZ17_1502
ko:K01491	ypo:BZ17_1509
ko:K14761	ypo:BZ17_1510
ko:K01883	ypo:BZ17_1511
ko:K03768	ypo:BZ17_1512
ko:K03269	ypo:BZ17_1513
ko:K01588	ypo:BZ17_1514
ko:K01589	ypo:BZ17_1515
ko:K02004	ypo:BZ17_1516
ko:K02003	ypo:BZ17_1517
ko:K10804	ypo:BZ17_1518
ko:K05838	ypo:BZ17_1520
ko:K07340	ypo:BZ17_1522
ko:K17686	ypo:BZ17_1524
ko:K09973	ypo:BZ17_1525
ko:K05368	ypo:BZ17_2318
ko:K03182	ypo:BZ17_2319
ko:K05785	ypo:BZ17_2320
ko:K01698	ypo:BZ17_2321
ko:K03424	ypo:BZ17_2322
ko:K03118	ypo:BZ17_2323
ko:K03117	ypo:BZ17_2324
ko:K03116	ypo:BZ17_2325
ko:K03688	ypo:BZ17_2326
ko:K03690	ypo:BZ17_2327
