ko:K00086	ecln:ECNIH4_18110
ko:K02863	ecln:ECNIH4_01185
ko:K02864	ecln:ECNIH4_01190
ko:K02935	ecln:ECNIH4_01195
ko:K03043	ecln:ECNIH4_01200
ko:K03046	ecln:ECNIH4_01205
ko:K02759	ecln:ECNIH4_01210
ko:K02760	ecln:ECNIH4_01215
ko:K03150	ecln:ECNIH4_01225
ko:K03149	ecln:ECNIH4_01230
ko:K03154	ecln:ECNIH4_01235
ko:K03148	ecln:ECNIH4_01240
ko:K00788	ecln:ECNIH4_01245
ko:K03147	ecln:ECNIH4_01250
ko:K07740	ecln:ECNIH4_01255
ko:K03426	ecln:ECNIH4_01260
ko:K01599	ecln:ECNIH4_01265
ko:K05982	ecln:ECNIH4_01270
ko:K09891	ecln:ECNIH4_01275
ko:K05787	ecln:ECNIH4_01280
ko:K01945	ecln:ECNIH4_01290
ko:K00602	ecln:ECNIH4_01295
ko:K00075	ecln:ECNIH4_01315
ko:K03524	ecln:ECNIH4_01320
ko:K00694	ecln:ECNIH4_01355
ko:K12542	ecln:ECNIH4_05485
ko:K12541	ecln:ECNIH4_05490
ko:K12543	ecln:ECNIH4_05495
ko:K03088	ecln:ECNIH4_05510
ko:K07733	ecln:ECNIH4_05560
ko:K03664	ecln:ECNIH4_05595
ko:K09801	ecln:ECNIH4_05605
ko:K06186	ecln:ECNIH4_05610
ko:K03631	ecln:ECNIH4_05615
ko:K00858	ecln:ECNIH4_05620
ko:K03687	ecln:ECNIH4_05630
ko:K03106	ecln:ECNIH4_05645
ko:K02959	ecln:ECNIH4_05650
ko:K02860	ecln:ECNIH4_05655
ko:K00554	ecln:ECNIH4_05660
ko:K02884	ecln:ECNIH4_05665
ko:K11904	ecln:ECNIH4_09860
ko:K06942	ecln:ECNIH4_09935
ko:K01056	ecln:ECNIH4_09940
ko:K03321	ecln:ECNIH4_09955
ko:K00948	ecln:ECNIH4_09960
ko:K00919	ecln:ECNIH4_09965
ko:K02494	ecln:ECNIH4_09970
ko:K02492	ecln:ECNIH4_09975
ko:K02835	ecln:ECNIH4_09980
ko:K02493	ecln:ECNIH4_09985
ko:K01627	ecln:ECNIH4_09995
ko:K07300	ecln:ECNIH4_10000
ko:K07232	ecln:ECNIH4_10010
ko:K03406	ecln:ECNIH4_10020
ko:K06039	ecln:ECNIH4_10025
ko:K15577	ecln:ECNIH4_10040
ko:K15578	ecln:ECNIH4_10045
ko:K00362	ecln:ECNIH4_10050
ko:K00372	ecln:ECNIH4_10055
ko:K07684	ecln:ECNIH4_10065
ko:K07673	ecln:ECNIH4_10070
ko:K02575	ecln:ECNIH4_10075
ko:K00370	ecln:ECNIH4_10080
ko:K00371	ecln:ECNIH4_10085
ko:K00373	ecln:ECNIH4_10090
ko:K00374	ecln:ECNIH4_10095
ko:K03719	ecln:ECNIH4_10105
ko:K01433	ecln:ECNIH4_10120
ko:K09858	ecln:ECNIH4_10125
ko:K07001	ecln:ECNIH4_10130
ko:K02386	ecln:ECNIH4_14215
ko:K02398	ecln:ECNIH4_14220
ko:K02399	ecln:ECNIH4_14225
ko:K03980	ecln:ECNIH4_14230
ko:K03810	ecln:ECNIH4_14235
ko:K09915	ecln:ECNIH4_14240
ko:K03790	ecln:ECNIH4_14245
ko:K08162	ecln:ECNIH4_14250
ko:K01465	ecln:ECNIH4_14260
ko:K12149	ecln:ECNIH4_14265
ko:K12148	ecln:ECNIH4_14270
ko:K02846	ecln:ECNIH4_14275
ko:K07146	ecln:ECNIH4_14300
ko:K02517	ecln:ECNIH4_14305
ko:K08161	ecln:ECNIH4_14310
ko:K12147	ecln:ECNIH4_14315
ko:K03669	ecln:ECNIH4_14325
ko:K03670	ecln:ECNIH4_14330
ko:K11941	ecln:ECNIH4_14335
ko:K04336	ecln:ECNIH4_14350
ko:K04334	ecln:ECNIH4_14355
ko:K04335	ecln:ECNIH4_14360
ko:K04337	ecln:ECNIH4_14370
ko:K04338	ecln:ECNIH4_14375
ko:K06214	ecln:ECNIH4_14380
ko:K04477	ecln:ECNIH4_14395
ko:K12972	ecln:ECNIH4_14400
ko:K06911	ecln:ECNIH4_14415
ko:K03310	ecln:ECNIH4_14430
ko:K16301	ecln:ECNIH4_14440
ko:K07224	ecln:ECNIH4_14445
ko:K07243	ecln:ECNIH4_14450
ko:K11928	ecln:ECNIH4_14465
ko:K13821	ecln:ECNIH4_14470
ko:K09018	ecln:ECNIH4_14485
ko:K01870	ecln:ECNIH4_19420
ko:K11753	ecln:ECNIH4_19425
ko:K02968	ecln:ECNIH4_19430
ko:K03717	ecln:ECNIH4_19435
ko:K03313	ecln:ECNIH4_19440
ko:K03686	ecln:ECNIH4_19445
ko:K04043	ecln:ECNIH4_19450
ko:K07034	ecln:ECNIH4_19460
ko:K03831	ecln:ECNIH4_19470
ko:K00616	ecln:ECNIH4_19475
ko:K03310	ecln:ECNIH4_19480
ko:K09861	ecln:ECNIH4_19485
ko:K01733	ecln:ECNIH4_19495
ko:K00872	ecln:ECNIH4_19500
ko:K12524	ecln:ECNIH4_19505
ko:K02533	ecln:ECNIH4_19510
ko:K07773	ecln:ECNIH4_19515
ko:K06143	ecln:ECNIH4_19520
ko:K07641	ecln:ECNIH4_19525
ko:K07663	ecln:ECNIH4_19530
ko:K05805	ecln:ECNIH4_19535
ko:K05804	ecln:ECNIH4_19540
ko:K03720	ecln:ECNIH4_19555
ko:K08309	ecln:ECNIH4_19560
ko:K06211	ecln:ECNIH4_19580
ko:K04485	ecln:ECNIH4_19585
ko:K01079	ecln:ECNIH4_19590
ko:K07186	ecln:ECNIH4_19595
ko:K03800	ecln:ECNIH4_19600
ko:K03798	ecln:ECNIH4_03030
ko:K00796	ecln:ECNIH4_03035
ko:K03431	ecln:ECNIH4_03040
ko:K03075	ecln:ECNIH4_03045
ko:K01940	ecln:ECNIH4_03055
ko:K09748	ecln:ECNIH4_03065
ko:K02600	ecln:ECNIH4_03070
ko:K02519	ecln:ECNIH4_03075
ko:K02834	ecln:ECNIH4_03080
ko:K03177	ecln:ECNIH4_03085
ko:K02956	ecln:ECNIH4_03090
ko:K00962	ecln:ECNIH4_03095
ko:K05803	ecln:ECNIH4_03100
ko:K05592	ecln:ECNIH4_03105
ko:K03835	ecln:ECNIH4_03110
ko:K08303	ecln:ECNIH4_03125
ko:K03824	ecln:ECNIH4_03135
ko:K07461	ecln:ECNIH4_03140
ko:K09979	ecln:ECNIH4_03145
ko:K05520	ecln:ECNIH4_03150
ko:K07089	ecln:ECNIH4_03160
ko:K12961	ecln:ECNIH4_03170
ko:K07460	ecln:ECNIH4_03175
ko:K07121	ecln:ECNIH4_03180
ko:K07056	ecln:ECNIH4_03185
ko:K14155	ecln:ECNIH4_03195
ko:K08302	ecln:ECNIH4_03205
ko:K02082	ecln:ECNIH4_03210
ko:K02079	ecln:ECNIH4_03215
ko:K02744	ecln:ECNIH4_03220
ko:K02747	ecln:ECNIH4_03225
ko:K02746	ecln:ECNIH4_03230
ko:K02745	ecln:ECNIH4_03235
ko:K16371	ecln:ECNIH4_03240
ko:K01708	ecln:ECNIH4_03250
ko:K01630	ecln:ECNIH4_03255
ko:K07592	ecln:ECNIH4_03265
ko:K01754	ecln:ECNIH4_03270
ko:K03838	ecln:ECNIH4_03275
ko:K00932	ecln:ECNIH4_03280
ko:K00656	ecln:ECNIH4_03285
ko:K07676	ecln:ECNIH4_07385
ko:K09475	ecln:ECNIH4_07390
ko:K03734	ecln:ECNIH4_07395
ko:K10778	ecln:ECNIH4_07400
ko:K03919	ecln:ECNIH4_07405
ko:K06159	ecln:ECNIH4_07410
ko:K06213	ecln:ECNIH4_07415
ko:K03321	ecln:ECNIH4_07420
ko:K00116	ecln:ECNIH4_07425
ko:K08276	ecln:ECNIH4_07430
ko:K07014	ecln:ECNIH4_07445
ko:K09904	ecln:ECNIH4_07450
ko:K06899	ecln:ECNIH4_07455
ko:K02897	ecln:ECNIH4_07460
ko:K06183	ecln:ECNIH4_07470
ko:K07552	ecln:ECNIH4_07475
ko:K13896	ecln:ECNIH4_07485
ko:K13895	ecln:ECNIH4_07490
ko:K13894	ecln:ECNIH4_07495
ko:K13893	ecln:ECNIH4_07500
ko:K13694	ecln:ECNIH4_07510
ko:K01686	ecln:ECNIH4_07530
ko:K02356	ecln:ECNIH4_07535
ko:K06940	ecln:ECNIH4_07540
ko:K03291	ecln:ECNIH4_07545
ko:K02768	ecln:ECNIH4_07555
ko:K11183	ecln:ECNIH4_07555
ko:K00882	ecln:ECNIH4_07560
ko:K02769	ecln:ECNIH4_07565
ko:K02770	ecln:ECNIH4_07565
ko:K01151	ecln:ECNIH4_07570
ko:K11733	ecln:ECNIH4_07585
ko:K16089	ecln:ECNIH4_07590
ko:K01070	ecln:ECNIH4_07595
ko:K01495	ecln:ECNIH4_07605
ko:K07148	ecln:ECNIH4_07610
ko:K02529	ecln:ECNIH4_07615
ko:K10540	ecln:ECNIH4_07620
ko:K10542	ecln:ECNIH4_07625
ko:K10541	ecln:ECNIH4_07630
ko:K09470	ecln:ECNIH4_07635
ko:K03748	ecln:ECNIH4_07640
ko:K01489	ecln:ECNIH4_07645
ko:K11963	ecln:ECNIH4_11800
ko:K11962	ecln:ECNIH4_11805
ko:K11961	ecln:ECNIH4_11810
ko:K11960	ecln:ECNIH4_11815
ko:K11959	ecln:ECNIH4_11820
ko:K00549	ecln:ECNIH4_11825
ko:K13633	ecln:ECNIH4_11835
ko:K08303	ecln:ECNIH4_11850
ko:K05782	ecln:ECNIH4_11860
ko:K07506	ecln:ECNIH4_11865
ko:K12368	ecln:ECNIH4_11880
ko:K01258	ecln:ECNIH4_11885
ko:K16868	ecln:ECNIH4_11890
ko:K03304	ecln:ECNIH4_11895
ko:K03817	ecln:ECNIH4_11905
ko:K10013	ecln:ECNIH4_11915
ko:K03566	ecln:ECNIH4_11925
ko:K03929	ecln:ECNIH4_11930
ko:K07217	ecln:ECNIH4_11960
ko:K00425	ecln:ECNIH4_11965
ko:K00426	ecln:ECNIH4_11970
ko:K05343	ecln:ECNIH4_11975
ko:K05358	ecln:ECNIH4_12015
ko:K05876	ecln:ECNIH4_12020
ko:K00121	ecln:ECNIH4_12025
ko:K13652	ecln:ECNIH4_12040
ko:K05522	ecln:ECNIH4_16095
ko:K07160	ecln:ECNIH4_16100
ko:K01669	ecln:ECNIH4_16120
ko:K01545	ecln:ECNIH4_16130
ko:K01546	ecln:ECNIH4_16135
ko:K01547	ecln:ECNIH4_16140
ko:K01548	ecln:ECNIH4_16145
ko:K07646	ecln:ECNIH4_16150
ko:K07667	ecln:ECNIH4_16155
ko:K01581	ecln:ECNIH4_16160
ko:K03756	ecln:ECNIH4_16165
ko:K01835	ecln:ECNIH4_16170
ko:K03645	ecln:ECNIH4_16175
ko:K03839	ecln:ECNIH4_16190
ko:K03711	ecln:ECNIH4_16195
ko:K01886	ecln:ECNIH4_16210
ko:K02802	ecln:ECNIH4_16215
ko:K02803	ecln:ECNIH4_16215
ko:K02804	ecln:ECNIH4_16215
ko:K02564	ecln:ECNIH4_16220
ko:K01443	ecln:ECNIH4_16225
ko:K02565	ecln:ECNIH4_16230
ko:K02566	ecln:ECNIH4_16235
ko:K01953	ecln:ECNIH4_16240
ko:K03184	ecln:ECNIH4_16280
ko:K06168	ecln:ECNIH4_16285
ko:K07042	ecln:ECNIH4_16295
ko:K06189	ecln:ECNIH4_16300
ko:K03820	ecln:ECNIH4_16305
ko:K10001	ecln:ECNIH4_16310
ko:K10003	ecln:ECNIH4_16315
ko:K10002	ecln:ECNIH4_16320
ko:K10004	ecln:ECNIH4_16325
ko:K01250	ecln:ECNIH4_16330
ko:K01869	ecln:ECNIH4_16340
ko:K03643	ecln:ECNIH4_16345
ko:K02340	ecln:ECNIH4_16350
ko:K00969	ecln:ECNIH4_16355
ko:K09710	ecln:ECNIH4_16360
ko:K00783	ecln:ECNIH4_16365
ko:K14237	ecln:ECNIH4_06760
ko:K14237	ecln:ECNIH4_15970
ko:K14237	ecln:ECNIH4_06750
ko:K14237	ecln:ECNIH4_06755
ko:K14237	ecln:ECNIH4_13170
ko:K01048	ecln:ECNIH4_21805
ko:K05834	ecln:ECNIH4_21810
ko:K05835	ecln:ECNIH4_21815
ko:K03654	ecln:ECNIH4_21820
ko:K01058	ecln:ECNIH4_21825
ko:K05786	ecln:ECNIH4_21835
ko:K03284	ecln:ECNIH4_21840
ko:K03657	ecln:ECNIH4_21845
ko:K03733	ecln:ECNIH4_21855
ko:K09921	ecln:ECNIH4_21860
ko:K01778	ecln:ECNIH4_21865
ko:K06202	ecln:ECNIH4_21875
ko:K05851	ecln:ECNIH4_21880
ko:K01749	ecln:ECNIH4_21885
ko:K01719	ecln:ECNIH4_21890
ko:K02496	ecln:ECNIH4_21895
ko:K02498	ecln:ECNIH4_21900
ko:K02852	ecln:ECNIH4_21935
ko:K02853	ecln:ECNIH4_21940
ko:K12582	ecln:ECNIH4_21945
ko:K16693	ecln:ECNIH4_21950
ko:K02805	ecln:ECNIH4_21955
ko:K16704	ecln:ECNIH4_21960
ko:K02472	ecln:ECNIH4_21965
ko:K01791	ecln:ECNIH4_21970
ko:K05790	ecln:ECNIH4_21975
ko:K02851	ecln:ECNIH4_21980
ko:K03628	ecln:ECNIH4_21985
ko:K03671	ecln:ECNIH4_21990
ko:K03732	ecln:ECNIH4_21995
ko:K01524	ecln:ECNIH4_22000
ko:K03656	ecln:ECNIH4_22005
ko:K03769	ecln:ECNIH4_22010
ko:K00053	ecln:ECNIH4_22015
ko:K02521	ecln:ECNIH4_22020
ko:K01754	ecln:ECNIH4_22025
ko:K01687	ecln:ECNIH4_22030
ko:K00826	ecln:ECNIH4_22035
ko:K11258	ecln:ECNIH4_22040
ko:K01652	ecln:ECNIH4_22045
ko:K07391	ecln:ECNIH4_22050
ko:K09896	ecln:ECNIH4_22605
ko:K03752	ecln:ECNIH4_22610
ko:K03753	ecln:ECNIH4_22615
ko:K07075	ecln:ECNIH4_22645
ko:K03313	ecln:ECNIH4_22665
ko:K01153	ecln:ECNIH4_20190
ko:K01154	ecln:ECNIH4_20195
ko:K03427	ecln:ECNIH4_20200
ko:K06169	ecln:ECNIH4_20230
ko:K09893	ecln:ECNIH4_20235
ko:K00611	ecln:ECNIH4_20240
ko:K01198	ecln:ECNIH4_20250
ko:K03311	ecln:ECNIH4_17775
ko:K07636	ecln:ECNIH4_17780
ko:K07657	ecln:ECNIH4_17785
ko:K03547	ecln:ECNIH4_17790
ko:K00847	ecln:ECNIH4_17800
ko:K03554	ecln:ECNIH4_17805
ko:K09913	ecln:ECNIH4_17810
ko:K14591	ecln:ECNIH4_17815
ko:K00891	ecln:ECNIH4_17825
ko:K09768	ecln:ECNIH4_17830
ko:K00286	ecln:ECNIH4_17835
ko:K08161	ecln:ECNIH4_17855
ko:K01921	ecln:ECNIH4_17865
ko:K17938	ecln:ECNIH4_17885
ko:K01698	ecln:ECNIH4_17900
ko:K03119	ecln:ECNIH4_17910
ko:K15552	ecln:ECNIH4_17915
ko:K10831	ecln:ECNIH4_17920
ko:K15551	ecln:ECNIH4_17925
ko:K00547	ecln:ECNIH4_17930
ko:K16235	ecln:ECNIH4_17935
ko:K09982	ecln:ECNIH4_17975
ko:K11103	ecln:ECNIH4_01380
ko:K00874	ecln:ECNIH4_01390
ko:K07290	ecln:ECNIH4_01400
ko:K07058	ecln:ECNIH4_01410
ko:K01194	ecln:ECNIH4_01445
ko:K00383	ecln:ECNIH4_01450
ko:K07115	ecln:ECNIH4_01455
ko:K01414	ecln:ECNIH4_01460
ko:K15984	ecln:ECNIH4_01465
ko:K06149	ecln:ECNIH4_01470
ko:K06144	ecln:ECNIH4_01475
ko:K16322	ecln:ECNIH4_01490
ko:K07007	ecln:ECNIH4_01495
ko:K07644	ecln:ECNIH4_01550
ko:K07665	ecln:ECNIH4_01555
ko:K07798	ecln:ECNIH4_01575
ko:K07787	ecln:ECNIH4_01580
ko:K17686	ecln:ECNIH4_01590
ko:K07233	ecln:ECNIH4_01615
ko:K07156	ecln:ECNIH4_01620
ko:K07245	ecln:ECNIH4_01625
ko:K07665	ecln:ECNIH4_01630
ko:K07644	ecln:ECNIH4_01635
ko:K05794	ecln:ECNIH4_01650
ko:K01626	ecln:ECNIH4_05900
ko:K14187	ecln:ECNIH4_05905
ko:K14170	ecln:ECNIH4_05915
ko:K05809	ecln:ECNIH4_05920
ko:K05807	ecln:ECNIH4_05925
ko:K06180	ecln:ECNIH4_05930
ko:K05810	ecln:ECNIH4_05935
ko:K03695	ecln:ECNIH4_05940
ko:K05811	ecln:ECNIH4_05970
ko:K00998	ecln:ECNIH4_05975
ko:K05812	ecln:ECNIH4_05985
ko:K03672	ecln:ECNIH4_05990
ko:K03214	ecln:ECNIH4_05995
ko:K03648	ecln:ECNIH4_06000
ko:K05590	ecln:ECNIH4_06010
ko:K15460	ecln:ECNIH4_06015
ko:K00278	ecln:ECNIH4_06020
ko:K03088	ecln:ECNIH4_06025
ko:K03597	ecln:ECNIH4_06030
ko:K00963	ecln:ECNIH4_10140
ko:K04072	ecln:ECNIH4_10155
ko:K15580	ecln:ECNIH4_10165
ko:K15581	ecln:ECNIH4_10170
ko:K15582	ecln:ECNIH4_10175
ko:K15583	ecln:ECNIH4_10180
ko:K10823	ecln:ECNIH4_10185
ko:K10716	ecln:ECNIH4_10190
ko:K09901	ecln:ECNIH4_10195
ko:K06131	ecln:ECNIH4_10200
ko:K11250	ecln:ECNIH4_10205
ko:K09780	ecln:ECNIH4_10410
ko:K03832	ecln:ECNIH4_10415
ko:K10806	ecln:ECNIH4_10420
ko:K09020	ecln:ECNIH4_14490
ko:K09021	ecln:ECNIH4_14495
ko:K09023	ecln:ECNIH4_14500
ko:K09019	ecln:ECNIH4_14505
ko:K09024	ecln:ECNIH4_14510
ko:K09016	ecln:ECNIH4_14515
ko:K03809	ecln:ECNIH4_14530
ko:K01085	ecln:ECNIH4_14540
ko:K06213	ecln:ECNIH4_14550
ko:K02028	ecln:ECNIH4_14565
ko:K02029	ecln:ECNIH4_14570
ko:K02029	ecln:ECNIH4_14575
ko:K02030	ecln:ECNIH4_14580
ko:K16842	ecln:ECNIH4_14610
ko:K16841	ecln:ECNIH4_14615
ko:K03457	ecln:ECNIH4_14625
ko:K01487	ecln:ECNIH4_14630
ko:K07127	ecln:ECNIH4_14635
ko:K16840	ecln:ECNIH4_14640
ko:K16839	ecln:ECNIH4_14645
ko:K18581	ecln:ECNIH4_14665
ko:K02532	ecln:ECNIH4_14670
ko:K03740	ecln:ECNIH4_14690
ko:K03739	ecln:ECNIH4_14695
ko:K03367	ecln:ECNIH4_14700
ko:K14188	ecln:ECNIH4_14705
ko:K15580	ecln:ECNIH4_14720
ko:K11179	ecln:ECNIH4_14735
ko:K01512	ecln:ECNIH4_14740
ko:K06910	ecln:ECNIH4_14750
ko:K06969	ecln:ECNIH4_14755
ko:K11940	ecln:ECNIH4_14760
ko:K06929	ecln:ECNIH4_14765
ko:K03784	ecln:ECNIH4_19635
ko:K01839	ecln:ECNIH4_19640
ko:K00758	ecln:ECNIH4_19645
ko:K01619	ecln:ECNIH4_19650
ko:K03424	ecln:ECNIH4_19665
ko:K04065	ecln:ECNIH4_19680
ko:K02837	ecln:ECNIH4_19685
ko:K08723	ecln:ECNIH4_19690
ko:K03789	ecln:ECNIH4_19695
ko:K02344	ecln:ECNIH4_19700
ko:K00564	ecln:ECNIH4_19705
ko:K13255	ecln:ECNIH4_19735
ko:K02761	ecln:ECNIH4_19740
ko:K02317	ecln:ECNIH4_19785
ko:K01002	ecln:ECNIH4_19800
ko:K07346	ecln:ECNIH4_19820
ko:K07347	ecln:ECNIH4_19825
ko:K05921	ecln:ECNIH4_19860
ko:K00151	ecln:ECNIH4_19865
ko:K00455	ecln:ECNIH4_19870
ko:K01826	ecln:ECNIH4_19875
ko:K02509	ecln:ECNIH4_19880
ko:K02510	ecln:ECNIH4_19885
ko:K02511	ecln:ECNIH4_19890
ko:K02508	ecln:ECNIH4_19895
ko:K00483	ecln:ECNIH4_19900
ko:K00484	ecln:ECNIH4_19905
ko:K06911	ecln:ECNIH4_03305
ko:K07393	ecln:ECNIH4_03320
ko:K15977	ecln:ECNIH4_03325
ko:K08191	ecln:ECNIH4_03365
ko:K01812	ecln:ECNIH4_03370
ko:K01685	ecln:ECNIH4_03375
ko:K07043	ecln:ECNIH4_03395
ko:K11391	ecln:ECNIH4_03400
ko:K00219	ecln:ECNIH4_03405
ko:K11216	ecln:ECNIH4_03410
ko:K11531	ecln:ECNIH4_03415
ko:K10558	ecln:ECNIH4_03420
ko:K10557	ecln:ECNIH4_03430
ko:K10555	ecln:ECNIH4_03435
ko:K08321	ecln:ECNIH4_03440
ko:K11530	ecln:ECNIH4_03445
ko:K01714	ecln:ECNIH4_03455
ko:K09251	ecln:ECNIH4_03470
ko:K03776	ecln:ECNIH4_03475
ko:K07229	ecln:ECNIH4_03490
ko:K03649	ecln:ECNIH4_03545
ko:K03086	ecln:ECNIH4_03550
ko:K02970	ecln:ECNIH4_03560
ko:K01409	ecln:ECNIH4_03565
ko:K03189	ecln:ECNIH4_03570
ko:K03188	ecln:ECNIH4_03575
ko:K06518	ecln:ECNIH4_07655
ko:K05541	ecln:ECNIH4_07660
ko:K07262	ecln:ECNIH4_07685
ko:K03823	ecln:ECNIH4_07690
ko:K03777	ecln:ECNIH4_07695
ko:K05349	ecln:ECNIH4_07700
ko:K05845	ecln:ECNIH4_07705
ko:K05846	ecln:ECNIH4_07710
ko:K05847	ecln:ECNIH4_07715
ko:K05846	ecln:ECNIH4_07720
ko:K02478	ecln:ECNIH4_07730
ko:K02477	ecln:ECNIH4_07735
ko:K01874	ecln:ECNIH4_07745
ko:K03593	ecln:ECNIH4_07750
ko:K01991	ecln:ECNIH4_07765
ko:K01104	ecln:ECNIH4_07770
ko:K16692	ecln:ECNIH4_07775
ko:K13745	ecln:ECNIH4_07785
ko:K00836	ecln:ECNIH4_07790
ko:K02532	ecln:ECNIH4_07800
ko:K01193	ecln:ECNIH4_07805
ko:K00878	ecln:ECNIH4_07810
ko:K00941	ecln:ECNIH4_07815
ko:K08303	ecln:ECNIH4_07850
ko:K07664	ecln:ECNIH4_07855
ko:K07642	ecln:ECNIH4_07860
ko:K18326	ecln:ECNIH4_07865
ko:K07789	ecln:ECNIH4_07870
ko:K07788	ecln:ECNIH4_07875
ko:K07799	ecln:ECNIH4_07880
ko:K04046	ecln:ECNIH4_07885
ko:K01247	ecln:ECNIH4_07890
ko:K00876	ecln:ECNIH4_07900
ko:K01494	ecln:ECNIH4_07905
ko:K07289	ecln:ECNIH4_07910
ko:K12542	ecln:ECNIH4_12070
ko:K12541	ecln:ECNIH4_12075
ko:K12543	ecln:ECNIH4_12085
ko:K02444	ecln:ECNIH4_12090
ko:K12262	ecln:ECNIH4_12100
ko:K00134	ecln:ECNIH4_12105
ko:K03578	ecln:ECNIH4_12135
ko:K01118	ecln:ECNIH4_12140
ko:K06177	ecln:ECNIH4_12145
ko:K09912	ecln:ECNIH4_12150
ko:K00549	ecln:ECNIH4_12160
ko:K09936	ecln:ECNIH4_12170
ko:K09936	ecln:ECNIH4_12175
ko:K00574	ecln:ECNIH4_12195
ko:K09701	ecln:ECNIH4_12200
ko:K09958	ecln:ECNIH4_12235
ko:K10680	ecln:ECNIH4_12245
ko:K07124	ecln:ECNIH4_12260
ko:K00355	ecln:ECNIH4_12285
ko:K03449	ecln:ECNIH4_12315
ko:K05515	ecln:ECNIH4_16370
ko:K05837	ecln:ECNIH4_16375
ko:K03642	ecln:ECNIH4_16380
ko:K07258	ecln:ECNIH4_16385
ko:K09158	ecln:ECNIH4_16390
ko:K03801	ecln:ECNIH4_16395
ko:K03644	ecln:ECNIH4_16405
ko:K03425	ecln:ECNIH4_16410
ko:K06199	ecln:ECNIH4_16420
ko:K03704	ecln:ECNIH4_16425
ko:K12973	ecln:ECNIH4_16430
ko:K03326	ecln:ECNIH4_16435
ko:K01169	ecln:ECNIH4_16440
ko:K06140	ecln:ECNIH4_16450
ko:K11932	ecln:ECNIH4_16455
ko:K03387	ecln:ECNIH4_16480
ko:K03386	ecln:ECNIH4_16485
ko:K14287	ecln:ECNIH4_16505
ko:K08964	ecln:ECNIH4_16510
ko:K09880	ecln:ECNIH4_16515
ko:K08967	ecln:ECNIH4_16520
ko:K08963	ecln:ECNIH4_16530
ko:K00899	ecln:ECNIH4_16535
ko:K02058	ecln:ECNIH4_16545
ko:K02057	ecln:ECNIH4_16550
ko:K02056	ecln:ECNIH4_16555
ko:K08317	ecln:ECNIH4_16560
ko:K06200	ecln:ECNIH4_16585
ko:K00216	ecln:ECNIH4_16595
ko:K01252	ecln:ECNIH4_16600
ko:K02363	ecln:ECNIH4_16605
ko:K02361	ecln:ECNIH4_16610
ko:K02016	ecln:ECNIH4_16615
ko:K08225	ecln:ECNIH4_16620
ko:K02015	ecln:ECNIH4_16625
ko:K02015	ecln:ECNIH4_16630
ko:K02013	ecln:ECNIH4_16635
ko:K20861	ecln:ECNIH4_15410
ko:K09456	ecln:ECNIH4_20720
ko:K03218	ecln:ECNIH4_20730
ko:K12573	ecln:ECNIH4_20735
ko:K13771	ecln:ECNIH4_20740
ko:K01478	ecln:ECNIH4_20275
ko:K00926	ecln:ECNIH4_20280
ko:K00611	ecln:ECNIH4_20285
ko:K00609	ecln:ECNIH4_20300
ko:K00610	ecln:ECNIH4_20305
ko:K09022	ecln:ECNIH4_20310
ko:K12373	ecln:ECNIH4_20320
ko:K01531	ecln:ECNIH4_20325
ko:K03485	ecln:ECNIH4_20330
ko:K02818	ecln:ECNIH4_20335
ko:K02819	ecln:ECNIH4_20335
ko:K01226	ecln:ECNIH4_20340
ko:K02769	ecln:ECNIH4_20355
ko:K02770	ecln:ECNIH4_20355
ko:K01191	ecln:ECNIH4_20360
ko:K01042	ecln:ECNIH4_20405
ko:K01465	ecln:ECNIH4_20410
ko:K15536	ecln:ECNIH4_20440
ko:K03592	ecln:ECNIH4_20445
ko:K00121	ecln:ECNIH4_03855
ko:K06221	ecln:ECNIH4_03905
ko:K08325	ecln:ECNIH4_03910
ko:K01760	ecln:ECNIH4_03925
ko:K03561	ecln:ECNIH4_03930
ko:K03559	ecln:ECNIH4_03935
ko:K03406	ecln:ECNIH4_03965
ko:K11209	ecln:ECNIH4_03985
ko:K01460	ecln:ECNIH4_03990
ko:K11937	ecln:ECNIH4_03995
ko:K11936	ecln:ECNIH4_04000
ko:K11931	ecln:ECNIH4_04005
ko:K11935	ecln:ECNIH4_04010
ko:K07150	ecln:ECNIH4_04025
ko:K01581	ecln:ECNIH4_04030
ko:K07702	ecln:ECNIH4_04035
ko:K07700	ecln:ECNIH4_04040
ko:K01910	ecln:ECNIH4_04055
ko:K01646	ecln:ECNIH4_04060
ko:K01644	ecln:ECNIH4_04065
ko:K01643	ecln:ECNIH4_04070
ko:K05964	ecln:ECNIH4_04075
ko:K05966	ecln:ECNIH4_04080
ko:K03289	ecln:ECNIH4_04085
ko:K08306	ecln:ECNIH4_04090
ko:K03575	ecln:ECNIH4_04100
ko:K03439	ecln:ECNIH4_04105
ko:K09923	ecln:ECNIH4_04110
ko:K09802	ecln:ECNIH4_08190
ko:K01262	ecln:ECNIH4_08210
ko:K01241	ecln:ECNIH4_08215
ko:K13635	ecln:ECNIH4_08240
ko:K02078	ecln:ECNIH4_08260
ko:K09458	ecln:ECNIH4_08275
ko:K14257	ecln:ECNIH4_08285
ko:K07250	ecln:ECNIH4_08290
ko:K03566	ecln:ECNIH4_08305
ko:K02014	ecln:ECNIH4_08315
ko:K03897	ecln:ECNIH4_08320
ko:K09933	ecln:ECNIH4_08345
ko:K06876	ecln:ECNIH4_08350
ko:K03288	ecln:ECNIH4_08365
