ko:K12132	btw:BF38_5031
ko:K16785	btw:BF38_4480
ko:K02553	btw:BF38_4483
ko:K16137	btw:BF38_4488
ko:K06889	btw:BF38_4489
ko:K03976	btw:BF38_4491
ko:K01892	btw:BF38_4492
ko:K00873	btw:BF38_4498
ko:K00059	btw:BF38_4500
ko:K01992	btw:BF38_4501
ko:K01990	btw:BF38_4502
ko:K01560	btw:BF38_4507
ko:K01104	btw:BF38_4509
ko:K01759	btw:BF38_4514
ko:K00661	btw:BF38_4517
ko:K02003	btw:BF38_4519
ko:K01867	btw:BF38_4521
ko:K00099	btw:BF38_4522
ko:K02116	btw:BF38_4534
ko:K09984	btw:BF38_4539
ko:K07404	btw:BF38_4540
ko:K00851	btw:BF38_4541
ko:K00616	btw:BF38_4543
ko:K00033	btw:BF38_4544
ko:K00615	btw:BF38_4545
ko:K00036	btw:BF38_4546
ko:K00059	btw:BF38_4551
ko:K07078	btw:BF38_4554
ko:K03837	btw:BF38_4559
ko:K16509	btw:BF38_4564
ko:K00574	btw:BF38_4568
ko:K00064	btw:BF38_4571
ko:K03093	btw:BF38_4590
ko:K07052	btw:BF38_4592
ko:K01992	btw:BF38_4598
ko:K01990	btw:BF38_4599
ko:K05601	btw:BF38_4602
ko:K17837	btw:BF38_4605
ko:K07273	btw:BF38_4606
ko:K07222	btw:BF38_4613
ko:K09936	btw:BF38_4616
ko:K02016	btw:BF38_4632
ko:K02015	btw:BF38_4633
ko:K02015	btw:BF38_4634
ko:K01176	btw:BF38_4648
ko:K00675	btw:BF38_4649
ko:K08602	btw:BF38_4650
ko:K01126	btw:BF38_4657
ko:K07734	btw:BF38_4671
ko:K03453	btw:BF38_4674
ko:K00102	btw:BF38_4675
ko:K01387	btw:BF38_4683
ko:K07507	btw:BF38_4684
ko:K07104	btw:BF38_4686
ko:K03704	btw:BF38_4693
ko:K03839	btw:BF38_4695
ko:K07034	btw:BF38_4696
ko:K16216	btw:BF38_4721
ko:K06976	btw:BF38_4722
ko:K01755	btw:BF38_4723
ko:K14392	btw:BF38_4726
ko:K00128	btw:BF38_4728
ko:K00059	btw:BF38_4729
ko:K18115	btw:BF38_4731
ko:K09775	btw:BF38_4732
ko:K05786	btw:BF38_4733
ko:K03593	btw:BF38_4737
ko:K03636	btw:BF38_4738
ko:K03635	btw:BF38_4739
ko:K03750	btw:BF38_4740
ko:K03639	btw:BF38_4743
ko:K02379	btw:BF38_4744
ko:K00123	btw:BF38_4747
ko:K15580	btw:BF38_4758
ko:K15580	btw:BF38_4762
ko:K15580	btw:BF38_4763
ko:K11103	btw:BF38_4764
ko:K03088	btw:BF38_4767
ko:K01992	btw:BF38_4770
ko:K01990	btw:BF38_4771
ko:K02621	btw:BF38_4774
ko:K02622	btw:BF38_4775
ko:K08591	btw:BF38_4781
ko:K07107	btw:BF38_4783
ko:K06306	btw:BF38_4784
ko:K06434	btw:BF38_4785
ko:K06431	btw:BF38_4786
ko:K02342	btw:BF38_4788
ko:K06147	btw:BF38_4791
ko:K01681	btw:BF38_4792
ko:K06432	btw:BF38_4793
ko:K06433	btw:BF38_4796
ko:K06335	btw:BF38_4797
ko:K01872	btw:BF38_4800
ko:K00626	btw:BF38_4803
ko:K03523	btw:BF38_4805
ko:K00666	btw:BF38_4806
ko:K01489	btw:BF38_4811
ko:K06999	btw:BF38_4818
ko:K15975	btw:BF38_4819
ko:K03307	btw:BF38_4820
ko:K07736	btw:BF38_4823
ko:K01479	btw:BF38_4824
ko:K01468	btw:BF38_4825
ko:K01712	btw:BF38_4826
ko:K01745	btw:BF38_4827
ko:K09683	btw:BF38_4828
ko:K06196	btw:BF38_4837
ko:K06518	btw:BF38_4844
ko:K07090	btw:BF38_4848
ko:K09976	btw:BF38_4855
ko:K00615	btw:BF38_4857
ko:K02042	btw:BF38_4859
ko:K02042	btw:BF38_4860
ko:K02041	btw:BF38_4861
ko:K02044	btw:BF38_4862
ko:K01119	btw:BF38_4863
ko:K01356	btw:BF38_4866
ko:K10947	btw:BF38_4869
ko:K01915	btw:BF38_4875
ko:K03713	btw:BF38_4876
ko:K03665	btw:BF38_4878
ko:K00525	btw:BF38_2572
ko:K06413	btw:BF38_4881
ko:K03666	btw:BF38_4884
ko:K00791	btw:BF38_4885
ko:K02768	btw:BF38_4888
ko:K02769	btw:BF38_4888
ko:K02770	btw:BF38_4888
ko:K00882	btw:BF38_4889
ko:K03436	btw:BF38_4890
ko:K08976	btw:BF38_4892
ko:K11735	btw:BF38_4895
ko:K01183	btw:BF38_4896
ko:K07098	btw:BF38_4898
ko:K03530	btw:BF38_4900
ko:K17686	btw:BF38_4901
ko:K07213	btw:BF38_4902
ko:K07017	btw:BF38_4905
ko:K02013	btw:BF38_4906
ko:K02015	btw:BF38_4907
ko:K02015	btw:BF38_4908
ko:K02016	btw:BF38_4909
ko:K01142	btw:BF38_4910
ko:K13530	btw:BF38_4911
ko:K13531	btw:BF38_4912
ko:K01247	btw:BF38_4913
ko:K01258	btw:BF38_4914
ko:K01834	btw:BF38_4917
ko:K06518	btw:BF38_4924
ko:K01771	btw:BF38_4930
ko:K01449	btw:BF38_4932
ko:K07137	btw:BF38_4933
ko:K01442	btw:BF38_4937
ko:K03572	btw:BF38_4938
ko:K03555	btw:BF38_4939
ko:K06328	btw:BF38_4940
ko:K06168	btw:BF38_4942
ko:K00175	btw:BF38_4943
ko:K00174	btw:BF38_4944
ko:K01273	btw:BF38_4945
ko:K06416	btw:BF38_4946
ko:K09769	btw:BF38_4947
ko:K18682	btw:BF38_4948
ko:K03742	btw:BF38_4951
ko:K00995	btw:BF38_4952
ko:K00059	btw:BF38_4956
ko:K02057	btw:BF38_4959
ko:K02057	btw:BF38_4960
ko:K02056	btw:BF38_4961
ko:K07335	btw:BF38_4962
ko:K03710	btw:BF38_4963
ko:K03466	btw:BF38_4964
ko:K12574	btw:BF38_4967
ko:K01714	btw:BF38_4968
ko:K00928	btw:BF38_4969
ko:K00133	btw:BF38_4970
ko:K06411	btw:BF38_4971
ko:K06410	btw:BF38_4972
ko:K00962	btw:BF38_4976
ko:K02956	btw:BF38_4977
ko:K11753	btw:BF38_4978
ko:K03177	btw:BF38_4979
ko:K02834	btw:BF38_4980
ko:K09764	btw:BF38_4981
ko:K02519	btw:BF38_4982
ko:K07742	btw:BF38_4984
ko:K02600	btw:BF38_4985
ko:K09748	btw:BF38_4986
ko:K03763	btw:BF38_4987
ko:K01881	btw:BF38_4988
ko:K11749	btw:BF38_4989
ko:K00099	btw:BF38_4990
ko:K00981	btw:BF38_4991
ko:K00806	btw:BF38_4992
ko:K10947	btw:BF38_5202
ko:K00019	btw:BF38_5203
ko:K08963	btw:BF38_5205
ko:K00899	btw:BF38_5206
ko:K08969	btw:BF38_5208
ko:K08965	btw:BF38_5209
ko:K08966	btw:BF38_5210
ko:K08964	btw:BF38_5211
ko:K08967	btw:BF38_5212
ko:K08483	btw:BF38_5220
ko:K11189	btw:BF38_5221
ko:K03480	btw:BF38_5223
ko:K03710	btw:BF38_5225
ko:K02564	btw:BF38_5226
ko:K01443	btw:BF38_5227
ko:K06024	btw:BF38_5229
ko:K05896	btw:BF38_5230
ko:K09763	btw:BF38_5232
ko:K02859	btw:BF38_5233
ko:K03768	btw:BF38_5234
ko:K06408	btw:BF38_5237
ko:K06407	btw:BF38_5238
ko:K06407	btw:BF38_5239
ko:K06406	btw:BF38_5240
ko:K06405	btw:BF38_5241
ko:K06404	btw:BF38_5242
ko:K06403	btw:BF38_5243
ko:K03308	btw:BF38_5245
ko:K03091	btw:BF38_5246
ko:K06379	btw:BF38_5247
ko:K07258	btw:BF38_5249
ko:K07979	btw:BF38_5250
ko:K01990	btw:BF38_5251
ko:K09807	btw:BF38_5256
ko:K06901	btw:BF38_5257
ko:K03284	btw:BF38_5258
ko:K00756	btw:BF38_5259
ko:K03783	btw:BF38_5260
ko:K01839	btw:BF38_5261
ko:K04763	btw:BF38_5263
ko:K03711	btw:BF38_5265
ko:K06384	btw:BF38_5266
ko:K01515	btw:BF38_5268
ko:K01081	btw:BF38_5274
ko:K07084	btw:BF38_5277
ko:K06889	btw:BF38_5280
ko:K11752	btw:BF38_5283
ko:K00793	btw:BF38_5284
ko:K14652	btw:BF38_5285
ko:K00794	btw:BF38_5286
ko:K01012	btw:BF38_5288
ko:K02169	btw:BF38_5289
ko:K02170	btw:BF38_5290
ko:K00652	btw:BF38_5291
ko:K01935	btw:BF38_5292
ko:K00833	btw:BF38_5293
ko:K03315	btw:BF38_5295
ko:K01119	btw:BF38_5296
ko:K00611	btw:BF38_5301
ko:K00930	btw:BF38_5303
ko:K00620	btw:BF38_5304
ko:K00145	btw:BF38_5305
ko:K07124	btw:BF38_5307
ko:K00286	btw:BF38_5309
ko:K01752	btw:BF38_5310
ko:K01752	btw:BF38_5311
ko:K00784	btw:BF38_5312
ko:K02346	btw:BF38_5314
ko:K03790	btw:BF38_5317
ko:K02028	btw:BF38_5321
ko:K02029	btw:BF38_5322
ko:K02030	btw:BF38_5323
ko:K09699	btw:BF38_5328
ko:K00167	btw:BF38_5329
ko:K00166	btw:BF38_5330
ko:K00382	btw:BF38_5331
ko:K00929	btw:BF38_5332
ko:K00263	btw:BF38_5333
ko:K01126	btw:BF38_5337
ko:K07699	btw:BF38_5340
ko:K06399	btw:BF38_5341
ko:K03631	btw:BF38_5342
ko:K03402	btw:BF38_5343
ko:K06442	btw:BF38_5344
ko:K01662	btw:BF38_5345
ko:K13789	btw:BF38_5346
ko:K03602	btw:BF38_5347
ko:K03601	btw:BF38_5348
ko:K01491	btw:BF38_5349
ko:K03625	btw:BF38_5350
ko:K01961	btw:BF38_5352
ko:K02160	btw:BF38_5353
ko:K06397	btw:BF38_5355
ko:K06396	btw:BF38_5356
ko:K06395	btw:BF38_5357
ko:K06394	btw:BF38_5358
ko:K06393	btw:BF38_5359
ko:K06392	btw:BF38_5360
ko:K06391	btw:BF38_5361
ko:K06390	btw:BF38_5362
ko:K02356	btw:BF38_5366
ko:K03786	btw:BF38_5368
ko:K07025	btw:BF38_5371
ko:K03716	btw:BF38_5374
ko:K03800	btw:BF38_5376
ko:K18924	btw:BF38_5380
ko:K18925	btw:BF38_5381
ko:K01992	btw:BF38_5384
ko:K01992	btw:BF38_5385
ko:K01992	btw:BF38_5386
ko:K01992	btw:BF38_5387
ko:K01990	btw:BF38_5388
ko:K07979	btw:BF38_5389
ko:K00283	btw:BF38_5392
ko:K00282	btw:BF38_5393
ko:K00605	btw:BF38_5394
ko:K00891	btw:BF38_5401
ko:K00472	btw:BF38_5402
ko:K02249	btw:BF38_5403
ko:K02248	btw:BF38_5404
ko:K02247	btw:BF38_5405
ko:K02246	btw:BF38_5406
ko:K02245	btw:BF38_5407
ko:K02244	btw:BF38_5408
ko:K03657	btw:BF38_5996
ko:K03700	btw:BF38_6115
ko:K03502	btw:BF38_6186
ko:K03406	btw:BF38_773
ko:K03294	btw:BF38_778
ko:K03217	btw:BF38_780
ko:K07729	btw:BF38_788
ko:K01874	btw:BF38_796
ko:K03406	btw:BF38_798
ko:K03406	btw:BF38_799
ko:K08777	btw:BF38_801
ko:K06911	btw:BF38_802
ko:K03455	btw:BF38_805
ko:K07228	btw:BF38_806
ko:K03310	btw:BF38_807
ko:K04047	btw:BF38_808
ko:K06966	btw:BF38_811
ko:K02217	btw:BF38_813
ko:K11535	btw:BF38_815
ko:K03317	btw:BF38_816
ko:K03310	btw:BF38_817
ko:K07118	btw:BF38_818
ko:K03885	btw:BF38_826
ko:K01866	btw:BF38_827
ko:K00075	btw:BF38_828
ko:K07117	btw:BF38_831
ko:K03406	btw:BF38_832
ko:K06199	btw:BF38_834
ko:K06199	btw:BF38_835
ko:K00657	btw:BF38_838
ko:K13256	btw:BF38_839
ko:K02013	btw:BF38_842
ko:K02015	btw:BF38_843
ko:K02015	btw:BF38_844
ko:K02016	btw:BF38_845
ko:K01153	btw:BF38_853
ko:K01154	btw:BF38_854
ko:K03427	btw:BF38_855
ko:K03664	btw:BF38_856
ko:K12573	btw:BF38_857
ko:K03928	btw:BF38_858
ko:K03075	btw:BF38_859
ko:K01689	btw:BF38_863
ko:K15633	btw:BF38_864
ko:K01803	btw:BF38_865
ko:K00927	btw:BF38_866
ko:K00134	btw:BF38_867
ko:K05311	btw:BF38_868
ko:K03092	btw:BF38_870
ko:K06405	btw:BF38_874
ko:K06406	btw:BF38_875
ko:K06407	btw:BF38_876
ko:K01358	btw:BF38_879
ko:K11184	btw:BF38_880
ko:K09762	btw:BF38_881
ko:K06958	btw:BF38_883
ko:K03574	btw:BF38_884
ko:K08974	btw:BF38_885
ko:K00384	btw:BF38_886
ko:K06019	btw:BF38_889
ko:K13292	btw:BF38_890
ko:K06023	btw:BF38_891
ko:K08972	btw:BF38_892
ko:K03701	btw:BF38_894
ko:K03702	btw:BF38_895
ko:K07729	btw:BF38_902
ko:K18231	btw:BF38_907
ko:K06147	btw:BF38_909
ko:K03797	btw:BF38_911
ko:K09811	btw:BF38_912
ko:K09812	btw:BF38_913
ko:K12263	btw:BF38_914
ko:K02836	btw:BF38_915
ko:K03070	btw:BF38_916
ko:K05808	btw:BF38_917
ko:K03704	btw:BF38_918
ko:K02242	btw:BF38_919
ko:K02240	btw:BF38_920
ko:K01791	btw:BF38_926
ko:K00012	btw:BF38_927
ko:K02851	btw:BF38_928
ko:K07240	btw:BF38_932
ko:K03478	btw:BF38_933
ko:K01222	btw:BF38_934
ko:K02759	btw:BF38_935
ko:K02761	btw:BF38_936
ko:K02760	btw:BF38_937
ko:K00797	btw:BF38_938
ko:K01611	btw:BF38_939
ko:K02759	btw:BF38_940
ko:K02761	btw:BF38_941
ko:K02760	btw:BF38_942
ko:K01421	btw:BF38_946
ko:K00425	btw:BF38_950
ko:K00426	btw:BF38_951
ko:K03893	btw:BF38_952
ko:K03147	btw:BF38_953
ko:K03303	btw:BF38_954
ko:K00824	btw:BF38_959
ko:K03317	btw:BF38_961
ko:K05020	btw:BF38_965
ko:K02250	btw:BF38_977
ko:K02004	btw:BF38_981
ko:K02003	btw:BF38_982
ko:K02005	btw:BF38_983
ko:K02445	btw:BF38_986
ko:K02012	btw:BF38_987
ko:K01784	btw:BF38_991
ko:K01784	btw:BF38_994
ko:K00012	btw:BF38_995
ko:K16698	btw:BF38_996
ko:K00963	btw:BF38_1001
ko:K01104	btw:BF38_1002
ko:K02372	btw:BF38_1006
ko:K03569	btw:BF38_1007
ko:K06283	btw:BF38_1008
ko:K06386	btw:BF38_1009
ko:K01990	btw:BF38_1012
ko:K06381	btw:BF38_1013
ko:K00790	btw:BF38_1014
ko:K00343	btw:BF38_1017
ko:K00342	btw:BF38_1018
ko:K00341	btw:BF38_1019
ko:K00340	btw:BF38_1020
ko:K00339	btw:BF38_1021
ko:K00338	btw:BF38_1022
ko:K00337	btw:BF38_1023
ko:K00333	btw:BF38_1024
ko:K00331	btw:BF38_1027
ko:K00330	btw:BF38_1028
ko:K02114	btw:BF38_1032
ko:K02112	btw:BF38_1033
ko:K02115	btw:BF38_1034
ko:K02111	btw:BF38_1035
ko:K02113	btw:BF38_1036
ko:K02109	btw:BF38_1037
ko:K02110	btw:BF38_1038
ko:K02108	btw:BF38_1039
ko:K02116	btw:BF38_1040
ko:K00761	btw:BF38_1042
ko:K00600	btw:BF38_1043
ko:K01808	btw:BF38_1045
ko:K15977	btw:BF38_1048
ko:K07566	btw:BF38_1052
ko:K06387	btw:BF38_1054
ko:K02493	btw:BF38_1055
ko:K02835	btw:BF38_1056
ko:K02909	btw:BF38_1058
ko:K03628	btw:BF38_1059
ko:K02446	btw:BF38_1060
ko:K00790	btw:BF38_1061
ko:K01624	btw:BF38_1062
ko:K02490	btw:BF38_1063
ko:K01937	btw:BF38_1065
ko:K03048	btw:BF38_1066
ko:K00074	btw:BF38_1070
ko:K00626	btw:BF38_1071
ko:K06131	btw:BF38_1073
ko:K07693	btw:BF38_1078
ko:K01990	btw:BF38_1079
ko:K01265	btw:BF38_1080
ko:K03088	btw:BF38_1086
ko:K01887	btw:BF38_1087
ko:K01480	btw:BF38_1092
ko:K00797	btw:BF38_1093
ko:K01126	btw:BF38_1096
ko:K03311	btw:BF38_3274
ko:K06878	btw:BF38_3275
ko:K06385	btw:BF38_3279
ko:K01426	btw:BF38_3283
ko:K01834	btw:BF38_3287
ko:K01775	btw:BF38_3290
ko:K00375	btw:BF38_3296
ko:K01938	btw:BF38_3321
ko:K01759	btw:BF38_3325
ko:K01887	btw:BF38_3384
ko:K01870	btw:BF38_3389
ko:K01929	btw:BF38_3392
ko:K03466	btw:BF38_3397
ko:K00865	btw:BF38_3415
ko:K03308	btw:BF38_3421
ko:K01259	btw:BF38_3422
ko:K09962	btw:BF38_3423
ko:K01091	btw:BF38_3425
ko:K01779	btw:BF38_3428
ko:K01990	btw:BF38_3433
ko:K01992	btw:BF38_3434
ko:K01091	btw:BF38_3436
ko:K00216	btw:BF38_3553
ko:K02361	btw:BF38_3554
ko:K02363	btw:BF38_3555
ko:K01252	btw:BF38_3556
ko:K04780	btw:BF38_3557
ko:K06133	btw:BF38_3560
ko:K03530	btw:BF38_3562
ko:K08651	btw:BF38_3565
ko:K03310	btw:BF38_3566
ko:K06182	btw:BF38_3570
ko:K01868	btw:BF38_3571
ko:K02838	btw:BF38_4993
ko:K09903	btw:BF38_4994
ko:K02357	btw:BF38_4995
ko:K02967	btw:BF38_4996
ko:K03706	btw:BF38_4997
ko:K03667	btw:BF38_4998
ko:K01419	btw:BF38_4999
ko:K03733	btw:BF38_5000
ko:K04094	btw:BF38_5001
ko:K03168	btw:BF38_5002
ko:K04096	btw:BF38_5003
ko:K01902	btw:BF38_5004
ko:K01903	btw:BF38_5005
ko:K03470	btw:BF38_5006
ko:K14540	btw:BF38_5007
ko:K03100	btw:BF38_5008
ko:K02884	btw:BF38_5009
ko:K00554	btw:BF38_5010
ko:K02860	btw:BF38_5011
ko:K06960	btw:BF38_5012
ko:K02959	btw:BF38_5013
ko:K03106	btw:BF38_5014
ko:K09787	btw:BF38_5015
ko:K03110	btw:BF38_5016
ko:K03529	btw:BF38_5017
ko:K03685	btw:BF38_5018
ko:K02078	btw:BF38_5019
ko:K00059	btw:BF38_5020
ko:K00645	btw:BF38_5021
ko:K03621	btw:BF38_5022
ko:K03655	btw:BF38_5024
ko:K07030	btw:BF38_5025
ko:K02902	btw:BF38_5027
ko:K00949	btw:BF38_5028
ko:K01783	btw:BF38_5029
ko:K06949	btw:BF38_5030
ko:K06941	btw:BF38_5033
ko:K03500	btw:BF38_5034
ko:K00604	btw:BF38_5035
ko:K01462	btw:BF38_5036
ko:K04066	btw:BF38_5037
ko:K13038	btw:BF38_5038
ko:K03060	btw:BF38_5039
ko:K00942	btw:BF38_5040
ko:K09777	btw:BF38_5041
ko:K01537	btw:BF38_5043
ko:K07025	btw:BF38_5051
ko:K00762	btw:BF38_5052
ko:K01591	btw:BF38_5053
ko:K17828	btw:BF38_5054
ko:K02823	btw:BF38_5055
ko:K01955	btw:BF38_5056
ko:K01956	btw:BF38_5057
ko:K01465	btw:BF38_5058
ko:K00609	btw:BF38_5059
ko:K02824	btw:BF38_5060
ko:K02825	btw:BF38_5061
ko:K06180	btw:BF38_5062
ko:K03101	btw:BF38_5063
ko:K01870	btw:BF38_5065
ko:K04074	btw:BF38_5066
ko:K02221	btw:BF38_5068
ko:K09772	btw:BF38_5069
ko:K06997	btw:BF38_5070
ko:K05810	btw:BF38_5071
ko:K03091	btw:BF38_5073
ko:K03091	btw:BF38_5074
ko:K06383	btw:BF38_5075
ko:K03531	btw:BF38_5076
ko:K03590	btw:BF38_5077
ko:K03589	btw:BF38_5078
ko:K00075	btw:BF38_5079
ko:K02563	btw:BF38_5080
ko:K03588	btw:BF38_5081
ko:K01925	btw:BF38_5082
ko:K01000	btw:BF38_5083
ko:K01928	btw:BF38_5084
ko:K08384	btw:BF38_5085
ko:K08724	btw:BF38_5086
ko:K03438	btw:BF38_5088
ko:K00077	btw:BF38_5090
ko:K02911	btw:BF38_5093
ko:K07040	btw:BF38_5094
ko:K07177	btw:BF38_5096
ko:K07001	btw:BF38_5097
ko:K00954	btw:BF38_5098
ko:K01455	btw:BF38_5109
ko:K02862	btw:BF38_5110
ko:K02276	btw:BF38_5112
ko:K02274	btw:BF38_5113
ko:K02275	btw:BF38_5114
ko:K02259	btw:BF38_5116
ko:K01958	btw:BF38_5117
ko:K03588	btw:BF38_5118
ko:K07175	btw:BF38_5121
ko:K06207	btw:BF38_5126
ko:K01092	btw:BF38_5128
ko:K00686	btw:BF38_5133
ko:K00382	btw:BF38_5140
ko:K00627	btw:BF38_5141
ko:K00162	btw:BF38_5142
ko:K00161	btw:BF38_5143
ko:K01462	btw:BF38_5145
ko:K12574	btw:BF38_5148
ko:K03499	btw:BF38_5149
ko:K00426	btw:BF38_5150
ko:K05823	btw:BF38_5151
ko:K05822	btw:BF38_5152
ko:K09776	btw:BF38_5156
ko:K07098	btw:BF38_5163
ko:K00937	btw:BF38_5165
ko:K01524	btw:BF38_5166
ko:K00549	btw:BF38_5174
ko:K07697	btw:BF38_5178
ko:K00841	btw:BF38_5180
ko:K15772	btw:BF38_5182
ko:K15771	btw:BF38_5183
ko:K15770	btw:BF38_5184
ko:K01182	btw:BF38_5186
ko:K10112	btw:BF38_5187
ko:K00626	btw:BF38_5195
ko:K00059	btw:BF38_5421
ko:K03574	btw:BF38_5446
ko:K03630	btw:BF38_5449
ko:K00285	btw:BF38_5464
ko:K01126	btw:BF38_5470
ko:K01069	btw:BF38_5472
ko:K01424	btw:BF38_5482
ko:K03305	btw:BF38_5483
ko:K01990	btw:BF38_5498
ko:K01992	btw:BF38_5499
ko:K10947	btw:BF38_5500
ko:K03666	btw:BF38_5516
ko:K06213	btw:BF38_5559
ko:K03700	btw:BF38_5578
ko:K06133	btw:BF38_5583
ko:K00666	btw:BF38_5597
ko:K13853	btw:BF38_5598
ko:K13853	btw:BF38_5599
ko:K06133	btw:BF38_5602
ko:K03701	btw:BF38_5604
ko:K00836	btw:BF38_5613
ko:K15329	btw:BF38_5615
ko:K02601	btw:BF38_5617
ko:K07491	btw:BF38_5628
ko:K03100	btw:BF38_5630
ko:K03086	btw:BF38_5633
ko:K03698	btw:BF38_5660
ko:K03095	btw:BF38_5677
ko:K04095	btw:BF38_5718
ko:K07260	btw:BF38_5766
ko:K01972	btw:BF38_5771
ko:K15051	btw:BF38_5803
ko:K02469	btw:BF38_5824
ko:K02470	btw:BF38_5825
ko:K03466	btw:BF38_5860
ko:K02343	btw:BF38_5879
ko:K07284	btw:BF38_5934
ko:K07462	btw:BF38_5969
ko:K09136	btw:BF38_6158
ko:K01990	btw:BF38_6161
ko:K01992	btw:BF38_6162
ko:K07052	btw:BF38_6169
ko:K03305	btw:BF38_6170
ko:K15580	btw:BF38_6214
ko:K03502	btw:BF38_6223
ko:K03169	btw:BF38_6237
ko:K07038	btw:BF38_6240
ko:K02283	btw:BF38_6267
ko:K02004	btw:BF38_3573
ko:K02034	btw:BF38_3576
ko:K07238	btw:BF38_3577
ko:K06994	btw:BF38_3587
ko:K03825	btw:BF38_3591
ko:K00231	btw:BF38_3597
ko:K03790	btw:BF38_3599
ko:K03704	btw:BF38_3601
ko:K07052	btw:BF38_3602
ko:K00133	btw:BF38_3613
ko:K09702	btw:BF38_3619
ko:K06147	btw:BF38_3620
ko:K06147	btw:BF38_3621
ko:K01448	btw:BF38_3623
ko:K00951	btw:BF38_3632
ko:K03088	btw:BF38_3635
ko:K02760	btw:BF38_3642
ko:K02761	btw:BF38_3643
ko:K09001	btw:BF38_3645
ko:K01754	btw:BF38_3649
ko:K05592	btw:BF38_3656
ko:K02004	btw:BF38_3673
ko:K02003	btw:BF38_3674
ko:K01834	btw:BF38_3680
ko:K01270	btw:BF38_3685
ko:K03088	btw:BF38_3689
ko:K17836	btw:BF38_3693
ko:K00010	btw:BF38_3697
ko:K03338	btw:BF38_3698
ko:K00140	btw:BF38_3699
ko:K03336	btw:BF38_3700
ko:K03335	btw:BF38_3701
ko:K01624	btw:BF38_3702
ko:K03337	btw:BF38_3703
ko:K01119	btw:BF38_3706
ko:K07729	btw:BF38_3709
ko:K07260	btw:BF38_3712
ko:K01448	btw:BF38_3714
ko:K11032	btw:BF38_3715
ko:K17218	btw:BF38_3720
ko:K01069	btw:BF38_3721
ko:K01992	btw:BF38_3725
ko:K01961	btw:BF38_3730
ko:K02160	btw:BF38_3731
ko:K01640	btw:BF38_3732
ko:K01895	btw:BF38_3735
ko:K18234	btw:BF38_3809
ko:K01779	btw:BF38_3818
ko:K16924	btw:BF38_3819
ko:K16786	btw:BF38_3820
ko:K16787	btw:BF38_3820
ko:K16785	btw:BF38_3821
ko:K07697	btw:BF38_3823
ko:K13955	btw:BF38_3826
ko:K01126	btw:BF38_3845
ko:K00657	btw:BF38_3851
ko:K08177	btw:BF38_3857
ko:K06313	btw:BF38_3922
ko:K01449	btw:BF38_3923
ko:K00453	btw:BF38_3926
ko:K07130	btw:BF38_3927
ko:K01556	btw:BF38_3928
ko:K00382	btw:BF38_3943
ko:K00627	btw:BF38_3944
ko:K02001	btw:BF38_3956
ko:K02000	btw:BF38_3957
ko:K02002	btw:BF38_3958
ko:K01358	btw:BF38_3959
ko:K03088	btw:BF38_3960
ko:K01807	btw:BF38_3962
ko:K03823	btw:BF38_3978
ko:K03657	btw:BF38_3982
ko:K03654	btw:BF38_3986
ko:K15986	btw:BF38_3994
ko:K03310	btw:BF38_3998
ko:K00128	btw:BF38_3999
ko:K01714	btw:BF38_4000
ko:K03740	btw:BF38_4014
ko:K03790	btw:BF38_4015
ko:K15580	btw:BF38_4016
ko:K01281	btw:BF38_4025
ko:K06889	btw:BF38_4030
ko:K01243	btw:BF38_4031
ko:K05946	btw:BF38_4033
ko:K02372	btw:BF38_4060
ko:K09680	btw:BF38_4061
ko:K01992	btw:BF38_4064
ko:K01990	btw:BF38_4065
ko:K04091	btw:BF38_4076
ko:K15554	btw:BF38_4077
ko:K15553	btw:BF38_4078
ko:K15555	btw:BF38_4079
ko:K00662	btw:BF38_4087
ko:K19005	btw:BF38_4102
ko:K06994	btw:BF38_4105
ko:K00800	btw:BF38_4108
ko:K04517	btw:BF38_4109
ko:K00817	btw:BF38_4110
ko:K01736	btw:BF38_4111
ko:K13853	btw:BF38_4112
ko:K02182	btw:BF38_4123
ko:K00116	btw:BF38_4127
ko:K10555	btw:BF38_4128
ko:K01486	btw:BF38_4183
ko:K03924	btw:BF38_4188
ko:K18220	btw:BF38_4192
ko:K00450	btw:BF38_4193
ko:K05712	btw:BF38_4197
ko:K07107	btw:BF38_4198
ko:K00666	btw:BF38_4199
ko:K00626	btw:BF38_4200
ko:K01715	btw:BF38_4201
ko:K00074	btw:BF38_4202
ko:K01223	btw:BF38_4203
ko:K02759	btw:BF38_4204
ko:K02761	btw:BF38_4205
ko:K02760	btw:BF38_4208
ko:K05548	btw:BF38_4211
ko:K07979	btw:BF38_4218
ko:K05281	btw:BF38_4219
ko:K02003	btw:BF38_4220
ko:K02004	btw:BF38_4221
ko:K02004	btw:BF38_4222
ko:K13652	btw:BF38_4225
ko:K03574	btw:BF38_4228
ko:K09768	btw:BF38_4231
ko:K00876	btw:BF38_4235
ko:K07217	btw:BF38_4290
ko:K01744	btw:BF38_4291
ko:K01424	btw:BF38_4292
ko:K02491	btw:BF38_4298
ko:K11035	btw:BF38_4299
ko:K11035	btw:BF38_4300
ko:K11037	btw:BF38_4301
ko:K03294	btw:BF38_4305
ko:K03311	btw:BF38_4306
ko:K00286	btw:BF38_4307
ko:K06312	btw:BF38_4310
ko:K06311	btw:BF38_4311
ko:K06310	btw:BF38_4312
ko:K07717	btw:BF38_4314
ko:K01425	btw:BF38_4315
