ko:K13060	yef:FORC2_1632
ko:K10556	yef:FORC2_3562
ko:K10557	yef:FORC2_3563
ko:K10555	yef:FORC2_3564
ko:K08321	yef:FORC2_3565
ko:K11530	yef:FORC2_3566
ko:K00632	yef:FORC2_1326
ko:K01582	yef:FORC2_0883
ko:K07798	yef:FORC2_0625
ko:K07810	yef:FORC2_0627
ko:K02014	yef:FORC2_0629
ko:K07214	yef:FORC2_0630
ko:K02013	yef:FORC2_0631
ko:K02015	yef:FORC2_0632
ko:K02015	yef:FORC2_0633
ko:K02016	yef:FORC2_0634
ko:K03406	yef:FORC2_0637
ko:K02400	yef:FORC2_0639
ko:K02557	yef:FORC2_0640
ko:K06077	yef:FORC2_0641
ko:K06282	yef:FORC2_0642
ko:K06281	yef:FORC2_0645
ko:K03605	yef:FORC2_0646
ko:K04651	yef:FORC2_0648
ko:K04652	yef:FORC2_0649
ko:K04653	yef:FORC2_0650
ko:K04654	yef:FORC2_0651
ko:K04655	yef:FORC2_0652
ko:K04656	yef:FORC2_0653
ko:K00878	yef:FORC2_0654
ko:K03762	yef:FORC2_0662
ko:K03324	yef:FORC2_0665
ko:K02529	yef:FORC2_0667
ko:K08173	yef:FORC2_0668
ko:K07734	yef:FORC2_0669
ko:K00375	yef:FORC2_0670
ko:K02016	yef:FORC2_0674
ko:K02015	yef:FORC2_0675
ko:K02015	yef:FORC2_0676
ko:K02013	yef:FORC2_0677
ko:K01265	yef:FORC2_0678
ko:K15549	yef:FORC2_0682
ko:K15547	yef:FORC2_0683
ko:K13888	yef:FORC2_1544
ko:K05685	yef:FORC2_1545
ko:K03704	yef:FORC2_1546
ko:K06891	yef:FORC2_1547
ko:K03694	yef:FORC2_1548
ko:K02518	yef:FORC2_1549
ko:K00684	yef:FORC2_1550
ko:K16012	yef:FORC2_1551
ko:K16013	yef:FORC2_1552
ko:K00384	yef:FORC2_1553
ko:K03719	yef:FORC2_1554
ko:K03466	yef:FORC2_1555
ko:K03634	yef:FORC2_1556
ko:K07478	yef:FORC2_1557
ko:K01875	yef:FORC2_1558
ko:K08219	yef:FORC2_1559
ko:K04069	yef:FORC2_1560
ko:K00656	yef:FORC2_1561
ko:K06212	yef:FORC2_1562
ko:K09136	yef:FORC2_1563
ko:K01424	yef:FORC2_1564
ko:K00831	yef:FORC2_1566
ko:K00800	yef:FORC2_1567
ko:K00945	yef:FORC2_1568
ko:K02945	yef:FORC2_1569
ko:K05788	yef:FORC2_1570
ko:K02238	yef:FORC2_1571
ko:K11085	yef:FORC2_1572
ko:K00912	yef:FORC2_1573
ko:K03704	yef:FORC2_1575
ko:K03704	yef:FORC2_1576
ko:K09791	yef:FORC2_1577
ko:K00979	yef:FORC2_1578
ko:K06219	yef:FORC2_1581
ko:K03633	yef:FORC2_1582
ko:K03804	yef:FORC2_1583
ko:K03632	yef:FORC2_1584
ko:K00813	yef:FORC2_1589
ko:K09476	yef:FORC2_1590
ko:K01893	yef:FORC2_1591
ko:K00763	yef:FORC2_1592
ko:K01256	yef:FORC2_1593
ko:K00254	yef:FORC2_1594
ko:K18657	yef:FORC2_1595
ko:K07140	yef:FORC2_1596
ko:K12297	yef:FORC2_1597
ko:K15738	yef:FORC2_1598
ko:K03808	yef:FORC2_1599
ko:K06192	yef:FORC2_1600
ko:K09857	yef:FORC2_1601
ko:K00995	yef:FORC2_2468
ko:K03703	yef:FORC2_2469
ko:K07689	yef:FORC2_2470
ko:K01176	yef:FORC2_2474
ko:K11737	yef:FORC2_2480
ko:K09018	yef:FORC2_2482
ko:K09020	yef:FORC2_2483
ko:K09021	yef:FORC2_2484
ko:K09023	yef:FORC2_2485
ko:K09019	yef:FORC2_2486
ko:K09024	yef:FORC2_2487
ko:K09016	yef:FORC2_2488
ko:K17948	yef:FORC2_2489
ko:K03809	yef:FORC2_2491
ko:K16301	yef:FORC2_2492
ko:K07224	yef:FORC2_2493
ko:K07243	yef:FORC2_2494
ko:K11928	yef:FORC2_2495
ko:K13821	yef:FORC2_2496
ko:K10010	yef:FORC2_2499
ko:K10009	yef:FORC2_2500
ko:K02424	yef:FORC2_2501
ko:K05396	yef:FORC2_2502
ko:K02425	yef:FORC2_2503
ko:K02405	yef:FORC2_2504
ko:K18475	yef:FORC2_2505
ko:K02406	yef:FORC2_2506
ko:K02406	yef:FORC2_2507
ko:K02406	yef:FORC2_2508
ko:K02406	yef:FORC2_2509
ko:K02407	yef:FORC2_2510
ko:K02422	yef:FORC2_2511
ko:K02423	yef:FORC2_2512
ko:K01247	yef:FORC2_2515
ko:K02408	yef:FORC2_2516
ko:K02409	yef:FORC2_2517
ko:K02410	yef:FORC2_2518
ko:K02411	yef:FORC2_2519
ko:K01737	yef:FORC2_3346
ko:K10026	yef:FORC2_3347
ko:K04565	yef:FORC2_3348
ko:K01761	yef:FORC2_3349
ko:K17218	yef:FORC2_3351
ko:K01689	yef:FORC2_3352
ko:K01937	yef:FORC2_3353
ko:K04765	yef:FORC2_3354
ko:K00951	yef:FORC2_3355
ko:K03215	yef:FORC2_3356
ko:K07678	yef:FORC2_3357
ko:K04771	yef:FORC2_3358
ko:K01129	yef:FORC2_3359
ko:K01243	yef:FORC2_3360
ko:K06858	yef:FORC2_3361
ko:K15724	yef:FORC2_3363
ko:K03281	yef:FORC2_3364
ko:K01845	yef:FORC2_3365
ko:K02015	yef:FORC2_3366
ko:K02016	yef:FORC2_3367
ko:K02013	yef:FORC2_3368
ko:K05365	yef:FORC2_3369
ko:K03579	yef:FORC2_3370
ko:K01975	yef:FORC2_3371
ko:K06206	yef:FORC2_3372
ko:K06204	yef:FORC2_3373
ko:K01894	yef:FORC2_3374
ko:K00970	yef:FORC2_3375
ko:K00950	yef:FORC2_3376
ko:K00606	yef:FORC2_3377
ko:K01918	yef:FORC2_3378
ko:K01579	yef:FORC2_3379
ko:K01992	yef:FORC2_3381
ko:K01990	yef:FORC2_3382
ko:K01673	yef:FORC2_3383
ko:K00760	yef:FORC2_3384
ko:K14588	yef:FORC2_3386
ko:K00797	yef:FORC2_3388
ko:K01611	yef:FORC2_3389
ko:K15125	yef:FORC2_3393
ko:K09910	yef:FORC2_3395
ko:K01682	yef:FORC2_3396
ko:K00382	yef:FORC2_3400
ko:K03746	yef:FORC2_p074
ko:K07448	yef:FORC2_p078
ko:K05808	yef:FORC2_0448
ko:K03092	yef:FORC2_0449
ko:K06861	yef:FORC2_0450
ko:K09774	yef:FORC2_0451
ko:K11719	yef:FORC2_0452
ko:K03270	yef:FORC2_0453
ko:K06041	yef:FORC2_0454
ko:K07301	yef:FORC2_0455
ko:K02065	yef:FORC2_0456
ko:K02066	yef:FORC2_0457
ko:K02067	yef:FORC2_0458
ko:K07323	yef:FORC2_0459
ko:K07122	yef:FORC2_0460
ko:K00790	yef:FORC2_0462
ko:K04691	yef:FORC2_0463
ko:K04772	yef:FORC2_0464
ko:K09908	yef:FORC2_0465
ko:K06916	yef:FORC2_0466
ko:K02871	yef:FORC2_0467
ko:K02996	yef:FORC2_0468
ko:K03599	yef:FORC2_0469
ko:K03600	yef:FORC2_0470
ko:K00266	yef:FORC2_0472
ko:K00265	yef:FORC2_0473
ko:K07139	yef:FORC2_0474
ko:K07648	yef:FORC2_0475
ko:K03814	yef:FORC2_0477
ko:K12961	yef:FORC2_0479
ko:K07460	yef:FORC2_0480
ko:K07121	yef:FORC2_0481
ko:K07056	yef:FORC2_0482
ko:K13979	yef:FORC2_0495
ko:K06911	yef:FORC2_0496
ko:K07393	yef:FORC2_0498
ko:K15977	yef:FORC2_0499
ko:K03475	yef:FORC2_1375
ko:K02822	yef:FORC2_1376
ko:K02821	yef:FORC2_1377
ko:K13788	yef:FORC2_1379
ko:K00925	yef:FORC2_1380
ko:K09899	yef:FORC2_1381
ko:K09161	yef:FORC2_1382
ko:K19270	yef:FORC2_1383
ko:K08722	yef:FORC2_1386
ko:K14260	yef:FORC2_1388
ko:K00330	yef:FORC2_1390
ko:K00331	yef:FORC2_1391
ko:K13378	yef:FORC2_1392
ko:K00334	yef:FORC2_1393
ko:K00335	yef:FORC2_1394
ko:K00336	yef:FORC2_1395
ko:K00337	yef:FORC2_1396
ko:K00338	yef:FORC2_1397
ko:K00339	yef:FORC2_1398
ko:K00340	yef:FORC2_1399
ko:K00341	yef:FORC2_1400
ko:K00342	yef:FORC2_1401
ko:K00343	yef:FORC2_1402
ko:K00851	yef:FORC2_1408
ko:K00046	yef:FORC2_1409
ko:K01690	yef:FORC2_1414
ko:K05594	yef:FORC2_1415
ko:K02552	yef:FORC2_1416
ko:K02551	yef:FORC2_1417
ko:K08680	yef:FORC2_1418
ko:K01661	yef:FORC2_1419
ko:K02549	yef:FORC2_1420
ko:K01911	yef:FORC2_1421
ko:K03781	yef:FORC2_1422
ko:K03834	yef:FORC2_1424
ko:K08276	yef:FORC2_1428
ko:K11107	yef:FORC2_1429
ko:K03312	yef:FORC2_2292
ko:K06182	yef:FORC2_2293
ko:K16371	yef:FORC2_2297
ko:K02745	yef:FORC2_2298
ko:K02746	yef:FORC2_2299
ko:K02747	yef:FORC2_2300
ko:K02744	yef:FORC2_2301
ko:K02082	yef:FORC2_2302
ko:K08302	yef:FORC2_2303
ko:K12943	yef:FORC2_2304
ko:K09975	yef:FORC2_2307
ko:K05603	yef:FORC2_2308
ko:K05836	yef:FORC2_2309
ko:K01468	yef:FORC2_2310
ko:K01479	yef:FORC2_2311
ko:K05526	yef:FORC2_2313
ko:K01484	yef:FORC2_2314
ko:K06447	yef:FORC2_2315
ko:K00673	yef:FORC2_2316
ko:K00840	yef:FORC2_2317
ko:K00425	yef:FORC2_2319
ko:K00426	yef:FORC2_2320
ko:K07673	yef:FORC2_2321
ko:K13635	yef:FORC2_2322
ko:K07300	yef:FORC2_2325
ko:K11937	yef:FORC2_2329
ko:K11936	yef:FORC2_2330
ko:K11931	yef:FORC2_2331
ko:K11935	yef:FORC2_2332
ko:K13255	yef:FORC2_2334
ko:K16868	yef:FORC2_2337
ko:K02003	yef:FORC2_2340
ko:K02004	yef:FORC2_2341
ko:K02004	yef:FORC2_2342
ko:K07230	yef:FORC2_2344
ko:K07243	yef:FORC2_2345
ko:K00899	yef:FORC2_3184
ko:K08963	yef:FORC2_3185
ko:K08967	yef:FORC2_3186
ko:K09880	yef:FORC2_3187
ko:K08964	yef:FORC2_3188
ko:K14287	yef:FORC2_3189
ko:K02083	yef:FORC2_3191
ko:K00839	yef:FORC2_3192
ko:K02028	yef:FORC2_3193
ko:K02029	yef:FORC2_3194
ko:K02029	yef:FORC2_3195
ko:K02030	yef:FORC2_3196
ko:K15974	yef:FORC2_3205
ko:K03543	yef:FORC2_3207
ko:K03446	yef:FORC2_3208
ko:K03214	yef:FORC2_3209
ko:K03672	yef:FORC2_3210
ko:K05812	yef:FORC2_3211
ko:K00998	yef:FORC2_3213
ko:K05811	yef:FORC2_3214
ko:K03695	yef:FORC2_3215
ko:K05810	yef:FORC2_3216
ko:K06180	yef:FORC2_3217
ko:K05807	yef:FORC2_3218
ko:K05809	yef:FORC2_3219
ko:K14170	yef:FORC2_3220
ko:K14187	yef:FORC2_3221
ko:K01626	yef:FORC2_3222
ko:K02477	yef:FORC2_3223
ko:K07792	yef:FORC2_3224
ko:K07283	yef:FORC2_3225
ko:K02884	yef:FORC2_3226
ko:K00554	yef:FORC2_3227
ko:K02860	yef:FORC2_3228
ko:K02959	yef:FORC2_3229
ko:K03106	yef:FORC2_3230
ko:K07173	yef:FORC2_3233
ko:K01919	yef:FORC2_3234
ko:K05501	yef:FORC2_4038
ko:K00762	yef:FORC2_4039
ko:K00989	yef:FORC2_4040
ko:K06897	yef:FORC2_4042
ko:K14051	yef:FORC2_4044
ko:K13816	yef:FORC2_4045
ko:K03317	yef:FORC2_4046
ko:K01972	yef:FORC2_4049
ko:K00942	yef:FORC2_4050
ko:K03060	yef:FORC2_4051
ko:K00556	yef:FORC2_4053
ko:K03655	yef:FORC2_4054
ko:K03312	yef:FORC2_4055
ko:K16345	yef:FORC2_4056
ko:K07560	yef:FORC2_4063
ko:K07058	yef:FORC2_4064
ko:K06207	yef:FORC2_4066
ko:K01915	yef:FORC2_4067
ko:K07708	yef:FORC2_4068
ko:K02464	yef:FORC2_0813
ko:K02485	yef:FORC2_1932
ko:K07712	yef:FORC2_4069
ko:K09894	yef:FORC2_4071
ko:K03978	yef:FORC2_4072
ko:K03673	yef:FORC2_4074
ko:K09896	yef:FORC2_4076
ko:K03752	yef:FORC2_4077
ko:K03753	yef:FORC2_4078
ko:K02529	yef:FORC2_4081
ko:K00852	yef:FORC2_4082
ko:K10439	yef:FORC2_4083
ko:K10440	yef:FORC2_4084
ko:K10441	yef:FORC2_4085
ko:K06726	yef:FORC2_4086
ko:K03549	yef:FORC2_4087
ko:K03924	yef:FORC2_4088
ko:K01581	yef:FORC2_0685
ko:K03756	yef:FORC2_0686
ko:K01442	yef:FORC2_0689
ko:K07687	yef:FORC2_0690
ko:K01581	yef:FORC2_0695
ko:K07090	yef:FORC2_0696
ko:K08306	yef:FORC2_0697
ko:K03575	yef:FORC2_0699
ko:K03439	yef:FORC2_0700
ko:K09923	yef:FORC2_0701
ko:K01425	yef:FORC2_0702
ko:K02428	yef:FORC2_0705
ko:K09131	yef:FORC2_0706
ko:K02221	yef:FORC2_0707
ko:K00286	yef:FORC2_0708
ko:K06997	yef:FORC2_0709
ko:K02669	yef:FORC2_0710
ko:K10536	yef:FORC2_0711
ko:K12251	yef:FORC2_0712
ko:K07447	yef:FORC2_0713
ko:K07735	yef:FORC2_0714
ko:K01920	yef:FORC2_0715
ko:K09761	yef:FORC2_0716
ko:K01150	yef:FORC2_0717
ko:K02742	yef:FORC2_0718
ko:K07112	yef:FORC2_0720
ko:K07112	yef:FORC2_0721
ko:K00789	yef:FORC2_0722
ko:K01585	yef:FORC2_0723
ko:K07387	yef:FORC2_0725
ko:K00615	yef:FORC2_0726
ko:K03472	yef:FORC2_0727
ko:K00927	yef:FORC2_0728
ko:K01624	yef:FORC2_0729
ko:K03442	yef:FORC2_0730
ko:K06895	yef:FORC2_0731
ko:K09807	yef:FORC2_0732
ko:K05596	yef:FORC2_0733
ko:K01807	yef:FORC2_0734
ko:K00058	yef:FORC2_0735
ko:K01934	yef:FORC2_0736
ko:K09888	yef:FORC2_0737
ko:K09895	yef:FORC2_0738
ko:K01262	yef:FORC2_0739
ko:K03185	yef:FORC2_0740
ko:K18800	yef:FORC2_0741
ko:K00605	yef:FORC2_0742
ko:K09458	yef:FORC2_1602
ko:K01716	yef:FORC2_1604
ko:K04770	yef:FORC2_1605
ko:K09911	yef:FORC2_1606
ko:K03286	yef:FORC2_1607
ko:K13053	yef:FORC2_1608
ko:K07343	yef:FORC2_1609
ko:K03658	yef:FORC2_1612
ko:K01734	yef:FORC2_1613
ko:K09909	yef:FORC2_1614
ko:K06929	yef:FORC2_1615
ko:K11940	yef:FORC2_1616
ko:K06969	yef:FORC2_1617
ko:K01512	yef:FORC2_1620
ko:K11179	yef:FORC2_1621
ko:K03385	yef:FORC2_1623
ko:K04013	yef:FORC2_1624
ko:K04014	yef:FORC2_1625
ko:K04015	yef:FORC2_1626
ko:K02198	yef:FORC2_1627
ko:K02199	yef:FORC2_1628
ko:K02200	yef:FORC2_1629
ko:K04018	yef:FORC2_1630
ko:K11105	yef:FORC2_1634
ko:K11941	yef:FORC2_1636
ko:K03670	yef:FORC2_1637
ko:K03669	yef:FORC2_1638
ko:K03305	yef:FORC2_1641
ko:K08161	yef:FORC2_1642
ko:K15977	yef:FORC2_1643
ko:K02517	yef:FORC2_1644
ko:K13041	yef:FORC2_1645
ko:K13040	yef:FORC2_1646
ko:K08358	yef:FORC2_1647
ko:K08359	yef:FORC2_1648
ko:K08357	yef:FORC2_1649
ko:K07146	yef:FORC2_1651
ko:K11744	yef:FORC2_1652
ko:K02846	yef:FORC2_1654
ko:K12148	yef:FORC2_1655
ko:K12149	yef:FORC2_1656
ko:K01465	yef:FORC2_1657
ko:K02412	yef:FORC2_2520
ko:K02413	yef:FORC2_2521
ko:K02414	yef:FORC2_2522
ko:K02415	yef:FORC2_2523
ko:K02416	yef:FORC2_2524
ko:K02417	yef:FORC2_2525
ko:K02418	yef:FORC2_2526
ko:K02419	yef:FORC2_2527
ko:K02420	yef:FORC2_2528
ko:K02421	yef:FORC2_2529
ko:K02397	yef:FORC2_2530
ko:K02396	yef:FORC2_2531
ko:K02395	yef:FORC2_2532
ko:K02394	yef:FORC2_2533
ko:K02393	yef:FORC2_2534
ko:K02392	yef:FORC2_2535
ko:K02391	yef:FORC2_2536
ko:K02390	yef:FORC2_2537
ko:K02389	yef:FORC2_2538
ko:K02388	yef:FORC2_2539
ko:K02387	yef:FORC2_2540
ko:K02386	yef:FORC2_2541
ko:K02398	yef:FORC2_2542
ko:K02399	yef:FORC2_2543
ko:K03516	yef:FORC2_2545
ko:K02400	yef:FORC2_2546
ko:K02401	yef:FORC2_2547
ko:K03414	yef:FORC2_2549
ko:K03413	yef:FORC2_2550
ko:K03412	yef:FORC2_2551
ko:K00575	yef:FORC2_2552
ko:K05877	yef:FORC2_2553
ko:K03408	yef:FORC2_2555
ko:K03407	yef:FORC2_2556
ko:K02557	yef:FORC2_2557
ko:K02556	yef:FORC2_2558
ko:K02402	yef:FORC2_2559
ko:K02403	yef:FORC2_2560
ko:K14064	yef:FORC2_2561
ko:K01531	yef:FORC2_2563
ko:K07507	yef:FORC2_2564
ko:K05876	yef:FORC2_2566
ko:K03704	yef:FORC2_2568
ko:K01190	yef:FORC2_2570
ko:K03719	yef:FORC2_2573
ko:K00627	yef:FORC2_3401
ko:K00163	yef:FORC2_3402
ko:K11734	yef:FORC2_3404
ko:K03807	yef:FORC2_3405
ko:K03806	yef:FORC2_3406
ko:K00767	yef:FORC2_3407
ko:K02682	yef:FORC2_3408
ko:K02504	yef:FORC2_3409
ko:K02505	yef:FORC2_3410
ko:K00364	yef:FORC2_3411
ko:K00859	yef:FORC2_3412
ko:K18778	yef:FORC2_3413
ko:K09862	yef:FORC2_3414
ko:K03574	yef:FORC2_3415
ko:K03070	yef:FORC2_3416
ko:K13301	yef:FORC2_3417
ko:K02535	yef:FORC2_3419
ko:K03531	yef:FORC2_3420
ko:K03590	yef:FORC2_3421
ko:K03589	yef:FORC2_3422
ko:K01921	yef:FORC2_3423
ko:K01924	yef:FORC2_3424
ko:K02563	yef:FORC2_3425
ko:K03588	yef:FORC2_3426
ko:K01925	yef:FORC2_3427
ko:K01000	yef:FORC2_3428
ko:K01929	yef:FORC2_3429
ko:K01928	yef:FORC2_3430
ko:K03587	yef:FORC2_3431
ko:K03586	yef:FORC2_3432
ko:K03438	yef:FORC2_3433
ko:K03925	yef:FORC2_3434
ko:K03435	yef:FORC2_3436
ko:K01653	yef:FORC2_3437
ko:K01652	yef:FORC2_3438
ko:K01897	yef:FORC2_3439
ko:K05798	yef:FORC2_3440
ko:K01649	yef:FORC2_3441
ko:K00052	yef:FORC2_3442
ko:K01703	yef:FORC2_3443
ko:K01704	yef:FORC2_3444
ko:K01667	yef:FORC2_3446
ko:K03835	yef:FORC2_3447
ko:K03291	yef:FORC2_3448
ko:K00656	yef:FORC2_3450
ko:K04069	yef:FORC2_3451
ko:K11925	yef:FORC2_3452
ko:K02064	yef:FORC2_3455
ko:K15256	yef:FORC2_1861
ko:K07136	yef:FORC2_1862
ko:K01876	yef:FORC2_1865
ko:K08310	yef:FORC2_1866
ko:K01159	yef:FORC2_1868
ko:K03550	yef:FORC2_1869
ko:K03551	yef:FORC2_1870
ko:K03305	yef:FORC2_1871
ko:K09816	yef:FORC2_1872
ko:K09817	yef:FORC2_1873
ko:K09815	yef:FORC2_1874
ko:K19304	yef:FORC2_1875
ko:K02560	yef:FORC2_1876
ko:K00873	yef:FORC2_1877
ko:K19337	yef:FORC2_1878
ko:K00036	yef:FORC2_1879
ko:K01625	yef:FORC2_1880
ko:K11743	yef:FORC2_1881
ko:K11742	yef:FORC2_1882
ko:K03722	yef:FORC2_1884
ko:K14742	yef:FORC2_1885
ko:K07285	yef:FORC2_1886
ko:K01897	yef:FORC2_1887
ko:K03684	yef:FORC2_1888
ko:K03608	yef:FORC2_1889
ko:K03609	yef:FORC2_1890
ko:K03610	yef:FORC2_1891
ko:K02056	yef:FORC2_2745
ko:K02057	yef:FORC2_2746
ko:K00765	yef:FORC2_2748
ko:K00013	yef:FORC2_2749
ko:K00817	yef:FORC2_2750
ko:K01089	yef:FORC2_2751
ko:K02501	yef:FORC2_2752
ko:K01814	yef:FORC2_2753
ko:K02500	yef:FORC2_2754
ko:K11755	yef:FORC2_2755
ko:K00033	yef:FORC2_2756
ko:K00963	yef:FORC2_2757
ko:K00963	yef:FORC2_2758
ko:K03326	yef:FORC2_2760
ko:K07289	yef:FORC2_2761
ko:K01494	yef:FORC2_2762
ko:K00876	yef:FORC2_2763
ko:K03593	yef:FORC2_2764
ko:K01874	yef:FORC2_2765
ko:K02058	yef:FORC2_2767
ko:K06518	yef:FORC2_2770
ko:K01489	yef:FORC2_2772
ko:K00027	yef:FORC2_2774
ko:K03748	yef:FORC2_2775
ko:K04653	yef:FORC2_2776
ko:K04651	yef:FORC2_2777
ko:K12136	yef:FORC2_2778
ko:K12138	yef:FORC2_2780
ko:K12139	yef:FORC2_2781
ko:K12140	yef:FORC2_2782
ko:K12141	yef:FORC2_2783
ko:K12142	yef:FORC2_2784
ko:K12143	yef:FORC2_2785
ko:K12145	yef:FORC2_2787
ko:K08315	yef:FORC2_2788
ko:K05796	yef:FORC2_2789
ko:K15836	yef:FORC2_2791
ko:K06212	yef:FORC2_2792
ko:K10541	yef:FORC2_2793
ko:K10542	yef:FORC2_2794
ko:K10540	yef:FORC2_2795
ko:K02529	yef:FORC2_2796
ko:K07148	yef:FORC2_2797
ko:K01495	yef:FORC2_2798
ko:K09979	yef:FORC2_3624
ko:K10112	yef:FORC2_3626
ko:K02026	yef:FORC2_3627
ko:K02025	yef:FORC2_3628
ko:K02027	yef:FORC2_3629
ko:K01581	yef:FORC2_3632
ko:K03756	yef:FORC2_3633
ko:K07461	yef:FORC2_3634
ko:K03824	yef:FORC2_3635
ko:K08303	yef:FORC2_3637
ko:K18139	yef:FORC2_3641
ko:K18138	yef:FORC2_3642
ko:K03585	yef:FORC2_3643
ko:K05592	yef:FORC2_3646
ko:K05803	yef:FORC2_3647
ko:K00962	yef:FORC2_3648
ko:K02956	yef:FORC2_3649
ko:K03177	yef:FORC2_3650
ko:K02834	yef:FORC2_3651
ko:K02519	yef:FORC2_3652
ko:K02600	yef:FORC2_3653
ko:K09748	yef:FORC2_3654
ko:K03075	yef:FORC2_3655
ko:K03431	yef:FORC2_3656
ko:K00796	yef:FORC2_3657
ko:K03798	yef:FORC2_3658
ko:K02427	yef:FORC2_3659
ko:K07574	yef:FORC2_3660
ko:K03624	yef:FORC2_3661
ko:K07259	yef:FORC2_3662
ko:K07771	yef:FORC2_3663
ko:K07643	yef:FORC2_3664
ko:K03979	yef:FORC2_3665
ko:K02899	yef:FORC2_3667
ko:K02888	yef:FORC2_3668
ko:K02523	yef:FORC2_3669
ko:K07724	yef:FORC2_3671
ko:K00024	yef:FORC2_3672
ko:K03402	yef:FORC2_3673
ko:K02558	yef:FORC2_3675
ko:K03841	yef:FORC2_3676
ko:K01507	yef:FORC2_3678
ko:K05775	yef:FORC2_0328
ko:K03181	yef:FORC2_0329
ko:K03179	yef:FORC2_0330
ko:K00631	yef:FORC2_0331
ko:K00901	yef:FORC2_0332
ko:K01356	yef:FORC2_0333
ko:K09823	yef:FORC2_0335
ko:K05539	yef:FORC2_0336
ko:K01775	yef:FORC2_0341
ko:K00832	yef:FORC2_0342
ko:K03701	yef:FORC2_0344
ko:K03111	yef:FORC2_0345
ko:K00799	yef:FORC2_0346
ko:K06901	yef:FORC2_0347
ko:K03316	yef:FORC2_0348
ko:K06518	yef:FORC2_0350
ko:K09972	yef:FORC2_0352
ko:K09971	yef:FORC2_0353
ko:K09970	yef:FORC2_0354
ko:K09969	yef:FORC2_0355
ko:K12974	yef:FORC2_0357
ko:K03319	yef:FORC2_0358
ko:K03704	yef:FORC2_0359
ko:K03704	yef:FORC2_0360
ko:K03704	yef:FORC2_0361
ko:K03557	yef:FORC2_0385
ko:K05540	yef:FORC2_0386
ko:K02687	yef:FORC2_0387
ko:K14392	yef:FORC2_0388
ko:K02010	yef:FORC2_1259
ko:K02011	yef:FORC2_1260
ko:K02012	yef:FORC2_1261
ko:K08305	yef:FORC2_1262
ko:K08167	yef:FORC2_1266
ko:K02066	yef:FORC2_1267
ko:K02065	yef:FORC2_1268
ko:K02067	yef:FORC2_1269
ko:K18480	yef:FORC2_1270
ko:K03487	yef:FORC2_1275
ko:K02752	yef:FORC2_1276
ko:K02753	yef:FORC2_1276
ko:K01223	yef:FORC2_1277
ko:K06193	yef:FORC2_1280
ko:K19048	yef:FORC2_1291
ko:K07346	yef:FORC2_1298
ko:K07347	yef:FORC2_1300
ko:K00134	yef:FORC2_1303
ko:K14064	yef:FORC2_1305
ko:K09475	yef:FORC2_1306
ko:K01993	yef:FORC2_1307
ko:K01992	yef:FORC2_1308
ko:K01992	yef:FORC2_1309
ko:K02193	yef:FORC2_1312
ko:K02194	yef:FORC2_1313
ko:K02195	yef:FORC2_1314
ko:K02196	yef:FORC2_1315
ko:K19303	yef:FORC2_2179
ko:K04564	yef:FORC2_2180
ko:K03604	yef:FORC2_2181
ko:K00574	yef:FORC2_2184
ko:K00793	yef:FORC2_2185
ko:K03327	yef:FORC2_2186
ko:K00873	yef:FORC2_2187
ko:K06078	yef:FORC2_2188
ko:K19236	yef:FORC2_2189
ko:K02426	yef:FORC2_2190
ko:K11717	yef:FORC2_2191
ko:K09015	yef:FORC2_2192
ko:K09013	yef:FORC2_2193
ko:K09014	yef:FORC2_2194
ko:K05997	yef:FORC2_2195
ko:K19222	yef:FORC2_2196
ko:K09773	yef:FORC2_2200
ko:K01626	yef:FORC2_2201
ko:K16087	yef:FORC2_2203
ko:K07225	yef:FORC2_2204
ko:K02016	yef:FORC2_2205
ko:K08997	yef:FORC2_2206
ko:K03800	yef:FORC2_2207
ko:K12963	yef:FORC2_2209
ko:K12962	yef:FORC2_2210
ko:K07264	yef:FORC2_2211
ko:K13014	yef:FORC2_2212
ko:K10011	yef:FORC2_2213
ko:K10012	yef:FORC2_2214
ko:K07806	yef:FORC2_2215
ko:K06074	yef:FORC2_2216
ko:K00432	yef:FORC2_2217
ko:K06073	yef:FORC2_2218
ko:K04764	yef:FORC2_2220
ko:K01890	yef:FORC2_2221
ko:K01889	yef:FORC2_2222
ko:K02887	yef:FORC2_2223
ko:K02916	yef:FORC2_2224
ko:K02520	yef:FORC2_2225
ko:K01868	yef:FORC2_2226
ko:K07150	yef:FORC2_2228
ko:K02074	yef:FORC2_3074
ko:K19162	yef:FORC2_3077
ko:K05839	yef:FORC2_3078
ko:K07443	yef:FORC2_3079
ko:K09914	yef:FORC2_3080
ko:K10805	yef:FORC2_3081
ko:K03320	yef:FORC2_3082
ko:K04752	yef:FORC2_3083
ko:K18890	yef:FORC2_3084
ko:K18889	yef:FORC2_3085
ko:K05800	yef:FORC2_3086
ko:K01738	yef:FORC2_3087
ko:K11938	yef:FORC2_3088
ko:K06920	yef:FORC2_3090
ko:K12500	yef:FORC2_3091
ko:K02237	yef:FORC2_3092
ko:K03770	yef:FORC2_3093
ko:K03530	yef:FORC2_3094
ko:K01338	yef:FORC2_3095
ko:K03544	yef:FORC2_3096
ko:K01358	yef:FORC2_3097
ko:K03545	yef:FORC2_3098
ko:K05527	yef:FORC2_3099
ko:K07286	yef:FORC2_3100
ko:K08218	yef:FORC2_3101
ko:K02297	yef:FORC2_3103
ko:K02298	yef:FORC2_3104
