ko:K21900	bsp:U712_18975
ko:K02935	bsp:U712_00545
ko:K00564	bsp:U712_00550
ko:K03043	bsp:U712_00555
ko:K03046	bsp:U712_00560
ko:K07590	bsp:U712_00565
ko:K02950	bsp:U712_00570
ko:K02992	bsp:U712_00575
ko:K02355	bsp:U712_00580
ko:K02358	bsp:U712_00585
ko:K02946	bsp:U712_00595
ko:K02906	bsp:U712_00600
ko:K02926	bsp:U712_00605
ko:K02892	bsp:U712_00610
ko:K02886	bsp:U712_00615
ko:K02890	bsp:U712_00620
ko:K02982	bsp:U712_00625
ko:K02878	bsp:U712_00630
ko:K02904	bsp:U712_00635
ko:K02961	bsp:U712_00640
ko:K02874	bsp:U712_00645
ko:K02895	bsp:U712_00650
ko:K02931	bsp:U712_00655
ko:K02954	bsp:U712_00660
ko:K02994	bsp:U712_00665
ko:K02933	bsp:U712_00670
ko:K02881	bsp:U712_00675
ko:K02988	bsp:U712_00680
ko:K02907	bsp:U712_00685
ko:K02876	bsp:U712_00690
ko:K03076	bsp:U712_00695
ko:K00939	bsp:U712_00700
ko:K01265	bsp:U712_00705
ko:K02518	bsp:U712_00715
ko:K02919	bsp:U712_00720
ko:K02952	bsp:U712_00725
ko:K02948	bsp:U712_00730
ko:K03040	bsp:U712_00735
ko:K02879	bsp:U712_00740
ko:K16786	bsp:U712_00745
ko:K16787	bsp:U712_00750
ko:K16785	bsp:U712_00755
ko:K06173	bsp:U712_00760
ko:K02871	bsp:U712_00765
ko:K02996	bsp:U712_00770
ko:K01448	bsp:U712_00785
ko:K03593	bsp:U712_00790
ko:K06294	bsp:U712_00795
ko:K06349	bsp:U712_00800
ko:K01835	bsp:U712_04740
ko:K02480	bsp:U712_04745
ko:K13771	bsp:U712_04775
ko:K01077	bsp:U712_04790
ko:K01647	bsp:U712_04805
ko:K03294	bsp:U712_04815
ko:K03308	bsp:U712_04820
ko:K00375	bsp:U712_04825
ko:K03088	bsp:U712_04845
ko:K00655	bsp:U712_04855
ko:K11358	bsp:U712_04870
ko:K06199	bsp:U712_04885
ko:K06199	bsp:U712_04890
ko:K01126	bsp:U712_04895
ko:K16052	bsp:U712_04905
ko:K12410	bsp:U712_04910
ko:K00824	bsp:U712_04920
ko:K03315	bsp:U712_04925
ko:K03455	bsp:U712_05005
ko:K03753	bsp:U712_07510
ko:K03635	bsp:U712_07515
ko:K03636	bsp:U712_07520
ko:K06147	bsp:U712_07525
ko:K06147	bsp:U712_07530
ko:K02005	bsp:U712_07540
ko:K02003	bsp:U712_07545
ko:K02004	bsp:U712_07550
ko:K03436	bsp:U712_07555
ko:K00882	bsp:U712_07560
ko:K02768	bsp:U712_07565
ko:K02769	bsp:U712_07565
ko:K02770	bsp:U712_07565
ko:K03100	bsp:U712_07570
ko:K00077	bsp:U712_07585
ko:K03569	bsp:U712_07600
ko:K07698	bsp:U712_07610
ko:K03499	bsp:U712_07620
ko:K01486	bsp:U712_07625
ko:K12574	bsp:U712_07630
ko:K01181	bsp:U712_09915
ko:K00274	bsp:U712_10020
ko:K06878	bsp:U712_10030
ko:K08976	bsp:U712_10080
ko:K10255	bsp:U712_10105
ko:K07778	bsp:U712_10110
ko:K07693	bsp:U712_10115
ko:K03654	bsp:U712_10125
ko:K01118	bsp:U712_10135
ko:K13993	bsp:U712_10155
ko:K03522	bsp:U712_14100
ko:K03521	bsp:U712_14105
ko:K13767	bsp:U712_14110
ko:K13770	bsp:U712_14115
ko:K01897	bsp:U712_14120
ko:K08989	bsp:U712_14125
ko:K07456	bsp:U712_14130
ko:K02347	bsp:U712_14135
ko:K09888	bsp:U712_14145
ko:K03471	bsp:U712_14150
ko:K01890	bsp:U712_14155
ko:K01889	bsp:U712_14160
ko:K03437	bsp:U712_14170
ko:K06426	bsp:U712_14175
ko:K02647	bsp:U712_14180
ko:K11473	bsp:U712_14190
ko:K01759	bsp:U712_14195
ko:K06200	bsp:U712_14200
ko:K01209	bsp:U712_14205
ko:K17236	bsp:U712_14210
ko:K17235	bsp:U712_14215
ko:K17234	bsp:U712_14220
ko:K00096	bsp:U712_14225
ko:K00853	bsp:U712_14240
ko:K01804	bsp:U712_14245
ko:K06113	bsp:U712_14250
ko:K02887	bsp:U712_14270
ko:K02916	bsp:U712_14275
ko:K02520	bsp:U712_14280
ko:K05339	bsp:U712_14295
ko:K05338	bsp:U712_14300
ko:K07704	bsp:U712_14310
ko:K07025	bsp:U712_14315
ko:K01868	bsp:U712_14320
ko:K11144	bsp:U712_14340
ko:K03346	bsp:U712_14345
ko:K07738	bsp:U712_14350
ko:K00012	bsp:U712_18190
ko:K01104	bsp:U712_18195
ko:K07284	bsp:U712_18255
ko:K03282	bsp:U712_18270
ko:K02392	bsp:U712_18285
ko:K02392	bsp:U712_18290
ko:K03569	bsp:U712_18295
ko:K06283	bsp:U712_18300
ko:K01719	bsp:U712_06340
ko:K02069	bsp:U712_06345
ko:K02068	bsp:U712_06350
ko:K03885	bsp:U712_06380
ko:K01812	bsp:U712_06390
ko:K00073	bsp:U712_06400
ko:K08322	bsp:U712_06405
ko:K01686	bsp:U712_06410
ko:K04061	bsp:U712_08450
ko:K01903	bsp:U712_08455
ko:K01902	bsp:U712_08460
ko:K04096	bsp:U712_08465
ko:K03168	bsp:U712_08470
ko:K04094	bsp:U712_08475
ko:K03733	bsp:U712_08480
ko:K01419	bsp:U712_08485
ko:K03667	bsp:U712_08490
ko:K03706	bsp:U712_08495
ko:K02387	bsp:U712_08500
ko:K02388	bsp:U712_08505
ko:K02408	bsp:U712_08510
ko:K02409	bsp:U712_08515
ko:K02410	bsp:U712_08520
ko:K02411	bsp:U712_08525
ko:K02412	bsp:U712_08530
ko:K02413	bsp:U712_08535
ko:K02414	bsp:U712_08545
ko:K02389	bsp:U712_08550
ko:K02390	bsp:U712_08555
ko:K02416	bsp:U712_08570
ko:K02417	bsp:U712_08575
ko:K03413	bsp:U712_08580
ko:K02418	bsp:U712_08585
ko:K00263	bsp:U712_11735
ko:K03417	bsp:U712_11755
ko:K01720	bsp:U712_11760
ko:K01647	bsp:U712_11765
ko:K00074	bsp:U712_11775
ko:K00626	bsp:U712_11780
ko:K01126	bsp:U712_11785
ko:K01448	bsp:U712_11790
ko:K07699	bsp:U712_11815
ko:K06399	bsp:U712_11825
ko:K03631	bsp:U712_11830
ko:K03402	bsp:U712_11835
ko:K06442	bsp:U712_11840
ko:K01662	bsp:U712_11845
ko:K13789	bsp:U712_11850
ko:K03602	bsp:U712_11855
ko:K03601	bsp:U712_11860
ko:K01491	bsp:U712_11865
ko:K03625	bsp:U712_11870
ko:K01961	bsp:U712_11880
ko:K02160	bsp:U712_11885
ko:K06397	bsp:U712_11890
ko:K06396	bsp:U712_11895
ko:K06395	bsp:U712_11900
ko:K06394	bsp:U712_11905
ko:K06393	bsp:U712_11910
ko:K06392	bsp:U712_11915
ko:K06391	bsp:U712_11920
ko:K06390	bsp:U712_11925
ko:K02356	bsp:U712_11935
ko:K01262	bsp:U712_11940
ko:K03786	bsp:U712_11945
ko:K07001	bsp:U712_11965
ko:K03800	bsp:U712_11975
ko:K00283	bsp:U712_11985
ko:K00763	bsp:U712_15820
ko:K06950	bsp:U712_15860
ko:K16216	bsp:U712_15865
ko:K03466	bsp:U712_15880
ko:K00259	bsp:U712_15910
ko:K04780	bsp:U712_15925
ko:K01252	bsp:U712_15930
ko:K02363	bsp:U712_15935
ko:K02361	bsp:U712_15940
ko:K00216	bsp:U712_15945
ko:K07017	bsp:U712_15950
ko:K03523	bsp:U712_15960
ko:K07084	bsp:U712_15965
ko:K01255	bsp:U712_15970
ko:K09775	bsp:U712_15975
ko:K03885	bsp:U712_15995
ko:K00364	bsp:U712_16015
ko:K07734	bsp:U712_16020
ko:K13628	bsp:U712_16030
ko:K01778	bsp:U712_16035
ko:K03317	bsp:U712_16040
ko:K03885	bsp:U712_16050
ko:K00872	bsp:U712_16070
ko:K01733	bsp:U712_16075
ko:K01442	bsp:U712_20000
ko:K02016	bsp:U712_20035
ko:K11636	bsp:U712_20045
ko:K11635	bsp:U712_20050
ko:K06606	bsp:U712_20070
ko:K06605	bsp:U712_20075
ko:K00010	bsp:U712_20080
ko:K06610	bsp:U712_20085
ko:K03335	bsp:U712_20090
ko:K03336	bsp:U712_20095
ko:K03338	bsp:U712_20100
ko:K03337	bsp:U712_20105
ko:K00140	bsp:U712_20110
ko:K06608	bsp:U712_20115
ko:K04079	bsp:U712_20145
ko:K01953	bsp:U712_20195
ko:K07148	bsp:U712_20220
ko:K06518	bsp:U712_20245
ko:K03893	bsp:U712_02630
ko:K11623	bsp:U712_02680
ko:K07150	bsp:U712_02710
ko:K15976	bsp:U712_02725
ko:K15975	bsp:U712_02730
ko:K15977	bsp:U712_02735
ko:K13993	bsp:U712_02775
ko:K11737	bsp:U712_02810
ko:K06994	bsp:U712_02825
ko:K03457	bsp:U712_18320
ko:K03320	bsp:U712_18345
ko:K04751	bsp:U712_18350
ko:K06386	bsp:U712_18365
ko:K03823	bsp:U712_18370
ko:K06131	bsp:U712_18395
ko:K07118	bsp:U712_18410
ko:K01428	bsp:U712_18420
ko:K03321	bsp:U712_00815
ko:K02015	bsp:U712_00825
ko:K02015	bsp:U712_00830
ko:K02016	bsp:U712_00835
ko:K01207	bsp:U712_00850
ko:K07106	bsp:U712_00870
ko:K03088	bsp:U712_00885
ko:K03431	bsp:U712_00905
ko:K00820	bsp:U712_00915
ko:K01247	bsp:U712_00920
ko:K13530	bsp:U712_00925
ko:K13531	bsp:U712_00930
ko:K05577	bsp:U712_00935
ko:K09822	bsp:U712_00940
ko:K01990	bsp:U712_00990
ko:K07228	bsp:U712_05010
ko:K01990	bsp:U712_05030
ko:K01992	bsp:U712_05035
ko:K03698	bsp:U712_05050
ko:K07533	bsp:U712_05060
ko:K09682	bsp:U712_05085
ko:K00831	bsp:U712_05105
ko:K02503	bsp:U712_05110
ko:K01990	bsp:U712_05115
ko:K01992	bsp:U712_05120
ko:K01599	bsp:U712_05155
ko:K01772	bsp:U712_05165
ko:K00231	bsp:U712_05170
ko:K01421	bsp:U712_05180
ko:K00648	bsp:U712_05185
ko:K11102	bsp:U712_05210
ko:K03800	bsp:U712_05225
ko:K01897	bsp:U712_05235
ko:K02016	bsp:U712_05275
ko:K01462	bsp:U712_07650
ko:K00161	bsp:U712_07665
ko:K00162	bsp:U712_07670
ko:K00627	bsp:U712_07675
ko:K00382	bsp:U712_07680
ko:K01092	bsp:U712_07720
ko:K03088	bsp:U712_07755
ko:K06207	bsp:U712_07775
ko:K04564	bsp:U712_10190
ko:K03308	bsp:U712_10195
ko:K03453	bsp:U712_10200
ko:K00658	bsp:U712_10205
ko:K00164	bsp:U712_10210
ko:K03327	bsp:U712_10245
ko:K17763	bsp:U712_10250
ko:K05786	bsp:U712_10270
ko:K03299	bsp:U712_10285
ko:K06999	bsp:U712_10310
ko:K15975	bsp:U712_10315
ko:K03307	bsp:U712_10325
ko:K03797	bsp:U712_10330
ko:K03784	bsp:U712_10350
ko:K01438	bsp:U712_10410
ko:K01034	bsp:U712_10420
ko:K01611	bsp:U712_14355
ko:K00134	bsp:U712_14360
ko:K00859	bsp:U712_14380
ko:K10563	bsp:U712_14390
ko:K07636	bsp:U712_14400
ko:K07658	bsp:U712_14405
ko:K00024	bsp:U712_14415
ko:K00031	bsp:U712_14420
ko:K01647	bsp:U712_14425
ko:K07113	bsp:U712_14445
ko:K00873	bsp:U712_14450
ko:K00850	bsp:U712_14455
ko:K01962	bsp:U712_14465
ko:K01963	bsp:U712_14470
ko:K00027	bsp:U712_14475
ko:K02337	bsp:U712_14480
ko:K07090	bsp:U712_14520
ko:K16959	bsp:U712_14555
ko:K16958	bsp:U712_14560
ko:K16957	bsp:U712_14565
ko:K00059	bsp:U712_14590
ko:K01755	bsp:U712_14600
ko:K01940	bsp:U712_14605
ko:K01429	bsp:U712_18425
ko:K01430	bsp:U712_18430
ko:K03639	bsp:U712_18465
ko:K02379	bsp:U712_18470
ko:K07114	bsp:U712_18480
ko:K07114	bsp:U712_18490
ko:K06381	bsp:U712_18500
ko:K00790	bsp:U712_18505
ko:K02114	bsp:U712_18525
ko:K02112	bsp:U712_18530
ko:K02115	bsp:U712_18535
ko:K02111	bsp:U712_18540
ko:K02113	bsp:U712_18545
ko:K02109	bsp:U712_18550
ko:K02110	bsp:U712_18555
ko:K02108	bsp:U712_18560
ko:K02116	bsp:U712_18565
ko:K00761	bsp:U712_18570
ko:K00600	bsp:U712_18575
ko:K01808	bsp:U712_18585
ko:K07566	bsp:U712_18605
ko:K06387	bsp:U712_18615
ko:K02493	bsp:U712_18630
ko:K02835	bsp:U712_18635
ko:K08234	bsp:U712_18640
ko:K11686	bsp:U712_18645
ko:K07088	bsp:U712_18650
ko:K00027	bsp:U712_18655
ko:K02909	bsp:U712_18670
ko:K07979	bsp:U712_15125
ko:K07552	bsp:U712_02840
ko:K07090	bsp:U712_02845
ko:K01077	bsp:U712_02870
ko:K05937	bsp:U712_02875
ko:K06885	bsp:U712_02890
ko:K02529	bsp:U712_06425
ko:K00041	bsp:U712_06430
ko:K01685	bsp:U712_06435
ko:K07090	bsp:U712_06440
ko:K06359	bsp:U712_06455
ko:K07217	bsp:U712_06485
ko:K03088	bsp:U712_06535
ko:K02385	bsp:U712_08560
ko:K02415	bsp:U712_08565
ko:K02419	bsp:U712_08590
ko:K02420	bsp:U712_08595
ko:K02421	bsp:U712_08600
ko:K02401	bsp:U712_08605
ko:K02400	bsp:U712_08610
ko:K02404	bsp:U712_08615
ko:K04562	bsp:U712_08620
ko:K03412	bsp:U712_08625
ko:K03407	bsp:U712_08630
ko:K03408	bsp:U712_08635
ko:K03410	bsp:U712_08640
ko:K03411	bsp:U712_08645
ko:K02405	bsp:U712_08650
ko:K02967	bsp:U712_08660
ko:K02357	bsp:U712_08665
ko:K09903	bsp:U712_08670
ko:K02838	bsp:U712_08675
ko:K00806	bsp:U712_08680
ko:K00981	bsp:U712_08685
ko:K00099	bsp:U712_08690
ko:K11749	bsp:U712_08695
ko:K01881	bsp:U712_08700
ko:K03763	bsp:U712_08705
ko:K09748	bsp:U712_08710
ko:K02600	bsp:U712_08715
ko:K07742	bsp:U712_08720
ko:K00282	bsp:U712_11990
ko:K00605	bsp:U712_11995
ko:K13280	bsp:U712_12025
ko:K02249	bsp:U712_12045
ko:K02248	bsp:U712_12050
ko:K02247	bsp:U712_12055
ko:K02246	bsp:U712_12060
ko:K02245	bsp:U712_12065
ko:K02244	bsp:U712_12070
ko:K02243	bsp:U712_12075
ko:K17763	bsp:U712_12095
ko:K16509	bsp:U712_12100
ko:K01308	bsp:U712_12130
ko:K00845	bsp:U712_12140
ko:K01934	bsp:U712_12160
ko:K02036	bsp:U712_12195
ko:K02036	bsp:U712_12200
ko:K02038	bsp:U712_12205
ko:K02037	bsp:U712_12210
ko:K02040	bsp:U712_12215
ko:K08222	bsp:U712_12225
ko:K04564	bsp:U712_12230
ko:K09793	bsp:U712_12235
ko:K00003	bsp:U712_16080
ko:K03644	bsp:U712_16120
ko:K07090	bsp:U712_16145
ko:K01466	bsp:U712_16160
ko:K09684	bsp:U712_16165
ko:K07127	bsp:U712_16185
ko:K07141	bsp:U712_16210
ko:K02083	bsp:U712_16225
ko:K10112	bsp:U712_16240
ko:K10711	bsp:U712_16245
ko:K10710	bsp:U712_16250
ko:K10119	bsp:U712_16255
ko:K10118	bsp:U712_16260
ko:K10117	bsp:U712_16265
ko:K10708	bsp:U712_16270
ko:K00285	bsp:U712_16280
ko:K09014	bsp:U712_16300
ko:K04488	bsp:U712_16305
ko:K11717	bsp:U712_16310
ko:K09015	bsp:U712_16315
ko:K09013	bsp:U712_16320
ko:K00865	bsp:U712_20260
ko:K11476	bsp:U712_20265
ko:K00851	bsp:U712_20270
ko:K03299	bsp:U712_20275
ko:K00033	bsp:U712_20280
ko:K03386	bsp:U712_20285
ko:K03387	bsp:U712_20290
ko:K01223	bsp:U712_20295
ko:K03489	bsp:U712_20305
ko:K16916	bsp:U712_20315
ko:K16917	bsp:U712_20320
ko:K16922	bsp:U712_20325
ko:K04041	bsp:U712_20340
ko:K00783	bsp:U712_20360
ko:K01476	bsp:U712_20415
ko:K02205	bsp:U712_20420
ko:K00819	bsp:U712_20425
ko:K06714	bsp:U712_20430
ko:K07652	bsp:U712_20470
ko:K07668	bsp:U712_20475
ko:K01939	bsp:U712_20480
ko:K03628	bsp:U712_18675
ko:K15629	bsp:U712_01065
ko:K01126	bsp:U712_01080
ko:K02445	bsp:U712_01085
ko:K08289	bsp:U712_01135
ko:K17103	bsp:U712_01155
ko:K01613	bsp:U712_01165
ko:K07146	bsp:U712_01185
ko:K11102	bsp:U712_01190
ko:K02564	bsp:U712_01200
ko:K03710	bsp:U712_01205
ko:K00826	bsp:U712_01215
ko:K00547	bsp:U712_01225
ko:K11626	bsp:U712_01235
ko:K01425	bsp:U712_01240
ko:K07717	bsp:U712_01245
ko:K07719	bsp:U712_01250
ko:K01707	bsp:U712_01255
ko:K03535	bsp:U712_01265
ko:K00626	bsp:U712_05285
ko:K03523	bsp:U712_05295
ko:K02250	bsp:U712_05320
ko:K03307	bsp:U712_05340
ko:K03100	bsp:U712_05360
ko:K08174	bsp:U712_05375
ko:K07120	bsp:U712_05400
ko:K16899	bsp:U712_05430
ko:K16898	bsp:U712_05435
ko:K03547	bsp:U712_05440
ko:K06304	bsp:U712_05455
ko:K06303	bsp:U712_05460
ko:K06302	bsp:U712_05465
ko:K06301	bsp:U712_05470
ko:K06300	bsp:U712_05475
ko:K06299	bsp:U712_05480
ko:K01953	bsp:U712_05520
ko:K02291	bsp:U712_05530
ko:K07175	bsp:U712_07795
ko:K01425	bsp:U712_07805
ko:K03588	bsp:U712_07820
ko:K01958	bsp:U712_07825
ko:K02259	bsp:U712_07830
ko:K02275	bsp:U712_07845
ko:K02274	bsp:U712_07850
ko:K02276	bsp:U712_07855
ko:K02862	bsp:U712_07865
ko:K06322	bsp:U712_10445
ko:K06319	bsp:U712_10455
ko:K01083	bsp:U712_10465
ko:K07305	bsp:U712_10475
ko:K07304	bsp:U712_10480
ko:K07152	bsp:U712_10510
ko:K01754	bsp:U712_10520
ko:K11068	bsp:U712_10530
ko:K01687	bsp:U712_10570
ko:K06950	bsp:U712_10580
ko:K00432	bsp:U712_10585
ko:K00651	bsp:U712_10590
ko:K03704	bsp:U712_10600
ko:K03469	bsp:U712_10620
ko:K09125	bsp:U712_10625
ko:K03469	bsp:U712_10630
ko:K06429	bsp:U712_10635
ko:K16168	bsp:U712_10665
ko:K16167	bsp:U712_10670
ko:K16169	bsp:U712_10675
ko:K03816	bsp:U712_10680
ko:K01299	bsp:U712_10685
ko:K02526	bsp:U712_10690
ko:K01625	bsp:U712_10695
ko:K00874	bsp:U712_10700
ko:K02525	bsp:U712_10705
ko:K03638	bsp:U712_14610
ko:K00925	bsp:U712_14615
ko:K11065	bsp:U712_14630
ko:K04773	bsp:U712_14650
ko:K00858	bsp:U712_14660
ko:K01895	bsp:U712_14670
ko:K03151	bsp:U712_14680
ko:K04487	bsp:U712_14685
ko:K03311	bsp:U712_14690
ko:K06286	bsp:U712_14695
ko:K04486	bsp:U712_14700
ko:K02986	bsp:U712_14725
ko:K01866	bsp:U712_14735
ko:K01895	bsp:U712_14740
ko:K04766	bsp:U712_14745
ko:K04767	bsp:U712_14750
ko:K04768	bsp:U712_14755
ko:K02557	bsp:U712_14760
ko:K02556	bsp:U712_14765
ko:K02529	bsp:U712_14770
ko:K13853	bsp:U712_14775
ko:K01924	bsp:U712_14795
ko:K03466	bsp:U712_14800
ko:K06878	bsp:U712_14805
ko:K00027	bsp:U712_14840
ko:K03439	bsp:U712_14850
ko:K02446	bsp:U712_18685
ko:K00790	bsp:U712_18690
ko:K00616	bsp:U712_18695
ko:K01624	bsp:U712_18700
ko:K02490	bsp:U712_18705
ko:K01937	bsp:U712_18715
ko:K03048	bsp:U712_18720
ko:K06131	bsp:U712_18740
ko:K06147	bsp:U712_18760
ko:K06131	bsp:U712_18765
ko:K00374	bsp:U712_18775
ko:K00373	bsp:U712_18780
ko:K00371	bsp:U712_18785
ko:K00370	bsp:U712_18790
ko:K02575	bsp:U712_18810
ko:K01887	bsp:U712_18815
ko:K01990	bsp:U712_18840
ko:K01480	bsp:U712_18890
ko:K00797	bsp:U712_18895
ko:K01868	bsp:U712_18925
ko:K02760	bsp:U712_02910
ko:K02759	bsp:U712_02915
ko:K02761	bsp:U712_02920
ko:K01223	bsp:U712_02925
ko:K03492	bsp:U712_02930
ko:K00847	bsp:U712_02935
ko:K01809	bsp:U712_02940
ko:K01218	bsp:U712_02945
ko:K00946	bsp:U712_02955
ko:K06925	bsp:U712_02960
ko:K03789	bsp:U712_02970
ko:K01409	bsp:U712_02975
ko:K06158	bsp:U712_02980
ko:K03637	bsp:U712_02985
ko:K01926	bsp:U712_02990
ko:K03116	bsp:U712_02995
ko:K03118	bsp:U712_03000
ko:K07052	bsp:U712_03010
ko:K04078	bsp:U712_03015
ko:K04077	bsp:U712_03020
ko:K00847	bsp:U712_03095
ko:K03969	bsp:U712_03100
ko:K06872	bsp:U712_03110
ko:K02519	bsp:U712_08730
ko:K09764	bsp:U712_08735
ko:K02834	bsp:U712_08740
ko:K03177	bsp:U712_08745
ko:K11753	bsp:U712_08750
ko:K00962	bsp:U712_08755
ko:K06410	bsp:U712_08780
ko:K06411	bsp:U712_08785
ko:K00133	bsp:U712_08790
ko:K00928	bsp:U712_08795
ko:K01714	bsp:U712_08800
ko:K12574	bsp:U712_08805
ko:K03466	bsp:U712_08820
ko:K03710	bsp:U712_08825
ko:K08221	bsp:U712_08835
ko:K00059	bsp:U712_08850
ko:K05967	bsp:U712_12260
ko:K02076	bsp:U712_12265
ko:K01151	bsp:U712_12280
ko:K03527	bsp:U712_12295
ko:K06967	bsp:U712_12305
ko:K13300	bsp:U712_12310
ko:K03086	bsp:U712_12320
ko:K09768	bsp:U712_12330
ko:K09773	bsp:U712_12335
ko:K01879	bsp:U712_12345
ko:K01878	bsp:U712_12350
ko:K03584	bsp:U712_12355
ko:K01489	bsp:U712_12370
ko:K07042	bsp:U712_12385
ko:K07037	bsp:U712_12390
ko:K06438	bsp:U712_12400
ko:K07403	bsp:U712_12420
ko:K09117	bsp:U712_12425
ko:K02970	bsp:U712_12430
ko:K03324	bsp:U712_12435
ko:K09761	bsp:U712_12445
ko:K02687	bsp:U712_12450
ko:K03686	bsp:U712_12455
ko:K04043	bsp:U712_12460
ko:K03687	bsp:U712_12465
ko:K03705	bsp:U712_12470
ko:K03596	bsp:U712_12480
ko:K06385	bsp:U712_12490
ko:K06012	bsp:U712_12495
ko:K02968	bsp:U712_12500
ko:K02340	bsp:U712_12505
ko:K02238	bsp:U712_12520
ko:K02073	bsp:U712_16345
ko:K02072	bsp:U712_16350
ko:K02071	bsp:U712_16355
ko:K07476	bsp:U712_16375
ko:K02437	bsp:U712_16385
ko:K00537	bsp:U712_16390
ko:K07516	bsp:U712_16405
ko:K00318	bsp:U712_16415
ko:K02013	bsp:U712_16460
ko:K04047	bsp:U712_16480
ko:K07770	bsp:U712_16490
ko:K07650	bsp:U712_16495
ko:K01679	bsp:U712_16510
ko:K06290	bsp:U712_16530
ko:K11618	bsp:U712_16535
ko:K11617	bsp:U712_16540
ko:K11622	bsp:U712_16545
ko:K11621	bsp:U712_16550
ko:K11619	bsp:U712_16560
ko:K02013	bsp:U712_16580
ko:K02015	bsp:U712_16585
ko:K02016	bsp:U712_16590
ko:K03449	bsp:U712_20510
ko:K02939	bsp:U712_20520
ko:K06329	bsp:U712_20545
ko:K15986	bsp:U712_20555
ko:K01990	bsp:U712_20620
ko:K08224	bsp:U712_20640
ko:K06888	bsp:U712_20715
ko:K07052	bsp:U712_20720
ko:K08369	bsp:U712_20725
ko:K00661	bsp:U712_20730
ko:K01759	bsp:U712_20735
ko:K01142	bsp:U712_20745
ko:K02990	bsp:U712_20755
ko:K06942	bsp:U712_20760
ko:K06324	bsp:U712_03170
ko:K11735	bsp:U712_03175
ko:K03924	bsp:U712_03190
ko:K01706	bsp:U712_01270
ko:K01708	bsp:U712_01280
ko:K01449	bsp:U712_01335
ko:K01113	bsp:U712_01350
ko:K03116	bsp:U712_01355
ko:K03118	bsp:U712_01360
ko:K01304	bsp:U712_01365
ko:K01424	bsp:U712_01390
ko:K07039	bsp:U712_01405
ko:K09697	bsp:U712_01420
ko:K09696	bsp:U712_01425
ko:K00034	bsp:U712_01460
ko:K01182	bsp:U712_01465
ko:K09815	bsp:U712_01470
ko:K09817	bsp:U712_01475
ko:K09816	bsp:U712_01480
ko:K05795	bsp:U712_01495
ko:K05795	bsp:U712_01500
ko:K08369	bsp:U712_01520
ko:K02000	bsp:U712_01535
ko:K02001	bsp:U712_01540
ko:K16043	bsp:U712_05555
ko:K06895	bsp:U712_05565
ko:K00860	bsp:U712_05585
ko:K00958	bsp:U712_05590
ko:K00390	bsp:U712_05595
ko:K05979	bsp:U712_05600
ko:K08097	bsp:U712_05605
ko:K08221	bsp:U712_05620
ko:K09767	bsp:U712_05640
ko:K00243	bsp:U712_05645
ko:K08777	bsp:U712_05685
ko:K06889	bsp:U712_05720
ko:K00145	bsp:U712_05745
ko:K00620	bsp:U712_05750
ko:K00930	bsp:U712_05755
ko:K01956	bsp:U712_05765
ko:K01955	bsp:U712_05770
ko:K00611	bsp:U712_05775
ko:K05519	bsp:U712_05805
ko:K02254	bsp:U712_05810
ko:K00954	bsp:U712_07915
ko:K07001	bsp:U712_07925
ko:K07177	bsp:U712_07930
ko:K07040	bsp:U712_07945
ko:K00077	bsp:U712_07965
ko:K03438	bsp:U712_07980
ko:K08724	bsp:U712_07990
ko:K08384	bsp:U712_07995
ko:K01928	bsp:U712_08000
ko:K01000	bsp:U712_08005
ko:K01925	bsp:U712_08010
ko:K03588	bsp:U712_08015
ko:K02563	bsp:U712_08020
ko:K00075	bsp:U712_08025
ko:K03589	bsp:U712_08030
ko:K03590	bsp:U712_08050
ko:K01815	bsp:U712_10710
ko:K00065	bsp:U712_10715
ko:K07444	bsp:U712_10730
ko:K07502	bsp:U712_10750
ko:K06877	bsp:U712_10755
ko:K03700	bsp:U712_10800
ko:K05366	bsp:U712_10805
ko:K10773	bsp:U712_10815
ko:K02086	bsp:U712_10820
ko:K01893	bsp:U712_10825
ko:K00812	bsp:U712_10830
ko:K01579	bsp:U712_10850
ko:K01918	bsp:U712_10855
ko:K00606	bsp:U712_10860
ko:K03524	bsp:U712_10870
ko:K00974	bsp:U712_10875
ko:K01734	bsp:U712_10890
ko:K00215	bsp:U712_10895
ko:K03888	bsp:U712_10920
ko:K03887	bsp:U712_10925
ko:K03886	bsp:U712_10930
ko:K00800	bsp:U712_10955
ko:K04517	bsp:U712_10960
ko:K01975	bsp:U712_14880
ko:K01738	bsp:U712_14885
ko:K01439	bsp:U712_14890
ko:K06901	bsp:U712_14895
ko:K01992	bsp:U712_14900
ko:K01990	bsp:U712_14905
ko:K06183	bsp:U712_14915
ko:K07007	bsp:U712_14925
ko:K05020	bsp:U712_14930
ko:K15532	bsp:U712_14955
ko:K17319	bsp:U712_14960
ko:K17318	bsp:U712_14970
ko:K17320	bsp:U712_14975
ko:K01012	bsp:U712_14990
ko:K01935	bsp:U712_14995
ko:K00652	bsp:U712_15000
ko:K02529	bsp:U712_15020
ko:K10117	bsp:U712_15025
ko:K10118	bsp:U712_15030
ko:K10119	bsp:U712_15035
ko:K07406	bsp:U712_15040
ko:K01869	bsp:U712_15050
ko:K11632	bsp:U712_15080
ko:K11631	bsp:U712_15085
ko:K11629	bsp:U712_15090
ko:K11630	bsp:U712_15095
ko:K16918	bsp:U712_15100
ko:K16920	bsp:U712_15105
ko:K16919	bsp:U712_15110
