ko:K18923	vcq:EN18_00675
ko:K03116	vcq:EN18_01085
ko:K12262	vcq:EN18_01110
ko:K07459	vcq:EN18_01140
ko:K11925	vcq:EN18_01305
ko:K14761	vcq:EN18_01325
ko:K02030	vcq:EN18_01330
ko:K06934	vcq:EN18_01350
ko:K13896	vcq:EN18_01355
ko:K13895	vcq:EN18_01360
ko:K13894	vcq:EN18_01365
ko:K13893	vcq:EN18_01370
ko:K09712	vcq:EN18_01385
ko:K02011	vcq:EN18_01410
ko:K02010	vcq:EN18_01415
ko:K02012	vcq:EN18_01420
ko:K00823	vcq:EN18_01430
ko:K07112	vcq:EN18_01590
ko:K07112	vcq:EN18_01595
ko:K06996	vcq:EN18_01615
ko:K02809	vcq:EN18_01655
ko:K02810	vcq:EN18_01655
ko:K03484	vcq:EN18_01660
ko:K01193	vcq:EN18_01665
ko:K00847	vcq:EN18_01670
ko:K00111	vcq:EN18_01675
ko:K03406	vcq:EN18_01680
ko:K03406	vcq:EN18_01700
ko:K03326	vcq:EN18_01705
ko:K01752	vcq:EN18_01710
ko:K08325	vcq:EN18_01865
ko:K08476	vcq:EN18_01875
ko:K08475	vcq:EN18_01880
ko:K08478	vcq:EN18_01885
ko:K07783	vcq:EN18_01890
ko:K00873	vcq:EN18_01895
ko:K07647	vcq:EN18_01900
ko:K11930	vcq:EN18_01905
ko:K01734	vcq:EN18_01910
ko:K08281	vcq:EN18_01915
ko:K00901	vcq:EN18_01920
ko:K03658	vcq:EN18_01935
ko:K00021	vcq:EN18_01965
ko:K02017	vcq:EN18_01970
ko:K02018	vcq:EN18_01975
ko:K02020	vcq:EN18_01980
ko:K02232	vcq:EN18_01985
ko:K03924	vcq:EN18_02170
ko:K01515	vcq:EN18_02175
ko:K01620	vcq:EN18_02180
ko:K11927	vcq:EN18_02195
ko:K08682	vcq:EN18_02200
ko:K03834	vcq:EN18_02210
ko:K03406	vcq:EN18_02215
ko:K01784	vcq:EN18_02220
ko:K07160	vcq:EN18_02225
ko:K00012	vcq:EN18_02245
ko:K02004	vcq:EN18_02250
ko:K00209	vcq:EN18_02265
ko:K08984	vcq:EN18_02290
ko:K01724	vcq:EN18_02460
ko:K00500	vcq:EN18_02465
ko:K01907	vcq:EN18_02470
ko:K00661	vcq:EN18_02505
ko:K07397	vcq:EN18_02515
ko:K00134	vcq:EN18_02525
ko:K16263	vcq:EN18_02540
ko:K02004	vcq:EN18_02575
ko:K02003	vcq:EN18_02580
ko:K03406	vcq:EN18_02900
ko:K07140	vcq:EN18_02905
ko:K01465	vcq:EN18_02910
ko:K03212	vcq:EN18_02930
ko:K09781	vcq:EN18_02935
ko:K03704	vcq:EN18_02945
ko:K02444	vcq:EN18_02975
ko:K10110	vcq:EN18_02990
ko:K10109	vcq:EN18_02995
ko:K10108	vcq:EN18_03000
ko:K10111	vcq:EN18_03005
ko:K00657	vcq:EN18_03010
ko:K07394	vcq:EN18_03020
ko:K06879	vcq:EN18_07855
ko:K15723	vcq:EN18_07860
ko:K02073	vcq:EN18_07870
ko:K02072	vcq:EN18_07875
ko:K02071	vcq:EN18_07880
ko:K03273	vcq:EN18_07885
ko:K03485	vcq:EN18_07890
ko:K02818	vcq:EN18_07895
ko:K02819	vcq:EN18_07895
ko:K01226	vcq:EN18_07900
ko:K01791	vcq:EN18_07940
ko:K02472	vcq:EN18_07945
ko:K00640	vcq:EN18_07950
ko:K00640	vcq:EN18_07970
ko:K01912	vcq:EN18_07975
ko:K00970	vcq:EN18_05930
ko:K01894	vcq:EN18_05935
ko:K06204	vcq:EN18_05940
ko:K06206	vcq:EN18_05945
ko:K03579	vcq:EN18_05955
ko:K05365	vcq:EN18_05960
ko:K07001	vcq:EN18_05965
ko:K01682	vcq:EN18_05970
ko:K09910	vcq:EN18_05975
ko:K04752	vcq:EN18_05980
ko:K03320	vcq:EN18_05985
ko:K02012	vcq:EN18_05990
ko:K02011	vcq:EN18_05995
ko:K02010	vcq:EN18_06000
ko:K18675	vcq:EN18_06010
ko:K12373	vcq:EN18_06015
ko:K18676	vcq:EN18_06020
ko:K02034	vcq:EN18_06040
ko:K02033	vcq:EN18_06045
ko:K02035	vcq:EN18_06050
ko:K00564	vcq:EN18_06060
ko:K01676	vcq:EN18_09805
ko:K01775	vcq:EN18_09845
ko:K03413	vcq:EN18_09865
ko:K09824	vcq:EN18_09870
ko:K07639	vcq:EN18_09880
ko:K07661	vcq:EN18_09885
ko:K05952	vcq:EN18_09895
ko:K10540	vcq:EN18_09905
ko:K10542	vcq:EN18_09910
ko:K10541	vcq:EN18_09915
ko:K07793	vcq:EN18_09930
ko:K07794	vcq:EN18_09935
ko:K07795	vcq:EN18_09940
ko:K03417	vcq:EN18_09950
ko:K01659	vcq:EN18_09955
ko:K01908	vcq:EN18_09970
ko:K00457	vcq:EN18_09995
ko:K00451	vcq:EN18_10000
ko:K09911	vcq:EN18_10615
ko:K04770	vcq:EN18_10620
ko:K01716	vcq:EN18_10625
ko:K15738	vcq:EN18_10635
ko:K12297	vcq:EN18_10645
ko:K00254	vcq:EN18_10655
ko:K15371	vcq:EN18_10660
ko:K01256	vcq:EN18_10670
ko:K03797	vcq:EN18_10680
ko:K03607	vcq:EN18_10685
ko:K03808	vcq:EN18_10700
ko:K11392	vcq:EN18_10710
ko:K00243	vcq:EN18_10715
ko:K01387	vcq:EN18_11440
ko:K07679	vcq:EN18_11455
ko:K06213	vcq:EN18_11460
ko:K03837	vcq:EN18_11475
ko:K01993	vcq:EN18_11480
ko:K06938	vcq:EN18_11500
ko:K05777	vcq:EN18_11510
ko:K05778	vcq:EN18_11515
ko:K05779	vcq:EN18_11520
ko:K06177	vcq:EN18_11530
ko:K03308	vcq:EN18_11535
ko:K06131	vcq:EN18_11540
ko:K01760	vcq:EN18_11545
ko:K01246	vcq:EN18_11550
ko:K07039	vcq:EN18_12290
ko:K03406	vcq:EN18_12425
ko:K03717	vcq:EN18_06795
ko:K02968	vcq:EN18_06805
ko:K03980	vcq:EN18_06810
ko:K11753	vcq:EN18_06815
ko:K01870	vcq:EN18_06820
ko:K03101	vcq:EN18_06825
ko:K03774	vcq:EN18_06830
ko:K03527	vcq:EN18_06835
ko:K07106	vcq:EN18_06855
ko:K09001	vcq:EN18_06860
ko:K01207	vcq:EN18_06865
ko:K02477	vcq:EN18_06870
ko:K02478	vcq:EN18_06875
ko:K01626	vcq:EN18_06880
ko:K14187	vcq:EN18_06885
ko:K08309	vcq:EN18_06900
ko:K03720	vcq:EN18_06905
ko:K11069	vcq:EN18_06920
ko:K14170	vcq:EN18_06925
ko:K05809	vcq:EN18_06930
ko:K06202	vcq:EN18_16950
ko:K03978	vcq:EN18_17010
ko:K01142	vcq:EN18_12430
ko:K10023	vcq:EN18_12435
ko:K10022	vcq:EN18_12445
ko:K10025	vcq:EN18_12450
ko:K00656	vcq:EN18_12460
ko:K03406	vcq:EN18_12470
ko:K04069	vcq:EN18_12475
ko:K09161	vcq:EN18_12485
ko:K07180	vcq:EN18_12490
ko:K09786	vcq:EN18_12495
ko:K00979	vcq:EN18_12505
ko:K09791	vcq:EN18_12510
ko:K00912	vcq:EN18_12515
ko:K11085	vcq:EN18_12520
ko:K02238	vcq:EN18_12525
ko:K09928	vcq:EN18_12530
ko:K09808	vcq:EN18_12535
ko:K09810	vcq:EN18_12540
ko:K09808	vcq:EN18_12545
ko:K09816	vcq:EN18_13510
ko:K00241	vcq:EN18_13550
ko:K01647	vcq:EN18_13555
ko:K09977	vcq:EN18_13565
ko:K01835	vcq:EN18_13570
ko:K03645	vcq:EN18_13575
ko:K03839	vcq:EN18_13590
ko:K06518	vcq:EN18_13600
ko:K03711	vcq:EN18_13615
ko:K00133	vcq:EN18_13620
ko:K03473	vcq:EN18_13625
ko:K00647	vcq:EN18_13630
ko:K15461	vcq:EN18_13635
ko:K09906	vcq:EN18_13650
ko:K01736	vcq:EN18_13660
ko:K07320	vcq:EN18_13665
ko:K02401	vcq:EN18_13675
ko:K03784	vcq:EN18_14795
ko:K01839	vcq:EN18_14800
ko:K00758	vcq:EN18_14805
ko:K01619	vcq:EN18_14810
ko:K03317	vcq:EN18_14815
ko:K03424	vcq:EN18_14820
ko:K09861	vcq:EN18_14825
ko:K03310	vcq:EN18_14830
ko:K03648	vcq:EN18_14845
ko:K01151	vcq:EN18_14850
ko:K01733	vcq:EN18_14860
ko:K00872	vcq:EN18_14865
ko:K12524	vcq:EN18_14870
ko:K02553	vcq:EN18_14880
ko:K07773	vcq:EN18_14890
ko:K07648	vcq:EN18_14895
ko:K07139	vcq:EN18_14905
ko:K00265	vcq:EN18_14910
ko:K00266	vcq:EN18_14915
ko:K01783	vcq:EN18_16155
ko:K03112	vcq:EN18_16165
ko:K01735	vcq:EN18_16170
ko:K00891	vcq:EN18_16175
ko:K02666	vcq:EN18_16180
ko:K02665	vcq:EN18_16185
ko:K02662	vcq:EN18_16200
ko:K05366	vcq:EN18_16205
ko:K04761	vcq:EN18_16210
ko:K00382	vcq:EN18_16220
ko:K01940	vcq:EN18_16235
ko:K00930	vcq:EN18_16240
ko:K00145	vcq:EN18_16245
ko:K01438	vcq:EN18_16250
ko:K01595	vcq:EN18_16255
ko:K00640	vcq:EN18_16265
ko:K00057	vcq:EN18_16270
ko:K03071	vcq:EN18_16275
ko:K04568	vcq:EN18_16285
ko:K00244	vcq:EN18_16290
ko:K00245	vcq:EN18_16295
ko:K03585	vcq:EN18_17705
ko:K18136	vcq:EN18_17710
ko:K03656	vcq:EN18_17715
ko:K02031	vcq:EN18_17755
ko:K02032	vcq:EN18_17755
ko:K02035	vcq:EN18_17760
ko:K02033	vcq:EN18_17765
ko:K02034	vcq:EN18_17770
ko:K00383	vcq:EN18_17845
ko:K07115	vcq:EN18_17850
ko:K01414	vcq:EN18_17855
ko:K01698	vcq:EN18_17025
ko:K03424	vcq:EN18_17030
ko:K02441	vcq:EN18_17040
ko:K03406	vcq:EN18_17050
ko:K02415	vcq:EN18_17055
ko:K03181	vcq:EN18_17060
ko:K00631	vcq:EN18_17070
ko:K01356	vcq:EN18_17075
ko:K03327	vcq:EN18_17085
ko:K00428	vcq:EN18_17090
ko:K03118	vcq:EN18_17095
ko:K03117	vcq:EN18_17100
ko:K03116	vcq:EN18_17105
ko:K03688	vcq:EN18_17110
ko:K03690	vcq:EN18_17115
ko:K03183	vcq:EN18_17120
ko:K09760	vcq:EN18_17125
ko:K07007	vcq:EN18_17135
ko:K06144	vcq:EN18_17140
ko:K15633	vcq:EN18_18570
ko:K14445	vcq:EN18_18580
ko:K01613	vcq:EN18_18585
ko:K06949	vcq:EN18_18590
ko:K13288	vcq:EN18_18595
ko:K06925	vcq:EN18_18650
ko:K01448	vcq:EN18_18655
ko:K03572	vcq:EN18_18660
ko:K00791	vcq:EN18_18665
ko:K03666	vcq:EN18_18670
ko:K03665	vcq:EN18_18675
ko:K04088	vcq:EN18_18680
ko:K04087	vcq:EN18_18685
ko:K09937	vcq:EN18_18690
ko:K03745	vcq:EN18_18695
ko:K03772	vcq:EN18_18705
ko:K03430	vcq:EN18_01425
ko:K05306	vcq:EN18_01435
ko:K06140	vcq:EN18_01440
ko:K03282	vcq:EN18_01460
ko:K01938	vcq:EN18_01465
ko:K12267	vcq:EN18_01470
ko:K01495	vcq:EN18_01475
ko:K03750	vcq:EN18_01480
ko:K01011	vcq:EN18_01495
ko:K00616	vcq:EN18_01510
ko:K00615	vcq:EN18_01515
ko:K16087	vcq:EN18_01520
ko:K07120	vcq:EN18_01535
ko:K00058	vcq:EN18_01540
ko:K02442	vcq:EN18_01555
ko:K06967	vcq:EN18_01560
ko:K03307	vcq:EN18_01715
ko:K07685	vcq:EN18_01735
ko:K07674	vcq:EN18_01740
ko:K02572	vcq:EN18_01745
ko:K02570	vcq:EN18_01750
ko:K02567	vcq:EN18_01755
ko:K02568	vcq:EN18_01760
ko:K02569	vcq:EN18_01765
ko:K07783	vcq:EN18_01790
ko:K02012	vcq:EN18_01795
ko:K02011	vcq:EN18_01800
ko:K02010	vcq:EN18_01805
ko:K03821	vcq:EN18_01810
ko:K00626	vcq:EN18_01820
ko:K00023	vcq:EN18_01825
ko:K03074	vcq:EN18_01830
ko:K03072	vcq:EN18_01835
ko:K00975	vcq:EN18_01855
ko:K10910	vcq:EN18_02035
ko:K09915	vcq:EN18_02050
ko:K09802	vcq:EN18_02060
ko:K00864	vcq:EN18_02075
ko:K02440	vcq:EN18_02080
ko:K00111	vcq:EN18_02085
ko:K00112	vcq:EN18_02090
ko:K00113	vcq:EN18_02095
ko:K00648	vcq:EN18_02100
ko:K03672	vcq:EN18_02105
ko:K09998	vcq:EN18_02140
ko:K09999	vcq:EN18_02145
ko:K09997	vcq:EN18_02150
ko:K10000	vcq:EN18_02155
ko:K02003	vcq:EN18_02255
ko:K10804	vcq:EN18_02260
ko:K05805	vcq:EN18_02340
ko:K00892	vcq:EN18_02345
ko:K05592	vcq:EN18_02360
ko:K01147	vcq:EN18_02365
ko:K02040	vcq:EN18_02375
ko:K06876	vcq:EN18_02385
ko:K05994	vcq:EN18_02400
ko:K01480	vcq:EN18_02405
ko:K01585	vcq:EN18_02410
ko:K06213	vcq:EN18_02420
ko:K04078	vcq:EN18_02425
ko:K04077	vcq:EN18_02430
ko:K00928	vcq:EN18_02440
ko:K06720	vcq:EN18_02445
ko:K00836	vcq:EN18_02450
ko:K06718	vcq:EN18_02455
ko:K01176	vcq:EN18_02600
ko:K06076	vcq:EN18_02615
ko:K03406	vcq:EN18_02625
ko:K07275	vcq:EN18_02635
ko:K07262	vcq:EN18_02645
ko:K00425	vcq:EN18_02655
ko:K00426	vcq:EN18_02660
ko:K01753	vcq:EN18_02670
ko:K13636	vcq:EN18_02675
ko:K01442	vcq:EN18_02680
ko:K00060	vcq:EN18_02715
ko:K00639	vcq:EN18_02720
ko:K05523	vcq:EN18_02725
ko:K03769	vcq:EN18_03035
ko:K03415	vcq:EN18_03040
ko:K13590	vcq:EN18_03050
ko:K01638	vcq:EN18_03055
ko:K06911	vcq:EN18_03105
ko:K09913	vcq:EN18_03110
ko:K03406	vcq:EN18_03130
ko:K10823	vcq:EN18_03145
ko:K15583	vcq:EN18_03145
ko:K02030	vcq:EN18_03150
ko:K03406	vcq:EN18_03155
ko:K00567	vcq:EN18_03330
ko:K13529	vcq:EN18_03335
ko:K15977	vcq:EN18_03340
ko:K09897	vcq:EN18_03350
ko:K02564	vcq:EN18_03365
ko:K05775	vcq:EN18_03375
ko:K02024	vcq:EN18_03380
ko:K03406	vcq:EN18_03395
ko:K10117	vcq:EN18_03405
ko:K03406	vcq:EN18_03410
ko:K01626	vcq:EN18_03420
ko:K02028	vcq:EN18_03425
ko:K02029	vcq:EN18_03430
ko:K02030	vcq:EN18_03435
ko:K02029	vcq:EN18_03440
ko:K13821	vcq:EN18_03590
ko:K00275	vcq:EN18_03615
ko:K12542	vcq:EN18_03620
ko:K12541	vcq:EN18_03635
ko:K09749	vcq:EN18_03640
ko:K03406	vcq:EN18_03655
ko:K03412	vcq:EN18_03660
ko:K03411	vcq:EN18_03665
ko:K00575	vcq:EN18_03670
ko:K03406	vcq:EN18_03675
ko:K03408	vcq:EN18_03680
ko:K03408	vcq:EN18_03685
ko:K03407	vcq:EN18_03695
ko:K03413	vcq:EN18_03700
ko:K02035	vcq:EN18_03715
ko:K02033	vcq:EN18_03720
ko:K02034	vcq:EN18_03725
ko:K07136	vcq:EN18_03880
ko:K07088	vcq:EN18_03890
ko:K14445	vcq:EN18_03895
ko:K09909	vcq:EN18_03900
ko:K01183	vcq:EN18_03905
ko:K07093	vcq:EN18_03935
ko:K07862	vcq:EN18_03950
ko:K07152	vcq:EN18_03960
ko:K08974	vcq:EN18_03970
ko:K03312	vcq:EN18_03975
ko:K06975	vcq:EN18_03985
ko:K08676	vcq:EN18_03990
ko:K11907	vcq:EN18_04305
ko:K11908	vcq:EN18_04310
ko:K11909	vcq:EN18_04315
ko:K11910	vcq:EN18_04320
ko:K11891	vcq:EN18_04325
ko:K11911	vcq:EN18_04330
ko:K11904	vcq:EN18_04335
ko:K06726	vcq:EN18_04350
ko:K10441	vcq:EN18_04355
ko:K10440	vcq:EN18_04360
ko:K10439	vcq:EN18_04365
ko:K00852	vcq:EN18_04370
ko:K02529	vcq:EN18_04375
ko:K03811	vcq:EN18_04380
ko:K00757	vcq:EN18_04390
ko:K01126	vcq:EN18_04400
ko:K02445	vcq:EN18_04405
ko:K10126	vcq:EN18_04425
ko:K07080	vcq:EN18_04435
ko:K15736	vcq:EN18_04445
ko:K07491	vcq:EN18_04695
ko:K08154	vcq:EN18_04740
ko:K09607	vcq:EN18_04780
ko:K02016	vcq:EN18_04795
ko:K02015	vcq:EN18_04800
ko:K02015	vcq:EN18_04805
ko:K02013	vcq:EN18_04810
ko:K16087	vcq:EN18_04820
ko:K09956	vcq:EN18_04825
ko:K00925	vcq:EN18_04830
ko:K03078	vcq:EN18_04870
ko:K01845	vcq:EN18_06070
ko:K15724	vcq:EN18_06080
ko:K01866	vcq:EN18_06100
ko:K07259	vcq:EN18_06105
ko:K08720	vcq:EN18_06110
ko:K03624	vcq:EN18_06115
ko:K07574	vcq:EN18_06120
ko:K02427	vcq:EN18_06125
ko:K03798	vcq:EN18_06130
ko:K00796	vcq:EN18_06135
ko:K03431	vcq:EN18_06140
ko:K03075	vcq:EN18_06145
ko:K09748	vcq:EN18_06160
ko:K02600	vcq:EN18_06165
ko:K02519	vcq:EN18_06170
ko:K02834	vcq:EN18_06175
ko:K03177	vcq:EN18_06180
ko:K00962	vcq:EN18_06190
ko:K05803	vcq:EN18_06195
ko:K01626	vcq:EN18_10730
ko:K09767	vcq:EN18_10735
ko:K12410	vcq:EN18_10740
ko:K00127	vcq:EN18_10750
ko:K00124	vcq:EN18_10755
ko:K00123	vcq:EN18_10760
ko:K02379	vcq:EN18_10790
ko:K05772	vcq:EN18_10810
ko:K05773	vcq:EN18_10815
ko:K06857	vcq:EN18_10820
ko:K03752	vcq:EN18_10825
ko:K03750	vcq:EN18_10830
ko:K02030	vcq:EN18_10835
ko:K05812	vcq:EN18_10860
ko:K03970	vcq:EN18_11575
ko:K03969	vcq:EN18_11580
ko:K03974	vcq:EN18_11585
ko:K15986	vcq:EN18_11625
ko:K07407	vcq:EN18_11640
ko:K07811	vcq:EN18_11645
ko:K03532	vcq:EN18_11650
ko:K02571	vcq:EN18_11655
ko:K06212	vcq:EN18_11665
ko:K06190	vcq:EN18_11690
ko:K10806	vcq:EN18_11695
ko:K09780	vcq:EN18_11700
ko:K03723	vcq:EN18_12555
ko:K03885	vcq:EN18_12575
ko:K07000	vcq:EN18_12580
ko:K07337	vcq:EN18_12590
ko:K09859	vcq:EN18_12600
ko:K02503	vcq:EN18_12605
ko:K03406	vcq:EN18_12610
ko:K03603	vcq:EN18_12620
ko:K03314	vcq:EN18_12625
ko:K03611	vcq:EN18_12630
ko:K03466	vcq:EN18_12635
ko:K03719	vcq:EN18_12640
ko:K13634	vcq:EN18_12655
ko:K06169	vcq:EN18_12670
ko:K01591	vcq:EN18_12675
ko:K08992	vcq:EN18_12685
ko:K05788	vcq:EN18_12690
ko:K02421	vcq:EN18_13680
ko:K02420	vcq:EN18_13685
ko:K02419	vcq:EN18_13690
ko:K02418	vcq:EN18_13695
ko:K02417	vcq:EN18_13700
ko:K02416	vcq:EN18_13705
ko:K02415	vcq:EN18_13710
ko:K02414	vcq:EN18_13715
ko:K02413	vcq:EN18_13720
ko:K02412	vcq:EN18_13725
ko:K02411	vcq:EN18_13730
ko:K02410	vcq:EN18_13735
ko:K02409	vcq:EN18_13740
ko:K02408	vcq:EN18_13745
ko:K10943	vcq:EN18_13750
ko:K10942	vcq:EN18_13755
ko:K10941	vcq:EN18_13760
ko:K02422	vcq:EN18_13765
ko:K02407	vcq:EN18_13775
ko:K06603	vcq:EN18_13780
ko:K02406	vcq:EN18_13785
ko:K02406	vcq:EN18_13790
ko:K02406	vcq:EN18_13795
ko:K07223	vcq:EN18_13800
ko:K00265	vcq:EN18_14920
ko:K05807	vcq:EN18_06935
ko:K06180	vcq:EN18_06940
ko:K05810	vcq:EN18_06945
ko:K03695	vcq:EN18_06950
ko:K08303	vcq:EN18_06995
ko:K03554	vcq:EN18_07000
ko:K07657	vcq:EN18_07005
ko:K07636	vcq:EN18_07010
ko:K02040	vcq:EN18_07015
ko:K01524	vcq:EN18_07020
ko:K00937	vcq:EN18_07025
ko:K02037	vcq:EN18_07030
ko:K02038	vcq:EN18_07035
ko:K02036	vcq:EN18_07040
ko:K02039	vcq:EN18_07045
ko:K03386	vcq:EN18_07060
ko:K04761	vcq:EN18_07065
ko:K01638	vcq:EN18_07070
ko:K01637	vcq:EN18_07075
ko:K07235	vcq:EN18_18715
ko:K07236	vcq:EN18_18720
ko:K07237	vcq:EN18_18725
ko:K02950	vcq:EN18_18730
ko:K02992	vcq:EN18_18735
ko:K02355	vcq:EN18_18740
ko:K02358	vcq:EN18_18745
ko:K02192	vcq:EN18_18750
ko:K03594	vcq:EN18_18755
ko:K02990	vcq:EN18_18760
ko:K02686	vcq:EN18_18765
ko:K02963	vcq:EN18_18770
ko:K02939	vcq:EN18_18775
ko:K07283	vcq:EN18_18780
ko:K01775	vcq:EN18_18790
ko:K01810	vcq:EN18_18800
ko:K03409	vcq:EN18_18810
ko:K09823	vcq:EN18_18815
ko:K05539	vcq:EN18_18820
ko:K00380	vcq:EN18_18840
ko:K00381	vcq:EN18_18845
ko:K00390	vcq:EN18_18850
ko:K05523	vcq:EN18_02730
ko:K08234	vcq:EN18_02745
ko:K15536	vcq:EN18_02760
ko:K04477	vcq:EN18_02765
ko:K00036	vcq:EN18_02775
ko:K01057	vcq:EN18_02780
ko:K00033	vcq:EN18_02785
ko:K07396	vcq:EN18_02800
ko:K00865	vcq:EN18_02810
ko:K03299	vcq:EN18_02815
ko:K02647	vcq:EN18_02820
ko:K07226	vcq:EN18_02830
ko:K07227	vcq:EN18_02835
ko:K03832	vcq:EN18_02845
ko:K03561	vcq:EN18_02850
ko:K02016	vcq:EN18_02860
ko:K02015	vcq:EN18_02865
ko:K02013	vcq:EN18_02870
ko:K03303	vcq:EN18_03175
ko:K00101	vcq:EN18_03180
ko:K09773	vcq:EN18_03190
ko:K03406	vcq:EN18_03205
ko:K03675	vcq:EN18_03225
ko:K10680	vcq:EN18_03230
ko:K01840	vcq:EN18_03445
ko:K02798	vcq:EN18_03465
ko:K02799	vcq:EN18_03465
ko:K02800	vcq:EN18_03465
ko:K00009	vcq:EN18_03470
ko:K02562	vcq:EN18_03475
ko:K03810	vcq:EN18_03480
ko:K07090	vcq:EN18_03500
ko:K07118	vcq:EN18_03510
ko:K03406	vcq:EN18_03520
ko:K16317	vcq:EN18_03535
ko:K02858	vcq:EN18_03540
ko:K03756	vcq:EN18_03550
ko:K00266	vcq:EN18_14925
ko:K01243	vcq:EN18_14935
ko:K02227	vcq:EN18_14940
ko:K06858	vcq:EN18_14945
ko:K07090	vcq:EN18_14960
ko:K01955	vcq:EN18_14990
ko:K01956	vcq:EN18_14995
ko:K00215	vcq:EN18_15005
ko:K03574	vcq:EN18_15010
ko:K03070	vcq:EN18_15015
ko:K02535	vcq:EN18_15025
ko:K03531	vcq:EN18_15030
ko:K03590	vcq:EN18_15035
ko:K03589	vcq:EN18_15040
ko:K01924	vcq:EN18_15045
ko:K02563	vcq:EN18_15050
ko:K03588	vcq:EN18_15055
ko:K01925	vcq:EN18_15060
ko:K00246	vcq:EN18_16300
ko:K00247	vcq:EN18_16305
ko:K02356	vcq:EN18_16310
ko:K04077	vcq:EN18_16325
ko:K04078	vcq:EN18_16330
ko:K01826	vcq:EN18_16350
ko:K01803	vcq:EN18_16355
ko:K02553	vcq:EN18_16365
ko:K02548	vcq:EN18_16370
ko:K03667	vcq:EN18_16375
ko:K01419	vcq:EN18_16380
ko:K05499	vcq:EN18_16390
ko:K04066	vcq:EN18_16395
ko:K02909	vcq:EN18_16400
ko:K00029	vcq:EN18_16405
ko:K03764	vcq:EN18_16410
ko:K01739	vcq:EN18_16415
ko:K12525	vcq:EN18_16420
ko:K03657	vcq:EN18_17860
ko:K00681	vcq:EN18_17875
ko:K05786	vcq:EN18_17880
ko:K03654	vcq:EN18_17885
ko:K02014	vcq:EN18_17905
ko:K02013	vcq:EN18_17910
ko:K02016	vcq:EN18_17915
ko:K02015	vcq:EN18_17920
ko:K15835	vcq:EN18_17925
ko:K07106	vcq:EN18_17930
ko:K11191	vcq:EN18_17935
ko:K11192	vcq:EN18_17935
ko:K00989	vcq:EN18_17950
ko:K00762	vcq:EN18_17955
ko:K02560	vcq:EN18_17960
ko:K02517	vcq:EN18_17965
ko:K05501	vcq:EN18_17970
ko:K13038	vcq:EN18_17975
ko:K03406	vcq:EN18_17980
ko:K03630	vcq:EN18_17985
ko:K02902	vcq:EN18_17990
ko:K02913	vcq:EN18_17995
ko:K01581	vcq:EN18_03555
ko:K00154	vcq:EN18_03560
ko:K03719	vcq:EN18_03565
ko:K03406	vcq:EN18_03570
ko:K11928	vcq:EN18_03580
ko:K02031	vcq:EN18_03730
ko:K02032	vcq:EN18_03730
ko:K03760	vcq:EN18_03735
ko:K07645	vcq:EN18_03740
ko:K06957	vcq:EN18_03775
ko:K11069	vcq:EN18_03780
ko:K03406	vcq:EN18_03825
ko:K03556	vcq:EN18_03835
ko:K00688	vcq:EN18_03840
ko:K00705	vcq:EN18_03845
ko:K00700	vcq:EN18_03850
ko:K11903	vcq:EN18_03855
ko:K11904	vcq:EN18_03860
ko:K03784	vcq:EN18_04020
ko:K01669	vcq:EN18_04035
ko:K06078	vcq:EN18_04045
ko:K01354	vcq:EN18_04055
ko:K02014	vcq:EN18_04060
ko:K03406	vcq:EN18_04080
ko:K02040	vcq:EN18_04085
ko:K02037	vcq:EN18_04090
ko:K02038	vcq:EN18_04095
ko:K02036	vcq:EN18_04100
ko:K03321	vcq:EN18_04120
ko:K13639	vcq:EN18_04150
ko:K01462	vcq:EN18_04455
ko:K05571	vcq:EN18_04465
ko:K05570	vcq:EN18_04470
ko:K05569	vcq:EN18_04475
ko:K05568	vcq:EN18_04480
ko:K05567	vcq:EN18_04485
ko:K05565	vcq:EN18_04490
ko:K03835	vcq:EN18_04505
ko:K01667	vcq:EN18_04510
ko:K09954	vcq:EN18_04515
ko:K03704	vcq:EN18_04535
ko:K07114	vcq:EN18_04550
ko:K07114	vcq:EN18_04555
ko:K03924	vcq:EN18_04570
ko:K03406	vcq:EN18_04575
ko:K03317	vcq:EN18_04590
ko:K01258	vcq:EN18_04595
ko:K03077	vcq:EN18_04880
ko:K02821	vcq:EN18_04885
ko:K02822	vcq:EN18_04890
ko:K03475	vcq:EN18_04890
ko:K03477	vcq:EN18_04895
ko:K03476	vcq:EN18_04900
ko:K12262	vcq:EN18_04905
ko:K01176	vcq:EN18_04910
ko:K03098	vcq:EN18_05475
ko:K03981	vcq:EN18_05490
ko:K07240	vcq:EN18_05810
ko:K06201	vcq:EN18_07055
ko:K07568	vcq:EN18_07085
ko:K00773	vcq:EN18_07090
ko:K03210	vcq:EN18_07095
ko:K03072	vcq:EN18_07100
ko:K03074	vcq:EN18_07105
ko:K01092	vcq:EN18_07110
ko:K15396	vcq:EN18_07115
ko:K13643	vcq:EN18_07120
ko:K08084	vcq:EN18_07660
ko:K02672	vcq:EN18_07665
ko:K02671	vcq:EN18_07675
ko:K11991	vcq:EN18_07685
ko:K18691	vcq:EN18_07695
ko:K01952	vcq:EN18_07705
ko:K07491	vcq:EN18_07710
ko:K01881	vcq:EN18_07730
ko:K02909	vcq:EN18_07740
ko:K02919	vcq:EN18_07745
ko:K12942	vcq:EN18_07750
ko:K09768	vcq:EN18_07755
ko:K06175	vcq:EN18_07785
