ko:K00086	kpz:KPNIH27_22065
ko:K06177	kpz:KPNIH27_03745
ko:K03580	kpz:KPNIH27_03750
ko:K02336	kpz:KPNIH27_03755
ko:K01804	kpz:KPNIH27_03765
ko:K00853	kpz:KPNIH27_03770
ko:K02099	kpz:KPNIH27_03775
ko:K02062	kpz:KPNIH27_03785
ko:K02063	kpz:KPNIH27_03790
ko:K02064	kpz:KPNIH27_03795
ko:K11925	kpz:KPNIH27_03800
ko:K03291	kpz:KPNIH27_03810
ko:K08194	kpz:KPNIH27_03815
ko:K03785	kpz:KPNIH27_03825
ko:K00014	kpz:KPNIH27_03835
ko:K01704	kpz:KPNIH27_03845
ko:K01703	kpz:KPNIH27_03850
ko:K00052	kpz:KPNIH27_03855
ko:K01649	kpz:KPNIH27_03860
ko:K05798	kpz:KPNIH27_03865
ko:K01652	kpz:KPNIH27_03870
ko:K01653	kpz:KPNIH27_03875
ko:K13891	kpz:KPNIH27_08015
ko:K14441	kpz:KPNIH27_08020
ko:K07258	kpz:KPNIH27_08050
ko:K11534	kpz:KPNIH27_08055
ko:K08160	kpz:KPNIH27_08065
ko:K07085	kpz:KPNIH27_08280
ko:K05844	kpz:KPNIH27_08305
ko:K16839	kpz:KPNIH27_12610
ko:K16345	kpz:KPNIH27_12615
ko:K16840	kpz:KPNIH27_12620
ko:K07127	kpz:KPNIH27_12625
ko:K07154	kpz:KPNIH27_12635
ko:K01265	kpz:KPNIH27_12670
ko:K07017	kpz:KPNIH27_12690
ko:K01232	kpz:KPNIH27_12715
ko:K02749	kpz:KPNIH27_12720
ko:K02750	kpz:KPNIH27_12720
ko:K03482	kpz:KPNIH27_12725
ko:K07090	kpz:KPNIH27_12730
ko:K00626	kpz:KPNIH27_12770
ko:K00059	kpz:KPNIH27_12775
ko:K01026	kpz:KPNIH27_12780
ko:K01759	kpz:KPNIH27_12790
ko:K02429	kpz:KPNIH27_12795
ko:K17195	kpz:KPNIH27_12805
ko:K02430	kpz:KPNIH27_12810
ko:K01619	kpz:KPNIH27_12815
ko:K03436	kpz:KPNIH27_12825
ko:K07289	kpz:KPNIH27_17080
ko:K01494	kpz:KPNIH27_17085
ko:K00876	kpz:KPNIH27_17090
ko:K01247	kpz:KPNIH27_17095
ko:K04046	kpz:KPNIH27_17100
ko:K07660	kpz:KPNIH27_17110
ko:K07799	kpz:KPNIH27_17125
ko:K07788	kpz:KPNIH27_17130
ko:K07789	kpz:KPNIH27_17135
ko:K18326	kpz:KPNIH27_17140
ko:K07642	kpz:KPNIH27_17145
ko:K07664	kpz:KPNIH27_17150
ko:K08303	kpz:KPNIH27_17155
ko:K02034	kpz:KPNIH27_17175
ko:K02033	kpz:KPNIH27_17180
ko:K02035	kpz:KPNIH27_17185
ko:K00854	kpz:KPNIH27_17205
ko:K00007	kpz:KPNIH27_17210
ko:K03435	kpz:KPNIH27_17220
ko:K00039	kpz:KPNIH27_17225
ko:K00941	kpz:KPNIH27_17245
ko:K00878	kpz:KPNIH27_17250
ko:K01486	kpz:KPNIH27_17285
ko:K06901	kpz:KPNIH27_17290
ko:K03593	kpz:KPNIH27_17310
ko:K01874	kpz:KPNIH27_17315
ko:K02477	kpz:KPNIH27_17325
ko:K02478	kpz:KPNIH27_17330
ko:K05846	kpz:KPNIH27_17340
ko:K05847	kpz:KPNIH27_17345
ko:K05846	kpz:KPNIH27_17350
ko:K01807	kpz:KPNIH27_21400
ko:K05596	kpz:KPNIH27_21405
ko:K09807	kpz:KPNIH27_21410
ko:K06895	kpz:KPNIH27_21415
ko:K03442	kpz:KPNIH27_21420
ko:K01624	kpz:KPNIH27_21425
ko:K00927	kpz:KPNIH27_21430
ko:K03472	kpz:KPNIH27_21435
ko:K00615	kpz:KPNIH27_21440
ko:K07387	kpz:KPNIH27_21445
ko:K01480	kpz:KPNIH27_21455
ko:K01585	kpz:KPNIH27_21460
ko:K00789	kpz:KPNIH27_21470
ko:K08137	kpz:KPNIH27_21475
ko:K02742	kpz:KPNIH27_21480
ko:K01150	kpz:KPNIH27_21485
ko:K09761	kpz:KPNIH27_21490
ko:K01920	kpz:KPNIH27_21495
ko:K07735	kpz:KPNIH27_21505
ko:K07447	kpz:KPNIH27_21510
ko:K02669	kpz:KPNIH27_21520
ko:K06997	kpz:KPNIH27_21525
ko:K02221	kpz:KPNIH27_21530
ko:K09131	kpz:KPNIH27_21535
ko:K02428	kpz:KPNIH27_21540
ko:K09923	kpz:KPNIH27_21555
ko:K03439	kpz:KPNIH27_21560
ko:K03575	kpz:KPNIH27_21565
ko:K08306	kpz:KPNIH27_21575
ko:K03289	kpz:KPNIH27_21580
ko:K01581	kpz:KPNIH27_21585
ko:K07150	kpz:KPNIH27_21590
ko:K01697	kpz:KPNIH27_21645
ko:K01758	kpz:KPNIH27_21650
ko:K02031	kpz:KPNIH27_28635
ko:K02032	kpz:KPNIH27_28635
ko:K02035	kpz:KPNIH27_28645
ko:K02033	kpz:KPNIH27_28650
ko:K02034	kpz:KPNIH27_28655
ko:K01999	kpz:KPNIH27_28665
ko:K03088	kpz:KPNIH27_28685
ko:K07165	kpz:KPNIH27_28690
ko:K16091	kpz:KPNIH27_28695
ko:K02016	kpz:KPNIH27_28700
ko:K02015	kpz:KPNIH27_28705
ko:K02015	kpz:KPNIH27_28710
ko:K02013	kpz:KPNIH27_28715
ko:K07075	kpz:KPNIH27_28755
ko:K06915	kpz:KPNIH27_28800
ko:K07043	kpz:KPNIH27_28860
ko:K01153	kpz:KPNIH27_28865
ko:K07039	kpz:KPNIH27_28870
ko:K01154	kpz:KPNIH27_28875
ko:K03427	kpz:KPNIH27_28880
ko:K01992	kpz:KPNIH27_04145
ko:K01579	kpz:KPNIH27_04160
ko:K01918	kpz:KPNIH27_04165
ko:K00606	kpz:KPNIH27_04170
ko:K00950	kpz:KPNIH27_04175
ko:K00970	kpz:KPNIH27_04180
ko:K01894	kpz:KPNIH27_04185
ko:K06204	kpz:KPNIH27_04190
ko:K06206	kpz:KPNIH27_04195
ko:K01975	kpz:KPNIH27_04200
ko:K03579	kpz:KPNIH27_04205
ko:K02463	kpz:KPNIH27_04215
ko:K02462	kpz:KPNIH27_04220
ko:K02461	kpz:KPNIH27_04225
ko:K02460	kpz:KPNIH27_04230
ko:K02459	kpz:KPNIH27_04235
ko:K02458	kpz:KPNIH27_04240
ko:K02457	kpz:KPNIH27_04245
ko:K02456	kpz:KPNIH27_04250
ko:K02455	kpz:KPNIH27_04255
ko:K02454	kpz:KPNIH27_04260
ko:K02453	kpz:KPNIH27_04265
ko:K02452	kpz:KPNIH27_04270
ko:K02451	kpz:KPNIH27_04280
ko:K02465	kpz:KPNIH27_04285
ko:K05365	kpz:KPNIH27_04295
ko:K02014	kpz:KPNIH27_04300
ko:K02013	kpz:KPNIH27_04305
ko:K02016	kpz:KPNIH27_04310
ko:K02015	kpz:KPNIH27_04315
ko:K01845	kpz:KPNIH27_04320
ko:K03281	kpz:KPNIH27_04325
ko:K15724	kpz:KPNIH27_04330
ko:K06858	kpz:KPNIH27_04340
ko:K01243	kpz:KPNIH27_04345
ko:K01129	kpz:KPNIH27_04350
ko:K02647	kpz:KPNIH27_04360
ko:K00674	kpz:KPNIH27_04370
ko:K00990	kpz:KPNIH27_04375
ko:K01265	kpz:KPNIH27_04380
ko:K02967	kpz:KPNIH27_04385
ko:K02357	kpz:KPNIH27_04390
ko:K09903	kpz:KPNIH27_04395
ko:K02838	kpz:KPNIH27_04400
ko:K00099	kpz:KPNIH27_04405
ko:K02945	kpz:KPNIH27_08585
ko:K05788	kpz:KPNIH27_08590
ko:K02238	kpz:KPNIH27_08595
ko:K11085	kpz:KPNIH27_08600
ko:K00912	kpz:KPNIH27_08605
ko:K09927	kpz:KPNIH27_08610
ko:K09791	kpz:KPNIH27_08615
ko:K00979	kpz:KPNIH27_08620
ko:K06219	kpz:KPNIH27_08635
ko:K03633	kpz:KPNIH27_08640
ko:K03804	kpz:KPNIH27_08645
ko:K03632	kpz:KPNIH27_08650
ko:K00813	kpz:KPNIH27_08670
ko:K09476	kpz:KPNIH27_08675
ko:K01893	kpz:KPNIH27_08680
ko:K01751	kpz:KPNIH27_08690
ko:K03837	kpz:KPNIH27_08695
ko:K06016	kpz:KPNIH27_08700
ko:K00763	kpz:KPNIH27_08710
ko:K01256	kpz:KPNIH27_08715
ko:K15555	kpz:KPNIH27_08720
ko:K15554	kpz:KPNIH27_08725
ko:K04091	kpz:KPNIH27_08730
ko:K15553	kpz:KPNIH27_08735
ko:K00299	kpz:KPNIH27_08740
ko:K00254	kpz:KPNIH27_08745
ko:K07140	kpz:KPNIH27_08755
ko:K12297	kpz:KPNIH27_08760
ko:K15738	kpz:KPNIH27_08765
ko:K03808	kpz:KPNIH27_08770
ko:K06192	kpz:KPNIH27_08775
ko:K09857	kpz:KPNIH27_08780
ko:K03812	kpz:KPNIH27_08785
ko:K01716	kpz:KPNIH27_08790
ko:K04770	kpz:KPNIH27_08795
ko:K09911	kpz:KPNIH27_08800
ko:K03286	kpz:KPNIH27_08805
ko:K13053	kpz:KPNIH27_08810
ko:K07343	kpz:KPNIH27_08815
ko:K03658	kpz:KPNIH27_08830
ko:K01734	kpz:KPNIH27_08835
ko:K06929	kpz:KPNIH27_08840
ko:K11940	kpz:KPNIH27_08845
ko:K06969	kpz:KPNIH27_08850
ko:K16842	kpz:KPNIH27_13150
ko:K16841	kpz:KPNIH27_13155
ko:K03457	kpz:KPNIH27_13165
ko:K01487	kpz:KPNIH27_13170
ko:K02529	kpz:KPNIH27_13180
ko:K03335	kpz:KPNIH27_13185
ko:K03707	kpz:KPNIH27_13205
ko:K15600	kpz:KPNIH27_13210
ko:K15599	kpz:KPNIH27_13215
ko:K15598	kpz:KPNIH27_13220
ko:K00836	kpz:KPNIH27_13225
ko:K13745	kpz:KPNIH27_13230
ko:K01273	kpz:KPNIH27_13260
ko:K06136	kpz:KPNIH27_13270
ko:K06137	kpz:KPNIH27_13275
ko:K06138	kpz:KPNIH27_13280
ko:K06139	kpz:KPNIH27_13285
ko:K01951	kpz:KPNIH27_13295
ko:K05515	kpz:KPNIH27_13300
ko:K09936	kpz:KPNIH27_13305
ko:K09936	kpz:KPNIH27_13310
ko:K03782	kpz:KPNIH27_13320
ko:K06916	kpz:KPNIH27_13325
ko:K07507	kpz:KPNIH27_13330
ko:K08369	kpz:KPNIH27_13335
ko:K02759	kpz:KPNIH27_13340
ko:K02030	kpz:KPNIH27_13365
ko:K04063	kpz:KPNIH27_13375
ko:K05343	kpz:KPNIH27_13410
ko:K06899	kpz:KPNIH27_17625
ko:K09904	kpz:KPNIH27_17630
ko:K07014	kpz:KPNIH27_17635
ko:K08276	kpz:KPNIH27_17650
ko:K00116	kpz:KPNIH27_17655
ko:K03321	kpz:KPNIH27_17660
ko:K06213	kpz:KPNIH27_17665
ko:K06159	kpz:KPNIH27_17670
ko:K03919	kpz:KPNIH27_17675
ko:K10778	kpz:KPNIH27_17680
ko:K03734	kpz:KPNIH27_17685
ko:K09475	kpz:KPNIH27_17690
ko:K07676	kpz:KPNIH27_17695
ko:K07687	kpz:KPNIH27_17700
ko:K07677	kpz:KPNIH27_17705
ko:K02469	kpz:KPNIH27_17710
ko:K00568	kpz:KPNIH27_17715
ko:K11107	kpz:KPNIH27_17730
ko:K01126	kpz:KPNIH27_17735
ko:K02445	kpz:KPNIH27_17740
ko:K00111	kpz:KPNIH27_17745
ko:K00112	kpz:KPNIH27_17750
ko:K00113	kpz:KPNIH27_17755
ko:K12660	kpz:KPNIH27_17760
ko:K12661	kpz:KPNIH27_17770
ko:K01911	kpz:KPNIH27_17800
ko:K02549	kpz:KPNIH27_17805
ko:K01661	kpz:KPNIH27_17810
ko:K08680	kpz:KPNIH27_17815
ko:K02551	kpz:KPNIH27_17820
ko:K02552	kpz:KPNIH27_17825
ko:K02348	kpz:KPNIH27_17830
ko:K00784	kpz:KPNIH27_17835
ko:K00343	kpz:KPNIH27_17840
ko:K00342	kpz:KPNIH27_17845
ko:K00341	kpz:KPNIH27_17850
ko:K00340	kpz:KPNIH27_17855
ko:K00339	kpz:KPNIH27_17860
ko:K00338	kpz:KPNIH27_17865
ko:K03189	kpz:KPNIH27_21960
ko:K01409	kpz:KPNIH27_21970
ko:K02970	kpz:KPNIH27_21975
ko:K03086	kpz:KPNIH27_21985
ko:K03649	kpz:KPNIH27_21990
ko:K07690	kpz:KPNIH27_22010
ko:K07679	kpz:KPNIH27_22015
ko:K02440	kpz:KPNIH27_22035
ko:K05880	kpz:KPNIH27_22080
ko:K00005	kpz:KPNIH27_22085
ko:K05878	kpz:KPNIH27_22095
ko:K05879	kpz:KPNIH27_22100
ko:K05881	kpz:KPNIH27_22105
ko:K07229	kpz:KPNIH27_22115
ko:K09251	kpz:KPNIH27_22125
ko:K11530	kpz:KPNIH27_22130
ko:K08321	kpz:KPNIH27_22135
ko:K10555	kpz:KPNIH27_22140
ko:K03078	kpz:KPNIH27_02215
ko:K03079	kpz:KPNIH27_02220
ko:K03077	kpz:KPNIH27_02225
ko:K02990	kpz:KPNIH27_02240
ko:K02686	kpz:KPNIH27_02245
ko:K02963	kpz:KPNIH27_02250
ko:K02939	kpz:KPNIH27_02255
ko:K07269	kpz:KPNIH27_02260
ko:K03773	kpz:KPNIH27_02265
ko:K11737	kpz:KPNIH27_02270
ko:K07322	kpz:KPNIH27_02275
ko:K01119	kpz:KPNIH27_02300
ko:K01082	kpz:KPNIH27_02305
ko:K07109	kpz:KPNIH27_02310
ko:K02099	kpz:KPNIH27_02320
ko:K12308	kpz:KPNIH27_02325
ko:K02532	kpz:KPNIH27_02330
ko:K07304	kpz:KPNIH27_02340
ko:K07278	kpz:KPNIH27_02345
ko:K09800	kpz:KPNIH27_02350
ko:K01507	kpz:KPNIH27_02370
ko:K02058	kpz:KPNIH27_02375
ko:K02056	kpz:KPNIH27_02380
ko:K02057	kpz:KPNIH27_02385
ko:K02057	kpz:KPNIH27_02390
ko:K03841	kpz:KPNIH27_02395
ko:K02558	kpz:KPNIH27_02400
ko:K09889	kpz:KPNIH27_02415
ko:K03592	kpz:KPNIH27_02420
ko:K15536	kpz:KPNIH27_02425
ko:K01465	kpz:KPNIH27_02455
ko:K01042	kpz:KPNIH27_02460
ko:K02362	kpz:KPNIH27_06650
ko:K07214	kpz:KPNIH27_06660
ko:K02364	kpz:KPNIH27_06670
ko:K02013	kpz:KPNIH27_06675
ko:K02015	kpz:KPNIH27_06680
ko:K02015	kpz:KPNIH27_06685
ko:K08225	kpz:KPNIH27_06690
ko:K02016	kpz:KPNIH27_06695
ko:K02361	kpz:KPNIH27_06700
ko:K02363	kpz:KPNIH27_06705
ko:K01252	kpz:KPNIH27_06710
ko:K00216	kpz:KPNIH27_06715
ko:K06200	kpz:KPNIH27_06725
ko:K08317	kpz:KPNIH27_06750
ko:K02056	kpz:KPNIH27_06760
ko:K02057	kpz:KPNIH27_06765
ko:K02058	kpz:KPNIH27_06770
ko:K00899	kpz:KPNIH27_06780
ko:K08963	kpz:KPNIH27_06785
ko:K01093	kpz:KPNIH27_06790
ko:K07783	kpz:KPNIH27_06795
ko:K01092	kpz:KPNIH27_06800
ko:K01485	kpz:KPNIH27_06810
ko:K10974	kpz:KPNIH27_06820
ko:K08964	kpz:KPNIH27_06825
ko:K00058	kpz:KPNIH27_06835
ko:K10440	kpz:KPNIH27_06845
ko:K10440	kpz:KPNIH27_06850
ko:K10441	kpz:KPNIH27_06855
ko:K10439	kpz:KPNIH27_06860
ko:K08351	kpz:KPNIH27_06865
ko:K08967	kpz:KPNIH27_06870
ko:K09880	kpz:KPNIH27_06875
ko:K14287	kpz:KPNIH27_06880
ko:K03805	kpz:KPNIH27_06900
ko:K03386	kpz:KPNIH27_06905
ko:K03387	kpz:KPNIH27_06910
ko:K11932	kpz:KPNIH27_06915
ko:K11891	kpz:KPNIH27_11180
ko:K11910	kpz:KPNIH27_11185
ko:K11896	kpz:KPNIH27_11190
ko:K11895	kpz:KPNIH27_11195
ko:K11906	kpz:KPNIH27_11200
ko:K08969	kpz:KPNIH27_11270
ko:K02073	kpz:KPNIH27_11275
ko:K02071	kpz:KPNIH27_11280
ko:K02072	kpz:KPNIH27_11285
ko:K00832	kpz:KPNIH27_11290
ko:K11734	kpz:KPNIH27_11305
ko:K16074	kpz:KPNIH27_11330
ko:K05591	kpz:KPNIH27_11335
ko:K14058	kpz:KPNIH27_11340
ko:K14061	kpz:KPNIH27_11350
ko:K14062	kpz:KPNIH27_11365
ko:K03737	kpz:KPNIH27_11370
ko:K03778	kpz:KPNIH27_11385
ko:K09978	kpz:KPNIH27_11405
ko:K14063	kpz:KPNIH27_11410
ko:K03288	kpz:KPNIH27_15910
ko:K01610	kpz:KPNIH27_15925
ko:K01996	kpz:KPNIH27_15935
ko:K01995	kpz:KPNIH27_15940
ko:K01998	kpz:KPNIH27_15945
ko:K01997	kpz:KPNIH27_15950
ko:K01999	kpz:KPNIH27_15955
ko:K00656	kpz:KPNIH27_15960
ko:K00932	kpz:KPNIH27_15965
ko:K03838	kpz:KPNIH27_15970
ko:K01754	kpz:KPNIH27_15975
ko:K07592	kpz:KPNIH27_15980
ko:K11604	kpz:KPNIH27_20045
ko:K11607	kpz:KPNIH27_20050
ko:K11605	kpz:KPNIH27_20055
ko:K11606	kpz:KPNIH27_20060
ko:K07088	kpz:KPNIH27_20075
ko:K01652	kpz:KPNIH27_20080
ko:K07401	kpz:KPNIH27_20085
ko:K16087	kpz:KPNIH27_20090
ko:K07225	kpz:KPNIH27_20095
ko:K02016	kpz:KPNIH27_20100
ko:K02015	kpz:KPNIH27_20105
ko:K02013	kpz:KPNIH27_20110
ko:K11903	kpz:KPNIH27_20115
ko:K03555	kpz:KPNIH27_20130
ko:K03186	kpz:KPNIH27_20155
ko:K03087	kpz:KPNIH27_20180
ko:K06194	kpz:KPNIH27_20185
ko:K00573	kpz:KPNIH27_20190
ko:K03787	kpz:KPNIH27_20195
ko:K06176	kpz:KPNIH27_20200
ko:K01770	kpz:KPNIH27_20205
ko:K00991	kpz:KPNIH27_20210
ko:K05589	kpz:KPNIH27_20215
ko:K00860	kpz:KPNIH27_20225
ko:K00956	kpz:KPNIH27_20230
ko:K00957	kpz:KPNIH27_20235
ko:K02302	kpz:KPNIH27_20240
ko:K09612	kpz:KPNIH27_20245
ko:K15342	kpz:KPNIH27_20265
ko:K00390	kpz:KPNIH27_20300
ko:K00381	kpz:KPNIH27_20305
ko:K00380	kpz:KPNIH27_20310
ko:K14348	kpz:KPNIH27_24380
ko:K00101	kpz:KPNIH27_24385
ko:K03216	kpz:KPNIH27_24390
ko:K00640	kpz:KPNIH27_24395
ko:K00057	kpz:KPNIH27_24400
ko:K03071	kpz:KPNIH27_24405
ko:K15633	kpz:KPNIH27_24420
ko:K09798	kpz:KPNIH27_24430
ko:K00060	kpz:KPNIH27_24440
ko:K00639	kpz:KPNIH27_24445
ko:K03274	kpz:KPNIH27_24450
ko:K02843	kpz:KPNIH27_24455
ko:K02841	kpz:KPNIH27_24460
ko:K02849	kpz:KPNIH27_24485
ko:K02844	kpz:KPNIH27_24490
ko:K02527	kpz:KPNIH27_24505
ko:K12984	kpz:KPNIH27_24510
ko:K00954	kpz:KPNIH27_24515
ko:K10563	kpz:KPNIH27_24520
ko:K02913	kpz:KPNIH27_24525
ko:K02902	kpz:KPNIH27_24530
ko:K03630	kpz:KPNIH27_24535
ko:K13038	kpz:KPNIH27_24540
ko:K05501	kpz:KPNIH27_24550
ko:K01053	kpz:KPNIH27_24555
ko:K00762	kpz:KPNIH27_24560
ko:K00989	kpz:KPNIH27_24565
ko:K01993	kpz:KPNIH27_24580
ko:K10778	kpz:KPNIH27_24650
ko:K10557	kpz:KPNIH27_22145
ko:K10556	kpz:KPNIH27_22150
ko:K10558	kpz:KPNIH27_22155
ko:K11531	kpz:KPNIH27_22160
ko:K11216	kpz:KPNIH27_22165
ko:K00219	kpz:KPNIH27_22170
ko:K11391	kpz:KPNIH27_22175
ko:K07043	kpz:KPNIH27_22190
ko:K07862	kpz:KPNIH27_22205
ko:K01685	kpz:KPNIH27_22215
ko:K01812	kpz:KPNIH27_22220
ko:K08191	kpz:KPNIH27_22230
ko:K10680	kpz:KPNIH27_26540
ko:K03701	kpz:KPNIH27_26585
ko:K03366	kpz:KPNIH27_26625
ko:K00135	kpz:KPNIH27_26635
ko:K18765	kpz:KPNIH27_22895
ko:K02761	kpz:KPNIH27_03330
ko:K13255	kpz:KPNIH27_03335
ko:K00564	kpz:KPNIH27_03365
ko:K02344	kpz:KPNIH27_03370
ko:K03789	kpz:KPNIH27_03375
ko:K08723	kpz:KPNIH27_03380
ko:K02837	kpz:KPNIH27_03385
ko:K04065	kpz:KPNIH27_03390
ko:K03424	kpz:KPNIH27_03405
ko:K03317	kpz:KPNIH27_03410
ko:K07807	kpz:KPNIH27_29190
ko:K03566	kpz:KPNIH27_29370
ko:K10013	kpz:KPNIH27_29385
ko:K00324	kpz:KPNIH27_29405
ko:K00324	kpz:KPNIH27_29410
ko:K00325	kpz:KPNIH27_29415
ko:K00135	kpz:KPNIH27_29420
ko:K03366	kpz:KPNIH27_29425
ko:K13953	kpz:KPNIH27_29430
ko:K07052	kpz:KPNIH27_27240
ko:K07454	kpz:KPNIH27_02765
ko:K01198	kpz:KPNIH27_02770
ko:K03292	kpz:KPNIH27_02775
ko:K01805	kpz:KPNIH27_02780
ko:K02024	kpz:KPNIH27_02785
ko:K00574	kpz:KPNIH27_02820
ko:K09701	kpz:KPNIH27_02825
ko:K03098	kpz:KPNIH27_02850
ko:K07787	kpz:KPNIH27_02860
ko:K07798	kpz:KPNIH27_02865
ko:K07665	kpz:KPNIH27_02880
ko:K07644	kpz:KPNIH27_02885
ko:K13926	kpz:KPNIH27_02935
ko:K01993	kpz:KPNIH27_02940
ko:K01867	kpz:KPNIH27_02945
ko:K02058	kpz:KPNIH27_02950
ko:K02056	kpz:KPNIH27_02955
ko:K02057	kpz:KPNIH27_02960
ko:K02057	kpz:KPNIH27_02965
ko:K00355	kpz:KPNIH27_02970
ko:K03711	kpz:KPNIH27_07190
ko:K03839	kpz:KPNIH27_07195
ko:K03645	kpz:KPNIH27_07210
ko:K01835	kpz:KPNIH27_07215
ko:K07667	kpz:KPNIH27_07225
ko:K07646	kpz:KPNIH27_07230
ko:K01548	kpz:KPNIH27_07235
ko:K01547	kpz:KPNIH27_07240
ko:K01546	kpz:KPNIH27_07245
ko:K01669	kpz:KPNIH27_07255
ko:K03305	kpz:KPNIH27_07260
ko:K07160	kpz:KPNIH27_07280
ko:K01304	kpz:KPNIH27_07295
ko:K05522	kpz:KPNIH27_07300
ko:K01647	kpz:KPNIH27_07310
ko:K00241	kpz:KPNIH27_07315
ko:K00242	kpz:KPNIH27_07320
ko:K00239	kpz:KPNIH27_07325
ko:K00240	kpz:KPNIH27_07330
ko:K00164	kpz:KPNIH27_07335
ko:K00658	kpz:KPNIH27_07340
ko:K01903	kpz:KPNIH27_07345
ko:K01902	kpz:KPNIH27_07350
ko:K00425	kpz:KPNIH27_07360
ko:K00426	kpz:KPNIH27_07365
ko:K07107	kpz:KPNIH27_07380
ko:K03562	kpz:KPNIH27_07385
ko:K03560	kpz:KPNIH27_07390
ko:K03641	kpz:KPNIH27_07400
ko:K03640	kpz:KPNIH27_07405
ko:K03517	kpz:KPNIH27_07450
ko:K03811	kpz:KPNIH27_07455
ko:K08987	kpz:KPNIH27_11745
ko:K16074	kpz:KPNIH27_11760
ko:K14155	kpz:KPNIH27_11765
ko:K16136	kpz:KPNIH27_11775
ko:K01809	kpz:KPNIH27_11785
ko:K01676	kpz:KPNIH27_11790
ko:K01679	kpz:KPNIH27_11795
ko:K07639	kpz:KPNIH27_11805
ko:K07661	kpz:KPNIH27_11815
ko:K13938	kpz:KPNIH27_11825
ko:K03758	kpz:KPNIH27_11830
ko:K00324	kpz:KPNIH27_11840
ko:K00325	kpz:KPNIH27_11845
ko:K14055	kpz:KPNIH27_11855
ko:K00567	kpz:KPNIH27_11865
ko:K12942	kpz:KPNIH27_11875
ko:K12941	kpz:KPNIH27_11880
ko:K12940	kpz:KPNIH27_11885
ko:K14057	kpz:KPNIH27_11890
ko:K02624	kpz:KPNIH27_11900
ko:K01031	kpz:KPNIH27_11905
ko:K01032	kpz:KPNIH27_11910
ko:K01857	kpz:KPNIH27_11920
ko:K01055	kpz:KPNIH27_11925
ko:K01607	kpz:KPNIH27_11930
ko:K01676	kpz:KPNIH27_11940
ko:K11106	kpz:KPNIH27_11945
ko:K00244	kpz:KPNIH27_11950
ko:K03734	kpz:KPNIH27_11955
ko:K07703	kpz:KPNIH27_11960
ko:K07701	kpz:KPNIH27_11965
ko:K07106	kpz:KPNIH27_11975
ko:K00116	kpz:KPNIH27_11980
ko:K13928	kpz:KPNIH27_11985
ko:K13935	kpz:KPNIH27_11990
ko:K13934	kpz:KPNIH27_11995
ko:K13936	kpz:KPNIH27_12000
ko:K13933	kpz:KPNIH27_12005
ko:K11392	kpz:KPNIH27_16265
ko:K09824	kpz:KPNIH27_16285
ko:K07245	kpz:KPNIH27_16300
ko:K07156	kpz:KPNIH27_16305
ko:K10857	kpz:KPNIH27_16315
ko:K01354	kpz:KPNIH27_16320
ko:K09918	kpz:KPNIH27_16330
ko:K08289	kpz:KPNIH27_16335
ko:K01625	kpz:KPNIH27_16340
ko:K01690	kpz:KPNIH27_16345
ko:K00036	kpz:KPNIH27_16350
ko:K00873	kpz:KPNIH27_16360
ko:K02560	kpz:KPNIH27_16365
ko:K09815	kpz:KPNIH27_16375
ko:K09817	kpz:KPNIH27_16380
ko:K09816	kpz:KPNIH27_16385
ko:K03551	kpz:KPNIH27_16390
ko:K03550	kpz:KPNIH27_16395
ko:K01159	kpz:KPNIH27_16400
ko:K08310	kpz:KPNIH27_16410
ko:K01876	kpz:KPNIH27_16415
ko:K07136	kpz:KPNIH27_16430
ko:K15256	kpz:KPNIH27_16435
ko:K15257	kpz:KPNIH27_16440
ko:K06201	kpz:KPNIH27_16445
ko:K09907	kpz:KPNIH27_16450
ko:K01887	kpz:KPNIH27_16455
ko:K15532	kpz:KPNIH27_16460
ko:K16210	kpz:KPNIH27_16465
ko:K14064	kpz:KPNIH27_16470
ko:K00697	kpz:KPNIH27_16475
ko:K01087	kpz:KPNIH27_16480
ko:K10538	kpz:KPNIH27_16485
ko:K10539	kpz:KPNIH27_16490
ko:K10537	kpz:KPNIH27_16495
ko:K02255	kpz:KPNIH27_16500
ko:K16210	kpz:KPNIH27_16505
ko:K02217	kpz:KPNIH27_16525
ko:K02006	kpz:KPNIH27_20580
ko:K02008	kpz:KPNIH27_20585
ko:K02009	kpz:KPNIH27_20590
ko:K02007	kpz:KPNIH27_20595
ko:K03394	kpz:KPNIH27_20600
ko:K02190	kpz:KPNIH27_20605
ko:K05895	kpz:KPNIH27_20610
ko:K02189	kpz:KPNIH27_20620
ko:K05936	kpz:KPNIH27_20625
ko:K02191	kpz:KPNIH27_20630
ko:K03399	kpz:KPNIH27_20635
ko:K02188	kpz:KPNIH27_20640
ko:K06042	kpz:KPNIH27_20645
ko:K02227	kpz:KPNIH27_20650
ko:K02224	kpz:KPNIH27_20655
ko:K13919	kpz:KPNIH27_20685
ko:K13920	kpz:KPNIH27_20690
ko:K13923	kpz:KPNIH27_20715
ko:K13922	kpz:KPNIH27_20735
ko:K13921	kpz:KPNIH27_20740
ko:K04031	kpz:KPNIH27_20755
ko:K04029	kpz:KPNIH27_20760
ko:K16651	kpz:KPNIH27_20770
ko:K04720	kpz:KPNIH27_20775
ko:K01448	kpz:KPNIH27_20780
ko:K14682	kpz:KPNIH27_20785
ko:K03581	kpz:KPNIH27_20795
ko:K03582	kpz:KPNIH27_20800
