ko:K19302	mtur:CFBS_0325
ko:K00012	mtur:CFBS_0339
ko:K17218	mtur:CFBS_0347
ko:K00973	mtur:CFBS_0350
ko:K14260	mtur:CFBS_0353
ko:K11738	mtur:CFBS_0362
ko:K04043	mtur:CFBS_0366
ko:K03687	mtur:CFBS_0367
ko:K03686	mtur:CFBS_0368
ko:K01939	mtur:CFBS_0373
ko:K06213	mtur:CFBS_0378
ko:K01624	mtur:CFBS_0379
ko:K03975	mtur:CFBS_0380
ko:K07141	mtur:CFBS_0387
ko:K07402	mtur:CFBS_0388
ko:K07402	mtur:CFBS_0392
ko:K03657	mtur:CFBS_0999
ko:K01903	mtur:CFBS_1001
ko:K01902	mtur:CFBS_1002
ko:K11175	mtur:CFBS_1006
ko:K00602	mtur:CFBS_1007
ko:K02911	mtur:CFBS_1031
ko:K03282	mtur:CFBS_1037
ko:K02003	mtur:CFBS_1038
ko:K00963	mtur:CFBS_1045
ko:K03750	mtur:CFBS_1046
ko:K03790	mtur:CFBS_1047
ko:K01870	mtur:CFBS_1637
ko:K02346	mtur:CFBS_1638
ko:K03101	mtur:CFBS_1640
ko:K06180	mtur:CFBS_1641
ko:K06886	mtur:CFBS_1643
ko:K07124	mtur:CFBS_1645
ko:K02337	mtur:CFBS_1648
ko:K00631	mtur:CFBS_1652
ko:K00246	mtur:CFBS_1657
ko:K01754	mtur:CFBS_1662
ko:K01236	mtur:CFBS_1665
ko:K06044	mtur:CFBS_1666
ko:K00833	mtur:CFBS_1671
ko:K01935	mtur:CFBS_1673
ko:K00655	mtur:CFBS_2310
ko:K00766	mtur:CFBS_2321
ko:K02276	mtur:CFBS_2322
ko:K02275	mtur:CFBS_2329
ko:K01953	mtur:CFBS_2330
ko:K00865	mtur:CFBS_2334
ko:K00768	mtur:CFBS_2336
ko:K02233	mtur:CFBS_2337
ko:K00826	mtur:CFBS_2339
ko:K00605	mtur:CFBS_2340
ko:K01255	mtur:CFBS_2342
ko:K00658	mtur:CFBS_2344
ko:K07071	mtur:CFBS_2345
ko:K03801	mtur:CFBS_2346
ko:K03644	mtur:CFBS_2347
ko:K01915	mtur:CFBS_2350
ko:K00982	mtur:CFBS_2351
ko:K01915	mtur:CFBS_2352
ko:K00606	mtur:CFBS_2356
ko:K09990	mtur:CFBS_2358
ko:K07164	mtur:CFBS_2360
ko:K07089	mtur:CFBS_3124
ko:K01433	mtur:CFBS_3125
ko:K00954	mtur:CFBS_3127
ko:K03655	mtur:CFBS_3136
ko:K02902	mtur:CFBS_3138
ko:K03648	mtur:CFBS_3139
ko:K00946	mtur:CFBS_3140
ko:K01921	mtur:CFBS_3144
ko:K00057	mtur:CFBS_3145
ko:K08998	mtur:CFBS_4155
ko:K03536	mtur:CFBS_4156
ko:K02914	mtur:CFBS_4157
ko:K00937	mtur:CFBS_3147
ko:K03530	mtur:CFBS_3149
ko:K01704	mtur:CFBS_3150
ko:K01703	mtur:CFBS_3151
ko:K01649	mtur:CFBS_3932
ko:K06187	mtur:CFBS_3937
ko:K09747	mtur:CFBS_3938
ko:K01448	mtur:CFBS_3939
ko:K00574	mtur:CFBS_3942
ko:K02343	mtur:CFBS_3943
ko:K07001	mtur:CFBS_3952
ko:K06937	mtur:CFBS_3953
ko:K09129	mtur:CFBS_3959
ko:K11991	mtur:CFBS_3978
ko:K09957	mtur:CFBS_3981
ko:K05846	mtur:CFBS_3982
ko:K05846	mtur:CFBS_3983
ko:K05847	mtur:CFBS_3984
ko:K05845	mtur:CFBS_3985
ko:K09165	mtur:CFBS_0395
ko:K00762	mtur:CFBS_0398
ko:K03695	mtur:CFBS_0400
ko:K08289	mtur:CFBS_0404
ko:K10764	mtur:CFBS_0406
ko:K03885	mtur:CFBS_0407
ko:K00252	mtur:CFBS_0415
ko:K13788	mtur:CFBS_0424
ko:K00925	mtur:CFBS_0425
ko:K00788	mtur:CFBS_0430
ko:K03154	mtur:CFBS_0432
ko:K03149	mtur:CFBS_0433
ko:K07020	mtur:CFBS_0438
ko:K00941	mtur:CFBS_0439
ko:K03147	mtur:CFBS_0440
ko:K01142	mtur:CFBS_0444
ko:K01462	mtur:CFBS_0446
ko:K07056	mtur:CFBS_1057
ko:K01665	mtur:CFBS_1059
ko:K01874	mtur:CFBS_1061
ko:K03424	mtur:CFBS_1062
ko:K02528	mtur:CFBS_1064
ko:K00919	mtur:CFBS_1065
ko:K01056	mtur:CFBS_1068
ko:K02897	mtur:CFBS_1069
ko:K00948	mtur:CFBS_1071
ko:K04042	mtur:CFBS_1072
ko:K03723	mtur:CFBS_1074
ko:K01689	mtur:CFBS_1077
ko:K01524	mtur:CFBS_1080
ko:K07667	mtur:CFBS_1082
ko:K07646	mtur:CFBS_1083
ko:K01546	mtur:CFBS_1085
ko:K01547	mtur:CFBS_1086
ko:K01548	mtur:CFBS_1087
ko:K01012	mtur:CFBS_1677
ko:K03517	mtur:CFBS_1682
ko:K00278	mtur:CFBS_1683
ko:K00767	mtur:CFBS_1684
ko:K00013	mtur:CFBS_1687
ko:K00817	mtur:CFBS_1688
ko:K01693	mtur:CFBS_1689
ko:K02501	mtur:CFBS_1690
ko:K02500	mtur:CFBS_1693
ko:K07300	mtur:CFBS_1695
ko:K03564	mtur:CFBS_1696
ko:K01657	mtur:CFBS_1697
ko:K01609	mtur:CFBS_1699
ko:K01696	mtur:CFBS_1700
ko:K01695	mtur:CFBS_1701
ko:K00873	mtur:CFBS_1706
ko:K10805	mtur:CFBS_1707
ko:K00426	mtur:CFBS_1711
ko:K00425	mtur:CFBS_1712
ko:K02945	mtur:CFBS_1719
ko:K00859	mtur:CFBS_1720
ko:K03702	mtur:CFBS_1722
ko:K03701	mtur:CFBS_1727
ko:K00817	mtur:CFBS_2362
ko:K02227	mtur:CFBS_2368
ko:K00163	mtur:CFBS_2373
ko:K00645	mtur:CFBS_2376
ko:K02078	mtur:CFBS_2377
ko:K00111	mtur:CFBS_2382
ko:K03820	mtur:CFBS_2394
ko:K03306	mtur:CFBS_2412
ko:K00052	mtur:CFBS_3158
ko:K02069	mtur:CFBS_3164
ko:K00053	mtur:CFBS_3166
ko:K01653	mtur:CFBS_3167
ko:K01652	mtur:CFBS_3168
ko:K15977	mtur:CFBS_3170
ko:K02434	mtur:CFBS_3174
ko:K02435	mtur:CFBS_3177
ko:K01972	mtur:CFBS_3179
ko:K00566	mtur:CFBS_3191
ko:K04487	mtur:CFBS_3192
ko:K03522	mtur:CFBS_3195
ko:K03521	mtur:CFBS_3196
ko:K02013	mtur:CFBS_3209
ko:K01079	mtur:CFBS_3210
ko:K00817	mtur:CFBS_4000
ko:K07507	mtur:CFBS_1903
ko:K00330	mtur:CFBS_3322
ko:K00331	mtur:CFBS_3323
ko:K00332	mtur:CFBS_3324
ko:K00333	mtur:CFBS_3325
ko:K00334	mtur:CFBS_3326
ko:K00337	mtur:CFBS_3329
ko:K00338	mtur:CFBS_3330
ko:K00339	mtur:CFBS_3331
ko:K00340	mtur:CFBS_3332
ko:K00341	mtur:CFBS_3333
ko:K00342	mtur:CFBS_3334
ko:K00343	mtur:CFBS_3335
ko:K03924	mtur:CFBS_3342
ko:K07133	mtur:CFBS_3358
ko:K00161	mtur:CFBS_0885
ko:K01858	mtur:CFBS_0051
ko:K00031	mtur:CFBS_0073
ko:K03885	mtur:CFBS_1904
ko:K00931	mtur:CFBS_2586
ko:K03979	mtur:CFBS_2587
ko:K02899	mtur:CFBS_2588
ko:K02888	mtur:CFBS_2589
ko:K11103	mtur:CFBS_2590
ko:K00940	mtur:CFBS_2592
ko:K11754	mtur:CFBS_2594
ko:K01873	mtur:CFBS_2595
ko:K03752	mtur:CFBS_2599
ko:K00175	mtur:CFBS_2600
ko:K00174	mtur:CFBS_2601
ko:K03544	mtur:CFBS_2603
ko:K01358	mtur:CFBS_2606
ko:K01358	mtur:CFBS_2607
ko:K03545	mtur:CFBS_2608
ko:K01808	mtur:CFBS_2611
ko:K01950	mtur:CFBS_2585
ko:K03657	mtur:CFBS_3382
ko:K03426	mtur:CFBS_3384
ko:K10716	mtur:CFBS_3385
ko:K03657	mtur:CFBS_3386
ko:K02361	mtur:CFBS_3402
ko:K03088	mtur:CFBS_3411
ko:K00800	mtur:CFBS_3417
ko:K06949	mtur:CFBS_3418
ko:K07228	mtur:CFBS_3426
ko:K03070	mtur:CFBS_3429
ko:K06048	mtur:CFBS_0450
ko:K07157	mtur:CFBS_0451
ko:K13525	mtur:CFBS_0452
ko:K17103	mtur:CFBS_0453
ko:K01613	mtur:CFBS_0454
ko:K03750	mtur:CFBS_0455
ko:K04077	mtur:CFBS_0457
ko:K03088	mtur:CFBS_0462
ko:K00574	mtur:CFBS_0464
ko:K09701	mtur:CFBS_0465
ko:K09959	mtur:CFBS_0477
ko:K00382	mtur:CFBS_0480
ko:K07110	mtur:CFBS_0483
ko:K01637	mtur:CFBS_0485
ko:K00074	mtur:CFBS_0486
ko:K00574	mtur:CFBS_0487
ko:K00574	mtur:CFBS_0488
ko:K00075	mtur:CFBS_0502
ko:K07001	mtur:CFBS_1124
ko:K07001	mtur:CFBS_1125
ko:K01697	mtur:CFBS_1139
ko:K03624	mtur:CFBS_1142
ko:K06888	mtur:CFBS_1146
ko:K11068	mtur:CFBS_1148
ko:K00600	mtur:CFBS_1160
ko:K07175	mtur:CFBS_1162
ko:K04567	mtur:CFBS_1730
ko:K02520	mtur:CFBS_1731
ko:K02916	mtur:CFBS_1732
ko:K02887	mtur:CFBS_1733
ko:K03437	mtur:CFBS_1734
ko:K01889	mtur:CFBS_1739
ko:K01890	mtur:CFBS_1740
ko:K00145	mtur:CFBS_1743
ko:K00620	mtur:CFBS_1744
ko:K00930	mtur:CFBS_1745
ko:K00611	mtur:CFBS_1747
ko:K03402	mtur:CFBS_1748
ko:K01940	mtur:CFBS_1749
ko:K01755	mtur:CFBS_1750
ko:K03652	mtur:CFBS_1779
ko:K01866	mtur:CFBS_1780
ko:K06442	mtur:CFBS_1785
ko:K01521	mtur:CFBS_2419
ko:K14155	mtur:CFBS_2423
ko:K09925	mtur:CFBS_2424
ko:K04079	mtur:CFBS_2428
ko:K03568	mtur:CFBS_2450
ko:K16785	mtur:CFBS_2460
ko:K16786	mtur:CFBS_2461
ko:K16787	mtur:CFBS_2461
ko:K02575	mtur:CFBS_2464
ko:K01738	mtur:CFBS_2471
ko:K00640	mtur:CFBS_2472
ko:K02016	mtur:CFBS_3212
ko:K13979	mtur:CFBS_3213
ko:K02346	mtur:CFBS_3224
ko:K06200	mtur:CFBS_3231
ko:K15977	mtur:CFBS_3232
ko:K06199	mtur:CFBS_3237
ko:K06199	mtur:CFBS_3238
ko:K01644	mtur:CFBS_3243
ko:K09781	mtur:CFBS_3261
ko:K01875	mtur:CFBS_4064
ko:K01126	mtur:CFBS_4072
ko:K04564	mtur:CFBS_4079
ko:K02553	mtur:CFBS_4086
ko:K00266	mtur:CFBS_4091
ko:K01256	mtur:CFBS_2613
ko:K06886	mtur:CFBS_2617
ko:K07107	mtur:CFBS_2622
ko:K15371	mtur:CFBS_2623
ko:K00631	mtur:CFBS_2627
ko:K06966	mtur:CFBS_2639
ko:K00627	mtur:CFBS_2643
ko:K00162	mtur:CFBS_2644
ko:K00161	mtur:CFBS_2645
ko:K01644	mtur:CFBS_2647
ko:K01969	mtur:CFBS_2651
ko:K01029	mtur:CFBS_2652
ko:K01028	mtur:CFBS_2653
ko:K07124	mtur:CFBS_2658
ko:K06915	mtur:CFBS_2659
ko:K13288	mtur:CFBS_2660
ko:K00943	mtur:CFBS_3436
ko:K01251	mtur:CFBS_3437
ko:K00496	mtur:CFBS_3441
ko:K06895	mtur:CFBS_0508
ko:K01524	mtur:CFBS_0517
ko:K00286	mtur:CFBS_0521
ko:K00574	mtur:CFBS_0525
ko:K02492	mtur:CFBS_0531
ko:K01749	mtur:CFBS_0532
ko:K13542	mtur:CFBS_0533
ko:K01698	mtur:CFBS_0534
ko:K01845	mtur:CFBS_0546
ko:K07399	mtur:CFBS_0550
ko:K02548	mtur:CFBS_0558
ko:K01911	mtur:CFBS_0566
ko:K03602	mtur:CFBS_1175
ko:K03601	mtur:CFBS_1176
ko:K03527	mtur:CFBS_1178
ko:K06942	mtur:CFBS_1180
ko:K00036	mtur:CFBS_1189
ko:K01720	mtur:CFBS_1199
ko:K01647	mtur:CFBS_1200
ko:K00549	mtur:CFBS_1202
ko:K00858	mtur:CFBS_1786
ko:K03631	mtur:CFBS_1787
ko:K01937	mtur:CFBS_1790
ko:K11737	mtur:CFBS_1796
ko:K03321	mtur:CFBS_1800
ko:K05896	mtur:CFBS_1802
ko:K06024	mtur:CFBS_1803
ko:K06178	mtur:CFBS_1804
ko:K00945	mtur:CFBS_1805
ko:K03977	mtur:CFBS_1806
ko:K00074	mtur:CFBS_1808
ko:K02575	mtur:CFBS_1833
ko:K01129	mtur:CFBS_2482
ko:K01114	mtur:CFBS_2487
ko:K01114	mtur:CFBS_2488
ko:K01114	mtur:CFBS_2489
ko:K01880	mtur:CFBS_2496
ko:K03584	mtur:CFBS_2501
ko:K07042	mtur:CFBS_2506
ko:K09761	mtur:CFBS_2511
ko:K03686	mtur:CFBS_2512
ko:K03705	mtur:CFBS_2513
ko:K01809	mtur:CFBS_3444
ko:K00067	mtur:CFBS_3457
ko:K01673	mtur:CFBS_3464
ko:K01588	mtur:CFBS_3466
ko:K01589	mtur:CFBS_3468
ko:K03524	mtur:CFBS_3470
ko:K06287	mtur:CFBS_3473
ko:K02426	mtur:CFBS_3475
ko:K07086	mtur:CFBS_2527
ko:K03664	mtur:CFBS_3270
ko:K09811	mtur:CFBS_3271
ko:K09812	mtur:CFBS_3272
ko:K02836	mtur:CFBS_3275
ko:K00528	mtur:CFBS_3276
ko:K03639	mtur:CFBS_3279
ko:K03637	mtur:CFBS_3281
ko:K03636	mtur:CFBS_3282
ko:K04069	mtur:CFBS_3315
ko:K03980	mtur:CFBS_4143
ko:K03088	mtur:CFBS_4144
ko:K00384	mtur:CFBS_4146
ko:K03671	mtur:CFBS_4147
ko:K03501	mtur:CFBS_4152
ko:K03217	mtur:CFBS_4154
ko:K03564	mtur:CFBS_2671
ko:K00997	mtur:CFBS_2673
ko:K11533	mtur:CFBS_2674
ko:K01584	mtur:CFBS_2682
ko:K03625	mtur:CFBS_2684
ko:K02356	mtur:CFBS_2685
ko:K03786	mtur:CFBS_2688
ko:K01735	mtur:CFBS_2689
ko:K00891	mtur:CFBS_2690
ko:K01736	mtur:CFBS_2691
ko:K02654	mtur:CFBS_2703
ko:K00014	mtur:CFBS_2704
ko:K07082	mtur:CFBS_2705
ko:K07447	mtur:CFBS_2706
ko:K01872	mtur:CFBS_2707
ko:K07478	mtur:CFBS_2711
ko:K02003	mtur:CFBS_2715
ko:K07001	mtur:CFBS_2716
ko:K03724	mtur:CFBS_3487
ko:K02039	mtur:CFBS_3492
ko:K00111	mtur:CFBS_3493
ko:K00382	mtur:CFBS_3494
ko:K00761	mtur:CFBS_3500
ko:K00242	mtur:CFBS_3510
ko:K00239	mtur:CFBS_3511
ko:K00240	mtur:CFBS_3512
ko:K03637	mtur:CFBS_3517
ko:K03639	mtur:CFBS_3519
ko:K03088	mtur:CFBS_3527
ko:K01443	mtur:CFBS_3531
ko:K07058	mtur:CFBS_3534
ko:K01867	mtur:CFBS_3535
ko:K00031	mtur:CFBS_3537
ko:K01740	mtur:CFBS_3539
ko:K00641	mtur:CFBS_3540
ko:K01661	mtur:CFBS_0572
ko:K02551	mtur:CFBS_0579
ko:K03183	mtur:CFBS_0582
ko:K03799	mtur:CFBS_0587
ko:K00057	mtur:CFBS_0588
ko:K09767	mtur:CFBS_0590
ko:K00763	mtur:CFBS_0599
ko:K07282	mtur:CFBS_0600
ko:K06996	mtur:CFBS_0603
ko:K09122	mtur:CFBS_0605
ko:K02066	mtur:CFBS_0613
ko:K02066	mtur:CFBS_0614
ko:K07133	mtur:CFBS_0623
ko:K12410	mtur:CFBS_1227
ko:K00370	mtur:CFBS_1240
ko:K00371	mtur:CFBS_1241
ko:K00373	mtur:CFBS_1242
ko:K06207	mtur:CFBS_1244
ko:K00318	mtur:CFBS_1266
ko:K03088	mtur:CFBS_1267
ko:K00705	mtur:CFBS_1871
ko:K00390	mtur:CFBS_2532
ko:K02045	mtur:CFBS_2538
ko:K02047	mtur:CFBS_2539
ko:K02046	mtur:CFBS_2540
ko:K02048	mtur:CFBS_2541
ko:K03596	mtur:CFBS_2546
ko:K02968	mtur:CFBS_2555
ko:K02340	mtur:CFBS_2556
ko:K02237	mtur:CFBS_2558
ko:K09710	mtur:CFBS_2564
ko:K00969	mtur:CFBS_2565
ko:K00147	mtur:CFBS_2571
ko:K04756	mtur:CFBS_2573
ko:K06966	mtur:CFBS_1283
ko:K02471	mtur:CFBS_1911
ko:K01652	mtur:CFBS_1912
ko:K03070	mtur:CFBS_1913
ko:K02437	mtur:CFBS_1918
ko:K08999	mtur:CFBS_1921
ko:K00281	mtur:CFBS_1924
ko:K06978	mtur:CFBS_1927
ko:K01638	mtur:CFBS_1929
ko:K01430	mtur:CFBS_1940
ko:K01429	mtur:CFBS_1941
ko:K01428	mtur:CFBS_1942
ko:K03188	mtur:CFBS_1943
ko:K03189	mtur:CFBS_1944
ko:K03190	mtur:CFBS_1945
ko:K03885	mtur:CFBS_1946
ko:K02020	mtur:CFBS_1949
ko:K02018	mtur:CFBS_1950
ko:K01876	mtur:CFBS_2723
ko:K00077	mtur:CFBS_2724
ko:K01892	mtur:CFBS_2731
ko:K00759	mtur:CFBS_2735
ko:K03074	mtur:CFBS_2737
ko:K03072	mtur:CFBS_2738
ko:K03210	mtur:CFBS_2739
ko:K03551	mtur:CFBS_2743
ko:K03550	mtur:CFBS_2744
ko:K01159	mtur:CFBS_2745
ko:K00797	mtur:CFBS_2752
ko:K08681	mtur:CFBS_2756
ko:K10805	mtur:CFBS_2757
ko:K06215	mtur:CFBS_2758
ko:K00275	mtur:CFBS_2759
ko:K00995	mtur:CFBS_2764
ko:K01868	mtur:CFBS_2766
ko:K01491	mtur:CFBS_3557
ko:K03216	mtur:CFBS_3567
ko:K01087	mtur:CFBS_3573
ko:K01662	mtur:CFBS_3581
ko:K03527	mtur:CFBS_3582
ko:K00574	mtur:CFBS_3595
ko:K14161	mtur:CFBS_3597
ko:K00965	mtur:CFBS_0647
ko:K00965	mtur:CFBS_0648
ko:K03581	mtur:CFBS_0659
ko:K03582	mtur:CFBS_0660
ko:K03583	mtur:CFBS_0661
ko:K02913	mtur:CFBS_0666
ko:K03073	mtur:CFBS_0670
ko:K02601	mtur:CFBS_0671
ko:K02867	mtur:CFBS_0672
ko:K02863	mtur:CFBS_0673
ko:K00574	mtur:CFBS_0674
ko:K00574	mtur:CFBS_0675
ko:K00574	mtur:CFBS_0676
ko:K00574	mtur:CFBS_0677
ko:K00645	mtur:CFBS_0681
ko:K02864	mtur:CFBS_0683
ko:K02935	mtur:CFBS_0684
ko:K02065	mtur:CFBS_0687
ko:K00796	mtur:CFBS_1286
ko:K01246	mtur:CFBS_1289
ko:K00975	mtur:CFBS_1292
ko:K06978	mtur:CFBS_1294
ko:K03088	mtur:CFBS_1300
ko:K03117	mtur:CFBS_1303
ko:K03284	mtur:CFBS_1319
ko:K00024	mtur:CFBS_1320
ko:K05592	mtur:CFBS_1333
ko:K03594	mtur:CFBS_1968
ko:K01915	mtur:CFBS_1970
ko:K07560	mtur:CFBS_1991
ko:K08972	mtur:CFBS_1997
ko:K03782	mtur:CFBS_2003
ko:K01637	mtur:CFBS_2010
ko:K14415	mtur:CFBS_2784
ko:K09771	mtur:CFBS_2793
ko:K06916	mtur:CFBS_2823
ko:K00231	mtur:CFBS_2829
ko:K01599	mtur:CFBS_2830
ko:K01951	mtur:CFBS_3600
ko:K02291	mtur:CFBS_3601
ko:K03088	mtur:CFBS_3618
ko:K04077	mtur:CFBS_3621
ko:K04078	mtur:CFBS_3622
ko:K03789	mtur:CFBS_3624
ko:K06925	mtur:CFBS_3626
ko:K01775	mtur:CFBS_3627
ko:K03043	mtur:CFBS_0700
ko:K03046	mtur:CFBS_0701
ko:K01151	mtur:CFBS_0705
ko:K09456	mtur:CFBS_0707
ko:K02616	mtur:CFBS_0709
ko:K02950	mtur:CFBS_0717
ko:K02992	mtur:CFBS_0718
ko:K02355	mtur:CFBS_0719
ko:K02358	mtur:CFBS_0720
ko:K02946	mtur:CFBS_0736
ko:K02906	mtur:CFBS_0737
ko:K02926	mtur:CFBS_0738
ko:K02892	mtur:CFBS_0739
ko:K02886	mtur:CFBS_0740
ko:K02965	mtur:CFBS_0741
ko:K02890	mtur:CFBS_0742
ko:K02982	mtur:CFBS_0743
ko:K02878	mtur:CFBS_0744
ko:K02961	mtur:CFBS_0746
ko:K02874	mtur:CFBS_0750
ko:K02895	mtur:CFBS_0751
ko:K02931	mtur:CFBS_0752
ko:K02954	mtur:CFBS_0753
ko:K02994	mtur:CFBS_0754
ko:K02933	mtur:CFBS_0755
ko:K02881	mtur:CFBS_0756
ko:K02988	mtur:CFBS_0757
ko:K02907	mtur:CFBS_0758
ko:K02876	mtur:CFBS_0759
ko:K04773	mtur:CFBS_0760
ko:K08296	mtur:CFBS_1357
ko:K02034	mtur:CFBS_1363
ko:K01673	mtur:CFBS_1365
ko:K00957	mtur:CFBS_1366
ko:K00955	mtur:CFBS_1367
ko:K01887	mtur:CFBS_1374
ko:K01586	mtur:CFBS_1375
ko:K00003	mtur:CFBS_1376
ko:K01733	mtur:CFBS_1377
ko:K00872	mtur:CFBS_1378
ko:K03628	mtur:CFBS_1379
ko:K02909	mtur:CFBS_1380
ko:K02835	mtur:CFBS_1381
ko:K02493	mtur:CFBS_1382
ko:K02108	mtur:CFBS_1386
ko:K02110	mtur:CFBS_1387
ko:K02109	mtur:CFBS_1388
ko:K02111	mtur:CFBS_1390
ko:K02115	mtur:CFBS_1391
ko:K02112	mtur:CFBS_1392
ko:K02114	mtur:CFBS_1393
ko:K09166	mtur:CFBS_2024
ko:K11065	mtur:CFBS_2029
ko:K14652	mtur:CFBS_2037
ko:K02066	mtur:CFBS_2062
ko:K02066	mtur:CFBS_2063
ko:K03684	mtur:CFBS_2833
ko:K01662	mtur:CFBS_2834
ko:K00886	mtur:CFBS_2854
ko:K03086	mtur:CFBS_2855
ko:K07058	mtur:CFBS_2859
ko:K00322	mtur:CFBS_2865
ko:K07738	mtur:CFBS_2870
ko:K01356	mtur:CFBS_2872
ko:K03665	mtur:CFBS_2877
ko:K01778	mtur:CFBS_2878
ko:K00791	mtur:CFBS_2879
ko:K06168	mtur:CFBS_2885
ko:K00820	mtur:CFBS_3654
ko:K03431	mtur:CFBS_3659
ko:K02996	mtur:CFBS_3660
ko:K02871	mtur:CFBS_3661
ko:K03466	mtur:CFBS_3665
ko:K06173	mtur:CFBS_3672
ko:K02879	mtur:CFBS_3673
ko:K03040	mtur:CFBS_3674
ko:K02986	mtur:CFBS_3675
ko:K02948	mtur:CFBS_3676
ko:K02952	mtur:CFBS_3677
ko:K02919	mtur:CFBS_3678
ko:K02518	mtur:CFBS_3679
ko:K01790	mtur:CFBS_3682
ko:K01666	mtur:CFBS_3686
ko:K01652	mtur:CFBS_3687
ko:K00697	mtur:CFBS_3706
ko:K01752	mtur:CFBS_0076
ko:K00600	mtur:CFBS_0077
ko:K02902	mtur:CFBS_0113
ko:K03271	mtur:CFBS_0122
ko:K03273	mtur:CFBS_0123
ko:K02355	mtur:CFBS_0130
ko:K05343	mtur:CFBS_0136
ko:K01628	mtur:CFBS_0763
ko:K03076	mtur:CFBS_0768
ko:K01265	mtur:CFBS_0770
ko:K03088	mtur:CFBS_0771
ko:K00140	mtur:CFBS_0791
ko:K01945	mtur:CFBS_0811
ko:K01756	mtur:CFBS_0816
ko:K01923	mtur:CFBS_0819
ko:K01354	mtur:CFBS_0820
ko:K00790	mtur:CFBS_1397
ko:K13529	mtur:CFBS_1400
ko:K05838	mtur:CFBS_1409
ko:K16147	mtur:CFBS_1412
ko:K00688	mtur:CFBS_1413
ko:K00763	mtur:CFBS_1415
ko:K06891	mtur:CFBS_1416
ko:K01776	mtur:CFBS_1423
ko:K00989	mtur:CFBS_1425
ko:K02078	mtur:CFBS_1429
ko:K09131	mtur:CFBS_2091
ko:K05596	mtur:CFBS_2092
ko:K06895	mtur:CFBS_2093
ko:K01194	mtur:CFBS_2116
ko:K07133	mtur:CFBS_2118
ko:K03565	mtur:CFBS_2888
ko:K00995	mtur:CFBS_2899
ko:K03466	mtur:CFBS_2902
ko:K01714	mtur:CFBS_2906
ko:K03427	mtur:CFBS_2909
ko:K09927	mtur:CFBS_2918
ko:K01061	mtur:CFBS_2922
ko:K00215	mtur:CFBS_2930
ko:K07044	mtur:CFBS_2934
ko:K00259	mtur:CFBS_2937
ko:K00459	mtur:CFBS_2938
ko:K02066	mtur:CFBS_3716
ko:K02066	mtur:CFBS_3717
ko:K01652	mtur:CFBS_3725
ko:K01666	mtur:CFBS_3750
ko:K07682	mtur:CFBS_3308
ko:K14220	mtur:CFBS_t25
ko:K14232	mtur:CFBS_t26
ko:K12445	mtur:CFBS_3112
ko:K01977	mtur:CFBS_r01
ko:K19311	mtur:CFBS_3389
ko:K01990	mtur:CFBS_1778
ko:K14228	mtur:CFBS_t03
ko:K14233	mtur:CFBS_t45
ko:K14233	mtur:CFBS_t42
ko:K14233	mtur:CFBS_t44
ko:K14233	mtur:CFBS_t41
ko:K14232	mtur:CFBS_t40
ko:K14234	mtur:CFBS_t39
ko:K14234	mtur:CFBS_t09
ko:K14229	mtur:CFBS_t10
ko:K14221	mtur:CFBS_t12
ko:K14219	mtur:CFBS_t14
ko:K14218	mtur:CFBS_t15
ko:K14223	mtur:CFBS_t16
ko:K14228	mtur:CFBS_t17
ko:K14219	mtur:CFBS_t18
ko:K01980	mtur:CFBS_r02
ko:K07045	mtur:CFBS_1971
ko:K14229	mtur:CFBS_t30
ko:K14230	mtur:CFBS_t24
ko:K14237	mtur:CFBS_t23
ko:K14228	mtur:CFBS_t20
ko:K14237	mtur:CFBS_t31
ko:K14225	mtur:CFBS_t32
ko:K14218	mtur:CFBS_t37
ko:K14235	mtur:CFBS_t08
ko:K14234	mtur:CFBS_t06
ko:K14225	mtur:CFBS_t04
ko:K14218	mtur:CFBS_t02
ko:K14236	mtur:CFBS_t05
ko:K14230	mtur:CFBS_t07
ko:K14224	mtur:CFBS_t11
ko:K14231	mtur:CFBS_t13
ko:K14228	mtur:CFBS_t19
ko:K14232	mtur:CFBS_t21
ko:K14225	mtur:CFBS_t27
ko:K14219	mtur:CFBS_t28
ko:K14226	mtur:CFBS_t29
ko:K14230	mtur:CFBS_t38
ko:K14219	mtur:CFBS_t43
ko:K01990	mtur:CFBS_1297
ko:K01990	mtur:CFBS_1552
ko:K01990	mtur:CFBS_3094
ko:K00951	mtur:CFBS_2734
ko:K00265	mtur:CFBS_4092
ko:K02484	mtur:CFBS_0797
ko:K01897	mtur:CFBS_2315
ko:K02484	mtur:CFBS_3990
ko:K02484	mtur:CFBS_0627
ko:K02484	mtur:CFBS_0628
ko:K14227	mtur:CFBS_t01
ko:K14228	mtur:CFBS_t22
ko:K14224	mtur:CFBS_t35
ko:K14223	mtur:CFBS_t36
ko:K14237	mtur:CFBS_t34
ko:K10112	mtur:CFBS_2159
ko:K17484	mtur:CFBS_2408
ko:K17483	mtur:CFBS_2409
ko:K01985	mtur:CFBS_r03
ko:K14222	mtur:CFBS_t33
ko:K00384	mtur:CFBS_1567
ko:K00966	mtur:CFBS_3455
ko:K10112	mtur:CFBS_1318
ko:K01739	mtur:CFBS_1141
ko:K17811	mtur:CFBS_3579
ko:K15911	mtur:CFBS_3580
ko:K12434	mtur:CFBS_1752
ko:K14955	mtur:CFBS_1351
