ko:K07497	shb:SU5_03256
ko:K03623	shb:SU5_03847
ko:K03468	shb:SU5_03848
ko:K15548	shb:SU5_03849
ko:K03568	shb:SU5_03852
ko:K08301	shb:SU5_03854
ko:K06287	shb:SU5_03855
ko:K03571	shb:SU5_03856
ko:K03570	shb:SU5_03857
ko:K03569	shb:SU5_03858
ko:K02160	shb:SU5_03863
ko:K01961	shb:SU5_03864
ko:K14392	shb:SU5_03866
ko:K02687	shb:SU5_03867
ko:K03557	shb:SU5_03869
ko:K02472	shb:SU5_037
ko:K02805	shb:SU5_041
ko:K12582	shb:SU5_043
ko:K02853	shb:SU5_044
ko:K02498	shb:SU5_047
ko:K02496	shb:SU5_048
ko:K01749	shb:SU5_050
ko:K05851	shb:SU5_051
ko:K06202	shb:SU5_052
ko:K01778	shb:SU5_057
ko:K09921	shb:SU5_058
ko:K03733	shb:SU5_059
ko:K03657	shb:SU5_061
ko:K03284	shb:SU5_062
ko:K05786	shb:SU5_064
ko:K01058	shb:SU5_066
ko:K03654	shb:SU5_067
ko:K05835	shb:SU5_068
ko:K05834	shb:SU5_069
ko:K03576	shb:SU5_073
ko:K00549	shb:SU5_074
ko:K06871	shb:SU5_075
ko:K01061	shb:SU5_076
ko:K00757	shb:SU5_077
ko:K09760	shb:SU5_078
ko:K03183	shb:SU5_079
ko:K03690	shb:SU5_080
ko:K03688	shb:SU5_081
ko:K03116	shb:SU5_082
ko:K03117	shb:SU5_083
ko:K03118	shb:SU5_084
ko:K03424	shb:SU5_085
ko:K03182	shb:SU5_087
ko:K05368	shb:SU5_088
ko:K01825	shb:SU5_091
ko:K00848	shb:SU5_0145
ko:K02854	shb:SU5_0147
ko:K02856	shb:SU5_0148
ko:K04564	shb:SU5_0153
ko:K06006	shb:SU5_0158
ko:K00850	shb:SU5_0160
ko:K02048	shb:SU5_0161
ko:K01521	shb:SU5_0162
ko:K00847	shb:SU5_0164
ko:K11216	shb:SU5_0169
ko:K11531	shb:SU5_0170
ko:K10558	shb:SU5_0171
ko:K10556	shb:SU5_0172
ko:K10557	shb:SU5_0173
ko:K10555	shb:SU5_0174
ko:K08321	shb:SU5_0175
ko:K01783	shb:SU5_0177
ko:K01803	shb:SU5_0178
ko:K00528	shb:SU5_0181
ko:K00864	shb:SU5_0183
ko:K02440	shb:SU5_0184
ko:K09892	shb:SU5_0185
ko:K02553	shb:SU5_0187
ko:K02548	shb:SU5_0188
ko:K03667	shb:SU5_0189
ko:K01419	shb:SU5_0190
ko:K03591	shb:SU5_0191
ko:K04066	shb:SU5_0193
ko:K02909	shb:SU5_0194
ko:K03764	shb:SU5_0197
ko:K07740	shb:SU5_0244
ko:K03426	shb:SU5_0245
ko:K01599	shb:SU5_0246
ko:K05982	shb:SU5_0247
ko:K09891	shb:SU5_0248
ko:K06214	shb:SU5_01767
ko:K04338	shb:SU5_01768
ko:K04337	shb:SU5_01769
ko:K04335	shb:SU5_01771
ko:K04334	shb:SU5_01772
ko:K04336	shb:SU5_01773
ko:K11941	shb:SU5_01777
ko:K03670	shb:SU5_01778
ko:K03669	shb:SU5_01779
ko:K12147	shb:SU5_01781
ko:K02517	shb:SU5_01783
ko:K07146	shb:SU5_01784
ko:K11250	shb:SU5_01890
ko:K09712	shb:SU5_01896
ko:K03449	shb:SU5_01898
ko:K09786	shb:SU5_01903
ko:K07180	shb:SU5_01904
ko:K06871	shb:SU5_01906
ko:K01792	shb:SU5_01908
ko:K00134	shb:SU5_01909
ko:K09916	shb:SU5_01911
ko:K08281	shb:SU5_01912
ko:K04773	shb:SU5_01914
ko:K01008	shb:SU5_01916
ko:K00262	shb:SU5_01918
ko:K08320	shb:SU5_01920
ko:K01142	shb:SU5_01921
ko:K00840	shb:SU5_01922
ko:K00673	shb:SU5_01923
ko:K06447	shb:SU5_01924
ko:K01484	shb:SU5_01925
ko:K05526	shb:SU5_01926
ko:K05984	shb:SU5_01928
ko:K04064	shb:SU5_01930
ko:K02760	shb:SU5_01931
ko:K02761	shb:SU5_01932
ko:K02759	shb:SU5_01933
ko:K03490	shb:SU5_01934
ko:K03781	shb:SU5_01937
ko:K15722	shb:SU5_01938
ko:K06956	shb:SU5_01939
ko:K07038	shb:SU5_01940
ko:K04564	shb:SU5_02045
ko:K07390	shb:SU5_02047
ko:K03683	shb:SU5_02048
ko:K10680	shb:SU5_02050
ko:K06938	shb:SU5_02052
ko:K06077	shb:SU5_02058
ko:K09001	shb:SU5_02059
ko:K00275	shb:SU5_02061
ko:K01866	shb:SU5_02062
ko:K00868	shb:SU5_02063
ko:K03305	shb:SU5_02065
ko:K10773	shb:SU5_02066
ko:K01809	shb:SU5_02078
ko:K01676	shb:SU5_02079
ko:K07639	shb:SU5_02082
ko:K07661	shb:SU5_02085
ko:K03758	shb:SU5_02087
ko:K00324	shb:SU5_02089
ko:K00325	shb:SU5_02090
ko:K11744	shb:SU5_02091
ko:K11743	shb:SU5_02092
ko:K11742	shb:SU5_02093
ko:K04775	shb:SU5_02094
ko:K08224	shb:SU5_02096
ko:K05787	shb:SU5_0249
ko:K07803	shb:SU5_0251
ko:K01945	shb:SU5_0254
ko:K00602	shb:SU5_0255
ko:K03827	shb:SU5_0256
ko:K00651	shb:SU5_0257
ko:K01638	shb:SU5_0258
ko:K01637	shb:SU5_0259
ko:K00906	shb:SU5_0260
ko:K03324	shb:SU5_0264
ko:K05995	shb:SU5_0265
ko:K09912	shb:SU5_0266
ko:K06182	shb:SU5_0267
ko:K03453	shb:SU5_0269
ko:K00928	shb:SU5_0296
ko:K01810	shb:SU5_0297
ko:K11102	shb:SU5_0357
ko:K09994	shb:SU5_0362
ko:K06193	shb:SU5_0364
ko:K03762	shb:SU5_0365
ko:K07643	shb:SU5_0366
ko:K03760	shb:SU5_0368
ko:K03759	shb:SU5_0369
ko:K03755	shb:SU5_0370
ko:K01584	shb:SU5_0371
ko:K07406	shb:SU5_0373
ko:K01676	shb:SU5_0375
ko:K07703	shb:SU5_0378
ko:K07701	shb:SU5_0379
ko:K07306	shb:SU5_0380
ko:K09474	shb:SU5_0394
ko:K04084	shb:SU5_0397
ko:K03926	shb:SU5_0398
ko:K07791	shb:SU5_0399
ko:K01744	shb:SU5_0400
ko:K07113	shb:SU5_0401
ko:K04078	shb:SU5_0403
ko:K04077	shb:SU5_0404
ko:K00611	shb:SU5_0517
ko:K09893	shb:SU5_0518
ko:K06169	shb:SU5_0520
ko:K03828	shb:SU5_0522
ko:K01873	shb:SU5_0524
ko:K02339	shb:SU5_0525
ko:K01255	shb:SU5_0526
ko:K07091	shb:SU5_0527
ko:K11720	shb:SU5_0528
ko:K06146	shb:SU5_0529
ko:K06157	shb:SU5_0530
ko:K00098	shb:SU5_0532
ko:K12957	shb:SU5_0534
ko:K07454	shb:SU5_0542
ko:K09982	shb:SU5_0545
ko:K01867	shb:SU5_0552
ko:K01779	shb:SU5_0554
ko:K01305	shb:SU5_0556
ko:K01154	shb:SU5_0566
ko:K03427	shb:SU5_0567
ko:K01153	shb:SU5_0568
ko:K09803	shb:SU5_0570
ko:K03774	shb:SU5_0684
ko:K03527	shb:SU5_0685
ko:K12700	shb:SU5_0687
ko:K07702	shb:SU5_0688
ko:K07700	shb:SU5_0689
ko:K01573	shb:SU5_0692
ko:K01910	shb:SU5_0694
ko:K01646	shb:SU5_0695
ko:K01644	shb:SU5_0696
ko:K01643	shb:SU5_0697
ko:K05964	shb:SU5_0698
ko:K00215	shb:SU5_0700
ko:K01956	shb:SU5_0701
ko:K01955	shb:SU5_0702
ko:K08277	shb:SU5_0703
ko:K02182	shb:SU5_0706
ko:K08298	shb:SU5_0707
ko:K08297	shb:SU5_0708
ko:K05245	shb:SU5_0709
ko:K03521	shb:SU5_0710
ko:K03522	shb:SU5_0711
ko:K00313	shb:SU5_0712
ko:K08368	shb:SU5_0714
ko:K11746	shb:SU5_0719
ko:K06195	shb:SU5_0723
ko:K02528	shb:SU5_0724
ko:K00097	shb:SU5_0725
ko:K03771	shb:SU5_0726
ko:K04744	shb:SU5_0727
ko:K05801	shb:SU5_0728
ko:K03580	shb:SU5_0730
ko:K02336	shb:SU5_0731
ko:K01804	shb:SU5_0735
ko:K07676	shb:SU5_02864
ko:K07687	shb:SU5_02865
ko:K07677	shb:SU5_02866
ko:K02469	shb:SU5_02867
ko:K11107	shb:SU5_02874
ko:K01126	shb:SU5_02877
ko:K02445	shb:SU5_02878
ko:K00111	shb:SU5_02879
ko:K00112	shb:SU5_02880
ko:K00113	shb:SU5_02881
ko:K12660	shb:SU5_02884
ko:K12661	shb:SU5_02886
ko:K07806	shb:SU5_02892
ko:K10012	shb:SU5_02893
ko:K10011	shb:SU5_02894
ko:K13014	shb:SU5_02895
ko:K12962	shb:SU5_02897
ko:K12963	shb:SU5_02898
ko:K01911	shb:SU5_02900
ko:K01661	shb:SU5_02902
ko:K02551	shb:SU5_02904
ko:K05594	shb:SU5_02906
ko:K03415	shb:SU5_02909
ko:K00343	shb:SU5_02910
ko:K00342	shb:SU5_02911
ko:K00341	shb:SU5_02912
ko:K00340	shb:SU5_02913
ko:K00339	shb:SU5_02914
ko:K00338	shb:SU5_02915
ko:K00337	shb:SU5_02916
ko:K00334	shb:SU5_02919
ko:K13378	shb:SU5_02920
ko:K00331	shb:SU5_02921
ko:K00330	shb:SU5_02922
ko:K14260	shb:SU5_02924
ko:K09161	shb:SU5_02928
ko:K09899	shb:SU5_02929
ko:K00925	shb:SU5_02931
ko:K13788	shb:SU5_02932
ko:K00615	shb:SU5_02934
ko:K00615	shb:SU5_02935
ko:K07095	shb:SU5_02942
ko:K07071	shb:SU5_02945
ko:K10017	shb:SU5_02946
ko:K10015	shb:SU5_02947
ko:K10016	shb:SU5_02948
ko:K03186	shb:SU5_02951
ko:K01586	shb:SU5_02955
ko:K06714	shb:SU5_02956
ko:K00764	shb:SU5_02957
ko:K03558	shb:SU5_02958
ko:K03749	shb:SU5_02959
ko:K11754	shb:SU5_02960
ko:K01963	shb:SU5_02961
ko:K03975	shb:SU5_02962
ko:K06173	shb:SU5_02963
ko:K03473	shb:SU5_02965
ko:K09906	shb:SU5_02976
ko:K07090	shb:SU5_02977
ko:K07261	shb:SU5_02978
ko:K01736	shb:SU5_02979
ko:K07320	shb:SU5_02980
ko:K08296	shb:SU5_02982
ko:K06076	shb:SU5_02986
ko:K04754	shb:SU5_02987
ko:K07733	shb:SU5_02999
ko:K14261	shb:SU5_03009
ko:K03322	shb:SU5_03015
ko:K11537	shb:SU5_03024
ko:K03815	shb:SU5_03025
ko:K14347	shb:SU5_03028
ko:K09954	shb:SU5_03029
ko:K01972	shb:SU5_03030
ko:K03528	shb:SU5_03031
ko:K06203	shb:SU5_03032
ko:K01738	shb:SU5_03033
ko:K00868	shb:SU5_03037
ko:K01951	shb:SU5_03039
ko:K12339	shb:SU5_03042
ko:K02045	shb:SU5_03043
ko:K02047	shb:SU5_03044
ko:K02046	shb:SU5_03045
ko:K02048	shb:SU5_03046
ko:K07223	shb:SU5_03048
ko:K01448	shb:SU5_03052
ko:K00228	shb:SU5_03053
ko:K04033	shb:SU5_03055
ko:K04025	shb:SU5_03056
ko:K04026	shb:SU5_03057
ko:K03736	shb:SU5_03058
ko:K03735	shb:SU5_03059
ko:K04019	shb:SU5_03060
ko:K04023	shb:SU5_03061
ko:K04022	shb:SU5_03062
ko:K04024	shb:SU5_03063
ko:K04021	shb:SU5_03064
ko:K04020	shb:SU5_03067
ko:K04032	shb:SU5_03068
ko:K04030	shb:SU5_03069
ko:K04029	shb:SU5_03070
ko:K04031	shb:SU5_03071
ko:K00029	shb:SU5_03072
ko:K00615	shb:SU5_03074
ko:K12945	shb:SU5_03076
ko:K07674	shb:SU5_03079
ko:K06957	shb:SU5_03085
ko:K01923	shb:SU5_03087
ko:K07287	shb:SU5_03088
ko:K01714	shb:SU5_03089
ko:K03567	shb:SU5_03090
ko:K03564	shb:SU5_03091
ko:K10763	shb:SU5_03096
ko:K00761	shb:SU5_03098
ko:K01933	shb:SU5_03099
ko:K11175	shb:SU5_03100
ko:K00937	shb:SU5_03101
ko:K01524	shb:SU5_03102
ko:K01951	shb:SU5_03107
ko:K03601	shb:SU5_03109
ko:K13735	shb:SU5_03114
ko:K03977	shb:SU5_03116
ko:K01892	shb:SU5_03119
ko:K15539	shb:SU5_03121
ko:K06941	shb:SU5_03122
ko:K00940	shb:SU5_03123
ko:K07306	shb:SU5_03127
ko:K05367	shb:SU5_03128
ko:K06894	shb:SU5_03129
ko:K07751	shb:SU5_03133
ko:K02600	shb:SU5_03773
ko:K09748	shb:SU5_03774
ko:K01940	shb:SU5_03775
ko:K03075	shb:SU5_03777
ko:K03431	shb:SU5_03778
ko:K00796	shb:SU5_03779
ko:K03798	shb:SU5_03780
ko:K07574	shb:SU5_03782
ko:K03624	shb:SU5_03783
ko:K07259	shb:SU5_03784
ko:K03979	shb:SU5_03786
ko:K02899	shb:SU5_03788
ko:K02888	shb:SU5_03789
ko:K02523	shb:SU5_03790
ko:K00790	shb:SU5_03792
ko:K07122	shb:SU5_03794
ko:K07323	shb:SU5_03795
ko:K02066	shb:SU5_03797
ko:K02065	shb:SU5_03798
ko:K07301	shb:SU5_03799
ko:K06041	shb:SU5_03800
ko:K03270	shb:SU5_03801
ko:K11719	shb:SU5_03802
ko:K09774	shb:SU5_03803
ko:K06861	shb:SU5_03804
ko:K03092	shb:SU5_03805
ko:K05808	shb:SU5_03806
ko:K06958	shb:SU5_03808
ko:K03814	shb:SU5_03811
ko:K07139	shb:SU5_03814
ko:K00266	shb:SU5_03816
ko:K10974	shb:SU5_03818
ko:K00885	shb:SU5_03821
ko:K02992	shb:SU5_03923
ko:K02950	shb:SU5_03924
ko:K07237	shb:SU5_03925
ko:K07236	shb:SU5_03926
ko:K07235	shb:SU5_03927
ko:K03745	shb:SU5_03930
ko:K03775	shb:SU5_03931
ko:K07070	shb:SU5_03932
ko:K06158	shb:SU5_03935
ko:K00855	shb:SU5_03939
ko:K07397	shb:SU5_03940
ko:K04095	shb:SU5_03945
ko:K06141	shb:SU5_03948
ko:K00362	shb:SU5_03949
ko:K00363	shb:SU5_03950
ko:K02598	shb:SU5_03951
ko:K02302	shb:SU5_03952
ko:K01867	shb:SU5_03956
ko:K01091	shb:SU5_03957
ko:K01783	shb:SU5_03958
ko:K03112	shb:SU5_03961
ko:K01735	shb:SU5_03962
ko:K00891	shb:SU5_03963
ko:K02507	shb:SU5_03964
ko:K12291	shb:SU5_03965
ko:K12290	shb:SU5_03966
ko:K12289	shb:SU5_03967
ko:K12288	shb:SU5_03968
ko:K05366	shb:SU5_03969
ko:K08312	shb:SU5_03970
ko:K04762	shb:SU5_03973
ko:K01126	shb:SU5_04028
ko:K05813	shb:SU5_04032
ko:K01996	shb:SU5_04035
ko:K01995	shb:SU5_04036
ko:K01998	shb:SU5_04037
ko:K01997	shb:SU5_04038
ko:K01999	shb:SU5_04039
ko:K01999	shb:SU5_04041
ko:K03089	shb:SU5_04042
ko:K09811	shb:SU5_04043
ko:K09812	shb:SU5_04044
ko:K03110	shb:SU5_04045
ko:K08993	shb:SU5_04047
ko:K01534	shb:SU5_04050
ko:K09125	shb:SU5_04053
ko:K06133	shb:SU5_04057
ko:K07722	shb:SU5_04058
ko:K13926	shb:SU5_04060
ko:K01993	shb:SU5_04061
ko:K07007	shb:SU5_04062
ko:K06144	shb:SU5_04064
ko:K03305	shb:SU5_04066
ko:K15984	shb:SU5_04067
ko:K01414	shb:SU5_04068
ko:K07115	shb:SU5_04070
ko:K03710	shb:SU5_04076
ko:K01194	shb:SU5_04077
ko:K04755	shb:SU5_03135
ko:K04044	shb:SU5_03136
ko:K04082	shb:SU5_03137
ko:K04487	shb:SU5_03140
ko:K13643	shb:SU5_03141
ko:K15396	shb:SU5_03142
ko:K05820	shb:SU5_03151
ko:K00600	shb:SU5_03152
ko:K05916	shb:SU5_03153
ko:K03765	shb:SU5_03154
ko:K03305	shb:SU5_03157
ko:K04751	shb:SU5_03158
ko:K07715	shb:SU5_03159
ko:K07711	shb:SU5_03161
ko:K01952	shb:SU5_03162
ko:K11991	shb:SU5_03164
ko:K07106	shb:SU5_03167
ko:K09790	shb:SU5_01174
ko:K00759	shb:SU5_01175
ko:K02343	shb:SU5_01176
ko:K09747	shb:SU5_01177
ko:K06187	shb:SU5_01178
ko:K04079	shb:SU5_01179
ko:K01772	shb:SU5_01182
ko:K00892	shb:SU5_01185
ko:K08223	shb:SU5_01187
ko:K09973	shb:SU5_01190
ko:K07340	shb:SU5_01194
ko:K02068	shb:SU5_01196
ko:K02069	shb:SU5_01197
ko:K05838	shb:SU5_01198
ko:K10804	shb:SU5_01200
ko:K02003	shb:SU5_01201
ko:K02073	shb:SU5_01204
ko:K02071	shb:SU5_01205
ko:K02072	shb:SU5_01206
ko:K06917	shb:SU5_01207
ko:K10972	shb:SU5_01208
ko:K01483	shb:SU5_01209
ko:K10973	shb:SU5_01210
ko:K01608	shb:SU5_01211
ko:K10975	shb:SU5_01215
ko:K00865	shb:SU5_01218
ko:K14977	shb:SU5_01219
ko:K02083	shb:SU5_01220
ko:K03642	shb:SU5_01328
ko:K05837	shb:SU5_01329
ko:K05515	shb:SU5_01330
ko:K00783	shb:SU5_01331
ko:K09710	shb:SU5_01332
ko:K00969	shb:SU5_01336
ko:K02340	shb:SU5_01337
ko:K03643	shb:SU5_01338
ko:K01869	shb:SU5_01339
ko:K04045	shb:SU5_01350
ko:K10004	shb:SU5_01353
ko:K10002	shb:SU5_01354
ko:K10003	shb:SU5_01355
ko:K10001	shb:SU5_01356
ko:K03820	shb:SU5_01357
ko:K06189	shb:SU5_01358
ko:K07042	shb:SU5_01359
ko:K06168	shb:SU5_01361
ko:K03184	shb:SU5_01362
ko:K01953	shb:SU5_01364
ko:K02565	shb:SU5_01366
ko:K01443	shb:SU5_01367
ko:K02802	shb:SU5_01369
ko:K02803	shb:SU5_01369
ko:K02804	shb:SU5_01369
ko:K01886	shb:SU5_01370
ko:K03639	shb:SU5_01473
ko:K03638	shb:SU5_01474
ko:K03637	shb:SU5_01475
ko:K03636	shb:SU5_01476
ko:K06890	shb:SU5_01478
ko:K06890	shb:SU5_01479
ko:K01993	shb:SU5_01489
ko:K11927	shb:SU5_01491
ko:K10037	shb:SU5_01499
ko:K10036	shb:SU5_01500
ko:K04047	shb:SU5_01501
ko:K11939	shb:SU5_01502
ko:K11934	shb:SU5_01503
ko:K11924	shb:SU5_01505
ko:K00656	shb:SU5_01511
ko:K04069	shb:SU5_01512
ko:K03750	shb:SU5_01514
ko:K13051	shb:SU5_01515
ko:K13892	shb:SU5_01516
ko:K13889	shb:SU5_01517
ko:K13890	shb:SU5_01518
ko:K13891	shb:SU5_01519
ko:K14441	shb:SU5_01520
ko:K06891	shb:SU5_01576
ko:K03694	shb:SU5_01577
ko:K06911	shb:SU5_01581
ko:K02518	shb:SU5_01583
ko:K00684	shb:SU5_01584
ko:K00384	shb:SU5_01587
ko:K03466	shb:SU5_01589
ko:K03634	shb:SU5_01590
ko:K07478	shb:SU5_01591
ko:K01875	shb:SU5_01592
ko:K07306	shb:SU5_01593
ko:K08219	shb:SU5_01596
ko:K04069	shb:SU5_01598
ko:K00656	shb:SU5_01602
ko:K09136	shb:SU5_01604
ko:K00831	shb:SU5_01606
ko:K00800	shb:SU5_01607
ko:K07387	shb:SU5_01608
ko:K00945	shb:SU5_01609
ko:K02945	shb:SU5_01610
ko:K05788	shb:SU5_01611
ko:K00912	shb:SU5_01614
ko:K09927	shb:SU5_01615
ko:K09791	shb:SU5_01616
ko:K00979	shb:SU5_01617
ko:K06219	shb:SU5_01620
ko:K03633	shb:SU5_01621
ko:K03804	shb:SU5_01622
ko:K03632	shb:SU5_01623
ko:K01256	shb:SU5_01692
ko:K07140	shb:SU5_01695
ko:K12297	shb:SU5_01696
ko:K15738	shb:SU5_01697
ko:K03808	shb:SU5_01698
ko:K06192	shb:SU5_01699
ko:K09857	shb:SU5_01700
ko:K03812	shb:SU5_01701
ko:K01716	shb:SU5_01702
ko:K04770	shb:SU5_01703
ko:K09911	shb:SU5_01704
ko:K03658	shb:SU5_01710
ko:K01734	shb:SU5_01711
ko:K06929	shb:SU5_01713
ko:K11940	shb:SU5_01714
ko:K06969	shb:SU5_01715
ko:K01512	shb:SU5_01718
ko:K07127	shb:SU5_01728
ko:K05921	shb:SU5_01732
ko:K00455	shb:SU5_01734
ko:K02509	shb:SU5_01736
ko:K02846	shb:SU5_01787
ko:K12148	shb:SU5_01788
ko:K12149	shb:SU5_01789
ko:K01465	shb:SU5_01790
ko:K03675	shb:SU5_01792
ko:K08162	shb:SU5_01793
ko:K03790	shb:SU5_01794
ko:K09915	shb:SU5_01795
ko:K03980	shb:SU5_01797
ko:K02399	shb:SU5_01798
ko:K02398	shb:SU5_01799
ko:K02386	shb:SU5_01800
ko:K02387	shb:SU5_01801
ko:K02388	shb:SU5_01802
ko:K02389	shb:SU5_01803
ko:K02390	shb:SU5_01804
ko:K02391	shb:SU5_01805
ko:K02392	shb:SU5_01806
ko:K02393	shb:SU5_01807
ko:K02394	shb:SU5_01808
ko:K02395	shb:SU5_01809
ko:K02396	shb:SU5_01810
ko:K02397	shb:SU5_01811
ko:K08300	shb:SU5_01812
ko:K07040	shb:SU5_01816
ko:K02911	shb:SU5_01817
ko:K03621	shb:SU5_01818
ko:K00648	shb:SU5_01819
ko:K00645	shb:SU5_01820
ko:K02078	shb:SU5_01822
ko:K09458	shb:SU5_01823
ko:K07082	shb:SU5_01825
ko:K00943	shb:SU5_01826
ko:K02341	shb:SU5_01827
ko:K03424	shb:SU5_01828
ko:K07337	shb:SU5_01833
ko:K07251	shb:SU5_01834
ko:K01207	shb:SU5_01835
ko:K07000	shb:SU5_01836
ko:K03885	shb:SU5_01837
ko:K01173	shb:SU5_01948
ko:K01868	shb:SU5_01951
ko:K02520	shb:SU5_01952
ko:K02916	shb:SU5_01953
ko:K02407	shb:SU5_02564
ko:K02422	shb:SU5_02565
ko:K02423	shb:SU5_02566
ko:K07112	shb:SU5_02569
ko:K02408	shb:SU5_02571
ko:K02409	shb:SU5_02572
ko:K02410	shb:SU5_02573
ko:K02411	shb:SU5_02574
ko:K02412	shb:SU5_02575
ko:K02413	shb:SU5_02576
ko:K02415	shb:SU5_02578
ko:K02416	shb:SU5_02579
ko:K02417	shb:SU5_02580
ko:K02418	shb:SU5_02581
ko:K02419	shb:SU5_02582
ko:K02420	shb:SU5_02583
ko:K02421	shb:SU5_02584
ko:K07781	shb:SU5_02585
ko:K07026	shb:SU5_02588
ko:K09781	shb:SU5_02591
ko:K07458	shb:SU5_02593
ko:K06950	shb:SU5_02595
ko:K03704	shb:SU5_02597
ko:K09933	shb:SU5_02600
ko:K01241	shb:SU5_02606
ko:K00768	shb:SU5_02610
ko:K02233	shb:SU5_02611
ko:K06871	shb:SU5_03621
ko:K06995	shb:SU5_03625
ko:K11903	shb:SU5_03629
ko:K08191	shb:SU5_03632
ko:K01686	shb:SU5_03633
ko:K01812	shb:SU5_03635
ko:K01460	shb:SU5_03637
ko:K02020	shb:SU5_03639
ko:K02016	shb:SU5_03640
ko:K04653	shb:SU5_03641
ko:K04651	shb:SU5_03642
ko:K03561	shb:SU5_03656
ko:K08325	shb:SU5_03660
ko:K03319	shb:SU5_03662
ko:K15977	shb:SU5_03727
ko:K06911	shb:SU5_03731
ko:K01752	shb:SU5_03734
ko:K00656	shb:SU5_03735
ko:K03838	shb:SU5_03737
ko:K01754	shb:SU5_03738
ko:K07592	shb:SU5_03739
ko:K00865	shb:SU5_03740
ko:K02773	shb:SU5_03746
ko:K02774	shb:SU5_03747
ko:K07056	shb:SU5_03751
ko:K07121	shb:SU5_03752
ko:K07460	shb:SU5_03753
ko:K05520	shb:SU5_03757
ko:K09979	shb:SU5_03758
ko:K07461	shb:SU5_03759
ko:K03824	shb:SU5_03760
ko:K08303	shb:SU5_03762
ko:K03835	shb:SU5_03765
ko:K05592	shb:SU5_03766
ko:K05803	shb:SU5_03767
ko:K00962	shb:SU5_03768
ko:K02956	shb:SU5_03769
ko:K02834	shb:SU5_03771
ko:K02519	shb:SU5_03772
ko:K00014	shb:SU5_03879
ko:K07566	shb:SU5_03880
ko:K07479	shb:SU5_03881
ko:K04096	shb:SU5_03883
ko:K01462	shb:SU5_03884
ko:K00604	shb:SU5_03885
ko:K03500	shb:SU5_03886
ko:K03282	shb:SU5_03888
ko:K02879	shb:SU5_03891
ko:K03040	shb:SU5_03892
ko:K02986	shb:SU5_03893
ko:K02948	shb:SU5_03894
ko:K02952	shb:SU5_03895
ko:K03076	shb:SU5_03896
ko:K02876	shb:SU5_03897
ko:K02907	shb:SU5_03898
ko:K02988	shb:SU5_03899
ko:K02881	shb:SU5_03900
ko:K02933	shb:SU5_03901
ko:K02994	shb:SU5_03902
ko:K02954	shb:SU5_03903
ko:K02931	shb:SU5_03904
ko:K02895	shb:SU5_03905
ko:K02874	shb:SU5_03906
ko:K02961	shb:SU5_03907
ko:K02904	shb:SU5_03908
ko:K02878	shb:SU5_03909
ko:K02982	shb:SU5_03910
ko:K02890	shb:SU5_03911
ko:K02965	shb:SU5_03912
ko:K02886	shb:SU5_03913
ko:K02892	shb:SU5_03914
ko:K02926	shb:SU5_03915
ko:K02906	shb:SU5_03916
ko:K02946	shb:SU5_03917
ko:K03594	shb:SU5_03919
ko:K02192	shb:SU5_03920
ko:K02355	shb:SU5_03922
ko:K04083	shb:SU5_03974
ko:K01610	shb:SU5_03976
ko:K07638	shb:SU5_03977
ko:K07659	shb:SU5_03978
ko:K04760	shb:SU5_03979
ko:K06959	shb:SU5_03980
ko:K04758	shb:SU5_03981
ko:K04759	shb:SU5_03982
ko:K07490	shb:SU5_03983
ko:K02170	shb:SU5_03985
ko:K07400	shb:SU5_03987
ko:K06155	shb:SU5_03988
ko:K00705	shb:SU5_03989
ko:K00688	shb:SU5_03990
ko:K03556	shb:SU5_03991
ko:K14415	shb:SU5_03994
ko:K14414	shb:SU5_03996
ko:K02444	shb:SU5_03997
ko:K02439	shb:SU5_03999
ko:K00111	shb:SU5_04000
ko:K02040	shb:SU5_04002
ko:K00005	shb:SU5_04004
ko:K01687	shb:SU5_04006
ko:K00688	shb:SU5_04009
ko:K00703	shb:SU5_04010
ko:K00975	shb:SU5_04011
ko:K00133	shb:SU5_04014
ko:K06156	shb:SU5_04016
ko:K06145	shb:SU5_04018
ko:K06911	shb:SU5_04019
ko:K09936	shb:SU5_04024
ko:K07058	shb:SU5_04082
ko:K07290	shb:SU5_04084
ko:K03753	shb:SU5_096
ko:K03752	shb:SU5_097
ko:K09896	shb:SU5_098
ko:K03673	shb:SU5_0100
ko:K03978	shb:SU5_0103
ko:K09894	shb:SU5_0104
ko:K07712	shb:SU5_0106
ko:K07708	shb:SU5_0107
ko:K01915	shb:SU5_0108
ko:K06207	shb:SU5_0109
ko:K15922	shb:SU5_0114
ko:K07090	shb:SU5_0115
ko:K08318	shb:SU5_0119
ko:K07058	shb:SU5_0123
ko:K07560	shb:SU5_0124
ko:K02380	shb:SU5_0131
ko:K02379	shb:SU5_0135
ko:K03534	shb:SU5_0141
ko:K12525	shb:SU5_0199
ko:K00297	shb:SU5_0204
ko:K03782	shb:SU5_0205
ko:K09974	shb:SU5_0206
ko:K00005	shb:SU5_0207
ko:K01595	shb:SU5_0211
ko:K01438	shb:SU5_0212
ko:K00145	shb:SU5_0213
ko:K00930	shb:SU5_0214
ko:K01755	shb:SU5_0215
ko:K04761	shb:SU5_0216
ko:K00322	shb:SU5_0217
ko:K01776	shb:SU5_0222
ko:K00075	shb:SU5_0223
ko:K03524	shb:SU5_0224
ko:K02358	shb:SU5_0226
ko:K03073	shb:SU5_0227
ko:K02601	shb:SU5_0228
