ko:K16238	kpy:KPNIH31_05620
ko:K00116	kpy:KPNIH31_17595
ko:K03321	kpy:KPNIH31_17600
ko:K06213	kpy:KPNIH31_17605
ko:K06159	kpy:KPNIH31_17610
ko:K03919	kpy:KPNIH31_17615
ko:K10778	kpy:KPNIH31_17620
ko:K03734	kpy:KPNIH31_17625
ko:K09475	kpy:KPNIH31_17630
ko:K07676	kpy:KPNIH31_17635
ko:K07687	kpy:KPNIH31_17640
ko:K07677	kpy:KPNIH31_17645
ko:K02469	kpy:KPNIH31_17650
ko:K00568	kpy:KPNIH31_17655
ko:K11107	kpy:KPNIH31_17670
ko:K01126	kpy:KPNIH31_17675
ko:K02445	kpy:KPNIH31_17680
ko:K00111	kpy:KPNIH31_17685
ko:K00112	kpy:KPNIH31_17690
ko:K00113	kpy:KPNIH31_17695
ko:K12660	kpy:KPNIH31_17700
ko:K12661	kpy:KPNIH31_17710
ko:K17466	kpy:KPNIH31_18235
ko:K17465	kpy:KPNIH31_18240
ko:K17464	kpy:KPNIH31_18245
ko:K00674	kpy:KPNIH31_18360
ko:K11921	kpy:KPNIH31_18395
ko:K03449	kpy:KPNIH31_18405
ko:K14261	kpy:KPNIH31_18410
ko:K02478	kpy:KPNIH31_18425
ko:K02477	kpy:KPNIH31_18430
ko:K00845	kpy:KPNIH31_18435
ko:K03322	kpy:KPNIH31_18460
ko:K11535	kpy:KPNIH31_18465
ko:K01885	kpy:KPNIH31_18500
ko:K07783	kpy:KPNIH31_25485
ko:K03718	kpy:KPNIH31_00010
ko:K06205	kpy:KPNIH31_00005
ko:K01914	kpy:KPNIH31_00015
ko:K07726	kpy:KPNIH31_25470
ko:K07784	kpy:KPNIH31_25480
ko:K07675	kpy:KPNIH31_25490
ko:K02029	kpy:KPNIH31_13670
ko:K02030	kpy:KPNIH31_13680
ko:K11738	kpy:KPNIH31_13710
ko:K02014	kpy:KPNIH31_13725
ko:K01250	kpy:KPNIH31_13745
ko:K03823	kpy:KPNIH31_13760
ko:K09936	kpy:KPNIH31_13765
ko:K00137	kpy:KPNIH31_13815
ko:K02053	kpy:KPNIH31_13820
ko:K02054	kpy:KPNIH31_13825
ko:K02052	kpy:KPNIH31_13830
ko:K02055	kpy:KPNIH31_13835
ko:K00425	kpy:KPNIH31_13845
ko:K00426	kpy:KPNIH31_13850
ko:K08303	kpy:KPNIH31_13870
ko:K05782	kpy:KPNIH31_13885
ko:K07506	kpy:KPNIH31_13890
ko:K16868	kpy:KPNIH31_13905
ko:K03304	kpy:KPNIH31_13910
ko:K03817	kpy:KPNIH31_13920
ko:K00055	kpy:KPNIH31_13930
ko:K03929	kpy:KPNIH31_13935
ko:K00449	kpy:KPNIH31_13945
ko:K00448	kpy:KPNIH31_13950
ko:K05358	kpy:KPNIH31_13960
ko:K00121	kpy:KPNIH31_13965
ko:K12262	kpy:KPNIH31_13975
ko:K01488	kpy:KPNIH31_14000
ko:K01223	kpy:KPNIH31_14010
ko:K03617	kpy:KPNIH31_14025
ko:K03616	kpy:KPNIH31_14030
ko:K03615	kpy:KPNIH31_14035
ko:K03614	kpy:KPNIH31_14040
ko:K03612	kpy:KPNIH31_14045
ko:K03613	kpy:KPNIH31_14050
ko:K10773	kpy:KPNIH31_14055
ko:K03305	kpy:KPNIH31_14065
ko:K00799	kpy:KPNIH31_14070
ko:K00868	kpy:KPNIH31_14075
ko:K01866	kpy:KPNIH31_14080
ko:K00275	kpy:KPNIH31_14085
ko:K09001	kpy:KPNIH31_14095
ko:K06077	kpy:KPNIH31_14100
ko:K06075	kpy:KPNIH31_14110
ko:K06938	kpy:KPNIH31_14140
ko:K16137	kpy:KPNIH31_14145
ko:K10680	kpy:KPNIH31_14150
ko:K01759	kpy:KPNIH31_14155
ko:K03683	kpy:KPNIH31_14160
ko:K07390	kpy:KPNIH31_14165
ko:K13631	kpy:KPNIH31_14175
ko:K04564	kpy:KPNIH31_14180
ko:K03604	kpy:KPNIH31_14195
ko:K00574	kpy:KPNIH31_14210
ko:K00793	kpy:KPNIH31_14215
ko:K03327	kpy:KPNIH31_14220
ko:K06966	kpy:KPNIH31_14230
ko:K01673	kpy:KPNIH31_14300
ko:K01759	kpy:KPNIH31_14315
ko:K02035	kpy:KPNIH31_14325
ko:K02033	kpy:KPNIH31_14330
ko:K02034	kpy:KPNIH31_14335
ko:K02200	kpy:KPNIH31_14410
ko:K02199	kpy:KPNIH31_14415
ko:K02198	kpy:KPNIH31_14420
ko:K02197	kpy:KPNIH31_14425
ko:K02196	kpy:KPNIH31_14430
ko:K02195	kpy:KPNIH31_14435
ko:K02194	kpy:KPNIH31_14440
ko:K02193	kpy:KPNIH31_14445
ko:K06151	kpy:KPNIH31_14455
ko:K06152	kpy:KPNIH31_14460
ko:K02010	kpy:KPNIH31_14470
ko:K02011	kpy:KPNIH31_14475
ko:K02012	kpy:KPNIH31_14480
ko:K13574	kpy:KPNIH31_14490
ko:K02028	kpy:KPNIH31_14530
ko:K02029	kpy:KPNIH31_14535
ko:K02030	kpy:KPNIH31_14540
ko:K02016	kpy:KPNIH31_14555
ko:K02015	kpy:KPNIH31_14560
ko:K02015	kpy:KPNIH31_14565
ko:K02013	kpy:KPNIH31_14570
ko:K02014	kpy:KPNIH31_14575
ko:K02049	kpy:KPNIH31_14580
ko:K02050	kpy:KPNIH31_14585
ko:K02051	kpy:KPNIH31_14590
ko:K15553	kpy:KPNIH31_14595
ko:K04091	kpy:KPNIH31_14605
ko:K05810	kpy:KPNIH31_14625
ko:K05819	kpy:KPNIH31_14630
ko:K01666	kpy:KPNIH31_14635
ko:K04073	kpy:KPNIH31_14640
ko:K02554	kpy:KPNIH31_14645
ko:K05713	kpy:KPNIH31_14655
ko:K05712	kpy:KPNIH31_14660
ko:K05818	kpy:KPNIH31_14665
ko:K02016	kpy:KPNIH31_14670
ko:K02015	kpy:KPNIH31_14675
ko:K02013	kpy:KPNIH31_14680
ko:K02020	kpy:KPNIH31_14685
ko:K18325	kpy:KPNIH31_01605
ko:K07277	kpy:KPNIH31_01625
ko:K01092	kpy:KPNIH31_01635
ko:K13631	kpy:KPNIH31_01680
ko:K13639	kpy:KPNIH31_01685
ko:K00799	kpy:KPNIH31_01690
ko:K06901	kpy:KPNIH31_01695
ko:K03316	kpy:KPNIH31_01700
ko:K06518	kpy:KPNIH31_01710
ko:K07347	kpy:KPNIH31_01735
ko:K14393	kpy:KPNIH31_01750
ko:K04088	kpy:KPNIH31_02310
ko:K04087	kpy:KPNIH31_02315
ko:K09937	kpy:KPNIH31_02330
ko:K01939	kpy:KPNIH31_02335
ko:K13771	kpy:KPNIH31_02340
ko:K12573	kpy:KPNIH31_02345
ko:K03218	kpy:KPNIH31_02350
ko:K09456	kpy:KPNIH31_02355
ko:K06889	kpy:KPNIH31_02370
ko:K03477	kpy:KPNIH31_02375
ko:K04564	kpy:KPNIH31_00365
ko:K07640	kpy:KPNIH31_00375
ko:K06006	kpy:KPNIH31_00385
ko:K13283	kpy:KPNIH31_00390
ko:K00850	kpy:KPNIH31_00395
ko:K02553	kpy:KPNIH31_00400
ko:K02548	kpy:KPNIH31_00405
ko:K03667	kpy:KPNIH31_00410
ko:K02856	kpy:KPNIH31_00360
ko:K03591	kpy:KPNIH31_00420
ko:K05499	kpy:KPNIH31_00425
ko:K04066	kpy:KPNIH31_00435
ko:K02909	kpy:KPNIH31_00440
ko:K03764	kpy:KPNIH31_00445
ko:K01739	kpy:KPNIH31_00450
ko:K12525	kpy:KPNIH31_00455
ko:K01607	kpy:KPNIH31_00470
ko:K00297	kpy:KPNIH31_00480
ko:K00005	kpy:KPNIH31_00490
ko:K08314	kpy:KPNIH31_00495
ko:K01595	kpy:KPNIH31_00510
ko:K01438	kpy:KPNIH31_00515
ko:K00145	kpy:KPNIH31_00520
ko:K00930	kpy:KPNIH31_00525
ko:K03475	kpy:KPNIH31_00250
ko:K01624	kpy:KPNIH31_00255
ko:K02821	kpy:KPNIH31_00265
ko:K03924	kpy:KPNIH31_00025
ko:K03549	kpy:KPNIH31_00030
ko:K06726	kpy:KPNIH31_00035
ko:K10441	kpy:KPNIH31_00040
ko:K10440	kpy:KPNIH31_00045
ko:K10439	kpy:KPNIH31_00050
ko:K00852	kpy:KPNIH31_00055
ko:K02529	kpy:KPNIH31_00060
ko:K03753	kpy:KPNIH31_00095
ko:K03752	kpy:KPNIH31_00100
ko:K09896	kpy:KPNIH31_00105
ko:K03673	kpy:KPNIH31_00115
ko:K03978	kpy:KPNIH31_00130
ko:K09894	kpy:KPNIH31_00135
ko:K07712	kpy:KPNIH31_00145
ko:K07708	kpy:KPNIH31_00150
ko:K01915	kpy:KPNIH31_00155
ko:K06207	kpy:KPNIH31_00165
ko:K07058	kpy:KPNIH31_00175
ko:K07560	kpy:KPNIH31_00180
ko:K02380	kpy:KPNIH31_00205
ko:K00127	kpy:KPNIH31_00210
ko:K00124	kpy:KPNIH31_00215
ko:K00123	kpy:KPNIH31_00220
ko:K00123	kpy:KPNIH31_00225
ko:K02379	kpy:KPNIH31_00230
ko:K00850	kpy:KPNIH31_00240
ko:K02822	kpy:KPNIH31_00245
ko:K01419	kpy:KPNIH31_00415
ko:K04761	kpy:KPNIH31_00535
ko:K00322	kpy:KPNIH31_00540
ko:K16092	kpy:KPNIH31_00560
ko:K01776	kpy:KPNIH31_00565
ko:K09897	kpy:KPNIH31_00610
ko:K07391	kpy:KPNIH31_00615
ko:K01652	kpy:KPNIH31_00625
ko:K11258	kpy:KPNIH31_00630
ko:K00826	kpy:KPNIH31_00635
ko:K01687	kpy:KPNIH31_00640
ko:K01754	kpy:KPNIH31_00645
ko:K02521	kpy:KPNIH31_00650
ko:K00053	kpy:KPNIH31_00655
ko:K03769	kpy:KPNIH31_00660
ko:K03769	kpy:KPNIH31_00665
ko:K03656	kpy:KPNIH31_00670
ko:K01755	kpy:KPNIH31_00530
ko:K07150	kpy:KPNIH31_00675
ko:K01524	kpy:KPNIH31_00690
ko:K03732	kpy:KPNIH31_00695
ko:K03671	kpy:KPNIH31_00700
ko:K03628	kpy:KPNIH31_00705
ko:K02851	kpy:KPNIH31_00710
ko:K05790	kpy:KPNIH31_00715
ko:K01791	kpy:KPNIH31_00720
ko:K02472	kpy:KPNIH31_00725
ko:K00973	kpy:KPNIH31_00735
ko:K16704	kpy:KPNIH31_00740
ko:K02805	kpy:KPNIH31_00745
ko:K16693	kpy:KPNIH31_00750
ko:K12582	kpy:KPNIH31_00755
ko:K02853	kpy:KPNIH31_00760
ko:K02852	kpy:KPNIH31_00765
ko:K03534	kpy:KPNIH31_00305
ko:K10561	kpy:KPNIH31_00315
ko:K10560	kpy:KPNIH31_00320
ko:K10562	kpy:KPNIH31_00325
ko:K10559	kpy:KPNIH31_00330
ko:K01629	kpy:KPNIH31_00335
ko:K01813	kpy:KPNIH31_00340
ko:K00848	kpy:KPNIH31_00345
ko:K02855	kpy:KPNIH31_00350
ko:K02854	kpy:KPNIH31_00355
ko:K02529	kpy:KPNIH31_00290
ko:K07407	kpy:KPNIH31_00295
ko:K02532	kpy:KPNIH31_00300
ko:K02040	kpy:KPNIH31_25825
ko:K00820	kpy:KPNIH31_25830
ko:K04042	kpy:KPNIH31_25835
ko:K02114	kpy:KPNIH31_25855
ko:K02112	kpy:KPNIH31_25860
ko:K02115	kpy:KPNIH31_25865
ko:K02111	kpy:KPNIH31_25870
ko:K02113	kpy:KPNIH31_25875
ko:K02109	kpy:KPNIH31_25880
ko:K02110	kpy:KPNIH31_25885
ko:K01753	kpy:KPNIH31_25545
ko:K06871	kpy:KPNIH31_25550
ko:K00389	kpy:KPNIH31_25560
ko:K01232	kpy:KPNIH31_25565
ko:K02749	kpy:KPNIH31_25570
ko:K02750	kpy:KPNIH31_25570
ko:K03482	kpy:KPNIH31_25575
ko:K07085	kpy:KPNIH31_25580
ko:K04081	kpy:KPNIH31_25590
ko:K04080	kpy:KPNIH31_25595
ko:K08194	kpy:KPNIH31_25610
ko:K01653	kpy:KPNIH31_25500
ko:K01652	kpy:KPNIH31_25505
ko:K08154	kpy:KPNIH31_25525
ko:K13636	kpy:KPNIH31_25530
ko:K13629	kpy:KPNIH31_25540
ko:K08163	kpy:KPNIH31_25750
ko:K06901	kpy:KPNIH31_25770
ko:K02914	kpy:KPNIH31_25670
ko:K08998	kpy:KPNIH31_25680
ko:K03217	kpy:KPNIH31_25685
ko:K03650	kpy:KPNIH31_25690
ko:K01494	kpy:KPNIH31_25705
ko:K07214	kpy:KPNIH31_25790
ko:K10124	kpy:KPNIH31_25795
ko:K02039	kpy:KPNIH31_25805
ko:K02036	kpy:KPNIH31_25810
ko:K02038	kpy:KPNIH31_25815
ko:K02037	kpy:KPNIH31_25820
ko:K01684	kpy:KPNIH31_25615
ko:K01631	kpy:KPNIH31_25620
ko:K00883	kpy:KPNIH31_25625
ko:K02470	kpy:KPNIH31_25650
ko:K03629	kpy:KPNIH31_25655
ko:K02338	kpy:KPNIH31_25660
ko:K02313	kpy:KPNIH31_25665
ko:K07644	kpy:KPNIH31_27235
ko:K07665	kpy:KPNIH31_27240
ko:K07798	kpy:KPNIH31_27255
ko:K07787	kpy:KPNIH31_27260
ko:K03186	kpy:KPNIH31_17970
ko:K01586	kpy:KPNIH31_17990
ko:K06714	kpy:KPNIH31_17995
ko:K00764	kpy:KPNIH31_18000
ko:K03558	kpy:KPNIH31_18005
ko:K03749	kpy:KPNIH31_18010
ko:K11754	kpy:KPNIH31_18015
ko:K01963	kpy:KPNIH31_18020
ko:K03975	kpy:KPNIH31_18025
ko:K06173	kpy:KPNIH31_18030
ko:K03473	kpy:KPNIH31_18040
ko:K00647	kpy:KPNIH31_18055
ko:K15461	kpy:KPNIH31_18060
ko:K09906	kpy:KPNIH31_18070
ko:K07090	kpy:KPNIH31_18075
ko:K07261	kpy:KPNIH31_18080
ko:K01736	kpy:KPNIH31_18085
ko:K07320	kpy:KPNIH31_18090
ko:K08296	kpy:KPNIH31_18100
ko:K01782	kpy:KPNIH31_18105
ko:K06076	kpy:KPNIH31_18120
ko:K04754	kpy:KPNIH31_18125
ko:K08094	kpy:KPNIH31_18205
ko:K08093	kpy:KPNIH31_18210
ko:K05878	kpy:KPNIH31_18215
ko:K05879	kpy:KPNIH31_18220
ko:K00009	kpy:KPNIH31_18225
ko:K17467	kpy:KPNIH31_18230
ko:K18324	kpy:KPNIH31_18785
ko:K01439	kpy:KPNIH31_18795
ko:K06999	kpy:KPNIH31_18805
ko:K06957	kpy:KPNIH31_18810
ko:K07054	kpy:KPNIH31_18815
ko:K01923	kpy:KPNIH31_18820
ko:K07287	kpy:KPNIH31_18825
ko:K01714	kpy:KPNIH31_18830
ko:K03567	kpy:KPNIH31_18835
ko:K03564	kpy:KPNIH31_18840
ko:K03548	kpy:KPNIH31_18845
ko:K00537	kpy:KPNIH31_18860
ko:K10763	kpy:KPNIH31_18870
ko:K02824	kpy:KPNIH31_18875
ko:K00761	kpy:KPNIH31_18880
ko:K01223	kpy:KPNIH31_18885
ko:K18673	kpy:KPNIH31_18890
ko:K01933	kpy:KPNIH31_18895
ko:K11175	kpy:KPNIH31_18900
ko:K00937	kpy:KPNIH31_18905
ko:K01524	kpy:KPNIH31_18910
ko:K06871	kpy:KPNIH31_18935
ko:K01951	kpy:KPNIH31_18945
ko:K00088	kpy:KPNIH31_18950
ko:K03601	kpy:KPNIH31_18955
ko:K03977	kpy:KPNIH31_18970
ko:K17713	kpy:KPNIH31_18975
ko:K01892	kpy:KPNIH31_18985
ko:K15539	kpy:KPNIH31_18995
ko:K06941	kpy:KPNIH31_19000
ko:K00940	kpy:KPNIH31_19005
ko:K05367	kpy:KPNIH31_19010
ko:K06894	kpy:KPNIH31_19015
ko:K01011	kpy:KPNIH31_19020
ko:K07751	kpy:KPNIH31_19035
ko:K04755	kpy:KPNIH31_19045
ko:K05811	kpy:KPNIH31_19315
ko:K03695	kpy:KPNIH31_19350
ko:K05810	kpy:KPNIH31_19355
ko:K06180	kpy:KPNIH31_19360
ko:K05807	kpy:KPNIH31_19365
ko:K05809	kpy:KPNIH31_19370
ko:K14170	kpy:KPNIH31_19375
ko:K14187	kpy:KPNIH31_19385
ko:K01626	kpy:KPNIH31_19390
ko:K02884	kpy:KPNIH31_19425
ko:K00554	kpy:KPNIH31_19430
ko:K02860	kpy:KPNIH31_19435
ko:K02959	kpy:KPNIH31_19440
ko:K03106	kpy:KPNIH31_19445
ko:K03687	kpy:KPNIH31_19460
ko:K00858	kpy:KPNIH31_19465
ko:K03631	kpy:KPNIH31_19470
ko:K06186	kpy:KPNIH31_19480
ko:K09801	kpy:KPNIH31_19485
ko:K03664	kpy:KPNIH31_19495
ko:K05804	kpy:KPNIH31_19515
ko:K12255	kpy:KPNIH31_19540
ko:K02030	kpy:KPNIH31_19555
ko:K02028	kpy:KPNIH31_19560
ko:K02029	kpy:KPNIH31_19560
ko:K12972	kpy:KPNIH31_19570
ko:K01713	kpy:KPNIH31_19585
ko:K00014	kpy:KPNIH31_14690
ko:K08194	kpy:KPNIH31_14695
ko:K00873	kpy:KPNIH31_14725
ko:K06078	kpy:KPNIH31_14730
ko:K02426	kpy:KPNIH31_14740
ko:K11717	kpy:KPNIH31_14745
ko:K09015	kpy:KPNIH31_14750
ko:K09013	kpy:KPNIH31_14755
ko:K09014	kpy:KPNIH31_14760
ko:K05997	kpy:KPNIH31_14765
ko:K00101	kpy:KPNIH31_14790
ko:K02016	kpy:KPNIH31_14820
ko:K02015	kpy:KPNIH31_14825
ko:K02013	kpy:KPNIH31_14830
ko:K00549	kpy:KPNIH31_14840
ko:K09773	kpy:KPNIH31_14890
ko:K01626	kpy:KPNIH31_14895
ko:K08997	kpy:KPNIH31_14905
ko:K06074	kpy:KPNIH31_14915
ko:K00432	kpy:KPNIH31_14920
ko:K02073	kpy:KPNIH31_14925
ko:K06073	kpy:KPNIH31_14930
ko:K00285	kpy:KPNIH31_14945
ko:K04764	kpy:KPNIH31_14955
ko:K01890	kpy:KPNIH31_14960
ko:K01889	kpy:KPNIH31_14965
ko:K02887	kpy:KPNIH31_14970
ko:K02916	kpy:KPNIH31_14975
ko:K02520	kpy:KPNIH31_14980
ko:K01868	kpy:KPNIH31_14985
ko:K03476	kpy:KPNIH31_02380
ko:K03475	kpy:KPNIH31_02385
ko:K02822	kpy:KPNIH31_02390
ko:K02821	kpy:KPNIH31_02395
ko:K03078	kpy:KPNIH31_02400
ko:K03079	kpy:KPNIH31_02405
ko:K03077	kpy:KPNIH31_02410
ko:K02990	kpy:KPNIH31_02425
ko:K02686	kpy:KPNIH31_02430
ko:K02963	kpy:KPNIH31_02435
ko:K02939	kpy:KPNIH31_02440
ko:K07269	kpy:KPNIH31_02445
ko:K03773	kpy:KPNIH31_02450
ko:K11737	kpy:KPNIH31_02455
ko:K07322	kpy:KPNIH31_02460
ko:K01119	kpy:KPNIH31_02485
ko:K01082	kpy:KPNIH31_02490
ko:K07109	kpy:KPNIH31_02495
ko:K07304	kpy:KPNIH31_02510
ko:K07278	kpy:KPNIH31_02515
ko:K09800	kpy:KPNIH31_02520
ko:K01507	kpy:KPNIH31_02550
ko:K02058	kpy:KPNIH31_02555
ko:K02056	kpy:KPNIH31_02565
ko:K02057	kpy:KPNIH31_02570
ko:K02057	kpy:KPNIH31_02575
ko:K03841	kpy:KPNIH31_02580
ko:K04075	kpy:KPNIH31_03145
ko:K08234	kpy:KPNIH31_03150
ko:K01962	kpy:KPNIH31_03160
ko:K02337	kpy:KPNIH31_03165
ko:K03470	kpy:KPNIH31_03170
ko:K00748	kpy:KPNIH31_03175
ko:K00677	kpy:KPNIH31_03180
ko:K02372	kpy:KPNIH31_03185
ko:K02536	kpy:KPNIH31_03190
ko:K06142	kpy:KPNIH31_03195
ko:K07277	kpy:KPNIH31_03200
ko:K11749	kpy:KPNIH31_03205
ko:K00981	kpy:KPNIH31_03210
ko:K00806	kpy:KPNIH31_03215
ko:K00099	kpy:KPNIH31_03220
ko:K02838	kpy:KPNIH31_03225
ko:K09903	kpy:KPNIH31_03230
ko:K02357	kpy:KPNIH31_03235
ko:K02967	kpy:KPNIH31_03240
ko:K01265	kpy:KPNIH31_03245
ko:K00990	kpy:KPNIH31_03250
ko:K00674	kpy:KPNIH31_03255
ko:K02647	kpy:KPNIH31_03265
ko:K01129	kpy:KPNIH31_03275
ko:K01243	kpy:KPNIH31_03280
ko:K06858	kpy:KPNIH31_03285
ko:K15724	kpy:KPNIH31_03295
ko:K03281	kpy:KPNIH31_03300
ko:K01845	kpy:KPNIH31_03305
ko:K02015	kpy:KPNIH31_03310
ko:K02016	kpy:KPNIH31_03315
ko:K02013	kpy:KPNIH31_03320
ko:K02014	kpy:KPNIH31_03325
ko:K05365	kpy:KPNIH31_03330
ko:K02465	kpy:KPNIH31_03345
ko:K02451	kpy:KPNIH31_03350
ko:K02452	kpy:KPNIH31_03365
ko:K02453	kpy:KPNIH31_03370
ko:K02454	kpy:KPNIH31_03375
ko:K02455	kpy:KPNIH31_03380
ko:K02456	kpy:KPNIH31_03385
ko:K02457	kpy:KPNIH31_03390
ko:K06177	kpy:KPNIH31_03920
ko:K05964	kpy:KPNIH31_03925
ko:K07700	kpy:KPNIH31_03940
ko:K07702	kpy:KPNIH31_03945
ko:K05801	kpy:KPNIH31_03950
ko:K04744	kpy:KPNIH31_03955
ko:K03771	kpy:KPNIH31_03960
ko:K00097	kpy:KPNIH31_03965
ko:K02528	kpy:KPNIH31_03970
ko:K06195	kpy:KPNIH31_03975
ko:K01525	kpy:KPNIH31_03980
ko:K11746	kpy:KPNIH31_03995
ko:K01955	kpy:KPNIH31_04005
ko:K01956	kpy:KPNIH31_04010
ko:K00215	kpy:KPNIH31_04025
ko:K05966	kpy:KPNIH31_04030
ko:K01643	kpy:KPNIH31_04035
ko:K01644	kpy:KPNIH31_04040
ko:K01646	kpy:KPNIH31_04045
ko:K01910	kpy:KPNIH31_04050
ko:K01573	kpy:KPNIH31_04060
ko:K01571	kpy:KPNIH31_04065
ko:K01572	kpy:KPNIH31_04070
ko:K07700	kpy:KPNIH31_04075
ko:K07702	kpy:KPNIH31_04080
ko:K03527	kpy:KPNIH31_04120
ko:K03774	kpy:KPNIH31_04125
ko:K03101	kpy:KPNIH31_04130
ko:K01870	kpy:KPNIH31_04135
ko:K11753	kpy:KPNIH31_04140
ko:K02968	kpy:KPNIH31_04145
ko:K03717	kpy:KPNIH31_04155
ko:K03313	kpy:KPNIH31_04160
ko:K03686	kpy:KPNIH31_04165
ko:K04043	kpy:KPNIH31_04170
ko:K00481	kpy:KPNIH31_04455
ko:K02317	kpy:KPNIH31_04475
ko:K01002	kpy:KPNIH31_04490
ko:K01631	kpy:KPNIH31_04550
ko:K00883	kpy:KPNIH31_04555
ko:K03307	kpy:KPNIH31_04560
ko:K06015	kpy:KPNIH31_04570
ko:K12658	kpy:KPNIH31_04610
ko:K05921	kpy:KPNIH31_04645
ko:K05921	kpy:KPNIH31_04650
ko:K00151	kpy:KPNIH31_04655
ko:K00455	kpy:KPNIH31_04660
ko:K01826	kpy:KPNIH31_04665
ko:K02509	kpy:KPNIH31_04670
ko:K02510	kpy:KPNIH31_04675
ko:K02511	kpy:KPNIH31_04680
ko:K02508	kpy:KPNIH31_04685
ko:K00483	kpy:KPNIH31_04690
ko:K00484	kpy:KPNIH31_04695
ko:K11720	kpy:KPNIH31_05285
ko:K07091	kpy:KPNIH31_05290
ko:K01255	kpy:KPNIH31_05295
ko:K02339	kpy:KPNIH31_05300
ko:K01873	kpy:KPNIH31_05305
ko:K03828	kpy:KPNIH31_05310
ko:K06169	kpy:KPNIH31_05315
ko:K09893	kpy:KPNIH31_05320
ko:K00611	kpy:KPNIH31_05325
ko:K00609	kpy:KPNIH31_05335
ko:K00610	kpy:KPNIH31_05340
ko:K09022	kpy:KPNIH31_05345
ko:K01531	kpy:KPNIH31_05350
ko:K03485	kpy:KPNIH31_05355
ko:K02818	kpy:KPNIH31_05360
ko:K02819	kpy:KPNIH31_05360
ko:K01226	kpy:KPNIH31_05365
ko:K02761	kpy:KPNIH31_05370
ko:K01222	kpy:KPNIH31_05375
ko:K02760	kpy:KPNIH31_05380
ko:K01042	kpy:KPNIH31_05435
ko:K01465	kpy:KPNIH31_05440
ko:K15536	kpy:KPNIH31_05475
ko:K03592	kpy:KPNIH31_05480
ko:K09889	kpy:KPNIH31_05485
ko:K02042	kpy:KPNIH31_05505
ko:K02042	kpy:KPNIH31_05510
ko:K02044	kpy:KPNIH31_05515
ko:K02041	kpy:KPNIH31_05520
ko:K07286	kpy:KPNIH31_06075
ko:K05527	kpy:KPNIH31_06080
ko:K03545	kpy:KPNIH31_06085
ko:K01358	kpy:KPNIH31_06090
ko:K03544	kpy:KPNIH31_06095
ko:K01338	kpy:KPNIH31_06100
ko:K03530	kpy:KPNIH31_06105
ko:K03770	kpy:KPNIH31_06110
ko:K02237	kpy:KPNIH31_06115
ko:K12500	kpy:KPNIH31_06120
ko:K06920	kpy:KPNIH31_06125
ko:K11938	kpy:KPNIH31_06135
ko:K01738	kpy:KPNIH31_06140
ko:K05800	kpy:KPNIH31_06145
ko:K04752	kpy:KPNIH31_06160
ko:K03320	kpy:KPNIH31_06165
ko:K10805	kpy:KPNIH31_06170
ko:K09914	kpy:KPNIH31_06175
ko:K07443	kpy:KPNIH31_06180
ko:K10111	kpy:KPNIH31_06230
ko:K15770	kpy:KPNIH31_06240
ko:K15771	kpy:KPNIH31_06245
ko:K15772	kpy:KPNIH31_06250
ko:K01224	kpy:KPNIH31_06255
ko:K12308	kpy:KPNIH31_06260
ko:K02778	kpy:KPNIH31_06265
ko:K02024	kpy:KPNIH31_06270
ko:K02909	kpy:KPNIH31_06280
ko:K02919	kpy:KPNIH31_06285
ko:K00375	kpy:KPNIH31_06295
ko:K00661	kpy:KPNIH31_06310
ko:K18138	kpy:KPNIH31_06325
ko:K03585	kpy:KPNIH31_06330
ko:K02014	kpy:KPNIH31_06910
ko:K11732	kpy:KPNIH31_06915
ko:K16053	kpy:KPNIH31_06945
ko:K18325	kpy:KPNIH31_07020
ko:K06048	kpy:KPNIH31_07055
ko:K02035	kpy:KPNIH31_07060
ko:K02033	kpy:KPNIH31_07065
ko:K02034	kpy:KPNIH31_07070
ko:K06016	kpy:KPNIH31_07085
ko:K00375	kpy:KPNIH31_07100
ko:K02030	kpy:KPNIH31_07105
ko:K02029	kpy:KPNIH31_07110
ko:K02029	kpy:KPNIH31_07115
ko:K02028	kpy:KPNIH31_07120
ko:K15373	kpy:KPNIH31_07125
ko:K15372	kpy:KPNIH31_07130
ko:K02034	kpy:KPNIH31_07145
ko:K02033	kpy:KPNIH31_07150
ko:K02035	kpy:KPNIH31_07155
ko:K02167	kpy:KPNIH31_07175
ko:K03088	kpy:KPNIH31_26395
ko:K03823	kpy:KPNIH31_26410
ko:K00537	kpy:KPNIH31_26415
ko:K03893	kpy:KPNIH31_26420
ko:K01551	kpy:KPNIH31_26425
ko:K18831	kpy:KPNIH31_26955
ko:K17686	kpy:KPNIH31_26300
ko:K07233	kpy:KPNIH31_26325
ko:K07156	kpy:KPNIH31_26330
ko:K07245	kpy:KPNIH31_26335
ko:K07665	kpy:KPNIH31_26340
ko:K07644	kpy:KPNIH31_26345
ko:K03823	kpy:KPNIH31_26380
ko:K02108	kpy:KPNIH31_25890
ko:K02116	kpy:KPNIH31_25895
ko:K03501	kpy:KPNIH31_25900
ko:K03495	kpy:KPNIH31_25905
ko:K02168	kpy:KPNIH31_27200
ko:K02498	kpy:KPNIH31_00800
ko:K02496	kpy:KPNIH31_00805
ko:K01719	kpy:KPNIH31_00810
ko:K01749	kpy:KPNIH31_00815
ko:K05851	kpy:KPNIH31_00825
ko:K06202	kpy:KPNIH31_00830
