ko:K00086	kpt:VK055_3979
ko:K00138	kpt:VK055_4528
ko:K07345	kpt:VK055_4530
ko:K07347	kpt:VK055_4532
ko:K07347	kpt:VK055_4535
ko:K07345	kpt:VK055_4537
ko:K01713	kpt:VK055_4539
ko:K12972	kpt:VK055_4542
ko:K02028	kpt:VK055_4544
ko:K02029	kpt:VK055_4544
ko:K02030	kpt:VK055_4545
ko:K12255	kpt:VK055_4548
ko:K05804	kpt:VK055_4553
ko:K03664	kpt:VK055_4557
ko:K09801	kpt:VK055_4559
ko:K06186	kpt:VK055_4560
ko:K03631	kpt:VK055_4562
ko:K00858	kpt:VK055_4563
ko:K03687	kpt:VK055_4564
ko:K03106	kpt:VK055_4567
ko:K02959	kpt:VK055_4568
ko:K02860	kpt:VK055_4569
ko:K00554	kpt:VK055_4570
ko:K02884	kpt:VK055_4571
ko:K01626	kpt:VK055_4577
ko:K14187	kpt:VK055_4578
ko:K14170	kpt:VK055_4579
ko:K05809	kpt:VK055_4581
ko:K05807	kpt:VK055_4582
ko:K06180	kpt:VK055_4583
ko:K05810	kpt:VK055_4584
ko:K03695	kpt:VK055_4585
ko:K05811	kpt:VK055_4592
ko:K00998	kpt:VK055_4593
ko:K05812	kpt:VK055_4595
ko:K03672	kpt:VK055_4596
ko:K03214	kpt:VK055_4597
ko:K03648	kpt:VK055_4598
ko:K05590	kpt:VK055_4600
ko:K15460	kpt:VK055_4602
ko:K00278	kpt:VK055_4601
ko:K03088	kpt:VK055_4603
ko:K03597	kpt:VK055_4604
ko:K03598	kpt:VK055_4605
ko:K03803	kpt:VK055_4606
ko:K03596	kpt:VK055_4607
ko:K03100	kpt:VK055_4608
ko:K03685	kpt:VK055_4609
ko:K03584	kpt:VK055_4611
ko:K03474	kpt:VK055_4612
ko:K00997	kpt:VK055_4613
ko:K18697	kpt:VK055_4616
ko:K11991	kpt:VK055_4618
ko:K18691	kpt:VK055_4617
ko:K01952	kpt:VK055_4619
ko:K07711	kpt:VK055_4620
ko:K07715	kpt:VK055_4622
ko:K04751	kpt:VK055_4623
ko:K05916	kpt:VK055_4624
ko:K00600	kpt:VK055_4625
ko:K15977	kpt:VK055_4626
ko:K05820	kpt:VK055_4632
ko:K01092	kpt:VK055_4636
ko:K15396	kpt:VK055_4637
ko:K13643	kpt:VK055_4638
ko:K04487	kpt:VK055_4639
ko:K04488	kpt:VK055_4640
ko:K13628	kpt:VK055_4641
ko:K04082	kpt:VK055_4642
ko:K04044	kpt:VK055_4643
ko:K04755	kpt:VK055_4644
ko:K07751	kpt:VK055_4646
ko:K01011	kpt:VK055_4649
ko:K06894	kpt:VK055_4650
ko:K05367	kpt:VK055_4651
ko:K00940	kpt:VK055_4652
ko:K06941	kpt:VK055_4653
ko:K15539	kpt:VK055_4654
ko:K01892	kpt:VK055_4656
ko:K17713	kpt:VK055_4658
ko:K03977	kpt:VK055_4659
ko:K11903	kpt:VK055_4661
ko:K03601	kpt:VK055_4663
ko:K00088	kpt:VK055_4665
ko:K01951	kpt:VK055_4666
ko:K06871	kpt:VK055_4678
ko:K01524	kpt:VK055_4683
ko:K00937	kpt:VK055_4684
ko:K11175	kpt:VK055_4685
ko:K01933	kpt:VK055_4686
ko:K18673	kpt:VK055_4687
ko:K01223	kpt:VK055_4688
ko:K00761	kpt:VK055_4689
ko:K02824	kpt:VK055_4690
ko:K10763	kpt:VK055_4692
ko:K00537	kpt:VK055_4693
ko:K03548	kpt:VK055_4696
ko:K03564	kpt:VK055_4697
ko:K03567	kpt:VK055_4698
ko:K01714	kpt:VK055_4699
ko:K07287	kpt:VK055_4700
ko:K01923	kpt:VK055_4701
ko:K07054	kpt:VK055_4702
ko:K06957	kpt:VK055_4703
ko:K06999	kpt:VK055_4704
ko:K01439	kpt:VK055_4706
ko:K18324	kpt:VK055_4708
ko:K12945	kpt:VK055_4710
ko:K00615	kpt:VK055_4711
ko:K00616	kpt:VK055_4713
ko:K00029	kpt:VK055_4714
ko:K04031	kpt:VK055_4715
ko:K04029	kpt:VK055_4716
ko:K04030	kpt:VK055_4717
ko:K04032	kpt:VK055_4718
ko:K04020	kpt:VK055_4719
ko:K04027	kpt:VK055_4720
ko:K04021	kpt:VK055_4722
ko:K04024	kpt:VK055_4723
ko:K04022	kpt:VK055_4724
ko:K04023	kpt:VK055_4725
ko:K04019	kpt:VK055_4726
ko:K03735	kpt:VK055_4727
ko:K03736	kpt:VK055_4728
ko:K04026	kpt:VK055_4729
ko:K04025	kpt:VK055_4730
ko:K04033	kpt:VK055_4731
ko:K00228	kpt:VK055_4732
ko:K01448	kpt:VK055_4733
ko:K07223	kpt:VK055_4737
ko:K02048	kpt:VK055_4738
ko:K02046	kpt:VK055_4739
ko:K02047	kpt:VK055_4740
ko:K02045	kpt:VK055_4741
ko:K12339	kpt:VK055_4743
ko:K00868	kpt:VK055_4745
ko:K08483	kpt:VK055_4748
ko:K02784	kpt:VK055_4749
ko:K01738	kpt:VK055_4750
ko:K06203	kpt:VK055_4751
ko:K03528	kpt:VK055_4753
ko:K01972	kpt:VK055_4754
ko:K09954	kpt:VK055_4756
ko:K14347	kpt:VK055_4755
ko:K01885	kpt:VK055_4762
ko:K11535	kpt:VK055_4768
ko:K03322	kpt:VK055_4769
ko:K00845	kpt:VK055_4774
ko:K02477	kpt:VK055_4775
ko:K02478	kpt:VK055_4776
ko:K14261	kpt:VK055_4778
ko:K03449	kpt:VK055_4779
ko:K11921	kpt:VK055_4781
ko:K04754	kpt:VK055_4786
ko:K06076	kpt:VK055_4787
ko:K01782	kpt:VK055_4790
ko:K08296	kpt:VK055_4791
ko:K07320	kpt:VK055_4793
ko:K01736	kpt:VK055_4794
ko:K07261	kpt:VK055_4795
ko:K07090	kpt:VK055_4796
ko:K09906	kpt:VK055_4797
ko:K15461	kpt:VK055_4799
ko:K00647	kpt:VK055_4800
ko:K03473	kpt:VK055_4803
ko:K06173	kpt:VK055_4805
ko:K03975	kpt:VK055_4806
ko:K01963	kpt:VK055_4807
ko:K11754	kpt:VK055_4808
ko:K03749	kpt:VK055_4809
ko:K03558	kpt:VK055_4810
ko:K00764	kpt:VK055_4811
ko:K03186	kpt:VK055_4812
ko:K10013	kpt:VK055_4814
ko:K10014	kpt:VK055_4815
ko:K10016	kpt:VK055_4816
ko:K10015	kpt:VK055_4817
ko:K10017	kpt:VK055_4818
ko:K07071	kpt:VK055_4820
ko:K07589	kpt:VK055_4822
ko:K07095	kpt:VK055_4825
ko:K13788	kpt:VK055_4827
ko:K00925	kpt:VK055_4828
ko:K09899	kpt:VK055_4829
ko:K09161	kpt:VK055_4830
ko:K14260	kpt:VK055_4834
ko:K00330	kpt:VK055_4837
ko:K00331	kpt:VK055_4838
ko:K13378	kpt:VK055_4839
ko:K00334	kpt:VK055_4840
ko:K00337	kpt:VK055_4843
ko:K00338	kpt:VK055_4844
ko:K00339	kpt:VK055_4845
ko:K00340	kpt:VK055_4846
ko:K00341	kpt:VK055_4847
ko:K00342	kpt:VK055_4848
ko:K00343	kpt:VK055_4849
ko:K00784	kpt:VK055_4850
ko:K02348	kpt:VK055_4851
ko:K02552	kpt:VK055_4852
ko:K02551	kpt:VK055_4853
ko:K08680	kpt:VK055_4854
ko:K01661	kpt:VK055_4855
ko:K02549	kpt:VK055_4856
ko:K01911	kpt:VK055_4857
ko:K12944	kpt:VK055_4858
ko:K12661	kpt:VK055_4863
ko:K12660	kpt:VK055_4865
ko:K00113	kpt:VK055_4866
ko:K00112	kpt:VK055_4867
ko:K00111	kpt:VK055_4868
ko:K02445	kpt:VK055_4869
ko:K01126	kpt:VK055_4870
ko:K11107	kpt:VK055_4871
ko:K00568	kpt:VK055_4874
ko:K02469	kpt:VK055_4875
ko:K00626	kpt:VK055_4876
ko:K00626	kpt:VK055_4877
ko:K02106	kpt:VK055_4878
ko:K01035	kpt:VK055_4879
ko:K01034	kpt:VK055_4880
ko:K07710	kpt:VK055_4881
ko:K07677	kpt:VK055_4882
ko:K07687	kpt:VK055_4883
ko:K07676	kpt:VK055_4884
ko:K09475	kpt:VK055_4885
ko:K03734	kpt:VK055_4886
ko:K10778	kpt:VK055_4887
ko:K03919	kpt:VK055_4888
ko:K06159	kpt:VK055_4889
ko:K06213	kpt:VK055_4890
ko:K03321	kpt:VK055_4891
ko:K00116	kpt:VK055_4892
ko:K08276	kpt:VK055_4893
ko:K07014	kpt:VK055_4896
ko:K09904	kpt:VK055_4897
ko:K06899	kpt:VK055_4898
ko:K02897	kpt:VK055_4903
ko:K06183	kpt:VK055_4905
ko:K07552	kpt:VK055_4906
ko:K13896	kpt:VK055_4908
ko:K13895	kpt:VK055_4909
ko:K13894	kpt:VK055_4910
ko:K13893	kpt:VK055_4911
ko:K13694	kpt:VK055_4913
ko:K01686	kpt:VK055_4917
ko:K02356	kpt:VK055_4918
ko:K09968	kpt:VK055_4920
ko:K03291	kpt:VK055_4921
ko:K02768	kpt:VK055_4922
ko:K11183	kpt:VK055_4922
ko:K00882	kpt:VK055_4923
ko:K02769	kpt:VK055_4924
ko:K02770	kpt:VK055_4924
ko:K01151	kpt:VK055_4925
ko:K11733	kpt:VK055_4928
ko:K16089	kpt:VK055_4930
ko:K01070	kpt:VK055_4931
ko:K01495	kpt:VK055_4932
ko:K07148	kpt:VK055_4933
ko:K02529	kpt:VK055_4934
ko:K10540	kpt:VK055_4935
ko:K10542	kpt:VK055_4936
ko:K10541	kpt:VK055_4937
ko:K03748	kpt:VK055_4938
ko:K01489	kpt:VK055_4939
ko:K06518	kpt:VK055_4941
ko:K05541	kpt:VK055_4942
ko:K07267	kpt:VK055_4943
ko:K03488	kpt:VK055_4944
ko:K02755	kpt:VK055_4945
ko:K02756	kpt:VK055_4945
ko:K02757	kpt:VK055_4945
ko:K01223	kpt:VK055_4946
ko:K07262	kpt:VK055_4951
ko:K03823	kpt:VK055_4952
ko:K03777	kpt:VK055_4953
ko:K05349	kpt:VK055_4954
ko:K05845	kpt:VK055_4955
ko:K05846	kpt:VK055_4956
ko:K05847	kpt:VK055_4957
ko:K05846	kpt:VK055_4958
ko:K02478	kpt:VK055_4960
ko:K02477	kpt:VK055_4961
ko:K01874	kpt:VK055_4963
ko:K03593	kpt:VK055_4964
ko:K06901	kpt:VK055_4968
ko:K01486	kpt:VK055_4969
ko:K00878	kpt:VK055_4975
ko:K00941	kpt:VK055_4976
ko:K00039	kpt:VK055_4980
ko:K03435	kpt:VK055_4981
ko:K00007	kpt:VK055_4983
ko:K00854	kpt:VK055_4984
ko:K02035	kpt:VK055_4988
ko:K02033	kpt:VK055_4989
ko:K02034	kpt:VK055_4990
ko:K08303	kpt:VK055_4994
ko:K07664	kpt:VK055_4995
ko:K07642	kpt:VK055_4996
ko:K18326	kpt:VK055_4997
ko:K07789	kpt:VK055_4998
ko:K07788	kpt:VK055_4999
ko:K07799	kpt:VK055_5000
ko:K07660	kpt:VK055_5004
ko:K04046	kpt:VK055_5006
ko:K01247	kpt:VK055_5007
ko:K00876	kpt:VK055_5008
ko:K01494	kpt:VK055_5009
ko:K07289	kpt:VK055_5010
ko:K00963	kpt:VK055_5012
ko:K01991	kpt:VK055_5015
ko:K01104	kpt:VK055_5016
ko:K16692	kpt:VK055_5017
ko:K16695	kpt:VK055_5022
ko:K03606	kpt:VK055_5025
ko:K00033	kpt:VK055_5026
ko:K00971	kpt:VK055_5027
ko:K01840	kpt:VK055_5028
ko:K00012	kpt:VK055_5029
ko:K08679	kpt:VK055_5030
ko:K01854	kpt:VK055_5034
ko:K11755	kpt:VK055_5038
ko:K02500	kpt:VK055_5039
ko:K01814	kpt:VK055_5040
ko:K02501	kpt:VK055_5041
ko:K01089	kpt:VK055_5042
ko:K00817	kpt:VK055_5043
ko:K00013	kpt:VK055_5044
ko:K00765	kpt:VK055_5045
ko:K02355	kpt:VK055_5050
ko:K01141	kpt:VK055_5051
ko:K07258	kpt:VK055_5052
ko:K07470	kpt:VK055_5053
ko:K09802	kpt:VK055_5055
ko:K02233	kpt:VK055_5056
ko:K00768	kpt:VK055_5057
ko:K01251	kpt:VK055_5058
ko:K07168	kpt:VK055_5059
ko:K03566	kpt:VK055_5068
ko:K15721	kpt:VK055_5116
ko:K04783	kpt:VK055_5117
ko:K05374	kpt:VK055_5118
ko:K04785	kpt:VK055_5119
ko:K04786	kpt:VK055_5120
ko:K04784	kpt:VK055_5121
ko:K05372	kpt:VK055_5122
ko:K06147	kpt:VK055_5123
ko:K06147	kpt:VK055_5124
ko:K05373	kpt:VK055_5125
ko:K04781	kpt:VK055_5126
ko:K01241	kpt:VK055_5132
ko:K16137	kpt:VK055_5136
ko:K03316	kpt:VK055_5137
ko:K13635	kpt:VK055_5140
ko:K09933	kpt:VK055_5144
ko:K03554	kpt:VK055_5155
ko:K02822	kpt:VK055_0748
ko:K03475	kpt:VK055_0749
ko:K17195	kpt:VK055_0750
ko:K02768	kpt:VK055_0751
ko:K02769	kpt:VK055_0752
ko:K02770	kpt:VK055_0753
ko:K01439	kpt:VK055_0761
ko:K07048	kpt:VK055_0763
ko:K02057	kpt:VK055_0764
ko:K02056	kpt:VK055_0765
ko:K02529	kpt:VK055_0766
ko:K10439	kpt:VK055_0767
ko:K00852	kpt:VK055_0768
ko:K01760	kpt:VK055_0773
ko:K00426	kpt:VK055_0777
ko:K00425	kpt:VK055_0778
ko:K03671	kpt:VK055_0780
ko:K03566	kpt:VK055_0785
ko:K01026	kpt:VK055_0787
ko:K00059	kpt:VK055_0788
ko:K00626	kpt:VK055_0789
ko:K07090	kpt:VK055_0797
ko:K03482	kpt:VK055_0798
ko:K11066	kpt:VK055_1586
ko:K10000	kpt:VK055_1591
ko:K09997	kpt:VK055_1592
ko:K09999	kpt:VK055_1593
ko:K09998	kpt:VK055_1594
ko:K09996	kpt:VK055_1595
ko:K03212	kpt:VK055_1599
ko:K11074	kpt:VK055_1601
ko:K11075	kpt:VK055_1602
ko:K11076	kpt:VK055_1603
ko:K11073	kpt:VK055_1604
ko:K05844	kpt:VK055_1606
ko:K07085	kpt:VK055_1611
ko:K02458	kpt:VK055_2413
ko:K02459	kpt:VK055_2414
ko:K02460	kpt:VK055_2415
ko:K02461	kpt:VK055_2416
ko:K02462	kpt:VK055_2417
ko:K02463	kpt:VK055_2418
ko:K03579	kpt:VK055_2420
ko:K01975	kpt:VK055_2421
ko:K06206	kpt:VK055_2422
ko:K06204	kpt:VK055_2423
ko:K01894	kpt:VK055_2424
ko:K00970	kpt:VK055_2425
ko:K00950	kpt:VK055_2426
ko:K00606	kpt:VK055_2427
ko:K01918	kpt:VK055_2428
ko:K01579	kpt:VK055_2429
ko:K01992	kpt:VK055_2432
ko:K01990	kpt:VK055_2433
ko:K01673	kpt:VK055_2434
ko:K00760	kpt:VK055_2435
ko:K00117	kpt:VK055_2437
ko:K14588	kpt:VK055_2438
ko:K00797	kpt:VK055_2442
ko:K01611	kpt:VK055_2443
ko:K09910	kpt:VK055_2444
ko:K01682	kpt:VK055_2445
ko:K00382	kpt:VK055_2450
ko:K00627	kpt:VK055_2451
ko:K00163	kpt:VK055_2452
ko:K11734	kpt:VK055_2455
ko:K03807	kpt:VK055_2458
ko:K03806	kpt:VK055_2459
ko:K00767	kpt:VK055_2460
ko:K02682	kpt:VK055_2461
ko:K02504	kpt:VK055_2462
ko:K00135	kpt:VK055_2667
ko:K00355	kpt:VK055_2684
ko:K02057	kpt:VK055_2685
ko:K02057	kpt:VK055_2686
ko:K02056	kpt:VK055_2687
ko:K02058	kpt:VK055_2688
ko:K01867	kpt:VK055_2689
ko:K13069	kpt:VK055_2690
ko:K01993	kpt:VK055_2691
ko:K13926	kpt:VK055_2692
ko:K07644	kpt:VK055_2703
ko:K07665	kpt:VK055_2704
ko:K07798	kpt:VK055_2707
ko:K07787	kpt:VK055_2708
ko:K03098	kpt:VK055_2710
ko:K09701	kpt:VK055_2715
ko:K00574	kpt:VK055_2716
ko:K02749	kpt:VK055_0799
ko:K02750	kpt:VK055_0799
ko:K01232	kpt:VK055_0800
ko:K07017	kpt:VK055_0807
ko:K01265	kpt:VK055_0812
ko:K07154	kpt:VK055_0819
ko:K07127	kpt:VK055_0821
ko:K16840	kpt:VK055_0822
ko:K16345	kpt:VK055_0823
ko:K16839	kpt:VK055_0825
ko:K02073	kpt:VK055_0834
ko:K02071	kpt:VK055_0835
ko:K02072	kpt:VK055_0836
ko:K00459	kpt:VK055_0837
ko:K00598	kpt:VK055_0843
ko:K01607	kpt:VK055_0844
ko:K00041	kpt:VK055_0850
ko:K08160	kpt:VK055_1652
ko:K11534	kpt:VK055_1654
ko:K07258	kpt:VK055_1655
ko:K14441	kpt:VK055_1661
ko:K13891	kpt:VK055_1662
ko:K13890	kpt:VK055_1663
ko:K13889	kpt:VK055_1664
ko:K13892	kpt:VK055_1665
ko:K13051	kpt:VK055_1666
ko:K03750	kpt:VK055_1667
ko:K04069	kpt:VK055_1669
ko:K00656	kpt:VK055_1670
ko:K07757	kpt:VK055_1671
ko:K08191	kpt:VK055_1674
ko:K01187	kpt:VK055_1675
ko:K03492	kpt:VK055_1679
ko:K01223	kpt:VK055_1680
ko:K11924	kpt:VK055_1682
ko:K11934	kpt:VK055_1685
ko:K11939	kpt:VK055_1687
ko:K04047	kpt:VK055_1688
ko:K10036	kpt:VK055_1689
ko:K10037	kpt:VK055_1690
ko:K10038	kpt:VK055_1691
ko:K02024	kpt:VK055_2721
ko:K01652	kpt:VK055_3391
ko:K01653	kpt:VK055_3392
ko:K07675	kpt:VK055_3394
ko:K07783	kpt:VK055_3395
ko:K07784	kpt:VK055_3396
ko:K07726	kpt:VK055_3398
ko:K05306	kpt:VK055_3400
ko:K03430	kpt:VK055_3402
ko:K11081	kpt:VK055_3404
ko:K11084	kpt:VK055_3405
ko:K11083	kpt:VK055_3406
ko:K11082	kpt:VK055_3407
ko:K02024	kpt:VK055_3408
ko:K02759	kpt:VK055_3409
ko:K02761	kpt:VK055_3410
ko:K02760	kpt:VK055_3411
ko:K16516	kpt:VK055_3414
ko:K16515	kpt:VK055_3416
ko:K10218	kpt:VK055_3417
ko:K16514	kpt:VK055_3418
ko:K11191	kpt:VK055_3422
ko:K11192	kpt:VK055_3422
ko:K07106	kpt:VK055_3423
ko:K07552	kpt:VK055_3424
ko:K07006	kpt:VK055_3433
ko:K09958	kpt:VK055_3434
ko:K02073	kpt:VK055_3437
ko:K06950	kpt:VK055_0015
ko:K07458	kpt:VK055_0018
ko:K09781	kpt:VK055_0019
ko:K07781	kpt:VK055_0023
ko:K01176	kpt:VK055_0025
ko:K02424	kpt:VK055_0026
ko:K10009	kpt:VK055_0028
ko:K10010	kpt:VK055_0029
ko:K07782	kpt:VK055_0030
ko:K07689	kpt:VK055_0032
ko:K03703	kpt:VK055_0033
ko:K00995	kpt:VK055_0034
ko:K01714	kpt:VK055_0038
ko:K07039	kpt:VK055_0039
ko:K03834	kpt:VK055_0040
ko:K02217	kpt:VK055_0042
ko:K16210	kpt:VK055_0047
ko:K02255	kpt:VK055_0049
ko:K10537	kpt:VK055_0051
ko:K10539	kpt:VK055_0052
ko:K10538	kpt:VK055_0053
ko:K01087	kpt:VK055_0054
ko:K00697	kpt:VK055_0055
ko:K14064	kpt:VK055_0056
ko:K16210	kpt:VK055_0057
ko:K01425	kpt:VK055_0854
ko:K08324	kpt:VK055_0855
ko:K03829	kpt:VK055_0856
ko:K00016	kpt:VK055_0858
ko:K01714	kpt:VK055_0863
ko:K00058	kpt:VK055_0864
ko:K08159	kpt:VK055_0867
ko:K05595	kpt:VK055_0868
ko:K03712	kpt:VK055_0870
ko:K13632	kpt:VK055_0871
ko:K13630	kpt:VK055_0872
ko:K15268	kpt:VK055_0873
ko:K11963	kpt:VK055_0876
ko:K11962	kpt:VK055_0877
ko:K11961	kpt:VK055_0878
ko:K11960	kpt:VK055_0879
ko:K11959	kpt:VK055_0880
ko:K00549	kpt:VK055_0881
ko:K13633	kpt:VK055_0883
ko:K01190	kpt:VK055_0887
ko:K02532	kpt:VK055_0888
ko:K03299	kpt:VK055_0897
ko:K04080	kpt:VK055_0902
ko:K06970	kpt:VK055_1693
ko:K13650	kpt:VK055_1695
ko:K11927	kpt:VK055_1700
ko:K00615	kpt:VK055_1701
ko:K00615	kpt:VK055_1702
ko:K01758	kpt:VK055_4065
ko:K01697	kpt:VK055_4066
ko:K07347	kpt:VK055_4073
ko:K07150	kpt:VK055_4077
ko:K01581	kpt:VK055_4078
ko:K03289	kpt:VK055_4079
ko:K08306	kpt:VK055_4080
ko:K03575	kpt:VK055_4082
ko:K03439	kpt:VK055_4083
ko:K09923	kpt:VK055_4084
ko:K10544	kpt:VK055_4086
ko:K10545	kpt:VK055_4087
ko:K10543	kpt:VK055_4088
ko:K02428	kpt:VK055_4090
ko:K09131	kpt:VK055_4091
ko:K02221	kpt:VK055_4092
ko:K06997	kpt:VK055_4093
ko:K02669	kpt:VK055_4094
ko:K07447	kpt:VK055_4097
ko:K07735	kpt:VK055_4098
ko:K01920	kpt:VK055_4099
ko:K09761	kpt:VK055_4100
ko:K01150	kpt:VK055_4101
ko:K02742	kpt:VK055_4102
ko:K08137	kpt:VK055_4103
ko:K00789	kpt:VK055_4104
ko:K01585	kpt:VK055_4106
ko:K01480	kpt:VK055_4107
ko:K06989	kpt:VK055_4120
ko:K01652	kpt:VK055_4122
ko:K07387	kpt:VK055_4124
ko:K00615	kpt:VK055_4125
ko:K03472	kpt:VK055_4126
ko:K00927	kpt:VK055_4127
ko:K01624	kpt:VK055_4128
ko:K03442	kpt:VK055_4129
ko:K06895	kpt:VK055_4130
ko:K09807	kpt:VK055_4131
ko:K05596	kpt:VK055_4132
ko:K01807	kpt:VK055_4133
ko:K00058	kpt:VK055_4135
ko:K01934	kpt:VK055_4136
ko:K09888	kpt:VK055_4137
ko:K09895	kpt:VK055_4138
ko:K01262	kpt:VK055_4139
ko:K03185	kpt:VK055_4140
ko:K00605	kpt:VK055_4142
ko:K02437	kpt:VK055_4143
ko:K00281	kpt:VK055_4144
ko:K08344	kpt:VK055_4150
ko:K01223	kpt:VK055_4152
ko:K09900	kpt:VK055_4154
ko:K11068	kpt:VK055_4155
ko:K06980	kpt:VK055_4156
ko:K09159	kpt:VK055_4157
ko:K03840	kpt:VK055_4159
ko:K04763	kpt:VK055_4160
ko:K03981	kpt:VK055_4161
ko:K07462	kpt:VK055_4162
ko:K02836	kpt:VK055_4163
ko:K04567	kpt:VK055_4164
ko:K01823	kpt:VK055_4165
ko:K07150	kpt:VK055_4166
ko:K03186	kpt:VK055_4167
ko:K03182	kpt:VK055_4168
ko:K12943	kpt:VK055_4170
ko:K08169	kpt:VK055_4172
ko:K07690	kpt:VK055_4175
ko:K07679	kpt:VK055_4177
ko:K07690	kpt:VK055_4178
ko:K07347	kpt:VK055_4180
ko:K07126	kpt:VK055_4182
ko:K02034	kpt:VK055_4186
ko:K02033	kpt:VK055_4187
ko:K02035	kpt:VK055_4188
ko:K08717	kpt:VK055_4189
ko:K03190	kpt:VK055_4190
ko:K03189	kpt:VK055_4191
ko:K03188	kpt:VK055_4192
ko:K03187	kpt:VK055_4193
ko:K01428	kpt:VK055_4194
ko:K01429	kpt:VK055_4195
ko:K03320	kpt:VK055_4196
ko:K07786	kpt:VK055_4200
ko:K07797	kpt:VK055_4201
ko:K07690	kpt:VK055_4202
ko:K07679	kpt:VK055_4203
ko:K06199	kpt:VK055_4204
ko:K06199	kpt:VK055_4205
ko:K01607	kpt:VK055_4208
ko:K09702	kpt:VK055_4213
ko:K03893	kpt:VK055_4216
ko:K00537	kpt:VK055_4217
ko:K03305	kpt:VK055_4218
ko:K15550	kpt:VK055_4220
ko:K15547	kpt:VK055_4221
ko:K15549	kpt:VK055_4222
ko:K06975	kpt:VK055_4225
ko:K07350	kpt:VK055_4227
ko:K07349	kpt:VK055_4228
ko:K07348	kpt:VK055_4229
ko:K07347	kpt:VK055_4230
ko:K07346	kpt:VK055_4231
ko:K07351	kpt:VK055_4232
ko:K07345	kpt:VK055_4233
ko:K07358	kpt:VK055_4235
ko:K07357	kpt:VK055_4237
ko:K07345	kpt:VK055_4242
ko:K07347	kpt:VK055_4244
ko:K00626	kpt:VK055_4254
ko:K01730	kpt:VK055_4256
ko:K00065	kpt:VK055_4258
ko:K02100	kpt:VK055_4260
ko:K02532	kpt:VK055_4262
ko:K01193	kpt:VK055_4263
ko:K10192	kpt:VK055_4265
ko:K10195	kpt:VK055_4266
ko:K10194	kpt:VK055_4267
ko:K10193	kpt:VK055_4268
ko:K13979	kpt:VK055_3441
ko:K03292	kpt:VK055_3448
ko:K01811	kpt:VK055_3449
ko:K01222	kpt:VK055_3451
ko:K02749	kpt:VK055_3452
ko:K02750	kpt:VK055_3452
ko:K16345	kpt:VK055_3454
ko:K03312	kpt:VK055_3456
ko:K00864	kpt:VK055_3457
ko:K02440	kpt:VK055_3458
ko:K09892	kpt:VK055_3459
ko:K02048	kpt:VK055_3460
ko:K01521	kpt:VK055_3461
ko:K01803	kpt:VK055_3463
ko:K00528	kpt:VK055_3466
ko:K02446	kpt:VK055_3467
ko:K03655	kpt:VK055_3468
ko:K00556	kpt:VK055_3469
ko:K03060	kpt:VK055_3471
ko:K00942	kpt:VK055_3472
ko:K01972	kpt:VK055_3473
ko:K10778	kpt:VK055_3476
ko:K01993	kpt:VK055_3482
ko:K00989	kpt:VK055_3485
ko:K00762	kpt:VK055_3486
ko:K01053	kpt:VK055_3487
ko:K05501	kpt:VK055_3488
ko:K01993	kpt:VK055_1708
ko:K07027	kpt:VK055_1715
ko:K06890	kpt:VK055_1716
ko:K03635	kpt:VK055_1717
ko:K03636	kpt:VK055_1718
ko:K03637	kpt:VK055_1719
ko:K03638	kpt:VK055_1720
ko:K03639	kpt:VK055_1721
ko:K03760	kpt:VK055_1723
ko:K07771	kpt:VK055_1724
ko:K07643	kpt:VK055_1725
ko:K03702	kpt:VK055_1726
ko:K01935	kpt:VK055_1728
ko:K02169	kpt:VK055_1729
ko:K00652	kpt:VK055_1730
ko:K01012	kpt:VK055_1731
ko:K00833	kpt:VK055_1732
ko:K06910	kpt:VK055_1733
ko:K16234	kpt:VK055_1734
ko:K01745	kpt:VK055_1735
ko:K01712	kpt:VK055_1736
ko:K05836	kpt:VK055_1737
ko:K01479	kpt:VK055_1738
ko:K01468	kpt:VK055_1739
ko:K01051	kpt:VK055_1740
ko:K11932	kpt:VK055_1742
ko:K01805	kpt:VK055_2722
ko:K03292	kpt:VK055_2723
ko:K01198	kpt:VK055_2724
ko:K01338	kpt:VK055_2741
ko:K07733	kpt:VK055_2762
ko:K01673	kpt:VK055_2767
ko:K12957	kpt:VK055_2769
ko:K05814	kpt:VK055_2770
ko:K05815	kpt:VK055_2771
ko:K05816	kpt:VK055_2773
ko:K05813	kpt:VK055_2774
ko:K03335	kpt:VK055_2775
ko:K06605	kpt:VK055_2776
ko:K15532	kpt:VK055_0058
ko:K01887	kpt:VK055_0059
ko:K09907	kpt:VK055_0060
ko:K06201	kpt:VK055_0061
ko:K15257	kpt:VK055_0062
ko:K15256	kpt:VK055_0063
ko:K07136	kpt:VK055_0064
ko:K01876	kpt:VK055_0067
ko:K08310	kpt:VK055_0068
ko:K01159	kpt:VK055_0070
ko:K03550	kpt:VK055_0071
ko:K03551	kpt:VK055_0072
ko:K09816	kpt:VK055_0073
ko:K09817	kpt:VK055_0074
ko:K09815	kpt:VK055_0075
ko:K02560	kpt:VK055_0077
ko:K00873	kpt:VK055_0078
ko:K00036	kpt:VK055_0081
ko:K01690	kpt:VK055_0082
ko:K01625	kpt:VK055_0083
ko:K08289	kpt:VK055_0084
ko:K09918	kpt:VK055_0085
ko:K01354	kpt:VK055_0087
ko:K10857	kpt:VK055_0088
ko:K07156	kpt:VK055_0090
