ko:K22213	mabo:NF82_01505
ko:K14229	mabo:NF82_03950
ko:K14234	mabo:NF82_03385
ko:K07250	mabo:NF82_04150
ko:K00252	mabo:NF82_04155
ko:K09684	mabo:NF82_04170
ko:K10680	mabo:NF82_04190
ko:K01692	mabo:NF82_04220
ko:K07068	mabo:NF82_04235
ko:K07068	mabo:NF82_04240
ko:K01796	mabo:NF82_04265
ko:K14267	mabo:NF82_04275
ko:K00626	mabo:NF82_04290
ko:K01782	mabo:NF82_04295
ko:K06994	mabo:NF82_04315
ko:K10843	mabo:NF82_04340
ko:K03637	mabo:NF82_04360
ko:K03635	mabo:NF82_04370
ko:K03639	mabo:NF82_04395
ko:K03704	mabo:NF82_04400
ko:K00116	mabo:NF82_13385
ko:K01012	mabo:NF82_13400
ko:K01935	mabo:NF82_13410
ko:K00652	mabo:NF82_13415
ko:K00833	mabo:NF82_13420
ko:K01754	mabo:NF82_13435
ko:K02337	mabo:NF82_13460
ko:K05786	mabo:NF82_13470
ko:K06180	mabo:NF82_13475
ko:K03101	mabo:NF82_13480
ko:K01424	mabo:NF82_13485
ko:K02346	mabo:NF82_13490
ko:K01870	mabo:NF82_13500
ko:K07182	mabo:NF82_13515
ko:K07588	mabo:NF82_13525
ko:K01847	mabo:NF82_13530
ko:K01847	mabo:NF82_13535
ko:K01772	mabo:NF82_13585
ko:K11611	mabo:NF82_13590
ko:K11610	mabo:NF82_13595
ko:K07114	mabo:NF82_13600
ko:K03924	mabo:NF82_13610
ko:K01681	mabo:NF82_13630
ko:K00648	mabo:NF82_17905
ko:K03070	mabo:NF82_17935
ko:K00232	mabo:NF82_17970
ko:K07654	mabo:NF82_17980
ko:K07670	mabo:NF82_17985
ko:K07507	mabo:NF82_17995
ko:K00943	mabo:NF82_18000
ko:K01251	mabo:NF82_18005
ko:K00496	mabo:NF82_18025
ko:K03294	mabo:NF82_18030
ko:K01809	mabo:NF82_18040
ko:K01840	mabo:NF82_18050
ko:K11212	mabo:NF82_18070
ko:K12234	mabo:NF82_18075
ko:K00966	mabo:NF82_18090
ko:K16870	mabo:NF82_18095
ko:K00067	mabo:NF82_18100
ko:K01588	mabo:NF82_18125
ko:K01589	mabo:NF82_18130
ko:K03119	mabo:NF82_18135
ko:K03524	mabo:NF82_18160
ko:K00074	mabo:NF82_22470
ko:K01596	mabo:NF82_22540
ko:K03439	mabo:NF82_22560
ko:K06860	mabo:NF82_22565
ko:K02067	mabo:NF82_22605
ko:K02066	mabo:NF82_22615
ko:K02066	mabo:NF82_22620
ko:K06929	mabo:NF82_22695
ko:K07386	mabo:NF82_22710
ko:K14953	mabo:NF82_04465
ko:K00389	mabo:NF82_04475
ko:K01555	mabo:NF82_04485
ko:K00451	mabo:NF82_04495
ko:K00457	mabo:NF82_04510
ko:K00382	mabo:NF82_04515
ko:K00627	mabo:NF82_04520
ko:K00162	mabo:NF82_04525
ko:K00161	mabo:NF82_04530
ko:K02618	mabo:NF82_04545
ko:K00074	mabo:NF82_04565
ko:K15866	mabo:NF82_04570
ko:K02609	mabo:NF82_04575
ko:K02610	mabo:NF82_04580
ko:K02611	mabo:NF82_04585
ko:K02612	mabo:NF82_04590
ko:K02613	mabo:NF82_04595
ko:K01912	mabo:NF82_04600
ko:K04755	mabo:NF82_04615
ko:K02616	mabo:NF82_04645
ko:K06889	mabo:NF82_04655
ko:K00831	mabo:NF82_04680
ko:K00528	mabo:NF82_04690
ko:K04750	mabo:NF82_04695
ko:K01647	mabo:NF82_04700
ko:K00275	mabo:NF82_04705
ko:K12423	mabo:NF82_04715
ko:K06994	mabo:NF82_04725
ko:K12262	mabo:NF82_09185
ko:K03781	mabo:NF82_09190
ko:K08641	mabo:NF82_09195
ko:K11731	mabo:NF82_09235
ko:K00688	mabo:NF82_09250
ko:K16907	mabo:NF82_09270
ko:K16906	mabo:NF82_09275
ko:K16905	mabo:NF82_09280
ko:K00153	mabo:NF82_09325
ko:K01692	mabo:NF82_13665
ko:K00384	mabo:NF82_13675
ko:K04488	mabo:NF82_13705
ko:K11717	mabo:NF82_13710
ko:K09013	mabo:NF82_13715
ko:K09015	mabo:NF82_13720
ko:K09014	mabo:NF82_13725
ko:K14339	mabo:NF82_13735
ko:K01990	mabo:NF82_13740
ko:K01992	mabo:NF82_13745
ko:K02259	mabo:NF82_13750
ko:K00615	mabo:NF82_13775
ko:K00616	mabo:NF82_13780
ko:K00036	mabo:NF82_13785
ko:K01057	mabo:NF82_13795
ko:K03186	mabo:NF82_13810
ko:K03182	mabo:NF82_13815
ko:K02164	mabo:NF82_13825
ko:K03075	mabo:NF82_13850
ko:K07054	mabo:NF82_13855
ko:K01803	mabo:NF82_13865
ko:K00927	mabo:NF82_13870
ko:K00134	mabo:NF82_13875
ko:K09762	mabo:NF82_13885
ko:K06958	mabo:NF82_13895
ko:K03703	mabo:NF82_13900
ko:K02020	mabo:NF82_13915
ko:K00681	mabo:NF82_13920
ko:K03736	mabo:NF82_13925
ko:K03735	mabo:NF82_13930
ko:K00138	mabo:NF82_13940
ko:K15982	mabo:NF82_18165
ko:K00666	mabo:NF82_18170
ko:K01966	mabo:NF82_18185
ko:K06287	mabo:NF82_18195
ko:K03299	mabo:NF82_18200
ko:K00851	mabo:NF82_18205
ko:K01011	mabo:NF82_18235
ko:K02426	mabo:NF82_18240
ko:K11263	mabo:NF82_18245
ko:K03918	mabo:NF82_18260
ko:K03719	mabo:NF82_18265
ko:K00128	mabo:NF82_18275
ko:K03724	mabo:NF82_18285
ko:K07006	mabo:NF82_18295
ko:K06177	mabo:NF82_18300
ko:K00111	mabo:NF82_18305
ko:K00382	mabo:NF82_18310
ko:K03783	mabo:NF82_18330
ko:K00761	mabo:NF82_18340
ko:K01488	mabo:NF82_18380
ko:K00758	mabo:NF82_18385
ko:K01489	mabo:NF82_18390
ko:K00241	mabo:NF82_18395
ko:K00242	mabo:NF82_18400
ko:K00239	mabo:NF82_18405
ko:K00240	mabo:NF82_18410
ko:K03088	mabo:NF82_18420
ko:K07258	mabo:NF82_18435
ko:K07058	mabo:NF82_18440
ko:K01867	mabo:NF82_18445
ko:K11263	mabo:NF82_22725
ko:K01969	mabo:NF82_22730
ko:K01687	mabo:NF82_22755
ko:K03088	mabo:NF82_22795
ko:K07032	mabo:NF82_22805
ko:K03744	mabo:NF82_22815
ko:K00121	mabo:NF82_22830
ko:K06911	mabo:NF82_22835
ko:K02067	mabo:NF82_22865
ko:K00666	mabo:NF82_22875
ko:K00325	mabo:NF82_22915
ko:K00324	mabo:NF82_22920
ko:K00324	mabo:NF82_22925
ko:K07393	mabo:NF82_22930
ko:K01692	mabo:NF82_22970
ko:K11537	mabo:NF82_22980
ko:K01104	mabo:NF82_22985
ko:K09793	mabo:NF82_22990
ko:K02313	mabo:NF82_00005
ko:K02338	mabo:NF82_00010
ko:K00033	mabo:NF82_00015
ko:K03629	mabo:NF82_00020
ko:K02470	mabo:NF82_00030
ko:K00675	mabo:NF82_00065
ko:K02469	mabo:NF82_00095
ko:K03767	mabo:NF82_00125
ko:K01664	mabo:NF82_00165
ko:K01725	mabo:NF82_00270
ko:K11921	mabo:NF82_00275
ko:K03578	mabo:NF82_00280
ko:K07684	mabo:NF82_00300
ko:K02480	mabo:NF82_00305
ko:K01647	mabo:NF82_04760
ko:K00059	mabo:NF82_04800
ko:K03710	mabo:NF82_04805
ko:K07671	mabo:NF82_04820
ko:K01692	mabo:NF82_04835
ko:K00138	mabo:NF82_04900
ko:K09959	mabo:NF82_04905
ko:K09861	mabo:NF82_04915
ko:K06996	mabo:NF82_04920
ko:K02346	mabo:NF82_04925
ko:K07107	mabo:NF82_04950
ko:K06994	mabo:NF82_04975
ko:K00537	mabo:NF82_04995
ko:K18472	mabo:NF82_09360
ko:K11609	mabo:NF82_09365
ko:K02078	mabo:NF82_09370
ko:K00645	mabo:NF82_09375
ko:K16937	mabo:NF82_09390
ko:K00163	mabo:NF82_09400
ko:K03386	mabo:NF82_09415
ko:K07107	mabo:NF82_09425
ko:K07241	mabo:NF82_09470
ko:K02227	mabo:NF82_09475
ko:K01104	mabo:NF82_09485
ko:K00817	mabo:NF82_09495
ko:K07164	mabo:NF82_09505
ko:K07226	mabo:NF82_09515
ko:K03924	mabo:NF82_09535
ko:K00606	mabo:NF82_09570
ko:K01915	mabo:NF82_09590
ko:K00982	mabo:NF82_09595
ko:K15977	mabo:NF82_09640
ko:K00794	mabo:NF82_13955
ko:K14652	mabo:NF82_13960
ko:K00793	mabo:NF82_13965
ko:K02072	mabo:NF82_13990
ko:K02071	mabo:NF82_13995
ko:K02073	mabo:NF82_14000
ko:K14954	mabo:NF82_14010
ko:K11752	mabo:NF82_14020
ko:K01783	mabo:NF82_14025
ko:K03500	mabo:NF82_14030
ko:K00604	mabo:NF82_14035
ko:K04066	mabo:NF82_14045
ko:K03457	mabo:NF82_14055
ko:K01464	mabo:NF82_14065
ko:K12343	mabo:NF82_14075
ko:K00789	mabo:NF82_14080
ko:K13038	mabo:NF82_14085
ko:K03060	mabo:NF82_14090
ko:K00942	mabo:NF82_14095
ko:K01591	mabo:NF82_14110
ko:K01955	mabo:NF82_14115
ko:K01956	mabo:NF82_14120
ko:K01465	mabo:NF82_14130
ko:K00609	mabo:NF82_14135
ko:K02825	mabo:NF82_14140
ko:K03625	mabo:NF82_14160
ko:K02356	mabo:NF82_14165
ko:K03786	mabo:NF82_14180
ko:K01735	mabo:NF82_14185
ko:K00891	mabo:NF82_14190
ko:K01736	mabo:NF82_14195
ko:K02654	mabo:NF82_14200
ko:K00598	mabo:NF82_14205
ko:K01142	mabo:NF82_18450
ko:K00031	mabo:NF82_18460
ko:K00641	mabo:NF82_18470
ko:K01491	mabo:NF82_18490
ko:K07118	mabo:NF82_18515
ko:K06996	mabo:NF82_18530
ko:K03216	mabo:NF82_18540
ko:K14162	mabo:NF82_18545
ko:K06889	mabo:NF82_18550
ko:K09167	mabo:NF82_18570
ko:K14161	mabo:NF82_18590
ko:K01951	mabo:NF82_18620
ko:K03333	mabo:NF82_18625
ko:K00088	mabo:NF82_18630
ko:K00088	mabo:NF82_18635
ko:K03088	mabo:NF82_18650
ko:K04077	mabo:NF82_18685
ko:K04078	mabo:NF82_18690
ko:K01409	mabo:NF82_18700
ko:K03789	mabo:NF82_18705
ko:K06925	mabo:NF82_18715
ko:K01775	mabo:NF82_18725
ko:K01580	mabo:NF82_18730
ko:K18481	mabo:NF82_22995
ko:K02067	mabo:NF82_23020
ko:K02066	mabo:NF82_23030
ko:K02066	mabo:NF82_23035
ko:K00128	mabo:NF82_23055
ko:K11609	mabo:NF82_23070
ko:K00252	mabo:NF82_23075
ko:K01720	mabo:NF82_23115
ko:K03417	mabo:NF82_23120
ko:K01647	mabo:NF82_23125
ko:K00549	mabo:NF82_23145
ko:K00666	mabo:NF82_23160
ko:K00076	mabo:NF82_23190
ko:K00965	mabo:NF82_23215
ko:K00849	mabo:NF82_23220
ko:K03307	mabo:NF82_23225
ko:K01687	mabo:NF82_23230
ko:K02433	mabo:NF82_23245
ko:K17883	mabo:NF82_00310
ko:K08987	mabo:NF82_00350
ko:K01011	mabo:NF82_00355
ko:K15982	mabo:NF82_00400
ko:K01077	mabo:NF82_00435
ko:K07044	mabo:NF82_00445
ko:K00265	mabo:NF82_00455
ko:K00266	mabo:NF82_00460
ko:K01265	mabo:NF82_00470
ko:K13671	mabo:NF82_00480
ko:K04477	mabo:NF82_00485
ko:K15981	mabo:NF82_00505
ko:K10215	mabo:NF82_00515
ko:K02553	mabo:NF82_00540
ko:K07156	mabo:NF82_00550
ko:K04564	mabo:NF82_00590
ko:K07304	mabo:NF82_00595
ko:K00122	mabo:NF82_05025
ko:K18481	mabo:NF82_05050
ko:K02067	mabo:NF82_05075
ko:K02066	mabo:NF82_05085
ko:K01725	mabo:NF82_05175
ko:K03322	mabo:NF82_05195
ko:K10979	mabo:NF82_05200
ko:K01971	mabo:NF82_05205
ko:K02228	mabo:NF82_05225
ko:K10563	mabo:NF82_05230
ko:K02274	mabo:NF82_05250
ko:K01714	mabo:NF82_05275
ko:K01628	mabo:NF82_05280
ko:K07305	mabo:NF82_05290
ko:K01810	mabo:NF82_05295
ko:K15977	mabo:NF82_09645
ko:K05523	mabo:NF82_09650
ko:K01915	mabo:NF82_09655
ko:K10531	mabo:NF82_09675
ko:K03644	mabo:NF82_09695
ko:K03801	mabo:NF82_09700
ko:K07071	mabo:NF82_09705
ko:K09131	mabo:NF82_09715
ko:K01255	mabo:NF82_09725
ko:K00605	mabo:NF82_09730
ko:K00826	mabo:NF82_09735
ko:K02233	mabo:NF82_09745
ko:K00768	mabo:NF82_09750
ko:K02231	mabo:NF82_09755
ko:K00865	mabo:NF82_09765
ko:K00856	mabo:NF82_09780
ko:K01953	mabo:NF82_09785
ko:K02275	mabo:NF82_09790
ko:K03891	mabo:NF82_09815
ko:K03890	mabo:NF82_09820
ko:K03889	mabo:NF82_09825
ko:K02276	mabo:NF82_09830
ko:K00766	mabo:NF82_09835
ko:K02342	mabo:NF82_09840
ko:K13668	mabo:NF82_09865
ko:K01897	mabo:NF82_09875
ko:K00655	mabo:NF82_09905
ko:K01626	mabo:NF82_09920
ko:K00014	mabo:NF82_14220
ko:K07082	mabo:NF82_14225
ko:K07447	mabo:NF82_14230
ko:K01872	mabo:NF82_14235
ko:K07478	mabo:NF82_14245
ko:K07089	mabo:NF82_14285
ko:K01560	mabo:NF82_14295
ko:K01876	mabo:NF82_14305
ko:K03929	mabo:NF82_14310
ko:K07054	mabo:NF82_14315
ko:K07032	mabo:NF82_14325
ko:K01892	mabo:NF82_14340
ko:K03768	mabo:NF82_14350
ko:K17836	mabo:NF82_14355
ko:K00951	mabo:NF82_14360
ko:K00759	mabo:NF82_14365
ko:K02035	mabo:NF82_14370
ko:K03074	mabo:NF82_14375
ko:K03072	mabo:NF82_14380
ko:K03210	mabo:NF82_14385
ko:K03551	mabo:NF82_14390
ko:K03550	mabo:NF82_14395
ko:K01159	mabo:NF82_14400
ko:K08681	mabo:NF82_14430
ko:K10805	mabo:NF82_14435
ko:K06215	mabo:NF82_14440
ko:K08256	mabo:NF82_14450
ko:K00995	mabo:NF82_14460
ko:K01868	mabo:NF82_14470
ko:K00820	mabo:NF82_18745
ko:K01113	mabo:NF82_18775
ko:K03431	mabo:NF82_18780
ko:K02996	mabo:NF82_18785
ko:K02871	mabo:NF82_18790
ko:K03466	mabo:NF82_18810
ko:K14743	mabo:NF82_18820
ko:K06173	mabo:NF82_18870
ko:K02879	mabo:NF82_18875
ko:K03040	mabo:NF82_18880
ko:K02986	mabo:NF82_18885
ko:K02948	mabo:NF82_18890
ko:K02952	mabo:NF82_18895
ko:K02919	mabo:NF82_18900
ko:K02518	mabo:NF82_18905
ko:K07192	mabo:NF82_18920
ko:K01790	mabo:NF82_18935
ko:K01265	mabo:NF82_18945
ko:K00939	mabo:NF82_18950
ko:K03076	mabo:NF82_18955
ko:K04773	mabo:NF82_18980
ko:K02876	mabo:NF82_19000
ko:K02907	mabo:NF82_19005
ko:K02988	mabo:NF82_19010
ko:K02881	mabo:NF82_19015
ko:K01640	mabo:NF82_23280
ko:K03088	mabo:NF82_23290
ko:K03975	mabo:NF82_23335
ko:K07045	mabo:NF82_23365
ko:K02078	mabo:NF82_23375
ko:K02003	mabo:NF82_23380
ko:K02004	mabo:NF82_23385
ko:K04487	mabo:NF82_23390
ko:K04488	mabo:NF82_23395
ko:K06994	mabo:NF82_23545
ko:K06994	mabo:NF82_23550
ko:K01126	mabo:NF82_00610
ko:K04518	mabo:NF82_00660
ko:K00156	mabo:NF82_00675
ko:K07507	mabo:NF82_00735
ko:K01875	mabo:NF82_00770
ko:K14952	mabo:NF82_00785
ko:K00459	mabo:NF82_00800
ko:K01854	mabo:NF82_00855
ko:K16650	mabo:NF82_00860
ko:K14136	mabo:NF82_00870
ko:K13687	mabo:NF82_00875
ko:K18851	mabo:NF82_00880
ko:K18851	mabo:NF82_00885
ko:K18851	mabo:NF82_00890
ko:K04093	mabo:NF82_05305
ko:K03657	mabo:NF82_05310
ko:K01903	mabo:NF82_05320
ko:K01902	mabo:NF82_05325
ko:K17228	mabo:NF82_05340
ko:K11175	mabo:NF82_05355
ko:K00602	mabo:NF82_05360
ko:K02471	mabo:NF82_05365
ko:K01692	mabo:NF82_05390
ko:K01965	mabo:NF82_05400
ko:K02911	mabo:NF82_05420
ko:K07669	mabo:NF82_05425
ko:K07653	mabo:NF82_05430
ko:K08372	mabo:NF82_05435
ko:K03282	mabo:NF82_05455
ko:K01934	mabo:NF82_05470
ko:K00963	mabo:NF82_05475
ko:K03750	mabo:NF82_05480
ko:K03790	mabo:NF82_05485
ko:K04487	mabo:NF82_05515
ko:K14337	mabo:NF82_09940
ko:K13787	mabo:NF82_09945
ko:K00297	mabo:NF82_09950
ko:K03925	mabo:NF82_09970
ko:K03438	mabo:NF82_09975
ko:K03587	mabo:NF82_09985
ko:K01928	mabo:NF82_09990
ko:K01929	mabo:NF82_09995
ko:K01000	mabo:NF82_10000
ko:K01925	mabo:NF82_10005
ko:K03588	mabo:NF82_10010
ko:K02563	mabo:NF82_10015
ko:K01924	mabo:NF82_10020
ko:K03589	mabo:NF82_10025
ko:K03531	mabo:NF82_10030
ko:K05810	mabo:NF82_10035
ko:K06997	mabo:NF82_10040
ko:K09772	mabo:NF82_10045
ko:K02221	mabo:NF82_10065
ko:K01426	mabo:NF82_10110
ko:K10536	mabo:NF82_10120
ko:K09458	mabo:NF82_10130
ko:K09458	mabo:NF82_10140
ko:K00059	mabo:NF82_10150
ko:K00645	mabo:NF82_10160
ko:K06994	mabo:NF82_10175
ko:K08224	mabo:NF82_10180
ko:K00626	mabo:NF82_10200
ko:K00077	mabo:NF82_14525
ko:K01273	mabo:NF82_14535
ko:K11738	mabo:NF82_14550
ko:K03821	mabo:NF82_14565
ko:K07052	mabo:NF82_14585
ko:K07402	mabo:NF82_14630
ko:K01487	mabo:NF82_14650
ko:K00365	mabo:NF82_14655
ko:K07127	mabo:NF82_14660
ko:K16840	mabo:NF82_14665
ko:K16841	mabo:NF82_14680
ko:K03457	mabo:NF82_14690
ko:K11103	mabo:NF82_14700
ko:K01477	mabo:NF82_14710
ko:K02933	mabo:NF82_19020
ko:K02994	mabo:NF82_19025
ko:K00262	mabo:NF82_19035
ko:K03929	mabo:NF82_19050
ko:K02954	mabo:NF82_19055
ko:K02931	mabo:NF82_19060
ko:K02895	mabo:NF82_19065
ko:K02874	mabo:NF82_19070
ko:K02961	mabo:NF82_19090
ko:K02904	mabo:NF82_19095
ko:K02878	mabo:NF82_19100
ko:K02982	mabo:NF82_19105
ko:K02890	mabo:NF82_19110
ko:K02965	mabo:NF82_19115
ko:K02886	mabo:NF82_19120
ko:K02892	mabo:NF82_19125
ko:K02926	mabo:NF82_19130
ko:K02906	mabo:NF82_19135
ko:K02946	mabo:NF82_19140
ko:K00275	mabo:NF82_19145
ko:K00626	mabo:NF82_19160
ko:K03736	mabo:NF82_19165
ko:K03735	mabo:NF82_19170
ko:K00101	mabo:NF82_19195
ko:K00819	mabo:NF82_19235
ko:K02358	mabo:NF82_19270
ko:K02355	mabo:NF82_19275
ko:K02992	mabo:NF82_19280
ko:K02950	mabo:NF82_19285
ko:K12421	mabo:NF82_23600
ko:K07006	mabo:NF82_23605
ko:K11105	mabo:NF82_23615
ko:K03499	mabo:NF82_23620
ko:K07301	mabo:NF82_23650
ko:K05522	mabo:NF82_23670
ko:K14347	mabo:NF82_23675
ko:K03088	mabo:NF82_23695
ko:K04047	mabo:NF82_23705
ko:K01644	mabo:NF82_23715
ko:K17218	mabo:NF82_23745
ko:K06994	mabo:NF82_23760
ko:K07001	mabo:NF82_23785
ko:K07001	mabo:NF82_23820
ko:K01421	mabo:NF82_23840
ko:K12428	mabo:NF82_00900
ko:K12437	mabo:NF82_00905
ko:K16264	mabo:NF82_00920
ko:K11386	mabo:NF82_00930
ko:K11385	mabo:NF82_00935
ko:K11387	mabo:NF82_00950
ko:K13686	mabo:NF82_00955
ko:K16652	mabo:NF82_00960
ko:K16653	mabo:NF82_00965
ko:K00375	mabo:NF82_00990
ko:K01992	mabo:NF82_01015
ko:K16649	mabo:NF82_01020
ko:K01990	mabo:NF82_01025
ko:K11717	mabo:NF82_01095
ko:K00817	mabo:NF82_01110
ko:K07090	mabo:NF82_05610
ko:K07006	mabo:NF82_05620
ko:K07044	mabo:NF82_05635
ko:K01478	mabo:NF82_05660
ko:K07056	mabo:NF82_05670
ko:K01665	mabo:NF82_05675
ko:K03088	mabo:NF82_05685
ko:K01874	mabo:NF82_05695
ko:K03424	mabo:NF82_05700
ko:K02528	mabo:NF82_05710
ko:K11738	mabo:NF82_05715
ko:K06994	mabo:NF82_05725
ko:K06994	mabo:NF82_05740
ko:K00919	mabo:NF82_05750
ko:K00666	mabo:NF82_05755
ko:K11608	mabo:NF82_05760
ko:K01056	mabo:NF82_05765
ko:K02897	mabo:NF82_05770
ko:K00948	mabo:NF82_05790
ko:K04042	mabo:NF82_05795
ko:K01586	mabo:NF82_05840
ko:K03723	mabo:NF82_05845
ko:K02428	mabo:NF82_05850
ko:K07243	mabo:NF82_05855
ko:K16301	mabo:NF82_05860
ko:K16301	mabo:NF82_05865
ko:K04755	mabo:NF82_10235
ko:K07044	mabo:NF82_10330
ko:K00666	mabo:NF82_10385
ko:K00121	mabo:NF82_10405
ko:K03466	mabo:NF82_10485
ko:K06910	mabo:NF82_10505
ko:K09117	mabo:NF82_14785
ko:K08167	mabo:NF82_14795
ko:K12421	mabo:NF82_14815
ko:K12421	mabo:NF82_14820
ko:K15983	mabo:NF82_14835
ko:K07044	mabo:NF82_14840
ko:K06916	mabo:NF82_14880
ko:K16647	mabo:NF82_14895
ko:K07305	mabo:NF82_14900
ko:K00231	mabo:NF82_14930
ko:K03684	mabo:NF82_14945
ko:K01662	mabo:NF82_14955
ko:K03313	mabo:NF82_14960
ko:K03499	mabo:NF82_14975
ko:K03499	mabo:NF82_14980
ko:K03088	mabo:NF82_15000
ko:K01092	mabo:NF82_15040
ko:K00886	mabo:NF82_15045
ko:K03086	mabo:NF82_15050
ko:K00567	mabo:NF82_15065
ko:K01692	mabo:NF82_19315
ko:K02616	mabo:NF82_19320
ko:K01692	mabo:NF82_19325
ko:K09456	mabo:NF82_19330
ko:K03046	mabo:NF82_19370
ko:K03043	mabo:NF82_19375
ko:K02065	mabo:NF82_19385
ko:K02935	mabo:NF82_19410
ko:K02864	mabo:NF82_19415
ko:K00574	mabo:NF82_19435
ko:K00111	mabo:NF82_19440
ko:K00803	mabo:NF82_19450
ko:K03088	mabo:NF82_19470
ko:K02863	mabo:NF82_19490
ko:K02867	mabo:NF82_19495
ko:K02601	mabo:NF82_19500
ko:K03073	mabo:NF82_19505
ko:K02913	mabo:NF82_19530
ko:K04047	mabo:NF82_19545
ko:K05520	mabo:NF82_19550
ko:K07028	mabo:NF82_19555
ko:K01569	mabo:NF82_23865
ko:K06994	mabo:NF82_23875
ko:K07734	mabo:NF82_23990
ko:K05845	mabo:NF82_01305
ko:K05847	mabo:NF82_01310
ko:K05846	mabo:NF82_01315
ko:K05846	mabo:NF82_01320
ko:K09957	mabo:NF82_01325
ko:K04517	mabo:NF82_01330
ko:K11991	mabo:NF82_01340
ko:K00773	mabo:NF82_01380
ko:K01885	mabo:NF82_01400
ko:K13671	mabo:NF82_01415
ko:K01857	mabo:NF82_01465
ko:K01626	mabo:NF82_01485
ko:K00216	mabo:NF82_01490
ko:K07224	mabo:NF82_05870
ko:K07243	mabo:NF82_05875
ko:K01689	mabo:NF82_05885
ko:K09009	mabo:NF82_05895
ko:K01524	mabo:NF82_05900
ko:K07090	mabo:NF82_05910
ko:K01692	mabo:NF82_05995
ko:K01692	mabo:NF82_06005
ko:K00140	mabo:NF82_06015
ko:K08289	mabo:NF82_06025
ko:K00626	mabo:NF82_06030
ko:K01697	mabo:NF82_06045
ko:K01739	mabo:NF82_06055
ko:K01754	mabo:NF82_06065
ko:K03624	mabo:NF82_06075
ko:K18455	mabo:NF82_06085
ko:K06888	mabo:NF82_06095
ko:K11068	mabo:NF82_06110
ko:K12503	mabo:NF82_06115
ko:K15981	mabo:NF82_06125
ko:K05917	mabo:NF82_06140
ko:K00254	mabo:NF82_10510
ko:K06153	mabo:NF82_10530
ko:K01082	mabo:NF82_10565
ko:K15526	mabo:NF82_10570
ko:K04791	mabo:NF82_10585
ko:K04790	mabo:NF82_10590
ko:K04789	mabo:NF82_10600
ko:K04792	mabo:NF82_10605
ko:K04788	mabo:NF82_10610
ko:K00548	mabo:NF82_10635
ko:K01523	mabo:NF82_10645
ko:K00765	mabo:NF82_10650
ko:K00330	mabo:NF82_10660
ko:K00331	mabo:NF82_10665
ko:K00332	mabo:NF82_10670
ko:K00333	mabo:NF82_10675
ko:K00334	mabo:NF82_10680
ko:K00337	mabo:NF82_10695
ko:K00338	mabo:NF82_10700
ko:K00339	mabo:NF82_10705
ko:K00340	mabo:NF82_10710
ko:K00341	mabo:NF82_10715
ko:K00342	mabo:NF82_10720
ko:K00343	mabo:NF82_10725
ko:K00508	mabo:NF82_10730
ko:K02066	mabo:NF82_10735
ko:K06978	mabo:NF82_10770
ko:K03921	mabo:NF82_10775
ko:K07442	mabo:NF82_10785
ko:K09930	mabo:NF82_15115
ko:K07058	mabo:NF82_15130
ko:K03087	mabo:NF82_15145
ko:K03709	mabo:NF82_15150
ko:K00322	mabo:NF82_15165
ko:K07738	mabo:NF82_15185
ko:K01356	mabo:NF82_15195
ko:K03823	mabo:NF82_15200
ko:K08351	mabo:NF82_15210
ko:K03665	mabo:NF82_15215
ko:K01778	mabo:NF82_15220
ko:K00791	mabo:NF82_15225
ko:K06168	mabo:NF82_15245
ko:K10008	mabo:NF82_15255
ko:K10005	mabo:NF82_15260
ko:K10006	mabo:NF82_15265
ko:K10007	mabo:NF82_15270
ko:K09958	mabo:NF82_15275
ko:K07006	mabo:NF82_15280
ko:K03565	mabo:NF82_15300
ko:K10533	mabo:NF82_15320
ko:K10533	mabo:NF82_15325
ko:K09767	mabo:NF82_19610
ko:K00057	mabo:NF82_19625
ko:K15983	mabo:NF82_19640
ko:K03799	mabo:NF82_19685
ko:K00805	mabo:NF82_19690
ko:K03183	mabo:NF82_19700
ko:K12583	mabo:NF82_19705
ko:K02551	mabo:NF82_19715
ko:K02549	mabo:NF82_19725
ko:K06911	mabo:NF82_19755
ko:K06975	mabo:NF82_19760
ko:K01661	mabo:NF82_19775
ko:K03306	mabo:NF82_19800
ko:K01911	mabo:NF82_19810
ko:K00772	mabo:NF82_19830
ko:K04564	mabo:NF82_19835
ko:K02548	mabo:NF82_19840
ko:K03306	mabo:NF82_24255
ko:K02036	mabo:NF82_24275
ko:K02038	mabo:NF82_24280
ko:K02037	mabo:NF82_24285
ko:K02040	mabo:NF82_24290
ko:K18701	mabo:NF82_24350
ko:K01091	mabo:NF82_24425
ko:K13063	mabo:NF82_01500
ko:K03929	mabo:NF82_01515
ko:K02343	mabo:NF82_01550
ko:K00574	mabo:NF82_01555
ko:K01689	mabo:NF82_01565
ko:K01448	mabo:NF82_01595
ko:K09747	mabo:NF82_01600
ko:K06187	mabo:NF82_01605
ko:K07009	mabo:NF82_01620
ko:K02342	mabo:NF82_01650
ko:K02963	mabo:NF82_01660
ko:K02954	mabo:NF82_01665
ko:K02913	mabo:NF82_01670
ko:K02902	mabo:NF82_01675
ko:K02909	mabo:NF82_01685
ko:K01649	mabo:NF82_01690
ko:K00928	mabo:NF82_01715
ko:K00133	mabo:NF82_01720
ko:K09922	mabo:NF82_01750
ko:K03781	mabo:NF82_01755
ko:K03320	mabo:NF82_01780
ko:K00128	mabo:NF82_06160
ko:K01607	mabo:NF82_06175
