ko:K07062	xci:XCAW_04684
ko:K00822	xci:XCAW_02163
ko:K15371	xci:XCAW_02171
ko:K03585	xci:XCAW_02173
ko:K03435	xci:XCAW_02175
ko:K02769	xci:XCAW_02179
ko:K02770	xci:XCAW_02179
ko:K07267	xci:XCAW_02180
ko:K03074	xci:XCAW_02187
ko:K03072	xci:XCAW_02188
ko:K03210	xci:XCAW_02189
ko:K00773	xci:XCAW_02190
ko:K07568	xci:XCAW_02191
ko:K01083	xci:XCAW_02196
ko:K00761	xci:XCAW_02198
ko:K00954	xci:XCAW_02203
ko:K04079	xci:XCAW_02205
ko:K09955	xci:XCAW_02208
ko:K08677	xci:XCAW_02215
ko:K01872	xci:XCAW_02326
ko:K03565	xci:XCAW_02327
ko:K01356	xci:XCAW_02329
ko:K03688	xci:XCAW_02330
ko:K03665	xci:XCAW_02333
ko:K03666	xci:XCAW_02334
ko:K00791	xci:XCAW_02335
ko:K00796	xci:XCAW_02336
ko:K03798	xci:XCAW_02337
ko:K07574	xci:XCAW_02339
ko:K06194	xci:XCAW_02342
ko:K00573	xci:XCAW_02344
ko:K03787	xci:XCAW_02345
ko:K06176	xci:XCAW_02347
ko:K01770	xci:XCAW_02348
ko:K00991	xci:XCAW_02349
ko:K05589	xci:XCAW_02350
ko:K01689	xci:XCAW_02351
ko:K01627	xci:XCAW_02353
ko:K01937	xci:XCAW_02354
ko:K02622	xci:XCAW_02356
ko:K03306	xci:XCAW_02360
ko:K07220	xci:XCAW_02361
ko:K08369	xci:XCAW_02367
ko:K02169	xci:XCAW_02374
ko:K11003	xci:XCAW_02441
ko:K11004	xci:XCAW_02442
ko:K07733	xci:XCAW_02444
ko:K12055	xci:XCAW_02445
ko:K02556	xci:XCAW_02483
ko:K02557	xci:XCAW_02484
ko:K03408	xci:XCAW_02486
ko:K03413	xci:XCAW_02488
ko:K03407	xci:XCAW_02489
ko:K13766	xci:XCAW_02547
ko:K01640	xci:XCAW_02550
ko:K02356	xci:XCAW_02552
ko:K08967	xci:XCAW_02562
ko:K09880	xci:XCAW_02563
ko:K11755	xci:XCAW_02566
ko:K02500	xci:XCAW_02567
ko:K01814	xci:XCAW_02568
ko:K02501	xci:XCAW_02569
ko:K01089	xci:XCAW_02570
ko:K00817	xci:XCAW_02571
ko:K00013	xci:XCAW_02572
ko:K00765	xci:XCAW_02573
ko:K01892	xci:XCAW_02575
ko:K01733	xci:XCAW_02578
ko:K00872	xci:XCAW_02580
ko:K12524	xci:XCAW_02581
ko:K15125	xci:XCAW_02588
ko:K11931	xci:XCAW_02592
ko:K11936	xci:XCAW_02593
ko:K00075	xci:XCAW_02601
ko:K01118	xci:XCAW_02669
ko:K01875	xci:XCAW_02670
ko:K03832	xci:XCAW_02672
ko:K00800	xci:XCAW_02673
ko:K14170	xci:XCAW_02674
ko:K00831	xci:XCAW_02675
ko:K05836	xci:XCAW_02683
ko:K01468	xci:XCAW_02685
ko:K01745	xci:XCAW_02686
ko:K01712	xci:XCAW_02688
ko:K02469	xci:XCAW_02691
ko:K08963	xci:XCAW_02692
ko:K04568	xci:XCAW_02694
ko:K01972	xci:XCAW_02695
ko:K00817	xci:XCAW_02696
ko:K03528	xci:XCAW_02698
ko:K03529	xci:XCAW_02699
ko:K02939	xci:XCAW_02700
ko:K02963	xci:XCAW_02701
ko:K02990	xci:XCAW_02702
ko:K01893	xci:XCAW_02704
ko:K07734	xci:XCAW_02708
ko:K02429	xci:XCAW_02769
ko:K02529	xci:XCAW_02770
ko:K03745	xci:XCAW_02773
ko:K00012	xci:XCAW_02774
ko:K00432	xci:XCAW_02776
ko:K01756	xci:XCAW_02787
ko:K00164	xci:XCAW_02791
ko:K00658	xci:XCAW_02792
ko:K00382	xci:XCAW_02793
ko:K06966	xci:XCAW_02794
ko:K04761	xci:XCAW_02797
ko:K00868	xci:XCAW_02803
ko:K03686	xci:XCAW_02805
ko:K04043	xci:XCAW_02806
ko:K03687	xci:XCAW_02807
ko:K03705	xci:XCAW_02808
ko:K03631	xci:XCAW_02809
ko:K06186	xci:XCAW_02811
ko:K09801	xci:XCAW_02812
ko:K03664	xci:XCAW_02814
ko:K02337	xci:XCAW_02938
ko:K01962	xci:XCAW_02939
ko:K08973	xci:XCAW_02942
ko:K09125	xci:XCAW_02950
ko:K01874	xci:XCAW_02958
ko:K03088	xci:XCAW_02964
ko:K09701	xci:XCAW_02968
ko:K00574	xci:XCAW_02969
ko:K00574	xci:XCAW_02972
ko:K14205	xci:XCAW_02975
ko:K01975	xci:XCAW_02979
ko:K10680	xci:XCAW_02983
ko:K06193	xci:XCAW_02985
ko:K03775	xci:XCAW_02987
ko:K04046	xci:XCAW_02988
ko:K07043	xci:XCAW_02994
ko:K00459	xci:XCAW_03061
ko:K03106	xci:XCAW_03062
ko:K03412	xci:XCAW_03071
ko:K03672	xci:XCAW_03074
ko:K01198	xci:XCAW_03076
ko:K01209	xci:XCAW_03076
ko:K04079	xci:XCAW_03084
ko:K04485	xci:XCAW_03090
ko:K02300	xci:XCAW_03092
ko:K02299	xci:XCAW_03093
ko:K02298	xci:XCAW_03094
ko:K02297	xci:XCAW_03095
ko:K03527	xci:XCAW_03097
ko:K03101	xci:XCAW_03098
ko:K01870	xci:XCAW_03099
ko:K11753	xci:XCAW_03100
ko:K03980	xci:XCAW_03101
ko:K02968	xci:XCAW_03102
ko:K03979	xci:XCAW_03103
ko:K02899	xci:XCAW_03104
ko:K02888	xci:XCAW_03105
ko:K03701	xci:XCAW_03106
ko:K07107	xci:XCAW_03107
ko:K10805	xci:XCAW_03110
ko:K07141	xci:XCAW_03175
ko:K07402	xci:XCAW_03176
ko:K11177	xci:XCAW_03177
ko:K11178	xci:XCAW_03178
ko:K13483	xci:XCAW_03179
ko:K02523	xci:XCAW_03183
ko:K01925	xci:XCAW_03185
ko:K12526	xci:XCAW_03188
ko:K00609	xci:XCAW_03194
ko:K07447	xci:XCAW_03195
ko:K07735	xci:XCAW_03196
ko:K01246	xci:XCAW_03197
ko:K02670	xci:XCAW_03201
ko:K02669	xci:XCAW_03202
ko:K06997	xci:XCAW_03203
ko:K00286	xci:XCAW_03204
ko:K05520	xci:XCAW_03210
ko:K09014	xci:XCAW_03213
ko:K09013	xci:XCAW_03214
ko:K09015	xci:XCAW_03215
ko:K11717	xci:XCAW_03216
ko:K16090	xci:XCAW_03219
ko:K09939	xci:XCAW_03222
ko:K08987	xci:XCAW_03341
ko:K03301	xci:XCAW_03342
ko:K02437	xci:XCAW_03345
ko:K00605	xci:XCAW_03346
ko:K07340	xci:XCAW_03347
ko:K09771	xci:XCAW_03350
ko:K08312	xci:XCAW_03353
ko:K00833	xci:XCAW_03354
ko:K09761	xci:XCAW_03355
ko:K05349	xci:XCAW_03363
ko:K12308	xci:XCAW_03365
ko:K12308	xci:XCAW_03371
ko:K01444	xci:XCAW_03378
ko:K03790	xci:XCAW_03381
ko:K06598	xci:XCAW_03382
ko:K06597	xci:XCAW_03383
ko:K00573	xci:XCAW_04156
ko:K12340	xci:XCAW_04157
ko:K02527	xci:XCAW_04158
ko:K02517	xci:XCAW_04159
ko:K00029	xci:XCAW_04165
ko:K11103	xci:XCAW_04166
ko:K03288	xci:XCAW_04169
ko:K02012	xci:XCAW_04177
ko:K07649	xci:XCAW_04178
ko:K07774	xci:XCAW_04179
ko:K03300	xci:XCAW_04181
ko:K00023	xci:XCAW_04182
ko:K16211	xci:XCAW_04184
ko:K06949	xci:XCAW_04190
ko:K14260	xci:XCAW_04191
ko:K16088	xci:XCAW_04195
ko:K07390	xci:XCAW_04197
ko:K01462	xci:XCAW_04208
ko:K00694	xci:XCAW_04216
ko:K00763	xci:XCAW_04219
ko:K03811	xci:XCAW_04227
ko:K02453	xci:XCAW_04231
ko:K02462	xci:XCAW_04233
ko:K02461	xci:XCAW_04234
ko:K02460	xci:XCAW_04235
ko:K02459	xci:XCAW_04236
ko:K02458	xci:XCAW_04237
ko:K02457	xci:XCAW_04238
ko:K02456	xci:XCAW_04239
ko:K02455	xci:XCAW_04240
ko:K14645	xci:XCAW_04243
ko:K14645	xci:XCAW_04245
ko:K01952	xci:XCAW_04247
ko:K03981	xci:XCAW_04248
ko:K11720	xci:XCAW_04253
ko:K07091	xci:XCAW_04254
ko:K01255	xci:XCAW_04255
ko:K02339	xci:XCAW_04257
ko:K01873	xci:XCAW_04258
ko:K08309	xci:XCAW_04261
ko:K01728	xci:XCAW_04262
ko:K03789	xci:XCAW_04263
ko:K01881	xci:XCAW_04267
ko:K02066	xci:XCAW_04270
ko:K02065	xci:XCAW_04271
ko:K00311	xci:XCAW_04275
ko:K01029	xci:XCAW_04277
ko:K01028	xci:XCAW_04278
ko:K15778	xci:XCAW_04279
ko:K00012	xci:XCAW_04281
ko:K00067	xci:XCAW_04282
ko:K01790	xci:XCAW_04283
ko:K00973	xci:XCAW_04284
ko:K03521	xci:XCAW_04286
ko:K03522	xci:XCAW_04287
ko:K01697	xci:XCAW_04305
ko:K02670	xci:XCAW_04309
ko:K16171	xci:XCAW_04312
ko:K11927	xci:XCAW_04313
ko:K01737	xci:XCAW_04316
ko:K00209	xci:XCAW_00531
ko:K00874	xci:XCAW_00533
ko:K16147	xci:XCAW_00548
ko:K05343	xci:XCAW_00549
ko:K07095	xci:XCAW_00551
ko:K00064	xci:XCAW_00552
ko:K02529	xci:XCAW_00560
ko:K01815	xci:XCAW_00562
ko:K01808	xci:XCAW_00564
ko:K00500	xci:XCAW_00569
ko:K16088	xci:XCAW_00571
ko:K07001	xci:XCAW_00573
ko:K02013	xci:XCAW_00575
ko:K05847	xci:XCAW_00578
ko:K07154	xci:XCAW_00583
ko:K06175	xci:XCAW_00642
ko:K09924	xci:XCAW_00644
ko:K15034	xci:XCAW_00645
ko:K13051	xci:XCAW_00647
ko:K01284	xci:XCAW_00648
ko:K06996	xci:XCAW_00651
ko:K01638	xci:XCAW_00655
ko:K01637	xci:XCAW_00656
ko:K01968	xci:XCAW_00663
ko:K01969	xci:XCAW_00664
ko:K00253	xci:XCAW_00665
ko:K07018	xci:XCAW_00679
ko:K06916	xci:XCAW_00680
ko:K06181	xci:XCAW_00690
ko:K03579	xci:XCAW_00693
ko:K07127	xci:XCAW_00695
ko:K13485	xci:XCAW_00697
ko:K00141	xci:XCAW_00760
ko:K00481	xci:XCAW_00762
ko:K00864	xci:XCAW_00765
ko:K02440	xci:XCAW_00766
ko:K00111	xci:XCAW_00767
ko:K02444	xci:XCAW_00768
ko:K01040	xci:XCAW_00772
ko:K07823	xci:XCAW_00773
ko:K00449	xci:XCAW_00774
ko:K00448	xci:XCAW_00775
ko:K01857	xci:XCAW_00776
ko:K01055	xci:XCAW_00777
ko:K02624	xci:XCAW_00780
ko:K07178	xci:XCAW_00781
ko:K03495	xci:XCAW_00784
ko:K01754	xci:XCAW_00786
ko:K02169	xci:XCAW_00790
ko:K02170	xci:XCAW_00792
ko:K01012	xci:XCAW_00796
ko:K03179	xci:XCAW_00797
ko:K03220	xci:XCAW_00809
ko:K01945	xci:XCAW_00923
ko:K00602	xci:XCAW_00925
ko:K00995	xci:XCAW_00926
ko:K00981	xci:XCAW_00933
ko:K03557	xci:XCAW_00934
ko:K02687	xci:XCAW_00938
ko:K01961	xci:XCAW_00942
ko:K02160	xci:XCAW_00944
ko:K04084	xci:XCAW_00946
ko:K03926	xci:XCAW_00947
ko:K04078	xci:XCAW_00954
ko:K04077	xci:XCAW_00955
ko:K01626	xci:XCAW_00958
ko:K01053	xci:XCAW_00961
ko:K00982	xci:XCAW_00963
ko:K09125	xci:XCAW_00964
ko:K07276	xci:XCAW_00967
ko:K09019	xci:XCAW_00968
ko:K13929	xci:XCAW_00974
ko:K13931	xci:XCAW_00975
ko:K13932	xci:XCAW_00976
ko:K13933	xci:XCAW_00977
ko:K13934	xci:XCAW_00978
ko:K03630	xci:XCAW_01049
ko:K00859	xci:XCAW_01085
ko:K02654	xci:XCAW_01086
ko:K02652	xci:XCAW_01090
ko:K02667	xci:XCAW_01091
ko:K02668	xci:XCAW_01092
ko:K01903	xci:XCAW_01093
ko:K03412	xci:XCAW_01171
ko:K03545	xci:XCAW_01174
ko:K01358	xci:XCAW_01175
ko:K03544	xci:XCAW_01177
ko:K01338	xci:XCAW_01178
ko:K03530	xci:XCAW_01179
ko:K03770	xci:XCAW_01183
ko:K08307	xci:XCAW_01184
ko:K12982	xci:XCAW_01192
ko:K11211	xci:XCAW_01193
ko:K03639	xci:XCAW_01195
ko:K03637	xci:XCAW_01196
ko:K03636	xci:XCAW_01197
ko:K01201	xci:XCAW_01277
ko:K00384	xci:XCAW_01283
ko:K03701	xci:XCAW_01287
ko:K11177	xci:XCAW_01288
ko:K11178	xci:XCAW_01289
ko:K13483	xci:XCAW_01290
ko:K09003	xci:XCAW_01291
ko:K07341	xci:XCAW_01295
ko:K01356	xci:XCAW_01297
ko:K14161	xci:XCAW_01299
ko:K03723	xci:XCAW_01314
ko:K07115	xci:XCAW_01316
ko:K07663	xci:XCAW_01317
ko:K07641	xci:XCAW_01318
ko:K09779	xci:XCAW_01385
ko:K05838	xci:XCAW_01391
ko:K01869	xci:XCAW_01393
ko:K03643	xci:XCAW_01394
ko:K02340	xci:XCAW_01395
ko:K00969	xci:XCAW_01396
ko:K09710	xci:XCAW_01397
ko:K07093	xci:XCAW_01398
ko:K00783	xci:XCAW_01399
ko:K09807	xci:XCAW_01401
ko:K06287	xci:XCAW_01402
ko:K08301	xci:XCAW_01403
ko:K03568	xci:XCAW_01406
ko:K09889	xci:XCAW_01407
ko:K03592	xci:XCAW_01408
ko:K09940	xci:XCAW_01409
ko:K00795	xci:XCAW_01411
ko:K03602	xci:XCAW_01412
ko:K04075	xci:XCAW_01413
ko:K03775	xci:XCAW_01420
ko:K07148	xci:XCAW_01421
ko:K00285	xci:XCAW_01422
ko:K07443	xci:XCAW_01424
ko:K15726	xci:XCAW_01553
ko:K07400	xci:XCAW_01595
ko:K03832	xci:XCAW_01596
ko:K07238	xci:XCAW_01597
ko:K06195	xci:XCAW_03718
ko:K02034	xci:XCAW_03721
ko:K00299	xci:XCAW_03727
ko:K15553	xci:XCAW_03730
ko:K15554	xci:XCAW_03731
ko:K13292	xci:XCAW_03738
ko:K06872	xci:XCAW_03740
ko:K03744	xci:XCAW_03741
ko:K00901	xci:XCAW_03742
ko:K10804	xci:XCAW_03746
ko:K02003	xci:XCAW_03747
ko:K03119	xci:XCAW_03749
ko:K09922	xci:XCAW_03753
ko:K16087	xci:XCAW_03756
ko:K07038	xci:XCAW_03766
ko:K00789	xci:XCAW_03767
ko:K01093	xci:XCAW_03768
ko:K01595	xci:XCAW_03774
ko:K01251	xci:XCAW_03776
ko:K09912	xci:XCAW_03782
ko:K00297	xci:XCAW_03790
ko:K03070	xci:XCAW_03793
ko:K02535	xci:XCAW_03796
ko:K03531	xci:XCAW_03797
ko:K03590	xci:XCAW_03798
ko:K03589	xci:XCAW_03799
ko:K01921	xci:XCAW_03800
ko:K01924	xci:XCAW_03801
ko:K02563	xci:XCAW_03802
ko:K03588	xci:XCAW_03803
ko:K01000	xci:XCAW_03804
ko:K01929	xci:XCAW_03805
ko:K01928	xci:XCAW_03806
ko:K03587	xci:XCAW_03807
ko:K03586	xci:XCAW_03808
ko:K03438	xci:XCAW_03809
ko:K03925	xci:XCAW_03810
ko:K07056	xci:XCAW_03815
ko:K07121	xci:XCAW_03816
ko:K07460	xci:XCAW_03817
ko:K07038	xci:XCAW_03818
ko:K03777	xci:XCAW_03819
ko:K07667	xci:XCAW_03822
ko:K07646	xci:XCAW_03823
ko:K01548	xci:XCAW_03824
ko:K01547	xci:XCAW_03825
ko:K01546	xci:XCAW_03826
ko:K00946	xci:XCAW_03830
ko:K03625	xci:XCAW_03831
ko:K00794	xci:XCAW_03832
ko:K14652	xci:XCAW_03833
ko:K00793	xci:XCAW_03834
ko:K11752	xci:XCAW_03836
ko:K07738	xci:XCAW_03838
ko:K00600	xci:XCAW_03839
ko:K01070	xci:XCAW_03846
ko:K01919	xci:XCAW_03854
ko:K03978	xci:XCAW_03857
ko:K03673	xci:XCAW_03859
ko:K03673	xci:XCAW_03860
ko:K02168	xci:XCAW_03862
ko:K01443	xci:XCAW_03867
ko:K00820	xci:XCAW_03868
ko:K02529	xci:XCAW_03869
ko:K03710	xci:XCAW_03871
ko:K01205	xci:XCAW_03873
ko:K02462	xci:XCAW_03877
ko:K02461	xci:XCAW_03878
ko:K02460	xci:XCAW_03879
ko:K02459	xci:XCAW_03880
ko:K02458	xci:XCAW_03881
ko:K02457	xci:XCAW_03882
ko:K02456	xci:XCAW_03883
ko:K02455	xci:XCAW_03884
ko:K02453	xci:XCAW_03886
ko:K02452	xci:XCAW_03887
ko:K00472	xci:XCAW_03890
ko:K00950	xci:XCAW_03895
ko:K07090	xci:XCAW_03911
ko:K03797	xci:XCAW_03912
ko:K03644	xci:XCAW_03913
ko:K03801	xci:XCAW_03914
ko:K09158	xci:XCAW_03915
ko:K03642	xci:XCAW_03918
ko:K05837	xci:XCAW_03921
ko:K05515	xci:XCAW_03922
ko:K03571	xci:XCAW_03923
ko:K03570	xci:XCAW_03924
ko:K03569	xci:XCAW_03925
ko:K03183	xci:XCAW_03938
ko:K03667	xci:XCAW_03943
ko:K01419	xci:XCAW_03944
ko:K03733	xci:XCAW_03945
ko:K09921	xci:XCAW_03946
ko:K01778	xci:XCAW_03947
ko:K09790	xci:XCAW_03949
ko:K01354	xci:XCAW_03950
ko:K03098	xci:XCAW_03955
ko:K01749	xci:XCAW_03959
ko:K08083	xci:XCAW_03960
ko:K08082	xci:XCAW_03961
ko:K06999	xci:XCAW_03962
ko:K03669	xci:XCAW_03963
ko:K03321	xci:XCAW_03968
ko:K01194	xci:XCAW_03977
ko:K03284	xci:XCAW_03979
ko:K11737	xci:XCAW_03981
ko:K01713	xci:XCAW_03985
ko:K06983	xci:XCAW_03987
ko:K00955	xci:XCAW_04021
ko:K00957	xci:XCAW_04022
ko:K00381	xci:XCAW_04024
ko:K00390	xci:XCAW_04025
ko:K02302	xci:XCAW_04033
ko:K01738	xci:XCAW_04034
ko:K01623	xci:XCAW_04037
ko:K00873	xci:XCAW_04038
ko:K01091	xci:XCAW_04039
ko:K00927	xci:XCAW_04040
ko:K02470	xci:XCAW_00006
ko:K03832	xci:XCAW_00010
ko:K03561	xci:XCAW_00011
ko:K03474	xci:XCAW_00014
ko:K06131	xci:XCAW_00016
ko:K06076	xci:XCAW_00022
ko:K03797	xci:XCAW_00026
ko:K03098	xci:XCAW_00038
ko:K08191	xci:XCAW_00042
ko:K01812	xci:XCAW_00046
ko:K01053	xci:XCAW_00049
ko:K01628	xci:XCAW_00053
ko:K01845	xci:XCAW_00054
ko:K05349	xci:XCAW_00064
ko:K01198	xci:XCAW_00065
ko:K01209	xci:XCAW_00065
ko:K13639	xci:XCAW_03280
ko:K08989	xci:XCAW_03285
ko:K10716	xci:XCAW_03287
ko:K09980	xci:XCAW_03289
ko:K00275	xci:XCAW_03290
ko:K00891	xci:XCAW_03291
ko:K01735	xci:XCAW_03292
ko:K01599	xci:XCAW_03294
ko:K12262	xci:XCAW_03317
ko:K01752	xci:XCAW_03320
ko:K00003	xci:XCAW_03322
ko:K00641	xci:XCAW_03324
ko:K02837	xci:XCAW_03326
ko:K11068	xci:XCAW_03327
ko:K07290	xci:XCAW_03328
ko:K03814	xci:XCAW_03331
ko:K04083	xci:XCAW_03332
ko:K01114	xci:XCAW_03446
ko:K06158	xci:XCAW_03451
ko:K16091	xci:XCAW_03463
ko:K01586	xci:XCAW_03468
ko:K02233	xci:XCAW_03471
ko:K00768	xci:XCAW_03473
ko:K02231	xci:XCAW_03474
ko:K02232	xci:XCAW_03475
ko:K02225	xci:XCAW_03476
ko:K02227	xci:XCAW_03477
ko:K16092	xci:XCAW_03481
ko:K03695	xci:XCAW_03482
ko:K15554	xci:XCAW_03484
ko:K15553	xci:XCAW_03485
ko:K07461	xci:XCAW_03490
ko:K06901	xci:XCAW_03494
ko:K04090	xci:XCAW_00585
ko:K07088	xci:XCAW_00587
ko:K00655	xci:XCAW_00593
ko:K06153	xci:XCAW_00600
ko:K01915	xci:XCAW_00601
ko:K04751	xci:XCAW_00602
ko:K03320	xci:XCAW_00603
ko:K07708	xci:XCAW_00604
ko:K07712	xci:XCAW_00605
ko:K02498	xci:XCAW_00611
ko:K02496	xci:XCAW_00612
ko:K07270	xci:XCAW_00614
ko:K03071	xci:XCAW_00618
ko:K00057	xci:XCAW_00619
ko:K00156	xci:XCAW_00621
ko:K03216	xci:XCAW_00627
ko:K06940	xci:XCAW_00634
ko:K03690	xci:XCAW_00639
ko:K03688	xci:XCAW_00640
ko:K02083	xci:XCAW_00701
ko:K06901	xci:XCAW_00711
ko:K03424	xci:XCAW_00716
ko:K08224	xci:XCAW_00720
ko:K01433	xci:XCAW_00727
ko:K07664	xci:XCAW_00728
ko:K07642	xci:XCAW_00729
ko:K00297	xci:XCAW_00735
ko:K09765	xci:XCAW_00736
ko:K03576	xci:XCAW_00737
ko:K00299	xci:XCAW_00738
ko:K00549	xci:XCAW_00740
ko:K02526	xci:XCAW_00741
ko:K01687	xci:XCAW_00751
ko:K06940	xci:XCAW_00753
ko:K05563	xci:XCAW_00869
ko:K05562	xci:XCAW_00870
ko:K05561	xci:XCAW_00871
ko:K05560	xci:XCAW_00872
ko:K05559	xci:XCAW_00873
ko:K01923	xci:XCAW_00881
ko:K01783	xci:XCAW_00884
ko:K01657	xci:XCAW_00887
ko:K01620	xci:XCAW_00888
ko:K00766	xci:XCAW_00892
ko:K01609	xci:XCAW_00893
ko:K01611	xci:XCAW_00896
ko:K06134	xci:XCAW_00898
ko:K02871	xci:XCAW_00900
ko:K02996	xci:XCAW_00901
ko:K08311	xci:XCAW_00904
ko:K02192	xci:XCAW_00905
ko:K03594	xci:XCAW_00906
ko:K15724	xci:XCAW_00912
ko:K03426	xci:XCAW_00915
ko:K03807	xci:XCAW_00916
ko:K01669	xci:XCAW_02865
ko:K01953	xci:XCAW_02868
ko:K00252	xci:XCAW_02871
ko:K03424	xci:XCAW_02874
ko:K06077	xci:XCAW_02877
ko:K03704	xci:XCAW_02878
ko:K09793	xci:XCAW_02879
ko:K01058	xci:XCAW_02880
ko:K01673	xci:XCAW_02881
ko:K01676	xci:XCAW_02883
ko:K00263	xci:XCAW_02996
ko:K03724	xci:XCAW_03008
ko:K06953	xci:XCAW_03009
ko:K03704	xci:XCAW_03011
ko:K00760	xci:XCAW_03013
ko:K01207	xci:XCAW_03014
ko:K06876	xci:XCAW_03015
ko:K06955	xci:XCAW_03016
ko:K03215	xci:XCAW_03019
ko:K03584	xci:XCAW_03021
ko:K03685	xci:XCAW_03023
ko:K03100	xci:XCAW_03025
ko:K03596	xci:XCAW_03026
ko:K03088	xci:XCAW_03029
ko:K16264	xci:XCAW_03031
ko:K00140	xci:XCAW_03036
ko:K01224	xci:XCAW_03039
ko:K03555	xci:XCAW_03047
ko:K08289	xci:XCAW_03116
ko:K01247	xci:XCAW_03121
ko:K03610	xci:XCAW_03127
ko:K03609	xci:XCAW_03128
ko:K03608	xci:XCAW_03129
ko:K03760	xci:XCAW_03135
ko:K01283	xci:XCAW_03136
ko:K07552	xci:XCAW_03138
ko:K00281	xci:XCAW_03139
ko:K03781	xci:XCAW_03143
ko:K03407	xci:XCAW_03150
ko:K03408	xci:XCAW_03152
ko:K03412	xci:XCAW_03155
ko:K05982	xci:XCAW_03160
ko:K06911	xci:XCAW_03162
ko:K07397	xci:XCAW_03164
ko:K06911	xci:XCAW_03165
ko:K06200	xci:XCAW_03166
ko:K03734	xci:XCAW_03225
ko:K09975	xci:XCAW_03228
ko:K02237	xci:XCAW_03229
ko:K07102	xci:XCAW_03232
ko:K10763	xci:XCAW_03234
ko:K09938	xci:XCAW_03236
ko:K01933	xci:XCAW_03237
ko:K11175	xci:XCAW_03239
ko:K00790	xci:XCAW_03243
ko:K06041	xci:XCAW_03245
ko:K03270	xci:XCAW_03246
ko:K11719	xci:XCAW_03247
ko:K09774	xci:XCAW_03248
ko:K06861	xci:XCAW_03249
ko:K03092	xci:XCAW_03250
ko:K05808	xci:XCAW_03251
ko:K06958	xci:XCAW_03254
ko:K06213	xci:XCAW_03258
ko:K00426	xci:XCAW_03260
ko:K00425	xci:XCAW_03261
ko:K01273	xci:XCAW_03262
ko:K01728	xci:XCAW_03264
ko:K01920	xci:XCAW_03390
ko:K03832	xci:XCAW_03391
ko:K05365	xci:XCAW_03396
ko:K06136	xci:XCAW_03400
ko:K06137	xci:XCAW_03401
ko:K06138	xci:XCAW_03402
ko:K06139	xci:XCAW_03403
ko:K03578	xci:XCAW_03408
ko:K04047	xci:XCAW_03409
ko:K03654	xci:XCAW_03410
ko:K06182	xci:XCAW_03415
ko:K06895	xci:XCAW_03418
ko:K05596	xci:XCAW_03419
ko:K06920	xci:XCAW_03422
ko:K10026	xci:XCAW_03424
ko:K03640	xci:XCAW_03426
ko:K03641	xci:XCAW_03427
ko:K03562	xci:XCAW_03430
ko:K07107	xci:XCAW_03431
ko:K03551	xci:XCAW_03432
ko:K03549	xci:XCAW_03434
ko:K03550	xci:XCAW_03435
ko:K01159	xci:XCAW_03436
ko:K01876	xci:XCAW_03440
ko:K01935	xci:XCAW_04318
ko:K03226	xci:XCAW_00812
ko:K03225	xci:XCAW_00813
ko:K03230	xci:XCAW_00815
ko:K03229	xci:XCAW_00816
ko:K03222	xci:XCAW_00819
ko:K03223	xci:XCAW_00821
ko:K03224	xci:XCAW_00822
ko:K03228	xci:XCAW_00824
ko:K03219	xci:XCAW_00825
ko:K09781	xci:XCAW_00834
ko:K00703	xci:XCAW_00836
ko:K01236	xci:XCAW_00838
ko:K00705	xci:XCAW_00839
ko:K06044	xci:XCAW_00840
ko:K00627	xci:XCAW_00854
ko:K00162	xci:XCAW_00856
ko:K00161	xci:XCAW_00857
ko:K00453	xci:XCAW_00859
ko:K03305	xci:XCAW_00860
ko:K00457	xci:XCAW_00863
ko:K00451	xci:XCAW_00865
ko:K05564	xci:XCAW_00868
ko:K13930	xci:XCAW_00979
ko:K00645	xci:XCAW_00980
ko:K01091	xci:XCAW_00983
ko:K01224	xci:XCAW_00989
ko:K00163	xci:XCAW_00990
ko:K03214	xci:XCAW_01010
ko:K02529	xci:XCAW_01016
ko:K03282	xci:XCAW_01018
ko:K03439	xci:XCAW_01023
ko:K03149	xci:XCAW_01024
ko:K03154	xci:XCAW_01025
ko:K12686	xci:XCAW_01026
ko:K01902	xci:XCAW_01094
ko:K01091	xci:XCAW_04323
ko:K02346	xci:XCAW_04324
ko:K01716	xci:XCAW_04325
ko:K01414	xci:XCAW_04328
ko:K01738	xci:XCAW_04329
ko:K07233	xci:XCAW_04332
ko:K00820	xci:XCAW_04338
ko:K02003	xci:XCAW_04340
ko:K04042	xci:XCAW_04346
ko:K02114	xci:XCAW_04349
ko:K02112	xci:XCAW_04350
ko:K02115	xci:XCAW_04352
ko:K02111	xci:XCAW_04353
ko:K02113	xci:XCAW_04354
ko:K02109	xci:XCAW_04355
ko:K02110	xci:XCAW_04356
ko:K02108	xci:XCAW_04357
ko:K00382	xci:XCAW_04361
ko:K07275	xci:XCAW_04366
ko:K02073	xci:XCAW_04370
ko:K02072	xci:XCAW_04371
ko:K02071	xci:XCAW_04372
ko:K09767	xci:XCAW_04374
ko:K09941	xci:XCAW_04378
ko:K01775	xci:XCAW_04391
ko:K00285	xci:XCAW_04392
ko:K02556	xci:XCAW_04397
ko:K02557	xci:XCAW_04398
ko:K15977	xci:XCAW_04411
ko:K07217	xci:XCAW_04427
ko:K13924	xci:XCAW_04431
ko:K00425	xci:XCAW_04436
ko:K00426	xci:XCAW_04437
ko:K01173	xci:XCAW_04467
