ko:K22213	may:LA62_01510
ko:K00135	may:LA62_22430
ko:K07246	may:LA62_22435
ko:K00239	may:LA62_22450
ko:K00240	may:LA62_22455
ko:K07588	may:LA62_13750
ko:K01847	may:LA62_13755
ko:K01847	may:LA62_13760
ko:K01772	may:LA62_13810
ko:K11611	may:LA62_13815
ko:K11610	may:LA62_13820
ko:K07114	may:LA62_13825
ko:K03924	may:LA62_13835
ko:K01681	may:LA62_13855
ko:K01692	may:LA62_13890
ko:K00384	may:LA62_13900
ko:K04488	may:LA62_13935
ko:K11717	may:LA62_13940
ko:K09013	may:LA62_13945
ko:K09015	may:LA62_13950
ko:K09014	may:LA62_13955
ko:K14339	may:LA62_13965
ko:K01990	may:LA62_13970
ko:K01992	may:LA62_13975
ko:K02259	may:LA62_13980
ko:K00615	may:LA62_14005
ko:K00616	may:LA62_14010
ko:K00036	may:LA62_14015
ko:K01057	may:LA62_14025
ko:K03186	may:LA62_14040
ko:K01588	may:LA62_18390
ko:K01589	may:LA62_18395
ko:K03119	may:LA62_18400
ko:K03524	may:LA62_18425
ko:K15982	may:LA62_18430
ko:K00666	may:LA62_18435
ko:K01966	may:LA62_18450
ko:K06287	may:LA62_18460
ko:K03299	may:LA62_18465
ko:K00851	may:LA62_18470
ko:K01011	may:LA62_18500
ko:K02426	may:LA62_18505
ko:K11263	may:LA62_18510
ko:K03918	may:LA62_18525
ko:K03719	may:LA62_18530
ko:K00128	may:LA62_18540
ko:K03724	may:LA62_18550
ko:K07006	may:LA62_18560
ko:K06177	may:LA62_18565
ko:K00111	may:LA62_18570
ko:K00382	may:LA62_18575
ko:K03783	may:LA62_18595
ko:K01840	may:LA62_18600
ko:K00761	may:LA62_18605
ko:K01488	may:LA62_18645
ko:K00758	may:LA62_18650
ko:K01489	may:LA62_18655
ko:K00241	may:LA62_18660
ko:K00242	may:LA62_18665
ko:K01687	may:LA62_23070
ko:K03088	may:LA62_23110
ko:K07032	may:LA62_23120
ko:K03744	may:LA62_23130
ko:K00121	may:LA62_23145
ko:K06911	may:LA62_23150
ko:K02067	may:LA62_23180
ko:K00666	may:LA62_23190
ko:K00325	may:LA62_23230
ko:K00324	may:LA62_23235
ko:K00324	may:LA62_23240
ko:K07393	may:LA62_23245
ko:K01692	may:LA62_23285
ko:K11537	may:LA62_23295
ko:K01104	may:LA62_23300
ko:K09793	may:LA62_23305
ko:K18481	may:LA62_23310
ko:K02067	may:LA62_23335
ko:K02066	may:LA62_23345
ko:K07044	may:LA62_10530
ko:K00666	may:LA62_10585
ko:K00121	may:LA62_10605
ko:K03466	may:LA62_10685
ko:K06910	may:LA62_10705
ko:K00254	may:LA62_10710
ko:K06153	may:LA62_10730
ko:K01082	may:LA62_10765
ko:K15526	may:LA62_10770
ko:K04791	may:LA62_10785
ko:K04790	may:LA62_10790
ko:K03499	may:LA62_15205
ko:K03499	may:LA62_15210
ko:K03088	may:LA62_15230
ko:K01092	may:LA62_15270
ko:K00886	may:LA62_15275
ko:K03086	may:LA62_15280
ko:K00567	may:LA62_15295
ko:K09930	may:LA62_15345
ko:K07058	may:LA62_15360
ko:K03087	may:LA62_15375
ko:K03709	may:LA62_15380
ko:K00322	may:LA62_15395
ko:K07738	may:LA62_15415
ko:K01356	may:LA62_15425
ko:K03823	may:LA62_15430
ko:K08351	may:LA62_15440
ko:K03665	may:LA62_15445
ko:K01778	may:LA62_15450
ko:K00791	may:LA62_15455
ko:K06168	may:LA62_15475
ko:K07028	may:LA62_19820
ko:K09767	may:LA62_19880
ko:K00057	may:LA62_19895
ko:K15983	may:LA62_19910
ko:K03799	may:LA62_19955
ko:K00805	may:LA62_19960
ko:K03183	may:LA62_19970
ko:K12583	may:LA62_19975
ko:K02551	may:LA62_19985
ko:K02549	may:LA62_19995
ko:K06911	may:LA62_20025
ko:K06975	may:LA62_20030
ko:K01661	may:LA62_20045
ko:K03306	may:LA62_20070
ko:K01911	may:LA62_20080
ko:K00772	may:LA62_20100
ko:K04564	may:LA62_20105
ko:K02548	may:LA62_20110
ko:K03306	may:LA62_24595
ko:K02036	may:LA62_24615
ko:K02038	may:LA62_24620
ko:K02037	may:LA62_24625
ko:K02040	may:LA62_24630
ko:K01091	may:LA62_24765
ko:K09705	may:LA62_24810
ko:K03829	may:LA62_24815
ko:K02939	may:LA62_24850
ko:K02963	may:LA62_24855
ko:K07503	may:LA62_07415
ko:K05606	may:LA62_07425
ko:K00626	may:LA62_07430
ko:K05838	may:LA62_07440
ko:K00700	may:LA62_07450
ko:K16147	may:LA62_07455
ko:K00688	may:LA62_07460
ko:K08281	may:LA62_07475
ko:K00763	may:LA62_07485
ko:K06891	may:LA62_07490
ko:K01776	may:LA62_07525
ko:K00989	may:LA62_07535
ko:K02428	may:LA62_07540
ko:K00666	may:LA62_07565
ko:K03710	may:LA62_07610
ko:K11081	may:LA62_07630
ko:K11084	may:LA62_07635
ko:K11083	may:LA62_07640
ko:K11082	may:LA62_07645
ko:K11533	may:LA62_07685
ko:K00997	may:LA62_07690
ko:K01430	may:LA62_12335
ko:K01429	may:LA62_12340
ko:K01428	may:LA62_12345
ko:K03188	may:LA62_12350
ko:K03189	may:LA62_12355
ko:K03190	may:LA62_12360
ko:K03885	may:LA62_12365
ko:K02020	may:LA62_12385
ko:K02018	may:LA62_12390
ko:K02017	may:LA62_12395
ko:K06199	may:LA62_12415
ko:K06199	may:LA62_12420
ko:K03742	may:LA62_12435
ko:K06911	may:LA62_12450
ko:K06153	may:LA62_12470
ko:K02045	may:LA62_12525
ko:K02051	may:LA62_12530
ko:K02050	may:LA62_12535
ko:K03891	may:LA62_12555
ko:K03782	may:LA62_12570
ko:K15977	may:LA62_16925
ko:K02434	may:LA62_16935
ko:K03929	may:LA62_16945
ko:K02433	may:LA62_16975
ko:K02435	may:LA62_16980
ko:K01972	may:LA62_16995
ko:K01692	may:LA62_17020
ko:K04719	may:LA62_17025
ko:K06901	may:LA62_17035
ko:K03921	may:LA62_17040
ko:K00566	may:LA62_17050
ko:K04487	may:LA62_17055
ko:K03522	may:LA62_17080
ko:K03521	may:LA62_17085
ko:K16149	may:LA62_17095
ko:K16150	may:LA62_17105
ko:K12421	may:LA62_17110
ko:K07044	may:LA62_17140
ko:K07044	may:LA62_17145
ko:K01692	may:LA62_17185
ko:K02013	may:LA62_17195
ko:K01939	may:LA62_21595
ko:K01624	may:LA62_21620
ko:K03975	may:LA62_21625
ko:K07107	may:LA62_21630
ko:K00762	may:LA62_21650
ko:K07124	may:LA62_21655
ko:K06994	may:LA62_21665
ko:K03695	may:LA62_21675
ko:K13640	may:LA62_21700
ko:K03686	may:LA62_21705
ko:K03687	may:LA62_21710
ko:K04043	may:LA62_21715
ko:K15977	may:LA62_21800
ko:K14260	may:LA62_21825
ko:K00012	may:LA62_21830
ko:K01494	may:LA62_21840
ko:K07407	may:LA62_21870
ko:K02051	may:LA62_11405
ko:K02050	may:LA62_11410
ko:K02049	may:LA62_11415
ko:K04781	may:LA62_11425
ko:K04787	may:LA62_11435
ko:K04789	may:LA62_11440
ko:K04793	may:LA62_11445
ko:K00604	may:LA62_11500
ko:K14699	may:LA62_11505
ko:K14698	may:LA62_11510
ko:K03762	may:LA62_11515
ko:K10674	may:LA62_11520
ko:K06720	may:LA62_11525
ko:K00836	may:LA62_11530
ko:K06718	may:LA62_11535
ko:K03449	may:LA62_11570
ko:K06994	may:LA62_11580
ko:K09251	may:LA62_11600
ko:K14257	may:LA62_11625
ko:K02945	may:LA62_11685
ko:K02232	may:LA62_16065
ko:K01265	may:LA62_16070
ko:K06976	may:LA62_16090
ko:K00099	may:LA62_16105
ko:K06941	may:LA62_16125
ko:K01061	may:LA62_16165
ko:K00981	may:LA62_16180
ko:K02838	may:LA62_16185
ko:K09903	may:LA62_16190
ko:K03811	may:LA62_16200
ko:K05350	may:LA62_16215
ko:K02357	may:LA62_16230
ko:K02967	may:LA62_16235
ko:K06994	may:LA62_16260
ko:K03733	may:LA62_16270
ko:K01673	may:LA62_16305
ko:K04096	may:LA62_16310
ko:K07391	may:LA62_16315
ko:K07460	may:LA62_16320
ko:K01619	may:LA62_20725
ko:K16645	may:LA62_20750
ko:K00574	may:LA62_20775
ko:K09967	may:LA62_20790
ko:K09967	may:LA62_20795
ko:K01941	may:LA62_20800
ko:K00074	may:LA62_20805
ko:K01637	may:LA62_20810
ko:K05303	may:LA62_20880
ko:K17947	may:LA62_20895
ko:K00973	may:LA62_20905
ko:K06994	may:LA62_20915
ko:K06994	may:LA62_20920
ko:K07110	may:LA62_20930
ko:K01673	may:LA62_20970
ko:K00382	may:LA62_20975
ko:K01322	may:LA62_20990
ko:K00796	may:LA62_06810
ko:K13693	may:LA62_06815
ko:K01246	may:LA62_06830
ko:K16148	may:LA62_06840
ko:K00975	may:LA62_06845
ko:K01992	may:LA62_06875
ko:K01990	may:LA62_06880
ko:K03088	may:LA62_06895
ko:K03117	may:LA62_06910
ko:K03593	may:LA62_06915
ko:K01644	may:LA62_06930
ko:K02027	may:LA62_06945
ko:K02025	may:LA62_06950
ko:K02026	may:LA62_06955
ko:K10112	may:LA62_06960
ko:K03284	may:LA62_06975
ko:K05595	may:LA62_07000
ko:K00027	may:LA62_07005
ko:K01616	may:LA62_07050
ko:K07552	may:LA62_07065
ko:K00859	may:LA62_11695
ko:K06994	may:LA62_11710
ko:K06994	may:LA62_11720
ko:K09146	may:LA62_11740
ko:K03702	may:LA62_11745
ko:K13639	may:LA62_11750
ko:K03701	may:LA62_11780
ko:K04567	may:LA62_11800
ko:K02520	may:LA62_11810
ko:K02916	may:LA62_11815
ko:K02887	may:LA62_11820
ko:K03437	may:LA62_11825
ko:K14956	may:LA62_11840
ko:K00567	may:LA62_11870
ko:K13529	may:LA62_11875
ko:K01889	may:LA62_11880
ko:K01890	may:LA62_11885
ko:K00145	may:LA62_11890
ko:K00620	may:LA62_11895
ko:K00930	may:LA62_11900
ko:K00611	may:LA62_11910
ko:K03402	may:LA62_11915
ko:K01940	may:LA62_11920
ko:K01755	may:LA62_11925
ko:K03652	may:LA62_11970
ko:K01866	may:LA62_11980
ko:K03470	may:LA62_16360
ko:K03100	may:LA62_16365
ko:K02884	may:LA62_16370
ko:K00554	may:LA62_16380
ko:K02860	may:LA62_16385
ko:K06960	may:LA62_16390
ko:K02959	may:LA62_16395
ko:K07258	may:LA62_16420
ko:K03106	may:LA62_16435
ko:K00990	may:LA62_16440
ko:K04751	may:LA62_16445
ko:K03320	may:LA62_16450
ko:K03110	may:LA62_16455
ko:K01823	may:LA62_16460
ko:K03529	may:LA62_16480
ko:K07667	may:LA62_16500
ko:K07646	may:LA62_16505
ko:K01548	may:LA62_16510
ko:K01547	may:LA62_16515
ko:K01546	may:LA62_16520
ko:K10563	may:LA62_16530
ko:K03685	may:LA62_16535
ko:K07040	may:LA62_16540
ko:K00954	may:LA62_16550
ko:K14953	may:LA62_16560
ko:K01061	may:LA62_16580
ko:K08316	may:LA62_16585
ko:K01958	may:LA62_16590
ko:K00697	may:LA62_21065
ko:K18481	may:LA62_21070
ko:K18481	may:LA62_21075
ko:K02067	may:LA62_21080
ko:K02067	may:LA62_21085
ko:K02067	may:LA62_21090
ko:K02067	may:LA62_21095
ko:K02067	may:LA62_21100
ko:K02067	may:LA62_21105
ko:K02066	may:LA62_21110
ko:K02066	may:LA62_21120
ko:K00059	may:LA62_21125
ko:K05337	may:LA62_21130
ko:K00666	may:LA62_21145
ko:K18688	may:LA62_21165
ko:K01692	may:LA62_21170
ko:K07157	may:LA62_21175
ko:K07068	may:LA62_21185
ko:K00626	may:LA62_21195
ko:K00528	may:LA62_21205
ko:K15982	may:LA62_21215
ko:K07560	may:LA62_21225
ko:K00957	may:LA62_21255
ko:K00955	may:LA62_21260
ko:K06048	may:LA62_21265
ko:K01462	may:LA62_21285
ko:K01142	may:LA62_21295
ko:K02340	may:LA62_08310
ko:K02968	may:LA62_08315
ko:K03596	may:LA62_08345
ko:K00459	may:LA62_08350
ko:K02048	may:LA62_08410
ko:K09131	may:LA62_09910
ko:K01255	may:LA62_09920
ko:K00605	may:LA62_09925
ko:K00826	may:LA62_09930
ko:K02233	may:LA62_09940
ko:K00768	may:LA62_09945
ko:K02231	may:LA62_09950
ko:K00865	may:LA62_09960
ko:K00856	may:LA62_09975
ko:K01953	may:LA62_09980
ko:K02275	may:LA62_09985
ko:K03891	may:LA62_10010
ko:K03890	may:LA62_10015
ko:K03889	may:LA62_10020
ko:K02276	may:LA62_10025
ko:K00766	may:LA62_10030
ko:K02342	may:LA62_10035
ko:K13668	may:LA62_10060
ko:K01897	may:LA62_10070
ko:K00655	may:LA62_10100
ko:K01626	may:LA62_10115
ko:K14337	may:LA62_10135
ko:K13787	may:LA62_10140
ko:K00297	may:LA62_10145
ko:K03925	may:LA62_10165
ko:K03438	may:LA62_10170
ko:K03587	may:LA62_10180
ko:K01928	may:LA62_10185
ko:K01929	may:LA62_10190
ko:K03072	may:LA62_14610
ko:K03210	may:LA62_14615
ko:K03551	may:LA62_14620
ko:K03550	may:LA62_14625
ko:K01159	may:LA62_14630
ko:K08681	may:LA62_14660
ko:K10805	may:LA62_14665
ko:K06215	may:LA62_14670
ko:K08256	may:LA62_14680
ko:K00995	may:LA62_14690
ko:K01868	may:LA62_14700
ko:K00077	may:LA62_14755
ko:K01273	may:LA62_14765
ko:K11738	may:LA62_14780
ko:K03821	may:LA62_14795
ko:K07052	may:LA62_14815
ko:K07402	may:LA62_14860
ko:K01487	may:LA62_14880
ko:K00365	may:LA62_14885
ko:K07127	may:LA62_14890
ko:K16840	may:LA62_14895
ko:K02876	may:LA62_19265
ko:K02907	may:LA62_19270
ko:K02988	may:LA62_19275
ko:K02881	may:LA62_19280
ko:K02933	may:LA62_19285
ko:K02994	may:LA62_19290
ko:K00262	may:LA62_19300
ko:K03929	may:LA62_19315
ko:K02954	may:LA62_19320
ko:K02931	may:LA62_19325
ko:K02895	may:LA62_19330
ko:K02874	may:LA62_19335
ko:K02961	may:LA62_19355
ko:K02904	may:LA62_19360
ko:K02878	may:LA62_19365
ko:K02982	may:LA62_19370
ko:K02890	may:LA62_19375
ko:K02965	may:LA62_19380
ko:K02886	may:LA62_19385
ko:K02892	may:LA62_19390
ko:K02926	may:LA62_19395
ko:K02906	may:LA62_19400
ko:K02946	may:LA62_19405
ko:K00275	may:LA62_19410
ko:K00626	may:LA62_19425
ko:K03736	may:LA62_19430
ko:K03735	may:LA62_19435
ko:K00101	may:LA62_19460
ko:K00819	may:LA62_19500
ko:K03499	may:LA62_23950
ko:K07301	may:LA62_23980
ko:K05522	may:LA62_24000
ko:K14347	may:LA62_24005
ko:K03088	may:LA62_24025
ko:K04047	may:LA62_24035
ko:K01644	may:LA62_24045
ko:K17218	may:LA62_24075
ko:K06994	may:LA62_24090
ko:K07001	may:LA62_24115
ko:K07001	may:LA62_24150
ko:K01421	may:LA62_24170
ko:K01569	may:LA62_24195
ko:K06994	may:LA62_24205
ko:K13671	may:LA62_00485
ko:K02046	may:LA62_08415
ko:K02047	may:LA62_08420
ko:K02045	may:LA62_08425
ko:K00956	may:LA62_08445
ko:K00957	may:LA62_08450
ko:K00390	may:LA62_08455
ko:K00392	may:LA62_08460
ko:K03705	may:LA62_08475
ko:K03686	may:LA62_08480
ko:K09761	may:LA62_08485
ko:K07042	may:LA62_08495
ko:K01426	may:LA62_08520
ko:K03584	may:LA62_08525
ko:K03711	may:LA62_08540
ko:K00836	may:LA62_08570
ko:K13745	may:LA62_08575
ko:K01990	may:LA62_08595
ko:K01992	may:LA62_08600
ko:K09771	may:LA62_13185
ko:K03294	may:LA62_13190
ko:K00666	may:LA62_13235
ko:K18653	may:LA62_13240
ko:K18654	may:LA62_13245
ko:K08174	may:LA62_13255
ko:K02274	may:LA62_13275
ko:K01996	may:LA62_13295
ko:K01995	may:LA62_13300
ko:K01998	may:LA62_13305
ko:K01997	may:LA62_13310
ko:K01999	may:LA62_13315
ko:K00425	may:LA62_13340
ko:K00426	may:LA62_13345
ko:K16013	may:LA62_13350
ko:K16012	may:LA62_13355
ko:K10805	may:LA62_13380
ko:K00873	may:LA62_13385
ko:K01695	may:LA62_13405
ko:K01696	may:LA62_13410
ko:K01609	may:LA62_13415
ko:K01657	may:LA62_13425
ko:K06994	may:LA62_13440
ko:K03657	may:LA62_17860
ko:K03426	may:LA62_17870
ko:K10716	may:LA62_17875
ko:K03657	may:LA62_17880
ko:K01719	may:LA62_17905
ko:K00363	may:LA62_17910
ko:K00362	may:LA62_17915
ko:K02575	may:LA62_17920
ko:K02361	may:LA62_17980
ko:K03088	may:LA62_18020
ko:K00800	may:LA62_18035
ko:K06949	may:LA62_18040
ko:K00508	may:LA62_18045
ko:K01649	may:LA62_18070
ko:K00077	may:LA62_18075
ko:K00626	may:LA62_22550
ko:K00059	may:LA62_22555
ko:K02048	may:LA62_22570
ko:K03321	may:LA62_22575
ko:K07044	may:LA62_22590
ko:K01207	may:LA62_22625
ko:K03088	may:LA62_22630
ko:K16648	may:LA62_22700
ko:K04789	may:LA62_10800
ko:K04792	may:LA62_10805
ko:K04788	may:LA62_10810
ko:K00548	may:LA62_10835
ko:K01523	may:LA62_10845
ko:K00765	may:LA62_10850
ko:K00330	may:LA62_10860
ko:K00331	may:LA62_10865
ko:K00332	may:LA62_10870
ko:K00333	may:LA62_10875
ko:K00334	may:LA62_10880
ko:K00337	may:LA62_10895
ko:K00338	may:LA62_10900
ko:K00339	may:LA62_10905
ko:K00340	may:LA62_10910
ko:K00341	may:LA62_10915
ko:K00342	may:LA62_10920
ko:K00343	may:LA62_10925
ko:K00508	may:LA62_10930
ko:K02066	may:LA62_10935
ko:K06978	may:LA62_10970
ko:K03921	may:LA62_10975
ko:K07442	may:LA62_10985
ko:K13527	may:LA62_11005
ko:K03088	may:LA62_11010
ko:K01652	may:LA62_11020
ko:K00648	may:LA62_11030
ko:K00817	may:LA62_11035
ko:K13570	may:LA62_11050
ko:K03433	may:LA62_11055
ko:K03432	may:LA62_11060
ko:K15552	may:LA62_11075
ko:K15551	may:LA62_11080
ko:K10831	may:LA62_11085
ko:K10008	may:LA62_15490
ko:K10005	may:LA62_15495
ko:K10006	may:LA62_15500
ko:K10007	may:LA62_15505
ko:K09958	may:LA62_15510
ko:K07006	may:LA62_15515
ko:K03565	may:LA62_15535
ko:K10533	may:LA62_15555
ko:K10533	may:LA62_15560
ko:K00995	may:LA62_15595
ko:K00619	may:LA62_15600
ko:K03466	may:LA62_15610
ko:K12574	may:LA62_15655
ko:K01714	may:LA62_15660
ko:K09927	may:LA62_15675
ko:K12262	may:LA62_09375
ko:K03781	may:LA62_09380
ko:K08641	may:LA62_09385
ko:K11731	may:LA62_09425
ko:K00688	may:LA62_09440
ko:K16907	may:LA62_09460
ko:K16906	may:LA62_09465
ko:K16905	may:LA62_09470
ko:K00153	may:LA62_09515
ko:K18472	may:LA62_09550
ko:K11609	may:LA62_09555
ko:K02078	may:LA62_09560
ko:K00645	may:LA62_09565
ko:K16937	may:LA62_09585
ko:K00163	may:LA62_09595
ko:K03386	may:LA62_09610
ko:K03182	may:LA62_14045
ko:K02164	may:LA62_14055
ko:K03075	may:LA62_14080
ko:K07054	may:LA62_14085
ko:K01803	may:LA62_14095
ko:K00927	may:LA62_14100
ko:K00134	may:LA62_14105
ko:K09762	may:LA62_14115
ko:K06958	may:LA62_14125
ko:K03703	may:LA62_14130
ko:K02020	may:LA62_14145
ko:K00681	may:LA62_14150
ko:K03736	may:LA62_14155
ko:K03735	may:LA62_14160
ko:K00138	may:LA62_14170
ko:K00794	may:LA62_14185
ko:K14652	may:LA62_14190
ko:K00793	may:LA62_14195
ko:K02072	may:LA62_14220
ko:K02071	may:LA62_14225
ko:K02073	may:LA62_14230
ko:K14954	may:LA62_14240
ko:K11752	may:LA62_14250
ko:K01783	may:LA62_14255
ko:K03500	may:LA62_14260
ko:K00604	may:LA62_14265
ko:K04066	may:LA62_14275
ko:K03457	may:LA62_14285
ko:K01464	may:LA62_14295
ko:K12343	may:LA62_14305
ko:K00789	may:LA62_14310
ko:K13038	may:LA62_14315
ko:K03060	may:LA62_14320
ko:K00239	may:LA62_18670
ko:K00240	may:LA62_18675
ko:K03088	may:LA62_18685
ko:K07258	may:LA62_18700
ko:K07058	may:LA62_18705
ko:K01867	may:LA62_18710
ko:K01142	may:LA62_18715
ko:K00031	may:LA62_18725
ko:K00641	may:LA62_18735
ko:K01491	may:LA62_18755
ko:K07118	may:LA62_18780
ko:K06996	may:LA62_18795
ko:K03216	may:LA62_18805
ko:K14162	may:LA62_18810
ko:K06889	may:LA62_18815
ko:K09167	may:LA62_18835
ko:K14161	may:LA62_18855
ko:K01951	may:LA62_18885
ko:K03333	may:LA62_18890
ko:K00088	may:LA62_18895
ko:K00088	may:LA62_18900
ko:K03088	may:LA62_18915
ko:K04077	may:LA62_18950
ko:K04078	may:LA62_18955
ko:K02066	may:LA62_23350
ko:K00128	may:LA62_23375
ko:K11609	may:LA62_23390
ko:K00252	may:LA62_23395
ko:K01720	may:LA62_23435
ko:K03417	may:LA62_23440
ko:K01647	may:LA62_23445
ko:K00549	may:LA62_23465
ko:K00666	may:LA62_23480
ko:K00076	may:LA62_23510
ko:K00965	may:LA62_23535
ko:K00849	may:LA62_23540
ko:K03307	may:LA62_23545
ko:K01687	may:LA62_23550
ko:K02433	may:LA62_23565
ko:K01640	may:LA62_23600
ko:K03088	may:LA62_23610
ko:K00215	may:LA62_15715
ko:K01673	may:LA62_15725
ko:K00259	may:LA62_15735
ko:K00962	may:LA62_15765
ko:K10215	may:LA62_20160
ko:K07399	may:LA62_20195
ko:K06196	may:LA62_20200
ko:K01845	may:LA62_20215
ko:K07386	may:LA62_20230
ko:K07090	may:LA62_20235
ko:K17686	may:LA62_20245
ko:K01698	may:LA62_20275
ko:K13542	may:LA62_20280
ko:K01749	may:LA62_20285
ko:K02492	may:LA62_20290
ko:K02371	may:LA62_20330
ko:K01784	may:LA62_20340
ko:K00286	may:LA62_20355
ko:K01524	may:LA62_20395
ko:K18455	may:LA62_20405
ko:K02990	may:LA62_24865
ko:K01858	may:LA62_24905
ko:K11735	may:LA62_24915
ko:K00627	may:LA62_24950
ko:K00162	may:LA62_24955
ko:K00161	may:LA62_24960
ko:K07148	may:LA62_24975
ko:K01869	may:LA62_24985
ko:K07735	may:LA62_25010
ko:K07090	may:LA62_25035
ko:K00970	may:LA62_25040
ko:K03980	may:LA62_25055
ko:K03088	may:LA62_25060
ko:K00384	may:LA62_25070
ko:K03671	may:LA62_25075
ko:K05337	may:LA62_25085
ko:K03501	may:LA62_25125
ko:K06346	may:LA62_25130
ko:K03217	may:LA62_25135
ko:K03536	may:LA62_25145
ko:K02914	may:LA62_25150
ko:K03564	may:LA62_07700
ko:K06994	may:LA62_07725
ko:K06221	may:LA62_07765
ko:K13288	may:LA62_07795
ko:K06915	may:LA62_07800
ko:K07124	may:LA62_07815
ko:K06902	may:LA62_07820
ko:K11103	may:LA62_07830
ko:K00955	may:LA62_07850
ko:K00957	may:LA62_07855
ko:K06959	may:LA62_07875
ko:K02351	may:LA62_07915
ko:K07245	may:LA62_07915
ko:K15371	may:LA62_07935
ko:K07107	may:LA62_07940
ko:K06911	may:LA62_07950
ko:K01187	may:LA62_07955
ko:K06886	may:LA62_07960
ko:K01256	may:LA62_07985
ko:K07225	may:LA62_12640
ko:K00380	may:LA62_12645
ko:K00265	may:LA62_12650
ko:K00380	may:LA62_12685
ko:K03090	may:LA62_12780
ko:K02039	may:LA62_12850
ko:K03781	may:LA62_12875
ko:K01079	may:LA62_17215
ko:K02274	may:LA62_17220
ko:K02016	may:LA62_17225
ko:K11939	may:LA62_17255
ko:K02471	may:LA62_17270
ko:K13979	may:LA62_17275
ko:K03647	may:LA62_17350
ko:K01916	may:LA62_17375
ko:K03088	may:LA62_17420
ko:K10974	may:LA62_17440
ko:K12410	may:LA62_17485
ko:K01130	may:LA62_21885
ko:K09956	may:LA62_21890
ko:K08372	may:LA62_21895
ko:K00135	may:LA62_21965
ko:K00666	may:LA62_22055
ko:K03574	may:LA62_22065
ko:K15371	may:LA62_22075
ko:K15372	may:LA62_22080
ko:K00140	may:LA62_22085
ko:K09684	may:LA62_22090
ko:K09967	may:LA62_22100
ko:K09019	may:LA62_22125
ko:K04090	may:LA62_22135
ko:K00666	may:LA62_22160
ko:K01000	may:LA62_10195
ko:K01925	may:LA62_10200
ko:K03588	may:LA62_10205
ko:K02563	may:LA62_10210
ko:K01924	may:LA62_10215
ko:K03589	may:LA62_10220
ko:K03531	may:LA62_10225
ko:K05810	may:LA62_10230
ko:K06997	may:LA62_10235
ko:K09772	may:LA62_10240
ko:K02221	may:LA62_10260
ko:K01426	may:LA62_10305
ko:K10536	may:LA62_10315
ko:K09458	may:LA62_10330
ko:K09458	may:LA62_10340
ko:K05708	may:LA62_22205
ko:K14237	may:LA62_09615
ko:K02493	may:LA62_12775
ko:K18851	may:LA62_00890
ko:K18851	may:LA62_08025
ko:K01990	may:LA62_01030
ko:K01992	may:LA62_01020
ko:K21672	may:LA62_23515
ko:K14234	may:LA62_19805
ko:K14224	may:LA62_03960
ko:K14229	may:LA62_03955
ko:K14234	may:LA62_03390
ko:K14236	may:LA62_19875
ko:K14235	may:LA62_19775
ko:K14223	may:LA62_16750
ko:K14224	may:LA62_16745
ko:K14237	may:LA62_14845
ko:K14219	may:LA62_07910
ko:K14228	may:LA62_00210
ko:K14227	may:LA62_00110
ko:K14218	may:LA62_00115
ko:K14233	may:LA62_01060
ko:K14229	may:LA62_07775
ko:K14230	may:LA62_09250
ko:K14232	may:LA62_12085
ko:K14229	may:LA62_10630
ko:K15733	may:LA62_11555
ko:K18917	may:LA62_17865
ko:K14230	may:LA62_19800
ko:K14228	may:LA62_13325
ko:K14222	may:LA62_11835
ko:K14228	may:LA62_10695
ko:K14219	may:LA62_07255
ko:K14228	may:LA62_05955
ko:K14223	may:LA62_05810
ko:K14219	may:LA62_05140
ko:K14231	may:LA62_03970
ko:K14221	may:LA62_03965
ko:K14234	may:LA62_02490
ko:K14232	may:LA62_02045
ko:K14233	may:LA62_01435
ko:K14233	may:LA62_01360
ko:K14233	may:LA62_01120
ko:K18955	may:LA62_02065
ko:K18955	may:LA62_18925
ko:K18913	may:LA62_01875
ko:K14220	may:LA62_08700
ko:K14232	may:LA62_08035
ko:K14226	may:LA62_07790
ko:K14228	may:LA62_07560
ko:K01985	may:LA62_07400
ko:K14218	may:LA62_17535
ko:K18955	may:LA62_18000
ko:K14222	may:LA62_14840
ko:K14225	may:LA62_14835
ko:K14237	may:LA62_14830
ko:K18851	may:LA62_00885
ko:K18851	may:LA62_00895
ko:K18939	may:LA62_19940
ko:K01971	may:LA62_05210
ko:K18911	may:LA62_01870
ko:K18912	may:LA62_01860
ko:K03822	may:LA62_11950
ko:K00335	may:LA62_10885
ko:K03976	may:LA62_18025
ko:K00336	may:LA62_10890
ko:K05898	may:LA62_03145
ko:K01436	may:LA62_18585
ko:K13572	may:LA62_11120
ko:K02483	may:LA62_03400
ko:K02483	may:LA62_13110
ko:K00249	may:LA62_24925
ko:K00020	may:LA62_06025
ko:K16048	may:LA62_02965
ko:K00344	may:LA62_23365
ko:K00344	may:LA62_13995
ko:K08095	may:LA62_19110
ko:K08095	may:LA62_19125
ko:K07029	may:LA62_19720
ko:K03761	may:LA62_19340
ko:K04565	may:LA62_21270
ko:K03496	may:LA62_12045
ko:K10673	may:LA62_12145
ko:K03111	may:LA62_07925
ko:K05593	may:LA62_12690
ko:K18652	may:LA62_13250
ko:K03496	may:LA62_17970
ko:K18553	may:LA62_15150
ko:K03111	may:LA62_24860
ko:K03497	may:LA62_25115
ko:K03496	may:LA62_25120
ko:K03526	may:LA62_16095
ko:K16238	may:LA62_19440
