ko:K02495	sfn:SFy_5623
ko:K03560	sfn:SFy_0738
ko:K03562	sfn:SFy_0740
ko:K07107	sfn:SFy_0741
ko:K00426	sfn:SFy_0744
ko:K00425	sfn:SFy_0747
ko:K15524	sfn:SFy_0751
ko:K11198	sfn:SFy_0752
ko:K11199	sfn:SFy_0752
ko:K11200	sfn:SFy_0752
ko:K11922	sfn:SFy_0753
ko:K01902	sfn:SFy_0756
ko:K01903	sfn:SFy_0758
ko:K00658	sfn:SFy_0760
ko:K00164	sfn:SFy_0763
ko:K00240	sfn:SFy_0766
ko:K00239	sfn:SFy_0768
ko:K00242	sfn:SFy_0769
ko:K00241	sfn:SFy_0771
ko:K01647	sfn:SFy_0773
ko:K07120	sfn:SFy_0779
ko:K05522	sfn:SFy_0780
ko:K07160	sfn:SFy_0781
ko:K03305	sfn:SFy_0789
ko:K01669	sfn:SFy_0791
ko:K11605	sfn:SFy_1958
ko:K11607	sfn:SFy_1959
ko:K11604	sfn:SFy_1960
ko:K11392	sfn:SFy_1998
ko:K03808	sfn:SFy_2002
ko:K03607	sfn:SFy_2004
ko:K03797	sfn:SFy_2005
ko:K03799	sfn:SFy_2006
ko:K08169	sfn:SFy_2007
ko:K03704	sfn:SFy_2012
ko:K00563	sfn:SFy_2013
ko:K02795	sfn:SFy_2022
ko:K02793	sfn:SFy_2023
ko:K09975	sfn:SFy_2128
ko:K05984	sfn:SFy_2130
ko:K01916	sfn:SFy_2131
ko:K04064	sfn:SFy_2132
ko:K02760	sfn:SFy_2133
ko:K02761	sfn:SFy_2134
ko:K02759	sfn:SFy_2135
ko:K03490	sfn:SFy_2137
ko:K03490	sfn:SFy_2138
ko:K01222	sfn:SFy_2143
ko:K03478	sfn:SFy_2144
ko:K03781	sfn:SFy_2146
ko:K15722	sfn:SFy_2147
ko:K06956	sfn:SFy_2152
ko:K06956	sfn:SFy_2153
ko:K07038	sfn:SFy_2155
ko:K16370	sfn:SFy_2160
ko:K07283	sfn:SFy_2161
ko:K01868	sfn:SFy_2167
ko:K02520	sfn:SFy_2168
ko:K02916	sfn:SFy_2169
ko:K02887	sfn:SFy_2170
ko:K01889	sfn:SFy_2173
ko:K01890	sfn:SFy_2174
ko:K04764	sfn:SFy_2175
ko:K06073	sfn:SFy_2176
ko:K00432	sfn:SFy_2177
ko:K06074	sfn:SFy_2178
ko:K07806	sfn:SFy_3316
ko:K10012	sfn:SFy_3318
ko:K10011	sfn:SFy_3321
ko:K13014	sfn:SFy_3322
ko:K07264	sfn:SFy_3324
ko:K12962	sfn:SFy_3325
ko:K12963	sfn:SFy_3326
ko:K01911	sfn:SFy_3328
ko:K02549	sfn:SFy_3329
ko:K01661	sfn:SFy_3330
ko:K08680	sfn:SFy_3332
ko:K02551	sfn:SFy_3334
ko:K02552	sfn:SFy_3335
ko:K05594	sfn:SFy_3336
ko:K02348	sfn:SFy_3337
ko:K00784	sfn:SFy_3338
ko:K18015	sfn:SFy_3339
ko:K00343	sfn:SFy_3345
ko:K00342	sfn:SFy_3347
ko:K00341	sfn:SFy_3349
ko:K00340	sfn:SFy_3350
ko:K00339	sfn:SFy_3351
ko:K00338	sfn:SFy_3352
ko:K00337	sfn:SFy_3353
ko:K00334	sfn:SFy_3358
ko:K13378	sfn:SFy_3360
ko:K00331	sfn:SFy_3361
ko:K00330	sfn:SFy_3362
ko:K14260	sfn:SFy_3365
ko:K09161	sfn:SFy_3369
ko:K09899	sfn:SFy_3370
ko:K00925	sfn:SFy_3372
ko:K13788	sfn:SFy_3375
ko:K07095	sfn:SFy_3380
ko:K07589	sfn:SFy_3384
ko:K07071	sfn:SFy_3385
ko:K10017	sfn:SFy_3387
ko:K10015	sfn:SFy_3388
ko:K10016	sfn:SFy_3389
ko:K10014	sfn:SFy_3390
ko:K02834	sfn:SFy_4583
ko:K02519	sfn:SFy_4585
ko:K02600	sfn:SFy_4587
ko:K09748	sfn:SFy_4588
ko:K01940	sfn:SFy_4590
ko:K03075	sfn:SFy_4593
ko:K03431	sfn:SFy_4595
ko:K00796	sfn:SFy_4596
ko:K03798	sfn:SFy_4598
ko:K02427	sfn:SFy_4600
ko:K07574	sfn:SFy_4602
ko:K03624	sfn:SFy_4603
ko:K07259	sfn:SFy_4604
ko:K03979	sfn:SFy_4606
ko:K02899	sfn:SFy_4608
ko:K02888	sfn:SFy_4609
ko:K02523	sfn:SFy_4611
ko:K00790	sfn:SFy_4613
ko:K07122	sfn:SFy_4616
ko:K07323	sfn:SFy_4617
ko:K02067	sfn:SFy_4618
ko:K02066	sfn:SFy_4619
ko:K02065	sfn:SFy_4620
ko:K07301	sfn:SFy_4621
ko:K06041	sfn:SFy_4622
ko:K03270	sfn:SFy_4623
ko:K11719	sfn:SFy_4624
ko:K09774	sfn:SFy_4625
ko:K06861	sfn:SFy_4626
ko:K03092	sfn:SFy_4627
ko:K05808	sfn:SFy_4628
ko:K02806	sfn:SFy_4629
ko:K06958	sfn:SFy_4630
ko:K08485	sfn:SFy_4631
ko:K03814	sfn:SFy_4633
ko:K03814	sfn:SFy_4634
ko:K07648	sfn:SFy_4636
ko:K07139	sfn:SFy_4637
ko:K00265	sfn:SFy_4638
ko:K00266	sfn:SFy_4640
ko:K00885	sfn:SFy_4648
ko:K01788	sfn:SFy_4649
ko:K03290	sfn:SFy_4650
ko:K01639	sfn:SFy_4651
ko:K13641	sfn:SFy_5862
ko:K00548	sfn:SFy_5863
ko:K03324	sfn:SFy_5864
ko:K05995	sfn:SFy_5865
ko:K02815	sfn:SFy_5867
ko:K02814	sfn:SFy_5868
ko:K02813	sfn:SFy_5869
ko:K02812	sfn:SFy_5870
ko:K00068	sfn:SFy_5872
ko:K07701	sfn:SFy_5881
ko:K07703	sfn:SFy_5882
ko:K07792	sfn:SFy_5883
ko:K01676	sfn:SFy_5884
ko:K08984	sfn:SFy_5885
ko:K11104	sfn:SFy_5887
ko:K07406	sfn:SFy_5888
ko:K01584	sfn:SFy_5893
ko:K03755	sfn:SFy_5895
ko:K03759	sfn:SFy_5896
ko:K03760	sfn:SFy_5897
ko:K07771	sfn:SFy_5898
ko:K07643	sfn:SFy_5899
ko:K03762	sfn:SFy_5900
ko:K06193	sfn:SFy_5904
ko:K04750	sfn:SFy_5905
ko:K02041	sfn:SFy_5907
ko:K02044	sfn:SFy_5910
ko:K02042	sfn:SFy_5911
ko:K13631	sfn:SFy_5919
ko:K13639	sfn:SFy_5920
ko:K06901	sfn:SFy_5924
ko:K03316	sfn:SFy_5926
ko:K14393	sfn:SFy_5930
ko:K01895	sfn:SFy_5932
ko:K01895	sfn:SFy_5933
ko:K03385	sfn:SFy_5934
ko:K04013	sfn:SFy_5935
ko:K04014	sfn:SFy_5936
ko:K04015	sfn:SFy_5938
ko:K04016	sfn:SFy_5939
ko:K04017	sfn:SFy_5940
ko:K04018	sfn:SFy_5941
ko:K10762	sfn:SFy_1182
ko:K07404	sfn:SFy_1205
ko:K03319	sfn:SFy_1212
ko:K01681	sfn:SFy_1213
ko:K01051	sfn:SFy_1214
ko:K04069	sfn:SFy_1222
ko:K00656	sfn:SFy_1224
ko:K06212	sfn:SFy_1225
ko:K09136	sfn:SFy_1226
ko:K00831	sfn:SFy_1230
ko:K00800	sfn:SFy_1231
ko:K07387	sfn:SFy_1234
ko:K00945	sfn:SFy_1237
ko:K07058	sfn:SFy_5052
ko:K07290	sfn:SFy_5054
ko:K00874	sfn:SFy_5058
ko:K11103	sfn:SFy_5061
ko:K00694	sfn:SFy_5069
ko:K00694	sfn:SFy_5071
ko:K00694	sfn:SFy_5072
ko:K12372	sfn:SFy_5094
ko:K12371	sfn:SFy_5095
ko:K12370	sfn:SFy_5096
ko:K12369	sfn:SFy_5097
ko:K12368	sfn:SFy_5099
ko:K12975	sfn:SFy_5102
ko:K08177	sfn:SFy_5103
ko:K01246	sfn:SFy_5105
ko:K03826	sfn:SFy_5106
ko:K08351	sfn:SFy_5108
ko:K00090	sfn:SFy_5111
ko:K07726	sfn:SFy_5113
ko:K03704	sfn:SFy_5114
ko:K00428	sfn:SFy_5120
ko:K01580	sfn:SFy_5122
ko:K03800	sfn:SFy_6344
ko:K03800	sfn:SFy_6346
ko:K07186	sfn:SFy_6347
ko:K01079	sfn:SFy_6348
ko:K04485	sfn:SFy_6349
ko:K06211	sfn:SFy_6350
ko:K08309	sfn:SFy_6352
ko:K03720	sfn:SFy_6353
ko:K05804	sfn:SFy_6359
ko:K05805	sfn:SFy_6360
ko:K07663	sfn:SFy_6361
ko:K07641	sfn:SFy_6362
ko:K06143	sfn:SFy_6363
ko:K07773	sfn:SFy_6364
ko:K02533	sfn:SFy_6365
ko:K07340	sfn:SFy_0548
ko:K02068	sfn:SFy_0550
ko:K02069	sfn:SFy_0551
ko:K05838	sfn:SFy_0553
ko:K10804	sfn:SFy_0555
ko:K10804	sfn:SFy_0556
ko:K02003	sfn:SFy_0557
ko:K02004	sfn:SFy_0558
ko:K06917	sfn:SFy_0561
ko:K10972	sfn:SFy_0562
ko:K01483	sfn:SFy_0563
ko:K10973	sfn:SFy_0565
ko:K01608	sfn:SFy_0566
ko:K01608	sfn:SFy_0567
ko:K14977	sfn:SFy_0572
ko:K02083	sfn:SFy_0573
ko:K00926	sfn:SFy_0575
ko:K01589	sfn:SFy_0576
ko:K01588	sfn:SFy_0577
ko:K03269	sfn:SFy_0579
ko:K03768	sfn:SFy_0580
ko:K01883	sfn:SFy_0581
ko:K07038	sfn:SFy_0582
ko:K14761	sfn:SFy_0583
ko:K01491	sfn:SFy_0584
ko:K07352	sfn:SFy_0585
ko:K07353	sfn:SFy_0586
ko:K07354	sfn:SFy_0587
ko:K11920	sfn:SFy_0592
ko:K11739	sfn:SFy_0594
ko:K11739	sfn:SFy_0595
ko:K11739	sfn:SFy_0596
ko:K11740	sfn:SFy_0598
ko:K07644	sfn:SFy_0599
ko:K07665	sfn:SFy_0601
ko:K07798	sfn:SFy_0607
ko:K07798	sfn:SFy_0617
ko:K07787	sfn:SFy_0620
ko:K11732	sfn:SFy_0621
ko:K16053	sfn:SFy_0623
ko:K10679	sfn:SFy_0624
ko:K06048	sfn:SFy_0627
ko:K09901	sfn:SFy_1798
ko:K06131	sfn:SFy_1799
ko:K10716	sfn:SFy_1800
ko:K09780	sfn:SFy_1803
ko:K03832	sfn:SFy_1805
ko:K10806	sfn:SFy_1806
ko:K06190	sfn:SFy_1807
ko:K07275	sfn:SFy_1810
ko:K01695	sfn:SFy_1815
ko:K01696	sfn:SFy_1816
ko:K13498	sfn:SFy_1817
ko:K13497	sfn:SFy_1820
ko:K01657	sfn:SFy_1821
ko:K07053	sfn:SFy_1823
ko:K06178	sfn:SFy_1825
ko:K04774	sfn:SFy_1830
ko:K03168	sfn:SFy_1833
ko:K13634	sfn:SFy_1834
ko:K01681	sfn:SFy_1838
ko:K01497	sfn:SFy_1839
ko:K08992	sfn:SFy_1843
ko:K01591	sfn:SFy_1846
ko:K03113	sfn:SFy_1847
ko:K04062	sfn:SFy_1849
ko:K14051	sfn:SFy_1852
ko:K14051	sfn:SFy_1853
ko:K14051	sfn:SFy_1854
ko:K01147	sfn:SFy_1856
ko:K00208	sfn:SFy_1859
ko:K14052	sfn:SFy_1868
ko:K09470	sfn:SFy_1870
ko:K09473	sfn:SFy_1872
ko:K14056	sfn:SFy_1873
ko:K09471	sfn:SFy_1875
ko:K03606	sfn:SFy_2996
ko:K01840	sfn:SFy_2998
ko:K00971	sfn:SFy_3000
ko:K03208	sfn:SFy_3002
ko:K03207	sfn:SFy_3003
ko:K02377	sfn:SFy_3004
ko:K01711	sfn:SFy_3006
ko:K03818	sfn:SFy_3007
ko:K13620	sfn:SFy_3011
ko:K13684	sfn:SFy_3012
ko:K03819	sfn:SFy_3013
ko:K16692	sfn:SFy_3016
ko:K01104	sfn:SFy_3018
ko:K01991	sfn:SFy_3019
ko:K07289	sfn:SFy_3021
ko:K01494	sfn:SFy_3022
ko:K00876	sfn:SFy_3023
ko:K07799	sfn:SFy_3025
ko:K07788	sfn:SFy_3026
ko:K07788	sfn:SFy_3027
ko:K07789	sfn:SFy_3028
ko:K18326	sfn:SFy_3029
ko:K07642	sfn:SFy_3030
ko:K07664	sfn:SFy_3031
ko:K09946	sfn:SFy_3033
ko:K08303	sfn:SFy_3035
ko:K02436	sfn:SFy_3038
ko:K00094	sfn:SFy_3039
ko:K02775	sfn:SFy_3043
ko:K02774	sfn:SFy_3044
ko:K02773	sfn:SFy_3045
ko:K16371	sfn:SFy_3046
ko:K08302	sfn:SFy_3047
ko:K07273	sfn:SFy_3053
ko:K00941	sfn:SFy_3054
ko:K00878	sfn:SFy_3055
ko:K07347	sfn:SFy_3064
ko:K06946	sfn:SFy_4263
ko:K12687	sfn:SFy_4267
ko:K02278	sfn:SFy_4287
ko:K02651	sfn:SFy_4288
ko:K02550	sfn:SFy_4298
ko:K01638	sfn:SFy_4300
ko:K11477	sfn:SFy_4301
ko:K11473	sfn:SFy_4302
ko:K11472	sfn:SFy_4304
ko:K00104	sfn:SFy_4305
ko:K00104	sfn:SFy_4306
ko:K11474	sfn:SFy_4307
ko:K00666	sfn:SFy_4310
ko:K00652	sfn:SFy_4315
ko:K11720	sfn:SFy_4316
ko:K11720	sfn:SFy_4317
ko:K11720	sfn:SFy_4318
ko:K07091	sfn:SFy_4319
ko:K02498	sfn:SFy_5532
ko:K02496	sfn:SFy_5533
ko:K01719	sfn:SFy_5534
ko:K01749	sfn:SFy_5535
ko:K05851	sfn:SFy_5536
ko:K06202	sfn:SFy_5537
ko:K01778	sfn:SFy_5546
ko:K09921	sfn:SFy_5547
ko:K03733	sfn:SFy_5548
ko:K03657	sfn:SFy_5550
ko:K03284	sfn:SFy_5556
ko:K05786	sfn:SFy_5560
ko:K01058	sfn:SFy_5563
ko:K03654	sfn:SFy_5565
ko:K05835	sfn:SFy_5566
ko:K05834	sfn:SFy_5567
ko:K01048	sfn:SFy_5568
ko:K02794	sfn:SFy_2023
ko:K01752	sfn:SFy_2026
ko:K01665	sfn:SFy_2028
ko:K09917	sfn:SFy_2029
ko:K06518	sfn:SFy_3156
ko:K01489	sfn:SFy_3159
ko:K03748	sfn:SFy_3161
ko:K17722	sfn:SFy_3163
ko:K17723	sfn:SFy_3164
ko:K17723	sfn:SFy_3166
ko:K10541	sfn:SFy_3167
ko:K10542	sfn:SFy_3168
ko:K10540	sfn:SFy_3169
ko:K02529	sfn:SFy_3170
ko:K07148	sfn:SFy_3173
ko:K01495	sfn:SFy_3174
ko:K01070	sfn:SFy_3176
ko:K01070	sfn:SFy_3178
ko:K16089	sfn:SFy_3179
ko:K16089	sfn:SFy_3181
ko:K11733	sfn:SFy_3182
ko:K01151	sfn:SFy_3187
ko:K16325	sfn:SFy_3189
ko:K10213	sfn:SFy_3191
ko:K16326	sfn:SFy_3192
ko:K16324	sfn:SFy_3193
ko:K16329	sfn:SFy_3195
ko:K16328	sfn:SFy_3196
ko:K02769	sfn:SFy_3197
ko:K02770	sfn:SFy_3197
ko:K00882	sfn:SFy_3198
ko:K02768	sfn:SFy_3199
ko:K11183	sfn:SFy_3199
ko:K03291	sfn:SFy_3200
ko:K06940	sfn:SFy_3204
ko:K02356	sfn:SFy_3206
ko:K13694	sfn:SFy_3211
ko:K13893	sfn:SFy_3215
ko:K13894	sfn:SFy_3216
ko:K13895	sfn:SFy_3217
ko:K13896	sfn:SFy_3218
ko:K07552	sfn:SFy_3220
ko:K06183	sfn:SFy_3221
ko:K02897	sfn:SFy_3223
ko:K06899	sfn:SFy_3226
ko:K09904	sfn:SFy_3228
ko:K07014	sfn:SFy_3229
ko:K07685	sfn:SFy_3232
ko:K02200	sfn:SFy_3233
ko:K02199	sfn:SFy_3234
ko:K02198	sfn:SFy_3236
ko:K18446	sfn:SFy_4415
ko:K07184	sfn:SFy_4417
ko:K00974	sfn:SFy_4418
ko:K06153	sfn:SFy_4419
ko:K01633	sfn:SFy_4420
ko:K03779	sfn:SFy_4425
ko:K03780	sfn:SFy_4426
ko:K11106	sfn:SFy_4427
ko:K01409	sfn:SFy_4429
ko:K02970	sfn:SFy_4430
ko:K03086	sfn:SFy_4432
ko:K03649	sfn:SFy_4435
ko:K07229	sfn:SFy_4436
ko:K07229	sfn:SFy_4437
ko:K03776	sfn:SFy_4440
ko:K03776	sfn:SFy_4442
ko:K09251	sfn:SFy_4444
ko:K06878	sfn:SFy_4446
ko:K06878	sfn:SFy_4447
ko:K12113	sfn:SFy_4448
ko:K12111	sfn:SFy_4450
ko:K12112	sfn:SFy_4451
ko:K03931	sfn:SFy_4457
ko:K00219	sfn:SFy_4458
ko:K11391	sfn:SFy_4463
ko:K07043	sfn:SFy_4464
ko:K07862	sfn:SFy_4469
ko:K01685	sfn:SFy_4472
ko:K01812	sfn:SFy_4474
ko:K08191	sfn:SFy_4476
ko:K15977	sfn:SFy_4489
ko:K07393	sfn:SFy_4490
ko:K02526	sfn:SFy_5700
ko:K02526	sfn:SFy_5701
ko:K07640	sfn:SFy_5706
ko:K06006	sfn:SFy_5708
ko:K13283	sfn:SFy_5709
ko:K00850	sfn:SFy_5710
ko:K02048	sfn:SFy_5712
ko:K01521	sfn:SFy_5714
ko:K01803	sfn:SFy_5716
ko:K14065	sfn:SFy_5721
ko:K00528	sfn:SFy_5722
ko:K02446	sfn:SFy_5723
ko:K00864	sfn:SFy_5725
ko:K02440	sfn:SFy_5727
ko:K09892	sfn:SFy_5728
ko:K02553	sfn:SFy_5729
ko:K02548	sfn:SFy_5730
ko:K03667	sfn:SFy_5731
ko:K01419	sfn:SFy_5733
ko:K03591	sfn:SFy_5734
ko:K05499	sfn:SFy_5735
ko:K04066	sfn:SFy_5738
ko:K02909	sfn:SFy_5739
ko:K03764	sfn:SFy_5742
ko:K01739	sfn:SFy_5743
ko:K12525	sfn:SFy_5744
ko:K00297	sfn:SFy_5746
ko:K03782	sfn:SFy_5747
ko:K09974	sfn:SFy_5751
ko:K09974	sfn:SFy_5750
ko:K00005	sfn:SFy_5752
ko:K00005	sfn:SFy_5755
ko:K08314	sfn:SFy_5756
ko:K08314	sfn:SFy_5757
ko:K08483	sfn:SFy_5758
ko:K11189	sfn:SFy_5758
ko:K11201	sfn:SFy_5758
ko:K08483	sfn:SFy_5759
ko:K11189	sfn:SFy_5759
ko:K11201	sfn:SFy_5759
ko:K11203	sfn:SFy_5761
ko:K11202	sfn:SFy_5762
ko:K00656	sfn:SFy_5763
ko:K04069	sfn:SFy_5765
ko:K11202	sfn:SFy_5766
ko:K01595	sfn:SFy_5769
ko:K01438	sfn:SFy_5773
ko:K00145	sfn:SFy_5775
ko:K00930	sfn:SFy_5776
ko:K02945	sfn:SFy_1238
ko:K05788	sfn:SFy_1240
ko:K02238	sfn:SFy_1241
ko:K02238	sfn:SFy_1243
ko:K02238	sfn:SFy_1244
ko:K11085	sfn:SFy_1245
ko:K00912	sfn:SFy_1246
ko:K09927	sfn:SFy_1247
ko:K09791	sfn:SFy_1248
ko:K00979	sfn:SFy_1249
ko:K06219	sfn:SFy_1253
ko:K03633	sfn:SFy_1255
ko:K03804	sfn:SFy_1256
ko:K03632	sfn:SFy_1260
ko:K00813	sfn:SFy_1265
ko:K04564	sfn:SFy_2415
ko:K03604	sfn:SFy_2418
ko:K00574	sfn:SFy_2423
ko:K00793	sfn:SFy_2424
ko:K03327	sfn:SFy_2425
ko:K08354	sfn:SFy_2432
ko:K00873	sfn:SFy_2446
ko:K06078	sfn:SFy_2448
ko:K02426	sfn:SFy_2451
ko:K11717	sfn:SFy_2453
ko:K09015	sfn:SFy_2454
ko:K09013	sfn:SFy_2455
ko:K09014	sfn:SFy_2456
ko:K05997	sfn:SFy_2457
ko:K05887	sfn:SFy_2467
ko:K03785	sfn:SFy_2468
ko:K06871	sfn:SFy_2473
ko:K02471	sfn:SFy_2474
ko:K02471	sfn:SFy_2475
ko:K07263	sfn:SFy_2481
ko:K01580	sfn:SFy_2486
ko:K13069	sfn:SFy_2490
ko:K13243	sfn:SFy_2491
ko:K10763	sfn:SFy_3614
ko:K02824	sfn:SFy_3615
ko:K00761	sfn:SFy_3616
ko:K01933	sfn:SFy_3618
ko:K11175	sfn:SFy_3619
ko:K00937	sfn:SFy_3621
ko:K01524	sfn:SFy_3622
ko:K01951	sfn:SFy_3632
ko:K00088	sfn:SFy_3634
ko:K03601	sfn:SFy_3635
ko:K03977	sfn:SFy_3637
ko:K17713	sfn:SFy_3639
ko:K01892	sfn:SFy_3641
ko:K15539	sfn:SFy_3643
ko:K06941	sfn:SFy_3644
ko:K00940	sfn:SFy_3645
ko:K05367	sfn:SFy_3648
ko:K01011	sfn:SFy_3650
ko:K07751	sfn:SFy_3654
ko:K04755	sfn:SFy_3656
ko:K04044	sfn:SFy_3657
ko:K04082	sfn:SFy_3659
ko:K13628	sfn:SFy_3660
ko:K04488	sfn:SFy_3661
ko:K04487	sfn:SFy_3663
ko:K13643	sfn:SFy_3664
ko:K15396	sfn:SFy_3665
ko:K01092	sfn:SFy_3666
ko:K06889	sfn:SFy_3667
ko:K05820	sfn:SFy_3669
ko:K05817	sfn:SFy_3671
ko:K05709	sfn:SFy_3673
ko:K15977	sfn:SFy_3677
ko:K02057	sfn:SFy_3681
ko:K02056	sfn:SFy_3682
ko:K02058	sfn:SFy_3684
ko:K07400	sfn:SFy_4887
ko:K06155	sfn:SFy_4889
ko:K00705	sfn:SFy_4891
ko:K00688	sfn:SFy_4893
ko:K03556	sfn:SFy_4894
ko:K03556	sfn:SFy_4895
ko:K01974	sfn:SFy_4897
ko:K14415	sfn:SFy_4899
ko:K14414	sfn:SFy_4900
ko:K02444	sfn:SFy_4901
ko:K02441	sfn:SFy_4904
ko:K02439	sfn:SFy_4905
ko:K00111	sfn:SFy_4907
ko:K00688	sfn:SFy_4911
ko:K00703	sfn:SFy_4912
ko:K00975	sfn:SFy_4913
ko:K00700	sfn:SFy_4916
ko:K00133	sfn:SFy_4917
ko:K06156	sfn:SFy_4920
ko:K00851	sfn:SFy_4921
ko:K06145	sfn:SFy_4922
ko:K06911	sfn:SFy_4924
ko:K03825	sfn:SFy_4928
ko:K00681	sfn:SFy_4930
ko:K01126	sfn:SFy_4932
ko:K05816	sfn:SFy_4933
ko:K05815	sfn:SFy_4935
ko:K05814	sfn:SFy_4936
ko:K05813	sfn:SFy_4938
ko:K01996	sfn:SFy_4939
ko:K01995	sfn:SFy_4940
ko:K01998	sfn:SFy_4941
ko:K01997	sfn:SFy_4942
ko:K01999	sfn:SFy_4944
ko:K01999	sfn:SFy_4949
ko:K03089	sfn:SFy_4951
ko:K09811	sfn:SFy_4952
ko:K09812	sfn:SFy_4953
ko:K03110	sfn:SFy_4954
ko:K08316	sfn:SFy_4956
ko:K08993	sfn:SFy_4957
ko:K01534	sfn:SFy_4960
ko:K04085	sfn:SFy_4961
ko:K09125	sfn:SFy_4962
ko:K06133	sfn:SFy_4966
ko:K15584	sfn:SFy_4967
ko:K00246	sfn:SFy_6184
ko:K00245	sfn:SFy_6185
ko:K00244	sfn:SFy_6186
ko:K04568	sfn:SFy_6187
ko:K01613	sfn:SFy_6196
ko:K06949	sfn:SFy_6198
ko:K13288	sfn:SFy_6199
ko:K17758	sfn:SFy_6202
ko:K17759	sfn:SFy_6202
ko:K06925	sfn:SFy_6203
ko:K01448	sfn:SFy_6205
ko:K03572	sfn:SFy_6206
ko:K00791	sfn:SFy_6207
ko:K03666	sfn:SFy_6208
ko:K03665	sfn:SFy_6209
ko:K04088	sfn:SFy_6211
ko:K04087	sfn:SFy_6212
ko:K09937	sfn:SFy_6213
ko:K01939	sfn:SFy_6215
ko:K13771	sfn:SFy_6216
ko:K12573	sfn:SFy_6217
ko:K03218	sfn:SFy_6219
ko:K08989	sfn:SFy_6223
ko:K09456	sfn:SFy_6231
ko:K06889	sfn:SFy_6234
ko:K03477	sfn:SFy_6235
ko:K03476	sfn:SFy_6237
ko:K03475	sfn:SFy_6238
ko:K02822	sfn:SFy_6240
ko:K02821	sfn:SFy_6241
ko:K03078	sfn:SFy_6243
ko:K03079	sfn:SFy_6244
ko:K03077	sfn:SFy_6246
ko:K02990	sfn:SFy_6249
ko:K02963	sfn:SFy_6251
ko:K02939	sfn:SFy_6252
ko:K03427	sfn:SFy_6261
ko:K00549	sfn:SFy_5574
ko:K01061	sfn:SFy_5575
ko:K00757	sfn:SFy_5576
ko:K09760	sfn:SFy_5578
ko:K03183	sfn:SFy_5579
ko:K03690	sfn:SFy_5580
ko:K03688	sfn:SFy_5581
ko:K03116	sfn:SFy_5582
ko:K03117	sfn:SFy_5583
ko:K03118	sfn:SFy_5585
ko:K03424	sfn:SFy_5587
ko:K03182	sfn:SFy_5589
ko:K05368	sfn:SFy_5591
ko:K01825	sfn:SFy_5595
ko:K03498	sfn:SFy_5601
ko:K00230	sfn:SFy_5602
ko:K03753	sfn:SFy_5608
ko:K03752	sfn:SFy_5609
ko:K09896	sfn:SFy_5610
ko:K03673	sfn:SFy_5613
ko:K02300	sfn:SFy_0464
ko:K02299	sfn:SFy_0465
ko:K02298	sfn:SFy_0467
ko:K02298	sfn:SFy_0468
ko:K02297	sfn:SFy_0469
ko:K08218	sfn:SFy_0472
ko:K07286	sfn:SFy_0474
ko:K05527	sfn:SFy_0475
ko:K03545	sfn:SFy_0477
ko:K01358	sfn:SFy_0479
ko:K03544	sfn:SFy_0480
ko:K01338	sfn:SFy_0482
ko:K03530	sfn:SFy_0483
ko:K03770	sfn:SFy_0485
ko:K02237	sfn:SFy_0488
ko:K12500	sfn:SFy_0490
ko:K06920	sfn:SFy_0491
ko:K11938	sfn:SFy_0493
ko:K05800	sfn:SFy_0494
ko:K04752	sfn:SFy_0499
ko:K03320	sfn:SFy_0500
ko:K10805	sfn:SFy_0501
ko:K09914	sfn:SFy_0503
ko:K07443	sfn:SFy_0505
ko:K00661	sfn:SFy_0510
ko:K00661	sfn:SFy_0511
ko:K18138	sfn:SFy_0514
ko:K03585	sfn:SFy_0516
ko:K03577	sfn:SFy_0517
ko:K05802	sfn:SFy_0519
ko:K04067	sfn:SFy_0521
ko:K09790	sfn:SFy_0522
ko:K00759	sfn:SFy_0523
ko:K02343	sfn:SFy_0524
ko:K09747	sfn:SFy_0525
ko:K06187	sfn:SFy_0527
ko:K04079	sfn:SFy_0528
ko:K00939	sfn:SFy_0530
ko:K01772	sfn:SFy_0531
ko:K00892	sfn:SFy_0534
ko:K03455	sfn:SFy_0536
ko:K08223	sfn:SFy_0537
ko:K11751	sfn:SFy_0538
ko:K09973	sfn:SFy_0541
ko:K17686	sfn:SFy_0544
ko:K01425	sfn:SFy_0545
ko:K03813	sfn:SFy_1726
ko:K02013	sfn:SFy_1728
ko:K02015	sfn:SFy_1729
ko:K02016	sfn:SFy_1730
ko:K01194	sfn:SFy_1736
ko:K05881	sfn:SFy_1737
ko:K05879	sfn:SFy_1738
ko:K05878	sfn:SFy_1739
ko:K05880	sfn:SFy_1740
ko:K06942	sfn:SFy_1742
ko:K01056	sfn:SFy_1744
ko:K03321	sfn:SFy_1747
ko:K00948	sfn:SFy_1749
ko:K00919	sfn:SFy_1750
ko:K02494	sfn:SFy_1751
ko:K02492	sfn:SFy_1752
ko:K02835	sfn:SFy_1753
ko:K02493	sfn:SFy_1755
ko:K01627	sfn:SFy_1759
ko:K13650	sfn:SFy_1029
ko:K06970	sfn:SFy_1030
ko:K10038	sfn:SFy_1033
ko:K10037	sfn:SFy_1034
ko:K10036	sfn:SFy_1036
ko:K04047	sfn:SFy_1038
ko:K11939	sfn:SFy_1039
ko:K11934	sfn:SFy_1040
ko:K11924	sfn:SFy_1043
ko:K07757	sfn:SFy_1049
ko:K00656	sfn:SFy_1050
ko:K04069	sfn:SFy_1052
ko:K08313	sfn:SFy_1053
