ko:K19079	sauz:SAZ172_0672
ko:K03484	sauz:SAZ172_2042
ko:K03320	sauz:SAZ172_2043
ko:K07112	sauz:SAZ172_2045
ko:K03647	sauz:SAZ172_2059
ko:K02564	sauz:SAZ172_0571
ko:K08093	sauz:SAZ172_0572
ko:K08094	sauz:SAZ172_0573
ko:K03762	sauz:SAZ172_0576
ko:K00626	sauz:SAZ172_0578
ko:K00868	sauz:SAZ172_0582
ko:K03648	sauz:SAZ172_0583
ko:K00625	sauz:SAZ172_0590
ko:K16869	sauz:SAZ172_0591
ko:K00869	sauz:SAZ172_0593
ko:K01597	sauz:SAZ172_0594
ko:K00938	sauz:SAZ172_0595
ko:K06885	sauz:SAZ172_0617
ko:K13953	sauz:SAZ172_0619
ko:K01887	sauz:SAZ172_0621
ko:K07457	sauz:SAZ172_0622
ko:K02016	sauz:SAZ172_0623
ko:K02015	sauz:SAZ172_0624
ko:K07025	sauz:SAZ172_0625
ko:K02913	sauz:SAZ172_1348
ko:K02954	sauz:SAZ172_1349
ko:K00364	sauz:SAZ172_1350
ko:K01356	sauz:SAZ172_1352
ko:K00615	sauz:SAZ172_1355
ko:K09976	sauz:SAZ172_1356
ko:K03547	sauz:SAZ172_1358
ko:K03282	sauz:SAZ172_1360
ko:K05020	sauz:SAZ172_1361
ko:K01681	sauz:SAZ172_1362
ko:K07107	sauz:SAZ172_1363
ko:K08591	sauz:SAZ172_1365
ko:K02622	sauz:SAZ172_1366
ko:K02621	sauz:SAZ172_1367
ko:K03310	sauz:SAZ172_1368
ko:K03480	sauz:SAZ172_1369
ko:K14205	sauz:SAZ172_1371
ko:K07304	sauz:SAZ172_1372
ko:K01821	sauz:SAZ172_1374
ko:K04517	sauz:SAZ172_1376
ko:K01657	sauz:SAZ172_1378
ko:K00766	sauz:SAZ172_1380
ko:K01609	sauz:SAZ172_1381
ko:K01817	sauz:SAZ172_1382
ko:K01696	sauz:SAZ172_1383
ko:K01695	sauz:SAZ172_1384
ko:K11694	sauz:SAZ172_1385
ko:K11695	sauz:SAZ172_1386
ko:K02034	sauz:SAZ172_1391
ko:K02033	sauz:SAZ172_1392
ko:K02039	sauz:SAZ172_1395
ko:K02036	sauz:SAZ172_1396
ko:K15256	sauz:SAZ172_2068
ko:K02337	sauz:SAZ172_2080
ko:K02337	sauz:SAZ172_2081
ko:K07341	sauz:SAZ172_2098
ko:K09936	sauz:SAZ172_0631
ko:K05565	sauz:SAZ172_0635
ko:K05566	sauz:SAZ172_0636
ko:K05567	sauz:SAZ172_0637
ko:K05568	sauz:SAZ172_0638
ko:K14222	sauz:SAZ172_t27
ko:K14223	sauz:SAZ172_t28
ko:K14223	sauz:SAZ172_t56
ko:K14236	sauz:SAZ172_t31
ko:K14236	sauz:SAZ172_t57
ko:K14228	sauz:SAZ172_t47
ko:K14228	sauz:SAZ172_t54
ko:K05569	sauz:SAZ172_0639
ko:K05570	sauz:SAZ172_0640
ko:K05571	sauz:SAZ172_0641
ko:K03316	sauz:SAZ172_0642
ko:K03709	sauz:SAZ172_0646
ko:K05946	sauz:SAZ172_0648
ko:K09693	sauz:SAZ172_0649
ko:K07258	sauz:SAZ172_0654
ko:K16323	sauz:SAZ172_0656
ko:K02013	sauz:SAZ172_0658
ko:K02015	sauz:SAZ172_0659
ko:K02015	sauz:SAZ172_0660
ko:K05878	sauz:SAZ172_0661
ko:K05879	sauz:SAZ172_0662
ko:K07220	sauz:SAZ172_0674
ko:K03306	sauz:SAZ172_0675
ko:K06890	sauz:SAZ172_0677
ko:K02038	sauz:SAZ172_1397
ko:K02037	sauz:SAZ172_1398
ko:K02040	sauz:SAZ172_1399
ko:K00243	sauz:SAZ172_1401
ko:K00928	sauz:SAZ172_1403
ko:K00133	sauz:SAZ172_1404
ko:K01714	sauz:SAZ172_1405
ko:K00215	sauz:SAZ172_1406
ko:K05822	sauz:SAZ172_1407
ko:K01775	sauz:SAZ172_1409
ko:K01586	sauz:SAZ172_1410
ko:K03704	sauz:SAZ172_1412
ko:K01512	sauz:SAZ172_1414
ko:K03311	sauz:SAZ172_1419
ko:K00658	sauz:SAZ172_1424
ko:K00164	sauz:SAZ172_1425
ko:K02563	sauz:SAZ172_1431
ko:K03797	sauz:SAZ172_1433
ko:K07305	sauz:SAZ172_1436
ko:K07304	sauz:SAZ172_1437
ko:K09125	sauz:SAZ172_1444
ko:K01926	sauz:SAZ172_2151
ko:K06158	sauz:SAZ172_2152
ko:K01409	sauz:SAZ172_2154
ko:K03789	sauz:SAZ172_2155
ko:K06925	sauz:SAZ172_2157
ko:K01687	sauz:SAZ172_2158
ko:K01652	sauz:SAZ172_2159
ko:K01653	sauz:SAZ172_2160
ko:K00053	sauz:SAZ172_2161
ko:K01649	sauz:SAZ172_2162
ko:K00052	sauz:SAZ172_2163
ko:K01703	sauz:SAZ172_2164
ko:K09705	sauz:SAZ172_0681
ko:K09793	sauz:SAZ172_0686
ko:K06966	sauz:SAZ172_0692
ko:K09768	sauz:SAZ172_0693
ko:K06153	sauz:SAZ172_0695
ko:K16013	sauz:SAZ172_0696
ko:K16012	sauz:SAZ172_0697
ko:K01669	sauz:SAZ172_0703
ko:K06934	sauz:SAZ172_0705
ko:K03976	sauz:SAZ172_0708
ko:K03436	sauz:SAZ172_0709
ko:K00882	sauz:SAZ172_0710
ko:K02768	sauz:SAZ172_0711
ko:K02769	sauz:SAZ172_0711
ko:K02770	sauz:SAZ172_0711
ko:K01443	sauz:SAZ172_0712
ko:K10681	sauz:SAZ172_0716
ko:K10682	sauz:SAZ172_0717
ko:K16937	sauz:SAZ172_0718
ko:K10026	sauz:SAZ172_0721
ko:K01737	sauz:SAZ172_0722
ko:K06920	sauz:SAZ172_0723
ko:K01664	sauz:SAZ172_0724
ko:K01665	sauz:SAZ172_0725
ko:K02619	sauz:SAZ172_0726
ko:K03469	sauz:SAZ172_1446
ko:K08170	sauz:SAZ172_1448
ko:K03294	sauz:SAZ172_1449
ko:K01754	sauz:SAZ172_1450
ko:K00259	sauz:SAZ172_1451
ko:K07444	sauz:SAZ172_1456
ko:K03700	sauz:SAZ172_1462
ko:K05366	sauz:SAZ172_1463
ko:K10773	sauz:SAZ172_1465
ko:K02086	sauz:SAZ172_1466
ko:K01893	sauz:SAZ172_1467
ko:K03524	sauz:SAZ172_1469
ko:K00974	sauz:SAZ172_1470
ko:K06973	sauz:SAZ172_1473
ko:K00800	sauz:SAZ172_1477
ko:K01735	sauz:SAZ172_1478
ko:K01736	sauz:SAZ172_1479
ko:K00940	sauz:SAZ172_1480
ko:K00805	sauz:SAZ172_1481
ko:K03183	sauz:SAZ172_1482
ko:K03530	sauz:SAZ172_1484
ko:K00057	sauz:SAZ172_1485
ko:K03977	sauz:SAZ172_1486
ko:K02945	sauz:SAZ172_1487
ko:K00945	sauz:SAZ172_1489
ko:K01424	sauz:SAZ172_1490
ko:K03654	sauz:SAZ172_1493
ko:K01704	sauz:SAZ172_2165
ko:K01754	sauz:SAZ172_2166
ko:K03095	sauz:SAZ172_2167
ko:K06959	sauz:SAZ172_2168
ko:K03090	sauz:SAZ172_2169
ko:K07315	sauz:SAZ172_2172
ko:K01775	sauz:SAZ172_2175
ko:K00997	sauz:SAZ172_2176
ko:K09167	sauz:SAZ172_2177
ko:K08981	sauz:SAZ172_2178
ko:K01548	sauz:SAZ172_2180
ko:K01547	sauz:SAZ172_2181
ko:K01546	sauz:SAZ172_2182
ko:K07646	sauz:SAZ172_2183
ko:K07667	sauz:SAZ172_2184
ko:K01929	sauz:SAZ172_2186
ko:K01921	sauz:SAZ172_2187
ko:K05837	sauz:SAZ172_2188
ko:K06131	sauz:SAZ172_2192
ko:K06950	sauz:SAZ172_2193
ko:K03217	sauz:SAZ172_2194
ko:K00788	sauz:SAZ172_2195
ko:K00878	sauz:SAZ172_2196
ko:K00941	sauz:SAZ172_2197
ko:K03707	sauz:SAZ172_2198
ko:K02372	sauz:SAZ172_2203
ko:K00790	sauz:SAZ172_2204
ko:K02114	sauz:SAZ172_2206
ko:K02112	sauz:SAZ172_2207
ko:K02115	sauz:SAZ172_2208
ko:K02313	sauz:SAZ172_0001
ko:K02338	sauz:SAZ172_0002
ko:K03629	sauz:SAZ172_0004
ko:K02470	sauz:SAZ172_0005
ko:K02469	sauz:SAZ172_0006
ko:K01745	sauz:SAZ172_0008
ko:K01875	sauz:SAZ172_0009
ko:K00641	sauz:SAZ172_0012
ko:K15738	sauz:SAZ172_0730
ko:K03654	sauz:SAZ172_0731
ko:K05847	sauz:SAZ172_0732
ko:K05845	sauz:SAZ172_0733
ko:K05846	sauz:SAZ172_0733
ko:K00817	sauz:SAZ172_0734
ko:K03305	sauz:SAZ172_0738
ko:K09457	sauz:SAZ172_0739
ko:K03647	sauz:SAZ172_0741
ko:K02015	sauz:SAZ172_0744
ko:K02015	sauz:SAZ172_0745
ko:K02013	sauz:SAZ172_0746
ko:K02016	sauz:SAZ172_0747
ko:K00075	sauz:SAZ172_0748
ko:K00865	sauz:SAZ172_0752
ko:K01258	sauz:SAZ172_0753
ko:K02851	sauz:SAZ172_0757
ko:K02240	sauz:SAZ172_0760
ko:K02242	sauz:SAZ172_0761
ko:K03070	sauz:SAZ172_0763
ko:K02836	sauz:SAZ172_0764
ko:K07023	sauz:SAZ172_0766
ko:K03702	sauz:SAZ172_0768
ko:K03701	sauz:SAZ172_0769
ko:K06023	sauz:SAZ172_0770
ko:K13292	sauz:SAZ172_0771
ko:K00384	sauz:SAZ172_0774
ko:K09762	sauz:SAZ172_0778
ko:K05337	sauz:SAZ172_1495
ko:K07651	sauz:SAZ172_1504
ko:K07775	sauz:SAZ172_1505
ko:K06178	sauz:SAZ172_1506
ko:K06024	sauz:SAZ172_1507
ko:K05896	sauz:SAZ172_1508
ko:K09763	sauz:SAZ172_1509
ko:K04763	sauz:SAZ172_1510
ko:K03711	sauz:SAZ172_1511
ko:K01515	sauz:SAZ172_1512
ko:K07124	sauz:SAZ172_1515
ko:K00286	sauz:SAZ172_1516
ko:K00784	sauz:SAZ172_1517
ko:K00036	sauz:SAZ172_1519
ko:K00033	sauz:SAZ172_1525
ko:K09699	sauz:SAZ172_1530
ko:K00167	sauz:SAZ172_1531
ko:K00166	sauz:SAZ172_1532
ko:K00382	sauz:SAZ172_1533
ko:K03631	sauz:SAZ172_1534
ko:K03402	sauz:SAZ172_1535
ko:K13789	sauz:SAZ172_1536
ko:K03602	sauz:SAZ172_1537
ko:K03601	sauz:SAZ172_1538
ko:K03625	sauz:SAZ172_1539
ko:K01961	sauz:SAZ172_1541
ko:K02111	sauz:SAZ172_2209
ko:K02113	sauz:SAZ172_2210
ko:K02109	sauz:SAZ172_2211
ko:K02110	sauz:SAZ172_2212
ko:K02108	sauz:SAZ172_2213
ko:K02116	sauz:SAZ172_2214
ko:K00761	sauz:SAZ172_2216
ko:K00600	sauz:SAZ172_2217
ko:K01104	sauz:SAZ172_2219
ko:K07566	sauz:SAZ172_2220
ko:K02493	sauz:SAZ172_2221
ko:K02835	sauz:SAZ172_2222
ko:K02909	sauz:SAZ172_2224
ko:K03628	sauz:SAZ172_2225
ko:K00790	sauz:SAZ172_2228
ko:K01624	sauz:SAZ172_2229
ko:K01937	sauz:SAZ172_2231
ko:K03048	sauz:SAZ172_2232
ko:K09680	sauz:SAZ172_2234
ko:K07173	sauz:SAZ172_2238
ko:K00756	sauz:SAZ172_2240
ko:K01619	sauz:SAZ172_2241
ko:K03784	sauz:SAZ172_2242
ko:K04047	sauz:SAZ172_2243
ko:K01809	sauz:SAZ172_2247
ko:K16264	sauz:SAZ172_2250
ko:K02013	sauz:SAZ172_2255
ko:K02939	sauz:SAZ172_0015
ko:K01939	sauz:SAZ172_0017
ko:K07668	sauz:SAZ172_0018
ko:K07652	sauz:SAZ172_0019
ko:K00783	sauz:SAZ172_0025
ko:K09968	sauz:SAZ172_0027
ko:K07491	sauz:SAZ172_0034
ko:K04763	sauz:SAZ172_0039
ko:K01153	sauz:SAZ172_0054
ko:K00383	sauz:SAZ172_0056
ko:K07071	sauz:SAZ172_0780
ko:K05311	sauz:SAZ172_0782
ko:K00134	sauz:SAZ172_0783
ko:K00927	sauz:SAZ172_0784
ko:K01803	sauz:SAZ172_0785
ko:K15633	sauz:SAZ172_0786
ko:K01689	sauz:SAZ172_0787
ko:K03075	sauz:SAZ172_0789
ko:K03928	sauz:SAZ172_0790
ko:K12573	sauz:SAZ172_0791
ko:K03664	sauz:SAZ172_0792
ko:K03704	sauz:SAZ172_0806
ko:K06895	sauz:SAZ172_0814
ko:K03785	sauz:SAZ172_0817
ko:K02437	sauz:SAZ172_0821
ko:K07476	sauz:SAZ172_0825
ko:K02071	sauz:SAZ172_0827
ko:K02072	sauz:SAZ172_0828
ko:K02073	sauz:SAZ172_0829
ko:K01358	sauz:SAZ172_0779
ko:K02160	sauz:SAZ172_1542
ko:K02356	sauz:SAZ172_1543
ko:K03800	sauz:SAZ172_1547
ko:K00283	sauz:SAZ172_1549
ko:K00282	sauz:SAZ172_1550
ko:K00605	sauz:SAZ172_1551
ko:K00891	sauz:SAZ172_1552
ko:K02246	sauz:SAZ172_1555
ko:K02245	sauz:SAZ172_1556
ko:K02244	sauz:SAZ172_1557
ko:K02243	sauz:SAZ172_1558
ko:K00845	sauz:SAZ172_1561
ko:K02913	sauz:SAZ172_1564
ko:K12553	sauz:SAZ172_1565
ko:K04564	sauz:SAZ172_1566
ko:K02076	sauz:SAZ172_1567
ko:K09816	sauz:SAZ172_1568
ko:K09817	sauz:SAZ172_1569
ko:K01151	sauz:SAZ172_1570
ko:K06967	sauz:SAZ172_1573
ko:K03086	sauz:SAZ172_1574
ko:K09773	sauz:SAZ172_1576
ko:K01880	sauz:SAZ172_1578
ko:K03584	sauz:SAZ172_1579
ko:K01489	sauz:SAZ172_1581
ko:K07042	sauz:SAZ172_1583
ko:K02970	sauz:SAZ172_1588
ko:K00820	sauz:SAZ172_2256
ko:K02799	sauz:SAZ172_2257
ko:K02800	sauz:SAZ172_2257
ko:K02798	sauz:SAZ172_2259
ko:K00009	sauz:SAZ172_2260
ko:K03431	sauz:SAZ172_2262
ko:K01476	sauz:SAZ172_2265
ko:K03593	sauz:SAZ172_2267
ko:K11068	sauz:SAZ172_2271
ko:K07038	sauz:SAZ172_2273
ko:K02015	sauz:SAZ172_2276
ko:K02015	sauz:SAZ172_2277
ko:K02016	sauz:SAZ172_2278
ko:K01220	sauz:SAZ172_2293
ko:K02787	sauz:SAZ172_2294
ko:K02788	sauz:SAZ172_2294
ko:K02786	sauz:SAZ172_2295
ko:K01126	sauz:SAZ172_0070
ko:K07090	sauz:SAZ172_0080
ko:K01534	sauz:SAZ172_0082
ko:K01771	sauz:SAZ172_0112
ko:K08170	sauz:SAZ172_0116
ko:K03324	sauz:SAZ172_0118
ko:K10254	sauz:SAZ172_0119
ko:K03303	sauz:SAZ172_0121
ko:K14196	sauz:SAZ172_0122
ko:K07727	sauz:SAZ172_0834
ko:K08974	sauz:SAZ172_0854
ko:K09013	sauz:SAZ172_0855
ko:K09015	sauz:SAZ172_0856
ko:K11717	sauz:SAZ172_0857
ko:K04488	sauz:SAZ172_0858
ko:K09014	sauz:SAZ172_0859
ko:K00459	sauz:SAZ172_0862
ko:K07090	sauz:SAZ172_0864
ko:K03644	sauz:SAZ172_0866
ko:K03367	sauz:SAZ172_0873
ko:K03739	sauz:SAZ172_0874
ko:K14188	sauz:SAZ172_0875
ko:K03740	sauz:SAZ172_0876
ko:K03885	sauz:SAZ172_0879
ko:K13628	sauz:SAZ172_0881
ko:K03885	sauz:SAZ172_0882
ko:K09761	sauz:SAZ172_1590
ko:K02687	sauz:SAZ172_1591
ko:K03686	sauz:SAZ172_1592
ko:K04043	sauz:SAZ172_1593
ko:K03687	sauz:SAZ172_1594
ko:K03705	sauz:SAZ172_1595
ko:K03596	sauz:SAZ172_1597
ko:K02968	sauz:SAZ172_1598
ko:K02340	sauz:SAZ172_1599
ko:K02238	sauz:SAZ172_1600
ko:K02237	sauz:SAZ172_1602
ko:K09710	sauz:SAZ172_1604
ko:K00969	sauz:SAZ172_1606
ko:K07574	sauz:SAZ172_1607
ko:K00014	sauz:SAZ172_1608
ko:K06948	sauz:SAZ172_1609
ko:K07015	sauz:SAZ172_1610
ko:K01243	sauz:SAZ172_1611
ko:K07160	sauz:SAZ172_1618
ko:K01961	sauz:SAZ172_1619
ko:K02160	sauz:SAZ172_1620
ko:K03624	sauz:SAZ172_1623
ko:K00876	sauz:SAZ172_1624
ko:K08303	sauz:SAZ172_1625
ko:K07447	sauz:SAZ172_1629
ko:K01872	sauz:SAZ172_1631
ko:K03581	sauz:SAZ172_1632
ko:K00566	sauz:SAZ172_1634
ko:K04487	sauz:SAZ172_1635
ko:K01635	sauz:SAZ172_2296
ko:K00917	sauz:SAZ172_2297
ko:K01819	sauz:SAZ172_2298
ko:K01819	sauz:SAZ172_2299
ko:K02530	sauz:SAZ172_2300
ko:K12410	sauz:SAZ172_2301
ko:K01727	sauz:SAZ172_2305
ko:K01575	sauz:SAZ172_2309
ko:K01652	sauz:SAZ172_2310
ko:K02996	sauz:SAZ172_2316
ko:K02871	sauz:SAZ172_2317
ko:K06173	sauz:SAZ172_2318
ko:K16785	sauz:SAZ172_2319
ko:K16787	sauz:SAZ172_2320
ko:K16786	sauz:SAZ172_2321
ko:K02879	sauz:SAZ172_2322
ko:K03040	sauz:SAZ172_2323
ko:K02948	sauz:SAZ172_2324
ko:K02952	sauz:SAZ172_2325
ko:K02919	sauz:SAZ172_2326
ko:K02518	sauz:SAZ172_2327
ko:K00939	sauz:SAZ172_2328
ko:K03076	sauz:SAZ172_2329
ko:K02876	sauz:SAZ172_2330
ko:K02907	sauz:SAZ172_2331
ko:K02988	sauz:SAZ172_2332
ko:K02881	sauz:SAZ172_2333
ko:K02933	sauz:SAZ172_2334
ko:K02994	sauz:SAZ172_2335
ko:K02954	sauz:SAZ172_2336
ko:K02931	sauz:SAZ172_2337
ko:K02895	sauz:SAZ172_2338
ko:K02874	sauz:SAZ172_2339
ko:K02961	sauz:SAZ172_2340
ko:K02904	sauz:SAZ172_2341
ko:K02878	sauz:SAZ172_2342
ko:K02982	sauz:SAZ172_2343
ko:K02890	sauz:SAZ172_2344
ko:K02015	sauz:SAZ172_0124
ko:K02015	sauz:SAZ172_0125
ko:K02016	sauz:SAZ172_0126
ko:K01586	sauz:SAZ172_0134
ko:K01784	sauz:SAZ172_0138
ko:K04564	sauz:SAZ172_0143
ko:K03784	sauz:SAZ172_0146
ko:K01619	sauz:SAZ172_0148
ko:K01839	sauz:SAZ172_0149
ko:K02042	sauz:SAZ172_0150
ko:K02042	sauz:SAZ172_0151
ko:K02041	sauz:SAZ172_0152
ko:K02044	sauz:SAZ172_0153
ko:K04072	sauz:SAZ172_0158
ko:K01104	sauz:SAZ172_0161
ko:K17716	sauz:SAZ172_0163
ko:K13012	sauz:SAZ172_0171
ko:K01784	sauz:SAZ172_0172
ko:K01255	sauz:SAZ172_0883
ko:K07084	sauz:SAZ172_0884
ko:K05571	sauz:SAZ172_0887
ko:K05570	sauz:SAZ172_0888
ko:K05569	sauz:SAZ172_0889
ko:K05568	sauz:SAZ172_0890
ko:K05567	sauz:SAZ172_0891
ko:K05566	sauz:SAZ172_0892
ko:K05565	sauz:SAZ172_0893
ko:K06347	sauz:SAZ172_0894
ko:K03768	sauz:SAZ172_0895
ko:K00819	sauz:SAZ172_0898
ko:K00260	sauz:SAZ172_0899
ko:K01126	sauz:SAZ172_0900
ko:K01755	sauz:SAZ172_0901
ko:K01940	sauz:SAZ172_0902
ko:K01810	sauz:SAZ172_0903
ko:K03100	sauz:SAZ172_0905
ko:K03100	sauz:SAZ172_0906
ko:K16899	sauz:SAZ172_0907
ko:K16898	sauz:SAZ172_0908
ko:K03695	sauz:SAZ172_0915
ko:K06910	sauz:SAZ172_0920
ko:K00648	sauz:SAZ172_0923
ko:K09458	sauz:SAZ172_0924
ko:K15581	sauz:SAZ172_0926
ko:K15582	sauz:SAZ172_0927
ko:K15583	sauz:SAZ172_0928
ko:K10823	sauz:SAZ172_0929
ko:K15580	sauz:SAZ172_0930
ko:K02035	sauz:SAZ172_0931
ko:K07478	sauz:SAZ172_1640
ko:K01876	sauz:SAZ172_1642
ko:K01892	sauz:SAZ172_1643
ko:K01448	sauz:SAZ172_1644
ko:K07560	sauz:SAZ172_1645
ko:K00951	sauz:SAZ172_1646
ko:K00759	sauz:SAZ172_1647
ko:K07462	sauz:SAZ172_1648
ko:K12257	sauz:SAZ172_1649
ko:K03210	sauz:SAZ172_1650
ko:K00773	sauz:SAZ172_1651
ko:K07568	sauz:SAZ172_1652
ko:K03551	sauz:SAZ172_1653
ko:K03550	sauz:SAZ172_1654
ko:K06209	sauz:SAZ172_1655
ko:K03979	sauz:SAZ172_1656
ko:K02899	sauz:SAZ172_1657
ko:K07584	sauz:SAZ172_1658
ko:K02888	sauz:SAZ172_1659
ko:K03571	sauz:SAZ172_1660
ko:K03570	sauz:SAZ172_1661
ko:K04763	sauz:SAZ172_1671
ko:K03630	sauz:SAZ172_1672
ko:K02236	sauz:SAZ172_1673
ko:K11754	sauz:SAZ172_1674
ko:K01873	sauz:SAZ172_1675
ko:K01246	sauz:SAZ172_1676
ko:K07120	sauz:SAZ172_1677
ko:K01845	sauz:SAZ172_1679
ko:K01698	sauz:SAZ172_1680
ko:K01719	sauz:SAZ172_1681
ko:K01749	sauz:SAZ172_1682
ko:K02497	sauz:SAZ172_1683
ko:K02492	sauz:SAZ172_1684
ko:K03978	sauz:SAZ172_1685
ko:K03544	sauz:SAZ172_1686
ko:K17472	sauz:SAZ172_1639
ko:K02965	sauz:SAZ172_2345
ko:K02886	sauz:SAZ172_2346
ko:K02892	sauz:SAZ172_2347
ko:K02926	sauz:SAZ172_2348
ko:K02906	sauz:SAZ172_2349
ko:K02946	sauz:SAZ172_2350
ko:K06901	sauz:SAZ172_2352
ko:K05340	sauz:SAZ172_2355
ko:K07088	sauz:SAZ172_2357
ko:K11693	sauz:SAZ172_2361
ko:K03639	sauz:SAZ172_2369
ko:K03752	sauz:SAZ172_2370
ko:K03636	sauz:SAZ172_2371
ko:K03635	sauz:SAZ172_2372
ko:K03753	sauz:SAZ172_2373
ko:K03750	sauz:SAZ172_2374
ko:K03637	sauz:SAZ172_2375
ko:K03638	sauz:SAZ172_2376
ko:K02017	sauz:SAZ172_2378
ko:K02018	sauz:SAZ172_2379
ko:K02020	sauz:SAZ172_2380
ko:K02379	sauz:SAZ172_2381
ko:K03523	sauz:SAZ172_2383
ko:K02016	sauz:SAZ172_2385
ko:K08717	sauz:SAZ172_2387
ko:K01430	sauz:SAZ172_2388
ko:K01429	sauz:SAZ172_2389
ko:K01428	sauz:SAZ172_2390
ko:K03187	sauz:SAZ172_2391
ko:K03188	sauz:SAZ172_2392
ko:K03189	sauz:SAZ172_2393
ko:K03190	sauz:SAZ172_2394
ko:K02472	sauz:SAZ172_0173
ko:K09790	sauz:SAZ172_0176
ko:K16264	sauz:SAZ172_0178
ko:K02049	sauz:SAZ172_0181
ko:K02051	sauz:SAZ172_0182
ko:K02050	sauz:SAZ172_0183
ko:K08996	sauz:SAZ172_0190
ko:K00930	sauz:SAZ172_0191
ko:K00620	sauz:SAZ172_0192
ko:K00145	sauz:SAZ172_0193
ko:K00819	sauz:SAZ172_0194
ko:K03311	sauz:SAZ172_0195
ko:K09963	sauz:SAZ172_0200
ko:K07106	sauz:SAZ172_0201
ko:K01153	sauz:SAZ172_0204
ko:K02033	sauz:SAZ172_0207
ko:K02034	sauz:SAZ172_0208
ko:K02035	sauz:SAZ172_0209
ko:K01118	sauz:SAZ172_0211
ko:K10112	sauz:SAZ172_0213
ko:K15770	sauz:SAZ172_0214
ko:K15771	sauz:SAZ172_0215
ko:K15772	sauz:SAZ172_0216
ko:K07784	sauz:SAZ172_0221
ko:K07720	sauz:SAZ172_0222
ko:K02033	sauz:SAZ172_0934
ko:K02034	sauz:SAZ172_0935
ko:K01867	sauz:SAZ172_0936
ko:K16509	sauz:SAZ172_0937
ko:K16511	sauz:SAZ172_0939
ko:K06198	sauz:SAZ172_0941
ko:K08602	sauz:SAZ172_0942
ko:K06886	sauz:SAZ172_0944
ko:K07816	sauz:SAZ172_0947
ko:K00858	sauz:SAZ172_0948
ko:K06180	sauz:SAZ172_0949
ko:K06213	sauz:SAZ172_0950
ko:K03455	sauz:SAZ172_0951
ko:K00208	sauz:SAZ172_0952
ko:K03310	sauz:SAZ172_0954
ko:K05362	sauz:SAZ172_0959
ko:K02837	sauz:SAZ172_0961
ko:K02250	sauz:SAZ172_0966
ko:K03800	sauz:SAZ172_0968
ko:K07052	sauz:SAZ172_0970
ko:K02003	sauz:SAZ172_0973
ko:K15977	sauz:SAZ172_0977
ko:K02016	sauz:SAZ172_0978
ko:K02548	sauz:SAZ172_0982
ko:K02552	sauz:SAZ172_0983
ko:K03545	sauz:SAZ172_1687
ko:K02887	sauz:SAZ172_1690
ko:K02916	sauz:SAZ172_1691
ko:K02520	sauz:SAZ172_1692
ko:K11733	sauz:SAZ172_1693
ko:K01868	sauz:SAZ172_1694
ko:K11144	sauz:SAZ172_1695
ko:K03346	sauz:SAZ172_1696
ko:K07738	sauz:SAZ172_1697
ko:K00134	sauz:SAZ172_1698
ko:K00859	sauz:SAZ172_1699
ko:K10563	sauz:SAZ172_1700
ko:K07636	sauz:SAZ172_1703
ko:K07658	sauz:SAZ172_1704
ko:K00031	sauz:SAZ172_1705
ko:K01647	sauz:SAZ172_1706
ko:K11737	sauz:SAZ172_1707
ko:K00873	sauz:SAZ172_1710
ko:K00850	sauz:SAZ172_1711
ko:K01962	sauz:SAZ172_1713
ko:K01963	sauz:SAZ172_1714
ko:K00027	sauz:SAZ172_1715
ko:K02337	sauz:SAZ172_1716
ko:K00259	sauz:SAZ172_1722
ko:K00925	sauz:SAZ172_1724
ko:K11065	sauz:SAZ172_1726
ko:K07090	sauz:SAZ172_1727
ko:K03151	sauz:SAZ172_1728
ko:K04487	sauz:SAZ172_1729
ko:K06286	sauz:SAZ172_1731
ko:K02986	sauz:SAZ172_1733
ko:K01126	sauz:SAZ172_1734
ko:K03315	sauz:SAZ172_2400
ko:K09940	sauz:SAZ172_2402
ko:K00123	sauz:SAZ172_2409
ko:K07052	sauz:SAZ172_2414
ko:K03453	sauz:SAZ172_2422
ko:K02749	sauz:SAZ172_2424
ko:K02750	sauz:SAZ172_2424
ko:K03481	sauz:SAZ172_2425
ko:K01468	sauz:SAZ172_2432
ko:K01712	sauz:SAZ172_2433
ko:K11210	sauz:SAZ172_2435
ko:K01479	sauz:SAZ172_2436
ko:K01807	sauz:SAZ172_2438
ko:K01785	sauz:SAZ172_2441
ko:K09771	sauz:SAZ172_2442
ko:K01992	sauz:SAZ172_2443
ko:K01990	sauz:SAZ172_2444
ko:K00077	sauz:SAZ172_2547
ko:K08170	sauz:SAZ172_2548
ko:K05846	sauz:SAZ172_2549
ko:K05845	sauz:SAZ172_2550
ko:K05846	sauz:SAZ172_2551
ko:K05847	sauz:SAZ172_2552
ko:K03929	sauz:SAZ172_2555
ko:K02069	sauz:SAZ172_2557
ko:K02068	sauz:SAZ172_2558
ko:K10824	sauz:SAZ172_2566
ko:K15587	sauz:SAZ172_2567
ko:K15586	sauz:SAZ172_2568
ko:K15585	sauz:SAZ172_2569
ko:K15584	sauz:SAZ172_2570
ko:K01187	sauz:SAZ172_1522
ko:K01791	sauz:SAZ172_0165
ko:K02755	sauz:SAZ172_0269
ko:K19080	sauz:SAZ172_0673
ko:K02546	sauz:SAZ172_0074
ko:K00561	sauz:SAZ172_0044
ko:K18104	sauz:SAZ172_0655
ko:K00520	sauz:SAZ172_p120
ko:K00520	sauz:SAZ172_0060
