ko:K22213	maz:LA61_01425
ko:K03709	maz:LA61_15685
ko:K03177	maz:LA61_15715
ko:K01692	maz:LA61_15755
ko:K02834	maz:LA61_15785
ko:K02519	maz:LA61_15790
ko:K05916	maz:LA61_15810
ko:K13771	maz:LA61_15815
ko:K02600	maz:LA61_15820
ko:K09748	maz:LA61_15825
ko:K02549	maz:LA61_19895
ko:K06911	maz:LA61_19925
ko:K06975	maz:LA61_19930
ko:K01661	maz:LA61_19945
ko:K03306	maz:LA61_19970
ko:K01911	maz:LA61_19980
ko:K00772	maz:LA61_20000
ko:K04564	maz:LA61_20005
ko:K02548	maz:LA61_20010
ko:K10215	maz:LA61_20060
ko:K07399	maz:LA61_20095
ko:K06196	maz:LA61_20100
ko:K01845	maz:LA61_20115
ko:K07386	maz:LA61_20130
ko:K07090	maz:LA61_20135
ko:K17686	maz:LA61_20145
ko:K01698	maz:LA61_20175
ko:K13542	maz:LA61_20180
ko:K02067	maz:LA61_23230
ko:K02066	maz:LA61_23240
ko:K02066	maz:LA61_23245
ko:K00128	maz:LA61_23270
ko:K11609	maz:LA61_23285
ko:K00252	maz:LA61_23290
ko:K01720	maz:LA61_23330
ko:K03417	maz:LA61_23335
ko:K01647	maz:LA61_23340
ko:K00549	maz:LA61_23360
ko:K00666	maz:LA61_23375
ko:K00076	maz:LA61_23405
ko:K00965	maz:LA61_23430
ko:K00849	maz:LA61_23435
ko:K03307	maz:LA61_23440
ko:K01687	maz:LA61_23445
ko:K02433	maz:LA61_23460
ko:K01640	maz:LA61_23495
ko:K03088	maz:LA61_23505
ko:K06994	maz:LA61_04235
ko:K10843	maz:LA61_04260
ko:K03637	maz:LA61_04280
ko:K03635	maz:LA61_04290
ko:K03639	maz:LA61_04315
ko:K03704	maz:LA61_04320
ko:K14953	maz:LA61_04385
ko:K00389	maz:LA61_04395
ko:K01555	maz:LA61_04400
ko:K00451	maz:LA61_04410
ko:K00457	maz:LA61_04425
ko:K00382	maz:LA61_04430
ko:K00627	maz:LA61_04435
ko:K00162	maz:LA61_04440
ko:K00161	maz:LA61_04445
ko:K02618	maz:LA61_04460
ko:K00074	maz:LA61_04480
ko:K15866	maz:LA61_04485
ko:K02609	maz:LA61_04490
ko:K02610	maz:LA61_04495
ko:K02611	maz:LA61_04500
ko:K02612	maz:LA61_04505
ko:K02613	maz:LA61_04510
ko:K00426	maz:LA61_13240
ko:K16013	maz:LA61_13245
ko:K16012	maz:LA61_13250
ko:K10805	maz:LA61_13275
ko:K00873	maz:LA61_13280
ko:K01695	maz:LA61_13300
ko:K01696	maz:LA61_13305
ko:K01609	maz:LA61_13310
ko:K01657	maz:LA61_13320
ko:K06994	maz:LA61_13335
ko:K01673	maz:LA61_13370
ko:K00274	maz:LA61_13390
ko:K02503	maz:LA61_13395
ko:K03564	maz:LA61_13405
ko:K01496	maz:LA61_13410
ko:K02500	maz:LA61_13415
ko:K01092	maz:LA61_13420
ko:K01814	maz:LA61_13425
ko:K01817	maz:LA61_13425
ko:K02501	maz:LA61_13430
ko:K01693	maz:LA61_13435
ko:K00817	maz:LA61_13440
ko:K00013	maz:LA61_13445
ko:K00767	maz:LA61_13455
ko:K00278	maz:LA61_13460
ko:K03517	maz:LA61_13465
ko:K00116	maz:LA61_13505
ko:K01012	maz:LA61_13520
ko:K00528	maz:LA61_17605
ko:K05602	maz:LA61_17620
ko:K03696	maz:LA61_17655
ko:K09118	maz:LA61_17695
ko:K07177	maz:LA61_17700
ko:K03657	maz:LA61_17760
ko:K03426	maz:LA61_17770
ko:K10716	maz:LA61_17775
ko:K03657	maz:LA61_17780
ko:K01719	maz:LA61_17805
ko:K00363	maz:LA61_17810
ko:K00362	maz:LA61_17815
ko:K02575	maz:LA61_17820
ko:K06978	maz:LA61_02455
ko:K01784	maz:LA61_02465
ko:K09153	maz:LA61_02470
ko:K05794	maz:LA61_02505
ko:K01507	maz:LA61_02540
ko:K07259	maz:LA61_02545
ko:K04075	maz:LA61_02555
ko:K00760	maz:LA61_02565
ko:K09807	maz:LA61_02570
ko:K09807	maz:LA61_02575
ko:K14733	maz:LA61_02585
ko:K03798	maz:LA61_02615
ko:K01495	maz:LA61_02620
ko:K00796	maz:LA61_02625
ko:K01633	maz:LA61_02630
ko:K00950	maz:LA61_02635
ko:K01918	maz:LA61_02655
ko:K01579	maz:LA61_02660
ko:K03525	maz:LA61_02665
ko:K04567	maz:LA61_02670
ko:K03696	maz:LA61_02680
ko:K02016	maz:LA61_02685
ko:K02013	maz:LA61_02690
ko:K02015	maz:LA61_02695
ko:K10112	maz:LA61_06855
ko:K03284	maz:LA61_06870
ko:K05595	maz:LA61_06895
ko:K00027	maz:LA61_06900
ko:K01616	maz:LA61_06945
ko:K07552	maz:LA61_06955
ko:K05592	maz:LA61_06995
ko:K00104	maz:LA61_07015
ko:K06147	maz:LA61_07050
ko:K06147	maz:LA61_07055
ko:K08296	maz:LA61_07075
ko:K01887	maz:LA61_07150
ko:K01586	maz:LA61_07155
ko:K03449	maz:LA61_11460
ko:K06994	maz:LA61_11470
ko:K09251	maz:LA61_11490
ko:K14257	maz:LA61_11515
ko:K02945	maz:LA61_11575
ko:K00859	maz:LA61_11585
ko:K06994	maz:LA61_11600
ko:K06994	maz:LA61_11610
ko:K09146	maz:LA61_11630
ko:K03702	maz:LA61_11635
ko:K13639	maz:LA61_11640
ko:K03701	maz:LA61_11670
ko:K04567	maz:LA61_11690
ko:K02520	maz:LA61_11700
ko:K02916	maz:LA61_11705
ko:K02887	maz:LA61_11710
ko:K03437	maz:LA61_11715
ko:K14956	maz:LA61_11730
ko:K01881	maz:LA61_15845
ko:K02302	maz:LA61_15860
ko:K16786	maz:LA61_15865
ko:K16787	maz:LA61_15865
ko:K16785	maz:LA61_15870
ko:K12433	maz:LA61_15885
ko:K06994	maz:LA61_15895
ko:K02224	maz:LA61_15925
ko:K03404	maz:LA61_15935
ko:K02348	maz:LA61_15940
ko:K00116	maz:LA61_15945
ko:K02232	maz:LA61_15965
ko:K01265	maz:LA61_15970
ko:K06976	maz:LA61_15990
ko:K00099	maz:LA61_16005
ko:K06941	maz:LA61_16025
ko:K01061	maz:LA61_16065
ko:K00981	maz:LA61_16080
ko:K02838	maz:LA61_16085
ko:K09903	maz:LA61_16090
ko:K03811	maz:LA61_16100
ko:K05350	maz:LA61_16115
ko:K02357	maz:LA61_16130
ko:K01749	maz:LA61_20185
ko:K02492	maz:LA61_20190
ko:K02371	maz:LA61_20230
ko:K01784	maz:LA61_20240
ko:K00286	maz:LA61_20255
ko:K01524	maz:LA61_20295
ko:K18455	maz:LA61_20305
ko:K07044	maz:LA61_20335
ko:K07044	maz:LA61_20355
ko:K02066	maz:LA61_20370
ko:K02066	maz:LA61_20375
ko:K02067	maz:LA61_20385
ko:K02067	maz:LA61_20390
ko:K02067	maz:LA61_20405
ko:K07776	maz:LA61_20465
ko:K07768	maz:LA61_20470
ko:K01834	maz:LA61_20475
ko:K03975	maz:LA61_23555
ko:K07045	maz:LA61_23585
ko:K02078	maz:LA61_23595
ko:K02003	maz:LA61_23600
ko:K02004	maz:LA61_23605
ko:K04487	maz:LA61_23610
ko:K04488	maz:LA61_23615
ko:K00038	maz:LA61_23650
ko:K06994	maz:LA61_23765
ko:K06994	maz:LA61_23770
ko:K12421	maz:LA61_23820
ko:K02939	maz:LA61_24740
ko:K02963	maz:LA61_24745
ko:K02990	maz:LA61_24755
ko:K01858	maz:LA61_24795
ko:K11735	maz:LA61_24805
ko:K00627	maz:LA61_24840
ko:K00162	maz:LA61_24845
ko:K00161	maz:LA61_24850
ko:K07148	maz:LA61_24865
ko:K01869	maz:LA61_24875
ko:K02313	maz:LA61_00005
ko:K02338	maz:LA61_00010
ko:K00033	maz:LA61_00015
ko:K03629	maz:LA61_00020
ko:K02470	maz:LA61_00030
ko:K00675	maz:LA61_00070
ko:K02469	maz:LA61_00100
ko:K03767	maz:LA61_00130
ko:K01664	maz:LA61_00170
ko:K01725	maz:LA61_00280
ko:K01912	maz:LA61_04515
ko:K04755	maz:LA61_04530
ko:K02616	maz:LA61_04560
ko:K06889	maz:LA61_04570
ko:K00831	maz:LA61_04595
ko:K00528	maz:LA61_04605
ko:K04750	maz:LA61_04610
ko:K01647	maz:LA61_04615
ko:K00275	maz:LA61_04620
ko:K12423	maz:LA61_04630
ko:K06994	maz:LA61_04640
ko:K01647	maz:LA61_04675
ko:K00059	maz:LA61_04715
ko:K03710	maz:LA61_04720
ko:K07671	maz:LA61_04735
ko:K01692	maz:LA61_04750
ko:K12262	maz:LA61_09270
ko:K03781	maz:LA61_09275
ko:K08641	maz:LA61_09280
ko:K11731	maz:LA61_09320
ko:K00688	maz:LA61_09335
ko:K16907	maz:LA61_09355
ko:K16906	maz:LA61_09360
ko:K16905	maz:LA61_09365
ko:K01935	maz:LA61_13530
ko:K00652	maz:LA61_13535
ko:K00833	maz:LA61_13540
ko:K01754	maz:LA61_13555
ko:K02337	maz:LA61_13580
ko:K05786	maz:LA61_13590
ko:K06180	maz:LA61_13595
ko:K03101	maz:LA61_13600
ko:K01424	maz:LA61_13605
ko:K02346	maz:LA61_13610
ko:K01870	maz:LA61_13620
ko:K07182	maz:LA61_13635
ko:K07588	maz:LA61_13645
ko:K01847	maz:LA61_13650
ko:K01847	maz:LA61_13655
ko:K01772	maz:LA61_13705
ko:K11611	maz:LA61_13710
ko:K11610	maz:LA61_13715
ko:K07114	maz:LA61_13720
ko:K03924	maz:LA61_13730
ko:K01681	maz:LA61_13750
ko:K01692	maz:LA61_13785
ko:K00384	maz:LA61_13795
ko:K02361	maz:LA61_17880
ko:K03088	maz:LA61_17920
ko:K00800	maz:LA61_17935
ko:K06949	maz:LA61_17940
ko:K00508	maz:LA61_17945
ko:K01649	maz:LA61_17970
ko:K00077	maz:LA61_17975
ko:K06994	maz:LA61_18010
ko:K06133	maz:LA61_18050
ko:K00648	maz:LA61_18070
ko:K03070	maz:LA61_18100
ko:K00232	maz:LA61_18135
ko:K07654	maz:LA61_18145
ko:K07670	maz:LA61_18150
ko:K07507	maz:LA61_18160
ko:K00943	maz:LA61_18165
ko:K01191	maz:LA61_21380
ko:K02030	maz:LA61_21425
ko:K02028	maz:LA61_21430
ko:K02029	maz:LA61_21435
ko:K06994	maz:LA61_21445
ko:K10764	maz:LA61_21455
ko:K08289	maz:LA61_21470
ko:K01114	maz:LA61_02725
ko:K03575	maz:LA61_02740
ko:K01673	maz:LA61_02745
ko:K07067	maz:LA61_02760
ko:K04485	maz:LA61_02770
ko:K07736	maz:LA61_02790
ko:K00991	maz:LA61_02795
ko:K01770	maz:LA61_02800
ko:K01883	maz:LA61_02805
ko:K03218	maz:LA61_02810
ko:K01126	maz:LA61_02815
ko:K07160	maz:LA61_02820
ko:K02075	maz:LA61_02825
ko:K02074	maz:LA61_02830
ko:K02077	maz:LA61_02835
ko:K15983	maz:LA61_02865
ko:K16047	maz:LA61_02870
ko:K16049	maz:LA61_02875
ko:K01455	maz:LA61_02885
ko:K10536	maz:LA61_02890
ko:K06188	maz:LA61_02895
ko:K00059	maz:LA61_02940
ko:K00626	maz:LA61_02950
ko:K01692	maz:LA61_02980
ko:K00003	maz:LA61_07160
ko:K01733	maz:LA61_07165
ko:K00872	maz:LA61_07170
ko:K03628	maz:LA61_07175
ko:K02909	maz:LA61_07195
ko:K02835	maz:LA61_07200
ko:K02493	maz:LA61_07205
ko:K02851	maz:LA61_07215
ko:K02108	maz:LA61_07225
ko:K02110	maz:LA61_07230
ko:K02109	maz:LA61_07235
ko:K02111	maz:LA61_07245
ko:K02115	maz:LA61_07250
ko:K02112	maz:LA61_07255
ko:K02114	maz:LA61_07260
ko:K00790	maz:LA61_07275
ko:K07503	maz:LA61_07305
ko:K05606	maz:LA61_07315
ko:K00626	maz:LA61_07320
ko:K05838	maz:LA61_07330
ko:K00700	maz:LA61_07340
ko:K16147	maz:LA61_07345
ko:K00688	maz:LA61_07350
ko:K08281	maz:LA61_07365
ko:K00763	maz:LA61_07375
ko:K06891	maz:LA61_07380
ko:K01776	maz:LA61_07415
ko:K00989	maz:LA61_07425
ko:K02428	maz:LA61_07430
ko:K00567	maz:LA61_11760
ko:K13529	maz:LA61_11765
ko:K01889	maz:LA61_11770
ko:K01890	maz:LA61_11775
ko:K00145	maz:LA61_11780
ko:K00620	maz:LA61_11785
ko:K00930	maz:LA61_11790
ko:K00611	maz:LA61_11800
ko:K03402	maz:LA61_11805
ko:K01940	maz:LA61_11810
ko:K01755	maz:LA61_11815
ko:K03652	maz:LA61_11860
ko:K01866	maz:LA61_11870
ko:K06442	maz:LA61_11895
ko:K00858	maz:LA61_11900
ko:K03631	maz:LA61_11905
ko:K01937	maz:LA61_11920
ko:K01515	maz:LA61_11925
ko:K04763	maz:LA61_11930
ko:K05896	maz:LA61_11940
ko:K06024	maz:LA61_11945
ko:K06178	maz:LA61_11950
ko:K00945	maz:LA61_11955
ko:K03977	maz:LA61_11960
ko:K14953	maz:LA61_12005
ko:K07006	maz:LA61_12020
ko:K02967	maz:LA61_16135
ko:K06994	maz:LA61_16160
ko:K03733	maz:LA61_16170
ko:K01673	maz:LA61_16205
ko:K04096	maz:LA61_16210
ko:K07391	maz:LA61_16215
ko:K07460	maz:LA61_16220
ko:K03470	maz:LA61_16260
ko:K03100	maz:LA61_16265
ko:K02884	maz:LA61_16270
ko:K00554	maz:LA61_16280
ko:K02860	maz:LA61_16285
ko:K06960	maz:LA61_16290
ko:K02959	maz:LA61_16295
ko:K07258	maz:LA61_16320
ko:K03106	maz:LA61_16335
ko:K00990	maz:LA61_16340
ko:K04751	maz:LA61_16345
ko:K03320	maz:LA61_16350
ko:K03110	maz:LA61_16355
ko:K01823	maz:LA61_16360
ko:K03529	maz:LA61_16380
ko:K07667	maz:LA61_16400
ko:K07646	maz:LA61_16405
ko:K01548	maz:LA61_16410
ko:K01547	maz:LA61_16415
ko:K15521	maz:LA61_20515
ko:K14953	maz:LA61_20605
ko:K01619	maz:LA61_20625
ko:K16645	maz:LA61_20650
ko:K00574	maz:LA61_20675
ko:K09967	maz:LA61_20690
ko:K09967	maz:LA61_20695
ko:K01941	maz:LA61_20700
ko:K00074	maz:LA61_20705
ko:K01637	maz:LA61_20710
ko:K05303	maz:LA61_20775
ko:K07006	maz:LA61_23825
ko:K11105	maz:LA61_23835
ko:K03499	maz:LA61_23840
ko:K07301	maz:LA61_23870
ko:K05522	maz:LA61_23890
ko:K14347	maz:LA61_23895
ko:K03088	maz:LA61_23915
ko:K04047	maz:LA61_23925
ko:K01644	maz:LA61_23935
ko:K17218	maz:LA61_23965
ko:K06994	maz:LA61_23980
ko:K07001	maz:LA61_24005
ko:K07001	maz:LA61_24040
ko:K01421	maz:LA61_24060
ko:K01569	maz:LA61_24085
ko:K06994	maz:LA61_24095
ko:K11921	maz:LA61_00285
ko:K03578	maz:LA61_00290
ko:K07684	maz:LA61_00310
ko:K02480	maz:LA61_00315
ko:K17883	maz:LA61_00320
ko:K08987	maz:LA61_00360
ko:K01011	maz:LA61_00365
ko:K15982	maz:LA61_00410
ko:K01077	maz:LA61_00445
ko:K07044	maz:LA61_00455
ko:K00265	maz:LA61_00465
ko:K00266	maz:LA61_00470
ko:K01265	maz:LA61_00480
ko:K13671	maz:LA61_00490
ko:K04477	maz:LA61_00495
ko:K15981	maz:LA61_00515
ko:K10215	maz:LA61_00525
ko:K02553	maz:LA61_00550
ko:K07156	maz:LA61_00560
ko:K00138	maz:LA61_04815
ko:K09959	maz:LA61_04820
ko:K09861	maz:LA61_04830
ko:K06996	maz:LA61_04835
ko:K02346	maz:LA61_04840
ko:K07107	maz:LA61_04865
ko:K06994	maz:LA61_04890
ko:K00537	maz:LA61_04910
ko:K00122	maz:LA61_04940
ko:K18481	maz:LA61_04965
ko:K02067	maz:LA61_04990
ko:K02066	maz:LA61_05000
ko:K02066	maz:LA61_05005
ko:K01725	maz:LA61_05090
ko:K00153	maz:LA61_09410
ko:K18472	maz:LA61_09445
ko:K11609	maz:LA61_09450
ko:K02078	maz:LA61_09455
ko:K07735	maz:LA61_24900
ko:K07090	maz:LA61_24925
ko:K00970	maz:LA61_24930
ko:K03980	maz:LA61_24945
ko:K03088	maz:LA61_24950
ko:K00384	maz:LA61_24960
ko:K03671	maz:LA61_24965
ko:K05337	maz:LA61_24975
ko:K03501	maz:LA61_25015
ko:K06346	maz:LA61_25020
ko:K03217	maz:LA61_25025
ko:K03536	maz:LA61_25035
ko:K02914	maz:LA61_25040
ko:K00645	maz:LA61_09460
ko:K16937	maz:LA61_09475
ko:K00163	maz:LA61_09485
ko:K03386	maz:LA61_09500
ko:K07107	maz:LA61_09510
ko:K07241	maz:LA61_09555
ko:K02227	maz:LA61_09560
ko:K01104	maz:LA61_09570
ko:K00817	maz:LA61_09580
ko:K07164	maz:LA61_09590
ko:K07226	maz:LA61_09600
ko:K03924	maz:LA61_09620
ko:K00606	maz:LA61_09655
ko:K04488	maz:LA61_13830
ko:K11717	maz:LA61_13835
ko:K09013	maz:LA61_13840
ko:K09015	maz:LA61_13845
ko:K09014	maz:LA61_13850
ko:K14339	maz:LA61_13860
ko:K01990	maz:LA61_13865
ko:K01992	maz:LA61_13870
ko:K02259	maz:LA61_13875
ko:K00615	maz:LA61_13900
ko:K00616	maz:LA61_13905
ko:K00036	maz:LA61_13910
ko:K01057	maz:LA61_13920
ko:K03186	maz:LA61_13935
ko:K03182	maz:LA61_13940
ko:K02164	maz:LA61_13950
ko:K03075	maz:LA61_13975
ko:K07054	maz:LA61_13980
ko:K01803	maz:LA61_13990
ko:K00927	maz:LA61_13995
ko:K00134	maz:LA61_14000
ko:K09762	maz:LA61_14010
ko:K06958	maz:LA61_14020
ko:K03703	maz:LA61_14025
ko:K02020	maz:LA61_14040
ko:K00681	maz:LA61_14045
ko:K03736	maz:LA61_14050
ko:K03735	maz:LA61_14055
ko:K00138	maz:LA61_14065
ko:K00794	maz:LA61_14080
ko:K14652	maz:LA61_14085
ko:K00793	maz:LA61_14090
ko:K01251	maz:LA61_18170
ko:K00496	maz:LA61_18190
ko:K03294	maz:LA61_18195
ko:K01809	maz:LA61_18205
ko:K01840	maz:LA61_18215
ko:K11212	maz:LA61_18235
ko:K12234	maz:LA61_18240
ko:K00966	maz:LA61_18255
ko:K16870	maz:LA61_18260
ko:K00067	maz:LA61_18265
ko:K01588	maz:LA61_18290
ko:K01589	maz:LA61_18295
ko:K03119	maz:LA61_18300
ko:K03524	maz:LA61_18325
ko:K15982	maz:LA61_18330
ko:K00666	maz:LA61_18335
ko:K01966	maz:LA61_18350
ko:K06287	maz:LA61_18360
ko:K03299	maz:LA61_18365
ko:K00851	maz:LA61_18370
ko:K01011	maz:LA61_18400
ko:K02426	maz:LA61_18405
ko:K11263	maz:LA61_18410
ko:K03918	maz:LA61_18425
ko:K03719	maz:LA61_18430
ko:K00128	maz:LA61_18440
ko:K03316	maz:LA61_21475
ko:K01939	maz:LA61_21490
ko:K01624	maz:LA61_21515
ko:K03975	maz:LA61_21520
ko:K07107	maz:LA61_21525
ko:K00762	maz:LA61_21545
ko:K07124	maz:LA61_21550
ko:K06994	maz:LA61_21560
ko:K03695	maz:LA61_21570
ko:K13640	maz:LA61_21595
ko:K03686	maz:LA61_21600
ko:K03687	maz:LA61_21605
ko:K04043	maz:LA61_21610
ko:K15977	maz:LA61_21695
ko:K14260	maz:LA61_21720
ko:K00012	maz:LA61_21725
ko:K01494	maz:LA61_21735
ko:K15981	maz:LA61_03005
ko:K00626	maz:LA61_03010
ko:K15981	maz:LA61_03015
ko:K16051	maz:LA61_03065
ko:K02554	maz:LA61_03070
ko:K04073	maz:LA61_03075
ko:K01666	maz:LA61_03080
ko:K05571	maz:LA61_03100
ko:K05570	maz:LA61_03105
ko:K05569	maz:LA61_03110
ko:K05568	maz:LA61_03115
ko:K05567	maz:LA61_03120
ko:K05565	maz:LA61_03125
ko:K13525	maz:LA61_03130
ko:K17103	maz:LA61_03135
ko:K01613	maz:LA61_03140
ko:K03750	maz:LA61_03145
ko:K04077	maz:LA61_03195
ko:K03924	maz:LA61_03210
ko:K12422	maz:LA61_03250
ko:K00389	maz:LA61_03300
ko:K00666	maz:LA61_07455
ko:K03710	maz:LA61_07500
ko:K11081	maz:LA61_07520
ko:K11084	maz:LA61_07525
ko:K11083	maz:LA61_07530
ko:K11082	maz:LA61_07535
ko:K11533	maz:LA61_07580
ko:K00997	maz:LA61_07585
ko:K03564	maz:LA61_07595
ko:K06994	maz:LA61_07620
ko:K06221	maz:LA61_07660
ko:K13288	maz:LA61_07690
ko:K06915	maz:LA61_07695
ko:K07124	maz:LA61_07710
ko:K06902	maz:LA61_07715
ko:K11103	maz:LA61_07725
ko:K00955	maz:LA61_07745
ko:K03070	maz:LA61_12095
ko:K02437	maz:LA61_12120
ko:K08999	maz:LA61_12135
ko:K00281	maz:LA61_12145
ko:K01638	maz:LA61_12155
ko:K00088	maz:LA61_12170
ko:K00033	maz:LA61_12175
ko:K01430	maz:LA61_12225
ko:K01429	maz:LA61_12230
ko:K01428	maz:LA61_12235
ko:K03188	maz:LA61_12240
ko:K03189	maz:LA61_12245
ko:K03190	maz:LA61_12250
ko:K03885	maz:LA61_12255
ko:K02020	maz:LA61_12275
ko:K02018	maz:LA61_12280
ko:K02017	maz:LA61_12285
ko:K06199	maz:LA61_12310
ko:K06199	maz:LA61_12315
ko:K03742	maz:LA61_12330
ko:K01546	maz:LA61_16420
ko:K10563	maz:LA61_16430
ko:K03685	maz:LA61_16435
ko:K07040	maz:LA61_16440
ko:K00954	maz:LA61_16450
ko:K14953	maz:LA61_16460
ko:K01061	maz:LA61_16480
ko:K08316	maz:LA61_16485
ko:K01958	maz:LA61_16490
ko:K03655	maz:LA61_16545
ko:K07030	maz:LA61_16550
ko:K02902	maz:LA61_16555
ko:K15866	maz:LA61_16560
ko:K03648	maz:LA61_16570
ko:K00946	maz:LA61_16575
ko:K01921	maz:LA61_16585
ko:K01758	maz:LA61_16590
ko:K00057	maz:LA61_16595
ko:K14941	maz:LA61_16600
ko:K00937	maz:LA61_16605
ko:K03574	maz:LA61_16610
ko:K03530	maz:LA61_16615
ko:K01704	maz:LA61_16620
ko:K01703	maz:LA61_16625
ko:K01885	maz:LA61_16655
ko:K00052	maz:LA61_16680
ko:K00058	maz:LA61_16685
ko:K17947	maz:LA61_20790
ko:K00973	maz:LA61_20800
ko:K06994	maz:LA61_20810
ko:K06994	maz:LA61_20815
ko:K07110	maz:LA61_20825
ko:K01673	maz:LA61_20865
ko:K00382	maz:LA61_20870
ko:K01322	maz:LA61_20885
ko:K00697	maz:LA61_20960
ko:K18481	maz:LA61_20965
ko:K18481	maz:LA61_20970
ko:K02067	maz:LA61_20975
ko:K02067	maz:LA61_20980
ko:K02067	maz:LA61_20985
ko:K02067	maz:LA61_20990
ko:K02067	maz:LA61_20995
ko:K02067	maz:LA61_21000
ko:K02066	maz:LA61_21005
ko:K02066	maz:LA61_21015
ko:K00059	maz:LA61_21020
ko:K05337	maz:LA61_21025
ko:K00666	maz:LA61_21040
ko:K01692	maz:LA61_21065
ko:K07157	maz:LA61_21070
ko:K07068	maz:LA61_21080
ko:K07734	maz:LA61_24210
ko:K04564	maz:LA61_00600
ko:K07304	maz:LA61_00610
ko:K01126	maz:LA61_00625
ko:K04518	maz:LA61_00675
ko:K00156	maz:LA61_00690
ko:K07507	maz:LA61_00750
ko:K01875	maz:LA61_00785
ko:K14952	maz:LA61_00800
ko:K00459	maz:LA61_00815
ko:K01854	maz:LA61_00870
ko:K16650	maz:LA61_00875
ko:K14136	maz:LA61_00885
ko:K13687	maz:LA61_00890
ko:K03322	maz:LA61_05110
ko:K10979	maz:LA61_05115
ko:K02228	maz:LA61_05140
ko:K10563	maz:LA61_05145
ko:K02274	maz:LA61_05165
ko:K01714	maz:LA61_05190
ko:K01628	maz:LA61_05195
ko:K07305	maz:LA61_05205
ko:K01810	maz:LA61_05210
ko:K04093	maz:LA61_05220
ko:K03657	maz:LA61_05225
ko:K01903	maz:LA61_05235
ko:K01902	maz:LA61_05240
ko:K17228	maz:LA61_05255
ko:K11175	maz:LA61_05270
ko:K00602	maz:LA61_05275
ko:K02471	maz:LA61_05280
ko:K01692	maz:LA61_05310
ko:K01965	maz:LA61_05320
ko:K02911	maz:LA61_05340
ko:K07669	maz:LA61_05345
ko:K07653	maz:LA61_05350
ko:K08372	maz:LA61_05355
ko:K03282	maz:LA61_05375
ko:K01934	maz:LA61_05390
ko:K01915	maz:LA61_09675
ko:K00982	maz:LA61_09680
ko:K15977	maz:LA61_09725
ko:K15977	maz:LA61_09730
ko:K05523	maz:LA61_09735
ko:K01915	maz:LA61_09740
ko:K03644	maz:LA61_09780
ko:K03801	maz:LA61_09785
ko:K07071	maz:LA61_09790
ko:K09131	maz:LA61_09800
ko:K01255	maz:LA61_09810
ko:K00605	maz:LA61_09815
ko:K00826	maz:LA61_09820
ko:K02233	maz:LA61_09830
ko:K00768	maz:LA61_09835
ko:K02231	maz:LA61_09840
ko:K00865	maz:LA61_09850
ko:K00856	maz:LA61_09865
ko:K01953	maz:LA61_09870
ko:K02275	maz:LA61_09875
ko:K03891	maz:LA61_09900
ko:K03890	maz:LA61_09905
ko:K03889	maz:LA61_09910
ko:K02276	maz:LA61_09915
ko:K00766	maz:LA61_09920
ko:K02342	maz:LA61_09925
ko:K02072	maz:LA61_14115
ko:K02071	maz:LA61_14120
ko:K02073	maz:LA61_14125
ko:K14954	maz:LA61_14135
ko:K11752	maz:LA61_14145
ko:K01783	maz:LA61_14150
ko:K03500	maz:LA61_14155
ko:K00604	maz:LA61_14160
ko:K04066	maz:LA61_14170
ko:K03457	maz:LA61_14180
ko:K01464	maz:LA61_14190
ko:K12343	maz:LA61_14200
ko:K00789	maz:LA61_14205
ko:K13038	maz:LA61_14210
ko:K03060	maz:LA61_14215
ko:K00942	maz:LA61_14220
ko:K01591	maz:LA61_14235
ko:K01955	maz:LA61_14240
ko:K01956	maz:LA61_14245
ko:K01465	maz:LA61_14255
ko:K00609	maz:LA61_14260
ko:K02825	maz:LA61_14265
ko:K03625	maz:LA61_14285
ko:K02356	maz:LA61_14290
ko:K03786	maz:LA61_14305
ko:K01735	maz:LA61_14310
ko:K00891	maz:LA61_14315
ko:K01736	maz:LA61_14320
ko:K02654	maz:LA61_14325
ko:K00598	maz:LA61_14330
ko:K00014	maz:LA61_14345
ko:K07082	maz:LA61_14350
ko:K07447	maz:LA61_14355
ko:K01872	maz:LA61_14360
ko:K07478	maz:LA61_14370
ko:K03724	maz:LA61_18450
ko:K07006	maz:LA61_18460
ko:K06177	maz:LA61_18465
ko:K00111	maz:LA61_18470
ko:K00382	maz:LA61_18475
ko:K03783	maz:LA61_18495
ko:K01840	maz:LA61_18500
ko:K00761	maz:LA61_18505
ko:K01488	maz:LA61_18545
ko:K00758	maz:LA61_18550
ko:K01489	maz:LA61_18555
ko:K00241	maz:LA61_18560
ko:K00242	maz:LA61_18565
ko:K00239	maz:LA61_18570
ko:K00240	maz:LA61_18575
ko:K03088	maz:LA61_18585
ko:K07258	maz:LA61_18600
ko:K07058	maz:LA61_18605
ko:K01867	maz:LA61_18610
ko:K01142	maz:LA61_18615
ko:K00031	maz:LA61_18625
ko:K00641	maz:LA61_18635
ko:K01491	maz:LA61_18655
ko:K07118	maz:LA61_18680
ko:K06996	maz:LA61_18695
ko:K03216	maz:LA61_18705
ko:K14162	maz:LA61_18710
ko:K06889	maz:LA61_18715
ko:K09167	maz:LA61_18735
ko:K07407	maz:LA61_21765
ko:K01130	maz:LA61_21780
ko:K09956	maz:LA61_21785
ko:K08372	maz:LA61_21790
ko:K00135	maz:LA61_21860
ko:K00666	maz:LA61_21950
ko:K03574	maz:LA61_21960
