ko:K07497	setc:CFSAN001921_03240
ko:K01150	setc:CFSAN001921_01565
ko:K02742	setc:CFSAN001921_01570
ko:K08137	setc:CFSAN001921_01575
ko:K00789	setc:CFSAN001921_01580
ko:K00341	setc:CFSAN001921_05200
ko:K00342	setc:CFSAN001921_05205
ko:K00343	setc:CFSAN001921_05210
ko:K03415	setc:CFSAN001921_05225
ko:K05594	setc:CFSAN001921_05240
ko:K02551	setc:CFSAN001921_05250
ko:K01661	setc:CFSAN001921_05260
ko:K01911	setc:CFSAN001921_05270
ko:K12963	setc:CFSAN001921_05280
ko:K12962	setc:CFSAN001921_05285
ko:K07264	setc:CFSAN001921_05290
ko:K13014	setc:CFSAN001921_05295
ko:K10011	setc:CFSAN001921_05300
ko:K10012	setc:CFSAN001921_05305
ko:K07806	setc:CFSAN001921_05310
ko:K12661	setc:CFSAN001921_05340
ko:K12660	setc:CFSAN001921_05350
ko:K00113	setc:CFSAN001921_05365
ko:K00112	setc:CFSAN001921_05370
ko:K00111	setc:CFSAN001921_05375
ko:K02445	setc:CFSAN001921_05380
ko:K01126	setc:CFSAN001921_05385
ko:K11107	setc:CFSAN001921_05400
ko:K07795	setc:CFSAN001921_03150
ko:K07774	setc:CFSAN001921_03155
ko:K07649	setc:CFSAN001921_03160
ko:K07241	setc:CFSAN001921_03165
ko:K09824	setc:CFSAN001921_03180
ko:K02406	setc:CFSAN001921_03225
ko:K06859	setc:CFSAN001921_03330
ko:K08094	setc:CFSAN001921_03335
ko:K02781	setc:CFSAN001921_03360
ko:K03704	setc:CFSAN001921_07090
ko:K06950	setc:CFSAN001921_07105
ko:K07458	setc:CFSAN001921_07115
ko:K09781	setc:CFSAN001921_07125
ko:K07026	setc:CFSAN001921_07140
ko:K07781	setc:CFSAN001921_07155
ko:K02421	setc:CFSAN001921_07160
ko:K02420	setc:CFSAN001921_07165
ko:K02419	setc:CFSAN001921_07170
ko:K02418	setc:CFSAN001921_07175
ko:K02417	setc:CFSAN001921_07180
ko:K02416	setc:CFSAN001921_07185
ko:K02415	setc:CFSAN001921_07190
ko:K02413	setc:CFSAN001921_07200
ko:K02412	setc:CFSAN001921_07205
ko:K03522	setc:CFSAN001921_12725
ko:K03521	setc:CFSAN001921_12730
ko:K14441	setc:CFSAN001921_12745
ko:K13891	setc:CFSAN001921_12750
ko:K13890	setc:CFSAN001921_12755
ko:K13889	setc:CFSAN001921_12760
ko:K13892	setc:CFSAN001921_12765
ko:K13051	setc:CFSAN001921_12770
ko:K03750	setc:CFSAN001921_12775
ko:K04069	setc:CFSAN001921_12785
ko:K00656	setc:CFSAN001921_12790
ko:K11924	setc:CFSAN001921_12830
ko:K11934	setc:CFSAN001921_12845
ko:K11939	setc:CFSAN001921_12850
ko:K04047	setc:CFSAN001921_12855
ko:K10036	setc:CFSAN001921_12865
ko:K10037	setc:CFSAN001921_12870
ko:K11927	setc:CFSAN001921_12915
ko:K01993	setc:CFSAN001921_12925
ko:K00767	setc:CFSAN001921_16690
ko:K02682	setc:CFSAN001921_16695
ko:K02504	setc:CFSAN001921_16700
ko:K02505	setc:CFSAN001921_16705
ko:K00364	setc:CFSAN001921_16710
ko:K00859	setc:CFSAN001921_16715
ko:K09862	setc:CFSAN001921_16725
ko:K03070	setc:CFSAN001921_16740
ko:K13301	setc:CFSAN001921_16745
ko:K02535	setc:CFSAN001921_16750
ko:K03531	setc:CFSAN001921_16755
ko:K03590	setc:CFSAN001921_16760
ko:K03589	setc:CFSAN001921_16765
ko:K01921	setc:CFSAN001921_16770
ko:K01924	setc:CFSAN001921_16775
ko:K02563	setc:CFSAN001921_16780
ko:K03588	setc:CFSAN001921_16785
ko:K01925	setc:CFSAN001921_16790
ko:K01000	setc:CFSAN001921_16795
ko:K01929	setc:CFSAN001921_16800
ko:K01928	setc:CFSAN001921_16805
ko:K03587	setc:CFSAN001921_16810
ko:K03586	setc:CFSAN001921_16815
ko:K03438	setc:CFSAN001921_16820
ko:K03925	setc:CFSAN001921_16825
ko:K03435	setc:CFSAN001921_16835
ko:K01653	setc:CFSAN001921_16840
ko:K01652	setc:CFSAN001921_16845
ko:K05798	setc:CFSAN001921_16850
ko:K01649	setc:CFSAN001921_16855
ko:K00052	setc:CFSAN001921_16860
ko:K01703	setc:CFSAN001921_16865
ko:K01704	setc:CFSAN001921_16870
ko:K11925	setc:CFSAN001921_16880
ko:K02064	setc:CFSAN001921_16885
ko:K02063	setc:CFSAN001921_16890
ko:K02062	setc:CFSAN001921_16895
ko:K01804	setc:CFSAN001921_16915
ko:K03284	setc:CFSAN001921_20675
ko:K03657	setc:CFSAN001921_20680
ko:K03733	setc:CFSAN001921_20690
ko:K09921	setc:CFSAN001921_20695
ko:K01778	setc:CFSAN001921_20700
ko:K06202	setc:CFSAN001921_20720
ko:K05851	setc:CFSAN001921_20735
ko:K01749	setc:CFSAN001921_20740
ko:K02496	setc:CFSAN001921_20750
ko:K02498	setc:CFSAN001921_20755
ko:K02853	setc:CFSAN001921_20790
ko:K12582	setc:CFSAN001921_20795
ko:K16693	setc:CFSAN001921_20800
ko:K02805	setc:CFSAN001921_20805
ko:K16704	setc:CFSAN001921_20810
ko:K02472	setc:CFSAN001921_20825
ko:K05790	setc:CFSAN001921_20835
ko:K03628	setc:CFSAN001921_20845
ko:K03671	setc:CFSAN001921_20850
ko:K03732	setc:CFSAN001921_20855
ko:K01524	setc:CFSAN001921_20860
ko:K03656	setc:CFSAN001921_20865
ko:K00053	setc:CFSAN001921_20880
ko:K02521	setc:CFSAN001921_20885
ko:K01754	setc:CFSAN001921_20900
ko:K01687	setc:CFSAN001921_20905
ko:K01961	setc:CFSAN001921_00085
ko:K02160	setc:CFSAN001921_00090
ko:K17247	setc:CFSAN001921_00095
ko:K03569	setc:CFSAN001921_00115
ko:K03570	setc:CFSAN001921_00120
ko:K03571	setc:CFSAN001921_00125
ko:K06287	setc:CFSAN001921_00130
ko:K08301	setc:CFSAN001921_00135
ko:K03568	setc:CFSAN001921_00145
ko:K15548	setc:CFSAN001921_00160
ko:K03468	setc:CFSAN001921_00165
ko:K03623	setc:CFSAN001921_00170
ko:K03402	setc:CFSAN001921_00190
ko:K00024	setc:CFSAN001921_00195
ko:K03780	setc:CFSAN001921_00220
ko:K01573	setc:CFSAN001921_00225
ko:K04691	setc:CFSAN001921_00245
ko:K09908	setc:CFSAN001921_00255
ko:K06916	setc:CFSAN001921_00260
ko:K02871	setc:CFSAN001921_00265
ko:K02996	setc:CFSAN001921_00270
ko:K03599	setc:CFSAN001921_00280
ko:K03600	setc:CFSAN001921_00285
ko:K03290	setc:CFSAN001921_00300
ko:K00885	setc:CFSAN001921_00310
ko:K10974	setc:CFSAN001921_00325
ko:K00266	setc:CFSAN001921_00335
ko:K07106	setc:CFSAN001921_03920
ko:K11991	setc:CFSAN001921_03935
ko:K01952	setc:CFSAN001921_03945
ko:K07711	setc:CFSAN001921_03950
ko:K07715	setc:CFSAN001921_03960
ko:K04751	setc:CFSAN001921_03965
ko:K03305	setc:CFSAN001921_03970
ko:K03765	setc:CFSAN001921_03985
ko:K05916	setc:CFSAN001921_03990
ko:K00600	setc:CFSAN001921_03995
ko:K05820	setc:CFSAN001921_04000
ko:K15396	setc:CFSAN001921_04045
ko:K13643	setc:CFSAN001921_04050
ko:K04487	setc:CFSAN001921_04055
ko:K04082	setc:CFSAN001921_04070
ko:K04044	setc:CFSAN001921_04075
ko:K04755	setc:CFSAN001921_04080
ko:K07751	setc:CFSAN001921_04090
ko:K06894	setc:CFSAN001921_04110
ko:K05367	setc:CFSAN001921_04115
ko:K07306	setc:CFSAN001921_04120
ko:K00940	setc:CFSAN001921_04140
ko:K06941	setc:CFSAN001921_04150
ko:K15539	setc:CFSAN001921_04155
ko:K01892	setc:CFSAN001921_04165
ko:K03808	setc:CFSAN001921_07850
ko:K03607	setc:CFSAN001921_07860
ko:K03797	setc:CFSAN001921_07865
ko:K03799	setc:CFSAN001921_07870
ko:K08169	setc:CFSAN001921_07875
ko:K03704	setc:CFSAN001921_07905
ko:K03587	setc:CFSAN001921_07910
ko:K00563	setc:CFSAN001921_07915
ko:K01752	setc:CFSAN001921_07955
ko:K01665	setc:CFSAN001921_07965
ko:K09917	setc:CFSAN001921_07970
ko:K02341	setc:CFSAN001921_11170
ko:K00943	setc:CFSAN001921_11175
ko:K07082	setc:CFSAN001921_11180
ko:K09458	setc:CFSAN001921_11190
ko:K02078	setc:CFSAN001921_11195
ko:K07387	setc:CFSAN001921_01645
ko:K00615	setc:CFSAN001921_01650
ko:K16785	setc:CFSAN001921_01665
ko:K03472	setc:CFSAN001921_01680
ko:K00927	setc:CFSAN001921_01685
ko:K01624	setc:CFSAN001921_01690
ko:K06895	setc:CFSAN001921_01700
ko:K09807	setc:CFSAN001921_01705
ko:K05596	setc:CFSAN001921_01715
ko:K01807	setc:CFSAN001921_01720
ko:K09888	setc:CFSAN001921_01735
ko:K09895	setc:CFSAN001921_01740
ko:K03185	setc:CFSAN001921_01750
ko:K00605	setc:CFSAN001921_01760
ko:K02437	setc:CFSAN001921_01765
ko:K00281	setc:CFSAN001921_01770
ko:K01223	setc:CFSAN001921_01780
ko:K09900	setc:CFSAN001921_01785
ko:K11068	setc:CFSAN001921_01790
ko:K06980	setc:CFSAN001921_01795
ko:K09159	setc:CFSAN001921_01805
ko:K03840	setc:CFSAN001921_01815
ko:K03981	setc:CFSAN001921_01825
ko:K07462	setc:CFSAN001921_01830
ko:K02836	setc:CFSAN001921_01835
ko:K04567	setc:CFSAN001921_01840
ko:K02469	setc:CFSAN001921_05435
ko:K07677	setc:CFSAN001921_05440
ko:K07687	setc:CFSAN001921_05445
ko:K07676	setc:CFSAN001921_05450
ko:K06946	setc:CFSAN001921_03515
ko:K12542	setc:CFSAN001921_03575
ko:K12541	setc:CFSAN001921_03580
ko:K12543	setc:CFSAN001921_03585
ko:K03664	setc:CFSAN001921_03595
ko:K09801	setc:CFSAN001921_03605
ko:K06186	setc:CFSAN001921_03610
ko:K03631	setc:CFSAN001921_03615
ko:K00858	setc:CFSAN001921_03620
ko:K03687	setc:CFSAN001921_03625
ko:K03106	setc:CFSAN001921_03645
ko:K02959	setc:CFSAN001921_03650
ko:K02860	setc:CFSAN001921_03655
ko:K02411	setc:CFSAN001921_07210
ko:K02410	setc:CFSAN001921_07215
ko:K02409	setc:CFSAN001921_07220
ko:K02408	setc:CFSAN001921_07225
ko:K07112	setc:CFSAN001921_07240
ko:K02423	setc:CFSAN001921_07255
ko:K02422	setc:CFSAN001921_07260
ko:K02407	setc:CFSAN001921_07265
ko:K02406	setc:CFSAN001921_07270
ko:K02405	setc:CFSAN001921_07285
ko:K02425	setc:CFSAN001921_07290
ko:K02424	setc:CFSAN001921_07295
ko:K10009	setc:CFSAN001921_07305
ko:K10010	setc:CFSAN001921_07310
ko:K07689	setc:CFSAN001921_07330
ko:K03703	setc:CFSAN001921_07335
ko:K00995	setc:CFSAN001921_07340
ko:K07039	setc:CFSAN001921_07375
ko:K03834	setc:CFSAN001921_07380
ko:K02217	setc:CFSAN001921_07390
ko:K02255	setc:CFSAN001921_07405
ko:K01087	setc:CFSAN001921_07420
ko:K00697	setc:CFSAN001921_07425
ko:K14064	setc:CFSAN001921_07430
ko:K02403	setc:CFSAN001921_07435
ko:K02402	setc:CFSAN001921_07440
ko:K02556	setc:CFSAN001921_07445
ko:K02557	setc:CFSAN001921_07450
ko:K03407	setc:CFSAN001921_07455
ko:K03408	setc:CFSAN001921_07460
ko:K00645	setc:CFSAN001921_11205
ko:K00648	setc:CFSAN001921_11210
ko:K03621	setc:CFSAN001921_11215
ko:K02911	setc:CFSAN001921_11220
ko:K07040	setc:CFSAN001921_11225
ko:K08300	setc:CFSAN001921_11250
ko:K02397	setc:CFSAN001921_11255
ko:K02396	setc:CFSAN001921_11260
ko:K02395	setc:CFSAN001921_11265
ko:K02394	setc:CFSAN001921_11270
ko:K02393	setc:CFSAN001921_11275
ko:K02392	setc:CFSAN001921_11280
ko:K02391	setc:CFSAN001921_11285
ko:K02390	setc:CFSAN001921_11290
ko:K02389	setc:CFSAN001921_11295
ko:K02388	setc:CFSAN001921_11300
ko:K02387	setc:CFSAN001921_11305
ko:K02386	setc:CFSAN001921_11310
ko:K02398	setc:CFSAN001921_11315
ko:K02399	setc:CFSAN001921_11320
ko:K03980	setc:CFSAN001921_11325
ko:K09915	setc:CFSAN001921_11335
ko:K03790	setc:CFSAN001921_11340
ko:K08162	setc:CFSAN001921_11345
ko:K03675	setc:CFSAN001921_11350
ko:K01465	setc:CFSAN001921_11360
ko:K12149	setc:CFSAN001921_11365
ko:K12148	setc:CFSAN001921_11370
ko:K02846	setc:CFSAN001921_11375
ko:K07146	setc:CFSAN001921_11395
ko:K02517	setc:CFSAN001921_11400
ko:K12147	setc:CFSAN001921_11410
ko:K03669	setc:CFSAN001921_11420
ko:K03670	setc:CFSAN001921_11425
ko:K11941	setc:CFSAN001921_11430
ko:K04336	setc:CFSAN001921_11450
ko:K04334	setc:CFSAN001921_11455
ko:K04335	setc:CFSAN001921_11460
ko:K04337	setc:CFSAN001921_11470
ko:K04338	setc:CFSAN001921_11475
ko:K06214	setc:CFSAN001921_11480
ko:K12972	setc:CFSAN001921_11500
ko:K13821	setc:CFSAN001921_11565
ko:K03809	setc:CFSAN001921_11585
ko:K01085	setc:CFSAN001921_11595
ko:K05516	setc:CFSAN001921_11620
ko:K02508	setc:CFSAN001921_11635
ko:K02511	setc:CFSAN001921_11640
ko:K07285	setc:CFSAN001921_07990
ko:K03684	setc:CFSAN001921_08000
ko:K03608	setc:CFSAN001921_08005
ko:K03609	setc:CFSAN001921_08010
ko:K03610	setc:CFSAN001921_08015
ko:K09902	setc:CFSAN001921_08020
ko:K09160	setc:CFSAN001921_08030
ko:K03611	setc:CFSAN001921_08050
ko:K03314	setc:CFSAN001921_08055
ko:K03603	setc:CFSAN001921_08060
ko:K00285	setc:CFSAN001921_08070
ko:K01775	setc:CFSAN001921_08075
ko:K08308	setc:CFSAN001921_08090
ko:K01194	setc:CFSAN001921_08105
ko:K00261	setc:CFSAN001921_08110
ko:K00426	setc:CFSAN001921_08120
ko:K00425	setc:CFSAN001921_08125
ko:K03618	setc:CFSAN001921_08130
ko:K03619	setc:CFSAN001921_08135
ko:K03620	setc:CFSAN001921_08145
ko:K06942	setc:CFSAN001921_08165
ko:K01056	setc:CFSAN001921_08170
ko:K03321	setc:CFSAN001921_08180
ko:K00948	setc:CFSAN001921_08185
ko:K00919	setc:CFSAN001921_08190
ko:K02494	setc:CFSAN001921_08195
ko:K02492	setc:CFSAN001921_08200
ko:K02835	setc:CFSAN001921_08205
ko:K02493	setc:CFSAN001921_08210
ko:K01627	setc:CFSAN001921_08225
ko:K07300	setc:CFSAN001921_08230
ko:K07673	setc:CFSAN001921_08255
ko:K02575	setc:CFSAN001921_08260
ko:K00370	setc:CFSAN001921_08265
ko:K00371	setc:CFSAN001921_08270
ko:K00373	setc:CFSAN001921_08275
ko:K01433	setc:CFSAN001921_08305
ko:K09858	setc:CFSAN001921_08310
ko:K07001	setc:CFSAN001921_08315
ko:K00963	setc:CFSAN001921_08325
ko:K04072	setc:CFSAN001921_08340
ko:K15580	setc:CFSAN001921_08350
ko:K15581	setc:CFSAN001921_08355
ko:K10716	setc:CFSAN001921_08375
ko:K09901	setc:CFSAN001921_08380
ko:K06131	setc:CFSAN001921_08385
ko:K09780	setc:CFSAN001921_08395
ko:K03832	setc:CFSAN001921_08400
ko:K10806	setc:CFSAN001921_08405
ko:K06190	setc:CFSAN001921_08410
ko:K06940	setc:CFSAN001921_08420
ko:K07275	setc:CFSAN001921_08425
ko:K07217	setc:CFSAN001921_08430
ko:K01695	setc:CFSAN001921_08450
ko:K01696	setc:CFSAN001921_08455
ko:K13498	setc:CFSAN001921_08460
ko:K13497	setc:CFSAN001921_08465
ko:K01657	setc:CFSAN001921_08470
ko:K07053	setc:CFSAN001921_08475
ko:K06178	setc:CFSAN001921_08485
ko:K03168	setc:CFSAN001921_08510
ko:K13634	setc:CFSAN001921_08515
ko:K01681	setc:CFSAN001921_08530
ko:K01591	setc:CFSAN001921_08555
ko:K03113	setc:CFSAN001921_08560
ko:K04062	setc:CFSAN001921_08565
ko:K14051	setc:CFSAN001921_08580
ko:K01147	setc:CFSAN001921_08585
ko:K00208	setc:CFSAN001921_08595
ko:K03974	setc:CFSAN001921_08635
ko:K03969	setc:CFSAN001921_08640
ko:K03970	setc:CFSAN001921_08645
ko:K03971	setc:CFSAN001921_08655
ko:K06918	setc:CFSAN001921_08665
ko:K08990	setc:CFSAN001921_08670
ko:K03721	setc:CFSAN001921_08675
ko:K11065	setc:CFSAN001921_08680
ko:K14054	setc:CFSAN001921_08690
ko:K15580	setc:CFSAN001921_08695
ko:K16052	setc:CFSAN001921_08775
ko:K14055	setc:CFSAN001921_08785
ko:K16074	setc:CFSAN001921_08810
ko:K05591	setc:CFSAN001921_08815
ko:K14058	setc:CFSAN001921_08820
ko:K03737	setc:CFSAN001921_08850
ko:K03778	setc:CFSAN001921_08865
ko:K09978	setc:CFSAN001921_08880
ko:K01118	setc:CFSAN001921_08890
ko:K03578	setc:CFSAN001921_08895
ko:K12262	setc:CFSAN001921_08905
ko:K02029	setc:CFSAN001921_08925
ko:K02029	setc:CFSAN001921_08935
ko:K05876	setc:CFSAN001921_08970
ko:K09475	setc:CFSAN001921_05455
ko:K03734	setc:CFSAN001921_05460
ko:K10778	setc:CFSAN001921_05465
ko:K03919	setc:CFSAN001921_05470
ko:K06159	setc:CFSAN001921_05475
ko:K08276	setc:CFSAN001921_05480
ko:K02572	setc:CFSAN001921_05485
ko:K02570	setc:CFSAN001921_05490
ko:K02567	setc:CFSAN001921_05495
ko:K02573	setc:CFSAN001921_05500
ko:K02568	setc:CFSAN001921_05510
ko:K02194	setc:CFSAN001921_05525
ko:K02195	setc:CFSAN001921_05530
ko:K02196	setc:CFSAN001921_05535
ko:K02197	setc:CFSAN001921_05540
ko:K02198	setc:CFSAN001921_05545
ko:K02199	setc:CFSAN001921_05550
ko:K07685	setc:CFSAN001921_05560
ko:K07014	setc:CFSAN001921_05645
ko:K09904	setc:CFSAN001921_05650
ko:K06899	setc:CFSAN001921_05655
ko:K02897	setc:CFSAN001921_05665
ko:K07552	setc:CFSAN001921_05680
ko:K13896	setc:CFSAN001921_05690
ko:K02773	setc:CFSAN001921_09020
ko:K02774	setc:CFSAN001921_09035
ko:K03817	setc:CFSAN001921_09045
ko:K03304	setc:CFSAN001921_09055
ko:K16868	setc:CFSAN001921_09060
ko:K05782	setc:CFSAN001921_09070
ko:K08303	setc:CFSAN001921_09080
ko:K08641	setc:CFSAN001921_09100
ko:K00137	setc:CFSAN001921_09110
ko:K09936	setc:CFSAN001921_09145
ko:K03823	setc:CFSAN001921_09150
ko:K11738	setc:CFSAN001921_09180
ko:K00675	setc:CFSAN001921_09190
ko:K00373	setc:CFSAN001921_09205
ko:K00371	setc:CFSAN001921_09210
ko:K00370	setc:CFSAN001921_09215
ko:K02575	setc:CFSAN001921_09220
ko:K08349	setc:CFSAN001921_09260
ko:K02972	setc:CFSAN001921_09280
ko:K06044	setc:CFSAN001921_09310
ko:K14155	setc:CFSAN001921_09320
ko:K03315	setc:CFSAN001921_09325
ko:K02529	setc:CFSAN001921_09330
ko:K03620	setc:CFSAN001921_09440
ko:K04653	setc:CFSAN001921_09450
ko:K03619	setc:CFSAN001921_09455
ko:K03618	setc:CFSAN001921_09460
ko:K04651	setc:CFSAN001921_09470
ko:K01425	setc:CFSAN001921_09495
ko:K08324	setc:CFSAN001921_09500
ko:K08159	setc:CFSAN001921_09510
ko:K03712	setc:CFSAN001921_09520
ko:K13632	setc:CFSAN001921_09525
ko:K13630	setc:CFSAN001921_09530
ko:K15268	setc:CFSAN001921_09535
ko:K01284	setc:CFSAN001921_09565
ko:K16066	setc:CFSAN001921_09570
ko:K08322	setc:CFSAN001921_09600
ko:K08323	setc:CFSAN001921_09605
ko:K09771	setc:CFSAN001921_09610
ko:K07309	setc:CFSAN001921_09635
ko:K07310	setc:CFSAN001921_09640
ko:K05846	setc:CFSAN001921_09660
ko:K05845	setc:CFSAN001921_09665
ko:K05846	setc:CFSAN001921_09670
ko:K05847	setc:CFSAN001921_09675
ko:K03281	setc:CFSAN001921_09680
ko:K01935	setc:CFSAN001921_09685
ko:K15545	setc:CFSAN001921_09690
ko:K08224	setc:CFSAN001921_09700
ko:K04775	setc:CFSAN001921_09715
ko:K11742	setc:CFSAN001921_09720
ko:K11743	setc:CFSAN001921_09725
ko:K11744	setc:CFSAN001921_09735
ko:K00325	setc:CFSAN001921_09740
ko:K00324	setc:CFSAN001921_09745
ko:K03758	setc:CFSAN001921_09755
ko:K07661	setc:CFSAN001921_09765
ko:K07639	setc:CFSAN001921_09785
ko:K01676	setc:CFSAN001921_09800
ko:K01809	setc:CFSAN001921_09805
ko:K10773	setc:CFSAN001921_09875
ko:K03305	setc:CFSAN001921_09880
ko:K00868	setc:CFSAN001921_09890
ko:K01866	setc:CFSAN001921_09895
ko:K00275	setc:CFSAN001921_09900
ko:K09001	setc:CFSAN001921_09910
ko:K06077	setc:CFSAN001921_09915
ko:K16137	setc:CFSAN001921_09955
ko:K10680	setc:CFSAN001921_09960
ko:K03683	setc:CFSAN001921_09970
ko:K07390	setc:CFSAN001921_09975
ko:K04564	setc:CFSAN001921_09985
ko:K00574	setc:CFSAN001921_10010
ko:K00793	setc:CFSAN001921_10015
ko:K03229	setc:CFSAN001921_10035
ko:K03228	setc:CFSAN001921_10040
ko:K03226	setc:CFSAN001921_10050
ko:K03225	setc:CFSAN001921_10055
ko:K03224	setc:CFSAN001921_10070
ko:K03230	setc:CFSAN001921_10075
ko:K03222	setc:CFSAN001921_10100
ko:K03221	setc:CFSAN001921_10115
ko:K03220	setc:CFSAN001921_10170
ko:K03219	setc:CFSAN001921_10175
ko:K00873	setc:CFSAN001921_10255
ko:K02426	setc:CFSAN001921_10275
ko:K11717	setc:CFSAN001921_10280
ko:K09015	setc:CFSAN001921_10285
ko:K09013	setc:CFSAN001921_10290
ko:K09014	setc:CFSAN001921_10295
ko:K05997	setc:CFSAN001921_10300
ko:K06956	setc:CFSAN001921_10305
ko:K05887	setc:CFSAN001921_10345
ko:K03785	setc:CFSAN001921_10350
ko:K00313	setc:CFSAN001921_10395
ko:K12507	setc:CFSAN001921_10405
ko:K09773	setc:CFSAN001921_10420
ko:K01626	setc:CFSAN001921_10425
ko:K06074	setc:CFSAN001921_10450
ko:K00432	setc:CFSAN001921_10455
ko:K06073	setc:CFSAN001921_10460
ko:K04764	setc:CFSAN001921_10465
ko:K01890	setc:CFSAN001921_10470
ko:K01889	setc:CFSAN001921_10475
ko:K02887	setc:CFSAN001921_10480
ko:K02916	setc:CFSAN001921_10485
ko:K02520	setc:CFSAN001921_10490
ko:K01868	setc:CFSAN001921_10495
ko:K01173	setc:CFSAN001921_10505
ko:K07038	setc:CFSAN001921_10550
ko:K06956	setc:CFSAN001921_10555
ko:K15722	setc:CFSAN001921_10560
ko:K03781	setc:CFSAN001921_10565
ko:K03490	setc:CFSAN001921_10580
ko:K02759	setc:CFSAN001921_10585
ko:K02761	setc:CFSAN001921_10590
ko:K02760	setc:CFSAN001921_10595
ko:K04064	setc:CFSAN001921_10600
ko:K05984	setc:CFSAN001921_10610
ko:K05526	setc:CFSAN001921_10620
ko:K01484	setc:CFSAN001921_10625
ko:K06447	setc:CFSAN001921_10630
ko:K00673	setc:CFSAN001921_10635
ko:K03557	setc:CFSAN001921_00060
ko:K02687	setc:CFSAN001921_00070
ko:K14392	setc:CFSAN001921_00075
ko:K00554	setc:CFSAN001921_03660
ko:K02884	setc:CFSAN001921_03665
ko:K01626	setc:CFSAN001921_03680
ko:K14187	setc:CFSAN001921_03685
ko:K14170	setc:CFSAN001921_03695
ko:K05809	setc:CFSAN001921_03700
ko:K05807	setc:CFSAN001921_03705
ko:K06180	setc:CFSAN001921_03710
ko:K05810	setc:CFSAN001921_03715
ko:K03695	setc:CFSAN001921_03720
ko:K05811	setc:CFSAN001921_03775
ko:K00998	setc:CFSAN001921_03780
ko:K03672	setc:CFSAN001921_03795
ko:K03214	setc:CFSAN001921_03800
ko:K03648	setc:CFSAN001921_03805
ko:K11249	setc:CFSAN001921_03815
ko:K05590	setc:CFSAN001921_03825
ko:K00278	setc:CFSAN001921_03835
ko:K03088	setc:CFSAN001921_03840
ko:K03597	setc:CFSAN001921_03845
ko:K03598	setc:CFSAN001921_03850
ko:K03596	setc:CFSAN001921_03860
ko:K03100	setc:CFSAN001921_03865
ko:K03685	setc:CFSAN001921_03870
ko:K03584	setc:CFSAN001921_03880
ko:K03474	setc:CFSAN001921_03885
ko:K00997	setc:CFSAN001921_03890
ko:K08177	setc:CFSAN001921_03905
ko:K00077	setc:CFSAN001921_03910
ko:K03412	setc:CFSAN001921_07480
ko:K03413	setc:CFSAN001921_07485
ko:K03414	setc:CFSAN001921_07490
ko:K02401	setc:CFSAN001921_07495
ko:K02400	setc:CFSAN001921_07500
ko:K03516	setc:CFSAN001921_07505
ko:K15532	setc:CFSAN001921_07510
ko:K05515	setc:CFSAN001921_07515
ko:K01887	setc:CFSAN001921_07520
ko:K09907	setc:CFSAN001921_07525
ko:K15257	setc:CFSAN001921_07535
ko:K15256	setc:CFSAN001921_07540
ko:K07136	setc:CFSAN001921_07545
ko:K01876	setc:CFSAN001921_07560
ko:K08310	setc:CFSAN001921_07565
ko:K01159	setc:CFSAN001921_07575
ko:K03550	setc:CFSAN001921_07590
ko:K03551	setc:CFSAN001921_07595
ko:K09816	setc:CFSAN001921_07600
ko:K09817	setc:CFSAN001921_07605
ko:K02560	setc:CFSAN001921_07620
ko:K00873	setc:CFSAN001921_07625
ko:K00036	setc:CFSAN001921_07635
ko:K01690	setc:CFSAN001921_07640
ko:K01625	setc:CFSAN001921_07645
ko:K08289	setc:CFSAN001921_07655
ko:K09918	setc:CFSAN001921_07660
ko:K01354	setc:CFSAN001921_07675
ko:K10857	setc:CFSAN001921_07680
ko:K07156	setc:CFSAN001921_07695
ko:K00906	setc:CFSAN001921_19500
ko:K01637	setc:CFSAN001921_19505
ko:K01638	setc:CFSAN001921_19510
ko:K00651	setc:CFSAN001921_19515
ko:K03827	setc:CFSAN001921_19520
ko:K00602	setc:CFSAN001921_19550
ko:K01945	setc:CFSAN001921_19555
ko:K07803	setc:CFSAN001921_19570
ko:K05787	setc:CFSAN001921_19580
ko:K09891	setc:CFSAN001921_19585
ko:K05982	setc:CFSAN001921_19590
ko:K01599	setc:CFSAN001921_19595
ko:K03426	setc:CFSAN001921_19600
ko:K07740	setc:CFSAN001921_19605
ko:K03147	setc:CFSAN001921_19610
ko:K00788	setc:CFSAN001921_19615
ko:K03154	setc:CFSAN001921_19625
ko:K03149	setc:CFSAN001921_19630
ko:K03150	setc:CFSAN001921_19635
ko:K03046	setc:CFSAN001921_19660
ko:K03043	setc:CFSAN001921_19665
ko:K02935	setc:CFSAN001921_19670
ko:K07566	setc:CFSAN001921_23425
ko:K00014	setc:CFSAN001921_23430
ko:K04773	setc:CFSAN001921_23700
ko:K03530	setc:CFSAN001921_23750
ko:K00794	setc:CFSAN001921_14950
ko:K11752	setc:CFSAN001921_14955
ko:K07738	setc:CFSAN001921_14960
ko:K05517	setc:CFSAN001921_14970
ko:K06996	setc:CFSAN001921_14990
ko:K03074	setc:CFSAN001921_14995
ko:K03072	setc:CFSAN001921_15000
ko:K03210	setc:CFSAN001921_15005
ko:K00773	setc:CFSAN001921_15010
ko:K07568	setc:CFSAN001921_15015
ko:K08682	setc:CFSAN001921_15020
ko:K11736	setc:CFSAN001921_15035
ko:K03311	setc:CFSAN001921_15040
