ko:K19744	paeg:AI22_28105
ko:K14058	paeg:AI22_14020
ko:K03758	paeg:AI22_14030
ko:K01482	paeg:AI22_14035
ko:K06714	paeg:AI22_14040
ko:K12410	paeg:AI22_14045
ko:K07397	paeg:AI22_14075
ko:K06911	paeg:AI22_14085
ko:K11747	paeg:AI22_14095
ko:K06911	paeg:AI22_14110
ko:K01649	paeg:AI22_14145
ko:K08304	paeg:AI22_14170
ko:K00355	paeg:AI22_14180
ko:K00355	paeg:AI22_14185
ko:K03543	paeg:AI22_14245
ko:K02014	paeg:AI22_18535
ko:K03088	paeg:AI22_18555
ko:K00156	paeg:AI22_18595
ko:K07160	paeg:AI22_18615
ko:K10778	paeg:AI22_18645
ko:K07345	paeg:AI22_18705
ko:K07346	paeg:AI22_18710
ko:K07347	paeg:AI22_18715
ko:K08995	paeg:AI22_18735
ko:K00688	paeg:AI22_18795
ko:K03781	paeg:AI22_18810
ko:K08316	paeg:AI22_02025
ko:K07019	paeg:AI22_02035
ko:K00154	paeg:AI22_02050
ko:K00954	paeg:AI22_02065
ko:K07126	paeg:AI22_02080
ko:K10563	paeg:AI22_02095
ko:K05520	paeg:AI22_02105
ko:K06969	paeg:AI22_02110
ko:K01687	paeg:AI22_02115
ko:K16345	paeg:AI22_02120
ko:K07095	paeg:AI22_02125
ko:K01126	paeg:AI22_02145
ko:K13292	paeg:AI22_02175
ko:K07090	paeg:AI22_02180
ko:K08484	paeg:AI22_02195
ko:K08311	paeg:AI22_02200
ko:K01754	paeg:AI22_02230
ko:K01807	paeg:AI22_02235
ko:K09946	paeg:AI22_02240
ko:K11072	paeg:AI22_02260
ko:K11071	paeg:AI22_02265
ko:K11070	paeg:AI22_02270
ko:K11069	paeg:AI22_02275
ko:K00058	paeg:AI22_02310
ko:K03690	paeg:AI22_06555
ko:K03183	paeg:AI22_06560
ko:K03821	paeg:AI22_06585
ko:K03821	paeg:AI22_06595
ko:K03667	paeg:AI22_06605
ko:K01419	paeg:AI22_06610
ko:K01887	paeg:AI22_06620
ko:K04066	paeg:AI22_06625
ko:K02909	paeg:AI22_06630
ko:K00029	paeg:AI22_06645
ko:K05366	paeg:AI22_06650
ko:K02662	paeg:AI22_06655
ko:K02665	paeg:AI22_06670
ko:K02666	paeg:AI22_06675
ko:K00891	paeg:AI22_06680
ko:K01735	paeg:AI22_06685
ko:K03112	paeg:AI22_06690
ko:K00265	paeg:AI22_06695
ko:K00266	paeg:AI22_06700
ko:K01599	paeg:AI22_06705
ko:K08224	paeg:AI22_06725
ko:K01740	paeg:AI22_06750
ko:K07090	paeg:AI22_06755
ko:K05802	paeg:AI22_06765
ko:K11105	paeg:AI22_06770
ko:K07115	paeg:AI22_06780
ko:K07304	paeg:AI22_06785
ko:K00627	paeg:AI22_06795
ko:K00163	paeg:AI22_06800
ko:K00982	paeg:AI22_06805
ko:K00826	paeg:AI22_06810
ko:K02843	paeg:AI22_06815
ko:K02841	paeg:AI22_06820
ko:K06183	paeg:AI22_11150
ko:K07118	paeg:AI22_11200
ko:K00140	paeg:AI22_11230
ko:K03648	paeg:AI22_11245
ko:K07120	paeg:AI22_11250
ko:K07793	paeg:AI22_11255
ko:K07795	paeg:AI22_11265
ko:K07774	paeg:AI22_11275
ko:K07649	paeg:AI22_11280
ko:K06980	paeg:AI22_11290
ko:K09159	paeg:AI22_11295
ko:K00278	paeg:AI22_11305
ko:K03088	paeg:AI22_11310
ko:K03597	paeg:AI22_11315
ko:K03598	paeg:AI22_11320
ko:K03803	paeg:AI22_11325
ko:K03596	paeg:AI22_11335
ko:K03100	paeg:AI22_11340
ko:K03685	paeg:AI22_11350
ko:K03584	paeg:AI22_11360
ko:K03474	paeg:AI22_11365
ko:K15257	paeg:AI22_11370
ko:K15256	paeg:AI22_11375
ko:K02030	paeg:AI22_11385
ko:K14475	paeg:AI22_11390
ko:K01338	paeg:AI22_11395
ko:K02014	paeg:AI22_11405
ko:K11743	paeg:AI22_15665
ko:K07044	paeg:AI22_15670
ko:K00759	paeg:AI22_15675
ko:K09792	paeg:AI22_15695
ko:K01533	paeg:AI22_15705
ko:K09926	paeg:AI22_15710
ko:K00406	paeg:AI22_15720
ko:K00407	paeg:AI22_15725
ko:K00405	paeg:AI22_15730
ko:K00404	paeg:AI22_15735
ko:K00406	paeg:AI22_15740
ko:K00407	paeg:AI22_15745
ko:K00405	paeg:AI22_15750
ko:K00404	paeg:AI22_15755
ko:K03776	paeg:AI22_15770
ko:K01681	paeg:AI22_15775
ko:K06968	paeg:AI22_15780
ko:K04085	paeg:AI22_15785
ko:K01915	paeg:AI22_15795
ko:K09974	paeg:AI22_15830
ko:K09913	paeg:AI22_15835
ko:K09922	paeg:AI22_15850
ko:K06940	paeg:AI22_15860
ko:K01647	paeg:AI22_15870
ko:K00241	paeg:AI22_15875
ko:K00242	paeg:AI22_15880
ko:K00239	paeg:AI22_15885
ko:K00240	paeg:AI22_15890
ko:K00164	paeg:AI22_15895
ko:K00658	paeg:AI22_15900
ko:K00382	paeg:AI22_15905
ko:K01903	paeg:AI22_15910
ko:K01902	paeg:AI22_15915
ko:K03311	paeg:AI22_15920
ko:K09815	paeg:AI22_20275
ko:K09817	paeg:AI22_20280
ko:K09816	paeg:AI22_20285
ko:K00836	paeg:AI22_20305
ko:K06911	paeg:AI22_20330
ko:K15342	paeg:AI22_20370
ko:K03088	paeg:AI22_20420
ko:K07507	paeg:AI22_18815
ko:K10680	paeg:AI22_23125
ko:K13580	paeg:AI22_23175
ko:K03405	paeg:AI22_23180
ko:K01626	paeg:AI22_23185
ko:K02230	paeg:AI22_23190
ko:K02234	paeg:AI22_23195
ko:K02189	paeg:AI22_23210
ko:K05936	paeg:AI22_23215
ko:K00209	paeg:AI22_23225
ko:K03522	paeg:AI22_23230
ko:K03521	paeg:AI22_23235
ko:K00311	paeg:AI22_23240
ko:K09986	paeg:AI22_23245
ko:K03424	paeg:AI22_23270
ko:K02676	paeg:AI22_23275
ko:K02341	paeg:AI22_23280
ko:K00943	paeg:AI22_23285
ko:K02619	paeg:AI22_23295
ko:K09458	paeg:AI22_23300
ko:K02078	paeg:AI22_23305
ko:K00059	paeg:AI22_23310
ko:K00645	paeg:AI22_23315
ko:K03621	paeg:AI22_23320
ko:K02911	paeg:AI22_23325
ko:K07040	paeg:AI22_23330
ko:K04773	paeg:AI22_23340
ko:K01091	paeg:AI22_23345
ko:K06179	paeg:AI22_23350
ko:K08300	paeg:AI22_23355
ko:K00075	paeg:AI22_23360
ko:K01104	paeg:AI22_23365
ko:K00979	paeg:AI22_23370
ko:K09791	paeg:AI22_23375
ko:K00912	paeg:AI22_23380
ko:K03710	paeg:AI22_27290
ko:K01443	paeg:AI22_27295
ko:K00820	paeg:AI22_27300
ko:K11189	paeg:AI22_27305
ko:K02803	paeg:AI22_27310
ko:K02804	paeg:AI22_27310
ko:K01952	paeg:AI22_27320
ko:K09965	paeg:AI22_27330
ko:K01951	paeg:AI22_27380
ko:K00088	paeg:AI22_27385
ko:K07090	paeg:AI22_27410
ko:K03601	paeg:AI22_27420
ko:K08641	paeg:AI22_27445
ko:K02014	paeg:AI22_27490
ko:K01649	paeg:AI22_27500
ko:K14287	paeg:AI22_27530
ko:K03977	paeg:AI22_27535
ko:K17713	paeg:AI22_27540
ko:K01892	paeg:AI22_27550
ko:K15539	paeg:AI22_27560
ko:K07124	paeg:AI22_00590
ko:K02503	paeg:AI22_00600
ko:K06134	paeg:AI22_00605
ko:K01611	paeg:AI22_00610
ko:K07397	paeg:AI22_00615
ko:K10914	paeg:AI22_00620
ko:K01609	paeg:AI22_00625
ko:K00766	paeg:AI22_00630
ko:K01658	paeg:AI22_00635
ko:K01657	paeg:AI22_00820
ko:K01091	paeg:AI22_00825
ko:K04087	paeg:AI22_20485
ko:K00605	paeg:AI22_20505
ko:K01752	paeg:AI22_20510
ko:K00600	paeg:AI22_20515
ko:K00281	paeg:AI22_20520
ko:K02437	paeg:AI22_20525
ko:K06024	paeg:AI22_24490
ko:K05896	paeg:AI22_24495
ko:K07053	paeg:AI22_24505
ko:K06190	paeg:AI22_24510
ko:K09780	paeg:AI22_24515
ko:K06940	paeg:AI22_24550
ko:K03498	paeg:AI22_24555
ko:K02066	paeg:AI22_24560
ko:K02065	paeg:AI22_24565
ko:K02067	paeg:AI22_24570
ko:K06878	paeg:AI22_24610
ko:K01118	paeg:AI22_24620
ko:K03767	paeg:AI22_24640
ko:K09919	paeg:AI22_24655
ko:K02342	paeg:AI22_24665
ko:K07182	paeg:AI22_24670
ko:K14393	paeg:AI22_24675
ko:K02002	paeg:AI22_24685
ko:K04754	paeg:AI22_24700
ko:K06911	paeg:AI22_24705
ko:K07001	paeg:AI22_24710
ko:K02517	paeg:AI22_24715
ko:K03610	paeg:AI22_24720
ko:K03609	paeg:AI22_24725
ko:K03608	paeg:AI22_24730
ko:K06177	paeg:AI22_24735
ko:K01267	paeg:AI22_24740
ko:K03817	paeg:AI22_24745
ko:K02055	paeg:AI22_24755
ko:K02054	paeg:AI22_24765
ko:K02053	paeg:AI22_24770
ko:K01990	paeg:AI22_28970
ko:K01992	paeg:AI22_28975
ko:K03602	paeg:AI22_28995
ko:K13789	paeg:AI22_29000
ko:K01662	paeg:AI22_29005
ko:K01497	paeg:AI22_29020
ko:K06985	paeg:AI22_29025
ko:K01095	paeg:AI22_29035
ko:K00946	paeg:AI22_29040
ko:K03625	paeg:AI22_29045
ko:K00794	paeg:AI22_29050
ko:K14652	paeg:AI22_29055
ko:K00793	paeg:AI22_29060
ko:K11752	paeg:AI22_29065
ko:K07738	paeg:AI22_29070
ko:K05838	paeg:AI22_29085
ko:K02003	paeg:AI22_29100
ko:K02004	paeg:AI22_29105
ko:K09950	paeg:AI22_29110
ko:K07275	paeg:AI22_29115
ko:K01784	paeg:AI22_29125
ko:K00067	paeg:AI22_29130
ko:K07729	paeg:AI22_29170
ko:K07687	paeg:AI22_29185
ko:K07345	paeg:AI22_29215
ko:K01845	paeg:AI22_29225
ko:K00059	paeg:AI22_29230
ko:K09956	paeg:AI22_29235
ko:K02424	paeg:AI22_02320
ko:K10009	paeg:AI22_02325
ko:K07394	paeg:AI22_02345
ko:K01434	paeg:AI22_02375
ko:K11074	paeg:AI22_02380
ko:K11075	paeg:AI22_02385
ko:K11076	paeg:AI22_02390
ko:K11073	paeg:AI22_02395
ko:K11073	paeg:AI22_02400
ko:K12256	paeg:AI22_02405
ko:K01915	paeg:AI22_02410
ko:K07010	paeg:AI22_02415
ko:K01915	paeg:AI22_02420
ko:K12251	paeg:AI22_02435
ko:K10536	paeg:AI22_02440
ko:K01783	paeg:AI22_00830
ko:K02053	paeg:AI22_00835
ko:K02054	paeg:AI22_00840
ko:K02055	paeg:AI22_00845
ko:K02052	paeg:AI22_00850
ko:K02055	paeg:AI22_00855
ko:K00989	paeg:AI22_05165
ko:K09940	paeg:AI22_05170
ko:K01142	paeg:AI22_05175
ko:K00762	paeg:AI22_05180
ko:K07107	paeg:AI22_05190
ko:K00930	paeg:AI22_05220
ko:K15778	paeg:AI22_05225
ko:K13038	paeg:AI22_05235
ko:K03630	paeg:AI22_05240
ko:K02035	paeg:AI22_05250
ko:K02902	paeg:AI22_05255
ko:K02913	paeg:AI22_05260
ko:K06995	paeg:AI22_05265
ko:K00822	paeg:AI22_05270
ko:K12254	paeg:AI22_05275
ko:K03719	paeg:AI22_05295
ko:K09978	paeg:AI22_05310
ko:K00285	paeg:AI22_05315
ko:K01775	paeg:AI22_05325
ko:K03816	paeg:AI22_05345
ko:K00156	paeg:AI22_05350
ko:K03656	paeg:AI22_05355
ko:K03327	paeg:AI22_05365
ko:K02168	paeg:AI22_05380
ko:K07391	paeg:AI22_05385
ko:K09806	paeg:AI22_05390
ko:K04752	paeg:AI22_05395
ko:K03320	paeg:AI22_05400
ko:K03733	paeg:AI22_05435
ko:K09921	paeg:AI22_05440
ko:K15012	paeg:AI22_09685
ko:K09934	paeg:AI22_09700
ko:K06894	paeg:AI22_09705
ko:K01607	paeg:AI22_09720
ko:K03642	paeg:AI22_09725
ko:K02434	paeg:AI22_09730
ko:K02433	paeg:AI22_09735
ko:K02435	paeg:AI22_09740
ko:K03569	paeg:AI22_09745
ko:K03570	paeg:AI22_09750
ko:K03571	paeg:AI22_09755
ko:K06287	paeg:AI22_09760
ko:K08301	paeg:AI22_09765
ko:K03568	paeg:AI22_09780
ko:K09889	paeg:AI22_09785
ko:K03592	paeg:AI22_09790
ko:K01679	paeg:AI22_09800
ko:K04564	paeg:AI22_09810
ko:K07238	paeg:AI22_09815
ko:K11189	paeg:AI22_09820
ko:K06958	paeg:AI22_09825
ko:K02806	paeg:AI22_09830
ko:K05808	paeg:AI22_09835
ko:K03092	paeg:AI22_09840
ko:K06861	paeg:AI22_09845
ko:K09774	paeg:AI22_09850
ko:K11719	paeg:AI22_09855
ko:K03270	paeg:AI22_09860
ko:K06041	paeg:AI22_09865
ko:K02065	paeg:AI22_09870
ko:K02066	paeg:AI22_09875
ko:K02067	paeg:AI22_09880
ko:K07323	paeg:AI22_09885
ko:K07122	paeg:AI22_09890
ko:K00790	paeg:AI22_09900
ko:K00765	paeg:AI22_09905
ko:K00013	paeg:AI22_09910
ko:K00817	paeg:AI22_09915
ko:K04691	paeg:AI22_09920
ko:K08305	paeg:AI22_09930
ko:K00957	paeg:AI22_09935
ko:K00955	paeg:AI22_09940
ko:K09908	paeg:AI22_09945
ko:K07018	paeg:AI22_09950
ko:K12536	paeg:AI22_14280
ko:K12537	paeg:AI22_14285
ko:K03406	paeg:AI22_14305
ko:K02028	paeg:AI22_14330
ko:K02029	paeg:AI22_14335
ko:K02029	paeg:AI22_14340
ko:K02030	paeg:AI22_14350
ko:K12658	paeg:AI22_14395
ko:K16092	paeg:AI22_14410
ko:K02224	paeg:AI22_14420
ko:K04719	paeg:AI22_14425
ko:K02227	paeg:AI22_14430
ko:K02225	paeg:AI22_14435
ko:K02232	paeg:AI22_14440
ko:K02231	paeg:AI22_14445
ko:K00768	paeg:AI22_14450
ko:K02226	paeg:AI22_14455
ko:K02233	paeg:AI22_14460
ko:K08167	paeg:AI22_14465
ko:K00432	paeg:AI22_14495
ko:K06076	paeg:AI22_14500
ko:K01011	paeg:AI22_14520
ko:K10979	paeg:AI22_18825
ko:K16147	paeg:AI22_18830
ko:K05343	paeg:AI22_18835
ko:K00700	paeg:AI22_18840
ko:K07027	paeg:AI22_18845
ko:K06044	paeg:AI22_18885
ko:K00705	paeg:AI22_18890
ko:K01236	paeg:AI22_18895
ko:K00703	paeg:AI22_18900
ko:K06889	paeg:AI22_18915
ko:K06048	paeg:AI22_18990
ko:K16137	paeg:AI22_19035
ko:K02029	paeg:AI22_19065
ko:K02030	paeg:AI22_19075
ko:K08194	paeg:AI22_19105
ko:K03559	paeg:AI22_23385
ko:K03561	paeg:AI22_23390
ko:K02238	paeg:AI22_23395
ko:K09928	paeg:AI22_23400
ko:K09808	paeg:AI22_23405
ko:K09810	paeg:AI22_23410
ko:K09808	paeg:AI22_23415
ko:K01126	paeg:AI22_23430
ko:K00322	paeg:AI22_23435
ko:K05952	paeg:AI22_23440
ko:K03734	paeg:AI22_23445
ko:K00351	paeg:AI22_23450
ko:K00350	paeg:AI22_23455
ko:K00349	paeg:AI22_23460
ko:K00348	paeg:AI22_23465
ko:K00347	paeg:AI22_23470
ko:K00346	paeg:AI22_23475
ko:K11734	paeg:AI22_23480
ko:K00134	paeg:AI22_23485
ko:K03723	paeg:AI22_23490
ko:K01207	paeg:AI22_23505
ko:K01356	paeg:AI22_23515
ko:K03168	paeg:AI22_23535
ko:K01825	paeg:AI22_23550
ko:K06149	paeg:AI22_23565
ko:K15738	paeg:AI22_23575
ko:K08309	paeg:AI22_23580
ko:K07140	paeg:AI22_23590
ko:K00111	paeg:AI22_23605
ko:K00803	paeg:AI22_23610
ko:K03750	paeg:AI22_23620
ko:K03638	paeg:AI22_23625
ko:K03752	paeg:AI22_23630
ko:K02656	paeg:AI22_27565
ko:K06941	paeg:AI22_27570
ko:K00940	paeg:AI22_27575
ko:K04755	paeg:AI22_27585
ko:K04044	paeg:AI22_27590
ko:K04082	paeg:AI22_27595
ko:K13628	paeg:AI22_27600
ko:K04488	paeg:AI22_27605
ko:K04487	paeg:AI22_27610
ko:K13643	paeg:AI22_27615
ko:K00640	paeg:AI22_27620
ko:K15396	paeg:AI22_27625
ko:K01092	paeg:AI22_27630
ko:K03074	paeg:AI22_27640
ko:K03072	paeg:AI22_27645
ko:K03210	paeg:AI22_27650
ko:K00773	paeg:AI22_27655
ko:K07568	paeg:AI22_27660
ko:K03307	paeg:AI22_02465
ko:K02048	paeg:AI22_02485
ko:K02046	paeg:AI22_02490
ko:K02047	paeg:AI22_02495
ko:K02045	paeg:AI22_02500
ko:K07090	paeg:AI22_02510
ko:K07387	paeg:AI22_02515
ko:K03449	paeg:AI22_02535
ko:K00375	paeg:AI22_02560
ko:K14268	paeg:AI22_02575
ko:K00135	paeg:AI22_02580
ko:K02844	paeg:AI22_06825
ko:K02848	paeg:AI22_06830
ko:K00612	paeg:AI22_06850
ko:K11085	paeg:AI22_06890
ko:K03272	paeg:AI22_06895
ko:K01953	paeg:AI22_06900
ko:K02527	paeg:AI22_06940
ko:K02030	paeg:AI22_06970
ko:K02205	paeg:AI22_06980
ko:K15866	paeg:AI22_06985
ko:K12252	paeg:AI22_07005
ko:K00355	paeg:AI22_07010
ko:K12340	paeg:AI22_07015
ko:K03147	paeg:AI22_07020
ko:K01515	paeg:AI22_07030
ko:K09920	paeg:AI22_07035
ko:K03651	paeg:AI22_07040
ko:K07000	paeg:AI22_07045
ko:K02622	paeg:AI22_07050
ko:K06985	paeg:AI22_07060
ko:K02621	paeg:AI22_07065
ko:K09857	paeg:AI22_07070
ko:K07038	paeg:AI22_07075
ko:K01079	paeg:AI22_07085
ko:K01613	paeg:AI22_07100
ko:K01011	paeg:AI22_07105
ko:K13821	paeg:AI22_11410
ko:K11928	paeg:AI22_11415
ko:K01118	paeg:AI22_11425
ko:K07090	paeg:AI22_11460
ko:K01720	paeg:AI22_11470
ko:K01659	paeg:AI22_11485
ko:K03417	paeg:AI22_11490
ko:K03322	paeg:AI22_11555
ko:K01560	paeg:AI22_11560
ko:K06991	paeg:AI22_11595
ko:K07044	paeg:AI22_11645
ko:K13788	paeg:AI22_11670
ko:K00925	paeg:AI22_11675
ko:K03775	paeg:AI22_11680
ko:K00432	paeg:AI22_11685
ko:K16137	paeg:AI22_11690
ko:K04079	paeg:AI22_15945
ko:K00606	paeg:AI22_15955
ko:K18029	paeg:AI22_15975
ko:K03406	paeg:AI22_16005
ko:K00647	paeg:AI22_16010
ko:K01716	paeg:AI22_16015
ko:K02014	paeg:AI22_16030
ko:K00057	paeg:AI22_16035
ko:K08296	paeg:AI22_16045
ko:K03449	paeg:AI22_16095
ko:K00074	paeg:AI22_16105
ko:K06446	paeg:AI22_16120
ko:K01545	paeg:AI22_16125
ko:K01546	paeg:AI22_16130
ko:K01547	paeg:AI22_16135
ko:K01548	paeg:AI22_16140
ko:K07646	paeg:AI22_16145
ko:K07667	paeg:AI22_16150
ko:K01425	paeg:AI22_16155
ko:K07001	paeg:AI22_16165
ko:K01008	paeg:AI22_16175
ko:K06917	paeg:AI22_16180
ko:K03406	paeg:AI22_16200
ko:K03453	paeg:AI22_16220
ko:K05782	paeg:AI22_16225
ko:K07214	paeg:AI22_20550
ko:K15125	paeg:AI22_20585
ko:K02014	paeg:AI22_20605
ko:K03088	paeg:AI22_20615
ko:K00450	paeg:AI22_20625
ko:K16165	paeg:AI22_20630
ko:K08195	paeg:AI22_20635
ko:K03805	paeg:AI22_20655
ko:K04084	paeg:AI22_20665
ko:K03449	paeg:AI22_20775
ko:K03381	paeg:AI22_20810
ko:K03464	paeg:AI22_20815
ko:K02052	paeg:AI22_24775
ko:K03797	paeg:AI22_24790
ko:K03773	paeg:AI22_24825
ko:K03554	paeg:AI22_24840
ko:K03453	paeg:AI22_24845
ko:K03704	paeg:AI22_24855
ko:K16091	paeg:AI22_24865
ko:K03724	paeg:AI22_24885
ko:K09771	paeg:AI22_24900
ko:K07221	paeg:AI22_24920
ko:K07221	paeg:AI22_24925
ko:K09929	paeg:AI22_24935
ko:K09930	paeg:AI22_24940
ko:K03088	paeg:AI22_24955
ko:K16872	paeg:AI22_24960
ko:K02503	paeg:AI22_25000
ko:K01077	paeg:AI22_25005
ko:K03578	paeg:AI22_25010
ko:K01897	paeg:AI22_25020
ko:K01897	paeg:AI22_25025
ko:K00483	paeg:AI22_29240
ko:K00484	paeg:AI22_29245
ko:K00004	paeg:AI22_29270
ko:K07267	paeg:AI22_29280
ko:K15977	paeg:AI22_29310
ko:K09929	paeg:AI22_29315
ko:K09930	paeg:AI22_29320
ko:K08159	paeg:AI22_29360
ko:K00657	paeg:AI22_29365
ko:K06966	paeg:AI22_29370
ko:K02508	paeg:AI22_29395
ko:K05921	paeg:AI22_29400
ko:K05921	paeg:AI22_29405
ko:K00151	paeg:AI22_29410
ko:K00455	paeg:AI22_29415
ko:K01826	paeg:AI22_29420
ko:K02509	paeg:AI22_29430
ko:K02510	paeg:AI22_29435
ko:K00381	paeg:AI22_29445
ko:K00404	paeg:AI22_29460
ko:K07552	paeg:AI22_29475
ko:K01866	paeg:AI22_29485
ko:K13408	paeg:AI22_29505
ko:K13409	paeg:AI22_29510
ko:K12340	paeg:AI22_29515
ko:K05801	paeg:AI22_00875
ko:K04744	paeg:AI22_00890
ko:K03771	paeg:AI22_00895
ko:K00097	paeg:AI22_00900
ko:K02528	paeg:AI22_00905
ko:K06195	paeg:AI22_00910
ko:K01525	paeg:AI22_00915
ko:K02439	paeg:AI22_00920
ko:K07180	paeg:AI22_00925
ko:K09786	paeg:AI22_00930
ko:K00974	paeg:AI22_00945
ko:K00950	paeg:AI22_00950
ko:K01633	paeg:AI22_00955
ko:K08591	paeg:AI22_00960
ko:K01409	paeg:AI22_00965
ko:K02970	paeg:AI22_00970
ko:K09117	paeg:AI22_00975
ko:K03086	paeg:AI22_00985
ko:K07043	paeg:AI22_01070
ko:K07007	paeg:AI22_01075
ko:K01624	paeg:AI22_01095
ko:K00927	paeg:AI22_01110
ko:K03472	paeg:AI22_01115
ko:K00615	paeg:AI22_01130
ko:K00789	paeg:AI22_01140
ko:K01778	paeg:AI22_05445
ko:K01586	paeg:AI22_05450
ko:K06202	paeg:AI22_05460
ko:K06140	paeg:AI22_05470
ko:K05851	paeg:AI22_05480
ko:K02030	paeg:AI22_05490
ko:K03284	paeg:AI22_05500
ko:K11903	paeg:AI22_05505
ko:K01755	paeg:AI22_05525
ko:K08082	paeg:AI22_05530
ko:K08083	paeg:AI22_05535
ko:K01749	paeg:AI22_05540
ko:K01719	paeg:AI22_05545
ko:K02496	paeg:AI22_05550
ko:K02498	paeg:AI22_05555
ko:K03611	paeg:AI22_05560
ko:K07740	paeg:AI22_05565
ko:K03773	paeg:AI22_05575
ko:K06158	paeg:AI22_05590
ko:K05834	paeg:AI22_05605
ko:K07243	paeg:AI22_05610
ko:K09768	paeg:AI22_05615
ko:K01698	paeg:AI22_05635
ko:K00937	paeg:AI22_05640
ko:K01524	paeg:AI22_05645
ko:K03671	paeg:AI22_05650
ko:K03628	paeg:AI22_05655
ko:K03182	paeg:AI22_05665
ko:K00523	paeg:AI22_05670
ko:K02445	paeg:AI22_05675
ko:K02415	paeg:AI22_05685
ko:K01993	paeg:AI22_05690
ko:K13926	paeg:AI22_05695
ko:K01934	paeg:AI22_05715
ko:K09888	paeg:AI22_05720
ko:K09895	paeg:AI22_05730
ko:K01867	paeg:AI22_09955
ko:K06916	paeg:AI22_09960
ko:K02871	paeg:AI22_09985
ko:K02996	paeg:AI22_09990
ko:K00411	paeg:AI22_09995
ko:K00412	paeg:AI22_10000
ko:K00413	paeg:AI22_10005
ko:K03599	paeg:AI22_10010
ko:K03600	paeg:AI22_10015
ko:K03271	paeg:AI22_10025
ko:K07460	paeg:AI22_10030
ko:K07121	paeg:AI22_10035
ko:K07056	paeg:AI22_10040
ko:K03925	paeg:AI22_10050
ko:K03438	paeg:AI22_10055
ko:K03586	paeg:AI22_10060
ko:K03587	paeg:AI22_10065
ko:K01928	paeg:AI22_10070
ko:K01929	paeg:AI22_10075
ko:K01000	paeg:AI22_10080
ko:K01925	paeg:AI22_10085
ko:K03588	paeg:AI22_10090
ko:K02563	paeg:AI22_10095
ko:K01924	paeg:AI22_10100
ko:K01921	paeg:AI22_10105
ko:K03589	paeg:AI22_10110
ko:K03590	paeg:AI22_10115
ko:K03531	paeg:AI22_10120
ko:K02535	paeg:AI22_10125
ko:K03070	paeg:AI22_10140
ko:K00620	paeg:AI22_10145
ko:K03574	paeg:AI22_10155
ko:K00798	paeg:AI22_10160
ko:K00077	paeg:AI22_10170
ko:K09767	paeg:AI22_10180
ko:K03442	paeg:AI22_10185
ko:K08218	paeg:AI22_10190
ko:K07443	paeg:AI22_10195
ko:K00059	paeg:AI22_10210
ko:K07226	paeg:AI22_10215
ko:K07113	paeg:AI22_10220
ko:K04078	paeg:AI22_10225
ko:K04077	paeg:AI22_10230
ko:K06969	paeg:AI22_14590
ko:K11073	paeg:AI22_14605
ko:K01652	paeg:AI22_14640
ko:K03307	paeg:AI22_14645
ko:K12255	paeg:AI22_14660
ko:K03406	paeg:AI22_14670
ko:K03827	paeg:AI22_14695
ko:K07665	paeg:AI22_14740
ko:K07644	paeg:AI22_14745
ko:K09790	paeg:AI22_14750
ko:K07039	paeg:AI22_14755
ko:K02414	paeg:AI22_14760
ko:K02415	paeg:AI22_14765
ko:K02416	paeg:AI22_14770
ko:K11903	paeg:AI22_02590
ko:K03182	paeg:AI22_02640
ko:K03827	paeg:AI22_02665
ko:K00481	paeg:AI22_02675
ko:K03786	paeg:AI22_02685
ko:K00014	paeg:AI22_02690
ko:K00457	paeg:AI22_02700
ko:K08191	paeg:AI22_02705
ko:K08195	paeg:AI22_02735
ko:K01607	paeg:AI22_02750
ko:K01055	paeg:AI22_02755
ko:K01857	paeg:AI22_02760
ko:K07823	paeg:AI22_02770
ko:K01040	paeg:AI22_02775
ko:K01039	paeg:AI22_02780
ko:K01628	paeg:AI22_02790
ko:K01714	paeg:AI22_02795
ko:K02055	paeg:AI22_02800
ko:K13928	paeg:AI22_02825
ko:K13935	paeg:AI22_02840
ko:K13934	paeg:AI22_02845
ko:K13933	paeg:AI22_02850
ko:K13932	paeg:AI22_02855
ko:K13931	paeg:AI22_02860
ko:K13930	paeg:AI22_02865
ko:K02556	paeg:AI22_07115
ko:K02557	paeg:AI22_07120
ko:K06949	paeg:AI22_07125
ko:K13288	paeg:AI22_07130
ko:K17758	paeg:AI22_07140
ko:K17759	paeg:AI22_07140
ko:K01448	paeg:AI22_07150
ko:K03572	paeg:AI22_07155
ko:K00791	paeg:AI22_07160
ko:K03666	paeg:AI22_07165
ko:K03665	paeg:AI22_07170
ko:K04088	paeg:AI22_07175
ko:K04087	paeg:AI22_07180
ko:K09937	paeg:AI22_07185
ko:K02502	paeg:AI22_07190
ko:K01939	paeg:AI22_07195
ko:K12573	paeg:AI22_07210
ko:K03218	paeg:AI22_07215
ko:K02990	paeg:AI22_07220
ko:K02963	paeg:AI22_07225
ko:K02939	paeg:AI22_07235
ko:K01775	paeg:AI22_07245
ko:K03442	paeg:AI22_07270
ko:K12943	paeg:AI22_07275
ko:K06966	paeg:AI22_07280
ko:K01916	paeg:AI22_07295
ko:K00763	paeg:AI22_07300
ko:K08281	paeg:AI22_07305
ko:K03406	paeg:AI22_07320
ko:K01999	paeg:AI22_07330
ko:K01997	paeg:AI22_07335
ko:K01998	paeg:AI22_07340
ko:K01995	paeg:AI22_07345
ko:K01996	paeg:AI22_07350
