ko:K03602	abaa:IX88_08195
ko:K03088	abaa:IX88_16020
ko:K10763	abaa:IX88_16045
ko:K01933	abaa:IX88_16055
ko:K11175	abaa:IX88_16060
ko:K04773	abaa:IX88_16070
ko:K02517	abaa:IX88_16075
ko:K02238	abaa:IX88_16080
ko:K09810	abaa:IX88_16085
ko:K09808	abaa:IX88_16090
ko:K01881	abaa:IX88_17280
ko:K09946	abaa:IX88_17285
ko:K06193	abaa:IX88_17290
ko:K06980	abaa:IX88_17305
ko:K03981	abaa:IX88_17310
ko:K07088	abaa:IX88_17320
ko:K02014	abaa:IX88_17330
ko:K03652	abaa:IX88_17335
ko:K10563	abaa:IX88_17340
ko:K03769	abaa:IX88_17345
ko:K03282	abaa:IX88_17355
ko:K06207	abaa:IX88_17360
ko:K16345	abaa:IX88_17365
ko:K00564	abaa:IX88_17370
ko:K11733	abaa:IX88_17375
ko:K14415	abaa:IX88_17380
ko:K03286	abaa:IX88_17390
ko:K08084	abaa:IX88_17395
ko:K00626	abaa:IX88_17400
ko:K04750	abaa:IX88_17405
ko:K00381	abaa:IX88_17420
ko:K00117	abaa:IX88_17425
ko:K07267	abaa:IX88_17430
ko:K00626	abaa:IX88_17445
ko:K01782	abaa:IX88_17450
ko:K11068	abaa:IX88_17475
ko:K03070	abaa:IX88_17490
ko:K11754	abaa:IX88_17515
ko:K01963	abaa:IX88_17520
ko:K01695	abaa:IX88_17525
ko:K07044	abaa:IX88_17535
ko:K01696	abaa:IX88_17550
ko:K01817	abaa:IX88_17555
ko:K16092	abaa:IX88_17560
ko:K02113	abaa:IX88_03055
ko:K02111	abaa:IX88_03060
ko:K02115	abaa:IX88_03065
ko:K02112	abaa:IX88_03070
ko:K02114	abaa:IX88_03075
ko:K00432	abaa:IX88_03085
ko:K07566	abaa:IX88_03110
ko:K04096	abaa:IX88_03115
ko:K01462	abaa:IX88_03125
ko:K02014	abaa:IX88_03135
ko:K01738	abaa:IX88_03185
ko:K02346	abaa:IX88_03230
ko:K07273	abaa:IX88_03235
ko:K06966	abaa:IX88_03245
ko:K09858	abaa:IX88_03255
ko:K08369	abaa:IX88_03265
ko:K02621	abaa:IX88_03270
ko:K01897	abaa:IX88_03275
ko:K01507	abaa:IX88_03290
ko:K01714	abaa:IX88_03305
ko:K01628	abaa:IX88_03310
ko:K00375	abaa:IX88_03315
ko:K07391	abaa:IX88_03320
ko:K09806	abaa:IX88_03325
ko:K04752	abaa:IX88_03330
ko:K03320	abaa:IX88_03335
ko:K07738	abaa:IX88_03340
ko:K11752	abaa:IX88_03345
ko:K07318	abaa:IX88_03350
ko:K00793	abaa:IX88_03355
ko:K02339	abaa:IX88_03370
ko:K01255	abaa:IX88_03375
ko:K07091	abaa:IX88_03380
ko:K11720	abaa:IX88_03385
ko:K15633	abaa:IX88_03390
ko:K03797	abaa:IX88_03395
ko:K02667	abaa:IX88_03400
ko:K02668	abaa:IX88_03405
ko:K07262	abaa:IX88_03415
ko:K01733	abaa:IX88_03420
ko:K00003	abaa:IX88_03425
ko:K03981	abaa:IX88_03430
ko:K04763	abaa:IX88_03435
ko:K04758	abaa:IX88_03440
ko:K04759	abaa:IX88_03445
ko:K01925	abaa:IX88_03455
ko:K03588	abaa:IX88_03460
ko:K01894	abaa:IX88_03465
ko:K06204	abaa:IX88_03470
ko:K03651	abaa:IX88_03475
ko:K01515	abaa:IX88_03480
ko:K03147	abaa:IX88_03485
ko:K03298	abaa:IX88_03500
ko:K12340	abaa:IX88_03505
ko:K02039	abaa:IX88_03510
ko:K01755	abaa:IX88_03520
ko:K08082	abaa:IX88_03525
ko:K08083	abaa:IX88_03530
ko:K01749	abaa:IX88_03535
ko:K01719	abaa:IX88_03540
ko:K07107	abaa:IX88_03555
ko:K02463	abaa:IX88_03565
ko:K02452	abaa:IX88_03570
ko:K02453	abaa:IX88_03575
ko:K01091	abaa:IX88_03585
ko:K01657	abaa:IX88_03590
ko:K02358	abaa:IX88_03625
ko:K03073	abaa:IX88_03635
ko:K02601	abaa:IX88_03640
ko:K02867	abaa:IX88_03645
ko:K02863	abaa:IX88_03650
ko:K02864	abaa:IX88_03655
ko:K02935	abaa:IX88_03660
ko:K03043	abaa:IX88_03665
ko:K02879	abaa:IX88_00035
ko:K03040	abaa:IX88_00040
ko:K02986	abaa:IX88_00045
ko:K02948	abaa:IX88_00050
ko:K02952	abaa:IX88_00055
ko:K02919	abaa:IX88_00060
ko:K03076	abaa:IX88_00065
ko:K02876	abaa:IX88_00070
ko:K02907	abaa:IX88_00075
ko:K02988	abaa:IX88_00080
ko:K02881	abaa:IX88_00085
ko:K02933	abaa:IX88_00090
ko:K02994	abaa:IX88_00095
ko:K02954	abaa:IX88_00100
ko:K02931	abaa:IX88_00105
ko:K02895	abaa:IX88_00110
ko:K02874	abaa:IX88_00115
ko:K02961	abaa:IX88_00120
ko:K02904	abaa:IX88_00125
ko:K02878	abaa:IX88_00130
ko:K02982	abaa:IX88_00135
ko:K02890	abaa:IX88_00140
ko:K02965	abaa:IX88_00145
ko:K02886	abaa:IX88_00150
ko:K02892	abaa:IX88_00155
ko:K02926	abaa:IX88_00160
ko:K02906	abaa:IX88_00165
ko:K02946	abaa:IX88_00170
ko:K01760	abaa:IX88_00180
ko:K06915	abaa:IX88_00185
ko:K05916	abaa:IX88_00190
ko:K13771	abaa:IX88_00195
ko:K03978	abaa:IX88_00200
ko:K07044	abaa:IX88_00205
ko:K10805	abaa:IX88_00215
ko:K00631	abaa:IX88_00220
ko:K03655	abaa:IX88_00235
ko:K03574	abaa:IX88_00245
ko:K06966	abaa:IX88_00250
ko:K03284	abaa:IX88_00255
ko:K07122	abaa:IX88_00260
ko:K07323	abaa:IX88_00265
ko:K02067	abaa:IX88_00270
ko:K02066	abaa:IX88_00275
ko:K02065	abaa:IX88_00280
ko:K01092	abaa:IX88_00295
ko:K01662	abaa:IX88_00300
ko:K01497	abaa:IX88_00305
ko:K00228	abaa:IX88_00310
ko:K00014	abaa:IX88_00315
ko:K07168	abaa:IX88_00340
ko:K01878	abaa:IX88_00365
ko:K01879	abaa:IX88_00370
ko:K09805	abaa:IX88_00375
ko:K05526	abaa:IX88_00415
ko:K01484	abaa:IX88_00420
ko:K06447	abaa:IX88_00425
ko:K00673	abaa:IX88_00430
ko:K00840	abaa:IX88_00435
ko:K00261	abaa:IX88_00440
ko:K16235	abaa:IX88_00445
ko:K08160	abaa:IX88_00495
ko:K03923	abaa:IX88_00505
ko:K00058	abaa:IX88_00525
ko:K11939	abaa:IX88_00530
ko:K11939	abaa:IX88_00535
ko:K07090	abaa:IX88_00545
ko:K03177	abaa:IX88_00550
ko:K02884	abaa:IX88_00565
ko:K00554	abaa:IX88_00570
ko:K02860	abaa:IX88_00575
ko:K02959	abaa:IX88_00580
ko:K02655	abaa:IX88_00585
ko:K02655	abaa:IX88_00590
ko:K02674	abaa:IX88_00595
ko:K02672	abaa:IX88_00605
ko:K02671	abaa:IX88_00610
ko:K08084	abaa:IX88_00615
ko:K03527	abaa:IX88_00620
ko:K00942	abaa:IX88_00625
ko:K03060	abaa:IX88_00630
ko:K02192	abaa:IX88_00645
ko:K03594	abaa:IX88_00650
ko:K06872	abaa:IX88_00675
ko:K03744	abaa:IX88_00680
ko:K07044	abaa:IX88_00685
ko:K00266	abaa:IX88_00690
ko:K00265	abaa:IX88_00695
ko:K01735	abaa:IX88_00705
ko:K00891	abaa:IX88_00710
ko:K02666	abaa:IX88_00715
ko:K02665	abaa:IX88_00720
ko:K02662	abaa:IX88_00735
ko:K05366	abaa:IX88_00740
ko:K00563	abaa:IX88_00745
ko:K01000	abaa:IX88_00755
ko:K01929	abaa:IX88_00760
ko:K01928	abaa:IX88_00765
ko:K03587	abaa:IX88_00770
ko:K03586	abaa:IX88_00775
ko:K03438	abaa:IX88_00780
ko:K02048	abaa:IX88_00785
ko:K01885	abaa:IX88_00795
ko:K16235	abaa:IX88_00815
ko:K16264	abaa:IX88_00845
ko:K15726	abaa:IX88_00850
ko:K15727	abaa:IX88_00855
ko:K15725	abaa:IX88_00860
ko:K01740	abaa:IX88_00890
ko:K01673	abaa:IX88_00900
ko:K06959	abaa:IX88_00905
ko:K07659	abaa:IX88_00910
ko:K07638	abaa:IX88_00915
ko:K18118	abaa:IX88_00920
ko:K01693	abaa:IX88_00945
ko:K02501	abaa:IX88_00950
ko:K01814	abaa:IX88_00965
ko:K02204	abaa:IX88_00995
ko:K02500	abaa:IX88_01000
ko:K06188	abaa:IX88_01015
ko:K01173	abaa:IX88_01030
ko:K03549	abaa:IX88_01040
ko:K08224	abaa:IX88_01130
ko:K06911	abaa:IX88_01165
ko:K00135	abaa:IX88_01180
ko:K00823	abaa:IX88_01185
ko:K00375	abaa:IX88_01190
ko:K11735	abaa:IX88_01195
ko:K09799	abaa:IX88_01225
ko:K03707	abaa:IX88_01230
ko:K02442	abaa:IX88_01235
ko:K08987	abaa:IX88_01240
ko:K16137	abaa:IX88_01250
ko:K03701	abaa:IX88_01255
ko:K02168	abaa:IX88_01270
ko:K14393	abaa:IX88_01280
ko:K00299	abaa:IX88_01305
ko:K17228	abaa:IX88_01310
ko:K01895	abaa:IX88_01325
ko:K02527	abaa:IX88_01345
ko:K02836	abaa:IX88_01360
ko:K07462	abaa:IX88_01370
ko:K00275	abaa:IX88_01375
ko:K03431	abaa:IX88_01380
ko:K00088	abaa:IX88_01385
ko:K06940	abaa:IX88_01390
ko:K02014	abaa:IX88_01400
ko:K00627	abaa:IX88_01415
ko:K00163	abaa:IX88_01420
ko:K02535	abaa:IX88_01435
ko:K03531	abaa:IX88_01440
ko:K03590	abaa:IX88_01445
ko:K00338	abaa:IX88_05775
ko:K00339	abaa:IX88_05780
ko:K00340	abaa:IX88_05785
ko:K00341	abaa:IX88_05790
ko:K00342	abaa:IX88_05795
ko:K00343	abaa:IX88_05800
ko:K00761	abaa:IX88_05805
ko:K00528	abaa:IX88_05825
ko:K07007	abaa:IX88_05850
ko:K01874	abaa:IX88_05885
ko:K03593	abaa:IX88_05895
ko:K01243	abaa:IX88_05900
ko:K09928	abaa:IX88_05905
ko:K01494	abaa:IX88_05915
ko:K05541	abaa:IX88_05945
ko:K03106	abaa:IX88_05955
ko:K03525	abaa:IX88_05960
ko:K03524	abaa:IX88_05965
ko:K03529	abaa:IX88_05980
ko:K03528	abaa:IX88_05985
ko:K01972	abaa:IX88_05990
ko:K03594	abaa:IX88_05995
ko:K00697	abaa:IX88_06005
ko:K01087	abaa:IX88_06010
ko:K02170	abaa:IX88_06015
ko:K00833	abaa:IX88_06020
ko:K00652	abaa:IX88_06025
ko:K02169	abaa:IX88_06030
ko:K01935	abaa:IX88_06035
ko:K06178	abaa:IX88_06040
ko:K06024	abaa:IX88_06045
ko:K05896	abaa:IX88_06050
ko:K03589	abaa:IX88_01450
ko:K01921	abaa:IX88_01455
ko:K01924	abaa:IX88_01460
ko:K02563	abaa:IX88_01465
ko:K01920	abaa:IX88_01470
ko:K02014	abaa:IX88_01480
ko:K00762	abaa:IX88_01485
ko:K01142	abaa:IX88_01490
ko:K04084	abaa:IX88_01515
ko:K16842	abaa:IX88_01535
ko:K16840	abaa:IX88_01540
ko:K07127	abaa:IX88_01545
ko:K16839	abaa:IX88_01560
ko:K01477	abaa:IX88_01565
ko:K01483	abaa:IX88_01570
ko:K02622	abaa:IX88_01575
ko:K07000	abaa:IX88_01580
ko:K03611	abaa:IX88_01650
ko:K01919	abaa:IX88_01655
ko:K14287	abaa:IX88_01675
ko:K07657	abaa:IX88_01695
ko:K07636	abaa:IX88_01700
ko:K01613	abaa:IX88_01710
ko:K01011	abaa:IX88_01715
ko:K00763	abaa:IX88_01720
ko:K07560	abaa:IX88_01725
ko:K01079	abaa:IX88_01740
ko:K14652	abaa:IX88_01750
ko:K00794	abaa:IX88_01755
ko:K03625	abaa:IX88_01760
ko:K00946	abaa:IX88_01765
ko:K01095	abaa:IX88_01770
ko:K04042	abaa:IX88_01775
ko:K00820	abaa:IX88_01780
ko:K01776	abaa:IX88_01785
ko:K01091	abaa:IX88_01790
ko:K01479	abaa:IX88_01800
ko:K01468	abaa:IX88_01805
ko:K16234	abaa:IX88_01810
ko:K01745	abaa:IX88_01815
ko:K01712	abaa:IX88_01820
ko:K09975	abaa:IX88_01825
ko:K05836	abaa:IX88_01830
ko:K11734	abaa:IX88_01850
ko:K01555	abaa:IX88_01855
ko:K00457	abaa:IX88_01875
ko:K03453	abaa:IX88_01890
ko:K08281	abaa:IX88_01895
ko:K01714	abaa:IX88_01900
ko:K01923	abaa:IX88_01910
ko:K07478	abaa:IX88_01925
ko:K09160	abaa:IX88_01935
ko:K03575	abaa:IX88_01955
ko:K01246	abaa:IX88_01970
ko:K12957	abaa:IX88_01975
ko:K06222	abaa:IX88_01995
ko:K00215	abaa:IX88_02010
ko:K03686	abaa:IX88_02020
ko:K18303	abaa:IX88_02030
ko:K18302	abaa:IX88_02035
ko:K18301	abaa:IX88_02040
ko:K01595	abaa:IX88_02045
ko:K07090	abaa:IX88_02060
ko:K01687	abaa:IX88_02070
ko:K00604	abaa:IX88_02075
ko:K03500	abaa:IX88_02080
ko:K03308	abaa:IX88_02090
ko:K00799	abaa:IX88_02105
ko:K01866	abaa:IX88_02135
ko:K09001	abaa:IX88_02140
ko:K15724	abaa:IX88_02150
ko:K06158	abaa:IX88_02170
ko:K15536	abaa:IX88_02180
ko:K03610	abaa:IX88_06380
ko:K03656	abaa:IX88_06400
ko:K15778	abaa:IX88_06410
ko:K00930	abaa:IX88_06415
ko:K09801	abaa:IX88_06440
ko:K06186	abaa:IX88_06445
ko:K03711	abaa:IX88_06450
ko:K02670	abaa:IX88_06455
ko:K02669	abaa:IX88_06460
ko:K06997	abaa:IX88_06465
ko:K03547	abaa:IX88_06480
ko:K06996	abaa:IX88_06490
ko:K07071	abaa:IX88_06500
ko:K03153	abaa:IX88_06505
ko:K01698	abaa:IX88_06510
ko:K03543	abaa:IX88_06520
ko:K03446	abaa:IX88_06525
ko:K00681	abaa:IX88_06530
ko:K03427	abaa:IX88_06535
ko:K01153	abaa:IX88_06555
ko:K08369	abaa:IX88_06585
ko:K01714	abaa:IX88_06590
ko:K03758	abaa:IX88_06620
ko:K00116	abaa:IX88_06635
ko:K02167	abaa:IX88_06650
ko:K02168	abaa:IX88_06655
ko:K02168	abaa:IX88_06660
ko:K05297	abaa:IX88_06985
ko:K04567	abaa:IX88_07005
ko:K00957	abaa:IX88_07020
ko:K00956	abaa:IX88_07025
ko:K09965	abaa:IX88_07030
ko:K03300	abaa:IX88_07040
ko:K01637	abaa:IX88_07055
ko:K03190	abaa:IX88_07075
ko:K01430	abaa:IX88_07080
ko:K01429	abaa:IX88_07085
ko:K01428	abaa:IX88_07090
ko:K03187	abaa:IX88_07095
ko:K03188	abaa:IX88_07100
ko:K03189	abaa:IX88_07105
ko:K03192	abaa:IX88_07110
ko:K08316	abaa:IX88_07115
ko:K05515	abaa:IX88_07120
ko:K00939	abaa:IX88_07135
ko:K10773	abaa:IX88_07145
ko:K03616	abaa:IX88_07150
ko:K00262	abaa:IX88_07155
ko:K00783	abaa:IX88_07170
ko:K01338	abaa:IX88_07175
ko:K01934	abaa:IX88_07200
ko:K09895	abaa:IX88_07230
ko:K01262	abaa:IX88_07235
ko:K03185	abaa:IX88_07240
ko:K06895	abaa:IX88_07265
ko:K05596	abaa:IX88_07270
ko:K07056	abaa:IX88_07280
ko:K07460	abaa:IX88_07285
ko:K06901	abaa:IX88_07920
ko:K12262	abaa:IX88_07930
ko:K03470	abaa:IX88_07940
ko:K03563	abaa:IX88_07945
ko:K00928	abaa:IX88_07950
ko:K01872	abaa:IX88_07955
ko:K00134	abaa:IX88_07960
ko:K02502	abaa:IX88_07965
ko:K01939	abaa:IX88_07970
ko:K10914	abaa:IX88_07990
ko:K07397	abaa:IX88_07995
ko:K03695	abaa:IX88_08010
ko:K03743	abaa:IX88_08015
ko:K12297	abaa:IX88_08025
ko:K00609	abaa:IX88_08035
ko:K01465	abaa:IX88_08040
ko:K00799	abaa:IX88_08055
ko:K03439	abaa:IX88_08060
ko:K07004	abaa:IX88_08065
ko:K00799	abaa:IX88_08070
ko:K03387	abaa:IX88_08080
ko:K03386	abaa:IX88_08100
ko:K03578	abaa:IX88_08105
ko:K16872	abaa:IX88_08110
ko:K05548	abaa:IX88_08120
ko:K05782	abaa:IX88_08125
ko:K05783	abaa:IX88_08130
ko:K05784	abaa:IX88_08135
ko:K05550	abaa:IX88_08140
ko:K05549	abaa:IX88_08145
ko:K07213	abaa:IX88_08155
ko:K01640	abaa:IX88_08795
ko:K01968	abaa:IX88_08800
ko:K13766	abaa:IX88_08805
ko:K01969	abaa:IX88_08810
ko:K00253	abaa:IX88_08815
ko:K00666	abaa:IX88_08825
ko:K15256	abaa:IX88_08830
ko:K03743	abaa:IX88_08880
ko:K03781	abaa:IX88_08890
ko:K06975	abaa:IX88_08945
ko:K02029	abaa:IX88_08950
ko:K02029	abaa:IX88_08955
ko:K02028	abaa:IX88_08960
ko:K02030	abaa:IX88_08965
ko:K02030	abaa:IX88_08970
ko:K11717	abaa:IX88_08985
ko:K00640	abaa:IX88_08995
ko:K00059	abaa:IX88_09005
ko:K11209	abaa:IX88_09015
ko:K06518	abaa:IX88_09030
ko:K00375	abaa:IX88_09040
ko:K07734	abaa:IX88_09045
ko:K03566	abaa:IX88_09065
ko:K13929	abaa:IX88_09070
ko:K03832	abaa:IX88_09940
ko:K02014	abaa:IX88_09945
ko:K02033	abaa:IX88_09970
ko:K02034	abaa:IX88_09975
ko:K02031	abaa:IX88_09980
ko:K02032	abaa:IX88_09980
ko:K01082	abaa:IX88_09995
ko:K02968	abaa:IX88_10005
ko:K02553	abaa:IX88_10015
ko:K07223	abaa:IX88_10025
ko:K03723	abaa:IX88_10035
ko:K04755	abaa:IX88_10050
ko:K04044	abaa:IX88_10055
ko:K04082	abaa:IX88_10060
ko:K13628	abaa:IX88_10065
ko:K04488	abaa:IX88_10070
ko:K04487	abaa:IX88_10075
ko:K13643	abaa:IX88_10080
ko:K03530	abaa:IX88_10095
ko:K03770	abaa:IX88_10100
ko:K00496	abaa:IX88_10110
ko:K02014	abaa:IX88_10175
ko:K02231	abaa:IX88_10215
ko:K00768	abaa:IX88_10220
ko:K02226	abaa:IX88_10225
ko:K03543	abaa:IX88_11185
ko:K09936	abaa:IX88_11200
ko:K09936	abaa:IX88_11205
ko:K03710	abaa:IX88_11225
ko:K15125	abaa:IX88_11260
ko:K11747	abaa:IX88_11285
ko:K03885	abaa:IX88_11325
ko:K03464	abaa:IX88_11405
ko:K03381	abaa:IX88_11410
ko:K00075	abaa:IX88_12735
ko:K01104	abaa:IX88_12740
ko:K07107	abaa:IX88_12755
ko:K01114	abaa:IX88_12760
ko:K02343	abaa:IX88_12770
ko:K08167	abaa:IX88_12785
ko:K00059	abaa:IX88_12805
ko:K00626	abaa:IX88_12810
ko:K00616	abaa:IX88_12825
ko:K11250	abaa:IX88_12830
ko:K05782	abaa:IX88_12840
ko:K07507	abaa:IX88_12845
ko:K01531	abaa:IX88_12850
ko:K08296	abaa:IX88_14290
ko:K09906	abaa:IX88_06060
ko:K07040	abaa:IX88_06065
ko:K02911	abaa:IX88_06070
ko:K00645	abaa:IX88_06075
ko:K00059	abaa:IX88_06080
ko:K02078	abaa:IX88_06085
ko:K00941	abaa:IX88_06095
ko:K01091	abaa:IX88_06100
ko:K02858	abaa:IX88_06105
ko:K01579	abaa:IX88_06120
ko:K01056	abaa:IX88_06125
ko:K02897	abaa:IX88_06130
ko:K00948	abaa:IX88_06135
ko:K00919	abaa:IX88_06160
ko:K02494	abaa:IX88_06165
ko:K02492	abaa:IX88_06175
ko:K05807	abaa:IX88_06185
ko:K06180	abaa:IX88_06190
ko:K05810	abaa:IX88_06195
ko:K03664	abaa:IX88_06205
ko:K00954	abaa:IX88_06210
ko:K16135	abaa:IX88_06230
ko:K07246	abaa:IX88_06235
ko:K03451	abaa:IX88_06240
ko:K00135	abaa:IX88_06255
ko:K01950	abaa:IX88_06275
ko:K06911	abaa:IX88_06285
ko:K08973	abaa:IX88_06290
ko:K00647	abaa:IX88_06295
ko:K02950	abaa:IX88_06305
ko:K02992	abaa:IX88_06310
ko:K02355	abaa:IX88_06315
ko:K02358	abaa:IX88_06320
ko:K07044	abaa:IX88_06325
ko:K07044	abaa:IX88_06330
ko:K03789	abaa:IX88_06335
ko:K00684	abaa:IX88_06345
ko:K00057	abaa:IX88_14295
ko:K03732	abaa:IX88_14310
ko:K03704	abaa:IX88_14315
ko:K04085	abaa:IX88_14320
ko:K03089	abaa:IX88_14325
ko:K03154	abaa:IX88_14335
ko:K03149	abaa:IX88_14340
ko:K09861	abaa:IX88_14350
ko:K07018	abaa:IX88_14355
ko:K00784	abaa:IX88_14360
ko:K01270	abaa:IX88_14365
ko:K00384	abaa:IX88_06350
ko:K03466	abaa:IX88_06355
ko:K05835	abaa:IX88_06360
ko:K03608	abaa:IX88_06370
ko:K03609	abaa:IX88_06375
ko:K11103	abaa:IX88_06685
ko:K11931	abaa:IX88_06700
ko:K11936	abaa:IX88_06705
ko:K03811	abaa:IX88_06720
ko:K06989	abaa:IX88_06785
ko:K01652	abaa:IX88_06795
ko:K01462	abaa:IX88_06810
ko:K01425	abaa:IX88_06815
ko:K08223	abaa:IX88_06825
ko:K01785	abaa:IX88_06830
ko:K00615	abaa:IX88_06855
ko:K00615	abaa:IX88_06860
ko:K00548	abaa:IX88_06870
ko:K03306	abaa:IX88_06880
ko:K01753	abaa:IX88_06885
ko:K01130	abaa:IX88_06905
ko:K07400	abaa:IX88_06915
ko:K01673	abaa:IX88_06935
ko:K10804	abaa:IX88_06940
ko:K02003	abaa:IX88_06945
ko:K02004	abaa:IX88_06950
ko:K03814	abaa:IX88_06960
ko:K00937	abaa:IX88_06965
ko:K04761	abaa:IX88_06975
ko:K03426	abaa:IX88_07300
ko:K13893	abaa:IX88_07320
ko:K13894	abaa:IX88_07325
ko:K13895	abaa:IX88_07330
ko:K13896	abaa:IX88_07335
ko:K02014	abaa:IX88_07355
ko:K03683	abaa:IX88_07365
ko:K01465	abaa:IX88_07370
ko:K01940	abaa:IX88_07380
ko:K00219	abaa:IX88_07385
ko:K03101	abaa:IX88_07495
ko:K04095	abaa:IX88_07540
ko:K03427	abaa:IX88_07550
ko:K01154	abaa:IX88_07555
ko:K01153	abaa:IX88_07560
ko:K02073	abaa:IX88_07585
ko:K03601	abaa:IX88_08200
ko:K03704	abaa:IX88_08240
ko:K00286	abaa:IX88_08250
ko:K08995	abaa:IX88_08290
ko:K01883	abaa:IX88_08310
ko:K06041	abaa:IX88_08315
ko:K03270	abaa:IX88_08320
ko:K11719	abaa:IX88_08325
ko:K09774	abaa:IX88_08330
ko:K06861	abaa:IX88_08335
ko:K12543	abaa:IX88_08340
ko:K12541	abaa:IX88_08345
ko:K12542	abaa:IX88_08350
ko:K05524	abaa:IX88_08380
ko:K03555	abaa:IX88_08390
ko:K02517	abaa:IX88_08410
ko:K08195	abaa:IX88_08420
ko:K11904	abaa:IX88_08460
ko:K13930	abaa:IX88_09075
ko:K13931	abaa:IX88_09080
ko:K13932	abaa:IX88_09085
ko:K13933	abaa:IX88_09090
ko:K13934	abaa:IX88_09095
ko:K13935	abaa:IX88_09100
ko:K13928	abaa:IX88_09115
ko:K00426	abaa:IX88_09130
ko:K00425	abaa:IX88_09135
ko:K15551	abaa:IX88_09165
ko:K10831	abaa:IX88_09170
ko:K15552	abaa:IX88_09175
ko:K03119	abaa:IX88_09180
ko:K16841	abaa:IX88_09185
ko:K03457	abaa:IX88_09190
ko:K00537	abaa:IX88_09220
ko:K03325	abaa:IX88_09230
ko:K07240	abaa:IX88_09240
ko:K07240	abaa:IX88_09245
ko:K03387	abaa:IX88_09250
ko:K00640	abaa:IX88_09265
ko:K15396	abaa:IX88_09270
ko:K02337	abaa:IX88_09275
ko:K05597	abaa:IX88_09280
ko:K14260	abaa:IX88_09290
ko:K07305	abaa:IX88_09295
ko:K00432	abaa:IX88_09300
ko:K14267	abaa:IX88_09315
ko:K00990	abaa:IX88_09320
ko:K08289	abaa:IX88_09325
ko:K02233	abaa:IX88_10235
ko:K01626	abaa:IX88_10240
ko:K07090	abaa:IX88_10245
ko:K16088	abaa:IX88_10265
ko:K00748	abaa:IX88_10270
ko:K01993	abaa:IX88_10280
ko:K02503	abaa:IX88_10320
ko:K10764	abaa:IX88_10360
ko:K09747	abaa:IX88_10370
ko:K06187	abaa:IX88_10375
ko:K03684	abaa:IX88_10380
ko:K09902	abaa:IX88_10400
ko:K09989	abaa:IX88_10415
ko:K06001	abaa:IX88_10420
ko:K07320	abaa:IX88_10425
ko:K01736	abaa:IX88_10430
ko:K03644	abaa:IX88_10450
ko:K00627	abaa:IX88_10465
ko:K00382	abaa:IX88_10470
ko:K03366	abaa:IX88_10475
ko:K00004	abaa:IX88_10480
ko:K17218	abaa:IX88_10500
ko:K07090	abaa:IX88_10505
ko:K00003	abaa:IX88_10510
ko:K07506	abaa:IX88_10520
ko:K01031	abaa:IX88_11415
ko:K01032	abaa:IX88_11420
ko:K01055	abaa:IX88_11430
ko:K01434	abaa:IX88_11435
ko:K00276	abaa:IX88_11450
ko:K00059	abaa:IX88_11470
ko:K01426	abaa:IX88_11500
ko:K02624	abaa:IX88_11550
ko:K07112	abaa:IX88_11560
ko:K07112	abaa:IX88_11565
ko:K05358	abaa:IX88_11575
ko:K07267	abaa:IX88_11580
ko:K03785	abaa:IX88_11590
ko:K00448	abaa:IX88_11595
ko:K00449	abaa:IX88_11600
ko:K01607	abaa:IX88_11605
ko:K08195	abaa:IX88_11610
ko:K01055	abaa:IX88_11615
ko:K01857	abaa:IX88_11620
ko:K01032	abaa:IX88_11630
ko:K01031	abaa:IX88_11635
ko:K00991	abaa:IX88_11640
ko:K05589	abaa:IX88_11645
ko:K01689	abaa:IX88_11655
ko:K01627	abaa:IX88_11660
ko:K01937	abaa:IX88_11665
ko:K07044	abaa:IX88_11675
ko:K07019	abaa:IX88_11680
ko:K07275	abaa:IX88_12890
ko:K16088	abaa:IX88_12895
ko:K03824	abaa:IX88_12900
ko:K16053	abaa:IX88_12925
ko:K02014	abaa:IX88_12930
ko:K03719	abaa:IX88_12955
ko:K04093	abaa:IX88_12960
ko:K00799	abaa:IX88_12975
ko:K07346	abaa:IX88_12990
ko:K01256	abaa:IX88_13000
ko:K00878	abaa:IX88_13015
ko:K13652	abaa:IX88_13020
ko:K01826	abaa:IX88_13025
ko:K13954	abaa:IX88_13035
ko:K00138	abaa:IX88_13050
ko:K03735	abaa:IX88_13060
ko:K03736	abaa:IX88_13065
ko:K01951	abaa:IX88_13070
ko:K01886	abaa:IX88_13075
ko:K03768	abaa:IX88_13080
ko:K03269	abaa:IX88_13085
ko:K10679	abaa:IX88_13095
ko:K03666	abaa:IX88_13105
ko:K00791	abaa:IX88_13110
ko:K03572	abaa:IX88_13115
ko:K06925	abaa:IX88_13120
ko:K06177	abaa:IX88_13125
ko:K06183	abaa:IX88_13140
ko:K03576	abaa:IX88_13155
ko:K11904	abaa:IX88_07610
ko:K07126	abaa:IX88_07635
ko:K07126	abaa:IX88_07640
ko:K11734	abaa:IX88_07665
ko:K14052	abaa:IX88_07675
ko:K00840	abaa:IX88_07710
ko:K00673	abaa:IX88_07715
ko:K11737	abaa:IX88_07720
ko:K00154	abaa:IX88_07725
ko:K01708	abaa:IX88_07740
ko:K03535	abaa:IX88_07745
ko:K01706	abaa:IX88_07750
ko:K01707	abaa:IX88_07755
ko:K12508	abaa:IX88_07795
ko:K18383	abaa:IX88_07805
ko:K05819	abaa:IX88_07810
ko:K11475	abaa:IX88_07820
ko:K03333	abaa:IX88_07845
