ko:K22220	mava:LA64_17525
ko:K02067	mava:LA64_11010
ko:K02066	mava:LA64_11020
ko:K02066	mava:LA64_11025
ko:K01523	mava:LA64_11035
ko:K00765	mava:LA64_11040
ko:K07442	mava:LA64_11060
ko:K09764	mava:LA64_11065
ko:K13527	mava:LA64_11075
ko:K13570	mava:LA64_11090
ko:K03433	mava:LA64_11095
ko:K03432	mava:LA64_11100
ko:K13571	mava:LA64_11105
ko:K13573	mava:LA64_11115
ko:K03116	mava:LA64_11120
ko:K03118	mava:LA64_11125
ko:K03727	mava:LA64_11130
ko:K02049	mava:LA64_15515
ko:K02050	mava:LA64_15520
ko:K02051	mava:LA64_15525
ko:K03710	mava:LA64_15535
ko:K01584	mava:LA64_15565
ko:K03625	mava:LA64_15575
ko:K02356	mava:LA64_15580
ko:K03786	mava:LA64_15595
ko:K01735	mava:LA64_15600
ko:K00891	mava:LA64_15605
ko:K01736	mava:LA64_15610
ko:K02031	mava:LA64_15615
ko:K02032	mava:LA64_15615
ko:K02034	mava:LA64_15620
ko:K02033	mava:LA64_15625
ko:K02035	mava:LA64_15630
ko:K04091	mava:LA64_15650
ko:K02654	mava:LA64_15655
ko:K00014	mava:LA64_15660
ko:K07082	mava:LA64_15665
ko:K07447	mava:LA64_15670
ko:K01872	mava:LA64_15675
ko:K07478	mava:LA64_15695
ko:K01876	mava:LA64_15760
ko:K00077	mava:LA64_15765
ko:K07054	mava:LA64_15775
ko:K01714	mava:LA64_15780
ko:K01628	mava:LA64_15785
ko:K14162	mava:LA64_20100
ko:K01087	mava:LA64_20110
ko:K11609	mava:LA64_20140
ko:K14161	mava:LA64_20150
ko:K01951	mava:LA64_20165
ko:K03333	mava:LA64_20195
ko:K00088	mava:LA64_20200
ko:K00088	mava:LA64_20205
ko:K03088	mava:LA64_20220
ko:K04565	mava:LA64_20235
ko:K04077	mava:LA64_20250
ko:K04078	mava:LA64_20255
ko:K01409	mava:LA64_20260
ko:K03789	mava:LA64_20265
ko:K06925	mava:LA64_20275
ko:K01775	mava:LA64_20285
ko:K01580	mava:LA64_20290
ko:K00820	mava:LA64_20310
ko:K03431	mava:LA64_20340
ko:K02996	mava:LA64_20345
ko:K02871	mava:LA64_20350
ko:K06173	mava:LA64_20370
ko:K02879	mava:LA64_20375
ko:K03040	mava:LA64_20380
ko:K02986	mava:LA64_20385
ko:K02029	mava:LA64_00290
ko:K02030	mava:LA64_00290
ko:K14728	mava:LA64_00325
ko:K01858	mava:LA64_00330
ko:K02990	mava:LA64_00365
ko:K03111	mava:LA64_00370
ko:K02939	mava:LA64_00380
ko:K06994	mava:LA64_00410
ko:K03823	mava:LA64_00475
ko:K18481	mava:LA64_00480
ko:K02066	mava:LA64_00490
ko:K02066	mava:LA64_00495
ko:K02067	mava:LA64_00505
ko:K18481	mava:LA64_00530
ko:K00537	mava:LA64_05185
ko:K00948	mava:LA64_05190
ko:K04042	mava:LA64_05195
ko:K01586	mava:LA64_05210
ko:K03723	mava:LA64_05215
ko:K02428	mava:LA64_05220
ko:K01689	mava:LA64_05230
ko:K09009	mava:LA64_05240
ko:K01524	mava:LA64_05245
ko:K07667	mava:LA64_05255
ko:K07646	mava:LA64_05260
ko:K01548	mava:LA64_05265
ko:K01547	mava:LA64_05270
ko:K01546	mava:LA64_05275
ko:K07656	mava:LA64_05290
ko:K07672	mava:LA64_05295
ko:K00666	mava:LA64_05350
ko:K07001	mava:LA64_05365
ko:K07001	mava:LA64_05370
ko:K01692	mava:LA64_05395
ko:K01692	mava:LA64_05400
ko:K00626	mava:LA64_05410
ko:K01697	mava:LA64_05425
ko:K01739	mava:LA64_05435
ko:K03624	mava:LA64_05440
ko:K18455	mava:LA64_05450
ko:K06888	mava:LA64_05460
ko:K11068	mava:LA64_05470
ko:K01448	mava:LA64_09985
ko:K00153	mava:LA64_10050
ko:K07029	mava:LA64_10070
ko:K00803	mava:LA64_10075
ko:K00111	mava:LA64_10085
ko:K18472	mava:LA64_10095
ko:K11609	mava:LA64_10100
ko:K11609	mava:LA64_10105
ko:K02078	mava:LA64_10110
ko:K00645	mava:LA64_10115
ko:K00163	mava:LA64_10125
ko:K03386	mava:LA64_10140
ko:K02227	mava:LA64_10165
ko:K01104	mava:LA64_10175
ko:K00817	mava:LA64_10190
ko:K07164	mava:LA64_10200
ko:K09990	mava:LA64_10230
ko:K00631	mava:LA64_14655
ko:K02337	mava:LA64_14675
ko:K07124	mava:LA64_14685
ko:K06886	mava:LA64_14695
ko:K06180	mava:LA64_14705
ko:K03101	mava:LA64_14710
ko:K01424	mava:LA64_14715
ko:K02346	mava:LA64_14720
ko:K01870	mava:LA64_14730
ko:K06994	mava:LA64_14795
ko:K06994	mava:LA64_14800
ko:K01990	mava:LA64_14805
ko:K01992	mava:LA64_14810
ko:K01992	mava:LA64_14815
ko:K05303	mava:LA64_14860
ko:K05303	mava:LA64_14885
ko:K17947	mava:LA64_14895
ko:K07588	mava:LA64_14930
ko:K03496	mava:LA64_19260
ko:K02361	mava:LA64_19270
ko:K03088	mava:LA64_19310
ko:K00800	mava:LA64_19365
ko:K06949	mava:LA64_19370
ko:K00508	mava:LA64_19415
ko:K03455	mava:LA64_19445
ko:K07228	mava:LA64_19450
ko:K03070	mava:LA64_19470
ko:K07654	mava:LA64_19490
ko:K07670	mava:LA64_19495
ko:K00943	mava:LA64_19500
ko:K01251	mava:LA64_19505
ko:K07095	mava:LA64_23930
ko:K01992	mava:LA64_23945
ko:K18851	mava:LA64_23950
ko:K16146	mava:LA64_23960
ko:K05343	mava:LA64_23965
ko:K02355	mava:LA64_23980
ko:K01577	mava:LA64_23990
ko:K00128	mava:LA64_24040
ko:K00121	mava:LA64_24095
ko:K12955	mava:LA64_24115
ko:K14189	mava:LA64_24145
ko:K14733	mava:LA64_02475
ko:K01495	mava:LA64_02495
ko:K00796	mava:LA64_02500
ko:K01633	mava:LA64_02505
ko:K00950	mava:LA64_02510
ko:K01918	mava:LA64_02530
ko:K01579	mava:LA64_02535
ko:K03525	mava:LA64_02540
ko:K04567	mava:LA64_02545
ko:K03696	mava:LA64_02555
ko:K11159	mava:LA64_02575
ko:K03575	mava:LA64_02595
ko:K01673	mava:LA64_02600
ko:K07067	mava:LA64_02610
ko:K04485	mava:LA64_02615
ko:K07736	mava:LA64_02625
ko:K00991	mava:LA64_02630
ko:K01770	mava:LA64_02635
ko:K01883	mava:LA64_02640
ko:K01126	mava:LA64_02650
ko:K03893	mava:LA64_02665
ko:K07160	mava:LA64_02675
ko:K02075	mava:LA64_02680
ko:K02074	mava:LA64_02685
ko:K02077	mava:LA64_02690
ko:K15983	mava:LA64_02725
ko:K16047	mava:LA64_02730
ko:K16050	mava:LA64_02735
ko:K16049	mava:LA64_02740
ko:K01421	mava:LA64_07325
ko:K05337	mava:LA64_07430
ko:K02182	mava:LA64_07445
ko:K11533	mava:LA64_07490
ko:K00997	mava:LA64_07495
ko:K03564	mava:LA64_07505
ko:K01560	mava:LA64_12105
ko:K01782	mava:LA64_12140
ko:K00626	mava:LA64_12145
ko:K03151	mava:LA64_12225
ko:K13993	mava:LA64_12230
ko:K13993	mava:LA64_12240
ko:K01644	mava:LA64_12280
ko:K00036	mava:LA64_12290
ko:K03578	mava:LA64_12310
ko:K10533	mava:LA64_16660
ko:K00995	mava:LA64_16685
ko:K00619	mava:LA64_16690
ko:K03466	mava:LA64_16695
ko:K12574	mava:LA64_16720
ko:K01714	mava:LA64_16725
ko:K01153	mava:LA64_16745
ko:K01061	mava:LA64_16765
ko:K00215	mava:LA64_16810
ko:K00215	mava:LA64_16825
ko:K07044	mava:LA64_16850
ko:K00259	mava:LA64_16860
ko:K00459	mava:LA64_16865
ko:K00962	mava:LA64_16875
ko:K02956	mava:LA64_16880
ko:K11753	mava:LA64_16885
ko:K03709	mava:LA64_16890
ko:K06978	mava:LA64_16925
ko:K09767	mava:LA64_21255
ko:K00057	mava:LA64_21265
ko:K03799	mava:LA64_21280
ko:K00805	mava:LA64_21285
ko:K03183	mava:LA64_21300
ko:K12583	mava:LA64_21310
ko:K02551	mava:LA64_21320
ko:K02549	mava:LA64_21330
ko:K00666	mava:LA64_21340
ko:K01661	mava:LA64_21360
ko:K03306	mava:LA64_21375
ko:K01911	mava:LA64_21390
ko:K09931	mava:LA64_21400
ko:K17947	mava:LA64_21420
ko:K00772	mava:LA64_21425
ko:K02548	mava:LA64_21430
ko:K11608	mava:LA64_21435
ko:K07399	mava:LA64_21460
ko:K06196	mava:LA64_21465
ko:K01845	mava:LA64_21480
ko:K00077	mava:LA64_21500
ko:K11735	mava:LA64_21505
ko:K09966	mava:LA64_01575
ko:K01644	mava:LA64_01615
ko:K01958	mava:LA64_01620
ko:K01647	mava:LA64_01625
ko:K03417	mava:LA64_01630
ko:K01720	mava:LA64_01635
ko:K00852	mava:LA64_01645
ko:K14953	mava:LA64_01790
ko:K02343	mava:LA64_01815
ko:K00574	mava:LA64_01820
ko:K05592	mava:LA64_06415
ko:K00104	mava:LA64_06435
ko:K01426	mava:LA64_06470
ko:K06147	mava:LA64_06505
ko:K06147	mava:LA64_06510
ko:K08296	mava:LA64_06525
ko:K02035	mava:LA64_06550
ko:K02031	mava:LA64_06555
ko:K02032	mava:LA64_06555
ko:K02034	mava:LA64_06560
ko:K02033	mava:LA64_06565
ko:K01673	mava:LA64_06570
ko:K00957	mava:LA64_06580
ko:K00955	mava:LA64_06585
ko:K00595	mava:LA64_11185
ko:K05936	mava:LA64_11190
ko:K05895	mava:LA64_11195
ko:K03088	mava:LA64_11200
ko:K13540	mava:LA64_11210
ko:K06042	mava:LA64_11215
ko:K02229	mava:LA64_11220
ko:K15554	mava:LA64_11225
ko:K15555	mava:LA64_11230
ko:K15553	mava:LA64_11235
ko:K02230	mava:LA64_11245
ko:K07006	mava:LA64_11270
ko:K01061	mava:LA64_11275
ko:K07113	mava:LA64_11280
ko:K03820	mava:LA64_11290
ko:K03929	mava:LA64_11390
ko:K00851	mava:LA64_11400
ko:K08281	mava:LA64_11420
ko:K03088	mava:LA64_11435
ko:K02027	mava:LA64_11440
ko:K01892	mava:LA64_15825
ko:K03768	mava:LA64_15835
ko:K00951	mava:LA64_15845
ko:K00759	mava:LA64_15850
ko:K02035	mava:LA64_15855
ko:K03074	mava:LA64_15860
ko:K03072	mava:LA64_15865
ko:K03210	mava:LA64_15870
ko:K07250	mava:LA64_15875
ko:K12421	mava:LA64_15880
ko:K03551	mava:LA64_15890
ko:K03550	mava:LA64_15895
ko:K01159	mava:LA64_15900
ko:K00797	mava:LA64_15925
ko:K08681	mava:LA64_15935
ko:K10805	mava:LA64_15940
ko:K06215	mava:LA64_15945
ko:K08256	mava:LA64_15955
ko:K00995	mava:LA64_15965
ko:K01868	mava:LA64_15975
ko:K03316	mava:LA64_15980
ko:K00459	mava:LA64_16005
ko:K01857	mava:LA64_16045
ko:K00448	mava:LA64_16050
ko:K00449	mava:LA64_16055
ko:K02948	mava:LA64_20390
ko:K02952	mava:LA64_20395
ko:K02518	mava:LA64_20400
ko:K01790	mava:LA64_20420
ko:K00140	mava:LA64_20470
ko:K00817	mava:LA64_20490
ko:K00648	mava:LA64_20495
ko:K01652	mava:LA64_20505
ko:K02003	mava:LA64_20510
ko:K02004	mava:LA64_20515
ko:K16839	mava:LA64_20530
ko:K03088	mava:LA64_20540
ko:K01265	mava:LA64_20545
ko:K00939	mava:LA64_20550
ko:K03076	mava:LA64_20555
ko:K00854	mava:LA64_20570
ko:K00058	mava:LA64_20575
ko:K01628	mava:LA64_20580
ko:K04773	mava:LA64_20605
ko:K02876	mava:LA64_20615
ko:K02907	mava:LA64_20620
ko:K02988	mava:LA64_20625
ko:K02881	mava:LA64_20630
ko:K02933	mava:LA64_20635
ko:K02994	mava:LA64_20640
ko:K02954	mava:LA64_20645
ko:K02931	mava:LA64_20650
ko:K02895	mava:LA64_20655
ko:K02874	mava:LA64_20660
ko:K02039	mava:LA64_00625
ko:K03762	mava:LA64_00630
ko:K00574	mava:LA64_00640
ko:K15555	mava:LA64_00685
ko:K15553	mava:LA64_00690
ko:K15554	mava:LA64_00695
ko:K03088	mava:LA64_00800
ko:K00265	mava:LA64_00810
ko:K00266	mava:LA64_00815
ko:K04477	mava:LA64_00835
ko:K02346	mava:LA64_00840
ko:K10215	mava:LA64_00850
ko:K02553	mava:LA64_00855
ko:K07156	mava:LA64_00865
ko:K04564	mava:LA64_00890
ko:K12503	mava:LA64_05475
ko:K00867	mava:LA64_05490
ko:K00600	mava:LA64_05495
ko:K03922	mava:LA64_05500
ko:K07175	mava:LA64_05505
ko:K01679	mava:LA64_05525
ko:K02446	mava:LA64_05530
ko:K03929	mava:LA64_05545
ko:K16045	mava:LA64_05550
ko:K03602	mava:LA64_05555
ko:K03601	mava:LA64_05560
ko:K03527	mava:LA64_05570
ko:K06942	mava:LA64_05580
ko:K00036	mava:LA64_05675
ko:K00033	mava:LA64_05680
ko:K01006	mava:LA64_05710
ko:K15977	mava:LA64_05715
ko:K00549	mava:LA64_05725
ko:K00606	mava:LA64_10330
ko:K01915	mava:LA64_10350
ko:K00982	mava:LA64_10355
ko:K01915	mava:LA64_10440
ko:K03644	mava:LA64_10455
ko:K00622	mava:LA64_02750
ko:K18687	mava:LA64_02775
ko:K00059	mava:LA64_02785
ko:K00626	mava:LA64_02795
ko:K01692	mava:LA64_02825
ko:K00626	mava:LA64_02850
ko:K15981	mava:LA64_02855
ko:K05898	mava:LA64_02895
ko:K02554	mava:LA64_02900
ko:K04073	mava:LA64_02905
ko:K01666	mava:LA64_02910
ko:K15982	mava:LA64_02940
ko:K00626	mava:LA64_02955
ko:K07068	mava:LA64_02965
ko:K16046	mava:LA64_02980
ko:K01692	mava:LA64_02990
ko:K18688	mava:LA64_02995
ko:K07045	mava:LA64_03005
ko:K01652	mava:LA64_03010
ko:K00666	mava:LA64_03025
ko:K06994	mava:LA64_07535
ko:K13288	mava:LA64_07560
ko:K06915	mava:LA64_07565
ko:K07124	mava:LA64_07570
ko:K06902	mava:LA64_07575
ko:K01969	mava:LA64_07590
ko:K11263	mava:LA64_07595
ko:K01644	mava:LA64_07610
ko:K00161	mava:LA64_07615
ko:K00162	mava:LA64_07620
ko:K00627	mava:LA64_07625
ko:K01692	mava:LA64_07630
ko:K15781	mava:LA64_07675
ko:K02351	mava:LA64_07700
ko:K07245	mava:LA64_07700
ko:K03111	mava:LA64_07705
ko:K15371	mava:LA64_07715
ko:K07107	mava:LA64_07720
ko:K01187	mava:LA64_07735
ko:K06886	mava:LA64_07740
ko:K01256	mava:LA64_07760
ko:K01808	mava:LA64_07770
ko:K05522	mava:LA64_07775
ko:K03545	mava:LA64_07795
ko:K01358	mava:LA64_07800
ko:K01358	mava:LA64_07805
ko:K00547	mava:LA64_07810
ko:K03544	mava:LA64_07815
ko:K00174	mava:LA64_07820
ko:K00175	mava:LA64_07825
ko:K07140	mava:LA64_12345
ko:K03782	mava:LA64_12390
ko:K02371	mava:LA64_12465
ko:K11065	mava:LA64_12470
ko:K00666	mava:LA64_12500
ko:K14733	mava:LA64_12510
ko:K01637	mava:LA64_12520
ko:K06910	mava:LA64_12545
ko:K00459	mava:LA64_12570
ko:K07045	mava:LA64_12605
ko:K08178	mava:LA64_12610
ko:K03742	mava:LA64_12615
ko:K07560	mava:LA64_12625
ko:K14520	mava:LA64_12640
ko:K01692	mava:LA64_16940
ko:K02834	mava:LA64_16955
ko:K07742	mava:LA64_16970
ko:K02600	mava:LA64_16975
ko:K09748	mava:LA64_16980
ko:K01881	mava:LA64_16995
ko:K02302	mava:LA64_17010
ko:K02224	mava:LA64_17015
ko:K03404	mava:LA64_17025
ko:K02348	mava:LA64_17030
ko:K00116	mava:LA64_17035
ko:K17883	mava:LA64_17045
ko:K07241	mava:LA64_17050
ko:K07010	mava:LA64_17080
ko:K01915	mava:LA64_17085
ko:K02232	mava:LA64_17095
ko:K01265	mava:LA64_17100
ko:K06976	mava:LA64_17115
ko:K03526	mava:LA64_17120
ko:K00099	mava:LA64_17130
ko:K06941	mava:LA64_17145
ko:K00981	mava:LA64_17150
ko:K02838	mava:LA64_17155
ko:K09903	mava:LA64_17160
ko:K01426	mava:LA64_17205
ko:K02357	mava:LA64_17210
ko:K02967	mava:LA64_17215
ko:K04091	mava:LA64_21515
ko:K01698	mava:LA64_21560
ko:K13542	mava:LA64_21565
ko:K01749	mava:LA64_21570
ko:K02492	mava:LA64_21575
ko:K00574	mava:LA64_21610
ko:K01784	mava:LA64_21620
ko:K00286	mava:LA64_21630
ko:K01524	mava:LA64_21650
ko:K07776	mava:LA64_21670
ko:K07768	mava:LA64_21675
ko:K01834	mava:LA64_21680
ko:K15521	mava:LA64_21690
ko:K00075	mava:LA64_21710
ko:K03801	mava:LA64_10460
ko:K07071	mava:LA64_10465
ko:K01255	mava:LA64_10495
ko:K00605	mava:LA64_10500
ko:K00826	mava:LA64_10505
ko:K02233	mava:LA64_10510
ko:K00768	mava:LA64_10515
ko:K02231	mava:LA64_10520
ko:K00865	mava:LA64_10530
ko:K00856	mava:LA64_10545
ko:K01953	mava:LA64_10550
ko:K02275	mava:LA64_10555
ko:K01847	mava:LA64_14935
ko:K01847	mava:LA64_14940
ko:K01772	mava:LA64_15000
ko:K11611	mava:LA64_15005
ko:K11610	mava:LA64_15010
ko:K07114	mava:LA64_15020
ko:K03924	mava:LA64_15030
ko:K01681	mava:LA64_15050
ko:K01692	mava:LA64_15070
ko:K00384	mava:LA64_15075
ko:K04488	mava:LA64_15105
ko:K11717	mava:LA64_15110
ko:K09013	mava:LA64_15115
ko:K09015	mava:LA64_15120
ko:K09014	mava:LA64_15125
ko:K14339	mava:LA64_15135
ko:K01990	mava:LA64_15140
ko:K01992	mava:LA64_15145
ko:K02259	mava:LA64_15150
ko:K00615	mava:LA64_15170
ko:K00616	mava:LA64_15175
ko:K00036	mava:LA64_15180
ko:K01057	mava:LA64_15190
ko:K01595	mava:LA64_15215
ko:K00496	mava:LA64_19525
ko:K03294	mava:LA64_19530
ko:K01809	mava:LA64_19540
ko:K01840	mava:LA64_19550
ko:K11212	mava:LA64_19570
ko:K12234	mava:LA64_19575
ko:K00966	mava:LA64_19590
ko:K16870	mava:LA64_19595
ko:K00067	mava:LA64_19600
ko:K12950	mava:LA64_19620
ko:K02040	mava:LA64_19640
ko:K01588	mava:LA64_19665
ko:K01589	mava:LA64_19670
ko:K03524	mava:LA64_19685
ko:K01966	mava:LA64_19695
ko:K06287	mava:LA64_19705
ko:K01011	mava:LA64_19710
ko:K02426	mava:LA64_19715
ko:K11263	mava:LA64_19720
ko:K03090	mava:LA64_19730
ko:K03918	mava:LA64_19755
ko:K03719	mava:LA64_19760
ko:K00128	mava:LA64_19770
ko:K03724	mava:LA64_19780
ko:K05522	mava:LA64_19785
ko:K03932	mava:LA64_19790
ko:K07301	mava:LA64_24210
ko:K17686	mava:LA64_24245
ko:K03932	mava:LA64_24265
ko:K00666	mava:LA64_24295
ko:K07068	mava:LA64_24305
ko:K07068	mava:LA64_24335
ko:K01623	mava:LA64_24370
ko:K06994	mava:LA64_24430
ko:K01619	mava:LA64_21735
ko:K16645	mava:LA64_21750
ko:K00574	mava:LA64_21770
ko:K00574	mava:LA64_21775
ko:K00074	mava:LA64_21780
ko:K01637	mava:LA64_21785
ko:K07110	mava:LA64_21795
ko:K01962	mava:LA64_04575
ko:K01963	mava:LA64_04575
ko:K01692	mava:LA64_04580
ko:K03322	mava:LA64_04650
ko:K00076	mava:LA64_04660
ko:K02040	mava:LA64_04665
ko:K02037	mava:LA64_04670
ko:K02038	mava:LA64_04675
ko:K10979	mava:LA64_04680
ko:K00847	mava:LA64_04685
ko:K00045	mava:LA64_04690
ko:K00045	mava:LA64_04700
ko:K01971	mava:LA64_04705
ko:K02228	mava:LA64_04750
ko:K10563	mava:LA64_04755
ko:K01810	mava:LA64_04765
ko:K04093	mava:LA64_04770
ko:K03657	mava:LA64_04775
ko:K01903	mava:LA64_04790
ko:K01902	mava:LA64_04795
ko:K00626	mava:LA64_04800
ko:K11175	mava:LA64_04820
ko:K00602	mava:LA64_04825
ko:K03405	mava:LA64_04835
ko:K06221	mava:LA64_04845
ko:K01692	mava:LA64_04855
ko:K01965	mava:LA64_04865
ko:K03711	mava:LA64_09355
ko:K01880	mava:LA64_09365
ko:K01129	mava:LA64_09385
ko:K00640	mava:LA64_09430
ko:K01738	mava:LA64_09435
ko:K11717	mava:LA64_09450
ko:K02066	mava:LA64_09470
ko:K02066	mava:LA64_09475
ko:K02067	mava:LA64_09485
ko:K02067	mava:LA64_09490
ko:K02067	mava:LA64_09495
ko:K02067	mava:LA64_09520
ko:K18481	mava:LA64_09525
ko:K18481	mava:LA64_09530
ko:K02575	mava:LA64_09560
ko:K00232	mava:LA64_09565
ko:K16786	mava:LA64_09585
ko:K01448	mava:LA64_01835
ko:K09747	mava:LA64_01840
ko:K06187	mava:LA64_01845
ko:K07009	mava:LA64_01850
ko:K02342	mava:LA64_01860
ko:K01649	mava:LA64_01865
ko:K00928	mava:LA64_01870
ko:K00133	mava:LA64_01875
ko:K01919	mava:LA64_01900
ko:K18912	mava:LA64_01905
ko:K07008	mava:LA64_01910
ko:K18911	mava:LA64_01915
ko:K18913	mava:LA64_01920
ko:K00864	mava:LA64_01935
ko:K03924	mava:LA64_01965
ko:K09117	mava:LA64_01985
ko:K03833	mava:LA64_01990
ko:K01042	mava:LA64_01995
ko:K01008	mava:LA64_02005
ko:K00123	mava:LA64_02010
ko:K00123	mava:LA64_02015
ko:K00124	mava:LA64_02020
ko:K05520	mava:LA64_02035
ko:K02493	mava:LA64_02040
ko:K17752	mava:LA64_02065
ko:K17762	mava:LA64_02070
ko:K17763	mava:LA64_02075
ko:K01738	mava:LA64_02125
ko:K01887	mava:LA64_06800
ko:K01586	mava:LA64_06805
ko:K00003	mava:LA64_06810
ko:K01733	mava:LA64_06815
ko:K00872	mava:LA64_06820
ko:K03628	mava:LA64_06825
ko:K02909	mava:LA64_06830
ko:K02835	mava:LA64_06835
ko:K16787	mava:LA64_09585
ko:K16785	mava:LA64_09590
ko:K02027	mava:LA64_09605
ko:K02026	mava:LA64_09610
ko:K02025	mava:LA64_09615
ko:K03568	mava:LA64_09620
ko:K16167	mava:LA64_14095
ko:K12434	mava:LA64_14105
ko:K12434	mava:LA64_14110
ko:K16167	mava:LA64_14115
ko:K01755	mava:LA64_14120
ko:K01940	mava:LA64_14125
ko:K03402	mava:LA64_14130
ko:K00611	mava:LA64_14135
ko:K00930	mava:LA64_14145
ko:K00620	mava:LA64_14150
ko:K00145	mava:LA64_14155
ko:K01890	mava:LA64_14160
ko:K01889	mava:LA64_14165
ko:K03437	mava:LA64_14185
ko:K02887	mava:LA64_14190
ko:K02916	mava:LA64_14195
ko:K02520	mava:LA64_14200
ko:K04567	mava:LA64_14205
ko:K03701	mava:LA64_14240
ko:K14340	mava:LA64_14255
ko:K07507	mava:LA64_14260
ko:K03702	mava:LA64_14270
ko:K09146	mava:LA64_14295
ko:K10563	mava:LA64_14305
ko:K00859	mava:LA64_14315
ko:K02945	mava:LA64_14320
ko:K00464	mava:LA64_14325
ko:K00337	mava:LA64_18645
ko:K00338	mava:LA64_18650
ko:K00339	mava:LA64_18655
ko:K00340	mava:LA64_18660
ko:K00341	mava:LA64_18665
ko:K00342	mava:LA64_18670
ko:K00343	mava:LA64_18675
ko:K03924	mava:LA64_18700
ko:K00274	mava:LA64_18755
ko:K03412	mava:LA64_18775
ko:K13924	mava:LA64_18780
ko:K03412	mava:LA64_18790
ko:K03781	mava:LA64_18795
ko:K00612	mava:LA64_18870
ko:K03271	mava:LA64_18885
ko:K00012	mava:LA64_18905
ko:K00156	mava:LA64_18910
ko:K01687	mava:LA64_23305
ko:K05349	mava:LA64_23325
ko:K03088	mava:LA64_23345
ko:K06911	mava:LA64_23365
ko:K18481	mava:LA64_23385
ko:K18481	mava:LA64_23390
ko:K18481	mava:LA64_23395
ko:K18481	mava:LA64_23400
ko:K02067	mava:LA64_23405
ko:K02067	mava:LA64_23410
ko:K02067	mava:LA64_23415
ko:K02067	mava:LA64_23420
ko:K02067	mava:LA64_23425
ko:K02067	mava:LA64_23430
ko:K02066	mava:LA64_23435
ko:K02066	mava:LA64_23440
ko:K00666	mava:LA64_23445
ko:K07107	mava:LA64_23460
ko:K01153	mava:LA64_23475
ko:K03427	mava:LA64_23490
ko:K02065	mava:LA64_23540
ko:K00031	mava:LA64_23560
ko:K02493	mava:LA64_06840
ko:K02851	mava:LA64_06850
ko:K02108	mava:LA64_06860
ko:K02110	mava:LA64_06865
ko:K02109	mava:LA64_06870
ko:K02109	mava:LA64_06875
ko:K02113	mava:LA64_06875
ko:K02111	mava:LA64_06880
ko:K02115	mava:LA64_06885
ko:K02112	mava:LA64_06890
ko:K02114	mava:LA64_06895
ko:K00790	mava:LA64_06910
ko:K00567	mava:LA64_06935
ko:K13529	mava:LA64_06940
ko:K02025	mava:LA64_11445
ko:K02026	mava:LA64_11450
ko:K10112	mava:LA64_11455
ko:K07001	mava:LA64_11460
ko:K07243	mava:LA64_11475
ko:K07224	mava:LA64_11480
ko:K16301	mava:LA64_11485
ko:K03088	mava:LA64_11505
ko:K00038	mava:LA64_11610
ko:K06994	mava:LA64_11615
ko:K00140	mava:LA64_11635
ko:K02066	mava:LA64_11660
ko:K02066	mava:LA64_11665
ko:K02067	mava:LA64_11670
ko:K02067	mava:LA64_11675
ko:K02067	mava:LA64_11680
ko:K02067	mava:LA64_11685
ko:K02067	mava:LA64_11690
ko:K02067	mava:LA64_11695
ko:K18481	mava:LA64_11700
ko:K18481	mava:LA64_11705
ko:K07090	mava:LA64_16120
ko:K03781	mava:LA64_16125
ko:K01574	mava:LA64_16210
ko:K01607	mava:LA64_16260
ko:K06916	mava:LA64_16310
ko:K16647	mava:LA64_16325
ko:K07305	mava:LA64_16330
ko:K02040	mava:LA64_20685
ko:K01130	mava:LA64_20690
ko:K02961	mava:LA64_20695
ko:K02904	mava:LA64_20700
ko:K02878	mava:LA64_20705
ko:K02982	mava:LA64_20710
ko:K02890	mava:LA64_20715
ko:K02965	mava:LA64_20720
ko:K02886	mava:LA64_20725
ko:K02892	mava:LA64_20730
ko:K02926	mava:LA64_20735
ko:K02906	mava:LA64_20740
ko:K02946	mava:LA64_20745
ko:K00101	mava:LA64_20770
ko:K01092	mava:LA64_20805
ko:K02358	mava:LA64_20830
ko:K02355	mava:LA64_20835
ko:K02992	mava:LA64_20840
ko:K02950	mava:LA64_20845
ko:K01692	mava:LA64_20865
ko:K02616	mava:LA64_20870
ko:K01692	mava:LA64_20875
ko:K09456	mava:LA64_20880
ko:K01151	mava:LA64_20885
ko:K03046	mava:LA64_20890
ko:K03043	mava:LA64_20895
ko:K02065	mava:LA64_20900
ko:K11159	mava:LA64_20905
ko:K02935	mava:LA64_20915
ko:K02864	mava:LA64_20920
ko:K00845	mava:LA64_20930
ko:K00645	mava:LA64_20935
ko:K00336	mava:LA64_18640
ko:K01621	mava:LA64_12880
ko:K08095	mava:LA64_19850
ko:K08095	mava:LA64_20360
ko:K08095	mava:LA64_20365
ko:K08095	mava:LA64_12330
ko:K08095	mava:LA64_07650
ko:K08095	mava:LA64_12420
ko:K07497	mava:LA64_23515
ko:K07497	mava:LA64_23535
ko:K07497	mava:LA64_09950
ko:K07497	mava:LA64_14875
ko:K07497	mava:LA64_06745
ko:K07497	mava:LA64_11525
ko:K07497	mava:LA64_02270
ko:K07497	mava:LA64_12090
ko:K07497	mava:LA64_12120
ko:K07497	mava:LA64_07640
ko:K07497	mava:LA64_07690
ko:K07497	mava:LA64_08555
ko:K01990	mava:LA64_23940
ko:K00020	mava:LA64_20480
ko:K12466	mava:LA64_03935
ko:K12952	mava:LA64_04595
