ko:K18137	abr:ABTJ_01608
ko:K03703	abr:ABTJ_03464
ko:K01825	abr:ABTJ_03469
ko:K07002	abr:ABTJ_03473
ko:K04079	abr:ABTJ_03479
ko:K01465	abr:ABTJ_02535
ko:K00609	abr:ABTJ_02536
ko:K12297	abr:ABTJ_02538
ko:K03695	abr:ABTJ_02541
ko:K07397	abr:ABTJ_02544
ko:K01939	abr:ABTJ_02551
ko:K02502	abr:ABTJ_02552
ko:K07146	abr:ABTJ_00749
ko:K06938	abr:ABTJ_00750
ko:K01647	abr:ABTJ_00751
ko:K00242	abr:ABTJ_00753
ko:K00239	abr:ABTJ_00754
ko:K00240	abr:ABTJ_00755
ko:K00164	abr:ABTJ_00756
ko:K00658	abr:ABTJ_00757
ko:K00382	abr:ABTJ_00758
ko:K01903	abr:ABTJ_00759
ko:K01902	abr:ABTJ_00760
ko:K01867	abr:ABTJ_00761
ko:K09781	abr:ABTJ_00762
ko:K07443	abr:ABTJ_00776
ko:K03624	abr:ABTJ_00779
ko:K01955	abr:ABTJ_00780
ko:K01956	abr:ABTJ_00781
ko:K07574	abr:ABTJ_00784
ko:K03798	abr:ABTJ_00786
ko:K00796	abr:ABTJ_00787
ko:K01491	abr:ABTJ_00794
ko:K00864	abr:ABTJ_00798
ko:K00111	abr:ABTJ_00799
ko:K04078	abr:ABTJ_00804
ko:K04077	abr:ABTJ_00805
ko:K00901	abr:ABTJ_00806
ko:K03799	abr:ABTJ_00813
ko:K14058	abr:ABTJ_00815
ko:K05808	abr:ABTJ_03150
ko:K03092	abr:ABTJ_03151
ko:K04754	abr:ABTJ_03158
ko:K02221	abr:ABTJ_03170
ko:K00286	abr:ABTJ_03171
ko:K04075	abr:ABTJ_03172
ko:K01962	abr:ABTJ_03173
ko:K01524	abr:ABTJ_03174
ko:K03671	abr:ABTJ_03175
ko:K03628	abr:ABTJ_03176
ko:K04764	abr:ABTJ_03178
ko:K01890	abr:ABTJ_03179
ko:K01889	abr:ABTJ_03180
ko:K02887	abr:ABTJ_03184
ko:K02916	abr:ABTJ_03185
ko:K02520	abr:ABTJ_03189
ko:K01868	abr:ABTJ_03190
ko:K09889	abr:ABTJ_03192
ko:K06958	abr:ABTJ_03194
ko:K01918	abr:ABTJ_03195
ko:K00606	abr:ABTJ_03196
ko:K00950	abr:ABTJ_03197
ko:K02237	abr:ABTJ_03199
ko:K03215	abr:ABTJ_03203
ko:K07501	abr:ABTJ_03204
ko:K00134	abr:ABTJ_02553
ko:K01872	abr:ABTJ_02554
ko:K00928	abr:ABTJ_02555
ko:K03563	abr:ABTJ_02556
ko:K03470	abr:ABTJ_02557
ko:K06901	abr:ABTJ_02561
ko:K06911	abr:ABTJ_02566
ko:K00673	abr:ABTJ_02589
ko:K00840	abr:ABTJ_02590
ko:K14052	abr:ABTJ_02596
ko:K01940	abr:ABTJ_02615
ko:K01465	abr:ABTJ_02617
ko:K03683	abr:ABTJ_02618
ko:K13896	abr:ABTJ_02622
ko:K13895	abr:ABTJ_02623
ko:K13894	abr:ABTJ_02624
ko:K13893	abr:ABTJ_02625
ko:K03426	abr:ABTJ_02629
ko:K07460	abr:ABTJ_02632
ko:K07056	abr:ABTJ_02633
ko:K05596	abr:ABTJ_02635
ko:K06895	abr:ABTJ_02636
ko:K03185	abr:ABTJ_02641
ko:K09895	abr:ABTJ_02643
ko:K09160	abr:ABTJ_00054
ko:K07478	abr:ABTJ_00056
ko:K01923	abr:ABTJ_00059
ko:K01714	abr:ABTJ_00061
ko:K08281	abr:ABTJ_00062
ko:K03453	abr:ABTJ_00063
ko:K00457	abr:ABTJ_00066
ko:K01555	abr:ABTJ_00070
ko:K05836	abr:ABTJ_00075
ko:K09975	abr:ABTJ_00076
ko:K01712	abr:ABTJ_00077
ko:K01745	abr:ABTJ_00078
ko:K01468	abr:ABTJ_00080
ko:K01091	abr:ABTJ_00083
ko:K01776	abr:ABTJ_00084
ko:K00820	abr:ABTJ_00085
ko:K04042	abr:ABTJ_00086
ko:K01095	abr:ABTJ_00087
ko:K00946	abr:ABTJ_00088
ko:K03625	abr:ABTJ_00089
ko:K00794	abr:ABTJ_00090
ko:K14652	abr:ABTJ_00091
ko:K01079	abr:ABTJ_00093
ko:K07560	abr:ABTJ_00096
ko:K00763	abr:ABTJ_00097
ko:K01613	abr:ABTJ_00099
ko:K07636	abr:ABTJ_00104
ko:K14287	abr:ABTJ_00109
ko:K01919	abr:ABTJ_00113
ko:K03611	abr:ABTJ_00114
ko:K07000	abr:ABTJ_00120
ko:K02622	abr:ABTJ_00121
ko:K01483	abr:ABTJ_00123
ko:K01477	abr:ABTJ_00124
ko:K07127	abr:ABTJ_00128
ko:K04084	abr:ABTJ_00134
ko:K01142	abr:ABTJ_00139
ko:K00762	abr:ABTJ_00140
ko:K01920	abr:ABTJ_00143
ko:K02563	abr:ABTJ_00144
ko:K01924	abr:ABTJ_00145
ko:K01921	abr:ABTJ_00146
ko:K03589	abr:ABTJ_00147
ko:K03590	abr:ABTJ_00148
ko:K03531	abr:ABTJ_00149
ko:K02535	abr:ABTJ_00150
ko:K00163	abr:ABTJ_00153
ko:K00627	abr:ABTJ_00154
ko:K06940	abr:ABTJ_00162
ko:K03431	abr:ABTJ_00164
ko:K00275	abr:ABTJ_00165
ko:K07462	abr:ABTJ_00166
ko:K02836	abr:ABTJ_00168
ko:K02527	abr:ABTJ_00172
ko:K01895	abr:ABTJ_00176
ko:K00299	abr:ABTJ_00181
ko:K14393	abr:ABTJ_00186
ko:K02168	abr:ABTJ_00188
ko:K03701	abr:ABTJ_00192
ko:K08987	abr:ABTJ_00195
ko:K02442	abr:ABTJ_00196
ko:K03707	abr:ABTJ_00197
ko:K09799	abr:ABTJ_00198
ko:K00375	abr:ABTJ_00205
ko:K00823	abr:ABTJ_00206
ko:K06911	abr:ABTJ_00210
ko:K08224	abr:ABTJ_00216
ko:K01173	abr:ABTJ_00238
ko:K06188	abr:ABTJ_00241
ko:K02500	abr:ABTJ_00244
ko:K02204	abr:ABTJ_00245
ko:K04760	abr:ABTJ_00818
ko:K07044	abr:ABTJ_00824
ko:K07124	abr:ABTJ_00827
ko:K00865	abr:ABTJ_00829
ko:K02379	abr:ABTJ_00831
ko:K03473	abr:ABTJ_00833
ko:K04568	abr:ABTJ_00834
ko:K04485	abr:ABTJ_00837
ko:K11737	abr:ABTJ_00838
ko:K01586	abr:ABTJ_00840
ko:K01778	abr:ABTJ_00841
ko:K03733	abr:ABTJ_00843
ko:K03521	abr:ABTJ_00844
ko:K03522	abr:ABTJ_00845
ko:K02469	abr:ABTJ_00846
ko:K01993	abr:ABTJ_00853
ko:K00831	abr:ABTJ_00855
ko:K09768	abr:ABTJ_00858
ko:K09808	abr:ABTJ_00860
ko:K02517	abr:ABTJ_00863
ko:K04773	abr:ABTJ_00864
ko:K11175	abr:ABTJ_00866
ko:K01933	abr:ABTJ_00867
ko:K10763	abr:ABTJ_00869
ko:K03088	abr:ABTJ_00874
ko:K03437	abr:ABTJ_00875
ko:K03841	abr:ABTJ_00876
ko:K03640	abr:ABTJ_00878
ko:K03641	abr:ABTJ_00879
ko:K03562	abr:ABTJ_00882
ko:K07107	abr:ABTJ_00883
ko:K03551	abr:ABTJ_00885
ko:K03550	abr:ABTJ_00886
ko:K01129	abr:ABTJ_00887
ko:K01952	abr:ABTJ_00888
ko:K07552	abr:ABTJ_00889
ko:K03564	abr:ABTJ_00895
ko:K06920	abr:ABTJ_00898
ko:K10026	abr:ABTJ_00899
ko:K13635	abr:ABTJ_00902
ko:K02045	abr:ABTJ_00903
ko:K02047	abr:ABTJ_00904
ko:K02046	abr:ABTJ_00905
ko:K07002	abr:ABTJ_00906
ko:K02048	abr:ABTJ_00907
ko:K07082	abr:ABTJ_00909
ko:K00943	abr:ABTJ_00910
ko:K00278	abr:ABTJ_00912
ko:K07107	abr:ABTJ_00914
ko:K03596	abr:ABTJ_00915
ko:K03100	abr:ABTJ_00916
ko:K03685	abr:ABTJ_00918
ko:K03584	abr:ABTJ_00921
ko:K03474	abr:ABTJ_00922
ko:K06169	abr:ABTJ_00923
ko:K00812	abr:ABTJ_00929
ko:K03702	abr:ABTJ_00933
ko:K03098	abr:ABTJ_00934
ko:K05786	abr:ABTJ_00935
ko:K00134	abr:ABTJ_00936
ko:K03979	abr:ABTJ_00939
ko:K00931	abr:ABTJ_00940
ko:K00459	abr:ABTJ_01014
ko:K01669	abr:ABTJ_01023
ko:K03775	abr:ABTJ_01024
ko:K03885	abr:ABTJ_01025
ko:K00031	abr:ABTJ_01028
ko:K06181	abr:ABTJ_01029
ko:K00031	abr:ABTJ_01030
ko:K06956	abr:ABTJ_01035
ko:K00788	abr:ABTJ_01042
ko:K01845	abr:ABTJ_01043
ko:K03580	abr:ABTJ_01046
ko:K00836	abr:ABTJ_01054
ko:K13745	abr:ABTJ_01055
ko:K02040	abr:ABTJ_01060
ko:K02037	abr:ABTJ_01061
ko:K02038	abr:ABTJ_01062
ko:K02036	abr:ABTJ_01063
ko:K08984	abr:ABTJ_01066
ko:K01756	abr:ABTJ_01067
ko:K07153	abr:ABTJ_01068
ko:K00566	abr:ABTJ_01069
ko:K03787	abr:ABTJ_01075
ko:K06194	abr:ABTJ_01076
ko:K08218	abr:ABTJ_01079
ko:K14347	abr:ABTJ_01081
ko:K02909	abr:ABTJ_01082
ko:K02356	abr:ABTJ_01086
ko:K06200	abr:ABTJ_01087
ko:K06995	abr:ABTJ_01097
ko:K00140	abr:ABTJ_01098
ko:K01814	abr:ABTJ_00251
ko:K02501	abr:ABTJ_00254
ko:K01693	abr:ABTJ_00255
ko:K07638	abr:ABTJ_00261
ko:K07659	abr:ABTJ_00262
ko:K06959	abr:ABTJ_00263
ko:K01673	abr:ABTJ_00264
ko:K01740	abr:ABTJ_00266
ko:K15726	abr:ABTJ_00276
ko:K02048	abr:ABTJ_00288
ko:K03438	abr:ABTJ_00289
ko:K03586	abr:ABTJ_00290
ko:K03587	abr:ABTJ_00291
ko:K01928	abr:ABTJ_00292
ko:K01929	abr:ABTJ_00293
ko:K01000	abr:ABTJ_00294
ko:K00563	abr:ABTJ_00296
ko:K05366	abr:ABTJ_00297
ko:K02662	abr:ABTJ_00298
ko:K02666	abr:ABTJ_00302
ko:K00891	abr:ABTJ_00303
ko:K01735	abr:ABTJ_00304
ko:K00266	abr:ABTJ_00307
ko:K07044	abr:ABTJ_00308
ko:K03744	abr:ABTJ_00309
ko:K06872	abr:ABTJ_00310
ko:K03594	abr:ABTJ_00315
ko:K02192	abr:ABTJ_00316
ko:K03060	abr:ABTJ_00319
ko:K00942	abr:ABTJ_00320
ko:K03527	abr:ABTJ_00321
ko:K01609	abr:ABTJ_01157
ko:K00766	abr:ABTJ_01158
ko:K03305	abr:ABTJ_01163
ko:K01915	abr:ABTJ_01164
ko:K03181	abr:ABTJ_01165
ko:K03179	abr:ABTJ_01166
ko:K04564	abr:ABTJ_01173
ko:K04691	abr:ABTJ_01175
ko:K00029	abr:ABTJ_01177
ko:K09761	abr:ABTJ_01179
ko:K00297	abr:ABTJ_01180
ko:K01251	abr:ABTJ_01181
ko:K03644	abr:ABTJ_01185
ko:K00322	abr:ABTJ_01186
ko:K02575	abr:ABTJ_01189
ko:K01265	abr:ABTJ_01191
ko:K02967	abr:ABTJ_01192
ko:K02357	abr:ABTJ_01193
ko:K03642	abr:ABTJ_01199
ko:K05837	abr:ABTJ_01201
ko:K06879	abr:ABTJ_01203
ko:K10857	abr:ABTJ_01208
ko:K11103	abr:ABTJ_01346
ko:K02072	abr:ABTJ_01351
ko:K02071	abr:ABTJ_01352
ko:K02073	abr:ABTJ_01353
ko:K01945	abr:ABTJ_01354
ko:K00602	abr:ABTJ_01355
ko:K03557	abr:ABTJ_01356
ko:K02687	abr:ABTJ_01358
ko:K03495	abr:ABTJ_01360
ko:K07395	abr:ABTJ_01365
ko:K01775	abr:ABTJ_01366
ko:K02939	abr:ABTJ_01368
ko:K02963	abr:ABTJ_01369
ko:K02990	abr:ABTJ_01370
ko:K02300	abr:ABTJ_01372
ko:K02299	abr:ABTJ_01373
ko:K02298	abr:ABTJ_01374
ko:K02297	abr:ABTJ_01375
ko:K01338	abr:ABTJ_02781
ko:K00783	abr:ABTJ_02782
ko:K00262	abr:ABTJ_02785
ko:K10773	abr:ABTJ_02787
ko:K05515	abr:ABTJ_02791
ko:K03192	abr:ABTJ_02793
ko:K03189	abr:ABTJ_02794
ko:K03188	abr:ABTJ_02795
ko:K03187	abr:ABTJ_02796
ko:K01428	abr:ABTJ_02797
ko:K01429	abr:ABTJ_02798
ko:K01430	abr:ABTJ_02799
ko:K03190	abr:ABTJ_02800
ko:K01637	abr:ABTJ_02803
ko:K07007	abr:ABTJ_03042
ko:K00528	abr:ABTJ_03047
ko:K00761	abr:ABTJ_03050
ko:K00343	abr:ABTJ_03051
ko:K00342	abr:ABTJ_03052
ko:K00341	abr:ABTJ_03053
ko:K00340	abr:ABTJ_03054
ko:K00339	abr:ABTJ_03055
ko:K00338	abr:ABTJ_03056
ko:K00337	abr:ABTJ_03057
ko:K00334	abr:ABTJ_03060
ko:K13378	abr:ABTJ_03061
ko:K00331	abr:ABTJ_03062
ko:K00330	abr:ABTJ_03063
ko:K07639	abr:ABTJ_03066
ko:K07661	abr:ABTJ_03067
ko:K05358	abr:ABTJ_03085
ko:K08084	abr:ABTJ_00322
ko:K02671	abr:ABTJ_00323
ko:K02672	abr:ABTJ_00324
ko:K02655	abr:ABTJ_00327
ko:K02655	abr:ABTJ_00328
ko:K02959	abr:ABTJ_00329
ko:K02860	abr:ABTJ_00330
ko:K00554	abr:ABTJ_00331
ko:K02884	abr:ABTJ_00332
ko:K07090	abr:ABTJ_00336
ko:K11939	abr:ABTJ_00338
ko:K11939	abr:ABTJ_00339
ko:K03923	abr:ABTJ_00344
ko:K08160	abr:ABTJ_00346
ko:K00261	abr:ABTJ_00357
ko:K00840	abr:ABTJ_00358
ko:K00673	abr:ABTJ_00359
ko:K06447	abr:ABTJ_00360
ko:K01484	abr:ABTJ_00361
ko:K05526	abr:ABTJ_00362
ko:K01879	abr:ABTJ_00371
ko:K01878	abr:ABTJ_00372
ko:K07168	abr:ABTJ_00377
ko:K00014	abr:ABTJ_00382
ko:K00228	abr:ABTJ_00383
ko:K01662	abr:ABTJ_00385
ko:K02065	abr:ABTJ_00388
ko:K02066	abr:ABTJ_00389
ko:K07323	abr:ABTJ_00391
ko:K03284	abr:ABTJ_00393
ko:K06966	abr:ABTJ_00394
ko:K03655	abr:ABTJ_00397
ko:K00631	abr:ABTJ_00400
ko:K10805	abr:ABTJ_00401
ko:K07044	abr:ABTJ_00403
ko:K03978	abr:ABTJ_00404
ko:K13771	abr:ABTJ_00405
ko:K05916	abr:ABTJ_00406
ko:K06915	abr:ABTJ_00407
ko:K02946	abr:ABTJ_00410
ko:K02906	abr:ABTJ_00411
ko:K02926	abr:ABTJ_00412
ko:K02892	abr:ABTJ_00413
ko:K02886	abr:ABTJ_00414
ko:K02965	abr:ABTJ_00415
ko:K02890	abr:ABTJ_00416
ko:K02982	abr:ABTJ_00417
ko:K02878	abr:ABTJ_00418
ko:K02904	abr:ABTJ_00419
ko:K02961	abr:ABTJ_00420
ko:K02874	abr:ABTJ_00421
ko:K02895	abr:ABTJ_00422
ko:K02931	abr:ABTJ_00423
ko:K02954	abr:ABTJ_00424
ko:K02994	abr:ABTJ_00425
ko:K02933	abr:ABTJ_00426
ko:K02881	abr:ABTJ_00427
ko:K02988	abr:ABTJ_00428
ko:K02907	abr:ABTJ_00429
ko:K02876	abr:ABTJ_00430
ko:K03076	abr:ABTJ_00431
ko:K02919	abr:ABTJ_00432
ko:K02952	abr:ABTJ_00433
ko:K02948	abr:ABTJ_00434
ko:K02986	abr:ABTJ_00435
ko:K03040	abr:ABTJ_00436
ko:K02879	abr:ABTJ_00437
ko:K09159	abr:ABTJ_00440
ko:K07070	abr:ABTJ_00447
ko:K01414	abr:ABTJ_00448
ko:K12573	abr:ABTJ_00449
ko:K07078	abr:ABTJ_00456
ko:K07058	abr:ABTJ_00461
ko:K03809	abr:ABTJ_00462
ko:K03816	abr:ABTJ_00463
ko:K03832	abr:ABTJ_00466
ko:K07042	abr:ABTJ_00467
ko:K06168	abr:ABTJ_00469
ko:K08309	abr:ABTJ_00470
ko:K00024	abr:ABTJ_00472
ko:K07115	abr:ABTJ_00476
ko:K13774	abr:ABTJ_00490
ko:K13778	abr:ABTJ_00491
ko:K11731	abr:ABTJ_00492
ko:K13779	abr:ABTJ_00493
ko:K13777	abr:ABTJ_00494
ko:K03600	abr:ABTJ_00496
ko:K03599	abr:ABTJ_00497
ko:K02996	abr:ABTJ_00498
ko:K02871	abr:ABTJ_00499
ko:K00097	abr:ABTJ_00500
ko:K02528	abr:ABTJ_00501
ko:K03665	abr:ABTJ_00506
ko:K00382	abr:ABTJ_00519
ko:K03672	abr:ABTJ_00523
ko:K10806	abr:ABTJ_00524
ko:K09767	abr:ABTJ_00526
ko:K15461	abr:ABTJ_00528
ko:K09780	abr:ABTJ_00530
ko:K06190	abr:ABTJ_00531
ko:K07053	abr:ABTJ_00532
ko:K03630	abr:ABTJ_00534
ko:K13038	abr:ABTJ_00535
ko:K03074	abr:ABTJ_00536
ko:K03072	abr:ABTJ_00537
ko:K03210	abr:ABTJ_00538
ko:K00773	abr:ABTJ_00539
ko:K03744	abr:ABTJ_00540
ko:K07568	abr:ABTJ_00542
ko:K00982	abr:ABTJ_00549
ko:K00826	abr:ABTJ_00550
ko:K07276	abr:ABTJ_00551
ko:K01876	abr:ABTJ_00561
ko:K07642	abr:ABTJ_00573
ko:K07664	abr:ABTJ_00574
ko:K01126	abr:ABTJ_00578
ko:K00798	abr:ABTJ_00579
ko:K01817	abr:ABTJ_00582
ko:K01696	abr:ABTJ_00583
ko:K07044	abr:ABTJ_00586
ko:K01695	abr:ABTJ_00588
ko:K01963	abr:ABTJ_00589
ko:K11754	abr:ABTJ_00590
ko:K05297	abr:ABTJ_01105
ko:K04030	abr:ABTJ_01107
ko:K08368	abr:ABTJ_01113
ko:K06911	abr:ABTJ_01119
ko:K02015	abr:ABTJ_01128
ko:K02015	abr:ABTJ_01129
ko:K02013	abr:ABTJ_01130
ko:K02016	abr:ABTJ_01131
ko:K03897	abr:ABTJ_01133
ko:K02363	abr:ABTJ_01135
ko:K01252	abr:ABTJ_01136
ko:K01590	abr:ABTJ_01137
ko:K02361	abr:ABTJ_01143
ko:K01599	abr:ABTJ_01145
ko:K01495	abr:ABTJ_01152
ko:K13481	abr:ABTJ_01153
ko:K13482	abr:ABTJ_01154
ko:K07402	abr:ABTJ_01155
ko:K00600	abr:ABTJ_01211
ko:K10016	abr:ABTJ_01218
ko:K10015	abr:ABTJ_01219
ko:K10017	abr:ABTJ_01220
ko:K08303	abr:ABTJ_01223
ko:K00528	abr:ABTJ_01226
ko:K05365	abr:ABTJ_01236
ko:K00858	abr:ABTJ_01237
ko:K09916	abr:ABTJ_01238
ko:K11103	abr:ABTJ_01240
ko:K14170	abr:ABTJ_01243
ko:K07018	abr:ABTJ_01248
ko:K09861	abr:ABTJ_01249
ko:K03149	abr:ABTJ_01251
ko:K03154	abr:ABTJ_01252
ko:K03089	abr:ABTJ_01254
ko:K03704	abr:ABTJ_01256
ko:K03732	abr:ABTJ_01257
ko:K00057	abr:ABTJ_01260
ko:K08296	abr:ABTJ_01261
ko:K02461	abr:ABTJ_01262
ko:K02462	abr:ABTJ_01263
ko:K09773	abr:ABTJ_01378
ko:K11936	abr:ABTJ_01381
ko:K02835	abr:ABTJ_01389
ko:K02493	abr:ABTJ_01390
ko:K15554	abr:ABTJ_01391
ko:K15553	abr:ABTJ_01392
ko:K01895	abr:ABTJ_01396
ko:K01633	abr:ABTJ_01400
ko:K00950	abr:ABTJ_01401
ko:K01546	abr:ABTJ_01402
ko:K01547	abr:ABTJ_01403
ko:K01548	abr:ABTJ_01404
ko:K07646	abr:ABTJ_01405
ko:K07667	abr:ABTJ_01406
ko:K09470	abr:ABTJ_01407
ko:K06134	abr:ABTJ_01409
ko:K09800	abr:ABTJ_01412
ko:K01682	abr:ABTJ_01414
ko:K03576	abr:ABTJ_01420
ko:K06925	abr:ABTJ_01427
ko:K03572	abr:ABTJ_01428
ko:K00791	abr:ABTJ_01429
ko:K03666	abr:ABTJ_01430
ko:K02343	abr:ABTJ_01493
ko:K01114	abr:ABTJ_01495
ko:K07107	abr:ABTJ_01496
ko:K00075	abr:ABTJ_01500
ko:K07712	abr:ABTJ_01609
ko:K07708	abr:ABTJ_01610
ko:K14441	abr:ABTJ_01611
ko:K09903	abr:ABTJ_01612
ko:K02838	abr:ABTJ_01613
ko:K00806	abr:ABTJ_01614
ko:K00981	abr:ABTJ_01615
ko:K00099	abr:ABTJ_01616
ko:K11749	abr:ABTJ_01617
ko:K07277	abr:ABTJ_01618
ko:K06142	abr:ABTJ_01619
ko:K02536	abr:ABTJ_01620
ko:K02372	abr:ABTJ_01621
ko:K00677	abr:ABTJ_01622
ko:K03565	abr:ABTJ_01625
ko:K04762	abr:ABTJ_01627
ko:K01556	abr:ABTJ_01634
ko:K00117	abr:ABTJ_01640
ko:K02769	abr:ABTJ_01647
ko:K02770	abr:ABTJ_01647
ko:K03311	abr:ABTJ_01654
ko:K01265	abr:ABTJ_01655
ko:K07390	abr:ABTJ_01658
ko:K05358	abr:ABTJ_01718
ko:K07112	abr:ABTJ_01720
ko:K07112	abr:ABTJ_01721
ko:K02624	abr:ABTJ_01723
ko:K01434	abr:ABTJ_01745
ko:K01055	abr:ABTJ_01746
ko:K01031	abr:ABTJ_01749
ko:K03381	abr:ABTJ_01750
ko:K03464	abr:ABTJ_01751
ko:K02688	abr:ABTJ_01765
ko:K14393	abr:ABTJ_01768
ko:K00154	abr:ABTJ_01770
ko:K03781	abr:ABTJ_01774
ko:K02016	abr:ABTJ_01831
ko:K02015	abr:ABTJ_01832
ko:K02013	abr:ABTJ_01833
ko:K00948	abr:ABTJ_01837
ko:K00297	abr:ABTJ_01840
ko:K03543	abr:ABTJ_01855
ko:K01744	abr:ABTJ_01946
ko:K03710	abr:ABTJ_01956
ko:K07240	abr:ABTJ_01957
ko:K01118	abr:ABTJ_01958
ko:K00003	abr:ABTJ_01962
ko:K07090	abr:ABTJ_01963
ko:K00382	abr:ABTJ_01970
ko:K00627	abr:ABTJ_01971
ko:K03644	abr:ABTJ_01974
ko:K01736	abr:ABTJ_01978
ko:K07320	abr:ABTJ_01979
ko:K06001	abr:ABTJ_01980
ko:K09989	abr:ABTJ_01981
ko:K09902	abr:ABTJ_01984
ko:K03684	abr:ABTJ_01988
ko:K06187	abr:ABTJ_01989
ko:K09747	abr:ABTJ_01990
ko:K10764	abr:ABTJ_01992
ko:K04487	abr:ABTJ_02048
ko:K02676	abr:ABTJ_02102
ko:K02341	abr:ABTJ_02103
ko:K00979	abr:ABTJ_02104
ko:K00912	abr:ABTJ_02105
ko:K03561	abr:ABTJ_02108
ko:K03501	abr:ABTJ_02111
ko:K07102	abr:ABTJ_02113
ko:K04744	abr:ABTJ_02114
ko:K03771	abr:ABTJ_02115
ko:K01624	abr:ABTJ_02116
ko:K00927	abr:ABTJ_02118
ko:K07862	abr:ABTJ_02124
ko:K09912	abr:ABTJ_02126
ko:K02437	abr:ABTJ_02130
ko:K12410	abr:ABTJ_02131
ko:K13821	abr:ABTJ_02134
ko:K07397	abr:ABTJ_02141
ko:K00615	abr:ABTJ_02142
ko:K00789	abr:ABTJ_02143
ko:K07113	abr:ABTJ_02146
ko:K03823	abr:ABTJ_02148
ko:K01159	abr:ABTJ_02150
ko:K01012	abr:ABTJ_02153
ko:K07345	abr:ABTJ_02156
ko:K03387	abr:ABTJ_02211
ko:K07240	abr:ABTJ_02212
ko:K07240	abr:ABTJ_02213
ko:K03119	abr:ABTJ_02228
ko:K15552	abr:ABTJ_02229
ko:K15551	abr:ABTJ_02231
ko:K00425	abr:ABTJ_02238
ko:K00426	abr:ABTJ_02239
ko:K13928	abr:ABTJ_02242
ko:K13935	abr:ABTJ_02245
ko:K13934	abr:ABTJ_02246
ko:K13933	abr:ABTJ_02247
ko:K13932	abr:ABTJ_02248
ko:K13931	abr:ABTJ_02249
ko:K13930	abr:ABTJ_02250
ko:K13929	abr:ABTJ_02251
ko:K07734	abr:ABTJ_02254
ko:K03300	abr:ABTJ_02806
ko:K09965	abr:ABTJ_02808
ko:K00957	abr:ABTJ_02810
ko:K04567	abr:ABTJ_02813
ko:K02112	abr:ABTJ_03650
ko:K02115	abr:ABTJ_03651
ko:K02111	abr:ABTJ_03652
ko:K02113	abr:ABTJ_03653
ko:K02109	abr:ABTJ_03654
ko:K02110	abr:ABTJ_03655
ko:K02108	abr:ABTJ_03656
ko:K09823	abr:ABTJ_03659
ko:K09817	abr:ABTJ_03660
ko:K09816	abr:ABTJ_03661
ko:K05834	abr:ABTJ_03662
ko:K07223	abr:ABTJ_03663
ko:K01887	abr:ABTJ_03665
ko:K07397	abr:ABTJ_03668
ko:K06911	abr:ABTJ_03669
ko:K01951	abr:ABTJ_03673
ko:K15977	abr:ABTJ_03675
ko:K03975	abr:ABTJ_03676
ko:K05527	abr:ABTJ_03681
ko:K06133	abr:ABTJ_03685
ko:K01599	abr:ABTJ_03697
ko:K01586	abr:ABTJ_03701
ko:K13292	abr:ABTJ_03313
ko:K03561	abr:ABTJ_03321
ko:K03832	abr:ABTJ_03322
ko:K01433	abr:ABTJ_03323
ko:K00154	abr:ABTJ_03325
ko:K02902	abr:ABTJ_03326
ko:K02913	abr:ABTJ_03327
ko:K03657	abr:ABTJ_03333
ko:K03168	abr:ABTJ_03336
ko:K03745	abr:ABTJ_03340
ko:K15738	abr:ABTJ_03341
ko:K02517	abr:ABTJ_03343
ko:K11102	abr:ABTJ_03345
ko:K00133	abr:ABTJ_03347
ko:K06173	abr:ABTJ_03351
ko:K02518	abr:ABTJ_03353
ko:K00052	abr:ABTJ_03356
ko:K01704	abr:ABTJ_03358
ko:K01703	abr:ABTJ_03359
ko:K08311	abr:ABTJ_03365
ko:K08484	abr:ABTJ_03366
ko:K03782	abr:ABTJ_03367
ko:K05817	abr:ABTJ_03369
ko:K00131	abr:ABTJ_03286
ko:K13776	abr:ABTJ_03376
ko:K01139	abr:ABTJ_00318
ko:K07275	abr:ABTJ_03481
ko:K07084	abr:ABTJ_03482
ko:K03046	abr:ABTJ_03487
ko:K03043	abr:ABTJ_03488
ko:K02935	abr:ABTJ_03489
ko:K02864	abr:ABTJ_03490
ko:K02863	abr:ABTJ_03491
ko:K02867	abr:ABTJ_03492
ko:K02601	abr:ABTJ_03493
ko:K03073	abr:ABTJ_03494
ko:K01657	abr:ABTJ_03501
ko:K01091	abr:ABTJ_03502
ko:K02453	abr:ABTJ_03504
ko:K02452	abr:ABTJ_03505
ko:K07107	abr:ABTJ_03508
ko:K01749	abr:ABTJ_03512
ko:K08083	abr:ABTJ_03513
ko:K08082	abr:ABTJ_03514
ko:K01755	abr:ABTJ_03515
ko:K02039	abr:ABTJ_03517
ko:K12340	abr:ABTJ_03518
ko:K03147	abr:ABTJ_03523
ko:K03651	abr:ABTJ_03525
ko:K06204	abr:ABTJ_03526
ko:K01894	abr:ABTJ_03527
ko:K03588	abr:ABTJ_03528
ko:K01925	abr:ABTJ_03529
ko:K04759	abr:ABTJ_03531
ko:K04758	abr:ABTJ_03532
ko:K03981	abr:ABTJ_03534
ko:K00003	abr:ABTJ_03535
ko:K16053	abr:ABTJ_01461
ko:K14220	abr:ABTJ_01172
ko:K14220	abr:ABTJ_00925
ko:K14220	abr:ABTJ_01170
ko:K14220	abr:ABTJ_01171
ko:K01977	abr:ABTJ_00513
ko:K01977	abr:ABTJ_00015
