ko:K06896	efs:EFS1_0783
ko:K02907	efs:EFS1_0167
ko:K02876	efs:EFS1_0168
ko:K03076	efs:EFS1_0169
ko:K02518	efs:EFS1_0171
ko:K02919	efs:EFS1_0172
ko:K02952	efs:EFS1_0173
ko:K02948	efs:EFS1_0174
ko:K03040	efs:EFS1_0175
ko:K02879	efs:EFS1_0176
ko:K06173	efs:EFS1_0182
ko:K03311	efs:EFS1_0184
ko:K06966	efs:EFS1_0186
ko:K12410	efs:EFS1_0190
ko:K01056	efs:EFS1_0196
ko:K03723	efs:EFS1_0197
ko:K07571	efs:EFS1_0202
ko:K04075	efs:EFS1_0203
ko:K00760	efs:EFS1_0204
ko:K03798	efs:EFS1_0205
ko:K04083	efs:EFS1_0206
ko:K04567	efs:EFS1_0208
ko:K03885	efs:EFS1_2666
ko:K00796	efs:EFS1_2670
ko:K01495	efs:EFS1_2672
ko:K00950	efs:EFS1_2673
ko:K01633	efs:EFS1_2674
ko:K09703	efs:EFS1_2679
ko:K08303	efs:EFS1_2682
ko:K03696	efs:EFS1_2685
ko:K02761	efs:EFS1_2688
ko:K01875	efs:EFS1_2692
ko:K06942	efs:EFS1_2697
ko:K03501	efs:EFS1_2701
ko:K02781	efs:EFS1_2705
ko:K06286	efs:EFS1_0255
ko:K02799	efs:EFS1_0287
ko:K02800	efs:EFS1_0287
ko:K02798	efs:EFS1_0289
ko:K02799	efs:EFS1_0291
ko:K02800	efs:EFS1_0291
ko:K02798	efs:EFS1_0292
ko:K02004	efs:EFS1_0299
ko:K00046	efs:EFS1_0307
ko:K01813	efs:EFS1_0314
ko:K01629	efs:EFS1_0315
ko:K02552	efs:EFS1_0327
ko:K08680	efs:EFS1_0329
ko:K02549	efs:EFS1_0330
ko:K02795	efs:EFS1_0335
ko:K02793	efs:EFS1_0341
ko:K02564	efs:EFS1_0346
ko:K03647	efs:EFS1_0352
ko:K04086	efs:EFS1_0427
ko:K02530	efs:EFS1_0444
ko:K01819	efs:EFS1_0446
ko:K01819	efs:EFS1_0447
ko:K00917	efs:EFS1_0448
ko:K01635	efs:EFS1_0449
ko:K02786	efs:EFS1_0450
ko:K01220	efs:EFS1_0452
ko:K02821	efs:EFS1_0464
ko:K02822	efs:EFS1_0465
ko:K00882	efs:EFS1_0540
ko:K01635	efs:EFS1_0543
ko:K07586	efs:EFS1_0544
ko:K03699	efs:EFS1_0547
ko:K03697	efs:EFS1_0553
ko:K11189	efs:EFS1_0556
ko:K08483	efs:EFS1_0557
ko:K00882	efs:EFS1_0564
ko:K03436	efs:EFS1_0565
ko:K02433	efs:EFS1_0571
ko:K01426	efs:EFS1_0582
ko:K06183	efs:EFS1_0650
ko:K01560	efs:EFS1_0651
ko:K09963	efs:EFS1_0664
ko:K01104	efs:EFS1_0682
ko:K07729	efs:EFS1_0695
ko:K10563	efs:EFS1_0704
ko:K06147	efs:EFS1_0766
ko:K06147	efs:EFS1_0767
ko:K00625	efs:EFS1_0774
ko:K01785	efs:EFS1_0779
ko:K00691	efs:EFS1_0781
ko:K07584	efs:EFS1_0796
ko:K07098	efs:EFS1_0799
ko:K01262	efs:EFS1_0800
ko:K09817	efs:EFS1_0054
ko:K09816	efs:EFS1_0055
ko:K04042	efs:EFS1_0057
ko:K15580	efs:EFS1_0059
ko:K03550	efs:EFS1_0063
ko:K03551	efs:EFS1_0064
ko:K03931	efs:EFS1_0067
ko:K01752	efs:EFS1_0093
ko:K01752	efs:EFS1_0094
ko:K01875	efs:EFS1_0095
ko:K03402	efs:EFS1_0097
ko:K03402	efs:EFS1_0098
ko:K00611	efs:EFS1_0100
ko:K00926	efs:EFS1_0101
ko:K02337	efs:EFS1_0872
ko:K00850	efs:EFS1_0873
ko:K00873	efs:EFS1_0874
ko:K07040	efs:EFS1_0875
ko:K02911	efs:EFS1_0876
ko:K03322	efs:EFS1_0883
ko:K15580	efs:EFS1_0887
ko:K00849	efs:EFS1_0895
ko:K00965	efs:EFS1_0897
ko:K02529	efs:EFS1_0898
ko:K01937	efs:EFS1_0974
ko:K05366	efs:EFS1_0975
ko:K07444	efs:EFS1_0980
ko:K01299	efs:EFS1_0981
ko:K10773	efs:EFS1_0983
ko:K03710	efs:EFS1_0984
ko:K02760	efs:EFS1_0987
ko:K02761	efs:EFS1_0988
ko:K09767	efs:EFS1_0993
ko:K01624	efs:EFS1_0995
ko:K00790	efs:EFS1_0997
ko:K03628	efs:EFS1_0998
ko:K02793	efs:EFS1_0018
ko:K02794	efs:EFS1_0018
ko:K02795	efs:EFS1_0019
ko:K01222	efs:EFS1_0031
ko:K09698	efs:EFS1_0044
ko:K07035	efs:EFS1_0400
ko:K00016	efs:EFS1_0488
ko:K05845	efs:EFS1_0522
ko:K05846	efs:EFS1_0522
ko:K12555	efs:EFS1_0527
ko:K03698	efs:EFS1_0531
ko:K07533	efs:EFS1_0532
ko:K09762	efs:EFS1_0611
ko:K03574	efs:EFS1_0621
ko:K03930	efs:EFS1_0627
ko:K02004	efs:EFS1_0632
ko:K03346	efs:EFS1_0707
ko:K11144	efs:EFS1_0708
ko:K11041	efs:EFS1_0492
ko:K01784	efs:EFS1_0493
ko:K01823	efs:EFS1_0726
ko:K00938	efs:EFS1_0727
ko:K07104	efs:EFS1_0502
ko:K01597	efs:EFS1_0728
ko:K00869	efs:EFS1_0729
ko:K05362	efs:EFS1_0515
ko:K15582	efs:EFS1_0735
ko:K15583	efs:EFS1_0736
ko:K06183	efs:EFS1_0517
ko:K10823	efs:EFS1_0737
ko:K03294	efs:EFS1_0754
ko:K12556	efs:EFS1_0818
ko:K03709	efs:EFS1_0832
ko:K01006	efs:EFS1_0851
ko:K10041	efs:EFS1_0948
ko:K03476	efs:EFS1_0953
ko:K02821	efs:EFS1_0954
ko:K03475	efs:EFS1_0955
ko:K01223	efs:EFS1_0210
ko:K01223	efs:EFS1_0211
ko:K13530	efs:EFS1_0216
ko:K13531	efs:EFS1_0217
ko:K01246	efs:EFS1_0218
ko:K06950	efs:EFS1_0219
ko:K00208	efs:EFS1_0222
ko:K09458	efs:EFS1_0223
ko:K02372	efs:EFS1_0224
ko:K02356	efs:EFS1_0228
ko:K01223	efs:EFS1_0232
ko:K02761	efs:EFS1_0233
ko:K15975	efs:EFS1_0245
ko:K00928	efs:EFS1_0253
ko:K02909	efs:EFS1_0999
ko:K00847	efs:EFS1_1002
ko:K07173	efs:EFS1_1005
ko:K00133	efs:EFS1_1008
ko:K01714	efs:EFS1_1009
ko:K06188	efs:EFS1_1017
ko:K07089	efs:EFS1_1023
ko:K06969	efs:EFS1_1085
ko:K09748	efs:EFS1_1089
ko:K02600	efs:EFS1_1090
ko:K07742	efs:EFS1_1091
ko:K02519	efs:EFS1_1093
ko:K02834	efs:EFS1_1094
ko:K11753	efs:EFS1_1113
ko:K05837	efs:EFS1_1119
ko:K01531	efs:EFS1_1122
ko:K03705	efs:EFS1_1124
ko:K03687	efs:EFS1_1125
ko:K04043	efs:EFS1_1126
ko:K03686	efs:EFS1_1128
ko:K06959	efs:EFS1_1130
ko:K14260	efs:EFS1_1132
ko:K01443	efs:EFS1_1135
ko:K02003	efs:EFS1_1138
ko:K06193	efs:EFS1_1198
ko:K01872	efs:EFS1_1203
ko:K06967	efs:EFS1_1204
ko:K03752	efs:EFS1_1209
ko:K00334	efs:EFS1_1212
ko:K00123	efs:EFS1_1216
ko:K03750	efs:EFS1_1217
ko:K03637	efs:EFS1_1218
ko:K03639	efs:EFS1_1219
ko:K02020	efs:EFS1_1223
ko:K02018	efs:EFS1_1224
ko:K01534	efs:EFS1_1226
ko:K09888	efs:EFS1_1227
ko:K07456	efs:EFS1_1229
ko:K03671	efs:EFS1_1230
ko:K03703	efs:EFS1_1231
ko:K07007	efs:EFS1_1239
ko:K00262	efs:EFS1_1240
ko:K01810	efs:EFS1_1241
ko:K03654	efs:EFS1_1302
ko:K00945	efs:EFS1_1304
ko:K02945	efs:EFS1_1305
ko:K03977	efs:EFS1_1306
ko:K03530	efs:EFS1_1307
ko:K00215	efs:EFS1_1313
ko:K00014	efs:EFS1_1317
ko:K01735	efs:EFS1_1319
ko:K01736	efs:EFS1_1320
ko:K00800	efs:EFS1_1322
ko:K00891	efs:EFS1_1323
ko:K15738	efs:EFS1_1331
ko:K01356	efs:EFS1_1335
ko:K00615	efs:EFS1_1337
ko:K01738	efs:EFS1_1340
ko:K03781	efs:EFS1_1352
ko:K01669	efs:EFS1_1353
ko:K01193	efs:EFS1_1357
ko:K07636	efs:EFS1_1459
ko:K02040	efs:EFS1_1460
ko:K00762	efs:EFS1_1467
ko:K01591	efs:EFS1_1468
ko:K01955	efs:EFS1_1471
ko:K01956	efs:EFS1_1472
ko:K01465	efs:EFS1_1473
ko:K00609	efs:EFS1_1474
ko:K02825	efs:EFS1_1476
ko:K06180	efs:EFS1_1477
ko:K03101	efs:EFS1_1478
ko:K01938	efs:EFS1_1480
ko:K03704	efs:EFS1_1481
ko:K03785	efs:EFS1_1485
ko:K01151	efs:EFS1_1489
ko:K02039	efs:EFS1_1564
ko:K02036	efs:EFS1_1565
ko:K02036	efs:EFS1_1566
ko:K02038	efs:EFS1_1567
ko:K02037	efs:EFS1_1568
ko:K02040	efs:EFS1_1569
ko:K09811	efs:EFS1_1570
ko:K09812	efs:EFS1_1571
ko:K02836	efs:EFS1_1572
ko:K03070	efs:EFS1_1574
ko:K02760	efs:EFS1_1579
ko:K01945	efs:EFS1_1587
ko:K00602	efs:EFS1_1588
ko:K11175	efs:EFS1_1589
ko:K01933	efs:EFS1_1590
ko:K00764	efs:EFS1_1591
ko:K01952	efs:EFS1_1592
ko:K01952	efs:EFS1_1593
ko:K01952	efs:EFS1_1594
ko:K01923	efs:EFS1_1595
ko:K01589	efs:EFS1_1596
ko:K01588	efs:EFS1_1597
ko:K00826	efs:EFS1_1603
ko:K12308	efs:EFS1_1613
ko:K01129	efs:EFS1_1682
ko:K01689	efs:EFS1_1684
ko:K01803	efs:EFS1_1685
ko:K00927	efs:EFS1_1686
ko:K00134	efs:EFS1_1687
ko:K05311	efs:EFS1_1688
ko:K00868	efs:EFS1_1692
ko:K01876	efs:EFS1_1693
ko:K01892	efs:EFS1_1694
ko:K07560	efs:EFS1_1695
ko:K09761	efs:EFS1_1697
ko:K02687	efs:EFS1_1698
ko:K03652	efs:EFS1_1700
ko:K07478	efs:EFS1_1701
ko:K00925	efs:EFS1_1705
ko:K06941	efs:EFS1_1714
ko:K03466	efs:EFS1_1718
ko:K03885	efs:EFS1_1719
ko:K00991	efs:EFS1_1772
ko:K00067	efs:EFS1_1786
ko:K01790	efs:EFS1_1788
ko:K00973	efs:EFS1_1789
ko:K07058	efs:EFS1_1794
ko:K01265	efs:EFS1_1795
ko:K01879	efs:EFS1_1933
ko:K01878	efs:EFS1_1934
ko:K03584	efs:EFS1_1935
ko:K07042	efs:EFS1_1938
ko:K07037	efs:EFS1_1939
ko:K09117	efs:EFS1_1941
ko:K02970	efs:EFS1_1942
ko:K09773	efs:EFS1_1944
ko:K00872	efs:EFS1_1945
ko:K01733	efs:EFS1_1946
ko:K00003	efs:EFS1_1947
ko:K00286	efs:EFS1_1949
ko:K00364	efs:EFS1_1954
ko:K07106	efs:EFS1_1961
ko:K06153	efs:EFS1_1964
ko:K07220	efs:EFS1_1966
ko:K03306	efs:EFS1_1967
ko:K02968	efs:EFS1_1968
ko:K00077	efs:EFS1_1970
ko:K02340	efs:EFS1_1971
ko:K02237	efs:EFS1_1974
ko:K00954	efs:EFS1_1976
ko:K03588	efs:EFS1_1982
ko:K02108	efs:EFS1_2089
ko:K03664	efs:EFS1_2090
ko:K12573	efs:EFS1_2091
ko:K03928	efs:EFS1_2092
ko:K03075	efs:EFS1_2093
ko:K06975	efs:EFS1_2094
ko:K00763	efs:EFS1_2098
ko:K04077	efs:EFS1_2103
ko:K04078	efs:EFS1_2104
ko:K01926	efs:EFS1_2107
ko:K06158	efs:EFS1_2108
ko:K02000	efs:EFS1_2110
ko:K02647	efs:EFS1_2116
ko:K00865	efs:EFS1_2117
ko:K01625	efs:EFS1_2562
ko:K01686	efs:EFS1_2563
ko:K08317	efs:EFS1_2568
ko:K00995	efs:EFS1_2574
ko:K03282	efs:EFS1_2579
ko:K00948	efs:EFS1_2587
ko:K06287	efs:EFS1_2589
ko:K03572	efs:EFS1_2590
ko:K03555	efs:EFS1_2591
ko:K09769	efs:EFS1_2593
ko:K07118	efs:EFS1_2598
ko:K03088	efs:EFS1_2604
ko:K03495	efs:EFS1_2711
ko:K03650	efs:EFS1_2712
ko:K05964	efs:EFS1_2718
ko:K01643	efs:EFS1_2719
ko:K01644	efs:EFS1_2720
ko:K01646	efs:EFS1_2721
ko:K01910	efs:EFS1_2722
ko:K03300	efs:EFS1_2727
ko:K03217	efs:EFS1_2731
ko:K03536	efs:EFS1_2732
ko:K02914	efs:EFS1_2733
ko:K02822	efs:EFS1_0956
ko:K05822	efs:EFS1_0961
ko:K01759	efs:EFS1_0967
ko:K00027	efs:EFS1_1031
ko:K02052	efs:EFS1_1044
ko:K02055	efs:EFS1_1045
ko:K07098	efs:EFS1_1054
ko:K01989	efs:EFS1_1073
ko:K05832	efs:EFS1_1074
ko:K05833	efs:EFS1_1075
ko:K07192	efs:EFS1_1141
ko:K15770	efs:EFS1_1165
ko:K01641	efs:EFS1_1183
ko:K00054	efs:EFS1_1184
ko:K02124	efs:EFS1_1246
ko:K02121	efs:EFS1_1247
ko:K02119	efs:EFS1_1248
ko:K02122	efs:EFS1_1249
ko:K02117	efs:EFS1_1250
ko:K02118	efs:EFS1_1251
ko:K02120	efs:EFS1_1252
ko:K03488	efs:EFS1_1267
ko:K02806	efs:EFS1_1270
ko:K03711	efs:EFS1_1282
ko:K09963	efs:EFS1_1292
ko:K06889	efs:EFS1_1293
ko:K04763	efs:EFS1_1294
ko:K05337	efs:EFS1_1300
ko:K00929	efs:EFS1_1418
ko:K00059	efs:EFS1_1423
ko:K02004	efs:EFS1_1428
ko:K07304	efs:EFS1_1438
ko:K00784	efs:EFS1_1448
ko:K09787	efs:EFS1_1456
ko:K07658	efs:EFS1_1458
ko:K03581	efs:EFS1_2132
ko:K03216	efs:EFS1_2134
ko:K00563	efs:EFS1_2135
ko:K06213	efs:EFS1_2137
ko:K06180	efs:EFS1_2138
ko:K00858	efs:EFS1_2139
ko:K09815	efs:EFS1_0053
ko:K09685	efs:EFS1_0056
ko:K01788	efs:EFS1_0066
ko:K01478	efs:EFS1_0099
ko:K12373	efs:EFS1_0107
ko:K00033	efs:EFS1_0877
ko:K02049	efs:EFS1_0880
ko:K02050	efs:EFS1_0881
ko:K04750	efs:EFS1_0891
ko:K01785	efs:EFS1_0894
ko:K01784	efs:EFS1_0896
ko:K00657	efs:EFS1_0911
ko:K03048	efs:EFS1_0973
ko:K03700	efs:EFS1_0976
ko:K02086	efs:EFS1_0982
ko:K01424	efs:EFS1_0991
ko:K07668	efs:EFS1_1018
ko:K07652	efs:EFS1_1019
ko:K03471	efs:EFS1_1086
ko:K03177	efs:EFS1_1112
ko:K03095	efs:EFS1_1131
ko:K15051	efs:EFS1_1137
ko:K02004	efs:EFS1_1139
ko:K01258	efs:EFS1_1206
ko:K07027	efs:EFS1_1208
ko:K02017	efs:EFS1_1225
ko:K01222	efs:EFS1_1236
ko:K03647	efs:EFS1_1243
ko:K02123	efs:EFS1_1245
ko:K00974	efs:EFS1_1314
ko:K03856	efs:EFS1_1318
ko:K04517	efs:EFS1_1321
ko:K04518	efs:EFS1_1324
ko:K03316	efs:EFS1_1330
ko:K09825	efs:EFS1_1341
ko:K06147	efs:EFS1_1347
ko:K06147	efs:EFS1_1348
ko:K03574	efs:EFS1_1349
ko:K02808	efs:EFS1_1355
ko:K02030	efs:EFS1_0643
ko:K07271	efs:EFS1_1774
ko:K00634	efs:EFS1_1419
ko:K16203	efs:EFS1_2188
ko:K14218	efs:EFS1_tRNA09
ko:K14218	efs:EFS1_tRNA53
ko:K14218	efs:EFS1_tRNA30
ko:K01485	efs:EFS1_0273
ko:K16785	efs:EFS1_1752
ko:K16786	efs:EFS1_1753
ko:K16787	efs:EFS1_1753
ko:K14234	efs:EFS1_tRNA48
ko:K11991	efs:EFS1_1865
ko:K16923	efs:EFS1_2065
ko:K01834	efs:EFS1_0138
ko:K01834	efs:EFS1_0468
ko:K01990	efs:EFS1_1150
ko:K01990	efs:EFS1_1153
ko:K01990	efs:EFS1_1191
ko:K01990	efs:EFS1_1551
ko:K01990	efs:EFS1_2631
ko:K08986	efs:EFS1_1024
ko:K16785	efs:EFS1_2232
ko:K14237	efs:EFS1_tRNA01
ko:K14237	efs:EFS1_tRNA34
ko:K14237	efs:EFS1_tRNA63
ko:K01977	efs:EFS1_rRNA01
ko:K01977	efs:EFS1_rRNA04
ko:K01977	efs:EFS1_rRNA12
ko:K01977	efs:EFS1_rRNA09
ko:K01980	efs:EFS1_rRNA02
ko:K01980	efs:EFS1_rRNA05
ko:K01980	efs:EFS1_rRNA08
ko:K01980	efs:EFS1_rRNA11
ko:K14229	efs:EFS1_tRNA02
ko:K14229	efs:EFS1_tRNA62
ko:K14229	efs:EFS1_tRNA26
ko:K14228	efs:EFS1_tRNA03
ko:K14228	efs:EFS1_tRNA61
ko:K14228	efs:EFS1_tRNA06
ko:K14228	efs:EFS1_tRNA58
ko:K14234	efs:EFS1_tRNA04
ko:K14234	efs:EFS1_tRNA60
ko:K14225	efs:EFS1_tRNA05
ko:K14225	efs:EFS1_tRNA59
ko:K14219	efs:EFS1_tRNA07
ko:K14219	efs:EFS1_tRNA57
ko:K14219	efs:EFS1_tRNA27
ko:K14230	efs:EFS1_tRNA10
ko:K14230	efs:EFS1_tRNA11
ko:K14230	efs:EFS1_tRNA13
ko:K14230	efs:EFS1_tRNA19
ko:K14233	efs:EFS1_tRNA12
ko:K14233	efs:EFS1_tRNA18
ko:K14233	efs:EFS1_tRNA51
ko:K14233	efs:EFS1_tRNA24
ko:K14221	efs:EFS1_tRNA14
ko:K14221	efs:EFS1_tRNA20
ko:K14224	efs:EFS1_tRNA17
ko:K14224	efs:EFS1_tRNA33
ko:K14224	efs:EFS1_tRNA25
ko:K14231	efs:EFS1_tRNA21
ko:K14219	efs:EFS1_tRNA28
ko:K14219	efs:EFS1_tRNA29
ko:K14220	efs:EFS1_tRNA31
ko:K14220	efs:EFS1_tRNA52
ko:K14220	efs:EFS1_tRNA49
ko:K14233	efs:EFS1_tRNA32
ko:K14221	efs:EFS1_tRNA35
ko:K14231	efs:EFS1_tRNA36
ko:K14236	efs:EFS1_tRNA37
ko:K14236	efs:EFS1_tRNA44
ko:K14235	efs:EFS1_tRNA38
ko:K14235	efs:EFS1_tRNA55
ko:K14226	efs:EFS1_tRNA39
ko:K14223	efs:EFS1_tRNA40
ko:K14223	efs:EFS1_tRNA45
ko:K14222	efs:EFS1_tRNA41
ko:K14228	efs:EFS1_tRNA42
ko:K14228	efs:EFS1_tRNA43
ko:K14230	efs:EFS1_tRNA46
ko:K14230	efs:EFS1_tRNA54
ko:K14229	efs:EFS1_tRNA47
ko:K14234	efs:EFS1_tRNA50
ko:K10974	efs:EFS1_2680
ko:K16925	efs:EFS1_2234
ko:K14232	efs:EFS1_tRNA08
ko:K14232	efs:EFS1_tRNA56
ko:K14227	efs:EFS1_tRNA16
ko:K14227	efs:EFS1_tRNA23
ko:K16924	efs:EFS1_1754
ko:K04027	efs:EFS1_1383
ko:K11636	efs:EFS1_1715
ko:K11635	efs:EFS1_1716
ko:K16898	efs:EFS1_0941
ko:K16899	efs:EFS1_0940
ko:K14225	efs:EFS1_tRNA15
ko:K14225	efs:EFS1_tRNA22
ko:K11070	efs:EFS1_2121
ko:K03574	efs:EFS1_0968
ko:K17319	efs:EFS1_1882
ko:K17467	efs:EFS1_2412
ko:K17195	efs:EFS1_1274
ko:K01992	efs:EFS1_0536
ko:K01992	efs:EFS1_2543
ko:K02029	efs:EFS1_0605
ko:K02030	efs:EFS1_0605
ko:K02029	efs:EFS1_0719
ko:K02030	efs:EFS1_0719
ko:K01990	efs:EFS1_1432
ko:K17319	efs:EFS1_1055
ko:K17318	efs:EFS1_1880
ko:K02028	efs:EFS1_0644
ko:K01990	efs:EFS1_0535
ko:K01990	efs:EFS1_1233
ko:K01992	efs:EFS1_1234
ko:K01990	efs:EFS1_2544
ko:K17318	efs:EFS1_1057
ko:K01760	efs:EFS1_0231
ko:K01738	efs:EFS1_0230
ko:K02032	efs:EFS1_2532
ko:K00073	efs:EFS1_0271
ko:K02028	efs:EFS1_0604
ko:K02028	efs:EFS1_0718
ko:K17320	efs:EFS1_1881
ko:K00951	efs:EFS1_1696
ko:K01598	efs:EFS1_2127
ko:K01537	efs:EFS1_1665
ko:K17076	efs:EFS1_0187
ko:K17465	efs:EFS1_2414
ko:K17464	efs:EFS1_2415
ko:K17466	efs:EFS1_2413
ko:K17073	efs:EFS1_0188
ko:K17074	efs:EFS1_0188
ko:K09692	efs:EFS1_1782
ko:K17473	efs:EFS1_2416
ko:K02026	efs:EFS1_2311
ko:K10112	efs:EFS1_0763
ko:K01992	efs:EFS1_1152
ko:K01992	efs:EFS1_1550
ko:K01992	efs:EFS1_2630
ko:K01533	efs:EFS1_0699
ko:K10112	efs:EFS1_2313
ko:K17686	efs:EFS1_0239
ko:K01791	efs:EFS1_2324
ko:K17836	efs:EFS1_1256
ko:K00226	efs:EFS1_0226
ko:K03767	efs:EFS1_1291
ko:K02027	efs:EFS1_2309
ko:K07284	efs:EFS1_2491
ko:K07284	efs:EFS1_0920
ko:K02768	efs:EFS1_0542
ko:K02768	efs:EFS1_1272
ko:K17828	efs:EFS1_1469
ko:K00537	efs:EFS1_2016
ko:K12574	efs:EFS1_2330
ko:K00661	efs:EFS1_0191
ko:K00661	efs:EFS1_0892
ko:K12574	efs:EFS1_1010
ko:K01187	efs:EFS1_1169
ko:K01187	efs:EFS1_1356
ko:K18104	efs:EFS1_2572
ko:K01487	efs:EFS1_1956
ko:K01838	efs:EFS1_2584
ko:K02769	efs:EFS1_1271
ko:K02809	efs:EFS1_1960
ko:K02810	efs:EFS1_1960
ko:K01071	efs:EFS1_0250
ko:K18149	efs:EFS1_1997
ko:K02770	efs:EFS1_1273
ko:K02794	efs:EFS1_0337
ko:K02794	efs:EFS1_0017
ko:K02794	efs:EFS1_1612
ko:K02794	efs:EFS1_2633
ko:K02794	efs:EFS1_2565
ko:K18231	efs:EFS1_1238
ko:K07025	efs:EFS1_0443
ko:K03475	efs:EFS1_0466
ko:K15580	efs:EFS1_0474
ko:K04750	efs:EFS1_0036
ko:K03710	efs:EFS1_0370
ko:K01243	efs:EFS1_0858
ko:K07035	efs:EFS1_1413
ko:K03588	efs:EFS1_1118
ko:K03781	efs:EFS1_1351
ko:K15580	efs:EFS1_1601
ko:K07668	efs:EFS1_2102
ko:K03693	efs:EFS1_1549
ko:K01223	efs:EFS1_2440
ko:K02761	efs:EFS1_2441
ko:K02761	efs:EFS1_2442
ko:K02761	efs:EFS1_2443
ko:K03742	efs:EFS1_2596
ko:K00571	efs:EFS1_1706
ko:K03328	efs:EFS1_0198
ko:K02003	efs:EFS1_1161
ko:K02004	efs:EFS1_1161
ko:K03293	efs:EFS1_0931
ko:K00020	efs:EFS1_2297
ko:K01239	efs:EFS1_2064
ko:K07483	efs:EFS1_0438
ko:K02001	efs:EFS1_2111
ko:K02002	efs:EFS1_2111
ko:K00001	efs:EFS1_0106
ko:K09684	efs:EFS1_0265
ko:K02005	efs:EFS1_0297
ko:K16869	efs:EFS1_0971
ko:K04028	efs:EFS1_1379
ko:K17624	efs:EFS1_1608
ko:K09022	efs:EFS1_2052
ko:K07483	efs:EFS1_0363
ko:K06889	efs:EFS1_1259
ko:K09022	efs:EFS1_0027
ko:K03703	efs:EFS1_1560
ko:K02031	efs:EFS1_2533
ko:K07104	efs:EFS1_2068
ko:K02428	efs:EFS1_2671
ko:K18672	efs:EFS1_1757
ko:K18682	efs:EFS1_2594
ko:K18692	efs:EFS1_1201
ko:K18924	efs:EFS1_0246
ko:K18925	efs:EFS1_0247
ko:K07171	efs:EFS1_0654
ko:K18892	efs:EFS1_0630
ko:K03790	efs:EFS1_2511
ko:K18891	efs:EFS1_0629
ko:K07171	efs:EFS1_0677
ko:K02107	efs:EFS1_1244
ko:K09693	efs:EFS1_1781
ko:K18929	efs:EFS1_0936
ko:K18888	efs:EFS1_2326
ko:K18887	efs:EFS1_2327
ko:K18928	efs:EFS1_0935
ko:K03169	efs:EFS1_0436
ko:K03111	efs:EFS1_0008
ko:K03205	efs:EFS1_0381
ko:K03502	efs:EFS1_0905
ko:K03169	efs:EFS1_1727
ko:K05593	efs:EFS1_2270
ko:K03497	efs:EFS1_2699
ko:K03496	efs:EFS1_2700
ko:K03832	efs:EFS1_2606
ko:K19002	efs:EFS1_2298
ko:K07483	efs:EFS1_0398
ko:K07483	efs:EFS1_0414
ko:K02002	efs:EFS1_2113
ko:K00335	efs:EFS1_1214
ko:K13052	efs:EFS1_0201
ko:K18979	efs:EFS1_1334
ko:K19005	efs:EFS1_1084
ko:K07498	efs:EFS1_0410
ko:K07498	efs:EFS1_0372
ko:K02777	efs:EFS1_1963
ko:K19225	efs:EFS1_2253
ko:K02475	efs:EFS1_1034
ko:K00798	efs:EFS1_1394
ko:K01710	efs:EFS1_1787
ko:K05881	efs:EFS1_1179
ko:K01215	efs:EFS1_1168
ko:K12952	efs:EFS1_1087
ko:K03722	efs:EFS1_1906
ko:K07496	efs:EFS1_0738
ko:K00839	efs:EFS1_2428
ko:K12952	efs:EFS1_1277
ko:K19505	efs:EFS1_1681
ko:K19302	efs:EFS1_0636
ko:K19350	efs:EFS1_2185
ko:K06867	efs:EFS1_0262
ko:K21977	efs:EFS1_2126
ko:K02476	efs:EFS1_1033
ko:K19506	efs:EFS1_1680
ko:K19507	efs:EFS1_1679
ko:K19507	efs:EFS1_1678
ko:K19504	efs:EFS1_0030
ko:K19504	efs:EFS1_1675
ko:K06881	efs:EFS1_1197
ko:K00984	efs:EFS1_0902
ko:K03483	efs:EFS1_0288
ko:K19510	efs:EFS1_1674
ko:K19508	efs:EFS1_1677
ko:K19509	efs:EFS1_1676
ko:K02796	efs:EFS1_0336
ko:K02796	efs:EFS1_0020
ko:K02796	efs:EFS1_2635
ko:K02796	efs:EFS1_2566
ko:K00526	efs:EFS1_0350
ko:K02796	efs:EFS1_1610
ko:K19784	efs:EFS1_1453
ko:K02538	efs:EFS1_1269
ko:K19802	efs:EFS1_1264
ko:K21636	efs:EFS1_2218
ko:K05770	efs:EFS1_1797
ko:K19976	efs:EFS1_1737
ko:K20074	efs:EFS1_2550
ko:K12132	efs:EFS1_2549
ko:K20265	efs:EFS1_0483
ko:K20265	efs:EFS1_0579
ko:K02777	efs:EFS1_0782
ko:K20107	efs:EFS1_0782
ko:K20108	efs:EFS1_0782
ko:K20379	efs:EFS1_2665
ko:K20382	efs:EFS1_0397
ko:K20444	efs:EFS1_1780
ko:K20444	efs:EFS1_1779
ko:K00525	efs:EFS1_0351
ko:K18889	efs:EFS1_1487
ko:K18890	efs:EFS1_1486
ko:K20534	efs:EFS1_1765
ko:K22103	efs:EFS1_0503
ko:K02790	efs:EFS1_0025
ko:K02791	efs:EFS1_0025
ko:K22457	efs:EFS1_1904
ko:K01208	efs:EFS1_1167
ko:K21064	efs:EFS1_0867
ko:K08968	efs:EFS1_0890
ko:K06191	efs:EFS1_0353
ko:K02314	efs:EFS1_0012
ko:K01520	efs:EFS1_0040
ko:K02316	efs:EFS1_1278
ko:K02315	efs:EFS1_1099
ko:K07313	efs:EFS1_1129
ko:K00560	efs:EFS1_1332
ko:K00287	efs:EFS1_1333
ko:K06217	efs:EFS1_1940
ko:K01493	efs:EFS1_1973
