ko:K08744	mbx:BCGT_1653
ko:K16786	mbx:BCGT_2153
ko:K16787	mbx:BCGT_2153
ko:K02575	mbx:BCGT_2157
ko:K00528	mbx:BCGT_2958
ko:K00803	mbx:BCGT_2959
ko:K03639	mbx:BCGT_2961
ko:K01011	mbx:BCGT_2968
ko:K05602	mbx:BCGT_2991
ko:K04069	mbx:BCGT_2992
ko:K00330	mbx:BCGT_2999
ko:K00331	mbx:BCGT_3000
ko:K00332	mbx:BCGT_3001
ko:K00333	mbx:BCGT_3002
ko:K00334	mbx:BCGT_3003
ko:K00335	mbx:BCGT_3004
ko:K00336	mbx:BCGT_3005
ko:K00337	mbx:BCGT_3006
ko:K00338	mbx:BCGT_3007
ko:K00339	mbx:BCGT_3008
ko:K00340	mbx:BCGT_3009
ko:K00341	mbx:BCGT_3010
ko:K00342	mbx:BCGT_3011
ko:K00343	mbx:BCGT_3012
ko:K00652	mbx:BCGT_3823
ko:K06893	mbx:BCGT_3825
ko:K07735	mbx:BCGT_3829
ko:K01869	mbx:BCGT_3832
ko:K01858	mbx:BCGT_3838
ko:K02990	mbx:BCGT_3844
ko:K03111	mbx:BCGT_3845
ko:K02963	mbx:BCGT_3846
ko:K02939	mbx:BCGT_3847
ko:K09118	mbx:BCGT_3856
ko:K00031	mbx:BCGT_3859
ko:K01752	mbx:BCGT_3862
ko:K00600	mbx:BCGT_3863
ko:K02004	mbx:BCGT_3867
ko:K02003	mbx:BCGT_3868
ko:K14155	mbx:BCGT_3870
ko:K03322	mbx:BCGT_0736
ko:K00076	mbx:BCGT_0739
ko:K02040	mbx:BCGT_0740
ko:K02037	mbx:BCGT_0741
ko:K02038	mbx:BCGT_0742
ko:K02040	mbx:BCGT_0744
ko:K02036	mbx:BCGT_0746
ko:K02040	mbx:BCGT_0747
ko:K02037	mbx:BCGT_0748
ko:K02038	mbx:BCGT_0749
ko:K10979	mbx:BCGT_0750
ko:K01971	mbx:BCGT_0751
ko:K01810	mbx:BCGT_0756
ko:K04093	mbx:BCGT_0760
ko:K03657	mbx:BCGT_0761
ko:K01903	mbx:BCGT_0764
ko:K01902	mbx:BCGT_0765
ko:K11175	mbx:BCGT_0768
ko:K00602	mbx:BCGT_0769
ko:K03405	mbx:BCGT_0770
ko:K12956	mbx:BCGT_0783
ko:K01692	mbx:BCGT_0785
ko:K00705	mbx:BCGT_1611
ko:K14743	mbx:BCGT_1626
ko:K07507	mbx:BCGT_1641
ko:K03885	mbx:BCGT_1642
ko:K02471	mbx:BCGT_1649
ko:K01652	mbx:BCGT_1651
ko:K03070	mbx:BCGT_1652
ko:K02437	mbx:BCGT_1657
ko:K08999	mbx:BCGT_1660
ko:K00281	mbx:BCGT_1662
ko:K06978	mbx:BCGT_1666
ko:K01638	mbx:BCGT_1668
ko:K18554	mbx:BCGT_2484
ko:K09771	mbx:BCGT_2487
ko:K07171	mbx:BCGT_2493
ko:K06916	mbx:BCGT_2502
ko:K16647	mbx:BCGT_2505
ko:K07305	mbx:BCGT_2506
ko:K00231	mbx:BCGT_2509
ko:K01599	mbx:BCGT_2510
ko:K01692	mbx:BCGT_2511
ko:K03684	mbx:BCGT_2513
ko:K01662	mbx:BCGT_2514
ko:K16905	mbx:BCGT_2519
ko:K16906	mbx:BCGT_2520
ko:K16907	mbx:BCGT_2521
ko:K03499	mbx:BCGT_2524
ko:K03499	mbx:BCGT_2525
ko:K03761	mbx:BCGT_3339
ko:K00697	mbx:BCGT_3354
ko:K18481	mbx:BCGT_3356
ko:K18481	mbx:BCGT_3357
ko:K02067	mbx:BCGT_3358
ko:K02067	mbx:BCGT_3359
ko:K02067	mbx:BCGT_3360
ko:K02067	mbx:BCGT_3361
ko:K02067	mbx:BCGT_3362
ko:K02067	mbx:BCGT_3363
ko:K02066	mbx:BCGT_3364
ko:K02066	mbx:BCGT_3365
ko:K00059	mbx:BCGT_3366
ko:K05337	mbx:BCGT_3367
ko:K00666	mbx:BCGT_3370
ko:K01652	mbx:BCGT_3375
ko:K07045	mbx:BCGT_3376
ko:K01692	mbx:BCGT_3379
ko:K16046	mbx:BCGT_3381
ko:K07068	mbx:BCGT_3384
ko:K00626	mbx:BCGT_3386
ko:K15982	mbx:BCGT_3389
ko:K01207	mbx:BCGT_0002
ko:K07667	mbx:BCGT_0840
ko:K07646	mbx:BCGT_0841
ko:K01546	mbx:BCGT_0843
ko:K01547	mbx:BCGT_0844
ko:K01548	mbx:BCGT_0845
ko:K07656	mbx:BCGT_0846
ko:K07672	mbx:BCGT_0847
ko:K07481	mbx:BCGT_0848
ko:K07481	mbx:BCGT_0849
ko:K00666	mbx:BCGT_0876
ko:K07001	mbx:BCGT_0880
ko:K07001	mbx:BCGT_0881
ko:K01692	mbx:BCGT_0890
ko:K01692	mbx:BCGT_0891
ko:K00626	mbx:BCGT_0894
ko:K07560	mbx:BCGT_1730
ko:K08178	mbx:BCGT_1734
ko:K08972	mbx:BCGT_1735
ko:K03782	mbx:BCGT_1740
ko:K06910	mbx:BCGT_1741
ko:K06910	mbx:BCGT_1742
ko:K01637	mbx:BCGT_1746
ko:K00666	mbx:BCGT_1756
ko:K09166	mbx:BCGT_1758
ko:K11065	mbx:BCGT_1763
ko:K01692	mbx:BCGT_1766
ko:K14652	mbx:BCGT_1771
ko:K07171	mbx:BCGT_1773
ko:K03427	mbx:BCGT_2587
ko:K01061	mbx:BCGT_2595
ko:K00215	mbx:BCGT_2603
ko:K07044	mbx:BCGT_2607
ko:K00259	mbx:BCGT_2611
ko:K00459	mbx:BCGT_2612
ko:K00962	mbx:BCGT_2614
ko:K02956	mbx:BCGT_2616
ko:K11753	mbx:BCGT_2617
ko:K03709	mbx:BCGT_2619
ko:K03177	mbx:BCGT_2624
ko:K06978	mbx:BCGT_2631
ko:K07171	mbx:BCGT_2632
ko:K03893	mbx:BCGT_3448
ko:K03218	mbx:BCGT_3449
ko:K01883	mbx:BCGT_3450
ko:K01770	mbx:BCGT_3451
ko:K00991	mbx:BCGT_3452
ko:K07736	mbx:BCGT_3453
ko:K04485	mbx:BCGT_3455
ko:K07067	mbx:BCGT_3456
ko:K01673	mbx:BCGT_3458
ko:K03575	mbx:BCGT_3459
ko:K03696	mbx:BCGT_3466
ko:K04567	mbx:BCGT_3468
ko:K03525	mbx:BCGT_3469
ko:K01579	mbx:BCGT_3470
ko:K01918	mbx:BCGT_3471
ko:K00950	mbx:BCGT_3475
ko:K01633	mbx:BCGT_3476
ko:K00796	mbx:BCGT_3477
ko:K01495	mbx:BCGT_3478
ko:K03798	mbx:BCGT_3479
ko:K00760	mbx:BCGT_3483
ko:K04075	mbx:BCGT_3484
ko:K07259	mbx:BCGT_3486
ko:K01507	mbx:BCGT_3487
ko:K09799	mbx:BCGT_3488
ko:K09153	mbx:BCGT_3491
ko:K01784	mbx:BCGT_3493
ko:K03921	mbx:BCGT_0624
ko:K08641	mbx:BCGT_0642
ko:K01259	mbx:BCGT_0644
ko:K00161	mbx:BCGT_0648
ko:K07684	mbx:BCGT_0649
ko:K02480	mbx:BCGT_0650
ko:K01738	mbx:BCGT_0654
ko:K01796	mbx:BCGT_0660
ko:K14267	mbx:BCGT_0663
ko:K00626	mbx:BCGT_0664
ko:K01782	mbx:BCGT_0665
ko:K10843	mbx:BCGT_0666
ko:K03637	mbx:BCGT_0669
ko:K03635	mbx:BCGT_0671
ko:K01990	mbx:BCGT_1500
ko:K03652	mbx:BCGT_1501
ko:K01866	mbx:BCGT_1502
ko:K06442	mbx:BCGT_1508
ko:K00858	mbx:BCGT_1509
ko:K03631	mbx:BCGT_1510
ko:K01937	mbx:BCGT_1513
ko:K01515	mbx:BCGT_1514
ko:K04763	mbx:BCGT_1515
ko:K11737	mbx:BCGT_1518
ko:K03321	mbx:BCGT_1522
ko:K03496	mbx:BCGT_1523
ko:K05896	mbx:BCGT_1524
ko:K06024	mbx:BCGT_1525
ko:K06178	mbx:BCGT_1526
ko:K00945	mbx:BCGT_1527
ko:K03977	mbx:BCGT_1528
ko:K00074	mbx:BCGT_1530
ko:K00370	mbx:BCGT_1550
ko:K02575	mbx:BCGT_1551
ko:K01584	mbx:BCGT_2372
ko:K03625	mbx:BCGT_2374
ko:K02356	mbx:BCGT_2375
ko:K03786	mbx:BCGT_2378
ko:K01735	mbx:BCGT_2379
ko:K00891	mbx:BCGT_2380
ko:K01736	mbx:BCGT_2381
ko:K01736	mbx:BCGT_2383
ko:K00014	mbx:BCGT_2395
ko:K07082	mbx:BCGT_2396
ko:K07447	mbx:BCGT_2397
ko:K01872	mbx:BCGT_2398
ko:K07478	mbx:BCGT_2402
ko:K02004	mbx:BCGT_2406
ko:K02003	mbx:BCGT_2407
ko:K07001	mbx:BCGT_2408
ko:K01876	mbx:BCGT_2415
ko:K00077	mbx:BCGT_2416
ko:K07054	mbx:BCGT_2418
ko:K01892	mbx:BCGT_2424
ko:K01491	mbx:BCGT_3231
ko:K19159	mbx:BCGT_3232
ko:K19158	mbx:BCGT_3233
ko:K06945	mbx:BCGT_3237
ko:K07131	mbx:BCGT_3238
ko:K03216	mbx:BCGT_3240
ko:K14162	mbx:BCGT_3245
ko:K14162	mbx:BCGT_3246
ko:K01087	mbx:BCGT_3248
ko:K01692	mbx:BCGT_3249
ko:K01426	mbx:BCGT_3250
ko:K07025	mbx:BCGT_3251
ko:K17811	mbx:BCGT_3252
ko:K01662	mbx:BCGT_3253
ko:K03527	mbx:BCGT_3254
ko:K13787	mbx:BCGT_3255
ko:K07481	mbx:BCGT_3258
ko:K07481	mbx:BCGT_3259
ko:K00574	mbx:BCGT_3264
ko:K01239	mbx:BCGT_3265
ko:K14161	mbx:BCGT_3266
ko:K01951	mbx:BCGT_3269
ko:K02291	mbx:BCGT_3270
ko:K13787	mbx:BCGT_3271
ko:K03333	mbx:BCGT_3281
ko:K00088	mbx:BCGT_3282
ko:K01692	mbx:BCGT_0229
ko:K07171	mbx:BCGT_0230
ko:K01322	mbx:BCGT_0231
ko:K00138	mbx:BCGT_0232
ko:K09959	mbx:BCGT_0233
ko:K00382	mbx:BCGT_0236
ko:K07110	mbx:BCGT_0239
ko:K01637	mbx:BCGT_0241
ko:K00074	mbx:BCGT_0242
ko:K00574	mbx:BCGT_0243
ko:K00574	mbx:BCGT_0244
ko:K16645	mbx:BCGT_0250
ko:K01619	mbx:BCGT_0253
ko:K00075	mbx:BCGT_0257
ko:K15521	mbx:BCGT_0261
ko:K06895	mbx:BCGT_0264
ko:K01834	mbx:BCGT_0266
ko:K07768	mbx:BCGT_0267
ko:K07776	mbx:BCGT_0268
ko:K00286	mbx:BCGT_0277
ko:K01784	mbx:BCGT_0280
ko:K00574	mbx:BCGT_0282
ko:K00957	mbx:BCGT_1117
ko:K00955	mbx:BCGT_1118
ko:K01887	mbx:BCGT_1125
ko:K01586	mbx:BCGT_1126
ko:K00003	mbx:BCGT_1127
ko:K01733	mbx:BCGT_1128
ko:K00872	mbx:BCGT_1129
ko:K03628	mbx:BCGT_1130
ko:K02909	mbx:BCGT_1131
ko:K02835	mbx:BCGT_1132
ko:K02493	mbx:BCGT_1133
ko:K02851	mbx:BCGT_1135
ko:K02108	mbx:BCGT_1137
ko:K02110	mbx:BCGT_1138
ko:K02109	mbx:BCGT_1139
ko:K02109	mbx:BCGT_1140
ko:K02113	mbx:BCGT_1140
ko:K02111	mbx:BCGT_1141
ko:K02115	mbx:BCGT_1142
ko:K02112	mbx:BCGT_1143
ko:K02114	mbx:BCGT_1144
ko:K00798	mbx:BCGT_1147
ko:K00790	mbx:BCGT_1148
ko:K00567	mbx:BCGT_1149
ko:K13529	mbx:BCGT_1150
ko:K07503	mbx:BCGT_1154
ko:K00626	mbx:BCGT_1157
ko:K05838	mbx:BCGT_1158
ko:K00700	mbx:BCGT_1161
ko:K16147	mbx:BCGT_1162
ko:K00688	mbx:BCGT_1163
ko:K00763	mbx:BCGT_1165
ko:K06891	mbx:BCGT_1166
ko:K01626	mbx:BCGT_1997
ko:K13671	mbx:BCGT_2000
ko:K00655	mbx:BCGT_2001
ko:K13668	mbx:BCGT_2006
ko:K02342	mbx:BCGT_2010
ko:K02276	mbx:BCGT_2011
ko:K03889	mbx:BCGT_2012
ko:K03890	mbx:BCGT_2013
ko:K03891	mbx:BCGT_2014
ko:K02275	mbx:BCGT_2018
ko:K01953	mbx:BCGT_2019
ko:K00856	mbx:BCGT_2020
ko:K00865	mbx:BCGT_2023
ko:K00768	mbx:BCGT_2024
ko:K02233	mbx:BCGT_2025
ko:K00826	mbx:BCGT_2027
ko:K00605	mbx:BCGT_2028
ko:K01255	mbx:BCGT_2030
ko:K00658	mbx:BCGT_2032
ko:K07071	mbx:BCGT_2033
ko:K03801	mbx:BCGT_2034
ko:K03644	mbx:BCGT_2035
ko:K01915	mbx:BCGT_2038
ko:K00982	mbx:BCGT_2040
ko:K01915	mbx:BCGT_2041
ko:K00606	mbx:BCGT_2045
ko:K09990	mbx:BCGT_2047
ko:K02434	mbx:BCGT_2852
ko:K02433	mbx:BCGT_2854
ko:K02435	mbx:BCGT_2855
ko:K01972	mbx:BCGT_2857
ko:K00566	mbx:BCGT_2869
ko:K00566	mbx:BCGT_2870
ko:K04487	mbx:BCGT_2871
ko:K03522	mbx:BCGT_2874
ko:K03521	mbx:BCGT_2875
ko:K16149	mbx:BCGT_2877
ko:K16150	mbx:BCGT_2878
ko:K01692	mbx:BCGT_2886
ko:K02013	mbx:BCGT_2888
ko:K01079	mbx:BCGT_2889
ko:K02274	mbx:BCGT_2890
ko:K02016	mbx:BCGT_2891
ko:K13979	mbx:BCGT_2892
ko:K03647	mbx:BCGT_2900
ko:K04564	mbx:BCGT_3715
ko:K10215	mbx:BCGT_3724
ko:K04477	mbx:BCGT_3726
ko:K00266	mbx:BCGT_3729
ko:K00265	mbx:BCGT_3730
ko:K18957	mbx:BCGT_3733
ko:K14743	mbx:BCGT_3748
ko:K14743	mbx:BCGT_3751
ko:K02954	mbx:BCGT_0511
ko:K02994	mbx:BCGT_0512
ko:K02933	mbx:BCGT_0513
ko:K02881	mbx:BCGT_0514
ko:K02988	mbx:BCGT_0515
ko:K02907	mbx:BCGT_0516
ko:K02876	mbx:BCGT_0517
ko:K04773	mbx:BCGT_0518
ko:K01628	mbx:BCGT_0521
ko:K00058	mbx:BCGT_0522
ko:K00854	mbx:BCGT_0523
ko:K03076	mbx:BCGT_0526
ko:K00939	mbx:BCGT_0527
ko:K01265	mbx:BCGT_0528
ko:K03088	mbx:BCGT_0529
ko:K00140	mbx:BCGT_0553
ko:K02484	mbx:BCGT_0559
ko:K00121	mbx:BCGT_0562
ko:K05917	mbx:BCGT_0565
ko:K00128	mbx:BCGT_0568
ko:K01236	mbx:BCGT_1391
ko:K06044	mbx:BCGT_1392
ko:K00833	mbx:BCGT_1397
ko:K00652	mbx:BCGT_1398
ko:K01935	mbx:BCGT_1399
ko:K01012	mbx:BCGT_1403
ko:K03517	mbx:BCGT_1408
ko:K00278	mbx:BCGT_1409
ko:K00767	mbx:BCGT_1410
ko:K00013	mbx:BCGT_1413
ko:K00817	mbx:BCGT_1414
ko:K01693	mbx:BCGT_1415
ko:K02501	mbx:BCGT_1416
ko:K01814	mbx:BCGT_1417
ko:K01817	mbx:BCGT_1417
ko:K01092	mbx:BCGT_1418
ko:K02500	mbx:BCGT_1419
ko:K01496	mbx:BCGT_1420
ko:K07300	mbx:BCGT_1421
ko:K03564	mbx:BCGT_1422
ko:K01657	mbx:BCGT_1423
ko:K01609	mbx:BCGT_1425
ko:K01696	mbx:BCGT_1426
ko:K01695	mbx:BCGT_1427
ko:K00873	mbx:BCGT_1432
ko:K10805	mbx:BCGT_1433
ko:K00426	mbx:BCGT_1435
ko:K00425	mbx:BCGT_1436
ko:K00852	mbx:BCGT_2268
ko:K01950	mbx:BCGT_2270
ko:K03979	mbx:BCGT_2271
ko:K02899	mbx:BCGT_2272
ko:K02888	mbx:BCGT_2273
ko:K00940	mbx:BCGT_2276
ko:K11754	mbx:BCGT_2278
ko:K01873	mbx:BCGT_2279
ko:K03752	mbx:BCGT_2285
ko:K00175	mbx:BCGT_2286
ko:K00174	mbx:BCGT_2287
ko:K03544	mbx:BCGT_2290
ko:K00547	mbx:BCGT_2291
ko:K01358	mbx:BCGT_2293
ko:K01358	mbx:BCGT_2294
ko:K03545	mbx:BCGT_2295
ko:K05522	mbx:BCGT_2297
ko:K01808	mbx:BCGT_2298
ko:K01256	mbx:BCGT_2300
ko:K06886	mbx:BCGT_2304
ko:K01187	mbx:BCGT_2305
ko:K07107	mbx:BCGT_2309
ko:K15371	mbx:BCGT_2310
ko:K03111	mbx:BCGT_2312
ko:K00631	mbx:BCGT_2313
ko:K15781	mbx:BCGT_2314
ko:K01692	mbx:BCGT_2318
ko:K01809	mbx:BCGT_3122
ko:K01840	mbx:BCGT_3124
ko:K11212	mbx:BCGT_3128
ko:K12234	mbx:BCGT_3129
ko:K00966	mbx:BCGT_3132
ko:K16870	mbx:BCGT_3133
ko:K00067	mbx:BCGT_3134
ko:K12950	mbx:BCGT_3138
ko:K01673	mbx:BCGT_3140
ko:K01589	mbx:BCGT_3142
ko:K03524	mbx:BCGT_3144
ko:K01966	mbx:BCGT_3145
ko:K06287	mbx:BCGT_3147
ko:K02426	mbx:BCGT_3148
ko:K11263	mbx:BCGT_3149
ko:K03090	mbx:BCGT_3150
ko:K03719	mbx:BCGT_3154
ko:K00128	mbx:BCGT_3156
ko:K03724	mbx:BCGT_3159
ko:K05522	mbx:BCGT_3160
ko:K03932	mbx:BCGT_3161
ko:K06177	mbx:BCGT_3162
ko:K02039	mbx:BCGT_3163
ko:K00111	mbx:BCGT_3164
ko:K00382	mbx:BCGT_3165
ko:K03783	mbx:BCGT_3169
ko:K01840	mbx:BCGT_3170
ko:K00761	mbx:BCGT_3171
ko:K18894	mbx:BCGT_3995
ko:K04043	mbx:BCGT_0119
ko:K03687	mbx:BCGT_0120
ko:K03686	mbx:BCGT_0121
ko:K13640	mbx:BCGT_0122
ko:K01939	mbx:BCGT_0126
ko:K06213	mbx:BCGT_0131
ko:K01624	mbx:BCGT_0132
ko:K03975	mbx:BCGT_0133
ko:K07161	mbx:BCGT_0137
ko:K07141	mbx:BCGT_0140
ko:K07402	mbx:BCGT_0141
ko:K03520	mbx:BCGT_0142
ko:K03519	mbx:BCGT_0143
ko:K07402	mbx:BCGT_0144
ko:K09165	mbx:BCGT_0147
ko:K00762	mbx:BCGT_0150
ko:K03695	mbx:BCGT_0152
ko:K08289	mbx:BCGT_0159
ko:K10764	mbx:BCGT_0161
ko:K03885	mbx:BCGT_0162
ko:K00252	mbx:BCGT_0170
ko:K12432	mbx:BCGT_1012
ko:K06994	mbx:BCGT_1014
ko:K12423	mbx:BCGT_1016
ko:K00294	mbx:BCGT_1018
ko:K00318	mbx:BCGT_1019
ko:K03088	mbx:BCGT_1020
ko:K12429	mbx:BCGT_1022
ko:K00674	mbx:BCGT_1031
ko:K01439	mbx:BCGT_1032
ko:K06966	mbx:BCGT_1036
ko:K00666	mbx:BCGT_1037
ko:K00796	mbx:BCGT_1038
ko:K13693	mbx:BCGT_1039
ko:K01246	mbx:BCGT_1041
ko:K16148	mbx:BCGT_1043
ko:K00975	mbx:BCGT_1044
ko:K06978	mbx:BCGT_1046
ko:K01992	mbx:BCGT_1048
ko:K01990	mbx:BCGT_1049
ko:K03088	mbx:BCGT_1052
ko:K03117	mbx:BCGT_1055
ko:K08981	mbx:BCGT_1057
ko:K09167	mbx:BCGT_1058
ko:K03593	mbx:BCGT_1061
ko:K17836	mbx:BCGT_1892
ko:K03088	mbx:BCGT_1893
ko:K05895	mbx:BCGT_1894
ko:K05936	mbx:BCGT_1895
ko:K00595	mbx:BCGT_1896
ko:K03727	mbx:BCGT_1914
ko:K03118	mbx:BCGT_1915
ko:K03116	mbx:BCGT_1916
ko:K13573	mbx:BCGT_1917
ko:K13571	mbx:BCGT_1919
ko:K03432	mbx:BCGT_1929
ko:K03433	mbx:BCGT_1930
ko:K13570	mbx:BCGT_1931
ko:K13527	mbx:BCGT_1935
ko:K09764	mbx:BCGT_1937
ko:K07442	mbx:BCGT_1938
ko:K00765	mbx:BCGT_1941
ko:K01523	mbx:BCGT_1942
ko:K00548	mbx:BCGT_1944
ko:K07258	mbx:BCGT_2748
ko:K03106	mbx:BCGT_2753
ko:K00990	mbx:BCGT_2755
ko:K04751	mbx:BCGT_2756
ko:K03320	mbx:BCGT_2757
ko:K03110	mbx:BCGT_2759
ko:K03529	mbx:BCGT_2760
ko:K01512	mbx:BCGT_2761
ko:K10563	mbx:BCGT_2763
ko:K03685	mbx:BCGT_2764
ko:K07040	mbx:BCGT_2765
ko:K12426	mbx:BCGT_2768
ko:K12440	mbx:BCGT_2769
ko:K12441	mbx:BCGT_2770
ko:K12442	mbx:BCGT_2771
ko:K12443	mbx:BCGT_2772
ko:K12444	mbx:BCGT_2773
ko:K01990	mbx:BCGT_2774
ko:K01992	mbx:BCGT_2775
ko:K01992	mbx:BCGT_2776
ko:K11628	mbx:BCGT_2778
ko:K12427	mbx:BCGT_2779
ko:K06994	mbx:BCGT_2780
ko:K12430	mbx:BCGT_2784
ko:K12424	mbx:BCGT_2785
ko:K14728	mbx:BCGT_2788
ko:K12445	mbx:BCGT_2790
ko:K11991	mbx:BCGT_3614
ko:K04517	mbx:BCGT_3616
ko:K05846	mbx:BCGT_3617
ko:K05846	mbx:BCGT_3618
ko:K05845	mbx:BCGT_3619
ko:K14953	mbx:BCGT_3623
ko:K02484	mbx:BCGT_3624
ko:K00817	mbx:BCGT_3633
ko:K01692	mbx:BCGT_3635
ko:K01990	mbx:BCGT_3641
ko:K16649	mbx:BCGT_3642
ko:K01992	mbx:BCGT_3643
ko:K01710	mbx:BCGT_3644
ko:K16653	mbx:BCGT_3651
ko:K07386	mbx:BCGT_4000
ko:K06860	mbx:BCGT_4009
ko:K03439	mbx:BCGT_4010
ko:K01596	mbx:BCGT_4014
ko:K00128	mbx:BCGT_4024
ko:K07048	mbx:BCGT_4032
ko:K00135	mbx:BCGT_4036
ko:K16648	mbx:BCGT_4038
ko:K16652	mbx:BCGT_3652
ko:K13686	mbx:BCGT_3653
ko:K11387	mbx:BCGT_3654
ko:K11385	mbx:BCGT_3655
ko:K11386	mbx:BCGT_3656
ko:K00965	mbx:BCGT_0405
ko:K00849	mbx:BCGT_0406
ko:K03581	mbx:BCGT_0416
ko:K03582	mbx:BCGT_0417
ko:K03583	mbx:BCGT_0418
ko:K01692	mbx:BCGT_0419
ko:K02913	mbx:BCGT_0423
ko:K03073	mbx:BCGT_0427
ko:K02601	mbx:BCGT_0428
ko:K02867	mbx:BCGT_0429
ko:K02863	mbx:BCGT_0430
ko:K00574	mbx:BCGT_0431
ko:K00574	mbx:BCGT_0432
ko:K00574	mbx:BCGT_0433
ko:K00574	mbx:BCGT_0434
ko:K00645	mbx:BCGT_0438
ko:K00845	mbx:BCGT_0439
ko:K02864	mbx:BCGT_0441
ko:K02935	mbx:BCGT_0442
ko:K02065	mbx:BCGT_0444
ko:K07052	mbx:BCGT_0448
ko:K07171	mbx:BCGT_0449
ko:K01057	mbx:BCGT_1279
ko:K00036	mbx:BCGT_1281
ko:K00616	mbx:BCGT_1282
ko:K00615	mbx:BCGT_1283
ko:K02259	mbx:BCGT_1293
ko:K01992	mbx:BCGT_1294
ko:K01990	mbx:BCGT_1295
ko:K14339	mbx:BCGT_1296
ko:K09014	mbx:BCGT_1298
ko:K09015	mbx:BCGT_1299
ko:K09013	mbx:BCGT_1300
ko:K11717	mbx:BCGT_1301
ko:K04488	mbx:BCGT_1302
ko:K12951	mbx:BCGT_1306
ko:K00384	mbx:BCGT_1308
ko:K01692	mbx:BCGT_1309
ko:K01681	mbx:BCGT_1313
ko:K03924	mbx:BCGT_1317
ko:K07114	mbx:BCGT_1319
ko:K11610	mbx:BCGT_1321
ko:K11611	mbx:BCGT_1322
ko:K01772	mbx:BCGT_1323
ko:K01847	mbx:BCGT_1331
ko:K01847	mbx:BCGT_1332
ko:K00027	mbx:BCGT_2162
ko:K01738	mbx:BCGT_2165
ko:K00640	mbx:BCGT_2166
ko:K06994	mbx:BCGT_2170
ko:K01129	mbx:BCGT_2177
ko:K01880	mbx:BCGT_2181
ko:K03711	mbx:BCGT_2183
ko:K14215	mbx:BCGT_2185
ko:K01965	mbx:BCGT_0787
ko:K02911	mbx:BCGT_0796
ko:K07669	mbx:BCGT_0797
ko:K07653	mbx:BCGT_0798
ko:K08372	mbx:BCGT_0799
ko:K03282	mbx:BCGT_0801
ko:K02003	mbx:BCGT_0802
ko:K02004	mbx:BCGT_0803
ko:K00805	mbx:BCGT_0805
ko:K00963	mbx:BCGT_0809
ko:K03750	mbx:BCGT_0810
ko:K03790	mbx:BCGT_0811
ko:K01478	mbx:BCGT_0817
ko:K01665	mbx:BCGT_0820
ko:K01874	mbx:BCGT_0822
ko:K03424	mbx:BCGT_0823
ko:K00919	mbx:BCGT_0825
ko:K00666	mbx:BCGT_0826
ko:K01056	mbx:BCGT_0827
ko:K02897	mbx:BCGT_0828
ko:K00948	mbx:BCGT_0830
ko:K04042	mbx:BCGT_0831
ko:K03723	mbx:BCGT_0834
ko:K02428	mbx:BCGT_0835
ko:K01689	mbx:BCGT_0836
ko:K00088	mbx:BCGT_1676
ko:K01430	mbx:BCGT_1680
ko:K01429	mbx:BCGT_1681
ko:K03188	mbx:BCGT_1682
ko:K03189	mbx:BCGT_1683
ko:K03190	mbx:BCGT_1684
ko:K03885	mbx:BCGT_1685
ko:K02020	mbx:BCGT_1688
ko:K02018	mbx:BCGT_1689
ko:K02017	mbx:BCGT_1690
ko:K13953	mbx:BCGT_1694
ko:K07052	mbx:BCGT_1695
ko:K00626	mbx:BCGT_1700
ko:K00101	mbx:BCGT_1705
ko:K03594	mbx:BCGT_1710
ko:K01915	mbx:BCGT_1712
ko:K07045	mbx:BCGT_1713
ko:K04093	mbx:BCGT_1719
ko:K18851	mbx:BCGT_1720
ko:K01092	mbx:BCGT_2533
ko:K00886	mbx:BCGT_2534
ko:K03086	mbx:BCGT_2535
ko:K07058	mbx:BCGT_2538
ko:K03087	mbx:BCGT_2541
ko:K03709	mbx:BCGT_2542
ko:K00322	mbx:BCGT_2544
ko:K07738	mbx:BCGT_2550
ko:K01356	mbx:BCGT_2552
ko:K05794	mbx:BCGT_2554
ko:K03665	mbx:BCGT_2556
ko:K01778	mbx:BCGT_2557
ko:K06168	mbx:BCGT_2563
ko:K10533	mbx:BCGT_2569
ko:K10533	mbx:BCGT_2573
ko:K00995	mbx:BCGT_2578
ko:K00619	mbx:BCGT_2579
ko:K03466	mbx:BCGT_2580
ko:K12574	mbx:BCGT_2584
ko:K01714	mbx:BCGT_2585
ko:K01666	mbx:BCGT_3400
ko:K04073	mbx:BCGT_3401
ko:K02554	mbx:BCGT_3402
ko:K05898	mbx:BCGT_3403
ko:K15981	mbx:BCGT_3411
ko:K00626	mbx:BCGT_3412
ko:K01692	mbx:BCGT_3416
ko:K00626	mbx:BCGT_3422
ko:K00059	mbx:BCGT_3425
ko:K18687	mbx:BCGT_3427
ko:K16049	mbx:BCGT_3435
ko:K16050	mbx:BCGT_3436
ko:K16047	mbx:BCGT_3437
ko:K15983	mbx:BCGT_3438
ko:K03584	mbx:BCGT_2186
ko:K01426	mbx:BCGT_2187
ko:K07042	mbx:BCGT_2191
ko:K09761	mbx:BCGT_2196
ko:K03686	mbx:BCGT_2197
ko:K03705	mbx:BCGT_2198
ko:K04793	mbx:BCGT_2202
ko:K04792	mbx:BCGT_2203
ko:K04789	mbx:BCGT_2204
ko:K04791	mbx:BCGT_2205
ko:K04790	mbx:BCGT_2206
ko:K04788	mbx:BCGT_2207
ko:K04787	mbx:BCGT_2208
