ko:K19079	sut:SAT0131_00731
ko:K14652	sut:SAT0131_01883
ko:K00793	sut:SAT0131_01884
ko:K11752	sut:SAT0131_01885
ko:K03893	sut:SAT0131_01888
ko:K06199	sut:SAT0131_01898
ko:K06199	sut:SAT0131_01899
ko:K00789	sut:SAT0131_01904
ko:K01610	sut:SAT0131_01905
ko:K08998	sut:SAT0131_01910
ko:K01911	sut:SAT0131_01912
ko:K01154	sut:SAT0131_01927
ko:K03427	sut:SAT0131_01928
ko:K04759	sut:SAT0131_02759
ko:K04758	sut:SAT0131_02760
ko:K03778	sut:SAT0131_02770
ko:K03303	sut:SAT0131_00094
ko:K02015	sut:SAT0131_00098
ko:K02015	sut:SAT0131_00099
ko:K02016	sut:SAT0131_00101
ko:K01586	sut:SAT0131_00109
ko:K01839	sut:SAT0131_00128
ko:K02042	sut:SAT0131_00129
ko:K02042	sut:SAT0131_00130
ko:K02041	sut:SAT0131_00131
ko:K02044	sut:SAT0131_00132
ko:K04072	sut:SAT0131_00138
ko:K15580	sut:SAT0131_01023
ko:K02034	sut:SAT0131_01030
ko:K01867	sut:SAT0131_01031
ko:K08602	sut:SAT0131_01036
ko:K06886	sut:SAT0131_01038
ko:K00858	sut:SAT0131_01042
ko:K06180	sut:SAT0131_01043
ko:K06213	sut:SAT0131_01044
ko:K03310	sut:SAT0131_01047
ko:K02837	sut:SAT0131_01055
ko:K02250	sut:SAT0131_01060
ko:K03800	sut:SAT0131_01062
ko:K02003	sut:SAT0131_01067
ko:K15977	sut:SAT0131_01071
ko:K02016	sut:SAT0131_01072
ko:K07002	sut:SAT0131_01950
ko:K00231	sut:SAT0131_01951
ko:K01772	sut:SAT0131_01952
ko:K01599	sut:SAT0131_01953
ko:K02503	sut:SAT0131_01958
ko:K06180	sut:SAT0131_01970
ko:K03216	sut:SAT0131_01975
ko:K09765	sut:SAT0131_02825
ko:K06978	sut:SAT0131_02828
ko:K01579	sut:SAT0131_02829
ko:K01918	sut:SAT0131_02830
ko:K00606	sut:SAT0131_02831
ko:K00077	sut:SAT0131_02832
ko:K01575	sut:SAT0131_02833
ko:K00823	sut:SAT0131_02836
ko:K01623	sut:SAT0131_02838
ko:K00116	sut:SAT0131_02839
ko:K01895	sut:SAT0131_02842
ko:K03300	sut:SAT0131_02852
ko:K02304	sut:SAT0131_02854
ko:K00432	sut:SAT0131_02856
ko:K09692	sut:SAT0131_00707
ko:K01803	sut:SAT0131_00847
ko:K15633	sut:SAT0131_00848
ko:K01689	sut:SAT0131_00849
ko:K03075	sut:SAT0131_00851
ko:K03928	sut:SAT0131_00852
ko:K12573	sut:SAT0131_00853
ko:K03664	sut:SAT0131_00854
ko:K03704	sut:SAT0131_00893
ko:K06895	sut:SAT0131_00900
ko:K03785	sut:SAT0131_00903
ko:K02437	sut:SAT0131_00907
ko:K01873	sut:SAT0131_01764
ko:K01246	sut:SAT0131_01765
ko:K01845	sut:SAT0131_01768
ko:K01698	sut:SAT0131_01769
ko:K01749	sut:SAT0131_01771
ko:K02497	sut:SAT0131_01773
ko:K02492	sut:SAT0131_01774
ko:K03978	sut:SAT0131_01775
ko:K03544	sut:SAT0131_01776
ko:K03545	sut:SAT0131_01777
ko:K02887	sut:SAT0131_01781
ko:K02916	sut:SAT0131_01782
ko:K02520	sut:SAT0131_01783
ko:K01868	sut:SAT0131_01785
ko:K07738	sut:SAT0131_01788
ko:K00134	sut:SAT0131_01789
ko:K00859	sut:SAT0131_01790
ko:K07636	sut:SAT0131_01794
ko:K00031	sut:SAT0131_01796
ko:K01647	sut:SAT0131_01797
ko:K00873	sut:SAT0131_01801
ko:K00850	sut:SAT0131_01802
ko:K01962	sut:SAT0131_01803
ko:K01963	sut:SAT0131_01804
ko:K02337	sut:SAT0131_01806
ko:K00259	sut:SAT0131_01812
ko:K00925	sut:SAT0131_01814
ko:K11065	sut:SAT0131_01816
ko:K00865	sut:SAT0131_02627
ko:K00077	sut:SAT0131_02642
ko:K08170	sut:SAT0131_02643
ko:K05846	sut:SAT0131_02644
ko:K05845	sut:SAT0131_02645
ko:K05846	sut:SAT0131_02646
ko:K05847	sut:SAT0131_02647
ko:K02069	sut:SAT0131_02653
ko:K02068	sut:SAT0131_02654
ko:K10824	sut:SAT0131_02662
ko:K15587	sut:SAT0131_02663
ko:K15586	sut:SAT0131_02664
ko:K15585	sut:SAT0131_02665
ko:K15584	sut:SAT0131_02666
ko:K00130	sut:SAT0131_02846
ko:K02313	sut:SAT0131_00001
ko:K02338	sut:SAT0131_00002
ko:K03629	sut:SAT0131_00004
ko:K02470	sut:SAT0131_00005
ko:K02469	sut:SAT0131_00006
ko:K01745	sut:SAT0131_00008
ko:K01875	sut:SAT0131_00010
ko:K00641	sut:SAT0131_00014
ko:K02939	sut:SAT0131_00017
ko:K01939	sut:SAT0131_00019
ko:K00783	sut:SAT0131_00027
ko:K07476	sut:SAT0131_00910
ko:K02071	sut:SAT0131_00912
ko:K02072	sut:SAT0131_00913
ko:K02073	sut:SAT0131_00914
ko:K09013	sut:SAT0131_00941
ko:K09015	sut:SAT0131_00942
ko:K11717	sut:SAT0131_00943
ko:K09014	sut:SAT0131_00945
ko:K00459	sut:SAT0131_00950
ko:K07090	sut:SAT0131_00953
ko:K03644	sut:SAT0131_00955
ko:K03367	sut:SAT0131_00962
ko:K03739	sut:SAT0131_00963
ko:K14188	sut:SAT0131_00964
ko:K03740	sut:SAT0131_00965
ko:K07090	sut:SAT0131_01817
ko:K03151	sut:SAT0131_01818
ko:K04487	sut:SAT0131_01819
ko:K02986	sut:SAT0131_01823
ko:K01126	sut:SAT0131_01824
ko:K00655	sut:SAT0131_01830
ko:K01866	sut:SAT0131_01832
ko:K01938	sut:SAT0131_01836
ko:K01895	sut:SAT0131_01837
ko:K04766	sut:SAT0131_01838
ko:K04768	sut:SAT0131_01840
ko:K02529	sut:SAT0131_01841
ko:K13853	sut:SAT0131_01844
ko:K01924	sut:SAT0131_01848
ko:K03466	sut:SAT0131_01849
ko:K06878	sut:SAT0131_01850
ko:K03439	sut:SAT0131_01857
ko:K00824	sut:SAT0131_01859
ko:K07007	sut:SAT0131_01864
ko:K01869	sut:SAT0131_01867
ko:K07139	sut:SAT0131_01871
ko:K00963	sut:SAT0131_02698
ko:K11476	sut:SAT0131_02705
ko:K04041	sut:SAT0131_02718
ko:K06999	sut:SAT0131_02720
ko:K15975	sut:SAT0131_02721
ko:K15973	sut:SAT0131_02722
ko:K06975	sut:SAT0131_02723
ko:K03778	sut:SAT0131_02727
ko:K03823	sut:SAT0131_02733
ko:K01752	sut:SAT0131_02735
ko:K01752	sut:SAT0131_02736
ko:K07107	sut:SAT0131_02742
ko:K18934	sut:SAT0131_02335
ko:K18936	sut:SAT0131_02606
ko:K14234	sut:SAT0131_t004
ko:K14234	sut:SAT0131_t035
ko:K14234	sut:SAT0131_t021
ko:K18935	sut:SAT0131_02337
ko:K00122	sut:SAT0131_00168
ko:K06216	sut:SAT0131_00265
ko:K03328	sut:SAT0131_00120
ko:K03328	sut:SAT0131_00550
ko:K14236	sut:SAT0131_t015
ko:K14236	sut:SAT0131_t036
ko:K02424	sut:SAT0131_02605
ko:K14222	sut:SAT0131_t040
ko:K10009	sut:SAT0131_02604
ko:K01771	sut:SAT0131_00082
ko:K13628	sut:SAT0131_00970
ko:K05570	sut:SAT0131_00979
ko:K05568	sut:SAT0131_00981
ko:K05565	sut:SAT0131_00984
ko:K03768	sut:SAT0131_00986
ko:K00819	sut:SAT0131_00989
ko:K06910	sut:SAT0131_01013
ko:K15582	sut:SAT0131_01020
ko:K10823	sut:SAT0131_01022
ko:K07052	sut:SAT0131_01895
ko:K00616	sut:SAT0131_01896
ko:K02549	sut:SAT0131_01911
ko:K00158	sut:SAT0131_02745
ko:K00054	sut:SAT0131_02754
ko:K01641	sut:SAT0131_02755
ko:K00567	sut:SAT0131_02756
ko:K04086	sut:SAT0131_02757
ko:K06994	sut:SAT0131_02762
ko:K00294	sut:SAT0131_02765
ko:K07213	sut:SAT0131_02769
ko:K10209	sut:SAT0131_02772
ko:K07035	sut:SAT0131_02780
ko:K07032	sut:SAT0131_02786
ko:K03713	sut:SAT0131_01364
ko:K09976	sut:SAT0131_01414
ko:K05020	sut:SAT0131_01420
ko:K02116	sut:SAT0131_02272
ko:K01104	sut:SAT0131_02277
ko:K03048	sut:SAT0131_02292
ko:K09680	sut:SAT0131_02294
ko:K01619	sut:SAT0131_02302
ko:K02004	sut:SAT0131_00311
ko:K03307	sut:SAT0131_00318
ko:K01639	sut:SAT0131_00319
ko:K01788	sut:SAT0131_00322
ko:K00241	sut:SAT0131_01189
ko:K02428	sut:SAT0131_01194
ko:K11041	sut:SAT0131_01217
ko:K07025	sut:SAT0131_01220
ko:K07104	sut:SAT0131_01241
ko:K05845	sut:SAT0131_00792
ko:K05846	sut:SAT0131_00792
ko:K03647	sut:SAT0131_00800
ko:K01258	sut:SAT0131_00815
ko:K02240	sut:SAT0131_00822
ko:K02242	sut:SAT0131_00823
ko:K06023	sut:SAT0131_00832
ko:K09762	sut:SAT0131_00839
ko:K07584	sut:SAT0131_01747
ko:K04763	sut:SAT0131_01760
ko:K02236	sut:SAT0131_01762
ko:K00374	sut:SAT0131_02585
ko:K09815	sut:SAT0131_02597
ko:K00652	sut:SAT0131_02619
ko:K06147	sut:SAT0131_02624
ko:K06147	sut:SAT0131_02625
ko:K03708	sut:SAT0131_00572
ko:K09698	sut:SAT0131_00580
ko:K00639	sut:SAT0131_00603
ko:K00853	sut:SAT0131_00605
ko:K07305	sut:SAT0131_01503
ko:K07304	sut:SAT0131_01504
ko:K03469	sut:SAT0131_01515
ko:K03294	sut:SAT0131_01525
ko:K03700	sut:SAT0131_01538
ko:K02086	sut:SAT0131_01542
ko:K01220	sut:SAT0131_02363
ko:K02786	sut:SAT0131_02365
ko:K01635	sut:SAT0131_02366
ko:K00917	sut:SAT0131_02367
ko:K01819	sut:SAT0131_02368
ko:K01819	sut:SAT0131_02369
ko:K02530	sut:SAT0131_02370
ko:K01727	sut:SAT0131_02378
ko:K00939	sut:SAT0131_02402
ko:K10254	sut:SAT0131_00090
ko:K01784	sut:SAT0131_00115
ko:K03784	sut:SAT0131_00124
ko:K01619	sut:SAT0131_00127
ko:K01104	sut:SAT0131_00141
ko:K02035	sut:SAT0131_01024
ko:K02033	sut:SAT0131_01027
ko:K03455	sut:SAT0131_01045
ko:K05362	sut:SAT0131_01053
ko:K07052	sut:SAT0131_01064
ko:K07533	sut:SAT0131_01961
ko:K03698	sut:SAT0131_01962
ko:K01679	sut:SAT0131_01971
ko:K07035	sut:SAT0131_01979
ko:K04750	sut:SAT0131_02826
ko:K00016	sut:SAT0131_02834
ko:K03294	sut:SAT0131_02835
ko:K03451	sut:SAT0131_02848
ko:K00380	sut:SAT0131_02855
ko:K07816	sut:SAT0131_01041
ko:K00626	sut:SAT0131_00636
ko:K00625	sut:SAT0131_00650
ko:K00869	sut:SAT0131_00653
ko:K01597	sut:SAT0131_00654
ko:K00938	sut:SAT0131_00655
ko:K13953	sut:SAT0131_00672
ko:K07457	sut:SAT0131_00675
ko:K00974	sut:SAT0131_01546
ko:K00805	sut:SAT0131_01558
ko:K01424	sut:SAT0131_01567
ko:K05337	sut:SAT0131_01573
ko:K09763	sut:SAT0131_01589
ko:K04763	sut:SAT0131_01590
ko:K03711	sut:SAT0131_01591
ko:K01515	sut:SAT0131_01592
ko:K00784	sut:SAT0131_01597
ko:K03635	sut:SAT0131_02449
ko:K02017	sut:SAT0131_02455
ko:K00712	sut:SAT0131_00625
ko:K00712	sut:SAT0131_00626
ko:K02564	sut:SAT0131_00630
ko:K08093	sut:SAT0131_00631
ko:K03475	sut:SAT0131_00334
ko:K02822	sut:SAT0131_00335
ko:K02821	sut:SAT0131_00336
ko:K07729	sut:SAT0131_00356
ko:K00626	sut:SAT0131_00361
ko:K01760	sut:SAT0131_00365
ko:K02824	sut:SAT0131_01246
ko:K07030	sut:SAT0131_01275
ko:K00059	sut:SAT0131_01281
ko:K09787	sut:SAT0131_01286
ko:K01439	sut:SAT0131_02143
ko:K07052	sut:SAT0131_02177
ko:K07706	sut:SAT0131_02188
ko:K07120	sut:SAT0131_01767
ko:K01719	sut:SAT0131_01770
ko:K11144	sut:SAT0131_01786
ko:K03346	sut:SAT0131_01787
ko:K10563	sut:SAT0131_01791
ko:K07658	sut:SAT0131_01795
ko:K00027	sut:SAT0131_01805
ko:K03929	sut:SAT0131_02651
ko:K12942	sut:SAT0131_02672
ko:K01784	sut:SAT0131_00153
ko:K02049	sut:SAT0131_00162
ko:K02051	sut:SAT0131_00163
ko:K02050	sut:SAT0131_00164
ko:K00819	sut:SAT0131_00177
ko:K09963	sut:SAT0131_00183
ko:K02033	sut:SAT0131_00192
ko:K02035	sut:SAT0131_00194
ko:K10112	sut:SAT0131_00198
ko:K15770	sut:SAT0131_00199
ko:K07784	sut:SAT0131_00207
ko:K02552	sut:SAT0131_01077
ko:K08680	sut:SAT0131_01079
ko:K00841	sut:SAT0131_01084
ko:K11189	sut:SAT0131_01119
ko:K07025	sut:SAT0131_00678
ko:K05565	sut:SAT0131_00690
ko:K05568	sut:SAT0131_00693
ko:K05570	sut:SAT0131_00696
ko:K03316	sut:SAT0131_00698
ko:K03709	sut:SAT0131_00703
ko:K09693	sut:SAT0131_00706
ko:K07258	sut:SAT0131_00711
ko:K00033	sut:SAT0131_01604
ko:K02246	sut:SAT0131_01635
ko:K02245	sut:SAT0131_01636
ko:K02244	sut:SAT0131_01637
ko:K02243	sut:SAT0131_01638
ko:K00845	sut:SAT0131_01641
ko:K02076	sut:SAT0131_01648
ko:K07052	sut:SAT0131_02494
ko:K08483	sut:SAT0131_01120
ko:K03499	sut:SAT0131_01125
ko:K09825	sut:SAT0131_01983
ko:K11085	sut:SAT0131_01988
ko:K07586	sut:SAT0131_01989
ko:K09693	sut:SAT0131_01994
ko:K01104	sut:SAT0131_02005
ko:K01077	sut:SAT0131_02890
ko:K01478	sut:SAT0131_02901
ko:K12270	sut:SAT0131_02919
ko:K03386	sut:SAT0131_00414
ko:K00088	sut:SAT0131_00422
ko:K03177	sut:SAT0131_01325
ko:K00059	sut:SAT0131_01336
ko:K02443	sut:SAT0131_01353
ko:K01409	sut:SAT0131_02202
ko:K03095	sut:SAT0131_02219
ko:K03090	sut:SAT0131_02221
ko:K07315	sut:SAT0131_02224
ko:K09167	sut:SAT0131_02229
ko:K08981	sut:SAT0131_02230
ko:K04517	sut:SAT0131_01437
ko:K02033	sut:SAT0131_01453
ko:K05822	sut:SAT0131_01472
ko:K03784	sut:SAT0131_02303
ko:K02799	sut:SAT0131_02319
ko:K02800	sut:SAT0131_02319
ko:K02798	sut:SAT0131_02321
ko:K03593	sut:SAT0131_02334
ko:K01226	sut:SAT0131_00516
ko:K03486	sut:SAT0131_00517
ko:K09685	sut:SAT0131_00541
ko:K02499	sut:SAT0131_00551
ko:K07304	sut:SAT0131_01433
ko:K07720	sut:SAT0131_00208
ko:K02035	sut:SAT0131_00227
ko:K00016	sut:SAT0131_00231
ko:K02775	sut:SAT0131_00238
ko:K00852	sut:SAT0131_00263
ko:K11072	sut:SAT0131_01137
ko:K11071	sut:SAT0131_01138
ko:K11069	sut:SAT0131_01140
ko:K01092	sut:SAT0131_01146
ko:K01958	sut:SAT0131_01153
ko:K03471	sut:SAT0131_01182
ko:K07668	sut:SAT0131_00020
ko:K07652	sut:SAT0131_00021
ko:K08974	sut:SAT0131_00940
ko:K04488	sut:SAT0131_00944
ko:K06286	sut:SAT0131_01821
ko:K00058	sut:SAT0131_01827
ko:K01261	sut:SAT0131_01853
ko:K07491	sut:SAT0131_01856
ko:K01439	sut:SAT0131_01860
ko:K06183	sut:SAT0131_01862
ko:K01835	sut:SAT0131_02687
ko:K03299	sut:SAT0131_02703
ko:K00851	sut:SAT0131_02704
ko:K03535	sut:SAT0131_02712
ko:K07104	sut:SAT0131_02724
ko:K07009	sut:SAT0131_02016
ko:K02342	sut:SAT0131_02019
ko:K02433	sut:SAT0131_02026
ko:K07094	sut:SAT0131_02033
ko:K01916	sut:SAT0131_02040
ko:K04518	sut:SAT0131_02043
ko:K15986	sut:SAT0131_02048
ko:K12269	sut:SAT0131_02920
ko:K12268	sut:SAT0131_02921
ko:K07304	sut:SAT0131_02939
ko:K01104	sut:SAT0131_02941
ko:K09705	sut:SAT0131_00740
ko:K16013	sut:SAT0131_00755
ko:K16012	sut:SAT0131_00756
ko:K06934	sut:SAT0131_00764
ko:K03976	sut:SAT0131_00767
ko:K03436	sut:SAT0131_00768
ko:K02619	sut:SAT0131_00785
ko:K01489	sut:SAT0131_01664
ko:K02238	sut:SAT0131_01683
ko:K06948	sut:SAT0131_01693
ko:K01243	sut:SAT0131_01695
ko:K01479	sut:SAT0131_02518
ko:K01785	sut:SAT0131_02524
ko:K01823	sut:SAT0131_02532
ko:K14232	sut:SAT0131_t009
ko:K14232	sut:SAT0131_t027
ko:K14235	sut:SAT0131_t037
ko:K14230	sut:SAT0131_t030
ko:K18940	sut:SAT0131_01492
ko:K21454	sut:SAT0131_02544
ko:K07038	sut:SAT0131_01991
ko:K02545	sut:SAT0131_00034
ko:K16509	sut:SAT0131_01032
ko:K01834	sut:SAT0131_02608
ko:K01834	sut:SAT0131_00408
ko:K07706	sut:SAT0131_02186
ko:K16511	sut:SAT0131_01033
ko:K11733	sut:SAT0131_01784
ko:K14229	sut:SAT0131_t005
ko:K01977	sut:SAT0131_r018
ko:K01977	sut:SAT0131_r015
ko:K01977	sut:SAT0131_r006
ko:K01977	sut:SAT0131_r001
ko:K01977	sut:SAT0131_r012
ko:K16264	sut:SAT0131_00159
ko:K06198	sut:SAT0131_01035
ko:K15583	sut:SAT0131_01021
ko:K14220	sut:SAT0131_t012
ko:K16329	sut:SAT0131_00316
ko:K16323	sut:SAT0131_00714
ko:K16169	sut:SAT0131_00421
ko:K11737	sut:SAT0131_02635
ko:K05340	sut:SAT0131_02429
ko:K16264	sut:SAT0131_02311
ko:K02851	sut:SAT0131_00819
ko:K07045	sut:SAT0131_02792
ko:K09814	sut:SAT0131_02547
ko:K13052	sut:SAT0131_00553
ko:K10010	sut:SAT0131_02603
ko:K16786	sut:SAT0131_02395
ko:K16787	sut:SAT0131_02394
ko:K04564	sut:SAT0131_00121
ko:K11040	sut:SAT0131_01698
ko:K16785	sut:SAT0131_02393
ko:K04757	sut:SAT0131_02222
ko:K01985	sut:SAT0131_r003
ko:K01985	sut:SAT0131_r008
ko:K01985	sut:SAT0131_r013
ko:K01985	sut:SAT0131_r016
ko:K01985	sut:SAT0131_r010
ko:K01985	sut:SAT0131_r005
ko:K07705	sut:SAT0131_00254
ko:K02032	sut:SAT0131_01026
ko:K03429	sut:SAT0131_01052
ko:K09813	sut:SAT0131_02548
ko:K01401	sut:SAT0131_02903
ko:K14198	sut:SAT0131_02078
ko:K14204	sut:SAT0131_02070
ko:K02547	sut:SAT0131_00035
ko:K11039	sut:SAT0131_02182
ko:K14200	sut:SAT0131_01201
ko:K14201	sut:SAT0131_00886
ko:K10208	sut:SAT0131_02773
ko:K02755	sut:SAT0131_00259
ko:K00128	sut:SAT0131_00158
ko:K00128	sut:SAT0131_02285
ko:K07800	sut:SAT0131_02184
ko:K08259	sut:SAT0131_00271
ko:K12553	sut:SAT0131_01646
ko:K07683	sut:SAT0131_02583
ko:K01239	sut:SAT0131_02461
ko:K00128	sut:SAT0131_02050
ko:K01906	sut:SAT0131_02618
ko:K14224	sut:SAT0131_t013
ko:K14224	sut:SAT0131_t049
ko:K14233	sut:SAT0131_t002
ko:K14233	sut:SAT0131_t031
ko:K14227	sut:SAT0131_t011
ko:K01980	sut:SAT0131_r007
ko:K01980	sut:SAT0131_r014
ko:K01980	sut:SAT0131_r017
ko:K01980	sut:SAT0131_r002
ko:K01980	sut:SAT0131_r011
ko:K14228	sut:SAT0131_t007
ko:K14228	sut:SAT0131_t025
ko:K14219	sut:SAT0131_t008
ko:K14219	sut:SAT0131_t026
ko:K14218	sut:SAT0131_t010
ko:K14218	sut:SAT0131_t028
ko:K14220	sut:SAT0131_t048
ko:K14220	sut:SAT0131_t052
ko:K14225	sut:SAT0131_t041
ko:K14229	sut:SAT0131_t017
ko:K14229	sut:SAT0131_t022
ko:K14228	sut:SAT0131_t018
ko:K03483	sut:SAT0131_02320
ko:K11631	sut:SAT0131_02978
ko:K11042	sut:SAT0131_00457
ko:K13715	sut:SAT0131_01082
ko:K13732	sut:SAT0131_02701
ko:K10210	sut:SAT0131_02775
ko:K11695	sut:SAT0131_01447
ko:K11693	sut:SAT0131_02437
ko:K01271	sut:SAT0131_01811
ko:K16785	sut:SAT0131_01112
ko:K16786	sut:SAT0131_01113
ko:K16787	sut:SAT0131_01113
ko:K16785	sut:SAT0131_02962
ko:K16786	sut:SAT0131_02963
ko:K16787	sut:SAT0131_02963
ko:K02768	sut:SAT0131_02907
ko:K02769	sut:SAT0131_02907
ko:K02770	sut:SAT0131_02907
ko:K11632	sut:SAT0131_02979
ko:K13714	sut:SAT0131_01087
ko:K04478	sut:SAT0131_01997
ko:K00980	sut:SAT0131_00710
ko:K16937	sut:SAT0131_00777
ko:K16869	sut:SAT0131_00651
ko:K11991	sut:SAT0131_00612
ko:K14230	sut:SAT0131_t029
ko:K17716	sut:SAT0131_00143
ko:K10851	sut:SAT0131_02584
ko:K00882	sut:SAT0131_00769
ko:K02803	sut:SAT0131_01829
ko:K02804	sut:SAT0131_01829
ko:K00108	sut:SAT0131_02845
ko:K16916	sut:SAT0131_02730
ko:K16917	sut:SAT0131_02729
ko:K16925	sut:SAT0131_01114
ko:K14196	sut:SAT0131_00096
ko:K14203	sut:SAT0131_01199
ko:K02303	sut:SAT0131_02589
ko:K16924	sut:SAT0131_02964
ko:K14192	sut:SAT0131_02896
ko:K14193	sut:SAT0131_01169
ko:K14197	sut:SAT0131_02610
ko:K08258	sut:SAT0131_02036
ko:K10211	sut:SAT0131_02774
ko:K10850	sut:SAT0131_02578
ko:K11694	sut:SAT0131_01446
ko:K12552	sut:SAT0131_01226
ko:K07681	sut:SAT0131_02009
ko:K07694	sut:SAT0131_02008
ko:K02352	sut:SAT0131_02967
ko:K12551	sut:SAT0131_01833
ko:K16898	sut:SAT0131_01000
ko:K16899	sut:SAT0131_00999
ko:K11070	sut:SAT0131_01139
ko:K01990	sut:SAT0131_01957
ko:K02029	sut:SAT0131_01978
ko:K02030	sut:SAT0131_01978
ko:K01992	sut:SAT0131_02527
ko:K07284	sut:SAT0131_02731
ko:K01990	sut:SAT0131_00272
ko:K01990	sut:SAT0131_02716
ko:K01990	sut:SAT0131_02528
ko:K01990	sut:SAT0131_00358
ko:K01990	sut:SAT0131_02063
ko:K01664	sut:SAT0131_00783
ko:K01992	sut:SAT0131_00273
ko:K01992	sut:SAT0131_00274
ko:K01992	sut:SAT0131_01956
ko:K01992	sut:SAT0131_02060
ko:K02028	sut:SAT0131_01977
ko:K03574	sut:SAT0131_02685
ko:K17216	sut:SAT0131_00499
ko:K17217	sut:SAT0131_00500
ko:K00265	sut:SAT0131_00513
ko:K00951	sut:SAT0131_01733
ko:K01897	sut:SAT0131_00221
ko:K14230	sut:SAT0131_t032
ko:K14230	sut:SAT0131_t043
ko:K01992	sut:SAT0131_01387
ko:K01990	sut:SAT0131_01386
ko:K01990	sut:SAT0131_02061
ko:K17472	sut:SAT0131_01723
ko:K01985	sut:SAT0131_r004
ko:K14233	sut:SAT0131_t050
ko:K14221	sut:SAT0131_t033
ko:K14221	sut:SAT0131_t044
ko:K14233	sut:SAT0131_t053
ko:K14223	sut:SAT0131_t016
ko:K14223	sut:SAT0131_t039
ko:K14219	sut:SAT0131_t054
ko:K14228	sut:SAT0131_t023
ko:K14224	sut:SAT0131_t001
ko:K01985	sut:SAT0131_r009
ko:K17686	sut:SAT0131_02768
ko:K01739	sut:SAT0131_00366
ko:K14219	sut:SAT0131_t051
ko:K14225	sut:SAT0131_t019
ko:K14225	sut:SAT0131_t047
ko:K14225	sut:SAT0131_t006
ko:K14225	sut:SAT0131_t024
ko:K14226	sut:SAT0131_t046
ko:K14226	sut:SAT0131_t038
ko:K14231	sut:SAT0131_t034
ko:K14231	sut:SAT0131_t045
ko:K14228	sut:SAT0131_t042
ko:K14237	sut:SAT0131_t003
ko:K14237	sut:SAT0131_t020
ko:K14237	sut:SAT0131_t014
ko:K01791	sut:SAT0131_02273
ko:K00226	sut:SAT0131_02823
ko:K06518	sut:SAT0131_02747
ko:K01791	sut:SAT0131_00155
ko:K11928	sut:SAT0131_02029
ko:K01658	sut:SAT0131_01440
ko:K02171	sut:SAT0131_02801
ko:K07979	sut:SAT0131_02064
ko:K10212	sut:SAT0131_02776
ko:K01187	sut:SAT0131_01601
ko:K01791	sut:SAT0131_00145
ko:K19080	sut:SAT0131_00732
ko:K02546	sut:SAT0131_00036
ko:K00561	sut:SAT0131_01756
ko:K18104	sut:SAT0131_00713
ko:K02479	sut:SAT0131_01968
ko:K08168	sut:SAT0131_00126
ko:K02483	sut:SAT0131_02549
ko:K03293	sut:SAT0131_01404
ko:K18220	sut:SAT0131_00429
ko:K07741	sut:SAT0131_02128
ko:K02031	sut:SAT0131_00191
ko:K02032	sut:SAT0131_00191
ko:K02809	sut:SAT0131_00186
ko:K02810	sut:SAT0131_00186
ko:K02809	sut:SAT0131_02568
ko:K02810	sut:SAT0131_02568
ko:K03366	sut:SAT0131_00114
ko:K00008	sut:SAT0131_00242
ko:K07145	sut:SAT0131_01176
ko:K22580	sut:SAT0131_01092
ko:K01046	sut:SAT0131_00325
ko:K01046	sut:SAT0131_02948
ko:K00632	sut:SAT0131_00218
ko:K02172	sut:SAT0131_02802
ko:K21462	sut:SAT0131_02947
ko:K21463	sut:SAT0131_02543
ko:K00008	sut:SAT0131_00239
ko:K10254	sut:SAT0131_00089
ko:K07491	sut:SAT0131_01906
ko:K07491	sut:SAT0131_01907
ko:K02033	sut:SAT0131_01029
ko:K06198	sut:SAT0131_01034
ko:K04763	sut:SAT0131_02871
ko:K02012	sut:SAT0131_00210
ko:K11041	sut:SAT0131_02153
ko:K03427	sut:SAT0131_00470
ko:K11041	sut:SAT0131_00875
ko:K01745	sut:SAT0131_00009
ko:K08255	sut:SAT0131_01003
ko:K07483	sut:SAT0131_00453
ko:K00681	sut:SAT0131_00195
ko:K04749	sut:SAT0131_02223
ko:K18707	sut:SAT0131_01672
ko:K18672	sut:SAT0131_02328
ko:K05592	sut:SAT0131_02239
ko:K18704	sut:SAT0131_00245
ko:K18682	sut:SAT0131_01342
ko:K18692	sut:SAT0131_01652
ko:K18906	sut:SAT0131_00757
ko:K01262	sut:SAT0131_01623
ko:K09692	sut:SAT0131_01993
ko:K07723	sut:SAT0131_02226
ko:K18908	sut:SAT0131_00339
ko:K18909	sut:SAT0131_00338
ko:K18941	sut:SAT0131_01493
ko:K07171	sut:SAT0131_02225
ko:K04940	sut:SAT0131_02480
ko:K07483	sut:SAT0131_01924
ko:K07467	sut:SAT0131_02815
ko:K11040	sut:SAT0131_02081
ko:K03111	sut:SAT0131_02119
ko:K03497	sut:SAT0131_02991
ko:K03497	sut:SAT0131_00367
ko:K03111	sut:SAT0131_00374
ko:K07467	sut:SAT0131_00442
ko:K03111	sut:SAT0131_02257
ko:K03502	sut:SAT0131_01436
ko:K03169	sut:SAT0131_02427
ko:K11040	sut:SAT0131_00916
ko:K11040	sut:SAT0131_00917
ko:K07029	sut:SAT0131_02023
ko:K07497	sut:SAT0131_02799
ko:K07132	sut:SAT0131_02798
ko:K07498	sut:SAT0131_02860
ko:K07498	sut:SAT0131_02884
ko:K03498	sut:SAT0131_02148
ko:K09145	sut:SAT0131_00742
ko:K18979	sut:SAT0131_01976
