ko:K07456	ppq:PPSQR21_026280
ko:K00059	ppq:PPSQR21_048290
ko:K06284	ppq:PPSQR21_048300
ko:K00491	ppq:PPSQR21_048330
ko:K04047	ppq:PPSQR21_048340
ko:K01486	ppq:PPSQR21_048350
ko:K02052	ppq:PPSQR21_048360
ko:K02053	ppq:PPSQR21_048370
ko:K02054	ppq:PPSQR21_048380
ko:K02055	ppq:PPSQR21_048400
ko:K06518	ppq:PPSQR21_048650
ko:K00111	ppq:PPSQR21_048670
ko:K00864	ppq:PPSQR21_048680
ko:K02443	ppq:PPSQR21_048690
ko:K07118	ppq:PPSQR21_048720
ko:K03449	ppq:PPSQR21_048770
ko:K00065	ppq:PPSQR21_048780
ko:K01625	ppq:PPSQR21_048790
ko:K01815	ppq:PPSQR21_048800
ko:K00874	ppq:PPSQR21_048810
ko:K02525	ppq:PPSQR21_048820
ko:K03088	ppq:PPSQR21_048850
ko:K10119	ppq:PPSQR21_048870
ko:K10118	ppq:PPSQR21_048880
ko:K10117	ppq:PPSQR21_048890
ko:K01060	ppq:PPSQR21_048990
ko:K02026	ppq:PPSQR21_049010
ko:K02025	ppq:PPSQR21_049020
ko:K16213	ppq:PPSQR21_049040
ko:K16212	ppq:PPSQR21_049050
ko:K02529	ppq:PPSQR21_049060
ko:K06113	ppq:PPSQR21_049120
ko:K03885	ppq:PPSQR21_049130
ko:K01176	ppq:PPSQR21_049170
ko:K01834	ppq:PPSQR21_049180
ko:K01258	ppq:PPSQR21_049210
ko:K08093	ppq:PPSQR21_049250
ko:K08094	ppq:PPSQR21_049260
ko:K01181	ppq:PPSQR21_049270
ko:K17320	ppq:PPSQR21_049280
ko:K17319	ppq:PPSQR21_049290
ko:K17318	ppq:PPSQR21_049300
ko:K07718	ppq:PPSQR21_049310
ko:K07720	ppq:PPSQR21_049320
ko:K00362	ppq:PPSQR21_049350
ko:K02068	ppq:PPSQR21_049420
ko:K02069	ppq:PPSQR21_049430
ko:K01235	ppq:PPSQR21_049520
ko:K01176	ppq:PPSQR21_049530
ko:K10117	ppq:PPSQR21_049550
ko:K07720	ppq:PPSQR21_049560
ko:K10118	ppq:PPSQR21_049580
ko:K10119	ppq:PPSQR21_049590
ko:K03100	ppq:PPSQR21_049610
ko:K16210	ppq:PPSQR21_049630
ko:K15532	ppq:PPSQR21_049640
ko:K03308	ppq:PPSQR21_049670
ko:K01875	ppq:PPSQR21_049690
ko:K05916	ppq:PPSQR21_049700
ko:K03492	ppq:PPSQR21_049720
ko:K01223	ppq:PPSQR21_049730
ko:K02761	ppq:PPSQR21_049740
ko:K02759	ppq:PPSQR21_049750
ko:K02760	ppq:PPSQR21_049760
ko:K01424	ppq:PPSQR21_049870
ko:K02016	ppq:PPSQR21_049890
ko:K02015	ppq:PPSQR21_049900
ko:K02015	ppq:PPSQR21_049910
ko:K16959	ppq:PPSQR21_049930
ko:K16957	ppq:PPSQR21_049940
ko:K10824	ppq:PPSQR21_049950
ko:K15587	ppq:PPSQR21_049960
ko:K15586	ppq:PPSQR21_049970
ko:K15585	ppq:PPSQR21_049980
ko:K15584	ppq:PPSQR21_049990
ko:K02033	ppq:PPSQR21_050030
ko:K02035	ppq:PPSQR21_050040
ko:K16169	ppq:PPSQR21_050050
ko:K03816	ppq:PPSQR21_050060
ko:K00848	ppq:PPSQR21_050070
ko:K01813	ppq:PPSQR21_050080
ko:K01629	ppq:PPSQR21_050090
ko:K00547	ppq:PPSQR21_050120
ko:K07088	ppq:PPSQR21_050130
ko:K03778	ppq:PPSQR21_050140
ko:K11614	ppq:PPSQR21_050160
ko:K17828	ppq:PPSQR21_050180
ko:K02823	ppq:PPSQR21_050190
ko:K06941	ppq:PPSQR21_050200
ko:K13653	ppq:PPSQR21_050220
ko:K00059	ppq:PPSQR21_050240
ko:K00432	ppq:PPSQR21_050260
ko:K00059	ppq:PPSQR21_050280
ko:K07034	ppq:PPSQR21_050330
ko:K00121	ppq:PPSQR21_050400
ko:K06439	ppq:PPSQR21_050420
ko:K07023	ppq:PPSQR21_050500
ko:K11630	ppq:PPSQR21_050510
ko:K11629	ppq:PPSQR21_050520
ko:K11631	ppq:PPSQR21_050530
ko:K11632	ppq:PPSQR21_050540
ko:K06193	ppq:PPSQR21_050640
ko:K00981	ppq:PPSQR21_050680
ko:K02768	ppq:PPSQR21_050700
ko:K02769	ppq:PPSQR21_050700
ko:K02770	ppq:PPSQR21_050700
ko:K02647	ppq:PPSQR21_050750
ko:K00865	ppq:PPSQR21_050760
ko:K03299	ppq:PPSQR21_050770
ko:K11476	ppq:PPSQR21_050780
ko:K00851	ppq:PPSQR21_050790
ko:K03299	ppq:PPSQR21_050800
ko:K01181	ppq:PPSQR21_050830
ko:K16137	ppq:PPSQR21_050860
ko:K03088	ppq:PPSQR21_050910
ko:K01834	ppq:PPSQR21_050930
ko:K16137	ppq:PPSQR21_050950
ko:K00116	ppq:PPSQR21_050960
ko:K01804	ppq:PPSQR21_051010
ko:K02103	ppq:PPSQR21_051040
ko:K04750	ppq:PPSQR21_051180
ko:K03406	ppq:PPSQR21_051220
ko:K00783	ppq:PPSQR21_051230
ko:K02073	ppq:PPSQR21_005840
ko:K07407	ppq:PPSQR21_005860
ko:K07718	ppq:PPSQR21_005870
ko:K07720	ppq:PPSQR21_005880
ko:K17319	ppq:PPSQR21_005890
ko:K17320	ppq:PPSQR21_005900
ko:K17318	ppq:PPSQR21_005910
ko:K14189	ppq:PPSQR21_005950
ko:K03657	ppq:PPSQR21_005960
ko:K03282	ppq:PPSQR21_006020
ko:K03088	ppq:PPSQR21_006040
ko:K01265	ppq:PPSQR21_006110
ko:K09155	ppq:PPSQR21_006130
ko:K07979	ppq:PPSQR21_006160
ko:K01990	ppq:PPSQR21_006170
ko:K01990	ppq:PPSQR21_006180
ko:K01992	ppq:PPSQR21_006190
ko:K03783	ppq:PPSQR21_006250
ko:K01839	ppq:PPSQR21_006280
ko:K11537	ppq:PPSQR21_006290
ko:K01433	ppq:PPSQR21_013390
ko:K00615	ppq:PPSQR21_013400
ko:K09913	ppq:PPSQR21_013410
ko:K01810	ppq:PPSQR21_013430
ko:K02045	ppq:PPSQR21_013470
ko:K06167	ppq:PPSQR21_013480
ko:K03800	ppq:PPSQR21_013520
ko:K04720	ppq:PPSQR21_013530
ko:K02227	ppq:PPSQR21_013540
ko:K02226	ppq:PPSQR21_013550
ko:K02016	ppq:PPSQR21_013560
ko:K02015	ppq:PPSQR21_013570
ko:K02013	ppq:PPSQR21_013580
ko:K00768	ppq:PPSQR21_013590
ko:K02231	ppq:PPSQR21_013600
ko:K02233	ppq:PPSQR21_013610
ko:K02232	ppq:PPSQR21_013620
ko:K03406	ppq:PPSQR21_013630
ko:K02755	ppq:PPSQR21_013640
ko:K02756	ppq:PPSQR21_013640
ko:K02757	ppq:PPSQR21_013640
ko:K03488	ppq:PPSQR21_013650
ko:K02755	ppq:PPSQR21_013660
ko:K02756	ppq:PPSQR21_013660
ko:K02757	ppq:PPSQR21_013660
ko:K06956	ppq:PPSQR21_013670
ko:K09125	ppq:PPSQR21_013680
ko:K03823	ppq:PPSQR21_013710
ko:K07025	ppq:PPSQR21_013760
ko:K00027	ppq:PPSQR21_013780
ko:K01611	ppq:PPSQR21_013790
ko:K06180	ppq:PPSQR21_013810
ko:K03654	ppq:PPSQR21_013820
ko:K01077	ppq:PPSQR21_013840
ko:K01652	ppq:PPSQR21_014470
ko:K01653	ppq:PPSQR21_014480
ko:K00053	ppq:PPSQR21_014490
ko:K01649	ppq:PPSQR21_014500
ko:K00052	ppq:PPSQR21_014510
ko:K03700	ppq:PPSQR21_014700
ko:K03088	ppq:PPSQR21_014840
ko:K06284	ppq:PPSQR21_015570
ko:K05825	ppq:PPSQR21_015610
ko:K07180	ppq:PPSQR21_015630
ko:K07658	ppq:PPSQR21_015720
ko:K09786	ppq:PPSQR21_015760
ko:K07668	ppq:PPSQR21_015850
ko:K06133	ppq:PPSQR21_015940
ko:K02520	ppq:PPSQR21_016030
ko:K02016	ppq:PPSQR21_016040
ko:K02015	ppq:PPSQR21_016050
ko:K01962	ppq:PPSQR21_016630
ko:K00873	ppq:PPSQR21_016640
ko:K02040	ppq:PPSQR21_016660
ko:K02037	ppq:PPSQR21_016670
ko:K02038	ppq:PPSQR21_016680
ko:K02036	ppq:PPSQR21_016690
ko:K07107	ppq:PPSQR21_016710
ko:K07113	ppq:PPSQR21_016720
ko:K01647	ppq:PPSQR21_016740
ko:K00031	ppq:PPSQR21_016750
ko:K00024	ppq:PPSQR21_016760
ko:K07636	ppq:PPSQR21_016790
ko:K07658	ppq:PPSQR21_016800
ko:K03406	ppq:PPSQR21_016810
ko:K02036	ppq:PPSQR21_016820
ko:K02039	ppq:PPSQR21_016830
ko:K10563	ppq:PPSQR21_016850
ko:K00859	ppq:PPSQR21_016870
ko:K08309	ppq:PPSQR21_016880
ko:K07738	ppq:PPSQR21_016900
ko:K06889	ppq:PPSQR21_016930
ko:K02016	ppq:PPSQR21_016970
ko:K03436	ppq:PPSQR21_017040
ko:K00882	ppq:PPSQR21_017050
ko:K02768	ppq:PPSQR21_017060
ko:K02769	ppq:PPSQR21_017060
ko:K02770	ppq:PPSQR21_017060
ko:K01607	ppq:PPSQR21_017090
ko:K03488	ppq:PPSQR21_017100
ko:K02755	ppq:PPSQR21_017110
ko:K02756	ppq:PPSQR21_017110
ko:K02757	ppq:PPSQR21_017110
ko:K01223	ppq:PPSQR21_017120
ko:K08602	ppq:PPSQR21_017720
ko:K03704	ppq:PPSQR21_017750
ko:K16188	ppq:PPSQR21_017770
ko:K00850	ppq:PPSQR21_017780
ko:K03327	ppq:PPSQR21_017800
ko:K05592	ppq:PPSQR21_017840
ko:K11065	ppq:PPSQR21_017870
ko:K06973	ppq:PPSQR21_017900
ko:K03320	ppq:PPSQR21_017930
ko:K07182	ppq:PPSQR21_017940
ko:K02342	ppq:PPSQR21_017950
ko:K01649	ppq:PPSQR21_017970
ko:K02346	ppq:PPSQR21_017980
ko:K05337	ppq:PPSQR21_017990
ko:K00254	ppq:PPSQR21_018020
ko:K07816	ppq:PPSQR21_018030
ko:K09763	ppq:PPSQR21_018040
ko:K06183	ppq:PPSQR21_018070
ko:K03816	ppq:PPSQR21_018130
ko:K07304	ppq:PPSQR21_018190
ko:K09798	ppq:PPSQR21_018200
ko:K02078	ppq:PPSQR21_019280
ko:K09458	ppq:PPSQR21_019290
ko:K03685	ppq:PPSQR21_019300
ko:K03529	ppq:PPSQR21_019310
ko:K03110	ppq:PPSQR21_019320
ko:K11068	ppq:PPSQR21_019330
ko:K09787	ppq:PPSQR21_019340
ko:K03106	ppq:PPSQR21_019350
ko:K02959	ppq:PPSQR21_019360
ko:K06960	ppq:PPSQR21_019370
ko:K02860	ppq:PPSQR21_019380
ko:K00554	ppq:PPSQR21_019390
ko:K02884	ppq:PPSQR21_019400
ko:K03100	ppq:PPSQR21_019410
ko:K14540	ppq:PPSQR21_019420
ko:K03470	ppq:PPSQR21_019430
ko:K04061	ppq:PPSQR21_019450
ko:K07460	ppq:PPSQR21_019460
ko:K07391	ppq:PPSQR21_019480
ko:K07391	ppq:PPSQR21_019500
ko:K01903	ppq:PPSQR21_019530
ko:K01902	ppq:PPSQR21_019540
ko:K04096	ppq:PPSQR21_019550
ko:K03168	ppq:PPSQR21_019560
ko:K03639	ppq:PPSQR21_036150
ko:K03636	ppq:PPSQR21_036160
ko:K03635	ppq:PPSQR21_036170
ko:K02575	ppq:PPSQR21_036190
ko:K07696	ppq:PPSQR21_036200
ko:K07683	ppq:PPSQR21_036210
ko:K10851	ppq:PPSQR21_036220
ko:K00374	ppq:PPSQR21_036230
ko:K00373	ppq:PPSQR21_036240
ko:K00371	ppq:PPSQR21_036250
ko:K00370	ppq:PPSQR21_036260
ko:K02018	ppq:PPSQR21_036270
ko:K02020	ppq:PPSQR21_036280
ko:K07322	ppq:PPSQR21_036290
ko:K00231	ppq:PPSQR21_036300
ko:K00005	ppq:PPSQR21_037470
ko:K03686	ppq:PPSQR21_037600
ko:K08177	ppq:PPSQR21_037650
ko:K02478	ppq:PPSQR21_037670
ko:K03406	ppq:PPSQR21_037690
ko:K02897	ppq:PPSQR21_037700
ko:K00009	ppq:PPSQR21_037740
ko:K02798	ppq:PPSQR21_037750
ko:K02799	ppq:PPSQR21_037770
ko:K02800	ppq:PPSQR21_037770
ko:K02437	ppq:PPSQR21_037780
ko:K00605	ppq:PPSQR21_037790
ko:K00282	ppq:PPSQR21_037800
ko:K00283	ppq:PPSQR21_037810
ko:K08483	ppq:PPSQR21_037820
ko:K11189	ppq:PPSQR21_037830
ko:K03480	ppq:PPSQR21_037850
ko:K07192	ppq:PPSQR21_037860
ko:K00965	ppq:PPSQR21_037890
ko:K01784	ppq:PPSQR21_037900
ko:K00849	ppq:PPSQR21_037910
ko:K12410	ppq:PPSQR21_037940
ko:K02888	ppq:PPSQR21_039010
ko:K08301	ppq:PPSQR21_039020
ko:K06402	ppq:PPSQR21_039030
ko:K06401	ppq:PPSQR21_039040
ko:K03609	ppq:PPSQR21_039050
ko:K03610	ppq:PPSQR21_039060
ko:K03571	ppq:PPSQR21_039070
ko:K03570	ppq:PPSQR21_039080
ko:K03569	ppq:PPSQR21_039090
ko:K03630	ppq:PPSQR21_039100
ko:K06287	ppq:PPSQR21_039110
ko:K01924	ppq:PPSQR21_039140
ko:K11754	ppq:PPSQR21_039150
ko:K01873	ppq:PPSQR21_039160
ko:K06417	ppq:PPSQR21_039170
ko:K06180	ppq:PPSQR21_039180
ko:K01845	ppq:PPSQR21_039190
ko:K01698	ppq:PPSQR21_039200
ko:K13542	ppq:PPSQR21_039210
ko:K01749	ppq:PPSQR21_039220
ko:K02304	ppq:PPSQR21_039230
ko:K02497	ppq:PPSQR21_039240
ko:K02492	ppq:PPSQR21_039250
ko:K01611	ppq:PPSQR21_039260
ko:K03978	ppq:PPSQR21_039280
ko:K01338	ppq:PPSQR21_039290
ko:K04076	ppq:PPSQR21_039300
ko:K03544	ppq:PPSQR21_039320
ko:K01358	ppq:PPSQR21_039330
ko:K03545	ppq:PPSQR21_039340
ko:K01142	ppq:PPSQR21_039370
ko:K05350	ppq:PPSQR21_039390
ko:K10119	ppq:PPSQR21_039400
ko:K10118	ppq:PPSQR21_039410
ko:K10117	ppq:PPSQR21_039420
ko:K02529	ppq:PPSQR21_039430
ko:K00864	ppq:PPSQR21_039440
ko:K02440	ppq:PPSQR21_039450
ko:K02803	ppq:PPSQR21_039460
ko:K02804	ppq:PPSQR21_039460
ko:K10240	ppq:PPSQR21_039470
ko:K10241	ppq:PPSQR21_039480
ko:K10242	ppq:PPSQR21_039490
ko:K06871	ppq:PPSQR21_039500
ko:K00067	ppq:PPSQR21_040660
ko:K01791	ppq:PPSQR21_040680
ko:K00973	ppq:PPSQR21_040770
ko:K01613	ppq:PPSQR21_040880
ko:K07697	ppq:PPSQR21_040910
ko:K01992	ppq:PPSQR21_040930
ko:K01990	ppq:PPSQR21_040940
ko:K07124	ppq:PPSQR21_040960
ko:K03409	ppq:PPSQR21_040970
ko:K04486	ppq:PPSQR21_040990
ko:K07098	ppq:PPSQR21_041050
ko:K00240	ppq:PPSQR21_041070
ko:K07719	ppq:PPSQR21_002580
ko:K07717	ppq:PPSQR21_002590
ko:K11102	ppq:PPSQR21_002600
ko:K08987	ppq:PPSQR21_002620
ko:K02035	ppq:PPSQR21_002630
ko:K02033	ppq:PPSQR21_002640
ko:K02034	ppq:PPSQR21_002650
ko:K02027	ppq:PPSQR21_002800
ko:K02025	ppq:PPSQR21_002810
ko:K02026	ppq:PPSQR21_002820
ko:K01674	ppq:PPSQR21_002860
ko:K13953	ppq:PPSQR21_002870
ko:K03484	ppq:PPSQR21_002910
ko:K01193	ppq:PPSQR21_002920
ko:K02809	ppq:PPSQR21_002930
ko:K02810	ppq:PPSQR21_002930
ko:K00873	ppq:PPSQR21_002950
ko:K06296	ppq:PPSQR21_002970
ko:K06297	ppq:PPSQR21_002990
ko:K06295	ppq:PPSQR21_003000
ko:K06113	ppq:PPSQR21_003020
ko:K03704	ppq:PPSQR21_003030
ko:K04094	ppq:PPSQR21_019570
ko:K01419	ppq:PPSQR21_019580
ko:K03667	ppq:PPSQR21_019590
ko:K02387	ppq:PPSQR21_019600
ko:K02388	ppq:PPSQR21_019610
ko:K02408	ppq:PPSQR21_019620
ko:K02409	ppq:PPSQR21_019630
ko:K02410	ppq:PPSQR21_019640
ko:K02411	ppq:PPSQR21_019650
ko:K02412	ppq:PPSQR21_019660
ko:K02413	ppq:PPSQR21_019670
ko:K02414	ppq:PPSQR21_019690
ko:K02389	ppq:PPSQR21_019700
ko:K02390	ppq:PPSQR21_019720
ko:K02385	ppq:PPSQR21_019730
ko:K02415	ppq:PPSQR21_019740
ko:K02416	ppq:PPSQR21_019750
ko:K02417	ppq:PPSQR21_019760
ko:K03413	ppq:PPSQR21_019770
ko:K02418	ppq:PPSQR21_019780
ko:K02419	ppq:PPSQR21_019790
ko:K02420	ppq:PPSQR21_019800
ko:K02421	ppq:PPSQR21_019810
ko:K09767	ppq:PPSQR21_020390
ko:K00995	ppq:PPSQR21_020410
ko:K03742	ppq:PPSQR21_020420
ko:K03565	ppq:PPSQR21_020440
ko:K09769	ppq:PPSQR21_020460
ko:K06416	ppq:PPSQR21_020470
ko:K01273	ppq:PPSQR21_020480
ko:K15024	ppq:PPSQR21_020500
ko:K06168	ppq:PPSQR21_020510
ko:K00763	ppq:PPSQR21_020560
ko:K03638	ppq:PPSQR21_020570
ko:K01887	ppq:PPSQR21_020590
ko:K00384	ppq:PPSQR21_020660
ko:K06949	ppq:PPSQR21_020680
ko:K03466	ppq:PPSQR21_020740
ko:K17320	ppq:PPSQR21_021420
ko:K17318	ppq:PPSQR21_021430
ko:K07718	ppq:PPSQR21_021440
ko:K00975	ppq:PPSQR21_021480
ko:K00975	ppq:PPSQR21_021490
ko:K00688	ppq:PPSQR21_021500
ko:K01421	ppq:PPSQR21_021590
ko:K00299	ppq:PPSQR21_021690
ko:K16957	ppq:PPSQR21_021710
ko:K16958	ppq:PPSQR21_021720
ko:K16959	ppq:PPSQR21_021730
ko:K02035	ppq:PPSQR21_021800
ko:K02033	ppq:PPSQR21_021810
ko:K02034	ppq:PPSQR21_021820
ko:K02954	ppq:PPSQR21_021850
ko:K02016	ppq:PPSQR21_021910
ko:K07443	ppq:PPSQR21_022520
ko:K02005	ppq:PPSQR21_022550
ko:K02003	ppq:PPSQR21_022560
ko:K02004	ppq:PPSQR21_022570
ko:K09773	ppq:PPSQR21_022590
ko:K02446	ppq:PPSQR21_022600
ko:K11085	ppq:PPSQR21_022620
ko:K03624	ppq:PPSQR21_022730
ko:K07105	ppq:PPSQR21_022740
ko:K04487	ppq:PPSQR21_022750
ko:K03517	ppq:PPSQR21_022760
ko:K03217	ppq:PPSQR21_022780
ko:K06987	ppq:PPSQR21_022860
ko:K00971	ppq:PPSQR21_022870
ko:K01569	ppq:PPSQR21_022900
ko:K02013	ppq:PPSQR21_022910
ko:K07088	ppq:PPSQR21_022920
ko:K07146	ppq:PPSQR21_022930
ko:K01881	ppq:PPSQR21_022970
ko:K16137	ppq:PPSQR21_023000
ko:K01921	ppq:PPSQR21_024190
ko:K09702	ppq:PPSQR21_024210
ko:K08174	ppq:PPSQR21_024250
ko:K00040	ppq:PPSQR21_024270
ko:K01686	ppq:PPSQR21_024280
ko:K01714	ppq:PPSQR21_024330
ko:K01426	ppq:PPSQR21_024370
ko:K06295	ppq:PPSQR21_024380
ko:K06295	ppq:PPSQR21_024390
ko:K06297	ppq:PPSQR21_024400
ko:K06296	ppq:PPSQR21_024410
ko:K06147	ppq:PPSQR21_024450
ko:K06147	ppq:PPSQR21_024460
ko:K15921	ppq:PPSQR21_024510
ko:K02755	ppq:PPSQR21_024570
ko:K02756	ppq:PPSQR21_024570
ko:K02757	ppq:PPSQR21_024570
ko:K02755	ppq:PPSQR21_024580
ko:K02756	ppq:PPSQR21_024580
ko:K02757	ppq:PPSQR21_024580
ko:K05349	ppq:PPSQR21_024590
ko:K02755	ppq:PPSQR21_024630
ko:K02756	ppq:PPSQR21_024630
ko:K02757	ppq:PPSQR21_024630
ko:K00285	ppq:PPSQR21_025690
ko:K02035	ppq:PPSQR21_025840
ko:K02033	ppq:PPSQR21_025850
ko:K02034	ppq:PPSQR21_025860
ko:K03327	ppq:PPSQR21_025890
ko:K03781	ppq:PPSQR21_025900
ko:K00860	ppq:PPSQR21_025910
ko:K01425	ppq:PPSQR21_025970
ko:K07104	ppq:PPSQR21_025980
ko:K11105	ppq:PPSQR21_026030
ko:K01679	ppq:PPSQR21_026040
ko:K01649	ppq:PPSQR21_026050
ko:K00005	ppq:PPSQR21_026120
ko:K01012	ppq:PPSQR21_026130
ko:K06305	ppq:PPSQR21_026150
ko:K01449	ppq:PPSQR21_026160
ko:K09747	ppq:PPSQR21_001420
ko:K06187	ppq:PPSQR21_001430
ko:K06317	ppq:PPSQR21_001450
ko:K10112	ppq:PPSQR21_001610
ko:K06023	ppq:PPSQR21_001620
ko:K13292	ppq:PPSQR21_001630
ko:K06019	ppq:PPSQR21_001640
ko:K02502	ppq:PPSQR21_001670
ko:K00765	ppq:PPSQR21_001680
ko:K00013	ppq:PPSQR21_001690
ko:K01693	ppq:PPSQR21_001700
ko:K02501	ppq:PPSQR21_001710
ko:K01814	ppq:PPSQR21_001720
ko:K02500	ppq:PPSQR21_001730
ko:K11755	ppq:PPSQR21_001740
ko:K04486	ppq:PPSQR21_001750
ko:K00384	ppq:PPSQR21_001770
ko:K00845	ppq:PPSQR21_001780
ko:K06958	ppq:PPSQR21_001790
ko:K09762	ppq:PPSQR21_001810
ko:K11184	ppq:PPSQR21_001820
ko:K09807	ppq:PPSQR21_001830
ko:K01358	ppq:PPSQR21_001850
ko:K05311	ppq:PPSQR21_001870
ko:K00134	ppq:PPSQR21_001880
ko:K00927	ppq:PPSQR21_001890
ko:K01803	ppq:PPSQR21_001900
ko:K15633	ppq:PPSQR21_001910
ko:K01689	ppq:PPSQR21_001920
ko:K03075	ppq:PPSQR21_001930
ko:K12573	ppq:PPSQR21_001940
ko:K03664	ppq:PPSQR21_001950
ko:K00919	ppq:PPSQR21_000340
ko:K09685	ppq:PPSQR21_000350
ko:K06412	ppq:PPSQR21_000360
ko:K04042	ppq:PPSQR21_000370
ko:K00948	ppq:PPSQR21_000380
ko:K01056	ppq:PPSQR21_000400
ko:K03723	ppq:PPSQR21_000420
ko:K07533	ppq:PPSQR21_000430
ko:K04769	ppq:PPSQR21_000440
ko:K02499	ppq:PPSQR21_000460
ko:K03530	ppq:PPSQR21_000470
ko:K07571	ppq:PPSQR21_000520
ko:K06382	ppq:PPSQR21_000530
ko:K07114	ppq:PPSQR21_000540
ko:K04075	ppq:PPSQR21_000560
ko:K00760	ppq:PPSQR21_000570
ko:K03798	ppq:PPSQR21_000580
ko:K00278	ppq:PPSQR21_000590
ko:K00767	ppq:PPSQR21_000600
ko:K03525	ppq:PPSQR21_000610
ko:K04083	ppq:PPSQR21_000620
ko:K07533	ppq:PPSQR21_000630
ko:K01738	ppq:PPSQR21_000640
ko:K01665	ppq:PPSQR21_000650
ko:K01664	ppq:PPSQR21_000660
ko:K02619	ppq:PPSQR21_000670
ko:K00796	ppq:PPSQR21_000680
ko:K01633	ppq:PPSQR21_000690
ko:K00950	ppq:PPSQR21_000700
ko:K03624	ppq:PPSQR21_000730
ko:K04567	ppq:PPSQR21_000740
ko:K03498	ppq:PPSQR21_000750
ko:K00208	ppq:PPSQR21_000770
ko:K00128	ppq:PPSQR21_000790
ko:K01652	ppq:PPSQR21_000800
ko:K09458	ppq:PPSQR21_000810
ko:K02372	ppq:PPSQR21_000820
ko:K00088	ppq:PPSQR21_000880
ko:K17235	ppq:PPSQR21_008530
ko:K17236	ppq:PPSQR21_008540
ko:K01754	ppq:PPSQR21_008550
ko:K06113	ppq:PPSQR21_008590
ko:K02015	ppq:PPSQR21_008600
ko:K02015	ppq:PPSQR21_008610
ko:K02016	ppq:PPSQR21_008620
ko:K06889	ppq:PPSQR21_008650
ko:K16937	ppq:PPSQR21_008680
ko:K07220	ppq:PPSQR21_008700
ko:K03306	ppq:PPSQR21_008710
ko:K02029	ppq:PPSQR21_008720
ko:K02030	ppq:PPSQR21_008720
ko:K02028	ppq:PPSQR21_008730
ko:K03284	ppq:PPSQR21_008740
ko:K03215	ppq:PPSQR21_008790
ko:K01153	ppq:PPSQR21_008830
ko:K03427	ppq:PPSQR21_008840
ko:K01154	ppq:PPSQR21_008850
ko:K03427	ppq:PPSQR21_008860
ko:K09124	ppq:PPSQR21_008890
ko:K15532	ppq:PPSQR21_008990
ko:K04750	ppq:PPSQR21_009030
ko:K13979	ppq:PPSQR21_009070
ko:K02004	ppq:PPSQR21_042110
ko:K02003	ppq:PPSQR21_042120
ko:K02005	ppq:PPSQR21_042130
ko:K11636	ppq:PPSQR21_042150
ko:K11635	ppq:PPSQR21_042160
ko:K03437	ppq:PPSQR21_042200
ko:K03499	ppq:PPSQR21_042210
ko:K06426	ppq:PPSQR21_042220
ko:K02837	ppq:PPSQR21_042230
ko:K00036	ppq:PPSQR21_042240
ko:K11618	ppq:PPSQR21_042270
ko:K11617	ppq:PPSQR21_042280
ko:K11622	ppq:PPSQR21_042290
ko:K03969	ppq:PPSQR21_042300
ko:K09014	ppq:PPSQR21_042380
ko:K09015	ppq:PPSQR21_042390
ko:K09013	ppq:PPSQR21_042400
ko:K09825	ppq:PPSQR21_042620
ko:K06153	ppq:PPSQR21_043680
ko:K02016	ppq:PPSQR21_043720
ko:K02013	ppq:PPSQR21_043730
ko:K02015	ppq:PPSQR21_043740
ko:K02015	ppq:PPSQR21_043750
ko:K02003	ppq:PPSQR21_043780
ko:K02004	ppq:PPSQR21_043790
ko:K15975	ppq:PPSQR21_043810
ko:K00868	ppq:PPSQR21_043830
ko:K01119	ppq:PPSQR21_043850
ko:K02044	ppq:PPSQR21_043860
ko:K02041	ppq:PPSQR21_043870
ko:K02042	ppq:PPSQR21_043880
ko:K02042	ppq:PPSQR21_043890
ko:K02047	ppq:PPSQR21_043910
ko:K02046	ppq:PPSQR21_043920
ko:K02048	ppq:PPSQR21_043930
ko:K00756	ppq:PPSQR21_043990
ko:K03784	ppq:PPSQR21_044000
ko:K01839	ppq:PPSQR21_044010
ko:K11535	ppq:PPSQR21_044020
ko:K01489	ppq:PPSQR21_044030
ko:K01619	ppq:PPSQR21_044040
ko:K05346	ppq:PPSQR21_044050
ko:K03408	ppq:PPSQR21_044060
ko:K11752	ppq:PPSQR21_044100
ko:K01497	ppq:PPSQR21_044110
ko:K02988	ppq:PPSQR21_045190
ko:K02881	ppq:PPSQR21_045200
ko:K02933	ppq:PPSQR21_045210
ko:K02994	ppq:PPSQR21_045220
ko:K02954	ppq:PPSQR21_045230
ko:K02931	ppq:PPSQR21_045240
ko:K02895	ppq:PPSQR21_045250
ko:K02874	ppq:PPSQR21_045260
ko:K02961	ppq:PPSQR21_045270
ko:K02904	ppq:PPSQR21_045280
ko:K02878	ppq:PPSQR21_045290
ko:K02982	ppq:PPSQR21_045300
ko:K02890	ppq:PPSQR21_045310
ko:K02965	ppq:PPSQR21_045320
ko:K02886	ppq:PPSQR21_045330
ko:K02892	ppq:PPSQR21_045340
ko:K02926	ppq:PPSQR21_045350
ko:K02906	ppq:PPSQR21_045360
ko:K02946	ppq:PPSQR21_045370
ko:K02358	ppq:PPSQR21_045380
ko:K02355	ppq:PPSQR21_045390
ko:K02992	ppq:PPSQR21_045400
ko:K02950	ppq:PPSQR21_045410
ko:K07590	ppq:PPSQR21_045420
ko:K03046	ppq:PPSQR21_045430
ko:K03043	ppq:PPSQR21_045440
