ko:K22350	ppun:PP4_25610
ko:K07056	ppun:PP4_08370
ko:K03925	ppun:PP4_08380
ko:K03438	ppun:PP4_08390
ko:K03586	ppun:PP4_08400
ko:K03587	ppun:PP4_08410
ko:K01928	ppun:PP4_08420
ko:K01929	ppun:PP4_08430
ko:K01000	ppun:PP4_08440
ko:K01925	ppun:PP4_08450
ko:K03588	ppun:PP4_08460
ko:K02563	ppun:PP4_08470
ko:K01924	ppun:PP4_08480
ko:K01921	ppun:PP4_08490
ko:K03589	ppun:PP4_08500
ko:K03590	ppun:PP4_08510
ko:K03531	ppun:PP4_08530
ko:K02535	ppun:PP4_08540
ko:K03070	ppun:PP4_08560
ko:K00620	ppun:PP4_08570
ko:K00798	ppun:PP4_08600
ko:K00077	ppun:PP4_08620
ko:K09767	ppun:PP4_08630
ko:K08160	ppun:PP4_08650
ko:K08218	ppun:PP4_08660
ko:K12972	ppun:PP4_16840
ko:K01968	ppun:PP4_16920
ko:K13766	ppun:PP4_16930
ko:K01969	ppun:PP4_16940
ko:K00253	ppun:PP4_16950
ko:K16147	ppun:PP4_17000
ko:K05343	ppun:PP4_17010
ko:K06044	ppun:PP4_17070
ko:K00705	ppun:PP4_17080
ko:K01236	ppun:PP4_17090
ko:K00703	ppun:PP4_17100
ko:K00036	ppun:PP4_17130
ko:K01464	ppun:PP4_17190
ko:K03457	ppun:PP4_17200
ko:K06016	ppun:PP4_17210
ko:K03098	ppun:PP4_17250
ko:K03314	ppun:PP4_17270
ko:K03426	ppun:PP4_17290
ko:K07090	ppun:PP4_17300
ko:K10680	ppun:PP4_25490
ko:K02647	ppun:PP4_25530
ko:K00865	ppun:PP4_25540
ko:K03707	ppun:PP4_25620
ko:K03707	ppun:PP4_25630
ko:K10974	ppun:PP4_25640
ko:K01754	ppun:PP4_25680
ko:K08995	ppun:PP4_25730
ko:K07507	ppun:PP4_25750
ko:K15746	ppun:PP4_25760
ko:K03453	ppun:PP4_25770
ko:K07223	ppun:PP4_25780
ko:K03301	ppun:PP4_25800
ko:K06048	ppun:PP4_25850
ko:K02618	ppun:PP4_25950
ko:K14393	ppun:PP4_25970
ko:K02613	ppun:PP4_25990
ko:K02612	ppun:PP4_26000
ko:K09190	ppun:PP4_34260
ko:K07152	ppun:PP4_34360
ko:K07400	ppun:PP4_34370
ko:K00381	ppun:PP4_34430
ko:K06222	ppun:PP4_34460
ko:K09958	ppun:PP4_34470
ko:K04754	ppun:PP4_34500
ko:K15553	ppun:PP4_34520
ko:K15553	ppun:PP4_34530
ko:K07347	ppun:PP4_34590
ko:K09794	ppun:PP4_34680
ko:K06916	ppun:PP4_34690
ko:K01908	ppun:PP4_34700
ko:K07168	ppun:PP4_34720
ko:K02461	ppun:PP4_42630
ko:K02459	ppun:PP4_42640
ko:K02458	ppun:PP4_42650
ko:K02457	ppun:PP4_42660
ko:K02456	ppun:PP4_42670
ko:K02455	ppun:PP4_42680
ko:K02453	ppun:PP4_42700
ko:K02452	ppun:PP4_42710
ko:K07093	ppun:PP4_42730
ko:K02460	ppun:PP4_42740
ko:K03116	ppun:PP4_42750
ko:K03117	ppun:PP4_42760
ko:K03118	ppun:PP4_42770
ko:K01952	ppun:PP4_42790
ko:K01951	ppun:PP4_42840
ko:K07090	ppun:PP4_42870
ko:K03601	ppun:PP4_42890
ko:K01649	ppun:PP4_42910
ko:K01625	ppun:PP4_42930
ko:K01057	ppun:PP4_42940
ko:K00036	ppun:PP4_42950
ko:K07267	ppun:PP4_42980
ko:K17317	ppun:PP4_43000
ko:K17316	ppun:PP4_43010
ko:K17315	ppun:PP4_43020
ko:K01690	ppun:PP4_43060
ko:K00134	ppun:PP4_43070
ko:K16087	ppun:PP4_43100
ko:K09790	ppun:PP4_43120
ko:K03758	ppun:PP4_43130
ko:K03098	ppun:PP4_51040
ko:K03841	ppun:PP4_51070
ko:K00688	ppun:PP4_51080
ko:K06940	ppun:PP4_51090
ko:K06207	ppun:PP4_51100
ko:K03151	ppun:PP4_51110
ko:K01915	ppun:PP4_51120
ko:K07708	ppun:PP4_51130
ko:K07712	ppun:PP4_51140
ko:K03216	ppun:PP4_51160
ko:K03071	ppun:PP4_51170
ko:K15633	ppun:PP4_51200
ko:K03797	ppun:PP4_51220
ko:K09798	ppun:PP4_51230
ko:K02168	ppun:PP4_51240
ko:K02167	ppun:PP4_51250
ko:K05802	ppun:PP4_51300
ko:K03672	ppun:PP4_51320
ko:K08224	ppun:PP4_51370
ko:K01599	ppun:PP4_51390
ko:K00266	ppun:PP4_51400
ko:K03112	ppun:PP4_51420
ko:K01735	ppun:PP4_51430
ko:K00891	ppun:PP4_51440
ko:K02666	ppun:PP4_51450
ko:K02662	ppun:PP4_51480
ko:K05366	ppun:PP4_51490
ko:K00029	ppun:PP4_51500
ko:K02909	ppun:PP4_51520
ko:K04066	ppun:PP4_51530
ko:K01887	ppun:PP4_51540
ko:K06901	ppun:PP4_07040
ko:K00425	ppun:PP4_07060
ko:K00426	ppun:PP4_07070
ko:K02003	ppun:PP4_05420
ko:K05838	ppun:PP4_05460
ko:K07738	ppun:PP4_05490
ko:K11752	ppun:PP4_05500
ko:K00793	ppun:PP4_05510
ko:K14652	ppun:PP4_05520
ko:K00794	ppun:PP4_05530
ko:K03625	ppun:PP4_05540
ko:K00946	ppun:PP4_05550
ko:K01095	ppun:PP4_05560
ko:K16092	ppun:PP4_05610
ko:K00528	ppun:PP4_07110
ko:K03282	ppun:PP4_07120
ko:K04485	ppun:PP4_07130
ko:K06200	ppun:PP4_07160
ko:K00297	ppun:PP4_07190
ko:K00549	ppun:PP4_07200
ko:K00209	ppun:PP4_07240
ko:K09948	ppun:PP4_07270
ko:K13938	ppun:PP4_07280
ko:K09932	ppun:PP4_07290
ko:K06205	ppun:PP4_07330
ko:K00451	ppun:PP4_07400
ko:K01555	ppun:PP4_07410
ko:K00263	ppun:PP4_07440
ko:K09918	ppun:PP4_07450
ko:K02278	ppun:PP4_07510
ko:K12511	ppun:PP4_07540
ko:K12510	ppun:PP4_07550
ko:K02283	ppun:PP4_07560
ko:K02282	ppun:PP4_07570
ko:K02280	ppun:PP4_07580
ko:K02279	ppun:PP4_07590
ko:K00164	ppun:PP4_15690
ko:K00658	ppun:PP4_15700
ko:K00382	ppun:PP4_15710
ko:K01903	ppun:PP4_15720
ko:K01902	ppun:PP4_15730
ko:K03311	ppun:PP4_15740
ko:K04079	ppun:PP4_15790
ko:K06911	ppun:PP4_15810
ko:K01716	ppun:PP4_15840
ko:K00057	ppun:PP4_15880
ko:K08296	ppun:PP4_15900
ko:K01546	ppun:PP4_15960
ko:K01547	ppun:PP4_15970
ko:K01548	ppun:PP4_15980
ko:K07646	ppun:PP4_15990
ko:K07667	ppun:PP4_16000
ko:K13896	ppun:PP4_16060
ko:K13895	ppun:PP4_16070
ko:K13894	ppun:PP4_16080
ko:K13893	ppun:PP4_16090
ko:K13893	ppun:PP4_16100
ko:K08307	ppun:PP4_16110
ko:K01584	ppun:PP4_16160
ko:K03088	ppun:PP4_24400
ko:K03701	ppun:PP4_24410
ko:K11902	ppun:PP4_24420
ko:K11903	ppun:PP4_24430
ko:K11891	ppun:PP4_24440
ko:K11890	ppun:PP4_24450
ko:K11891	ppun:PP4_24460
ko:K11892	ppun:PP4_24470
ko:K11893	ppun:PP4_24480
ko:K11906	ppun:PP4_24490
ko:K11907	ppun:PP4_24500
ko:K11895	ppun:PP4_24510
ko:K11896	ppun:PP4_24520
ko:K11897	ppun:PP4_24530
ko:K11900	ppun:PP4_24540
ko:K11901	ppun:PP4_24550
ko:K08195	ppun:PP4_24840
ko:K13928	ppun:PP4_24850
ko:K01356	ppun:PP4_24870
ko:K14161	ppun:PP4_24890
ko:K15553	ppun:PP4_33150
ko:K02034	ppun:PP4_33230
ko:K15554	ppun:PP4_33370
ko:K15554	ppun:PP4_33380
ko:K04782	ppun:PP4_33400
ko:K00457	ppun:PP4_33440
ko:K16088	ppun:PP4_33540
ko:K03088	ppun:PP4_33560
ko:K11735	ppun:PP4_33580
ko:K06016	ppun:PP4_33600
ko:K01937	ppun:PP4_41580
ko:K04075	ppun:PP4_41590
ko:K01962	ppun:PP4_41600
ko:K02337	ppun:PP4_41610
ko:K03470	ppun:PP4_41620
ko:K00748	ppun:PP4_41630
ko:K00677	ppun:PP4_41640
ko:K02372	ppun:PP4_41650
ko:K02536	ppun:PP4_41660
ko:K06142	ppun:PP4_41670
ko:K07277	ppun:PP4_41680
ko:K11749	ppun:PP4_41690
ko:K00099	ppun:PP4_41700
ko:K00981	ppun:PP4_41710
ko:K00806	ppun:PP4_41720
ko:K02838	ppun:PP4_41730
ko:K09903	ppun:PP4_41740
ko:K02357	ppun:PP4_41750
ko:K02967	ppun:PP4_41760
ko:K01265	ppun:PP4_41770
ko:K00990	ppun:PP4_41780
ko:K14267	ppun:PP4_41790
ko:K01766	ppun:PP4_41840
ko:K02426	ppun:PP4_41850
ko:K00563	ppun:PP4_41890
ko:K03704	ppun:PP4_41910
ko:K00631	ppun:PP4_41920
ko:K09914	ppun:PP4_41930
ko:K15984	ppun:PP4_41980
ko:K01595	ppun:PP4_42060
ko:K03272	ppun:PP4_49980
ko:K00612	ppun:PP4_50080
ko:K07115	ppun:PP4_50090
ko:K13821	ppun:PP4_50110
ko:K05591	ppun:PP4_50170
ko:K07007	ppun:PP4_50180
ko:K07043	ppun:PP4_50230
ko:K01624	ppun:PP4_50250
ko:K00927	ppun:PP4_50280
ko:K03472	ppun:PP4_50290
ko:K00615	ppun:PP4_50300
ko:K00789	ppun:PP4_50320
ko:K01972	ppun:PP4_50330
ko:K08304	ppun:PP4_50360
ko:K01251	ppun:PP4_50410
ko:K00297	ppun:PP4_50420
ko:K11927	ppun:PP4_50460
ko:K00833	ppun:PP4_50510
ko:K17713	ppun:PP4_44190
ko:K01662	ppun:PP4_05620
ko:K13789	ppun:PP4_05630
ko:K03602	ppun:PP4_05640
ko:K14415	ppun:PP4_05660
ko:K16088	ppun:PP4_05710
ko:K06076	ppun:PP4_05830
ko:K02410	ppun:PP4_14060
ko:K02411	ppun:PP4_14070
ko:K02412	ppun:PP4_14080
ko:K02413	ppun:PP4_14090
ko:K02415	ppun:PP4_14140
ko:K02416	ppun:PP4_14150
ko:K02417	ppun:PP4_14160
ko:K02418	ppun:PP4_14170
ko:K02419	ppun:PP4_14180
ko:K02420	ppun:PP4_14190
ko:K02421	ppun:PP4_14200
ko:K02401	ppun:PP4_14210
ko:K02400	ppun:PP4_14220
ko:K02404	ppun:PP4_14230
ko:K04562	ppun:PP4_14240
ko:K02405	ppun:PP4_14250
ko:K03413	ppun:PP4_14260
ko:K03414	ppun:PP4_14270
ko:K03407	ppun:PP4_14280
ko:K03412	ppun:PP4_14290
ko:K02556	ppun:PP4_14300
ko:K02557	ppun:PP4_14310
ko:K03408	ppun:PP4_14330
ko:K03408	ppun:PP4_14340
ko:K04061	ppun:PP4_14370
ko:K02194	ppun:PP4_14400
ko:K02195	ppun:PP4_14410
ko:K02196	ppun:PP4_14420
ko:K02197	ppun:PP4_14430
ko:K02198	ppun:PP4_14440
ko:K02199	ppun:PP4_14450
ko:K00285	ppun:PP4_14550
ko:K03457	ppun:PP4_14570
ko:K06969	ppun:PP4_14600
ko:K02001	ppun:PP4_22720
ko:K02002	ppun:PP4_22730
ko:K07084	ppun:PP4_22750
ko:K03543	ppun:PP4_22830
ko:K03446	ppun:PP4_22840
ko:K07507	ppun:PP4_22910
ko:K01640	ppun:PP4_22920
ko:K00481	ppun:PP4_22950
ko:K11737	ppun:PP4_23020
ko:K14977	ppun:PP4_23070
ko:K15553	ppun:PP4_23090
ko:K01753	ppun:PP4_31520
ko:K17226	ppun:PP4_31610
ko:K07675	ppun:PP4_31670
ko:K02036	ppun:PP4_31790
ko:K02038	ppun:PP4_31800
ko:K02037	ppun:PP4_31810
ko:K02040	ppun:PP4_31820
ko:K01531	ppun:PP4_31960
ko:K00375	ppun:PP4_32000
ko:K16088	ppun:PP4_32030
ko:K14170	ppun:PP4_40020
ko:K00831	ppun:PP4_40030
ko:K02469	ppun:PP4_40040
ko:K08963	ppun:PP4_40050
ko:K07396	ppun:PP4_40120
ko:K07146	ppun:PP4_40130
ko:K05527	ppun:PP4_40140
ko:K09924	ppun:PP4_40150
ko:K15461	ppun:PP4_40190
ko:K01953	ppun:PP4_40200
ko:K03563	ppun:PP4_40240
ko:K14393	ppun:PP4_40330
ko:K02002	ppun:PP4_40350
ko:K04754	ppun:PP4_40390
ko:K07001	ppun:PP4_40400
ko:K02517	ppun:PP4_40410
ko:K03610	ppun:PP4_40420
ko:K03609	ppun:PP4_40430
ko:K03608	ppun:PP4_40440
ko:K02054	ppun:PP4_40520
ko:K02053	ppun:PP4_40530
ko:K06181	ppun:PP4_48440
ko:K01241	ppun:PP4_48450
ko:K09456	ppun:PP4_48460
ko:K00941	ppun:PP4_48500
ko:K00788	ppun:PP4_48510
ko:K01845	ppun:PP4_48520
ko:K07042	ppun:PP4_48560
ko:K06189	ppun:PP4_48570
ko:K03820	ppun:PP4_48580
ko:K01869	ppun:PP4_48610
ko:K03643	ppun:PP4_48620
ko:K02340	ppun:PP4_48630
ko:K09890	ppun:PP4_48640
ko:K03644	ppun:PP4_48670
ko:K03801	ppun:PP4_48680
ko:K09158	ppun:PP4_48690
ko:K03642	ppun:PP4_48710
ko:K05837	ppun:PP4_48730
ko:K05515	ppun:PP4_48740
ko:K00783	ppun:PP4_48750
ko:K09710	ppun:PP4_48760
ko:K00969	ppun:PP4_48770
ko:K00147	ppun:PP4_48780
ko:K03652	ppun:PP4_48790
ko:K07157	ppun:PP4_48810
ko:K02687	ppun:PP4_48850
ko:K03557	ppun:PP4_48880
ko:K00602	ppun:PP4_48890
ko:K01945	ppun:PP4_48900
ko:K03760	ppun:PP4_00170
ko:K16264	ppun:PP4_00180
ko:K07644	ppun:PP4_00220
ko:K01534	ppun:PP4_00320
ko:K15726	ppun:PP4_00340
ko:K17218	ppun:PP4_00450
ko:K07090	ppun:PP4_00460
ko:K00655	ppun:PP4_00500
ko:K03273	ppun:PP4_00510
ko:K01879	ppun:PP4_00520
ko:K01878	ppun:PP4_00530
ko:K01246	ppun:PP4_00540
ko:K02517	ppun:PP4_00550
ko:K03500	ppun:PP4_00580
ko:K00604	ppun:PP4_00590
ko:K01462	ppun:PP4_00600
ko:K04096	ppun:PP4_00610
ko:K07566	ppun:PP4_00620
ko:K07443	ppun:PP4_08670
ko:K07226	ppun:PP4_08690
ko:K07113	ppun:PP4_08700
ko:K04078	ppun:PP4_08710
ko:K04077	ppun:PP4_08720
ko:K09947	ppun:PP4_08820
ko:K07231	ppun:PP4_08850
ko:K04564	ppun:PP4_08880
ko:K06895	ppun:PP4_08890
ko:K05596	ppun:PP4_08900
ko:K05520	ppun:PP4_09030
ko:K01676	ppun:PP4_09070
ko:K00873	ppun:PP4_09090
ko:K01141	ppun:PP4_09120
ko:K01433	ppun:PP4_09140
ko:K06915	ppun:PP4_09200
ko:K16322	ppun:PP4_09210
ko:K02624	ppun:PP4_09230
ko:K01756	ppun:PP4_17370
ko:K07153	ppun:PP4_17380
ko:K00566	ppun:PP4_17390
ko:K00031	ppun:PP4_17410
ko:K00031	ppun:PP4_17420
ko:K03704	ppun:PP4_17430
ko:K06891	ppun:PP4_17440
ko:K03694	ppun:PP4_17450
ko:K02518	ppun:PP4_17460
ko:K00684	ppun:PP4_17480
ko:K03466	ppun:PP4_17490
ko:K03634	ppun:PP4_17500
ko:K07478	ppun:PP4_17510
ko:K06199	ppun:PP4_17520
ko:K01875	ppun:PP4_17530
ko:K02302	ppun:PP4_17540
ko:K07237	ppun:PP4_17580
ko:K07236	ppun:PP4_17590
ko:K07235	ppun:PP4_17600
ko:K16345	ppun:PP4_17610
ko:K15034	ppun:PP4_17660
ko:K01032	ppun:PP4_17670
ko:K01031	ppun:PP4_17680
ko:K14974	ppun:PP4_17780
ko:K15357	ppun:PP4_17790
ko:K01799	ppun:PP4_17800
ko:K02611	ppun:PP4_26010
ko:K02610	ppun:PP4_26020
ko:K02609	ppun:PP4_26030
ko:K01912	ppun:PP4_26040
ko:K00074	ppun:PP4_26070
ko:K15866	ppun:PP4_26080
ko:K02617	ppun:PP4_26100
ko:K02616	ppun:PP4_26110
ko:K07240	ppun:PP4_26200
ko:K06876	ppun:PP4_26240
ko:K00574	ppun:PP4_26260
ko:K09701	ppun:PP4_26270
ko:K03274	ppun:PP4_26310
ko:K01685	ppun:PP4_26400
ko:K16514	ppun:PP4_26410
ko:K10218	ppun:PP4_26420
ko:K16515	ppun:PP4_26430
ko:K16516	ppun:PP4_26440
ko:K08195	ppun:PP4_26460
ko:K00812	ppun:PP4_26470
ko:K10218	ppun:PP4_26480
ko:K01737	ppun:PP4_34780
ko:K06938	ppun:PP4_34790
ko:K01682	ppun:PP4_34800
ko:K01720	ppun:PP4_34810
ko:K01665	ppun:PP4_34900
ko:K00390	ppun:PP4_34910
ko:K13634	ppun:PP4_34920
ko:K00077	ppun:PP4_34940
ko:K01626	ppun:PP4_34950
ko:K06975	ppun:PP4_34960
ko:K10804	ppun:PP4_35000
ko:K02003	ppun:PP4_35010
ko:K04760	ppun:PP4_35030
ko:K15977	ppun:PP4_35050
ko:K03424	ppun:PP4_35070
ko:K07001	ppun:PP4_35130
ko:K03770	ppun:PP4_35140
ko:K03530	ppun:PP4_35150
ko:K01338	ppun:PP4_35160
ko:K03544	ppun:PP4_35170
ko:K01358	ppun:PP4_35180
ko:K03545	ppun:PP4_35190
ko:K01491	ppun:PP4_35230
ko:K17321	ppun:PP4_35240
ko:K17323	ppun:PP4_35260
ko:K17322	ppun:PP4_35270
ko:K17325	ppun:PP4_35280
ko:K03758	ppun:PP4_43140
ko:K00611	ppun:PP4_43160
ko:K00926	ppun:PP4_43170
ko:K03312	ppun:PP4_43200
ko:K02437	ppun:PP4_43210
ko:K00281	ppun:PP4_43220
ko:K01752	ppun:PP4_43230
ko:K00605	ppun:PP4_43240
ko:K03704	ppun:PP4_43250
ko:K11720	ppun:PP4_43270
ko:K07091	ppun:PP4_43280
ko:K01255	ppun:PP4_43290
ko:K02339	ppun:PP4_43300
ko:K01873	ppun:PP4_43320
ko:K03530	ppun:PP4_43340
ko:K06899	ppun:PP4_43350
ko:K07461	ppun:PP4_43360
ko:K03449	ppun:PP4_43380
ko:K00817	ppun:PP4_43410
ko:K00013	ppun:PP4_43420
ko:K00765	ppun:PP4_43430
ko:K00790	ppun:PP4_43440
ko:K07122	ppun:PP4_43460
ko:K07323	ppun:PP4_43470
ko:K02066	ppun:PP4_43490
ko:K02065	ppun:PP4_43500
ko:K06041	ppun:PP4_43510
ko:K03270	ppun:PP4_43520
ko:K11719	ppun:PP4_43530
ko:K09774	ppun:PP4_43540
ko:K06861	ppun:PP4_43550
ko:K03092	ppun:PP4_43560
ko:K05808	ppun:PP4_43570
ko:K06958	ppun:PP4_43590
ko:K07238	ppun:PP4_43610
ko:K04564	ppun:PP4_43620
ko:K03592	ppun:PP4_43660
ko:K02669	ppun:PP4_51580
ko:K06997	ppun:PP4_51590
ko:K00286	ppun:PP4_51600
ko:K02221	ppun:PP4_51610
ko:K00641	ppun:PP4_51620
ko:K03439	ppun:PP4_51680
ko:K03149	ppun:PP4_51690
ko:K03154	ppun:PP4_51700
ko:K03814	ppun:PP4_51720
ko:K03089	ppun:PP4_51730
ko:K09811	ppun:PP4_51740
ko:K09812	ppun:PP4_51750
ko:K03110	ppun:PP4_51760
ko:K00154	ppun:PP4_51840
ko:K00954	ppun:PP4_51870
ko:K06969	ppun:PP4_51910
ko:K01687	ppun:PP4_51920
ko:K06956	ppun:PP4_51940
ko:K02012	ppun:PP4_51990
ko:K02011	ppun:PP4_52000
ko:K01534	ppun:PP4_52040
ko:K13292	ppun:PP4_52070
ko:K07090	ppun:PP4_52080
ko:K08484	ppun:PP4_52100
ko:K15555	ppun:PP4_02590
ko:K16922	ppun:PP4_06010
ko:K04762	ppun:PP4_02690
ko:K04083	ppun:PP4_02710
ko:K01610	ppun:PP4_02720
ko:K07107	ppun:PP4_02750
ko:K03580	ppun:PP4_10850
ko:K01652	ppun:PP4_10990
ko:K07039	ppun:PP4_11050
ko:K07039	ppun:PP4_11060
ko:K07006	ppun:PP4_11080
ko:K08191	ppun:PP4_11100
ko:K07661	ppun:PP4_11210
ko:K07639	ppun:PP4_11220
ko:K02362	ppun:PP4_11230
ko:K07637	ppun:PP4_11270
ko:K11103	ppun:PP4_11280
ko:K06182	ppun:PP4_11310
ko:K03827	ppun:PP4_11320
ko:K01740	ppun:PP4_19500
ko:K04487	ppun:PP4_19750
ko:K02040	ppun:PP4_19800
ko:K02053	ppun:PP4_19820
ko:K02054	ppun:PP4_19830
ko:K14652	ppun:PP4_19850
ko:K00305	ppun:PP4_19910
ko:K00303	ppun:PP4_19940
ko:K01491	ppun:PP4_19950
ko:K01433	ppun:PP4_19960
ko:K02189	ppun:PP4_28160
ko:K05936	ppun:PP4_28170
ko:K09984	ppun:PP4_28180
ko:K07679	ppun:PP4_28200
ko:K06145	ppun:PP4_28220
ko:K02456	ppun:PP4_28300
ko:K02455	ppun:PP4_28310
ko:K03088	ppun:PP4_28360
ko:K16088	ppun:PP4_28380
ko:K00457	ppun:PP4_28470
ko:K05786	ppun:PP4_28490
ko:K07644	ppun:PP4_36910
ko:K09808	ppun:PP4_36920
ko:K09810	ppun:PP4_36930
ko:K09808	ppun:PP4_36940
ko:K01126	ppun:PP4_36970
ko:K00322	ppun:PP4_36980
ko:K03734	ppun:PP4_36990
ko:K00134	ppun:PP4_37000
ko:K03723	ppun:PP4_37010
ko:K01207	ppun:PP4_37040
ko:K01356	ppun:PP4_37070
ko:K03168	ppun:PP4_37110
ko:K01825	ppun:PP4_37140
ko:K15738	ppun:PP4_37170
ko:K08309	ppun:PP4_37180
ko:K07140	ppun:PP4_37190
ko:K03415	ppun:PP4_37200
ko:K03750	ppun:PP4_37260
ko:K03638	ppun:PP4_37270
ko:K03473	ppun:PP4_37320
ko:K06968	ppun:PP4_37340
ko:K01681	ppun:PP4_37360
ko:K07286	ppun:PP4_45250
ko:K00116	ppun:PP4_45270
ko:K00760	ppun:PP4_45310
ko:K00761	ppun:PP4_45330
ko:K01772	ppun:PP4_45350
ko:K07071	ppun:PP4_45360
ko:K06955	ppun:PP4_45370
ko:K01669	ppun:PP4_45400
ko:K01776	ppun:PP4_45430
ko:K02493	ppun:PP4_45450
ko:K02835	ppun:PP4_45460
ko:K02492	ppun:PP4_45470
ko:K02494	ppun:PP4_45490
ko:K00919	ppun:PP4_45500
ko:K00948	ppun:PP4_45510
ko:K02897	ppun:PP4_45520
ko:K01056	ppun:PP4_45530
ko:K06942	ppun:PP4_45540
ko:K10778	ppun:PP4_45680
ko:K01247	ppun:PP4_45690
ko:K03088	ppun:PP4_45700
ko:K08223	ppun:PP4_45730
ko:K05787	ppun:PP4_53740
ko:K05297	ppun:PP4_53750
ko:K03181	ppun:PP4_53770
ko:K03179	ppun:PP4_53780
ko:K07636	ppun:PP4_53820
ko:K02039	ppun:PP4_53860
ko:K02036	ppun:PP4_53870
ko:K02038	ppun:PP4_53880
ko:K02037	ppun:PP4_53890
ko:K02040	ppun:PP4_53900
ko:K10806	ppun:PP4_53920
ko:K01792	ppun:PP4_53930
ko:K09950	ppun:PP4_53940
ko:K01589	ppun:PP4_53960
ko:K01588	ppun:PP4_53970
ko:K01744	ppun:PP4_53990
ko:K11073	ppun:PP4_54020
ko:K00375	ppun:PP4_54030
ko:K07734	ppun:PP4_54040
ko:K01960	ppun:PP4_54070
ko:K00036	ppun:PP4_54120
ko:K03657	ppun:PP4_54140
ko:K00868	ppun:PP4_54190
ko:K09007	ppun:PP4_54250
ko:K03771	ppun:PP4_04360
ko:K04744	ppun:PP4_04370
ko:K07102	ppun:PP4_04380
ko:K05801	ppun:PP4_04400
ko:K02054	ppun:PP4_04460
ko:K02053	ppun:PP4_04470
ko:K01783	ppun:PP4_04480
ko:K01091	ppun:PP4_04490
ko:K01657	ppun:PP4_04500
ko:K12686	ppun:PP4_04510
ko:K00766	ppun:PP4_04530
ko:K01609	ppun:PP4_04540
ko:K07397	ppun:PP4_04570
ko:K06134	ppun:PP4_04590
ko:K02503	ppun:PP4_04600
ko:K07124	ppun:PP4_04610
ko:K00459	ppun:PP4_04620
ko:K08973	ppun:PP4_04630
ko:K00145	ppun:PP4_04640
ko:K15724	ppun:PP4_04650
ko:K09001	ppun:PP4_04660
ko:K01866	ppun:PP4_04680
ko:K03524	ppun:PP4_04700
ko:K03525	ppun:PP4_04710
ko:K02358	ppun:PP4_04730
ko:K03073	ppun:PP4_04740
ko:K02601	ppun:PP4_04750
ko:K02867	ppun:PP4_04760
ko:K02863	ppun:PP4_04770
ko:K02864	ppun:PP4_04780
ko:K02935	ppun:PP4_04790
ko:K03043	ppun:PP4_04800
ko:K03046	ppun:PP4_04810
ko:K02950	ppun:PP4_04820
ko:K02992	ppun:PP4_04830
ko:K09790	ppun:PP4_13020
ko:K07039	ppun:PP4_13030
ko:K03654	ppun:PP4_13040
ko:K07001	ppun:PP4_13060
ko:K07401	ppun:PP4_13070
ko:K09780	ppun:PP4_13180
ko:K06190	ppun:PP4_13190
ko:K07053	ppun:PP4_13200
ko:K05896	ppun:PP4_13220
ko:K06024	ppun:PP4_13230
ko:K06178	ppun:PP4_13240
ko:K11734	ppun:PP4_13250
ko:K00500	ppun:PP4_13300
ko:K03721	ppun:PP4_13310
ko:K01895	ppun:PP4_13330
ko:K10022	ppun:PP4_13340
ko:K10023	ppun:PP4_13360
ko:K10025	ppun:PP4_13370
ko:K00673	ppun:PP4_13400
ko:K00673	ppun:PP4_13410
ko:K06447	ppun:PP4_13420
ko:K01484	ppun:PP4_13430
ko:K05526	ppun:PP4_13450
ko:K01872	ppun:PP4_13480
ko:K00928	ppun:PP4_13490
ko:K03563	ppun:PP4_13500
ko:K06213	ppun:PP4_13510
ko:K01915	ppun:PP4_21630
ko:K03320	ppun:PP4_21670
ko:K03457	ppun:PP4_21680
ko:K03457	ppun:PP4_21820
ko:K03885	ppun:PP4_21840
ko:K00145	ppun:PP4_21950
ko:K07184	ppun:PP4_21980
ko:K07402	ppun:PP4_22060
ko:K07303	ppun:PP4_22080
ko:K07302	ppun:PP4_22090
ko:K09136	ppun:PP4_22100
ko:K09936	ppun:PP4_22170
ko:K03562	ppun:PP4_30510
ko:K01083	ppun:PP4_30520
ko:K03088	ppun:PP4_30580
ko:K09930	ppun:PP4_30600
ko:K15977	ppun:PP4_30620
ko:K10979	ppun:PP4_30680
ko:K07124	ppun:PP4_30700
ko:K00549	ppun:PP4_30730
ko:K03607	ppun:PP4_30810
ko:K05358	ppun:PP4_30900
ko:K02168	ppun:PP4_30940
ko:K07345	ppun:PP4_38990
ko:K07347	ppun:PP4_39040
ko:K06923	ppun:PP4_39080
ko:K00432	ppun:PP4_39100
ko:K14260	ppun:PP4_39120
ko:K03799	ppun:PP4_39130
ko:K05592	ppun:PP4_39160
ko:K01626	ppun:PP4_39180
ko:K07090	ppun:PP4_39210
ko:K02356	ppun:PP4_39250
ko:K00655	ppun:PP4_39350
ko:K03284	ppun:PP4_39360
ko:K07238	ppun:PP4_39430
ko:K01706	ppun:PP4_47390
ko:K10805	ppun:PP4_47440
ko:K07007	ppun:PP4_47480
ko:K09945	ppun:PP4_47530
ko:K07075	ppun:PP4_47730
ko:K03579	ppun:PP4_47820
ko:K01581	ppun:PP4_44090
ko:K16090	ppun:PP4_44130
ko:K14287	ppun:PP4_44160
ko:K03977	ppun:PP4_44180
ko:K08311	ppun:PP4_52110
ko:K01754	ppun:PP4_52140
ko:K01807	ppun:PP4_52150
ko:K07394	ppun:PP4_52240
