ko:K01212	ppy:PPE_00682
ko:K03517	ppy:PPE_02188
ko:K03217	ppy:PPE_02191
ko:K06987	ppy:PPE_02198
ko:K00937	ppy:PPE_02208
ko:K07088	ppy:PPE_02214
ko:K07146	ppy:PPE_02215
ko:K01881	ppy:PPE_02219
ko:K01751	ppy:PPE_02233
ko:K06295	ppy:PPE_02256
ko:K01358	ppy:PPE_02281
ko:K03088	ppy:PPE_02282
ko:K06888	ppy:PPE_02290
ko:K07407	ppy:PPE_02329
ko:K02529	ppy:PPE_02330
ko:K07718	ppy:PPE_02331
ko:K02003	ppy:PPE_02342
ko:K03088	ppy:PPE_02347
ko:K07813	ppy:PPE_01837
ko:K00954	ppy:PPE_01839
ko:K07040	ppy:PPE_01843
ko:K02911	ppy:PPE_01844
ko:K03621	ppy:PPE_01846
ko:K00648	ppy:PPE_01847
ko:K00645	ppy:PPE_01848
ko:K02078	ppy:PPE_01850
ko:K09458	ppy:PPE_01851
ko:K03685	ppy:PPE_01852
ko:K03529	ppy:PPE_01853
ko:K03110	ppy:PPE_01854
ko:K11068	ppy:PPE_01855
ko:K02389	ppy:PPE_01890
ko:K02390	ppy:PPE_01892
ko:K08168	ppy:PPE_02120
ko:K07459	ppy:PPE_04197
ko:K02385	ppy:PPE_01893
ko:K02415	ppy:PPE_01894
ko:K02416	ppy:PPE_01895
ko:K02417	ppy:PPE_01896
ko:K03413	ppy:PPE_01897
ko:K02418	ppy:PPE_01898
ko:K02419	ppy:PPE_01899
ko:K02420	ppy:PPE_01900
ko:K02421	ppy:PPE_01901
ko:K02401	ppy:PPE_01902
ko:K02400	ppy:PPE_01903
ko:K02404	ppy:PPE_01904
ko:K04562	ppy:PPE_01905
ko:K03412	ppy:PPE_01906
ko:K03407	ppy:PPE_01907
ko:K03408	ppy:PPE_01908
ko:K03410	ppy:PPE_01909
ko:K03411	ppy:PPE_01910
ko:K02405	ppy:PPE_01912
ko:K02967	ppy:PPE_01917
ko:K02357	ppy:PPE_01918
ko:K09903	ppy:PPE_01919
ko:K02838	ppy:PPE_01920
ko:K00806	ppy:PPE_01921
ko:K00981	ppy:PPE_01922
ko:K00099	ppy:PPE_01923
ko:K01881	ppy:PPE_01925
ko:K03763	ppy:PPE_01926
ko:K09748	ppy:PPE_01927
ko:K02600	ppy:PPE_01928
ko:K07742	ppy:PPE_01929
ko:K03466	ppy:PPE_01949
ko:K01449	ppy:PPE_01950
ko:K09767	ppy:PPE_01957
ko:K00995	ppy:PPE_01958
ko:K03565	ppy:PPE_01961
ko:K09769	ppy:PPE_01963
ko:K06416	ppy:PPE_01964
ko:K01273	ppy:PPE_01965
ko:K06168	ppy:PPE_01968
ko:K00763	ppy:PPE_01973
ko:K03638	ppy:PPE_01974
ko:K01887	ppy:PPE_01976
ko:K00384	ppy:PPE_01984
ko:K06949	ppy:PPE_01987
ko:K03466	ppy:PPE_01992
ko:K07095	ppy:PPE_02021
ko:K07078	ppy:PPE_02024
ko:K00036	ppy:PPE_02028
ko:K08369	ppy:PPE_02031
ko:K01118	ppy:PPE_02036
ko:K01776	ppy:PPE_02037
ko:K11210	ppy:PPE_02042
ko:K01575	ppy:PPE_02045
ko:K01652	ppy:PPE_02046
ko:K01812	ppy:PPE_02047
ko:K00156	ppy:PPE_02050
ko:K00041	ppy:PPE_02051
ko:K01685	ppy:PPE_02052
ko:K07718	ppy:PPE_02058
ko:K00975	ppy:PPE_02061
ko:K09773	ppy:PPE_02170
ko:K02529	ppy:PPE_01781
ko:K03106	ppy:PPE_01857
ko:K02959	ppy:PPE_01858
ko:K06960	ppy:PPE_01859
ko:K02860	ppy:PPE_01860
ko:K00554	ppy:PPE_01861
ko:K02884	ppy:PPE_01862
ko:K03100	ppy:PPE_01863
ko:K03470	ppy:PPE_01865
ko:K04061	ppy:PPE_01867
ko:K07460	ppy:PPE_01868
ko:K07391	ppy:PPE_01870
ko:K01903	ppy:PPE_01873
ko:K01902	ppy:PPE_01874
ko:K04096	ppy:PPE_01875
ko:K03168	ppy:PPE_01876
ko:K04094	ppy:PPE_01877
ko:K01419	ppy:PPE_01878
ko:K03667	ppy:PPE_01879
ko:K02387	ppy:PPE_01880
ko:K02388	ppy:PPE_01881
ko:K02408	ppy:PPE_01882
ko:K02409	ppy:PPE_01883
ko:K02410	ppy:PPE_01884
ko:K02411	ppy:PPE_01885
ko:K02412	ppy:PPE_01886
ko:K02413	ppy:PPE_01887
ko:K02519	ppy:PPE_01931
ko:K02834	ppy:PPE_01932
ko:K11753	ppy:PPE_01935
ko:K02956	ppy:PPE_01936
ko:K00962	ppy:PPE_01937
ko:K06410	ppy:PPE_01941
ko:K06411	ppy:PPE_01942
ko:K00133	ppy:PPE_01943
ko:K00928	ppy:PPE_01944
ko:K01714	ppy:PPE_01945
ko:K01921	ppy:PPE_02001
ko:K06024	ppy:PPE_02791
ko:K05896	ppy:PPE_02792
ko:K00794	ppy:PPE_02793
ko:K00793	ppy:PPE_02795
ko:K00169	ppy:PPE_02798
ko:K00172	ppy:PPE_02799
ko:K01586	ppy:PPE_02801
ko:K06408	ppy:PPE_02802
ko:K13789	ppy:PPE_02838
ko:K03602	ppy:PPE_02839
ko:K03601	ppy:PPE_02840
ko:K01491	ppy:PPE_02841
ko:K03625	ppy:PPE_02842
ko:K01961	ppy:PPE_02846
ko:K02160	ppy:PPE_02847
ko:K06397	ppy:PPE_02848
ko:K06396	ppy:PPE_02849
ko:K03816	ppy:PPE_01733
ko:K09798	ppy:PPE_01740
ko:K08984	ppy:PPE_01786
ko:K03657	ppy:PPE_01790
ko:K01486	ppy:PPE_01791
ko:K02532	ppy:PPE_01795
ko:K03311	ppy:PPE_01796
ko:K01811	ppy:PPE_01798
ko:K08221	ppy:PPE_01801
ko:K11931	ppy:PPE_01807
ko:K01807	ppy:PPE_01811
ko:K09962	ppy:PPE_01817
ko:K12308	ppy:PPE_01833
ko:K12267	ppy:PPE_02894
ko:K07300	ppy:PPE_02942
ko:K02986	ppy:PPE_02948
ko:K13653	ppy:PPE_02949
ko:K01866	ppy:PPE_02950
ko:K01895	ppy:PPE_02952
ko:K04766	ppy:PPE_02953
ko:K03648	ppy:PPE_03001
ko:K00762	ppy:PPE_03100
ko:K01591	ppy:PPE_03101
ko:K01955	ppy:PPE_03102
ko:K01956	ppy:PPE_03103
ko:K01465	ppy:PPE_03104
ko:K00609	ppy:PPE_03105
ko:K02825	ppy:PPE_03106
ko:K06314	ppy:PPE_03147
ko:K07175	ppy:PPE_03149
ko:K06207	ppy:PPE_03151
ko:K03151	ppy:PPE_03155
ko:K06404	ppy:PPE_02803
ko:K06403	ppy:PPE_02804
ko:K03091	ppy:PPE_02805
ko:K06379	ppy:PPE_02806
ko:K03801	ppy:PPE_02819
ko:K09699	ppy:PPE_02820
ko:K00167	ppy:PPE_02821
ko:K00166	ppy:PPE_02822
ko:K00382	ppy:PPE_02823
ko:K07699	ppy:PPE_02831
ko:K06399	ppy:PPE_02832
ko:K03631	ppy:PPE_02833
ko:K03402	ppy:PPE_02834
ko:K06442	ppy:PPE_02836
ko:K01662	ppy:PPE_02837
ko:K06394	ppy:PPE_02852
ko:K06393	ppy:PPE_02853
ko:K06392	ppy:PPE_02854
ko:K06391	ppy:PPE_02855
ko:K06390	ppy:PPE_02856
ko:K00928	ppy:PPE_02857
ko:K02356	ppy:PPE_02858
ko:K02016	ppy:PPE_02861
ko:K07001	ppy:PPE_02864
ko:K03716	ppy:PPE_02867
ko:K01874	ppy:PPE_02869
ko:K08998	ppy:PPE_02870
ko:K04069	ppy:PPE_02873
ko:K00656	ppy:PPE_02874
ko:K04072	ppy:PPE_02875
ko:K02346	ppy:PPE_02904
ko:K03655	ppy:PPE_02906
ko:K02902	ppy:PPE_02909
ko:K01783	ppy:PPE_02911
ko:K06949	ppy:PPE_02912
ko:K06941	ppy:PPE_02915
ko:K03500	ppy:PPE_02916
ko:K00604	ppy:PPE_02917
ko:K01462	ppy:PPE_02918
ko:K04066	ppy:PPE_02919
ko:K13038	ppy:PPE_02920
ko:K03060	ppy:PPE_02921
ko:K00942	ppy:PPE_02922
ko:K09777	ppy:PPE_02923
ko:K01778	ppy:PPE_02928
ko:K07053	ppy:PPE_02931
ko:K03588	ppy:PPE_02940
ko:K03284	ppy:PPE_01404
ko:K00651	ppy:PPE_01406
ko:K07228	ppy:PPE_01412
ko:K06422	ppy:PPE_01416
ko:K03527	ppy:PPE_01420
ko:K01915	ppy:PPE_01422
ko:K00831	ppy:PPE_01423
ko:K03216	ppy:PPE_01424
ko:K06284	ppy:PPE_01425
ko:K07180	ppy:PPE_01432
ko:K09786	ppy:PPE_01445
ko:K03092	ppy:PPE_01460
ko:K00847	ppy:PPE_01468
ko:K02529	ppy:PPE_01469
ko:K06133	ppy:PPE_01477
ko:K02016	ppy:PPE_01488
ko:K02015	ppy:PPE_01489
ko:K02529	ppy:PPE_02955
ko:K05520	ppy:PPE_02958
ko:K00800	ppy:PPE_02964
ko:K00363	ppy:PPE_02978
ko:K00362	ppy:PPE_02979
ko:K00766	ppy:PPE_02981
ko:K00372	ppy:PPE_02982
ko:K02575	ppy:PPE_02984
ko:K07088	ppy:PPE_02986
ko:K01224	ppy:PPE_02988
ko:K12308	ppy:PPE_02989
ko:K01876	ppy:PPE_03005
ko:K02601	ppy:PPE_03019
ko:K01738	ppy:PPE_03023
ko:K09771	ppy:PPE_03069
ko:K00005	ppy:PPE_03074
ko:K00648	ppy:PPE_03076
ko:K06180	ppy:PPE_03107
ko:K03101	ppy:PPE_03108
ko:K01870	ppy:PPE_03111
ko:K04074	ppy:PPE_03112
ko:K02221	ppy:PPE_03114
ko:K09772	ppy:PPE_03115
ko:K06997	ppy:PPE_03116
ko:K05810	ppy:PPE_03117
ko:K03091	ppy:PPE_03119
ko:K03091	ppy:PPE_03120
ko:K06383	ppy:PPE_03121
ko:K03531	ppy:PPE_03122
ko:K03590	ppy:PPE_03123
ko:K03589	ppy:PPE_03124
ko:K00790	ppy:PPE_03125
ko:K00075	ppy:PPE_03126
ko:K02563	ppy:PPE_03127
ko:K03588	ppy:PPE_03128
ko:K01925	ppy:PPE_03129
ko:K01000	ppy:PPE_03130
ko:K01929	ppy:PPE_03131
ko:K01928	ppy:PPE_03132
ko:K08384	ppy:PPE_03133
ko:K03438	ppy:PPE_03136
ko:K03925	ppy:PPE_03137
ko:K01251	ppy:PPE_03138
ko:K04487	ppy:PPE_03156
ko:K06967	ppy:PPE_03168
ko:K03086	ppy:PPE_03170
ko:K09768	ppy:PPE_03172
ko:K01879	ppy:PPE_03173
ko:K01878	ppy:PPE_03174
ko:K03584	ppy:PPE_03175
ko:K07042	ppy:PPE_03178
ko:K07037	ppy:PPE_03179
ko:K06438	ppy:PPE_03181
ko:K07403	ppy:PPE_03187
ko:K09117	ppy:PPE_03189
ko:K02970	ppy:PPE_03190
ko:K02503	ppy:PPE_03191
ko:K03624	ppy:PPE_02185
ko:K15586	ppy:PPE_04752
ko:K00016	ppy:PPE_02467
ko:K10439	ppy:PPE_02483
ko:K10440	ppy:PPE_02484
ko:K00852	ppy:PPE_02487
ko:K00059	ppy:PPE_02490
ko:K06147	ppy:PPE_02374
ko:K06147	ppy:PPE_02375
ko:K04488	ppy:PPE_01543
ko:K09992	ppy:PPE_02416
ko:K10563	ppy:PPE_01597
ko:K07720	ppy:PPE_02385
ko:K00121	ppy:PPE_02400
ko:K02033	ppy:PPE_02431
ko:K07104	ppy:PPE_02443
ko:K06889	ppy:PPE_01605
ko:K11105	ppy:PPE_02448
ko:K01679	ppy:PPE_02449
ko:K05814	ppy:PPE_01198
ko:K05815	ppy:PPE_01199
ko:K11707	ppy:PPE_01250
ko:K11710	ppy:PPE_01251
ko:K03294	ppy:PPE_02466
ko:K11709	ppy:PPE_01253
ko:K07025	ppy:PPE_01303
ko:K00027	ppy:PPE_01305
ko:K01077	ppy:PPE_01311
ko:K07025	ppy:PPE_01333
ko:K11708	ppy:PPE_01252
ko:K03095	ppy:PPE_01224
ko:K01537	ppy:PPE_02929
ko:K00020	ppy:PPE_01271
ko:K00564	ppy:PPE_04288
ko:K13953	ppy:PPE_00278
ko:K01724	ppy:PPE_00104
ko:K06023	ppy:PPE_00163
ko:K00845	ppy:PPE_00185
ko:K09762	ppy:PPE_00188
ko:K07720	ppy:PPE_00238
ko:K02035	ppy:PPE_00261
ko:K02033	ppy:PPE_00262
ko:K06147	ppy:PPE_00122
ko:K02010	ppy:PPE_00129
ko:K03048	ppy:PPE_00134
ko:K03293	ppy:PPE_03424
ko:K04750	ppy:PPE_00846
ko:K10439	ppy:PPE_00857
ko:K10440	ppy:PPE_00862
ko:K10439	ppy:PPE_01050
ko:K07720	ppy:PPE_01052
ko:K00626	ppy:PPE_01175
ko:K01409	ppy:PPE_01180
ko:K03611	ppy:PPE_00464
ko:K00016	ppy:PPE_00452
ko:K00851	ppy:PPE_00456
ko:K03299	ppy:PPE_00457
ko:K07404	ppy:PPE_00469
ko:K03406	ppy:PPE_00476
ko:K07720	ppy:PPE_00514
ko:K03406	ppy:PPE_00531
ko:K07720	ppy:PPE_00553
ko:K09155	ppy:PPE_00578
ko:K01226	ppy:PPE_00604
ko:K03486	ppy:PPE_00606
ko:K15976	ppy:PPE_00631
ko:K07720	ppy:PPE_00641
ko:K03469	ppy:PPE_00703
ko:K09976	ppy:PPE_00705
ko:K01092	ppy:PPE_00719
ko:K07720	ppy:PPE_00722
ko:K02025	ppy:PPE_00724
ko:K01424	ppy:PPE_00754
ko:K06889	ppy:PPE_00800
ko:K03649	ppy:PPE_01010
ko:K09684	ppy:PPE_01012
ko:K03406	ppy:PPE_01018
ko:K03768	ppy:PPE_01024
ko:K02033	ppy:PPE_01109
ko:K07720	ppy:PPE_00994
ko:K10439	ppy:PPE_00996
ko:K01674	ppy:PPE_00277
ko:K02033	ppy:PPE_00394
ko:K02035	ppy:PPE_00396
ko:K09705	ppy:PPE_00402
ko:K07213	ppy:PPE_00417
ko:K03324	ppy:PPE_03200
ko:K01197	ppy:PPE_00341
ko:K01788	ppy:PPE_00343
ko:K00845	ppy:PPE_00345
ko:K01119	ppy:PPE_00427
ko:K07658	ppy:PPE_01592
ko:K00882	ppy:PPE_01618
ko:K02755	ppy:PPE_01624
ko:K02756	ppy:PPE_01624
ko:K02757	ppy:PPE_01624
ko:K07720	ppy:PPE_01650
ko:K07182	ppy:PPE_01716
ko:K02342	ppy:PPE_01717
ko:K05337	ppy:PPE_01721
ko:K09702	ppy:PPE_02236
ko:K01560	ppy:PPE_02327
ko:K01885	ppy:PPE_02012
ko:K02035	ppy:PPE_02084
ko:K02033	ppy:PPE_02085
ko:K09815	ppy:PPE_02133
ko:K01759	ppy:PPE_02136
ko:K02005	ppy:PPE_02166
ko:K07105	ppy:PPE_02186
ko:K01569	ppy:PPE_02229
ko:K03976	ppy:PPE_02230
ko:K03406	ppy:PPE_02291
ko:K07720	ppy:PPE_02332
ko:K02004	ppy:PPE_02343
ko:K07177	ppy:PPE_01841
ko:K00059	ppy:PPE_01849
ko:K09787	ppy:PPE_01856
ko:K09749	ppy:PPE_01913
ko:K00059	ppy:PPE_01953
ko:K00033	ppy:PPE_02029
ko:K07404	ppy:PPE_02033
ko:K02004	ppy:PPE_02168
ko:K02446	ppy:PPE_02171
ko:K01192	ppy:PPE_01782
ko:K02809	ppy:PPE_00284
ko:K02810	ppy:PPE_00284
ko:K15583	ppy:PPE_03470
ko:K02414	ppy:PPE_01889
ko:K03177	ppy:PPE_01934
ko:K09763	ppy:PPE_01725
ko:K07816	ppy:PPE_01724
ko:K06183	ppy:PPE_01728
ko:K07304	ppy:PPE_01739
ko:K09702	ppy:PPE_01757
ko:K02025	ppy:PPE_01761
ko:K03406	ppy:PPE_01794
ko:K00616	ppy:PPE_01804
ko:K03406	ppy:PPE_01809
ko:K15582	ppy:PPE_03141
ko:K02031	ppy:PPE_04929
ko:K15328	ppy:PPE_03007
ko:K01834	ppy:PPE_00112
ko:K01834	ppy:PPE_04664
ko:K04750	ppy:PPE_01769
ko:K03647	ppy:PPE_01774
ko:K15584	ppy:PPE_04754
ko:K02032	ppy:PPE_04928
ko:K15519	ppy:PPE_00889
ko:K01760	ppy:PPE_01408
ko:K03455	ppy:PPE_01411
ko:K07669	ppy:PPE_01418
ko:K03856	ppy:PPE_01421
ko:K09684	ppy:PPE_01440
ko:K02795	ppy:PPE_01465
ko:K16301	ppy:PPE_03770
ko:K02018	ppy:PPE_03279
ko:K02020	ppy:PPE_03280
ko:K02379	ppy:PPE_03284
ko:K03639	ppy:PPE_03285
ko:K00123	ppy:PPE_03286
ko:K02526	ppy:PPE_03289
ko:K07335	ppy:PPE_03293
ko:K01744	ppy:PPE_03295
ko:K05823	ppy:PPE_03302
ko:K07727	ppy:PPE_03326
ko:K02042	ppy:PPE_04118
ko:K02047	ppy:PPE_04120
ko:K02046	ppy:PPE_04121
ko:K02048	ppy:PPE_04122
ko:K00756	ppy:PPE_04125
ko:K01839	ppy:PPE_04127
ko:K11535	ppy:PPE_04128
ko:K03408	ppy:PPE_04132
ko:K07696	ppy:PPE_03382
ko:K00373	ppy:PPE_03386
ko:K00371	ppy:PPE_03387
ko:K00370	ppy:PPE_03388
ko:K02018	ppy:PPE_03389
ko:K02020	ppy:PPE_03390
ko:K07322	ppy:PPE_03391
ko:K00231	ppy:PPE_03392
ko:K06313	ppy:PPE_02774
ko:K02888	ppy:PPE_03658
ko:K08301	ppy:PPE_03659
ko:K11622	ppy:PPE_03966
ko:K03969	ppy:PPE_03967
ko:K02013	ppy:PPE_04032
ko:K02015	ppy:PPE_04033
ko:K02016	ppy:PPE_04034
ko:K02016	ppy:PPE_04039
ko:K02015	ppy:PPE_04040
ko:K02013	ppy:PPE_04041
ko:K00426	ppy:PPE_04044
ko:K00425	ppy:PPE_04045
ko:K04759	ppy:PPE_04053
ko:K01805	ppy:PPE_04055
ko:K00384	ppy:PPE_04058
ko:K02300	ppy:PPE_04070
ko:K02299	ppy:PPE_04071
ko:K02827	ppy:PPE_04072
ko:K02297	ppy:PPE_04073
ko:K00426	ppy:PPE_04084
ko:K00425	ppy:PPE_04085
ko:K07718	ppy:PPE_04087
ko:K01462	ppy:PPE_04088
ko:K06153	ppy:PPE_04097
ko:K15532	ppy:PPE_00727
ko:K15633	ppy:PPE_00198
ko:K02013	ppy:PPE_04102
ko:K02015	ppy:PPE_04103
ko:K02015	ppy:PPE_04104
ko:K02003	ppy:PPE_04107
ko:K00868	ppy:PPE_04112
ko:K02044	ppy:PPE_04115
ko:K02041	ppy:PPE_04116
ko:K02042	ppy:PPE_04117
ko:K11752	ppy:PPE_04136
ko:K05520	ppy:PPE_04141
ko:K03893	ppy:PPE_04147
ko:K01620	ppy:PPE_04154
ko:K06425	ppy:PPE_04156
ko:K01193	ppy:PPE_04158
ko:K03484	ppy:PPE_04162
ko:K02016	ppy:PPE_04101
ko:K15585	ppy:PPE_04753
ko:K03310	ppy:PPE_03707
ko:K03707	ppy:PPE_03732
ko:K00878	ppy:PPE_03733
ko:K00941	ppy:PPE_03734
ko:K00788	ppy:PPE_03735
ko:K01953	ppy:PPE_03742
ko:K00989	ppy:PPE_03744
ko:K07124	ppy:PPE_03748
ko:K01994	ppy:PPE_03768
ko:K07224	ppy:PPE_03769
ko:K07243	ppy:PPE_03771
ko:K01586	ppy:PPE_03772
ko:K01443	ppy:PPE_03786
ko:K06409	ppy:PPE_03918
ko:K09793	ppy:PPE_03919
ko:K07476	ppy:PPE_03926
ko:K07507	ppy:PPE_03995
ko:K02434	ppy:PPE_03997
ko:K02435	ppy:PPE_03999
ko:K07238	ppy:PPE_04059
ko:K03809	ppy:PPE_04061
ko:K01534	ppy:PPE_04064
ko:K01534	ppy:PPE_04067
ko:K04023	ppy:PPE_03803
ko:K02761	ppy:PPE_03812
ko:K00240	ppy:PPE_03867
ko:K00239	ppy:PPE_03868
ko:K03703	ppy:PPE_03875
ko:K03671	ppy:PPE_03876
ko:K03885	ppy:PPE_03883
ko:K00937	ppy:PPE_03888
ko:K03885	ppy:PPE_03906
ko:K02073	ppy:PPE_03910
ko:K02072	ppy:PPE_03911
ko:K02071	ppy:PPE_03912
ko:K02259	ppy:PPE_03915
ko:K01867	ppy:PPE_03931
ko:K09766	ppy:PPE_03937
ko:K06886	ppy:PPE_03938
ko:K00858	ppy:PPE_03940
ko:K03644	ppy:PPE_03942
ko:K01247	ppy:PPE_03947
ko:K13531	ppy:PPE_03949
ko:K13530	ppy:PPE_03950
ko:K03310	ppy:PPE_03951
ko:K01223	ppy:PPE_03955
ko:K03437	ppy:PPE_03957
ko:K02837	ppy:PPE_03960
ko:K00036	ppy:PPE_03961
ko:K14205	ppy:PPE_04167
ko:K07718	ppy:PPE_03457
ko:K12410	ppy:PPE_03559
ko:K01687	ppy:PPE_03565
ko:K08303	ppy:PPE_03570
ko:K08303	ppy:PPE_03571
ko:K07082	ppy:PPE_03572
ko:K07447	ppy:PPE_03575
ko:K01872	ppy:PPE_03577
ko:K04487	ppy:PPE_03582
ko:K00566	ppy:PPE_03584
ko:K06199	ppy:PPE_03589
ko:K06199	ppy:PPE_03590
ko:K07478	ppy:PPE_03591
ko:K03657	ppy:PPE_03592
ko:K01876	ppy:PPE_03607
ko:K01892	ppy:PPE_03608
ko:K05520	ppy:PPE_03611
ko:K07560	ppy:PPE_03613
ko:K00759	ppy:PPE_03617
ko:K07462	ppy:PPE_03618
ko:K12257	ppy:PPE_03621
ko:K06409	ppy:PPE_03623
ko:K03210	ppy:PPE_03626
ko:K00773	ppy:PPE_03627
ko:K07568	ppy:PPE_03628
ko:K06381	ppy:PPE_03629
ko:K03551	ppy:PPE_03630
ko:K03550	ppy:PPE_03631
ko:K01159	ppy:PPE_03632
ko:K06318	ppy:PPE_03633
ko:K06370	ppy:PPE_03648
ko:K00826	ppy:PPE_03649
ko:K00872	ppy:PPE_03651
ko:K00003	ppy:PPE_03652
ko:K06209	ppy:PPE_03653
ko:K03979	ppy:PPE_03654
ko:K02073	ppy:PPE_03407
ko:K02529	ppy:PPE_03420
ko:K02016	ppy:PPE_03422
ko:K01821	ppy:PPE_03428
ko:K00262	ppy:PPE_03430
ko:K01733	ppy:PPE_03431
ko:K03592	ppy:PPE_03432
ko:K03568	ppy:PPE_03433
ko:K03321	ppy:PPE_03485
ko:K15256	ppy:PPE_01329
ko:K15738	ppy:PPE_01691
ko:K01060	ppy:PPE_03496
ko:K00005	ppy:PPE_03502
ko:K02478	ppy:PPE_03532
ko:K02897	ppy:PPE_03535
ko:K00009	ppy:PPE_03539
ko:K02437	ppy:PPE_03543
ko:K00605	ppy:PPE_03544
ko:K00282	ppy:PPE_03545
ko:K00283	ppy:PPE_03546
ko:K00965	ppy:PPE_03554
ko:K00849	ppy:PPE_03556
ko:K05964	ppy:PPE_03594
ko:K01910	ppy:PPE_03595
ko:K01643	ppy:PPE_03597
ko:K01644	ppy:PPE_03598
ko:K01646	ppy:PPE_03599
ko:K06901	ppy:PPE_03605
ko:K02899	ppy:PPE_03656
ko:K02760	ppy:PPE_03814
ko:K00067	ppy:PPE_03827
ko:K00973	ppy:PPE_03838
ko:K01613	ppy:PPE_03848
ko:K07697	ppy:PPE_03851
ko:K02428	ppy:PPE_03743
ko:K07124	ppy:PPE_03855
ko:K04486	ppy:PPE_03858
ko:K13993	ppy:PPE_03354
ko:K01223	ppy:PPE_03372
ko:K03639	ppy:PPE_03376
ko:K03636	ppy:PPE_03377
ko:K02575	ppy:PPE_03380
ko:K06401	ppy:PPE_03661
ko:K03609	ppy:PPE_03662
ko:K03610	ppy:PPE_03663
ko:K03571	ppy:PPE_03664
ko:K03570	ppy:PPE_03665
ko:K03569	ppy:PPE_03666
ko:K03630	ppy:PPE_03667
ko:K06287	ppy:PPE_03668
ko:K01924	ppy:PPE_03671
ko:K11754	ppy:PPE_03672
ko:K01873	ppy:PPE_03673
ko:K06417	ppy:PPE_03674
ko:K06180	ppy:PPE_03675
ko:K01845	ppy:PPE_03676
ko:K01698	ppy:PPE_03677
ko:K13542	ppy:PPE_03678
ko:K01749	ppy:PPE_03679
ko:K02497	ppy:PPE_03681
ko:K02492	ppy:PPE_03682
ko:K01611	ppy:PPE_03683
ko:K03978	ppy:PPE_03685
ko:K01338	ppy:PPE_03686
ko:K03544	ppy:PPE_03689
ko:K01358	ppy:PPE_03690
ko:K03545	ppy:PPE_03691
ko:K01142	ppy:PPE_03694
ko:K10117	ppy:PPE_03699
ko:K02529	ppy:PPE_03700
ko:K00864	ppy:PPE_03701
ko:K02440	ppy:PPE_03702
ko:K02031	ppy:PPE_03356
ko:K08724	ppy:PPE_03134
ko:K03294	ppy:PPE_03184
ko:K07258	ppy:PPE_02808
ko:K03783	ppy:PPE_02811
ko:K04763	ppy:PPE_02812
ko:K03711	ppy:PPE_02814
ko:K01515	ppy:PPE_02817
ko:K06377	ppy:PPE_02826
ko:K03406	ppy:PPE_02829
ko:K06196	ppy:PPE_02868
ko:K02076	ppy:PPE_02871
ko:K02099	ppy:PPE_02887
ko:K07030	ppy:PPE_02908
ko:K10843	ppy:PPE_02937
ko:K01243	ppy:PPE_02954
ko:K08483	ppy:PPE_02961
ko:K00033	ppy:PPE_02966
ko:K00027	ppy:PPE_02985
ko:K03406	ppy:PPE_02987
ko:K11144	ppy:PPE_03061
ko:K01784	ppy:PPE_03555
ko:K03406	ppy:PPE_03569
ko:K02824	ppy:PPE_03615
ko:K03406	ppy:PPE_03616
ko:K04518	ppy:PPE_03650
ko:K01243	ppy:PPE_03405
ko:K08969	ppy:PPE_03406
ko:K00567	ppy:PPE_03409
ko:K02798	ppy:PPE_03540
ko:K08483	ppy:PPE_03547
ko:K11189	ppy:PPE_03548
ko:K07192	ppy:PPE_03551
ko:K00027	ppy:PPE_03596
ko:K07584	ppy:PPE_03657
ko:K01784	ppy:PPE_03815
ko:K11071	ppy:PPE_03300
ko:K11072	ppy:PPE_03301
ko:K05822	ppy:PPE_03303
ko:K01011	ppy:PPE_03306
ko:K01439	ppy:PPE_03359
ko:K02033	ppy:PPE_03362
ko:K02755	ppy:PPE_03373
ko:K02756	ppy:PPE_03373
ko:K02757	ppy:PPE_03373
ko:K03488	ppy:PPE_03374
ko:K03635	ppy:PPE_03378
ko:K07004	ppy:PPE_03296
ko:K00841	ppy:PPE_03297
ko:K11069	ppy:PPE_03298
ko:K03784	ppy:PPE_04126
ko:K01489	ppy:PPE_04129
ko:K01619	ppy:PPE_04130
ko:K00374	ppy:PPE_03385
ko:K09825	ppy:PPE_03992
ko:K00575	ppy:PPE_04022
ko:K00854	ppy:PPE_04054
ko:K07720	ppy:PPE_04086
ko:K02004	ppy:PPE_04108
ko:K03409	ppy:PPE_03856
ko:K07098	ppy:PPE_03864
ko:K02433	ppy:PPE_03998
ko:K03090	ppy:PPE_04018
ko:K00241	ppy:PPE_03869
ko:K03499	ppy:PPE_03871
ko:K03498	ppy:PPE_03872
ko:K11144	ppy:PPE_03877
ko:K03346	ppy:PPE_03878
ko:K01992	ppy:PPE_03880
ko:K00059	ppy:PPE_03909
ko:K02755	ppy:PPE_03952
ko:K02756	ppy:PPE_03952
ko:K02757	ppy:PPE_03952
ko:K03488	ppy:PPE_03953
ko:K03499	ppy:PPE_03958
ko:K11618	ppy:PPE_03964
ko:K11617	ppy:PPE_03965
ko:K15337	ppy:PPE_03017
ko:K03713	ppy:PPE_02599
ko:K06147	ppy:PPE_02649
ko:K06147	ppy:PPE_02650
ko:K02086	ppy:PPE_02697
ko:K00575	ppy:PPE_02745
ko:K00805	ppy:PPE_02747
ko:K07025	ppy:PPE_02524
ko:K01104	ppy:PPE_02534
ko:K03153	ppy:PPE_02542
ko:K10563	ppy:PPE_02559
ko:K00784	ppy:PPE_02561
