ko:K03457	abb:ABBFA_002160
ko:K00645	abb:ABBFA_002795
ko:K02911	abb:ABBFA_002796
ko:K07040	abb:ABBFA_002797
ko:K09906	abb:ABBFA_002798
ko:K05896	abb:ABBFA_002800
ko:K06024	abb:ABBFA_002801
ko:K06178	abb:ABBFA_002802
ko:K02169	abb:ABBFA_002803
ko:K00833	abb:ABBFA_002805
ko:K00697	abb:ABBFA_002809
ko:K03594	abb:ABBFA_002811
ko:K01972	abb:ABBFA_002812
ko:K03528	abb:ABBFA_002813
ko:K03529	abb:ABBFA_002814
ko:K03525	abb:ABBFA_002818
ko:K03106	abb:ABBFA_002819
ko:K05541	abb:ABBFA_002821
ko:K01494	abb:ABBFA_002827
ko:K09928	abb:ABBFA_002829
ko:K03593	abb:ABBFA_002831
ko:K00133	abb:ABBFA_003107
ko:K06173	abb:ABBFA_003111
ko:K02518	abb:ABBFA_003113
ko:K00052	abb:ABBFA_003116
ko:K01704	abb:ABBFA_003118
ko:K03704	abb:ABBFA_002179
ko:K02066	abb:ABBFA_000410
ko:K02067	abb:ABBFA_000411
ko:K07323	abb:ABBFA_000412
ko:K03284	abb:ABBFA_000414
ko:K06966	abb:ABBFA_000415
ko:K03655	abb:ABBFA_000418
ko:K00631	abb:ABBFA_000421
ko:K10805	abb:ABBFA_000422
ko:K03576	abb:ABBFA_001343
ko:K05549	abb:ABBFA_002364
ko:K05550	abb:ABBFA_002365
ko:K05784	abb:ABBFA_002366
ko:K05783	abb:ABBFA_002367
ko:K05782	abb:ABBFA_002368
ko:K02835	abb:ABBFA_001312
ko:K02493	abb:ABBFA_001313
ko:K01633	abb:ABBFA_001323
ko:K00950	abb:ABBFA_001324
ko:K01546	abb:ABBFA_001325
ko:K01547	abb:ABBFA_001326
ko:K01548	abb:ABBFA_001327
ko:K03564	abb:ABBFA_000902
ko:K06920	abb:ABBFA_000905
ko:K02045	abb:ABBFA_000910
ko:K02047	abb:ABBFA_000911
ko:K02046	abb:ABBFA_000912
ko:K07002	abb:ABBFA_000913
ko:K02048	abb:ABBFA_000914
ko:K07082	abb:ABBFA_000916
ko:K00943	abb:ABBFA_000917
ko:K00278	abb:ABBFA_000919
ko:K07107	abb:ABBFA_000922
ko:K03596	abb:ABBFA_000923
ko:K03100	abb:ABBFA_000924
ko:K03685	abb:ABBFA_000926
ko:K03595	abb:ABBFA_000927
ko:K03584	abb:ABBFA_000929
ko:K03474	abb:ABBFA_000930
ko:K06169	abb:ABBFA_000931
ko:K00216	abb:ABBFA_001741
ko:K02018	abb:ABBFA_001743
ko:K02020	abb:ABBFA_001744
ko:K02019	abb:ABBFA_001745
ko:K02049	abb:ABBFA_001774
ko:K02050	abb:ABBFA_001775
ko:K02051	abb:ABBFA_001776
ko:K03710	abb:ABBFA_001779
ko:K07240	abb:ABBFA_001780
ko:K01118	abb:ABBFA_001781
ko:K00003	abb:ABBFA_001785
ko:K08994	abb:ABBFA_001790
ko:K07000	abb:ABBFA_000123
ko:K02622	abb:ABBFA_000124
ko:K01483	abb:ABBFA_000125
ko:K07127	abb:ABBFA_000130
ko:K04084	abb:ABBFA_000136
ko:K01142	abb:ABBFA_000140
ko:K00762	abb:ABBFA_000141
ko:K02014	abb:ABBFA_000142
ko:K01920	abb:ABBFA_000144
ko:K02563	abb:ABBFA_000145
ko:K01924	abb:ABBFA_000146
ko:K01921	abb:ABBFA_000147
ko:K03589	abb:ABBFA_000148
ko:K03590	abb:ABBFA_000149
ko:K03531	abb:ABBFA_000150
ko:K02535	abb:ABBFA_000151
ko:K00163	abb:ABBFA_000154
ko:K00627	abb:ABBFA_000155
ko:K02014	abb:ABBFA_000158
ko:K06940	abb:ABBFA_000160
ko:K00088	abb:ABBFA_000161
ko:K03431	abb:ABBFA_000162
ko:K07462	abb:ABBFA_000163
ko:K02836	abb:ABBFA_000165
ko:K02527	abb:ABBFA_000168
ko:K03702	abb:ABBFA_000942
ko:K03098	abb:ABBFA_000943
ko:K05786	abb:ABBFA_000944
ko:K00134	abb:ABBFA_000945
ko:K03979	abb:ABBFA_000948
ko:K00931	abb:ABBFA_000949
ko:K01669	abb:ABBFA_000961
ko:K03775	abb:ABBFA_000962
ko:K03885	abb:ABBFA_000963
ko:K07258	abb:ABBFA_000964
ko:K00031	abb:ABBFA_000966
ko:K06181	abb:ABBFA_000967
ko:K00031	abb:ABBFA_000968
ko:K00788	abb:ABBFA_000991
ko:K01845	abb:ABBFA_000992
ko:K06177	abb:ABBFA_000994
ko:K00948	abb:ABBFA_001674
ko:K03543	abb:ABBFA_001681
ko:K02313	abb:ABBFA_000001
ko:K02338	abb:ABBFA_000002
ko:K03629	abb:ABBFA_000003
ko:K02470	abb:ABBFA_000004
ko:K06158	abb:ABBFA_000007
ko:K09001	abb:ABBFA_000013
ko:K01866	abb:ABBFA_000014
ko:K03308	abb:ABBFA_000022
ko:K03500	abb:ABBFA_000024
ko:K00604	abb:ABBFA_000025
ko:K01687	abb:ABBFA_000026
ko:K01028	abb:ABBFA_001761
ko:K01029	abb:ABBFA_001762
ko:K02106	abb:ABBFA_001763
ko:K01744	abb:ABBFA_001769
ko:K02014	abb:ABBFA_001770
ko:K02575	abb:ABBFA_001115
ko:K01265	abb:ABBFA_001117
ko:K02967	abb:ABBFA_001118
ko:K02357	abb:ABBFA_001119
ko:K03642	abb:ABBFA_001124
ko:K05837	abb:ABBFA_001126
ko:K01737	abb:ABBFA_001910
ko:K02460	abb:ABBFA_001911
ko:K03424	abb:ABBFA_001916
ko:K02676	abb:ABBFA_001917
ko:K02341	abb:ABBFA_001918
ko:K00979	abb:ABBFA_001919
ko:K00912	abb:ABBFA_001920
ko:K03559	abb:ABBFA_001922
ko:K00836	abb:ABBFA_001003
ko:K02040	abb:ABBFA_001009
ko:K02037	abb:ABBFA_001010
ko:K02038	abb:ABBFA_001011
ko:K02036	abb:ABBFA_001012
ko:K08984	abb:ABBFA_001015
ko:K01756	abb:ABBFA_001016
ko:K07153	abb:ABBFA_001017
ko:K00566	abb:ABBFA_001018
ko:K07258	abb:ABBFA_001021
ko:K03787	abb:ABBFA_001024
ko:K06194	abb:ABBFA_001025
ko:K08218	abb:ABBFA_001028
ko:K02909	abb:ABBFA_001031
ko:K02356	abb:ABBFA_001035
ko:K06200	abb:ABBFA_001036
ko:K06911	abb:ABBFA_001047
ko:K02015	abb:ABBFA_001055
ko:K00627	abb:ABBFA_001794
ko:K03644	abb:ABBFA_001797
ko:K01736	abb:ABBFA_001801
ko:K07320	abb:ABBFA_001802
ko:K09989	abb:ABBFA_001804
ko:K09902	abb:ABBFA_001807
ko:K03684	abb:ABBFA_001811
ko:K06187	abb:ABBFA_001812
ko:K09747	abb:ABBFA_001813
ko:K10764	abb:ABBFA_001815
ko:K01626	abb:ABBFA_001833
ko:K02233	abb:ABBFA_001834
ko:K00768	abb:ABBFA_001837
ko:K02231	abb:ABBFA_001838
ko:K09977	abb:ABBFA_000657
ko:K09790	abb:ABBFA_000658
ko:K01627	abb:ABBFA_001556
ko:K01689	abb:ABBFA_001557
ko:K05589	abb:ABBFA_001559
ko:K00991	abb:ABBFA_001560
ko:K01031	abb:ABBFA_001561
ko:K03801	abb:ABBFA_000749
ko:K09158	abb:ABBFA_000750
ko:K03086	abb:ABBFA_000751
ko:K07039	abb:ABBFA_000754
ko:K07146	abb:ABBFA_000755
ko:K06938	abb:ABBFA_000756
ko:K01647	abb:ABBFA_000757
ko:K00241	abb:ABBFA_000758
ko:K00242	abb:ABBFA_000759
ko:K00239	abb:ABBFA_000760
ko:K00240	abb:ABBFA_000761
ko:K03785	abb:ABBFA_001570
ko:K07267	abb:ABBFA_001572
ko:K07112	abb:ABBFA_001575
ko:K07112	abb:ABBFA_001576
ko:K00286	abb:ABBFA_002344
ko:K03704	abb:ABBFA_002346
ko:K03601	abb:ABBFA_002353
ko:K01867	abb:ABBFA_000771
ko:K09781	abb:ABBFA_000772
ko:K07054	abb:ABBFA_000773
ko:K00380	abb:ABBFA_000667
ko:K07552	abb:ABBFA_000670
ko:K03310	abb:ABBFA_000674
ko:K07001	abb:ABBFA_000675
ko:K01754	abb:ABBFA_000676
ko:K02434	abb:ABBFA_000682
ko:K02433	abb:ABBFA_000683
ko:K02435	abb:ABBFA_000684
ko:K03569	abb:ABBFA_000685
ko:K03570	abb:ABBFA_000686
ko:K03571	abb:ABBFA_000687
ko:K06287	abb:ABBFA_000688
ko:K08301	abb:ABBFA_000689
ko:K00390	abb:ABBFA_000692
ko:K01092	abb:ABBFA_000406
ko:K06076	abb:ABBFA_000694
ko:K02616	abb:ABBFA_000699
ko:K06153	abb:ABBFA_000700
ko:K05523	abb:ABBFA_000703
ko:K07390	abb:ABBFA_001514
ko:K03110	abb:ABBFA_001522
ko:K07078	abb:ABBFA_001523
ko:K09909	abb:ABBFA_001524
ko:K01857	abb:ABBFA_001564
ko:K00449	abb:ABBFA_001568
ko:K00448	abb:ABBFA_001569
ko:K00640	abb:ABBFA_002080
ko:K06975	abb:ABBFA_002091
ko:K03503	abb:ABBFA_002097
ko:K03781	abb:ABBFA_002102
ko:K01968	abb:ABBFA_002121
ko:K03464	abb:ABBFA_001609
ko:K06861	abb:ABBFA_002304
ko:K09774	abb:ABBFA_002305
ko:K03270	abb:ABBFA_002307
ko:K06041	abb:ABBFA_002308
ko:K01883	abb:ABBFA_002309
ko:K09960	abb:ABBFA_002322
ko:K07443	abb:ABBFA_000782
ko:K03624	abb:ABBFA_000785
ko:K01955	abb:ABBFA_000786
ko:K01956	abb:ABBFA_000787
ko:K07574	abb:ABBFA_000790
ko:K02427	abb:ABBFA_000791
ko:K03798	abb:ABBFA_000792
ko:K00796	abb:ABBFA_000793
ko:K03761	abb:ABBFA_000803
ko:K00864	abb:ABBFA_000804
ko:K01596	abb:ABBFA_000807
ko:K04078	abb:ABBFA_000811
ko:K04077	abb:ABBFA_000812
ko:K00901	abb:ABBFA_000813
ko:K01126	abb:ABBFA_000815
ko:K03799	abb:ABBFA_000818
ko:K03885	abb:ABBFA_001626
ko:K03694	abb:ABBFA_001544
ko:K09771	abb:ABBFA_001545
ko:K01626	abb:ABBFA_001546
ko:K07019	abb:ABBFA_001552
ko:K07044	abb:ABBFA_001553
ko:K01937	abb:ABBFA_001555
ko:K00426	abb:ABBFA_001526
ko:K00425	abb:ABBFA_001527
ko:K03498	abb:ABBFA_001534
ko:K03499	abb:ABBFA_001535
ko:K01754	abb:ABBFA_001536
ko:K01807	abb:ABBFA_001537
ko:K07043	abb:ABBFA_001538
ko:K00145	abb:ABBFA_001541
ko:K06891	abb:ABBFA_001543
ko:K01640	abb:ABBFA_002122
ko:K04090	abb:ABBFA_002124
ko:K01032	abb:ABBFA_002130
ko:K01031	abb:ABBFA_002131
ko:K00795	abb:ABBFA_000708
ko:K07340	abb:ABBFA_000712
ko:K07001	abb:ABBFA_000713
ko:K07645	abb:ABBFA_000719
ko:K07088	abb:ABBFA_000722
ko:K01873	abb:ABBFA_000725
ko:K03585	abb:ABBFA_000733
ko:K02523	abb:ABBFA_000736
ko:K02888	abb:ABBFA_000737
ko:K02899	abb:ABBFA_000738
ko:K03634	abb:ABBFA_000739
ko:K01875	abb:ABBFA_000741
ko:K03216	abb:ABBFA_000743
ko:K01595	abb:ABBFA_000031
ko:K03686	abb:ABBFA_000036
ko:K06222	abb:ABBFA_000041
ko:K01246	abb:ABBFA_000046
ko:K03575	abb:ABBFA_000049
ko:K09160	abb:ABBFA_000053
ko:K07478	abb:ABBFA_000055
ko:K01923	abb:ABBFA_000058
ko:K04760	abb:ABBFA_000823
ko:K00865	abb:ABBFA_000835
ko:K02379	abb:ABBFA_000837
ko:K03473	abb:ABBFA_000839
ko:K03088	abb:ABBFA_000881
ko:K04568	abb:ABBFA_000840
ko:K04485	abb:ABBFA_000843
ko:K01586	abb:ABBFA_000847
ko:K01778	abb:ABBFA_000848
ko:K03733	abb:ABBFA_000851
ko:K03521	abb:ABBFA_000852
ko:K03522	abb:ABBFA_000853
ko:K02469	abb:ABBFA_000854
ko:K01703	abb:ABBFA_003119
ko:K08311	abb:ABBFA_003123
ko:K08484	abb:ABBFA_003124
ko:K01091	abb:ABBFA_003131
ko:K06179	abb:ABBFA_003132
ko:K08300	abb:ABBFA_003135
ko:K09936	abb:ABBFA_003142
ko:K03327	abb:ABBFA_003143
ko:K02909	abb:ABBFA_003147
ko:K06199	abb:ABBFA_003149
ko:K07007	abb:ABBFA_003151
ko:K02654	abb:ABBFA_003210
ko:K00859	abb:ABBFA_003211
ko:K03218	abb:ABBFA_003213
ko:K09913	abb:ABBFA_003214
ko:K07007	abb:ABBFA_002840
ko:K00528	abb:ABBFA_002845
ko:K00761	abb:ABBFA_002849
ko:K00343	abb:ABBFA_002850
ko:K00342	abb:ABBFA_002851
ko:K00341	abb:ABBFA_002852
ko:K00340	abb:ABBFA_002853
ko:K00339	abb:ABBFA_002854
ko:K00338	abb:ABBFA_002855
ko:K00337	abb:ABBFA_002856
ko:K00336	abb:ABBFA_002857
ko:K00335	abb:ABBFA_002858
ko:K00334	abb:ABBFA_002859
ko:K00331	abb:ABBFA_002861
ko:K00330	abb:ABBFA_002862
ko:K07639	abb:ABBFA_002865
ko:K07661	abb:ABBFA_002866
ko:K00525	abb:ABBFA_002867
ko:K00526	abb:ABBFA_002869
ko:K02456	abb:ABBFA_003166
ko:K04066	abb:ABBFA_003168
ko:K04083	abb:ABBFA_003170
ko:K05516	abb:ABBFA_003172
ko:K07646	abb:ABBFA_001328
ko:K07667	abb:ABBFA_001329
ko:K06134	abb:ABBFA_001332
ko:K09800	abb:ABBFA_001335
ko:K01682	abb:ABBFA_001337
ko:K07078	abb:ABBFA_000476
ko:K07058	abb:ABBFA_000481
ko:K03809	abb:ABBFA_000482
ko:K03816	abb:ABBFA_000483
ko:K03832	abb:ABBFA_000486
ko:K07042	abb:ABBFA_000487
ko:K06217	abb:ABBFA_000488
ko:K08309	abb:ABBFA_000490
ko:K07115	abb:ABBFA_000496
ko:K03600	abb:ABBFA_000513
ko:K03599	abb:ABBFA_000514
ko:K02996	abb:ABBFA_000515
ko:K02871	abb:ABBFA_000516
ko:K00097	abb:ABBFA_000517
ko:K01525	abb:ABBFA_000518
ko:K03665	abb:ABBFA_000522
ko:K03824	abb:ABBFA_001396
ko:K07275	abb:ABBFA_001398
ko:K01104	abb:ABBFA_001425
ko:K01104	abb:ABBFA_003460
ko:K03711	abb:ABBFA_002719
ko:K11902	abb:ABBFA_002227
ko:K05548	abb:ABBFA_002369
ko:K00074	abb:ABBFA_002194
ko:K00074	abb:ABBFA_002136
ko:K02659	abb:ABBFA_000649
ko:K03381	abb:ABBFA_001608
ko:K01658	abb:ABBFA_001087
ko:K01262	abb:ABBFA_001088
ko:K03305	abb:ABBFA_001089
ko:K01915	abb:ABBFA_001090
ko:K03181	abb:ABBFA_001091
ko:K03179	abb:ABBFA_001092
ko:K04564	abb:ABBFA_001099
ko:K09761	abb:ABBFA_001105
ko:K01251	abb:ABBFA_001107
ko:K06445	abb:ABBFA_001110
ko:K03644	abb:ABBFA_001111
ko:K06596	abb:ABBFA_000651
ko:K01690	abb:ABBFA_003050
ko:K02455	abb:ABBFA_003167
ko:K03580	abb:ABBFA_000995
ko:K00013	abb:ABBFA_002929
ko:K00765	abb:ABBFA_002930
ko:K00790	abb:ABBFA_002931
ko:K05808	abb:ABBFA_002933
ko:K03092	abb:ABBFA_002934
ko:K04754	abb:ABBFA_002938
ko:K02454	abb:ABBFA_002945
ko:K02335	abb:ABBFA_002949
ko:K02221	abb:ABBFA_002950
ko:K00286	abb:ABBFA_002951
ko:K04075	abb:ABBFA_002952
ko:K01962	abb:ABBFA_002953
ko:K03671	abb:ABBFA_002955
ko:K03628	abb:ABBFA_002956
ko:K04764	abb:ABBFA_002958
ko:K01889	abb:ABBFA_002960
ko:K02887	abb:ABBFA_002963
ko:K02916	abb:ABBFA_002964
ko:K02520	abb:ABBFA_002968
ko:K01868	abb:ABBFA_002969
ko:K09889	abb:ABBFA_002971
ko:K01918	abb:ABBFA_002974
ko:K00606	abb:ABBFA_002975
ko:K00950	abb:ABBFA_002976
ko:K00252	abb:ABBFA_002896
ko:K03215	abb:ABBFA_002982
ko:K07501	abb:ABBFA_002983
ko:K00549	abb:ABBFA_002879
ko:K01902	abb:ABBFA_000767
ko:K01903	abb:ABBFA_000766
ko:K00382	abb:ABBFA_001793
ko:K00382	abb:ABBFA_000765
ko:K00382	abb:ABBFA_000531
ko:K00927	abb:ABBFA_001933
ko:K03841	abb:ABBFA_000883
ko:K07400	abb:ABBFA_002630
ko:K11475	abb:ABBFA_002430
ko:K01993	abb:ABBFA_000861
ko:K00831	abb:ABBFA_000864
ko:K09768	abb:ABBFA_000867
ko:K09808	abb:ABBFA_000869
ko:K02238	abb:ABBFA_000871
ko:K04773	abb:ABBFA_000872
ko:K11175	abb:ABBFA_000874
ko:K01933	abb:ABBFA_000875
ko:K10763	abb:ABBFA_000877
ko:K06139	abb:ABBFA_001731
ko:K07345	abb:ABBFA_001716
ko:K07347	abb:ABBFA_001718
ko:K03453	abb:ABBFA_000062
ko:K00457	abb:ABBFA_000065
ko:K05836	abb:ABBFA_000074
ko:K09975	abb:ABBFA_000075
ko:K01712	abb:ABBFA_000076
ko:K01745	abb:ABBFA_000077
ko:K01468	abb:ABBFA_000079
ko:K01091	abb:ABBFA_000082
ko:K01776	abb:ABBFA_000083
ko:K00820	abb:ABBFA_000088
ko:K04042	abb:ABBFA_000089
ko:K01095	abb:ABBFA_000090
ko:K00946	abb:ABBFA_000092
ko:K03625	abb:ABBFA_000093
ko:K00794	abb:ABBFA_000094
ko:K06137	abb:ABBFA_001733
ko:K01714	abb:ABBFA_000060
ko:K07560	abb:ABBFA_000100
ko:K00763	abb:ABBFA_000101
ko:K01613	abb:ABBFA_000103
ko:K07636	abb:ABBFA_000105
ko:K07657	abb:ABBFA_000106
ko:K01919	abb:ABBFA_000114
ko:K03611	abb:ABBFA_000115
ko:K03437	abb:ABBFA_000882
ko:K03640	abb:ABBFA_000885
ko:K03641	abb:ABBFA_000886
ko:K03646	abb:ABBFA_000887
ko:K03560	abb:ABBFA_000888
ko:K03562	abb:ABBFA_000889
ko:K07107	abb:ABBFA_000890
ko:K03551	abb:ABBFA_000892
ko:K03550	abb:ABBFA_000893
ko:K01129	abb:ABBFA_000894
ko:K01952	abb:ABBFA_000895
ko:K07552	abb:ABBFA_000896
ko:K00962	abb:ABBFA_003175
ko:K02956	abb:ABBFA_003176
ko:K03581	abb:ABBFA_003178
ko:K03582	abb:ABBFA_003179
ko:K03583	abb:ABBFA_003180
ko:K03183	abb:ABBFA_003184
ko:K03690	abb:ABBFA_003185
ko:K03688	abb:ABBFA_003186
ko:K05560	abb:ABBFA_003193
ko:K05561	abb:ABBFA_003194
ko:K05562	abb:ABBFA_003195
ko:K05563	abb:ABBFA_003196
ko:K02834	abb:ABBFA_003198
ko:K02519	abb:ABBFA_003199
ko:K02600	abb:ABBFA_003200
ko:K09748	abb:ABBFA_003201
ko:K03075	abb:ABBFA_003205
ko:K01803	abb:ABBFA_003206
ko:K02652	abb:ABBFA_003207
ko:K03168	abb:ABBFA_003096
ko:K03745	abb:ABBFA_003100
ko:K02517	abb:ABBFA_003103
ko:K11102	abb:ABBFA_003105
ko:K01719	abb:ABBFA_003270
ko:K01749	abb:ABBFA_003271
ko:K08083	abb:ABBFA_003272
ko:K08082	abb:ABBFA_003273
ko:K01755	abb:ABBFA_003274
ko:K02039	abb:ABBFA_003276
ko:K03147	abb:ABBFA_003281
ko:K03651	abb:ABBFA_003283
ko:K06204	abb:ABBFA_003284
ko:K00658	abb:ABBFA_000764
ko:K00253	abb:ABBFA_002118
ko:K00647	abb:ABBFA_002751
ko:K01759	abb:ABBFA_001029
ko:K11749	abb:ABBFA_001476
ko:K08195	abb:ABBFA_002286
ko:K08195	abb:ABBFA_001566
ko:K11755	abb:ABBFA_003189
ko:K07126	abb:ABBFA_002260
ko:K02458	abb:ABBFA_001913
ko:K09946	abb:ABBFA_000642
ko:K12979	abb:ABBFA_003228
ko:K13292	abb:ABBFA_003073
ko:K03286	abb:ABBFA_000621
ko:K00228	abb:ABBFA_000403
ko:K11936	abb:ABBFA_001304
ko:K03892	abb:ABBFA_002033
ko:K07124	abb:ABBFA_000833
ko:K00059	abb:ABBFA_001415
ko:K03769	abb:ABBFA_000630
ko:K07665	abb:ABBFA_001250
ko:K00822	abb:ABBFA_001206
ko:K02624	abb:ABBFA_002154
ko:K02624	abb:ABBFA_001578
ko:K00059	abb:ABBFA_001594
ko:K00059	abb:ABBFA_002078
ko:K07124	abb:ABBFA_001631
ko:K01207	abb:ABBFA_003042
ko:K02517	abb:ABBFA_002288
ko:K05819	abb:ABBFA_002432
ko:K00840	abb:ABBFA_002455
ko:K06138	abb:ABBFA_001732
ko:K03446	abb:ABBFA_002706
ko:K00558	abb:ABBFA_000085
ko:K11209	abb:ABBFA_002076
ko:K02483	abb:ABBFA_001155
ko:K05597	abb:ABBFA_002021
ko:K11746	abb:ABBFA_002250
ko:K00117	abb:ABBFA_000614
ko:K09470	abb:ABBFA_001330
ko:K01243	abb:ABBFA_002830
ko:K07659	abb:ABBFA_000286
ko:K05564	abb:ABBFA_003197
ko:K02653	abb:ABBFA_003209
ko:K00602	abb:ABBFA_001277
ko:K11931	abb:ABBFA_002672
ko:K00164	abb:ABBFA_000763
ko:K12410	abb:ABBFA_001946
ko:K01061	abb:ABBFA_001754
ko:K00823	abb:ABBFA_000200
ko:K05794	abb:ABBFA_003516
ko:K10804	abb:ABBFA_002625
ko:K06889	abb:ABBFA_001698
ko:K01760	abb:ABBFA_000429
ko:K00564	abb:ABBFA_000625
ko:K04091	abb:ABBFA_003483
ko:K00748	abb:ABBFA_001828
ko:K09810	abb:ABBFA_000870
ko:K09017	abb:ABBFA_003486
ko:K00666	abb:ABBFA_002970
ko:K00666	abb:ABBFA_002116
ko:K01497	abb:ABBFA_000404
ko:K03719	abb:ABBFA_003423
ko:K03719	abb:ABBFA_001948
ko:K01491	abb:ABBFA_000800
ko:K01665	abb:ABBFA_002927
ko:K01628	abb:ABBFA_003317
ko:K00219	abb:ABBFA_002475
ko:K14052	abb:ABBFA_002461
ko:K03333	abb:ABBFA_002425
ko:K11896	abb:ABBFA_002235
ko:K00626	abb:ABBFA_001414
ko:K11719	abb:ABBFA_002306
ko:K06168	abb:ABBFA_000489
ko:K02017	abb:ABBFA_001742
ko:K11893	abb:ABBFA_002226
ko:K01785	abb:ABBFA_002646
ko:K11907	abb:ABBFA_002228
ko:K11891	abb:ABBFA_002232
ko:K11892	abb:ABBFA_002225
ko:K03496	abb:ABBFA_000369
ko:K03574	abb:ABBFA_001158
ko:K07091	abb:ABBFA_003302
ko:K03496	abb:ABBFA_003394
ko:K11901	abb:ABBFA_002239
ko:K11897	abb:ABBFA_002236
ko:K11900	abb:ABBFA_002238
ko:K03417	abb:ABBFA_003439
ko:K01069	abb:ABBFA_001272
ko:K00130	abb:ABBFA_002457
ko:K11903	abb:ABBFA_002237
ko:K04487	abb:ABBFA_001865
ko:K03524	abb:ABBFA_002817
ko:K00059	abb:ABBFA_002794
ko:K11717	abb:ABBFA_002082
ko:K01243	abb:ABBFA_003487
ko:K00130	abb:ABBFA_002683
ko:K03386	abb:ABBFA_002373
ko:K00111	abb:ABBFA_000805
ko:K00812	abb:ABBFA_000938
ko:K01659	abb:ABBFA_003438
ko:K03762	abb:ABBFA_001241
ko:K02302	abb:ABBFA_000742
ko:K01358	abb:ABBFA_003057
ko:K11936	abb:ABBFA_002671
ko:K03743	abb:ABBFA_002390
ko:K03743	abb:ABBFA_002104
ko:K04755	abb:ABBFA_001870
ko:K11895	abb:ABBFA_002234
ko:K11263	abb:ABBFA_002262
ko:K00568	abb:ABBFA_003475
ko:K01890	abb:ABBFA_002959
ko:K01784	abb:ABBFA_001457
ko:K11752	abb:ABBFA_003310
ko:K11753	abb:ABBFA_003489
ko:K07090	abb:ABBFA_000355
ko:K03119	abb:ABBFA_002042
ko:K06001	abb:ABBFA_001803
ko:K07098	abb:ABBFA_000524
ko:K00042	abb:ABBFA_001671
ko:K11720	abb:ABBFA_003301
ko:K03496	abb:ABBFA_001925
ko:K12262	abb:ABBFA_002408
ko:K00974	abb:ABBFA_001102
ko:K07304	abb:ABBFA_003079
ko:K06895	abb:ABBFA_002503
ko:K01487	abb:ABBFA_003520
ko:K02474	abb:ABBFA_003458
ko:K00956	abb:ABBFA_002608
ko:K01897	abb:ABBFA_003325
ko:K01607	abb:ABBFA_001109
ko:K01434	abb:ABBFA_001601
ko:K00004	abb:ABBFA_001791
ko:K03387	abb:ABBFA_002027
ko:K05685	abb:ABBFA_003019
ko:K01961	abb:ABBFA_001436
ko:K00537	abb:ABBFA_002034
ko:K01424	abb:ABBFA_003110
ko:K00215	abb:ABBFA_000038
ko:K06183	abb:ABBFA_001346
ko:K07216	abb:ABBFA_002723
ko:K13038	abb:ABBFA_000546
ko:K13288	abb:ABBFA_003023
ko:K02116	abb:ABBFA_003372
ko:K06879	abb:ABBFA_001128
ko:K08995	abb:ABBFA_002337
ko:K13378	abb:ABBFA_002860
ko:K00297	abb:ABBFA_001106
ko:K12957	abb:ABBFA_000045
ko:K06867	abb:ABBFA_002221
ko:K02462	abb:ABBFA_001186
ko:K07246	abb:ABBFA_002763
ko:K02503	abb:ABBFA_001823
ko:K13482	abb:ABBFA_001079
ko:K07263	abb:ABBFA_000975
ko:K01079	abb:ABBFA_000097
ko:K13795	abb:ABBFA_002893
ko:K13788	abb:ABBFA_003052
ko:K06136	abb:ABBFA_001735
ko:K02664	abb:ABBFA_000321
ko:K02657	abb:ABBFA_000647
ko:K12339	abb:ABBFA_002984
ko:K00951	abb:ABBFA_002981
ko:K01087	abb:ABBFA_002808
ko:K09806	abb:ABBFA_003314
ko:K12658	abb:ABBFA_002210
ko:K00019	abb:ABBFA_001757
ko:K03719	abb:ABBFA_001383
ko:K00620	abb:ABBFA_002905
ko:K01607	abb:ABBFA_002157
ko:K00557	abb:ABBFA_001951
ko:K00146	abb:ABBFA_001600
ko:K00219	abb:ABBFA_001549
ko:K07017	abb:ABBFA_001166
ko:K01708	abb:ABBFA_002447
ko:K12573	abb:ABBFA_000469
ko:K00529	abb:ABBFA_002661
ko:K03296	abb:ABBFA_000644
ko:K01055	abb:ABBFA_001602
ko:K20319	abb:ABBFA_001076
ko:K13930	abb:ABBFA_002065
ko:K13934	abb:ABBFA_002061
ko:K13935	abb:ABBFA_002060
ko:K11754	abb:ABBFA_000594
ko:K14058	abb:ABBFA_000820
ko:K13954	abb:ABBFA_001368
ko:K01479	abb:ABBFA_000080
ko:K05834	abb:ABBFA_003377
ko:K01779	abb:ABBFA_001264
ko:K01802	abb:ABBFA_002673
ko:K13929	abb:ABBFA_002066
ko:K13932	abb:ABBFA_002063
ko:K13933	abb:ABBFA_002062
ko:K07473	abb:ABBFA_001348
ko:K01934	abb:ABBFA_002578
ko:K01826	abb:ABBFA_001370
ko:K13794	abb:ABBFA_002891
ko:K13796	abb:ABBFA_002892
ko:K00799	abb:ABBFA_002382
ko:K01825	abb:ABBFA_003230
ko:K01782	abb:ABBFA_000607
ko:K12508	abb:ABBFA_002435
ko:K05524	abb:ABBFA_002295
ko:K04691	abb:ABBFA_001101
ko:K08369	abb:ABBFA_002694
ko:K07782	abb:ABBFA_003407
ko:K03574	abb:ABBFA_000416
ko:K06956	abb:ABBFA_000973
ko:K04774	abb:ABBFA_001013
ko:K02614	abb:ABBFA_002189
ko:K00632	abb:ABBFA_003231
ko:K02663	abb:ABBFA_000320
ko:K13895	abb:ABBFA_002490
ko:K04085	abb:ABBFA_003161
ko:K03657	abb:ABBFA_002186
