ko:K22220	mavr:LA63_17535
ko:K05337	mavr:LA63_07405
ko:K02182	mavr:LA63_07420
ko:K11533	mavr:LA63_07465
ko:K00997	mavr:LA63_07470
ko:K03564	mavr:LA63_07480
ko:K06994	mavr:LA63_07510
ko:K13288	mavr:LA63_07535
ko:K06915	mavr:LA63_07540
ko:K07124	mavr:LA63_07545
ko:K06902	mavr:LA63_07550
ko:K01969	mavr:LA63_07565
ko:K11263	mavr:LA63_07570
ko:K01644	mavr:LA63_07585
ko:K00161	mavr:LA63_07590
ko:K00162	mavr:LA63_07595
ko:K00627	mavr:LA63_07600
ko:K01692	mavr:LA63_07605
ko:K15781	mavr:LA63_07655
ko:K02351	mavr:LA63_07680
ko:K07245	mavr:LA63_07680
ko:K15371	mavr:LA63_07695
ko:K07107	mavr:LA63_07700
ko:K01187	mavr:LA63_07715
ko:K06886	mavr:LA63_07720
ko:K01256	mavr:LA63_07740
ko:K01808	mavr:LA63_07750
ko:K05522	mavr:LA63_07755
ko:K03545	mavr:LA63_07775
ko:K01358	mavr:LA63_07780
ko:K01358	mavr:LA63_07785
ko:K00547	mavr:LA63_07790
ko:K03544	mavr:LA63_07795
ko:K00174	mavr:LA63_07800
ko:K00175	mavr:LA63_07805
ko:K03752	mavr:LA63_07810
ko:K01873	mavr:LA63_07825
ko:K11754	mavr:LA63_07830
ko:K00940	mavr:LA63_07840
ko:K02888	mavr:LA63_07850
ko:K02899	mavr:LA63_07855
ko:K03979	mavr:LA63_07860
ko:K00931	mavr:LA63_07865
ko:K01950	mavr:LA63_07890
ko:K01704	mavr:LA63_07900
ko:K01703	mavr:LA63_07905
ko:K03710	mavr:LA63_07920
ko:K00852	mavr:LA63_07925
ko:K00147	mavr:LA63_07940
ko:K07161	mavr:LA63_07950
ko:K00969	mavr:LA63_07955
ko:K09710	mavr:LA63_07960
ko:K06994	mavr:LA63_07980
ko:K12423	mavr:LA63_08000
ko:K02237	mavr:LA63_08040
ko:K02238	mavr:LA63_08045
ko:K02340	mavr:LA63_08050
ko:K02968	mavr:LA63_08055
ko:K00784	mavr:LA63_08080
ko:K03596	mavr:LA63_08095
ko:K02048	mavr:LA63_08120
ko:K02046	mavr:LA63_08125
ko:K02047	mavr:LA63_08130
ko:K02045	mavr:LA63_08135
ko:K00390	mavr:LA63_08140
ko:K00392	mavr:LA63_08145
ko:K07086	mavr:LA63_08155
ko:K04781	mavr:LA63_08165
ko:K03921	mavr:LA63_08170
ko:K02067	mavr:LA63_08230
ko:K00626	mavr:LA63_08270
ko:K01692	mavr:LA63_08275
ko:K07107	mavr:LA63_08280
ko:K00128	mavr:LA63_08310
ko:K00626	mavr:LA63_08490
ko:K01796	mavr:LA63_08640
ko:K00128	mavr:LA63_08660
ko:K02509	mavr:LA63_08705
ko:K02510	mavr:LA63_08710
ko:K07068	mavr:LA63_08770
ko:K00128	mavr:LA63_08785
ko:K02164	mavr:LA63_08845
ko:K07068	mavr:LA63_08865
ko:K15866	mavr:LA63_08870
ko:K00121	mavr:LA63_08890
ko:K05337	mavr:LA63_08920
ko:K01006	mavr:LA63_08975
ko:K07068	mavr:LA63_09000
ko:K18481	mavr:LA63_09020
ko:K18481	mavr:LA63_09025
ko:K03624	mavr:LA63_09090
ko:K05337	mavr:LA63_09145
ko:K01992	mavr:LA63_09175
ko:K01626	mavr:LA63_09190
ko:K04787	mavr:LA63_09195
ko:K04788	mavr:LA63_09200
ko:K04790	mavr:LA63_09210
ko:K04791	mavr:LA63_09215
ko:K04789	mavr:LA63_09220
ko:K04792	mavr:LA63_09225
ko:K04793	mavr:LA63_09230
ko:K03088	mavr:LA63_09250
ko:K03705	mavr:LA63_09265
ko:K03686	mavr:LA63_09270
ko:K09761	mavr:LA63_09275
ko:K07042	mavr:LA63_09285
ko:K01426	mavr:LA63_09315
ko:K03584	mavr:LA63_09320
ko:K03711	mavr:LA63_09335
ko:K01880	mavr:LA63_09345
ko:K01129	mavr:LA63_09365
ko:K00640	mavr:LA63_09410
ko:K01738	mavr:LA63_09415
ko:K11717	mavr:LA63_09430
ko:K02066	mavr:LA63_09450
ko:K02066	mavr:LA63_09455
ko:K02067	mavr:LA63_09470
ko:K02067	mavr:LA63_09500
ko:K18481	mavr:LA63_09505
ko:K18481	mavr:LA63_09510
ko:K02575	mavr:LA63_09540
ko:K00232	mavr:LA63_09545
ko:K16786	mavr:LA63_09560
ko:K16787	mavr:LA63_09560
ko:K16785	mavr:LA63_09565
ko:K02027	mavr:LA63_09580
ko:K02026	mavr:LA63_09585
ko:K02025	mavr:LA63_09590
ko:K03568	mavr:LA63_09595
ko:K07028	mavr:LA63_09650
ko:K04079	mavr:LA63_09715
ko:K00626	mavr:LA63_09760
ko:K01082	mavr:LA63_09770
ko:K14155	mavr:LA63_09785
ko:K07090	mavr:LA63_09830
ko:K01011	mavr:LA63_09835
ko:K14335	mavr:LA63_09840
ko:K03316	mavr:LA63_09850
ko:K14475	mavr:LA63_09855
ko:K00390	mavr:LA63_09890
ko:K00392	mavr:LA63_09895
ko:K01448	mavr:LA63_09960
ko:K00153	mavr:LA63_10025
ko:K00803	mavr:LA63_10050
ko:K00111	mavr:LA63_10060
ko:K18472	mavr:LA63_10070
ko:K11609	mavr:LA63_10075
ko:K11609	mavr:LA63_10080
ko:K02078	mavr:LA63_10085
ko:K00645	mavr:LA63_10090
ko:K00163	mavr:LA63_10100
ko:K03386	mavr:LA63_10115
ko:K02227	mavr:LA63_10140
ko:K01104	mavr:LA63_10150
ko:K00817	mavr:LA63_10165
ko:K07164	mavr:LA63_10175
ko:K09990	mavr:LA63_10205
ko:K03322	mavr:LA63_04640
ko:K00076	mavr:LA63_04650
ko:K02040	mavr:LA63_04655
ko:K02037	mavr:LA63_04660
ko:K02038	mavr:LA63_04665
ko:K10979	mavr:LA63_04670
ko:K00847	mavr:LA63_04675
ko:K00045	mavr:LA63_04680
ko:K00045	mavr:LA63_04690
ko:K02228	mavr:LA63_04735
ko:K10563	mavr:LA63_04740
ko:K01810	mavr:LA63_04750
ko:K04093	mavr:LA63_04755
ko:K03657	mavr:LA63_04760
ko:K01903	mavr:LA63_04775
ko:K01902	mavr:LA63_04780
ko:K00626	mavr:LA63_04785
ko:K11175	mavr:LA63_04805
ko:K08999	mavr:LA63_13040
ko:K02437	mavr:LA63_13055
ko:K03070	mavr:LA63_13080
ko:K01652	mavr:LA63_13085
ko:K02471	mavr:LA63_13090
ko:K07507	mavr:LA63_13125
ko:K14743	mavr:LA63_13195
ko:K00705	mavr:LA63_13270
ko:K00946	mavr:LA63_17630
ko:K01921	mavr:LA63_17640
ko:K00057	mavr:LA63_17645
ko:K14941	mavr:LA63_17650
ko:K00937	mavr:LA63_17655
ko:K03574	mavr:LA63_17660
ko:K03530	mavr:LA63_17665
ko:K01704	mavr:LA63_17670
ko:K01703	mavr:LA63_17675
ko:K01885	mavr:LA63_17700
ko:K00052	mavr:LA63_17715
ko:K00058	mavr:LA63_17720
ko:K03809	mavr:LA63_17730
ko:K00053	mavr:LA63_17735
ko:K01653	mavr:LA63_17740
ko:K01652	mavr:LA63_17745
ko:K15977	mavr:LA63_17755
ko:K02434	mavr:LA63_17765
ko:K02433	mavr:LA63_17780
ko:K02435	mavr:LA63_17785
ko:K06994	mavr:LA63_17800
ko:K01758	mavr:LA63_17820
ko:K01972	mavr:LA63_17825
ko:K01087	mavr:LA63_20125
ko:K11609	mavr:LA63_20155
ko:K14161	mavr:LA63_20165
ko:K01951	mavr:LA63_20180
ko:K03333	mavr:LA63_20210
ko:K00088	mavr:LA63_20215
ko:K00088	mavr:LA63_20220
ko:K03088	mavr:LA63_20235
ko:K04077	mavr:LA63_20265
ko:K04078	mavr:LA63_20270
ko:K01409	mavr:LA63_20275
ko:K03695	mavr:LA63_22360
ko:K14260	mavr:LA63_22485
ko:K00973	mavr:LA63_22495
ko:K00012	mavr:LA63_22510
ko:K01494	mavr:LA63_22545
ko:K00045	mavr:LA63_22605
ko:K00602	mavr:LA63_04810
ko:K03405	mavr:LA63_04820
ko:K06221	mavr:LA63_04830
ko:K01692	mavr:LA63_04840
ko:K01965	mavr:LA63_04850
ko:K02911	mavr:LA63_04870
ko:K07669	mavr:LA63_04875
ko:K07653	mavr:LA63_04880
ko:K08372	mavr:LA63_04885
ko:K03282	mavr:LA63_04900
ko:K02313	mavr:LA63_00005
ko:K02338	mavr:LA63_00010
ko:K03629	mavr:LA63_00015
ko:K02470	mavr:LA63_00025
ko:K02469	mavr:LA63_00030
ko:K03767	mavr:LA63_00065
ko:K01664	mavr:LA63_00085
ko:K02078	mavr:LA63_00145
ko:K01909	mavr:LA63_00150
ko:K06975	mavr:LA63_00185
ko:K06911	mavr:LA63_00190
ko:K07735	mavr:LA63_00255
ko:K01869	mavr:LA63_00270
ko:K02028	mavr:LA63_00285
ko:K02029	mavr:LA63_00290
ko:K02030	mavr:LA63_00290
ko:K14728	mavr:LA63_00325
ko:K01858	mavr:LA63_00330
ko:K02990	mavr:LA63_00365
ko:K02963	mavr:LA63_00375
ko:K02939	mavr:LA63_00380
ko:K06994	mavr:LA63_00410
ko:K03823	mavr:LA63_00475
ko:K18481	mavr:LA63_00480
ko:K02066	mavr:LA63_00490
ko:K02066	mavr:LA63_00495
ko:K02067	mavr:LA63_00505
ko:K18481	mavr:LA63_00530
ko:K02039	mavr:LA63_00625
ko:K03762	mavr:LA63_00630
ko:K00574	mavr:LA63_00640
ko:K15555	mavr:LA63_00685
ko:K15553	mavr:LA63_00690
ko:K15554	mavr:LA63_00695
ko:K03088	mavr:LA63_00800
ko:K00265	mavr:LA63_00810
ko:K00266	mavr:LA63_00815
ko:K04477	mavr:LA63_00835
ko:K02346	mavr:LA63_00840
ko:K10215	mavr:LA63_00850
ko:K02553	mavr:LA63_00855
ko:K07156	mavr:LA63_00865
ko:K04564	mavr:LA63_00890
ko:K01126	mavr:LA63_00905
ko:K04518	mavr:LA63_00920
ko:K01875	mavr:LA63_00945
ko:K14952	mavr:LA63_00980
ko:K01854	mavr:LA63_01020
ko:K16650	mavr:LA63_01025
ko:K14136	mavr:LA63_01035
ko:K13687	mavr:LA63_01040
ko:K12428	mavr:LA63_01060
ko:K12437	mavr:LA63_01065
ko:K11386	mavr:LA63_01095
ko:K11385	mavr:LA63_01100
ko:K11387	mavr:LA63_01120
ko:K13686	mavr:LA63_01125
ko:K16652	mavr:LA63_01130
ko:K16653	mavr:LA63_01135
ko:K16649	mavr:LA63_01160
ko:K01692	mavr:LA63_01210
ko:K00817	mavr:LA63_01225
ko:K02484	mavr:LA63_01420
ko:K14953	mavr:LA63_01425
ko:K05845	mavr:LA63_01480
ko:K05847	mavr:LA63_01485
ko:K05846	mavr:LA63_01490
ko:K05846	mavr:LA63_01495
ko:K09957	mavr:LA63_01500
ko:K04517	mavr:LA63_01505
ko:K11991	mavr:LA63_01515
ko:K09966	mavr:LA63_01565
ko:K01644	mavr:LA63_01605
ko:K01958	mavr:LA63_01610
ko:K01647	mavr:LA63_01615
ko:K03417	mavr:LA63_01620
ko:K01720	mavr:LA63_01625
ko:K00852	mavr:LA63_01635
ko:K14953	mavr:LA63_01780
ko:K02343	mavr:LA63_01805
ko:K00574	mavr:LA63_01810
ko:K01448	mavr:LA63_01825
ko:K09747	mavr:LA63_01830
ko:K06187	mavr:LA63_01835
ko:K07009	mavr:LA63_01840
ko:K02342	mavr:LA63_01850
ko:K01649	mavr:LA63_01855
ko:K00928	mavr:LA63_01860
ko:K00133	mavr:LA63_01865
ko:K01919	mavr:LA63_01890
ko:K07008	mavr:LA63_01900
ko:K00864	mavr:LA63_01925
ko:K03924	mavr:LA63_01955
ko:K09117	mavr:LA63_01975
ko:K03833	mavr:LA63_01980
ko:K01042	mavr:LA63_01985
ko:K01008	mavr:LA63_01995
ko:K00123	mavr:LA63_02000
ko:K00123	mavr:LA63_02005
ko:K00124	mavr:LA63_02010
ko:K05520	mavr:LA63_02025
ko:K17752	mavr:LA63_02055
ko:K17762	mavr:LA63_02060
ko:K17763	mavr:LA63_02065
ko:K01738	mavr:LA63_02115
ko:K10773	mavr:LA63_02170
ko:K01895	mavr:LA63_02205
ko:K15580	mavr:LA63_02215
ko:K15581	mavr:LA63_02220
ko:K15582	mavr:LA63_02225
ko:K02031	mavr:LA63_02230
ko:K02032	mavr:LA63_02230
ko:K12510	mavr:LA63_02320
ko:K06877	mavr:LA63_02350
ko:K03704	mavr:LA63_02355
ko:K03168	mavr:LA63_02365
ko:K02341	mavr:LA63_02375
ko:K01784	mavr:LA63_02390
ko:K09153	mavr:LA63_02395
ko:K09799	mavr:LA63_02410
ko:K01507	mavr:LA63_02415
ko:K00038	mavr:LA63_11575
ko:K16050	mavr:LA63_11615
ko:K00140	mavr:LA63_11635
ko:K02066	mavr:LA63_11660
ko:K02066	mavr:LA63_11665
ko:K02067	mavr:LA63_11670
ko:K02067	mavr:LA63_11675
ko:K02067	mavr:LA63_11680
ko:K02067	mavr:LA63_11685
ko:K02067	mavr:LA63_11690
ko:K02067	mavr:LA63_11695
ko:K18481	mavr:LA63_11700
ko:K18481	mavr:LA63_11705
ko:K00059	mavr:LA63_11755
ko:K00626	mavr:LA63_11795
ko:K01692	mavr:LA63_11800
ko:K01574	mavr:LA63_16215
ko:K01607	mavr:LA63_16265
ko:K06916	mavr:LA63_16315
ko:K16647	mavr:LA63_16330
ko:K07305	mavr:LA63_16335
ko:K00231	mavr:LA63_16365
ko:K01599	mavr:LA63_16370
ko:K01692	mavr:LA63_16375
ko:K03684	mavr:LA63_16385
ko:K01662	mavr:LA63_16390
ko:K03499	mavr:LA63_16415
ko:K03499	mavr:LA63_16420
ko:K01092	mavr:LA63_16470
ko:K00886	mavr:LA63_16475
ko:K00508	mavr:LA63_19425
ko:K03455	mavr:LA63_19455
ko:K07228	mavr:LA63_19460
ko:K03070	mavr:LA63_19480
ko:K07654	mavr:LA63_19500
ko:K07670	mavr:LA63_19505
ko:K00943	mavr:LA63_19510
ko:K01251	mavr:LA63_19515
ko:K00496	mavr:LA63_19535
ko:K03294	mavr:LA63_19540
ko:K00075	mavr:LA63_21745
ko:K01619	mavr:LA63_21765
ko:K16645	mavr:LA63_21780
ko:K00574	mavr:LA63_21800
ko:K00574	mavr:LA63_21805
ko:K00074	mavr:LA63_21810
ko:K01637	mavr:LA63_21815
ko:K07110	mavr:LA63_21825
ko:K00382	mavr:LA63_21840
ko:K09959	mavr:LA63_21855
ko:K00138	mavr:LA63_21860
ko:K01322	mavr:LA63_21865
ko:K01692	mavr:LA63_21875
ko:K00121	mavr:LA63_24130
ko:K12955	mavr:LA63_24150
ko:K14189	mavr:LA63_24180
ko:K07301	mavr:LA63_24245
ko:K07259	mavr:LA63_02420
ko:K04075	mavr:LA63_02430
ko:K00760	mavr:LA63_02435
ko:K09807	mavr:LA63_02440
ko:K14733	mavr:LA63_02465
ko:K01495	mavr:LA63_02485
ko:K00796	mavr:LA63_02490
ko:K01633	mavr:LA63_02495
ko:K00950	mavr:LA63_02500
ko:K01918	mavr:LA63_02520
ko:K01579	mavr:LA63_02525
ko:K03525	mavr:LA63_02530
ko:K04567	mavr:LA63_02535
ko:K03696	mavr:LA63_02545
ko:K11159	mavr:LA63_02565
ko:K03575	mavr:LA63_02585
ko:K01673	mavr:LA63_02590
ko:K07067	mavr:LA63_02600
ko:K04485	mavr:LA63_02605
ko:K07736	mavr:LA63_02615
ko:K00991	mavr:LA63_02620
ko:K01770	mavr:LA63_02625
ko:K01883	mavr:LA63_02630
ko:K03218	mavr:LA63_02635
ko:K01126	mavr:LA63_02640
ko:K03893	mavr:LA63_02655
ko:K07160	mavr:LA63_02665
ko:K02075	mavr:LA63_02670
ko:K02074	mavr:LA63_02675
ko:K02077	mavr:LA63_02680
ko:K15983	mavr:LA63_02715
ko:K16047	mavr:LA63_02720
ko:K16050	mavr:LA63_02725
ko:K16049	mavr:LA63_02730
ko:K00622	mavr:LA63_02740
ko:K00059	mavr:LA63_02775
ko:K00626	mavr:LA63_02785
ko:K00697	mavr:LA63_03095
ko:K02068	mavr:LA63_03105
ko:K02069	mavr:LA63_03110
ko:K01692	mavr:LA63_03115
ko:K14953	mavr:LA63_03160
ko:K02484	mavr:LA63_03285
ko:K00121	mavr:LA63_03300
ko:K05917	mavr:LA63_03315
ko:K00128	mavr:LA63_03335
ko:K01607	mavr:LA63_03350
ko:K01945	mavr:LA63_03355
ko:K00681	mavr:LA63_03360
ko:K01756	mavr:LA63_03380
ko:K01923	mavr:LA63_03395
ko:K01354	mavr:LA63_03400
ko:K01848	mavr:LA63_03725
ko:K01849	mavr:LA63_03730
ko:K01259	mavr:LA63_03785
ko:K13727	mavr:LA63_03790
ko:K00626	mavr:LA63_03795
ko:K07588	mavr:LA63_03800
ko:K00161	mavr:LA63_03805
ko:K07684	mavr:LA63_03810
ko:K02480	mavr:LA63_03815
ko:K05712	mavr:LA63_03835
ko:K05713	mavr:LA63_03840
ko:K05337	mavr:LA63_04010
ko:K00963	mavr:LA63_04920
ko:K03750	mavr:LA63_04925
ko:K03790	mavr:LA63_04930
ko:K07031	mavr:LA63_04985
ko:K03271	mavr:LA63_04990
ko:K03273	mavr:LA63_04995
ko:K01478	mavr:LA63_05020
ko:K07056	mavr:LA63_05030
ko:K01665	mavr:LA63_05035
ko:K03088	mavr:LA63_05040
ko:K01874	mavr:LA63_05120
ko:K03424	mavr:LA63_05125
ko:K02528	mavr:LA63_05135
ko:K00919	mavr:LA63_05140
ko:K00666	mavr:LA63_05145
ko:K01056	mavr:LA63_05150
ko:K02897	mavr:LA63_05155
ko:K00537	mavr:LA63_05170
ko:K00948	mavr:LA63_05175
ko:K04042	mavr:LA63_05180
ko:K01586	mavr:LA63_05195
ko:K03723	mavr:LA63_05200
ko:K02428	mavr:LA63_05205
ko:K01689	mavr:LA63_05215
ko:K09009	mavr:LA63_05225
ko:K01524	mavr:LA63_05230
ko:K07667	mavr:LA63_05240
ko:K07646	mavr:LA63_05245
ko:K01548	mavr:LA63_05250
ko:K01547	mavr:LA63_05255
ko:K01546	mavr:LA63_05260
ko:K07656	mavr:LA63_05275
ko:K07672	mavr:LA63_05280
ko:K00666	mavr:LA63_05335
ko:K07001	mavr:LA63_05350
ko:K07001	mavr:LA63_05355
ko:K01692	mavr:LA63_05380
ko:K01692	mavr:LA63_05385
ko:K00626	mavr:LA63_05395
ko:K01697	mavr:LA63_05410
ko:K01739	mavr:LA63_05420
ko:K03624	mavr:LA63_05425
ko:K18455	mavr:LA63_05435
ko:K06888	mavr:LA63_05445
ko:K11068	mavr:LA63_05455
ko:K12503	mavr:LA63_05460
ko:K00867	mavr:LA63_05475
ko:K00600	mavr:LA63_05480
ko:K03922	mavr:LA63_05485
ko:K07175	mavr:LA63_05490
ko:K01679	mavr:LA63_05510
ko:K02446	mavr:LA63_05515
ko:K03929	mavr:LA63_05530
ko:K16045	mavr:LA63_05535
ko:K03602	mavr:LA63_05540
ko:K03601	mavr:LA63_05545
ko:K03527	mavr:LA63_05555
ko:K06942	mavr:LA63_05565
ko:K00036	mavr:LA63_05660
ko:K00033	mavr:LA63_05665
ko:K01006	mavr:LA63_05695
ko:K15977	mavr:LA63_05700
ko:K00549	mavr:LA63_05710
ko:K04748	mavr:LA63_05755
ko:K08299	mavr:LA63_05790
ko:K02371	mavr:LA63_12475
ko:K11065	mavr:LA63_12480
ko:K00666	mavr:LA63_12510
ko:K14733	mavr:LA63_12520
ko:K01637	mavr:LA63_12530
ko:K06910	mavr:LA63_12555
ko:K07045	mavr:LA63_12615
ko:K08178	mavr:LA63_12620
ko:K03742	mavr:LA63_12625
ko:K07560	mavr:LA63_12635
ko:K14520	mavr:LA63_12650
ko:K15981	mavr:LA63_12680
ko:K04093	mavr:LA63_12705
ko:K07241	mavr:LA63_17060
ko:K07010	mavr:LA63_17090
ko:K01915	mavr:LA63_17095
ko:K02232	mavr:LA63_17105
ko:K01265	mavr:LA63_17110
ko:K06976	mavr:LA63_17125
ko:K00099	mavr:LA63_17140
ko:K06941	mavr:LA63_17155
ko:K00981	mavr:LA63_17160
ko:K02838	mavr:LA63_17165
ko:K09903	mavr:LA63_17170
ko:K01426	mavr:LA63_17215
ko:K02357	mavr:LA63_17220
ko:K02967	mavr:LA63_17225
ko:K03733	mavr:LA63_17235
ko:K04096	mavr:LA63_17250
ko:K07391	mavr:LA63_17260
ko:K07460	mavr:LA63_17265
ko:K02379	mavr:LA63_17270
ko:K03470	mavr:LA63_17290
ko:K03100	mavr:LA63_17295
ko:K02884	mavr:LA63_17300
ko:K00554	mavr:LA63_17310
ko:K02860	mavr:LA63_17315
ko:K06960	mavr:LA63_17320
ko:K02959	mavr:LA63_17325
ko:K07258	mavr:LA63_17335
ko:K00382	mavr:LA63_19840
ko:K03783	mavr:LA63_19865
ko:K01840	mavr:LA63_19870
ko:K07114	mavr:LA63_19890
ko:K07114	mavr:LA63_19895
ko:K01488	mavr:LA63_19915
ko:K00758	mavr:LA63_19920
ko:K01489	mavr:LA63_19925
ko:K00241	mavr:LA63_19930
ko:K00242	mavr:LA63_19935
ko:K00239	mavr:LA63_19940
ko:K00240	mavr:LA63_19945
ko:K03088	mavr:LA63_19955
ko:K07258	mavr:LA63_19970
ko:K00925	mavr:LA63_22195
ko:K13788	mavr:LA63_22200
ko:K00252	mavr:LA63_22235
ko:K03885	mavr:LA63_22260
ko:K10764	mavr:LA63_22265
ko:K08289	mavr:LA63_22275
ko:K01939	mavr:LA63_22285
ko:K16264	mavr:LA63_22305
ko:K03975	mavr:LA63_22320
ko:K00384	mavr:LA63_24555
ko:K03671	mavr:LA63_24560
ko:K03501	mavr:LA63_24590
ko:K06346	mavr:LA63_24595
ko:K03217	mavr:LA63_24600
ko:K03536	mavr:LA63_24605
ko:K02067	mavr:LA63_10975
ko:K02066	mavr:LA63_10985
ko:K02066	mavr:LA63_10990
ko:K01523	mavr:LA63_11000
ko:K00765	mavr:LA63_11005
ko:K07442	mavr:LA63_11025
ko:K09764	mavr:LA63_11030
ko:K13527	mavr:LA63_11040
ko:K13570	mavr:LA63_11055
ko:K03433	mavr:LA63_11060
ko:K03432	mavr:LA63_11065
ko:K13571	mavr:LA63_11070
ko:K13573	mavr:LA63_11080
ko:K03116	mavr:LA63_11085
ko:K03118	mavr:LA63_11090
ko:K03727	mavr:LA63_11095
ko:K00595	mavr:LA63_11150
ko:K05936	mavr:LA63_11155
ko:K05895	mavr:LA63_11160
ko:K03088	mavr:LA63_11165
ko:K13540	mavr:LA63_11175
ko:K06042	mavr:LA63_11180
ko:K02229	mavr:LA63_11185
ko:K15554	mavr:LA63_11190
ko:K15555	mavr:LA63_11195
ko:K15553	mavr:LA63_11200
ko:K02230	mavr:LA63_11210
ko:K07006	mavr:LA63_11235
ko:K01061	mavr:LA63_11240
ko:K07113	mavr:LA63_11245
ko:K01736	mavr:LA63_15605
ko:K02031	mavr:LA63_15610
ko:K02032	mavr:LA63_15610
ko:K02034	mavr:LA63_15615
ko:K02033	mavr:LA63_15620
ko:K02035	mavr:LA63_15625
ko:K04091	mavr:LA63_15645
ko:K02654	mavr:LA63_15650
ko:K00014	mavr:LA63_15655
ko:K07082	mavr:LA63_15660
ko:K07447	mavr:LA63_15665
ko:K01872	mavr:LA63_15670
ko:K07478	mavr:LA63_15690
ko:K01876	mavr:LA63_15755
ko:K00077	mavr:LA63_15760
ko:K07054	mavr:LA63_15770
ko:K01714	mavr:LA63_15775
ko:K01628	mavr:LA63_15780
ko:K01892	mavr:LA63_15820
ko:K03768	mavr:LA63_15830
ko:K00951	mavr:LA63_15840
ko:K00759	mavr:LA63_15845
ko:K02035	mavr:LA63_15850
ko:K03074	mavr:LA63_15855
ko:K03072	mavr:LA63_15860
ko:K03210	mavr:LA63_15865
ko:K07250	mavr:LA63_15870
ko:K12421	mavr:LA63_15875
ko:K03551	mavr:LA63_15885
ko:K03550	mavr:LA63_15890
ko:K00432	mavr:LA63_19110
ko:K09118	mavr:LA63_19150
ko:K07177	mavr:LA63_19155
ko:K03657	mavr:LA63_19180
ko:K03426	mavr:LA63_19190
ko:K10716	mavr:LA63_19195
ko:K03657	mavr:LA63_19200
ko:K17947	mavr:LA63_21455
ko:K00772	mavr:LA63_21460
ko:K11608	mavr:LA63_21470
ko:K07399	mavr:LA63_21495
ko:K06196	mavr:LA63_21500
ko:K01845	mavr:LA63_21515
ko:K00077	mavr:LA63_21535
ko:K11735	mavr:LA63_21540
ko:K04091	mavr:LA63_21550
ko:K01698	mavr:LA63_21595
ko:K13542	mavr:LA63_21600
ko:K07304	mavr:LA63_23860
ko:K07095	mavr:LA63_23965
ko:K00626	mavr:LA63_11935
ko:K08299	mavr:LA63_12000
ko:K01560	mavr:LA63_12110
ko:K01782	mavr:LA63_12145
ko:K00626	mavr:LA63_12150
ko:K03086	mavr:LA63_16480
ko:K03087	mavr:LA63_16520
ko:K03709	mavr:LA63_16525
ko:K00322	mavr:LA63_16535
ko:K07738	mavr:LA63_16565
ko:K01356	mavr:LA63_16575
ko:K03665	mavr:LA63_16590
ko:K01778	mavr:LA63_16595
ko:K00791	mavr:LA63_16600
ko:K06168	mavr:LA63_16630
ko:K03565	mavr:LA63_16635
ko:K10533	mavr:LA63_16665
ko:K00995	mavr:LA63_16690
ko:K00619	mavr:LA63_16695
ko:K03466	mavr:LA63_16700
ko:K12574	mavr:LA63_16725
ko:K01714	mavr:LA63_16730
ko:K01153	mavr:LA63_16750
ko:K01809	mavr:LA63_19550
ko:K01840	mavr:LA63_19560
ko:K11212	mavr:LA63_19580
ko:K12234	mavr:LA63_19585
ko:K00966	mavr:LA63_19600
ko:K16870	mavr:LA63_19605
ko:K00067	mavr:LA63_19610
ko:K12950	mavr:LA63_19630
ko:K02040	mavr:LA63_19650
ko:K01588	mavr:LA63_19675
ko:K01589	mavr:LA63_19680
ko:K06994	mavr:LA63_21885
ko:K04077	mavr:LA63_21940
ko:K03750	mavr:LA63_21960
ko:K01613	mavr:LA63_21970
ko:K17103	mavr:LA63_21975
ko:K13525	mavr:LA63_21980
ko:K07157	mavr:LA63_22005
ko:K06048	mavr:LA63_22010
ko:K01462	mavr:LA63_22030
ko:K17686	mavr:LA63_24280
ko:K03932	mavr:LA63_24300
ko:K00666	mavr:LA63_24330
ko:K07068	mavr:LA63_24340
ko:K07068	mavr:LA63_24370
ko:K01623	mavr:LA63_24405
ko:K03151	mavr:LA63_12230
ko:K13993	mavr:LA63_12235
ko:K13993	mavr:LA63_12245
ko:K01644	mavr:LA63_12285
ko:K00036	mavr:LA63_12295
ko:K03578	mavr:LA63_12315
ko:K07140	mavr:LA63_12350
ko:K03782	mavr:LA63_12395
ko:K01061	mavr:LA63_16770
ko:K00215	mavr:LA63_16815
ko:K00215	mavr:LA63_16830
ko:K07044	mavr:LA63_16855
ko:K00259	mavr:LA63_16865
ko:K00459	mavr:LA63_16870
ko:K00962	mavr:LA63_16880
ko:K02956	mavr:LA63_16885
ko:K11753	mavr:LA63_16890
ko:K03709	mavr:LA63_16895
ko:K06978	mavr:LA63_16930
ko:K01692	mavr:LA63_16945
ko:K02834	mavr:LA63_16960
ko:K07742	mavr:LA63_16980
ko:K02600	mavr:LA63_16985
ko:K09748	mavr:LA63_16990
ko:K01881	mavr:LA63_17005
ko:K02302	mavr:LA63_17020
ko:K02224	mavr:LA63_17025
ko:K03404	mavr:LA63_17035
ko:K02348	mavr:LA63_17040
ko:K00116	mavr:LA63_17045
ko:K17883	mavr:LA63_17055
ko:K03524	mavr:LA63_19695
ko:K01966	mavr:LA63_19705
ko:K06287	mavr:LA63_19715
ko:K01011	mavr:LA63_19720
ko:K02426	mavr:LA63_19725
ko:K11263	mavr:LA63_19730
ko:K03090	mavr:LA63_19740
ko:K03918	mavr:LA63_19765
