ko:K12132	bthu:YBT1518_21170
ko:K05814	bthu:YBT1518_03005
ko:K05815	bthu:YBT1518_03010
ko:K05813	bthu:YBT1518_03015
ko:K03406	bthu:YBT1518_03050
ko:K11614	bthu:YBT1518_03055
ko:K11616	bthu:YBT1518_03065
ko:K00027	bthu:YBT1518_03070
ko:K00375	bthu:YBT1518_03085
ko:K02379	bthu:YBT1518_03120
ko:K00123	bthu:YBT1518_03125
ko:K01126	bthu:YBT1518_03135
ko:K00259	bthu:YBT1518_03140
ko:K03294	bthu:YBT1518_03145
ko:K01534	bthu:YBT1518_03155
ko:K00763	bthu:YBT1518_03160
ko:K07071	bthu:YBT1518_02740
ko:K03565	bthu:YBT1518_02745
ko:K06428	bthu:YBT1518_02760
ko:K07038	bthu:YBT1518_02770
ko:K03575	bthu:YBT1518_02775
ko:K06422	bthu:YBT1518_02785
ko:K07586	bthu:YBT1518_02795
ko:K11085	bthu:YBT1518_02800
ko:K00265	bthu:YBT1518_02810
ko:K01845	bthu:YBT1518_02815
ko:K01990	bthu:YBT1518_02820
ko:K01992	bthu:YBT1518_02825
ko:K01992	bthu:YBT1518_02830
ko:K08713	bthu:YBT1518_02835
ko:K03564	bthu:YBT1518_02840
ko:K09825	bthu:YBT1518_02845
ko:K03574	bthu:YBT1518_02875
ko:K03216	bthu:YBT1518_02900
ko:K07180	bthu:YBT1518_02915
ko:K07043	bthu:YBT1518_02090
ko:K03315	bthu:YBT1518_02110
ko:K14665	bthu:YBT1518_02115
ko:K03387	bthu:YBT1518_02125
ko:K03386	bthu:YBT1518_02130
ko:K00899	bthu:YBT1518_02135
ko:K08963	bthu:YBT1518_02140
ko:K01628	bthu:YBT1518_02145
ko:K02015	bthu:YBT1518_02150
ko:K02015	bthu:YBT1518_02155
ko:K02016	bthu:YBT1518_02160
ko:K06325	bthu:YBT1518_02180
ko:K06325	bthu:YBT1518_02185
ko:K07074	bthu:YBT1518_02225
ko:K05548	bthu:YBT1518_02230
ko:K02029	bthu:YBT1518_02245
ko:K02030	bthu:YBT1518_02250
ko:K02028	bthu:YBT1518_02255
ko:K03406	bthu:YBT1518_02260
ko:K03402	bthu:YBT1518_02265
ko:K01478	bthu:YBT1518_02270
ko:K00611	bthu:YBT1518_02275
ko:K03758	bthu:YBT1518_02280
ko:K01187	bthu:YBT1518_02310
ko:K01421	bthu:YBT1518_02325
ko:K11535	bthu:YBT1518_03205
ko:K08234	bthu:YBT1518_03210
ko:K01744	bthu:YBT1518_03220
ko:K03303	bthu:YBT1518_03225
ko:K06425	bthu:YBT1518_03235
ko:K03305	bthu:YBT1518_03240
ko:K02016	bthu:YBT1518_03245
ko:K02015	bthu:YBT1518_03250
ko:K02015	bthu:YBT1518_03255
ko:K02013	bthu:YBT1518_03260
ko:K00639	bthu:YBT1518_03270
ko:K03574	bthu:YBT1518_03280
ko:K04748	bthu:YBT1518_03290
ko:K06131	bthu:YBT1518_03295
ko:K03486	bthu:YBT1518_03315
ko:K02818	bthu:YBT1518_03320
ko:K02819	bthu:YBT1518_03320
ko:K01226	bthu:YBT1518_03325
ko:K06295	bthu:YBT1518_03345
ko:K07052	bthu:YBT1518_03350
ko:K03310	bthu:YBT1518_03360
ko:K10041	bthu:YBT1518_03365
ko:K10039	bthu:YBT1518_03370
ko:K10040	bthu:YBT1518_03375
ko:K10040	bthu:YBT1518_03380
ko:K02205	bthu:YBT1518_03385
ko:K03088	bthu:YBT1518_03400
ko:K00878	bthu:YBT1518_02335
ko:K00788	bthu:YBT1518_02340
ko:K07791	bthu:YBT1518_02345
ko:K03406	bthu:YBT1518_02350
ko:K02049	bthu:YBT1518_02375
ko:K01183	bthu:YBT1518_02395
ko:K07729	bthu:YBT1518_02435
ko:K06902	bthu:YBT1518_02440
ko:K01881	bthu:YBT1518_02455
ko:K05795	bthu:YBT1518_02475
ko:K05795	bthu:YBT1518_02485
ko:K01537	bthu:YBT1518_02505
ko:K01104	bthu:YBT1518_02515
ko:K07058	bthu:YBT1518_02525
ko:K01534	bthu:YBT1518_02530
ko:K03100	bthu:YBT1518_02545
ko:K08978	bthu:YBT1518_02560
ko:K07300	bthu:YBT1518_02575
ko:K01676	bthu:YBT1518_02595
ko:K01247	bthu:YBT1518_02605
ko:K06173	bthu:YBT1518_02615
ko:K06714	bthu:YBT1518_02625
ko:K01425	bthu:YBT1518_02665
ko:K02803	bthu:YBT1518_02670
ko:K02804	bthu:YBT1518_02670
ko:K01784	bthu:YBT1518_02700
ko:K00656	bthu:YBT1518_02710
ko:K04069	bthu:YBT1518_02715
ko:K03321	bthu:YBT1518_03445
ko:K02035	bthu:YBT1518_03460
ko:K02034	bthu:YBT1518_03465
ko:K02033	bthu:YBT1518_03470
ko:K02445	bthu:YBT1518_03485
ko:K02529	bthu:YBT1518_03500
ko:K00852	bthu:YBT1518_03505
ko:K06726	bthu:YBT1518_03510
ko:K00375	bthu:YBT1518_00365
ko:K00318	bthu:YBT1518_00370
ko:K03708	bthu:YBT1518_00375
ko:K03696	bthu:YBT1518_00390
ko:K04485	bthu:YBT1518_00395
ko:K07067	bthu:YBT1518_00400
ko:K00991	bthu:YBT1518_00410
ko:K01770	bthu:YBT1518_00415
ko:K09698	bthu:YBT1518_00420
ko:K00640	bthu:YBT1518_00425
ko:K01883	bthu:YBT1518_00430
ko:K11145	bthu:YBT1518_00435
ko:K03218	bthu:YBT1518_00440
ko:K06962	bthu:YBT1518_00445
ko:K03091	bthu:YBT1518_00450
ko:K02913	bthu:YBT1518_00455
ko:K03073	bthu:YBT1518_00460
ko:K02601	bthu:YBT1518_00465
ko:K02867	bthu:YBT1518_00470
ko:K02863	bthu:YBT1518_00475
ko:K02864	bthu:YBT1518_00480
ko:K02935	bthu:YBT1518_00485
ko:K00564	bthu:YBT1518_00490
ko:K03043	bthu:YBT1518_00495
ko:K03046	bthu:YBT1518_00500
ko:K07590	bthu:YBT1518_00505
ko:K02950	bthu:YBT1518_00510
ko:K02992	bthu:YBT1518_00515
ko:K02355	bthu:YBT1518_00520
ko:K02358	bthu:YBT1518_00525
ko:K02946	bthu:YBT1518_00535
ko:K02906	bthu:YBT1518_00540
ko:K02926	bthu:YBT1518_00545
ko:K02892	bthu:YBT1518_00550
ko:K02886	bthu:YBT1518_00555
ko:K02965	bthu:YBT1518_00560
ko:K02890	bthu:YBT1518_00565
ko:K02982	bthu:YBT1518_00570
ko:K02878	bthu:YBT1518_00575
ko:K02904	bthu:YBT1518_00580
ko:K02961	bthu:YBT1518_00585
ko:K02874	bthu:YBT1518_00590
ko:K02895	bthu:YBT1518_00595
ko:K04072	bthu:YBT1518_24310
ko:K17217	bthu:YBT1518_24315
ko:K17216	bthu:YBT1518_24320
ko:K01243	bthu:YBT1518_24325
ko:K17462	bthu:YBT1518_24330
ko:K03624	bthu:YBT1518_24350
ko:K00876	bthu:YBT1518_24355
ko:K08303	bthu:YBT1518_24360
ko:K08303	bthu:YBT1518_24365
ko:K07082	bthu:YBT1518_24375
ko:K07447	bthu:YBT1518_24385
ko:K01872	bthu:YBT1518_24395
ko:K03581	bthu:YBT1518_24435
ko:K00566	bthu:YBT1518_24445
ko:K04487	bthu:YBT1518_24450
ko:K17472	bthu:YBT1518_24455
ko:K07478	bthu:YBT1518_24460
ko:K01876	bthu:YBT1518_24475
ko:K01892	bthu:YBT1518_24480
ko:K07560	bthu:YBT1518_24490
ko:K00951	bthu:YBT1518_24495
ko:K00759	bthu:YBT1518_24500
ko:K07462	bthu:YBT1518_24505
ko:K12257	bthu:YBT1518_24515
ko:K00259	bthu:YBT1518_25550
ko:K00059	bthu:YBT1518_25555
ko:K01755	bthu:YBT1518_25580
ko:K01940	bthu:YBT1518_25585
ko:K00925	bthu:YBT1518_25625
ko:K11065	bthu:YBT1518_25635
ko:K00858	bthu:YBT1518_25650
ko:K04750	bthu:YBT1518_25660
ko:K01895	bthu:YBT1518_25665
ko:K03151	bthu:YBT1518_25675
ko:K04487	bthu:YBT1518_25680
ko:K07025	bthu:YBT1518_26515
ko:K07173	bthu:YBT1518_26555
ko:K08998	bthu:YBT1518_26560
ko:K01673	bthu:YBT1518_26565
ko:K00425	bthu:YBT1518_26570
ko:K00426	bthu:YBT1518_26575
ko:K03969	bthu:YBT1518_26615
ko:K04759	bthu:YBT1518_26635
ko:K04758	bthu:YBT1518_26640
ko:K16789	bthu:YBT1518_26645
ko:K07284	bthu:YBT1518_26660
ko:K00760	bthu:YBT1518_26680
ko:K02004	bthu:YBT1518_26705
ko:K02004	bthu:YBT1518_26735
ko:K02003	bthu:YBT1518_26740
ko:K13653	bthu:YBT1518_26745
ko:K01778	bthu:YBT1518_27460
ko:K03885	bthu:YBT1518_27470
ko:K02068	bthu:YBT1518_27480
ko:K02069	bthu:YBT1518_27485
ko:K06193	bthu:YBT1518_27490
ko:K07052	bthu:YBT1518_27505
ko:K00355	bthu:YBT1518_27565
ko:K02446	bthu:YBT1518_27585
ko:K01834	bthu:YBT1518_27635
ko:K03644	bthu:YBT1518_27645
ko:K09014	bthu:YBT1518_27670
ko:K04488	bthu:YBT1518_27675
ko:K11717	bthu:YBT1518_27680
ko:K09015	bthu:YBT1518_27685
ko:K03406	bthu:YBT1518_28185
ko:K06199	bthu:YBT1518_28195
ko:K06199	bthu:YBT1518_28200
ko:K00657	bthu:YBT1518_28215
ko:K13256	bthu:YBT1518_28220
ko:K11031	bthu:YBT1518_28260
ko:K02013	bthu:YBT1518_28270
ko:K02015	bthu:YBT1518_28275
ko:K02015	bthu:YBT1518_28280
ko:K02016	bthu:YBT1518_28285
ko:K03664	bthu:YBT1518_28300
ko:K12573	bthu:YBT1518_28305
ko:K06405	bthu:YBT1518_28785
ko:K06406	bthu:YBT1518_28790
ko:K06407	bthu:YBT1518_28795
ko:K01358	bthu:YBT1518_28810
ko:K11184	bthu:YBT1518_28815
ko:K09762	bthu:YBT1518_28820
ko:K06958	bthu:YBT1518_28830
ko:K03574	bthu:YBT1518_28835
ko:K08974	bthu:YBT1518_28840
ko:K00384	bthu:YBT1518_28845
ko:K06019	bthu:YBT1518_28860
ko:K13292	bthu:YBT1518_28865
ko:K06023	bthu:YBT1518_28870
ko:K08972	bthu:YBT1518_28875
ko:K03701	bthu:YBT1518_28885
ko:K03702	bthu:YBT1518_28890
ko:K07729	bthu:YBT1518_28925
ko:K01356	bthu:YBT1518_29235
ko:K01791	bthu:YBT1518_29275
ko:K00012	bthu:YBT1518_29280
ko:K02851	bthu:YBT1518_29285
ko:K07240	bthu:YBT1518_29305
ko:K03478	bthu:YBT1518_29310
ko:K01222	bthu:YBT1518_29315
ko:K02759	bthu:YBT1518_29320
ko:K02761	bthu:YBT1518_29325
ko:K02760	bthu:YBT1518_29330
ko:K02759	bthu:YBT1518_29335
ko:K02761	bthu:YBT1518_29340
ko:K02760	bthu:YBT1518_29345
ko:K01421	bthu:YBT1518_29365
ko:K00425	bthu:YBT1518_29385
ko:K00426	bthu:YBT1518_29390
ko:K03893	bthu:YBT1518_29395
ko:K03147	bthu:YBT1518_29400
ko:K03303	bthu:YBT1518_29430
ko:K03489	bthu:YBT1518_20615
ko:K01223	bthu:YBT1518_20635
ko:K01771	bthu:YBT1518_20640
ko:K01449	bthu:YBT1518_20670
ko:K07137	bthu:YBT1518_20675
ko:K03572	bthu:YBT1518_20695
ko:K03555	bthu:YBT1518_20700
ko:K06328	bthu:YBT1518_20705
ko:K06168	bthu:YBT1518_20715
ko:K00175	bthu:YBT1518_20720
ko:K00174	bthu:YBT1518_20725
ko:K01273	bthu:YBT1518_20730
ko:K06416	bthu:YBT1518_20735
ko:K09769	bthu:YBT1518_20740
ko:K00995	bthu:YBT1518_20760
ko:K00059	bthu:YBT1518_20780
ko:K02057	bthu:YBT1518_20795
ko:K02057	bthu:YBT1518_20800
ko:K02056	bthu:YBT1518_20805
ko:K07335	bthu:YBT1518_20810
ko:K03710	bthu:YBT1518_20815
ko:K03466	bthu:YBT1518_20825
ko:K12574	bthu:YBT1518_20840
ko:K01714	bthu:YBT1518_20845
ko:K00928	bthu:YBT1518_20850
ko:K00133	bthu:YBT1518_20855
ko:K12574	bthu:YBT1518_22060
ko:K03499	bthu:YBT1518_22065
ko:K00426	bthu:YBT1518_22070
ko:K05823	bthu:YBT1518_22075
ko:K05822	bthu:YBT1518_22080
ko:K09776	bthu:YBT1518_22100
ko:K07098	bthu:YBT1518_22135
ko:K00937	bthu:YBT1518_22145
ko:K01524	bthu:YBT1518_22150
ko:K07697	bthu:YBT1518_22210
ko:K00841	bthu:YBT1518_22220
ko:K15772	bthu:YBT1518_22230
ko:K15771	bthu:YBT1518_22235
ko:K15770	bthu:YBT1518_22240
ko:K01182	bthu:YBT1518_22250
ko:K10112	bthu:YBT1518_22255
ko:K00626	bthu:YBT1518_22295
ko:K06409	bthu:YBT1518_24525
ko:K03210	bthu:YBT1518_24540
ko:K00773	bthu:YBT1518_24545
ko:K07568	bthu:YBT1518_24550
ko:K03551	bthu:YBT1518_24560
ko:K03550	bthu:YBT1518_24565
ko:K02016	bthu:YBT1518_24570
ko:K06318	bthu:YBT1518_24575
ko:K06370	bthu:YBT1518_24590
ko:K06370	bthu:YBT1518_24595
ko:K03517	bthu:YBT1518_24600
ko:K00767	bthu:YBT1518_24605
ko:K00278	bthu:YBT1518_24610
ko:K04487	bthu:YBT1518_24615
ko:K07105	bthu:YBT1518_24620
ko:K04518	bthu:YBT1518_24630
ko:K02004	bthu:YBT1518_24635
ko:K02004	bthu:YBT1518_24640
ko:K02003	bthu:YBT1518_24645
ko:K03979	bthu:YBT1518_24660
ko:K06375	bthu:YBT1518_24665
ko:K02899	bthu:YBT1518_24670
ko:K07584	bthu:YBT1518_24675
ko:K02888	bthu:YBT1518_24680
ko:K08301	bthu:YBT1518_24685
ko:K06402	bthu:YBT1518_24690
ko:K06401	bthu:YBT1518_24695
ko:K03609	bthu:YBT1518_24700
ko:K03610	bthu:YBT1518_24705
ko:K03571	bthu:YBT1518_24710
ko:K03570	bthu:YBT1518_24715
ko:K03569	bthu:YBT1518_24720
ko:K03630	bthu:YBT1518_24725
ko:K06287	bthu:YBT1518_24730
ko:K11754	bthu:YBT1518_24740
ko:K01873	bthu:YBT1518_24745
ko:K06286	bthu:YBT1518_25745
ko:K01761	bthu:YBT1518_25770
ko:K02986	bthu:YBT1518_25790
ko:K01866	bthu:YBT1518_25805
ko:K03088	bthu:YBT1518_25815
ko:K00661	bthu:YBT1518_25825
ko:K01895	bthu:YBT1518_25830
ko:K04766	bthu:YBT1518_25835
ko:K04767	bthu:YBT1518_25840
ko:K04768	bthu:YBT1518_25845
ko:K01259	bthu:YBT1518_25850
ko:K03810	bthu:YBT1518_25885
ko:K02931	bthu:YBT1518_00600
ko:K02954	bthu:YBT1518_00605
ko:K00286	bthu:YBT1518_00940
ko:K03811	bthu:YBT1518_00945
ko:K02018	bthu:YBT1518_00955
ko:K02020	bthu:YBT1518_00960
ko:K07219	bthu:YBT1518_00965
ko:K00655	bthu:YBT1518_01000
ko:K03424	bthu:YBT1518_01035
ko:K02035	bthu:YBT1518_01075
ko:K02033	bthu:YBT1518_01080
ko:K02034	bthu:YBT1518_01085
ko:K00457	bthu:YBT1518_01130
ko:K00451	bthu:YBT1518_01140
ko:K03294	bthu:YBT1518_01145
ko:K01921	bthu:YBT1518_01155
ko:K01929	bthu:YBT1518_01160
ko:K07723	bthu:YBT1518_01195
ko:K01588	bthu:YBT1518_01590
ko:K01589	bthu:YBT1518_01595
ko:K01756	bthu:YBT1518_01600
ko:K01923	bthu:YBT1518_01605
ko:K01952	bthu:YBT1518_01610
ko:K01952	bthu:YBT1518_01615
ko:K01952	bthu:YBT1518_01620
ko:K00764	bthu:YBT1518_01625
ko:K01933	bthu:YBT1518_01630
ko:K11175	bthu:YBT1518_01635
ko:K00602	bthu:YBT1518_01640
ko:K01945	bthu:YBT1518_01645
ko:K07094	bthu:YBT1518_01685
ko:K03657	bthu:YBT1518_01690
ko:K01972	bthu:YBT1518_01695
ko:K07090	bthu:YBT1518_01705
ko:K00294	bthu:YBT1518_01720
ko:K02071	bthu:YBT1518_01730
ko:K02072	bthu:YBT1518_01735
ko:K02073	bthu:YBT1518_01740
ko:K02435	bthu:YBT1518_01770
ko:K02433	bthu:YBT1518_01775
ko:K03282	bthu:YBT1518_25890
ko:K02529	bthu:YBT1518_25910
ko:K03817	bthu:YBT1518_25965
ko:K01924	bthu:YBT1518_25980
ko:K11636	bthu:YBT1518_26775
ko:K11636	bthu:YBT1518_26780
ko:K11635	bthu:YBT1518_26785
ko:K11636	bthu:YBT1518_26790
ko:K00874	bthu:YBT1518_26820
ko:K01042	bthu:YBT1518_26830
ko:K01465	bthu:YBT1518_26835
ko:K07260	bthu:YBT1518_26840
ko:K02549	bthu:YBT1518_26860
ko:K01911	bthu:YBT1518_26865
ko:K01661	bthu:YBT1518_26870
ko:K08680	bthu:YBT1518_26875
ko:K02551	bthu:YBT1518_26880
ko:K02552	bthu:YBT1518_26885
ko:K02548	bthu:YBT1518_26890
ko:K03704	bthu:YBT1518_26900
ko:K00688	bthu:YBT1518_26930
ko:K00703	bthu:YBT1518_26935
ko:K00975	bthu:YBT1518_26940
ko:K00975	bthu:YBT1518_26945
ko:K00700	bthu:YBT1518_26950
ko:K00016	bthu:YBT1518_26965
ko:K02073	bthu:YBT1518_27695
ko:K02073	bthu:YBT1518_27700
ko:K02072	bthu:YBT1518_27705
ko:K02071	bthu:YBT1518_27710
ko:K07476	bthu:YBT1518_27725
ko:K02437	bthu:YBT1518_27735
ko:K00537	bthu:YBT1518_27740
ko:K07035	bthu:YBT1518_27780
ko:K00016	bthu:YBT1518_27785
ko:K07052	bthu:YBT1518_27800
ko:K07516	bthu:YBT1518_27830
ko:K00318	bthu:YBT1518_27845
ko:K03406	bthu:YBT1518_27860
ko:K03294	bthu:YBT1518_27880
ko:K03217	bthu:YBT1518_27900
ko:K09013	bthu:YBT1518_27690
ko:K03928	bthu:YBT1518_28550
ko:K03075	bthu:YBT1518_28555
ko:K01689	bthu:YBT1518_28575
ko:K15633	bthu:YBT1518_28580
ko:K01803	bthu:YBT1518_28585
ko:K00927	bthu:YBT1518_28590
ko:K00134	bthu:YBT1518_28595
ko:K05311	bthu:YBT1518_28600
ko:K03092	bthu:YBT1518_28610
ko:K01992	bthu:YBT1518_28620
ko:K01990	bthu:YBT1518_28625
ko:K07680	bthu:YBT1518_28630
ko:K07691	bthu:YBT1518_28635
ko:K06147	bthu:YBT1518_28960
ko:K03797	bthu:YBT1518_28970
ko:K09811	bthu:YBT1518_28975
ko:K09812	bthu:YBT1518_28980
ko:K12263	bthu:YBT1518_28985
ko:K02836	bthu:YBT1518_28990
ko:K03070	bthu:YBT1518_29000
ko:K05808	bthu:YBT1518_29005
ko:K03704	bthu:YBT1518_29010
ko:K02242	bthu:YBT1518_29030
ko:K02240	bthu:YBT1518_29035
ko:K00824	bthu:YBT1518_29455
ko:K03317	bthu:YBT1518_29470
ko:K05020	bthu:YBT1518_29490
ko:K02250	bthu:YBT1518_29555
ko:K02004	bthu:YBT1518_29570
ko:K02003	bthu:YBT1518_29575
ko:K02005	bthu:YBT1518_29580
ko:K02445	bthu:YBT1518_29595
ko:K02012	bthu:YBT1518_29600
ko:K01784	bthu:YBT1518_29620
ko:K00067	bthu:YBT1518_29645
ko:K01790	bthu:YBT1518_29650
ko:K00973	bthu:YBT1518_29655
ko:K12992	bthu:YBT1518_29685
ko:K00963	bthu:YBT1518_29695
ko:K01104	bthu:YBT1518_29700
ko:K02372	bthu:YBT1518_29720
ko:K03569	bthu:YBT1518_29725
ko:K06283	bthu:YBT1518_29730
ko:K06386	bthu:YBT1518_29740
ko:K01992	bthu:YBT1518_29745
ko:K01990	bthu:YBT1518_29755
ko:K06381	bthu:YBT1518_29760
ko:K00790	bthu:YBT1518_29765
ko:K00343	bthu:YBT1518_29780
ko:K00342	bthu:YBT1518_29785
ko:K00341	bthu:YBT1518_29790
ko:K00340	bthu:YBT1518_29795
ko:K00339	bthu:YBT1518_29800
ko:K00338	bthu:YBT1518_29805
ko:K00337	bthu:YBT1518_29810
ko:K00333	bthu:YBT1518_29815
ko:K00332	bthu:YBT1518_29820
ko:K00331	bthu:YBT1518_29825
ko:K00330	bthu:YBT1518_29830
ko:K02114	bthu:YBT1518_29850
ko:K02112	bthu:YBT1518_29855
ko:K02115	bthu:YBT1518_29860
ko:K02111	bthu:YBT1518_29865
ko:K02113	bthu:YBT1518_29870
ko:K02109	bthu:YBT1518_29875
ko:K02110	bthu:YBT1518_29880
ko:K02108	bthu:YBT1518_29885
ko:K02116	bthu:YBT1518_29890
ko:K00761	bthu:YBT1518_29905
ko:K00600	bthu:YBT1518_29910
ko:K01808	bthu:YBT1518_29920
ko:K15977	bthu:YBT1518_29935
ko:K07566	bthu:YBT1518_29960
ko:K06387	bthu:YBT1518_29970
ko:K02493	bthu:YBT1518_29975
ko:K02835	bthu:YBT1518_29980
ko:K02909	bthu:YBT1518_29990
ko:K03628	bthu:YBT1518_30000
ko:K02446	bthu:YBT1518_30005
ko:K00790	bthu:YBT1518_30010
ko:K01624	bthu:YBT1518_30015
ko:K02490	bthu:YBT1518_30020
ko:K01937	bthu:YBT1518_30030
ko:K03048	bthu:YBT1518_30035
ko:K00074	bthu:YBT1518_30055
ko:K00626	bthu:YBT1518_30060
ko:K06131	bthu:YBT1518_30070
ko:K07693	bthu:YBT1518_30100
ko:K07778	bthu:YBT1518_30105
ko:K01992	bthu:YBT1518_30110
ko:K01990	bthu:YBT1518_30115
ko:K01265	bthu:YBT1518_30120
ko:K00789	bthu:YBT1518_32345
ko:K07491	bthu:YBT1518_32265
ko:K03327	bthu:YBT1518_07940
ko:K06153	bthu:YBT1518_07945
ko:K03498	bthu:YBT1518_07975
ko:K00826	bthu:YBT1518_08005
ko:K01652	bthu:YBT1518_08010
ko:K01653	bthu:YBT1518_08015
ko:K00053	bthu:YBT1518_08020
ko:K01649	bthu:YBT1518_08025
ko:K00052	bthu:YBT1518_08030
ko:K01703	bthu:YBT1518_08035
ko:K01704	bthu:YBT1518_08040
ko:K02502	bthu:YBT1518_08045
ko:K00765	bthu:YBT1518_08050
ko:K00013	bthu:YBT1518_08055
ko:K01693	bthu:YBT1518_08060
ko:K02501	bthu:YBT1518_08065
ko:K01814	bthu:YBT1518_08070
ko:K02500	bthu:YBT1518_08075
ko:K01496	bthu:YBT1518_08080
ko:K01523	bthu:YBT1518_08085
ko:K01980	bthu:YBT1518_r31066
ko:K01980	bthu:YBT1518_r31062
ko:K01980	bthu:YBT1518_r31056
ko:K01980	bthu:YBT1518_r31058
ko:K01980	bthu:YBT1518_r31070
ko:K01980	bthu:YBT1518_r31064
ko:K01980	bthu:YBT1518_r31080
ko:K01980	bthu:YBT1518_r31068
ko:K01980	bthu:YBT1518_r31074
ko:K01980	bthu:YBT1518_r31078
ko:K01980	bthu:YBT1518_r31072
ko:K01980	bthu:YBT1518_r31060
ko:K01980	bthu:YBT1518_r31076
ko:K01980	bthu:YBT1518_r31054
ko:K01980	bthu:YBT1518_r31052
ko:K04486	bthu:YBT1518_08090
ko:K17103	bthu:YBT1518_08105
ko:K01586	bthu:YBT1518_08120
ko:K00958	bthu:YBT1518_08135
ko:K00860	bthu:YBT1518_08140
ko:K13542	bthu:YBT1518_11790
ko:K00363	bthu:YBT1518_11795
ko:K00362	bthu:YBT1518_11800
ko:K07322	bthu:YBT1518_11805
ko:K00675	bthu:YBT1518_11825
ko:K06416	bthu:YBT1518_11840
ko:K06950	bthu:YBT1518_11880
ko:K15738	bthu:YBT1518_11885
ko:K01887	bthu:YBT1518_11930
ko:K01870	bthu:YBT1518_11945
ko:K01929	bthu:YBT1518_11970
ko:K03466	bthu:YBT1518_11995
ko:K06889	bthu:YBT1518_15790
ko:K01243	bthu:YBT1518_15800
ko:K05946	bthu:YBT1518_15810
ko:K06342	bthu:YBT1518_15825
ko:K06341	bthu:YBT1518_15830
ko:K06342	bthu:YBT1518_15835
ko:K02372	bthu:YBT1518_15985
ko:K09680	bthu:YBT1518_15990
ko:K01992	bthu:YBT1518_16005
ko:K01990	bthu:YBT1518_16010
ko:K01176	bthu:YBT1518_18920
ko:K00675	bthu:YBT1518_18925
ko:K08602	bthu:YBT1518_18930
ko:K10536	bthu:YBT1518_18950
ko:K13256	bthu:YBT1518_18980
ko:K10536	bthu:YBT1518_18985
ko:K01126	bthu:YBT1518_19015
ko:K07734	bthu:YBT1518_19095
ko:K00366	bthu:YBT1518_08145
ko:K17103	bthu:YBT1518_19135
ko:K17218	bthu:YBT1518_19160
ko:K01771	bthu:YBT1518_19170
ko:K00978	bthu:YBT1518_19220
ko:K01709	bthu:YBT1518_19235
ko:K03406	bthu:YBT1518_19255
ko:K01448	bthu:YBT1518_19320
ko:K07507	bthu:YBT1518_19370
ko:K07104	bthu:YBT1518_19380
ko:K04091	bthu:YBT1518_16085
ko:K15554	bthu:YBT1518_16090
ko:K15553	bthu:YBT1518_16095
ko:K15555	bthu:YBT1518_16100
ko:K01738	bthu:YBT1518_16175
ko:K03475	bthu:YBT1518_16200
ko:K02822	bthu:YBT1518_16205
ko:K06994	bthu:YBT1518_16240
ko:K08311	bthu:YBT1518_16250
ko:K00800	bthu:YBT1518_16260
ko:K04517	bthu:YBT1518_16265
ko:K00817	bthu:YBT1518_16270
ko:K01736	bthu:YBT1518_16275
ko:K13853	bthu:YBT1518_16280
ko:K00116	bthu:YBT1518_16360
ko:K10555	bthu:YBT1518_16365
ko:K10557	bthu:YBT1518_16370
ko:K10556	bthu:YBT1518_16375
ko:K10558	bthu:YBT1518_16380
ko:K11216	bthu:YBT1518_16390
ko:K16323	bthu:YBT1518_16430
ko:K00147	bthu:YBT1518_16440
ko:K00931	bthu:YBT1518_16445
ko:K00286	bthu:YBT1518_16450
ko:K02205	bthu:YBT1518_16465
ko:K10255	bthu:YBT1518_16480
ko:K01077	bthu:YBT1518_16495
ko:K07727	bthu:YBT1518_16505
ko:K00876	bthu:YBT1518_16525
ko:K06153	bthu:YBT1518_04405
ko:K03406	bthu:YBT1518_04410
ko:K07284	bthu:YBT1518_04430
ko:K03305	bthu:YBT1518_04440
ko:K03311	bthu:YBT1518_04450
ko:K07729	bthu:YBT1518_04475
ko:K03499	bthu:YBT1518_04495
ko:K02829	bthu:YBT1518_04500
ko:K02828	bthu:YBT1518_04505
ko:K02827	bthu:YBT1518_04510
ko:K02826	bthu:YBT1518_04515
ko:K03307	bthu:YBT1518_04540
ko:K06310	bthu:YBT1518_04545
ko:K06311	bthu:YBT1518_04550
ko:K06312	bthu:YBT1518_04555
ko:K04759	bthu:YBT1518_04565
ko:K04758	bthu:YBT1518_04575
ko:K02040	bthu:YBT1518_04580
ko:K02037	bthu:YBT1518_04585
ko:K02038	bthu:YBT1518_04590
ko:K02303	bthu:YBT1518_08155
ko:K02304	bthu:YBT1518_08165
ko:K03308	bthu:YBT1518_08175
ko:K11102	bthu:YBT1518_08190
ko:K11619	bthu:YBT1518_08205
ko:K11622	bthu:YBT1518_08215
ko:K11617	bthu:YBT1518_08220
ko:K11618	bthu:YBT1518_08225
ko:K03311	bthu:YBT1518_08235
ko:K05916	bthu:YBT1518_08270
ko:K07090	bthu:YBT1518_08285
ko:K03306	bthu:YBT1518_08290
ko:K07220	bthu:YBT1518_08295
ko:K03784	bthu:YBT1518_08340
ko:K14205	bthu:YBT1518_08350
ko:K04564	bthu:YBT1518_08365
ko:K06373	bthu:YBT1518_08375
ko:K06374	bthu:YBT1518_08380
ko:K06178	bthu:YBT1518_08385
ko:K07399	bthu:YBT1518_08395
ko:K03308	bthu:YBT1518_12085
ko:K01259	bthu:YBT1518_12090
ko:K09962	bthu:YBT1518_12095
ko:K01091	bthu:YBT1518_12105
